"X1";"X47422";"X8";"X6";"X7";"X10";"X12";"X1.1";"X11";"X3";"X9";"X5";"X2";"X4"
10;1;11;6;12;7;2;9;3;8;4;5;2;33208
2;33208;10;1;11;6;12;7;2;9;3;8;4;5
10;1;11;6;12;9;2;7;3;8;4;5;2;53582
2;53582;10;1;11;6;12;9;2;7;3;8;4;5
10;1;11;4;12;9;2;7;3;8;6;5;2;57714
2;53582;10;1;11;6;12;9;2;7;3;8;4;5
10;1;5;6;12;9;2;7;3;8;4;11;2;50406
2;50406;10;1;5;6;12;9;2;7;3;8;4;11
10;1;5;6;12;9;2;4;3;8;7;11;2;47112
2;47112;10;1;5;6;12;9;2;4;3;8;7;11
10;1;5;6;12;9;8;4;3;2;7;11;2;47716
2;47716;10;1;5;6;12;9;8;4;3;2;7;11
10;1;5;6;2;9;8;4;3;12;7;11;2;49190
2;49190;10;1;5;6;2;9;8;4;3;12;7;11
10;1;3;6;2;9;8;4;5;12;7;11;2;46650
2;46650;10;1;3;6;2;9;8;4;5;12;7;11
10;1;3;6;2;9;8;4;11;12;7;5;2;53826
2;53826;10;1;3;6;2;9;8;4;11;12;7;5
10;1;3;5;2;9;8;4;11;12;7;6;2;48970
2;48970;10;1;3;5;2;9;8;4;11;12;7;6
10;1;3;5;12;9;8;4;11;2;7;6;2;44758
2;44758;10;1;3;5;12;9;8;4;11;2;7;6
10;1;3;5;12;4;8;9;11;2;7;6;2;37024
2;37024;10;1;3;5;12;4;8;9;11;2;7;6
10;1;3;5;9;4;8;12;11;2;7;6;2;35132
3;35132;10;1;3;5;9;4;8;12;11;2;7;6
12;1;3;5;9;4;8;10;11;2;7;6;3;50778
3;50778;12;1;3;5;9;4;8;10;11;2;7;6
4;1;3;5;9;12;8;10;11;2;7;6;3;50688
3;50688;4;1;3;5;9;12;8;10;11;2;7;6
4;1;11;5;9;12;8;10;3;2;7;6;3;49470
3;49470;4;1;11;5;9;12;8;10;3;2;7;6
4;1;11;5;9;12;8;7;3;2;10;6;3;46508
3;46508;4;1;11;5;9;12;8;7;3;2;10;6
4;2;11;5;9;12;8;7;3;1;10;6;3;34748
3;34748;4;2;11;5;9;12;8;7;3;1;10;6
4;2;11;5;9;8;12;7;3;1;10;6;3;42302
3;42302;4;2;11;5;9;8;12;7;3;1;10;6
4;2;11;6;9;8;12;7;3;1;10;5;3;37614
3;37614;4;2;11;6;9;8;12;7;3;1;10;5
4;2;1;6;9;8;12;7;3;11;10;5;3;44302
3;44302;4;2;1;6;9;8;12;7;3;11;10;5
4;2;1;6;9;12;8;7;3;11;10;5;3;33732
3;33732;4;2;1;6;9;12;8;7;3;11;10;5
12;2;1;6;9;4;8;7;3;11;10;5;3;35700
3;35700;12;2;1;6;9;4;8;7;3;11;10;5
12;2;1;6;9;4;3;7;8;11;10;5;3;33936
3;33936;12;2;1;6;9;4;3;7;8;11;10;5
12;2;1;10;9;4;3;7;8;11;6;5;3;38822
3;38822;12;2;1;10;9;4;3;7;8;11;6;5
4;2;1;10;9;12;3;7;8;11;6;5;3;36114
3;36114;4;2;1;10;9;12;3;7;8;11;6;5
4;2;1;8;9;12;3;7;10;11;6;5;3;35700
3;35700;4;2;1;8;9;12;3;7;10;11;6;5
4;2;1;8;9;5;3;7;10;11;6;12;3;46026
3;46026;4;2;1;8;9;5;3;7;10;11;6;12
4;2;11;8;9;5;3;7;10;1;6;12;3;45044
3;45044;4;2;11;8;9;5;3;7;10;1;6;12
4;2;11;8;3;5;9;7;10;1;6;12;3;42888
3;42888;4;2;11;8;3;5;9;7;10;1;6;12
4;2;7;8;3;5;9;11;10;1;6;12;3;49344
3;49344;4;2;7;8;3;5;9;11;10;1;6;12
4;2;7;5;3;8;9;11;10;1;6;12;3;49662
3;49662;4;2;7;5;3;8;9;11;10;1;6;12
4;2;7;5;3;1;9;11;10;8;6;12;3;35218
4;35218;4;2;7;5;3;1;9;11;10;8;6;12
4;2;7;5;3;8;9;11;10;1;6;12;4;49662
4;49662;4;2;7;5;3;8;9;11;10;1;6;12
4;6;7;5;3;8;9;11;10;1;2;12;4;40894
4;40894;4;6;7;5;3;8;9;11;10;1;2;12
4;5;7;6;3;8;9;11;10;1;2;12;4;47172
4;47172;4;5;7;6;3;8;9;11;10;1;2;12
4;5;7;6;8;3;9;11;10;1;2;12;4;45560
4;45560;4;5;7;6;8;3;9;11;10;1;2;12
4;8;7;6;5;3;9;11;10;1;2;12;4;50434
4;50434;4;8;7;6;5;3;9;11;10;1;2;12
4;8;7;6;11;3;9;5;10;1;2;12;4;49148
4;49148;4;8;7;6;11;3;9;5;10;1;2;12
4;8;7;6;11;3;9;12;10;1;2;5;4;54420
4;49148;4;8;7;6;11;3;9;5;10;1;2;12
4;8;7;6;9;3;11;5;10;1;2;12;4;47574
4;47574;4;8;7;6;9;3;11;5;10;1;2;12
4;8;7;1;9;3;11;5;10;6;2;12;4;44664
4;44664;4;8;7;1;9;3;11;5;10;6;2;12
4;8;7;1;9;6;11;5;10;3;2;12;4;34492
4;34492;4;8;7;1;9;6;11;5;10;3;2;12
4;7;8;1;9;6;11;5;10;3;2;12;4;41304
4;41304;4;7;8;1;9;6;11;5;10;3;2;12
12;7;8;1;9;6;11;5;10;3;2;4;4;40206
4;40206;12;7;8;1;9;6;11;5;10;3;2;4
12;7;8;1;9;6;11;4;10;3;2;5;4;41856
4;41856;12;7;8;1;9;6;11;4;10;3;2;5
12;4;8;1;9;6;11;7;10;3;2;5;4;44192
4;44192;12;4;8;1;9;6;11;7;10;3;2;5
12;4;8;1;9;3;11;7;10;6;2;5;4;57082
4;57082;12;4;8;1;9;3;11;7;10;6;2;5
12;4;8;1;9;11;3;7;10;6;2;5;4;68024
4;57082;12;4;8;1;9;3;11;7;10;6;2;5
12;4;8;1;9;5;11;7;10;6;2;3;4;72106
4;72106;12;4;8;1;9;5;11;7;10;6;2;3
12;4;8;7;9;5;11;1;10;6;2;3;4;63262
4;63262;12;4;8;7;9;5;11;1;10;6;2;3
12;4;8;7;2;5;11;1;10;6;9;3;4;64680
4;64680;12;4;8;7;2;5;11;1;10;6;9;3
12;4;8;7;2;5;11;1;9;6;10;3;4;64800
5;64800;12;4;8;7;2;5;11;1;9;6;10;3
12;3;8;7;2;5;11;1;9;6;10;4;5;39942
5;39942;12;3;8;7;2;5;11;1;9;6;10;4
12;3;8;7;2;5;6;1;9;11;10;4;5;41174
5;41174;12;3;8;7;2;5;6;1;9;11;10;4
12;3;8;4;2;5;6;1;9;11;10;7;5;42494
5;42494;12;3;8;4;2;5;6;1;9;11;10;7
12;3;8;4;2;5;9;1;6;11;10;7;5;41318
5;41318;12;3;8;4;2;5;9;1;6;11;10;7
11;3;8;4;2;5;9;1;6;12;10;7;5;49316
5;49316;11;3;8;4;2;5;9;1;6;12;10;7
11;3;8;4;2;1;9;5;6;12;10;7;5;53268
5;53268;11;3;8;4;2;1;9;5;6;12;10;7
3;11;8;4;2;1;9;5;6;12;10;7;5;50202
5;50202;3;11;8;4;2;1;9;5;6;12;10;7
3;11;8;4;7;1;9;5;6;12;10;2;5;48838
5;48838;3;11;8;4;7;1;9;5;6;12;10;2
3;10;8;4;7;1;9;5;6;12;11;2;5;41862
5;41862;3;10;8;4;7;1;9;5;6;12;11;2
3;8;10;4;7;1;9;5;6;12;11;2;5;46278
5;46278;3;8;10;4;7;1;9;5;6;12;11;2
2;8;10;4;7;1;9;5;6;12;11;3;5;48332
5;48332;2;8;10;4;7;1;9;5;6;12;11;3
2;8;3;4;7;1;9;5;6;12;11;10;5;50682
5;50682;2;8;3;4;7;1;9;5;6;12;11;10
2;8;3;1;7;4;9;5;6;12;11;10;5;51664
5;51664;2;8;3;1;7;4;9;5;6;12;11;10
2;8;3;1;7;9;4;5;6;12;11;10;5;49924
5;49924;2;8;3;1;7;9;4;5;6;12;11;10
2;8;6;1;7;9;4;5;3;12;11;10;5;54078
5;54078;2;8;6;1;7;9;4;5;3;12;11;10
2;8;7;1;6;9;4;5;3;12;11;10;5;55806
5;55806;2;8;7;1;6;9;4;5;3;12;11;10
2;8;7;1;6;9;4;5;3;12;10;11;5;51180
5;51180;2;8;7;1;6;9;4;5;3;12;10;11
2;8;7;1;6;9;10;5;3;12;4;11;5;47040
5;47040;2;8;7;1;6;9;10;5;3;12;4;11
2;8;7;1;6;12;10;5;3;9;4;11;5;54918
5;54918;2;8;7;1;6;12;10;5;3;9;4;11
2;4;7;1;6;12;10;5;3;9;8;11;5;50668
6;50668;2;4;7;1;6;12;10;5;3;9;8;11
2;4;7;1;6;12;9;5;3;10;8;11;6;42690
6;42690;2;4;7;1;6;12;9;5;3;10;8;11
4;2;7;1;6;12;9;5;3;10;8;11;6;29970
6;29970;4;2;7;1;6;12;9;5;3;10;8;11
4;2;7;1;6;12;8;5;3;10;9;11;6;32640
6;32640;4;2;7;1;6;12;8;5;3;10;9;11
4;2;7;1;9;12;8;5;3;10;6;11;6;36414
6;36414;4;2;7;1;9;12;8;5;3;10;6;11
4;2;7;8;9;12;1;5;3;10;6;11;6;33210
6;33210;4;2;7;8;9;12;1;5;3;10;6;11
6;2;7;8;9;12;1;5;3;10;4;11;6;34718
6;34718;6;2;7;8;9;12;1;5;3;10;4;11
6;2;7;8;9;1;12;5;3;10;4;11;6;36156
6;36156;6;2;7;8;9;1;12;5;3;10;4;11
6;2;7;8;9;1;12;5;11;10;4;3;6;38200
6;38200;6;2;7;8;9;1;12;5;11;10;4;3
8;2;7;6;9;1;12;5;11;10;4;3;6;42056
6;38200;6;2;7;8;9;1;12;5;11;10;4;3
6;2;7;8;9;1;12;5;4;10;11;3;6;38160
6;38160;6;2;7;8;9;1;12;5;4;10;11;3
6;1;7;8;9;2;12;5;4;10;11;3;6;40698
6;40698;6;1;7;8;9;2;12;5;4;10;11;3
6;1;7;8;9;2;12;5;3;10;11;4;6;39000
6;39000;6;1;7;8;9;2;12;5;3;10;11;4
6;4;7;8;9;2;12;5;3;10;11;1;6;25730
6;25730;6;4;7;8;9;2;12;5;3;10;11;1
6;4;12;8;9;2;7;5;3;10;11;1;6;26762
6;26762;6;4;12;8;9;2;7;5;3;10;11;1
12;4;6;8;9;2;7;5;3;10;11;1;6;43306
6;43306;12;4;6;8;9;2;7;5;3;10;11;1
12;4;6;8;9;2;7;3;5;10;11;1;6;50194
6;50194;12;4;6;8;9;2;7;3;5;10;11;1
12;4;6;8;9;11;7;3;5;10;2;1;6;60762
6;50194;12;4;6;8;9;2;7;3;5;10;11;1
12;6;4;8;9;2;7;3;5;10;11;1;6;41050
6;41050;12;6;4;8;9;2;7;3;5;10;11;1
12;2;4;8;9;6;7;3;5;10;11;1;6;41358
6;41358;12;2;4;8;9;6;7;3;5;10;11;1
12;2;10;8;9;6;7;3;5;4;11;1;6;33824
7;33824;12;2;10;8;9;6;7;3;5;4;11;1
12;2;10;8;9;6;5;3;7;4;11;1;7;37106
7;37106;12;2;10;8;9;6;5;3;7;4;11;1
6;2;10;8;9;12;5;3;7;4;11;1;7;35716
7;35716;6;2;10;8;9;12;5;3;7;4;11;1
6;2;10;4;9;12;5;3;7;8;11;1;7;42970
7;42970;6;2;10;4;9;12;5;3;7;8;11;1
6;2;10;4;8;12;5;3;7;9;11;1;7;48338
7;48338;6;2;10;4;8;12;5;3;7;9;11;1
6;2;10;4;8;12;7;3;5;9;11;1;7;45198
7;45198;6;2;10;4;8;12;7;3;5;9;11;1
6;2;10;4;11;12;7;3;5;9;8;1;7;41860
7;41860;6;2;10;4;11;12;7;3;5;9;8;1
6;2;10;4;11;12;7;3;8;9;5;1;7;41868
7;41868;6;2;10;4;11;12;7;3;8;9;5;1
6;2;10;4;11;9;7;3;8;12;5;1;7;41652
7;41652;6;2;10;4;11;9;7;3;8;12;5;1
6;1;10;4;11;9;7;3;8;12;5;2;7;47550
7;47550;6;1;10;4;11;9;7;3;8;12;5;2
3;1;10;4;11;9;7;6;8;12;5;2;7;43716
7;43716;3;1;10;4;11;9;7;6;8;12;5;2
3;1;10;4;11;9;7;12;8;6;5;2;7;46368
7;46368;3;1;10;4;11;9;7;12;8;6;5;2
3;1;10;4;11;8;7;12;9;6;5;2;7;41174
7;41174;3;1;10;4;11;8;7;12;9;6;5;2
3;1;7;4;11;8;10;12;9;6;5;2;7;39546
7;39546;3;1;7;4;11;8;10;12;9;6;5;2
3;1;7;4;11;8;10;12;9;6;2;5;7;37612
7;37612;3;1;7;4;11;8;10;12;9;6;2;5
3;1;11;4;7;8;10;12;9;6;2;5;7;40336
7;40336;3;1;11;4;7;8;10;12;9;6;2;5
3;1;11;4;9;8;10;12;7;6;2;5;7;41070
7;41070;3;1;11;4;9;8;10;12;7;6;2;5
10;1;11;4;9;8;3;12;7;6;2;5;7;34710
7;34710;10;1;11;4;9;8;3;12;7;6;2;5
10;1;11;4;9;8;3;6;7;12;2;5;7;35022
7;35022;10;1;11;4;9;8;3;6;7;12;2;5
10;1;11;4;9;8;3;6;5;12;2;7;7;35508
7;35508;10;1;11;4;9;8;3;6;5;12;2;7
10;1;2;4;9;8;3;6;5;12;11;7;7;32902
8;32902;10;1;2;4;9;8;3;6;5;12;11;7
10;1;2;6;9;8;3;4;5;12;11;7;8;42234
8;42234;10;1;2;6;9;8;3;4;5;12;11;7
10;1;2;6;7;8;3;4;5;12;11;9;8;37380
8;37380;10;1;2;6;7;8;3;4;5;12;11;9
10;1;3;6;7;8;2;4;5;12;11;9;8;37272
8;37272;10;1;3;6;7;8;2;4;5;12;11;9
10;1;3;6;7;8;2;4;11;12;5;9;8;37244
8;37244;10;1;3;6;7;8;2;4;11;12;5;9
8;1;3;6;7;10;2;4;11;12;5;9;8;43760
8;43760;8;1;3;6;7;10;2;4;11;12;5;9
4;1;3;6;7;10;2;8;11;12;5;9;8;36740
8;36740;4;1;3;6;7;10;2;8;11;12;5;9
4;1;3;6;7;10;2;8;9;12;5;11;8;39736
8;39736;4;1;3;6;7;10;2;8;9;12;5;11
3;1;4;6;7;10;2;8;9;12;5;11;8;46910
8;46910;3;1;4;6;7;10;2;8;9;12;5;11
3;1;4;6;7;10;11;8;9;12;5;2;8;49958
8;49958;3;1;4;6;7;10;11;8;9;12;5;2
4;1;3;6;7;10;11;8;9;12;5;2;8;40080
8;40080;4;1;3;6;7;10;11;8;9;12;5;2
4;1;3;6;7;2;11;8;9;12;5;10;8;47066
8;47066;4;1;3;6;7;2;11;8;9;12;5;10
12;1;3;6;7;2;11;8;9;4;5;10;8;50072
8;50072;12;1;3;6;7;2;11;8;9;4;5;10
12;1;3;6;7;2;10;8;9;4;5;11;8;51916
8;51916;12;1;3;6;7;2;10;8;9;4;5;11
12;1;3;6;7;2;10;5;9;4;8;11;8;58444
8;58444;12;1;3;6;7;2;10;5;9;4;8;11
12;1;3;6;10;2;7;5;9;4;8;11;8;62502
8;62502;12;1;3;6;10;2;7;5;9;4;8;11
12;1;3;6;10;7;2;5;9;4;8;11;8;58530
8;58530;12;1;3;6;10;7;2;5;9;4;8;11
12;1;3;6;10;4;2;5;9;7;8;11;8;43742
8;43742;12;1;3;6;10;4;2;5;9;7;8;11
12;1;3;6;10;4;2;5;9;7;11;8;8;45450
8;45450;12;1;3;6;10;4;2;5;9;7;11;8
12;1;3;6;10;4;2;7;9;5;11;8;8;42990
8;42990;12;1;3;6;10;4;2;7;9;5;11;8
12;1;3;6;10;4;8;7;9;5;11;2;8;47140
9;42990;12;1;3;6;10;4;2;7;9;5;11;8
12;1;3;6;10;4;5;7;9;2;11;8;9;48140
9;48140;12;1;3;6;10;4;5;7;9;2;11;8
12;1;3;10;6;4;5;7;9;2;11;8;9;46060
9;46060;12;1;3;10;6;4;5;7;9;2;11;8
12;8;3;10;6;4;5;7;9;2;11;1;9;42716
9;42716;12;8;3;10;6;4;5;7;9;2;11;1
12;8;3;10;6;4;5;7;9;11;2;1;9;48216
9;48216;12;8;3;10;6;4;5;7;9;11;2;1
12;8;3;10;9;4;5;7;6;11;2;1;9;49414
9;49414;12;8;3;10;9;4;5;7;6;11;2;1
12;8;3;10;2;4;5;7;6;11;9;1;9;48512
9;48512;12;8;3;10;2;4;5;7;6;11;9;1
12;8;5;10;2;4;3;7;6;11;9;1;9;47076
9;47076;12;8;5;10;2;4;3;7;6;11;9;1
8;12;5;10;2;4;3;7;6;11;9;1;9;54264
9;54264;8;12;5;10;2;4;3;7;6;11;9;1
8;12;5;10;2;4;3;7;6;11;1;9;9;55718
9;54264;8;12;5;10;2;4;3;7;6;11;9;1
8;12;5;10;2;4;3;7;6;1;9;11;9;45240
9;45240;8;12;5;10;2;4;3;7;6;1;9;11
8;2;5;10;12;4;3;7;6;1;9;11;9;36252
9;36252;8;2;5;10;12;4;3;7;6;1;9;11
8;1;5;10;12;4;3;7;6;2;9;11;9;33222
9;33222;8;1;5;10;12;4;3;7;6;2;9;11
8;2;5;10;12;4;3;7;6;1;9;11;9;36252
9;33222;8;1;5;10;12;4;3;7;6;2;9;11
8;1;5;10;12;4;9;7;6;2;3;11;9;40076
9;40076;8;1;5;10;12;4;9;7;6;2;3;11
8;1;5;10;4;12;9;7;6;2;3;11;9;48824
9;40076;8;1;5;10;12;4;9;7;6;2;3;11
6;1;5;10;12;4;9;7;8;2;3;11;9;43850
9;43850;6;1;5;10;12;4;9;7;8;2;3;11
6;1;5;10;12;4;9;7;8;2;11;3;9;40448
9;40448;6;1;5;10;12;4;9;7;8;2;11;3
6;9;5;10;12;4;1;7;8;2;11;3;9;35380
9;35380;6;9;5;10;12;4;1;7;8;2;11;3
6;9;5;10;12;7;1;4;8;2;11;3;9;38890
9;35380;6;9;5;10;12;4;1;7;8;2;11;3
6;1;5;10;12;4;9;7;8;2;11;3;9;40448
10;40448;6;1;5;10;12;4;9;7;8;2;11;3
6;1;5;3;12;4;9;7;8;2;11;10;10;40280
10;40280;6;1;5;3;12;4;9;7;8;2;11;10
6;11;5;3;12;4;9;7;8;2;1;10;10;35814
10;35814;6;11;5;3;12;4;9;7;8;2;1;10
6;7;5;3;12;4;9;11;8;2;1;10;10;58630
10;35814;6;11;5;3;12;4;9;7;8;2;1;10
11;6;5;3;12;4;9;7;8;2;1;10;10;21424
10;21424;11;6;5;3;12;4;9;7;8;2;1;10
11;6;1;3;12;4;9;7;8;2;5;10;10;22238
10;22238;11;6;1;3;12;4;9;7;8;2;5;10
2;6;1;3;12;4;9;7;8;11;5;10;10;41816
10;41816;2;6;1;3;12;4;9;7;8;11;5;10
2;6;5;3;12;4;9;7;8;11;1;10;10;42902
10;42902;2;6;5;3;12;4;9;7;8;11;1;10
2;6;8;3;12;4;9;7;5;11;1;10;10;45050
10;45050;2;6;8;3;12;4;9;7;5;11;1;10
10;6;8;3;12;4;9;7;5;11;1;2;10;47424
10;47424;10;6;8;3;12;4;9;7;5;11;1;2
10;6;8;3;4;12;9;7;5;11;1;2;10;47994
10;47994;10;6;8;3;4;12;9;7;5;11;1;2
10;6;8;3;4;11;9;7;5;12;1;2;10;35038
10;35038;10;6;8;3;4;11;9;7;5;12;1;2
10;9;8;3;4;11;6;7;5;12;1;2;10;44274
10;44274;10;9;8;3;4;11;6;7;5;12;1;2
10;9;8;6;4;11;3;7;5;12;1;2;10;44524
10;44524;10;9;8;6;4;11;3;7;5;12;1;2
10;9;8;6;4;11;12;7;5;3;1;2;10;52022
10;52022;10;9;8;6;4;11;12;7;5;3;1;2
10;2;8;6;4;11;12;7;5;3;1;9;10;55166
10;55166;10;2;8;6;4;11;12;7;5;3;1;9
10;2;8;6;4;7;12;11;5;3;1;9;10;43598
10;43598;10;2;8;6;4;7;12;11;5;3;1;9
10;2;8;3;4;7;12;11;5;6;1;9;10;31258
10;31258;10;2;8;3;4;7;12;11;5;6;1;9
2;10;8;3;4;7;12;11;5;6;1;9;10;28668
10;28668;2;10;8;3;4;7;12;11;5;6;1;9
2;12;8;3;4;7;10;11;5;6;1;9;10;28268
10;28268;2;12;8;3;4;7;10;11;5;6;1;9
2;9;8;3;4;7;10;11;5;6;1;12;10;27440
11;27440;2;9;8;3;4;7;10;11;5;6;1;12
10;9;8;3;4;7;2;11;5;6;1;12;11;35338
11;35338;10;9;8;3;4;7;2;11;5;6;1;12
10;9;8;4;3;7;2;11;5;6;1;12;11;35858
11;35858;10;9;8;4;3;7;2;11;5;6;1;12
10;9;4;8;3;7;2;11;5;6;1;12;11;34382
11;34382;10;9;4;8;3;7;2;11;5;6;1;12
10;9;12;8;3;7;2;11;5;6;1;4;11;31966
11;31966;10;9;12;8;3;7;2;11;5;6;1;4
10;9;12;7;3;8;2;11;5;6;1;4;11;33552
11;33552;10;9;12;7;3;8;2;11;5;6;1;4
5;9;12;7;3;8;2;11;10;6;1;4;11;28380
11;28380;5;9;12;7;3;8;2;11;10;6;1;4
5;9;6;7;3;8;2;11;10;12;1;4;11;37566
11;28380;5;9;12;7;3;8;2;11;10;6;1;4
5;7;12;9;3;8;2;11;10;6;1;4;11;25730
11;25730;5;7;12;9;3;8;2;11;10;6;1;4
5;1;12;9;3;8;2;11;10;6;7;4;11;26478
11;26478;5;1;12;9;3;8;2;11;10;6;7;4
5;8;12;9;3;1;2;11;10;6;7;4;11;21088
11;21088;5;8;12;9;3;1;2;11;10;6;7;4
5;8;12;9;3;11;2;1;10;6;7;4;11;34138
11;21088;5;8;12;9;3;1;2;11;10;6;7;4
5;8;12;9;3;1;4;11;10;6;7;2;11;27040
11;21088;5;8;12;9;3;1;2;11;10;6;7;4
5;8;12;9;11;1;2;3;10;6;7;4;11;40722
11;21088;5;8;12;9;3;1;2;11;10;6;7;4
5;8;4;9;3;1;2;11;10;6;7;12;11;24604
11;24604;5;8;4;9;3;1;2;11;10;6;7;12
5;3;4;9;8;1;2;11;10;6;7;12;11;26338
11;26338;5;3;4;9;8;1;2;11;10;6;7;12
5;3;4;9;2;1;8;11;10;6;7;12;11;31844
11;31844;5;3;4;9;2;1;8;11;10;6;7;12
5;3;4;9;2;1;8;11;10;7;6;12;11;45312
11;45312;5;3;4;9;2;1;8;11;10;7;6;12
5;3;6;9;2;1;8;11;10;7;4;12;11;42988
11;42988;5;3;6;9;2;1;8;11;10;7;4;12
5;3;6;9;2;7;8;11;10;1;4;12;11;46052
11;46052;5;3;6;9;2;7;8;11;10;1;4;12
5;6;3;9;2;7;8;11;10;1;4;12;11;63680
12;63680;5;6;3;9;2;7;8;11;10;1;4;12
5;12;3;9;2;7;8;11;10;1;4;6;12;53754
12;53754;5;12;3;9;2;7;8;11;10;1;4;6
5;12;3;4;2;7;8;11;10;1;9;6;12;55464
12;55464;5;12;3;4;2;7;8;11;10;1;9;6
5;12;3;4;2;10;8;11;7;1;9;6;12;62406
12;62406;5;12;3;4;2;10;8;11;7;1;9;6
5;9;3;4;2;10;8;11;7;1;12;6;12;58650
12;58650;5;9;3;4;2;10;8;11;7;1;12;6
10;9;3;4;2;5;8;11;7;1;12;6;12;53584
12;53584;10;9;3;4;2;5;8;11;7;1;12;6
10;5;3;4;2;9;8;11;7;1;12;6;12;45004
12;45004;10;5;3;4;2;9;8;11;7;1;12;6
10;4;3;5;2;9;8;11;7;1;12;6;12;42428
12;42428;10;4;3;5;2;9;8;11;7;1;12;6
10;4;3;5;2;9;8;7;11;1;12;6;12;34358
12;34358;10;4;3;5;2;9;8;7;11;1;12;6
10;4;8;5;2;9;3;7;11;1;12;6;12;34178
12;34178;10;4;8;5;2;9;3;7;11;1;12;6
10;4;8;5;2;12;3;7;11;1;9;6;12;43802
12;34178;10;4;8;5;2;9;3;7;11;1;12;6
10;4;7;5;2;9;3;8;11;1;12;6;12;38542
12;38542;10;4;7;5;2;9;3;8;11;1;12;6
10;4;7;5;2;9;3;1;11;8;12;6;12;34916
12;34916;10;4;7;5;2;9;3;1;11;8;12;6
10;4;7;9;2;5;3;1;11;8;12;6;12;46912
12;34916;10;4;7;5;2;9;3;1;11;8;12;6
10;4;7;5;1;9;3;2;11;8;12;6;12;41714
12;34916;10;4;7;5;2;9;3;1;11;8;12;6
10;3;7;5;2;9;4;1;11;8;12;6;12;42264
12;34916;10;4;7;5;2;9;3;1;11;8;12;6
10;1;7;5;2;9;3;4;11;8;12;6;12;39064
12;39064;10;1;7;5;2;9;3;4;11;8;12;6
10;1;6;5;2;9;3;4;11;8;12;7;12;42936
12;42936;10;1;6;5;2;9;3;4;11;8;12;7
10;1;3;5;2;9;6;4;11;8;12;7;12;43364
12;43364;10;1;3;5;2;9;6;4;11;8;12;7
10;1;3;5;2;9;6;4;11;8;7;12;12;45346
