"X1";"X5963405";"X25";"X24";"X18";"X21";"X8";"X7";"X26";"X4";"X6";"X3";"X13";"X2";"X17";"X23";"X12";"X20";"X10";"X19";"X5";"X15";"X1.1";"X22";"X11";"X16";"X14";"X9"
2;5922387;24;12;7;15;20;1;26;25;4;2;14;3;21;9;8;22;18;13;11;6;17;16;10;19;23;5
24;12;7;15;20;1;26;25;4;2;14;3;21;9;8;22;18;13;11;23;17;16;10;19;6;5;2;5907522
3;5907522;24;12;7;15;20;1;26;25;4;2;14;3;21;9;8;22;18;13;11;23;17;16;10;19;6;5
24;12;7;15;20;1;26;10;4;2;14;3;21;9;8;22;18;13;11;23;17;16;25;19;6;5;3;5912061
3;5912061;24;12;7;15;20;1;26;10;4;2;14;3;21;9;8;22;18;13;11;23;17;16;25;19;6;5
24;12;7;15;20;1;10;26;4;2;14;3;21;9;8;22;18;13;11;23;17;16;25;19;6;5;3;5907219
3;5907219;24;12;7;15;20;1;10;26;4;2;14;3;21;9;8;22;18;13;11;23;17;16;25;19;6;5
3;12;7;15;20;1;10;26;4;2;14;24;21;9;8;22;18;13;11;23;17;16;25;19;6;5;3;5940950
3;5940950;3;12;7;15;20;1;10;26;4;2;14;24;21;9;8;22;18;13;11;23;17;16;25;19;6;5
3;12;7;15;20;1;10;26;4;2;14;9;21;24;8;22;18;13;11;23;17;16;25;19;6;5;3;5945287
3;5945287;3;12;7;15;20;1;10;26;4;2;14;9;21;24;8;22;18;13;11;23;17;16;25;19;6;5
3;12;7;15;20;1;10;26;25;2;14;9;21;24;8;22;18;13;11;23;17;16;4;19;6;5;3;5916743
3;5916743;3;12;7;15;20;1;10;26;25;2;14;9;21;24;8;22;18;13;11;23;17;16;4;19;6;5
3;12;7;15;20;1;10;26;8;2;14;9;21;24;25;22;18;13;11;23;17;16;4;19;6;5;3;5897917
3;5897917;3;12;7;15;20;1;10;26;8;2;14;9;21;24;25;22;18;13;11;23;17;16;4;19;6;5
17;12;7;15;20;1;10;26;8;2;14;9;21;24;25;22;18;13;11;23;3;16;4;19;6;5;3;5916821
3;5916821;17;12;7;15;20;1;10;26;8;2;14;9;21;24;25;22;18;13;11;23;3;16;4;19;6;5
17;12;7;18;20;1;10;26;8;2;14;9;21;24;25;22;15;13;11;23;3;16;4;19;6;5;3;5837658
3;5837658;17;12;7;18;20;1;10;26;8;2;14;9;21;24;25;22;15;13;11;23;3;16;4;19;6;5
17;12;7;18;20;10;1;26;8;2;14;9;21;24;25;22;15;13;11;23;3;16;4;19;6;5;3;5837658
3;5837658;17;12;7;18;20;10;1;26;8;2;14;9;21;24;25;22;15;13;11;23;3;16;4;19;6;5
17;12;7;18;20;10;1;9;8;2;14;26;21;24;25;22;15;13;11;23;3;16;4;19;6;5;3;5841754
3;5841754;17;12;7;18;20;10;1;9;8;2;14;26;21;24;25;22;15;13;11;23;3;16;4;19;6;5
17;12;7;18;20;10;1;9;8;11;14;26;21;24;25;22;15;13;2;23;3;16;4;19;6;5;3;5836878
3;5836878;17;12;7;18;20;10;1;9;8;11;14;26;21;24;25;22;15;13;2;23;3;16;4;19;6;5
17;12;7;18;20;10;13;9;8;11;14;26;21;24;25;22;15;1;2;23;3;16;4;19;6;5;3;5836495
3;5836495;17;12;7;18;20;10;13;9;8;11;14;26;21;24;25;22;15;1;2;23;3;16;4;19;6;5
17;12;7;18;20;10;13;9;15;11;14;26;21;24;25;22;8;1;2;23;3;16;4;19;6;5;3;5837919
3;5837919;17;12;7;18;20;10;13;9;15;11;14;26;21;24;25;22;8;1;2;23;3;16;4;19;6;5
17;12;7;18;20;26;13;9;15;11;14;10;21;24;25;22;8;1;2;23;3;16;4;19;6;5;3;5850369
3;5850369;17;12;7;18;20;26;13;9;15;11;14;10;21;24;25;22;8;1;2;23;3;16;4;19;6;5
17;12;7;18;20;26;13;9;15;11;22;10;21;24;25;14;8;1;2;23;3;16;4;19;6;5;3;5923670
3;5923670;17;12;7;18;20;26;13;9;15;11;22;10;21;24;25;14;8;1;2;23;3;16;4;19;6;5
1;12;7;18;20;26;13;9;15;11;22;10;21;24;25;14;8;17;2;23;3;16;4;19;6;5;3;5991721
3;5991721;1;12;7;18;20;26;13;9;15;11;22;10;21;24;25;14;8;17;2;23;3;16;4;19;6;5
1;12;7;18;20;26;13;9;15;25;22;10;21;24;11;14;8;17;2;23;3;16;4;19;6;5;3;5995389
3;5995389;1;12;7;18;20;26;13;9;15;25;22;10;21;24;11;14;8;17;2;23;3;16;4;19;6;5
1;12;7;18;20;26;13;9;15;2;22;10;21;24;11;14;8;17;25;23;3;16;4;19;6;5;3;6000292
3;6000292;1;12;7;18;20;26;13;9;15;2;22;10;21;24;11;14;8;17;25;23;3;16;4;19;6;5
1;12;7;18;20;26;13;9;15;2;22;10;21;24;11;14;8;17;5;23;3;16;4;19;6;25;3;5835934
3;5835934;1;12;7;18;20;26;13;9;15;2;22;10;21;24;11;14;8;17;5;23;3;16;4;19;6;25
1;12;7;18;20;6;13;9;15;2;22;10;21;24;11;14;8;17;5;23;3;16;4;19;26;25;3;5836013
4;5836013;1;12;7;18;20;6;13;9;15;2;22;10;21;24;11;14;8;17;5;23;3;16;4;19;26;25
1;12;14;18;20;6;13;9;15;2;22;10;21;24;11;7;8;17;5;23;3;16;4;19;26;25;4;5810553
4;5810553;1;12;14;18;20;6;13;9;15;2;22;10;21;24;11;7;8;17;5;23;3;16;4;19;26;25
1;12;14;18;20;6;13;9;15;2;22;10;21;24;17;7;8;11;5;23;3;16;4;19;26;25;4;5794756
4;5794756;1;12;14;18;20;6;13;9;15;2;22;10;21;24;17;7;8;11;5;23;3;16;4;19;26;25
1;24;14;18;20;6;13;9;15;2;22;10;21;12;17;7;8;11;5;23;3;16;4;19;26;25;4;5781020
4;5781020;1;24;14;18;20;6;13;9;15;2;22;10;21;12;17;7;8;11;5;23;3;16;4;19;26;25
1;24;14;18;20;6;21;9;15;2;22;10;13;12;17;7;8;11;5;23;3;16;4;19;26;25;4;5752391
4;5752391;1;24;14;18;20;6;21;9;15;2;22;10;13;12;17;7;8;11;5;23;3;16;4;19;26;25
1;24;14;17;20;6;21;9;15;2;22;10;13;12;18;7;8;11;5;23;3;16;4;19;26;25;4;5739631
4;5739631;1;24;14;17;20;6;21;9;15;2;22;10;13;12;18;7;8;11;5;23;3;16;4;19;26;25
1;24;14;17;20;6;21;9;2;15;22;10;13;12;18;7;8;11;5;23;3;16;4;19;26;25;4;5765511
4;5765511;1;24;14;17;20;6;21;9;2;15;22;10;13;12;18;7;8;11;5;23;3;16;4;19;26;25
21;24;14;17;20;6;1;9;2;15;22;10;13;12;18;7;8;11;5;23;3;16;4;19;26;25;4;5734057
4;5734057;21;24;14;17;20;6;1;9;2;15;22;10;13;12;18;7;8;11;5;23;3;16;4;19;26;25
21;24;14;17;9;6;1;20;2;15;22;10;13;12;18;7;8;11;5;23;3;16;4;19;26;25;4;5816169
4;5816169;21;24;14;17;9;6;1;20;2;15;22;10;13;12;18;7;8;11;5;23;3;16;4;19;26;25
21;24;14;17;9;6;1;20;2;15;4;10;13;12;18;7;8;11;5;23;3;16;22;19;26;25;4;5753883
4;5753883;21;24;14;17;9;6;1;20;2;15;4;10;13;12;18;7;8;11;5;23;3;16;22;19;26;25
21;24;14;22;9;6;1;20;2;15;4;10;13;12;18;7;8;11;5;23;3;16;17;19;26;25;4;5751170
4;5751170;21;24;14;22;9;6;1;20;2;15;4;10;13;12;18;7;8;11;5;23;3;16;17;19;26;25
21;24;14;22;9;6;1;20;2;15;4;10;13;12;18;23;8;11;5;7;3;16;17;19;26;25;4;5783217
4;5783217;21;24;14;22;9;6;1;20;2;15;4;10;13;12;18;23;8;11;5;7;3;16;17;19;26;25
21;24;14;22;9;6;1;20;2;15;4;10;13;12;11;23;8;18;5;7;3;16;17;19;26;25;4;5767343
4;5767343;21;24;14;22;9;6;1;20;2;15;4;10;13;12;11;23;8;18;5;7;3;16;17;19;26;25
21;24;14;22;9;6;1;20;2;15;4;10;13;12;11;23;8;18;5;26;3;16;17;19;7;25;4;5765106
4;5765106;21;24;14;22;9;6;1;20;2;15;4;10;13;12;11;23;8;18;5;26;3;16;17;19;7;25
21;24;14;22;9;6;1;20;2;15;4;10;13;12;11;17;8;18;5;26;3;16;23;19;7;25;4;5774035
4;5774035;21;24;14;22;9;6;1;20;2;15;4;10;13;12;11;17;8;18;5;26;3;16;23;19;7;25
21;24;14;22;9;6;1;20;2;15;4;11;13;12;10;17;8;18;5;26;3;16;23;19;7;25;4;5765719
4;5765719;21;24;14;22;9;6;1;20;2;15;4;11;13;12;10;17;8;18;5;26;3;16;23;19;7;25
21;24;14;22;9;23;1;20;2;15;4;11;13;12;10;17;8;18;5;26;3;16;6;19;7;25;4;5760964
4;5760964;21;24;14;22;9;23;1;20;2;15;4;11;13;12;10;17;8;18;5;26;3;16;6;19;7;25
21;24;14;22;9;23;1;20;2;15;4;11;13;12;10;17;19;18;5;26;3;16;6;8;7;25;4;5748388
4;5748388;21;24;14;22;9;23;1;20;2;15;4;11;13;12;10;17;19;18;5;26;3;16;6;8;7;25
21;24;14;22;9;23;12;20;2;15;4;11;13;1;10;17;19;18;5;26;3;16;6;8;7;25;4;5768464
4;5768464;21;24;14;22;9;23;12;20;2;15;4;11;13;1;10;17;19;18;5;26;3;16;6;8;7;25
21;24;14;23;9;22;12;20;2;15;4;11;13;1;10;17;19;18;5;26;3;16;6;8;7;25;4;5783869
4;5783869;21;24;14;23;9;22;12;20;2;15;4;11;13;1;10;17;19;18;5;26;3;16;6;8;7;25
21;24;14;23;9;22;12;20;2;15;4;11;13;1;10;17;16;18;5;26;3;19;6;8;7;25;4;5839697
5;5783869;21;24;14;23;9;22;12;20;2;15;4;11;13;1;10;17;19;18;5;26;3;16;6;8;7;25
21;24;14;23;9;22;12;20;2;15;4;11;13;1;10;17;19;5;18;26;3;16;6;8;7;25;5;5797989
5;5797989;21;24;14;23;9;22;12;20;2;15;4;11;13;1;10;17;19;5;18;26;3;16;6;8;7;25
21;24;14;23;9;18;12;20;2;15;4;11;13;1;10;17;19;5;22;26;3;16;6;8;7;25;5;5884182
5;5884182;21;24;14;23;9;18;12;20;2;15;4;11;13;1;10;17;19;5;22;26;3;16;6;8;7;25
16;24;14;23;9;18;12;20;2;15;4;11;13;1;10;17;19;5;22;26;3;21;6;8;7;25;5;5924802
5;5924802;16;24;14;23;9;18;12;20;2;15;4;11;13;1;10;17;19;5;22;26;3;21;6;8;7;25
16;24;14;23;9;18;12;20;2;15;4;11;13;1;10;3;19;5;22;26;17;21;6;8;7;25;5;5850124
5;5850124;16;24;14;23;9;18;12;20;2;15;4;11;13;1;10;3;19;5;22;26;17;21;6;8;7;25
16;24;14;23;9;18;12;2;20;15;4;11;13;1;10;3;19;5;22;26;17;21;6;8;7;25;5;5833084
5;5833084;16;24;14;23;9;18;12;2;20;15;4;11;13;1;10;3;19;5;22;26;17;21;6;8;7;25
16;24;14;23;9;18;12;2;20;15;4;11;3;1;10;13;19;5;22;26;17;21;6;8;7;25;5;5878118
5;5878118;16;24;14;23;9;18;12;2;20;15;4;11;3;1;10;13;19;5;22;26;17;21;6;8;7;25
16;24;14;23;9;18;12;2;20;15;6;11;3;1;10;13;19;5;22;26;17;21;4;8;7;25;5;5924866
5;5924866;16;24;14;23;9;18;12;2;20;15;6;11;3;1;10;13;19;5;22;26;17;21;4;8;7;25
16;24;20;23;9;18;12;2;14;15;6;11;3;1;10;13;19;5;22;26;17;21;4;8;7;25;5;5896119
5;5896119;16;24;20;23;9;18;12;2;14;15;6;11;3;1;10;13;19;5;22;26;17;21;4;8;7;25
16;24;20;23;9;18;12;2;14;15;6;11;3;7;10;13;19;5;22;26;17;21;4;8;1;25;5;5921447
5;5921447;16;24;20;23;9;18;12;2;14;15;6;11;3;7;10;13;19;5;22;26;17;21;4;8;1;25
16;24;20;5;9;18;12;2;14;15;6;11;3;7;10;13;19;23;22;26;17;21;4;8;1;25;5;6048254
5;6048254;16;24;20;5;9;18;12;2;14;15;6;11;3;7;10;13;19;23;22;26;17;21;4;8;1;25
16;24;20;5;9;13;12;2;14;15;6;11;3;7;10;18;19;23;22;26;17;21;4;8;1;25;5;6036953
5;6036953;16;24;20;5;9;13;12;2;14;15;6;11;3;7;10;18;19;23;22;26;17;21;4;8;1;25
16;24;20;5;9;13;12;2;8;15;6;11;3;7;10;18;19;23;22;26;17;21;4;14;1;25;5;6248500
5;6248500;16;24;20;5;9;13;12;2;8;15;6;11;3;7;10;18;19;23;22;26;17;21;4;14;1;25
16;24;20;5;9;13;12;2;8;15;6;11;3;7;10;18;19;1;22;26;17;21;4;14;23;25;5;6164989
5;6164989;16;24;20;5;9;13;12;2;8;15;6;11;3;7;10;18;19;1;22;26;17;21;4;14;23;25
16;24;20;5;9;13;12;2;8;6;15;11;3;7;10;18;19;1;22;26;17;21;4;14;23;25;5;6146400
5;6146400;16;24;20;5;9;13;12;2;8;6;15;11;3;7;10;18;19;1;22;26;17;21;4;14;23;25
16;24;20;5;9;13;12;2;8;6;7;11;3;15;10;18;19;1;22;26;17;21;4;14;23;25;5;6126355
5;6126355;16;24;20;5;9;13;12;2;8;6;7;11;3;15;10;18;19;1;22;26;17;21;4;14;23;25
16;24;18;5;9;13;12;2;8;6;7;11;3;15;10;20;19;1;22;26;17;21;4;14;23;25;5;6195099
5;6195099;16;24;18;5;9;13;12;2;8;6;7;11;3;15;10;20;19;1;22;26;17;21;4;14;23;25
16;24;18;5;9;13;12;2;8;6;22;11;3;15;10;20;19;1;7;26;17;21;4;14;23;25;5;6174971
5;6174971;16;24;18;5;9;13;12;2;8;6;22;11;3;15;10;20;19;1;7;26;17;21;4;14;23;25
16;24;18;5;9;13;12;2;8;6;22;11;3;15;10;20;19;1;23;26;17;21;4;14;7;25;5;6189144
5;6189144;16;24;18;5;9;13;12;2;8;6;22;11;3;15;10;20;19;1;23;26;17;21;4;14;7;25
16;24;18;5;9;13;12;2;8;6;22;10;3;15;11;20;19;1;23;26;17;21;4;14;7;25;5;6206117
5;6206117;16;24;18;5;9;13;12;2;8;6;22;10;3;15;11;20;19;1;23;26;17;21;4;14;7;25
16;24;18;5;9;13;12;2;25;6;22;10;3;15;11;20;19;1;23;26;17;21;4;14;7;8;5;6215064
6;6215064;16;24;18;5;9;13;12;2;25;6;22;10;3;15;11;20;19;1;23;26;17;21;4;14;7;8
16;24;18;5;9;15;12;2;25;6;22;10;3;13;11;20;19;1;23;26;17;21;4;14;7;8;6;6227724
6;6227724;16;24;18;5;9;15;12;2;25;6;22;10;3;13;11;20;19;1;23;26;17;21;4;14;7;8
16;24;18;26;9;15;12;2;25;6;22;10;3;13;11;20;19;1;23;5;17;21;4;14;7;8;6;6151920
6;6151920;16;24;18;26;9;15;12;2;25;6;22;10;3;13;11;20;19;1;23;5;17;21;4;14;7;8
16;24;18;26;9;15;12;2;25;6;22;10;3;13;11;20;19;1;23;5;17;21;14;4;7;8;6;6151920
6;6151920;16;24;18;26;9;15;12;2;25;6;22;10;3;13;11;20;19;1;23;5;17;21;14;4;7;8
16;24;18;26;9;15;12;2;25;6;22;10;19;13;11;20;3;1;23;5;17;21;14;4;7;8;6;6215647
6;6215647;16;24;18;26;9;15;12;2;25;6;22;10;19;13;11;20;3;1;23;5;17;21;14;4;7;8
16;24;18;26;9;15;12;2;25;6;22;10;19;13;7;20;3;1;23;5;17;21;14;4;11;8;6;6275627
6;6275627;16;24;18;26;9;15;12;2;25;6;22;10;19;13;7;20;3;1;23;5;17;21;14;4;11;8
16;24;18;26;9;15;12;2;25;6;22;10;19;13;7;20;3;1;23;5;11;21;14;4;17;8;6;6278831
6;6278831;16;24;18;26;9;15;12;2;25;6;22;10;19;13;7;20;3;1;23;5;11;21;14;4;17;8
20;24;18;26;9;15;12;2;25;6;22;10;19;13;7;16;3;1;23;5;11;21;14;4;17;8;6;6397834
6;6397834;20;24;18;26;9;15;12;2;25;6;22;10;19;13;7;16;3;1;23;5;11;21;14;4;17;8
14;24;18;26;9;15;12;2;25;6;22;10;19;13;7;16;3;1;23;5;11;21;20;4;17;8;6;6441169
6;6441169;14;24;18;26;9;15;12;2;25;6;22;10;19;13;7;16;3;1;23;5;11;21;20;4;17;8
14;24;18;26;9;15;12;2;25;6;22;10;19;13;7;16;23;1;3;5;11;21;20;4;17;8;6;6438601
6;6438601;14;24;18;26;9;15;12;2;25;6;22;10;19;13;7;16;23;1;3;5;11;21;20;4;17;8
14;24;18;26;22;15;12;2;25;6;9;10;19;13;7;16;23;1;3;5;11;21;20;4;17;8;6;6340586
6;6340586;14;24;18;26;22;15;12;2;25;6;9;10;19;13;7;16;23;1;3;5;11;21;20;4;17;8
14;24;18;26;22;15;4;2;25;6;9;10;19;13;7;16;23;1;3;5;11;21;20;12;17;8;6;6274231
6;6274231;14;24;18;26;22;15;4;2;25;6;9;10;19;13;7;16;23;1;3;5;11;21;20;12;17;8
14;24;18;26;22;15;4;2;25;6;9;10;19;13;7;16;23;1;3;12;11;21;20;5;17;8;6;6153957
6;6153957;14;24;18;26;22;15;4;2;25;6;9;10;19;13;7;16;23;1;3;12;11;21;20;5;17;8
14;24;18;26;22;15;4;2;1;6;9;10;19;13;7;16;23;25;3;12;11;21;20;5;17;8;6;6183609
6;6183609;14;24;18;26;22;15;4;2;1;6;9;10;19;13;7;16;23;25;3;12;11;21;20;5;17;8
14;24;18;26;22;15;4;13;1;6;9;10;19;2;7;16;23;25;3;12;11;21;20;5;17;8;6;6207888
6;6207888;14;24;18;26;22;15;4;13;1;6;9;10;19;2;7;16;23;25;3;12;11;21;20;5;17;8
14;24;18;26;22;15;4;13;1;6;9;10;19;11;7;16;23;25;3;12;2;21;20;5;17;8;6;6205568
6;6205568;14;24;18;26;22;15;4;13;1;6;9;10;19;11;7;16;23;25;3;12;2;21;20;5;17;8
14;24;18;26;22;15;4;13;1;6;9;10;19;11;7;16;23;25;5;12;2;21;20;3;17;8;6;5789640
6;5789640;14;24;18;26;22;15;4;13;1;6;9;10;19;11;7;16;23;25;5;12;2;21;20;3;17;8
14;24;18;26;22;15;4;13;1;6;9;11;19;10;7;16;23;25;5;12;2;21;20;3;17;8;6;5786226
6;5786226;14;24;18;26;22;15;4;13;1;6;9;11;19;10;7;16;23;25;5;12;2;21;20;3;17;8
14;24;18;26;22;15;4;13;1;6;9;11;19;10;7;12;23;25;5;16;2;21;20;3;17;8;6;5783520
6;5783520;14;24;18;26;22;15;4;13;1;6;9;11;19;10;7;12;23;25;5;16;2;21;20;3;17;8
