"X1";"X5952485";"X20";"X11";"X18";"X22";"X13";"X25";"X24";"X2";"X14";"X26";"X12";"X17";"X19";"X3";"X5";"X4";"X23";"X9";"X7";"X6";"X8";"X15";"X10";"X21";"X1.1";"X16"
20;11;13;25;18;6;24;2;5;26;12;17;19;7;4;14;23;9;8;10;3;15;22;21;1;16;1;5816378
1;5816378;20;11;13;25;18;6;24;2;5;26;12;17;19;7;4;14;23;9;8;10;3;15;22;21;1;16
20;11;9;25;18;6;24;2;5;26;12;17;19;7;4;14;23;13;8;10;3;15;22;21;1;16;1;5874056
1;5874056;20;11;9;25;18;6;24;2;5;26;12;17;19;7;4;14;23;13;8;10;3;15;22;21;1;16
20;11;9;25;18;6;24;2;5;26;12;17;19;7;23;14;4;13;8;10;3;15;22;21;1;16;1;5906102
1;5906102;20;11;9;25;18;6;24;2;5;26;12;17;19;7;23;14;4;13;8;10;3;15;22;21;1;16
20;11;9;25;18;6;24;2;5;26;12;17;19;7;23;14;4;13;8;10;1;15;22;21;3;16;1;5866717
1;5866717;20;11;9;25;18;6;24;2;5;26;12;17;19;7;23;14;4;13;8;10;1;15;22;21;3;16
20;5;9;25;18;6;24;2;11;26;12;17;19;7;23;14;4;13;8;10;1;15;22;21;3;16;1;5903871
1;5903871;20;5;9;25;18;6;24;2;11;26;12;17;19;7;23;14;4;13;8;10;1;15;22;21;3;16
20;5;9;25;21;6;24;2;11;26;12;17;19;7;23;14;4;13;8;10;1;15;22;18;3;16;1;5936831
1;5936831;20;5;9;25;21;6;24;2;11;26;12;17;19;7;23;14;4;13;8;10;1;15;22;18;3;16
20;5;9;25;8;6;24;2;11;26;12;17;19;7;23;14;4;13;21;10;1;15;22;18;3;16;1;5992482
1;5992482;20;5;9;25;8;6;24;2;11;26;12;17;19;7;23;14;4;13;21;10;1;15;22;18;3;16
20;5;9;25;8;6;24;12;11;26;2;17;19;7;23;14;4;13;21;10;1;15;22;18;3;16;1;5987407
1;5987407;20;5;9;25;8;6;24;12;11;26;2;17;19;7;23;14;4;13;21;10;1;15;22;18;3;16
20;5;9;25;8;24;6;12;11;26;2;17;19;7;23;14;4;13;21;10;1;15;22;18;3;16;1;5987407
1;5987407;20;5;9;25;8;24;6;12;11;26;2;17;19;7;23;14;4;13;21;10;1;15;22;18;3;16
20;5;9;25;8;24;6;12;17;26;2;11;19;7;23;14;4;13;21;10;1;15;22;18;3;16;1;6001437
1;6001437;20;5;9;25;8;24;6;12;17;26;2;11;19;7;23;14;4;13;21;10;1;15;22;18;3;16
20;5;9;25;8;24;6;13;17;26;2;11;19;7;23;14;4;12;21;10;1;15;22;18;3;16;1;6001916
1;6001916;20;5;9;25;8;24;6;13;17;26;2;11;19;7;23;14;4;12;21;10;1;15;22;18;3;16
20;5;9;25;8;24;14;13;17;26;2;11;19;7;23;6;4;12;21;10;1;15;22;18;3;16;1;6012473
1;6012473;20;5;9;25;8;24;14;13;17;26;2;11;19;7;23;6;4;12;21;10;1;15;22;18;3;16
20;5;9;2;8;24;14;13;17;26;25;11;19;7;23;6;4;12;21;10;1;15;22;18;3;16;1;6030889
2;6030889;20;5;9;2;8;24;14;13;17;26;25;11;19;7;23;6;4;12;21;10;1;15;22;18;3;16
20;5;9;2;8;24;14;7;17;26;25;11;19;13;23;6;4;12;21;10;1;15;22;18;3;16;2;6030294
2;6030294;20;5;9;2;8;24;14;7;17;26;25;11;19;13;23;6;4;12;21;10;1;15;22;18;3;16
20;6;9;2;8;24;14;7;17;26;25;11;19;13;23;5;4;12;21;10;1;15;22;18;3;16;2;5936620
2;5936620;20;6;9;2;8;24;14;7;17;26;25;11;19;13;23;5;4;12;21;10;1;15;22;18;3;16
20;6;18;2;8;24;14;7;17;26;25;11;19;13;23;5;4;12;21;10;1;15;22;9;3;16;2;5936942
2;5936942;20;6;18;2;8;24;14;7;17;26;25;11;19;13;23;5;4;12;21;10;1;15;22;9;3;16
20;6;18;2;8;24;14;7;17;26;25;11;13;19;23;5;4;12;21;10;1;15;22;9;3;16;2;5942367
2;5942367;20;6;18;2;8;24;14;7;17;26;25;11;13;19;23;5;4;12;21;10;1;15;22;9;3;16
20;6;18;2;14;24;8;7;17;26;25;11;13;19;23;5;4;12;21;10;1;15;22;9;3;16;2;6003571
2;6003571;20;6;18;2;14;24;8;7;17;26;25;11;13;19;23;5;4;12;21;10;1;15;22;9;3;16
20;6;18;2;14;24;8;13;17;26;25;11;7;19;23;5;4;12;21;10;1;15;22;9;3;16;2;5980354
2;5980354;20;6;18;2;14;24;8;13;17;26;25;11;7;19;23;5;4;12;21;10;1;15;22;9;3;16
20;6;18;2;14;24;8;21;17;26;25;11;7;19;23;5;4;12;13;10;1;15;22;9;3;16;2;5987548
2;5987548;20;6;18;2;14;24;8;21;17;26;25;11;7;19;23;5;4;12;13;10;1;15;22;9;3;16
20;6;18;2;14;24;8;21;17;26;25;11;7;19;23;5;4;12;13;3;1;15;22;9;10;16;2;5933753
2;5933753;20;6;18;2;14;24;8;21;17;26;25;11;7;19;23;5;4;12;13;3;1;15;22;9;10;16
20;6;18;2;14;24;19;21;17;26;25;11;7;8;23;5;4;12;13;3;1;15;22;9;10;16;2;5912774
2;5912774;20;6;18;2;14;24;19;21;17;26;25;11;7;8;23;5;4;12;13;3;1;15;22;9;10;16
20;6;18;2;14;24;19;13;17;26;25;11;7;8;23;5;4;12;21;3;1;15;22;9;10;16;2;5904410
2;5904410;20;6;18;2;14;24;19;13;17;26;25;11;7;8;23;5;4;12;21;3;1;15;22;9;10;16
20;3;18;2;14;24;19;13;17;26;25;11;7;8;23;5;4;12;21;6;1;15;22;9;10;16;2;5906691
2;5906691;20;3;18;2;14;24;19;13;17;26;25;11;7;8;23;5;4;12;21;6;1;15;22;9;10;16
20;3;18;2;14;24;19;13;17;26;25;11;7;8;23;6;4;12;21;5;1;15;22;9;10;16;2;6241983
2;6241983;20;3;18;2;14;24;19;13;17;26;25;11;7;8;23;6;4;12;21;5;1;15;22;9;10;16
20;3;18;2;14;24;19;13;17;26;25;11;7;23;8;6;4;12;21;5;1;15;22;9;10;16;2;6292069
2;6292069;20;3;18;2;14;24;19;13;17;26;25;11;7;23;8;6;4;12;21;5;1;15;22;9;10;16
20;24;18;2;14;3;19;13;17;26;25;11;7;23;8;6;4;12;21;5;1;15;22;9;10;16;2;6235718
2;6235718;20;24;18;2;14;3;19;13;17;26;25;11;7;23;8;6;4;12;21;5;1;15;22;9;10;16
20;24;18;2;14;3;19;13;17;26;8;11;7;23;25;6;4;12;21;5;1;15;22;9;10;16;2;6224705
2;6224705;20;24;18;2;14;3;19;13;17;26;8;11;7;23;25;6;4;12;21;5;1;15;22;9;10;16
20;24;18;2;14;3;19;9;17;26;8;11;7;23;25;6;4;12;21;5;1;15;22;13;10;16;2;6098003
2;6098003;20;24;18;2;14;3;19;9;17;26;8;11;7;23;25;6;4;12;21;5;1;15;22;13;10;16
20;24;18;2;14;23;19;9;17;26;8;11;7;3;25;6;4;12;21;5;1;15;22;13;10;16;2;6055457
2;6055457;20;24;18;2;14;23;19;9;17;26;8;11;7;3;25;6;4;12;21;5;1;15;22;13;10;16
20;24;18;2;14;23;19;9;17;11;8;26;7;3;25;6;4;12;21;5;1;15;22;13;10;16;2;6043792
2;6043792;20;24;18;2;14;23;19;9;17;11;8;26;7;3;25;6;4;12;21;5;1;15;22;13;10;16
20;24;18;3;14;23;19;9;17;11;8;26;7;2;25;6;4;12;21;5;1;15;22;13;10;16;2;6040783
2;6040783;20;24;18;3;14;23;19;9;17;11;8;26;7;2;25;6;4;12;21;5;1;15;22;13;10;16
20;24;18;19;14;23;3;9;17;11;8;26;7;2;25;6;4;12;21;5;1;15;22;13;10;16;2;6108959
3;6108959;20;24;18;19;14;23;3;9;17;11;8;26;7;2;25;6;4;12;21;5;1;15;22;13;10;16
20;24;18;19;14;23;3;9;17;11;8;26;7;2;25;22;4;12;21;5;1;15;6;13;10;16;3;6112539
3;6112539;20;24;18;19;14;23;3;9;17;11;8;26;7;2;25;22;4;12;21;5;1;15;6;13;10;16
20;24;18;19;16;23;3;9;17;11;8;26;7;2;25;22;4;12;21;5;1;15;6;13;10;14;3;6091236
3;6091236;20;24;18;19;16;23;3;9;17;11;8;26;7;2;25;22;4;12;21;5;1;15;6;13;10;14
20;24;18;19;16;23;3;9;17;11;8;26;7;2;25;22;4;12;21;5;15;1;6;13;10;14;3;6100069
3;6100069;20;24;18;19;16;23;3;9;17;11;8;26;7;2;25;22;4;12;21;5;15;1;6;13;10;14
20;24;22;19;16;23;3;9;17;11;8;26;7;2;25;18;4;12;21;5;15;1;6;13;10;14;3;5970569
3;5970569;20;24;22;19;16;23;3;9;17;11;8;26;7;2;25;18;4;12;21;5;15;1;6;13;10;14
20;24;22;19;16;23;3;9;17;11;8;26;7;2;25;18;4;21;12;5;15;1;6;13;10;14;3;5963349
3;5963349;20;24;22;19;16;23;3;9;17;11;8;26;7;2;25;18;4;21;12;5;15;1;6;13;10;14
20;24;22;19;16;9;3;23;17;11;8;26;7;2;25;18;4;21;12;5;15;1;6;13;10;14;3;6003357
3;6003357;20;24;22;19;16;9;3;23;17;11;8;26;7;2;25;18;4;21;12;5;15;1;6;13;10;14
20;24;22;19;16;9;3;23;17;21;8;26;7;2;25;18;4;11;12;5;15;1;6;13;10;14;3;6005774
3;6005774;20;24;22;19;16;9;3;23;17;21;8;26;7;2;25;18;4;11;12;5;15;1;6;13;10;14
20;24;22;19;16;9;3;23;17;21;8;26;7;2;25;18;11;4;12;5;15;1;6;13;10;14;3;5990321
3;5990321;20;24;22;19;16;9;3;23;17;21;8;26;7;2;25;18;11;4;12;5;15;1;6;13;10;14
20;24;3;19;16;9;22;23;17;21;8;26;7;2;25;18;11;4;12;5;15;1;6;13;10;14;3;5977652
3;5977652;20;24;3;19;16;9;22;23;17;21;8;26;7;2;25;18;11;4;12;5;15;1;6;13;10;14
20;24;3;19;16;9;22;13;17;21;8;26;7;2;25;18;11;4;12;5;15;1;6;23;10;14;3;5966252
3;5966252;20;24;3;19;16;9;22;13;17;21;8;26;7;2;25;18;11;4;12;5;15;1;6;23;10;14
23;24;3;19;16;9;22;13;17;21;8;26;7;2;25;18;11;4;12;5;15;1;6;20;10;14;3;5984544
3;5984544;23;24;3;19;16;9;22;13;17;21;8;26;7;2;25;18;11;4;12;5;15;1;6;20;10;14
23;24;3;19;16;9;12;13;17;21;8;26;7;2;25;18;11;4;22;5;15;1;6;20;10;14;3;5995994
3;5995994;23;24;3;19;16;9;12;13;17;21;8;26;7;2;25;18;11;4;22;5;15;1;6;20;10;14
23;24;3;19;16;21;12;13;17;9;8;26;7;2;25;18;11;4;22;5;15;1;6;20;10;14;3;5983314
3;5983314;23;24;3;19;16;21;12;13;17;9;8;26;7;2;25;18;11;4;22;5;15;1;6;20;10;14
23;24;1;19;16;21;12;13;17;9;8;26;7;2;25;18;11;4;22;5;15;3;6;20;10;14;3;5979184
3;5979184;23;24;1;19;16;21;12;13;17;9;8;26;7;2;25;18;11;4;22;5;15;3;6;20;10;14
23;24;1;19;16;12;21;13;17;9;8;26;7;2;25;18;11;4;22;5;15;3;6;20;10;14;3;5979184
3;5979184;23;24;1;19;16;12;21;13;17;9;8;26;7;2;25;18;11;4;22;5;15;3;6;20;10;14
23;13;1;19;16;12;21;24;17;9;8;26;7;2;25;18;11;4;22;5;15;3;6;20;10;14;3;6001781
3;6001781;23;13;1;19;16;12;21;24;17;9;8;26;7;2;25;18;11;4;22;5;15;3;6;20;10;14
23;13;1;19;16;12;21;24;17;9;8;26;7;2;25;18;11;4;22;5;6;3;15;20;10;14;3;6005599
3;6005599;23;13;1;19;16;12;21;24;17;9;8;26;7;2;25;18;11;4;22;5;6;3;15;20;10;14
23;13;1;19;16;12;5;24;17;9;8;26;7;2;25;18;11;4;22;21;6;3;15;20;10;14;3;6182521
3;6182521;23;13;1;19;16;12;5;24;17;9;8;26;7;2;25;18;11;4;22;21;6;3;15;20;10;14
23;13;1;19;16;12;5;18;17;9;8;26;7;2;25;24;11;4;22;21;6;3;15;20;10;14;3;6157029
3;6157029;23;13;1;19;16;12;5;18;17;9;8;26;7;2;25;24;11;4;22;21;6;3;15;20;10;14
23;13;5;19;16;12;1;18;17;9;8;26;7;2;25;24;11;4;22;21;6;3;15;20;10;14;3;5949646
4;5949646;23;13;5;19;16;12;1;18;17;9;8;26;7;2;25;24;11;4;22;21;6;3;15;20;10;14
23;13;5;19;16;12;1;18;17;9;8;26;7;2;25;24;11;4;22;21;6;3;15;14;10;20;4;5980376
4;5980376;23;13;5;19;16;12;1;18;17;9;8;26;7;2;25;24;11;4;22;21;6;3;15;14;10;20
23;13;5;19;16;12;1;18;17;9;8;11;7;2;25;24;26;4;22;21;6;3;15;14;10;20;4;5968604
4;5968604;23;13;5;19;16;12;1;18;17;9;8;11;7;2;25;24;26;4;22;21;6;3;15;14;10;20
23;13;5;19;16;12;1;18;17;9;8;11;10;2;25;24;26;4;22;21;6;3;15;14;7;20;4;5970081
4;5970081;23;13;5;19;16;12;1;18;17;9;8;11;10;2;25;24;26;4;22;21;6;3;15;14;7;20
23;13;5;19;22;12;1;18;17;9;8;11;10;2;25;24;26;4;16;21;6;3;15;14;7;20;4;5988254
4;5988254;23;13;5;19;22;12;1;18;17;9;8;11;10;2;25;24;26;4;16;21;6;3;15;14;7;20
23;7;5;19;22;12;1;18;17;9;8;11;10;2;25;24;26;4;16;21;6;3;15;14;13;20;4;6014905
4;6014905;23;7;5;19;22;12;1;18;17;9;8;11;10;2;25;24;26;4;16;21;6;3;15;14;13;20
23;7;5;17;22;12;1;18;19;9;8;11;10;2;25;24;26;4;16;21;6;3;15;14;13;20;4;5994557
4;5994557;23;7;5;17;22;12;1;18;19;9;8;11;10;2;25;24;26;4;16;21;6;3;15;14;13;20
23;7;5;17;22;12;1;18;19;9;8;15;10;2;25;24;26;4;16;21;6;3;11;14;13;20;4;5976271
4;5976271;23;7;5;17;22;12;1;18;19;9;8;15;10;2;25;24;26;4;16;21;6;3;11;14;13;20
23;7;5;17;11;12;1;18;19;9;8;15;10;2;25;24;26;4;16;21;6;3;22;14;13;20;4;5976329
4;5976329;23;7;5;17;11;12;1;18;19;9;8;15;10;2;25;24;26;4;16;21;6;3;22;14;13;20
23;7;5;17;11;12;1;18;19;9;8;15;10;2;25;24;20;4;16;21;6;3;22;14;13;26;4;5899436
4;5899436;23;7;5;17;11;12;1;18;19;9;8;15;10;2;25;24;20;4;16;21;6;3;22;14;13;26
23;7;5;17;11;12;1;18;19;9;8;15;10;2;25;24;20;4;16;21;13;3;22;14;6;26;4;5895084
4;5895084;23;7;5;17;11;12;1;18;19;9;8;15;10;2;25;24;20;4;16;21;13;3;22;14;6;26
23;7;5;17;11;12;1;18;19;9;8;15;10;2;25;4;20;24;16;21;13;3;22;14;6;26;4;5898185
4;5898185;23;7;5;17;11;12;1;18;19;9;8;15;10;2;25;4;20;24;16;21;13;3;22;14;6;26
23;7;5;17;11;12;1;18;19;9;8;15;10;2;26;4;20;24;16;21;13;3;22;14;6;25;4;5907049
4;5907049;23;7;5;17;11;12;1;18;19;9;8;15;10;2;26;4;20;24;16;21;13;3;22;14;6;25
23;7;5;17;11;12;1;18;19;9;8;15;10;2;26;13;20;24;16;21;4;3;22;14;6;25;4;5943744
4;5943744;23;7;5;17;11;12;1;18;19;9;8;15;10;2;26;13;20;24;16;21;4;3;22;14;6;25
23;7;5;17;11;12;1;18;19;9;8;15;10;2;26;13;20;24;16;21;6;3;22;14;4;25;4;5914832
4;5914832;23;7;5;17;11;12;1;18;19;9;8;15;10;2;26;13;20;24;16;21;6;3;22;14;4;25
23;7;5;17;26;12;1;18;19;9;8;15;10;2;11;13;20;24;16;21;6;3;22;14;4;25;4;5914657
4;5914657;23;7;5;17;26;12;1;18;19;9;8;15;10;2;11;13;20;24;16;21;6;3;22;14;4;25
23;7;5;17;26;12;11;18;19;9;8;15;10;2;1;13;20;24;16;21;6;3;22;14;4;25;4;5913096
4;5913096;23;7;5;17;26;12;11;18;19;9;8;15;10;2;1;13;20;24;16;21;6;3;22;14;4;25
23;7;13;17;26;12;11;18;19;9;8;15;10;2;1;5;20;24;16;21;6;3;22;14;4;25;4;5968845
4;5968845;23;7;13;17;26;12;11;18;19;9;8;15;10;2;1;5;20;24;16;21;6;3;22;14;4;25
23;7;13;17;26;6;11;18;19;9;8;15;10;2;1;5;20;24;16;21;12;3;22;14;4;25;4;5954834
4;5954834;23;7;13;17;26;6;11;18;19;9;8;15;10;2;1;5;20;24;16;21;12;3;22;14;4;25
23;7;13;17;26;6;11;21;19;9;8;15;10;2;1;5;20;24;16;18;12;3;22;14;4;25;4;5841217
4;5841217;23;7;13;17;26;6;11;21;19;9;8;15;10;2;1;5;20;24;16;18;12;3;22;14;4;25
23;5;13;17;26;6;11;21;19;9;8;15;10;2;1;7;20;24;16;18;12;3;22;14;4;25;4;5980177
5;5980177;23;5;13;17;26;6;11;21;19;9;8;15;10;2;1;7;20;24;16;18;12;3;22;14;4;25
23;5;8;17;26;6;11;21;19;9;13;15;10;2;1;7;20;24;16;18;12;3;22;14;4;25;5;6075154
5;6075154;23;5;8;17;26;6;11;21;19;9;13;15;10;2;1;7;20;24;16;18;12;3;22;14;4;25
23;5;8;17;26;6;11;21;19;12;13;15;10;2;1;7;20;24;16;18;9;3;22;14;4;25;5;6211824
5;6211824;23;5;8;17;26;6;11;21;19;12;13;15;10;2;1;7;20;24;16;18;9;3;22;14;4;25
23;5;8;17;21;6;11;26;19;12;13;15;10;2;1;7;20;24;16;18;9;3;22;14;4;25;5;6271289
5;6271289;23;5;8;17;21;6;11;26;19;12;13;15;10;2;1;7;20;24;16;18;9;3;22;14;4;25
23;5;8;17;21;6;7;26;19;12;13;15;10;2;1;11;20;24;16;18;9;3;22;14;4;25;5;6270903
5;6270903;23;5;8;17;21;6;7;26;19;12;13;15;10;2;1;11;20;24;16;18;9;3;22;14;4;25
23;5;8;17;21;6;7;26;19;12;22;15;10;2;1;11;20;24;16;18;9;3;13;14;4;25;5;6308822
5;6308822;23;5;8;17;21;6;7;26;19;12;22;15;10;2;1;11;20;24;16;18;9;3;13;14;4;25
1;5;8;17;21;6;7;26;19;12;22;15;10;2;23;11;20;24;16;18;9;3;13;14;4;25;5;6321332
5;6321332;1;5;8;17;21;6;7;26;19;12;22;15;10;2;23;11;20;24;16;18;9;3;13;14;4;25
1;5;8;17;21;6;7;26;19;12;22;15;11;2;23;10;20;24;16;18;9;3;13;14;4;25;5;6325727
5;6325727;1;5;8;17;21;6;7;26;19;12;22;15;11;2;23;10;20;24;16;18;9;3;13;14;4;25
4;5;8;17;21;6;7;26;19;12;22;15;11;2;23;10;20;24;16;18;9;3;13;14;1;25;5;6384712
5;6384712;4;5;8;17;21;6;7;26;19;12;22;15;11;2;23;10;20;24;16;18;9;3;13;14;1;25
4;5;8;17;21;6;19;26;7;12;22;15;11;2;23;10;20;24;16;18;9;3;13;14;1;25;5;6408063
5;6408063;4;5;8;17;21;6;19;26;7;12;22;15;11;2;23;10;20;24;16;18;9;3;13;14;1;25
4;5;8;17;21;6;19;26;7;1;22;15;11;2;23;10;20;24;16;18;9;3;13;14;12;25;5;6390561
5;6390561;4;5;8;17;21;6;19;26;7;1;22;15;11;2;23;10;20;24;16;18;9;3;13;14;12;25
2;5;8;17;21;6;19;26;7;1;22;15;11;4;23;10;20;24;16;18;9;3;13;14;12;25;5;6380666
5;6380666;2;5;8;17;21;6;19;26;7;1;22;15;11;4;23;10;20;24;16;18;9;3;13;14;12;25
2;5;8;17;21;6;19;26;7;1;22;15;11;4;23;12;20;24;16;18;9;3;13;14;10;25;5;6366512
5;6366512;2;5;8;17;21;6;19;26;7;1;22;15;11;4;23;12;20;24;16;18;9;3;13;14;10;25
2;5;8;17;21;6;19;26;7;14;22;15;11;4;23;12;20;24;16;18;9;3;13;1;10;25;5;6203844
5;6203844;2;5;8;17;21;6;19;26;7;14;22;15;11;4;23;12;20;24;16;18;9;3;13;1;10;25
2;5;8;17;21;3;19;26;7;14;22;15;11;4;23;12;20;24;16;18;9;6;13;1;10;25;5;6098969
5;6098969;2;5;8;17;21;3;19;26;7;14;22;15;11;4;23;12;20;24;16;18;9;6;13;1;10;25
2;5;8;17;21;3;19;26;7;14;22;15;11;4;1;12;20;24;16;18;9;6;13;23;10;25;5;6066185
5;6066185;2;5;8;17;21;3;19;26;7;14;22;15;11;4;1;12;20;24;16;18;9;6;13;23;10;25
2;5;8;17;21;3;19;26;7;14;22;15;11;4;1;10;20;24;16;18;9;6;13;23;12;25;5;6074426
5;6074426;2;5;8;17;21;3;19;26;7;14;22;15;11;4;1;10;20;24;16;18;9;6;13;23;12;25
2;25;8;17;21;3;19;26;7;14;22;15;11;4;1;10;20;24;16;18;9;6;13;23;12;5;5;5985814
5;5985814;2;25;8;17;21;3;19;26;7;14;22;15;11;4;1;10;20;24;16;18;9;6;13;23;12;5
2;25;8;17;21;11;19;26;7;14;22;15;3;4;1;10;20;24;16;18;9;6;13;23;12;5;5;6022637
5;6022637;2;25;8;17;21;11;19;26;7;14;22;15;3;4;1;10;20;24;16;18;9;6;13;23;12;5
2;25;8;22;21;11;19;26;7;14;17;15;3;4;1;10;20;24;16;18;9;6;13;23;12;5;5;6024607
5;6024607;2;25;8;22;21;11;19;26;7;14;17;15;3;4;1;10;20;24;16;18;9;6;13;23;12;5
2;16;8;22;21;11;19;26;7;14;17;15;3;4;1;10;20;24;25;18;9;6;13;23;12;5;5;6043568
6;6043568;2;16;8;22;21;11;19;26;7;14;17;15;3;4;1;10;20;24;25;18;9;6;13;23;12;5
2;16;8;22;21;11;19;26;7;14;17;15;9;4;1;10;20;24;25;18;3;6;13;23;12;5;6;6010731
6;6010731;2;16;8;22;21;11;19;26;7;14;17;15;9;4;1;10;20;24;25;18;3;6;13;23;12;5
2;16;8;22;21;11;19;12;7;14;17;15;9;4;1;10;20;24;25;18;3;6;13;23;26;5;6;6003120
6;6003120;2;16;8;22;21;11;19;12;7;14;17;15;9;4;1;10;20;24;25;18;3;6;13;23;26;5
2;16;8;22;21;10;19;12;7;14;17;15;9;4;1;11;20;24;25;18;3;6;13;23;26;5;6;5997427
6;5997427;2;16;8;22;21;10;19;12;7;14;17;15;9;4;1;11;20;24;25;18;3;6;13;23;26;5
9;16;8;22;21;10;19;12;7;14;17;15;2;4;1;11;20;24;25;18;3;6;13;23;26;5;6;6036487
6;6036487;9;16;8;22;21;10;19;12;7;14;17;15;2;4;1;11;20;24;25;18;3;6;13;23;26;5
9;16;8;23;21;10;19;12;7;14;17;15;2;4;1;11;20;24;25;18;3;6;13;22;26;5;6;6036821
6;6036821;9;16;8;23;21;10;19;12;7;14;17;15;2;4;1;11;20;24;25;18;3;6;13;22;26;5
9;16;8;23;21;10;19;12;7;14;17;15;2;1;4;11;20;24;25;18;3;6;13;22;26;5;6;6021988
6;6021988;9;16;8;23;21;10;19;12;7;14;17;15;2;1;4;11;20;24;25;18;3;6;13;22;26;5
9;16;8;23;21;10;19;12;14;7;17;15;2;1;4;11;20;24;25;18;3;6;13;22;26;5;6;6021988
6;6021988;9;16;8;23;21;10;19;12;14;7;17;15;2;1;4;11;20;24;25;18;3;6;13;22;26;5
9;16;8;23;21;24;19;12;14;7;17;15;2;1;4;11;20;10;25;18;3;6;13;22;26;5;6;6021630
6;6021630;9;16;8;23;21;24;19;12;14;7;17;15;2;1;4;11;20;10;25;18;3;6;13;22;26;5
2;16;8;23;21;24;19;12;14;7;17;15;9;1;4;11;20;10;25;18;3;6;13;22;26;5;6;5982570
6;5982570;2;16;8;23;21;24;19;12;14;7;17;15;9;1;4;11;20;10;25;18;3;6;13;22;26;5
2;23;8;16;21;24;19;12;14;7;17;15;9;1;4;11;20;10;25;18;3;6;13;22;26;5;6;5981950
6;5981950;2;23;8;16;21;24;19;12;14;7;17;15;9;1;4;11;20;10;25;18;3;6;13;22;26;5
14;23;8;16;21;24;19;12;2;7;17;15;9;1;4;11;20;10;25;18;3;6;13;22;26;5;6;5995242
6;5995242;14;23;8;16;21;24;19;12;2;7;17;15;9;1;4;11;20;10;25;18;3;6;13;22;26;5
14;23;8;16;21;24;19;12;2;7;17;15;9;1;4;11;20;26;25;18;3;6;13;22;10;5;6;5989733
6;5989733;14;23;8;16;21;24;19;12;2;7;17;15;9;1;4;11;20;26;25;18;3;6;13;22;10;5
14;23;25;16;21;24;19;12;2;7;17;15;9;1;4;11;20;26;8;18;3;6;13;22;10;5;6;5945080
6;5945080;14;23;25;16;21;24;19;12;2;7;17;15;9;1;4;11;20;26;8;18;3;6;13;22;10;5
14;23;25;16;21;24;19;12;2;7;17;15;9;1;4;11;20;26;8;18;3;6;5;22;10;13;6;6002491
6;6002491;14;23;25;16;21;24;19;12;2;7;17;15;9;1;4;11;20;26;8;18;3;6;5;22;10;13
14;23;25;16;21;24;19;12;2;7;17;15;13;1;4;11;20;26;8;18;3;6;5;22;10;9;6;6032661
6;6032661;14;23;25;16;21;24;19;12;2;7;17;15;13;1;4;11;20;26;8;18;3;6;5;22;10;9
14;23;25;16;21;24;7;12;2;19;17;15;13;1;4;11;20;26;8;18;3;6;5;22;10;9;6;5989559
6;5989559;14;23;25;16;21;24;7;12;2;19;17;15;13;1;4;11;20;26;8;18;3;6;5;22;10;9
14;23;25;16;21;24;7;12;2;19;17;15;5;1;4;11;20;26;8;18;3;6;13;22;10;9;6;5880231
6;5880231;14;23;25;16;21;24;7;12;2;19;17;15;5;1;4;11;20;26;8;18;3;6;13;22;10;9
14;23;25;16;21;15;7;12;2;19;17;24;5;1;4;11;20;26;8;18;3;6;13;22;10;9;6;5875840
6;5875840;14;23;25;16;21;15;7;12;2;19;17;24;5;1;4;11;20;26;8;18;3;6;13;22;10;9
