"X1";"X5780825";"X1.1";"X10";"X21";"X19";"X15";"X20";"X6";"X24";"X17";"X12";"X2";"X5";"X4";"X18";"X7";"X26";"X14";"X13";"X11";"X23";"X9";"X22";"X25";"X16";"X8";"X3"
2;5756716;1;22;6;19;16;23;3;21;8;24;20;5;7;18;12;4;15;13;14;2;26;9;11;17;10;25
1;22;13;19;16;23;3;21;8;24;20;5;7;18;12;4;15;6;14;2;26;9;11;17;10;25;2;5790151
2;5790151;1;22;13;19;16;23;3;21;8;24;20;5;7;18;12;4;15;6;14;2;26;9;11;17;10;25
1;22;13;19;2;23;3;21;8;24;20;5;7;18;12;4;15;6;14;16;26;9;11;17;10;25;2;5783409
2;5783409;1;22;13;19;2;23;3;21;8;24;20;5;7;18;12;4;15;6;14;16;26;9;11;17;10;25
1;22;13;19;2;23;3;21;8;24;20;12;7;18;5;4;15;6;14;16;26;9;11;17;10;25;2;5966200
2;5966200;1;22;13;19;2;23;3;21;8;24;20;12;7;18;5;4;15;6;14;16;26;9;11;17;10;25
1;22;13;19;2;23;3;21;8;24;20;12;7;15;5;4;18;6;14;16;26;9;11;17;10;25;2;5878789
2;5878789;1;22;13;19;2;23;3;21;8;24;20;12;7;15;5;4;18;6;14;16;26;9;11;17;10;25
11;22;13;19;2;23;3;21;8;24;20;12;7;15;5;4;18;6;14;16;26;9;1;17;10;25;2;5898135
2;5898135;11;22;13;19;2;23;3;21;8;24;20;12;7;15;5;4;18;6;14;16;26;9;1;17;10;25
11;9;13;19;2;23;3;21;8;24;20;12;7;15;5;4;18;6;14;16;26;22;1;17;10;25;2;5851983
2;5851983;11;9;13;19;2;23;3;21;8;24;20;12;7;15;5;4;18;6;14;16;26;22;1;17;10;25
11;9;13;19;2;23;3;21;8;24;6;12;7;15;5;4;18;20;14;16;26;22;1;17;10;25;2;5805208
2;5805208;11;9;13;19;2;23;3;21;8;24;6;12;7;15;5;4;18;20;14;16;26;22;1;17;10;25
11;9;13;19;2;23;15;21;8;24;6;12;7;3;5;4;18;20;14;16;26;22;1;17;10;25;2;5805385
2;5805385;11;9;13;19;2;23;15;21;8;24;6;12;7;3;5;4;18;20;14;16;26;22;1;17;10;25
11;25;13;19;2;23;15;21;8;24;6;12;7;3;5;4;18;20;14;16;26;22;1;17;10;9;2;5767553
2;5767553;11;25;13;19;2;23;15;21;8;24;6;12;7;3;5;4;18;20;14;16;26;22;1;17;10;9
11;25;13;19;2;23;15;6;8;24;21;12;7;3;5;4;18;20;14;16;26;22;1;17;10;9;2;5768091
2;5768091;11;25;13;19;2;23;15;6;8;24;21;12;7;3;5;4;18;20;14;16;26;22;1;17;10;9
11;25;13;19;2;23;15;6;8;24;21;12;7;3;5;4;18;20;14;1;26;22;16;17;10;9;2;5764427
2;5764427;11;25;13;19;2;23;15;6;8;24;21;12;7;3;5;4;18;20;14;1;26;22;16;17;10;9
11;25;13;19;2;23;15;6;8;24;21;12;7;3;5;4;18;14;20;1;26;22;16;17;10;9;2;5767447
2;5767447;11;25;13;19;2;23;15;6;8;24;21;12;7;3;5;4;18;14;20;1;26;22;16;17;10;9
11;25;13;19;2;23;15;6;12;24;21;8;7;3;5;4;18;14;20;1;26;22;16;17;10;9;2;5789652
2;5789652;11;25;13;19;2;23;15;6;12;24;21;8;7;3;5;4;18;14;20;1;26;22;16;17;10;9
11;25;13;19;2;23;16;6;12;24;21;8;7;3;5;4;18;14;20;1;26;22;15;17;10;9;2;5794271
2;5794271;11;25;13;19;2;23;16;6;12;24;21;8;7;3;5;4;18;14;20;1;26;22;15;17;10;9
11;25;13;19;2;23;16;21;12;24;6;8;7;3;5;4;18;14;20;1;26;22;15;17;10;9;2;5820659
2;5820659;11;25;13;19;2;23;16;21;12;24;6;8;7;3;5;4;18;14;20;1;26;22;15;17;10;9
11;25;13;19;2;23;16;21;1;24;6;8;7;3;5;4;18;14;20;12;26;22;15;17;10;9;2;5830859
2;5830859;11;25;13;19;2;23;16;21;1;24;6;8;7;3;5;4;18;14;20;12;26;22;15;17;10;9
11;25;13;19;2;23;16;21;1;22;6;8;7;3;5;4;18;14;20;12;26;24;15;17;10;9;2;5816085
2;5816085;11;25;13;19;2;23;16;21;1;22;6;8;7;3;5;4;18;14;20;12;26;24;15;17;10;9
11;25;13;19;2;23;16;21;1;22;6;8;7;15;5;4;18;14;20;12;26;24;3;17;10;9;2;5805649
2;5805649;11;25;13;19;2;23;16;21;1;22;6;8;7;15;5;4;18;14;20;12;26;24;3;17;10;9
11;25;13;19;2;23;16;21;1;22;6;8;7;15;5;4;18;24;20;12;26;14;3;17;10;9;2;5896964
3;5896964;11;25;13;19;2;23;16;21;1;22;6;8;7;15;5;4;18;24;20;12;26;14;3;17;10;9
11;12;13;19;2;23;16;21;1;22;6;8;7;15;5;4;18;24;20;25;26;14;3;17;10;9;3;5882521
3;5882521;11;12;13;19;2;23;16;21;1;22;6;8;7;15;5;4;18;24;20;25;26;14;3;17;10;9
7;12;13;19;2;23;16;21;1;22;6;8;11;15;5;4;18;24;20;25;26;14;3;17;10;9;3;5884235
3;5884235;7;12;13;19;2;23;16;21;1;22;6;8;11;15;5;4;18;24;20;25;26;14;3;17;10;9
7;12;13;19;2;23;16;21;1;22;10;8;11;15;5;4;18;24;20;25;26;14;3;17;6;9;3;5898994
3;5898994;7;12;13;19;2;23;16;21;1;22;10;8;11;15;5;4;18;24;20;25;26;14;3;17;6;9
7;12;13;3;2;23;16;21;1;22;10;8;11;15;5;4;18;24;20;25;26;14;19;17;6;9;3;5908500
3;5908500;7;12;13;3;2;23;16;21;1;22;10;8;11;15;5;4;18;24;20;25;26;14;19;17;6;9
7;12;13;3;2;23;16;21;1;22;10;14;11;15;5;4;18;24;20;25;26;8;19;17;6;9;3;5867097
3;5867097;7;12;13;3;2;23;16;21;1;22;10;14;11;15;5;4;18;24;20;25;26;8;19;17;6;9
7;12;13;3;2;23;16;21;1;22;10;14;11;15;5;4;17;24;20;25;26;8;19;18;6;9;3;5993694
3;5993694;7;12;13;3;2;23;16;21;1;22;10;14;11;15;5;4;17;24;20;25;26;8;19;18;6;9
7;12;13;3;2;23;16;21;1;22;10;14;11;15;5;4;6;24;20;25;26;8;19;18;17;9;3;5981750
3;5981750;7;12;13;3;2;23;16;21;1;22;10;14;11;15;5;4;6;24;20;25;26;8;19;18;17;9
7;12;24;3;2;23;16;21;1;22;10;14;11;15;5;4;6;13;20;25;26;8;19;18;17;9;3;5980147
3;5980147;7;12;24;3;2;23;16;21;1;22;10;14;11;15;5;4;6;13;20;25;26;8;19;18;17;9
7;12;24;3;2;23;16;21;1;20;10;14;11;15;5;4;6;13;22;25;26;8;19;18;17;9;3;5997963
3;5997963;7;12;24;3;2;23;16;21;1;20;10;14;11;15;5;4;6;13;22;25;26;8;19;18;17;9
7;12;24;3;20;23;16;21;1;2;10;14;11;15;5;4;6;13;22;25;26;8;19;18;17;9;3;6088278
3;6088278;7;12;24;3;20;23;16;21;1;2;10;14;11;15;5;4;6;13;22;25;26;8;19;18;17;9
7;12;24;3;20;9;16;21;1;2;10;14;11;15;5;4;6;13;22;25;26;8;19;18;17;23;3;6072438
3;6072438;7;12;24;3;20;9;16;21;1;2;10;14;11;15;5;4;6;13;22;25;26;8;19;18;17;23
7;12;24;3;20;9;16;22;1;2;10;14;11;15;5;4;6;13;21;25;26;8;19;18;17;23;3;6066798
3;6066798;7;12;24;3;20;9;16;22;1;2;10;14;11;15;5;4;6;13;21;25;26;8;19;18;17;23
7;12;24;3;20;9;16;22;1;2;10;15;11;14;5;4;6;13;21;25;26;8;19;18;17;23;3;6123054
3;6123054;7;12;24;3;20;9;16;22;1;2;10;15;11;14;5;4;6;13;21;25;26;8;19;18;17;23
7;12;24;3;20;9;16;22;1;2;10;15;26;14;5;4;6;13;21;25;11;8;19;18;17;23;3;6131877
3;6131877;7;12;24;3;20;9;16;22;1;2;10;15;26;14;5;4;6;13;21;25;11;8;19;18;17;23
13;12;24;3;20;9;16;22;1;2;10;15;26;14;5;4;6;7;21;25;11;8;19;18;17;23;3;6085062
3;6085062;13;12;24;3;20;9;16;22;1;2;10;15;26;14;5;4;6;7;21;25;11;8;19;18;17;23
1;12;24;3;20;9;16;22;13;2;10;15;26;14;5;4;6;7;21;25;11;8;19;18;17;23;3;6123621
3;6123621;1;12;24;3;20;9;16;22;13;2;10;15;26;14;5;4;6;7;21;25;11;8;19;18;17;23
4;12;24;3;20;9;16;22;13;2;10;15;26;14;5;1;6;7;21;25;11;8;19;18;17;23;3;6115852
3;6115852;4;12;24;3;20;9;16;22;13;2;10;15;26;14;5;1;6;7;21;25;11;8;19;18;17;23
4;12;24;3;22;9;16;20;13;2;10;15;26;14;5;1;6;7;21;25;11;8;19;18;17;23;3;6004018
3;6004018;4;12;24;3;22;9;16;20;13;2;10;15;26;14;5;1;6;7;21;25;11;8;19;18;17;23
4;12;24;8;22;9;16;20;13;2;10;15;26;14;5;1;6;7;21;25;11;3;19;18;17;23;3;5989612
3;5989612;4;12;24;8;22;9;16;20;13;2;10;15;26;14;5;1;6;7;21;25;11;3;19;18;17;23
4;12;24;8;22;9;16;1;13;2;10;15;26;14;5;20;6;7;21;25;11;3;19;18;17;23;3;5998921
4;5998921;4;12;24;8;22;9;16;1;13;2;10;15;26;14;5;20;6;7;21;25;11;3;19;18;17;23
1;12;24;8;22;9;16;4;13;2;10;15;26;14;5;20;6;7;21;25;11;3;19;18;17;23;4;5982830
4;5982830;1;12;24;8;22;9;16;4;13;2;10;15;26;14;5;20;6;7;21;25;11;3;19;18;17;23
1;12;24;8;22;9;16;15;13;2;10;4;26;14;5;20;6;7;21;25;11;3;19;18;17;23;4;6000301
4;6000301;1;12;24;8;22;9;16;15;13;2;10;4;26;14;5;20;6;7;21;25;11;3;19;18;17;23
1;12;24;8;22;9;16;15;13;2;10;4;18;14;5;20;6;7;21;25;11;3;19;26;17;23;4;5876923
4;5876923;1;12;24;8;22;9;16;15;13;2;10;4;18;14;5;20;6;7;21;25;11;3;19;26;17;23
1;12;17;8;22;9;16;15;13;2;10;4;18;14;5;20;6;7;21;25;11;3;19;26;24;23;4;5877209
4;5877209;1;12;17;8;22;9;16;15;13;2;10;4;18;14;5;20;6;7;21;25;11;3;19;26;24;23
1;12;17;8;22;5;16;15;13;2;10;4;18;14;9;20;6;7;21;25;11;3;19;26;24;23;4;5834558
4;5834558;1;12;17;8;22;5;16;15;13;2;10;4;18;14;9;20;6;7;21;25;11;3;19;26;24;23
1;20;17;8;22;5;16;15;13;2;10;4;18;14;9;12;6;7;21;25;11;3;19;26;24;23;4;5866316
4;5866316;1;20;17;8;22;5;16;15;13;2;10;4;18;14;9;12;6;7;21;25;11;3;19;26;24;23
1;20;17;8;22;5;16;15;13;2;10;4;18;14;9;12;6;7;21;25;11;3;19;23;24;26;4;5861634
4;5861634;1;20;17;8;22;5;16;15;13;2;10;4;18;14;9;12;6;7;21;25;11;3;19;23;24;26
1;20;17;8;22;5;16;15;13;2;10;4;18;14;9;11;6;7;21;25;12;3;19;23;24;26;4;5873835
4;5873835;1;20;17;8;22;5;16;15;13;2;10;4;18;14;9;11;6;7;21;25;12;3;19;23;24;26
1;20;17;11;22;5;16;15;13;2;10;4;18;14;9;8;6;7;21;25;12;3;19;23;24;26;4;5831422
4;5831422;1;20;17;11;22;5;16;15;13;2;10;4;18;14;9;8;6;7;21;25;12;3;19;23;24;26
1;20;17;11;6;5;16;15;13;2;10;4;18;14;9;8;22;7;21;25;12;3;19;23;24;26;4;5848937
4;5848937;1;20;17;11;6;5;16;15;13;2;10;4;18;14;9;8;22;7;21;25;12;3;19;23;24;26
1;3;17;11;6;5;16;15;13;2;10;4;18;14;9;8;22;7;21;25;12;20;19;23;24;26;4;5862313
4;5862313;1;3;17;11;6;5;16;15;13;2;10;4;18;14;9;8;22;7;21;25;12;20;19;23;24;26
1;3;17;11;6;5;16;15;13;2;10;4;18;14;19;8;22;7;21;25;12;20;9;23;24;26;4;5873884
4;5873884;1;3;17;11;6;5;16;15;13;2;10;4;18;14;19;8;22;7;21;25;12;20;9;23;24;26
1;3;17;11;6;5;16;15;13;2;22;4;18;14;19;8;10;7;21;25;12;20;9;23;24;26;4;5862300
4;5862300;1;3;17;11;6;5;16;15;13;2;22;4;18;14;19;8;10;7;21;25;12;20;9;23;24;26
1;3;17;11;6;5;16;15;13;2;22;4;12;14;19;8;10;7;21;25;18;20;9;23;24;26;4;5864133
4;5864133;1;3;17;11;6;5;16;15;13;2;22;4;12;14;19;8;10;7;21;25;18;20;9;23;24;26
1;3;17;11;6;21;16;15;13;2;22;4;12;14;19;8;10;7;5;25;18;20;9;23;24;26;4;5815259
4;5815259;1;3;17;11;6;21;16;15;13;2;22;4;12;14;19;8;10;7;5;25;18;20;9;23;24;26
1;3;17;11;6;21;16;15;13;2;22;4;12;10;19;8;14;7;5;25;18;20;9;23;24;26;4;5793638
4;5793638;1;3;17;11;6;21;16;15;13;2;22;4;12;10;19;8;14;7;5;25;18;20;9;23;24;26
1;3;17;11;6;21;16;15;13;2;22;4;12;19;10;8;14;7;5;25;18;20;9;23;24;26;4;5772759
4;5772759;1;3;17;11;6;21;16;15;13;2;22;4;12;19;10;8;14;7;5;25;18;20;9;23;24;26
1;3;17;11;6;21;2;15;13;16;22;4;12;19;10;8;14;7;5;25;18;20;9;23;24;26;4;5772601
4;5772601;1;3;17;11;6;21;2;15;13;16;22;4;12;19;10;8;14;7;5;25;18;20;9;23;24;26
1;3;17;11;6;21;2;15;13;23;22;4;12;19;10;8;14;7;5;25;18;20;9;16;24;26;4;5781605
4;5781605;1;3;17;11;6;21;2;15;13;23;22;4;12;19;10;8;14;7;5;25;18;20;9;16;24;26
1;3;17;11;6;21;20;15;13;23;22;4;12;19;10;8;14;7;5;25;18;2;9;16;24;26;4;5732359
5;5732359;1;3;17;11;6;21;20;15;13;23;22;4;12;19;10;8;14;7;5;25;18;2;9;16;24;26
1;3;17;11;6;21;20;15;13;23;22;4;10;19;12;8;14;7;5;25;18;2;9;16;24;26;5;5757805
5;5757805;1;3;17;11;6;21;20;15;13;23;22;4;10;19;12;8;14;7;5;25;18;2;9;16;24;26
1;3;17;11;6;21;20;15;13;23;22;4;5;19;12;8;14;7;10;25;18;2;9;16;24;26;5;5894468
5;5894468;1;3;17;11;6;21;20;15;13;23;22;4;5;19;12;8;14;7;10;25;18;2;9;16;24;26
1;3;17;11;16;21;20;15;13;23;22;4;5;19;12;8;14;7;10;25;18;2;9;6;24;26;5;5895075
5;5895075;1;3;17;11;16;21;20;15;13;23;22;4;5;19;12;8;14;7;10;25;18;2;9;6;24;26
1;3;15;11;16;21;20;17;13;23;22;4;5;19;12;8;14;7;10;25;18;2;9;6;24;26;5;5931350
5;5931350;1;3;15;11;16;21;20;17;13;23;22;4;5;19;12;8;14;7;10;25;18;2;9;6;24;26
1;3;15;11;16;21;20;17;13;23;7;4;5;19;12;8;14;22;10;25;18;2;9;6;24;26;5;5936908
5;5936908;1;3;15;11;16;21;20;17;13;23;7;4;5;19;12;8;14;22;10;25;18;2;9;6;24;26
1;3;15;11;16;21;20;17;13;7;23;4;5;19;12;8;14;22;10;25;18;2;9;6;24;26;5;5947658
5;5947658;1;3;15;11;16;21;20;17;13;7;23;4;5;19;12;8;14;22;10;25;18;2;9;6;24;26
1;3;11;15;16;21;20;17;13;7;23;4;5;19;12;8;14;22;10;25;18;2;9;6;24;26;5;5958519
5;5958519;1;3;11;15;16;21;20;17;13;7;23;4;5;19;12;8;14;22;10;25;18;2;9;6;24;26
1;3;11;15;12;21;20;17;13;7;23;4;5;19;16;8;14;22;10;25;18;2;9;6;24;26;5;5969505
5;5969505;1;3;11;15;12;21;20;17;13;7;23;4;5;19;16;8;14;22;10;25;18;2;9;6;24;26
1;15;11;3;12;21;20;17;13;7;23;4;5;19;16;8;14;22;10;25;18;2;9;6;24;26;5;5992832
5;5992832;1;15;11;3;12;21;20;17;13;7;23;4;5;19;16;8;14;22;10;25;18;2;9;6;24;26
1;15;11;3;12;21;20;17;13;7;23;8;5;19;16;4;14;22;10;25;18;2;9;6;24;26;5;5989643
5;5989643;1;15;11;3;12;21;20;17;13;7;23;8;5;19;16;4;14;22;10;25;18;2;9;6;24;26
1;15;11;3;12;21;20;17;13;10;23;8;5;19;16;4;14;22;7;25;18;2;9;6;24;26;5;5974338
5;5974338;1;15;11;3;12;21;20;17;13;10;23;8;5;19;16;4;14;22;7;25;18;2;9;6;24;26
1;15;11;3;12;21;20;8;13;10;23;17;5;19;16;4;14;22;7;25;18;2;9;6;24;26;5;5953976
5;5953976;1;15;11;3;12;21;20;8;13;10;23;17;5;19;16;4;14;22;7;25;18;2;9;6;24;26
1;15;11;26;12;21;20;8;13;10;23;17;5;19;16;4;14;22;7;25;18;2;9;6;24;3;5;5923165
5;5923165;1;15;11;26;12;21;20;8;13;10;23;17;5;19;16;4;14;22;7;25;18;2;9;6;24;3
1;15;11;26;12;21;20;23;13;10;8;17;5;19;16;4;14;22;7;25;18;2;9;6;24;3;5;5893145
5;5893145;1;15;11;26;12;21;20;23;13;10;8;17;5;19;16;4;14;22;7;25;18;2;9;6;24;3
1;25;11;26;12;21;20;23;13;10;8;17;5;19;16;4;14;22;7;15;18;2;9;6;24;3;5;5893490
5;5893490;1;25;11;26;12;21;20;23;13;10;8;17;5;19;16;4;14;22;7;15;18;2;9;6;24;3
1;25;11;26;12;21;20;23;13;10;8;17;5;19;16;4;14;9;7;15;18;2;22;6;24;3;5;5801191
5;5801191;1;25;11;26;12;21;20;23;13;10;8;17;5;19;16;4;14;9;7;15;18;2;22;6;24;3
1;25;11;26;12;21;20;23;13;10;8;17;19;5;16;4;14;9;7;15;18;2;22;6;24;3;5;5799695
5;5799695;1;25;11;26;12;21;20;23;13;10;8;17;19;5;16;4;14;9;7;15;18;2;22;6;24;3
1;25;11;26;12;21;20;23;16;10;8;17;19;5;13;4;14;9;7;15;18;2;22;6;24;3;5;5800985
5;5800985;1;25;11;26;12;21;20;23;16;10;8;17;19;5;13;4;14;9;7;15;18;2;22;6;24;3
1;25;11;26;12;21;20;23;16;10;8;17;19;5;13;4;6;9;7;15;18;2;22;14;24;3;5;5900250
5;5900250;1;25;11;26;12;21;20;23;16;10;8;17;19;5;13;4;6;9;7;15;18;2;22;14;24;3
1;25;11;26;12;21;20;23;16;10;8;4;19;5;13;17;6;9;7;15;18;2;22;14;24;3;5;5913631
6;5913631;1;25;11;26;12;21;20;23;16;10;8;4;19;5;13;17;6;9;7;15;18;2;22;14;24;3
1;25;11;26;12;21;20;6;16;10;8;4;19;5;13;17;23;9;7;15;18;2;22;14;24;3;6;5905008
6;5905008;1;25;11;26;12;21;20;6;16;10;8;4;19;5;13;17;23;9;7;15;18;2;22;14;24;3
1;25;11;26;12;21;20;6;16;10;8;4;19;5;2;17;23;9;7;15;18;13;22;14;24;3;6;5916840
6;5916840;1;25;11;26;12;21;20;6;16;10;8;4;19;5;2;17;23;9;7;15;18;13;22;14;24;3
1;20;11;26;12;21;25;6;16;10;8;4;19;5;2;17;23;9;7;15;18;13;22;14;24;3;6;5991832
6;5991832;1;20;11;26;12;21;25;6;16;10;8;4;19;5;2;17;23;9;7;15;18;13;22;14;24;3
1;11;20;26;12;21;25;6;16;10;8;4;19;5;2;17;23;9;7;15;18;13;22;14;24;3;6;5991149
6;5991149;1;11;20;26;12;21;25;6;16;10;8;4;19;5;2;17;23;9;7;15;18;13;22;14;24;3
1;11;20;26;14;21;25;6;16;10;8;4;19;5;2;17;23;9;7;15;18;13;22;12;24;3;6;5952561
6;5952561;1;11;20;26;14;21;25;6;16;10;8;4;19;5;2;17;23;9;7;15;18;13;22;12;24;3
1;11;20;26;14;21;25;6;16;10;8;4;19;5;2;17;23;9;7;15;3;13;22;12;24;18;6;5826055
6;5826055;1;11;20;26;14;21;25;6;16;10;8;4;19;5;2;17;23;9;7;15;3;13;22;12;24;18
1;11;20;26;14;21;25;6;16;5;8;4;19;10;2;17;23;9;7;15;3;13;22;12;24;18;6;5862249
6;5862249;1;11;20;26;14;21;25;6;16;5;8;4;19;10;2;17;23;9;7;15;3;13;22;12;24;18
21;11;20;26;14;1;25;6;16;5;8;4;19;10;2;17;23;9;7;15;3;13;22;12;24;18;6;5829348
6;5829348;21;11;20;26;14;1;25;6;16;5;8;4;19;10;2;17;23;9;7;15;3;13;22;12;24;18
17;11;20;26;14;1;25;6;16;5;8;4;19;10;2;21;23;9;7;15;3;13;22;12;24;18;6;5814478
6;5814478;17;11;20;26;14;1;25;6;16;5;8;4;19;10;2;21;23;9;7;15;3;13;22;12;24;18
17;11;20;26;9;1;25;6;16;5;8;4;19;10;2;21;23;14;7;15;3;13;22;12;24;18;6;5902848
6;5814478;17;11;20;26;14;1;25;6;16;5;8;4;19;10;2;21;23;9;7;15;3;13;22;12;24;18
17;11;20;26;14;1;25;6;16;5;8;4;23;10;2;21;19;9;7;15;3;13;22;12;24;18;6;5786556
6;5786556;17;11;20;26;14;1;25;6;16;5;8;4;23;10;2;21;19;9;7;15;3;13;22;12;24;18
17;11;20;26;18;1;25;6;16;5;8;4;23;10;2;21;19;9;7;15;3;13;22;12;24;14;6;5866198
6;5866198;17;11;20;26;18;1;25;6;16;5;8;4;23;10;2;21;19;9;7;15;3;13;22;12;24;14
17;11;20;26;18;1;25;6;16;5;8;4;23;10;2;21;19;14;7;15;3;13;22;12;24;9;6;5736683
6;5736683;17;11;20;26;18;1;25;6;16;5;8;4;23;10;2;21;19;14;7;15;3;13;22;12;24;9
17;11;20;26;18;1;25;6;16;5;8;4;23;10;2;21;19;3;7;15;14;13;22;12;24;9;6;5757407
6;5757407;17;11;20;26;18;1;25;6;16;5;8;4;23;10;2;21;19;3;7;15;14;13;22;12;24;9
17;11;20;26;18;1;25;6;16;5;7;4;23;10;2;21;19;3;8;15;14;13;22;12;24;9;6;5735159
6;5735159;17;11;20;26;18;1;25;6;16;5;7;4;23;10;2;21;19;3;8;15;14;13;22;12;24;9
17;11;20;26;18;1;25;6;5;16;7;4;23;10;2;21;19;3;8;15;14;13;22;12;24;9;6;5742619
6;5742619;17;11;20;26;18;1;25;6;5;16;7;4;23;10;2;21;19;3;8;15;14;13;22;12;24;9
17;11;20;26;18;1;25;6;5;16;7;4;23;10;14;21;19;3;8;15;2;13;22;12;24;9;6;5716056
6;5716056;17;11;20;26;18;1;25;6;5;16;7;4;23;10;14;21;19;3;8;15;2;13;22;12;24;9
17;11;20;26;18;1;25;6;5;16;7;4;23;10;14;8;19;3;21;15;2;13;22;12;24;9;6;5737300
6;5737300;17;11;20;26;18;1;25;6;5;16;7;4;23;10;14;8;19;3;21;15;2;13;22;12;24;9
