"X1";"X28676";"X2";"X30";"X32";"X31";"X6";"X25";"X24";"X21";"X15";"X12";"X3";"X20";"X28";"X18";"X1.1";"X4";"X26";"X7";"X19";"X23";"X9";"X29";"X14";"X5";"X11";"X16";"X13";"X22";"X10";"X17";"X8";"X27"
10;30;32;11;22;2;1;21;17;12;3;20;4;18;24;28;26;7;19;23;9;29;14;5;8;16;13;6;25;15;31;27;1;26618
1;26618;10;30;32;11;22;2;1;21;17;12;3;20;4;18;24;28;26;7;19;23;9;29;14;5;8;16;13;6;25;15;31;27
10;30;32;11;22;2;1;21;17;12;5;20;4;18;24;28;26;7;19;23;9;29;14;3;8;16;13;6;25;15;31;27;1;27018
1;27018;10;30;32;11;22;2;1;21;17;12;5;20;4;18;24;28;26;7;19;23;9;29;14;3;8;16;13;6;25;15;31;27
10;30;32;11;22;2;1;21;17;12;5;20;4;18;24;28;15;7;19;23;9;29;14;3;8;16;13;6;25;26;31;27;1;27922
1;27922;10;30;32;11;22;2;1;21;17;12;5;20;4;18;24;28;15;7;19;23;9;29;14;3;8;16;13;6;25;26;31;27
10;30;32;11;22;2;1;21;17;12;5;20;4;18;24;28;15;7;19;25;9;29;14;3;8;16;13;6;23;26;31;27;1;27862
1;27862;10;30;32;11;22;2;1;21;17;12;5;20;4;18;24;28;15;7;19;25;9;29;14;3;8;16;13;6;23;26;31;27
10;30;32;3;22;2;1;21;17;12;5;20;4;18;24;28;15;7;19;25;9;29;14;11;8;16;13;6;23;26;31;27;1;28382
1;28382;10;30;32;3;22;2;1;21;17;12;5;20;4;18;24;28;15;7;19;25;9;29;14;11;8;16;13;6;23;26;31;27
10;30;32;3;22;2;7;21;17;12;5;20;4;18;24;28;15;1;19;25;9;29;14;11;8;16;13;6;23;26;31;27;1;28622
1;28622;10;30;32;3;22;2;7;21;17;12;5;20;4;18;24;28;15;1;19;25;9;29;14;11;8;16;13;6;23;26;31;27
2;30;32;3;22;10;7;21;17;12;5;20;4;18;24;28;15;1;19;25;9;29;14;11;8;16;13;6;23;26;31;27;1;28462
1;28462;2;30;32;3;22;10;7;21;17;12;5;20;4;18;24;28;15;1;19;25;9;29;14;11;8;16;13;6;23;26;31;27
2;30;32;22;3;10;7;21;17;12;5;20;4;18;24;28;15;1;19;25;9;29;14;11;8;16;13;6;23;26;31;27;1;28542
1;28542;2;30;32;22;3;10;7;21;17;12;5;20;4;18;24;28;15;1;19;25;9;29;14;11;8;16;13;6;23;26;31;27
2;30;24;22;3;10;7;21;17;12;5;20;4;18;32;28;15;1;19;25;9;29;14;11;8;16;13;6;23;26;31;27;1;28582
1;28582;2;30;24;22;3;10;7;21;17;12;5;20;4;18;32;28;15;1;19;25;9;29;14;11;8;16;13;6;23;26;31;27
2;30;24;22;3;10;7;21;4;12;5;20;17;18;32;28;15;1;19;25;9;29;14;11;8;16;13;6;23;26;31;27;1;28408
1;28408;2;30;24;22;3;10;7;21;4;12;5;20;17;18;32;28;15;1;19;25;9;29;14;11;8;16;13;6;23;26;31;27
2;30;25;22;3;10;7;21;4;12;5;20;17;18;32;28;15;1;19;24;9;29;14;11;8;16;13;6;23;26;31;27;1;28368
1;28368;2;30;25;22;3;10;7;21;4;12;5;20;17;18;32;28;15;1;19;24;9;29;14;11;8;16;13;6;23;26;31;27
2;30;25;22;3;10;7;21;4;12;9;20;17;18;32;28;15;1;19;24;5;29;14;11;8;16;13;6;23;26;31;27;1;28228
1;28228;2;30;25;22;3;10;7;21;4;12;9;20;17;18;32;28;15;1;19;24;5;29;14;11;8;16;13;6;23;26;31;27
2;30;25;22;3;10;7;21;4;12;9;20;17;18;32;28;15;1;19;16;5;29;14;11;8;24;13;6;23;26;31;27;1;28560
2;28560;2;30;25;22;3;10;7;21;4;12;9;20;17;18;32;28;15;1;19;16;5;29;14;11;8;24;13;6;23;26;31;27
2;30;25;22;3;10;7;21;4;12;9;20;17;27;32;28;15;1;19;16;5;29;14;11;8;24;13;6;23;26;31;18;2;28960
2;28960;2;30;25;22;3;10;7;21;4;12;9;20;17;27;32;28;15;1;19;16;5;29;14;11;8;24;13;6;23;26;31;18
23;30;25;22;3;10;7;21;4;12;9;20;17;27;32;28;15;1;19;16;5;29;14;11;8;24;13;6;2;26;31;18;2;28174
2;28174;23;30;25;22;3;10;7;21;4;12;9;20;17;27;32;28;15;1;19;16;5;29;14;11;8;24;13;6;2;26;31;18
23;30;25;24;3;10;7;21;4;12;9;20;17;27;32;28;15;1;19;16;5;29;14;11;8;22;13;6;2;26;31;18;2;27894
2;27894;23;30;25;24;3;10;7;21;4;12;9;20;17;27;32;28;15;1;19;16;5;29;14;11;8;22;13;6;2;26;31;18
23;30;25;24;3;10;7;21;4;12;9;20;17;27;32;28;16;1;19;15;5;29;14;11;8;22;13;6;2;26;31;18;2;27934
2;27934;23;30;25;24;3;10;7;21;4;12;9;20;17;27;32;28;16;1;19;15;5;29;14;11;8;22;13;6;2;26;31;18
23;30;25;24;3;9;7;21;4;12;10;20;17;27;32;28;16;1;19;15;5;29;14;11;8;22;13;6;2;26;31;18;2;28034
2;28034;23;30;25;24;3;9;7;21;4;12;10;20;17;27;32;28;16;1;19;15;5;29;14;11;8;22;13;6;2;26;31;18
23;30;25;24;3;9;7;21;4;12;10;20;17;27;32;28;18;1;19;15;5;29;14;11;8;22;13;6;2;26;31;16;2;26642
2;26642;23;30;25;24;3;9;7;21;4;12;10;20;17;27;32;28;18;1;19;15;5;29;14;11;8;22;13;6;2;26;31;16
23;30;12;24;3;9;7;21;4;25;10;20;17;27;32;28;18;1;19;15;5;29;14;11;8;22;13;6;2;26;31;16;2;27178
2;27178;23;30;12;24;3;9;7;21;4;25;10;20;17;27;32;28;18;1;19;15;5;29;14;11;8;22;13;6;2;26;31;16
3;30;12;24;23;9;7;21;4;25;10;20;17;27;32;28;18;1;19;15;5;29;14;11;8;22;13;6;2;26;31;16;2;26808
2;26808;3;30;12;24;23;9;7;21;4;25;10;20;17;27;32;28;18;1;19;15;5;29;14;11;8;22;13;6;2;26;31;16
3;30;12;24;23;9;7;21;4;25;10;20;17;27;32;28;18;1;19;31;5;29;14;11;8;22;13;6;2;26;15;16;2;26992
2;26992;3;30;12;24;23;9;7;21;4;25;10;20;17;27;32;28;18;1;19;31;5;29;14;11;8;22;13;6;2;26;15;16
3;30;12;5;23;9;7;21;4;25;10;20;17;27;32;28;18;1;19;31;24;29;14;11;8;22;13;6;2;26;15;16;2;28300
2;28300;3;30;12;5;23;9;7;21;4;25;10;20;17;27;32;28;18;1;19;31;24;29;14;11;8;22;13;6;2;26;15;16
3;30;12;5;23;9;7;21;4;25;10;20;17;26;32;28;18;1;19;31;24;29;14;11;8;22;13;6;2;27;15;16;2;28140
2;28140;3;30;12;5;23;9;7;21;4;25;10;20;17;26;32;28;18;1;19;31;24;29;14;11;8;22;13;6;2;27;15;16
3;30;12;5;23;9;7;21;4;25;16;20;17;26;32;28;18;1;19;31;24;29;14;11;8;22;13;6;2;27;15;10;2;28980
2;28980;3;30;12;5;23;9;7;21;4;25;16;20;17;26;32;28;18;1;19;31;24;29;14;11;8;22;13;6;2;27;15;10
3;30;12;5;23;9;7;21;4;25;16;20;17;26;14;28;18;1;19;31;24;29;32;11;8;22;13;6;2;27;15;10;2;28660
2;28660;3;30;12;5;23;9;7;21;4;25;16;20;17;26;14;28;18;1;19;31;24;29;32;11;8;22;13;6;2;27;15;10
3;30;12;5;23;9;7;21;4;25;32;20;17;26;14;28;18;1;19;31;24;29;16;11;8;22;13;6;2;27;15;10;2;28246
2;28246;3;30;12;5;23;9;7;21;4;25;32;20;17;26;14;28;18;1;19;31;24;29;16;11;8;22;13;6;2;27;15;10
3;30;12;5;23;9;29;21;4;25;32;20;17;26;14;28;18;1;19;31;24;7;16;11;8;22;13;6;2;27;15;10;2;27766
2;27766;3;30;12;5;23;9;29;21;4;25;32;20;17;26;14;28;18;1;19;31;24;7;16;11;8;22;13;6;2;27;15;10
3;2;12;5;23;9;29;21;4;25;32;20;17;26;14;28;18;1;19;31;24;7;16;11;8;22;13;6;30;27;15;10;2;27974
2;27974;3;2;12;5;23;9;29;21;4;25;32;20;17;26;14;28;18;1;19;31;24;7;16;11;8;22;13;6;30;27;15;10
3;2;12;5;23;9;29;21;19;25;32;20;17;26;14;28;18;1;4;31;24;7;16;11;8;22;13;6;30;27;15;10;2;27340
2;27340;3;2;12;5;23;9;29;21;19;25;32;20;17;26;14;28;18;1;4;31;24;7;16;11;8;22;13;6;30;27;15;10
3;2;12;5;23;9;29;21;19;14;32;20;17;26;25;28;18;1;4;31;24;7;16;11;8;22;13;6;30;27;15;10;2;27244
2;27244;3;2;12;5;23;9;29;21;19;14;32;20;17;26;25;28;18;1;4;31;24;7;16;11;8;22;13;6;30;27;15;10
3;2;12;5;23;9;29;21;31;14;32;20;17;26;25;28;18;1;4;19;24;7;16;11;8;22;13;6;30;27;15;10;2;27504
2;27504;3;2;12;5;23;9;29;21;31;14;32;20;17;26;25;28;18;1;4;19;24;7;16;11;8;22;13;6;30;27;15;10
3;2;12;5;23;9;29;21;31;14;32;20;17;26;25;28;18;1;4;6;24;7;16;11;8;22;13;19;30;27;15;10;2;27488
3;27488;3;2;12;5;23;9;29;21;31;14;32;20;17;26;25;28;18;1;4;6;24;7;16;11;8;22;13;19;30;27;15;10
3;2;12;5;23;9;29;21;31;14;32;20;17;26;25;28;18;1;4;6;24;7;16;11;8;13;22;19;30;27;15;10;3;28528
3;27488;3;2;12;5;23;9;29;21;31;14;32;20;17;26;25;28;18;1;4;6;24;7;16;11;8;22;13;19;30;27;15;10
3;2;12;5;23;9;29;21;31;14;32;20;17;26;25;28;18;1;4;6;24;19;16;11;8;22;13;7;30;27;15;10;3;27622
3;27622;3;2;12;5;23;9;29;21;31;14;32;20;17;26;25;28;18;1;4;6;24;19;16;11;8;22;13;7;30;27;15;10
3;2;12;5;23;9;29;21;31;14;32;20;17;26;25;28;18;19;4;6;24;1;16;11;8;22;13;7;30;27;15;10;3;27730
3;27730;3;2;12;5;23;9;29;21;31;14;32;20;17;26;25;28;18;19;4;6;24;1;16;11;8;22;13;7;30;27;15;10
3;2;12;5;23;9;29;21;31;14;32;20;17;26;25;28;18;19;4;6;24;1;16;11;15;22;13;7;30;27;8;10;3;27810
3;27810;3;2;12;5;23;9;29;21;31;14;32;20;17;26;25;28;18;19;4;6;24;1;16;11;15;22;13;7;30;27;8;10
3;2;12;5;23;9;29;21;31;14;32;20;17;26;25;10;18;19;4;6;24;1;16;11;15;22;13;7;30;27;8;28;3;27550
3;27550;3;2;12;5;23;9;29;21;31;14;32;20;17;26;25;10;18;19;4;6;24;1;16;11;15;22;13;7;30;27;8;28
3;2;12;5;23;9;29;21;31;14;32;6;17;26;25;10;18;19;4;20;24;1;16;11;15;22;13;7;30;27;8;28;3;27662
3;27662;3;2;12;5;23;9;29;21;31;14;32;6;17;26;25;10;18;19;4;20;24;1;16;11;15;22;13;7;30;27;8;28
3;4;12;5;23;9;29;21;31;14;32;6;17;26;25;10;18;19;2;20;24;1;16;11;15;22;13;7;30;27;8;28;3;28182
3;28182;3;4;12;5;23;9;29;21;31;14;32;6;17;26;25;10;18;19;2;20;24;1;16;11;15;22;13;7;30;27;8;28
3;4;12;15;23;9;29;21;31;14;32;6;17;26;25;10;18;19;2;20;24;1;16;11;5;22;13;7;30;27;8;28;3;28502
3;28502;3;4;12;15;23;9;29;21;31;14;32;6;17;26;25;10;18;19;2;20;24;1;16;11;5;22;13;7;30;27;8;28
3;4;12;15;23;9;29;21;31;14;32;6;17;26;25;10;18;19;2;20;24;1;16;11;5;22;13;7;30;8;27;28;3;28686
3;28686;3;4;12;15;23;9;29;21;31;14;32;6;17;26;25;10;18;19;2;20;24;1;16;11;5;22;13;7;30;8;27;28
3;4;12;15;23;9;29;21;27;14;32;6;17;26;25;10;18;19;2;20;24;1;16;11;5;22;13;7;30;8;31;28;3;28466
3;28466;3;4;12;15;23;9;29;21;27;14;32;6;17;26;25;10;18;19;2;20;24;1;16;11;5;22;13;7;30;8;31;28
3;4;12;15;7;9;29;21;27;14;32;6;17;26;25;10;18;19;2;20;24;1;16;11;5;22;13;23;30;8;31;28;3;28328
3;28328;3;4;12;15;7;9;29;21;27;14;32;6;17;26;25;10;18;19;2;20;24;1;16;11;5;22;13;23;30;8;31;28
3;4;12;15;7;9;29;19;27;14;32;6;17;26;25;10;18;21;2;20;24;1;16;11;5;22;13;23;30;8;31;28;3;27588
3;27588;3;4;12;15;7;9;29;19;27;14;32;6;17;26;25;10;18;21;2;20;24;1;16;11;5;22;13;23;30;8;31;28
3;4;12;15;7;9;29;19;27;14;32;25;17;26;6;10;18;21;2;20;24;1;16;11;5;22;13;23;30;8;31;28;3;27238
3;27238;3;4;12;15;7;9;29;19;27;14;32;25;17;26;6;10;18;21;2;20;24;1;16;11;5;22;13;23;30;8;31;28
3;4;12;15;7;9;29;19;27;14;32;25;17;28;6;10;18;21;2;20;24;1;16;11;5;22;13;23;30;8;31;26;3;27718
3;27718;3;4;12;15;7;9;29;19;27;14;32;25;17;28;6;10;18;21;2;20;24;1;16;11;5;22;13;23;30;8;31;26
3;4;12;15;8;9;29;19;27;14;32;25;17;28;6;10;18;21;2;20;24;1;16;11;5;22;13;23;30;7;31;26;3;27938
3;27938;3;4;12;15;8;9;29;19;27;14;32;25;17;28;6;10;18;21;2;20;24;1;16;11;5;22;13;23;30;7;31;26
3;4;12;15;8;9;29;19;27;14;32;25;30;28;6;10;18;21;2;20;24;1;16;11;5;22;13;23;17;7;31;26;3;27498
3;27498;3;4;12;15;8;9;29;19;27;14;32;25;30;28;6;10;18;21;2;20;24;1;16;11;5;22;13;23;17;7;31;26
3;4;12;15;8;9;29;19;1;14;32;25;30;28;6;10;18;21;2;20;24;27;16;11;5;22;13;23;17;7;31;26;3;27502
3;27502;3;4;12;15;8;9;29;19;1;14;32;25;30;28;6;10;18;21;2;20;24;27;16;11;5;22;13;23;17;7;31;26
3;4;12;15;8;9;29;24;1;14;32;25;30;28;6;10;18;21;2;20;19;27;16;11;5;22;13;23;17;7;31;26;3;27622
3;27622;3;4;12;15;8;9;29;24;1;14;32;25;30;28;6;10;18;21;2;20;19;27;16;11;5;22;13;23;17;7;31;26
3;4;12;15;8;9;29;24;1;14;32;25;30;28;6;21;18;10;2;20;19;27;16;11;5;22;13;23;17;7;31;26;3;28264
3;28264;3;4;12;15;8;9;29;24;1;14;32;25;30;28;6;21;18;10;2;20;19;27;16;11;5;22;13;23;17;7;31;26
3;4;12;15;8;9;29;24;1;14;32;25;30;28;6;21;18;10;2;20;19;27;16;11;5;13;22;23;17;7;31;26;3;28504
4;28504;3;4;12;15;8;9;29;24;1;14;32;25;30;28;6;21;18;10;2;20;19;27;16;11;5;13;22;23;17;7;31;26
3;4;12;15;8;9;29;24;1;14;31;25;30;28;6;21;18;10;2;20;19;27;16;11;5;13;22;23;17;7;32;26;4;28064
4;28064;3;4;12;15;8;9;29;24;1;14;31;25;30;28;6;21;18;10;2;20;19;27;16;11;5;13;22;23;17;7;32;26
3;4;12;15;20;9;29;24;1;14;31;25;30;28;6;21;18;10;2;8;19;27;16;11;5;13;22;23;17;7;32;26;4;28370
4;28370;3;4;12;15;20;9;29;24;1;14;31;25;30;28;6;21;18;10;2;8;19;27;16;11;5;13;22;23;17;7;32;26
3;12;4;15;20;9;29;24;1;14;31;25;30;28;6;21;18;10;2;8;19;27;16;11;5;13;22;23;17;7;32;26;4;28370
4;28370;3;12;4;15;20;9;29;24;1;14;31;25;30;28;6;21;18;10;2;8;19;27;16;11;5;13;22;23;17;7;32;26
3;12;4;15;20;9;29;24;1;14;31;25;30;28;6;32;18;10;2;8;19;27;16;11;5;13;22;23;17;7;21;26;4;28490
4;28490;3;12;4;15;20;9;29;24;1;14;31;25;30;28;6;32;18;10;2;8;19;27;16;11;5;13;22;23;17;7;21;26
3;12;4;15;20;9;29;24;1;14;31;25;30;28;6;32;18;10;2;8;13;27;16;11;5;19;22;23;17;7;21;26;4;28528
4;28528;3;12;4;15;20;9;29;24;1;14;31;25;30;28;6;32;18;10;2;8;13;27;16;11;5;19;22;23;17;7;21;26
3;12;4;15;20;9;29;24;1;14;31;25;30;28;32;6;18;10;2;8;13;27;16;11;5;19;22;23;17;7;21;26;4;28226
4;28226;3;12;4;15;20;9;29;24;1;14;31;25;30;28;32;6;18;10;2;8;13;27;16;11;5;19;22;23;17;7;21;26
3;12;4;15;20;9;29;24;1;14;31;7;30;28;32;6;18;10;2;8;13;27;16;11;5;19;22;23;17;25;21;26;4;27842
4;27842;3;12;4;15;20;9;29;24;1;14;31;7;30;28;32;6;18;10;2;8;13;27;16;11;5;19;22;23;17;25;21;26
3;12;4;15;20;9;29;24;1;14;31;7;30;28;32;6;18;10;2;27;13;8;16;11;5;19;22;23;17;25;21;26;4;27640
4;27640;3;12;4;15;20;9;29;24;1;14;31;7;30;28;32;6;18;10;2;27;13;8;16;11;5;19;22;23;17;25;21;26
3;12;4;15;20;9;29;24;1;14;31;7;19;28;32;6;18;10;2;27;13;8;16;11;5;30;22;23;17;25;21;26;4;27680
4;27680;3;12;4;15;20;9;29;24;1;14;31;7;19;28;32;6;18;10;2;27;13;8;16;11;5;30;22;23;17;25;21;26
3;12;4;15;20;9;29;24;1;14;31;7;30;28;32;6;18;10;2;27;13;8;16;11;5;19;22;23;17;25;21;26;4;27640
4;27640;3;12;4;15;20;9;29;24;1;14;31;7;30;28;32;6;18;10;2;27;13;8;16;11;5;19;22;23;17;25;21;26
19;12;4;15;20;9;29;24;1;14;31;7;30;28;32;6;18;10;2;27;13;8;16;11;5;3;22;23;17;25;21;26;4;27732
4;27732;19;12;4;15;20;9;29;24;1;14;31;7;30;28;32;6;18;10;2;27;13;8;16;11;5;3;22;23;17;25;21;26
19;12;4;15;20;9;29;24;1;14;31;7;30;5;32;6;18;10;2;27;13;8;16;11;28;3;22;23;17;25;21;26;4;27876
4;27876;19;12;4;15;20;9;29;24;1;14;31;7;30;5;32;6;18;10;2;27;13;8;16;11;28;3;22;23;17;25;21;26
19;12;4;15;20;9;29;24;5;14;31;7;30;1;32;6;18;10;2;27;13;8;16;11;28;3;22;23;17;25;21;26;4;27816
4;27816;19;12;4;15;20;9;29;24;5;14;31;7;30;1;32;6;18;10;2;27;13;8;16;11;28;3;22;23;17;25;21;26
19;12;4;15;20;9;29;24;5;14;31;7;30;1;32;6;18;10;2;27;13;8;16;11;28;22;3;23;17;25;21;26;4;27632
4;27632;19;12;4;15;20;9;29;24;5;14;31;7;30;1;32;6;18;10;2;27;13;8;16;11;28;22;3;23;17;25;21;26
19;12;4;15;27;9;29;24;5;14;31;7;30;1;32;6;18;10;2;20;13;8;16;11;28;22;3;23;17;25;21;26;4;27412
4;27412;19;12;4;15;27;9;29;24;5;14;31;7;30;1;32;6;18;10;2;20;13;8;16;11;28;22;3;23;17;25;21;26
19;12;4;15;27;9;29;24;5;14;31;7;30;1;32;6;18;10;2;20;13;8;16;11;28;22;3;26;17;25;21;23;4;27092
4;27092;19;12;4;15;27;9;29;24;5;14;31;7;30;1;32;6;18;10;2;20;13;8;16;11;28;22;3;26;17;25;21;23
19;12;4;15;27;9;29;24;5;14;31;7;30;1;32;6;18;10;22;20;13;8;16;11;28;2;3;26;17;25;21;23;4;27440
4;27440;19;12;4;15;27;9;29;24;5;14;31;7;30;1;32;6;18;10;22;20;13;8;16;11;28;2;3;26;17;25;21;23
19;12;4;15;27;9;29;24;5;14;31;20;30;1;32;6;18;10;22;7;13;8;16;11;28;2;3;26;17;25;21;23;4;27544
4;27544;19;12;4;15;27;9;29;24;5;14;31;20;30;1;32;6;18;10;22;7;13;8;16;11;28;2;3;26;17;25;21;23
11;12;4;15;27;9;29;24;5;14;31;20;30;1;32;6;18;10;22;7;13;8;16;19;28;2;3;26;17;25;21;23;4;26832
4;26832;11;12;4;15;27;9;29;24;5;14;31;20;30;1;32;6;18;10;22;7;13;8;16;19;28;2;3;26;17;25;21;23
11;12;4;15;27;9;29;24;5;14;31;20;30;1;32;6;18;10;22;7;13;8;26;19;28;2;3;16;17;25;21;23;4;26710
5;26710;11;12;4;15;27;9;29;24;5;14;31;20;30;1;32;6;18;10;22;7;13;8;26;19;28;2;3;16;17;25;21;23
11;9;4;15;27;12;29;24;5;14;31;20;30;1;32;6;18;10;22;7;13;8;26;19;28;2;3;16;17;25;21;23;5;26550
5;26550;11;9;4;15;27;12;29;24;5;14;31;20;30;1;32;6;18;10;22;7;13;8;26;19;28;2;3;16;17;25;21;23
11;9;4;15;27;12;13;24;5;14;31;20;30;1;32;6;18;10;22;7;29;8;26;19;28;2;3;16;17;25;21;23;5;26182
5;26182;11;9;4;15;27;12;13;24;5;14;31;20;30;1;32;6;18;10;22;7;29;8;26;19;28;2;3;16;17;25;21;23
11;9;4;15;27;12;13;24;5;14;31;20;30;1;32;6;18;10;22;7;29;8;26;19;28;2;3;21;17;25;16;23;5;26450
5;26450;11;9;4;15;27;12;13;24;5;14;31;20;30;1;32;6;18;10;22;7;29;8;26;19;28;2;3;21;17;25;16;23
11;9;4;15;27;12;13;24;5;14;31;18;30;1;32;6;20;10;22;7;29;8;26;19;28;2;3;21;17;25;16;23;5;26730
5;26730;11;9;4;15;27;12;13;24;5;14;31;18;30;1;32;6;20;10;22;7;29;8;26;19;28;2;3;21;17;25;16;23
11;9;4;32;27;12;13;24;5;14;31;18;30;1;15;6;20;10;22;7;29;8;26;19;28;2;3;21;17;25;16;23;5;27022
5;27022;11;9;4;32;27;12;13;24;5;14;31;18;30;1;15;6;20;10;22;7;29;8;26;19;28;2;3;21;17;25;16;23
11;9;4;32;27;12;13;24;6;14;31;18;30;1;15;5;20;10;22;7;29;8;26;19;28;2;3;21;17;25;16;23;5;27442
5;27442;11;9;4;32;27;12;13;24;6;14;31;18;30;1;15;5;20;10;22;7;29;8;26;19;28;2;3;21;17;25;16;23
11;9;4;32;30;12;13;24;6;14;31;18;27;1;15;5;20;10;22;7;29;8;26;19;28;2;3;21;17;25;16;23;5;27882
5;27882;11;9;4;32;30;12;13;24;6;14;31;18;27;1;15;5;20;10;22;7;29;8;26;19;28;2;3;21;17;25;16;23
11;9;4;32;30;12;15;24;6;14;31;18;27;1;13;5;20;10;22;7;29;8;26;19;28;2;3;21;17;25;16;23;5;27602
5;27602;11;9;4;32;30;12;15;24;6;14;31;18;27;1;13;5;20;10;22;7;29;8;26;19;28;2;3;21;17;25;16;23
11;9;14;32;30;12;15;24;6;4;31;18;27;1;13;5;20;10;22;7;29;8;26;19;28;2;3;21;17;25;16;23;5;27602
5;27602;11;9;14;32;30;12;15;24;6;4;31;18;27;1;13;5;20;10;22;7;29;8;26;19;28;2;3;21;17;25;16;23
11;9;14;32;30;12;15;24;6;4;31;18;27;1;13;5;26;10;22;7;29;8;20;19;28;2;3;21;17;25;16;23;5;26482
5;26482;11;9;14;32;30;12;15;24;6;4;31;18;27;1;13;5;26;10;22;7;29;8;20;19;28;2;3;21;17;25;16;23
11;9;14;32;30;12;15;24;6;4;13;18;27;1;31;5;26;10;22;7;29;8;20;19;28;2;3;21;17;25;16;23;5;26716
5;26716;11;9;14;32;30;12;15;24;6;4;13;18;27;1;31;5;26;10;22;7;29;8;20;19;28;2;3;21;17;25;16;23
11;9;2;32;30;12;15;24;6;4;13;18;27;1;31;5;26;10;22;7;29;8;20;19;28;14;3;21;17;25;16;23;5;26176
5;26176;11;9;2;32;30;12;15;24;6;4;13;18;27;1;31;5;26;10;22;7;29;8;20;19;28;14;3;21;17;25;16;23
11;9;2;32;23;12;15;24;6;4;13;18;27;1;31;5;26;10;22;7;29;8;20;19;28;14;3;21;17;25;16;30;5;26116
5;26116;11;9;2;32;23;12;15;24;6;4;13;18;27;1;31;5;26;10;22;7;29;8;20;19;28;14;3;21;17;25;16;30
11;9;2;32;23;12;15;24;6;4;3;18;27;1;31;5;26;10;22;7;29;8;20;19;28;14;13;21;17;25;16;30;5;25876
5;25876;11;9;2;32;23;12;15;24;6;4;3;18;27;1;31;5;26;10;22;7;29;8;20;19;28;14;13;21;17;25;16;30
11;9;2;32;23;12;15;24;16;4;3;18;27;1;31;5;26;10;22;7;29;8;20;19;28;14;13;21;17;25;6;30;5;26116
5;26116;11;9;2;32;23;12;15;24;16;4;3;18;27;1;31;5;26;10;22;7;29;8;20;19;28;14;13;21;17;25;6;30
6;9;2;32;23;12;15;24;16;4;3;18;27;1;31;5;26;10;22;7;29;8;20;19;28;14;13;21;17;25;11;30;5;26196
5;26196;6;9;2;32;23;12;15;24;16;4;3;18;27;1;31;5;26;10;22;7;29;8;20;19;28;14;13;21;17;25;11;30
6;20;2;32;23;12;15;24;16;4;3;18;27;1;31;5;26;10;22;7;29;8;9;19;28;14;13;21;17;25;11;30;5;26828
5;26828;6;20;2;32;23;12;15;24;16;4;3;18;27;1;31;5;26;10;22;7;29;8;9;19;28;14;13;21;17;25;11;30
16;20;2;32;23;12;15;24;6;4;3;18;27;1;31;5;26;10;22;7;29;8;9;19;28;14;13;21;17;25;11;30;5;27308
5;27308;16;20;2;32;23;12;15;24;6;4;3;18;27;1;31;5;26;10;22;7;29;8;9;19;28;14;13;21;17;25;11;30
16;20;2;32;23;12;15;24;6;4;3;18;27;1;31;5;26;10;22;7;29;8;28;19;9;14;13;21;17;25;11;30;5;26742
