"X1";"X35474";"X3";"X10";"X11";"X9";"X4";"X6";"X12";"X7";"X5";"X1.1";"X8";"X2"
7;2;5;3;1;9;11;8;12;4;10;6;3;29912
3;29912;7;2;5;3;1;9;11;8;12;4;10;6
2;7;5;3;1;9;11;8;12;4;10;6;3;34624
3;34624;2;7;5;3;1;9;11;8;12;4;10;6
2;7;5;3;10;9;11;8;12;4;1;6;3;35834
3;35834;2;7;5;3;10;9;11;8;12;4;1;6
2;7;5;10;3;9;11;8;12;4;1;6;3;36994
3;36994;2;7;5;10;3;9;11;8;12;4;1;6
2;12;5;10;3;9;11;8;7;4;1;6;3;32738
3;32738;2;12;5;10;3;9;11;8;7;4;1;6
2;12;5;10;3;9;8;11;7;4;1;6;3;38594
3;38594;2;12;5;10;3;9;8;11;7;4;1;6
1;12;5;10;3;9;8;11;7;4;2;6;3;46936
3;38594;2;12;5;10;3;9;8;11;7;4;1;6
9;12;5;10;3;2;8;11;7;4;1;6;3;38868
3;38868;9;12;5;10;3;2;8;11;7;4;1;6
9;12;5;1;3;2;8;11;7;4;10;6;3;39674
3;39674;9;12;5;1;3;2;8;11;7;4;10;6
9;6;5;1;3;2;8;11;7;4;10;12;3;49848
3;49848;9;6;5;1;3;2;8;11;7;4;10;12
9;6;2;1;3;5;8;11;7;4;10;12;3;54950
3;54950;9;6;2;1;3;5;8;11;7;4;10;12
9;3;2;1;6;5;8;11;7;4;10;12;3;48360
3;48360;9;3;2;1;6;5;8;11;7;4;10;12
9;3;11;1;6;5;8;2;7;4;10;12;3;38828
3;38828;9;3;11;1;6;5;8;2;7;4;10;12
9;3;11;1;5;6;8;2;7;4;10;12;3;57590
3;57590;9;3;11;1;5;6;8;2;7;4;10;12
9;3;11;1;10;6;8;2;7;4;5;12;3;56210
3;56210;9;3;11;1;10;6;8;2;7;4;5;12
9;6;11;1;10;3;8;2;7;4;5;12;3;50554
3;50554;9;6;11;1;10;3;8;2;7;4;5;12
9;12;11;1;10;3;8;2;7;4;5;6;3;38268
4;38268;9;12;11;1;10;3;8;2;7;4;5;6
10;12;11;1;9;3;8;2;7;4;5;6;4;45576
4;45576;10;12;11;1;9;3;8;2;7;4;5;6
3;12;11;1;9;10;8;2;7;4;5;6;4;47202
4;47202;3;12;11;1;9;10;8;2;7;4;5;6
3;12;11;1;9;10;8;4;7;2;5;6;4;50254
4;50254;3;12;11;1;9;10;8;4;7;2;5;6
5;12;11;1;9;10;8;4;7;2;3;6;4;55520
4;55520;5;12;11;1;9;10;8;4;7;2;3;6
11;12;5;1;9;10;8;4;7;2;3;6;4;42828
4;42828;11;12;5;1;9;10;8;4;7;2;3;6
11;12;5;9;1;10;8;4;7;2;3;6;4;43108
4;43108;11;12;5;9;1;10;8;4;7;2;3;6
11;12;5;3;1;10;8;4;7;2;9;6;4;42464
4;42464;11;12;5;3;1;10;8;4;7;2;9;6
11;12;5;3;1;10;7;4;8;2;9;6;4;41740
4;41740;11;12;5;3;1;10;7;4;8;2;9;6
11;12;5;10;1;3;7;4;8;2;9;6;4;38536
4;38536;11;12;5;10;1;3;7;4;8;2;9;6
11;7;5;10;1;3;12;4;8;2;9;6;4;48188
4;48188;11;7;5;10;1;3;12;4;8;2;9;6
11;7;5;10;1;3;12;4;8;6;9;2;4;43772
4;43772;11;7;5;10;1;3;12;4;8;6;9;2
11;7;3;10;1;5;12;4;8;6;9;2;4;32370
4;32370;11;7;3;10;1;5;12;4;8;6;9;2
11;7;3;2;1;5;12;4;8;6;9;10;4;32488
4;32488;11;7;3;2;1;5;12;4;8;6;9;10
5;7;3;2;1;11;12;4;8;6;9;10;4;33000
4;33000;5;7;3;2;1;11;12;4;8;6;9;10
5;7;3;2;1;10;12;4;8;6;9;11;4;21078
4;21078;5;7;3;2;1;10;12;4;8;6;9;11
5;12;3;2;1;10;7;4;8;6;9;11;4;46798
4;46798;5;12;3;2;1;10;7;4;8;6;9;11
5;12;3;4;1;10;7;2;8;6;9;11;4;57432
4;57432;5;12;3;4;1;10;7;2;8;6;9;11
5;12;3;4;1;9;7;2;8;6;10;11;4;46312
4;46312;5;12;3;4;1;9;7;2;8;6;10;11
5;12;3;4;1;6;7;2;8;9;10;11;4;44980
4;44980;5;12;3;4;1;6;7;2;8;9;10;11
5;12;3;4;9;6;7;2;8;1;10;11;4;47152
5;47152;5;12;3;4;9;6;7;2;8;1;10;11
5;12;3;4;9;6;7;2;8;1;11;10;5;45180
5;45180;5;12;3;4;9;6;7;2;8;1;11;10
5;12;3;9;4;6;7;2;8;1;11;10;5;45860
5;45860;5;12;3;9;4;6;7;2;8;1;11;10
5;12;3;9;4;6;7;10;8;1;11;2;5;43234
5;43234;5;12;3;9;4;6;7;10;8;1;11;2
5;3;12;9;4;6;7;10;8;1;11;2;5;43470
5;43470;5;3;12;9;4;6;7;10;8;1;11;2
5;3;12;9;4;6;7;11;8;1;10;2;5;46688
5;46688;5;3;12;9;4;6;7;11;8;1;10;2
5;3;2;9;4;6;7;11;8;1;10;12;5;52922
5;52922;5;3;2;9;4;6;7;11;8;1;10;12
5;3;2;11;4;6;7;9;8;1;10;12;5;54584
5;54584;5;3;2;11;4;6;7;9;8;1;10;12
5;1;2;11;4;6;7;9;8;3;10;12;5;54716
5;54716;5;1;2;11;4;6;7;9;8;3;10;12
5;1;12;11;4;6;7;9;8;3;10;2;5;55476
5;55476;5;1;12;11;4;6;7;9;8;3;10;2
5;1;12;11;4;6;7;9;10;3;8;2;5;55474
5;55474;5;1;12;11;4;6;7;9;10;3;8;2
5;1;12;11;4;2;7;9;10;3;8;6;5;50894
5;50894;5;1;12;11;4;2;7;9;10;3;8;6
5;1;12;11;4;2;7;8;10;3;9;6;5;54838
5;54838;5;1;12;11;4;2;7;8;10;3;9;6
5;1;7;11;4;2;12;8;10;3;9;6;5;53514
5;53514;5;1;7;11;4;2;12;8;10;3;9;6
5;1;7;10;4;2;12;8;11;3;9;6;5;52640
5;52640;5;1;7;10;4;2;12;8;11;3;9;6
5;1;7;10;6;2;12;8;11;3;9;4;5;44522
5;44522;5;1;7;10;6;2;12;8;11;3;9;4
5;1;7;10;6;12;2;8;11;3;9;4;5;54420
5;54420;5;1;7;10;6;12;2;8;11;3;9;4
5;1;7;10;6;12;2;8;11;4;9;3;5;49428
5;49428;5;1;7;10;6;12;2;8;11;4;9;3
3;1;7;10;6;12;2;8;11;4;9;5;5;59824
5;59824;3;1;7;10;6;12;2;8;11;4;9;5
3;1;7;10;6;12;2;9;11;4;8;5;5;56320
5;56320;3;1;7;10;6;12;2;9;11;4;8;5
3;1;7;8;6;12;2;9;11;4;10;5;5;59740
6;59740;3;1;7;8;6;12;2;9;11;4;10;5
3;1;7;8;9;12;2;6;11;4;10;5;6;54484
6;54484;3;1;7;8;9;12;2;6;11;4;10;5
3;1;7;8;9;12;2;6;11;4;5;10;6;47384
6;47384;3;1;7;8;9;12;2;6;11;4;5;10
3;1;7;8;9;12;2;4;11;6;5;10;6;46228
6;46228;3;1;7;8;9;12;2;4;11;6;5;10
3;1;7;8;2;12;9;4;11;6;5;10;6;46832
6;46832;3;1;7;8;2;12;9;4;11;6;5;10
8;1;7;3;2;12;9;4;11;6;5;10;6;44162
6;44162;8;1;7;3;2;12;9;4;11;6;5;10
8;1;7;3;9;12;2;4;11;6;5;10;6;40978
6;40978;8;1;7;3;9;12;2;4;11;6;5;10
8;1;12;3;9;7;2;4;11;6;5;10;6;27418
6;27418;8;1;12;3;9;7;2;4;11;6;5;10
8;1;12;10;9;7;2;4;11;6;5;3;6;28116
6;28116;8;1;12;10;9;7;2;4;11;6;5;3
8;1;12;10;9;6;2;4;11;7;5;3;6;42734
6;28116;8;1;12;10;9;7;2;4;11;6;5;3
6;1;12;10;9;7;2;4;11;8;5;3;6;38534
6;38534;6;1;12;10;9;7;2;4;11;8;5;3
6;8;12;10;9;7;2;4;11;1;5;3;6;44922
6;38534;6;1;12;10;9;7;2;4;11;8;5;3
5;1;12;10;9;7;2;4;11;8;6;3;6;38264
6;38264;5;1;12;10;9;7;2;4;11;8;6;3
5;1;12;10;9;7;2;4;11;6;8;3;6;36052
6;36052;5;1;12;10;9;7;2;4;11;6;8;3
5;1;12;10;9;7;2;8;11;6;4;3;6;47222
6;36052;5;1;12;10;9;7;2;4;11;6;8;3
5;12;1;10;9;7;2;4;11;6;8;3;6;41812
6;41812;5;12;1;10;9;7;2;4;11;6;8;3
5;12;1;10;4;7;2;9;11;6;8;3;6;49962
6;49962;5;12;1;10;4;7;2;9;11;6;8;3
5;12;7;10;4;1;2;9;11;6;8;3;6;57350
6;57350;5;12;7;10;4;1;2;9;11;6;8;3
5;12;7;10;4;1;8;9;11;6;2;3;6;63818
6;63818;5;12;7;10;4;1;8;9;11;6;2;3
5;12;7;10;11;1;8;9;4;6;2;3;6;53658
6;53658;5;12;7;10;11;1;8;9;4;6;2;3
5;3;7;10;11;1;8;9;4;6;2;12;6;29900
7;29900;5;3;7;10;11;1;8;9;4;6;2;12
5;3;7;6;11;1;8;9;4;10;2;12;7;40948
7;40948;5;3;7;6;11;1;8;9;4;10;2;12
9;3;7;6;11;1;8;5;4;10;2;12;7;43720
7;43720;9;3;7;6;11;1;8;5;4;10;2;12
9;3;7;1;11;6;8;5;4;10;2;12;7;53146
7;53146;9;3;7;1;11;6;8;5;4;10;2;12
9;3;7;1;11;10;8;5;4;6;2;12;7;52250
7;52250;9;3;7;1;11;10;8;5;4;6;2;12
9;3;7;1;11;8;10;5;4;6;2;12;7;49370
7;49370;9;3;7;1;11;8;10;5;4;6;2;12
9;3;12;1;11;8;10;5;4;6;2;7;7;60090
7;49370;9;3;7;1;11;8;10;5;4;6;2;12
9;3;5;1;11;8;10;7;4;6;2;12;7;56594
7;56594;9;3;5;1;11;8;10;7;4;6;2;12
9;3;5;2;11;8;10;7;4;6;1;12;7;54048
7;54048;9;3;5;2;11;8;10;7;4;6;1;12
10;3;5;2;11;8;9;7;4;6;1;12;7;57608
7;57608;10;3;5;2;11;8;9;7;4;6;1;12
6;3;5;2;11;8;9;7;4;10;1;12;7;47200
7;47200;6;3;5;2;11;8;9;7;4;10;1;12
6;8;5;2;11;3;9;7;4;10;1;12;7;39602
7;39602;6;8;5;2;11;3;9;7;4;10;1;12
6;2;5;8;11;3;9;7;4;10;1;12;7;41236
7;41236;6;2;5;8;11;3;9;7;4;10;1;12
6;2;5;8;3;11;9;7;4;10;1;12;7;50728
7;50728;6;2;5;8;3;11;9;7;4;10;1;12
6;2;1;8;3;11;9;7;4;10;5;12;7;55058
7;55058;6;2;1;8;3;11;9;7;4;10;5;12
2;6;1;8;3;11;9;7;4;10;5;12;7;39428
7;39428;2;6;1;8;3;11;9;7;4;10;5;12
2;6;8;1;3;11;9;7;4;10;5;12;7;38884
7;38884;2;6;8;1;3;11;9;7;4;10;5;12
2;6;8;1;3;11;9;4;7;10;5;12;7;39484
7;39484;2;6;8;1;3;11;9;4;7;10;5;12
2;6;8;3;1;11;9;4;7;10;5;12;7;38004
7;38004;2;6;8;3;1;11;9;4;7;10;5;12
2;6;8;3;11;1;9;4;7;10;5;12;7;54280
7;38004;2;6;8;3;1;11;9;4;7;10;5;12
2;12;8;3;1;11;9;4;7;10;5;6;7;34844
8;34844;2;12;8;3;1;11;9;4;7;10;5;6
2;12;10;3;1;11;9;4;7;8;5;6;8;33998
8;33998;2;12;10;3;1;11;9;4;7;8;5;6
2;12;1;3;10;11;9;4;7;8;5;6;8;34602
8;34602;2;12;1;3;10;11;9;4;7;8;5;6
2;12;1;5;10;11;9;4;7;8;3;6;8;38458
8;38458;2;12;1;5;10;11;9;4;7;8;3;6
2;12;1;5;10;11;9;6;7;8;3;4;8;41700
8;41700;2;12;1;5;10;11;9;6;7;8;3;4
2;12;1;5;10;11;8;6;7;9;3;4;8;35874
8;35874;2;12;1;5;10;11;8;6;7;9;3;4
2;9;1;5;10;11;8;6;7;12;3;4;8;42174
8;35874;2;12;1;5;10;11;8;6;7;9;3;4
2;5;1;12;10;11;8;6;7;9;3;4;8;40822
8;40822;2;5;1;12;10;11;8;6;7;9;3;4
2;12;1;5;10;11;8;6;7;9;3;4;8;35874
8;35874;2;12;1;5;10;11;8;6;7;9;3;4
2;12;1;5;10;11;8;6;4;9;3;7;8;33604
8;33604;2;12;1;5;10;11;8;6;4;9;3;7
2;3;1;5;10;11;8;6;4;9;12;7;8;50312
8;50312;2;3;1;5;10;11;8;6;4;9;12;7
10;3;1;5;2;11;8;6;4;9;12;7;8;44368
8;44368;10;3;1;5;2;11;8;6;4;9;12;7
10;2;1;5;3;11;8;6;4;9;12;7;8;47170
8;47170;10;2;1;5;3;11;8;6;4;9;12;7
10;3;1;5;2;11;8;6;4;9;12;7;8;44368
8;44368;10;3;1;5;2;11;8;6;4;9;12;7
10;3;9;5;2;11;8;6;4;1;12;7;8;49344
8;49344;10;3;9;5;2;11;8;6;4;1;12;7
10;3;9;5;2;11;4;6;8;1;12;7;8;48584
8;48584;10;3;9;5;2;11;4;6;8;1;12;7
10;3;2;5;9;11;4;6;8;1;12;7;8;50440
8;50440;10;3;2;5;9;11;4;6;8;1;12;7
10;3;2;5;9;11;6;4;8;1;12;7;8;42068
8;42068;10;3;2;5;9;11;6;4;8;1;12;7
10;3;6;5;9;11;2;4;8;1;12;7;8;41532
8;41532;10;3;6;5;9;11;2;4;8;1;12;7
10;3;6;5;9;11;4;2;8;1;12;7;8;42532
8;42532;10;3;6;5;9;11;4;2;8;1;12;7
10;3;11;5;9;6;4;2;8;1;12;7;8;54084
9;54084;10;3;11;5;9;6;4;2;8;1;12;7
10;3;11;5;9;6;4;2;7;1;12;8;9;53522
9;53522;10;3;11;5;9;6;4;2;7;1;12;8
4;3;11;5;9;6;10;2;7;1;12;8;9;47606
9;47606;4;3;11;5;9;6;10;2;7;1;12;8
4;3;11;5;9;6;10;7;2;1;12;8;9;41552
9;41552;4;3;11;5;9;6;10;7;2;1;12;8
4;3;6;5;9;11;10;7;2;1;12;8;9;33354
9;33354;4;3;6;5;9;11;10;7;2;1;12;8
4;3;6;5;9;11;10;2;7;1;12;8;9;37334
9;33354;4;3;6;5;9;11;10;7;2;1;12;8
4;8;6;5;9;11;10;7;2;1;12;3;9;31390
9;31390;4;8;6;5;9;11;10;7;2;1;12;3
4;8;5;6;9;11;10;7;2;1;12;3;9;24396
9;24396;4;8;5;6;9;11;10;7;2;1;12;3
4;11;5;6;9;8;10;7;2;1;12;3;9;29434
9;29434;4;11;5;6;9;8;10;7;2;1;12;3
4;11;12;6;9;8;10;7;2;1;5;3;9;37070
9;29434;4;11;5;6;9;8;10;7;2;1;12;3
4;11;5;6;9;8;10;1;2;7;12;3;9;31458
9;31458;4;11;5;6;9;8;10;1;2;7;12;3
4;11;5;6;9;8;7;1;2;10;12;3;9;32644
9;32644;4;11;5;6;9;8;7;1;2;10;12;3
4;11;5;6;9;8;7;3;2;10;12;1;9;36268
9;36268;4;11;5;6;9;8;7;3;2;10;12;1
4;11;8;6;9;5;7;3;2;10;12;1;9;39320
9;39320;4;11;8;6;9;5;7;3;2;10;12;1
4;11;8;6;9;5;7;3;1;10;12;2;9;44678
9;44678;4;11;8;6;9;5;7;3;1;10;12;2
4;11;8;6;9;5;7;3;12;10;1;2;9;44712
9;44712;4;11;8;6;9;5;7;3;12;10;1;2
9;11;8;6;4;5;7;3;12;10;1;2;9;40768
9;40768;9;11;8;6;4;5;7;3;12;10;1;2
9;4;8;6;11;5;7;3;12;10;1;2;9;56068
9;40768;9;11;8;6;4;5;7;3;12;10;1;2
9;11;8;6;4;5;7;3;12;1;10;2;9;38310
9;38310;9;11;8;6;4;5;7;3;12;1;10;2
9;11;8;4;6;5;7;3;12;1;10;2;9;38350
9;38350;9;11;8;4;6;5;7;3;12;1;10;2
9;11;10;4;6;5;7;3;12;1;8;2;9;34498
10;34498;9;11;10;4;6;5;7;3;12;1;8;2
9;11;10;4;6;5;3;7;12;1;8;2;10;26858
10;26858;9;11;10;4;6;5;3;7;12;1;8;2
9;4;10;11;6;5;3;7;12;1;8;2;10;42078
10;26858;9;11;10;4;6;5;3;7;12;1;8;2
12;11;10;4;6;5;3;7;9;1;8;2;10;23294
10;23294;12;11;10;4;6;5;3;7;9;1;8;2
12;11;6;4;10;5;3;7;9;1;8;2;10;31318
10;31318;12;11;6;4;10;5;3;7;9;1;8;2
12;7;6;4;10;5;3;11;9;1;8;2;10;38770
10;38770;12;7;6;4;10;5;3;11;9;1;8;2
12;7;6;1;10;5;3;11;9;4;8;2;10;43380
10;43380;12;7;6;1;10;5;3;11;9;4;8;2
12;7;6;5;10;1;3;11;9;4;8;2;10;43216
10;43216;12;7;6;5;10;1;3;11;9;4;8;2
12;7;6;2;10;1;3;11;9;4;8;5;10;45668
10;45668;12;7;6;2;10;1;3;11;9;4;8;5
12;7;6;2;10;3;1;11;9;4;8;5;10;52972
10;52972;12;7;6;2;10;3;1;11;9;4;8;5
12;7;6;2;3;10;1;11;9;4;8;5;10;42712
10;42712;12;7;6;2;3;10;1;11;9;4;8;5
12;7;6;9;3;10;1;11;2;4;8;5;10;44506
10;44506;12;7;6;9;3;10;1;11;2;4;8;5
8;7;6;9;3;10;1;11;2;4;12;5;10;51534
10;51534;8;7;6;9;3;10;1;11;2;4;12;5
8;7;6;9;3;1;10;11;2;4;12;5;10;50230
10;50230;8;7;6;9;3;1;10;11;2;4;12;5
8;7;6;1;3;9;10;11;2;4;12;5;10;54344
10;54344;8;7;6;1;3;9;10;11;2;4;12;5
8;7;6;1;3;9;10;12;2;4;11;5;10;61190
10;54344;8;7;6;1;3;9;10;11;2;4;12;5
4;7;6;1;3;9;10;11;2;8;12;5;10;27674
10;27674;4;7;6;1;3;9;10;11;2;8;12;5
4;7;6;1;8;9;10;11;2;3;12;5;10;35390
10;35390;4;7;6;1;8;9;10;11;2;3;12;5
4;7;6;1;2;9;10;11;8;3;12;5;10;37530
10;37530;4;7;6;1;2;9;10;11;8;3;12;5
4;7;6;1;2;10;9;11;8;3;12;5;10;32410
10;32410;4;7;6;1;2;10;9;11;8;3;12;5
4;7;6;1;2;9;10;11;8;3;12;5;10;37530
11;37530;4;7;6;1;2;9;10;11;8;3;12;5
4;7;6;1;2;11;10;9;8;3;12;5;11;45264
11;37530;4;7;6;1;2;9;10;11;8;3;12;5
4;7;6;1;2;3;10;11;8;9;12;5;11;43626
11;43626;4;7;6;1;2;3;10;11;8;9;12;5
4;5;6;1;2;3;10;11;8;9;12;7;11;40604
11;40604;4;5;6;1;2;3;10;11;8;9;12;7
4;5;6;1;2;3;10;11;7;9;12;8;11;38760
11;38760;4;5;6;1;2;3;10;11;7;9;12;8
4;5;6;1;11;3;10;2;7;9;12;8;11;42686
11;38760;4;5;6;1;2;3;10;11;7;9;12;8
4;5;6;11;2;3;10;1;7;9;12;8;11;50676
11;50676;4;5;6;11;2;3;10;1;7;9;12;8
4;5;6;11;3;2;10;1;7;9;12;8;11;63496
11;50676;4;5;6;11;2;3;10;1;7;9;12;8
4;5;6;11;2;8;10;1;7;9;12;3;11;55920
11;55920;4;5;6;11;2;8;10;1;7;9;12;3
4;5;6;7;2;8;10;1;11;9;12;3;11;53670
11;53670;4;5;6;7;2;8;10;1;11;9;12;3
4;5;6;7;2;8;10;1;11;3;12;9;11;48870
11;48870;4;5;6;7;2;8;10;1;11;3;12;9
4;5;6;7;2;10;8;1;11;3;12;9;11;46744
11;46744;4;5;6;7;2;10;8;1;11;3;12;9
4;5;6;7;2;10;8;11;1;3;12;9;11;48800
11;48800;4;5;6;7;2;10;8;11;1;3;12;9
10;5;6;7;2;4;8;11;1;3;12;9;11;48514
11;48514;10;5;6;7;2;4;8;11;1;3;12;9
10;5;6;7;11;4;8;2;1;3;12;9;11;56254
11;56254;10;5;6;7;11;4;8;2;1;3;12;9
9;5;6;7;11;4;8;2;1;3;12;10;11;64580
11;64580;9;5;6;7;11;4;8;2;1;3;12;10
9;5;8;7;11;4;6;2;1;3;12;10;11;65340
11;65340;9;5;8;7;11;4;6;2;1;3;12;10
9;5;8;7;11;4;2;6;1;3;12;10;11;70408
11;70408;9;5;8;7;11;4;2;6;1;3;12;10
9;5;8;7;12;4;2;6;1;3;11;10;11;67050
11;67050;9;5;8;7;12;4;2;6;1;3;11;10
9;5;8;7;12;4;2;6;11;3;1;10;11;67134
11;67134;9;5;8;7;12;4;2;6;11;3;1;10
9;5;8;7;12;4;6;2;11;3;1;10;11;62066
12;62066;9;5;8;7;12;4;6;2;11;3;1;10
9;5;8;4;12;7;6;2;11;3;1;10;12;46646
12;46646;9;5;8;4;12;7;6;2;11;3;1;10
9;5;8;4;12;11;6;2;7;3;1;10;12;44500
12;44500;9;5;8;4;12;11;6;2;7;3;1;10
9;5;8;4;12;11;6;7;2;3;1;10;12;43392
12;43392;9;5;8;4;12;11;6;7;2;3;1;10
8;5;9;4;12;11;6;7;2;3;1;10;12;36692
12;36692;8;5;9;4;12;11;6;7;2;3;1;10
8;5;9;12;4;11;6;7;2;3;1;10;12;35092
12;35092;8;5;9;12;4;11;6;7;2;3;1;10
8;5;9;12;4;2;6;7;11;3;1;10;12;50632
12;35092;8;5;9;12;4;11;6;7;2;3;1;10
8;5;2;12;4;11;6;7;9;3;1;10;12;39066
12;39066;8;5;2;12;4;11;6;7;9;3;1;10
8;5;2;12;4;1;6;7;9;3;11;10;12;46330
12;46330;8;5;2;12;4;1;6;7;9;3;11;10
8;5;7;12;4;1;6;2;9;3;11;10;12;51286
12;46330;8;5;2;12;4;1;6;7;9;3;11;10
8;4;2;12;5;1;6;7;9;3;11;10;12;41556
12;41556;8;4;2;12;5;1;6;7;9;3;11;10
8;4;2;7;5;1;6;12;9;3;11;10;12;42846
12;42846;8;4;2;7;5;1;6;12;9;3;11;10
8;4;2;7;5;1;6;12;10;3;11;9;12;45112
12;45112;8;4;2;7;5;1;6;12;10;3;11;9
8;4;2;9;5;1;6;12;10;3;11;7;12;42504
12;42504;8;4;2;9;5;1;6;12;10;3;11;7
8;4;2;9;11;1;6;12;10;3;5;7;12;38168
12;38168;8;4;2;9;11;1;6;12;10;3;5;7
2;4;8;9;11;1;6;12;10;3;5;7;12;43610
12;43610;2;4;8;9;11;1;6;12;10;3;5;7
2;4;8;9;6;1;11;12;10;3;5;7;12;39724
12;39724;2;4;8;9;6;1;11;12;10;3;5;7
2;4;8;3;6;1;11;12;10;9;5;7;12;34010
12;34010;2;4;8;3;6;1;11;12;10;9;5;7
2;4;8;12;6;1;11;3;10;9;5;7;12;38772
12;38772;2;4;8;12;6;1;11;3;10;9;5;7
2;5;8;12;6;1;11;3;10;9;4;7;12;56336
