"X1";"X6129384";"X5";"X22";"X16";"X9";"X10";"X3";"X15";"X17";"X6";"X4";"X25";"X23";"X1.1";"X13";"X24";"X26";"X14";"X11";"X8";"X20";"X12";"X19";"X18";"X2";"X21";"X7"
5;11;6;18;21;26;15;9;2;4;3;23;12;24;13;17;10;22;8;16;25;19;14;1;20;7;2;6040156
2;6040156;5;11;6;18;21;26;15;9;2;4;3;23;12;24;13;17;10;22;8;16;25;19;14;1;20;7
5;11;6;18;21;26;15;9;2;4;3;23;12;24;13;17;10;22;1;16;25;19;14;8;20;7;2;6019444
2;6019444;5;11;6;18;21;26;15;9;2;4;3;23;12;24;13;17;10;22;1;16;25;19;14;8;20;7
5;11;6;18;21;26;23;9;2;4;3;15;12;24;13;17;10;22;1;16;25;19;14;8;20;7;2;6033537
2;6033537;5;11;6;18;21;26;23;9;2;4;3;15;12;24;13;17;10;22;1;16;25;19;14;8;20;7
5;11;6;18;21;26;23;9;2;4;3;15;12;24;17;13;10;22;1;16;25;19;14;8;20;7;2;6021420
2;6021420;5;11;6;18;21;26;23;9;2;4;3;15;12;24;17;13;10;22;1;16;25;19;14;8;20;7
5;11;6;18;21;26;23;9;2;4;3;15;14;24;17;13;10;22;1;16;25;19;12;8;20;7;2;5886091
2;5886091;5;11;6;18;21;26;23;9;2;4;3;15;14;24;17;13;10;22;1;16;25;19;12;8;20;7
5;11;6;18;21;26;23;9;2;4;3;17;14;24;15;13;10;22;1;16;25;19;12;8;20;7;2;5906269
2;5906269;5;11;6;18;21;26;23;9;2;4;3;17;14;24;15;13;10;22;1;16;25;19;12;8;20;7
24;11;6;18;21;26;23;9;2;4;3;17;14;5;15;13;10;22;1;16;25;19;12;8;20;7;2;5870542
2;5870542;24;11;6;18;21;26;23;9;2;4;3;17;14;5;15;13;10;22;1;16;25;19;12;8;20;7
24;11;18;6;21;26;23;9;2;4;3;17;14;5;15;13;10;22;1;16;25;19;12;8;20;7;2;5846257
2;5846257;24;11;18;6;21;26;23;9;2;4;3;17;14;5;15;13;10;22;1;16;25;19;12;8;20;7
24;11;18;6;21;26;23;9;2;4;3;17;14;5;15;13;10;1;22;16;25;19;12;8;20;7;2;5843637
2;5843637;24;11;18;6;21;26;23;9;2;4;3;17;14;5;15;13;10;1;22;16;25;19;12;8;20;7
24;11;18;6;21;26;23;9;2;4;3;17;14;5;15;13;10;25;22;16;1;19;12;8;20;7;2;5934950
2;5934950;24;11;18;6;21;26;23;9;2;4;3;17;14;5;15;13;10;25;22;16;1;19;12;8;20;7
24;11;18;6;21;4;23;9;2;26;3;17;14;5;15;13;10;25;22;16;1;19;12;8;20;7;2;5929991
2;5929991;24;11;18;6;21;4;23;9;2;26;3;17;14;5;15;13;10;25;22;16;1;19;12;8;20;7
24;11;18;6;21;4;23;9;2;26;3;17;14;13;15;5;10;25;22;16;1;19;12;8;20;7;2;6014978
2;6014978;24;11;18;6;21;4;23;9;2;26;3;17;14;13;15;5;10;25;22;16;1;19;12;8;20;7
24;11;18;6;21;4;19;9;2;26;3;17;14;13;15;5;10;25;22;16;1;23;12;8;20;7;2;6057665
2;6057665;24;11;18;6;21;4;19;9;2;26;3;17;14;13;15;5;10;25;22;16;1;23;12;8;20;7
24;11;18;6;21;4;19;9;2;26;3;23;14;13;15;5;10;25;22;16;1;17;12;8;20;7;2;6051753
2;6051753;24;11;18;6;21;4;19;9;2;26;3;23;14;13;15;5;10;25;22;16;1;17;12;8;20;7
24;11;18;6;21;4;19;23;2;26;3;9;14;13;15;5;10;25;22;16;1;17;12;8;20;7;2;5936379
2;5936379;24;11;18;6;21;4;19;23;2;26;3;9;14;13;15;5;10;25;22;16;1;17;12;8;20;7
24;11;18;6;21;4;19;23;2;26;3;9;8;13;15;5;10;25;22;16;1;17;12;14;20;7;2;6001195
2;6001195;24;11;18;6;21;4;19;23;2;26;3;9;8;13;15;5;10;25;22;16;1;17;12;14;20;7
24;11;18;6;21;4;19;23;2;26;3;9;8;22;15;5;10;25;13;16;1;17;12;14;20;7;2;5996556
2;5996556;24;11;18;6;21;4;19;23;2;26;3;9;8;22;15;5;10;25;13;16;1;17;12;14;20;7
24;11;13;6;21;4;19;23;2;26;3;9;8;22;15;5;10;25;18;16;1;17;12;14;20;7;2;5989457
2;5989457;24;11;13;6;21;4;19;23;2;26;3;9;8;22;15;5;10;25;18;16;1;17;12;14;20;7
24;11;13;6;21;4;19;23;2;26;3;9;8;22;12;5;10;25;18;16;1;17;15;14;20;7;2;5978663
3;5978663;24;11;13;6;21;4;19;23;2;26;3;9;8;22;12;5;10;25;18;16;1;17;15;14;20;7
24;11;13;6;21;4;19;23;2;26;3;9;8;22;7;5;10;25;18;16;1;17;15;14;20;12;3;5972073
3;5972073;24;11;13;6;21;4;19;23;2;26;3;9;8;22;7;5;10;25;18;16;1;17;15;14;20;12
24;11;13;6;21;4;10;23;2;26;3;9;8;22;7;5;19;25;18;16;1;17;15;14;20;12;3;5929666
3;5929666;24;11;13;6;21;4;10;23;2;26;3;9;8;22;7;5;19;25;18;16;1;17;15;14;20;12
24;11;13;6;21;4;10;23;2;26;3;9;8;22;7;5;19;25;18;1;16;17;15;14;20;12;3;5929812
3;5929812;24;11;13;6;21;4;10;23;2;26;3;9;8;22;7;5;19;25;18;1;16;17;15;14;20;12
24;11;13;6;2;4;10;23;21;26;3;9;8;22;7;5;19;25;18;1;16;17;15;14;20;12;3;5866233
3;5866233;24;11;13;6;2;4;10;23;21;26;3;9;8;22;7;5;19;25;18;1;16;17;15;14;20;12
24;11;13;9;2;4;10;23;21;26;3;6;8;22;7;5;19;25;18;1;16;17;15;14;20;12;3;5922449
3;5922449;24;11;13;9;2;4;10;23;21;26;3;6;8;22;7;5;19;25;18;1;16;17;15;14;20;12
24;11;13;9;2;4;10;23;21;26;18;6;8;22;7;5;19;25;3;1;16;17;15;14;20;12;3;5915922
3;5915922;24;11;13;9;2;4;10;23;21;26;18;6;8;22;7;5;19;25;3;1;16;17;15;14;20;12
24;11;13;9;2;4;10;23;21;26;18;6;8;22;7;5;19;25;3;1;16;20;15;14;17;12;3;5931165
3;5931165;24;11;13;9;2;4;10;23;21;26;18;6;8;22;7;5;19;25;3;1;16;20;15;14;17;12
24;1;13;9;2;4;10;23;21;26;18;6;8;22;7;5;19;25;3;11;16;20;15;14;17;12;3;5911918
3;5911918;24;1;13;9;2;4;10;23;21;26;18;6;8;22;7;5;19;25;3;11;16;20;15;14;17;12
24;1;13;9;2;4;10;23;21;26;18;6;8;15;7;5;19;25;3;11;16;20;22;14;17;12;3;5886019
3;5886019;24;1;13;9;2;4;10;23;21;26;18;6;8;15;7;5;19;25;3;11;16;20;22;14;17;12
24;1;13;9;2;14;10;23;21;26;18;6;8;15;7;5;19;25;3;11;16;20;22;4;17;12;3;5836051
3;5836051;24;1;13;9;2;14;10;23;21;26;18;6;8;15;7;5;19;25;3;11;16;20;22;4;17;12
24;1;13;9;2;14;10;23;21;26;18;6;11;15;7;5;19;25;3;8;16;20;22;4;17;12;3;5847213
3;5847213;24;1;13;9;2;14;10;23;21;26;18;6;11;15;7;5;19;25;3;8;16;20;22;4;17;12
24;1;13;9;2;14;10;23;6;26;18;21;11;15;7;5;19;25;3;8;16;20;22;4;17;12;3;5831108
3;5831108;24;1;13;9;2;14;10;23;6;26;18;21;11;15;7;5;19;25;3;8;16;20;22;4;17;12
24;1;13;9;2;14;10;23;6;26;18;21;11;15;7;5;17;25;3;8;16;20;22;4;19;12;3;5847328
3;5847328;24;1;13;9;2;14;10;23;6;26;18;21;11;15;7;5;17;25;3;8;16;20;22;4;19;12
24;1;13;9;2;14;10;23;6;26;18;21;11;15;7;16;17;25;3;8;5;20;22;4;19;12;3;6022069
3;6022069;24;1;13;9;2;14;10;23;6;26;18;21;11;15;7;16;17;25;3;8;5;20;22;4;19;12
24;1;13;9;2;14;10;23;6;26;18;21;11;15;7;16;17;25;3;8;22;20;5;4;19;12;3;6077300
3;6077300;24;1;13;9;2;14;10;23;6;26;18;21;11;15;7;16;17;25;3;8;22;20;5;4;19;12
24;1;13;9;2;14;10;23;6;26;18;21;11;15;7;16;17;25;3;8;5;20;22;4;19;12;3;6022069
3;6022069;24;1;13;9;2;14;10;23;6;26;18;21;11;15;7;16;17;25;3;8;5;20;22;4;19;12
24;1;13;9;2;14;10;21;6;26;18;23;11;15;7;16;17;25;3;8;5;20;22;4;19;12;3;6055164
3;6055164;24;1;13;9;2;14;10;21;6;26;18;23;11;15;7;16;17;25;3;8;5;20;22;4;19;12
24;1;13;9;2;14;5;21;6;26;18;23;11;15;7;16;17;25;3;8;10;20;22;4;19;12;3;5915212
3;5915212;24;1;13;9;2;14;5;21;6;26;18;23;11;15;7;16;17;25;3;8;10;20;22;4;19;12
24;1;13;9;2;14;5;21;6;26;18;23;11;15;7;16;17;25;3;8;12;20;22;4;19;10;3;5942736
3;5942736;24;1;13;9;2;14;5;21;6;26;18;23;11;15;7;16;17;25;3;8;12;20;22;4;19;10
24;1;3;9;2;14;5;21;6;26;18;23;11;15;7;16;17;25;13;8;12;20;22;4;19;10;3;6009284
4;6009284;24;1;3;9;2;14;5;21;6;26;18;23;11;15;7;16;17;25;13;8;12;20;22;4;19;10
24;12;3;9;2;14;5;21;6;26;18;23;11;15;7;16;17;25;13;8;1;20;22;4;19;10;4;6020010
4;6020010;24;12;3;9;2;14;5;21;6;26;18;23;11;15;7;16;17;25;13;8;1;20;22;4;19;10
23;12;3;9;2;14;5;21;6;26;18;24;11;15;7;16;17;25;13;8;1;20;22;4;19;10;4;6025474
4;6025474;23;12;3;9;2;14;5;21;6;26;18;24;11;15;7;16;17;25;13;8;1;20;22;4;19;10
23;12;3;9;2;14;5;20;6;26;18;24;11;15;7;16;17;25;13;8;1;21;22;4;19;10;4;6013077
4;6013077;23;12;3;9;2;14;5;20;6;26;18;24;11;15;7;16;17;25;13;8;1;21;22;4;19;10
23;12;3;9;2;14;5;20;6;26;18;24;11;15;7;16;17;13;25;8;1;21;22;4;19;10;4;6013317
4;6013317;23;12;3;9;2;14;5;20;6;26;18;24;11;15;7;16;17;13;25;8;1;21;22;4;19;10
23;12;3;9;2;14;5;20;6;26;18;24;11;7;15;16;17;13;25;8;1;21;22;4;19;10;4;6018480
4;6018480;23;12;3;9;2;14;5;20;6;26;18;24;11;7;15;16;17;13;25;8;1;21;22;4;19;10
23;12;3;9;22;14;5;20;6;26;18;24;11;7;15;16;17;13;25;8;1;21;2;4;19;10;4;6027818
4;6027818;23;12;3;9;22;14;5;20;6;26;18;24;11;7;15;16;17;13;25;8;1;21;2;4;19;10
1;12;3;9;22;14;5;20;6;26;18;24;11;7;15;16;17;13;25;8;23;21;2;4;19;10;4;6015456
4;6015456;1;12;3;9;22;14;5;20;6;26;18;24;11;7;15;16;17;13;25;8;23;21;2;4;19;10
1;12;3;9;22;14;5;20;6;26;18;24;11;4;15;16;17;13;25;8;23;21;2;7;19;10;4;6000601
4;6000601;1;12;3;9;22;14;5;20;6;26;18;24;11;4;15;16;17;13;25;8;23;21;2;7;19;10
23;12;3;9;22;14;5;20;6;26;18;24;11;4;15;16;17;13;25;8;1;21;2;7;19;10;4;6012963
4;6012963;23;12;3;9;22;14;5;20;6;26;18;24;11;4;15;16;17;13;25;8;1;21;2;7;19;10
6;12;3;9;22;14;5;20;23;26;18;24;11;4;15;16;17;13;25;8;1;21;2;7;19;10;4;6016899
4;6016899;6;12;3;9;22;14;5;20;23;26;18;24;11;4;15;16;17;13;25;8;1;21;2;7;19;10
6;12;3;9;22;14;5;20;23;26;18;24;11;4;21;16;17;13;25;8;1;15;2;7;19;10;4;6009172
4;6009172;6;12;3;9;22;14;5;20;23;26;18;24;11;4;21;16;17;13;25;8;1;15;2;7;19;10
6;12;3;9;13;14;5;20;23;26;18;24;11;4;21;16;17;22;25;8;1;15;2;7;19;10;4;6030899
4;6030899;6;12;3;9;13;14;5;20;23;26;18;24;11;4;21;16;17;22;25;8;1;15;2;7;19;10
6;12;3;9;13;14;5;20;23;26;18;24;11;4;21;16;17;10;25;8;1;15;2;7;19;22;4;6039822
4;6039822;6;12;3;9;13;14;5;20;23;26;18;24;11;4;21;16;17;10;25;8;1;15;2;7;19;22
6;12;3;9;13;14;5;20;23;2;18;24;11;4;21;16;17;10;25;8;1;15;26;7;19;22;4;6038690
4;6038690;6;12;3;9;13;14;5;20;23;2;18;24;11;4;21;16;17;10;25;8;1;15;26;7;19;22
6;12;3;9;13;21;5;20;23;2;18;24;11;4;14;16;17;10;25;8;1;15;26;7;19;22;4;6059463
4;6059463;6;12;3;9;13;21;5;20;23;2;18;24;11;4;14;16;17;10;25;8;1;15;26;7;19;22
6;12;3;9;13;21;5;20;23;8;18;24;11;4;14;16;17;10;25;2;1;15;26;7;19;22;4;5985450
4;5985450;6;12;3;9;13;21;5;20;23;8;18;24;11;4;14;16;17;10;25;2;1;15;26;7;19;22
6;12;3;10;13;21;5;20;23;8;18;24;11;4;14;16;17;9;25;2;1;15;26;7;19;22;4;5910316
4;5910316;6;12;3;10;13;21;5;20;23;8;18;24;11;4;14;16;17;9;25;2;1;15;26;7;19;22
6;12;3;10;13;21;5;20;23;16;18;24;11;4;14;8;17;9;25;2;1;15;26;7;19;22;4;5912535
4;5912535;6;12;3;10;13;21;5;20;23;16;18;24;11;4;14;8;17;9;25;2;1;15;26;7;19;22
6;12;3;10;7;21;5;20;23;16;18;24;11;4;14;8;17;9;25;2;1;15;26;13;19;22;4;5906104
4;5906104;6;12;3;10;7;21;5;20;23;16;18;24;11;4;14;8;17;9;25;2;1;15;26;13;19;22
6;12;3;10;7;21;5;20;19;16;18;24;11;4;14;8;17;9;25;2;1;15;26;13;23;22;4;5858538
5;5858538;6;12;3;10;7;21;5;20;19;16;18;24;11;4;14;8;17;9;25;2;1;15;26;13;23;22
6;12;3;10;7;21;24;20;19;16;18;5;11;4;14;8;17;9;25;2;1;15;26;13;23;22;5;5810241
5;5810241;6;12;3;10;7;21;24;20;19;16;18;5;11;4;14;8;17;9;25;2;1;15;26;13;23;22
6;12;3;10;7;21;24;20;16;19;18;5;11;4;14;8;17;9;25;2;1;15;26;13;23;22;5;5809861
5;5809861;6;12;3;10;7;21;24;20;16;19;18;5;11;4;14;8;17;9;25;2;1;15;26;13;23;22
6;12;3;10;7;21;24;20;16;19;18;5;11;25;14;8;17;9;4;2;1;15;26;13;23;22;5;5778990
5;5778990;6;12;3;10;7;21;24;20;16;19;18;5;11;25;14;8;17;9;4;2;1;15;26;13;23;22
6;3;12;10;7;21;24;20;16;19;18;5;11;25;14;8;17;9;4;2;1;15;26;13;23;22;5;5750644
5;5750644;6;3;12;10;7;21;24;20;16;19;18;5;11;25;14;8;17;9;4;2;1;15;26;13;23;22
6;3;12;10;7;21;24;20;16;19;18;5;11;25;8;14;17;9;4;2;1;15;26;13;23;22;5;5763223
5;5763223;6;3;12;10;7;21;24;20;16;19;18;5;11;25;8;14;17;9;4;2;1;15;26;13;23;22
6;3;12;10;7;21;24;20;5;19;18;16;11;25;8;14;17;9;4;2;1;15;26;13;23;22;5;5956156
5;5956156;6;3;12;10;7;21;24;20;5;19;18;16;11;25;8;14;17;9;4;2;1;15;26;13;23;22
6;3;12;25;7;21;24;20;5;19;18;16;11;10;8;14;17;9;4;2;1;15;26;13;23;22;5;5956744
5;5956744;6;3;12;25;7;21;24;20;5;19;18;16;11;10;8;14;17;9;4;2;1;15;26;13;23;22
6;3;12;25;7;21;24;20;5;19;18;16;11;10;8;14;17;9;4;2;1;22;26;13;23;15;5;5931809
5;5931809;6;3;12;25;7;21;24;20;5;19;18;16;11;10;8;14;17;9;4;2;1;22;26;13;23;15
6;3;14;25;7;21;24;20;5;19;18;16;11;10;8;12;17;9;4;2;1;22;26;13;23;15;5;5826882
5;5826882;6;3;14;25;7;21;24;20;5;19;18;16;11;10;8;12;17;9;4;2;1;22;26;13;23;15
6;3;14;25;7;13;24;20;5;19;18;16;11;10;8;12;17;9;4;2;1;22;26;21;23;15;5;5889229
5;5889229;6;3;14;25;7;13;24;20;5;19;18;16;11;10;8;12;17;9;4;2;1;22;26;21;23;15
6;3;14;25;7;1;24;20;5;19;18;16;11;10;8;12;17;9;4;2;13;22;26;21;23;15;5;5814213
5;5814213;6;3;14;25;7;1;24;20;5;19;18;16;11;10;8;12;17;9;4;2;13;22;26;21;23;15
6;3;14;25;7;13;24;20;5;19;18;16;11;10;8;12;17;9;4;2;1;22;26;21;23;15;5;5889229
5;5889229;6;3;14;25;7;13;24;20;5;19;18;16;11;10;8;12;17;9;4;2;1;22;26;21;23;15
6;3;14;25;7;4;24;20;5;19;18;16;11;10;8;12;17;9;13;2;1;22;26;21;23;15;5;5886404
5;5886404;6;3;14;25;7;4;24;20;5;19;18;16;11;10;8;12;17;9;13;2;1;22;26;21;23;15
6;3;14;25;7;4;24;20;5;19;15;16;11;10;8;12;17;9;13;2;1;22;26;21;23;18;5;5987431
5;5987431;6;3;14;25;7;4;24;20;5;19;15;16;11;10;8;12;17;9;13;2;1;22;26;21;23;18
6;3;14;25;7;21;24;20;5;19;15;16;11;10;8;12;17;9;13;2;1;22;26;4;23;18;5;5945353
5;5945353;6;3;14;25;7;21;24;20;5;19;15;16;11;10;8;12;17;9;13;2;1;22;26;4;23;18
6;23;14;25;7;21;24;20;5;19;15;16;11;10;8;12;17;9;13;2;1;22;26;4;3;18;5;5943496
5;5943496;6;23;14;25;7;21;24;20;5;19;15;16;11;10;8;12;17;9;13;2;1;22;26;4;3;18
6;23;14;8;7;21;24;20;5;19;15;16;11;10;25;12;17;9;13;2;1;22;26;4;3;18;5;5943808
5;5943808;6;23;14;8;7;21;24;20;5;19;15;16;11;10;25;12;17;9;13;2;1;22;26;4;3;18
6;23;14;8;7;21;24;20;5;19;15;18;11;10;25;12;17;9;13;2;1;22;26;4;3;16;5;5838268
5;5838268;6;23;14;8;7;21;24;20;5;19;15;18;11;10;25;12;17;9;13;2;1;22;26;4;3;16
6;23;14;8;7;21;24;20;5;19;15;18;11;16;25;12;17;9;13;2;1;22;26;4;3;10;5;5827255
5;5827255;6;23;14;8;7;21;24;20;5;19;15;18;11;16;25;12;17;9;13;2;1;22;26;4;3;10
6;23;14;8;7;4;24;20;5;19;15;18;11;16;25;12;17;9;13;2;1;22;26;21;3;10;5;5868909
6;5868909;6;23;14;8;7;4;24;20;5;19;15;18;11;16;25;12;17;9;13;2;1;22;26;21;3;10
6;23;14;8;7;4;24;20;15;19;5;18;11;16;25;12;17;9;13;2;1;22;26;21;3;10;6;5819584
6;5819584;6;23;14;8;7;4;24;20;15;19;5;18;11;16;25;12;17;9;13;2;1;22;26;21;3;10
6;23;1;8;7;4;24;20;15;19;5;18;11;16;25;12;17;9;13;2;14;22;26;21;3;10;6;5841931
6;5841931;6;23;1;8;7;4;24;20;15;19;5;18;11;16;25;12;17;9;13;2;14;22;26;21;3;10
6;11;1;8;7;4;24;20;15;19;5;18;23;16;25;12;17;9;13;2;14;22;26;21;3;10;6;5848988
6;5848988;6;11;1;8;7;4;24;20;15;19;5;18;23;16;25;12;17;9;13;2;14;22;26;21;3;10
6;21;1;8;7;4;24;20;15;19;5;18;23;16;25;12;17;9;13;2;14;22;26;11;3;10;6;5858691
6;5858691;6;21;1;8;7;4;24;20;15;19;5;18;23;16;25;12;17;9;13;2;14;22;26;11;3;10
6;21;1;8;7;15;24;20;4;19;5;18;23;16;25;12;17;9;13;2;14;22;26;11;3;10;6;5860674
6;5860674;6;21;1;8;7;15;24;20;4;19;5;18;23;16;25;12;17;9;13;2;14;22;26;11;3;10
6;21;1;8;22;15;24;20;4;19;5;18;23;16;25;12;17;9;13;2;14;7;26;11;3;10;6;5880778
6;5880778;6;21;1;8;22;15;24;20;4;19;5;18;23;16;25;12;17;9;13;2;14;7;26;11;3;10
6;21;1;8;22;15;13;20;4;19;5;18;23;16;25;12;17;9;24;2;14;7;26;11;3;10;6;5888225
6;5888225;6;21;1;8;22;15;13;20;4;19;5;18;23;16;25;12;17;9;24;2;14;7;26;11;3;10
6;21;1;8;17;15;13;20;4;19;5;18;23;16;25;12;22;9;24;2;14;7;26;11;3;10;6;5893663
6;5893663;6;21;1;8;17;15;13;20;4;19;5;18;23;16;25;12;22;9;24;2;14;7;26;11;3;10
6;21;1;8;17;15;13;20;4;19;5;18;23;16;12;25;22;9;24;2;14;7;26;11;3;10;6;5915687
6;5915687;6;21;1;8;17;15;13;20;4;19;5;18;23;16;12;25;22;9;24;2;14;7;26;11;3;10
6;21;1;18;17;15;13;20;4;19;5;8;23;16;12;25;22;9;24;2;14;7;26;11;3;10;6;5995331
6;5995331;6;21;1;18;17;15;13;20;4;19;5;8;23;16;12;25;22;9;24;2;14;7;26;11;3;10
6;21;1;18;9;15;13;20;4;19;5;8;23;16;12;25;22;17;24;2;14;7;26;11;3;10;6;6077202
6;6077202;6;21;1;18;9;15;13;20;4;19;5;8;23;16;12;25;22;17;24;2;14;7;26;11;3;10
6;21;1;18;9;15;13;20;4;19;5;8;23;16;12;25;17;22;24;2;14;7;26;11;3;10;6;6077002
6;6077002;6;21;1;18;9;15;13;20;4;19;5;8;23;16;12;25;17;22;24;2;14;7;26;11;3;10
6;21;1;18;11;15;13;20;4;19;5;8;23;16;12;25;17;22;24;2;14;7;26;9;3;10;6;6111030
6;6111030;6;21;1;18;11;15;13;20;4;19;5;8;23;16;12;25;17;22;24;2;14;7;26;9;3;10
6;21;1;18;11;15;13;20;4;22;5;8;23;16;12;25;17;19;24;2;14;7;26;9;3;10;6;6111424
6;6111424;6;21;1;18;11;15;13;20;4;22;5;8;23;16;12;25;17;19;24;2;14;7;26;9;3;10
6;21;16;18;11;15;13;20;4;22;5;8;23;1;12;25;17;19;24;2;14;7;26;9;3;10;6;6077970
6;6077970;6;21;16;18;11;15;13;20;4;22;5;8;23;1;12;25;17;19;24;2;14;7;26;9;3;10
6;21;16;18;11;15;13;20;4;22;5;8;23;1;12;25;17;19;24;2;14;7;10;9;3;26;6;6071387
6;6071387;6;21;16;18;11;15;13;20;4;22;5;8;23;1;12;25;17;19;24;2;14;7;10;9;3;26
6;21;16;18;11;15;13;20;4;22;5;8;23;1;12;25;17;19;24;2;14;7;10;3;9;26;6;5981153
6;5981153;6;21;16;18;11;15;13;20;4;22;5;8;23;1;12;25;17;19;24;2;14;7;10;3;9;26
6;21;16;18;11;15;13;20;4;22;5;8;23;1;12;17;25;19;24;2;14;7;10;3;9;26;6;5980763
6;5980763;6;21;16;18;11;15;13;20;4;22;5;8;23;1;12;17;25;19;24;2;14;7;10;3;9;26
