"X1";"X5984685";"X21";"X23";"X15";"X20";"X22";"X8";"X6";"X18";"X19";"X2";"X10";"X9";"X14";"X24";"X4";"X5";"X11";"X7";"X17";"X12";"X25";"X26";"X13";"X1.1";"X3";"X16"
1;5931489;17;23;4;20;22;8;11;18;19;2;26;12;14;24;3;9;6;13;21;16;25;10;7;1;15;5
17;23;4;20;22;8;11;18;19;24;26;12;14;2;3;9;6;13;21;16;25;10;7;1;15;5;1;5899324
1;5899324;17;23;4;20;22;8;11;18;19;24;26;12;14;2;3;9;6;13;21;16;25;10;7;1;15;5
17;23;4;20;22;8;11;18;19;10;26;12;14;2;3;9;6;13;21;16;25;24;7;1;15;5;1;5897906
1;5897906;17;23;4;20;22;8;11;18;19;10;26;12;14;2;3;9;6;13;21;16;25;24;7;1;15;5
5;23;4;20;22;8;11;18;19;10;26;12;14;2;3;9;6;13;21;16;25;24;7;1;15;17;1;5796998
1;5796998;5;23;4;20;22;8;11;18;19;10;26;12;14;2;3;9;6;13;21;16;25;24;7;1;15;17
5;23;4;20;22;8;11;18;19;10;26;12;14;2;3;9;6;13;21;16;15;24;7;1;25;17;1;5793192
1;5793192;5;23;4;20;22;8;11;18;19;10;26;12;14;2;3;9;6;13;21;16;15;24;7;1;25;17
5;23;4;20;22;8;11;18;19;10;26;15;14;2;3;9;6;13;21;16;12;24;7;1;25;17;1;5807061
1;5807061;5;23;4;20;22;8;11;18;19;10;26;15;14;2;3;9;6;13;21;16;12;24;7;1;25;17
5;23;24;20;22;8;11;18;19;10;26;15;14;2;3;9;6;13;21;16;12;4;7;1;25;17;1;5820627
1;5820627;5;23;24;20;22;8;11;18;19;10;26;15;14;2;3;9;6;13;21;16;12;4;7;1;25;17
5;23;24;20;22;8;11;18;19;10;26;4;14;2;3;9;6;13;21;16;12;15;7;1;25;17;1;5818084
1;5818084;5;23;24;20;22;8;11;18;19;10;26;4;14;2;3;9;6;13;21;16;12;15;7;1;25;17
5;23;24;20;22;8;11;18;19;2;26;4;14;10;3;9;6;13;21;16;12;15;7;1;25;17;1;5803405
1;5803405;5;23;24;20;22;8;11;18;19;2;26;4;14;10;3;9;6;13;21;16;12;15;7;1;25;17
5;23;24;20;22;8;11;18;25;2;26;4;14;10;3;9;6;13;21;16;12;15;7;1;19;17;1;5821702
1;5821702;5;23;24;20;22;8;11;18;25;2;26;4;14;10;3;9;6;13;21;16;12;15;7;1;19;17
5;23;12;20;22;8;11;18;25;2;26;4;14;10;3;9;6;13;21;16;24;15;7;1;19;17;1;5813510
1;5813510;5;23;12;20;22;8;11;18;25;2;26;4;14;10;3;9;6;13;21;16;24;15;7;1;19;17
5;23;12;20;22;8;11;18;25;2;14;4;26;10;3;9;6;13;21;16;24;15;7;1;19;17;1;5898392
2;5898392;5;23;12;20;22;8;11;18;25;2;14;4;26;10;3;9;6;13;21;16;24;15;7;1;19;17
5;23;12;20;22;4;11;18;25;2;14;8;26;10;3;9;6;13;21;16;24;15;7;1;19;17;2;5903564
2;5903564;5;23;12;20;22;4;11;18;25;2;14;8;26;10;3;9;6;13;21;16;24;15;7;1;19;17
5;23;12;20;22;4;11;14;25;2;18;8;26;10;3;9;6;13;21;16;24;15;7;1;19;17;2;5940009
2;5940009;5;23;12;20;22;4;11;14;25;2;18;8;26;10;3;9;6;13;21;16;24;15;7;1;19;17
5;23;12;20;19;4;11;14;25;2;18;8;26;10;3;9;6;13;21;16;24;15;7;1;22;17;2;5998114
2;5998114;5;23;12;20;19;4;11;14;25;2;18;8;26;10;3;9;6;13;21;16;24;15;7;1;22;17
5;23;12;20;19;4;11;14;25;2;18;10;26;8;3;9;6;13;21;16;24;15;7;1;22;17;2;6044246
2;6044246;5;23;12;20;19;4;11;14;25;2;18;10;26;8;3;9;6;13;21;16;24;15;7;1;22;17
5;23;12;20;19;4;11;14;25;2;18;10;26;13;3;9;6;8;21;16;24;15;7;1;22;17;2;5977920
2;5977920;5;23;12;20;19;4;11;14;25;2;18;10;26;13;3;9;6;8;21;16;24;15;7;1;22;17
5;23;6;20;19;4;11;14;25;2;18;10;26;13;3;9;12;8;21;16;24;15;7;1;22;17;2;5950940
2;5950940;5;23;6;20;19;4;11;14;25;2;18;10;26;13;3;9;12;8;21;16;24;15;7;1;22;17
5;23;6;20;19;1;11;14;25;2;18;10;26;13;3;9;12;8;21;16;24;15;7;4;22;17;2;5917117
2;5917117;5;23;6;20;19;1;11;14;25;2;18;10;26;13;3;9;12;8;21;16;24;15;7;4;22;17
5;23;6;20;19;1;11;14;25;2;18;10;26;13;3;9;12;8;21;22;24;15;7;4;16;17;2;5929788
2;5929788;5;23;6;20;19;1;11;14;25;2;18;10;26;13;3;9;12;8;21;22;24;15;7;4;16;17
5;23;10;20;19;1;11;14;25;2;18;6;26;13;3;9;12;8;21;22;24;15;7;4;16;17;2;5922228
2;5922228;5;23;10;20;19;1;11;14;25;2;18;6;26;13;3;9;12;8;21;22;24;15;7;4;16;17
5;23;10;15;19;1;11;14;25;2;18;6;26;13;3;9;12;8;21;22;24;20;7;4;16;17;2;5938134
2;5938134;5;23;10;15;19;1;11;14;25;2;18;6;26;13;3;9;12;8;21;22;24;20;7;4;16;17
5;23;10;15;19;1;11;14;25;8;18;6;26;13;3;9;12;2;21;22;24;20;7;4;16;17;2;5938017
2;5938017;5;23;10;15;19;1;11;14;25;8;18;6;26;13;3;9;12;2;21;22;24;20;7;4;16;17
5;23;10;15;19;1;11;24;25;8;18;6;26;13;3;9;12;2;21;22;14;20;7;4;16;17;2;6063587
2;6063587;5;23;10;15;19;1;11;24;25;8;18;6;26;13;3;9;12;2;21;22;14;20;7;4;16;17
5;23;10;15;19;1;11;24;25;8;18;6;26;13;21;9;12;2;3;22;14;20;7;4;16;17;2;6154875
2;6154875;5;23;10;15;19;1;11;24;25;8;18;6;26;13;21;9;12;2;3;22;14;20;7;4;16;17
5;23;10;15;19;1;11;24;25;8;18;6;14;13;21;9;12;2;3;22;26;20;7;4;16;17;2;6016460
2;6016460;5;23;10;15;19;1;11;24;25;8;18;6;14;13;21;9;12;2;3;22;26;20;7;4;16;17
5;23;10;15;19;1;11;24;25;8;18;6;14;13;21;9;22;2;3;12;26;20;7;4;16;17;2;6042681
2;6042681;5;23;10;15;19;1;11;24;25;8;18;6;14;13;21;9;22;2;3;12;26;20;7;4;16;17
5;23;10;15;19;1;11;24;25;8;20;6;14;13;21;9;22;2;3;12;26;18;7;4;16;17;2;6005824
2;6005824;5;23;10;15;19;1;11;24;25;8;20;6;14;13;21;9;22;2;3;12;26;18;7;4;16;17
5;23;10;15;19;1;11;24;25;8;20;6;12;13;21;9;22;2;3;14;26;18;7;4;16;17;2;6178464
2;6178464;5;23;10;15;19;1;11;24;25;8;20;6;12;13;21;9;22;2;3;14;26;18;7;4;16;17
5;23;10;15;19;1;3;24;25;8;20;6;12;13;21;9;22;2;11;14;26;18;7;4;16;17;2;6189404
2;6189404;5;23;10;15;19;1;3;24;25;8;20;6;12;13;21;9;22;2;11;14;26;18;7;4;16;17
5;23;10;16;19;1;3;24;25;8;20;6;12;13;21;9;22;2;11;14;26;18;7;4;15;17;2;6162751
2;6162751;5;23;10;16;19;1;3;24;25;8;20;6;12;13;21;9;22;2;11;14;26;18;7;4;15;17
5;16;10;23;19;1;3;24;25;8;20;6;12;13;21;9;22;2;11;14;26;18;7;4;15;17;2;6161915
3;6161915;5;16;10;23;19;1;3;24;25;8;20;6;12;13;21;9;22;2;11;14;26;18;7;4;15;17
5;16;10;23;19;1;3;2;25;8;20;6;12;13;21;9;22;24;11;14;26;18;7;4;15;17;3;6167986
3;6167986;5;16;10;23;19;1;3;2;25;8;20;6;12;13;21;9;22;24;11;14;26;18;7;4;15;17
5;16;10;23;19;1;25;2;3;8;20;6;12;13;21;9;22;24;11;14;26;18;7;4;15;17;3;6168253
3;6168253;5;16;10;23;19;1;25;2;3;8;20;6;12;13;21;9;22;24;11;14;26;18;7;4;15;17
14;16;10;23;19;1;25;2;3;8;20;6;12;13;21;9;22;24;11;5;26;18;7;4;15;17;3;6239440
3;6239440;14;16;10;23;19;1;25;2;3;8;20;6;12;13;21;9;22;24;11;5;26;18;7;4;15;17
14;16;10;23;5;1;25;2;3;8;20;6;12;13;21;9;22;24;11;19;26;18;7;4;15;17;3;6178089
3;6178089;14;16;10;23;5;1;25;2;3;8;20;6;12;13;21;9;22;24;11;19;26;18;7;4;15;17
14;16;10;23;5;1;2;25;3;8;20;6;12;13;21;9;22;24;11;19;26;18;7;4;15;17;3;6181554
3;6181554;14;16;10;23;5;1;2;25;3;8;20;6;12;13;21;9;22;24;11;19;26;18;7;4;15;17
14;16;18;23;5;1;2;25;3;8;20;6;12;13;21;9;22;24;11;19;26;10;7;4;15;17;3;6139988
3;6139988;14;16;18;23;5;1;2;25;3;8;20;6;12;13;21;9;22;24;11;19;26;10;7;4;15;17
14;16;18;23;5;1;2;25;3;8;20;6;12;13;21;9;22;7;11;19;26;10;24;4;15;17;3;6033373
3;6033373;14;16;18;23;5;1;2;25;3;8;20;6;12;13;21;9;22;7;11;19;26;10;24;4;15;17
14;16;18;23;5;1;2;25;3;20;8;6;12;13;21;9;22;7;11;19;26;10;24;4;15;17;3;5965280
3;5965280;14;16;18;23;5;1;2;25;3;20;8;6;12;13;21;9;22;7;11;19;26;10;24;4;15;17
14;16;18;23;5;1;2;25;3;20;17;6;12;13;21;9;22;7;11;19;26;10;24;4;15;8;3;6043806
3;6043806;14;16;18;23;5;1;2;25;3;20;17;6;12;13;21;9;22;7;11;19;26;10;24;4;15;8
14;16;18;23;5;1;2;25;3;20;17;6;12;13;21;9;22;15;11;19;26;10;24;4;7;8;3;6041806
3;6041806;14;16;18;23;5;1;2;25;3;20;17;6;12;13;21;9;22;15;11;19;26;10;24;4;7;8
14;16;18;23;5;1;2;25;3;20;11;6;12;13;21;9;22;15;17;19;26;10;24;4;7;8;3;6041801
3;6041801;14;16;18;23;5;1;2;25;3;20;11;6;12;13;21;9;22;15;17;19;26;10;24;4;7;8
14;16;18;23;5;1;2;25;3;20;11;6;22;13;21;9;12;15;17;19;26;10;24;4;7;8;3;6070790
3;6070790;14;16;18;23;5;1;2;25;3;20;11;6;22;13;21;9;12;15;17;19;26;10;24;4;7;8
14;16;18;23;5;1;2;25;3;20;11;6;22;13;21;9;4;15;17;19;26;10;24;12;7;8;3;5980163
3;5980163;14;16;18;23;5;1;2;25;3;20;11;6;22;13;21;9;4;15;17;19;26;10;24;12;7;8
14;16;18;23;5;1;2;25;3;7;11;6;22;13;21;9;4;15;17;19;26;10;24;12;20;8;3;5992446
3;5992446;14;16;18;23;5;1;2;25;3;7;11;6;22;13;21;9;4;15;17;19;26;10;24;12;20;8
14;16;1;23;5;18;2;25;3;7;11;6;22;13;21;9;4;15;17;19;26;10;24;12;20;8;3;5978096
3;5978096;14;16;1;23;5;18;2;25;3;7;11;6;22;13;21;9;4;15;17;19;26;10;24;12;20;8
14;16;1;23;5;18;2;25;3;22;11;6;7;13;21;9;4;15;17;19;26;10;24;12;20;8;3;5997028
3;5997028;14;16;1;23;5;18;2;25;3;22;11;6;7;13;21;9;4;15;17;19;26;10;24;12;20;8
14;16;1;23;5;7;2;25;3;22;11;6;18;13;21;9;4;15;17;19;26;10;24;12;20;8;3;5942351
3;5942351;14;16;1;23;5;7;2;25;3;22;11;6;18;13;21;9;4;15;17;19;26;10;24;12;20;8
14;16;1;23;5;7;2;25;3;22;11;6;18;13;21;9;4;15;17;19;26;8;24;12;20;10;3;5933975
3;5933975;14;16;1;23;5;7;2;25;3;22;11;6;18;13;21;9;4;15;17;19;26;8;24;12;20;10
14;16;1;23;5;7;2;25;3;22;11;6;18;13;21;17;4;15;9;19;26;8;24;12;20;10;3;5901173
3;5901173;14;16;1;23;5;7;2;25;3;22;11;6;18;13;21;17;4;15;9;19;26;8;24;12;20;10
14;16;1;23;5;7;2;25;3;22;11;6;18;13;21;17;4;15;12;19;26;8;24;9;20;10;3;6046807
4;6046807;14;16;1;23;5;7;2;25;3;22;11;6;18;13;21;17;4;15;12;19;26;8;24;9;20;10
14;16;1;23;5;7;2;25;3;22;11;6;18;13;9;17;4;15;12;19;26;8;24;21;20;10;4;5978156
4;5978156;14;16;1;23;5;7;2;25;3;22;11;6;18;13;9;17;4;15;12;19;26;8;24;21;20;10
14;16;12;23;5;7;2;25;3;22;11;6;18;13;9;17;4;15;1;19;26;8;24;21;20;10;4;5928988
4;5928988;14;16;12;23;5;7;2;25;3;22;11;6;18;13;9;17;4;15;1;19;26;8;24;21;20;10
14;16;12;23;5;7;2;25;3;22;11;6;18;13;9;20;4;15;1;19;26;8;24;21;17;10;4;5920547
4;5920547;14;16;12;23;5;7;2;25;3;22;11;6;18;13;9;20;4;15;1;19;26;8;24;21;17;10
14;16;12;23;5;7;2;18;3;22;11;6;25;13;9;20;4;15;1;19;26;8;24;21;17;10;4;5911551
4;5911551;14;16;12;23;5;7;2;18;3;22;11;6;25;13;9;20;4;15;1;19;26;8;24;21;17;10
14;16;12;23;5;7;18;2;3;22;11;6;25;13;9;20;4;15;1;19;26;8;24;21;17;10;4;5918251
4;5918251;14;16;12;23;5;7;18;2;3;22;11;6;25;13;9;20;4;15;1;19;26;8;24;21;17;10
14;16;12;23;5;7;18;2;3;22;11;6;20;13;9;25;4;15;1;19;26;8;24;21;17;10;4;5960838
4;5960838;14;16;12;23;5;7;18;2;3;22;11;6;20;13;9;25;4;15;1;19;26;8;24;21;17;10
14;16;12;23;5;7;18;2;21;22;11;6;20;13;9;25;4;15;1;19;26;8;24;3;17;10;4;6010209
4;6010209;14;16;12;23;5;7;18;2;21;22;11;6;20;13;9;25;4;15;1;19;26;8;24;3;17;10
14;16;21;23;5;7;18;2;12;22;11;6;20;13;9;25;4;15;1;19;26;8;24;3;17;10;4;6017372
4;6017372;14;16;21;23;5;7;18;2;12;22;11;6;20;13;9;25;4;15;1;19;26;8;24;3;17;10
14;16;21;23;5;15;18;2;12;22;11;6;20;13;9;25;4;7;1;19;26;8;24;3;17;10;4;6026027
4;6026027;14;16;21;23;5;15;18;2;12;22;11;6;20;13;9;25;4;7;1;19;26;8;24;3;17;10
14;16;21;23;5;13;18;2;12;22;11;6;20;15;9;25;4;7;1;19;26;8;24;3;17;10;4;6010155
4;6010155;14;16;21;23;5;13;18;2;12;22;11;6;20;15;9;25;4;7;1;19;26;8;24;3;17;10
14;16;21;23;5;13;18;17;12;22;11;6;20;15;9;25;4;7;1;19;26;8;24;3;2;10;4;6019535
4;6019535;14;16;21;23;5;13;18;17;12;22;11;6;20;15;9;25;4;7;1;19;26;8;24;3;2;10
14;16;21;23;5;13;18;17;12;22;24;6;20;15;9;25;4;7;1;19;26;8;11;3;2;10;4;6039787
4;6039787;14;16;21;23;5;13;18;17;12;22;24;6;20;15;9;25;4;7;1;19;26;8;11;3;2;10
14;16;21;23;5;13;18;17;12;22;24;6;20;15;9;25;4;7;1;19;26;11;8;3;2;10;4;6035627
4;6035627;14;16;21;23;5;13;18;17;12;22;24;6;20;15;9;25;4;7;1;19;26;11;8;3;2;10
14;16;21;23;5;13;18;17;12;22;25;6;20;15;9;24;4;7;1;19;26;11;8;3;2;10;4;6035194
4;6035194;14;16;21;23;5;13;18;17;12;22;25;6;20;15;9;24;4;7;1;19;26;11;8;3;2;10
14;16;21;23;5;13;18;17;12;22;25;6;20;15;9;24;4;7;3;19;26;11;8;1;2;10;4;5995074
4;5995074;14;16;21;23;5;13;18;17;12;22;25;6;20;15;9;24;4;7;3;19;26;11;8;1;2;10
14;16;21;7;5;13;18;17;12;22;25;6;20;15;9;24;4;23;3;19;26;11;8;1;2;10;4;6032413
4;6032413;14;16;21;7;5;13;18;17;12;22;25;6;20;15;9;24;4;23;3;19;26;11;8;1;2;10
14;16;21;7;13;5;18;17;12;22;25;6;20;15;9;24;4;23;3;19;26;11;8;1;2;10;4;5962198
4;5962198;14;16;21;7;13;5;18;17;12;22;25;6;20;15;9;24;4;23;3;19;26;11;8;1;2;10
14;16;21;7;13;5;18;17;12;3;25;6;20;15;9;24;4;23;22;19;26;11;8;1;2;10;4;5964669
4;5964669;14;16;21;7;13;5;18;17;12;3;25;6;20;15;9;24;4;23;22;19;26;11;8;1;2;10
14;16;21;7;13;5;18;17;12;3;25;9;20;15;6;24;4;23;22;19;26;11;8;1;2;10;4;5932598
4;5932598;14;16;21;7;13;5;18;17;12;3;25;9;20;15;6;24;4;23;22;19;26;11;8;1;2;10
14;16;17;7;13;5;18;21;12;3;25;9;20;15;6;24;4;23;22;19;26;11;8;1;2;10;4;5876571
5;5876571;14;16;17;7;13;5;18;21;12;3;25;9;20;15;6;24;4;23;22;19;26;11;8;1;2;10
14;20;17;7;13;5;18;21;12;3;25;9;16;15;6;24;4;23;22;19;26;11;8;1;2;10;5;5948719
5;5948719;14;20;17;7;13;5;18;21;12;3;25;9;16;15;6;24;4;23;22;19;26;11;8;1;2;10
14;20;1;7;13;5;18;21;12;3;25;9;16;15;6;24;4;23;22;19;26;11;8;17;2;10;5;5921370
5;5921370;14;20;1;7;13;5;18;21;12;3;25;9;16;15;6;24;4;23;22;19;26;11;8;17;2;10
14;20;1;7;13;5;18;21;12;3;25;9;16;15;6;24;4;23;22;19;26;11;8;2;17;10;5;5877071
5;5877071;14;20;1;7;13;5;18;21;12;3;25;9;16;15;6;24;4;23;22;19;26;11;8;2;17;10
8;20;1;7;13;5;18;21;12;3;25;9;16;15;6;24;4;23;22;19;26;11;14;2;17;10;5;5917017
5;5917017;8;20;1;7;13;5;18;21;12;3;25;9;16;15;6;24;4;23;22;19;26;11;14;2;17;10
8;20;22;7;13;5;18;21;12;3;25;9;16;15;6;24;4;23;1;19;26;11;14;2;17;10;5;5844171
5;5844171;8;20;22;7;13;5;18;21;12;3;25;9;16;15;6;24;4;23;1;19;26;11;14;2;17;10
8;20;22;7;13;5;18;21;12;3;25;9;6;15;16;24;4;23;1;19;26;11;14;2;17;10;5;5846405
5;5846405;8;20;22;7;13;5;18;21;12;3;25;9;6;15;16;24;4;23;1;19;26;11;14;2;17;10
3;20;22;7;13;5;18;21;12;8;25;9;6;15;16;24;4;23;1;19;26;11;14;2;17;10;5;5905546
5;5905546;3;20;22;7;13;5;18;21;12;8;25;9;6;15;16;24;4;23;1;19;26;11;14;2;17;10
3;20;22;7;13;5;18;21;12;8;25;9;6;15;16;14;4;23;1;19;26;11;24;2;17;10;5;5957769
5;5957769;3;20;22;7;13;5;18;21;12;8;25;9;6;15;16;14;4;23;1;19;26;11;24;2;17;10
3;20;22;7;13;5;18;21;12;8;26;9;6;15;16;14;4;23;1;19;25;11;24;2;17;10;5;5942585
5;5942585;3;20;22;7;13;5;18;21;12;8;26;9;6;15;16;14;4;23;1;19;25;11;24;2;17;10
3;20;22;7;13;5;18;21;23;8;26;9;6;15;16;14;4;12;1;19;25;11;24;2;17;10;5;5917655
5;5917655;3;20;22;7;13;5;18;21;23;8;26;9;6;15;16;14;4;12;1;19;25;11;24;2;17;10
3;1;22;7;13;5;18;21;23;8;26;9;6;15;16;14;4;12;20;19;25;11;24;2;17;10;5;5898098
5;5898098;3;1;22;7;13;5;18;21;23;8;26;9;6;15;16;14;4;12;20;19;25;11;24;2;17;10
3;1;22;5;13;7;18;21;23;8;26;9;6;15;16;14;4;12;20;19;25;11;24;2;17;10;5;5754797
5;5754797;3;1;22;5;13;7;18;21;23;8;26;9;6;15;16;14;4;12;20;19;25;11;24;2;17;10
3;1;22;5;13;7;18;21;23;8;26;9;6;15;16;14;4;12;25;19;20;11;24;2;17;10;5;5893692
5;5893692;3;1;22;5;13;7;18;21;23;8;26;9;6;15;16;14;4;12;25;19;20;11;24;2;17;10
3;1;22;13;5;7;18;21;23;8;26;9;6;15;16;14;4;12;25;19;20;11;24;2;17;10;5;5895072
5;5895072;3;1;22;13;5;7;18;21;23;8;26;9;6;15;16;14;4;12;25;19;20;11;24;2;17;10
3;1;22;25;5;7;18;21;23;8;26;9;6;15;16;14;4;12;13;19;20;11;24;2;17;10;5;5859628
5;5859628;3;1;22;25;5;7;18;21;23;8;26;9;6;15;16;14;4;12;13;19;20;11;24;2;17;10
3;1;22;25;5;7;18;19;23;8;26;9;6;15;16;14;4;12;13;21;20;11;24;2;17;10;5;5745829
5;5745829;3;1;22;25;5;7;18;19;23;8;26;9;6;15;16;14;4;12;13;21;20;11;24;2;17;10
3;1;22;25;5;7;13;19;23;8;26;9;6;15;16;14;4;12;18;21;20;11;24;2;17;10;5;5728376
5;5728376;3;1;22;25;5;7;13;19;23;8;26;9;6;15;16;14;4;12;18;21;20;11;24;2;17;10
3;1;22;25;21;7;13;19;23;8;26;9;6;15;16;14;4;12;18;5;20;11;24;2;17;10;5;5737995
5;5737995;3;1;22;25;21;7;13;19;23;8;26;9;6;15;16;14;4;12;18;5;20;11;24;2;17;10
3;1;22;25;21;7;13;19;23;8;26;20;6;15;16;14;4;12;18;5;9;11;24;2;17;10;5;5754254
5;5754254;3;1;22;25;21;7;13;19;23;8;26;20;6;15;16;14;4;12;18;5;9;11;24;2;17;10
3;1;22;25;21;13;7;19;23;8;26;20;6;15;16;14;4;12;18;5;9;11;24;2;17;10;5;5754254
6;5754254;3;1;22;25;21;13;7;19;23;8;26;20;6;15;16;14;4;12;18;5;9;11;24;2;17;10
3;1;22;25;20;13;7;19;23;8;26;21;6;15;16;14;4;12;18;5;9;11;24;2;17;10;6;5756847
6;5756847;3;1;22;25;20;13;7;19;23;8;26;21;6;15;16;14;4;12;18;5;9;11;24;2;17;10
3;1;22;25;20;13;7;19;23;8;4;21;6;15;16;14;26;12;18;5;9;11;24;2;17;10;6;5815909
6;5815909;3;1;22;25;20;13;7;19;23;8;4;21;6;15;16;14;26;12;18;5;9;11;24;2;17;10
3;1;22;25;20;18;7;19;23;8;4;21;6;15;16;14;26;12;13;5;9;11;24;2;17;10;6;5826008
6;5826008;3;1;22;25;20;18;7;19;23;8;4;21;6;15;16;14;26;12;13;5;9;11;24;2;17;10
3;1;22;25;20;9;7;19;23;8;4;21;6;15;16;14;26;12;13;5;18;11;24;2;17;10;6;5956821
6;5956821;3;1;22;25;20;9;7;19;23;8;4;21;6;15;16;14;26;12;13;5;18;11;24;2;17;10
3;1;22;25;20;17;7;19;23;8;4;21;6;15;16;14;26;12;13;5;18;11;24;2;9;10;6;5977363
6;5977363;3;1;22;25;20;17;7;19;23;8;4;21;6;15;16;14;26;12;13;5;18;11;24;2;9;10
3;1;22;25;20;17;10;19;23;8;4;21;6;15;16;14;26;12;13;5;18;11;24;2;9;7;6;5973656
6;5973656;3;1;22;25;20;17;10;19;23;8;4;21;6;15;16;14;26;12;13;5;18;11;24;2;9;7
3;1;22;25;20;17;10;19;23;8;4;21;6;15;16;14;26;12;13;5;18;24;11;2;9;7;6;5980915
6;5980915;3;1;22;25;20;17;10;19;23;8;4;21;6;15;16;14;26;12;13;5;18;24;11;2;9;7
3;1;22;25;5;17;10;19;23;8;4;21;6;15;16;14;26;12;13;20;18;24;11;2;9;7;6;5960545
6;5960545;3;1;22;25;5;17;10;19;23;8;4;21;6;15;16;14;26;12;13;20;18;24;11;2;9;7
3;1;22;25;5;14;10;19;23;8;4;21;6;15;16;17;26;12;13;20;18;24;11;2;9;7;6;6021221
6;6021221;3;1;22;25;5;14;10;19;23;8;4;21;6;15;16;17;26;12;13;20;18;24;11;2;9;7
3;1;22;25;5;14;10;23;19;8;4;21;6;15;16;17;26;12;13;20;18;24;11;2;9;7;6;6021281
6;6021281;3;1;22;25;5;14;10;23;19;8;4;21;6;15;16;17;26;12;13;20;18;24;11;2;9;7
3;1;22;25;5;14;10;23;19;8;4;21;6;15;16;17;26;12;9;20;18;24;11;2;13;7;6;5931488
6;5931488;3;1;22;25;5;14;10;23;19;8;4;21;6;15;16;17;26;12;9;20;18;24;11;2;13;7
3;1;22;25;5;14;24;23;19;8;4;21;6;15;16;17;26;12;9;20;18;10;11;2;13;7;6;5933861
6;5933861;3;1;22;25;5;14;24;23;19;8;4;21;6;15;16;17;26;12;9;20;18;10;11;2;13;7
3;1;22;25;5;14;24;23;19;8;4;21;6;15;16;17;26;12;9;20;18;2;11;10;13;7;6;5907692
6;5907692;3;1;22;25;5;14;24;23;19;8;4;21;6;15;16;17;26;12;9;20;18;2;11;10;13;7
3;4;22;25;5;14;24;23;19;8;1;21;6;15;16;17;26;12;9;20;18;2;11;10;13;7;6;5864917
6;5864917;3;4;22;25;5;14;24;23;19;8;1;21;6;15;16;17;26;12;9;20;18;2;11;10;13;7
2;4;22;25;5;14;24;23;19;8;1;21;6;15;16;17;26;12;9;20;18;3;11;10;13;7;6;5869013
6;5869013;2;4;22;25;5;14;24;23;19;8;1;21;6;15;16;17;26;12;9;20;18;3;11;10;13;7
2;4;22;25;5;14;24;23;19;26;1;21;6;15;16;17;8;12;9;20;18;3;11;10;13;7;6;5866660
6;5866660;2;4;22;25;5;14;24;23;19;26;1;21;6;15;16;17;8;12;9;20;18;3;11;10;13;7
2;4;22;25;5;14;24;23;19;26;1;21;11;15;16;17;8;12;9;20;18;3;6;10;13;7;6;5872820
6;5872820;2;4;22;25;5;14;24;23;19;26;1;21;11;15;16;17;8;12;9;20;18;3;6;10;13;7
2;4;22;25;5;14;24;23;19;26;1;16;11;15;21;17;8;12;9;20;18;3;6;10;13;7;6;5892970
6;5892970;2;4;22;25;5;14;24;23;19;26;1;16;11;15;21;17;8;12;9;20;18;3;6;10;13;7
