"X1";"X49424";"X1.1";"X7";"X3";"X12";"X2";"X11";"X6";"X5";"X9";"X4";"X8";"X10"
3;7;11;2;5;1;12;6;8;10;4;9;2;35750
2;35750;3;7;11;2;5;1;12;6;8;10;4;9
11;7;3;2;5;1;12;6;8;10;4;9;2;40680
2;40680;11;7;3;2;5;1;12;6;8;10;4;9
11;7;3;2;5;1;12;6;10;8;4;9;2;39822
2;39822;11;7;3;2;5;1;12;6;10;8;4;9
11;7;3;2;5;1;12;6;10;4;8;9;2;28960
2;28960;11;7;3;2;5;1;12;6;10;4;8;9
11;7;3;2;8;1;12;6;10;4;5;9;2;30052
2;30052;11;7;3;2;8;1;12;6;10;4;5;9
10;7;3;2;8;1;12;6;11;4;5;9;2;19644
2;19644;10;7;3;2;8;1;12;6;11;4;5;9
10;11;3;2;8;1;12;6;7;4;5;9;2;36702
2;36702;10;11;3;2;8;1;12;6;7;4;5;9
10;11;3;6;8;1;12;2;7;4;5;9;2;40810
2;40810;10;11;3;6;8;1;12;2;7;4;5;9
10;11;3;6;8;4;12;2;7;1;5;9;2;48056
2;48056;10;11;3;6;8;4;12;2;7;1;5;9
10;11;3;6;8;2;12;4;7;1;5;9;2;46376
2;46376;10;11;3;6;8;2;12;4;7;1;5;9
10;11;4;6;8;2;12;3;7;1;5;9;2;52636
2;52636;10;11;4;6;8;2;12;3;7;1;5;9
8;11;4;6;10;2;12;3;7;1;5;9;2;42622
2;42622;8;11;4;6;10;2;12;3;7;1;5;9
8;9;4;6;10;2;12;3;7;1;5;11;2;37656
3;37656;8;9;4;6;10;2;12;3;7;1;5;11
8;9;4;6;10;3;12;2;7;1;5;11;3;40688
3;40688;8;9;4;6;10;3;12;2;7;1;5;11
8;9;4;6;10;3;1;2;7;12;5;11;3;35548
3;35548;8;9;4;6;10;3;1;2;7;12;5;11
8;9;4;6;10;3;11;2;7;12;5;1;3;43430
3;43430;8;9;4;6;10;3;11;2;7;12;5;1
8;11;4;6;10;3;9;2;7;12;5;1;3;33958
3;33958;8;11;4;6;10;3;9;2;7;12;5;1
8;11;4;7;10;3;9;2;6;12;5;1;3;38746
3;38746;8;11;4;7;10;3;9;2;6;12;5;1
10;11;4;7;8;3;9;2;6;12;5;1;3;45494
3;45494;10;11;4;7;8;3;9;2;6;12;5;1
10;11;4;7;5;3;9;2;6;12;8;1;3;45316
3;45316;10;11;4;7;5;3;9;2;6;12;8;1
10;11;4;7;3;5;9;2;6;12;8;1;3;40496
3;40496;10;11;4;7;3;5;9;2;6;12;8;1
10;7;4;11;3;5;9;2;6;12;8;1;3;32590
3;32590;10;7;4;11;3;5;9;2;6;12;8;1
8;7;4;11;3;5;9;2;6;12;10;1;3;43232
3;43232;8;7;4;11;3;5;9;2;6;12;10;1
8;7;4;1;3;5;9;2;6;12;10;11;3;38408
3;38408;8;7;4;1;3;5;9;2;6;12;10;11
6;7;4;1;3;5;9;2;8;12;10;11;3;42096
3;42096;6;7;4;1;3;5;9;2;8;12;10;11
6;3;4;1;7;5;9;2;8;12;10;11;3;43070
3;43070;6;3;4;1;7;5;9;2;8;12;10;11
6;3;4;1;7;5;9;11;8;12;10;2;3;42002
3;42002;6;3;4;1;7;5;9;11;8;12;10;2
6;3;4;1;7;8;9;11;5;12;10;2;3;52090
3;52090;6;3;4;1;7;8;9;11;5;12;10;2
6;3;4;1;12;8;9;11;5;7;10;2;3;53610
3;53610;6;3;4;1;12;8;9;11;5;7;10;2
6;3;4;1;12;8;9;7;5;11;10;2;3;56532
3;56532;6;3;4;1;12;8;9;7;5;11;10;2
12;3;4;1;6;8;9;7;5;11;10;2;3;52930
3;52930;12;3;4;1;6;8;9;7;5;11;10;2
12;3;4;1;6;8;9;11;5;7;10;2;3;50008
3;50008;12;3;4;1;6;8;9;11;5;7;10;2
12;3;4;1;6;8;9;2;5;7;10;11;3;45884
4;45884;12;3;4;1;6;8;9;2;5;7;10;11
12;3;4;1;6;2;9;8;5;7;10;11;4;57574
4;57574;12;3;4;1;6;2;9;8;5;7;10;11
3;12;4;1;6;2;9;8;5;7;10;11;4;53314
4;53314;3;12;4;1;6;2;9;8;5;7;10;11
1;12;4;3;6;2;9;8;5;7;10;11;4;57024
4;57024;1;12;4;3;6;2;9;8;5;7;10;11
1;12;4;5;6;2;9;8;3;7;10;11;4;59830
4;59830;1;12;4;5;6;2;9;8;3;7;10;11
1;12;4;5;6;9;2;8;3;7;10;11;4;59190
4;59190;1;12;4;5;6;9;2;8;3;7;10;11
1;12;10;5;6;9;2;8;3;7;4;11;4;56262
4;56262;1;12;10;5;6;9;2;8;3;7;4;11
10;12;1;5;6;9;2;8;3;7;4;11;4;51404
4;51404;10;12;1;5;6;9;2;8;3;7;4;11
10;12;3;5;6;9;2;8;1;7;4;11;4;55542
4;55542;10;12;3;5;6;9;2;8;1;7;4;11
10;1;3;5;6;9;2;8;12;7;4;11;4;54548
4;54548;10;1;3;5;6;9;2;8;12;7;4;11
6;1;3;5;10;9;2;8;12;7;4;11;4;67376
4;67376;6;1;3;5;10;9;2;8;12;7;4;11
6;1;3;5;10;7;2;8;12;9;4;11;4;46318
4;46318;6;1;3;5;10;7;2;8;12;9;4;11
6;1;12;5;10;7;2;8;3;9;4;11;4;39912
4;39912;6;1;12;5;10;7;2;8;3;9;4;11
6;1;12;3;10;7;2;8;5;9;4;11;4;45500
4;39912;6;1;12;5;10;7;2;8;3;9;4;11
6;1;12;4;10;7;2;8;3;9;5;11;4;36882
4;36882;6;1;12;4;10;7;2;8;3;9;5;11
10;1;12;4;6;7;2;8;3;9;5;11;4;29678
4;29678;10;1;12;4;6;7;2;8;3;9;5;11
10;1;12;4;6;7;2;8;3;9;11;5;4;34968
4;34968;10;1;12;4;6;7;2;8;3;9;11;5
10;1;12;4;9;7;2;8;3;6;11;5;4;37052
4;37052;10;1;12;4;9;7;2;8;3;6;11;5
10;1;12;4;9;7;3;8;2;6;11;5;4;39850
4;39850;10;1;12;4;9;7;3;8;2;6;11;5
9;1;12;4;10;7;3;8;2;6;11;5;4;49444
4;39850;10;1;12;4;9;7;3;8;2;6;11;5
10;1;12;4;9;7;5;8;2;6;11;3;4;42968
5;42968;10;1;12;4;9;7;5;8;2;6;11;3
8;1;12;4;9;7;5;10;2;6;11;3;5;43820
5;43820;8;1;12;4;9;7;5;10;2;6;11;3
8;1;12;4;3;7;5;10;2;6;11;9;5;41346
5;41346;8;1;12;4;3;7;5;10;2;6;11;9
8;4;12;1;3;7;5;10;2;6;11;9;5;48662
5;48662;8;4;12;1;3;7;5;10;2;6;11;9
10;4;12;1;3;7;5;8;2;6;11;9;5;49010
5;49010;10;4;12;1;3;7;5;8;2;6;11;9
10;4;11;1;3;7;5;8;2;6;12;9;5;40424
5;40424;10;4;11;1;3;7;5;8;2;6;12;9
10;4;11;1;8;7;5;3;2;6;12;9;5;45522
5;45522;10;4;11;1;8;7;5;3;2;6;12;9
10;4;1;11;8;7;5;3;2;6;12;9;5;49708
5;49708;10;4;1;11;8;7;5;3;2;6;12;9
10;4;12;11;8;7;5;3;2;6;1;9;5;52260
5;52260;10;4;12;11;8;7;5;3;2;6;1;9
10;4;12;11;8;7;5;3;6;2;1;9;5;49650
5;49650;10;4;12;11;8;7;5;3;6;2;1;9
10;4;12;11;8;7;5;3;9;2;1;6;5;51636
5;51636;10;4;12;11;8;7;5;3;9;2;1;6
10;4;12;3;8;7;5;11;9;2;1;6;5;50934
5;50934;10;4;12;3;8;7;5;11;9;2;1;6
10;4;12;3;8;7;5;1;9;2;11;6;5;42822
5;42822;10;4;12;3;8;7;5;1;9;2;11;6
10;4;11;3;8;7;5;1;9;2;12;6;5;36894
5;36894;10;4;11;3;8;7;5;1;9;2;12;6
10;4;11;6;8;7;5;1;9;2;12;3;5;37682
5;37682;10;4;11;6;8;7;5;1;9;2;12;3
10;4;11;1;8;7;5;6;9;2;12;3;5;38732
5;38732;10;4;11;1;8;7;5;6;9;2;12;3
10;4;11;1;8;7;9;6;5;2;12;3;5;42934
5;42934;10;4;11;1;8;7;9;6;5;2;12;3
10;6;11;1;8;7;9;4;5;2;12;3;5;50574
5;50574;10;6;11;1;8;7;9;4;5;2;12;3
10;1;11;6;8;7;9;4;5;2;12;3;5;30304
5;30304;10;1;11;6;8;7;9;4;5;2;12;3
10;1;11;6;8;7;9;5;4;2;12;3;5;39452
5;39452;10;1;11;6;8;7;9;5;4;2;12;3
10;1;11;6;5;7;9;8;4;2;12;3;5;37812
6;37812;10;1;11;6;5;7;9;8;4;2;12;3
10;1;9;6;5;7;11;8;4;2;12;3;6;38620
6;38620;10;1;9;6;5;7;11;8;4;2;12;3
10;1;9;3;5;7;11;8;4;2;12;6;6;37832
6;37832;10;1;9;3;5;7;11;8;4;2;12;6
10;1;7;3;5;9;11;8;4;2;12;6;6;51206
6;51206;10;1;7;3;5;9;11;8;4;2;12;6
10;1;7;3;12;9;11;8;4;2;5;6;6;57690
6;51206;10;1;7;3;5;9;11;8;4;2;12;6
10;1;9;3;5;7;11;8;4;2;12;6;6;37832
6;37832;10;1;9;3;5;7;11;8;4;2;12;6
12;1;9;3;5;7;11;8;4;2;10;6;6;54358
6;54358;12;1;9;3;5;7;11;8;4;2;10;6
12;4;9;3;5;7;11;8;1;2;10;6;6;57198
6;57198;12;4;9;3;5;7;11;8;1;2;10;6
12;4;9;3;5;7;6;8;1;2;10;11;6;58700
6;58700;12;4;9;3;5;7;6;8;1;2;10;11
12;4;11;3;5;7;6;8;1;2;10;9;6;52240
6;52240;12;4;11;3;5;7;6;8;1;2;10;9
12;4;11;3;5;7;6;8;1;10;2;9;6;42816
6;42816;12;4;11;3;5;7;6;8;1;10;2;9
12;10;11;3;5;7;6;8;1;4;2;9;6;40214
6;40214;12;10;11;3;5;7;6;8;1;4;2;9
12;10;11;3;5;7;9;8;1;4;2;6;6;40392
6;40392;12;10;11;3;5;7;9;8;1;4;2;6
12;6;11;3;5;7;9;8;1;4;2;10;6;48656
6;48656;12;6;11;3;5;7;9;8;1;4;2;10
12;6;11;3;5;2;9;8;1;4;7;10;6;40456
6;40456;12;6;11;3;5;2;9;8;1;4;7;10
12;6;11;3;1;2;9;8;5;4;7;10;6;41966
6;41966;12;6;11;3;1;2;9;8;5;4;7;10
12;6;11;3;1;5;9;8;2;4;7;10;6;44472
6;44472;12;6;11;3;1;5;9;8;2;4;7;10
12;6;11;1;3;5;9;8;2;4;7;10;6;43192
6;43192;12;6;11;1;3;5;9;8;2;4;7;10
12;6;11;1;3;5;2;8;9;4;7;10;6;45534
6;45534;12;6;11;1;3;5;2;8;9;4;7;10
12;3;11;1;6;5;2;8;9;4;7;10;6;38756
6;38756;12;3;11;1;6;5;2;8;9;4;7;10
12;3;11;1;4;5;2;8;9;6;7;10;6;46466
7;46466;12;3;11;1;4;5;2;8;9;6;7;10
12;3;11;1;4;5;2;8;7;6;9;10;7;46324
7;46324;12;3;11;1;4;5;2;8;7;6;9;10
12;3;11;1;4;5;2;8;7;10;9;6;7;38068
7;38068;12;3;11;1;4;5;2;8;7;10;9;6
12;2;11;1;4;5;3;8;7;10;9;6;7;45988
7;45988;12;2;11;1;4;5;3;8;7;10;9;6
12;2;11;1;4;5;3;6;7;10;9;8;7;50464
7;45988;12;2;11;1;4;5;3;8;7;10;9;6
12;1;11;2;4;5;3;8;7;10;9;6;7;48438
7;48438;12;1;11;2;4;5;3;8;7;10;9;6
12;1;11;2;4;8;3;5;7;10;9;6;7;44642
7;44642;12;1;11;2;4;8;3;5;7;10;9;6
12;1;11;2;4;8;3;7;5;10;9;6;7;47584
7;47584;12;1;11;2;4;8;3;7;5;10;9;6
12;1;11;2;4;8;3;5;7;10;9;6;7;44642
7;44642;12;1;11;2;4;8;3;5;7;10;9;6
12;1;11;6;4;8;3;5;7;10;9;2;7;43810
7;43810;12;1;11;6;4;8;3;5;7;10;9;2
12;4;11;6;1;8;3;5;7;10;9;2;7;43926
7;43926;12;4;11;6;1;8;3;5;7;10;9;2
12;10;11;6;1;8;3;5;7;4;9;2;7;53296
7;53296;12;10;11;6;1;8;3;5;7;4;9;2
12;11;10;6;1;8;3;5;7;4;9;2;7;43660
7;43660;12;11;10;6;1;8;3;5;7;4;9;2
12;11;10;6;3;8;1;5;7;4;9;2;7;38620
7;38620;12;11;10;6;3;8;1;5;7;4;9;2
2;11;10;6;3;8;1;5;7;4;9;12;7;54424
7;38620;12;11;10;6;3;8;1;5;7;4;9;2
2;11;10;6;3;8;1;5;7;4;9;12;7;54424
7;54424;2;11;10;6;3;8;1;5;7;4;9;12
2;6;10;11;3;8;1;5;7;4;9;12;7;58650
7;58650;2;6;10;11;3;8;1;5;7;4;9;12
2;6;1;11;3;8;10;5;7;4;9;12;7;59866
7;59866;2;6;1;11;3;8;10;5;7;4;9;12
2;6;1;11;3;8;10;5;4;7;9;12;7;39448
7;39448;2;6;1;11;3;8;10;5;4;7;9;12
2;6;1;11;10;8;3;5;4;7;9;12;7;38878
7;38878;2;6;1;11;10;8;3;5;4;7;9;12
2;6;1;11;10;8;3;9;4;7;5;12;7;48526
8;48526;2;6;1;11;10;8;3;9;4;7;5;12
2;6;1;8;10;11;3;9;4;7;5;12;8;38856
8;38856;2;6;1;8;10;11;3;9;4;7;5;12
2;12;1;8;10;11;3;9;4;7;5;6;8;42430
8;42430;2;12;1;8;10;11;3;9;4;7;5;6
12;2;1;8;10;11;3;9;4;7;5;6;8;58050
8;58050;12;2;1;8;10;11;3;9;4;7;5;6
5;2;1;8;10;11;3;9;4;7;12;6;8;58220
8;58220;5;2;1;8;10;11;3;9;4;7;12;6
5;2;1;8;10;9;3;11;4;7;12;6;8;53390
8;53390;5;2;1;8;10;9;3;11;4;7;12;6
5;2;1;8;7;9;3;11;4;10;12;6;8;52024
8;52024;5;2;1;8;7;9;3;11;4;10;12;6
5;2;1;3;7;9;8;11;4;10;12;6;8;50110
8;50110;5;2;1;3;7;9;8;11;4;10;12;6
5;2;1;8;7;9;3;11;4;10;12;6;8;52024
8;52024;5;2;1;8;7;9;3;11;4;10;12;6
9;2;1;8;7;5;3;11;4;10;12;6;8;55586
8;52024;5;2;1;8;7;9;3;11;4;10;12;6
5;2;1;8;3;9;7;11;4;10;12;6;8;50114
8;50114;5;2;1;8;3;9;7;11;4;10;12;6
5;2;1;7;3;9;8;11;4;10;12;6;8;50310
8;50310;5;2;1;7;3;9;8;11;4;10;12;6
5;2;1;7;3;9;8;11;10;4;12;6;8;46930
8;46930;5;2;1;7;3;9;8;11;10;4;12;6
5;3;1;7;2;9;8;11;10;4;12;6;8;45394
8;45394;5;3;1;7;2;9;8;11;10;4;12;6
5;3;1;7;2;9;8;11;10;6;12;4;8;32338
8;32338;5;3;1;7;2;9;8;11;10;6;12;4
12;3;1;7;2;9;8;11;10;6;5;4;8;35366
8;35366;12;3;1;7;2;9;8;11;10;6;5;4
12;3;1;11;2;9;8;7;10;6;5;4;8;51740
8;51740;12;3;1;11;2;9;8;7;10;6;5;4
12;3;8;11;2;9;1;7;10;6;5;4;8;53808
8;53808;12;3;8;11;2;9;1;7;10;6;5;4
12;3;8;11;2;9;5;7;10;6;1;4;8;53606
8;53606;12;3;8;11;2;9;5;7;10;6;1;4
12;3;8;2;11;9;5;7;10;6;1;4;8;52886
8;52886;12;3;8;2;11;9;5;7;10;6;1;4
12;3;10;2;11;9;5;7;8;6;1;4;8;50972
9;50972;12;3;10;2;11;9;5;7;8;6;1;4
12;1;10;2;11;9;5;7;8;6;3;4;9;60348
9;60348;12;1;10;2;11;9;5;7;8;6;3;4
12;1;10;2;11;9;4;7;8;6;3;5;9;65860
9;65860;12;1;10;2;11;9;4;7;8;6;3;5
4;1;10;2;11;9;12;7;8;6;3;5;9;58910
9;58910;4;1;10;2;11;9;12;7;8;6;3;5
4;1;10;2;3;9;12;7;8;6;11;5;9;51910
9;51910;4;1;10;2;3;9;12;7;8;6;11;5
12;1;10;2;3;9;4;7;8;6;11;5;9;66772
9;51910;4;1;10;2;3;9;12;7;8;6;11;5
4;1;10;8;3;9;12;7;2;6;11;5;9;55834
9;55834;4;1;10;8;3;9;12;7;2;6;11;5
4;1;10;8;3;11;12;7;2;6;9;5;9;47562
9;47562;4;1;10;8;3;11;12;7;2;6;9;5
4;1;10;8;5;11;12;7;2;6;9;3;9;56196
9;56196;4;1;10;8;5;11;12;7;2;6;9;3
4;1;10;8;5;11;12;2;7;6;9;3;9;49910
9;49910;4;1;10;8;5;11;12;2;7;6;9;3
4;1;10;8;2;11;12;5;7;6;9;3;9;45178
9;45178;4;1;10;8;2;11;12;5;7;6;9;3
5;1;10;8;2;11;12;4;7;6;9;3;9;45742
9;45742;5;1;10;8;2;11;12;4;7;6;9;3
5;1;10;8;11;2;12;4;7;6;9;3;9;36620
9;36620;5;1;10;8;11;2;12;4;7;6;9;3
5;1;10;8;4;2;12;11;7;6;9;3;9;42588
9;36620;5;1;10;8;11;2;12;4;7;6;9;3
5;1;10;8;11;2;12;6;7;4;9;3;9;31188
9;31188;5;1;10;8;11;2;12;6;7;4;9;3
5;1;10;8;11;2;12;6;3;4;9;7;9;35096
9;35096;5;1;10;8;11;2;12;6;3;4;9;7
5;1;9;8;11;2;12;6;3;4;10;7;9;32564
9;32564;5;1;9;8;11;2;12;6;3;4;10;7
5;1;9;8;11;2;12;6;3;10;4;7;9;35718
9;32564;5;1;9;8;11;2;12;6;3;4;10;7
5;11;9;8;1;2;12;6;3;4;10;7;9;35056
9;35056;5;11;9;8;1;2;12;6;3;4;10;7
5;9;11;8;1;2;12;6;3;4;10;7;9;36676
9;36676;5;9;11;8;1;2;12;6;3;4;10;7
5;9;7;8;1;2;12;6;3;4;10;11;9;42364
10;42364;5;9;7;8;1;2;12;6;3;4;10;11
5;9;7;10;1;2;12;6;3;4;8;11;10;42056
10;42056;5;9;7;10;1;2;12;6;3;4;8;11
5;9;7;10;1;3;12;6;2;4;8;11;10;48736
10;48736;5;9;7;10;1;3;12;6;2;4;8;11
1;9;7;10;5;3;12;6;2;4;8;11;10;49402
10;49402;1;9;7;10;5;3;12;6;2;4;8;11
1;10;7;9;5;3;12;6;2;4;8;11;10;39686
10;39686;1;10;7;9;5;3;12;6;2;4;8;11
10;1;7;9;5;3;12;6;2;4;8;11;10;34106
10;34106;10;1;7;9;5;3;12;6;2;4;8;11
10;1;12;9;5;3;7;6;2;4;8;11;10;33622
10;33622;10;1;12;9;5;3;7;6;2;4;8;11
10;1;4;9;5;3;7;6;2;12;8;11;10;33150
10;33150;10;1;4;9;5;3;7;6;2;12;8;11
4;1;10;9;5;3;7;6;2;12;8;11;10;39674
10;39674;4;1;10;9;5;3;7;6;2;12;8;11
4;1;10;6;5;3;7;9;2;12;8;11;10;38652
10;38652;4;1;10;6;5;3;7;9;2;12;8;11
4;1;10;6;7;3;5;9;2;12;8;11;10;34870
10;34870;4;1;10;6;7;3;5;9;2;12;8;11
4;1;10;9;7;3;5;6;2;12;8;11;10;35892
10;35892;4;1;10;9;7;3;5;6;2;12;8;11
4;1;10;9;7;3;5;12;2;6;8;11;10;35584
10;35584;4;1;10;9;7;3;5;12;2;6;8;11
4;1;10;9;8;3;5;12;2;6;7;11;10;32284
10;32284;4;1;10;9;8;3;5;12;2;6;7;11
4;1;2;9;8;3;5;12;10;6;7;11;10;33146
10;33146;4;1;2;9;8;3;5;12;10;6;7;11
4;1;3;9;8;2;5;12;10;6;7;11;10;26368
10;26368;4;1;3;9;8;2;5;12;10;6;7;11
4;1;3;9;8;2;12;5;10;6;7;11;10;33188
10;33188;4;1;3;9;8;2;12;5;10;6;7;11
4;12;3;9;8;2;1;5;10;6;7;11;10;43340
10;43340;4;12;3;9;8;2;1;5;10;6;7;11
1;12;3;9;8;2;4;5;10;6;7;11;10;45500
10;45500;1;12;3;9;8;2;4;5;10;6;7;11
1;12;3;9;8;6;4;5;10;2;7;11;10;56006
10;56006;1;12;3;9;8;6;4;5;10;2;7;11
1;12;9;3;8;6;4;5;10;2;7;11;10;58300
11;58300;1;12;9;3;8;6;4;5;10;2;7;11
1;7;9;3;8;6;4;5;10;2;12;11;11;58082
11;58082;1;7;9;3;8;6;4;5;10;2;12;11
1;7;9;3;8;11;4;5;10;2;12;6;11;49520
11;49520;1;7;9;3;8;11;4;5;10;2;12;6
1;7;9;6;8;11;4;5;10;2;12;3;11;51458
11;51458;1;7;9;6;8;11;4;5;10;2;12;3
1;7;9;6;8;11;4;3;10;2;12;5;11;49228
11;49228;1;7;9;6;8;11;4;3;10;2;12;5
11;7;9;6;8;1;4;3;10;2;12;5;11;43564
11;43564;11;7;9;6;8;1;4;3;10;2;12;5
11;7;9;6;8;1;4;3;10;5;12;2;11;31468
11;31468;11;7;9;6;8;1;4;3;10;5;12;2
11;7;9;6;8;1;2;3;10;5;12;4;11;31586
11;31586;11;7;9;6;8;1;2;3;10;5;12;4
11;7;9;6;8;1;2;12;10;5;3;4;11;41656
11;41656;11;7;9;6;8;1;2;12;10;5;3;4
11;7;9;6;8;1;2;3;10;5;12;4;11;31586
11;31586;11;7;9;6;8;1;2;3;10;5;12;4
11;3;9;6;8;1;2;7;10;5;12;4;11;37098
11;37098;11;3;9;6;8;1;2;7;10;5;12;4
11;3;9;6;8;1;2;7;10;12;5;4;11;38590
11;38590;11;3;9;6;8;1;2;7;10;12;5;4
11;3;9;6;8;4;2;7;10;12;5;1;11;33584
11;33584;11;3;9;6;8;4;2;7;10;12;5;1
11;3;9;4;8;6;2;7;10;12;5;1;11;50100
11;33584;11;3;9;6;8;4;2;7;10;12;5;1
11;3;4;6;8;9;2;7;10;12;5;1;11;42996
11;42996;11;3;4;6;8;9;2;7;10;12;5;1
5;3;4;6;8;9;2;7;10;12;11;1;11;42856
11;42856;5;3;4;6;8;9;2;7;10;12;11;1
5;11;4;6;8;9;2;7;10;12;3;1;11;36154
11;36154;5;11;4;6;8;9;2;7;10;12;3;1
5;11;2;6;8;9;4;7;10;12;3;1;11;35582
11;35582;5;11;2;6;8;9;4;7;10;12;3;1
5;11;2;6;8;9;4;3;10;12;7;1;11;39050
11;39050;5;11;2;6;8;9;4;3;10;12;7;1
5;11;2;6;8;9;10;3;4;12;7;1;11;41494
11;39050;5;11;2;6;8;9;4;3;10;12;7;1
5;11;2;6;8;9;1;3;10;12;7;4;11;38362
12;38362;5;11;2;6;8;9;1;3;10;12;7;4
5;11;12;6;8;9;1;3;10;2;7;4;12;39050
12;39050;5;11;12;6;8;9;1;3;10;2;7;4
5;11;12;6;8;9;1;3;4;2;7;10;12;41692
12;41692;5;11;12;6;8;9;1;3;4;2;7;10
5;11;12;6;9;8;1;3;4;2;7;10;12;41516
12;41516;5;11;12;6;9;8;1;3;4;2;7;10
5;11;12;7;9;8;1;3;4;2;6;10;12;36830
12;36830;5;11;12;7;9;8;1;3;4;2;6;10
5;11;12;9;7;8;1;3;4;2;6;10;12;33990
12;33990;5;11;12;9;7;8;1;3;4;2;6;10
5;4;12;9;7;8;1;3;11;2;6;10;12;53484
12;33990;5;11;12;9;7;8;1;3;4;2;6;10
5;11;12;9;7;8;1;3;2;4;6;10;12;27046
12;27046;5;11;12;9;7;8;1;3;2;4;6;10
5;11;1;9;7;8;12;3;2;4;6;10;12;26418
12;26418;5;11;1;9;7;8;12;3;2;4;6;10
9;11;1;5;7;8;12;3;2;4;6;10;12;35518
12;35518;9;11;1;5;7;8;12;3;2;4;6;10
9;12;1;5;7;8;11;3;2;4;6;10;12;43330
12;43330;9;12;1;5;7;8;11;3;2;4;6;10
9;7;1;5;12;8;11;3;2;4;6;10;12;44046
12;44046;9;7;1;5;12;8;11;3;2;4;6;10
9;7;1;3;12;8;11;5;2;4;6;10;12;57708
12;44046;9;7;1;5;12;8;11;3;2;4;6;10
9;7;1;5;12;8;11;3;10;4;6;2;12;42720
12;42720;9;7;1;5;12;8;11;3;10;4;6;2
9;7;1;5;12;8;4;3;10;11;6;2;12;51272
12;42720;9;7;1;5;12;8;11;3;10;4;6;2
11;7;1;5;12;8;9;3;10;4;6;2;12;43000
12;43000;11;7;1;5;12;8;9;3;10;4;6;2
11;7;1;5;3;8;9;12;10;4;6;2;12;59696
12;59696;11;7;1;5;3;8;9;12;10;4;6;2
11;7;1;8;3;5;9;12;10;4;6;2;12;46436
12;46436;11;7;1;8;3;5;9;12;10;4;6;2
11;2;1;8;3;5;9;12;10;4;6;7;12;66350
12;46436;11;7;1;8;3;5;9;12;10;4;6;2
11;7;1;8;3;9;5;12;10;4;6;2;12;50772
