"X1";"X5853449";"X1.1";"X6";"X18";"X7";"X23";"X8";"X20";"X16";"X4";"X10";"X15";"X21";"X24";"X12";"X5";"X9";"X13";"X14";"X17";"X11";"X3";"X19";"X25";"X26";"X2";"X22"
6;18;3;7;19;13;4;1;20;11;10;9;26;15;5;17;8;14;21;16;25;24;22;23;2;12;2;5844641
2;5844641;6;18;3;7;19;13;4;1;20;11;10;9;26;15;5;17;8;14;21;16;25;24;22;23;2;12
6;18;3;7;19;13;4;10;20;11;1;9;26;15;5;17;8;14;21;16;25;24;22;23;2;12;2;5776626
2;5776626;6;18;3;7;19;13;4;10;20;11;1;9;26;15;5;17;8;14;21;16;25;24;22;23;2;12
6;18;26;7;19;13;4;10;20;11;1;9;3;15;5;17;8;14;21;16;25;24;22;23;2;12;2;5743756
2;5743756;6;18;26;7;19;13;4;10;20;11;1;9;3;15;5;17;8;14;21;16;25;24;22;23;2;12
6;18;26;7;19;13;4;10;20;11;1;9;3;22;5;17;8;14;21;16;25;24;15;23;2;12;2;5777317
2;5777317;6;18;26;7;19;13;4;10;20;11;1;9;3;22;5;17;8;14;21;16;25;24;15;23;2;12
6;18;26;24;19;13;4;10;20;11;1;9;3;22;5;17;8;14;21;16;25;7;15;23;2;12;2;5773593
2;5773593;6;18;26;24;19;13;4;10;20;11;1;9;3;22;5;17;8;14;21;16;25;7;15;23;2;12
6;18;26;24;19;13;16;10;20;11;1;9;3;22;5;17;8;14;21;4;25;7;15;23;2;12;2;5797652
2;5797652;6;18;26;24;19;13;16;10;20;11;1;9;3;22;5;17;8;14;21;4;25;7;15;23;2;12
6;18;26;24;19;13;16;10;20;11;1;9;3;14;5;17;8;22;21;4;25;7;15;23;2;12;2;5917026
2;5917026;6;18;26;24;19;13;16;10;20;11;1;9;3;14;5;17;8;22;21;4;25;7;15;23;2;12
6;18;26;24;19;13;16;10;20;12;1;9;3;14;5;17;8;22;21;4;25;7;15;23;2;11;2;5911953
3;5911953;6;18;26;24;19;13;16;10;20;12;1;9;3;14;5;17;8;22;21;4;25;7;15;23;2;11
6;18;26;24;19;13;12;10;20;16;1;9;3;14;5;17;8;22;21;4;25;7;15;23;2;11;3;5917149
3;5917149;6;18;26;24;19;13;12;10;20;16;1;9;3;14;5;17;8;22;21;4;25;7;15;23;2;11
6;18;26;2;19;13;12;10;20;16;1;9;3;14;5;17;8;22;21;4;25;7;15;23;24;11;3;5954655
3;5954655;6;18;26;2;19;13;12;10;20;16;1;9;3;14;5;17;8;22;21;4;25;7;15;23;24;11
6;18;26;7;19;13;12;10;20;16;1;9;3;14;5;17;8;22;21;4;25;2;15;23;24;11;3;5947168
3;5947168;6;18;26;7;19;13;12;10;20;16;1;9;3;14;5;17;8;22;21;4;25;2;15;23;24;11
6;18;26;20;19;13;12;10;7;16;1;9;3;14;5;17;8;22;21;4;25;2;15;23;24;11;3;5981514
3;5981514;6;18;26;20;19;13;12;10;7;16;1;9;3;14;5;17;8;22;21;4;25;2;15;23;24;11
6;18;26;20;19;13;12;10;7;16;1;9;3;11;5;17;8;22;21;4;25;2;15;23;24;14;3;5906286
3;5906286;6;18;26;20;19;13;12;10;7;16;1;9;3;11;5;17;8;22;21;4;25;2;15;23;24;14
6;18;26;20;19;13;5;10;7;16;1;9;3;11;12;17;8;22;21;4;25;2;15;23;24;14;3;5932559
3;5932559;6;18;26;20;19;13;5;10;7;16;1;9;3;11;12;17;8;22;21;4;25;2;15;23;24;14
6;18;26;20;19;13;5;10;7;16;1;9;3;11;12;14;8;22;21;4;25;2;15;23;24;17;3;5839001
3;5839001;6;18;26;20;19;13;5;10;7;16;1;9;3;11;12;14;8;22;21;4;25;2;15;23;24;17
6;18;26;20;19;13;5;3;7;16;1;9;10;11;12;14;8;22;21;4;25;2;15;23;24;17;3;5842247
3;5842247;6;18;26;20;19;13;5;3;7;16;1;9;10;11;12;14;8;22;21;4;25;2;15;23;24;17
6;18;26;20;19;16;5;3;7;13;1;9;10;11;12;14;8;22;21;4;25;2;15;23;24;17;3;5842892
3;5842892;6;18;26;20;19;16;5;3;7;13;1;9;10;11;12;14;8;22;21;4;25;2;15;23;24;17
6;18;26;20;19;16;9;3;7;13;1;5;10;11;12;14;8;22;21;4;25;2;15;23;24;17;3;5819488
3;5819488;6;18;26;20;19;16;9;3;7;13;1;5;10;11;12;14;8;22;21;4;25;2;15;23;24;17
6;18;15;20;19;16;9;3;7;13;1;5;10;11;12;14;8;22;21;4;25;2;26;23;24;17;3;5807578
3;5807578;6;18;15;20;19;16;9;3;7;13;1;5;10;11;12;14;8;22;21;4;25;2;26;23;24;17
6;18;15;14;19;16;9;3;7;13;1;5;10;11;12;20;8;22;21;4;25;2;26;23;24;17;3;5824833
3;5824833;6;18;15;14;19;16;9;3;7;13;1;5;10;11;12;20;8;22;21;4;25;2;26;23;24;17
6;18;15;14;19;16;9;3;7;13;1;22;10;11;12;20;8;5;21;4;25;2;26;23;24;17;3;5694641
3;5694641;6;18;15;14;19;16;9;3;7;13;1;22;10;11;12;20;8;5;21;4;25;2;26;23;24;17
18;6;15;14;19;16;9;3;7;13;1;22;10;11;12;20;8;5;21;4;25;2;26;23;24;17;3;5707876
3;5707876;18;6;15;14;19;16;9;3;7;13;1;22;10;11;12;20;8;5;21;4;25;2;26;23;24;17
20;6;15;14;19;16;9;3;7;13;1;22;10;11;12;18;8;5;21;4;25;2;26;23;24;17;3;5756801
3;5756801;20;6;15;14;19;16;9;3;7;13;1;22;10;11;12;18;8;5;21;4;25;2;26;23;24;17
20;6;18;14;19;16;9;3;7;13;1;22;10;11;12;15;8;5;21;4;25;2;26;23;24;17;3;5681821
3;5681821;20;6;18;14;19;16;9;3;7;13;1;22;10;11;12;15;8;5;21;4;25;2;26;23;24;17
20;6;18;14;19;16;9;3;10;13;1;22;7;11;12;15;8;5;21;4;25;2;26;23;24;17;3;5679382
3;5679382;20;6;18;14;19;16;9;3;10;13;1;22;7;11;12;15;8;5;21;4;25;2;26;23;24;17
20;19;18;14;6;16;9;3;10;13;1;22;7;11;12;15;8;5;21;4;25;2;26;23;24;17;3;5680579
3;5680579;20;19;18;14;6;16;9;3;10;13;1;22;7;11;12;15;8;5;21;4;25;2;26;23;24;17
20;19;24;14;6;16;9;3;10;13;1;22;7;11;12;15;8;5;21;4;25;2;26;23;18;17;3;5780691
3;5780691;20;19;24;14;6;16;9;3;10;13;1;22;7;11;12;15;8;5;21;4;25;2;26;23;18;17
20;19;24;14;6;16;9;3;10;13;1;22;7;8;12;15;11;5;21;4;25;2;26;23;18;17;3;5777691
4;5777691;20;19;24;14;6;16;9;3;10;13;1;22;7;8;12;15;11;5;21;4;25;2;26;23;18;17
20;19;24;14;6;16;9;4;10;13;1;22;7;8;12;15;11;5;21;3;25;2;26;23;18;17;4;5828406
4;5828406;20;19;24;14;6;16;9;4;10;13;1;22;7;8;12;15;11;5;21;3;25;2;26;23;18;17
20;19;24;14;6;16;9;4;10;13;1;22;7;8;12;15;11;2;21;3;25;5;26;23;18;17;4;5944630
4;5944630;20;19;24;14;6;16;9;4;10;13;1;22;7;8;12;15;11;2;21;3;25;5;26;23;18;17
20;19;24;14;6;11;9;4;10;13;1;22;7;8;12;15;16;2;21;3;25;5;26;23;18;17;4;5943072
4;5943072;20;19;24;14;6;11;9;4;10;13;1;22;7;8;12;15;16;2;21;3;25;5;26;23;18;17
20;19;24;14;6;11;9;4;10;2;1;22;7;8;12;15;16;13;21;3;25;5;26;23;18;17;4;5937149
4;5937149;20;19;24;14;6;11;9;4;10;2;1;22;7;8;12;15;16;13;21;3;25;5;26;23;18;17
20;19;24;14;12;11;9;4;10;2;1;22;7;8;6;15;16;13;21;3;25;5;26;23;18;17;4;5937464
4;5937464;20;19;24;14;12;11;9;4;10;2;1;22;7;8;6;15;16;13;21;3;25;5;26;23;18;17
20;19;24;14;25;11;9;4;10;2;1;22;7;8;6;15;16;13;21;3;12;5;26;23;18;17;4;5956063
4;5956063;20;19;24;14;25;11;9;4;10;2;1;22;7;8;6;15;16;13;21;3;12;5;26;23;18;17
20;19;24;14;25;11;4;9;10;2;1;22;7;8;6;15;16;13;21;3;12;5;26;23;18;17;4;5955894
4;5955894;20;19;24;14;25;11;4;9;10;2;1;22;7;8;6;15;16;13;21;3;12;5;26;23;18;17
20;19;24;14;25;11;4;6;10;2;1;22;7;8;9;15;16;13;21;3;12;5;26;23;18;17;4;6104355
4;6104355;20;19;24;14;25;11;4;6;10;2;1;22;7;8;9;15;16;13;21;3;12;5;26;23;18;17
20;22;24;14;25;11;4;6;10;2;1;19;7;8;9;15;16;13;21;3;12;5;26;23;18;17;4;6048567
4;6048567;20;22;24;14;25;11;4;6;10;2;1;19;7;8;9;15;16;13;21;3;12;5;26;23;18;17
20;22;13;14;25;11;4;6;10;2;1;19;7;8;9;15;16;24;21;3;12;5;26;23;18;17;4;6100117
4;6100117;20;22;13;14;25;11;4;6;10;2;1;19;7;8;9;15;16;24;21;3;12;5;26;23;18;17
20;22;13;14;25;11;4;6;10;2;23;19;7;8;9;15;16;24;21;3;12;5;26;1;18;17;4;6180575
4;6180575;20;22;13;14;25;11;4;6;10;2;23;19;7;8;9;15;16;24;21;3;12;5;26;1;18;17
20;22;13;14;16;11;4;6;10;2;23;19;7;8;9;15;25;24;21;3;12;5;26;1;18;17;4;6187726
4;6187726;20;22;13;14;16;11;4;6;10;2;23;19;7;8;9;15;25;24;21;3;12;5;26;1;18;17
20;22;13;14;16;11;4;6;10;2;23;19;7;8;9;15;24;25;21;3;12;5;26;1;18;17;4;6187601
4;6187601;20;22;13;14;16;11;4;6;10;2;23;19;7;8;9;15;24;25;21;3;12;5;26;1;18;17
20;22;13;14;18;11;4;6;10;2;23;19;7;8;9;15;24;25;21;3;12;5;26;1;16;17;4;6283707
4;6283707;20;22;13;14;18;11;4;6;10;2;23;19;7;8;9;15;24;25;21;3;12;5;26;1;16;17
11;22;13;14;18;20;4;6;10;2;23;19;7;8;9;15;24;25;21;3;12;5;26;1;16;17;4;6175976
4;6175976;11;22;13;14;18;20;4;6;10;2;23;19;7;8;9;15;24;25;21;3;12;5;26;1;16;17
11;22;13;14;18;20;4;6;10;2;23;19;7;8;9;17;24;25;21;3;12;5;26;1;16;15;4;6184067
4;6184067;11;22;13;14;18;20;4;6;10;2;23;19;7;8;9;17;24;25;21;3;12;5;26;1;16;15
11;22;13;14;18;20;4;6;10;2;23;19;17;8;9;7;24;25;21;3;12;5;26;1;16;15;4;6136098
4;6136098;11;22;13;14;18;20;4;6;10;2;23;19;17;8;9;7;24;25;21;3;12;5;26;1;16;15
11;22;13;14;18;20;4;6;26;2;23;19;17;8;9;7;24;25;21;3;12;5;10;1;16;15;4;6135836
4;6135836;11;22;13;14;18;20;4;6;26;2;23;19;17;8;9;7;24;25;21;3;12;5;10;1;16;15
17;22;13;14;18;20;4;6;26;2;23;19;11;8;9;7;24;25;21;3;12;5;10;1;16;15;4;6119393
4;6119393;17;22;13;14;18;20;4;6;26;2;23;19;11;8;9;7;24;25;21;3;12;5;10;1;16;15
17;22;13;14;18;20;4;6;26;2;15;19;11;8;9;7;24;25;21;3;12;5;10;1;16;23;4;6106411
5;6106411;17;22;13;14;18;20;4;6;26;2;15;19;11;8;9;7;24;25;21;3;12;5;10;1;16;23
17;2;13;14;18;20;4;6;26;22;15;19;11;8;9;7;24;25;21;3;12;5;10;1;16;23;5;6143830
5;6143830;17;2;13;14;18;20;4;6;26;22;15;19;11;8;9;7;24;25;21;3;12;5;10;1;16;23
17;2;13;14;18;8;4;6;26;22;15;19;11;20;9;7;24;25;21;3;12;5;10;1;16;23;5;6164644
5;6164644;17;2;13;14;18;8;4;6;26;22;15;19;11;20;9;7;24;25;21;3;12;5;10;1;16;23
17;2;13;14;18;8;4;6;26;22;15;19;11;20;21;7;24;25;9;3;12;5;10;1;16;23;5;6034867
5;6034867;17;2;13;14;18;8;4;6;26;22;15;19;11;20;21;7;24;25;9;3;12;5;10;1;16;23
17;2;13;14;18;8;12;6;26;22;15;19;11;20;21;7;24;25;9;3;4;5;10;1;16;23;5;6078545
5;6078545;17;2;13;14;18;8;12;6;26;22;15;19;11;20;21;7;24;25;9;3;4;5;10;1;16;23
17;2;4;14;18;8;12;6;26;22;15;19;11;20;21;7;24;25;9;3;13;5;10;1;16;23;5;6095301
5;6095301;17;2;4;14;18;8;12;6;26;22;15;19;11;20;21;7;24;25;9;3;13;5;10;1;16;23
17;16;4;14;18;8;12;6;26;22;15;19;11;20;21;7;24;25;9;3;13;5;10;1;2;23;5;6070378
5;6070378;17;16;4;14;18;8;12;6;26;22;15;19;11;20;21;7;24;25;9;3;13;5;10;1;2;23
17;16;3;14;18;8;12;6;26;22;15;19;11;20;21;7;24;25;9;4;13;5;10;1;2;23;5;6043046
5;6043046;17;16;3;14;18;8;12;6;26;22;15;19;11;20;21;7;24;25;9;4;13;5;10;1;2;23
17;16;1;14;18;8;12;6;26;22;15;19;11;20;21;7;24;25;9;4;13;5;10;3;2;23;5;5980024
5;5980024;17;16;1;14;18;8;12;6;26;22;15;19;11;20;21;7;24;25;9;4;13;5;10;3;2;23
17;16;1;14;18;8;12;6;26;22;15;19;11;20;21;7;2;25;9;4;13;5;10;3;24;23;5;5975681
5;5975681;17;16;1;14;18;8;12;6;26;22;15;19;11;20;21;7;2;25;9;4;13;5;10;3;24;23
15;16;1;14;18;8;12;6;26;22;17;19;11;20;21;7;2;25;9;4;13;5;10;3;24;23;5;6000181
5;6000181;15;16;1;14;18;8;12;6;26;22;17;19;11;20;21;7;2;25;9;4;13;5;10;3;24;23
15;16;1;14;13;8;12;6;26;22;17;19;11;20;21;7;2;25;9;4;18;5;10;3;24;23;5;6045907
5;6045907;15;16;1;14;13;8;12;6;26;22;17;19;11;20;21;7;2;25;9;4;18;5;10;3;24;23
15;16;1;14;13;8;12;6;10;22;17;19;11;20;21;7;2;25;9;4;18;5;26;3;24;23;5;6066241
5;6066241;15;16;1;14;13;8;12;6;10;22;17;19;11;20;21;7;2;25;9;4;18;5;26;3;24;23
15;16;1;14;13;8;12;6;10;22;17;19;11;24;21;7;2;25;9;4;18;5;26;3;20;23;5;6053301
5;6053301;15;16;1;14;13;8;12;6;10;22;17;19;11;24;21;7;2;25;9;4;18;5;26;3;20;23
22;16;1;14;13;8;12;6;10;15;17;19;11;24;21;7;2;25;9;4;18;5;26;3;20;23;5;6030318
5;6030318;22;16;1;14;13;8;12;6;10;15;17;19;11;24;21;7;2;25;9;4;18;5;26;3;20;23
22;16;1;14;13;8;12;6;10;15;17;19;11;24;21;7;2;25;9;4;3;5;26;18;20;23;5;6024871
5;6024871;22;16;1;14;13;8;12;6;10;15;17;19;11;24;21;7;2;25;9;4;3;5;26;18;20;23
22;16;1;14;13;8;12;6;10;15;17;19;11;24;21;7;2;25;9;4;3;5;23;18;20;26;5;6026619
5;6026619;22;16;1;14;13;8;12;6;10;15;17;19;11;24;21;7;2;25;9;4;3;5;23;18;20;26
22;16;1;14;13;8;12;6;10;15;17;19;11;24;21;2;7;25;9;4;3;5;23;18;20;26;5;6020938
5;6020938;22;16;1;14;13;8;12;6;10;15;17;19;11;24;21;2;7;25;9;4;3;5;23;18;20;26
22;16;1;14;13;8;12;6;10;15;17;9;11;24;21;2;7;25;19;4;3;5;23;18;20;26;5;6077877
5;6077877;22;16;1;14;13;8;12;6;10;15;17;9;11;24;21;2;7;25;19;4;3;5;23;18;20;26
22;16;1;14;13;8;12;6;10;15;17;18;11;24;21;2;7;25;19;4;3;5;23;9;20;26;5;6122256
5;6122256;22;16;1;14;13;8;12;6;10;15;17;18;11;24;21;2;7;25;19;4;3;5;23;9;20;26
22;16;1;14;3;8;12;6;10;15;17;18;11;24;21;2;7;25;19;4;13;5;23;9;20;26;5;6128626
6;6128626;22;16;1;14;3;8;12;6;10;15;17;18;11;24;21;2;7;25;19;4;13;5;23;9;20;26
22;16;1;14;3;8;12;10;6;15;17;18;11;24;21;2;7;25;19;4;13;5;23;9;20;26;6;6129206
6;6129206;22;16;1;14;3;8;12;10;6;15;17;18;11;24;21;2;7;25;19;4;13;5;23;9;20;26
22;16;1;14;3;8;12;10;6;15;17;18;21;24;11;2;7;25;19;4;13;5;23;9;20;26;6;6133449
6;6133449;22;16;1;14;3;8;12;10;6;15;17;18;21;24;11;2;7;25;19;4;13;5;23;9;20;26
22;16;1;14;3;8;12;10;6;15;2;18;21;24;11;17;7;25;19;4;13;5;23;9;20;26;6;6156950
6;6156950;22;16;1;14;3;8;12;10;6;15;2;18;21;24;11;17;7;25;19;4;13;5;23;9;20;26
22;16;6;14;3;8;12;10;1;15;2;18;21;24;11;17;7;25;19;4;13;5;23;9;20;26;6;6141673
6;6141673;22;16;6;14;3;8;12;10;1;15;2;18;21;24;11;17;7;25;19;4;13;5;23;9;20;26
22;16;6;14;3;8;12;1;10;15;2;18;21;24;11;17;7;25;19;4;13;5;23;9;20;26;6;6133173
6;6133173;22;16;6;14;3;8;12;1;10;15;2;18;21;24;11;17;7;25;19;4;13;5;23;9;20;26
22;16;6;14;3;8;12;1;10;15;2;18;5;24;11;17;7;25;19;4;13;21;23;9;20;26;6;5946747
6;5946747;22;16;6;14;3;8;12;1;10;15;2;18;5;24;11;17;7;25;19;4;13;21;23;9;20;26
22;16;6;14;3;8;12;1;10;15;2;18;5;24;4;17;7;25;19;11;13;21;23;9;20;26;6;5944321
6;5944321;22;16;6;14;3;8;12;1;10;15;2;18;5;24;4;17;7;25;19;11;13;21;23;9;20;26
23;16;6;14;3;8;12;1;10;15;2;18;5;24;4;17;7;25;19;11;13;21;22;9;20;26;6;5945486
6;5945486;23;16;6;14;3;8;12;1;10;15;2;18;5;24;4;17;7;25;19;11;13;21;22;9;20;26
23;16;6;14;3;8;12;1;10;15;2;18;5;24;4;22;7;25;19;11;13;21;17;9;20;26;6;5950574
6;5950574;23;16;6;14;3;8;12;1;10;15;2;18;5;24;4;22;7;25;19;11;13;21;17;9;20;26
23;16;6;3;14;8;12;1;10;15;2;18;5;24;4;22;7;25;19;11;13;21;17;9;20;26;6;5950554
6;5950554;23;16;6;3;14;8;12;1;10;15;2;18;5;24;4;22;7;25;19;11;13;21;17;9;20;26
23;16;6;3;14;8;12;1;10;13;2;18;5;24;4;22;7;25;19;11;15;21;17;9;20;26;6;5956242
6;5956242;23;16;6;3;14;8;12;1;10;13;2;18;5;24;4;22;7;25;19;11;15;21;17;9;20;26
23;16;6;3;14;8;12;1;10;13;2;19;5;24;4;22;7;25;18;11;15;21;17;9;20;26;6;5937459
6;5937459;23;16;6;3;14;8;12;1;10;13;2;19;5;24;4;22;7;25;18;11;15;21;17;9;20;26
23;16;6;3;14;11;12;1;10;13;2;19;5;24;4;22;7;25;18;8;15;21;17;9;20;26;6;5982885
6;5982885;23;16;6;3;14;11;12;1;10;13;2;19;5;24;4;22;7;25;18;8;15;21;17;9;20;26
23;16;6;3;14;25;12;1;10;13;2;19;5;24;4;22;7;11;18;8;15;21;17;9;20;26;6;5976775
6;5976775;23;16;6;3;14;25;12;1;10;13;2;19;5;24;4;22;7;11;18;8;15;21;17;9;20;26
23;16;8;3;14;25;12;1;10;13;2;19;5;24;4;22;7;11;18;6;15;21;17;9;20;26;6;5965984
6;5965984;23;16;8;3;14;25;12;1;10;13;2;19;5;24;4;22;7;11;18;6;15;21;17;9;20;26
23;16;8;3;14;25;12;1;10;19;2;13;5;24;4;22;7;11;18;6;15;21;17;9;20;26;6;5982765
6;5982765;23;16;8;3;14;25;12;1;10;19;2;13;5;24;4;22;7;11;18;6;15;21;17;9;20;26
23;16;4;3;14;25;12;1;10;19;2;13;5;24;8;22;7;11;18;6;15;21;17;9;20;26;6;6025426
6;6025426;23;16;4;3;14;25;12;1;10;19;2;13;5;24;8;22;7;11;18;6;15;21;17;9;20;26
23;16;4;3;14;25;12;1;10;19;2;13;5;24;8;22;7;17;18;6;15;21;11;9;20;26;6;6041056
6;6041056;23;16;4;3;14;25;12;1;10;19;2;13;5;24;8;22;7;17;18;6;15;21;11;9;20;26
