"X1";"X5975236";"X1.1";"X8";"X21";"X3";"X12";"X15";"X20";"X7";"X18";"X4";"X13";"X2";"X14";"X6";"X5";"X10";"X23";"X25";"X26";"X9";"X16";"X19";"X24";"X17";"X22";"X11"
2;5833013;11;14;4;16;12;22;2;7;18;9;13;20;3;5;25;23;17;6;26;15;10;19;24;8;21;1
11;14;4;16;12;22;2;7;18;9;13;20;3;5;15;23;17;6;26;25;10;19;24;8;21;1;2;5818236
2;5818236;11;14;4;16;12;22;2;7;18;9;13;20;3;5;15;23;17;6;26;25;10;19;24;8;21;1
11;14;4;16;12;22;10;7;18;9;13;20;3;5;15;23;17;6;26;25;2;19;24;8;21;1;2;5811578
2;5811578;11;14;4;16;12;22;10;7;18;9;13;20;3;5;15;23;17;6;26;25;2;19;24;8;21;1
11;14;4;16;12;22;10;23;18;9;13;20;3;5;15;7;17;6;26;25;2;19;24;8;21;1;2;5811357
2;5811357;11;14;4;16;12;22;10;23;18;9;13;20;3;5;15;7;17;6;26;25;2;19;24;8;21;1
11;14;4;16;12;22;10;9;18;23;13;20;3;5;15;7;17;6;26;25;2;19;24;8;21;1;2;5812417
2;5812417;11;14;4;16;12;22;10;9;18;23;13;20;3;5;15;7;17;6;26;25;2;19;24;8;21;1
5;14;4;16;12;22;10;9;18;23;13;20;3;11;15;7;17;6;26;25;2;19;24;8;21;1;2;5947538
2;5947538;5;14;4;16;12;22;10;9;18;23;13;20;3;11;15;7;17;6;26;25;2;19;24;8;21;1
5;14;4;16;12;22;10;9;18;23;13;20;3;11;15;7;17;6;8;25;2;19;24;26;21;1;2;5869866
2;5869866;5;14;4;16;12;22;10;9;18;23;13;20;3;11;15;7;17;6;8;25;2;19;24;26;21;1
5;14;4;16;12;6;10;9;18;23;13;20;3;11;15;7;17;22;8;25;2;19;24;26;21;1;2;5890686
2;5890686;5;14;4;16;12;6;10;9;18;23;13;20;3;11;15;7;17;22;8;25;2;19;24;26;21;1
5;14;4;16;12;6;10;9;18;21;13;20;3;11;15;7;17;22;8;25;2;19;24;26;23;1;2;5877113
2;5877113;5;14;4;16;12;6;10;9;18;21;13;20;3;11;15;7;17;22;8;25;2;19;24;26;23;1
5;14;4;19;12;6;10;9;18;21;13;20;3;11;15;7;17;22;8;25;2;16;24;26;23;1;2;5848715
2;5848715;5;14;4;19;12;6;10;9;18;21;13;20;3;11;15;7;17;22;8;25;2;16;24;26;23;1
5;14;4;24;12;6;10;9;18;21;13;20;3;11;15;7;17;22;8;25;2;16;19;26;23;1;2;5868519
2;5868519;5;14;4;24;12;6;10;9;18;21;13;20;3;11;15;7;17;22;8;25;2;16;19;26;23;1
5;14;4;24;12;6;10;9;18;21;17;20;3;11;15;7;13;22;8;25;2;16;19;26;23;1;2;5867663
2;5867663;5;14;4;24;12;6;10;9;18;21;17;20;3;11;15;7;13;22;8;25;2;16;19;26;23;1
5;14;12;24;4;6;10;9;18;21;17;20;3;11;15;7;13;22;8;25;2;16;19;26;23;1;2;5865718
2;5865718;5;14;12;24;4;6;10;9;18;21;17;20;3;11;15;7;13;22;8;25;2;16;19;26;23;1
5;14;12;24;4;6;10;9;18;21;17;20;3;11;13;7;15;22;8;25;2;16;19;26;23;1;2;5835769
2;5835769;5;14;12;24;4;6;10;9;18;21;17;20;3;11;13;7;15;22;8;25;2;16;19;26;23;1
5;14;15;24;4;6;10;9;18;21;17;20;3;11;13;7;12;22;8;25;2;16;19;26;23;1;2;5864697
2;5864697;5;14;15;24;4;6;10;9;18;21;17;20;3;11;13;7;12;22;8;25;2;16;19;26;23;1
5;14;15;24;4;6;10;9;18;21;17;20;3;11;13;7;1;22;8;25;2;16;19;26;23;12;2;5850505
2;5850505;5;14;15;24;4;6;10;9;18;21;17;20;3;11;13;7;1;22;8;25;2;16;19;26;23;12
5;14;15;24;4;6;10;9;18;21;17;20;3;11;13;12;1;22;8;25;2;16;19;26;23;7;2;5845661
2;5845661;5;14;15;24;4;6;10;9;18;21;17;20;3;11;13;12;1;22;8;25;2;16;19;26;23;7
5;14;15;24;4;6;10;9;18;21;17;20;3;11;19;12;1;22;8;25;2;16;13;26;23;7;2;5833472
2;5833472;5;14;15;24;4;6;10;9;18;21;17;20;3;11;19;12;1;22;8;25;2;16;13;26;23;7
5;14;15;24;4;6;10;9;18;21;3;20;17;11;19;12;1;22;8;25;2;16;13;26;23;7;2;5832805
3;5832805;5;14;15;24;4;6;10;9;18;21;3;20;17;11;19;12;1;22;8;25;2;16;13;26;23;7
5;14;15;24;4;6;10;23;18;21;3;20;17;11;19;12;1;22;8;25;2;16;13;26;9;7;3;5842200
3;5842200;5;14;15;24;4;6;10;23;18;21;3;20;17;11;19;12;1;22;8;25;2;16;13;26;9;7
5;15;14;24;4;6;10;23;18;21;3;20;17;11;19;12;1;22;8;25;2;16;13;26;9;7;3;5823870
3;5823870;5;15;14;24;4;6;10;23;18;21;3;20;17;11;19;12;1;22;8;25;2;16;13;26;9;7
5;15;14;24;4;6;10;23;18;21;3;20;17;11;19;12;1;22;8;9;2;16;13;26;25;7;3;6046437
3;6046437;5;15;14;24;4;6;10;23;18;21;3;20;17;11;19;12;1;22;8;9;2;16;13;26;25;7
5;15;14;24;4;6;10;23;7;21;3;20;17;11;19;12;1;22;8;9;2;16;13;26;25;18;3;6061691
3;6061691;5;15;14;24;4;6;10;23;7;21;3;20;17;11;19;12;1;22;8;9;2;16;13;26;25;18
5;15;14;24;4;6;10;23;7;21;3;13;17;11;19;12;1;22;8;9;2;16;20;26;25;18;3;6123345
3;6123345;5;15;14;24;4;6;10;23;7;21;3;13;17;11;19;12;1;22;8;9;2;16;20;26;25;18
20;15;14;24;4;6;10;23;7;21;3;13;17;11;19;12;1;22;8;9;2;16;5;26;25;18;3;6169921
3;6169921;20;15;14;24;4;6;10;23;7;21;3;13;17;11;19;12;1;22;8;9;2;16;5;26;25;18
20;15;14;24;4;6;16;23;7;21;3;13;17;11;19;12;1;22;8;9;2;10;5;26;25;18;3;6173173
3;6173173;20;15;14;24;4;6;16;23;7;21;3;13;17;11;19;12;1;22;8;9;2;10;5;26;25;18
20;15;14;24;4;6;16;23;7;19;3;13;17;11;21;12;1;22;8;9;2;10;5;26;25;18;3;6109635
3;6109635;20;15;14;24;4;6;16;23;7;19;3;13;17;11;21;12;1;22;8;9;2;10;5;26;25;18
20;15;14;24;4;6;16;23;7;19;26;13;17;11;21;12;1;22;8;9;2;10;5;3;25;18;3;6126314
3;6126314;20;15;14;24;4;6;16;23;7;19;26;13;17;11;21;12;1;22;8;9;2;10;5;3;25;18
20;15;14;24;4;6;16;23;9;19;26;13;17;11;21;12;1;22;8;7;2;10;5;3;25;18;3;6005972
3;6005972;20;15;14;24;4;6;16;23;9;19;26;13;17;11;21;12;1;22;8;7;2;10;5;3;25;18
20;15;14;24;4;16;6;23;9;19;26;13;17;11;21;12;1;22;8;7;2;10;5;3;25;18;3;6005972
3;6005972;20;15;14;24;4;16;6;23;9;19;26;13;17;11;21;12;1;22;8;7;2;10;5;3;25;18
20;15;12;24;4;16;6;23;9;19;26;13;17;11;21;14;1;22;8;7;2;10;5;3;25;18;3;5909376
3;5909376;20;15;12;24;4;16;6;23;9;19;26;13;17;11;21;14;1;22;8;7;2;10;5;3;25;18
20;15;12;24;4;16;6;23;9;19;14;13;17;11;21;26;1;22;8;7;2;10;5;3;25;18;3;5906098
3;5906098;20;15;12;24;4;16;6;23;9;19;14;13;17;11;21;26;1;22;8;7;2;10;5;3;25;18
20;15;12;6;4;16;24;23;9;19;14;13;17;11;21;26;1;22;8;7;2;10;5;3;25;18;3;5916700
3;5916700;20;15;12;6;4;16;24;23;9;19;14;13;17;11;21;26;1;22;8;7;2;10;5;3;25;18
20;15;12;6;4;16;24;23;9;19;14;13;17;11;21;26;1;22;8;7;2;25;5;3;10;18;3;5916631
3;5916631;20;15;12;6;4;16;24;23;9;19;14;13;17;11;21;26;1;22;8;7;2;25;5;3;10;18
20;15;12;6;4;16;24;10;9;19;14;13;17;11;21;26;1;22;8;7;2;25;5;3;23;18;3;5919640
3;5919640;20;15;12;6;4;16;24;10;9;19;14;13;17;11;21;26;1;22;8;7;2;25;5;3;23;18
20;15;12;6;4;16;21;10;9;19;14;13;17;11;24;26;1;22;8;7;2;25;5;3;23;18;3;5933971
3;5933971;20;15;12;6;4;16;21;10;9;19;14;13;17;11;24;26;1;22;8;7;2;25;5;3;23;18
20;15;12;6;4;16;21;10;3;19;14;13;17;11;24;26;1;22;8;7;2;25;5;9;23;18;3;6150030
3;5933971;20;15;12;6;4;16;21;10;9;19;14;13;17;11;24;26;1;22;8;7;2;25;5;3;23;18
20;15;12;24;4;16;21;10;9;19;14;13;17;11;6;26;1;22;8;7;2;25;5;3;23;18;3;5928474
3;5928474;20;15;12;24;4;16;21;10;9;19;14;13;17;11;6;26;1;22;8;7;2;25;5;3;23;18
20;15;12;24;4;16;21;10;17;19;14;13;9;11;6;26;1;22;8;7;2;25;5;3;23;18;3;5987210
4;5987210;20;15;12;24;4;16;21;10;17;19;14;13;9;11;6;26;1;22;8;7;2;25;5;3;23;18
20;15;12;24;4;16;21;10;17;19;18;13;9;11;6;26;1;22;8;7;2;25;5;3;23;14;4;5993292
4;5993292;20;15;12;24;4;16;21;10;17;19;18;13;9;11;6;26;1;22;8;7;2;25;5;3;23;14
20;15;12;24;4;2;21;10;17;19;18;13;9;11;6;26;1;22;8;7;16;25;5;3;23;14;4;5967762
4;5967762;20;15;12;24;4;2;21;10;17;19;18;13;9;11;6;26;1;22;8;7;16;25;5;3;23;14
21;15;12;24;4;2;20;10;17;19;18;13;9;11;6;26;1;22;8;7;16;25;5;3;23;14;4;5899319
4;5899319;21;15;12;24;4;2;20;10;17;19;18;13;9;11;6;26;1;22;8;7;16;25;5;3;23;14
21;15;12;24;4;2;20;10;17;19;16;13;9;11;6;26;1;22;8;7;18;25;5;3;23;14;4;6028868
4;5899319;21;15;12;24;4;2;20;10;17;19;18;13;9;11;6;26;1;22;8;7;16;25;5;3;23;14
21;15;12;24;9;2;20;10;17;19;18;13;4;11;6;26;1;22;8;7;16;25;5;3;23;14;4;5991438
4;5991438;21;15;12;24;9;2;20;10;17;19;18;13;4;11;6;26;1;22;8;7;16;25;5;3;23;14
21;15;12;24;9;2;20;10;17;5;18;13;4;11;6;26;1;22;8;7;16;25;19;3;23;14;4;5940596
4;5940596;21;15;12;24;9;2;20;10;17;5;18;13;4;11;6;26;1;22;8;7;16;25;19;3;23;14
21;15;12;24;9;16;20;10;17;5;18;13;4;11;6;26;1;22;8;7;2;25;19;3;23;14;4;5918402
4;5918402;21;15;12;24;9;16;20;10;17;5;18;13;4;11;6;26;1;22;8;7;2;25;19;3;23;14
21;15;12;24;9;16;20;10;17;5;1;13;4;11;6;26;18;22;8;7;2;25;19;3;23;14;4;5920102
4;5920102;21;15;12;24;9;16;20;10;17;5;1;13;4;11;6;26;18;22;8;7;2;25;19;3;23;14
21;15;12;24;2;16;20;10;17;5;1;13;4;11;6;26;18;22;8;7;9;25;19;3;23;14;4;5911529
4;5911529;21;15;12;24;2;16;20;10;17;5;1;13;4;11;6;26;18;22;8;7;9;25;19;3;23;14
21;16;12;24;2;15;20;10;17;5;1;13;4;11;6;26;18;22;8;7;9;25;19;3;23;14;4;5940432
4;5940432;21;16;12;24;2;15;20;10;17;5;1;13;4;11;6;26;18;22;8;7;9;25;19;3;23;14
21;16;12;24;2;15;20;10;17;5;1;13;4;11;25;26;18;22;8;7;9;6;19;3;23;14;4;5947376
4;5947376;21;16;12;24;2;15;20;10;17;5;1;13;4;11;25;26;18;22;8;7;9;6;19;3;23;14
21;16;12;24;2;26;20;10;17;5;1;13;4;11;25;15;18;22;8;7;9;6;19;3;23;14;4;5929891
4;5929891;21;16;12;24;2;26;20;10;17;5;1;13;4;11;25;15;18;22;8;7;9;6;19;3;23;14
21;16;12;25;2;26;20;10;17;5;1;13;4;11;24;15;18;22;8;7;9;6;19;3;23;14;4;5930422
4;5930422;21;16;12;25;2;26;20;10;17;5;1;13;4;11;24;15;18;22;8;7;9;6;19;3;23;14
21;8;12;25;2;26;20;10;17;5;1;13;4;11;24;15;18;22;16;7;9;6;19;3;23;14;4;5956933
4;5956933;21;8;12;25;2;26;20;10;17;5;1;13;4;11;24;15;18;22;16;7;9;6;19;3;23;14
21;8;2;25;12;26;20;10;17;5;1;13;4;11;24;15;18;22;16;7;9;6;19;3;23;14;4;5954806
4;5954806;21;8;2;25;12;26;20;10;17;5;1;13;4;11;24;15;18;22;16;7;9;6;19;3;23;14
24;8;2;25;12;26;20;10;17;5;1;13;4;11;21;15;18;22;16;7;9;6;19;3;23;14;4;5952928
4;5952928;24;8;2;25;12;26;20;10;17;5;1;13;4;11;21;15;18;22;16;7;9;6;19;3;23;14
11;8;2;25;12;26;20;10;17;5;1;13;4;24;21;15;18;22;16;7;9;6;19;3;23;14;4;5963620
4;5963620;11;8;2;25;12;26;20;10;17;5;1;13;4;24;21;15;18;22;16;7;9;6;19;3;23;14
8;11;2;25;12;26;20;10;17;5;1;13;4;24;21;15;18;22;16;7;9;6;19;3;23;14;4;5965312
4;5965312;8;11;2;25;12;26;20;10;17;5;1;13;4;24;21;15;18;22;16;7;9;6;19;3;23;14
8;11;9;25;12;26;20;10;17;5;1;13;4;24;21;15;18;22;16;7;2;6;19;3;23;14;4;5940442
4;5940442;8;11;9;25;12;26;20;10;17;5;1;13;4;24;21;15;18;22;16;7;2;6;19;3;23;14
8;11;9;25;12;26;20;10;17;5;1;13;19;24;21;15;18;22;16;7;2;6;4;3;23;14;4;5917945
5;5917945;8;11;9;25;12;26;20;10;17;5;1;13;19;24;21;15;18;22;16;7;2;6;4;3;23;14
8;11;4;25;12;26;20;10;17;5;1;13;19;24;21;15;18;22;16;7;2;6;9;3;23;14;5;5927882
5;5927882;8;11;4;25;12;26;20;10;17;5;1;13;19;24;21;15;18;22;16;7;2;6;9;3;23;14
8;11;4;25;12;26;9;10;17;5;1;13;19;24;21;15;18;22;16;7;2;6;20;3;23;14;5;5986035
5;5986035;8;11;4;25;12;26;9;10;17;5;1;13;19;24;21;15;18;22;16;7;2;6;20;3;23;14
8;3;4;25;12;26;9;10;17;5;1;13;19;24;21;15;18;22;16;7;2;6;20;11;23;14;5;5978400
5;5978400;8;3;4;25;12;26;9;10;17;5;1;13;19;24;21;15;18;22;16;7;2;6;20;11;23;14
8;3;4;25;12;26;9;10;17;5;19;13;1;24;21;15;18;22;16;7;2;6;20;11;23;14;5;5981156
5;5981156;8;3;4;25;12;26;9;10;17;5;19;13;1;24;21;15;18;22;16;7;2;6;20;11;23;14
8;3;4;25;12;26;9;10;17;5;19;13;1;24;21;15;18;22;16;7;11;6;20;2;23;14;5;5984949
5;5984949;8;3;4;25;12;26;9;10;17;5;19;13;1;24;21;15;18;22;16;7;11;6;20;2;23;14
25;3;4;8;12;26;9;10;17;5;19;13;1;24;21;15;18;22;16;7;11;6;20;2;23;14;5;5992731
5;5992731;25;3;4;8;12;26;9;10;17;5;19;13;1;24;21;15;18;22;16;7;11;6;20;2;23;14
25;3;4;8;26;12;9;10;17;5;19;13;1;24;21;15;18;22;16;7;11;6;20;2;23;14;5;5994974
5;5994974;25;3;4;8;26;12;9;10;17;5;19;13;1;24;21;15;18;22;16;7;11;6;20;2;23;14
7;3;4;8;26;12;9;10;17;5;19;13;1;24;21;15;18;22;16;25;11;6;20;2;23;14;5;5991956
5;5991956;7;3;4;8;26;12;9;10;17;5;19;13;1;24;21;15;18;22;16;25;11;6;20;2;23;14
7;3;4;8;26;12;9;10;17;5;19;13;1;24;21;15;18;22;16;25;11;20;6;2;23;14;5;5981357
5;5981357;7;3;4;8;26;12;9;10;17;5;19;13;1;24;21;15;18;22;16;25;11;20;6;2;23;14
7;3;4;8;26;12;9;10;17;21;19;13;1;24;5;15;18;22;16;25;11;20;6;2;23;14;5;5947966
5;5947966;7;3;4;8;26;12;9;10;17;21;19;13;1;24;5;15;18;22;16;25;11;20;6;2;23;14
7;3;4;8;26;12;6;10;17;21;19;13;1;24;5;15;18;22;16;25;11;20;9;2;23;14;5;6018299
5;6018299;7;3;4;8;26;12;6;10;17;21;19;13;1;24;5;15;18;22;16;25;11;20;9;2;23;14
7;3;4;8;26;12;6;10;17;22;19;13;1;24;5;15;18;21;16;25;11;20;9;2;23;14;5;6008030
5;6008030;7;3;4;8;26;12;6;10;17;22;19;13;1;24;5;15;18;21;16;25;11;20;9;2;23;14
7;3;4;8;26;12;6;10;17;22;15;13;1;24;5;19;18;21;16;25;11;20;9;2;23;14;5;5918149
5;5918149;7;3;4;8;26;12;6;10;17;22;15;13;1;24;5;19;18;21;16;25;11;20;9;2;23;14
7;3;4;8;26;12;6;10;17;22;1;13;15;24;5;19;18;21;16;25;11;20;9;2;23;14;5;5908484
5;5908484;7;3;4;8;26;12;6;10;17;22;1;13;15;24;5;19;18;21;16;25;11;20;9;2;23;14
7;3;4;8;26;12;6;10;17;22;1;13;15;24;5;19;18;21;16;25;11;9;20;2;23;14;5;5933053
5;5933053;7;3;4;8;26;12;6;10;17;22;1;13;15;24;5;19;18;21;16;25;11;9;20;2;23;14
7;3;4;8;26;12;6;10;17;22;1;13;15;24;5;19;18;21;16;25;11;20;9;2;23;14;5;5908484
5;5908484;7;3;4;8;26;12;6;10;17;22;1;13;15;24;5;19;18;21;16;25;11;20;9;2;23;14
7;3;4;23;26;12;6;10;17;22;1;13;15;24;5;19;18;21;16;25;11;20;9;2;8;14;5;5860951
5;5860951;7;3;4;23;26;12;6;10;17;22;1;13;15;24;5;19;18;21;16;25;11;20;9;2;8;14
7;3;4;23;26;22;6;10;17;12;1;13;15;24;5;19;18;21;16;25;11;20;9;2;8;14;5;5853506
5;5853506;7;3;4;23;26;22;6;10;17;12;1;13;15;24;5;19;18;21;16;25;11;20;9;2;8;14
7;3;4;23;26;22;6;10;17;12;1;13;15;24;5;19;16;21;18;25;11;20;9;2;8;14;5;5845335
5;5845335;7;3;4;23;26;22;6;10;17;12;1;13;15;24;5;19;16;21;18;25;11;20;9;2;8;14
7;3;4;23;26;1;6;10;17;12;22;13;15;24;5;19;16;21;18;25;11;20;9;2;8;14;5;5944739
6;5944739;7;3;4;23;26;1;6;10;17;12;22;13;15;24;5;19;16;21;18;25;11;20;9;2;8;14
7;3;4;23;26;15;6;10;17;12;22;13;1;24;5;19;16;21;18;25;11;20;9;2;8;14;6;5912488
6;5912488;7;3;4;23;26;15;6;10;17;12;22;13;1;24;5;19;16;21;18;25;11;20;9;2;8;14
7;3;4;23;26;15;6;10;17;12;22;13;1;24;14;19;16;21;18;25;11;20;9;2;8;5;6;5821301
6;5821301;7;3;4;23;26;15;6;10;17;12;22;13;1;24;14;19;16;21;18;25;11;20;9;2;8;5
8;3;4;23;26;15;6;10;17;12;22;13;1;24;14;19;16;21;18;25;11;20;9;2;7;5;6;5865943
6;5865943;8;3;4;23;26;15;6;10;17;12;22;13;1;24;14;19;16;21;18;25;11;20;9;2;7;5
8;3;4;23;26;15;14;10;17;12;22;13;1;24;6;19;16;21;18;25;11;20;9;2;7;5;6;6023872
6;6023872;8;3;4;23;26;15;14;10;17;12;22;13;1;24;6;19;16;21;18;25;11;20;9;2;7;5
8;3;4;23;26;15;11;10;17;12;22;13;1;24;6;19;16;21;18;25;14;20;9;2;7;5;6;5881014
6;5881014;8;3;4;23;26;15;11;10;17;12;22;13;1;24;6;19;16;21;18;25;14;20;9;2;7;5
8;3;4;23;26;15;11;10;9;12;22;13;1;24;6;19;16;21;18;25;14;20;17;2;7;5;6;5847662
6;5847662;8;3;4;23;26;15;11;10;9;12;22;13;1;24;6;19;16;21;18;25;14;20;17;2;7;5
8;3;4;23;26;15;11;10;9;12;22;13;1;24;6;21;16;19;18;25;14;20;17;2;7;5;6;5809593
6;5809593;8;3;4;23;26;15;11;10;9;12;22;13;1;24;6;21;16;19;18;25;14;20;17;2;7;5
8;3;4;23;26;15;11;10;9;12;22;14;1;24;6;21;16;19;18;25;13;20;17;2;7;5;6;5792201
6;5792201;8;3;4;23;26;15;11;10;9;12;22;14;1;24;6;21;16;19;18;25;13;20;17;2;7;5
8;3;4;23;26;15;11;10;9;12;22;14;1;24;6;21;16;19;18;25;7;20;17;2;13;5;6;5801934
6;5801934;8;3;4;23;26;15;11;10;9;12;22;14;1;24;6;21;16;19;18;25;7;20;17;2;13;5
1;3;4;23;26;15;11;10;9;12;22;14;8;24;6;21;16;19;18;25;7;20;17;2;13;5;6;5778908
6;5778908;1;3;4;23;26;15;11;10;9;12;22;14;8;24;6;21;16;19;18;25;7;20;17;2;13;5
1;3;4;23;26;15;11;10;24;12;22;14;8;9;6;21;16;19;18;25;7;20;17;2;13;5;6;5713017
6;5713017;1;3;4;23;26;15;11;10;24;12;22;14;8;9;6;21;16;19;18;25;7;20;17;2;13;5
1;3;17;23;26;15;11;10;24;12;22;14;8;9;6;21;16;19;18;25;7;20;4;2;13;5;6;5740056
6;5740056;1;3;17;23;26;15;11;10;24;12;22;14;8;9;6;21;16;19;18;25;7;20;4;2;13;5
1;3;17;23;26;15;11;10;24;12;22;14;8;9;6;21;16;19;18;13;7;20;4;2;25;5;6;5743648
6;5743648;1;3;17;23;26;15;11;10;24;12;22;14;8;9;6;21;16;19;18;13;7;20;4;2;25;5
1;8;17;23;26;15;11;10;24;12;22;14;3;9;6;21;16;19;18;13;7;20;4;2;25;5;6;5777440
6;5777440;1;8;17;23;26;15;11;10;24;12;22;14;3;9;6;21;16;19;18;13;7;20;4;2;25;5
1;8;17;23;26;14;11;10;24;12;22;15;3;9;6;21;16;19;18;13;7;20;4;2;25;5;6;5912288
6;5912288;1;8;17;23;26;14;11;10;24;12;22;15;3;9;6;21;16;19;18;13;7;20;4;2;25;5
1;8;17;23;26;14;11;10;24;12;22;15;3;6;9;21;16;19;18;13;7;20;4;2;25;5;6;5933427
6;5933427;1;8;17;23;26;14;11;10;24;12;22;15;3;6;9;21;16;19;18;13;7;20;4;2;25;5
1;8;17;23;26;11;14;10;24;12;22;15;3;6;9;21;16;19;18;13;7;20;4;2;25;5;6;5933427
6;5933427;1;8;17;23;26;11;14;10;24;12;22;15;3;6;9;21;16;19;18;13;7;20;4;2;25;5
1;8;17;23;26;19;14;10;24;12;22;15;3;6;9;21;16;11;18;13;7;20;4;2;25;5;6;5999740
6;5999740;1;8;17;23;26;19;14;10;24;12;22;15;3;6;9;21;16;11;18;13;7;20;4;2;25;5
