"X1";"X6038498";"X16";"X3";"X5";"X4";"X22";"X15";"X12";"X7";"X19";"X23";"X26";"X20";"X9";"X17";"X2";"X8";"X10";"X18";"X24";"X6";"X21";"X13";"X11";"X14";"X1.1";"X25"
1;5793322;16;18;3;4;22;9;24;15;19;23;5;21;14;25;7;8;10;6;12;1;26;13;11;17;20;2
16;18;3;4;22;9;10;15;19;23;5;21;14;25;7;8;24;6;12;1;26;13;11;17;20;2;1;5793851
1;5793851;16;18;3;4;22;9;10;15;19;23;5;21;14;25;7;8;24;6;12;1;26;13;11;17;20;2
16;18;3;4;22;9;10;15;19;23;5;21;14;25;7;8;2;6;12;1;26;13;11;17;20;24;1;5785585
1;5785585;16;18;3;4;22;9;10;15;19;23;5;21;14;25;7;8;2;6;12;1;26;13;11;17;20;24
16;18;3;4;22;9;10;15;19;23;5;21;14;25;8;7;2;6;12;1;26;13;11;17;20;24;1;5822953
1;5822953;16;18;3;4;22;9;10;15;19;23;5;21;14;25;8;7;2;6;12;1;26;13;11;17;20;24
16;18;3;4;22;9;7;15;19;23;5;21;14;25;8;10;2;6;12;1;26;13;11;17;20;24;1;5822174
1;5822174;16;18;3;4;22;9;7;15;19;23;5;21;14;25;8;10;2;6;12;1;26;13;11;17;20;24
16;18;12;4;22;9;7;15;19;23;5;21;14;25;8;10;2;6;3;1;26;13;11;17;20;24;1;5810214
1;5810214;16;18;12;4;22;9;7;15;19;23;5;21;14;25;8;10;2;6;3;1;26;13;11;17;20;24
16;18;12;4;22;9;7;15;19;23;5;21;8;25;14;10;2;6;3;1;26;13;11;17;20;24;1;5901835
2;5901835;16;18;12;4;22;9;7;15;19;23;5;21;8;25;14;10;2;6;3;1;26;13;11;17;20;24
14;18;12;4;22;9;7;15;19;23;5;21;8;25;16;10;2;6;3;1;26;13;11;17;20;24;2;5945760
2;5945760;14;18;12;4;22;9;7;15;19;23;5;21;8;25;16;10;2;6;3;1;26;13;11;17;20;24
14;18;12;4;22;9;7;15;19;23;5;21;8;25;16;10;2;6;3;1;26;13;11;17;24;20;2;5945760
2;5945760;14;18;12;4;22;9;7;15;19;23;5;21;8;25;16;10;2;6;3;1;26;13;11;17;24;20
14;18;5;4;22;9;7;15;19;23;12;21;8;25;16;10;2;6;3;1;26;13;11;17;24;20;2;6046668
2;6046668;14;18;5;4;22;9;7;15;19;23;12;21;8;25;16;10;2;6;3;1;26;13;11;17;24;20
14;18;5;4;22;9;7;15;19;23;12;21;8;25;16;10;2;6;3;1;26;13;24;17;11;20;2;6042983
2;6042983;14;18;5;4;22;9;7;15;19;23;12;21;8;25;16;10;2;6;3;1;26;13;24;17;11;20
14;18;5;4;22;9;7;15;19;23;12;24;8;25;16;10;2;6;3;1;26;13;21;17;11;20;2;6090525
2;6090525;14;18;5;4;22;9;7;15;19;23;12;24;8;25;16;10;2;6;3;1;26;13;21;17;11;20
15;18;5;4;22;9;7;14;19;23;12;24;8;25;16;10;2;6;3;1;26;13;21;17;11;20;2;6002255
2;6002255;15;18;5;4;22;9;7;14;19;23;12;24;8;25;16;10;2;6;3;1;26;13;21;17;11;20
15;18;4;5;22;9;7;14;19;23;12;24;8;25;16;10;2;6;3;1;26;13;21;17;11;20;2;5982942
2;5982942;15;18;4;5;22;9;7;14;19;23;12;24;8;25;16;10;2;6;3;1;26;13;21;17;11;20
15;18;4;5;22;9;7;14;19;23;12;24;8;25;16;10;2;6;3;1;26;13;21;20;11;17;2;6024808
2;6024808;15;18;4;5;22;9;7;14;19;23;12;24;8;25;16;10;2;6;3;1;26;13;21;20;11;17
15;18;4;5;22;9;7;14;19;23;12;24;8;25;16;10;2;6;3;1;26;20;21;13;11;17;2;5995645
2;5995645;15;18;4;5;22;9;7;14;19;23;12;24;8;25;16;10;2;6;3;1;26;20;21;13;11;17
15;18;4;5;22;9;26;14;19;23;12;24;8;25;16;10;2;6;3;1;7;20;21;13;11;17;2;6010258
2;6010258;15;18;4;5;22;9;26;14;19;23;12;24;8;25;16;10;2;6;3;1;7;20;21;13;11;17
11;18;4;5;22;9;26;14;19;23;12;24;8;25;16;10;2;6;3;1;7;20;21;13;15;17;2;6022327
2;6022327;11;18;4;5;22;9;26;14;19;23;12;24;8;25;16;10;2;6;3;1;7;20;21;13;15;17
11;18;4;5;22;9;26;14;19;23;12;24;8;25;16;10;2;6;17;1;7;20;21;13;15;3;2;6058322
2;6058322;11;18;4;5;22;9;26;14;19;23;12;24;8;25;16;10;2;6;17;1;7;20;21;13;15;3
11;18;4;22;5;9;26;14;19;23;12;24;8;25;16;10;2;6;17;1;7;20;21;13;15;3;2;6058202
2;6058202;11;18;4;22;5;9;26;14;19;23;12;24;8;25;16;10;2;6;17;1;7;20;21;13;15;3
11;18;4;22;24;9;26;14;19;23;12;5;8;25;16;10;2;6;17;1;7;20;21;13;15;3;2;5932674
2;5932674;11;18;4;22;24;9;26;14;19;23;12;5;8;25;16;10;2;6;17;1;7;20;21;13;15;3
11;18;4;14;24;9;26;22;19;23;12;5;8;25;16;10;2;6;17;1;7;20;21;13;15;3;2;6092642
2;6092642;11;18;4;14;24;9;26;22;19;23;12;5;8;25;16;10;2;6;17;1;7;20;21;13;15;3
11;18;4;14;24;9;26;22;19;23;12;5;8;25;2;10;16;6;17;1;7;20;21;13;15;3;2;6100676
2;6100676;11;18;4;14;24;9;26;22;19;23;12;5;8;25;2;10;16;6;17;1;7;20;21;13;15;3
11;18;4;14;24;9;26;22;15;23;12;5;8;25;2;10;16;6;17;1;7;20;21;13;19;3;2;6114854
2;6114854;11;18;4;14;24;9;26;22;15;23;12;5;8;25;2;10;16;6;17;1;7;20;21;13;19;3
11;18;4;14;24;9;26;22;15;23;12;5;8;25;2;10;16;6;17;13;7;20;21;1;19;3;2;6122811
2;6122811;11;18;4;14;24;9;26;22;15;23;12;5;8;25;2;10;16;6;17;13;7;20;21;1;19;3
11;18;4;14;24;9;26;22;15;23;12;5;8;25;2;10;19;6;17;13;7;20;21;1;16;3;2;6107173
2;6107173;11;18;4;14;24;9;26;22;15;23;12;5;8;25;2;10;19;6;17;13;7;20;21;1;16;3
11;18;4;14;24;25;26;22;15;23;12;5;8;9;2;10;19;6;17;13;7;20;21;1;16;3;2;6112125
3;6112125;11;18;4;14;24;25;26;22;15;23;12;5;8;9;2;10;19;6;17;13;7;20;21;1;16;3
11;19;4;14;24;25;26;22;15;23;12;5;8;9;2;10;18;6;17;13;7;20;21;1;16;3;3;6043465
3;6043465;11;19;4;14;24;25;26;22;15;23;12;5;8;9;2;10;18;6;17;13;7;20;21;1;16;3
11;16;4;14;24;25;26;22;15;23;12;5;8;9;2;10;18;6;17;13;7;20;21;1;19;3;3;5953795
3;5953795;11;16;4;14;24;25;26;22;15;23;12;5;8;9;2;10;18;6;17;13;7;20;21;1;19;3
11;16;4;14;24;25;26;22;15;23;12;5;8;17;2;10;18;6;9;13;7;20;21;1;19;3;3;5916058
3;5916058;11;16;4;14;24;25;26;22;15;23;12;5;8;17;2;10;18;6;9;13;7;20;21;1;19;3
11;8;4;14;24;25;26;22;15;23;12;5;16;17;2;10;18;6;9;13;7;20;21;1;19;3;3;5946037
3;5946037;11;8;4;14;24;25;26;22;15;23;12;5;16;17;2;10;18;6;9;13;7;20;21;1;19;3
11;8;1;14;24;25;26;22;15;23;12;5;16;17;2;10;18;6;9;13;7;20;21;4;19;3;3;5943989
3;5943989;11;8;1;14;24;25;26;22;15;23;12;5;16;17;2;10;18;6;9;13;7;20;21;4;19;3
11;8;1;14;24;25;20;22;15;23;12;5;16;17;2;10;18;6;9;13;7;26;21;4;19;3;3;5955223
3;5955223;11;8;1;14;24;25;20;22;15;23;12;5;16;17;2;10;18;6;9;13;7;26;21;4;19;3
11;8;1;14;24;25;20;22;15;23;12;18;16;17;2;10;5;6;9;13;7;26;21;4;19;3;3;5921478
3;5921478;11;8;1;14;24;25;20;22;15;23;12;18;16;17;2;10;5;6;9;13;7;26;21;4;19;3
11;8;21;14;24;25;20;22;15;23;12;18;16;17;2;10;5;6;9;13;7;26;1;4;19;3;3;5927445
3;5927445;11;8;21;14;24;25;20;22;15;23;12;18;16;17;2;10;5;6;9;13;7;26;1;4;19;3
11;8;21;14;24;25;20;22;15;23;12;26;16;17;2;10;5;6;9;13;7;18;1;4;19;3;3;5961799
3;5961799;11;8;21;14;24;25;20;22;15;23;12;26;16;17;2;10;5;6;9;13;7;18;1;4;19;3
11;8;21;14;24;25;20;22;15;23;12;26;16;17;1;10;5;6;9;13;7;18;2;4;19;3;3;5920768
3;5920768;11;8;21;14;24;25;20;22;15;23;12;26;16;17;1;10;5;6;9;13;7;18;2;4;19;3
11;8;21;14;24;25;20;22;15;23;12;26;10;17;1;16;5;6;9;13;7;18;2;4;19;3;3;5918142
3;5918142;11;8;21;14;24;25;20;22;15;23;12;26;10;17;1;16;5;6;9;13;7;18;2;4;19;3
11;8;26;14;24;25;20;22;15;23;12;21;10;17;1;16;5;6;9;13;7;18;2;4;19;3;3;5877638
3;5877638;11;8;26;14;24;25;20;22;15;23;12;21;10;17;1;16;5;6;9;13;7;18;2;4;19;3
11;8;26;14;24;25;20;22;15;23;12;21;10;17;1;13;5;6;9;16;7;18;2;4;19;3;3;5882100
3;5882100;11;8;26;14;24;25;20;22;15;23;12;21;10;17;1;13;5;6;9;16;7;18;2;4;19;3
11;8;26;14;24;25;20;22;15;23;12;21;10;17;1;13;5;6;16;9;7;18;2;4;19;3;3;5945298
3;5945298;11;8;26;14;24;25;20;22;15;23;12;21;10;17;1;13;5;6;16;9;7;18;2;4;19;3
11;8;26;14;24;6;20;22;15;23;12;21;10;17;1;13;5;25;16;9;7;18;2;4;19;3;3;5955611
3;5955611;11;8;26;14;24;6;20;22;15;23;12;21;10;17;1;13;5;25;16;9;7;18;2;4;19;3
11;8;26;14;24;6;20;22;4;23;12;21;10;17;1;13;5;25;16;9;7;18;2;15;19;3;3;5902703
3;5902703;11;8;26;14;24;6;20;22;4;23;12;21;10;17;1;13;5;25;16;9;7;18;2;15;19;3
11;8;5;14;24;6;20;22;4;23;12;21;10;17;1;13;26;25;16;9;7;18;2;15;19;3;3;6211476
3;6211476;11;8;5;14;24;6;20;22;4;23;12;21;10;17;1;13;26;25;16;9;7;18;2;15;19;3
11;1;5;14;24;6;20;22;4;23;12;21;10;17;8;13;26;25;16;9;7;18;2;15;19;3;3;6234225
3;6234225;11;1;5;14;24;6;20;22;4;23;12;21;10;17;8;13;26;25;16;9;7;18;2;15;19;3
7;1;5;14;24;6;20;22;4;23;12;21;10;17;8;13;26;25;16;9;11;18;2;15;19;3;3;6227757
3;6227757;7;1;5;14;24;6;20;22;4;23;12;21;10;17;8;13;26;25;16;9;11;18;2;15;19;3
7;1;5;14;24;17;20;22;4;23;12;21;10;6;8;13;26;25;16;9;11;18;2;15;19;3;3;6238001
4;6238001;7;1;5;14;24;17;20;22;4;23;12;21;10;6;8;13;26;25;16;9;11;18;2;15;19;3
7;1;5;14;24;17;20;22;4;23;12;6;10;21;8;13;26;25;16;9;11;18;2;15;19;3;4;6224957
4;6224957;7;1;5;14;24;17;20;22;4;23;12;6;10;21;8;13;26;25;16;9;11;18;2;15;19;3
7;24;5;14;1;17;20;22;4;23;12;6;10;21;8;13;26;25;16;9;11;18;2;15;19;3;4;6224691
4;6224691;7;24;5;14;1;17;20;22;4;23;12;6;10;21;8;13;26;25;16;9;11;18;2;15;19;3
7;24;5;14;11;17;20;22;4;23;12;6;10;21;8;13;26;25;16;9;1;18;2;15;19;3;4;6237289
4;6237289;7;24;5;14;11;17;20;22;4;23;12;6;10;21;8;13;26;25;16;9;1;18;2;15;19;3
7;24;5;14;11;17;20;22;13;23;12;6;10;21;8;4;26;25;16;9;1;18;2;15;19;3;4;6238577
4;6238577;7;24;5;14;11;17;20;22;13;23;12;6;10;21;8;4;26;25;16;9;1;18;2;15;19;3
7;24;5;14;11;17;3;22;13;23;12;6;10;21;8;4;26;25;16;9;1;18;2;15;19;20;4;6224889
4;6224889;7;24;5;14;11;17;3;22;13;23;12;6;10;21;8;4;26;25;16;9;1;18;2;15;19;20
7;24;6;14;11;17;3;22;13;23;12;5;10;21;8;4;26;25;16;9;1;18;2;15;19;20;4;6026046
4;6026046;7;24;6;14;11;17;3;22;13;23;12;5;10;21;8;4;26;25;16;9;1;18;2;15;19;20
7;24;6;14;11;17;3;22;13;23;12;5;10;21;8;4;26;1;16;9;25;18;2;15;19;20;4;5942396
4;5942396;7;24;6;14;11;17;3;22;13;23;12;5;10;21;8;4;26;1;16;9;25;18;2;15;19;20
7;24;6;14;11;17;3;22;13;23;12;5;10;21;8;18;26;1;16;9;25;4;2;15;19;20;4;5874515
4;5874515;7;24;6;14;11;17;3;22;13;23;12;5;10;21;8;18;26;1;16;9;25;4;2;15;19;20
7;24;6;14;11;17;3;22;13;23;12;5;10;21;8;18;26;1;16;9;25;19;2;15;4;20;4;5847112
4;5847112;7;24;6;14;11;17;3;22;13;23;12;5;10;21;8;18;26;1;16;9;25;19;2;15;4;20
7;24;6;8;11;17;3;22;13;23;12;5;10;21;14;18;26;1;16;9;25;19;2;15;4;20;4;5834171
4;5834171;7;24;6;8;11;17;3;22;13;23;12;5;10;21;14;18;26;1;16;9;25;19;2;15;4;20
7;4;6;8;11;17;3;22;13;23;12;5;10;21;14;18;26;1;16;9;25;19;2;15;24;20;4;5929992
4;5929992;7;4;6;8;11;17;3;22;13;23;12;5;10;21;14;18;26;1;16;9;25;19;2;15;24;20
7;17;6;8;11;4;3;22;13;23;12;5;10;21;14;18;26;1;16;9;25;19;2;15;24;20;4;5830939
4;5830939;7;17;6;8;11;4;3;22;13;23;12;5;10;21;14;18;26;1;16;9;25;19;2;15;24;20
7;17;6;3;11;4;8;22;13;23;12;5;10;21;14;18;26;1;16;9;25;19;2;15;24;20;4;5879957
4;5879957;7;17;6;3;11;4;8;22;13;23;12;5;10;21;14;18;26;1;16;9;25;19;2;15;24;20
7;17;6;3;11;4;8;22;13;23;12;5;10;21;16;18;26;1;14;9;25;19;2;15;24;20;4;5753023
4;5753023;7;17;6;3;11;4;8;22;13;23;12;5;10;21;16;18;26;1;14;9;25;19;2;15;24;20
7;17;6;3;11;4;8;22;13;23;12;5;16;21;10;18;26;1;14;9;25;19;2;15;24;20;4;5750267
4;5750267;7;17;6;3;11;4;8;22;13;23;12;5;16;21;10;18;26;1;14;9;25;19;2;15;24;20
13;17;6;3;11;4;8;22;7;23;12;5;16;21;10;18;26;1;14;9;25;19;2;15;24;20;4;5775205
4;5775205;13;17;6;3;11;4;8;22;7;23;12;5;16;21;10;18;26;1;14;9;25;19;2;15;24;20
13;17;6;3;11;4;8;22;21;23;12;5;16;7;10;18;26;1;14;9;25;19;2;15;24;20;4;5809628
4;5809628;13;17;6;3;11;4;8;22;21;23;12;5;16;7;10;18;26;1;14;9;25;19;2;15;24;20
13;17;6;3;10;4;8;22;21;23;12;5;16;7;11;18;26;1;14;9;25;19;2;15;24;20;4;5807910
4;5807910;13;17;6;3;10;4;8;22;21;23;12;5;16;7;11;18;26;1;14;9;25;19;2;15;24;20
13;17;6;3;10;4;8;22;21;23;12;5;16;7;11;18;26;1;14;15;25;19;2;9;24;20;4;5820119
4;5820119;13;17;6;3;10;4;8;22;21;23;12;5;16;7;11;18;26;1;14;15;25;19;2;9;24;20
13;17;16;3;10;4;8;22;21;23;12;5;6;7;11;18;26;1;14;15;25;19;2;9;24;20;4;5823302
5;5823302;13;17;16;3;10;4;8;22;21;23;12;5;6;7;11;18;26;1;14;15;25;19;2;9;24;20
13;26;16;3;10;4;8;22;21;23;12;5;6;7;11;18;17;1;14;15;25;19;2;9;24;20;5;5825202
5;5825202;13;26;16;3;10;4;8;22;21;23;12;5;6;7;11;18;17;1;14;15;25;19;2;9;24;20
13;26;16;3;10;4;8;22;21;23;12;5;6;7;11;18;14;1;17;15;25;19;2;9;24;20;5;5800678
5;5800678;13;26;16;3;10;4;8;22;21;23;12;5;6;7;11;18;14;1;17;15;25;19;2;9;24;20
13;26;16;3;10;12;8;22;21;23;4;5;6;7;11;18;14;1;17;15;25;19;2;9;24;20;5;5801721
5;5801721;13;26;16;3;10;12;8;22;21;23;4;5;6;7;11;18;14;1;17;15;25;19;2;9;24;20
19;26;16;3;10;12;8;22;21;23;4;5;6;7;11;18;14;1;17;15;25;13;2;9;24;20;5;5787260
5;5787260;19;26;16;3;10;12;8;22;21;23;4;5;6;7;11;18;14;1;17;15;25;13;2;9;24;20
19;26;16;14;10;12;8;22;21;23;4;5;6;7;11;18;3;1;17;15;25;13;2;9;24;20;5;5942386
5;5942386;19;26;16;14;10;12;8;22;21;23;4;5;6;7;11;18;3;1;17;15;25;13;2;9;24;20
19;13;16;14;10;12;8;22;21;23;4;5;6;7;11;18;3;1;17;15;25;26;2;9;24;20;5;5939849
5;5939849;19;13;16;14;10;12;8;22;21;23;4;5;6;7;11;18;3;1;17;15;25;26;2;9;24;20
19;5;16;14;10;12;8;22;21;23;4;13;6;7;11;18;3;1;17;15;25;26;2;9;24;20;5;6078903
5;6078903;19;5;16;14;10;12;8;22;21;23;4;13;6;7;11;18;3;1;17;15;25;26;2;9;24;20
19;5;16;15;10;12;8;22;21;23;4;13;6;7;11;18;3;1;17;14;25;26;2;9;24;20;5;6079981
5;6079981;19;5;16;15;10;12;8;22;21;23;4;13;6;7;11;18;3;1;17;14;25;26;2;9;24;20
19;5;16;15;10;12;8;22;4;23;21;13;6;7;11;18;3;1;17;14;25;26;2;9;24;20;5;6020279
5;6020279;19;5;16;15;10;12;8;22;4;23;21;13;6;7;11;18;3;1;17;14;25;26;2;9;24;20
19;5;16;15;10;12;8;22;4;26;21;13;6;7;11;18;3;1;17;14;25;23;2;9;24;20;5;6030038
5;6030038;19;5;16;15;10;12;8;22;4;26;21;13;6;7;11;18;3;1;17;14;25;23;2;9;24;20
19;16;5;15;10;12;8;22;4;26;21;13;6;7;11;18;3;1;17;14;25;23;2;9;24;20;5;6034285
5;6034285;19;16;5;15;10;12;8;22;4;26;21;13;6;7;11;18;3;1;17;14;25;23;2;9;24;20
19;16;5;15;26;12;8;22;4;10;21;13;6;7;11;18;3;1;17;14;25;23;2;9;24;20;5;6045541
5;6045541;19;16;5;15;26;12;8;22;4;10;21;13;6;7;11;18;3;1;17;14;25;23;2;9;24;20
19;16;14;15;26;12;8;22;4;10;21;13;6;7;11;18;3;1;17;5;25;23;2;9;24;20;5;6064477
5;6064477;19;16;14;15;26;12;8;22;4;10;21;13;6;7;11;18;3;1;17;5;25;23;2;9;24;20
19;16;14;15;26;12;8;22;6;10;21;13;4;7;11;18;3;1;17;5;25;23;2;9;24;20;5;6164860
5;6164860;19;16;14;15;26;12;8;22;6;10;21;13;4;7;11;18;3;1;17;5;25;23;2;9;24;20
19;16;14;15;26;12;8;22;6;10;21;13;4;7;2;18;3;1;17;5;25;23;11;9;24;20;5;6167891
5;6167891;19;16;14;15;26;12;8;22;6;10;21;13;4;7;2;18;3;1;17;5;25;23;11;9;24;20
19;16;14;15;26;12;8;22;6;10;21;13;4;7;2;18;20;1;17;5;25;23;11;9;24;3;5;6198795
5;6198795;19;16;14;15;26;12;8;22;6;10;21;13;4;7;2;18;20;1;17;5;25;23;11;9;24;3
19;16;14;15;26;12;8;22;6;10;21;13;4;7;2;18;20;1;17;5;25;24;11;9;23;3;5;6174585
5;6174585;19;16;14;15;26;12;8;22;6;10;21;13;4;7;2;18;20;1;17;5;25;24;11;9;23;3
2;16;14;15;26;12;8;22;6;10;21;13;4;7;19;18;20;1;17;5;25;24;11;9;23;3;5;6160994
5;6160994;2;16;14;15;26;12;8;22;6;10;21;13;4;7;19;18;20;1;17;5;25;24;11;9;23;3
2;16;14;15;26;12;8;22;6;10;21;13;4;7;20;18;19;1;17;5;25;24;11;9;23;3;5;6174189
5;6174189;2;16;14;15;26;12;8;22;6;10;21;13;4;7;20;18;19;1;17;5;25;24;11;9;23;3
16;2;14;15;26;12;8;22;6;10;21;13;4;7;20;18;19;1;17;5;25;24;11;9;23;3;5;6153635
6;6153635;16;2;14;15;26;12;8;22;6;10;21;13;4;7;20;18;19;1;17;5;25;24;11;9;23;3
16;2;14;15;26;12;8;22;6;10;21;13;4;7;25;18;19;1;17;5;20;24;11;9;23;3;6;6175800
6;6175800;16;2;14;15;26;12;8;22;6;10;21;13;4;7;25;18;19;1;17;5;20;24;11;9;23;3
21;2;14;15;26;12;8;22;6;10;16;13;4;7;25;18;19;1;17;5;20;24;11;9;23;3;6;6199327
6;6199327;21;2;14;15;26;12;8;22;6;10;16;13;4;7;25;18;19;1;17;5;20;24;11;9;23;3
21;2;14;15;26;12;8;22;6;1;16;13;4;7;25;18;19;10;17;5;20;24;11;9;23;3;6;6232219
6;6232219;21;2;14;15;26;12;8;22;6;1;16;13;4;7;25;18;19;10;17;5;20;24;11;9;23;3
21;2;14;15;26;12;8;22;18;1;16;13;4;7;25;6;19;10;17;5;20;24;11;9;23;3;6;6223022
6;6223022;21;2;14;15;26;12;8;22;18;1;16;13;4;7;25;6;19;10;17;5;20;24;11;9;23;3
21;2;14;15;26;12;8;22;18;1;16;13;4;7;25;6;19;10;17;5;3;24;11;9;23;20;6;6108078
6;6108078;21;2;14;15;26;12;8;22;18;1;16;13;4;7;25;6;19;10;17;5;3;24;11;9;23;20
21;2;14;15;26;12;8;22;25;1;16;13;4;7;18;6;19;10;17;5;3;24;11;9;23;20;6;6209609
6;6209609;21;2;14;15;26;12;8;22;25;1;16;13;4;7;18;6;19;10;17;5;3;24;11;9;23;20
21;2;14;15;26;3;8;22;25;1;16;13;4;7;18;6;19;10;17;5;12;24;11;9;23;20;6;6274872
6;6274872;21;2;14;15;26;3;8;22;25;1;16;13;4;7;18;6;19;10;17;5;12;24;11;9;23;20
2;21;14;15;26;3;8;22;25;1;16;13;4;7;18;6;19;10;17;5;12;24;11;9;23;20;6;6293443
6;6293443;2;21;14;15;26;3;8;22;25;1;16;13;4;7;18;6;19;10;17;5;12;24;11;9;23;20
2;21;14;15;26;3;8;22;25;1;16;13;4;7;18;6;19;10;23;5;12;24;11;9;17;20;6;6288784
6;6288784;2;21;14;15;26;3;8;22;25;1;16;13;4;7;18;6;19;10;23;5;12;24;11;9;17;20
2;12;14;15;26;3;8;22;25;1;16;13;4;7;18;6;19;10;23;5;21;24;11;9;17;20;6;6286120
6;6286120;2;12;14;15;26;3;8;22;25;1;16;13;4;7;18;6;19;10;23;5;21;24;11;9;17;20
2;12;14;15;26;3;8;22;25;1;16;13;6;7;18;4;19;10;23;5;21;24;11;9;17;20;6;6186510
6;6186510;2;12;14;15;26;3;8;22;25;1;16;13;6;7;18;4;19;10;23;5;21;24;11;9;17;20
2;12;14;7;26;3;8;22;25;1;16;13;6;15;18;4;19;10;23;5;21;24;11;9;17;20;6;6196984
6;6196984;2;12;14;7;26;3;8;22;25;1;16;13;6;15;18;4;19;10;23;5;21;24;11;9;17;20
2;12;14;7;26;3;10;22;25;1;16;13;6;15;18;4;19;8;23;5;21;24;11;9;17;20;6;6140218
6;6140218;2;12;14;7;26;3;10;22;25;1;16;13;6;15;18;4;19;8;23;5;21;24;11;9;17;20
2;12;14;7;26;3;10;22;25;1;16;13;17;15;18;4;19;8;23;5;21;24;11;9;6;20;6;6137084
6;6137084;2;12;14;7;26;3;10;22;25;1;16;13;17;15;18;4;19;8;23;5;21;24;11;9;6;20
13;12;14;7;26;3;10;22;25;1;16;2;17;15;18;4;19;8;23;5;21;24;11;9;6;20;6;6140577
6;6140577;13;12;14;7;26;3;10;22;25;1;16;2;17;15;18;4;19;8;23;5;21;24;11;9;6;20
13;2;14;7;26;3;10;22;25;1;16;12;17;15;18;4;19;8;23;5;21;24;11;9;6;20;6;6122183
6;6122183;13;2;14;7;26;3;10;22;25;1;16;12;17;15;18;4;19;8;23;5;21;24;11;9;6;20
13;2;14;7;26;3;10;22;25;1;24;12;17;15;18;4;19;8;23;5;21;16;11;9;6;20;6;6126842
6;6126842;13;2;14;7;26;3;10;22;25;1;24;12;17;15;18;4;19;8;23;5;21;16;11;9;6;20
13;2;23;7;26;3;10;22;25;1;24;12;17;15;18;4;19;8;14;5;21;16;11;9;6;20;6;6008023
6;6008023;13;2;23;7;26;3;10;22;25;1;24;12;17;15;18;4;19;8;14;5;21;16;11;9;6;20
