"X1";"X31888";"X1.1";"X7";"X11";"X2";"X10";"X4";"X6";"X3";"X5";"X12";"X8";"X9"
5;6;9;12;1;10;3;7;4;11;8;2;2;54836
2;54836;5;6;9;12;1;10;3;7;4;11;8;2
6;5;9;12;1;10;3;7;4;11;8;2;2;46574
2;46574;6;5;9;12;1;10;3;7;4;11;8;2
6;5;9;12;1;10;3;11;4;7;8;2;2;43076
2;43076;6;5;9;12;1;10;3;11;4;7;8;2
6;5;10;12;1;9;3;11;4;7;8;2;2;54510
2;54510;6;5;10;12;1;9;3;11;4;7;8;2
6;5;10;12;3;9;1;11;4;7;8;2;2;54372
2;54372;6;5;10;12;3;9;1;11;4;7;8;2
6;5;7;12;3;9;1;11;4;10;8;2;2;58072
2;58072;6;5;7;12;3;9;1;11;4;10;8;2
6;5;7;12;3;9;1;8;4;10;11;2;2;49424
2;49424;6;5;7;12;3;9;1;8;4;10;11;2
6;9;7;12;3;5;1;8;4;10;11;2;2;44856
2;44856;6;9;7;12;3;5;1;8;4;10;11;2
11;9;7;12;3;5;1;8;4;10;6;2;2;36554
2;36554;11;9;7;12;3;5;1;8;4;10;6;2
11;9;7;12;8;5;1;3;4;10;6;2;2;41808
2;36554;11;9;7;12;3;5;1;8;4;10;6;2
11;9;7;3;12;5;1;8;4;10;6;2;2;35114
2;35114;11;9;7;3;12;5;1;8;4;10;6;2
11;8;7;3;12;5;1;9;4;10;6;2;2;30970
2;30970;11;8;7;3;12;5;1;9;4;10;6;2
11;1;7;3;12;5;8;9;4;10;6;2;2;45678
2;45678;11;1;7;3;12;5;8;9;4;10;6;2
11;8;7;3;12;5;1;9;4;10;6;2;2;30970
2;30970;11;8;7;3;12;5;1;9;4;10;6;2
11;8;7;3;12;5;4;9;1;10;6;2;2;36306
2;36306;11;8;7;3;12;5;4;9;1;10;6;2
11;8;7;6;12;5;4;9;1;10;3;2;2;32778
2;32778;11;8;7;6;12;5;4;9;1;10;3;2
11;8;7;6;10;5;4;9;1;12;3;2;2;30706
3;30706;11;8;7;6;10;5;4;9;1;12;3;2
11;8;7;12;10;5;4;9;1;6;3;2;3;34122
3;30706;11;8;7;6;10;5;4;9;1;12;3;2
11;8;7;6;10;5;4;9;12;1;3;2;3;40094
3;30706;11;8;7;6;10;5;4;9;1;12;3;2
11;8;1;6;10;5;4;9;7;12;3;2;3;30998
3;30998;11;8;1;6;10;5;4;9;7;12;3;2
3;8;1;6;10;5;4;9;7;12;11;2;3;43910
3;43910;3;8;1;6;10;5;4;9;7;12;11;2
3;9;1;6;10;5;4;8;7;12;11;2;3;60306
3;60306;3;9;1;6;10;5;4;8;7;12;11;2
3;9;2;6;10;5;4;8;7;12;11;1;3;66928
3;66928;3;9;2;6;10;5;4;8;7;12;11;1
3;9;2;6;10;5;11;8;7;12;4;1;3;68636
3;68636;3;9;2;6;10;5;11;8;7;12;4;1
3;9;6;2;10;5;11;8;7;12;4;1;3;63168
3;63168;3;9;6;2;10;5;11;8;7;12;4;1
3;9;6;2;11;5;10;8;7;12;4;1;3;65374
3;65374;3;9;6;2;11;5;10;8;7;12;4;1
3;4;6;2;11;5;10;8;7;12;9;1;3;59088
3;59088;3;4;6;2;11;5;10;8;7;12;9;1
8;4;6;2;11;5;10;3;7;12;9;1;3;56624
3;56624;8;4;6;2;11;5;10;3;7;12;9;1
8;4;6;12;11;5;10;3;7;2;9;1;3;54270
3;54270;8;4;6;12;11;5;10;3;7;2;9;1
8;9;6;12;11;5;10;3;7;2;4;1;3;52636
3;52636;8;9;6;12;11;5;10;3;7;2;4;1
8;4;6;12;11;5;10;3;7;2;9;1;3;54270
3;54270;8;4;6;12;11;5;10;3;7;2;9;1
8;4;6;9;11;5;10;3;7;2;12;1;3;52730
3;52730;8;4;6;9;11;5;10;3;7;2;12;1
1;4;6;9;11;5;10;3;7;2;12;8;3;57934
3;57934;1;4;6;9;11;5;10;3;7;2;12;8
1;4;11;9;6;5;10;3;7;2;12;8;3;59106
3;59106;1;4;11;9;6;5;10;3;7;2;12;8
1;4;11;9;3;5;10;6;7;2;12;8;3;52950
3;52950;1;4;11;9;3;5;10;6;7;2;12;8
1;8;11;9;3;5;10;6;7;2;12;4;3;39944
3;39944;1;8;11;9;3;5;10;6;7;2;12;4
3;8;11;9;1;5;10;6;7;2;12;4;3;45404
4;45404;3;8;11;9;1;5;10;6;7;2;12;4
3;8;11;9;1;5;2;6;7;10;12;4;4;46066
4;46066;3;8;11;9;1;5;2;6;7;10;12;4
3;8;11;1;9;5;2;6;7;10;12;4;4;46666
4;46066;3;8;11;9;1;5;2;6;7;10;12;4
3;8;11;9;1;7;2;6;5;10;12;4;4;57832
4;57832;3;8;11;9;1;7;2;6;5;10;12;4
4;8;11;9;1;7;2;6;5;10;12;3;4;50514
4;50514;4;8;11;9;1;7;2;6;5;10;12;3
4;8;11;9;7;1;2;6;5;10;12;3;4;43718
4;43718;4;8;11;9;7;1;2;6;5;10;12;3
4;8;11;9;7;10;2;6;5;1;12;3;4;42698
4;42698;4;8;11;9;7;10;2;6;5;1;12;3
4;11;8;9;7;10;2;6;5;1;12;3;4;59094
4;42698;4;8;11;9;7;10;2;6;5;1;12;3
4;8;11;9;7;10;2;6;1;5;12;3;4;39010
4;39010;4;8;11;9;7;10;2;6;1;5;12;3
4;8;11;9;7;10;2;6;3;5;12;1;4;40868
4;40868;4;8;11;9;7;10;2;6;3;5;12;1
4;8;11;9;7;10;5;6;3;2;12;1;4;34166
4;34166;4;8;11;9;7;10;5;6;3;2;12;1
4;8;11;9;5;10;7;6;3;2;12;1;4;40860
4;40860;4;8;11;9;5;10;7;6;3;2;12;1
10;8;11;9;5;4;7;6;3;2;12;1;4;35328
4;35328;10;8;11;9;5;4;7;6;3;2;12;1
10;8;3;9;5;4;7;6;11;2;12;1;4;35840
4;35840;10;8;3;9;5;4;7;6;11;2;12;1
10;8;1;9;5;4;7;6;11;2;12;3;4;34350
4;34350;10;8;1;9;5;4;7;6;11;2;12;3
10;8;1;9;5;11;7;6;4;2;12;3;4;33836
4;33836;10;8;1;9;5;11;7;6;4;2;12;3
10;8;1;9;7;11;5;6;4;2;12;3;4;36006
4;36006;10;8;1;9;7;11;5;6;4;2;12;3
10;8;1;9;4;11;5;6;7;2;12;3;4;36380
4;36380;10;8;1;9;4;11;5;6;7;2;12;3
10;8;1;5;4;11;9;6;7;2;12;3;4;35212
4;35212;10;8;1;5;4;11;9;6;7;2;12;3
10;11;1;5;4;8;9;6;7;2;12;3;4;45706
4;45706;10;11;1;5;4;8;9;6;7;2;12;3
10;3;1;5;4;8;9;6;7;2;12;11;4;53506
5;45706;10;11;1;5;4;8;9;6;7;2;12;3
10;11;12;5;4;8;9;6;7;2;1;3;5;41854
5;41854;10;11;12;5;4;8;9;6;7;2;1;3
10;11;1;5;4;8;9;6;7;2;12;3;5;45706
5;45706;10;11;1;5;4;8;9;6;7;2;12;3
10;11;1;5;4;8;3;6;7;2;12;9;5;41594
5;41594;10;11;1;5;4;8;3;6;7;2;12;9
10;11;1;4;5;8;3;6;7;2;12;9;5;40314
5;40314;10;11;1;4;5;8;3;6;7;2;12;9
10;11;1;9;5;8;3;6;7;2;12;4;5;41050
5;41050;10;11;1;9;5;8;3;6;7;2;12;4
10;11;1;9;5;8;7;6;3;2;12;4;5;40184
5;40184;10;11;1;9;5;8;7;6;3;2;12;4
10;7;1;9;5;8;11;6;3;2;12;4;5;43456
5;43456;10;7;1;9;5;8;11;6;3;2;12;4
10;5;1;9;7;8;11;6;3;2;12;4;5;34422
5;34422;10;5;1;9;7;8;11;6;3;2;12;4
5;10;1;9;7;8;11;6;3;2;12;4;5;32306
5;32306;5;10;1;9;7;8;11;6;3;2;12;4
5;10;12;9;7;8;11;6;3;2;1;4;5;29452
5;29452;5;10;12;9;7;8;11;6;3;2;1;4
5;10;12;9;7;1;11;6;3;2;8;4;5;31004
5;29452;5;10;12;9;7;8;11;6;3;2;1;4
5;10;12;9;7;8;2;6;3;11;1;4;5;21694
5;21694;5;10;12;9;7;8;2;6;3;11;1;4
5;10;12;9;1;8;2;6;3;11;7;4;5;26570
5;21694;5;10;12;9;7;8;2;6;3;11;1;4
5;10;12;9;7;6;2;8;3;11;1;4;5;33500
5;21694;5;10;12;9;7;8;2;6;3;11;1;4
5;10;12;9;7;8;2;3;6;11;1;4;5;34012
5;34012;5;10;12;9;7;8;2;3;6;11;1;4
5;10;4;9;7;8;2;3;6;11;1;12;5;29256
5;29256;5;10;4;9;7;8;2;3;6;11;1;12
5;10;4;6;7;8;2;3;9;11;1;12;5;29088
5;29088;5;10;4;6;7;8;2;3;9;11;1;12
5;10;4;6;7;1;2;3;9;11;8;12;5;28008
5;28008;5;10;4;6;7;1;2;3;9;11;8;12
5;10;4;6;7;9;2;3;1;11;8;12;5;35700
5;35700;5;10;4;6;7;9;2;3;1;11;8;12
5;10;4;6;7;9;2;3;1;12;8;11;5;37428
6;37428;5;10;4;6;7;9;2;3;1;12;8;11
5;10;1;6;7;9;2;3;4;12;8;11;6;38120
6;38120;5;10;1;6;7;9;2;3;4;12;8;11
5;8;1;6;7;9;2;3;4;12;10;11;6;37404
6;37404;5;8;1;6;7;9;2;3;4;12;10;11
5;8;1;6;9;7;2;3;4;12;10;11;6;50392
6;50392;5;8;1;6;9;7;2;3;4;12;10;11
5;8;1;6;9;7;2;3;4;11;10;12;6;48664
6;48664;5;8;1;6;9;7;2;3;4;11;10;12
5;8;1;9;6;7;2;3;4;11;10;12;6;48184
6;48184;5;8;1;9;6;7;2;3;4;11;10;12
5;8;1;9;6;7;2;3;4;10;11;12;6;55720
6;55720;5;8;1;9;6;7;2;3;4;10;11;12
5;8;1;9;4;7;2;3;6;10;11;12;6;54370
6;54370;5;8;1;9;4;7;2;3;6;10;11;12
5;8;1;6;4;7;2;3;9;10;11;12;6;55958
6;55958;5;8;1;6;4;7;2;3;9;10;11;12
5;8;1;6;4;7;2;10;9;3;11;12;6;53072
6;53072;5;8;1;6;4;7;2;10;9;3;11;12
5;8;1;10;4;7;2;6;9;3;11;12;6;59536
6;53072;5;8;1;6;4;7;2;10;9;3;11;12
5;8;11;6;4;7;2;10;9;3;1;12;6;58244
6;58244;5;8;11;6;4;7;2;10;9;3;1;12
5;8;11;6;7;4;2;10;9;3;1;12;6;43112
6;43112;5;8;11;6;7;4;2;10;9;3;1;12
5;8;11;6;7;4;2;10;9;1;3;12;6;36452
6;36452;5;8;11;6;7;4;2;10;9;1;3;12
5;8;11;6;1;4;2;10;9;7;3;12;6;35652
6;35652;5;8;11;6;1;4;2;10;9;7;3;12
5;7;11;6;1;4;2;10;9;8;3;12;6;35762
6;35762;5;7;11;6;1;4;2;10;9;8;3;12
9;7;11;6;1;4;2;10;5;8;3;12;6;39056
6;39056;9;7;11;6;1;4;2;10;5;8;3;12
9;7;11;6;1;4;12;10;5;8;3;2;6;35736
6;35736;9;7;11;6;1;4;12;10;5;8;3;2
9;7;11;3;1;4;12;10;5;8;6;2;6;40294
6;40294;9;7;11;3;1;4;12;10;5;8;6;2
5;7;11;3;1;4;12;10;9;8;6;2;6;28160
6;28160;5;7;11;3;1;4;12;10;9;8;6;2
5;7;11;3;1;4;12;10;9;8;2;6;6;26284
7;26284;5;7;11;3;1;4;12;10;9;8;2;6
5;9;11;3;1;4;12;10;7;8;2;6;7;37208
7;26284;5;7;11;3;1;4;12;10;9;8;2;6
5;7;11;3;2;4;12;10;9;8;1;6;7;31502
7;31502;5;7;11;3;2;4;12;10;9;8;1;6
5;7;11;3;2;6;12;10;9;8;1;4;7;39194
7;39194;5;7;11;3;2;6;12;10;9;8;1;4
5;7;11;3;2;6;12;10;9;4;1;8;7;46106
7;46106;5;7;11;3;2;6;12;10;9;4;1;8
5;7;11;4;2;6;12;10;9;3;1;8;7;54344
7;54344;5;7;11;4;2;6;12;10;9;3;1;8
5;7;4;11;2;6;12;10;9;3;1;8;7;54836
7;54836;5;7;4;11;2;6;12;10;9;3;1;8
5;7;4;12;2;6;11;10;9;3;1;8;7;57218
7;57218;5;7;4;12;2;6;11;10;9;3;1;8
5;7;4;8;2;6;11;10;9;3;1;12;7;54834
7;54834;5;7;4;8;2;6;11;10;9;3;1;12
5;7;10;8;2;6;11;4;9;3;1;12;7;45718
7;45718;5;7;10;8;2;6;11;4;9;3;1;12
5;7;10;8;2;6;4;11;9;3;1;12;7;51614
7;51614;5;7;10;8;2;6;4;11;9;3;1;12
5;7;3;8;2;6;4;11;9;10;1;12;7;54352
7;54352;5;7;3;8;2;6;4;11;9;10;1;12
5;7;3;8;2;6;1;11;9;10;4;12;7;53632
7;53632;5;7;3;8;2;6;1;11;9;10;4;12
5;7;3;8;2;6;11;1;9;10;4;12;7;43456
7;43456;5;7;3;8;2;6;11;1;9;10;4;12
8;7;3;5;2;6;11;1;9;10;4;12;7;57584
7;57584;8;7;3;5;2;6;11;1;9;10;4;12
8;7;1;5;2;6;11;3;9;10;4;12;7;64976
7;64976;8;7;1;5;2;6;11;3;9;10;4;12
8;7;1;5;2;11;6;3;9;10;4;12;7;59290
7;59290;8;7;1;5;2;11;6;3;9;10;4;12
8;7;1;6;2;11;5;3;9;10;4;12;7;59810
7;59810;8;7;1;6;2;11;5;3;9;10;4;12
8;7;1;6;2;11;5;9;3;10;4;12;7;60288
7;60288;8;7;1;6;2;11;5;9;3;10;4;12
4;7;1;6;2;11;5;9;3;10;8;12;7;50402
7;50402;4;7;1;6;2;11;5;9;3;10;8;12
2;7;1;6;4;11;5;9;3;10;8;12;7;49838
8;49838;2;7;1;6;4;11;5;9;3;10;8;12
2;6;1;7;4;11;5;9;3;10;8;12;8;43734
8;43734;2;6;1;7;4;11;5;9;3;10;8;12
2;6;1;7;4;11;9;5;3;10;8;12;8;34918
8;34918;2;6;1;7;4;11;9;5;3;10;8;12
5;6;1;7;4;11;9;2;3;10;8;12;8;44936
8;44936;5;6;1;7;4;11;9;2;3;10;8;12
7;6;1;5;4;11;9;2;3;10;8;12;8;45654
8;45654;7;6;1;5;4;11;9;2;3;10;8;12
7;10;1;5;4;11;9;2;3;6;8;12;8;41514
8;41514;7;10;1;5;4;11;9;2;3;6;8;12
7;10;1;5;11;4;9;2;3;6;8;12;8;38436
8;38436;7;10;1;5;11;4;9;2;3;6;8;12
7;10;1;5;11;4;9;2;3;8;6;12;8;47478
8;47478;7;10;1;5;11;4;9;2;3;8;6;12
7;10;1;5;2;4;9;11;3;8;6;12;8;33466
8;33466;7;10;1;5;2;4;9;11;3;8;6;12
7;10;1;5;2;4;3;11;9;8;6;12;8;28776
8;28776;7;10;1;5;2;4;3;11;9;8;6;12
11;10;1;5;2;4;3;7;9;8;6;12;8;56222
8;28776;7;10;1;5;2;4;3;11;9;8;6;12
7;8;1;5;2;4;3;11;9;10;6;12;8;51332
8;51332;7;8;1;5;2;4;3;11;9;10;6;12
1;8;7;5;2;4;3;11;9;10;6;12;8;46040
8;46040;1;8;7;5;2;4;3;11;9;10;6;12
1;8;7;5;2;11;3;4;9;10;6;12;8;37100
8;37100;1;8;7;5;2;11;3;4;9;10;6;12
1;8;7;5;2;11;4;3;9;10;6;12;8;39356
8;39356;1;8;7;5;2;11;4;3;9;10;6;12
1;9;7;5;2;11;4;3;8;10;6;12;8;52618
8;52618;1;9;7;5;2;11;4;3;8;10;6;12
1;9;7;3;2;11;4;5;8;10;6;12;8;42052
8;42052;1;9;7;3;2;11;4;5;8;10;6;12
1;9;7;3;11;2;4;5;8;10;6;12;8;42334
8;42334;1;9;7;3;11;2;4;5;8;10;6;12
1;8;7;3;11;2;4;5;9;10;6;12;8;40730
8;40730;1;8;7;3;11;2;4;5;9;10;6;12
1;8;7;3;11;2;4;5;10;9;6;12;8;49274
8;49274;1;8;7;3;11;2;4;5;10;9;6;12
1;8;7;3;11;12;4;5;10;9;6;2;8;49858
9;49858;1;8;7;3;11;12;4;5;10;9;6;2
1;8;7;3;11;12;4;5;2;9;6;10;9;52136
9;52136;1;8;7;3;11;12;4;5;2;9;6;10
1;8;7;3;2;12;4;5;11;9;6;10;9;47876
9;47876;1;8;7;3;2;12;4;5;11;9;6;10
1;8;7;3;2;12;10;5;11;9;6;4;9;44058
9;44058;1;8;7;3;2;12;10;5;11;9;6;4
1;8;7;3;2;12;10;11;5;9;6;4;9;42414
9;42414;1;8;7;3;2;12;10;11;5;9;6;4
1;8;7;11;2;12;10;3;5;9;6;4;9;47870
9;42414;1;8;7;3;2;12;10;11;5;9;6;4
1;8;2;3;7;12;10;11;5;9;6;4;9;43084
9;43084;1;8;2;3;7;12;10;11;5;9;6;4
1;8;2;3;7;12;10;11;6;9;5;4;9;43000
9;43000;1;8;2;3;7;12;10;11;6;9;5;4
1;8;2;3;7;5;10;11;6;9;12;4;9;32344
9;32344;1;8;2;3;7;5;10;11;6;9;12;4
1;8;2;3;7;5;9;11;6;10;12;4;9;38642
9;32344;1;8;2;3;7;5;10;11;6;9;12;4
1;8;2;3;7;5;9;11;6;10;12;4;9;38642
9;38642;1;8;2;3;7;5;9;11;6;10;12;4
1;8;2;3;7;5;9;11;4;10;12;6;9;42102
9;42102;1;8;2;3;7;5;9;11;4;10;12;6
1;8;2;5;7;3;9;11;4;10;12;6;9;48700
9;48700;1;8;2;5;7;3;9;11;4;10;12;6
1;2;8;5;7;3;9;11;4;10;12;6;9;48672
9;48672;1;2;8;5;7;3;9;11;4;10;12;6
1;2;8;5;3;7;9;11;4;10;12;6;9;45024
9;45024;1;2;8;5;3;7;9;11;4;10;12;6
1;2;4;5;3;7;9;11;8;10;12;6;9;45980
9;45980;1;2;4;5;3;7;9;11;8;10;12;6
1;9;4;5;3;7;2;11;8;10;12;6;9;54496
9;54496;1;9;4;5;3;7;2;11;8;10;12;6
1;9;4;6;3;7;2;11;8;10;12;5;9;52282
9;52282;1;9;4;6;3;7;2;11;8;10;12;5
1;9;4;6;3;11;2;7;8;10;12;5;9;40818
9;40818;1;9;4;6;3;11;2;7;8;10;12;5
1;9;4;6;3;11;7;2;8;10;12;5;9;47374
9;47374;1;9;4;6;3;11;7;2;8;10;12;5
1;9;4;5;3;11;7;2;8;10;12;6;9;49588
10;49588;1;9;4;5;3;11;7;2;8;10;12;6
1;9;4;5;3;11;7;2;12;10;8;6;10;49594
10;49594;1;9;4;5;3;11;7;2;12;10;8;6
1;9;4;5;3;11;7;12;2;10;8;6;10;59264
10;49594;1;9;4;5;3;11;7;2;12;10;8;6
1;9;4;5;2;11;7;3;12;10;8;6;10;50862
10;50862;1;9;4;5;2;11;7;3;12;10;8;6
4;9;1;5;2;11;7;3;12;10;8;6;10;43912
10;43912;4;9;1;5;2;11;7;3;12;10;8;6
11;9;1;5;2;4;7;3;12;10;8;6;10;44190
10;44190;11;9;1;5;2;4;7;3;12;10;8;6
11;9;1;5;2;4;7;3;10;12;8;6;10;39076
10;39076;11;9;1;5;2;4;7;3;10;12;8;6
11;3;1;5;2;4;7;9;10;12;8;6;10;34000
10;34000;11;3;1;5;2;4;7;9;10;12;8;6
11;3;1;5;10;4;7;9;2;12;8;6;10;37028
10;37028;11;3;1;5;10;4;7;9;2;12;8;6
1;3;11;5;10;4;7;9;2;12;8;6;10;36118
10;36118;1;3;11;5;10;4;7;9;2;12;8;6
1;3;11;5;10;4;7;9;2;6;8;12;10;37078
10;36118;1;3;11;5;10;4;7;9;2;12;8;6
1;3;11;5;10;4;7;9;6;12;8;2;10;34886
10;34886;1;3;11;5;10;4;7;9;6;12;8;2
2;3;11;5;10;4;7;9;6;12;8;1;10;47080
10;34886;1;3;11;5;10;4;7;9;6;12;8;2
1;3;11;5;10;4;9;7;6;12;8;2;10;35314
10;35314;1;3;11;5;10;4;9;7;6;12;8;2
1;3;11;5;10;4;9;8;6;12;7;2;10;44636
10;44636;1;3;11;5;10;4;9;8;6;12;7;2
1;3;11;5;10;8;9;4;6;12;7;2;10;55298
10;55298;1;3;11;5;10;8;9;4;6;12;7;2
1;2;11;5;10;8;9;4;6;12;7;3;10;56168
10;56168;1;2;11;5;10;8;9;4;6;12;7;3
1;6;11;5;10;8;9;4;2;12;7;3;10;54818
10;54818;1;6;11;5;10;8;9;4;2;12;7;3
12;6;11;5;10;8;9;4;2;1;7;3;10;42140
10;42140;12;6;11;5;10;8;9;4;2;1;7;3
12;6;1;5;10;8;9;4;2;11;7;3;10;52480
10;52480;12;6;1;5;10;8;9;4;2;11;7;3
12;6;3;5;10;8;9;4;2;11;7;1;10;50568
11;50568;12;6;3;5;10;8;9;4;2;11;7;1
12;6;3;5;10;7;9;4;2;11;8;1;11;60472
11;60472;12;6;3;5;10;7;9;4;2;11;8;1
12;6;3;5;10;7;9;2;4;11;8;1;11;62076
11;62076;12;6;3;5;10;7;9;2;4;11;8;1
12;6;3;5;11;7;9;2;4;10;8;1;11;47362
11;47362;12;6;3;5;11;7;9;2;4;10;8;1
12;6;3;5;8;7;9;2;4;10;11;1;11;54318
11;54318;12;6;3;5;8;7;9;2;4;10;11;1
12;2;3;5;8;7;9;6;4;10;11;1;11;45750
11;45750;12;2;3;5;8;7;9;6;4;10;11;1
12;2;8;5;3;7;9;6;4;10;11;1;11;41984
11;41984;12;2;8;5;3;7;9;6;4;10;11;1
11;2;8;5;3;7;9;6;4;10;12;1;11;45370
11;45370;11;2;8;5;3;7;9;6;4;10;12;1
11;6;8;5;3;7;9;2;4;10;12;1;11;41582
11;41582;11;6;8;5;3;7;9;2;4;10;12;1
11;6;8;10;3;7;9;2;4;5;12;1;11;56512
11;41582;11;6;8;5;3;7;9;2;4;10;12;1
11;4;8;5;3;7;9;2;6;10;12;1;11;42164
11;42164;11;4;8;5;3;7;9;2;6;10;12;1
11;4;8;9;3;7;5;2;6;10;12;1;11;42948
11;42948;11;4;8;9;3;7;5;2;6;10;12;1
11;9;8;4;3;7;5;2;6;10;12;1;11;37126
11;37126;11;9;8;4;3;7;5;2;6;10;12;1
11;9;8;10;3;7;5;2;6;4;12;1;11;36156
11;36156;11;9;8;10;3;7;5;2;6;4;12;1
6;9;8;10;3;7;5;2;11;4;12;1;11;38730
11;36156;11;9;8;10;3;7;5;2;6;4;12;1
11;9;8;10;3;7;5;1;6;4;12;2;11;33686
11;33686;11;9;8;10;3;7;5;1;6;4;12;2
11;9;5;10;3;7;8;1;6;4;12;2;11;34286
11;34286;11;9;5;10;3;7;8;1;6;4;12;2
11;9;5;10;3;12;8;1;6;4;7;2;11;37406
11;37406;11;9;5;10;3;12;8;1;6;4;7;2
11;8;5;10;3;12;9;1;6;4;7;2;11;43802
11;37406;11;9;5;10;3;12;8;1;6;4;7;2
11;9;5;10;3;12;1;8;6;4;7;2;11;40694
11;40694;11;9;5;10;3;12;1;8;6;4;7;2
11;9;5;10;3;12;1;8;2;4;7;6;11;35168
12;35168;11;9;5;10;3;12;1;8;2;4;7;6
11;9;5;10;3;12;1;2;8;4;7;6;12;39322
12;39322;11;9;5;10;3;12;1;2;8;4;7;6
12;9;5;10;3;11;1;2;8;4;7;6;12;42098
12;42098;12;9;5;10;3;11;1;2;8;4;7;6
12;9;10;5;3;11;1;2;8;4;7;6;12;38182
12;38182;12;9;10;5;3;11;1;2;8;4;7;6
12;9;10;5;1;11;3;2;8;4;7;6;12;43222
12;43222;12;9;10;5;1;11;3;2;8;4;7;6
12;9;10;5;1;7;3;2;8;4;11;6;12;38710
12;38710;12;9;10;5;1;7;3;2;8;4;11;6
7;9;10;5;1;12;3;2;8;4;11;6;12;26550
12;26550;7;9;10;5;1;12;3;2;8;4;11;6
7;9;10;5;1;12;3;2;11;4;8;6;12;26426
12;26426;7;9;10;5;1;12;3;2;11;4;8;6
7;9;10;5;1;12;3;2;8;4;11;6;12;26550
12;26550;7;9;10;5;1;12;3;2;8;4;11;6
7;9;12;5;1;10;3;2;8;4;11;6;12;32238
12;32238;7;9;12;5;1;10;3;2;8;4;11;6
7;8;12;5;1;10;3;2;9;4;11;6;12;33222
12;33222;7;8;12;5;1;10;3;2;9;4;11;6
7;8;12;5;3;10;1;2;9;4;11;6;12;39100
12;39100;7;8;12;5;3;10;1;2;9;4;11;6
1;8;12;5;3;10;7;2;9;4;11;6;12;30564
12;30564;1;8;12;5;3;10;7;2;9;4;11;6
3;8;12;5;1;10;7;2;9;4;11;6;12;33430
12;33430;3;8;12;5;1;10;7;2;9;4;11;6
3;8;12;2;1;10;7;5;9;4;11;6;12;48744
12;33430;3;8;12;5;1;10;7;2;9;4;11;6
9;8;12;5;1;10;7;2;3;4;11;6;12;34920
12;34920;9;8;12;5;1;10;7;2;3;4;11;6
9;8;12;5;1;10;7;2;3;11;4;6;12;40566
12;40566;9;8;12;5;1;10;7;2;3;11;4;6
9;8;12;5;11;10;7;2;3;1;4;6;12;34198
12;34198;9;8;12;5;11;10;7;2;3;1;4;6
9;8;12;5;11;4;7;2;3;1;10;6;12;41366
12;41366;9;8;12;5;11;4;7;2;3;1;10;6
9;8;12;5;11;4;3;2;7;1;10;6;12;39868
