"X1";"X49508";"X8";"X9";"X12";"X1.1";"X2";"X4";"X10";"X3";"X5";"X7";"X11";"X6"
4;7;5;3;2;12;11;1;10;9;6;8;2;44504
2;44504;4;7;5;3;2;12;11;1;10;9;6;8
4;7;5;3;11;12;2;1;10;9;6;8;2;51762
2;51762;4;7;5;3;11;12;2;1;10;9;6;8
4;7;5;10;11;12;2;1;3;9;6;8;2;55452
2;55452;4;7;5;10;11;12;2;1;3;9;6;8
4;1;5;10;11;12;2;7;3;9;6;8;2;51884
2;51884;4;1;5;10;11;12;2;7;3;9;6;8
4;1;5;9;11;12;2;7;3;10;6;8;2;44402
2;44402;4;1;5;9;11;12;2;7;3;10;6;8
4;1;6;9;11;12;2;7;3;10;5;8;2;38984
2;38984;4;1;6;9;11;12;2;7;3;10;5;8
4;1;6;9;11;12;7;2;3;10;5;8;2;46080
2;46080;4;1;6;9;11;12;7;2;3;10;5;8
8;1;6;9;11;12;7;2;3;10;5;4;2;46808
2;46808;8;1;6;9;11;12;7;2;3;10;5;4
8;1;6;9;11;3;7;2;12;10;5;4;2;43420
2;43420;8;1;6;9;11;3;7;2;12;10;5;4
8;1;5;9;11;3;7;2;12;10;6;4;2;36756
2;36756;8;1;5;9;11;3;7;2;12;10;6;4
8;1;5;9;11;3;7;2;12;10;4;6;2;40158
2;40158;8;1;5;9;11;3;7;2;12;10;4;6
8;1;5;9;11;12;7;2;3;10;4;6;2;43662
2;43662;8;1;5;9;11;12;7;2;3;10;4;6
8;2;5;9;11;12;7;1;3;10;4;6;2;35022
2;35022;8;2;5;9;11;12;7;1;3;10;4;6
8;2;5;9;7;12;11;1;3;10;4;6;2;40870
2;40870;8;2;5;9;7;12;11;1;3;10;4;6
11;2;5;9;7;12;8;1;3;10;4;6;2;39266
2;39266;11;2;5;9;7;12;8;1;3;10;4;6
11;4;5;9;7;12;8;1;3;10;2;6;2;48926
2;48926;11;4;5;9;7;12;8;1;3;10;2;6
11;4;5;9;7;12;8;1;10;3;2;6;2;57576
2;57576;11;4;5;9;7;12;8;1;10;3;2;6
11;7;5;9;4;12;8;1;10;3;2;6;2;48000
2;48000;11;7;5;9;4;12;8;1;10;3;2;6
8;7;5;9;4;12;11;1;10;3;2;6;2;49914
2;49914;8;7;5;9;4;12;11;1;10;3;2;6
4;7;5;9;8;12;11;1;10;3;2;6;2;44212
3;44212;4;7;5;9;8;12;11;1;10;3;2;6
4;7;10;9;8;12;11;1;5;3;2;6;3;47996
3;47996;4;7;10;9;8;12;11;1;5;3;2;6
4;7;10;9;8;12;11;1;5;2;3;6;3;37014
3;37014;4;7;10;9;8;12;11;1;5;2;3;6
4;7;10;9;8;12;1;11;5;2;3;6;3;44210
3;37014;4;7;10;9;8;12;11;1;5;2;3;6
4;10;7;9;8;12;11;1;5;2;3;6;3;44974
3;44974;4;10;7;9;8;12;11;1;5;2;3;6
4;5;7;9;8;12;11;1;10;2;3;6;3;54292
3;54292;4;5;7;9;8;12;11;1;10;2;3;6
4;5;7;9;8;12;3;1;10;2;11;6;3;54918
3;54918;4;5;7;9;8;12;3;1;10;2;11;6
4;5;7;9;8;12;3;1;10;6;11;2;3;61830
3;61830;4;5;7;9;8;12;3;1;10;6;11;2
5;4;7;9;8;12;3;1;10;6;11;2;3;63442
3;63442;5;4;7;9;8;12;3;1;10;6;11;2
5;4;7;9;2;12;3;1;10;6;11;8;3;68466
3;68466;5;4;7;9;2;12;3;1;10;6;11;8
12;4;7;9;2;5;3;1;10;6;11;8;3;62312
3;62312;12;4;7;9;2;5;3;1;10;6;11;8
12;4;7;9;2;5;3;10;1;6;11;8;3;57614
3;57614;12;4;7;9;2;5;3;10;1;6;11;8
12;4;7;9;2;5;3;10;6;1;11;8;3;46298
3;46298;12;4;7;9;2;5;3;10;6;1;11;8
12;4;7;9;5;2;3;10;6;1;11;8;3;39518
3;39518;12;4;7;9;5;2;3;10;6;1;11;8
12;4;7;5;9;2;3;10;6;1;11;8;3;37798
3;37798;12;4;7;5;9;2;3;10;6;1;11;8
12;4;7;1;9;2;3;10;6;5;11;8;3;38110
3;38110;12;4;7;1;9;2;3;10;6;5;11;8
12;4;7;1;9;5;3;10;6;2;11;8;3;57332
3;38110;12;4;7;1;9;2;3;10;6;5;11;8
12;4;7;1;9;10;3;2;6;5;11;8;3;55206
3;55206;12;4;7;1;9;10;3;2;6;5;11;8
12;4;7;1;9;10;6;2;3;5;11;8;3;60328
3;60328;12;4;7;1;9;10;6;2;3;5;11;8
1;4;7;12;9;10;6;2;3;5;11;8;3;53104
3;53104;1;4;7;12;9;10;6;2;3;5;11;8
6;4;7;12;9;10;1;2;3;5;11;8;3;41468
4;41468;6;4;7;12;9;10;1;2;3;5;11;8
6;4;7;10;9;12;1;2;3;5;11;8;4;48904
4;48904;6;4;7;10;9;12;1;2;3;5;11;8
6;10;7;4;9;12;1;2;3;5;11;8;4;54708
4;54708;6;10;7;4;9;12;1;2;3;5;11;8
6;10;7;4;9;12;1;2;3;11;5;8;4;49008
4;49008;6;10;7;4;9;12;1;2;3;11;5;8
6;10;7;4;9;12;1;2;3;8;5;11;4;48816
4;48816;6;10;7;4;9;12;1;2;3;8;5;11
6;10;7;4;9;12;1;2;11;8;5;3;4;52210
4;52210;6;10;7;4;9;12;1;2;11;8;5;3
6;7;10;4;9;12;1;2;11;8;5;3;4;51170
4;51170;6;7;10;4;9;12;1;2;11;8;5;3
6;9;10;4;7;12;1;2;11;8;5;3;4;45014
4;45014;6;9;10;4;7;12;1;2;11;8;5;3
6;11;10;4;7;12;1;2;9;8;5;3;4;39682
4;39682;6;11;10;4;7;12;1;2;9;8;5;3
6;11;10;4;3;12;1;2;9;8;5;7;4;41026
4;41026;6;11;10;4;3;12;1;2;9;8;5;7
6;11;7;4;3;12;1;2;9;8;5;10;4;35748
4;35748;6;11;7;4;3;12;1;2;9;8;5;10
6;1;7;4;3;12;11;2;9;8;5;10;4;64704
4;64704;6;1;7;4;3;12;11;2;9;8;5;10
6;1;8;4;3;12;11;2;9;7;5;10;4;53998
4;53998;6;1;8;4;3;12;11;2;9;7;5;10
6;11;8;4;3;12;1;2;9;7;5;10;4;28474
4;28474;6;11;8;4;3;12;1;2;9;7;5;10
6;10;8;4;3;12;1;2;9;7;5;11;4;53492
4;53492;6;10;8;4;3;12;1;2;9;7;5;11
6;10;8;4;3;2;1;12;9;7;5;11;4;47512
4;47512;6;10;8;4;3;2;1;12;9;7;5;11
6;4;8;10;3;2;1;12;9;7;5;11;4;40300
4;40300;6;4;8;10;3;2;1;12;9;7;5;11
6;4;1;10;3;2;8;12;9;7;5;11;4;41120
4;41120;6;4;1;10;3;2;8;12;9;7;5;11
6;4;12;10;3;2;8;1;9;7;5;11;4;37376
4;37376;6;4;12;10;3;2;8;1;9;7;5;11
6;4;12;10;3;2;8;1;9;7;11;5;4;31456
4;31456;6;4;12;10;3;2;8;1;9;7;11;5
6;4;3;10;12;2;8;1;9;7;11;5;4;25258
5;25258;6;4;3;10;12;2;8;1;9;7;11;5
6;4;3;10;12;2;5;1;9;7;11;8;5;28118
5;28118;6;4;3;10;12;2;5;1;9;7;11;8
10;4;3;6;12;2;5;1;9;7;11;8;5;38350
5;38350;10;4;3;6;12;2;5;1;9;7;11;8
10;4;3;6;5;2;12;1;9;7;11;8;5;35086
5;35086;10;4;3;6;5;2;12;1;9;7;11;8
10;8;3;6;5;2;12;1;9;7;11;4;5;33436
5;33436;10;8;3;6;5;2;12;1;9;7;11;4
10;8;3;6;5;2;12;1;7;9;11;4;5;47186
5;47186;10;8;3;6;5;2;12;1;7;9;11;4
11;8;3;6;5;2;12;1;7;9;10;4;5;41546
5;41546;11;8;3;6;5;2;12;1;7;9;10;4
11;1;3;6;5;2;12;8;7;9;10;4;5;33398
5;33398;11;1;3;6;5;2;12;8;7;9;10;4
11;1;3;6;8;2;12;5;7;9;10;4;5;38610
5;38610;11;1;3;6;8;2;12;5;7;9;10;4
11;1;3;2;8;6;12;5;7;9;10;4;5;48712
5;48712;11;1;3;2;8;6;12;5;7;9;10;4
11;1;3;2;8;6;12;5;4;9;10;7;5;50542
5;50542;11;1;3;2;8;6;12;5;4;9;10;7
11;1;3;2;10;6;12;5;4;9;8;7;5;54808
5;54808;11;1;3;2;10;6;12;5;4;9;8;7
11;1;8;2;10;6;12;5;4;9;3;7;5;54418
5;54418;11;1;8;2;10;6;12;5;4;9;3;7
11;1;8;2;10;7;12;5;4;9;3;6;5;43620
5;43620;11;1;8;2;10;7;12;5;4;9;3;6
11;1;8;2;10;3;12;5;4;9;7;6;5;52940
5;52940;11;1;8;2;10;3;12;5;4;9;7;6
5;1;8;2;10;3;12;11;4;9;7;6;5;43870
5;43870;5;1;8;2;10;3;12;11;4;9;7;6
10;1;8;2;5;3;12;11;4;9;7;6;5;33854
5;33854;10;1;8;2;5;3;12;11;4;9;7;6
10;1;6;2;5;3;12;11;4;9;7;8;5;32266
5;32266;10;1;6;2;5;3;12;11;4;9;7;8
10;1;6;2;4;3;12;11;5;9;7;8;5;32618
5;32618;10;1;6;2;4;3;12;11;5;9;7;8
10;1;6;2;4;3;8;11;5;9;7;12;5;32896
5;32896;10;1;6;2;4;3;8;11;5;9;7;12
10;1;3;2;4;6;8;11;5;9;7;12;5;38612
6;38612;10;1;3;2;4;6;8;11;5;9;7;12
10;1;3;2;4;9;8;11;5;6;7;12;6;32454
6;32454;10;1;3;2;4;9;8;11;5;6;7;12
10;2;3;1;4;9;8;11;5;6;7;12;6;28328
6;28328;10;2;3;1;4;9;8;11;5;6;7;12
10;2;3;8;4;9;1;11;5;6;7;12;6;27474
6;27474;10;2;3;8;4;9;1;11;5;6;7;12
10;11;3;8;4;9;1;2;5;6;7;12;6;44602
6;44602;10;11;3;8;4;9;1;2;5;6;7;12
10;11;3;8;4;2;1;9;5;6;7;12;6;47702
6;47702;10;11;3;8;4;2;1;9;5;6;7;12
10;11;3;8;4;2;1;9;7;6;5;12;6;47582
6;47582;10;11;3;8;4;2;1;9;7;6;5;12
10;11;3;8;4;2;7;9;1;6;5;12;6;50934
6;50934;10;11;3;8;4;2;7;9;1;6;5;12
10;11;6;8;4;2;7;9;1;3;5;12;6;59876
6;59876;10;11;6;8;4;2;7;9;1;3;5;12
10;11;6;8;12;2;7;9;1;3;5;4;6;60036
6;60036;10;11;6;8;12;2;7;9;1;3;5;4
12;11;6;8;10;2;7;9;1;3;5;4;6;53404
6;53404;12;11;6;8;10;2;7;9;1;3;5;4
12;10;6;8;11;2;7;9;1;3;5;4;6;53636
6;53636;12;10;6;8;11;2;7;9;1;3;5;4
12;10;6;8;11;7;2;9;1;3;5;4;6;45798
6;45798;12;10;6;8;11;7;2;9;1;3;5;4
2;10;6;8;11;7;12;9;1;3;5;4;6;42624
6;42624;2;10;6;8;11;7;12;9;1;3;5;4
2;10;6;4;11;7;12;9;1;3;5;8;6;43976
6;43976;2;10;6;4;11;7;12;9;1;3;5;8
2;10;6;12;11;7;4;9;1;3;5;8;6;42878
6;42878;2;10;6;12;11;7;4;9;1;3;5;8
2;10;6;12;1;7;4;9;11;3;5;8;6;36142
6;36142;2;10;6;12;1;7;4;9;11;3;5;8
2;10;6;12;1;7;9;4;11;3;5;8;6;27446
6;27446;2;10;6;12;1;7;9;4;11;3;5;8
2;9;6;12;1;7;10;4;11;3;5;8;6;30882
6;30882;2;9;6;12;1;7;10;4;11;3;5;8
2;9;6;12;1;7;10;4;8;3;5;11;6;31440
6;31440;2;9;6;12;1;7;10;4;8;3;5;11
9;2;6;12;1;7;10;4;8;3;5;11;6;33720
7;33720;9;2;6;12;1;7;10;4;8;3;5;11
7;2;6;12;1;9;10;4;8;3;5;11;7;28946
7;28946;7;2;6;12;1;9;10;4;8;3;5;11
7;2;6;12;1;5;10;4;8;3;9;11;7;39466
7;39466;7;2;6;12;1;5;10;4;8;3;9;11
7;2;10;12;1;5;6;4;8;3;9;11;7;38918
7;38918;7;2;10;12;1;5;6;4;8;3;9;11
7;2;10;12;5;1;6;4;8;3;9;11;7;29080
7;29080;7;2;10;12;5;1;6;4;8;3;9;11
7;2;10;12;5;1;3;4;8;6;9;11;7;23720
7;23720;7;2;10;12;5;1;3;4;8;6;9;11
7;2;10;12;5;11;3;4;8;6;9;1;7;36578
7;36578;7;2;10;12;5;11;3;4;8;6;9;1
7;2;12;10;5;11;3;4;8;6;9;1;7;37190
7;37190;7;2;12;10;5;11;3;4;8;6;9;1
7;2;12;10;5;6;3;4;8;11;9;1;7;42402
7;37190;7;2;12;10;5;11;3;4;8;6;9;1
9;2;12;10;5;11;3;4;8;6;7;1;7;48816
7;37190;7;2;12;10;5;11;3;4;8;6;9;1
7;2;12;4;5;11;3;10;8;6;9;1;7;46896
7;46896;7;2;12;4;5;11;3;10;8;6;9;1
9;2;12;4;5;11;3;10;8;6;7;1;7;55670
7;55670;9;2;12;4;5;11;3;10;8;6;7;1
9;2;12;4;6;11;3;10;8;5;7;1;7;44144
7;44144;9;2;12;4;6;11;3;10;8;5;7;1
10;2;12;4;6;11;3;9;8;5;7;1;7;58530
7;58530;10;2;12;4;6;11;3;9;8;5;7;1
12;2;10;4;6;11;3;9;8;5;7;1;7;57960
7;57960;12;2;10;4;6;11;3;9;8;5;7;1
12;2;10;4;6;11;3;8;9;5;7;1;7;44536
7;44536;12;2;10;4;6;11;3;8;9;5;7;1
5;2;10;4;6;11;3;8;9;12;7;1;7;68260
7;44536;12;2;10;4;6;11;3;8;9;5;7;1
12;2;10;4;6;9;3;8;11;5;7;1;7;38010
7;38010;12;2;10;4;6;9;3;8;11;5;7;1
4;2;10;12;6;9;3;8;11;5;7;1;7;35178
7;35178;4;2;10;12;6;9;3;8;11;5;7;1
1;2;10;12;6;9;3;8;11;5;7;4;7;42874
7;42874;1;2;10;12;6;9;3;8;11;5;7;4
3;2;10;12;6;9;1;8;11;5;7;4;7;48804
8;42874;1;2;10;12;6;9;3;8;11;5;7;4
1;2;10;12;6;5;3;8;11;9;7;4;8;51222
8;51222;1;2;10;12;6;5;3;8;11;9;7;4
1;6;10;12;2;5;3;8;11;9;7;4;8;50030
8;50030;1;6;10;12;2;5;3;8;11;9;7;4
1;6;9;12;2;5;3;8;11;10;7;4;8;47380
8;47380;1;6;9;12;2;5;3;8;11;10;7;4
1;6;9;12;2;11;3;8;5;10;7;4;8;33158
8;33158;1;6;9;12;2;11;3;8;5;10;7;4
1;6;9;10;2;11;3;8;5;12;7;4;8;45364
8;33158;1;6;9;12;2;11;3;8;5;10;7;4
1;6;9;12;2;11;3;10;5;8;7;4;8;33206
8;33206;1;6;9;12;2;11;3;10;5;8;7;4
1;9;6;12;2;11;3;10;5;8;7;4;8;42326
8;42326;1;9;6;12;2;11;3;10;5;8;7;4
6;9;1;12;2;11;3;10;5;8;7;4;8;30612
8;30612;6;9;1;12;2;11;3;10;5;8;7;4
6;9;1;5;2;11;3;10;12;8;7;4;8;33874
8;33874;6;9;1;5;2;11;3;10;12;8;7;4
5;9;1;6;2;11;3;10;12;8;7;4;8;43206
8;43206;5;9;1;6;2;11;3;10;12;8;7;4
5;3;1;6;2;11;9;10;12;8;7;4;8;35266
8;35266;5;3;1;6;2;11;9;10;12;8;7;4
5;3;1;6;2;11;9;10;12;4;7;8;8;42178
8;42178;5;3;1;6;2;11;9;10;12;4;7;8
5;3;1;8;2;11;9;10;12;4;7;6;8;38496
8;38496;5;3;1;8;2;11;9;10;12;4;7;6
5;9;1;8;2;11;3;10;12;4;7;6;8;46436
8;46436;5;9;1;8;2;11;3;10;12;4;7;6
5;9;1;8;11;2;3;10;12;4;7;6;8;38458
8;38458;5;9;1;8;11;2;3;10;12;4;7;6
5;9;1;8;11;2;3;10;7;4;12;6;8;38446
8;38446;5;9;1;8;11;2;3;10;7;4;12;6
5;9;1;8;11;3;2;10;7;4;12;6;8;43550
8;43550;5;9;1;8;11;3;2;10;7;4;12;6
5;6;1;8;11;3;2;10;7;4;12;9;8;48168
8;48168;5;6;1;8;11;3;2;10;7;4;12;9
5;6;1;4;11;3;2;10;7;8;12;9;8;44718
8;44718;5;6;1;4;11;3;2;10;7;8;12;9
5;9;1;4;11;3;2;10;7;8;12;6;8;42764
9;42764;5;9;1;4;11;3;2;10;7;8;12;6
5;9;1;4;11;3;6;10;7;8;12;2;9;46338
9;46338;5;9;1;4;11;3;6;10;7;8;12;2
5;9;1;4;11;3;10;6;7;8;12;2;9;53494
9;53494;5;9;1;4;11;3;10;6;7;8;12;2
5;2;1;4;11;3;10;6;7;8;12;9;9;54202
9;53494;5;9;1;4;11;3;10;6;7;8;12;2
5;9;1;12;11;3;10;6;7;8;4;2;9;53234
9;53234;5;9;1;12;11;3;10;6;7;8;4;2
5;9;3;12;11;1;10;6;7;8;4;2;9;57004
9;57004;5;9;3;12;11;1;10;6;7;8;4;2
5;9;3;12;11;8;10;6;7;1;4;2;9;51148
9;51148;5;9;3;12;11;8;10;6;7;1;4;2
5;9;1;12;11;8;10;6;7;3;4;2;9;56578
9;56578;5;9;1;12;11;8;10;6;7;3;4;2
5;9;4;12;11;8;10;6;7;3;1;2;9;54804
9;54804;5;9;4;12;11;8;10;6;7;3;1;2
5;9;4;12;11;3;10;6;7;8;1;2;9;51460
9;51460;5;9;4;12;11;3;10;6;7;8;1;2
2;9;4;12;11;3;10;6;7;8;1;5;9;43818
9;43818;2;9;4;12;11;3;10;6;7;8;1;5
2;9;11;12;4;3;10;6;7;8;1;5;9;41674
9;41674;2;9;11;12;4;3;10;6;7;8;1;5
7;9;11;12;4;3;10;6;2;8;1;5;9;43802
9;43802;7;9;11;12;4;3;10;6;2;8;1;5
5;9;11;12;4;3;10;6;2;8;1;7;9;59994
9;59994;5;9;11;12;4;3;10;6;2;8;1;7
5;8;11;12;4;3;10;6;2;9;1;7;9;44190
9;44190;5;8;11;12;4;3;10;6;2;9;1;7
5;8;11;12;4;1;10;6;2;9;3;7;9;40630
9;40630;5;8;11;12;4;1;10;6;2;9;3;7
5;8;11;12;4;1;7;6;2;9;3;10;9;42048
9;42048;5;8;11;12;4;1;7;6;2;9;3;10
5;8;2;12;4;1;7;6;11;9;3;10;9;43170
9;43170;5;8;2;12;4;1;7;6;11;9;3;10
5;12;2;8;4;1;7;6;11;9;3;10;9;60204
9;60204;5;12;2;8;4;1;7;6;11;9;3;10
5;12;1;8;4;2;7;6;11;9;3;10;9;48622
9;48622;5;12;1;8;4;2;7;6;11;9;3;10
5;12;1;2;4;8;7;6;11;9;3;10;9;59044
10;59044;5;12;1;2;4;8;7;6;11;9;3;10
5;8;1;2;4;12;7;6;11;9;3;10;10;50590
10;50590;5;8;1;2;4;12;7;6;11;9;3;10
5;8;1;2;4;12;7;10;11;9;3;6;10;51898
10;51898;5;8;1;2;4;12;7;10;11;9;3;6
3;8;1;2;4;12;7;10;11;9;5;6;10;48642
10;48642;3;8;1;2;4;12;7;10;11;9;5;6
7;8;1;2;4;12;3;10;11;9;5;6;10;53314
10;53314;7;8;1;2;4;12;3;10;11;9;5;6
7;8;1;2;4;12;9;10;11;3;5;6;10;58404
10;58404;7;8;1;2;4;12;9;10;11;3;5;6
7;8;2;1;4;12;9;10;11;3;5;6;10;56434
10;56434;7;8;2;1;4;12;9;10;11;3;5;6
7;8;2;1;4;12;9;10;11;5;3;6;10;48194
10;48194;7;8;2;1;4;12;9;10;11;5;3;6
7;8;2;1;5;12;9;10;11;4;3;6;10;46964
10;46964;7;8;2;1;5;12;9;10;11;4;3;6
7;8;2;1;5;12;9;10;6;4;3;11;10;53634
10;53634;7;8;2;1;5;12;9;10;6;4;3;11
7;8;2;1;5;12;6;10;9;4;3;11;10;53204
10;53204;7;8;2;1;5;12;6;10;9;4;3;11
7;5;2;1;8;12;6;10;9;4;3;11;10;45168
10;45168;7;5;2;1;8;12;6;10;9;4;3;11
6;5;2;1;8;12;7;10;9;4;3;11;10;55382
10;55382;6;5;2;1;8;12;7;10;9;4;3;11
4;5;2;1;8;12;7;10;9;6;3;11;10;52856
10;52856;4;5;2;1;8;12;7;10;9;6;3;11
4;5;2;1;8;12;7;3;9;6;10;11;10;61750
10;61750;4;5;2;1;8;12;7;3;9;6;10;11
4;5;7;1;8;12;2;3;9;6;10;11;10;61490
10;61490;4;5;7;1;8;12;2;3;9;6;10;11
12;5;7;1;8;4;2;3;9;6;10;11;10;67864
10;67864;12;5;7;1;8;4;2;3;9;6;10;11
12;5;9;1;8;4;2;3;7;6;10;11;10;65340
10;65340;12;5;9;1;8;4;2;3;7;6;10;11
12;5;3;1;8;4;2;9;7;6;10;11;10;56588
10;56588;12;5;3;1;8;4;2;9;7;6;10;11
12;5;3;1;8;4;6;9;7;2;10;11;10;63106
10;63106;12;5;3;1;8;4;6;9;7;2;10;11
12;5;3;1;8;4;11;9;7;2;10;6;10;59316
11;59316;12;5;3;1;8;4;11;9;7;2;10;6
12;5;10;1;8;4;11;9;7;2;3;6;11;63174
11;63174;12;5;10;1;8;4;11;9;7;2;3;6
12;5;11;1;8;4;10;9;7;2;3;6;11;61014
11;61014;12;5;11;1;8;4;10;9;7;2;3;6
12;5;11;1;10;4;8;9;7;2;3;6;11;58670
11;58670;12;5;11;1;10;4;8;9;7;2;3;6
12;5;11;1;10;4;8;9;3;2;7;6;11;58620
11;58620;12;5;11;1;10;4;8;9;3;2;7;6
12;5;3;1;10;4;8;9;11;2;7;6;11;63110
11;63110;12;5;3;1;10;4;8;9;11;2;7;6
12;5;3;1;9;4;8;10;11;2;7;6;11;60024
11;60024;12;5;3;1;9;4;8;10;11;2;7;6
12;10;3;1;9;4;8;5;11;2;7;6;11;61104
11;61104;12;10;3;1;9;4;8;5;11;2;7;6
11;10;3;1;9;4;8;5;12;2;7;6;11;55238
11;55238;11;10;3;1;9;4;8;5;12;2;7;6
11;10;3;12;9;4;8;5;1;2;7;6;11;52208
11;52208;11;10;3;12;9;4;8;5;1;2;7;6
11;7;3;12;9;4;8;5;1;2;10;6;11;49800
11;49800;11;7;3;12;9;4;8;5;1;2;10;6
12;7;3;11;9;4;8;5;1;2;10;6;11;46044
11;46044;12;7;3;11;9;4;8;5;1;2;10;6
11;7;3;12;9;4;8;5;1;2;10;6;11;49800
11;49800;11;7;3;12;9;4;8;5;1;2;10;6
11;7;2;12;9;4;8;5;1;3;10;6;11;41010
11;41010;11;7;2;12;9;4;8;5;1;3;10;6
11;7;2;12;9;4;3;5;1;8;10;6;11;41290
11;41290;11;7;2;12;9;4;3;5;1;8;10;6
11;3;2;12;9;4;7;5;1;8;10;6;11;34294
11;34294;11;3;2;12;9;4;7;5;1;8;10;6
11;3;2;10;9;4;7;5;1;8;12;6;11;41210
11;41210;11;3;2;10;9;4;7;5;1;8;12;6
11;3;2;8;9;4;7;5;1;10;12;6;11;36110
11;36110;11;3;2;8;9;4;7;5;1;10;12;6
11;3;2;6;9;4;7;5;1;10;12;8;11;32312
11;32312;11;3;2;6;9;4;7;5;1;10;12;8
1;3;2;6;9;4;7;5;11;10;12;8;11;33822
11;32312;11;3;2;6;9;4;7;5;1;10;12;8
6;3;2;11;9;4;7;5;1;10;12;8;11;39546
12;39546;6;3;2;11;9;4;7;5;1;10;12;8
3;6;2;11;9;4;7;5;1;10;12;8;12;43412
12;43412;3;6;2;11;9;4;7;5;1;10;12;8
3;6;2;11;9;4;8;5;1;10;12;7;12;45834
12;45834;3;6;2;11;9;4;8;5;1;10;12;7
3;6;9;11;2;4;8;5;1;10;12;7;12;43882
12;43882;3;6;9;11;2;4;8;5;1;10;12;7
3;6;9;11;1;4;8;5;2;10;12;7;12;38844
12;38844;3;6;9;11;1;4;8;5;2;10;12;7
3;6;9;5;1;4;8;11;2;10;12;7;12;46004
12;46004;3;6;9;5;1;4;8;11;2;10;12;7
3;10;9;5;1;4;8;11;2;6;12;7;12;38710
12;38710;3;10;9;5;1;4;8;11;2;6;12;7
3;11;9;5;1;4;8;10;2;6;12;7;12;52138
12;38710;3;10;9;5;1;4;8;11;2;6;12;7
3;10;9;5;1;4;2;11;8;6;12;7;12;40804
12;40804;3;10;9;5;1;4;2;11;8;6;12;7
6;10;9;5;1;4;2;11;8;3;12;7;12;50512
12;50512;6;10;9;5;1;4;2;11;8;3;12;7
6;10;2;5;1;4;9;11;8;3;12;7;12;52192
12;52192;6;10;2;5;1;4;9;11;8;3;12;7
6;10;2;5;1;4;11;9;8;3;12;7;12;55952
12;55952;6;10;2;5;1;4;11;9;8;3;12;7
6;10;2;5;1;4;11;9;12;3;8;7;12;56042
12;56042;6;10;2;5;1;4;11;9;12;3;8;7
6;10;2;9;1;4;11;5;12;3;8;7;12;45278
12;45278;6;10;2;9;1;4;11;5;12;3;8;7
6;10;7;9;1;4;11;5;12;3;8;2;12;43232
12;43232;6;10;7;9;1;4;11;5;12;3;8;2
6;10;7;9;3;4;11;5;12;1;8;2;12;52052
12;52052;6;10;7;9;3;4;11;5;12;1;8;2
6;10;7;9;3;2;11;5;12;1;8;4;12;50510
12;50510;6;10;7;9;3;2;11;5;12;1;8;4
6;10;7;9;1;2;11;5;12;3;8;4;12;38582
12;38582;6;10;7;9;1;2;11;5;12;3;8;4
6;10;7;9;1;2;11;3;12;5;8;4;12;45606
12;45606;6;10;7;9;1;2;11;3;12;5;8;4
6;10;7;9;1;2;11;12;3;5;8;4;12;56868
