"X1";"X5790059";"X17";"X23";"X22";"X19";"X25";"X4";"X8";"X2";"X21";"X15";"X7";"X3";"X24";"X9";"X14";"X5";"X12";"X1.1";"X18";"X10";"X13";"X16";"X20";"X6";"X26";"X11"
2;5934593;23;21;17;4;10;3;5;18;11;15;20;19;14;25;26;9;8;1;16;7;6;22;24;2;13;12
23;21;17;4;10;3;5;18;11;15;20;19;14;25;26;24;8;1;16;7;6;22;9;2;13;12;2;5909369
2;5909369;23;21;17;4;10;3;5;18;11;15;20;19;14;25;26;24;8;1;16;7;6;22;9;2;13;12
23;19;17;4;10;3;5;18;11;15;20;21;14;25;26;24;8;1;16;7;6;22;9;2;13;12;2;5913147
2;5913147;23;19;17;4;10;3;5;18;11;15;20;21;14;25;26;24;8;1;16;7;6;22;9;2;13;12
23;16;17;4;10;3;5;18;11;15;20;21;14;25;26;24;8;1;19;7;6;22;9;2;13;12;2;5886673
2;5886673;23;16;17;4;10;3;5;18;11;15;20;21;14;25;26;24;8;1;19;7;6;22;9;2;13;12
23;16;17;4;10;3;21;18;11;15;20;5;14;25;26;24;8;1;19;7;6;22;9;2;13;12;2;5795039
2;5795039;23;16;17;4;10;3;21;18;11;15;20;5;14;25;26;24;8;1;19;7;6;22;9;2;13;12
23;16;17;4;10;3;21;18;11;15;20;1;14;25;26;24;8;5;19;7;6;22;9;2;13;12;2;5804325
2;5804325;23;16;17;4;10;3;21;18;11;15;20;1;14;25;26;24;8;5;19;7;6;22;9;2;13;12
23;16;17;4;10;3;21;18;11;15;20;1;14;25;26;24;8;5;9;7;6;22;19;2;13;12;2;5756329
2;5756329;23;16;17;4;10;3;21;18;11;15;20;1;14;25;26;24;8;5;9;7;6;22;19;2;13;12
23;16;17;4;10;9;21;18;11;15;20;1;14;25;26;24;8;5;3;7;6;22;19;2;13;12;2;5766565
2;5766565;23;16;17;4;10;9;21;18;11;15;20;1;14;25;26;24;8;5;3;7;6;22;19;2;13;12
23;16;17;4;10;9;21;18;11;15;20;1;14;25;3;24;8;5;26;7;6;22;19;2;13;12;2;5784563
3;5784563;23;16;17;4;10;9;21;18;11;15;20;1;14;25;3;24;8;5;26;7;6;22;19;2;13;12
23;16;17;4;10;9;14;18;11;15;20;1;21;25;3;24;8;5;26;7;6;22;19;2;13;12;3;5832582
3;5832582;23;16;17;4;10;9;14;18;11;15;20;1;21;25;3;24;8;5;26;7;6;22;19;2;13;12
23;16;17;4;10;9;14;18;11;15;24;1;21;25;3;20;8;5;26;7;6;22;19;2;13;12;3;5903674
3;5903674;23;16;17;4;10;9;14;18;11;15;24;1;21;25;3;20;8;5;26;7;6;22;19;2;13;12
23;16;17;4;6;9;14;18;11;15;24;1;21;25;3;20;8;5;26;7;10;22;19;2;13;12;3;5899481
3;5899481;23;16;17;4;6;9;14;18;11;15;24;1;21;25;3;20;8;5;26;7;10;22;19;2;13;12
23;16;17;4;6;9;14;18;11;1;24;15;21;25;3;20;8;5;26;7;10;22;19;2;13;12;3;5923056
3;5923056;23;16;17;4;6;9;14;18;11;1;24;15;21;25;3;20;8;5;26;7;10;22;19;2;13;12
23;16;17;9;6;4;14;18;11;1;24;15;21;25;3;20;8;5;26;7;10;22;19;2;13;12;3;5889061
3;5889061;23;16;17;9;6;4;14;18;11;1;24;15;21;25;3;20;8;5;26;7;10;22;19;2;13;12
23;16;17;9;1;4;14;18;11;6;24;15;21;25;3;20;8;5;26;7;10;22;19;2;13;12;3;5856101
3;5856101;23;16;17;9;1;4;14;18;11;6;24;15;21;25;3;20;8;5;26;7;10;22;19;2;13;12
23;16;17;9;1;4;14;18;11;6;26;15;21;25;3;20;8;5;24;7;10;22;19;2;13;12;3;5858806
3;5858806;23;16;17;9;1;4;14;18;11;6;26;15;21;25;3;20;8;5;24;7;10;22;19;2;13;12
23;16;17;9;5;4;14;18;11;6;26;15;21;25;3;20;8;1;24;7;10;22;19;2;13;12;3;5916867
3;5916867;23;16;17;9;5;4;14;18;11;6;26;15;21;25;3;20;8;1;24;7;10;22;19;2;13;12
23;16;17;9;5;4;14;18;11;6;26;15;21;25;3;20;8;1;24;13;10;22;19;2;7;12;3;5944918
3;5944918;23;16;17;9;5;4;14;18;11;6;26;15;21;25;3;20;8;1;24;13;10;22;19;2;7;12
23;16;17;9;5;4;14;18;11;6;2;15;21;25;3;20;8;1;24;13;10;22;19;26;7;12;3;5920738
3;5920738;23;16;17;9;5;4;14;18;11;6;2;15;21;25;3;20;8;1;24;13;10;22;19;26;7;12
23;16;17;18;5;4;14;9;11;6;2;15;21;25;3;20;8;1;24;13;10;22;19;26;7;12;3;5918855
3;5918855;23;16;17;18;5;4;14;9;11;6;2;15;21;25;3;20;8;1;24;13;10;22;19;26;7;12
23;16;17;18;5;4;14;9;11;6;2;15;21;22;3;20;8;1;24;13;10;25;19;26;7;12;3;5917780
3;5917780;23;16;17;18;5;4;14;9;11;6;2;15;21;22;3;20;8;1;24;13;10;25;19;26;7;12
23;16;17;18;5;4;13;9;11;6;2;15;21;22;3;20;8;1;24;14;10;25;19;26;7;12;3;5958120
3;5958120;23;16;17;18;5;4;13;9;11;6;2;15;21;22;3;20;8;1;24;14;10;25;19;26;7;12
23;16;17;18;5;4;13;9;11;6;2;15;21;22;3;20;8;7;24;14;10;25;19;26;1;12;3;6026498
3;6026498;23;16;17;18;5;4;13;9;11;6;2;15;21;22;3;20;8;7;24;14;10;25;19;26;1;12
23;16;17;18;13;4;5;9;11;6;2;15;21;22;3;20;8;7;24;14;10;25;19;26;1;12;3;5929745
3;5929745;23;16;17;18;13;4;5;9;11;6;2;15;21;22;3;20;8;7;24;14;10;25;19;26;1;12
8;16;17;18;13;4;5;9;11;6;2;15;21;22;3;20;23;7;24;14;10;25;19;26;1;12;3;5956502
3;5956502;8;16;17;18;13;4;5;9;11;6;2;15;21;22;3;20;23;7;24;14;10;25;19;26;1;12
22;16;17;18;13;4;5;9;11;6;2;15;21;8;3;20;23;7;24;14;10;25;19;26;1;12;3;5951136
3;5951136;22;16;17;18;13;4;5;9;11;6;2;15;21;8;3;20;23;7;24;14;10;25;19;26;1;12
22;16;17;18;13;4;5;9;11;6;2;15;21;8;3;20;23;19;24;14;10;25;7;26;1;12;3;5947971
3;5947971;22;16;17;18;13;4;5;9;11;6;2;15;21;8;3;20;23;19;24;14;10;25;7;26;1;12
22;16;17;18;13;4;5;9;11;6;15;2;21;8;3;20;23;19;24;14;10;25;7;26;1;12;3;5957039
3;5957039;22;16;17;18;13;4;5;9;11;6;15;2;21;8;3;20;23;19;24;14;10;25;7;26;1;12
22;16;17;18;13;4;5;9;15;6;11;2;21;8;3;20;23;19;24;14;10;25;7;26;1;12;3;5920767
4;5920767;22;16;17;18;13;4;5;9;15;6;11;2;21;8;3;20;23;19;24;14;10;25;7;26;1;12
22;16;17;18;13;4;9;5;15;6;11;2;21;8;3;20;23;19;24;14;10;25;7;26;1;12;4;5923759
4;5923759;22;16;17;18;13;4;9;5;15;6;11;2;21;8;3;20;23;19;24;14;10;25;7;26;1;12
22;16;15;18;13;4;9;5;17;6;11;2;21;8;3;20;23;19;24;14;10;25;7;26;1;12;4;5954312
4;5954312;22;16;15;18;13;4;9;5;17;6;11;2;21;8;3;20;23;19;24;14;10;25;7;26;1;12
22;16;15;18;13;4;5;9;17;6;11;2;21;8;3;20;23;19;24;14;10;25;7;26;1;12;4;5951320
4;5951320;22;16;15;18;13;4;5;9;17;6;11;2;21;8;3;20;23;19;24;14;10;25;7;26;1;12
22;16;15;18;13;6;5;9;17;4;11;2;21;8;3;20;23;19;24;14;10;25;7;26;1;12;4;5949420
4;5949420;22;16;15;18;13;6;5;9;17;4;11;2;21;8;3;20;23;19;24;14;10;25;7;26;1;12
22;16;15;18;13;6;5;9;17;4;23;2;21;8;3;20;11;19;24;14;10;25;7;26;1;12;4;5941337
4;5941337;22;16;15;18;13;6;5;9;17;4;23;2;21;8;3;20;11;19;24;14;10;25;7;26;1;12
22;16;15;18;13;6;5;9;17;4;23;2;21;8;12;20;11;19;24;14;10;25;7;26;1;3;4;5872655
4;5872655;22;16;15;18;13;6;5;9;17;4;23;2;21;8;12;20;11;19;24;14;10;25;7;26;1;3
22;16;15;18;5;6;13;9;17;4;23;2;21;8;12;20;11;19;24;14;10;25;7;26;1;3;4;6083230
4;6083230;22;16;15;18;5;6;13;9;17;4;23;2;21;8;12;20;11;19;24;14;10;25;7;26;1;3
22;16;15;18;5;14;13;9;17;4;23;2;21;8;12;20;11;19;24;6;10;25;7;26;1;3;4;6014312
4;6014312;22;16;15;18;5;14;13;9;17;4;23;2;21;8;12;20;11;19;24;6;10;25;7;26;1;3
22;16;15;18;5;14;13;9;17;4;23;19;21;8;12;20;11;2;24;6;10;25;7;26;1;3;4;5948565
4;5948565;22;16;15;18;5;14;13;9;17;4;23;19;21;8;12;20;11;2;24;6;10;25;7;26;1;3
22;16;15;18;5;1;13;9;17;4;23;19;21;8;12;20;11;2;24;6;10;25;7;26;14;3;4;5943765
4;5943765;22;16;15;18;5;1;13;9;17;4;23;19;21;8;12;20;11;2;24;6;10;25;7;26;14;3
22;16;26;18;5;1;13;9;17;4;23;19;21;8;12;20;11;2;24;6;10;25;7;15;14;3;4;5972847
4;5972847;22;16;26;18;5;1;13;9;17;4;23;19;21;8;12;20;11;2;24;6;10;25;7;15;14;3
22;10;26;18;5;1;13;9;17;4;23;19;21;8;12;20;11;2;24;6;16;25;7;15;14;3;4;5976073
4;5976073;22;10;26;18;5;1;13;9;17;4;23;19;21;8;12;20;11;2;24;6;16;25;7;15;14;3
22;10;26;18;5;23;13;9;17;4;1;19;21;8;12;20;11;2;24;6;16;25;7;15;14;3;4;5905126
4;5905126;22;10;26;18;5;23;13;9;17;4;1;19;21;8;12;20;11;2;24;6;16;25;7;15;14;3
22;10;26;18;5;23;13;9;17;4;1;19;21;8;12;15;11;2;24;6;16;25;7;20;14;3;4;6029643
4;6029643;22;10;26;18;5;23;13;9;17;4;1;19;21;8;12;15;11;2;24;6;16;25;7;20;14;3
22;19;26;18;5;23;13;9;17;4;1;10;21;8;12;15;11;2;24;6;16;25;7;20;14;3;4;6080564
4;6080564;22;19;26;18;5;23;13;9;17;4;1;10;21;8;12;15;11;2;24;6;16;25;7;20;14;3
4;19;26;18;5;23;13;9;17;22;1;10;21;8;12;15;11;2;24;6;16;25;7;20;14;3;4;6103023
4;6103023;4;19;26;18;5;23;13;9;17;22;1;10;21;8;12;15;11;2;24;6;16;25;7;20;14;3
4;19;26;18;5;23;13;9;17;22;1;3;21;8;12;15;11;2;24;6;16;25;7;20;14;10;4;6097061
4;6097061;4;19;26;18;5;23;13;9;17;22;1;3;21;8;12;15;11;2;24;6;16;25;7;20;14;10
4;19;26;18;5;23;13;9;17;22;1;3;21;8;12;15;11;25;24;6;16;2;7;20;14;10;4;6137936
4;6137936;4;19;26;18;5;23;13;9;17;22;1;3;21;8;12;15;11;25;24;6;16;2;7;20;14;10
4;19;8;18;5;23;13;9;17;22;1;3;21;26;12;15;11;25;24;6;16;2;7;20;14;10;4;6178722
4;6178722;4;19;8;18;5;23;13;9;17;22;1;3;21;26;12;15;11;25;24;6;16;2;7;20;14;10
4;19;8;18;5;23;13;9;17;22;1;3;2;26;12;15;11;25;24;6;16;21;7;20;14;10;4;6219734
5;6219734;4;19;8;18;5;23;13;9;17;22;1;3;2;26;12;15;11;25;24;6;16;21;7;20;14;10
7;19;8;18;5;23;13;9;17;22;1;3;2;26;12;15;11;25;24;6;16;21;4;20;14;10;5;6225893
5;6225893;7;19;8;18;5;23;13;9;17;22;1;3;2;26;12;15;11;25;24;6;16;21;4;20;14;10
7;19;8;18;5;23;13;9;17;22;1;3;2;26;12;11;15;25;24;6;16;21;4;20;14;10;5;6218171
5;6218171;7;19;8;18;5;23;13;9;17;22;1;3;2;26;12;11;15;25;24;6;16;21;4;20;14;10
7;19;8;18;5;23;13;9;17;22;1;3;2;26;24;11;15;25;12;6;16;21;4;20;14;10;5;6162834
5;6162834;7;19;8;18;5;23;13;9;17;22;1;3;2;26;24;11;15;25;12;6;16;21;4;20;14;10
7;17;8;18;5;23;13;9;19;22;1;3;2;26;24;11;15;25;12;6;16;21;4;20;14;10;5;6077553
5;6077553;7;17;8;18;5;23;13;9;19;22;1;3;2;26;24;11;15;25;12;6;16;21;4;20;14;10
7;17;8;18;5;23;13;9;19;11;1;3;2;26;24;22;15;25;12;6;16;21;4;20;14;10;5;6081132
5;6081132;7;17;8;18;5;23;13;9;19;11;1;3;2;26;24;22;15;25;12;6;16;21;4;20;14;10
7;20;8;18;5;23;13;9;19;11;1;3;2;26;24;22;15;25;12;6;16;21;4;17;14;10;5;5997440
5;5997440;7;20;8;18;5;23;13;9;19;11;1;3;2;26;24;22;15;25;12;6;16;21;4;17;14;10
21;20;8;18;5;23;13;9;19;11;1;3;2;26;24;22;15;25;12;6;16;7;4;17;14;10;5;5984326
5;5984326;21;20;8;18;5;23;13;9;19;11;1;3;2;26;24;22;15;25;12;6;16;7;4;17;14;10
21;20;8;18;5;23;13;9;10;11;1;3;2;26;24;22;15;25;12;6;16;7;4;17;14;19;5;6000686
5;6000686;21;20;8;18;5;23;13;9;10;11;1;3;2;26;24;22;15;25;12;6;16;7;4;17;14;19
21;20;17;18;5;23;13;9;10;11;1;3;2;26;24;22;15;25;12;6;16;7;4;8;14;19;5;6070122
5;6070122;21;20;17;18;5;23;13;9;10;11;1;3;2;26;24;22;15;25;12;6;16;7;4;8;14;19
21;20;17;18;5;23;13;9;10;11;1;3;2;19;24;22;15;25;12;6;16;7;4;8;14;26;5;6063588
5;6063588;21;20;17;18;5;23;13;9;10;11;1;3;2;19;24;22;15;25;12;6;16;7;4;8;14;26
21;20;17;18;5;23;13;9;10;11;1;3;2;19;24;26;15;25;12;6;16;7;4;8;14;22;5;6061121
5;6061121;21;20;17;18;5;23;13;9;10;11;1;3;2;19;24;26;15;25;12;6;16;7;4;8;14;22
21;20;17;18;5;23;13;9;10;11;1;3;2;19;24;26;15;25;6;12;16;7;4;8;14;22;5;6093333
5;6093333;21;20;17;18;5;23;13;9;10;11;1;3;2;19;24;26;15;25;6;12;16;7;4;8;14;22
21;20;17;18;5;23;13;9;10;8;1;3;2;19;24;26;15;25;6;12;16;7;4;11;14;22;5;5979781
5;5979781;21;20;17;18;5;23;13;9;10;8;1;3;2;19;24;26;15;25;6;12;16;7;4;11;14;22
21;20;23;18;5;17;13;9;10;8;1;3;2;19;24;26;15;25;6;12;16;7;4;11;14;22;5;5979247
5;5979247;21;20;23;18;5;17;13;9;10;8;1;3;2;19;24;26;15;25;6;12;16;7;4;11;14;22
21;20;23;18;5;17;13;9;10;8;1;3;2;19;24;26;15;25;6;7;16;12;4;11;14;22;5;5975253
5;5975253;21;20;23;18;5;17;13;9;10;8;1;3;2;19;24;26;15;25;6;7;16;12;4;11;14;22
21;20;23;18;5;17;13;9;10;8;1;3;2;19;24;26;6;25;15;7;16;12;4;11;14;22;5;5965723
5;5965723;21;20;23;18;5;17;13;9;10;8;1;3;2;19;24;26;6;25;15;7;16;12;4;11;14;22
21;20;23;18;5;17;10;9;13;8;1;3;2;19;24;26;6;25;15;7;16;12;4;11;14;22;5;5966375
5;5966375;21;20;23;18;5;17;10;9;13;8;1;3;2;19;24;26;6;25;15;7;16;12;4;11;14;22
21;20;23;18;5;17;2;9;13;8;1;3;10;19;24;26;6;25;15;7;16;12;4;11;14;22;5;5949962
5;5949962;21;20;23;18;5;17;2;9;13;8;1;3;10;19;24;26;6;25;15;7;16;12;4;11;14;22
21;20;23;18;5;17;2;9;13;7;1;3;10;19;24;26;6;25;15;8;16;12;4;11;14;22;5;6029502
5;6029502;21;20;23;18;5;17;2;9;13;7;1;3;10;19;24;26;6;25;15;8;16;12;4;11;14;22
21;20;23;18;5;17;16;9;13;7;1;3;10;19;24;26;6;25;15;8;2;12;4;11;14;22;5;6052823
6;6052823;21;20;23;18;5;17;16;9;13;7;1;3;10;19;24;26;6;25;15;8;2;12;4;11;14;22
21;20;23;18;5;17;16;9;13;7;1;3;10;19;24;26;6;25;15;8;2;12;22;11;14;4;6;5990211
6;5990211;21;20;23;18;5;17;16;9;13;7;1;3;10;19;24;26;6;25;15;8;2;12;22;11;14;4
21;20;23;18;12;17;16;9;13;7;1;3;10;19;24;26;6;25;15;8;2;5;22;11;14;4;6;6033510
6;6033510;21;20;23;18;12;17;16;9;13;7;1;3;10;19;24;26;6;25;15;8;2;5;22;11;14;4
21;20;23;2;12;17;16;9;13;7;1;3;10;19;24;26;6;25;15;8;18;5;22;11;14;4;6;6076520
6;6076520;21;20;23;2;12;17;16;9;13;7;1;3;10;19;24;26;6;25;15;8;18;5;22;11;14;4
21;10;23;2;12;17;16;9;13;7;1;3;20;19;24;26;6;25;15;8;18;5;22;11;14;4;6;6009263
6;6009263;21;10;23;2;12;17;16;9;13;7;1;3;20;19;24;26;6;25;15;8;18;5;22;11;14;4
21;10;23;2;12;17;16;9;13;7;1;26;20;19;24;3;6;25;15;8;18;5;22;11;14;4;6;5968917
6;5968917;21;10;23;2;12;17;16;9;13;7;1;26;20;19;24;3;6;25;15;8;18;5;22;11;14;4
21;10;23;2;12;17;16;8;13;7;1;26;20;19;24;3;6;25;15;9;18;5;22;11;14;4;6;6019360
6;6019360;21;10;23;2;12;17;16;8;13;7;1;26;20;19;24;3;6;25;15;9;18;5;22;11;14;4
21;10;23;2;12;17;16;8;13;7;1;26;20;19;24;3;4;25;15;9;18;5;22;11;14;6;6;6019076
6;6019076;21;10;23;2;12;17;16;8;13;7;1;26;20;19;24;3;4;25;15;9;18;5;22;11;14;6
21;10;23;2;12;17;16;8;13;7;9;26;20;19;24;3;4;25;15;1;18;5;22;11;14;6;6;5973670
6;5973670;21;10;23;2;12;17;16;8;13;7;9;26;20;19;24;3;4;25;15;1;18;5;22;11;14;6
21;10;23;2;12;17;16;1;13;7;9;26;20;19;24;3;4;25;15;8;18;5;22;11;14;6;6;5936456
6;5936456;21;10;23;2;12;17;16;1;13;7;9;26;20;19;24;3;4;25;15;8;18;5;22;11;14;6
21;10;23;2;12;17;22;1;13;7;9;26;20;19;24;3;4;25;15;8;18;5;16;11;14;6;6;5939448
6;5939448;21;10;23;2;12;17;22;1;13;7;9;26;20;19;24;3;4;25;15;8;18;5;16;11;14;6
21;10;23;2;12;13;22;1;17;7;9;26;20;19;24;3;4;25;15;8;18;5;16;11;14;6;6;5938747
6;5938747;21;10;23;2;12;13;22;1;17;7;9;26;20;19;24;3;4;25;15;8;18;5;16;11;14;6
21;10;23;2;12;13;17;1;22;7;9;26;20;19;24;3;4;25;15;8;18;5;16;11;14;6;6;5948752
6;5948752;21;10;23;2;12;13;17;1;22;7;9;26;20;19;24;3;4;25;15;8;18;5;16;11;14;6
21;10;23;2;12;13;17;25;22;7;9;26;20;19;24;3;4;1;15;8;18;5;16;11;14;6;6;5925654
6;5925654;21;10;23;2;12;13;17;25;22;7;9;26;20;19;24;3;4;1;15;8;18;5;16;11;14;6
21;10;24;2;12;13;17;25;22;7;9;26;20;19;23;3;4;1;15;8;18;5;16;11;14;6;6;5917632
6;5917632;21;10;24;2;12;13;17;25;22;7;9;26;20;19;23;3;4;1;15;8;18;5;16;11;14;6
21;10;24;2;12;13;17;25;22;7;9;1;20;19;23;3;4;26;15;8;18;5;16;11;14;6;6;5920097
6;5920097;21;10;24;2;12;13;17;25;22;7;9;1;20;19;23;3;4;26;15;8;18;5;16;11;14;6
21;10;24;2;12;13;17;25;22;7;9;19;20;1;23;3;4;26;15;8;18;5;16;11;14;6;6;5926648
6;5926648;21;10;24;2;12;13;17;25;22;7;9;19;20;1;23;3;4;26;15;8;18;5;16;11;14;6
21;10;24;2;12;13;17;25;22;7;9;19;20;1;23;6;4;26;15;8;18;5;16;11;14;3;6;5927507
6;5927507;21;10;24;2;12;13;17;25;22;7;9;19;20;1;23;6;4;26;15;8;18;5;16;11;14;3
21;10;24;2;12;13;17;25;22;7;9;19;20;26;23;6;4;1;15;8;18;5;16;11;14;3;6;5921950
6;5921950;21;10;24;2;12;13;17;25;22;7;9;19;20;26;23;6;4;1;15;8;18;5;16;11;14;3
