"X1";"X5986819";"X26";"X6";"X5";"X7";"X24";"X10";"X9";"X18";"X20";"X13";"X1.1";"X11";"X2";"X3";"X19";"X4";"X22";"X25";"X23";"X16";"X14";"X8";"X17";"X12";"X21";"X15"
19;22;18;1;24;10;3;9;6;13;21;11;4;23;12;8;20;16;26;25;14;2;15;17;5;7;1;5950421
1;5950421;19;22;18;1;24;10;3;9;6;13;21;11;4;23;12;8;20;16;26;25;14;2;15;17;5;7
21;22;18;1;24;10;3;9;6;13;19;11;4;23;12;8;20;16;26;25;14;2;15;17;5;7;1;5956193
1;5956193;21;22;18;1;24;10;3;9;6;13;19;11;4;23;12;8;20;16;26;25;14;2;15;17;5;7
16;22;18;1;24;10;3;9;6;13;19;11;4;23;12;8;20;21;26;25;14;2;15;17;5;7;1;5907114
1;5907114;16;22;18;1;24;10;3;9;6;13;19;11;4;23;12;8;20;21;26;25;14;2;15;17;5;7
16;22;18;1;24;10;3;9;6;13;19;11;4;23;12;8;20;21;17;25;14;2;15;26;5;7;1;5907651
2;5907651;16;22;18;1;24;10;3;9;6;13;19;11;4;23;12;8;20;21;17;25;14;2;15;26;5;7
16;22;18;1;24;10;3;9;6;13;19;11;4;23;12;8;20;21;2;25;14;17;15;26;5;7;2;5908037
2;5908037;16;22;18;1;24;10;3;9;6;13;19;11;4;23;12;8;20;21;2;25;14;17;15;26;5;7
11;22;18;1;24;10;3;9;6;13;19;16;4;23;12;8;20;21;2;25;14;17;15;26;5;7;2;5907484
2;5907484;11;22;18;1;24;10;3;9;6;13;19;16;4;23;12;8;20;21;2;25;14;17;15;26;5;7
11;22;18;1;24;10;3;9;6;13;19;16;4;23;12;8;20;21;15;25;14;17;2;26;5;7;2;5841308
2;5841308;11;22;18;1;24;10;3;9;6;13;19;16;4;23;12;8;20;21;15;25;14;17;2;26;5;7
11;22;18;1;24;10;3;9;6;13;19;16;4;23;12;8;20;21;15;26;14;17;2;25;5;7;2;5839263
2;5839263;11;22;18;1;24;10;3;9;6;13;19;16;4;23;12;8;20;21;15;26;14;17;2;25;5;7
11;22;18;1;24;10;3;9;6;13;19;26;4;23;12;8;20;21;15;16;14;17;2;25;5;7;2;5843894
2;5843894;11;22;18;1;24;10;3;9;6;13;19;26;4;23;12;8;20;21;15;16;14;17;2;25;5;7
11;22;18;1;24;10;3;9;6;17;19;26;4;23;12;8;20;21;15;16;14;13;2;25;5;7;2;5830116
2;5830116;11;22;18;1;24;10;3;9;6;17;19;26;4;23;12;8;20;21;15;16;14;13;2;25;5;7
11;22;18;1;5;10;3;9;6;17;19;26;4;23;12;8;20;21;15;16;14;13;2;25;24;7;2;5982952
2;5830116;11;22;18;1;24;10;3;9;6;17;19;26;4;23;12;8;20;21;15;16;14;13;2;25;5;7
11;22;18;1;24;10;3;9;16;17;19;26;4;23;12;8;20;21;15;6;14;13;2;25;5;7;2;5818545
2;5818545;11;22;18;1;24;10;3;9;16;17;19;26;4;23;12;8;20;21;15;6;14;13;2;25;5;7
11;22;18;1;24;10;3;9;16;17;19;26;4;23;12;8;20;21;15;6;14;13;2;5;25;7;2;6015282
2;5818545;11;22;18;1;24;10;3;9;16;17;19;26;4;23;12;8;20;21;15;6;14;13;2;25;5;7
11;22;18;1;24;10;3;9;16;17;19;26;23;4;12;8;20;21;15;6;14;13;2;25;5;7;2;5814147
2;5814147;11;22;18;1;24;10;3;9;16;17;19;26;23;4;12;8;20;21;15;6;14;13;2;25;5;7
7;22;18;1;24;10;3;9;16;17;19;26;23;4;12;8;20;21;15;6;14;13;2;25;5;11;2;5809429
2;5809429;7;22;18;1;24;10;3;9;16;17;19;26;23;4;12;8;20;21;15;6;14;13;2;25;5;11
7;24;18;1;22;10;3;9;16;17;19;26;23;4;12;8;20;21;15;6;14;13;2;25;5;11;2;5809029
2;5809029;7;24;18;1;22;10;3;9;16;17;19;26;23;4;12;8;20;21;15;6;14;13;2;25;5;11
7;24;18;1;22;10;3;17;16;9;19;26;23;4;12;8;20;21;15;6;14;13;2;25;5;11;2;5808849
2;5808849;7;24;18;1;22;10;3;17;16;9;19;26;23;4;12;8;20;21;15;6;14;13;2;25;5;11
7;24;18;1;22;3;10;17;16;9;19;26;23;4;12;8;20;21;15;6;14;13;2;25;5;11;2;5808849
2;5808849;7;24;18;1;22;3;10;17;16;9;19;26;23;4;12;8;20;21;15;6;14;13;2;25;5;11
15;24;18;1;22;3;10;17;16;9;19;26;23;4;12;8;20;21;7;6;14;13;2;25;5;11;2;5871986
2;5871986;15;24;18;1;22;3;10;17;16;9;19;26;23;4;12;8;20;21;7;6;14;13;2;25;5;11
15;24;18;1;22;3;10;17;16;9;19;26;23;21;12;8;20;4;7;6;14;13;2;25;5;11;2;5996552
2;5996552;15;24;18;1;22;3;10;17;16;9;19;26;23;21;12;8;20;4;7;6;14;13;2;25;5;11
15;24;18;1;22;3;10;7;16;9;19;26;23;21;12;8;20;4;17;6;14;13;2;25;5;11;2;6008618
2;6008618;15;24;18;1;22;3;10;7;16;9;19;26;23;21;12;8;20;4;17;6;14;13;2;25;5;11
15;24;18;1;22;3;10;7;25;9;19;26;23;21;12;8;20;4;17;6;14;13;2;16;5;11;2;6031062
2;6031062;15;24;18;1;22;3;10;7;25;9;19;26;23;21;12;8;20;4;17;6;14;13;2;16;5;11
15;24;18;1;22;3;10;7;25;9;19;26;23;21;12;20;8;4;17;6;14;13;2;16;5;11;2;6044400
2;6044400;15;24;18;1;22;3;10;7;25;9;19;26;23;21;12;20;8;4;17;6;14;13;2;16;5;11
15;24;18;1;22;3;10;7;25;9;19;26;23;2;12;20;8;4;17;6;14;13;21;16;5;11;2;6069151
3;6069151;15;24;18;1;22;3;10;7;25;9;19;26;23;2;12;20;8;4;17;6;14;13;21;16;5;11
15;24;18;1;22;8;10;7;25;9;19;26;23;2;12;20;3;4;17;6;14;13;21;16;5;11;3;6057292
3;6057292;15;24;18;1;22;8;10;7;25;9;19;26;23;2;12;20;3;4;17;6;14;13;21;16;5;11
15;24;18;1;26;8;10;7;25;9;19;22;23;2;12;20;3;4;17;6;14;13;21;16;5;11;3;6065834
3;6065834;15;24;18;1;26;8;10;7;25;9;19;22;23;2;12;20;3;4;17;6;14;13;21;16;5;11
15;24;18;1;26;8;10;7;25;9;19;22;3;2;12;20;23;4;17;6;14;13;21;16;5;11;3;6034478
3;6034478;15;24;18;1;26;8;10;7;25;9;19;22;3;2;12;20;23;4;17;6;14;13;21;16;5;11
15;24;18;1;26;8;10;7;25;14;19;22;3;2;12;20;23;4;17;6;9;13;21;16;5;11;3;6012634
3;6012634;15;24;18;1;26;8;10;7;25;14;19;22;3;2;12;20;23;4;17;6;9;13;21;16;5;11
15;24;18;1;26;8;10;7;25;14;19;22;3;2;12;21;23;4;17;6;9;13;20;16;5;11;3;6022907
3;6022907;15;24;18;1;26;8;10;7;25;14;19;22;3;2;12;21;23;4;17;6;9;13;20;16;5;11
15;24;18;1;26;8;21;7;25;14;19;22;3;2;12;10;23;4;17;6;9;13;20;16;5;11;3;6031052
3;6031052;15;24;18;1;26;8;21;7;25;14;19;22;3;2;12;10;23;4;17;6;9;13;20;16;5;11
15;24;18;1;26;8;25;7;21;14;19;22;3;2;12;10;23;4;17;6;9;13;20;16;5;11;3;6020604
3;6020604;15;24;18;1;26;8;25;7;21;14;19;22;3;2;12;10;23;4;17;6;9;13;20;16;5;11
15;24;18;1;26;8;25;7;21;14;19;22;3;2;12;5;23;4;17;6;9;13;20;16;10;11;3;5952604
3;5952604;15;24;18;1;26;8;25;7;21;14;19;22;3;2;12;5;23;4;17;6;9;13;20;16;10;11
15;24;18;1;26;8;25;7;21;14;19;22;3;2;12;5;23;4;9;6;17;13;20;16;10;11;3;5899126
3;5899126;15;24;18;1;26;8;25;7;21;14;19;22;3;2;12;5;23;4;9;6;17;13;20;16;10;11
15;24;18;1;26;8;25;7;21;14;19;22;3;2;12;9;23;4;5;6;17;13;20;16;10;11;3;5823965
3;5823965;15;24;18;1;26;8;25;7;21;14;19;22;3;2;12;9;23;4;5;6;17;13;20;16;10;11
15;24;18;21;26;8;25;7;1;14;19;22;3;2;12;9;23;4;5;6;17;13;20;16;10;11;3;5797233
3;5797233;15;24;18;21;26;8;25;7;1;14;19;22;3;2;12;9;23;4;5;6;17;13;20;16;10;11
15;24;18;21;26;13;25;7;1;14;19;22;3;2;12;9;23;4;5;6;17;8;20;16;10;11;3;5889716
3;5889716;15;24;18;21;26;13;25;7;1;14;19;22;3;2;12;9;23;4;5;6;17;8;20;16;10;11
15;20;18;21;26;13;25;7;1;14;19;22;3;2;12;9;23;4;5;6;17;8;24;16;10;11;3;5850536
3;5850536;15;20;18;21;26;13;25;7;1;14;19;22;3;2;12;9;23;4;5;6;17;8;24;16;10;11
6;20;18;21;26;13;25;7;1;14;19;22;3;2;12;9;23;4;5;15;17;8;24;16;10;11;3;5858421
3;5858421;6;20;18;21;26;13;25;7;1;14;19;22;3;2;12;9;23;4;5;15;17;8;24;16;10;11
15;20;18;21;26;13;25;7;1;14;19;22;3;2;12;9;23;4;5;6;17;8;24;16;10;11;3;5850536
3;5850536;15;20;18;21;26;13;25;7;1;14;19;22;3;2;12;9;23;4;5;6;17;8;24;16;10;11
15;20;9;21;26;13;25;7;1;14;19;22;3;2;12;18;23;4;5;6;17;8;24;16;10;11;3;5843787
3;5843787;15;20;9;21;26;13;25;7;1;14;19;22;3;2;12;18;23;4;5;6;17;8;24;16;10;11
15;25;9;21;26;13;20;7;1;14;19;22;3;2;12;18;23;4;5;6;17;8;24;16;10;11;3;5824384
3;5824384;15;25;9;21;26;13;20;7;1;14;19;22;3;2;12;18;23;4;5;6;17;8;24;16;10;11
15;25;9;2;26;13;20;7;1;14;19;22;3;21;12;18;23;4;5;6;17;8;24;16;10;11;3;5815540
3;5815540;15;25;9;2;26;13;20;7;1;14;19;22;3;21;12;18;23;4;5;6;17;8;24;16;10;11
15;25;9;2;26;14;20;7;1;13;19;22;3;21;12;18;23;4;5;6;17;8;24;16;10;11;3;5818589
3;5818589;15;25;9;2;26;14;20;7;1;13;19;22;3;21;12;18;23;4;5;6;17;8;24;16;10;11
15;25;9;2;26;14;24;7;1;13;19;22;3;21;12;18;23;4;5;6;17;8;20;16;10;11;3;5874305
4;5874305;15;25;9;2;26;14;24;7;1;13;19;22;3;21;12;18;23;4;5;6;17;8;20;16;10;11
15;25;9;2;26;14;24;7;1;13;19;22;3;21;12;18;23;4;5;6;20;8;17;16;10;11;4;5865569
4;5865569;15;25;9;2;26;14;24;7;1;13;19;22;3;21;12;18;23;4;5;6;20;8;17;16;10;11
15;25;9;2;26;14;24;7;1;13;19;22;3;21;12;18;23;4;5;6;20;10;17;16;8;11;4;5810034
4;5810034;15;25;9;2;26;14;24;7;1;13;19;22;3;21;12;18;23;4;5;6;20;10;17;16;8;11
15;25;11;2;26;14;24;7;1;13;19;22;3;21;12;18;23;4;5;6;20;10;17;16;8;9;4;5927607
4;5927607;15;25;11;2;26;14;24;7;1;13;19;22;3;21;12;18;23;4;5;6;20;10;17;16;8;9
15;25;11;2;26;14;24;7;1;13;19;22;3;21;5;18;23;4;12;6;20;10;17;16;8;9;4;5869588
4;5869588;15;25;11;2;26;14;24;7;1;13;19;22;3;21;5;18;23;4;12;6;20;10;17;16;8;9
15;25;11;2;26;14;24;7;1;8;19;22;3;21;5;18;23;4;12;6;20;10;17;16;13;9;4;5863752
4;5863752;15;25;11;2;26;14;24;7;1;8;19;22;3;21;5;18;23;4;12;6;20;10;17;16;13;9
15;25;11;17;26;14;24;7;1;8;19;22;3;21;5;18;23;4;12;6;20;10;2;16;13;9;4;5857610
4;5857610;15;25;11;17;26;14;24;7;1;8;19;22;3;21;5;18;23;4;12;6;20;10;2;16;13;9
15;25;8;17;26;14;24;7;1;11;19;22;3;21;5;18;23;4;12;6;20;10;2;16;13;9;4;5900510
4;5900510;15;25;8;17;26;14;24;7;1;11;19;22;3;21;5;18;23;4;12;6;20;10;2;16;13;9
15;25;8;17;26;14;24;7;1;11;19;9;3;21;5;18;23;4;12;6;20;10;2;16;13;22;4;5778515
4;5778515;15;25;8;17;26;14;24;7;1;11;19;9;3;21;5;18;23;4;12;6;20;10;2;16;13;22
15;25;8;17;26;14;24;7;1;9;19;11;3;21;5;18;23;4;12;6;20;10;2;16;13;22;4;5817949
4;5817949;15;25;8;17;26;14;24;7;1;9;19;11;3;21;5;18;23;4;12;6;20;10;2;16;13;22
15;25;8;17;26;14;7;24;1;9;19;11;3;21;5;18;23;4;12;6;20;10;2;16;13;22;4;5819478
4;5819478;15;25;8;17;26;14;7;24;1;9;19;11;3;21;5;18;23;4;12;6;20;10;2;16;13;22
15;25;8;17;26;14;7;24;1;9;19;11;3;21;5;18;23;4;12;6;20;22;2;16;13;10;4;5831192
4;5831192;15;25;8;17;26;14;7;24;1;9;19;11;3;21;5;18;23;4;12;6;20;22;2;16;13;10
15;25;8;17;26;14;7;24;1;9;19;10;3;21;5;18;23;4;12;6;20;22;2;16;13;11;4;5840420
4;5840420;15;25;8;17;26;14;7;24;1;9;19;10;3;21;5;18;23;4;12;6;20;22;2;16;13;11
15;25;8;17;26;5;7;24;1;9;19;10;3;21;14;18;23;4;12;6;20;22;2;16;13;11;4;5989169
4;5989169;15;25;8;17;26;5;7;24;1;9;19;10;3;21;14;18;23;4;12;6;20;22;2;16;13;11
15;25;8;17;22;5;7;24;1;9;19;10;3;21;14;18;23;4;12;6;20;26;2;16;13;11;4;5992384
4;5992384;15;25;8;17;22;5;7;24;1;9;19;10;3;21;14;18;23;4;12;6;20;26;2;16;13;11
15;25;8;17;22;7;5;24;1;9;19;10;3;21;14;18;23;4;12;6;20;26;2;16;13;11;4;5992384
4;5992384;15;25;8;17;22;7;5;24;1;9;19;10;3;21;14;18;23;4;12;6;20;26;2;16;13;11
15;25;8;17;22;7;5;24;1;9;19;10;3;21;14;18;23;11;12;6;20;26;2;16;13;4;4;6046427
4;6046427;15;25;8;17;22;7;5;24;1;9;19;10;3;21;14;18;23;11;12;6;20;26;2;16;13;4
15;25;8;17;16;7;5;24;1;9;19;10;3;21;14;18;23;11;12;6;20;26;2;22;13;4;4;6043501
4;6043501;15;25;8;17;16;7;5;24;1;9;19;10;3;21;14;18;23;11;12;6;20;26;2;22;13;4
15;25;8;4;16;7;5;24;1;9;19;10;3;21;14;18;23;11;12;6;20;26;2;22;13;17;4;5936063
4;5936063;15;25;8;4;16;7;5;24;1;9;19;10;3;21;14;18;23;11;12;6;20;26;2;22;13;17
15;25;8;4;16;7;12;24;1;9;19;10;3;21;14;18;23;11;5;6;20;26;2;22;13;17;4;5805042
4;5805042;15;25;8;4;16;7;12;24;1;9;19;10;3;21;14;18;23;11;5;6;20;26;2;22;13;17
15;25;8;4;1;7;12;24;16;9;19;10;3;21;14;18;23;11;5;6;20;26;2;22;13;17;4;5843008
5;5843008;15;25;8;4;1;7;12;24;16;9;19;10;3;21;14;18;23;11;5;6;20;26;2;22;13;17
15;25;8;4;1;7;12;24;16;9;19;10;3;21;14;17;23;11;5;6;20;26;2;22;13;18;5;5889000
5;5889000;15;25;8;4;1;7;12;24;16;9;19;10;3;21;14;17;23;11;5;6;20;26;2;22;13;18
15;25;8;4;9;7;12;24;16;1;19;10;3;21;14;17;23;11;5;6;20;26;2;22;13;18;5;5900820
5;5900820;15;25;8;4;9;7;12;24;16;1;19;10;3;21;14;17;23;11;5;6;20;26;2;22;13;18
15;25;8;4;9;26;12;24;16;1;19;10;3;21;14;17;23;11;5;6;20;7;2;22;13;18;5;5906378
5;5906378;15;25;8;4;9;26;12;24;16;1;19;10;3;21;14;17;23;11;5;6;20;7;2;22;13;18
15;25;8;4;9;26;12;24;16;10;19;1;3;21;14;17;23;11;5;6;20;7;2;22;13;18;5;5899413
5;5899413;15;25;8;4;9;26;12;24;16;10;19;1;3;21;14;17;23;11;5;6;20;7;2;22;13;18
15;25;8;4;9;26;12;24;16;10;19;1;3;21;13;17;23;11;5;6;20;7;2;22;14;18;5;5863905
5;5863905;15;25;8;4;9;26;12;24;16;10;19;1;3;21;13;17;23;11;5;6;20;7;2;22;14;18
15;25;8;4;9;26;12;24;16;10;1;19;3;21;13;17;23;11;5;6;20;7;2;22;14;18;5;5863919
5;5863919;15;25;8;4;9;26;12;24;16;10;1;19;3;21;13;17;23;11;5;6;20;7;2;22;14;18
15;25;8;4;9;26;12;24;16;10;1;19;3;21;2;17;23;11;5;6;20;7;13;22;14;18;5;5877649
5;5877649;15;25;8;4;9;26;12;24;16;10;1;19;3;21;2;17;23;11;5;6;20;7;13;22;14;18
15;19;8;4;9;26;12;24;16;10;1;25;3;21;2;17;23;11;5;6;20;7;13;22;14;18;5;5936232
5;5936232;15;19;8;4;9;26;12;24;16;10;1;25;3;21;2;17;23;11;5;6;20;7;13;22;14;18
15;19;8;4;9;26;12;24;16;10;1;25;3;21;2;22;23;11;5;6;20;7;13;17;14;18;5;5923081
5;5923081;15;19;8;4;9;26;12;24;16;10;1;25;3;21;2;22;23;11;5;6;20;7;13;17;14;18
15;19;8;4;9;26;12;24;16;10;1;25;3;21;22;2;23;11;5;6;20;7;13;17;14;18;5;5927191
5;5927191;15;19;8;4;9;26;12;24;16;10;1;25;3;21;22;2;23;11;5;6;20;7;13;17;14;18
15;13;8;4;9;26;12;24;16;10;1;25;3;21;22;2;23;11;5;6;20;7;19;17;14;18;5;5924509
5;5924509;15;13;8;4;9;26;12;24;16;10;1;25;3;21;22;2;23;11;5;6;20;7;19;17;14;18
15;23;8;4;9;26;12;24;16;10;1;25;3;21;22;2;13;11;5;6;20;7;19;17;14;18;5;5907874
5;5907874;15;23;8;4;9;26;12;24;16;10;1;25;3;21;22;2;13;11;5;6;20;7;19;17;14;18
15;23;8;4;9;26;5;24;16;10;1;25;3;21;22;2;13;11;12;6;20;7;19;17;14;18;5;6130485
5;6130485;15;23;8;4;9;26;5;24;16;10;1;25;3;21;22;2;13;11;12;6;20;7;19;17;14;18
15;23;8;4;9;26;2;24;16;10;1;25;3;21;22;5;13;11;12;6;20;7;19;17;14;18;5;5986379
5;5986379;15;23;8;4;9;26;2;24;16;10;1;25;3;21;22;5;13;11;12;6;20;7;19;17;14;18
15;14;8;4;9;26;2;24;16;10;1;25;3;21;22;5;13;11;12;6;20;7;19;17;23;18;5;6028036
5;6028036;15;14;8;4;9;26;2;24;16;10;1;25;3;21;22;5;13;11;12;6;20;7;19;17;23;18
15;14;8;4;9;26;2;24;16;10;1;25;3;21;19;5;13;11;12;6;20;7;22;17;23;18;5;5989645
5;5989645;15;14;8;4;9;26;2;24;16;10;1;25;3;21;19;5;13;11;12;6;20;7;22;17;23;18
15;14;8;4;9;26;2;24;16;10;1;25;3;21;19;5;13;11;12;6;20;7;22;17;18;23;5;5989645
5;5989645;15;14;8;4;9;26;2;24;16;10;1;25;3;21;19;5;13;11;12;6;20;7;22;17;18;23
15;14;8;21;9;26;2;24;16;10;1;25;3;4;19;5;13;11;12;6;20;7;22;17;18;23;5;5990141
5;5990141;15;14;8;21;9;26;2;24;16;10;1;25;3;4;19;5;13;11;12;6;20;7;22;17;18;23
15;14;8;21;9;26;2;24;16;10;1;25;3;4;19;5;23;11;12;6;20;7;22;17;18;13;5;5992627
5;5992627;15;14;8;21;9;26;2;24;16;10;1;25;3;4;19;5;23;11;12;6;20;7;22;17;18;13
15;14;8;21;9;26;2;24;16;10;1;25;3;4;19;12;23;11;5;6;20;7;22;17;18;13;5;5926509
6;5926509;15;14;8;21;9;26;2;24;16;10;1;25;3;4;19;12;23;11;5;6;20;7;22;17;18;13
15;14;8;21;9;26;2;24;16;10;1;25;3;4;19;12;23;11;5;6;20;7;22;17;13;18;6;5926509
6;5926509;15;14;8;21;9;26;2;24;16;10;1;25;3;4;19;12;23;11;5;6;20;7;22;17;13;18
15;14;8;4;9;26;2;24;16;10;1;25;3;21;19;12;23;11;5;6;20;7;22;17;13;18;6;5926013
6;5926013;15;14;8;4;9;26;2;24;16;10;1;25;3;21;19;12;23;11;5;6;20;7;22;17;13;18
15;14;8;4;9;26;2;24;16;10;1;25;21;3;19;12;23;11;5;6;20;7;22;17;13;18;6;5939592
6;5939592;15;14;8;4;9;26;2;24;16;10;1;25;21;3;19;12;23;11;5;6;20;7;22;17;13;18
15;14;25;4;9;26;2;24;16;10;1;8;21;3;19;12;23;11;5;6;20;7;22;17;13;18;6;5889432
6;5889432;15;14;25;4;9;26;2;24;16;10;1;8;21;3;19;12;23;11;5;6;20;7;22;17;13;18
15;14;24;4;9;26;2;25;16;10;1;8;21;3;19;12;23;11;5;6;20;7;22;17;13;18;6;5889438
6;5889438;15;14;24;4;9;26;2;25;16;10;1;8;21;3;19;12;23;11;5;6;20;7;22;17;13;18
15;14;24;4;9;26;2;25;16;10;1;8;21;3;19;20;23;11;5;6;12;7;22;17;13;18;6;5836748
6;5836748;15;14;24;4;9;26;2;25;16;10;1;8;21;3;19;20;23;11;5;6;12;7;22;17;13;18
15;14;24;4;9;26;2;25;21;10;1;8;16;3;19;20;23;11;5;6;12;7;22;17;13;18;6;5834740
6;5834740;15;14;24;4;9;26;2;25;21;10;1;8;16;3;19;20;23;11;5;6;12;7;22;17;13;18
15;14;24;4;9;26;1;25;21;10;2;8;16;3;19;20;23;11;5;6;12;7;22;17;13;18;6;5876052
6;5876052;15;14;24;4;9;26;1;25;21;10;2;8;16;3;19;20;23;11;5;6;12;7;22;17;13;18
15;14;24;4;9;8;1;25;21;10;2;26;16;3;19;20;23;11;5;6;12;7;22;17;13;18;6;5910185
6;5910185;15;14;24;4;9;8;1;25;21;10;2;26;16;3;19;20;23;11;5;6;12;7;22;17;13;18
15;14;24;4;9;8;1;25;21;7;2;26;16;3;19;20;23;11;5;6;12;10;22;17;13;18;6;5887821
6;5887821;15;14;24;4;9;8;1;25;21;7;2;26;16;3;19;20;23;11;5;6;12;10;22;17;13;18
15;14;24;4;9;8;1;25;21;7;13;26;16;3;19;20;23;11;5;6;12;10;22;17;2;18;6;5877800
6;5877800;15;14;24;4;9;8;1;25;21;7;13;26;16;3;19;20;23;11;5;6;12;10;22;17;2;18
2;14;24;4;9;8;1;25;21;7;13;26;16;3;19;20;23;11;5;6;12;10;22;17;15;18;6;5837593
6;5837593;2;14;24;4;9;8;1;25;21;7;13;26;16;3;19;20;23;11;5;6;12;10;22;17;15;18
2;21;24;4;9;8;1;25;14;7;13;26;16;3;19;20;23;11;5;6;12;10;22;17;15;18;6;5910231
6;5910231;2;21;24;4;9;8;1;25;14;7;13;26;16;3;19;20;23;11;5;6;12;10;22;17;15;18
21;2;24;4;9;8;1;25;14;7;13;26;16;3;19;20;23;11;5;6;12;10;22;17;15;18;6;5919239
6;5919239;21;2;24;4;9;8;1;25;14;7;13;26;16;3;19;20;23;11;5;6;12;10;22;17;15;18
21;2;24;4;9;8;17;25;14;7;13;26;16;3;19;20;23;11;5;6;12;10;22;1;15;18;6;5926099
6;5926099;21;2;24;4;9;8;17;25;14;7;13;26;16;3;19;20;23;11;5;6;12;10;22;1;15;18
21;2;24;4;9;15;17;25;14;7;13;26;16;3;19;20;23;11;5;6;12;10;22;1;8;18;6;5925369
6;5925369;21;2;24;4;9;15;17;25;14;7;13;26;16;3;19;20;23;11;5;6;12;10;22;1;8;18
21;2;24;4;8;15;17;25;14;7;13;26;16;3;19;20;23;11;5;6;12;10;22;1;9;18;6;6021796
6;6021796;21;2;24;4;8;15;17;25;14;7;13;26;16;3;19;20;23;11;5;6;12;10;22;1;9;18
21;2;24;8;4;15;17;25;14;7;13;26;16;3;19;20;23;11;5;6;12;10;22;1;9;18;6;6021756
6;6021756;21;2;24;8;4;15;17;25;14;7;13;26;16;3;19;20;23;11;5;6;12;10;22;1;9;18
