"X1";"X38888";"X2";"X10";"X8";"X9";"X1.1";"X6";"X4";"X11";"X3";"X12";"X7";"X5"
3;9;12;1;4;5;7;2;8;10;6;11;3;51298
3;46090;7;9;12;1;4;5;3;2;8;10;6;11
11;9;12;1;4;5;3;2;8;10;6;7;3;45658
3;45658;11;9;12;1;4;5;3;2;8;10;6;7
11;9;12;1;2;5;3;4;8;10;6;7;3;48940
3;48940;11;9;12;1;2;5;3;4;8;10;6;7
11;9;12;6;2;5;3;4;8;10;1;7;3;45606
3;45606;11;9;12;6;2;5;3;4;8;10;1;7
11;9;12;1;2;5;3;4;8;10;6;7;3;48940
3;48940;11;9;12;1;2;5;3;4;8;10;6;7
11;7;12;1;2;5;3;4;8;10;6;9;3;43426
3;43426;11;7;12;1;2;5;3;4;8;10;6;9
11;7;8;1;2;5;3;4;12;10;6;9;3;40958
3;40958;11;7;8;1;2;5;3;4;12;10;6;9
11;7;8;1;2;5;4;3;12;10;6;9;3;42934
3;42934;11;7;8;1;2;5;4;3;12;10;6;9
11;4;8;1;2;5;7;3;12;10;6;9;3;62818
3;62818;11;4;8;1;2;5;7;3;12;10;6;9
11;4;8;1;12;5;7;3;2;10;6;9;3;58992
3;58992;11;4;8;1;12;5;7;3;2;10;6;9
11;4;8;12;1;5;7;3;2;10;6;9;3;60112
3;60112;11;4;8;12;1;5;7;3;2;10;6;9
11;4;8;12;5;1;7;3;2;10;6;9;3;44686
3;44686;11;4;8;12;5;1;7;3;2;10;6;9
11;12;8;4;5;1;7;3;2;10;6;9;3;50130
4;50130;11;12;8;4;5;1;7;3;2;10;6;9
4;12;8;11;5;1;7;3;2;10;6;9;4;70258
4;50130;11;12;8;4;5;1;7;3;2;10;6;9
11;9;8;4;5;1;7;3;2;10;6;12;4;52722
4;52722;11;9;8;4;5;1;7;3;2;10;6;12
11;9;8;4;7;1;5;3;2;10;6;12;4;54300
4;54300;11;9;8;4;7;1;5;3;2;10;6;12
11;9;8;4;7;5;1;3;2;10;6;12;4;54140
4;54140;11;9;8;4;7;5;1;3;2;10;6;12
11;9;8;4;7;2;1;3;5;10;6;12;4;47272
4;47272;11;9;8;4;7;2;1;3;5;10;6;12
11;9;8;4;7;2;1;3;12;10;6;5;4;40244
4;40244;11;9;8;4;7;2;1;3;12;10;6;5
5;9;8;4;7;2;1;3;12;10;6;11;4;47944
4;47944;5;9;8;4;7;2;1;3;12;10;6;11
5;9;8;4;1;2;7;3;12;10;6;11;4;55136
4;55136;5;9;8;4;1;2;7;3;12;10;6;11
2;9;8;4;1;5;7;3;12;10;6;11;4;51386
4;51386;2;9;8;4;1;5;7;3;12;10;6;11
2;9;8;4;12;5;7;3;1;10;6;11;4;53556
4;53556;2;9;8;4;12;5;7;3;1;10;6;11
6;9;8;4;12;5;7;3;1;10;2;11;4;50318
4;50318;6;9;8;4;12;5;7;3;1;10;2;11
6;9;8;4;12;5;7;3;10;1;2;11;4;47576
4;47576;6;9;8;4;12;5;7;3;10;1;2;11
6;9;8;4;12;5;7;11;10;1;2;3;4;45000
4;45000;6;9;8;4;12;5;7;11;10;1;2;3
6;9;8;4;12;10;7;11;5;1;2;3;4;45556
4;45556;6;9;8;4;12;10;7;11;5;1;2;3
6;5;8;4;12;10;7;11;9;1;2;3;4;38694
4;38694;6;5;8;4;12;10;7;11;9;1;2;3
6;5;8;4;12;10;2;11;9;1;7;3;4;38434
4;38434;6;5;8;4;12;10;2;11;9;1;7;3
6;5;8;4;12;10;2;11;9;1;3;7;4;37076
4;37076;6;5;8;4;12;10;2;11;9;1;3;7
6;5;8;3;12;10;2;11;9;1;4;7;4;39130
4;39130;6;5;8;3;12;10;2;11;9;1;4;7
6;5;8;3;12;9;2;11;10;1;4;7;4;50328
4;39130;6;5;8;3;12;10;2;11;9;1;4;7
6;5;12;3;8;10;2;11;9;1;4;7;4;38428
5;38428;6;5;12;3;8;10;2;11;9;1;4;7
6;5;10;3;8;12;2;11;9;1;4;7;5;51406
5;38428;6;5;12;3;8;10;2;11;9;1;4;7
6;5;12;3;8;9;2;11;10;1;4;7;5;49626
5;38428;6;5;12;3;8;10;2;11;9;1;4;7
6;7;12;3;8;10;2;11;9;1;4;5;5;47008
5;47008;6;7;12;3;8;10;2;11;9;1;4;5
6;7;12;3;9;10;2;11;8;1;4;5;5;45616
5;45616;6;7;12;3;9;10;2;11;8;1;4;5
6;12;7;3;9;10;2;11;8;1;4;5;5;49800
5;49800;6;12;7;3;9;10;2;11;8;1;4;5
6;12;7;3;9;10;2;11;8;5;4;1;5;41928
5;41928;6;12;7;3;9;10;2;11;8;5;4;1
6;9;7;3;12;10;2;11;8;5;4;1;5;38432
5;38432;6;9;7;3;12;10;2;11;8;5;4;1
6;9;7;3;12;10;2;11;8;1;4;5;5;46304
5;38432;6;9;7;3;12;10;2;11;8;5;4;1
6;2;7;3;12;10;9;11;8;5;4;1;5;38772
5;38772;6;2;7;3;12;10;9;11;8;5;4;1
6;2;7;3;12;10;9;11;4;5;8;1;5;38844
5;38844;6;2;7;3;12;10;9;11;4;5;8;1
6;2;5;3;12;10;9;11;4;7;8;1;5;44796
5;44796;6;2;5;3;12;10;9;11;4;7;8;1
6;2;5;3;12;10;9;11;4;8;7;1;5;39122
5;39122;6;2;5;3;12;10;9;11;4;8;7;1
2;6;5;3;12;10;9;11;4;8;7;1;5;40470
5;40470;2;6;5;3;12;10;9;11;4;8;7;1
5;6;2;3;12;10;9;11;4;8;7;1;5;42328
5;42328;5;6;2;3;12;10;9;11;4;8;7;1
5;6;2;3;12;10;11;9;4;8;7;1;5;48776
5;48776;5;6;2;3;12;10;11;9;4;8;7;1
5;4;2;3;12;10;11;9;6;8;7;1;5;55852
5;55852;5;4;2;3;12;10;11;9;6;8;7;1
12;4;2;3;5;10;11;9;6;8;7;1;5;55770
5;55770;12;4;2;3;5;10;11;9;6;8;7;1
11;4;2;3;5;10;12;9;6;8;7;1;5;44814
5;44814;11;4;2;3;5;10;12;9;6;8;7;1
11;4;1;3;5;10;12;9;6;8;7;2;5;51886
5;51886;11;4;1;3;5;10;12;9;6;8;7;2
6;4;1;3;5;10;12;9;11;8;7;2;5;47090
6;47090;6;4;1;3;5;10;12;9;11;8;7;2
6;4;1;3;12;10;5;9;11;8;7;2;6;42638
6;42638;6;4;1;3;12;10;5;9;11;8;7;2
6;8;1;3;12;10;5;9;11;4;7;2;6;39516
6;39516;6;8;1;3;12;10;5;9;11;4;7;2
6;8;1;3;2;10;5;9;11;4;7;12;6;45280
6;45280;6;8;1;3;2;10;5;9;11;4;7;12
6;8;1;3;2;10;5;9;12;4;7;11;6;42952
6;42952;6;8;1;3;2;10;5;9;12;4;7;11
6;8;12;3;2;10;5;9;1;4;7;11;6;39842
6;39842;6;8;12;3;2;10;5;9;1;4;7;11
6;8;12;3;2;10;7;9;1;4;5;11;6;40714
6;40714;6;8;12;3;2;10;7;9;1;4;5;11
6;8;10;3;2;12;7;9;1;4;5;11;6;52878
6;52878;6;8;10;3;2;12;7;9;1;4;5;11
6;8;10;3;2;12;7;5;1;4;9;11;6;63254
6;63254;6;8;10;3;2;12;7;5;1;4;9;11
6;8;10;3;2;1;7;5;12;4;9;11;6;52490
6;52490;6;8;10;3;2;1;7;5;12;4;9;11
6;8;10;3;2;1;5;7;12;4;9;11;6;43566
6;43566;6;8;10;3;2;1;5;7;12;4;9;11
6;8;12;3;2;1;5;7;10;4;9;11;6;48760
6;48760;6;8;12;3;2;1;5;7;10;4;9;11
6;8;12;3;2;1;5;7;9;4;10;11;6;48884
6;48884;6;8;12;3;2;1;5;7;9;4;10;11
5;8;12;3;2;1;6;7;9;4;10;11;6;41610
6;41610;5;8;12;3;2;1;6;7;9;4;10;11
5;8;12;3;10;1;6;7;9;4;2;11;6;33564
6;33564;5;8;12;3;10;1;6;7;9;4;2;11
5;8;12;3;10;1;6;7;4;9;2;11;6;29200
6;29200;5;8;12;3;10;1;6;7;4;9;2;11
5;9;12;3;10;1;6;7;4;8;2;11;6;53020
6;29200;5;8;12;3;10;1;6;7;4;9;2;11
5;12;8;3;10;1;6;7;4;9;2;11;6;50020
6;29200;5;8;12;3;10;1;6;7;4;9;2;11
5;8;12;1;10;3;6;7;4;9;2;11;6;37076
6;37076;5;8;12;1;10;3;6;7;4;9;2;11
4;8;12;1;10;3;6;7;5;9;2;11;6;43638
6;43638;4;8;12;1;10;3;6;7;5;9;2;11
12;8;4;1;10;3;6;7;5;9;2;11;6;56424
7;43638;4;8;12;1;10;3;6;7;5;9;2;11
4;8;9;1;10;3;6;7;5;12;2;11;7;41652
7;41652;4;8;9;1;10;3;6;7;5;12;2;11
4;8;9;1;10;3;6;7;12;5;2;11;7;31520
7;31520;4;8;9;1;10;3;6;7;12;5;2;11
4;8;9;1;10;3;6;7;11;5;2;12;7;39250
7;39250;4;8;9;1;10;3;6;7;11;5;2;12
4;6;9;1;10;3;8;7;11;5;2;12;7;39978
7;39978;4;6;9;1;10;3;8;7;11;5;2;12
4;6;9;1;10;8;3;7;11;5;2;12;7;33808
7;33808;4;6;9;1;10;8;3;7;11;5;2;12
4;6;9;7;10;8;3;1;11;5;2;12;7;46504
7;46504;4;6;9;7;10;8;3;1;11;5;2;12
4;1;9;7;10;8;3;6;11;5;2;12;7;44976
7;44976;4;1;9;7;10;8;3;6;11;5;2;12
4;1;9;7;10;8;6;3;11;5;2;12;7;33988
7;33988;4;1;9;7;10;8;6;3;11;5;2;12
1;4;9;7;10;8;6;3;11;5;2;12;7;31516
7;31516;1;4;9;7;10;8;6;3;11;5;2;12
1;4;9;7;10;6;8;3;11;5;2;12;7;26870
7;26870;1;4;9;7;10;6;8;3;11;5;2;12
1;4;9;7;10;12;8;3;11;5;2;6;7;38866
7;38866;1;4;9;7;10;12;8;3;11;5;2;6
1;4;2;7;10;12;8;3;11;5;9;6;7;37582
7;37582;1;4;2;7;10;12;8;3;11;5;9;6
2;4;1;7;10;12;8;3;11;5;9;6;7;39594
7;37582;1;4;2;7;10;12;8;3;11;5;9;6
1;4;2;7;12;10;8;3;11;5;9;6;7;37882
7;37882;1;4;2;7;12;10;8;3;11;5;9;6
1;4;7;2;12;10;8;3;11;5;9;6;7;38364
7;38364;1;4;7;2;12;10;8;3;11;5;9;6
7;4;1;2;12;10;8;3;11;5;9;6;7;34024
7;34024;7;4;1;2;12;10;8;3;11;5;9;6
7;4;8;2;12;10;1;3;11;5;9;6;7;35888
7;35888;7;4;8;2;12;10;1;3;11;5;9;6
7;4;8;2;12;10;6;3;11;5;9;1;7;36610
7;36610;7;4;8;2;12;10;6;3;11;5;9;1
7;4;8;2;12;10;6;1;11;5;9;3;7;41368
7;41368;7;4;8;2;12;10;6;1;11;5;9;3
7;4;8;11;12;10;6;1;2;5;9;3;7;42280
8;42280;7;4;8;11;12;10;6;1;2;5;9;3
7;4;8;11;12;10;6;3;2;5;9;1;8;37522
8;37522;7;4;8;11;12;10;6;3;2;5;9;1
7;4;8;11;5;10;6;3;2;12;9;1;8;47610
8;47610;7;4;8;11;5;10;6;3;2;12;9;1
7;4;12;11;5;10;6;3;2;8;9;1;8;41564
8;41564;7;4;12;11;5;10;6;3;2;8;9;1
7;1;12;11;5;10;6;3;2;8;9;4;8;29892
8;29892;7;1;12;11;5;10;6;3;2;8;9;4
7;1;12;11;10;5;6;3;2;8;9;4;8;37892
8;37892;7;1;12;11;10;5;6;3;2;8;9;4
10;1;12;11;7;5;6;3;2;8;9;4;8;40956
8;40956;10;1;12;11;7;5;6;3;2;8;9;4
10;1;12;4;7;5;6;3;2;8;9;11;8;38094
8;38094;10;1;12;4;7;5;6;3;2;8;9;11
10;1;12;4;11;5;6;3;2;8;9;7;8;48200
8;48200;10;1;12;4;11;5;6;3;2;8;9;7
10;1;12;4;11;5;2;3;6;8;9;7;8;48426
8;48426;10;1;12;4;11;5;2;3;6;8;9;7
9;1;12;4;11;5;2;3;6;8;10;7;8;56282
8;48426;10;1;12;4;11;5;2;3;6;8;9;7
10;1;12;4;11;5;2;3;7;8;9;6;8;46062
8;46062;10;1;12;4;11;5;2;3;7;8;9;6
10;1;12;4;11;5;7;3;2;8;9;6;8;46284
8;46284;10;1;12;4;11;5;7;3;2;8;9;6
10;12;1;4;11;5;7;3;2;8;9;6;8;58572
8;58572;10;12;1;4;11;5;7;3;2;8;9;6
2;12;1;4;11;5;7;3;10;8;9;6;8;51662
8;51662;2;12;1;4;11;5;7;3;10;8;9;6
2;12;1;4;11;5;8;3;10;7;9;6;8;54460
8;54460;2;12;1;4;11;5;8;3;10;7;9;6
11;12;1;4;2;5;8;3;10;7;9;6;8;52938
8;52938;11;12;1;4;2;5;8;3;10;7;9;6
11;12;8;4;2;5;1;3;10;7;9;6;8;52702
8;52702;11;12;8;4;2;5;1;3;10;7;9;6
11;12;10;4;2;5;1;3;8;7;9;6;8;51624
8;51624;11;12;10;4;2;5;1;3;8;7;9;6
11;12;10;4;2;5;1;3;8;9;7;6;8;51706
8;51706;11;12;10;4;2;5;1;3;8;9;7;6
11;3;10;4;2;5;1;12;8;9;7;6;8;40458
9;40458;11;3;10;4;2;5;1;12;8;9;7;6
11;4;10;3;2;5;1;12;8;9;7;6;9;56942
9;40458;11;3;10;4;2;5;1;12;8;9;7;6
11;3;10;4;2;5;1;12;8;9;6;7;9;38612
9;38612;11;3;10;4;2;5;1;12;8;9;6;7
3;11;10;4;2;5;1;12;8;9;6;7;9;34874
9;34874;3;11;10;4;2;5;1;12;8;9;6;7
3;11;1;4;2;5;10;12;8;9;6;7;9;35022
9;35022;3;11;1;4;2;5;10;12;8;9;6;7
3;11;1;4;2;5;10;7;8;9;6;12;9;32506
9;32506;3;11;1;4;2;5;10;7;8;9;6;12
3;11;9;4;2;5;10;7;8;1;6;12;9;35678
9;35678;3;11;9;4;2;5;10;7;8;1;6;12
3;11;7;4;2;5;10;9;8;1;6;12;9;46142
9;35678;3;11;9;4;2;5;10;7;8;1;6;12
3;11;9;4;8;5;10;7;2;1;6;12;9;35372
9;35372;3;11;9;4;8;5;10;7;2;1;6;12
3;11;9;4;10;5;8;7;2;1;6;12;9;33902
9;33902;3;11;9;4;10;5;8;7;2;1;6;12
3;11;9;4;10;5;8;7;2;1;12;6;9;30924
9;30924;3;11;9;4;10;5;8;7;2;1;12;6
3;2;9;4;10;5;8;7;11;1;12;6;9;48090
9;48090;3;2;9;4;10;5;8;7;11;1;12;6
3;4;9;2;10;5;8;7;11;1;12;6;9;41650
9;41650;3;4;9;2;10;5;8;7;11;1;12;6
3;4;9;2;10;5;1;7;11;8;12;6;9;56420
9;56420;3;4;9;2;10;5;1;7;11;8;12;6
3;12;9;2;10;5;1;7;11;8;4;6;9;63888
9;63888;3;12;9;2;10;5;1;7;11;8;4;6
6;12;9;2;10;5;1;7;11;8;4;3;9;57570
9;57570;6;12;9;2;10;5;1;7;11;8;4;3
6;12;8;2;10;5;1;7;11;9;4;3;9;48112
9;48112;6;12;8;2;10;5;1;7;11;9;4;3
5;12;8;2;10;6;1;7;11;9;4;3;9;45954
9;45954;5;12;8;2;10;6;1;7;11;9;4;3
5;12;8;1;10;6;2;7;11;9;4;3;9;46816
9;46816;5;12;8;1;10;6;2;7;11;9;4;3
5;12;8;1;10;3;2;7;11;9;4;6;9;49734
9;49734;5;12;8;1;10;3;2;7;11;9;4;6
5;12;8;1;11;3;2;7;10;9;4;6;9;47642
10;47642;5;12;8;1;11;3;2;7;10;9;4;6
3;12;8;1;11;5;2;7;10;9;4;6;10;52224
10;52224;3;12;8;1;11;5;2;7;10;9;4;6
3;12;8;1;11;5;2;7;6;9;4;10;10;52156
10;52156;3;12;8;1;11;5;2;7;6;9;4;10
10;12;8;1;11;5;2;7;6;9;4;3;10;55260
10;55260;10;12;8;1;11;5;2;7;6;9;4;3
10;1;8;12;11;5;2;7;6;9;4;3;10;43022
10;43022;10;1;8;12;11;5;2;7;6;9;4;3
10;1;8;12;6;5;2;7;11;9;4;3;10;44776
10;44776;10;1;8;12;6;5;2;7;11;9;4;3
10;1;8;12;6;9;2;7;11;5;4;3;10;38238
10;38238;10;1;8;12;6;9;2;7;11;5;4;3
12;1;8;10;6;9;2;7;11;5;4;3;10;51918
10;38238;10;1;8;12;6;9;2;7;11;5;4;3
10;1;8;12;5;9;2;7;11;6;4;3;10;58880
10;58880;10;1;8;12;5;9;2;7;11;6;4;3
10;1;8;5;12;9;2;7;11;6;4;3;10;61680
10;61680;10;1;8;5;12;9;2;7;11;6;4;3
10;1;8;5;9;12;2;7;11;6;4;3;10;62562
10;62562;10;1;8;5;9;12;2;7;11;6;4;3
10;1;8;5;7;12;2;9;11;6;4;3;10;45620
10;45620;10;1;8;5;7;12;2;9;11;6;4;3
10;6;8;5;7;12;2;9;11;1;4;3;10;46234
10;46234;10;6;8;5;7;12;2;9;11;1;4;3
5;6;8;10;7;12;2;9;11;1;4;3;10;47858
10;47858;5;6;8;10;7;12;2;9;11;1;4;3
5;6;8;10;7;12;2;9;11;3;4;1;10;45938
10;45938;5;6;8;10;7;12;2;9;11;3;4;1
5;6;9;10;7;12;2;8;11;3;4;1;10;44066
10;44066;5;6;9;10;7;12;2;8;11;3;4;1
5;4;9;10;7;12;2;8;11;3;6;1;10;54318
10;54318;5;4;9;10;7;12;2;8;11;3;6;1
5;4;9;3;7;12;2;8;11;10;6;1;10;40936
10;40936;5;4;9;3;7;12;2;8;11;10;6;1
5;4;9;2;7;12;3;8;11;10;6;1;10;46384
10;46384;5;4;9;2;7;12;3;8;11;10;6;1
5;4;9;2;10;12;3;8;11;7;6;1;10;60370
10;60370;5;4;9;2;10;12;3;8;11;7;6;1
5;4;9;11;10;12;3;8;2;7;6;1;10;59860
11;59860;5;4;9;11;10;12;3;8;2;7;6;1
5;4;9;11;6;12;3;8;2;7;10;1;11;63176
11;63176;5;4;9;11;6;12;3;8;2;7;10;1
5;1;9;11;6;12;3;8;2;7;10;4;11;61554
11;61554;5;1;9;11;6;12;3;8;2;7;10;4
5;1;9;8;6;12;3;11;2;7;10;4;11;57314
11;57314;5;1;9;8;6;12;3;11;2;7;10;4
5;1;9;8;6;12;3;11;10;7;2;4;11;57414
11;57414;5;1;9;8;6;12;3;11;10;7;2;4
1;5;9;8;6;12;3;11;10;7;2;4;11;55048
11;55048;1;5;9;8;6;12;3;11;10;7;2;4
1;5;9;8;6;12;3;11;10;4;2;7;11;57352
11;57352;1;5;9;8;6;12;3;11;10;4;2;7
1;12;9;8;6;5;3;11;10;4;2;7;11;63692
11;57352;1;5;9;8;6;12;3;11;10;4;2;7
1;5;9;8;6;12;3;2;10;4;11;7;11;52396
11;52396;1;5;9;8;6;12;3;2;10;4;11;7
1;5;9;8;6;12;2;3;10;4;11;7;11;49028
11;49028;1;5;9;8;6;12;2;3;10;4;11;7
1;5;9;6;8;12;2;3;10;4;11;7;11;47508
11;47508;1;5;9;6;8;12;2;3;10;4;11;7
7;5;9;6;8;12;2;3;10;4;11;1;11;40746
11;40746;7;5;9;6;8;12;2;3;10;4;11;1
6;5;9;7;8;12;2;3;10;4;11;1;11;49018
11;49018;6;5;9;7;8;12;2;3;10;4;11;1
6;5;9;7;8;12;2;3;10;11;4;1;11;55558
11;49018;6;5;9;7;8;12;2;3;10;4;11;1
6;8;9;7;5;12;2;3;10;4;11;1;11;48876
11;48876;6;8;9;7;5;12;2;3;10;4;11;1
6;8;9;7;5;12;2;10;3;4;11;1;11;52926
11;52926;6;8;9;7;5;12;2;10;3;4;11;1
6;8;9;7;5;12;2;10;11;4;3;1;11;52836
11;52836;6;8;9;7;5;12;2;10;11;4;3;1
6;8;9;5;7;12;2;10;11;4;3;1;11;54116
11;54116;6;8;9;5;7;12;2;10;11;4;3;1
6;8;9;5;1;12;2;10;11;4;3;7;11;53532
11;53532;6;8;9;5;1;12;2;10;11;4;3;7
6;8;9;5;1;2;12;10;11;4;3;7;11;53198
11;53198;6;8;9;5;1;2;12;10;11;4;3;7
3;8;9;5;1;2;12;10;11;4;6;7;11;48634
12;48634;3;8;9;5;1;2;12;10;11;4;6;7
3;8;9;1;5;2;12;10;11;4;6;7;12;46874
12;46874;3;8;9;1;5;2;12;10;11;4;6;7
6;8;9;1;5;2;12;10;11;4;3;7;12;52878
12;52878;6;8;9;1;5;2;12;10;11;4;3;7
6;8;9;1;5;2;12;10;11;3;4;7;12;57074
12;52878;6;8;9;1;5;2;12;10;11;4;3;7
6;8;4;1;5;2;12;10;11;9;3;7;12;56808
12;52878;6;8;9;1;5;2;12;10;11;4;3;7
6;8;9;12;5;2;1;10;11;4;3;7;12;53522
12;53522;6;8;9;12;5;2;1;10;11;4;3;7
6;5;9;12;8;2;1;10;11;4;3;7;12;56480
12;56480;6;5;9;12;8;2;1;10;11;4;3;7
10;5;9;12;8;2;1;6;11;4;3;7;12;39310
12;39310;10;5;9;12;8;2;1;6;11;4;3;7
10;5;9;1;8;2;12;6;11;4;3;7;12;33744
12;33744;10;5;9;1;8;2;12;6;11;4;3;7
10;5;9;12;8;2;1;6;11;4;3;7;12;39310
12;33744;10;5;9;1;8;2;12;6;11;4;3;7
10;5;1;9;8;2;12;6;11;4;3;7;12;39278
12;39278;10;5;1;9;8;2;12;6;11;4;3;7
10;5;9;1;8;2;12;6;11;4;3;7;12;33744
12;33744;10;5;9;1;8;2;12;6;11;4;3;7
6;5;9;1;8;2;12;10;11;4;3;7;12;55836
12;55836;6;5;9;1;8;2;12;10;11;4;3;7
6;5;1;9;8;2;12;10;11;4;3;7;12;56672
12;56672;6;5;1;9;8;2;12;10;11;4;3;7
6;5;11;9;8;2;12;10;1;4;3;7;12;52838
12;52838;6;5;11;9;8;2;12;10;1;4;3;7
6;5;11;2;8;9;12;10;1;4;3;7;12;51380
12;51380;6;5;11;2;8;9;12;10;1;4;3;7
6;5;11;2;8;1;12;10;9;4;3;7;12;49258
12;49258;6;5;11;2;8;1;12;10;9;4;3;7
6;5;10;2;8;1;12;11;9;4;3;7;12;57714
12;49258;6;5;11;2;8;1;12;10;9;4;3;7
6;5;11;2;1;8;12;10;9;4;3;7;12;45370
12;45370;6;5;11;2;1;8;12;10;9;4;3;7
6;4;11;2;1;8;12;10;9;5;3;7;12;28768
