"X1";"X5885456";"X25";"X20";"X23";"X19";"X22";"X6";"X5";"X15";"X2";"X17";"X9";"X14";"X11";"X4";"X10";"X3";"X26";"X24";"X8";"X18";"X1.1";"X13";"X16";"X21";"X12";"X7"
1;5823361;25;20;23;14;22;3;26;15;2;17;9;6;11;21;10;8;5;1;16;18;12;13;19;4;24;7
25;20;23;14;22;3;26;15;2;17;9;6;11;21;10;8;5;1;16;18;12;13;7;4;24;19;1;5845872
1;5845872;25;20;23;14;22;3;26;15;2;17;9;6;11;21;10;8;5;1;16;18;12;13;7;4;24;19
25;20;23;14;22;3;26;15;2;17;9;6;11;21;10;8;5;1;16;18;19;13;7;4;24;12;1;5886078
1;5886078;25;20;23;14;22;3;26;15;2;17;9;6;11;21;10;8;5;1;16;18;19;13;7;4;24;12
25;20;23;14;26;3;22;15;2;17;9;6;11;21;10;8;5;1;16;18;19;13;7;4;24;12;1;5901026
1;5901026;25;20;23;14;26;3;22;15;2;17;9;6;11;21;10;8;5;1;16;18;19;13;7;4;24;12
25;20;23;14;26;3;22;15;2;11;9;6;17;21;10;8;5;1;16;18;19;13;7;4;24;12;1;5907279
1;5907279;25;20;23;14;26;3;22;15;2;11;9;6;17;21;10;8;5;1;16;18;19;13;7;4;24;12
22;20;23;14;26;3;25;15;2;11;9;6;17;21;10;8;5;1;16;18;19;13;7;4;24;12;1;5893084
1;5893084;22;20;23;14;26;3;25;15;2;11;9;6;17;21;10;8;5;1;16;18;19;13;7;4;24;12
22;20;23;19;26;3;25;15;2;11;9;6;17;21;10;8;5;1;16;18;14;13;7;4;24;12;1;5853884
1;5853884;22;20;23;19;26;3;25;15;2;11;9;6;17;21;10;8;5;1;16;18;14;13;7;4;24;12
22;20;23;19;26;3;25;15;2;11;9;6;17;1;10;8;5;21;16;18;14;13;7;4;24;12;1;5849719
1;5849719;22;20;23;19;26;3;25;15;2;11;9;6;17;1;10;8;5;21;16;18;14;13;7;4;24;12
22;20;23;19;18;3;25;15;2;11;9;6;17;1;10;8;5;21;16;26;14;13;7;4;24;12;1;5849346
1;5849346;22;20;23;19;18;3;25;15;2;11;9;6;17;1;10;8;5;21;16;26;14;13;7;4;24;12
22;20;23;19;18;3;25;5;2;11;9;6;17;1;10;8;15;21;16;26;14;13;7;4;24;12;1;5872891
1;5872891;22;20;23;19;18;3;25;5;2;11;9;6;17;1;10;8;15;21;16;26;14;13;7;4;24;12
22;20;23;19;18;3;25;15;2;11;9;6;17;1;10;8;5;21;16;26;14;13;7;4;24;12;1;5849346
1;5849346;22;20;23;19;18;3;25;15;2;11;9;6;17;1;10;8;5;21;16;26;14;13;7;4;24;12
22;20;23;19;18;3;25;15;10;11;9;6;17;1;2;8;5;21;16;26;14;13;7;4;24;12;1;5856702
2;5856702;22;20;23;19;18;3;25;15;10;11;9;6;17;1;2;8;5;21;16;26;14;13;7;4;24;12
22;20;23;19;18;3;25;15;10;11;9;7;17;1;2;8;5;21;16;26;14;13;6;4;24;12;2;5829836
2;5829836;22;20;23;19;18;3;25;15;10;11;9;7;17;1;2;8;5;21;16;26;14;13;6;4;24;12
22;20;23;19;18;3;25;15;10;11;9;13;17;1;2;8;5;21;16;26;14;7;6;4;24;12;2;5842685
2;5842685;22;20;23;19;18;3;25;15;10;11;9;13;17;1;2;8;5;21;16;26;14;7;6;4;24;12
22;20;23;19;18;3;25;15;10;11;9;13;17;1;2;8;5;21;16;26;14;6;7;4;24;12;2;5848053
2;5848053;22;20;23;19;18;3;25;15;10;11;9;13;17;1;2;8;5;21;16;26;14;6;7;4;24;12
22;20;23;19;18;3;25;15;10;11;9;13;17;1;2;8;5;26;16;21;14;6;7;4;24;12;2;5936266
2;5936266;22;20;23;19;18;3;25;15;10;11;9;13;17;1;2;8;5;26;16;21;14;6;7;4;24;12
22;20;2;19;18;3;25;15;10;11;9;13;17;1;23;8;5;26;16;21;14;6;7;4;24;12;2;5937040
2;5937040;22;20;2;19;18;3;25;15;10;11;9;13;17;1;23;8;5;26;16;21;14;6;7;4;24;12
22;20;2;19;18;3;25;15;10;11;9;13;17;1;23;8;5;26;12;21;14;6;7;4;24;16;2;5899610
2;5899610;22;20;2;19;18;3;25;15;10;11;9;13;17;1;23;8;5;26;12;21;14;6;7;4;24;16
22;20;2;19;18;3;25;15;10;16;9;13;17;1;23;8;5;26;12;21;14;6;7;4;24;11;2;5906570
2;5906570;22;20;2;19;18;3;25;15;10;16;9;13;17;1;23;8;5;26;12;21;14;6;7;4;24;11
13;20;2;19;18;3;25;15;10;16;9;22;17;1;23;8;5;26;12;21;14;6;7;4;24;11;2;5934975
2;5934975;13;20;2;19;18;3;25;15;10;16;9;22;17;1;23;8;5;26;12;21;14;6;7;4;24;11
5;20;2;19;18;3;25;15;10;16;9;22;17;1;23;8;13;26;12;21;14;6;7;4;24;11;2;6322859
2;6322859;5;20;2;19;18;3;25;15;10;16;9;22;17;1;23;8;13;26;12;21;14;6;7;4;24;11
5;20;2;19;18;3;25;15;10;12;9;22;17;1;23;8;13;26;16;21;14;6;7;4;24;11;2;6330867
2;6330867;5;20;2;19;18;3;25;15;10;12;9;22;17;1;23;8;13;26;16;21;14;6;7;4;24;11
5;20;2;19;18;3;25;15;10;12;9;22;17;1;6;8;13;26;16;21;14;23;7;4;24;11;2;6324964
2;6324964;5;20;2;19;18;3;25;15;10;12;9;22;17;1;6;8;13;26;16;21;14;23;7;4;24;11
5;20;2;19;18;3;25;15;10;12;9;22;17;1;6;8;13;26;11;21;14;23;7;4;24;16;2;6319941
2;6319941;5;20;2;19;18;3;25;15;10;12;9;22;17;1;6;8;13;26;11;21;14;23;7;4;24;16
5;20;2;19;18;3;25;15;10;12;9;22;17;13;6;8;1;26;11;21;14;23;7;4;24;16;2;6261441
2;6261441;5;20;2;19;18;3;25;15;10;12;9;22;17;13;6;8;1;26;11;21;14;23;7;4;24;16
5;20;2;19;18;3;25;15;10;12;9;22;17;13;6;16;1;26;11;21;14;23;7;4;24;8;2;6300841
2;6300841;5;20;2;19;18;3;25;15;10;12;9;22;17;13;6;16;1;26;11;21;14;23;7;4;24;8
5;20;2;19;18;3;25;10;15;12;9;22;17;13;6;16;1;26;11;21;14;23;7;4;24;8;2;6299101
2;6299101;5;20;2;19;18;3;25;10;15;12;9;22;17;13;6;16;1;26;11;21;14;23;7;4;24;8
5;20;25;19;18;3;2;10;15;12;9;22;17;13;6;16;1;26;11;21;14;23;7;4;24;8;2;6277167
2;6277167;5;20;25;19;18;3;2;10;15;12;9;22;17;13;6;16;1;26;11;21;14;23;7;4;24;8
5;2;25;19;18;3;20;10;15;12;9;22;17;13;6;16;1;26;11;21;14;23;7;4;24;8;2;6224704
2;6224704;5;2;25;19;18;3;20;10;15;12;9;22;17;13;6;16;1;26;11;21;14;23;7;4;24;8
5;2;25;11;18;3;20;10;15;12;9;22;17;13;6;16;1;26;19;21;14;23;7;4;24;8;2;6201256
2;6201256;5;2;25;11;18;3;20;10;15;12;9;22;17;13;6;16;1;26;19;21;14;23;7;4;24;8
5;2;25;11;18;3;20;10;15;12;9;22;17;19;6;16;1;26;13;21;14;23;7;4;24;8;2;6175985
2;6175985;5;2;25;11;18;3;20;10;15;12;9;22;17;19;6;16;1;26;13;21;14;23;7;4;24;8
19;2;25;11;18;3;20;10;15;12;9;22;17;5;6;16;1;26;13;21;14;23;7;4;24;8;2;6093636
3;6093636;19;2;25;11;18;3;20;10;15;12;9;22;17;5;6;16;1;26;13;21;14;23;7;4;24;8
19;25;2;11;18;3;20;10;15;12;9;22;17;5;6;16;1;26;13;21;14;23;7;4;24;8;3;6092737
3;6092737;19;25;2;11;18;3;20;10;15;12;9;22;17;5;6;16;1;26;13;21;14;23;7;4;24;8
19;25;2;11;9;3;20;10;15;12;18;22;17;5;6;16;1;26;13;21;14;23;7;4;24;8;3;6109094
3;6109094;19;25;2;11;9;3;20;10;15;12;18;22;17;5;6;16;1;26;13;21;14;23;7;4;24;8
19;25;4;11;9;3;20;10;15;12;18;22;17;5;6;16;1;26;13;21;14;23;7;2;24;8;3;6058658
3;6058658;19;25;4;11;9;3;20;10;15;12;18;22;17;5;6;16;1;26;13;21;14;23;7;2;24;8
19;25;4;11;9;8;20;10;15;12;18;22;17;5;6;16;1;26;13;21;14;23;7;2;24;3;3;6050570
3;6050570;19;25;4;11;9;8;20;10;15;12;18;22;17;5;6;16;1;26;13;21;14;23;7;2;24;3
19;25;4;11;9;21;20;10;15;12;18;22;17;5;6;16;1;26;13;8;14;23;7;2;24;3;3;5901977
3;5901977;19;25;4;11;9;21;20;10;15;12;18;22;17;5;6;16;1;26;13;8;14;23;7;2;24;3
19;25;4;11;9;21;20;10;15;12;18;22;17;5;6;23;1;26;13;8;14;16;7;2;24;3;3;5899600
3;5899600;19;25;4;11;9;21;20;10;15;12;18;22;17;5;6;23;1;26;13;8;14;16;7;2;24;3
19;25;4;11;9;21;20;10;22;12;18;15;17;5;6;23;1;26;13;8;14;16;7;2;24;3;3;5905680
3;5905680;19;25;4;11;9;21;20;10;22;12;18;15;17;5;6;23;1;26;13;8;14;16;7;2;24;3
19;25;4;14;9;21;20;10;22;12;18;15;17;5;6;23;1;26;13;8;11;16;7;2;24;3;3;5886581
3;5886581;19;25;4;14;9;21;20;10;22;12;18;15;17;5;6;23;1;26;13;8;11;16;7;2;24;3
19;25;4;14;9;21;20;10;22;12;18;13;17;5;6;23;1;26;15;8;11;16;7;2;24;3;3;5892340
3;5892340;19;25;4;14;9;21;20;10;22;12;18;13;17;5;6;23;1;26;15;8;11;16;7;2;24;3
19;17;4;14;9;21;20;10;22;12;18;13;25;5;6;23;1;26;15;8;11;16;7;2;24;3;3;5891181
3;5891181;19;17;4;14;9;21;20;10;22;12;18;13;25;5;6;23;1;26;15;8;11;16;7;2;24;3
19;17;4;14;9;21;20;10;22;12;18;13;25;5;6;23;1;26;15;2;11;16;7;8;24;3;3;5890263
3;5890263;19;17;4;14;9;21;20;10;22;12;18;13;25;5;6;23;1;26;15;2;11;16;7;8;24;3
19;17;4;14;9;21;25;10;22;12;18;13;20;5;6;23;1;26;15;2;11;16;7;8;24;3;3;5877136
3;5877136;19;17;4;14;9;21;25;10;22;12;18;13;20;5;6;23;1;26;15;2;11;16;7;8;24;3
5;17;4;14;9;21;25;10;22;12;18;13;20;19;6;23;1;26;15;2;11;16;7;8;24;3;3;6090461
3;6090461;5;17;4;14;9;21;25;10;22;12;18;13;20;19;6;23;1;26;15;2;11;16;7;8;24;3
5;17;4;14;9;21;25;10;22;12;18;13;20;19;6;16;1;26;15;2;11;23;7;8;24;3;3;6099651
3;6099651;5;17;4;14;9;21;25;10;22;12;18;13;20;19;6;16;1;26;15;2;11;23;7;8;24;3
5;17;9;14;4;21;25;10;22;12;18;13;20;19;6;16;1;26;15;2;11;23;7;8;24;3;3;6114059
3;6114059;5;17;9;14;4;21;25;10;22;12;18;13;20;19;6;16;1;26;15;2;11;23;7;8;24;3
5;17;9;14;4;21;25;10;22;12;18;13;16;19;6;20;1;26;15;2;11;23;7;8;24;3;3;6077795
3;6077795;5;17;9;14;4;21;25;10;22;12;18;13;16;19;6;20;1;26;15;2;11;23;7;8;24;3
5;17;9;14;4;21;25;10;22;12;18;13;16;19;6;20;1;26;15;2;8;23;7;11;24;3;3;6075519
3;6075519;5;17;9;14;4;21;25;10;22;12;18;13;16;19;6;20;1;26;15;2;8;23;7;11;24;3
5;17;9;14;4;21;25;10;22;12;18;24;16;19;6;20;1;26;15;2;8;23;7;11;13;3;3;6088612
3;6088612;5;17;9;14;4;21;25;10;22;12;18;24;16;19;6;20;1;26;15;2;8;23;7;11;13;3
5;3;9;14;4;21;25;10;22;12;18;24;16;19;6;20;1;26;15;2;8;23;7;11;13;17;3;6206641
3;6206641;5;3;9;14;4;21;25;10;22;12;18;24;16;19;6;20;1;26;15;2;8;23;7;11;13;17
5;3;9;14;4;21;16;10;22;12;18;24;25;19;6;20;1;26;15;2;8;23;7;11;13;17;3;6212743
4;6212743;5;3;9;14;4;21;16;10;22;12;18;24;25;19;6;20;1;26;15;2;8;23;7;11;13;17
5;3;9;14;12;21;16;10;22;4;18;24;25;19;6;20;1;26;15;2;8;23;7;11;13;17;4;6169775
4;6169775;5;3;9;14;12;21;16;10;22;4;18;24;25;19;6;20;1;26;15;2;8;23;7;11;13;17
5;3;9;2;12;21;16;10;22;4;18;24;25;19;6;20;1;26;15;14;8;23;7;11;13;17;4;6242617
4;6242617;5;3;9;2;12;21;16;10;22;4;18;24;25;19;6;20;1;26;15;14;8;23;7;11;13;17
5;3;9;14;12;21;16;10;22;4;18;24;25;19;6;20;1;26;15;2;8;23;7;11;13;17;4;6169775
4;6169775;5;3;9;14;12;21;16;10;22;4;18;24;25;19;6;20;1;26;15;2;8;23;7;11;13;17
5;3;9;14;12;21;16;10;22;4;18;24;25;19;6;20;1;26;13;2;8;23;7;11;15;17;4;6154531
4;6154531;5;3;9;14;12;21;16;10;22;4;18;24;25;19;6;20;1;26;13;2;8;23;7;11;15;17
5;3;9;14;12;21;16;10;23;4;18;24;25;19;6;20;1;26;13;2;8;22;7;11;15;17;4;6135010
4;6135010;5;3;9;14;12;21;16;10;23;4;18;24;25;19;6;20;1;26;13;2;8;22;7;11;15;17
5;3;9;14;12;21;16;10;23;4;18;24;25;19;6;20;7;26;13;2;8;22;1;11;15;17;4;6175461
4;6175461;5;3;9;14;12;21;16;10;23;4;18;24;25;19;6;20;7;26;13;2;8;22;1;11;15;17
5;3;9;1;12;21;16;10;23;4;18;24;25;19;6;20;7;26;13;2;8;22;14;11;15;17;4;6195672
4;6195672;5;3;9;1;12;21;16;10;23;4;18;24;25;19;6;20;7;26;13;2;8;22;14;11;15;17
5;3;9;1;12;21;16;10;23;17;18;24;25;19;6;20;7;26;13;2;8;22;14;11;15;4;4;6198877
4;6198877;5;3;9;1;12;21;16;10;23;17;18;24;25;19;6;20;7;26;13;2;8;22;14;11;15;4
5;3;9;1;12;21;2;10;23;17;18;24;25;19;6;20;7;26;13;16;8;22;14;11;15;4;4;6149744
4;6149744;5;3;9;1;12;21;2;10;23;17;18;24;25;19;6;20;7;26;13;16;8;22;14;11;15;4
5;3;9;1;12;21;2;10;23;17;18;6;25;19;24;20;7;26;13;16;8;22;14;11;15;4;4;6138739
4;6138739;5;3;9;1;12;21;2;10;23;17;18;6;25;19;24;20;7;26;13;16;8;22;14;11;15;4
5;3;9;1;12;21;2;10;23;20;18;6;25;19;24;17;7;26;13;16;8;22;14;11;15;4;4;6135879
4;6135879;5;3;9;1;12;21;2;10;23;20;18;6;25;19;24;17;7;26;13;16;8;22;14;11;15;4
5;3;9;1;12;21;2;10;13;20;18;6;25;19;24;17;7;26;23;16;8;22;14;11;15;4;4;6139268
4;6139268;5;3;9;1;12;21;2;10;13;20;18;6;25;19;24;17;7;26;23;16;8;22;14;11;15;4
5;3;9;1;12;21;2;10;13;24;18;6;25;19;20;17;7;26;23;16;8;22;14;11;15;4;4;6259113
4;6259113;5;3;9;1;12;21;2;10;13;24;18;6;25;19;20;17;7;26;23;16;8;22;14;11;15;4
5;3;9;1;12;21;2;10;13;24;18;6;11;19;20;17;7;26;23;16;8;22;14;25;15;4;4;6233669
4;6233669;5;3;9;1;12;21;2;10;13;24;18;6;11;19;20;17;7;26;23;16;8;22;14;25;15;4
5;3;9;1;12;21;2;10;13;24;18;6;14;19;20;17;7;26;23;16;8;22;11;25;15;4;4;6103867
4;6103867;5;3;9;1;12;21;2;10;13;24;18;6;14;19;20;17;7;26;23;16;8;22;11;25;15;4
5;3;9;1;12;21;2;10;13;24;18;6;14;19;20;17;7;26;23;16;8;4;11;25;15;22;4;6220217
4;6220217;5;3;9;1;12;21;2;10;13;24;18;6;14;19;20;17;7;26;23;16;8;4;11;25;15;22
5;3;22;1;12;21;2;10;13;24;18;6;14;19;20;17;7;26;23;16;8;4;11;25;15;9;4;6043236
4;6043236;5;3;22;1;12;21;2;10;13;24;18;6;14;19;20;17;7;26;23;16;8;4;11;25;15;9
5;21;22;1;12;3;2;10;13;24;18;6;14;19;20;17;7;26;23;16;8;4;11;25;15;9;4;5991272
4;5991272;5;21;22;1;12;3;2;10;13;24;18;6;14;19;20;17;7;26;23;16;8;4;11;25;15;9
5;21;22;10;12;3;2;1;13;24;18;6;14;19;20;17;7;26;23;16;8;4;11;25;15;9;4;5912254
4;5912254;5;21;22;10;12;3;2;1;13;24;18;6;14;19;20;17;7;26;23;16;8;4;11;25;15;9
5;21;22;10;12;3;9;1;13;24;18;6;14;19;20;17;7;26;23;16;8;4;11;25;15;2;4;5889899
5;5889899;5;21;22;10;12;3;9;1;13;24;18;6;14;19;20;17;7;26;23;16;8;4;11;25;15;2
24;21;22;10;12;3;9;1;13;5;18;6;14;19;20;17;7;26;23;16;8;4;11;25;15;2;5;5740119
5;5740119;24;21;22;10;12;3;9;1;13;5;18;6;14;19;20;17;7;26;23;16;8;4;11;25;15;2
24;21;22;10;12;3;9;1;13;5;16;6;14;19;20;17;7;26;23;18;8;4;11;25;15;2;5;5770519
5;5770519;24;21;22;10;12;3;9;1;13;5;16;6;14;19;20;17;7;26;23;18;8;4;11;25;15;2
24;21;22;10;12;3;20;1;13;5;16;6;14;19;9;17;7;26;23;18;8;4;11;25;15;2;5;5730196
5;5730196;24;21;22;10;12;3;20;1;13;5;16;6;14;19;9;17;7;26;23;18;8;4;11;25;15;2
24;21;22;10;12;3;20;1;13;5;16;6;14;19;9;17;7;26;23;18;8;4;11;2;15;25;5;5715881
5;5715881;24;21;22;10;12;3;20;1;13;5;16;6;14;19;9;17;7;26;23;18;8;4;11;2;15;25
23;21;22;10;12;3;20;1;13;5;16;6;14;19;9;17;7;26;24;18;8;4;11;2;15;25;5;5713185
5;5713185;23;21;22;10;12;3;20;1;13;5;16;6;14;19;9;17;7;26;24;18;8;4;11;2;15;25
23;21;22;10;26;3;20;1;13;5;16;6;14;19;9;17;7;12;24;18;8;4;11;2;15;25;5;5715293
5;5715293;23;21;22;10;26;3;20;1;13;5;16;6;14;19;9;17;7;12;24;18;8;4;11;2;15;25
23;21;11;10;26;3;20;1;13;5;16;6;14;19;9;17;7;12;24;18;8;4;22;2;15;25;5;5711533
5;5711533;23;21;11;10;26;3;20;1;13;5;16;6;14;19;9;17;7;12;24;18;8;4;22;2;15;25
23;21;11;10;26;3;20;1;13;5;16;6;14;19;9;17;7;12;18;24;8;4;22;2;15;25;5;5673955
5;5673955;23;21;11;10;26;3;20;1;13;5;16;6;14;19;9;17;7;12;18;24;8;4;22;2;15;25
23;21;11;26;10;3;20;1;13;5;16;6;14;19;9;17;7;12;18;24;8;4;22;2;15;25;5;5674095
5;5674095;23;21;11;26;10;3;20;1;13;5;16;6;14;19;9;17;7;12;18;24;8;4;22;2;15;25
23;21;11;26;10;3;20;1;13;5;16;6;14;19;9;17;7;12;18;24;8;25;22;2;15;4;5;5686061
5;5686061;23;21;11;26;10;3;20;1;13;5;16;6;14;19;9;17;7;12;18;24;8;25;22;2;15;4
23;21;11;26;10;6;20;1;13;5;16;3;14;19;9;17;7;12;18;24;8;25;22;2;15;4;5;5752910
5;5752910;23;21;11;26;10;6;20;1;13;5;16;3;14;19;9;17;7;12;18;24;8;25;22;2;15;4
23;19;11;26;10;6;20;1;13;5;16;3;14;21;9;17;7;12;18;24;8;25;22;2;15;4;5;5781587
5;5781587;23;19;11;26;10;6;20;1;13;5;16;3;14;21;9;17;7;12;18;24;8;25;22;2;15;4
23;19;11;26;10;6;20;4;13;5;16;3;14;21;9;17;7;12;18;24;8;25;22;2;15;1;5;5805462
5;5805462;23;19;11;26;10;6;20;4;13;5;16;3;14;21;9;17;7;12;18;24;8;25;22;2;15;1
23;19;24;26;10;6;20;4;13;5;16;3;14;21;9;17;7;12;18;11;8;25;22;2;15;1;5;5809835
5;5809835;23;19;24;26;10;6;20;4;13;5;16;3;14;21;9;17;7;12;18;11;8;25;22;2;15;1
23;1;24;26;10;6;20;4;13;5;16;3;14;21;9;17;7;12;18;11;8;25;22;2;15;19;5;5842801
5;5842801;23;1;24;26;10;6;20;4;13;5;16;3;14;21;9;17;7;12;18;11;8;25;22;2;15;19
3;1;24;26;10;6;20;4;13;5;16;23;14;21;9;17;7;12;18;11;8;25;22;2;15;19;5;5857265
5;5857265;3;1;24;26;10;6;20;4;13;5;16;23;14;21;9;17;7;12;18;11;8;25;22;2;15;19
3;1;24;26;10;6;20;4;13;5;16;15;14;21;9;17;7;12;18;11;8;25;22;2;23;19;5;5832658
5;5832658;3;1;24;26;10;6;20;4;13;5;16;15;14;21;9;17;7;12;18;11;8;25;22;2;23;19
3;1;24;26;10;6;20;4;13;5;16;15;14;7;9;17;21;12;18;11;8;25;22;2;23;19;5;5823598
5;5823598;3;1;24;26;10;6;20;4;13;5;16;15;14;7;9;17;21;12;18;11;8;25;22;2;23;19
3;1;24;26;10;6;23;4;13;5;16;15;14;7;9;17;21;12;18;11;8;25;22;2;20;19;5;5805301
5;5805301;3;1;24;26;10;6;23;4;13;5;16;15;14;7;9;17;21;12;18;11;8;25;22;2;20;19
3;1;24;26;2;6;23;4;13;5;16;15;14;7;9;17;21;12;18;11;8;25;22;10;20;19;5;5802278
6;5802278;3;1;24;26;2;6;23;4;13;5;16;15;14;7;9;17;21;12;18;11;8;25;22;10;20;19
3;1;24;26;2;6;23;4;13;5;14;15;16;7;9;17;21;12;18;11;8;25;22;10;20;19;6;5802682
6;5802682;3;1;24;26;2;6;23;4;13;5;14;15;16;7;9;17;21;12;18;11;8;25;22;10;20;19
3;1;24;12;2;6;23;4;13;5;14;15;16;7;9;17;21;26;18;11;8;25;22;10;20;19;6;5830869
6;5830869;3;1;24;12;2;6;23;4;13;5;14;15;16;7;9;17;21;26;18;11;8;25;22;10;20;19
3;20;24;12;2;6;23;4;13;5;14;15;16;7;9;17;21;26;18;11;8;25;22;10;1;19;6;5805354
6;5805354;3;20;24;12;2;6;23;4;13;5;14;15;16;7;9;17;21;26;18;11;8;25;22;10;1;19
3;20;24;12;2;6;23;4;13;5;14;15;16;7;9;17;21;26;8;11;18;25;22;10;1;19;6;5779183
6;5779183;3;20;24;12;2;6;23;4;13;5;14;15;16;7;9;17;21;26;8;11;18;25;22;10;1;19
3;20;24;13;2;6;23;4;12;5;14;15;16;7;9;17;21;26;8;11;18;25;22;10;1;19;6;5775983
6;5775983;3;20;24;13;2;6;23;4;12;5;14;15;16;7;9;17;21;26;8;11;18;25;22;10;1;19
24;20;3;13;2;6;23;4;12;5;14;15;16;7;9;17;21;26;8;11;18;25;22;10;1;19;6;5773141
6;5773141;24;20;3;13;2;6;23;4;12;5;14;15;16;7;9;17;21;26;8;11;18;25;22;10;1;19
24;26;3;13;2;6;23;4;12;5;14;15;16;7;9;17;21;20;8;11;18;25;22;10;1;19;6;5752494
6;5752494;24;26;3;13;2;6;23;4;12;5;14;15;16;7;9;17;21;20;8;11;18;25;22;10;1;19
12;26;3;13;2;6;23;4;24;5;14;15;16;7;9;17;21;20;8;11;18;25;22;10;1;19;6;5734998
6;5734998;12;26;3;13;2;6;23;4;24;5;14;15;16;7;9;17;21;20;8;11;18;25;22;10;1;19
12;26;3;13;2;6;23;4;24;5;14;15;16;7;9;8;21;20;17;11;18;25;22;10;1;19;6;5747584
6;5747584;12;26;3;13;2;6;23;4;24;5;14;15;16;7;9;8;21;20;17;11;18;25;22;10;1;19
3;26;12;13;2;6;23;4;24;5;14;15;16;7;9;8;21;20;17;11;18;25;22;10;1;19;6;5747168
6;5747168;3;26;12;13;2;6;23;4;24;5;14;15;16;7;9;8;21;20;17;11;18;25;22;10;1;19
3;26;12;13;9;6;23;4;24;5;14;15;16;7;2;8;21;20;17;11;18;25;22;10;1;19;6;5739399
6;5739399;3;26;12;13;9;6;23;4;24;5;14;15;16;7;2;8;21;20;17;11;18;25;22;10;1;19
4;26;12;13;9;6;23;3;24;5;14;15;16;7;2;8;21;20;17;11;18;25;22;10;1;19;6;5774547
6;5774547;4;26;12;13;9;6;23;3;24;5;14;15;16;7;2;8;21;20;17;11;18;25;22;10;1;19
4;26;12;13;9;6;23;3;24;5;22;15;16;7;2;8;21;20;17;11;18;25;14;10;1;19;6;5883286
6;5883286;4;26;12;13;9;6;23;3;24;5;22;15;16;7;2;8;21;20;17;11;18;25;14;10;1;19
4;26;12;13;9;6;23;3;24;5;22;15;16;7;2;8;21;20;17;18;11;25;14;10;1;19;6;5889562
6;5889562;4;26;12;13;9;6;23;3;24;5;22;15;16;7;2;8;21;20;17;18;11;25;14;10;1;19
4;26;12;13;9;6;23;3;24;25;22;15;16;7;2;8;21;20;17;18;11;5;14;10;1;19;6;6310223
6;6310223;4;26;12;13;9;6;23;3;24;25;22;15;16;7;2;8;21;20;17;18;11;5;14;10;1;19
15;26;12;13;9;6;23;3;24;25;22;4;16;7;2;8;21;20;17;18;11;5;14;10;1;19;6;6307863
6;6307863;15;26;12;13;9;6;23;3;24;25;22;4;16;7;2;8;21;20;17;18;11;5;14;10;1;19
15;24;12;13;9;6;23;3;26;25;22;4;16;7;2;8;21;20;17;18;11;5;14;10;1;19;6;6296852
6;6296852;15;24;12;13;9;6;23;3;26;25;22;4;16;7;2;8;21;20;17;18;11;5;14;10;1;19
15;24;12;13;9;6;23;3;26;25;22;4;16;7;2;8;21;20;17;18;11;1;14;10;5;19;6;6009610
6;6009610;15;24;12;13;9;6;23;3;26;25;22;4;16;7;2;8;21;20;17;18;11;1;14;10;5;19
