"X1";"X5847262";"X6";"X1.1";"X5";"X2";"X13";"X22";"X15";"X23";"X9";"X25";"X14";"X10";"X7";"X19";"X16";"X21";"X18";"X4";"X17";"X12";"X20";"X26";"X11";"X3";"X8";"X24"
25;11;3;21;20;2;19;10;1;9;17;23;13;4;16;12;26;7;14;8;5;6;15;22;24;18;3;5882364
3;5882364;25;11;3;21;20;2;19;10;1;9;17;23;13;4;16;12;26;7;14;8;5;6;15;22;24;18
25;11;3;21;20;5;19;10;1;9;17;23;13;4;16;12;26;7;14;8;2;6;15;22;24;18;3;6003204
3;6003204;25;11;3;21;20;5;19;10;1;9;17;23;13;4;16;12;26;7;14;8;2;6;15;22;24;18
25;11;3;21;20;5;19;10;1;9;14;23;13;4;16;12;26;7;17;8;2;6;15;22;24;18;3;5970948
3;5970948;25;11;3;21;20;5;19;10;1;9;14;23;13;4;16;12;26;7;17;8;2;6;15;22;24;18
25;11;3;21;20;5;1;10;19;9;14;23;13;4;16;12;26;7;17;8;2;6;15;22;24;18;3;5985072
3;5985072;25;11;3;21;20;5;1;10;19;9;14;23;13;4;16;12;26;7;17;8;2;6;15;22;24;18
25;11;21;3;20;5;1;10;19;9;14;23;13;4;16;12;26;7;17;8;2;6;15;22;24;18;3;5998294
3;5998294;25;11;21;3;20;5;1;10;19;9;14;23;13;4;16;12;26;7;17;8;2;6;15;22;24;18
5;11;21;3;20;25;1;10;19;9;14;23;13;4;16;12;26;7;17;8;2;6;15;22;24;18;3;5968603
3;5968603;5;11;21;3;20;25;1;10;19;9;14;23;13;4;16;12;26;7;17;8;2;6;15;22;24;18
5;11;21;3;20;25;1;7;19;9;14;23;13;4;16;12;26;10;17;8;2;6;15;22;24;18;3;5983470
3;5983470;5;11;21;3;20;25;1;7;19;9;14;23;13;4;16;12;26;10;17;8;2;6;15;22;24;18
5;11;21;3;20;25;17;7;19;9;14;23;13;4;16;12;26;10;1;8;2;6;15;22;24;18;3;5941704
3;5941704;5;11;21;3;20;25;17;7;19;9;14;23;13;4;16;12;26;10;1;8;2;6;15;22;24;18
5;11;21;3;20;25;17;7;19;9;14;23;13;4;1;12;26;10;16;8;2;6;15;22;24;18;3;5998650
3;5998650;5;11;21;3;20;25;17;7;19;9;14;23;13;4;1;12;26;10;16;8;2;6;15;22;24;18
5;11;21;3;20;25;17;7;19;4;14;23;13;9;1;12;26;10;16;8;2;6;15;22;24;18;3;5966941
3;5966941;5;11;21;3;20;25;17;7;19;4;14;23;13;9;1;12;26;10;16;8;2;6;15;22;24;18
5;11;21;3;20;25;17;7;19;4;14;23;13;9;1;12;26;10;16;8;2;6;15;18;24;22;3;6143504
4;6143504;5;11;21;3;20;25;17;7;19;4;14;23;13;9;1;12;26;10;16;8;2;6;15;18;24;22
5;11;21;3;20;25;17;7;19;4;14;23;13;9;10;12;26;1;16;8;2;6;15;18;24;22;4;6067352
4;6067352;5;11;21;3;20;25;17;7;19;4;14;23;13;9;10;12;26;1;16;8;2;6;15;18;24;22
5;11;21;3;20;25;17;7;19;4;6;23;13;9;10;12;26;1;16;8;2;14;15;18;24;22;4;6167098
4;6167098;5;11;21;3;20;25;17;7;19;4;6;23;13;9;10;12;26;1;16;8;2;14;15;18;24;22
5;11;21;3;20;25;17;1;19;4;6;23;13;9;10;12;26;7;16;8;2;14;15;18;24;22;4;6186485
4;6186485;5;11;21;3;20;25;17;1;19;4;6;23;13;9;10;12;26;7;16;8;2;14;15;18;24;22
5;11;21;3;18;25;17;1;19;4;6;23;13;9;10;12;26;7;16;8;2;14;15;20;24;22;4;6181658
4;6181658;5;11;21;3;18;25;17;1;19;4;6;23;13;9;10;12;26;7;16;8;2;14;15;20;24;22
5;11;21;3;18;25;17;15;19;4;6;23;13;9;10;12;26;7;16;8;2;14;1;20;24;22;4;6242313
4;6242313;5;11;21;3;18;25;17;15;19;4;6;23;13;9;10;12;26;7;16;8;2;14;1;20;24;22
5;11;21;14;18;25;17;15;19;4;6;23;13;9;10;12;26;7;16;8;2;3;1;20;24;22;4;6202982
4;6202982;5;11;21;14;18;25;17;15;19;4;6;23;13;9;10;12;26;7;16;8;2;3;1;20;24;22
5;11;21;14;18;25;17;15;19;4;6;23;13;9;10;12;20;7;16;8;2;3;1;26;24;22;4;6077873
4;6077873;5;11;21;14;18;25;17;15;19;4;6;23;13;9;10;12;20;7;16;8;2;3;1;26;24;22
5;11;25;14;18;21;17;15;19;4;6;23;13;9;10;12;20;7;16;8;2;3;1;26;24;22;4;6020079
4;6020079;5;11;25;14;18;21;17;15;19;4;6;23;13;9;10;12;20;7;16;8;2;3;1;26;24;22
5;18;25;14;11;21;17;15;19;4;6;23;13;9;10;12;20;7;16;8;2;3;1;26;24;22;4;6015220
4;6015220;5;18;25;14;11;21;17;15;19;4;6;23;13;9;10;12;20;7;16;8;2;3;1;26;24;22
5;19;25;14;11;21;17;15;18;4;6;23;13;9;10;12;20;7;16;8;2;3;1;26;24;22;4;5985050
4;5985050;5;19;25;14;11;21;17;15;18;4;6;23;13;9;10;12;20;7;16;8;2;3;1;26;24;22
5;19;25;14;11;21;17;15;6;4;18;23;13;9;10;12;20;7;16;8;2;3;1;26;24;22;4;6085552
4;6085552;5;19;25;14;11;21;17;15;6;4;18;23;13;9;10;12;20;7;16;8;2;3;1;26;24;22
21;19;25;14;11;5;17;15;6;4;18;23;13;9;10;12;20;7;16;8;2;3;1;26;24;22;4;5948411
4;5948411;21;19;25;14;11;5;17;15;6;4;18;23;13;9;10;12;20;7;16;8;2;3;1;26;24;22
21;19;25;26;11;5;17;15;6;4;18;23;13;9;10;12;20;7;16;8;2;3;1;14;24;22;4;5948531
4;5948531;21;19;25;26;11;5;17;15;6;4;18;23;13;9;10;12;20;7;16;8;2;3;1;14;24;22
21;19;25;26;11;5;17;14;6;4;18;23;13;9;10;12;20;7;16;8;2;3;1;15;24;22;4;5964997
4;5964997;21;19;25;26;11;5;17;14;6;4;18;23;13;9;10;12;20;7;16;8;2;3;1;15;24;22
21;19;25;26;11;5;17;14;6;4;18;23;13;9;10;12;20;7;16;8;2;3;15;1;24;22;4;5964997
4;5964997;21;19;25;26;11;5;17;14;6;4;18;23;13;9;10;12;20;7;16;8;2;3;15;1;24;22
21;19;25;26;5;11;17;14;6;4;18;23;13;9;10;12;20;7;16;8;2;3;15;1;24;22;4;5867028
4;5867028;21;19;25;26;5;11;17;14;6;4;18;23;13;9;10;12;20;7;16;8;2;3;15;1;24;22
21;19;25;26;17;11;5;14;6;4;18;23;13;9;10;12;20;7;16;8;2;3;15;1;24;22;4;5948759
4;5948759;21;19;25;26;17;11;5;14;6;4;18;23;13;9;10;12;20;7;16;8;2;3;15;1;24;22
21;19;25;26;17;11;5;14;6;4;18;23;13;9;10;12;20;7;22;8;2;3;15;1;24;16;4;5942427
4;5942427;21;19;25;26;17;11;5;14;6;4;18;23;13;9;10;12;20;7;22;8;2;3;15;1;24;16
21;19;25;26;17;11;18;14;6;4;5;23;13;9;10;12;20;7;22;8;2;3;15;1;24;16;4;5773930
4;5773930;21;19;25;26;17;11;18;14;6;4;5;23;13;9;10;12;20;7;22;8;2;3;15;1;24;16
12;19;25;26;17;11;18;14;6;4;5;23;13;9;10;21;20;7;22;8;2;3;15;1;24;16;4;5831226
5;5831226;12;19;25;26;17;11;18;14;6;4;5;23;13;9;10;21;20;7;22;8;2;3;15;1;24;16
12;19;25;26;17;8;18;14;6;4;5;23;13;9;10;21;20;7;22;11;2;3;15;1;24;16;5;5755766
5;5755766;12;19;25;26;17;8;18;14;6;4;5;23;13;9;10;21;20;7;22;11;2;3;15;1;24;16
12;19;25;26;17;8;18;14;5;4;6;23;13;9;10;21;20;7;22;11;2;3;15;1;24;16;5;5972436
5;5755766;12;19;25;26;17;8;18;14;6;4;5;23;13;9;10;21;20;7;22;11;2;3;15;1;24;16
12;19;25;26;17;8;18;14;6;15;5;23;13;9;10;21;20;7;22;11;2;3;4;1;24;16;5;5760456
5;5760456;12;19;25;26;17;8;18;14;6;15;5;23;13;9;10;21;20;7;22;11;2;3;4;1;24;16
12;19;25;26;17;8;18;14;24;15;5;23;13;9;10;21;20;7;22;11;2;3;4;1;6;16;5;5773469
5;5773469;12;19;25;26;17;8;18;14;24;15;5;23;13;9;10;21;20;7;22;11;2;3;4;1;6;16
12;25;19;26;17;8;18;14;24;15;5;23;13;9;10;21;20;7;22;11;2;3;4;1;6;16;5;5783795
5;5783795;12;25;19;26;17;8;18;14;24;15;5;23;13;9;10;21;20;7;22;11;2;3;4;1;6;16
12;25;19;26;17;8;18;14;24;21;5;23;13;9;10;15;20;7;22;11;2;3;4;1;6;16;5;5782131
5;5782131;12;25;19;26;17;8;18;14;24;21;5;23;13;9;10;15;20;7;22;11;2;3;4;1;6;16
12;25;19;26;18;8;17;14;24;21;5;23;13;9;10;15;20;7;22;11;2;3;4;1;6;16;5;5845001
5;5845001;12;25;19;26;18;8;17;14;24;21;5;23;13;9;10;15;20;7;22;11;2;3;4;1;6;16
12;25;19;26;18;8;17;14;24;21;5;23;13;11;10;15;20;7;22;9;2;3;4;1;6;16;5;5985938
5;5985938;12;25;19;26;18;8;17;14;24;21;5;23;13;11;10;15;20;7;22;9;2;3;4;1;6;16
12;25;19;26;18;3;17;14;24;21;5;23;13;11;10;15;20;7;22;9;2;8;4;1;6;16;5;5954703
5;5954703;12;25;19;26;18;3;17;14;24;21;5;23;13;11;10;15;20;7;22;9;2;8;4;1;6;16
12;9;19;26;18;3;17;14;24;21;5;23;13;11;10;15;20;7;22;25;2;8;4;1;6;16;5;5866543
5;5866543;12;9;19;26;18;3;17;14;24;21;5;23;13;11;10;15;20;7;22;25;2;8;4;1;6;16
12;9;19;26;18;3;17;14;24;21;5;23;13;11;10;15;20;7;22;25;2;8;6;1;4;16;5;5856754
5;5856754;12;9;19;26;18;3;17;14;24;21;5;23;13;11;10;15;20;7;22;25;2;8;6;1;4;16
12;9;19;26;18;3;1;14;24;21;5;23;13;11;10;15;20;7;22;25;2;8;6;17;4;16;5;5809543
5;5809543;12;9;19;26;18;3;1;14;24;21;5;23;13;11;10;15;20;7;22;25;2;8;6;17;4;16
12;18;19;26;9;3;1;14;24;21;5;23;13;11;10;15;20;7;22;25;2;8;6;17;4;16;5;5808985
5;5808985;12;18;19;26;9;3;1;14;24;21;5;23;13;11;10;15;20;7;22;25;2;8;6;17;4;16
12;18;19;26;9;3;1;14;24;7;5;23;13;11;10;15;20;21;22;25;2;8;6;17;4;16;5;5790418
5;5790418;12;18;19;26;9;3;1;14;24;7;5;23;13;11;10;15;20;21;22;25;2;8;6;17;4;16
12;18;19;26;9;3;1;14;24;7;5;2;13;11;10;15;20;21;22;25;23;8;6;17;4;16;5;5782416
5;5782416;12;18;19;26;9;3;1;14;24;7;5;2;13;11;10;15;20;21;22;25;23;8;6;17;4;16
6;18;19;26;9;3;1;14;24;7;5;2;13;11;10;15;20;21;22;25;23;8;12;17;4;16;5;5800314
5;5800314;6;18;19;26;9;3;1;14;24;7;5;2;13;11;10;15;20;21;22;25;23;8;12;17;4;16
6;18;19;26;10;3;1;14;24;7;5;2;13;11;9;15;20;21;22;25;23;8;12;17;4;16;5;5784104
5;5784104;6;18;19;26;10;3;1;14;24;7;5;2;13;11;9;15;20;21;22;25;23;8;12;17;4;16
6;18;19;26;10;3;1;14;24;7;5;2;13;11;22;15;20;21;9;25;23;8;12;17;4;16;5;5722139
5;5722139;6;18;19;26;10;3;1;14;24;7;5;2;13;11;22;15;20;21;9;25;23;8;12;17;4;16
6;18;19;26;10;3;23;14;24;7;5;2;13;11;22;15;20;21;9;25;1;8;12;17;4;16;5;5767202
5;5767202;6;18;19;26;10;3;23;14;24;7;5;2;13;11;22;15;20;21;9;25;1;8;12;17;4;16
6;18;19;26;10;3;23;14;24;2;5;7;13;11;22;15;20;21;9;25;1;8;12;17;4;16;5;5751909
6;5751909;6;18;19;26;10;3;23;14;24;2;5;7;13;11;22;15;20;21;9;25;1;8;12;17;4;16
6;18;19;26;10;3;2;14;24;23;5;7;13;11;22;15;20;21;9;25;1;8;12;17;4;16;6;5752466
6;5752466;6;18;19;26;10;3;2;14;24;23;5;7;13;11;22;15;20;21;9;25;1;8;12;17;4;16
6;18;19;26;10;17;2;14;24;23;5;7;13;11;22;15;20;21;9;25;1;8;12;3;4;16;6;5831806
6;5831806;6;18;19;26;10;17;2;14;24;23;5;7;13;11;22;15;20;21;9;25;1;8;12;3;4;16
6;18;19;26;10;17;2;14;24;23;5;7;13;11;22;3;20;21;9;25;1;8;12;15;4;16;6;5782333
6;5782333;6;18;19;26;10;17;2;14;24;23;5;7;13;11;22;3;20;21;9;25;1;8;12;15;4;16
6;18;19;26;10;17;2;16;24;23;5;7;13;11;22;3;20;21;9;25;1;8;12;15;4;14;6;5804469
6;5804469;6;18;19;26;10;17;2;16;24;23;5;7;13;11;22;3;20;21;9;25;1;8;12;15;4;14
6;18;19;26;20;17;2;16;24;23;5;7;13;11;22;3;10;21;9;25;1;8;12;15;4;14;6;5891168
6;5891168;6;18;19;26;20;17;2;16;24;23;5;7;13;11;22;3;10;21;9;25;1;8;12;15;4;14
6;18;19;26;20;17;2;16;24;23;5;7;13;8;22;3;10;21;9;25;1;11;12;15;4;14;6;5879821
6;5879821;6;18;19;26;20;17;2;16;24;23;5;7;13;8;22;3;10;21;9;25;1;11;12;15;4;14
6;18;19;26;20;11;2;16;24;23;5;7;13;8;22;3;10;21;9;25;1;17;12;15;4;14;6;5858563
6;5858563;6;18;19;26;20;11;2;16;24;23;5;7;13;8;22;3;10;21;9;25;1;17;12;15;4;14
3;18;19;26;20;11;2;16;24;23;5;7;13;8;22;6;10;21;9;25;1;17;12;15;4;14;6;5845664
6;5845664;3;18;19;26;20;11;2;16;24;23;5;7;13;8;22;6;10;21;9;25;1;17;12;15;4;14
3;18;19;26;20;11;2;16;23;24;5;7;13;8;22;6;10;21;9;25;1;17;12;15;4;14;6;5854964
6;5854964;3;18;19;26;20;11;2;16;23;24;5;7;13;8;22;6;10;21;9;25;1;17;12;15;4;14
3;18;19;26;20;11;2;16;23;24;5;7;13;8;22;6;10;21;9;14;1;17;12;15;4;25;6;5941331
6;5941331;3;18;19;26;20;11;2;16;23;24;5;7;13;8;22;6;10;21;9;14;1;17;12;15;4;25
3;18;19;26;9;11;2;16;23;24;5;7;13;8;22;6;10;21;20;14;1;17;12;15;4;25;6;6011932
6;6011932;3;18;19;26;9;11;2;16;23;24;5;7;13;8;22;6;10;21;20;14;1;17;12;15;4;25
3;18;19;26;9;11;2;14;23;24;5;7;13;8;22;6;10;21;20;16;1;17;12;15;4;25;6;5866573
6;5866573;3;18;19;26;9;11;2;14;23;24;5;7;13;8;22;6;10;21;20;16;1;17;12;15;4;25
3;18;19;26;9;11;2;14;23;24;5;7;13;8;22;6;21;10;20;16;1;17;12;15;4;25;6;5870672
6;5870672;3;18;19;26;9;11;2;14;23;24;5;7;13;8;22;6;21;10;20;16;1;17;12;15;4;25
3;4;19;26;9;11;2;14;23;24;5;7;13;8;22;6;21;10;20;16;1;17;12;15;18;25;6;5778048
6;5778048;3;4;19;26;9;11;2;14;23;24;5;7;13;8;22;6;21;10;20;16;1;17;12;15;18;25
12;4;19;26;9;11;2;14;23;24;5;7;13;8;22;6;21;10;20;16;1;17;3;15;18;25;6;5830710
6;5830710;12;4;19;26;9;11;2;14;23;24;5;7;13;8;22;6;21;10;20;16;1;17;3;15;18;25
12;4;19;26;9;11;2;14;23;24;22;7;13;8;5;6;21;10;20;16;1;17;3;15;18;25;6;5979454
6;5979454;12;4;19;26;9;11;2;14;23;24;22;7;13;8;5;6;21;10;20;16;1;17;3;15;18;25
12;4;19;26;9;23;2;14;11;24;22;7;13;8;5;6;21;10;20;16;1;17;3;15;18;25;6;5978767
6;5978767;12;4;19;26;9;23;2;14;11;24;22;7;13;8;5;6;21;10;20;16;1;17;3;15;18;25
12;4;19;26;9;23;2;15;11;24;22;7;13;8;5;6;21;10;20;16;1;17;3;14;18;25;6;6185488
6;6185488;12;4;19;26;9;23;2;15;11;24;22;7;13;8;5;6;21;10;20;16;1;17;3;14;18;25
