"X1";"X5959322";"X18";"X7";"X6";"X15";"X12";"X4";"X16";"X23";"X1.1";"X19";"X20";"X10";"X25";"X13";"X22";"X17";"X24";"X11";"X5";"X3";"X8";"X26";"X21";"X2";"X9";"X14"
13;7;24;15;25;12;16;2;23;22;6;10;1;4;17;20;14;11;5;3;19;26;9;18;21;8;1;5755625
1;5755625;13;7;24;15;25;12;16;2;23;22;6;10;1;4;17;20;14;11;5;3;19;26;9;18;21;8
13;7;24;15;25;12;16;2;23;22;6;10;1;4;17;8;14;11;5;3;19;26;9;18;21;20;1;5768301
1;5768301;13;7;24;15;25;12;16;2;23;22;6;10;1;4;17;8;14;11;5;3;19;26;9;18;21;20
13;12;24;15;25;7;16;2;23;22;6;10;1;4;17;8;14;11;5;3;19;26;9;18;21;20;1;5777840
1;5777840;13;12;24;15;25;7;16;2;23;22;6;10;1;4;17;8;14;11;5;3;19;26;9;18;21;20
13;12;24;15;25;7;16;2;21;22;6;10;1;4;17;8;14;11;5;3;19;26;9;18;23;20;1;5739269
1;5739269;13;12;24;15;25;7;16;2;21;22;6;10;1;4;17;8;14;11;5;3;19;26;9;18;23;20
13;12;24;15;25;7;16;2;21;22;6;10;1;14;17;8;4;11;5;3;19;26;9;18;23;20;1;5741990
1;5741990;13;12;24;15;25;7;16;2;21;22;6;10;1;14;17;8;4;11;5;3;19;26;9;18;23;20
13;12;24;15;25;7;16;2;21;22;6;10;1;14;17;5;4;11;8;3;19;26;9;18;23;20;1;5891878
2;5891878;13;12;24;15;25;7;16;2;21;22;6;10;1;14;17;5;4;11;8;3;19;26;9;18;23;20
13;12;24;15;25;7;16;2;21;14;6;10;1;22;17;5;4;11;8;3;19;26;9;18;23;20;2;5953973
2;5953973;13;12;24;15;25;7;16;2;21;14;6;10;1;22;17;5;4;11;8;3;19;26;9;18;23;20
13;12;24;15;25;7;16;2;21;14;6;10;1;17;22;5;4;11;8;3;19;26;9;18;23;20;2;5955234
2;5955234;13;12;24;15;25;7;16;2;21;14;6;10;1;17;22;5;4;11;8;3;19;26;9;18;23;20
13;12;24;15;25;7;16;10;21;14;6;2;1;17;22;5;4;11;8;3;19;26;9;18;23;20;2;5944396
2;5944396;13;12;24;15;25;7;16;10;21;14;6;2;1;17;22;5;4;11;8;3;19;26;9;18;23;20
13;12;24;15;25;7;16;10;21;14;6;4;1;17;22;5;2;11;8;3;19;26;9;18;23;20;2;5944325
2;5944325;13;12;24;15;25;7;16;10;21;14;6;4;1;17;22;5;2;11;8;3;19;26;9;18;23;20
10;12;24;15;25;7;16;13;21;14;6;4;1;17;22;5;2;11;8;3;19;26;9;18;23;20;2;5937535
2;5937535;10;12;24;15;25;7;16;13;21;14;6;4;1;17;22;5;2;11;8;3;19;26;9;18;23;20
10;12;24;15;25;7;4;13;21;14;6;16;1;17;22;5;2;11;8;3;19;26;9;18;23;20;2;5999199
2;5999199;10;12;24;15;25;7;4;13;21;14;6;16;1;17;22;5;2;11;8;3;19;26;9;18;23;20
12;10;24;15;25;7;4;13;21;14;6;16;1;17;22;5;2;11;8;3;19;26;9;18;23;20;2;5996818
2;5996818;12;10;24;15;25;7;4;13;21;14;6;16;1;17;22;5;2;11;8;3;19;26;9;18;23;20
12;10;24;15;25;13;4;7;21;14;6;16;1;17;22;5;2;11;8;3;19;26;9;18;23;20;2;5987824
2;5987824;12;10;24;15;25;13;4;7;21;14;6;16;1;17;22;5;2;11;8;3;19;26;9;18;23;20
6;10;24;15;25;13;4;7;21;14;12;16;1;17;22;5;2;11;8;3;19;26;9;18;23;20;2;5971355
2;5971355;6;10;24;15;25;13;4;7;21;14;12;16;1;17;22;5;2;11;8;3;19;26;9;18;23;20
9;10;24;15;25;13;4;7;21;14;12;16;1;17;22;5;2;11;8;3;19;26;6;18;23;20;2;5977840
2;5977840;9;10;24;15;25;13;4;7;21;14;12;16;1;17;22;5;2;11;8;3;19;26;6;18;23;20
9;10;24;15;25;13;4;7;12;14;21;16;1;17;22;5;2;11;8;3;19;26;6;18;23;20;2;5969076
2;5969076;9;10;24;15;25;13;4;7;12;14;21;16;1;17;22;5;2;11;8;3;19;26;6;18;23;20
9;10;24;15;25;13;4;7;17;14;21;16;1;12;22;5;2;11;8;3;19;26;6;18;23;20;2;5957337
2;5957337;9;10;24;15;25;13;4;7;17;14;21;16;1;12;22;5;2;11;8;3;19;26;6;18;23;20
9;10;24;15;25;13;4;7;14;17;21;16;1;12;22;5;2;11;8;3;19;26;6;18;23;20;2;5958717
2;5958717;9;10;24;15;25;13;4;7;14;17;21;16;1;12;22;5;2;11;8;3;19;26;6;18;23;20
9;5;24;15;25;13;4;7;14;17;21;16;1;12;22;10;2;11;8;3;19;26;6;18;23;20;2;5965645
2;5965645;9;5;24;15;25;13;4;7;14;17;21;16;1;12;22;10;2;11;8;3;19;26;6;18;23;20
9;3;24;15;25;13;4;7;14;17;21;16;1;12;22;10;2;11;8;5;19;26;6;18;23;20;2;6036505
2;6036505;9;3;24;15;25;13;4;7;14;17;21;16;1;12;22;10;2;11;8;5;19;26;6;18;23;20
9;3;24;15;25;13;4;10;14;17;21;16;1;12;22;7;2;11;8;5;19;26;6;18;23;20;2;6036028
2;6036028;9;3;24;15;25;13;4;10;14;17;21;16;1;12;22;7;2;11;8;5;19;26;6;18;23;20
9;3;24;15;25;13;4;10;14;17;21;16;1;12;22;19;2;11;8;5;7;26;6;18;23;20;2;5984857
2;5984857;9;3;24;15;25;13;4;10;14;17;21;16;1;12;22;19;2;11;8;5;7;26;6;18;23;20
9;3;24;15;22;13;4;10;14;17;21;16;1;12;25;19;2;11;8;5;7;26;6;18;23;20;2;5985105
2;5985105;9;3;24;15;22;13;4;10;14;17;21;16;1;12;25;19;2;11;8;5;7;26;6;18;23;20
9;3;24;15;22;13;4;10;14;16;21;17;1;12;25;19;2;11;8;5;7;26;6;18;23;20;2;5977139
2;5977139;9;3;24;15;22;13;4;10;14;16;21;17;1;12;25;19;2;11;8;5;7;26;6;18;23;20
21;3;24;15;22;13;4;10;14;16;9;17;1;12;25;19;2;11;8;5;7;26;6;18;23;20;2;5918946
3;5918946;21;3;24;15;22;13;4;10;14;16;9;17;1;12;25;19;2;11;8;5;7;26;6;18;23;20
21;3;24;15;22;13;4;10;14;16;9;17;1;12;25;20;2;11;8;5;7;26;6;18;23;19;3;5906400
3;5906400;21;3;24;15;22;13;4;10;14;16;9;17;1;12;25;20;2;11;8;5;7;26;6;18;23;19
21;3;24;15;22;7;4;10;14;16;9;17;1;12;25;20;2;11;8;5;13;26;6;18;23;19;3;5896440
3;5896440;21;3;24;15;22;7;4;10;14;16;9;17;1;12;25;20;2;11;8;5;13;26;6;18;23;19
21;3;24;15;22;7;4;10;14;16;9;17;1;12;25;20;8;11;2;5;13;26;6;18;23;19;3;5896241
3;5896241;21;3;24;15;22;7;4;10;14;16;9;17;1;12;25;20;8;11;2;5;13;26;6;18;23;19
21;3;24;15;22;7;4;25;14;16;9;17;1;12;10;20;8;11;2;5;13;26;6;18;23;19;3;5898683
3;5898683;21;3;24;15;22;7;4;25;14;16;9;17;1;12;10;20;8;11;2;5;13;26;6;18;23;19
21;3;24;15;22;20;4;25;14;16;9;17;1;12;10;7;8;11;2;5;13;26;6;18;23;19;3;5927868
3;5927868;21;3;24;15;22;20;4;25;14;16;9;17;1;12;10;7;8;11;2;5;13;26;6;18;23;19
21;3;24;15;22;20;4;25;14;16;9;17;1;12;10;7;8;13;2;5;11;26;6;18;23;19;3;5912144
3;5912144;21;3;24;15;22;20;4;25;14;16;9;17;1;12;10;7;8;13;2;5;11;26;6;18;23;19
14;3;24;15;22;20;4;25;21;16;9;17;1;12;10;7;8;13;2;5;11;26;6;18;23;19;3;6088381
3;5912144;21;3;24;15;22;20;4;25;14;16;9;17;1;12;10;7;8;13;2;5;11;26;6;18;23;19
21;3;24;15;22;20;4;1;14;16;9;17;25;12;10;7;8;13;2;5;11;26;6;18;23;19;3;5962462
3;5962462;21;3;24;15;22;20;4;1;14;16;9;17;25;12;10;7;8;13;2;5;11;26;6;18;23;19
21;3;24;15;22;20;4;1;14;16;9;13;25;12;10;7;8;17;2;5;11;26;6;18;23;19;3;5961037
3;5961037;21;3;24;15;22;20;4;1;14;16;9;13;25;12;10;7;8;17;2;5;11;26;6;18;23;19
25;3;24;15;22;20;4;1;14;16;9;13;21;12;10;7;8;17;2;5;11;26;6;18;23;19;3;5938372
3;5938372;25;3;24;15;22;20;4;1;14;16;9;13;21;12;10;7;8;17;2;5;11;26;6;18;23;19
25;3;24;15;22;20;4;1;14;16;9;13;21;12;10;7;8;17;26;5;11;2;6;18;23;19;3;5963358
3;5963358;25;3;24;15;22;20;4;1;14;16;9;13;21;12;10;7;8;17;26;5;11;2;6;18;23;19
25;19;24;15;22;20;4;1;14;16;9;13;21;12;10;7;8;17;26;5;11;2;6;18;23;3;3;5968876
3;5968876;25;19;24;15;22;20;4;1;14;16;9;13;21;12;10;7;8;17;26;5;11;2;6;18;23;3
25;19;12;15;22;20;4;1;14;16;9;13;21;24;10;7;8;17;26;5;11;2;6;18;23;3;3;5991468
3;5991468;25;19;12;15;22;20;4;1;14;16;9;13;21;24;10;7;8;17;26;5;11;2;6;18;23;3
25;19;12;15;22;20;26;1;14;16;9;13;21;24;10;7;8;17;4;5;11;2;6;18;23;3;3;6003627
3;6003627;25;19;12;15;22;20;26;1;14;16;9;13;21;24;10;7;8;17;4;5;11;2;6;18;23;3
25;19;12;15;22;20;26;1;14;16;9;13;21;24;10;7;8;17;4;5;11;2;3;18;23;6;3;6008971
3;6008971;25;19;12;15;22;20;26;1;14;16;9;13;21;24;10;7;8;17;4;5;11;2;3;18;23;6
25;19;12;15;9;20;26;1;14;16;22;13;21;24;10;7;8;17;4;5;11;2;3;18;23;6;3;6070491
3;6070491;25;19;12;15;9;20;26;1;14;16;22;13;21;24;10;7;8;17;4;5;11;2;3;18;23;6
25;19;12;15;9;3;26;1;14;16;22;13;21;24;10;7;8;17;4;5;11;2;20;18;23;6;3;6192093
3;6192093;25;19;12;15;9;3;26;1;14;16;22;13;21;24;10;7;8;17;4;5;11;2;20;18;23;6
25;19;12;15;9;18;26;1;14;16;22;13;21;24;10;7;8;17;4;5;11;2;20;3;23;6;3;6041995
3;6041995;25;19;12;15;9;18;26;1;14;16;22;13;21;24;10;7;8;17;4;5;11;2;20;3;23;6
25;19;12;7;9;18;26;1;14;16;22;13;21;24;10;15;8;17;4;5;11;2;20;3;23;6;3;6074907
3;6074907;25;19;12;7;9;18;26;1;14;16;22;13;21;24;10;15;8;17;4;5;11;2;20;3;23;6
21;19;12;7;9;18;26;1;14;16;22;13;25;24;10;15;8;17;4;5;11;2;20;3;23;6;3;6094549
4;6094549;21;19;12;7;9;18;26;1;14;16;22;13;25;24;10;15;8;17;4;5;11;2;20;3;23;6
21;19;12;7;9;18;26;1;14;16;22;13;25;24;6;15;8;17;4;5;11;2;20;3;23;10;4;6097577
4;6097577;21;19;12;7;9;18;26;1;14;16;22;13;25;24;6;15;8;17;4;5;11;2;20;3;23;10
21;19;12;7;9;18;26;1;14;16;22;13;6;24;25;15;8;17;4;5;11;2;20;3;23;10;4;6088966
4;6088966;21;19;12;7;9;18;26;1;14;16;22;13;6;24;25;15;8;17;4;5;11;2;20;3;23;10
21;2;12;7;9;18;26;1;14;16;22;13;6;24;25;15;8;17;4;5;11;19;20;3;23;10;4;6110225
4;6110225;21;2;12;7;9;18;26;1;14;16;22;13;6;24;25;15;8;17;4;5;11;19;20;3;23;10
21;2;12;7;20;18;26;1;14;16;22;13;6;24;25;15;8;17;4;5;11;19;9;3;23;10;4;6110277
4;6110277;21;2;12;7;20;18;26;1;14;16;22;13;6;24;25;15;8;17;4;5;11;19;9;3;23;10
21;2;12;7;19;18;26;1;14;16;22;13;6;24;25;15;8;17;4;5;11;20;9;3;23;10;4;6131596
4;6131596;21;2;12;7;19;18;26;1;14;16;22;13;6;24;25;15;8;17;4;5;11;20;9;3;23;10
21;2;25;7;19;18;26;1;14;16;22;13;6;24;12;15;8;17;4;5;11;20;9;3;23;10;4;6124786
4;6124786;21;2;25;7;19;18;26;1;14;16;22;13;6;24;12;15;8;17;4;5;11;20;9;3;23;10
21;2;25;7;19;18;26;1;14;10;22;13;6;24;12;15;8;17;4;5;11;20;9;3;23;16;4;6134222
4;6134222;21;2;25;7;19;18;26;1;14;10;22;13;6;24;12;15;8;17;4;5;11;20;9;3;23;16
21;2;25;7;19;18;26;1;14;10;22;13;6;24;12;15;8;17;5;4;11;20;9;3;23;16;4;5950293
4;5950293;21;2;25;7;19;18;26;1;14;10;22;13;6;24;12;15;8;17;5;4;11;20;9;3;23;16
6;2;25;7;19;18;26;1;14;10;22;13;21;24;12;15;8;17;5;4;11;20;9;3;23;16;4;5941753
4;5941753;6;2;25;7;19;18;26;1;14;10;22;13;21;24;12;15;8;17;5;4;11;20;9;3;23;16
6;2;25;10;19;18;26;1;14;7;22;13;21;24;12;15;8;17;5;4;11;20;9;3;23;16;4;5938567
4;5938567;6;2;25;10;19;18;26;1;14;7;22;13;21;24;12;15;8;17;5;4;11;20;9;3;23;16
6;2;25;10;19;23;26;1;14;7;22;13;21;24;12;15;8;17;5;4;11;20;9;3;18;16;4;5972133
4;5972133;6;2;25;10;19;23;26;1;14;7;22;13;21;24;12;15;8;17;5;4;11;20;9;3;18;16
6;2;25;10;19;23;26;1;14;7;21;13;22;24;12;15;8;17;5;4;11;20;9;3;18;16;4;5972590
4;5972590;6;2;25;10;19;23;26;1;14;7;21;13;22;24;12;15;8;17;5;4;11;20;9;3;18;16
6;2;25;10;19;18;26;1;14;7;21;13;22;24;12;15;8;17;5;4;11;20;9;3;23;16;4;5939024
4;5939024;6;2;25;10;19;18;26;1;14;7;21;13;22;24;12;15;8;17;5;4;11;20;9;3;23;16
6;2;17;10;19;18;26;1;14;7;21;13;22;24;12;15;8;25;5;4;11;20;9;3;23;16;4;5938298
4;5938298;6;2;17;10;19;18;26;1;14;7;21;13;22;24;12;15;8;25;5;4;11;20;9;3;23;16
6;2;7;10;19;18;26;1;14;17;21;13;22;24;12;15;8;25;5;4;11;20;9;3;23;16;4;5929817
4;5929817;6;2;7;10;19;18;26;1;14;17;21;13;22;24;12;15;8;25;5;4;11;20;9;3;23;16
6;2;7;10;19;18;26;1;8;17;21;13;22;24;12;15;14;25;5;4;11;20;9;3;23;16;4;5862233
4;5862233;6;2;7;10;19;18;26;1;8;17;21;13;22;24;12;15;14;25;5;4;11;20;9;3;23;16
6;2;7;4;19;18;26;1;8;17;21;13;22;24;12;15;14;25;5;10;11;20;9;3;23;16;4;5875655
4;5875655;6;2;7;4;19;18;26;1;8;17;21;13;22;24;12;15;14;25;5;10;11;20;9;3;23;16
6;9;7;4;19;18;26;1;8;17;21;13;22;24;12;15;14;25;5;10;11;20;2;3;23;16;4;5821301
4;5821301;6;9;7;4;19;18;26;1;8;17;21;13;22;24;12;15;14;25;5;10;11;20;2;3;23;16
6;8;7;4;19;18;26;1;9;17;21;13;22;24;12;15;14;25;5;10;11;20;2;3;23;16;4;5794234
4;5794234;6;8;7;4;19;18;26;1;9;17;21;13;22;24;12;15;14;25;5;10;11;20;2;3;23;16
24;8;7;4;19;18;26;1;9;17;21;13;22;6;12;15;14;25;5;10;11;20;2;3;23;16;4;5786962
5;5786962;24;8;7;4;19;18;26;1;9;17;21;13;22;6;12;15;14;25;5;10;11;20;2;3;23;16
24;8;7;4;22;18;26;1;9;17;21;13;19;6;12;15;14;25;5;10;11;20;2;3;23;16;5;5759304
5;5759304;24;8;7;4;22;18;26;1;9;17;21;13;19;6;12;15;14;25;5;10;11;20;2;3;23;16
24;8;7;4;22;6;26;1;9;17;21;13;19;18;12;15;14;25;5;10;11;20;2;3;23;16;5;5682666
5;5682666;24;8;7;4;22;6;26;1;9;17;21;13;19;18;12;15;14;25;5;10;11;20;2;3;23;16
24;4;7;8;22;6;26;1;9;17;21;13;19;18;12;15;14;25;5;10;11;20;2;3;23;16;5;5750826
5;5750826;24;4;7;8;22;6;26;1;9;17;21;13;19;18;12;15;14;25;5;10;11;20;2;3;23;16
24;4;3;8;22;6;26;1;9;17;21;13;19;18;12;15;14;25;5;10;11;20;2;7;23;16;5;5681579
5;5681579;24;4;3;8;22;6;26;1;9;17;21;13;19;18;12;15;14;25;5;10;11;20;2;7;23;16
24;4;3;8;22;6;26;1;9;17;21;13;19;18;11;15;14;25;5;10;12;20;2;7;23;16;5;5687463
5;5687463;24;4;3;8;22;6;26;1;9;17;21;13;19;18;11;15;14;25;5;10;12;20;2;7;23;16
24;4;16;8;22;6;26;1;9;17;21;13;19;18;11;15;14;25;5;10;12;20;2;7;23;3;5;5658342
5;5658342;24;4;16;8;22;6;26;1;9;17;21;13;19;18;11;15;14;25;5;10;12;20;2;7;23;3
24;4;16;8;22;6;26;1;9;17;21;13;19;18;11;15;14;25;5;10;12;20;7;2;23;3;5;5658342
5;5658342;24;4;16;8;22;6;26;1;9;17;21;13;19;18;11;15;14;25;5;10;12;20;7;2;23;3
24;4;16;8;22;6;26;1;9;17;21;15;19;18;11;13;14;25;5;10;12;20;7;2;23;3;5;5673725
5;5673725;24;4;16;8;22;6;26;1;9;17;21;15;19;18;11;13;14;25;5;10;12;20;7;2;23;3
24;4;16;8;22;6;26;1;9;17;21;15;19;18;25;13;14;11;5;10;12;20;7;2;23;3;5;5665773
5;5665773;24;4;16;8;22;6;26;1;9;17;21;15;19;18;25;13;14;11;5;10;12;20;7;2;23;3
24;4;16;14;22;6;26;1;9;17;21;15;19;18;25;13;8;11;5;10;12;20;7;2;23;3;5;5773843
5;5773843;24;4;16;14;22;6;26;1;9;17;21;15;19;18;25;13;8;11;5;10;12;20;7;2;23;3
24;4;16;14;22;6;23;1;9;17;21;15;19;18;25;13;8;11;5;10;12;20;7;2;26;3;5;5773855
5;5773855;24;4;16;14;22;6;23;1;9;17;21;15;19;18;25;13;8;11;5;10;12;20;7;2;26;3
24;4;16;14;22;6;23;1;9;17;21;12;19;18;25;13;8;11;5;10;15;20;7;2;26;3;5;5794277
5;5794277;24;4;16;14;22;6;23;1;9;17;21;12;19;18;25;13;8;11;5;10;15;20;7;2;26;3
24;4;16;14;22;6;23;1;9;17;21;12;19;18;25;13;8;11;5;10;15;20;7;26;2;3;5;5804987
5;5804987;24;4;16;14;22;6;23;1;9;17;21;12;19;18;25;13;8;11;5;10;15;20;7;26;2;3
24;4;16;14;22;6;9;1;23;17;21;12;19;18;25;13;8;11;5;10;15;20;7;26;2;3;5;5796789
5;5796789;24;4;16;14;22;6;9;1;23;17;21;12;19;18;25;13;8;11;5;10;15;20;7;26;2;3
24;4;16;14;22;6;9;1;8;17;21;12;19;18;25;13;23;11;5;10;15;20;7;26;2;3;5;5815367
5;5815367;24;4;16;14;22;6;9;1;8;17;21;12;19;18;25;13;23;11;5;10;15;20;7;26;2;3
24;4;16;14;22;3;9;1;8;17;21;12;19;18;25;13;23;11;5;10;15;20;7;26;2;6;5;5797286
5;5797286;24;4;16;14;22;3;9;1;8;17;21;12;19;18;25;13;23;11;5;10;15;20;7;26;2;6
24;4;16;14;22;3;9;1;8;17;21;12;19;18;25;10;23;11;5;13;15;20;7;26;2;6;5;5788956
5;5788956;24;4;16;14;22;3;9;1;8;17;21;12;19;18;25;10;23;11;5;13;15;20;7;26;2;6
24;4;16;14;22;3;9;1;6;17;21;12;19;18;25;10;23;11;5;13;15;20;7;26;2;8;5;5837133
5;5837133;24;4;16;14;22;3;9;1;6;17;21;12;19;18;25;10;23;11;5;13;15;20;7;26;2;8
24;4;16;14;22;6;9;1;3;17;21;12;19;18;25;10;23;11;5;13;15;20;7;26;2;8;5;5794383
5;5794383;24;4;16;14;22;6;9;1;3;17;21;12;19;18;25;10;23;11;5;13;15;20;7;26;2;8
21;4;16;14;22;6;9;1;3;17;24;12;19;18;25;10;23;11;5;13;15;20;7;26;2;8;5;5823452
6;5823452;21;4;16;14;22;6;9;1;3;17;24;12;19;18;25;10;23;11;5;13;15;20;7;26;2;8
21;4;16;14;22;6;9;11;3;17;24;12;19;18;25;10;23;1;5;13;15;20;7;26;2;8;6;5810332
6;5810332;21;4;16;14;22;6;9;11;3;17;24;12;19;18;25;10;23;1;5;13;15;20;7;26;2;8
21;4;16;14;2;6;9;11;3;17;24;12;19;18;25;10;23;1;5;13;15;20;7;26;22;8;6;5798308
6;5798308;21;4;16;14;2;6;9;11;3;17;24;12;19;18;25;10;23;1;5;13;15;20;7;26;22;8
21;4;16;1;2;6;9;11;3;17;24;12;19;18;25;10;23;14;5;13;15;20;7;26;22;8;6;5781863
6;5781863;21;4;16;1;2;6;9;11;3;17;24;12;19;18;25;10;23;14;5;13;15;20;7;26;22;8
21;9;16;1;2;6;4;11;3;17;24;12;19;18;25;10;23;14;5;13;15;20;7;26;22;8;6;5802075
6;5802075;21;9;16;1;2;6;4;11;3;17;24;12;19;18;25;10;23;14;5;13;15;20;7;26;22;8
21;9;16;1;2;6;4;11;3;17;24;12;19;18;25;10;23;13;5;14;15;20;7;26;22;8;6;5926076
6;5926076;21;9;16;1;2;6;4;11;3;17;24;12;19;18;25;10;23;13;5;14;15;20;7;26;22;8
21;9;16;1;2;6;4;11;3;10;24;12;19;18;25;17;23;13;5;14;15;20;7;26;22;8;6;5926069
6;5926069;21;9;16;1;2;6;4;11;3;10;24;12;19;18;25;17;23;13;5;14;15;20;7;26;22;8
21;9;16;1;2;6;4;11;3;10;8;12;19;18;25;17;23;13;5;14;15;20;7;26;22;24;6;5886550
6;5886550;21;9;16;1;2;6;4;11;3;10;8;12;19;18;25;17;23;13;5;14;15;20;7;26;22;24
21;14;16;1;2;6;4;11;3;10;8;12;19;18;25;17;23;13;5;9;15;20;7;26;22;24;6;5858966
6;5858966;21;14;16;1;2;6;4;11;3;10;8;12;19;18;25;17;23;13;5;9;15;20;7;26;22;24
21;14;16;1;2;6;4;11;3;10;8;12;19;18;25;17;23;13;5;22;15;20;7;26;9;24;6;5857704
6;5857704;21;14;16;1;2;6;4;11;3;10;8;12;19;18;25;17;23;13;5;22;15;20;7;26;9;24
21;14;16;1;2;6;4;11;3;10;8;12;19;18;25;24;23;13;5;22;15;20;7;26;9;17;6;5857548
6;5857548;21;14;16;1;2;6;4;11;3;10;8;12;19;18;25;24;23;13;5;22;15;20;7;26;9;17
21;20;16;1;2;6;4;11;3;10;8;12;19;18;25;24;23;13;5;22;15;14;7;26;9;17;6;5840493
6;5840493;21;20;16;1;2;6;4;11;3;10;8;12;19;18;25;24;23;13;5;22;15;14;7;26;9;17
21;20;16;1;2;6;4;19;3;10;8;12;11;18;25;24;23;13;5;22;15;14;7;26;9;17;6;5865253
6;5865253;21;20;16;1;2;6;4;19;3;10;8;12;11;18;25;24;23;13;5;22;15;14;7;26;9;17
21;20;16;1;2;6;4;19;3;10;8;7;11;18;25;24;23;13;5;22;15;14;12;26;9;17;6;5874164
6;5874164;21;20;16;1;2;6;4;19;3;10;8;7;11;18;25;24;23;13;5;22;15;14;12;26;9;17
21;20;16;1;2;6;4;19;3;10;8;7;11;18;25;24;23;15;5;22;13;14;12;26;9;17;6;5833467
6;5833467;21;20;16;1;2;6;4;19;3;10;8;7;11;18;25;24;23;15;5;22;13;14;12;26;9;17
21;20;16;1;2;6;24;19;3;10;8;7;11;18;25;4;23;15;5;22;13;14;12;26;9;17;6;5816632
6;5816632;21;20;16;1;2;6;24;19;3;10;8;7;11;18;25;4;23;15;5;22;13;14;12;26;9;17
21;20;16;1;2;6;24;19;3;4;8;7;11;18;25;10;23;15;5;22;13;14;12;26;9;17;6;5816394
6;5816394;21;20;16;1;2;6;24;19;3;4;8;7;11;18;25;10;23;15;5;22;13;14;12;26;9;17
21;20;16;1;2;6;24;19;3;4;11;7;8;18;25;10;23;15;5;22;13;14;12;26;9;17;6;5815768
6;5815768;21;20;16;1;2;6;24;19;3;4;11;7;8;18;25;10;23;15;5;22;13;14;12;26;9;17
21;20;16;1;2;6;24;19;3;4;11;7;13;18;25;10;23;15;5;22;8;14;12;26;9;17;6;5818750
6;5818750;21;20;16;1;2;6;24;19;3;4;11;7;13;18;25;10;23;15;5;22;8;14;12;26;9;17
