"X1";"X54910";"X12";"X2";"X4";"X8";"X10";"X5";"X1.1";"X9";"X3";"X11";"X6";"X7"
3;31024;10;5;9;11;6;3;8;2;1;12;7;4
9;5;10;11;6;3;8;2;1;12;7;4;3;37646
3;37646;9;5;10;11;6;3;8;2;1;12;7;4
9;5;10;11;6;3;8;1;2;12;7;4;3;49366
3;49366;9;5;10;11;6;3;8;1;2;12;7;4
9;5;10;11;6;3;8;12;2;1;7;4;3;47208
3;47208;9;5;10;11;6;3;8;12;2;1;7;4
9;5;10;11;12;3;8;6;2;1;7;4;3;41338
4;41338;9;5;10;11;12;3;8;6;2;1;7;4
9;5;10;11;12;3;8;2;6;1;7;4;4;37982
4;37982;9;5;10;11;12;3;8;2;6;1;7;4
9;5;10;7;12;3;8;2;6;1;11;4;4;32230
4;32230;9;5;10;7;12;3;8;2;6;1;11;4
9;10;5;7;12;3;8;2;6;1;11;4;4;41642
4;41642;9;10;5;7;12;3;8;2;6;1;11;4
4;10;5;7;12;3;8;2;6;1;11;9;4;48002
4;48002;4;10;5;7;12;3;8;2;6;1;11;9
4;10;3;7;12;5;8;2;6;1;11;9;4;39956
4;39956;4;10;3;7;12;5;8;2;6;1;11;9
4;11;3;7;12;5;8;2;6;1;10;9;4;44752
4;44752;4;11;3;7;12;5;8;2;6;1;10;9
4;11;3;7;12;5;1;2;6;8;10;9;4;49602
4;49602;4;11;3;7;12;5;1;2;6;8;10;9
4;11;3;10;12;5;1;2;6;8;7;9;4;52130
4;52130;4;11;3;10;12;5;1;2;6;8;7;9
4;11;2;10;12;5;1;3;6;8;7;9;4;49170
4;49170;4;11;2;10;12;5;1;3;6;8;7;9
4;11;9;10;12;5;1;3;6;8;7;2;4;53834
4;53834;4;11;9;10;12;5;1;3;6;8;7;2
4;8;9;10;12;5;1;3;6;11;7;2;4;50788
4;50788;4;8;9;10;12;5;1;3;6;11;7;2
4;8;9;10;12;5;1;7;6;11;3;2;4;50142
4;50142;4;8;9;10;12;5;1;7;6;11;3;2
4;11;9;10;12;5;1;7;6;8;3;2;4;56068
4;56068;4;11;9;10;12;5;1;7;6;8;3;2
4;11;1;10;12;5;9;7;6;8;3;2;4;55016
4;55016;4;11;1;10;12;5;9;7;6;8;3;2
4;11;1;10;12;5;9;7;8;6;3;2;4;54164
4;54164;4;11;1;10;12;5;9;7;8;6;3;2
5;11;1;10;12;4;9;7;8;6;3;2;4;52348
4;52348;5;11;1;10;12;4;9;7;8;6;3;2
5;11;1;3;12;4;9;7;8;6;10;2;4;48940
4;48940;5;11;1;3;12;4;9;7;8;6;10;2
5;11;1;3;12;4;9;6;8;7;10;2;4;48884
4;48884;5;11;1;3;12;4;9;6;8;7;10;2
5;11;7;3;12;4;9;6;8;1;10;2;4;42120
4;42120;5;11;7;3;12;4;9;6;8;1;10;2
5;11;7;10;12;4;9;6;8;1;3;2;4;45528
5;45528;5;11;7;10;12;4;9;6;8;1;3;2
8;11;7;10;12;4;9;6;5;1;3;2;5;45906
5;45906;8;11;7;10;12;4;9;6;5;1;3;2
8;11;7;10;12;4;6;9;5;1;3;2;5;48470
5;48470;8;11;7;10;12;4;6;9;5;1;3;2
7;11;8;10;12;4;6;9;5;1;3;2;5;50262
5;50262;7;11;8;10;12;4;6;9;5;1;3;2
7;11;8;10;1;4;6;9;5;12;3;2;5;39022
5;39022;7;11;8;10;1;4;6;9;5;12;3;2
7;11;9;10;1;4;6;8;5;12;3;2;5;46202
5;39022;7;11;8;10;1;4;6;9;5;12;3;2
7;11;8;10;1;4;6;9;5;2;3;12;5;39406
5;39406;7;11;8;10;1;4;6;9;5;2;3;12
7;11;8;3;1;4;6;9;5;2;10;12;5;41916
5;41916;7;11;8;3;1;4;6;9;5;2;10;12
11;7;8;3;1;4;6;9;5;2;10;12;5;39682
5;39682;11;7;8;3;1;4;6;9;5;2;10;12
11;7;8;1;3;4;6;9;5;2;10;12;5;40002
5;40002;11;7;8;1;3;4;6;9;5;2;10;12
5;7;8;1;3;4;6;9;11;2;10;12;5;30998
5;30998;5;7;8;1;3;4;6;9;11;2;10;12
5;11;8;1;3;4;6;9;7;2;10;12;5;31404
5;31404;5;11;8;1;3;4;6;9;7;2;10;12
5;11;8;1;3;4;6;7;9;2;10;12;5;34748
5;34748;5;11;8;1;3;4;6;7;9;2;10;12
5;11;8;1;3;4;6;7;9;2;12;10;5;33542
5;33542;5;11;8;1;3;4;6;7;9;2;12;10
5;11;8;10;3;4;6;7;9;2;12;1;5;30972
5;30972;5;11;8;10;3;4;6;7;9;2;12;1
5;11;8;10;3;4;6;7;1;2;12;9;5;34472
5;34472;5;11;8;10;3;4;6;7;1;2;12;9
5;7;8;10;3;4;6;11;1;2;12;9;5;37832
5;37832;5;7;8;10;3;4;6;11;1;2;12;9
5;7;8;10;3;4;6;11;2;1;12;9;5;31348
5;31348;5;7;8;10;3;4;6;11;2;1;12;9
5;7;8;10;3;1;6;11;2;4;12;9;5;25954
5;25954;5;7;8;10;3;1;6;11;2;4;12;9
5;7;8;10;3;1;11;6;2;4;12;9;5;14402
5;14402;5;7;8;10;3;1;11;6;2;4;12;9
5;7;8;4;3;1;11;6;2;10;12;9;5;28006
6;28006;5;7;8;4;3;1;11;6;2;10;12;9
5;7;8;4;3;1;11;2;6;10;12;9;6;26778
6;26778;5;7;8;4;3;1;11;2;6;10;12;9
5;7;1;4;3;8;11;2;6;10;12;9;6;40636
6;26778;5;7;8;4;3;1;11;2;6;10;12;9
5;2;8;4;3;1;11;7;6;10;12;9;6;40654
6;40654;5;2;8;4;3;1;11;7;6;10;12;9
5;4;8;2;3;1;11;7;6;10;12;9;6;39296
6;39296;5;4;8;2;3;1;11;7;6;10;12;9
5;4;7;2;3;1;11;8;6;10;12;9;6;41140
6;41140;5;4;7;2;3;1;11;8;6;10;12;9
11;4;7;2;3;1;5;8;6;10;12;9;6;38286
6;38286;11;4;7;2;3;1;5;8;6;10;12;9
11;2;7;4;3;1;5;8;6;10;12;9;6;41520
6;41520;11;2;7;4;3;1;5;8;6;10;12;9
3;2;7;4;11;1;5;8;6;10;12;9;6;38318
6;38318;3;2;7;4;11;1;5;8;6;10;12;9
3;2;7;4;11;1;10;8;6;5;12;9;6;42782
6;42782;3;2;7;4;11;1;10;8;6;5;12;9
3;2;7;4;11;6;10;8;1;5;12;9;6;50192
6;50192;3;2;7;4;11;6;10;8;1;5;12;9
3;9;7;4;11;6;10;8;1;5;12;2;6;46988
6;46988;3;9;7;4;11;6;10;8;1;5;12;2
3;9;7;4;2;6;10;8;1;5;12;11;6;42332
6;42332;3;9;7;4;2;6;10;8;1;5;12;11
3;9;2;4;7;6;10;8;1;5;12;11;6;42898
6;42898;3;9;2;4;7;6;10;8;1;5;12;11
1;9;2;4;7;6;10;8;3;5;12;11;6;38168
6;38168;1;9;2;4;7;6;10;8;3;5;12;11
1;9;2;4;7;6;10;8;3;12;5;11;6;45848
6;38168;1;9;2;4;7;6;10;8;3;5;12;11
1;9;2;4;7;6;10;8;12;5;3;11;6;38042
6;38042;1;9;2;4;7;6;10;8;12;5;3;11
1;9;2;4;7;8;10;6;12;5;3;11;6;45270
6;45270;1;9;2;4;7;8;10;6;12;5;3;11
1;9;2;4;7;8;6;10;12;5;3;11;6;36334
6;36334;1;9;2;4;7;8;6;10;12;5;3;11
6;9;2;4;7;8;1;10;12;5;3;11;6;35088
6;35088;6;9;2;4;7;8;1;10;12;5;3;11
2;9;6;4;7;8;1;10;12;5;3;11;6;32122
7;32122;2;9;6;4;7;8;1;10;12;5;3;11
2;5;6;4;7;8;1;10;12;9;3;11;7;51114
7;51114;2;5;6;4;7;8;1;10;12;9;3;11
11;5;6;4;7;8;1;10;12;9;3;2;7;38112
7;38112;11;5;6;4;7;8;1;10;12;9;3;2
11;5;3;4;7;8;1;10;12;9;6;2;7;36798
7;36798;11;5;3;4;7;8;1;10;12;9;6;2
11;5;1;4;7;8;3;10;12;9;6;2;7;35230
7;35230;11;5;1;4;7;8;3;10;12;9;6;2
11;2;1;4;7;8;3;10;12;9;6;5;7;60208
7;60208;11;2;1;4;7;8;3;10;12;9;6;5
11;2;6;4;7;8;3;10;12;9;1;5;7;66246
7;66246;11;2;6;4;7;8;3;10;12;9;1;5
11;10;6;4;7;8;3;2;12;9;1;5;7;47570
7;47570;11;10;6;4;7;8;3;2;12;9;1;5
11;10;6;4;8;7;3;2;12;9;1;5;7;43782
7;43782;11;10;6;4;8;7;3;2;12;9;1;5
11;10;4;6;8;7;3;2;12;9;1;5;7;37326
7;37326;11;10;4;6;8;7;3;2;12;9;1;5
11;10;4;6;2;7;3;8;12;9;1;5;7;44718
7;44718;11;10;4;6;2;7;3;8;12;9;1;5
11;10;4;12;2;7;3;8;6;9;1;5;7;44330
7;44330;11;10;4;12;2;7;3;8;6;9;1;5
11;9;4;12;2;7;3;8;6;10;1;5;7;32390
7;32390;11;9;4;12;2;7;3;8;6;10;1;5
11;9;4;8;2;7;3;12;6;10;1;5;7;47900
7;47900;11;9;4;8;2;7;3;12;6;10;1;5
11;4;9;8;2;7;3;12;6;10;1;5;7;55308
7;55308;11;4;9;8;2;7;3;12;6;10;1;5
11;4;9;3;2;7;8;12;6;10;1;5;7;55802
7;55802;11;4;9;3;2;7;8;12;6;10;1;5
8;4;9;3;2;7;11;12;6;10;1;5;7;51068
7;51068;8;4;9;3;2;7;11;12;6;10;1;5
8;4;9;3;2;7;11;6;12;10;1;5;7;46300
7;46300;8;4;9;3;2;7;11;6;12;10;1;5
8;4;7;3;2;9;11;6;12;10;1;5;7;48228
7;48228;8;4;7;3;2;9;11;6;12;10;1;5
8;4;7;3;2;9;5;6;12;10;1;11;7;49572
7;49572;8;4;7;3;2;9;5;6;12;10;1;11
8;4;11;3;2;9;5;6;12;10;1;7;7;40774
8;40774;8;4;11;3;2;9;5;6;12;10;1;7
8;4;11;3;2;10;5;6;12;9;1;7;8;41520
8;41520;8;4;11;3;2;10;5;6;12;9;1;7
8;4;6;3;2;10;5;11;12;9;1;7;8;45580
8;41520;8;4;11;3;2;10;5;6;12;9;1;7
7;4;11;3;2;10;5;6;12;9;1;8;8;39590
8;39590;7;4;11;3;2;10;5;6;12;9;1;8
7;4;11;3;2;5;10;6;12;9;1;8;8;50870
8;50870;7;4;11;3;2;5;10;6;12;9;1;8
3;4;11;7;2;5;10;6;12;9;1;8;8;50028
8;50028;3;4;11;7;2;5;10;6;12;9;1;8
3;4;11;12;2;5;10;6;7;9;1;8;8;45128
8;45128;3;4;11;12;2;5;10;6;7;9;1;8
3;4;11;12;2;5;10;6;1;9;7;8;8;45236
8;45236;3;4;11;12;2;5;10;6;1;9;7;8
3;4;5;12;2;11;10;6;1;9;7;8;8;39170
8;39170;3;4;5;12;2;11;10;6;1;9;7;8
3;4;5;12;2;11;10;6;1;9;8;7;8;39954
8;39954;3;4;5;12;2;11;10;6;1;9;8;7
2;4;5;12;3;11;10;6;1;9;8;7;8;42832
8;42832;2;4;5;12;3;11;10;6;1;9;8;7
2;4;5;6;3;11;10;12;1;9;8;7;8;43268
8;43268;2;4;5;6;3;11;10;12;1;9;8;7
2;4;5;6;3;11;10;12;1;7;8;9;8;44036
8;44036;2;4;5;6;3;11;10;12;1;7;8;9
10;4;5;6;3;11;2;12;1;7;8;9;8;47528
8;47528;10;4;5;6;3;11;2;12;1;7;8;9
10;4;5;6;3;11;7;12;1;2;8;9;8;42916
8;42916;10;4;5;6;3;11;7;12;1;2;8;9
10;4;5;6;3;12;7;11;1;2;8;9;8;51990
8;51990;10;4;5;6;3;12;7;11;1;2;8;9
10;5;4;6;3;12;7;11;1;2;8;9;8;49434
8;49434;10;5;4;6;3;12;7;11;1;2;8;9
10;5;4;6;3;12;7;11;1;9;8;2;8;41754
8;41754;10;5;4;6;3;12;7;11;1;9;8;2
10;5;4;6;3;12;2;11;1;9;8;7;8;41182
8;41182;10;5;4;6;3;12;2;11;1;9;8;7
10;9;4;6;3;12;2;11;1;5;8;7;8;33506
8;33506;10;9;4;6;3;12;2;11;1;5;8;7
10;9;4;6;3;12;11;2;1;5;8;7;8;50486
9;50486;10;9;4;6;3;12;11;2;1;5;8;7
10;9;4;6;12;3;11;2;1;5;8;7;9;58890
9;50486;10;9;4;6;3;12;11;2;1;5;8;7
10;9;1;6;3;12;11;2;4;5;8;7;9;49082
9;49082;10;9;1;6;3;12;11;2;4;5;8;7
10;6;1;9;3;12;11;2;4;5;8;7;9;47918
9;47918;10;6;1;9;3;12;11;2;4;5;8;7
10;6;1;9;3;12;11;2;5;4;8;7;9;39736
9;39736;10;6;1;9;3;12;11;2;5;4;8;7
10;6;1;8;3;12;11;2;5;4;9;7;9;40070
9;40070;10;6;1;8;3;12;11;2;5;4;9;7
10;6;1;8;3;12;11;5;2;4;9;7;9;49484
9;49484;10;6;1;8;3;12;11;5;2;4;9;7
10;6;1;8;3;12;4;5;2;11;9;7;9;32288
9;32288;10;6;1;8;3;12;4;5;2;11;9;7
3;6;1;8;10;12;4;5;2;11;9;7;9;43252
9;43252;3;6;1;8;10;12;4;5;2;11;9;7
3;5;1;8;10;12;4;6;2;11;9;7;9;34440
9;34440;3;5;1;8;10;12;4;6;2;11;9;7
1;5;3;8;10;12;4;6;2;11;9;7;9;38544
9;38544;1;5;3;8;10;12;4;6;2;11;9;7
1;5;3;8;11;12;4;6;2;10;9;7;9;48076
9;48076;1;5;3;8;11;12;4;6;2;10;9;7
1;5;3;2;11;12;4;6;8;10;9;7;9;48778
9;48778;1;5;3;2;11;12;4;6;8;10;9;7
1;5;3;6;11;12;4;2;8;10;9;7;9;47746
9;47746;1;5;3;6;11;12;4;2;8;10;9;7
1;5;3;2;11;12;4;6;8;10;9;7;9;48778
9;48778;1;5;3;2;11;12;4;6;8;10;9;7
1;5;3;2;9;12;4;6;8;10;11;7;9;49934
9;49934;1;5;3;2;9;12;4;6;8;10;11;7
1;5;3;2;9;7;4;6;8;10;11;12;9;42994
9;42994;1;5;3;2;9;7;4;6;8;10;11;12
1;5;3;2;8;7;4;6;9;10;11;12;9;40420
9;40420;1;5;3;2;8;7;4;6;9;10;11;12
1;5;9;2;8;7;4;6;3;10;11;12;9;40780
9;40780;1;5;9;2;8;7;4;6;3;10;11;12
1;5;10;2;8;7;4;6;3;9;11;12;9;33630
9;33630;1;5;10;2;8;7;4;6;3;9;11;12
8;5;10;2;1;7;4;6;3;9;11;12;9;30062
10;30062;8;5;10;2;1;7;4;6;3;9;11;12
8;5;10;2;9;7;4;6;3;1;11;12;10;42038
10;42038;8;5;10;2;9;7;4;6;3;1;11;12
8;5;1;2;9;7;4;6;3;10;11;12;10;37788
10;37788;8;5;1;2;9;7;4;6;3;10;11;12
8;5;4;2;9;7;1;6;3;10;11;12;10;35988
10;35988;8;5;4;2;9;7;1;6;3;10;11;12
5;8;4;2;9;7;1;6;3;10;11;12;10;54080
10;54080;5;8;4;2;9;7;1;6;3;10;11;12
5;8;4;2;9;1;7;6;3;10;11;12;10;46488
10;46488;5;8;4;2;9;1;7;6;3;10;11;12
5;8;4;2;9;6;7;1;3;10;11;12;10;43614
10;43614;5;8;4;2;9;6;7;1;3;10;11;12
5;8;4;1;9;6;7;2;3;10;11;12;10;47660
10;43614;5;8;4;2;9;6;7;1;3;10;11;12
5;8;4;2;9;6;7;1;3;11;10;12;10;44556
10;44556;5;8;4;2;9;6;7;1;3;11;10;12
5;8;4;2;9;6;1;7;3;11;10;12;10;46076
10;46076;5;8;4;2;9;6;1;7;3;11;10;12
5;8;4;2;6;9;1;7;3;11;10;12;10;43052
10;43052;5;8;4;2;6;9;1;7;3;11;10;12
5;8;4;2;11;9;1;7;3;6;10;12;10;46842
10;46842;5;8;4;2;11;9;1;7;3;6;10;12
5;8;4;6;11;9;1;7;3;2;10;12;10;33122
10;33122;5;8;4;6;11;9;1;7;3;2;10;12
5;8;4;7;11;9;1;6;3;2;10;12;10;34696
10;34696;5;8;4;7;11;9;1;6;3;2;10;12
3;8;4;7;11;9;1;6;5;2;10;12;10;43972
10;34696;5;8;4;7;11;9;1;6;3;2;10;12
5;8;9;7;11;4;1;6;3;2;10;12;10;37144
10;37144;5;8;9;7;11;4;1;6;3;2;10;12
5;8;9;4;11;7;1;6;3;2;10;12;10;48834
10;37144;5;8;9;7;11;4;1;6;3;2;10;12
5;8;9;12;11;4;1;6;3;2;10;7;10;39966
10;39966;5;8;9;12;11;4;1;6;3;2;10;7
5;8;9;6;11;4;1;12;3;2;10;7;10;35030
10;35030;5;8;9;6;11;4;1;12;3;2;10;7
5;8;9;6;11;4;1;12;3;10;2;7;10;43920
10;43920;5;8;9;6;11;4;1;12;3;10;2;7
5;8;9;6;11;4;10;12;3;1;2;7;10;44720
11;44720;5;8;9;6;11;4;10;12;3;1;2;7
5;9;8;6;11;4;10;12;3;1;2;7;11;50512
11;44720;5;8;9;6;11;4;10;12;3;1;2;7
5;8;9;6;11;7;10;12;3;1;2;4;11;53620
11;53620;5;8;9;6;11;7;10;12;3;1;2;4
5;4;9;6;11;7;10;12;3;1;2;8;11;59220
11;59220;5;4;9;6;11;7;10;12;3;1;2;8
11;4;9;6;5;7;10;12;3;1;2;8;11;51036
11;51036;11;4;9;6;5;7;10;12;3;1;2;8
11;4;9;6;5;7;10;12;3;1;8;2;11;50778
11;50778;11;4;9;6;5;7;10;12;3;1;8;2
11;4;9;6;5;7;10;8;3;1;12;2;11;39244
11;39244;11;4;9;6;5;7;10;8;3;1;12;2
11;4;7;6;5;9;10;8;3;1;12;2;11;36514
11;36514;11;4;7;6;5;9;10;8;3;1;12;2
11;4;12;6;5;9;10;8;3;1;7;2;11;39268
11;39268;11;4;12;6;5;9;10;8;3;1;7;2
11;4;12;6;5;9;10;7;3;1;8;2;11;33556
11;33556;11;4;12;6;5;9;10;7;3;1;8;2
11;4;12;6;10;9;5;7;3;1;8;2;11;38626
11;38626;11;4;12;6;10;9;5;7;3;1;8;2
11;4;12;5;10;9;6;7;3;1;8;2;11;36672
11;36672;11;4;12;5;10;9;6;7;3;1;8;2
11;4;12;5;10;9;2;7;3;1;8;6;11;39440
11;39440;11;4;12;5;10;9;2;7;3;1;8;6
2;4;12;5;10;9;11;7;3;1;8;6;11;34598
11;34598;2;4;12;5;10;9;11;7;3;1;8;6
9;4;12;5;10;2;11;7;3;1;8;6;11;35630
11;35630;9;4;12;5;10;2;11;7;3;1;8;6
9;4;11;5;10;2;12;7;3;1;8;6;11;36358
11;36358;9;4;11;5;10;2;12;7;3;1;8;6
9;4;10;5;11;2;12;7;3;1;8;6;11;36804
11;36804;9;4;10;5;11;2;12;7;3;1;8;6
9;4;10;5;7;2;12;11;3;1;8;6;11;45452
11;45452;9;4;10;5;7;2;12;11;3;1;8;6
6;4;10;5;7;2;12;11;3;1;8;9;11;45964
11;45964;6;4;10;5;7;2;12;11;3;1;8;9
6;4;3;5;7;2;12;11;10;1;8;9;11;41926
11;41926;6;4;3;5;7;2;12;11;10;1;8;9
6;4;3;5;7;1;12;11;10;2;8;9;11;43368
12;41926;6;4;3;5;7;2;12;11;10;1;8;9
6;4;3;5;7;2;9;11;10;1;8;12;12;43422
12;43422;6;4;3;5;7;2;9;11;10;1;8;12
6;4;3;5;7;2;9;11;10;12;8;1;12;38046
12;38046;6;4;3;5;7;2;9;11;10;12;8;1
6;4;1;5;7;2;9;11;10;12;8;3;12;35442
12;35442;6;4;1;5;7;2;9;11;10;12;8;3
6;4;1;5;12;2;9;11;10;7;8;3;12;37036
12;37036;6;4;1;5;12;2;9;11;10;7;8;3
6;4;1;8;12;2;9;11;10;7;5;3;12;36854
12;36854;6;4;1;8;12;2;9;11;10;7;5;3
6;4;1;8;12;2;9;3;10;7;5;11;12;37346
12;37346;6;4;1;8;12;2;9;3;10;7;5;11
6;4;8;1;12;2;9;3;10;7;5;11;12;36352
12;36352;6;4;8;1;12;2;9;3;10;7;5;11
6;4;8;1;12;2;9;3;11;7;5;10;12;32454
12;32454;6;4;8;1;12;2;9;3;11;7;5;10
6;8;4;1;12;2;9;3;11;7;5;10;12;45098
12;45098;6;8;4;1;12;2;9;3;11;7;5;10
6;8;1;4;12;2;9;3;11;7;5;10;12;46778
12;46778;6;8;1;4;12;2;9;3;11;7;5;10
6;8;1;4;12;10;9;3;11;7;5;2;12;36550
12;36550;6;8;1;4;12;10;9;3;11;7;5;2
6;8;1;4;12;10;11;3;9;7;5;2;12;38940
12;38940;6;8;1;4;12;10;11;3;9;7;5;2
6;9;1;4;12;10;11;3;8;7;5;2;12;42202
12;42202;6;9;1;4;12;10;11;3;8;7;5;2
6;9;1;4;12;10;11;5;8;7;3;2;12;34332
12;34332;6;9;1;4;12;10;11;5;8;7;3;2
6;9;2;4;12;10;11;5;8;7;3;1;12;35206
12;35206;6;9;2;4;12;10;11;5;8;7;3;1
6;9;2;8;12;10;11;5;4;7;3;1;12;34646
12;34646;6;9;2;8;12;10;11;5;4;7;3;1
6;5;2;8;12;10;11;9;4;7;3;1;12;34878
12;34878;6;5;2;8;12;10;11;9;4;7;3;1
6;5;2;8;12;10;11;9;7;4;3;1;12;38592
12;38592;6;5;2;8;12;10;11;9;7;4;3;1
6;5;2;8;12;10;11;3;7;4;9;1;12;35402
