"X1";"X40954";"X9";"X7";"X1.1";"X2";"X4";"X5";"X10";"X6";"X8";"X3";"X11";"X12"
3;46154;9;3;12;5;6;7;2;4;8;10;11;1
9;3;12;5;6;4;2;7;8;10;11;1;3;30916
3;30916;9;3;12;5;6;4;2;7;8;10;11;1
9;3;12;5;8;4;2;7;6;10;11;1;3;30506
3;30506;9;3;12;5;8;4;2;7;6;10;11;1
9;3;12;5;11;4;2;7;6;10;8;1;3;33266
3;33266;9;3;12;5;11;4;2;7;6;10;8;1
6;3;12;5;11;4;2;7;9;10;8;1;3;33832
3;33832;6;3;12;5;11;4;2;7;9;10;8;1
6;3;12;5;11;4;2;7;8;10;9;1;3;33838
3;33838;6;3;12;5;11;4;2;7;8;10;9;1
6;3;12;8;11;4;2;7;5;10;9;1;3;35386
3;35386;6;3;12;8;11;4;2;7;5;10;9;1
6;3;12;8;11;4;2;7;5;10;1;9;3;37878
3;37878;6;3;12;8;11;4;2;7;5;10;1;9
6;3;12;8;7;4;2;11;5;10;1;9;3;56854
3;56854;6;3;12;8;7;4;2;11;5;10;1;9
6;3;10;8;7;4;2;11;5;12;1;9;3;47056
3;47056;6;3;10;8;7;4;2;11;5;12;1;9
6;3;10;8;7;9;2;11;5;12;1;4;3;59318
3;59318;6;3;10;8;7;9;2;11;5;12;1;4
3;6;10;8;7;9;2;11;5;12;1;4;3;51240
3;51240;3;6;10;8;7;9;2;11;5;12;1;4
3;6;10;12;7;9;2;11;5;8;1;4;3;47196
3;47196;3;6;10;12;7;9;2;11;5;8;1;4
3;6;10;12;7;9;11;2;5;8;1;4;3;59812
3;47196;3;6;10;12;7;9;2;11;5;8;1;4
2;6;10;12;7;9;3;11;5;8;1;4;3;37070
3;37070;2;6;10;12;7;9;3;11;5;8;1;4
2;6;10;8;7;9;3;11;5;12;1;4;3;42908
3;42908;2;6;10;8;7;9;3;11;5;12;1;4
2;6;10;8;7;9;3;11;4;12;1;5;3;40250
3;40250;2;6;10;8;7;9;3;11;4;12;1;5
2;6;10;8;7;9;12;11;4;3;1;5;3;43578
3;43578;2;6;10;8;7;9;12;11;4;3;1;5
2;6;10;1;7;9;12;11;4;3;8;5;3;42458
3;42458;2;6;10;1;7;9;12;11;4;3;8;5
7;6;10;1;2;9;12;11;4;3;8;5;3;47396
4;47396;7;6;10;1;2;9;12;11;4;3;8;5
7;3;10;1;2;9;12;11;4;6;8;5;4;39640
4;39640;7;3;10;1;2;9;12;11;4;6;8;5
7;3;10;1;2;9;12;11;6;4;8;5;4;55714
4;55714;7;3;10;1;2;9;12;11;6;4;8;5
7;3;12;1;2;9;10;11;6;4;8;5;4;54570
4;54570;7;3;12;1;2;9;10;11;6;4;8;5
7;3;12;1;8;9;10;11;6;4;2;5;4;59302
4;59302;7;3;12;1;8;9;10;11;6;4;2;5
7;3;12;1;8;9;2;11;6;4;10;5;4;56470
4;56470;7;3;12;1;8;9;2;11;6;4;10;5
7;3;12;9;8;1;2;11;6;4;10;5;4;55094
4;55094;7;3;12;9;8;1;2;11;6;4;10;5
7;3;12;8;9;1;2;11;6;4;10;5;4;53174
4;53174;7;3;12;8;9;1;2;11;6;4;10;5
7;3;9;8;12;1;2;11;6;4;10;5;4;53926
4;53926;7;3;9;8;12;1;2;11;6;4;10;5
7;3;9;12;8;1;2;11;6;4;10;5;4;55766
4;55766;7;3;9;12;8;1;2;11;6;4;10;5
7;3;9;12;8;1;2;4;6;11;10;5;4;49190
4;49190;7;3;9;12;8;1;2;4;6;11;10;5
7;3;9;12;8;1;2;4;6;5;10;11;4;53990
4;53990;7;3;9;12;8;1;2;4;6;5;10;11
5;3;9;12;8;1;2;4;6;7;10;11;4;38070
4;38070;5;3;9;12;8;1;2;4;6;7;10;11
6;3;9;12;8;1;2;4;5;7;10;11;4;51044
4;51044;6;3;9;12;8;1;2;4;5;7;10;11
4;3;9;12;8;1;2;6;5;7;10;11;4;48032
4;48032;4;3;9;12;8;1;2;6;5;7;10;11
4;3;9;12;8;10;2;6;5;7;1;11;4;51672
4;51672;4;3;9;12;8;10;2;6;5;7;1;11
4;1;9;12;8;10;2;6;5;7;3;11;4;41986
4;41986;4;1;9;12;8;10;2;6;5;7;3;11
4;1;9;12;7;10;2;6;5;8;3;11;4;31596
4;31596;4;1;9;12;7;10;2;6;5;8;3;11
4;7;9;12;1;10;2;6;5;8;3;11;4;32420
4;32420;4;7;9;12;1;10;2;6;5;8;3;11
10;7;9;12;1;4;2;6;5;8;3;11;4;32246
4;32246;10;7;9;12;1;4;2;6;5;8;3;11
10;7;9;3;1;4;2;6;5;8;12;11;4;34924
5;34924;10;7;9;3;1;4;2;6;5;8;12;11
10;7;1;3;9;4;2;6;5;8;12;11;5;39166
5;39166;10;7;1;3;9;4;2;6;5;8;12;11
10;7;1;2;9;4;3;6;5;8;12;11;5;39320
5;39320;10;7;1;2;9;4;3;6;5;8;12;11
10;7;4;2;9;1;3;6;5;8;12;11;5;29724
5;29724;10;7;4;2;9;1;3;6;5;8;12;11
10;7;8;2;9;1;3;6;5;4;12;11;5;28386
5;28386;10;7;8;2;9;1;3;6;5;4;12;11
10;7;8;2;9;1;5;6;3;4;12;11;5;25698
5;25698;10;7;8;2;9;1;5;6;3;4;12;11
10;7;8;5;9;1;2;6;3;4;12;11;5;26958
5;26958;10;7;8;5;9;1;2;6;3;4;12;11
10;7;8;5;9;1;2;11;3;4;12;6;5;32286
5;32286;10;7;8;5;9;1;2;11;3;4;12;6
10;7;8;5;9;1;6;11;3;4;12;2;5;32792
5;32792;10;7;8;5;9;1;6;11;3;4;12;2
7;10;8;5;9;1;6;11;3;4;12;2;5;32620
5;32620;7;10;8;5;9;1;6;11;3;4;12;2
7;10;9;5;8;1;6;11;3;4;12;2;5;35672
5;35672;7;10;9;5;8;1;6;11;3;4;12;2
7;10;4;5;8;1;6;11;3;9;12;2;5;29900
5;29900;7;10;4;5;8;1;6;11;3;9;12;2
7;10;9;5;8;1;6;11;3;4;12;2;5;35672
5;35672;7;10;9;5;8;1;6;11;3;4;12;2
7;10;9;5;8;3;6;11;1;4;12;2;5;45272
5;45272;7;10;9;5;8;3;6;11;1;4;12;2
7;10;12;5;8;3;6;11;1;4;9;2;5;43504
5;43504;7;10;12;5;8;3;6;11;1;4;9;2
7;10;12;5;8;3;6;11;1;9;4;2;5;34862
5;34862;7;10;12;5;8;3;6;11;1;9;4;2
7;6;12;5;8;3;10;11;1;9;4;2;5;59202
5;34862;7;10;12;5;8;3;6;11;1;9;4;2
7;10;11;5;8;3;6;12;1;9;4;2;5;32322
5;32322;7;10;11;5;8;3;6;12;1;9;4;2
7;10;11;5;9;3;6;12;1;8;4;2;5;40400
5;40400;7;10;11;5;9;3;6;12;1;8;4;2
7;10;11;5;9;3;8;12;1;6;4;2;5;30868
5;30868;7;10;11;5;9;3;8;12;1;6;4;2
7;10;11;5;9;2;8;12;1;6;4;3;5;30726
6;30726;7;10;11;5;9;2;8;12;1;6;4;3
7;12;11;5;9;2;8;10;1;6;4;3;6;39502
6;30726;7;10;11;5;9;2;8;12;1;6;4;3
7;10;4;5;9;2;8;12;1;6;11;3;6;35130
6;35130;7;10;4;5;9;2;8;12;1;6;11;3
7;6;4;5;9;2;8;12;1;10;11;3;6;60214
6;60214;7;6;4;5;9;2;8;12;1;10;11;3
7;6;4;2;9;5;8;12;1;10;11;3;6;62466
6;62466;7;6;4;2;9;5;8;12;1;10;11;3
7;6;4;2;9;5;12;8;1;10;11;3;6;49158
6;49158;7;6;4;2;9;5;12;8;1;10;11;3
7;6;4;2;11;5;12;8;1;10;9;3;6;52878
6;52878;7;6;4;2;11;5;12;8;1;10;9;3
4;6;7;2;11;5;12;8;1;10;9;3;6;37900
6;37900;4;6;7;2;11;5;12;8;1;10;9;3
4;6;7;2;11;5;12;8;1;3;9;10;6;48268
6;37900;4;6;7;2;11;5;12;8;1;10;9;3
2;6;7;4;11;5;12;8;1;10;9;3;6;46806
6;46806;2;6;7;4;11;5;12;8;1;10;9;3
2;6;7;4;11;5;12;8;9;10;1;3;6;46840
6;46840;2;6;7;4;11;5;12;8;9;10;1;3
2;6;7;12;11;5;4;8;9;10;1;3;6;47354
6;47354;2;6;7;12;11;5;4;8;9;10;1;3
2;6;7;11;12;5;4;8;9;10;1;3;6;45634
6;45634;2;6;7;11;12;5;4;8;9;10;1;3
2;6;7;12;11;5;4;8;9;10;1;3;6;47354
6;47354;2;6;7;12;11;5;4;8;9;10;1;3
2;6;7;12;11;5;4;8;1;10;9;3;6;47320
6;47320;2;6;7;12;11;5;4;8;1;10;9;3
2;6;7;1;11;5;4;8;12;10;9;3;6;44686
6;44686;2;6;7;1;11;5;4;8;12;10;9;3
4;6;7;1;11;5;2;8;12;10;9;3;6;34488
6;34488;4;6;7;1;11;5;2;8;12;10;9;3
4;6;7;1;3;5;2;8;12;10;9;11;6;31112
6;31112;4;6;7;1;3;5;2;8;12;10;9;11
4;6;1;7;3;5;2;8;12;10;9;11;6;30376
6;30376;4;6;1;7;3;5;2;8;12;10;9;11
4;6;1;7;3;5;2;8;12;11;9;10;6;30952
6;30952;4;6;1;7;3;5;2;8;12;11;9;10
4;6;1;7;3;9;2;8;12;11;5;10;6;28784
7;28784;4;6;1;7;3;9;2;8;12;11;5;10
7;6;1;4;3;9;2;8;12;11;5;10;7;46746
7;46746;7;6;1;4;3;9;2;8;12;11;5;10
7;6;1;9;3;4;2;8;12;11;5;10;7;41768
7;41768;7;6;1;9;3;4;2;8;12;11;5;10
7;6;1;9;3;4;2;12;8;11;5;10;7;41480
7;41480;7;6;1;9;3;4;2;12;8;11;5;10
7;6;1;9;2;4;3;12;8;11;5;10;7;40008
7;40008;7;6;1;9;2;4;3;12;8;11;5;10
1;6;7;9;2;4;3;12;8;11;5;10;7;36580
7;36580;1;6;7;9;2;4;3;12;8;11;5;10
1;6;7;9;10;4;3;12;8;11;5;2;7;35612
7;35612;1;6;7;9;10;4;3;12;8;11;5;2
1;6;7;9;10;4;3;2;8;11;5;12;7;42586
7;42586;1;6;7;9;10;4;3;2;8;11;5;12
1;6;7;11;10;4;3;2;8;9;5;12;7;33730
7;33730;1;6;7;11;10;4;3;2;8;9;5;12
1;6;7;11;5;4;3;2;8;9;10;12;7;36356
7;33730;1;6;7;11;10;4;3;2;8;9;5;12
1;6;7;11;10;8;3;2;4;9;5;12;7;45010
7;45010;1;6;7;11;10;8;3;2;4;9;5;12
1;6;4;11;10;8;3;2;7;9;5;12;7;38568
7;38568;1;6;4;11;10;8;3;2;7;9;5;12
10;6;4;11;1;8;3;2;7;9;5;12;7;36872
7;36872;10;6;4;11;1;8;3;2;7;9;5;12
10;6;4;11;8;1;3;2;7;9;5;12;7;39286
7;39286;10;6;4;11;8;1;3;2;7;9;5;12
10;6;4;11;5;1;3;2;7;9;8;12;7;44154
7;44154;10;6;4;11;5;1;3;2;7;9;8;12
10;6;4;11;5;1;3;2;7;9;12;8;7;42300
7;42300;10;6;4;11;5;1;3;2;7;9;12;8
10;6;4;11;3;1;5;2;7;9;12;8;7;49914
7;42300;10;6;4;11;5;1;3;2;7;9;12;8
12;6;4;11;5;1;3;2;7;9;10;8;7;40700
7;40700;12;6;4;11;5;1;3;2;7;9;10;8
3;6;4;11;5;1;12;2;7;9;10;8;7;50068
7;50068;3;6;4;11;5;1;12;2;7;9;10;8
3;6;4;11;5;1;9;2;7;12;10;8;7;50428
7;50428;3;6;4;11;5;1;9;2;7;12;10;8
3;6;4;12;5;1;9;2;7;11;10;8;7;54288
8;54288;3;6;4;12;5;1;9;2;7;11;10;8
3;6;4;12;7;1;9;2;5;11;10;8;8;58806
8;58806;3;6;4;12;7;1;9;2;5;11;10;8
3;6;4;12;10;1;9;2;5;11;7;8;8;58426
8;58426;3;6;4;12;10;1;9;2;5;11;7;8
3;6;4;7;10;1;9;2;5;11;12;8;8;62314
8;62314;3;6;4;7;10;1;9;2;5;11;12;8
3;6;4;12;10;1;9;2;5;11;7;8;8;58426
8;58426;3;6;4;12;10;1;9;2;5;11;7;8
3;5;4;12;10;1;9;2;6;11;7;8;8;45782
8;45782;3;5;4;12;10;1;9;2;6;11;7;8
3;5;4;12;10;7;9;2;6;11;1;8;8;34934
8;34934;3;5;4;12;10;7;9;2;6;11;1;8
3;5;2;12;10;7;9;4;6;11;1;8;8;33758
8;33758;3;5;2;12;10;7;9;4;6;11;1;8
3;5;2;12;10;7;9;4;11;6;1;8;8;24378
8;24378;3;5;2;12;10;7;9;4;11;6;1;8
3;5;2;12;7;10;9;4;11;6;1;8;8;26084
8;24378;3;5;2;12;10;7;9;4;11;6;1;8
3;5;2;12;10;4;9;7;11;6;1;8;8;55858
8;55858;3;5;2;12;10;4;9;7;11;6;1;8
3;5;11;12;10;4;9;7;2;6;1;8;8;55872
8;55872;3;5;11;12;10;4;9;7;2;6;1;8
3;5;11;12;10;9;4;7;2;6;1;8;8;54388
8;54388;3;5;11;12;10;9;4;7;2;6;1;8
3;5;11;12;10;8;4;7;2;6;1;9;8;44944
8;44944;3;5;11;12;10;8;4;7;2;6;1;9
3;7;11;12;10;8;4;5;2;6;1;9;8;55312
8;55312;3;7;11;12;10;8;4;5;2;6;1;9
3;6;11;12;10;8;4;5;2;7;1;9;8;45854
8;45854;3;6;11;12;10;8;4;5;2;7;1;9
4;6;11;12;10;8;3;5;2;7;1;9;8;30000
8;30000;4;6;11;12;10;8;3;5;2;7;1;9
4;6;11;12;10;8;3;5;7;2;1;9;8;44764
8;30000;4;6;11;12;10;8;3;5;2;7;1;9
4;5;11;12;10;8;3;6;2;7;1;9;8;57316
8;30000;4;6;11;12;10;8;3;5;2;7;1;9
4;6;11;12;7;8;3;5;2;10;1;9;8;34086
8;34086;4;6;11;12;7;8;3;5;2;10;1;9
4;6;11;5;7;8;3;12;2;10;1;9;8;48310
9;48310;4;6;11;5;7;8;3;12;2;10;1;9
4;5;11;6;7;8;3;12;2;10;1;9;9;54588
9;54588;4;5;11;6;7;8;3;12;2;10;1;9
4;5;11;6;7;8;10;12;2;3;1;9;9;51374
9;51374;4;5;11;6;7;8;10;12;2;3;1;9
4;5;7;6;11;8;10;12;2;3;1;9;9;50366
9;50366;4;5;7;6;11;8;10;12;2;3;1;9
4;5;7;6;11;8;1;12;2;3;10;9;9;50726
9;50726;4;5;7;6;11;8;1;12;2;3;10;9
12;5;7;6;11;8;1;4;2;3;10;9;9;36422
9;36422;12;5;7;6;11;8;1;4;2;3;10;9
12;5;7;6;11;2;1;4;8;3;10;9;9;45302
9;45302;12;5;7;6;11;2;1;4;8;3;10;9
12;7;5;6;11;2;1;4;8;3;10;9;9;32606
9;32606;12;7;5;6;11;2;1;4;8;3;10;9
12;10;5;6;11;2;1;4;8;3;7;9;9;48008
9;32606;12;7;5;6;11;2;1;4;8;3;10;9
12;6;5;7;11;2;1;4;8;3;10;9;9;37132
9;37132;12;6;5;7;11;2;1;4;8;3;10;9
10;6;5;7;11;2;1;4;8;3;12;9;9;46752
9;46752;10;6;5;7;11;2;1;4;8;3;12;9
10;6;5;12;11;2;1;4;8;3;7;9;9;50376
9;50376;10;6;5;12;11;2;1;4;8;3;7;9
10;6;5;12;11;2;1;4;8;7;3;9;9;51674
9;51674;10;6;5;12;11;2;1;4;8;7;3;9
10;1;5;12;11;2;6;4;8;7;3;9;9;41402
9;41402;10;1;5;12;11;2;6;4;8;7;3;9
10;1;5;12;11;2;6;4;8;9;3;7;9;39674
9;39674;10;1;5;12;11;2;6;4;8;9;3;7
10;1;5;12;2;11;6;4;8;9;3;7;9;39072
9;39072;10;1;5;12;2;11;6;4;8;9;3;7
10;1;5;12;6;11;2;4;8;9;3;7;9;41284
9;41284;10;1;5;12;6;11;2;4;8;9;3;7
10;1;5;12;6;9;2;4;8;11;3;7;9;54656
9;54656;10;1;5;12;6;9;2;4;8;11;3;7
10;1;9;12;6;5;2;4;8;11;3;7;9;47414
9;47414;10;1;9;12;6;5;2;4;8;11;3;7
10;1;9;12;7;5;2;4;8;11;3;6;9;39572
9;39572;10;1;9;12;7;5;2;4;8;11;3;6
10;1;9;6;7;5;2;4;8;11;3;12;9;39432
10;39432;10;1;9;6;7;5;2;4;8;11;3;12
6;1;9;10;7;5;2;4;8;11;3;12;10;56122
10;56122;6;1;9;10;7;5;2;4;8;11;3;12
6;1;9;10;8;5;2;4;7;11;3;12;10;52084
10;52084;6;1;9;10;8;5;2;4;7;11;3;12
6;1;9;10;8;5;2;11;7;4;3;12;10;57106
10;57106;6;1;9;10;8;5;2;11;7;4;3;12
6;1;9;10;12;5;2;11;7;4;3;8;10;51970
10;51970;6;1;9;10;12;5;2;11;7;4;3;8
4;1;9;10;12;5;2;11;7;6;3;8;10;35834
10;35834;4;1;9;10;12;5;2;11;7;6;3;8
4;12;9;10;1;5;2;11;7;6;3;8;10;44372
10;44372;4;12;9;10;1;5;2;11;7;6;3;8
4;12;9;10;1;5;2;6;7;11;3;8;10;41380
10;41380;4;12;9;10;1;5;2;6;7;11;3;8
4;12;9;10;1;5;11;6;7;2;3;8;10;57386
10;57386;4;12;9;10;1;5;11;6;7;2;3;8
4;12;11;10;1;5;9;6;7;2;3;8;10;56790
10;56790;4;12;11;10;1;5;9;6;7;2;3;8
4;12;11;10;1;5;2;6;7;9;3;8;10;52514
10;52514;4;12;11;10;1;5;2;6;7;9;3;8
4;12;11;10;1;5;2;6;3;9;7;8;10;52524
10;52524;4;12;11;10;1;5;2;6;3;9;7;8
6;12;11;10;1;5;2;4;3;9;7;8;10;48200
10;48200;6;12;11;10;1;5;2;4;3;9;7;8
4;12;11;10;1;5;2;6;3;9;7;8;10;52524
10;48200;6;12;11;10;1;5;2;4;3;9;7;8
6;12;11;10;5;1;2;4;3;9;7;8;10;50944
10;50944;6;12;11;10;5;1;2;4;3;9;7;8
4;12;11;10;5;1;2;6;3;9;7;8;10;61718
10;61718;4;12;11;10;5;1;2;6;3;9;7;8
4;2;11;10;5;1;12;6;3;9;7;8;10;39162
10;39162;4;2;11;10;5;1;12;6;3;9;7;8
4;2;11;10;5;3;12;6;1;9;7;8;10;42832
10;42832;4;2;11;10;5;3;12;6;1;9;7;8
4;2;11;9;5;3;12;6;1;10;7;8;10;43030
10;43030;4;2;11;9;5;3;12;6;1;10;7;8
10;2;11;9;5;3;12;6;1;4;7;8;10;33318
10;33318;10;2;11;9;5;3;12;6;1;4;7;8
9;2;11;10;5;3;12;6;1;4;7;8;10;36238
11;36238;9;2;11;10;5;3;12;6;1;4;7;8
9;2;8;10;5;3;12;6;1;4;7;11;11;43394
11;36238;9;2;11;10;5;3;12;6;1;4;7;8
12;2;11;10;5;3;9;6;1;4;7;8;11;38102
11;38102;12;2;11;10;5;3;9;6;1;4;7;8
12;11;2;10;5;3;9;6;1;4;7;8;11;33526
11;33526;12;11;2;10;5;3;9;6;1;4;7;8
12;11;5;10;2;3;9;6;1;4;7;8;11;33210
11;33210;12;11;5;10;2;3;9;6;1;4;7;8
12;11;5;6;2;3;9;10;1;4;7;8;11;36194
11;36194;12;11;5;6;2;3;9;10;1;4;7;8
12;11;5;6;2;3;8;10;1;4;7;9;11;33528
11;33528;12;11;5;6;2;3;8;10;1;4;7;9
12;11;5;6;2;3;8;10;1;7;4;9;11;27262
11;27262;12;11;5;6;2;3;8;10;1;7;4;9
12;11;5;6;2;3;1;10;8;7;4;9;11;29658
11;29658;12;11;5;6;2;3;1;10;8;7;4;9
12;11;5;7;2;3;1;10;8;6;4;9;11;38274
11;38274;12;11;5;7;2;3;1;10;8;6;4;9
9;11;5;7;2;3;1;10;8;6;4;12;11;41580
11;38274;12;11;5;7;2;3;1;10;8;6;4;9
12;11;5;7;2;3;8;10;1;6;4;9;11;35878
11;35878;12;11;5;7;2;3;8;10;1;6;4;9
7;11;5;12;2;3;8;10;1;6;4;9;11;40782
11;40782;7;11;5;12;2;3;8;10;1;6;4;9
7;11;8;12;2;3;5;10;1;6;4;9;11;42214
11;42214;7;11;8;12;2;3;5;10;1;6;4;9
7;11;8;12;3;2;5;10;1;6;4;9;11;48986
11;48986;7;11;8;12;3;2;5;10;1;6;4;9
7;11;8;12;4;2;5;10;1;6;3;9;11;49578
11;49578;7;11;8;12;4;2;5;10;1;6;3;9
7;11;8;12;2;4;5;10;1;6;3;9;11;46246
11;46246;7;11;8;12;2;4;5;10;1;6;3;9
7;11;8;12;2;4;6;10;1;5;3;9;11;43114
11;43114;7;11;8;12;2;4;6;10;1;5;3;9
7;11;8;12;1;4;6;10;2;5;3;9;11;42428
11;42428;7;11;8;12;1;4;6;10;2;5;3;9
7;11;8;1;12;4;6;10;2;5;3;9;11;43548
11;43548;7;11;8;1;12;4;6;10;2;5;3;9
5;11;8;1;12;4;6;10;2;7;3;9;11;34948
12;34948;5;11;8;1;12;4;6;10;2;7;3;9
5;11;8;1;12;4;6;10;2;3;7;9;12;44570
12;44570;5;11;8;1;12;4;6;10;2;3;7;9
5;11;8;6;12;4;1;10;2;3;7;9;12;43708
12;43708;5;11;8;6;12;4;1;10;2;3;7;9
5;11;1;6;12;4;8;10;2;3;7;9;12;44468
12;44468;5;11;1;6;12;4;8;10;2;3;7;9
5;6;1;11;12;4;8;10;2;3;7;9;12;42518
12;42518;5;6;1;11;12;4;8;10;2;3;7;9
5;6;1;11;12;3;8;10;2;4;7;9;12;52690
12;42518;5;6;1;11;12;4;8;10;2;3;7;9
5;3;1;11;12;4;8;10;2;6;7;9;12;30744
12;30744;5;3;1;11;12;4;8;10;2;6;7;9
5;3;1;8;12;4;11;10;2;6;7;9;12;32472
12;32472;5;3;1;8;12;4;11;10;2;6;7;9
5;3;1;8;4;12;11;10;2;6;7;9;12;41328
12;41328;5;3;1;8;4;12;11;10;2;6;7;9
11;3;1;8;4;12;5;10;2;6;7;9;12;46870
12;41328;5;3;1;8;4;12;11;10;2;6;7;9
5;3;1;8;4;12;11;9;2;6;7;10;12;41424
12;41424;5;3;1;8;4;12;11;9;2;6;7;10
5;3;1;8;4;6;11;9;2;12;7;10;12;48860
12;41424;5;3;1;8;4;12;11;9;2;6;7;10
5;7;1;8;4;12;11;9;2;6;3;10;12;38442
12;38442;5;7;1;8;4;12;11;9;2;6;3;10
5;7;1;12;4;8;11;9;2;6;3;10;12;48784
12;38442;5;7;1;8;4;12;11;9;2;6;3;10
5;7;6;8;4;12;11;9;2;1;3;10;12;39972
12;39972;5;7;6;8;4;12;11;9;2;1;3;10
5;7;6;8;10;12;11;9;2;1;3;4;12;34016
12;34016;5;7;6;8;10;12;11;9;2;1;3;4
5;7;6;4;10;12;11;9;2;1;3;8;12;37552
12;37552;5;7;6;4;10;12;11;9;2;1;3;8
5;7;6;9;10;12;11;4;2;1;3;8;12;25762
12;25762;5;7;6;9;10;12;11;4;2;1;3;8
1;7;6;9;10;12;11;4;2;5;3;8;12;39360
12;25762;5;7;6;9;10;12;11;4;2;1;3;8
5;7;6;9;10;1;11;4;2;12;3;8;12;35566
