"X1";"X6002801";"X16";"X22";"X20";"X4";"X15";"X7";"X21";"X11";"X10";"X13";"X19";"X6";"X14";"X25";"X1.1";"X9";"X3";"X2";"X8";"X24";"X5";"X18";"X26";"X12";"X17";"X23"
17;22;10;4;15;7;21;26;8;18;16;6;20;11;1;5;25;2;13;24;9;14;3;12;19;23;1;5969187
1;5969187;17;22;10;4;15;7;21;26;8;18;16;6;20;11;1;5;25;2;13;24;9;14;3;12;19;23
17;22;10;4;15;7;21;26;8;18;16;6;20;11;1;5;12;2;13;24;9;14;3;25;19;23;1;5927662
1;5927662;17;22;10;4;15;7;21;26;8;18;16;6;20;11;1;5;12;2;13;24;9;14;3;25;19;23
17;22;10;4;15;7;21;26;8;18;16;6;20;11;1;5;2;12;13;24;9;14;3;25;19;23;1;5919797
1;5919797;17;22;10;4;15;7;21;26;8;18;16;6;20;11;1;5;2;12;13;24;9;14;3;25;19;23
17;22;10;4;15;7;8;26;21;18;16;6;20;11;1;5;2;12;13;24;9;14;3;25;19;23;1;5923735
1;5923735;17;22;10;4;15;7;8;26;21;18;16;6;20;11;1;5;2;12;13;24;9;14;3;25;19;23
17;22;10;4;15;7;8;26;21;18;16;23;20;11;1;5;2;12;13;24;9;14;3;25;19;6;1;5939189
1;5939189;17;22;10;4;15;7;8;26;21;18;16;23;20;11;1;5;2;12;13;24;9;14;3;25;19;6
17;2;10;4;15;7;8;26;21;18;16;23;20;11;1;5;22;12;13;24;9;14;3;25;19;6;1;5923171
1;5923171;17;2;10;4;15;7;8;26;21;18;16;23;20;11;1;5;22;12;13;24;9;14;3;25;19;6
17;12;10;4;15;7;8;26;21;18;16;23;20;11;1;5;22;2;13;24;9;14;3;25;19;6;1;5976203
1;5976203;17;12;10;4;15;7;8;26;21;18;16;23;20;11;1;5;22;2;13;24;9;14;3;25;19;6
17;12;10;20;15;7;8;26;21;18;16;23;4;11;1;5;22;2;13;24;9;14;3;25;19;6;1;5998615
1;5998615;17;12;10;20;15;7;8;26;21;18;16;23;4;11;1;5;22;2;13;24;9;14;3;25;19;6
17;12;10;20;14;7;8;26;21;18;16;23;4;11;1;5;22;2;13;24;9;15;3;25;19;6;1;5962213
1;5962213;17;12;10;20;14;7;8;26;21;18;16;23;4;11;1;5;22;2;13;24;9;15;3;25;19;6
17;12;10;20;14;7;9;26;21;18;16;23;4;11;1;5;22;2;13;24;8;15;3;25;19;6;1;6019749
2;6019749;17;12;10;20;14;7;9;26;21;18;16;23;4;11;1;5;22;2;13;24;8;15;3;25;19;6
17;12;10;20;14;7;9;26;21;18;16;25;4;11;1;5;22;2;13;24;8;15;3;23;19;6;2;6025047
2;6025047;17;12;10;20;14;7;9;26;21;18;16;25;4;11;1;5;22;2;13;24;8;15;3;23;19;6
17;12;18;20;14;7;9;26;21;10;16;25;4;11;1;5;22;2;13;24;8;15;3;23;19;6;2;6000699
2;6000699;17;12;18;20;14;7;9;26;21;10;16;25;4;11;1;5;22;2;13;24;8;15;3;23;19;6
17;12;7;20;14;18;9;26;21;10;16;25;4;11;1;5;22;2;13;24;8;15;3;23;19;6;2;6004192
2;6004192;17;12;7;20;14;18;9;26;21;10;16;25;4;11;1;5;22;2;13;24;8;15;3;23;19;6
17;12;7;22;14;18;9;26;21;10;16;25;4;11;1;5;20;2;13;24;8;15;3;23;19;6;2;6067265
2;6067265;17;12;7;22;14;18;9;26;21;10;16;25;4;11;1;5;20;2;13;24;8;15;3;23;19;6
17;12;7;13;14;18;9;26;21;10;16;25;4;11;1;5;20;2;22;24;8;15;3;23;19;6;2;6062247
2;6062247;17;12;7;13;14;18;9;26;21;10;16;25;4;11;1;5;20;2;22;24;8;15;3;23;19;6
17;23;7;13;14;18;9;26;21;10;16;25;4;11;1;5;20;2;22;24;8;15;3;12;19;6;2;6071300
2;6071300;17;23;7;13;14;18;9;26;21;10;16;25;4;11;1;5;20;2;22;24;8;15;3;12;19;6
17;25;7;13;14;18;9;26;21;10;16;23;4;11;1;5;20;2;22;24;8;15;3;12;19;6;2;6069305
2;6069305;17;25;7;13;14;18;9;26;21;10;16;23;4;11;1;5;20;2;22;24;8;15;3;12;19;6
17;25;7;13;14;18;9;26;21;10;16;23;4;6;1;5;20;2;22;24;8;15;3;12;19;11;2;6059547
2;6059547;17;25;7;13;14;18;9;26;21;10;16;23;4;6;1;5;20;2;22;24;8;15;3;12;19;11
17;25;7;13;14;3;9;26;21;10;16;23;4;6;1;5;20;2;22;24;8;15;18;12;19;11;2;5987441
2;5987441;17;25;7;13;14;3;9;26;21;10;16;23;4;6;1;5;20;2;22;24;8;15;18;12;19;11
17;25;19;13;14;3;9;26;21;10;16;23;4;6;1;5;20;2;22;24;8;15;18;12;7;11;2;5891076
2;5891076;17;25;19;13;14;3;9;26;21;10;16;23;4;6;1;5;20;2;22;24;8;15;18;12;7;11
17;25;19;13;14;3;9;26;21;16;10;23;4;6;1;5;20;2;22;24;8;15;18;12;7;11;2;5880995
2;5880995;17;25;19;13;14;3;9;26;21;16;10;23;4;6;1;5;20;2;22;24;8;15;18;12;7;11
17;25;19;13;14;3;9;26;21;10;16;23;4;6;1;5;20;2;22;24;8;15;18;12;7;11;2;5891076
2;5891076;17;25;19;13;14;3;9;26;21;10;16;23;4;6;1;5;20;2;22;24;8;15;18;12;7;11
17;25;19;13;14;3;9;26;21;10;16;23;4;6;1;5;20;2;22;24;11;15;18;12;7;8;2;5989735
2;5989735;17;25;19;13;14;3;9;26;21;10;16;23;4;6;1;5;20;2;22;24;11;15;18;12;7;8
17;25;19;13;14;3;9;26;21;10;16;23;22;6;1;5;20;2;4;24;11;15;18;12;7;8;2;6031429
2;6031429;17;25;19;13;14;3;9;26;21;10;16;23;22;6;1;5;20;2;4;24;11;15;18;12;7;8
17;25;19;13;14;3;9;26;21;10;18;23;22;6;1;5;20;2;4;24;11;15;16;12;7;8;2;5996470
2;5996470;17;25;19;13;14;3;9;26;21;10;18;23;22;6;1;5;20;2;4;24;11;15;16;12;7;8
17;25;19;13;14;3;9;26;21;10;18;23;24;6;1;5;20;2;4;22;11;15;16;12;7;8;2;5998281
2;5998281;17;25;19;13;14;3;9;26;21;10;18;23;24;6;1;5;20;2;4;22;11;15;16;12;7;8
17;14;19;13;25;3;9;26;21;10;18;23;24;6;1;5;20;2;4;22;11;15;16;12;7;8;2;5997266
2;5997266;17;14;19;13;25;3;9;26;21;10;18;23;24;6;1;5;20;2;4;22;11;15;16;12;7;8
17;14;19;13;25;3;9;12;21;10;18;23;24;6;1;5;20;2;4;22;11;15;16;26;7;8;2;5989606
2;5989606;17;14;19;13;25;3;9;12;21;10;18;23;24;6;1;5;20;2;4;22;11;15;16;26;7;8
17;14;19;13;25;3;23;12;21;10;18;9;24;6;1;5;20;2;4;22;11;15;16;26;7;8;2;5890033
2;5890033;17;14;19;13;25;3;23;12;21;10;18;9;24;6;1;5;20;2;4;22;11;15;16;26;7;8
17;14;19;13;23;3;25;12;21;10;18;9;24;6;1;5;20;2;4;22;11;15;16;26;7;8;2;5886556
3;5886556;17;14;19;13;23;3;25;12;21;10;18;9;24;6;1;5;20;2;4;22;11;15;16;26;7;8
17;14;19;13;23;3;25;12;21;10;18;1;24;6;9;5;20;2;4;22;11;15;16;26;7;8;3;5896448
3;5896448;17;14;19;13;23;3;25;12;21;10;18;1;24;6;9;5;20;2;4;22;11;15;16;26;7;8
17;14;19;24;23;3;25;12;21;10;18;1;13;6;9;5;20;2;4;22;11;15;16;26;7;8;3;5880965
3;5880965;17;14;19;24;23;3;25;12;21;10;18;1;13;6;9;5;20;2;4;22;11;15;16;26;7;8
17;14;19;24;23;3;25;12;21;10;18;1;13;6;9;5;20;11;4;22;2;15;16;26;7;8;3;5864158
3;5864158;17;14;19;24;23;3;25;12;21;10;18;1;13;6;9;5;20;11;4;22;2;15;16;26;7;8
17;14;19;24;23;3;25;12;21;10;18;1;13;6;8;5;20;11;4;22;2;15;16;26;7;9;3;5830248
3;5830248;17;14;19;24;23;3;25;12;21;10;18;1;13;6;8;5;20;11;4;22;2;15;16;26;7;9
17;14;19;24;23;3;25;13;21;10;18;1;12;6;8;5;20;11;4;22;2;15;16;26;7;9;3;5818739
3;5818739;17;14;19;24;23;3;25;13;21;10;18;1;12;6;8;5;20;11;4;22;2;15;16;26;7;9
17;14;19;24;23;3;25;11;21;10;18;1;12;6;8;5;20;13;4;22;2;15;16;26;7;9;3;5811470
3;5811470;17;14;19;24;23;3;25;11;21;10;18;1;12;6;8;5;20;13;4;22;2;15;16;26;7;9
17;14;19;24;23;3;25;11;21;10;18;26;12;6;8;5;20;13;4;22;2;15;16;1;7;9;3;5862433
3;5862433;17;14;19;24;23;3;25;11;21;10;18;26;12;6;8;5;20;13;4;22;2;15;16;1;7;9
17;14;19;24;23;3;25;11;21;10;1;26;12;6;8;5;20;13;4;22;2;15;16;18;7;9;3;5846748
3;5846748;17;14;19;24;23;3;25;11;21;10;1;26;12;6;8;5;20;13;4;22;2;15;16;18;7;9
17;14;19;24;23;3;25;10;21;11;1;26;12;6;8;5;20;13;4;22;2;15;16;18;7;9;3;5846728
3;5846728;17;14;19;24;23;3;25;10;21;11;1;26;12;6;8;5;20;13;4;22;2;15;16;18;7;9
17;14;19;24;23;3;25;10;21;11;1;26;7;6;8;5;20;13;4;22;2;15;16;18;12;9;3;5853348
3;5853348;17;14;19;24;23;3;25;10;21;11;1;26;7;6;8;5;20;13;4;22;2;15;16;18;12;9
17;14;19;24;23;3;25;10;21;26;1;11;7;6;8;5;20;13;4;22;2;15;16;18;12;9;3;5863888
3;5863888;17;14;19;24;23;3;25;10;21;26;1;11;7;6;8;5;20;13;4;22;2;15;16;18;12;9
17;14;19;24;23;2;25;10;21;26;1;11;7;6;8;5;20;13;4;22;3;15;16;18;12;9;3;5929240
3;5929240;17;14;19;24;23;2;25;10;21;26;1;11;7;6;8;5;20;13;4;22;3;15;16;18;12;9
17;14;19;24;23;2;10;25;21;26;1;11;7;6;8;5;20;13;4;22;3;15;16;18;12;9;3;5930177
3;5930177;17;14;19;24;23;2;10;25;21;26;1;11;7;6;8;5;20;13;4;22;3;15;16;18;12;9
23;14;19;24;17;2;10;25;21;26;1;11;7;6;8;5;20;13;4;22;3;15;16;18;12;9;3;5934753
3;5934753;23;14;19;24;17;2;10;25;21;26;1;11;7;6;8;5;20;13;4;22;3;15;16;18;12;9
23;14;19;24;17;2;10;25;21;26;1;11;7;6;8;5;4;13;20;22;3;15;16;18;12;9;3;5921098
3;5921098;23;14;19;24;17;2;10;25;21;26;1;11;7;6;8;5;4;13;20;22;3;15;16;18;12;9
23;14;19;24;17;2;10;25;21;26;1;11;7;15;8;5;4;13;20;22;3;6;16;18;12;9;3;5886471
3;5886471;23;14;19;24;17;2;10;25;21;26;1;11;7;15;8;5;4;13;20;22;3;6;16;18;12;9
23;14;4;24;17;2;10;25;21;26;1;11;7;15;8;5;19;13;20;22;3;6;16;18;12;9;3;5853086
3;5853086;23;14;4;24;17;2;10;25;21;26;1;11;7;15;8;5;19;13;20;22;3;6;16;18;12;9
23;14;4;24;17;2;10;25;21;26;1;11;7;15;8;6;19;13;20;22;3;5;16;18;12;9;3;6048251
3;6048251;23;14;4;24;17;2;10;25;21;26;1;11;7;15;8;6;19;13;20;22;3;5;16;18;12;9
9;14;4;24;17;2;10;25;21;26;1;11;7;15;8;6;19;13;20;22;3;5;16;18;12;23;3;6127732
3;6127732;9;14;4;24;17;2;10;25;21;26;1;11;7;15;8;6;19;13;20;22;3;5;16;18;12;23
9;14;4;24;17;2;10;15;21;26;1;11;7;25;8;6;19;13;20;22;3;5;16;18;12;23;3;6117725
4;6117725;9;14;4;24;17;2;10;15;21;26;1;11;7;25;8;6;19;13;20;22;3;5;16;18;12;23
9;10;4;24;17;2;14;15;21;26;1;11;7;25;8;6;19;13;20;22;3;5;16;18;12;23;4;6006520
4;6006520;9;10;4;24;17;2;14;15;21;26;1;11;7;25;8;6;19;13;20;22;3;5;16;18;12;23
9;10;4;24;17;2;14;15;21;26;1;11;7;22;8;6;19;13;20;25;3;5;16;18;12;23;4;6001264
4;6001264;9;10;4;24;17;2;14;15;21;26;1;11;7;22;8;6;19;13;20;25;3;5;16;18;12;23
9;10;4;24;17;2;14;1;21;26;15;11;7;22;8;6;19;13;20;25;3;5;16;18;12;23;4;6045687
4;6045687;9;10;4;24;17;2;14;1;21;26;15;11;7;22;8;6;19;13;20;25;3;5;16;18;12;23
9;10;4;24;17;2;14;1;21;26;15;11;22;7;8;6;19;13;20;25;3;5;16;18;12;23;4;6043265
4;6043265;9;10;4;24;17;2;14;1;21;26;15;11;22;7;8;6;19;13;20;25;3;5;16;18;12;23
9;10;4;24;17;2;14;1;21;26;15;11;22;7;8;6;19;18;20;25;3;5;16;13;12;23;4;5933676
4;5933676;9;10;4;24;17;2;14;1;21;26;15;11;22;7;8;6;19;18;20;25;3;5;16;13;12;23
9;10;4;24;17;8;14;1;21;26;15;11;22;7;2;6;19;18;20;25;3;5;16;13;12;23;4;5899704
4;5899704;9;10;4;24;17;8;14;1;21;26;15;11;22;7;2;6;19;18;20;25;3;5;16;13;12;23
9;10;4;24;17;8;14;1;21;26;15;11;22;7;2;6;19;18;20;25;3;5;13;16;12;23;4;5899704
4;5899704;9;10;4;24;17;8;14;1;21;26;15;11;22;7;2;6;19;18;20;25;3;5;13;16;12;23
9;10;4;24;17;8;16;1;21;26;15;11;22;7;2;6;19;18;20;25;3;5;13;14;12;23;4;6054353
4;6054353;9;10;4;24;17;8;16;1;21;26;15;11;22;7;2;6;19;18;20;25;3;5;13;14;12;23
9;10;4;24;17;8;16;1;21;26;14;11;22;7;2;6;19;18;20;25;3;5;13;15;12;23;4;5954552
4;5954552;9;10;4;24;17;8;16;1;21;26;14;11;22;7;2;6;19;18;20;25;3;5;13;15;12;23
9;10;4;24;17;25;16;1;21;26;14;11;22;7;2;6;19;18;20;8;3;5;13;15;12;23;4;6043185
4;6043185;9;10;4;24;17;25;16;1;21;26;14;11;22;7;2;6;19;18;20;8;3;5;13;15;12;23
9;10;4;24;17;25;14;1;21;26;16;11;22;7;2;6;19;18;20;8;3;5;13;15;12;23;4;6002441
4;6002441;9;10;4;24;17;25;14;1;21;26;16;11;22;7;2;6;19;18;20;8;3;5;13;15;12;23
8;10;4;24;17;25;14;1;21;26;16;11;22;7;2;6;19;18;20;9;3;5;13;15;12;23;4;6009455
4;6009455;8;10;4;24;17;25;14;1;21;26;16;11;22;7;2;6;19;18;20;9;3;5;13;15;12;23
8;10;24;4;17;25;14;1;21;26;16;11;22;7;2;6;19;18;20;9;3;5;13;15;12;23;4;5976949
4;5976949;8;10;24;4;17;25;14;1;21;26;16;11;22;7;2;6;19;18;20;9;3;5;13;15;12;23
8;10;24;4;17;25;14;1;21;26;16;15;22;7;2;6;19;18;20;9;3;5;13;11;12;23;4;5951638
4;5951638;8;10;24;4;17;25;14;1;21;26;16;15;22;7;2;6;19;18;20;9;3;5;13;11;12;23
8;10;24;4;17;25;14;1;21;26;16;15;13;7;2;6;19;18;20;9;3;5;22;11;12;23;4;5936350
4;5936350;8;10;24;4;17;25;14;1;21;26;16;15;13;7;2;6;19;18;20;9;3;5;22;11;12;23
8;15;24;4;17;25;14;1;21;26;16;10;13;7;2;6;19;18;20;9;3;5;22;11;12;23;4;5960178
4;5960178;8;15;24;4;17;25;14;1;21;26;16;10;13;7;2;6;19;18;20;9;3;5;22;11;12;23
8;15;24;4;17;25;14;1;21;26;9;10;13;7;2;6;19;18;20;16;3;5;22;11;12;23;4;5867415
4;5867415;8;15;24;4;17;25;14;1;21;26;9;10;13;7;2;6;19;18;20;16;3;5;22;11;12;23
8;15;24;4;17;25;14;1;21;2;9;10;13;7;26;6;19;18;20;16;3;5;22;11;12;23;4;5845925
4;5845925;8;15;24;4;17;25;14;1;21;2;9;10;13;7;26;6;19;18;20;16;3;5;22;11;12;23
8;15;24;4;17;25;14;1;21;2;9;10;6;7;26;13;19;18;20;16;3;5;22;11;12;23;4;5837968
4;5837968;8;15;24;4;17;25;14;1;21;2;9;10;6;7;26;13;19;18;20;16;3;5;22;11;12;23
8;15;24;4;17;25;14;1;21;2;9;10;6;7;26;13;19;3;20;16;18;5;22;11;12;23;4;5927826
5;5927826;8;15;24;4;17;25;14;1;21;2;9;10;6;7;26;13;19;3;20;16;18;5;22;11;12;23
8;15;24;4;17;25;14;1;21;2;9;10;6;7;26;19;13;3;20;16;18;5;22;11;12;23;5;5937407
5;5937407;8;15;24;4;17;25;14;1;21;2;9;10;6;7;26;19;13;3;20;16;18;5;22;11;12;23
8;15;24;4;17;25;14;1;21;2;9;10;6;7;26;19;13;3;20;16;18;5;11;22;12;23;5;5937407
5;5937407;8;15;24;4;17;25;14;1;21;2;9;10;6;7;26;19;13;3;20;16;18;5;11;22;12;23
15;8;24;4;17;25;14;1;21;2;9;10;6;7;26;19;13;3;20;16;18;5;11;22;12;23;5;5932007
5;5932007;15;8;24;4;17;25;14;1;21;2;9;10;6;7;26;19;13;3;20;16;18;5;11;22;12;23
15;8;11;4;17;25;14;1;21;2;9;10;6;7;26;19;13;3;20;16;18;5;24;22;12;23;5;5933336
5;5933336;15;8;11;4;17;25;14;1;21;2;9;10;6;7;26;19;13;3;20;16;18;5;24;22;12;23
15;8;11;4;17;25;18;1;21;2;9;10;6;7;26;19;13;3;20;16;14;5;24;22;12;23;5;5950405
5;5950405;15;8;11;4;17;25;18;1;21;2;9;10;6;7;26;19;13;3;20;16;14;5;24;22;12;23
15;8;11;4;17;25;18;1;21;2;9;24;6;7;26;19;13;3;20;16;14;5;10;22;12;23;5;5949841
5;5949841;15;8;11;4;17;25;18;1;21;2;9;24;6;7;26;19;13;3;20;16;14;5;10;22;12;23
15;8;11;4;12;25;18;1;21;2;9;24;6;7;26;19;13;3;20;16;14;5;10;22;17;23;5;5957523
5;5957523;15;8;11;4;12;25;18;1;21;2;9;24;6;7;26;19;13;3;20;16;14;5;10;22;17;23
15;8;11;4;22;25;18;1;21;2;9;24;6;7;26;19;13;3;20;16;14;5;10;12;17;23;5;5975004
5;5975004;15;8;11;4;22;25;18;1;21;2;9;24;6;7;26;19;13;3;20;16;14;5;10;12;17;23
15;8;11;4;22;25;18;1;21;2;9;24;6;7;10;19;13;3;20;16;14;5;26;12;17;23;5;5977846
5;5977846;15;8;11;4;22;25;18;1;21;2;9;24;6;7;10;19;13;3;20;16;14;5;26;12;17;23
15;10;11;4;22;25;18;1;21;2;9;24;6;7;8;19;13;3;20;16;14;5;26;12;17;23;5;5974265
5;5974265;15;10;11;4;22;25;18;1;21;2;9;24;6;7;8;19;13;3;20;16;14;5;26;12;17;23
15;10;11;4;22;25;18;1;21;2;9;24;6;5;8;19;13;3;20;16;14;7;26;12;17;23;5;5860642
5;5860642;15;10;11;4;22;25;18;1;21;2;9;24;6;5;8;19;13;3;20;16;14;7;26;12;17;23
15;10;11;7;22;25;18;1;21;2;9;24;6;5;8;19;13;3;20;16;14;4;26;12;17;23;5;5843630
5;5843630;15;10;11;7;22;25;18;1;21;2;9;24;6;5;8;19;13;3;20;16;14;4;26;12;17;23
15;19;11;7;22;25;18;1;21;2;9;24;6;5;8;10;13;3;20;16;14;4;26;12;17;23;5;5882442
5;5882442;15;19;11;7;22;25;18;1;21;2;9;24;6;5;8;10;13;3;20;16;14;4;26;12;17;23
15;19;11;7;22;25;18;1;13;2;9;24;6;5;8;10;21;3;20;16;14;4;26;12;17;23;5;5869749
5;5869749;15;19;11;7;22;25;18;1;13;2;9;24;6;5;8;10;21;3;20;16;14;4;26;12;17;23
15;19;11;7;22;25;18;1;13;2;26;24;6;5;8;10;21;3;20;16;14;4;9;12;17;23;5;6015480
5;6015480;15;19;11;7;22;25;18;1;13;2;26;24;6;5;8;10;21;3;20;16;14;4;9;12;17;23
15;4;11;7;22;25;18;1;13;2;26;24;6;5;8;10;21;3;20;16;14;19;9;12;17;23;5;6047028
5;6047028;15;4;11;7;22;25;18;1;13;2;26;24;6;5;8;10;21;3;20;16;14;19;9;12;17;23
16;4;11;7;22;25;18;1;13;2;26;24;6;5;8;10;21;3;20;15;14;19;9;12;17;23;5;6057912
5;6057912;16;4;11;7;22;25;18;1;13;2;26;24;6;5;8;10;21;3;20;15;14;19;9;12;17;23
16;4;11;7;22;25;14;1;13;2;26;24;6;5;8;10;21;3;20;15;18;19;9;12;17;23;5;6010314
5;6010314;16;4;11;7;22;25;14;1;13;2;26;24;6;5;8;10;21;3;20;15;18;19;9;12;17;23
16;4;11;7;22;25;14;1;13;2;26;24;6;20;8;10;21;3;5;15;18;19;9;12;17;23;5;5863267
5;5863267;16;4;11;7;22;25;14;1;13;2;26;24;6;20;8;10;21;3;5;15;18;19;9;12;17;23
16;4;11;7;14;25;22;1;13;2;26;24;6;20;8;10;21;3;5;15;18;19;9;12;17;23;5;5892244
6;5892244;16;4;11;7;14;25;22;1;13;2;26;24;6;20;8;10;21;3;5;15;18;19;9;12;17;23
16;26;11;7;14;25;22;1;13;2;4;24;6;20;8;10;21;3;5;15;18;19;9;12;17;23;6;5864578
6;5864578;16;26;11;7;14;25;22;1;13;2;4;24;6;20;8;10;21;3;5;15;18;19;9;12;17;23
16;26;11;7;14;25;9;1;13;2;4;24;6;20;8;10;21;3;5;15;18;19;22;12;17;23;6;5699549
6;5699549;16;26;11;7;14;25;9;1;13;2;4;24;6;20;8;10;21;3;5;15;18;19;22;12;17;23
16;26;11;7;14;25;9;1;13;2;4;24;6;19;8;10;21;3;5;15;18;20;22;12;17;23;6;5741638
6;5741638;16;26;11;7;14;25;9;1;13;2;4;24;6;19;8;10;21;3;5;15;18;20;22;12;17;23
16;26;11;7;14;25;9;1;13;2;19;24;6;4;8;10;21;3;5;15;18;20;22;12;17;23;6;5735285
6;5735285;16;26;11;7;14;25;9;1;13;2;19;24;6;4;8;10;21;3;5;15;18;20;22;12;17;23
16;26;11;7;14;25;9;1;13;12;19;24;6;4;8;10;21;3;5;15;18;20;22;2;17;23;6;5732949
6;5732949;16;26;11;7;14;25;9;1;13;12;19;24;6;4;8;10;21;3;5;15;18;20;22;2;17;23
16;26;11;7;14;25;9;1;13;21;19;24;6;4;8;10;12;3;5;15;18;20;22;2;17;23;6;5735806
6;5735806;16;26;11;7;14;25;9;1;13;21;19;24;6;4;8;10;12;3;5;15;18;20;22;2;17;23
16;26;11;7;14;25;9;1;13;21;19;3;6;4;8;10;12;24;5;15;18;20;22;2;17;23;6;5773771
6;5773771;16;26;11;7;14;25;9;1;13;21;19;3;6;4;8;10;12;24;5;15;18;20;22;2;17;23
16;26;11;7;14;25;9;1;13;21;19;3;6;4;8;10;12;24;17;15;18;20;22;2;5;23;6;5922848
6;5922848;16;26;11;7;14;25;9;1;13;21;19;3;6;4;8;10;12;24;17;15;18;20;22;2;5;23
16;26;11;7;14;25;9;1;13;21;19;3;6;4;8;10;12;15;17;24;18;20;22;2;5;23;6;5841596
6;5841596;16;26;11;7;14;25;9;1;13;21;19;3;6;4;8;10;12;15;17;24;18;20;22;2;5;23
16;26;11;7;14;25;9;1;13;21;4;3;6;19;8;10;12;15;17;24;18;20;22;2;5;23;6;5847767
6;5847767;16;26;11;7;14;25;9;1;13;21;4;3;6;19;8;10;12;15;17;24;18;20;22;2;5;23
16;26;11;7;14;25;9;1;13;19;4;3;6;21;8;10;12;15;17;24;18;20;22;2;5;23;6;5892570
6;5892570;16;26;11;7;14;25;9;1;13;19;4;3;6;21;8;10;12;15;17;24;18;20;22;2;5;23
16;26;11;7;14;25;9;8;13;19;4;3;6;21;1;10;12;15;17;24;18;20;22;2;5;23;6;5937619
6;5937619;16;26;11;7;14;25;9;8;13;19;4;3;6;21;1;10;12;15;17;24;18;20;22;2;5;23
19;26;11;7;14;25;9;8;13;16;4;3;6;21;1;10;12;15;17;24;18;20;22;2;5;23;6;5935232
6;5935232;19;26;11;7;14;25;9;8;13;16;4;3;6;21;1;10;12;15;17;24;18;20;22;2;5;23
19;26;11;7;14;25;9;8;13;16;21;3;6;4;1;10;12;15;17;24;18;20;22;2;5;23;6;5921246
6;5921246;19;26;11;7;14;25;9;8;13;16;21;3;6;4;1;10;12;15;17;24;18;20;22;2;5;23
19;26;11;7;14;25;9;8;13;16;21;3;6;4;1;10;12;15;17;24;18;20;22;5;2;23;6;6239600
6;6239600;19;26;11;7;14;25;9;8;13;16;21;3;6;4;1;10;12;15;17;24;18;20;22;5;2;23
18;26;11;7;14;25;9;8;13;16;21;3;6;4;1;10;12;15;17;24;19;20;22;5;2;23;6;6237532
6;6237532;18;26;11;7;14;25;9;8;13;16;21;3;6;4;1;10;12;15;17;24;19;20;22;5;2;23
18;9;11;7;14;25;26;8;13;16;21;3;6;4;1;10;12;15;17;24;19;20;22;5;2;23;6;6417521
6;6417521;18;9;11;7;14;25;26;8;13;16;21;3;6;4;1;10;12;15;17;24;19;20;22;5;2;23
18;9;11;7;1;25;26;8;13;16;21;3;6;4;14;10;12;15;17;24;19;20;22;5;2;23;6;6337069
6;6337069;18;9;11;7;1;25;26;8;13;16;21;3;6;4;14;10;12;15;17;24;19;20;22;5;2;23
