"X1";"X51606";"X10";"X11";"X1.1";"X6";"X7";"X2";"X3";"X9";"X5";"X8";"X12";"X4"
2;49280;8;4;10;6;11;12;7;5;1;9;2;3
8;11;10;6;4;12;7;5;1;9;2;3;2;35138
2;35138;8;11;10;6;4;12;7;5;1;9;2;3
8;11;10;6;4;12;5;7;1;9;2;3;2;27366
2;27366;8;11;10;6;4;12;5;7;1;9;2;3
8;11;10;6;4;5;12;7;1;9;2;3;2;28646
2;28646;8;11;10;6;4;5;12;7;1;9;2;3
8;11;2;6;4;5;12;7;1;9;10;3;2;26872
2;26872;8;11;2;6;4;5;12;7;1;9;10;3
3;11;2;6;4;5;12;7;1;9;10;8;2;32240
2;26872;8;11;2;6;4;5;12;7;1;9;10;3
8;11;2;6;4;5;3;7;1;9;10;12;2;26132
2;26132;8;11;2;6;4;5;3;7;1;9;10;12
8;11;12;6;4;5;3;7;1;9;10;2;2;26024
2;26024;8;11;12;6;4;5;3;7;1;9;10;2
8;11;10;6;4;5;3;7;1;9;12;2;2;28252
2;28252;8;11;10;6;4;5;3;7;1;9;12;2
8;11;10;6;4;5;3;9;1;7;12;2;2;29578
2;29578;8;11;10;6;4;5;3;9;1;7;12;2
8;11;10;7;4;5;3;9;1;6;12;2;2;33514
2;33514;8;11;10;7;4;5;3;9;1;6;12;2
8;11;10;7;4;3;5;9;1;6;12;2;2;39788
2;39788;8;11;10;7;4;3;5;9;1;6;12;2
8;11;10;7;4;3;5;6;1;9;12;2;2;37766
2;37766;8;11;10;7;4;3;5;6;1;9;12;2
8;11;10;12;4;3;5;6;1;9;7;2;2;32640
2;32640;8;11;10;12;4;3;5;6;1;9;7;2
8;11;10;12;4;6;5;3;1;9;7;2;2;29348
2;29348;8;11;10;12;4;6;5;3;1;9;7;2
8;7;10;12;4;6;5;3;1;9;11;2;2;60630
2;29348;8;11;10;12;4;6;5;3;1;9;7;2
8;11;10;12;4;6;5;7;1;9;3;2;2;23830
2;23830;8;11;10;12;4;6;5;7;1;9;3;2
8;11;2;12;4;6;5;7;1;9;3;10;2;31752
2;31752;8;11;2;12;4;6;5;7;1;9;3;10
5;11;2;12;4;6;8;7;1;9;3;10;2;33942
2;33942;5;11;2;12;4;6;8;7;1;9;3;10
5;11;2;12;4;6;9;7;1;8;3;10;2;37074
3;33942;5;11;2;12;4;6;8;7;1;9;3;10
5;11;2;12;4;6;8;7;9;1;3;10;3;26274
3;26274;5;11;2;12;4;6;8;7;9;1;3;10
5;11;12;2;4;6;8;7;9;1;3;10;3;26966
3;26966;5;11;12;2;4;6;8;7;9;1;3;10
5;11;12;2;4;6;8;10;9;1;3;7;3;29478
3;29478;5;11;12;2;4;6;8;10;9;1;3;7
5;8;12;2;4;6;11;10;9;1;3;7;3;40254
3;40254;5;8;12;2;4;6;11;10;9;1;3;7
7;8;12;2;4;6;11;10;9;1;3;5;3;46092
3;46092;7;8;12;2;4;6;11;10;9;1;3;5
7;8;12;2;5;6;11;10;9;1;3;4;3;40124
3;40124;7;8;12;2;5;6;11;10;9;1;3;4
7;8;11;2;5;6;12;10;9;1;3;4;3;39992
3;39992;7;8;11;2;5;6;12;10;9;1;3;4
7;5;11;2;8;6;12;10;9;1;3;4;3;34244
3;34244;7;5;11;2;8;6;12;10;9;1;3;4
5;7;11;2;8;6;12;10;9;1;3;4;3;36972
3;36972;5;7;11;2;8;6;12;10;9;1;3;4
5;7;11;2;8;6;12;10;1;9;3;4;3;46008
3;46008;5;7;11;2;8;6;12;10;1;9;3;4
5;7;11;2;10;6;12;8;1;9;3;4;3;39290
3;39290;5;7;11;2;10;6;12;8;1;9;3;4
5;3;11;2;10;6;12;8;1;9;7;4;3;37756
3;37756;5;3;11;2;10;6;12;8;1;9;7;4
5;3;11;2;1;6;12;8;10;9;7;4;3;41534
3;41534;5;3;11;2;1;6;12;8;10;9;7;4
5;3;11;2;8;6;12;1;10;9;7;4;3;46666
3;46666;5;3;11;2;8;6;12;1;10;9;7;4
5;3;11;2;8;6;12;1;7;9;10;4;3;46750
3;46750;5;3;11;2;8;6;12;1;7;9;10;4
5;3;11;2;8;6;12;7;1;9;10;4;3;38922
3;38922;5;3;11;2;8;6;12;7;1;9;10;4
5;3;11;2;7;6;12;8;1;9;10;4;3;37274
3;37274;5;3;11;2;7;6;12;8;1;9;10;4
5;3;11;2;7;6;12;8;4;9;10;1;3;42060
3;42060;5;3;11;2;7;6;12;8;4;9;10;1
5;7;11;2;3;6;12;8;4;9;10;1;3;41414
3;41414;5;7;11;2;3;6;12;8;4;9;10;1
5;6;11;2;3;7;12;8;4;9;10;1;3;52102
4;52102;5;6;11;2;3;7;12;8;4;9;10;1
5;10;11;2;3;7;12;8;4;9;6;1;4;26414
4;26414;5;10;11;2;3;7;12;8;4;9;6;1
5;10;11;2;3;8;12;7;4;9;6;1;4;26162
4;26162;5;10;11;2;3;8;12;7;4;9;6;1
5;10;6;2;3;8;12;7;4;9;11;1;4;32702
4;32702;5;10;6;2;3;8;12;7;4;9;11;1
5;12;6;2;3;8;10;7;4;9;11;1;4;56510
4;56510;5;12;6;2;3;8;10;7;4;9;11;1
5;12;6;2;3;8;9;7;4;10;11;1;4;46482
4;46482;5;12;6;2;3;8;9;7;4;10;11;1
8;12;6;2;3;5;9;7;4;10;11;1;4;50688
4;50688;8;12;6;2;3;5;9;7;4;10;11;1
3;12;6;2;8;5;9;7;4;10;11;1;4;48238
4;48238;3;12;6;2;8;5;9;7;4;10;11;1
3;12;6;2;8;5;9;7;1;10;11;4;4;49188
4;49188;3;12;6;2;8;5;9;7;1;10;11;4
3;4;6;2;8;5;9;7;1;10;11;12;4;47432
4;47432;3;4;6;2;8;5;9;7;1;10;11;12
3;4;10;2;8;5;9;7;1;6;11;12;4;57816
4;47432;3;4;6;2;8;5;9;7;1;10;11;12
3;4;6;2;7;5;9;8;1;10;11;12;4;45624
4;45624;3;4;6;2;7;5;9;8;1;10;11;12
3;4;6;12;7;5;9;8;1;10;11;2;4;42056
4;42056;3;4;6;12;7;5;9;8;1;10;11;2
3;6;4;12;7;5;9;8;1;10;11;2;4;48580
4;48580;3;6;4;12;7;5;9;8;1;10;11;2
3;6;7;12;4;5;9;8;1;10;11;2;4;47410
4;47410;3;6;7;12;4;5;9;8;1;10;11;2
3;6;7;12;4;5;2;8;1;10;11;9;4;48630
4;48630;3;6;7;12;4;5;2;8;1;10;11;9
3;6;8;12;4;5;2;7;1;10;11;9;4;51094
4;51094;3;6;8;12;4;5;2;7;1;10;11;9
3;6;8;12;7;5;2;4;1;10;11;9;4;60004
4;60004;3;6;8;12;7;5;2;4;1;10;11;9
3;6;9;12;7;5;2;4;1;10;11;8;4;53884
4;53884;3;6;9;12;7;5;2;4;1;10;11;8
3;12;9;6;7;5;2;4;1;10;11;8;4;51440
4;51440;3;12;9;6;7;5;2;4;1;10;11;8
3;12;8;6;7;5;2;4;1;10;11;9;4;57560
5;57560;3;12;8;6;7;5;2;4;1;10;11;9
3;10;8;6;7;5;2;4;1;12;11;9;5;51450
5;51450;3;10;8;6;7;5;2;4;1;12;11;9
3;10;8;6;7;5;2;4;1;9;11;12;5;42234
5;42234;3;10;8;6;7;5;2;4;1;9;11;12
3;10;8;6;7;5;11;4;1;9;2;12;5;38378
5;38378;3;10;8;6;7;5;11;4;1;9;2;12
3;10;12;6;7;5;11;4;1;9;2;8;5;40728
5;40728;3;10;12;6;7;5;11;4;1;9;2;8
3;10;12;6;1;5;11;4;7;9;2;8;5;39928
5;39928;3;10;12;6;1;5;11;4;7;9;2;8
3;10;12;6;1;5;11;4;9;7;2;8;5;44974
5;44974;3;10;12;6;1;5;11;4;9;7;2;8
3;10;12;6;5;1;11;4;9;7;2;8;5;41372
5;41372;3;10;12;6;5;1;11;4;9;7;2;8
3;1;12;6;5;10;11;4;9;7;2;8;5;40082
5;40082;3;1;12;6;5;10;11;4;9;7;2;8
3;1;12;6;5;10;8;4;9;7;2;11;5;41308
5;41308;3;1;12;6;5;10;8;4;9;7;2;11
3;1;10;6;5;12;8;4;9;7;2;11;5;50214
5;41308;3;1;12;6;5;10;8;4;9;7;2;11
3;1;12;6;5;10;8;4;9;2;7;11;5;40898
5;40898;3;1;12;6;5;10;8;4;9;2;7;11
3;7;12;6;5;10;8;4;9;2;1;11;5;43114
5;43114;3;7;12;6;5;10;8;4;9;2;1;11
3;7;9;6;5;10;8;4;12;2;1;11;5;40798
5;40798;3;7;9;6;5;10;8;4;12;2;1;11
3;9;7;6;5;10;8;4;12;2;1;11;5;54202
5;54202;3;9;7;6;5;10;8;4;12;2;1;11
3;9;7;6;5;10;8;11;12;2;1;4;5;59714
5;59714;3;9;7;6;5;10;8;11;12;2;1;4
3;9;7;6;2;10;8;11;12;5;1;4;5;55216
5;55216;3;9;7;6;2;10;8;11;12;5;1;4
3;9;7;6;2;1;8;11;12;5;10;4;5;57352
5;57352;3;9;7;6;2;1;8;11;12;5;10;4
3;5;7;6;2;1;8;11;12;9;10;4;5;45596
5;45596;3;5;7;6;2;1;8;11;12;9;10;4
3;5;7;9;2;1;8;11;12;6;10;4;5;34970
5;34970;3;5;7;9;2;1;8;11;12;6;10;4
3;5;7;9;2;11;8;1;12;6;10;4;5;37632
6;37632;3;5;7;9;2;11;8;1;12;6;10;4
3;5;2;9;7;11;8;1;12;6;10;4;6;37246
6;37246;3;5;2;9;7;11;8;1;12;6;10;4
3;5;10;9;7;11;8;1;12;6;2;4;6;30066
6;30066;3;5;10;9;7;11;8;1;12;6;2;4
3;5;10;1;7;11;8;9;12;6;2;4;6;24352
6;24352;3;5;10;1;7;11;8;9;12;6;2;4
3;1;10;5;7;11;8;9;12;6;2;4;6;37464
6;24352;3;5;10;1;7;11;8;9;12;6;2;4
3;5;10;1;7;11;8;9;2;6;12;4;6;24474
6;24474;3;5;10;1;7;11;8;9;2;6;12;4
3;5;10;1;7;6;8;9;2;11;12;4;6;39152
6;39152;3;5;10;1;7;6;8;9;2;11;12;4
3;5;10;1;7;6;8;12;2;11;9;4;6;35766
6;35766;3;5;10;1;7;6;8;12;2;11;9;4
7;5;10;1;3;6;8;12;2;11;9;4;6;31796
6;31796;7;5;10;1;3;6;8;12;2;11;9;4
7;12;10;1;3;6;8;5;2;11;9;4;6;27540
6;27540;7;12;10;1;3;6;8;5;2;11;9;4
7;12;10;1;4;6;8;5;2;11;9;3;6;25472
6;25472;7;12;10;1;4;6;8;5;2;11;9;3
7;12;2;1;4;6;8;5;10;11;9;3;6;33326
6;33326;7;12;2;1;4;6;8;5;10;11;9;3
7;5;2;1;4;6;8;12;10;11;9;3;6;33614
6;33614;7;5;2;1;4;6;8;12;10;11;9;3
7;5;2;1;9;6;8;12;10;11;4;3;6;31740
6;31740;7;5;2;1;9;6;8;12;10;11;4;3
7;5;2;1;9;4;8;12;10;11;6;3;6;37180
6;37180;7;5;2;1;9;4;8;12;10;11;6;3
7;5;2;1;8;4;9;12;10;11;6;3;6;39072
6;39072;7;5;2;1;8;4;9;12;10;11;6;3
7;5;2;1;8;10;9;12;4;11;6;3;6;23084
6;23084;7;5;2;1;8;10;9;12;4;11;6;3
7;5;2;1;8;10;9;12;11;4;6;3;6;32854
6;32854;7;5;2;1;8;10;9;12;11;4;6;3
7;5;2;1;8;3;9;12;11;4;6;10;6;33764
6;33764;7;5;2;1;8;3;9;12;11;4;6;10
4;5;2;1;8;3;9;12;11;7;6;10;6;34834
6;34834;4;5;2;1;8;3;9;12;11;7;6;10
4;5;2;9;8;3;1;12;11;7;6;10;6;35392
7;35392;4;5;2;9;8;3;1;12;11;7;6;10
4;5;2;11;8;3;1;12;9;7;6;10;7;39052
7;39052;4;5;2;11;8;3;1;12;9;7;6;10
4;5;2;11;8;3;9;12;1;7;6;10;7;40942
7;40942;4;5;2;11;8;3;9;12;1;7;6;10
8;5;2;11;4;3;9;12;1;7;6;10;7;27844
7;27844;8;5;2;11;4;3;9;12;1;7;6;10
8;5;2;11;4;12;9;3;1;7;6;10;7;44758
7;44758;8;5;2;11;4;12;9;3;1;7;6;10
8;5;7;11;4;12;9;3;1;2;6;10;7;49700
7;49700;8;5;7;11;4;12;9;3;1;2;6;10
8;5;7;11;2;12;9;3;1;4;6;10;7;43280
7;43280;8;5;7;11;2;12;9;3;1;4;6;10
8;5;7;11;2;3;9;12;1;4;6;10;7;43198
7;43198;8;5;7;11;2;3;9;12;1;4;6;10
5;8;7;11;2;3;9;12;1;4;6;10;7;52066
7;52066;5;8;7;11;2;3;9;12;1;4;6;10
2;8;7;11;5;3;9;12;1;4;6;10;7;64790
7;64790;2;8;7;11;5;3;9;12;1;4;6;10
2;8;11;7;5;3;9;12;1;4;6;10;7;63116
7;63116;2;8;11;7;5;3;9;12;1;4;6;10
2;8;11;7;12;3;9;5;1;4;6;10;7;59592
7;59592;2;8;11;7;12;3;9;5;1;4;6;10
2;8;11;12;7;3;9;5;1;4;6;10;7;59352
7;59352;2;8;11;12;7;3;9;5;1;4;6;10
2;8;7;12;11;3;9;5;1;4;6;10;7;62378
7;62378;2;8;7;12;11;3;9;5;1;4;6;10
5;8;7;12;11;3;9;2;1;4;6;10;7;38198
7;38198;5;8;7;12;11;3;9;2;1;4;6;10
5;8;7;12;11;10;9;2;1;4;6;3;7;26622
7;26622;5;8;7;12;11;10;9;2;1;4;6;3
5;9;7;12;11;10;8;2;1;4;6;3;7;46730
7;46730;5;9;7;12;11;10;8;2;1;4;6;3
5;9;8;12;11;10;7;2;1;4;6;3;7;48746
7;48746;5;9;8;12;11;10;7;2;1;4;6;3
6;9;8;12;11;10;7;2;1;4;5;3;7;39310
7;39310;6;9;8;12;11;10;7;2;1;4;5;3
6;9;12;8;11;10;7;2;1;4;5;3;7;36120
7;36120;6;9;12;8;11;10;7;2;1;4;5;3
6;9;12;8;11;10;4;2;1;7;5;3;7;40394
8;40394;6;9;12;8;11;10;4;2;1;7;5;3
8;9;12;6;11;10;4;2;1;7;5;3;8;43684
8;43684;8;9;12;6;11;10;4;2;1;7;5;3
8;9;12;4;11;10;6;2;1;7;5;3;8;40342
8;40342;8;9;12;4;11;10;6;2;1;7;5;3
8;9;12;4;11;10;7;2;1;6;5;3;8;48760
8;48760;8;9;12;4;11;10;7;2;1;6;5;3
8;9;12;5;11;10;7;2;1;6;4;3;8;46340
8;46340;8;9;12;5;11;10;7;2;1;6;4;3
1;9;12;5;11;10;7;2;8;6;4;3;8;57788
8;57788;1;9;12;5;11;10;7;2;8;6;4;3
1;9;12;5;11;10;8;2;7;6;4;3;8;60370
8;60370;1;9;12;5;11;10;8;2;7;6;4;3
1;9;12;5;11;10;4;2;7;6;8;3;8;62776
8;62776;1;9;12;5;11;10;4;2;7;6;8;3
1;9;12;5;6;10;4;2;7;11;8;3;8;65862
8;65862;1;9;12;5;6;10;4;2;7;11;8;3
1;9;12;5;6;10;4;7;2;11;8;3;8;61254
8;61254;1;9;12;5;6;10;4;7;2;11;8;3
5;9;12;1;6;10;4;7;2;11;8;3;8;59646
8;59646;5;9;12;1;6;10;4;7;2;11;8;3
5;9;12;1;6;10;4;7;3;11;8;2;8;60834
8;60834;5;9;12;1;6;10;4;7;3;11;8;2
12;9;5;1;6;10;4;7;3;11;8;2;8;51562
8;51562;12;9;5;1;6;10;4;7;3;11;8;2
3;9;5;1;6;10;4;7;12;11;8;2;8;61116
8;51562;12;9;5;1;6;10;4;7;3;11;8;2
12;9;5;8;6;10;4;7;3;11;1;2;8;50176
8;50176;12;9;5;8;6;10;4;7;3;11;1;2
5;9;12;8;6;10;4;7;3;11;1;2;8;58758
8;58758;5;9;12;8;6;10;4;7;3;11;1;2
5;9;12;8;6;11;4;7;3;10;1;2;8;43114
8;43114;5;9;12;8;6;11;4;7;3;10;1;2
5;1;12;8;6;11;4;7;3;10;9;2;8;42156
8;42156;5;1;12;8;6;11;4;7;3;10;9;2
7;1;12;8;6;11;4;5;3;10;9;2;8;39820
8;39820;7;1;12;8;6;11;4;5;3;10;9;2
7;12;1;8;6;11;4;5;3;10;9;2;8;35760
8;35760;7;12;1;8;6;11;4;5;3;10;9;2
7;8;1;12;6;11;4;5;3;10;9;2;8;41396
9;41396;7;8;1;12;6;11;4;5;3;10;9;2
7;8;1;12;6;11;4;3;5;10;9;2;9;50184
9;50184;7;8;1;12;6;11;4;3;5;10;9;2
7;8;10;12;6;11;4;3;5;1;9;2;9;49656
9;49656;7;8;10;12;6;11;4;3;5;1;9;2
7;8;10;12;6;11;4;3;1;5;9;2;9;45460
9;45460;7;8;10;12;6;11;4;3;1;5;9;2
7;8;10;12;6;11;4;9;1;5;3;2;9;56778
9;56778;7;8;10;12;6;11;4;9;1;5;3;2
7;8;10;12;6;11;4;3;1;5;9;2;9;45460
9;45460;7;8;10;12;6;11;4;3;1;5;9;2
7;8;10;12;6;3;4;11;1;5;9;2;9;53780
9;53780;7;8;10;12;6;3;4;11;1;5;9;2
11;8;10;12;6;3;4;7;1;5;9;2;9;31702
9;31702;11;8;10;12;6;3;4;7;1;5;9;2
11;8;10;12;6;3;4;1;7;5;9;2;9;39718
9;31702;11;8;10;12;6;3;4;7;1;5;9;2
11;8;10;12;6;1;4;7;3;5;9;2;9;25490
9;25490;11;8;10;12;6;1;4;7;3;5;9;2
11;8;12;10;6;1;4;7;3;5;9;2;9;29598
9;29598;11;8;12;10;6;1;4;7;3;5;9;2
2;8;12;10;6;1;4;7;3;5;9;11;9;38800
9;38800;2;8;12;10;6;1;4;7;3;5;9;11
2;8;9;10;6;1;4;7;3;5;12;11;9;35872
9;35872;2;8;9;10;6;1;4;7;3;5;12;11
2;8;9;10;6;1;4;3;7;5;12;11;9;36322
9;36322;2;8;9;10;6;1;4;3;7;5;12;11
2;7;9;10;6;1;4;3;8;5;12;11;9;25826
9;25826;2;7;9;10;6;1;4;3;8;5;12;11
2;3;9;10;6;1;4;7;8;5;12;11;9;39438
9;39438;2;3;9;10;6;1;4;7;8;5;12;11
2;3;9;10;6;5;4;7;8;1;12;11;9;35486
9;35486;2;3;9;10;6;5;4;7;8;1;12;11
2;3;9;10;6;1;4;7;8;5;12;11;9;39438
9;39438;2;3;9;10;6;1;4;7;8;5;12;11
2;3;9;10;4;1;6;7;8;5;12;11;9;37512
9;37512;2;3;9;10;4;1;6;7;8;5;12;11
2;6;9;10;4;1;3;7;8;5;12;11;9;39592
9;39592;2;6;9;10;4;1;3;7;8;5;12;11
2;6;9;10;4;1;3;7;5;8;12;11;9;55126
10;55126;2;6;9;10;4;1;3;7;5;8;12;11
2;11;9;10;4;1;3;7;5;8;12;6;10;57290
10;57290;2;11;9;10;4;1;3;7;5;8;12;6
2;11;9;10;8;1;3;7;5;4;12;6;10;50702
10;50702;2;11;9;10;8;1;3;7;5;4;12;6
2;11;7;10;8;1;3;9;5;4;12;6;10;48302
10;48302;2;11;7;10;8;1;3;9;5;4;12;6
2;11;7;10;8;1;9;3;5;4;12;6;10;44770
10;44770;2;11;7;10;8;1;9;3;5;4;12;6
2;11;7;10;8;1;5;3;9;4;12;6;10;40756
10;40756;2;11;7;10;8;1;5;3;9;4;12;6
2;6;7;10;8;1;5;3;9;4;12;11;10;45696
10;45696;2;6;7;10;8;1;5;3;9;4;12;11
2;6;7;10;3;1;5;8;9;4;12;11;10;49714
10;49714;2;6;7;10;3;1;5;8;9;4;12;11
11;6;7;10;3;1;5;8;9;4;12;2;10;36914
10;36914;11;6;7;10;3;1;5;8;9;4;12;2
11;6;7;10;3;4;5;8;9;1;12;2;10;25192
10;25192;11;6;7;10;3;4;5;8;9;1;12;2
1;6;7;10;3;4;5;8;9;11;12;2;10;34308
10;34308;1;6;7;10;3;4;5;8;9;11;12;2
1;6;4;10;3;7;5;8;9;11;12;2;10;52628
10;34308;1;6;7;10;3;4;5;8;9;11;12;2
1;6;7;10;3;4;5;8;2;11;12;9;10;31518
10;31518;1;6;7;10;3;4;5;8;2;11;12;9
4;6;7;10;3;1;5;8;2;11;12;9;10;30608
10;30608;4;6;7;10;3;1;5;8;2;11;12;9
4;6;7;8;3;1;5;10;2;11;12;9;10;38496
10;38496;4;6;7;8;3;1;5;10;2;11;12;9
4;6;7;8;3;1;11;10;2;5;12;9;10;33518
10;33518;4;6;7;8;3;1;11;10;2;5;12;9
4;6;7;8;3;12;11;10;2;5;1;9;10;26830
10;26830;4;6;7;8;3;12;11;10;2;5;1;9
6;4;7;8;3;12;11;10;2;5;1;9;10;44032
10;44032;6;4;7;8;3;12;11;10;2;5;1;9
6;4;7;8;3;11;12;10;2;5;1;9;10;40138
10;40138;6;4;7;8;3;11;12;10;2;5;1;9
6;4;11;8;3;7;12;10;2;5;1;9;10;35148
10;35148;6;4;11;8;3;7;12;10;2;5;1;9
6;4;7;8;3;11;12;10;2;5;1;9;10;40138
11;40138;6;4;7;8;3;11;12;10;2;5;1;9
7;4;6;8;3;11;12;10;2;5;1;9;11;45412
11;45412;7;4;6;8;3;11;12;10;2;5;1;9
7;4;6;8;12;11;3;10;2;5;1;9;11;46882
11;46882;7;4;6;8;12;11;3;10;2;5;1;9
7;4;6;8;12;11;3;10;5;2;1;9;11;50410
11;50410;7;4;6;8;12;11;3;10;5;2;1;9
7;4;6;8;12;11;3;9;5;2;1;10;11;48836
11;48836;7;4;6;8;12;11;3;9;5;2;1;10
7;12;6;8;4;11;3;9;5;2;1;10;11;39190
11;39190;7;12;6;8;4;11;3;9;5;2;1;10
7;12;6;8;9;11;3;4;5;2;1;10;11;37412
11;37412;7;12;6;8;9;11;3;4;5;2;1;10
7;12;8;6;9;11;3;4;5;2;1;10;11;37034
11;37034;7;12;8;6;9;11;3;4;5;2;1;10
7;12;6;8;9;11;3;4;5;2;1;10;11;37412
11;37412;7;12;6;8;9;11;3;4;5;2;1;10
7;12;6;5;9;11;3;4;8;2;1;10;11;32394
11;32394;7;12;6;5;9;11;3;4;8;2;1;10
7;12;6;5;9;11;3;4;1;2;8;10;11;32456
11;32456;7;12;6;5;9;11;3;4;1;2;8;10
7;12;6;5;1;11;3;4;9;2;8;10;11;30786
11;30786;7;12;6;5;1;11;3;4;9;2;8;10
7;12;6;5;1;11;3;9;4;2;8;10;11;31444
11;31444;7;12;6;5;1;11;3;9;4;2;8;10
7;8;6;5;1;11;3;9;4;2;12;10;11;41806
11;41806;7;8;6;5;1;11;3;9;4;2;12;10
7;8;6;5;1;11;3;10;4;2;12;9;11;43380
11;43380;7;8;6;5;1;11;3;10;4;2;12;9
7;8;6;5;4;11;3;10;1;2;12;9;11;47098
11;47098;7;8;6;5;4;11;3;10;1;2;12;9
7;8;6;5;4;11;3;12;1;2;10;9;11;40398
11;40398;7;8;6;5;4;11;3;12;1;2;10;9
7;8;6;5;4;2;3;12;1;11;10;9;11;48306
11;48306;7;8;6;5;4;2;3;12;1;11;10;9
7;8;6;5;4;10;3;12;1;11;2;9;11;37754
11;37754;7;8;6;5;4;10;3;12;1;11;2;9
2;8;6;5;4;10;3;12;1;11;7;9;11;37492
11;37492;2;8;6;5;4;10;3;12;1;11;7;9
2;8;6;5;4;9;3;12;1;11;7;10;11;45542
12;45542;2;8;6;5;4;9;3;12;1;11;7;10
2;8;6;5;3;9;4;12;1;11;7;10;12;44390
12;44390;2;8;6;5;3;9;4;12;1;11;7;10
2;8;6;5;3;9;1;12;4;11;7;10;12;49572
12;49572;2;8;6;5;3;9;1;12;4;11;7;10
7;8;6;5;3;9;1;12;4;11;2;10;12;45394
12;45394;7;8;6;5;3;9;1;12;4;11;2;10
7;8;6;5;3;9;1;12;4;2;11;10;12;48840
12;48840;7;8;6;5;3;9;1;12;4;2;11;10
7;8;3;5;6;9;1;12;4;2;11;10;12;51340
12;48840;7;8;6;5;3;9;1;12;4;2;11;10
7;8;3;5;6;9;1;12;4;2;11;10;12;51340
12;51340;7;8;3;5;6;9;1;12;4;2;11;10
7;6;3;5;8;9;1;12;4;2;11;10;12;51506
12;51506;7;6;3;5;8;9;1;12;4;2;11;10
2;6;3;5;8;9;1;12;4;7;11;10;12;46196
12;46196;2;6;3;5;8;9;1;12;4;7;11;10
2;6;3;5;4;9;1;12;8;7;11;10;12;39438
12;39438;2;6;3;5;4;9;1;12;8;7;11;10
2;6;3;5;4;9;1;12;8;11;7;10;12;44100
12;39438;2;6;3;5;4;9;1;12;8;7;11;10
3;6;2;5;4;9;1;12;8;7;11;10;12;39774
12;39774;3;6;2;5;4;9;1;12;8;7;11;10
3;6;1;5;4;9;2;12;8;7;11;10;12;41282
12;41282;3;6;1;5;4;9;2;12;8;7;11;10
3;1;6;5;4;9;2;12;8;7;11;10;12;40810
12;40810;3;1;6;5;4;9;2;12;8;7;11;10
3;7;6;5;4;9;2;12;8;1;11;10;12;45366
12;45366;3;7;6;5;4;9;2;12;8;1;11;10
3;7;6;5;4;9;12;2;8;1;11;10;12;33558
12;33558;3;7;6;5;4;9;12;2;8;1;11;10
3;7;6;4;5;9;12;2;8;1;11;10;12;33118
12;33118;3;7;6;4;5;9;12;2;8;1;11;10
3;8;6;4;5;9;12;2;7;1;11;10;12;38502
12;38502;3;8;6;4;5;9;12;2;7;1;11;10
3;8;6;5;4;9;12;2;7;1;11;10;12;38942
12;38942;3;8;6;5;4;9;12;2;7;1;11;10
3;8;6;5;4;9;7;2;12;1;11;10;12;39958
