"X1";"X5857378";"X23";"X7";"X8";"X12";"X17";"X10";"X9";"X6";"X11";"X3";"X22";"X19";"X24";"X5";"X15";"X21";"X4";"X26";"X14";"X1.1";"X2";"X18";"X13";"X25";"X20";"X16"
10;18;8;12;23;14;9;3;7;11;20;19;24;5;15;21;4;26;6;1;2;22;13;25;17;16;1;5827588
1;5827588;10;18;8;12;23;14;9;3;7;11;20;19;24;5;15;21;4;26;6;1;2;22;13;25;17;16
10;18;8;12;23;14;9;5;7;11;20;19;24;3;15;21;4;26;6;1;2;22;13;25;17;16;1;5961008
1;5961008;10;18;8;12;23;14;9;5;7;11;20;19;24;3;15;21;4;26;6;1;2;22;13;25;17;16
10;18;8;12;23;14;9;5;7;11;20;15;24;3;19;21;4;26;6;1;2;22;13;25;17;16;1;5970169
1;5970169;10;18;8;12;23;14;9;5;7;11;20;15;24;3;19;21;4;26;6;1;2;22;13;25;17;16
10;18;8;12;23;14;9;5;4;11;20;15;24;3;19;21;7;26;6;1;2;22;13;25;17;16;1;5967082
1;5967082;10;18;8;12;23;14;9;5;4;11;20;15;24;3;19;21;7;26;6;1;2;22;13;25;17;16
10;18;8;12;23;14;9;5;4;11;20;26;24;3;19;21;7;15;6;1;2;22;13;25;17;16;1;5939228
1;5939228;10;18;8;12;23;14;9;5;4;11;20;26;24;3;19;21;7;15;6;1;2;22;13;25;17;16
14;18;8;12;23;10;9;5;4;11;20;26;24;3;19;21;7;15;6;1;2;22;13;25;17;16;1;5827989
1;5827989;14;18;8;12;23;10;9;5;4;11;20;26;24;3;19;21;7;15;6;1;2;22;13;25;17;16
14;18;8;12;17;10;9;5;4;11;20;26;24;3;19;21;7;15;6;1;2;22;13;25;23;16;1;5843534
1;5843534;14;18;8;12;17;10;9;5;4;11;20;26;24;3;19;21;7;15;6;1;2;22;13;25;23;16
14;18;8;12;17;10;9;5;4;16;20;26;24;3;19;21;7;15;6;1;2;22;13;25;23;11;1;5845505
1;5845505;14;18;8;12;17;10;9;5;4;16;20;26;24;3;19;21;7;15;6;1;2;22;13;25;23;11
14;18;8;12;17;10;9;5;4;16;20;26;11;3;19;21;7;15;6;1;2;22;13;25;23;24;1;5840215
1;5840215;14;18;8;12;17;10;9;5;4;16;20;26;11;3;19;21;7;15;6;1;2;22;13;25;23;24
14;18;8;12;17;10;9;5;4;16;20;26;11;3;19;21;7;2;6;1;15;22;13;25;23;24;1;5924619
1;5924619;14;18;8;12;17;10;9;5;4;16;20;26;11;3;19;21;7;2;6;1;15;22;13;25;23;24
14;18;8;12;15;10;9;5;4;16;20;26;11;3;19;21;7;2;6;1;17;22;13;25;23;24;1;5897212
2;5897212;14;18;8;12;15;10;9;5;4;16;20;26;11;3;19;21;7;2;6;1;17;22;13;25;23;24
14;18;6;12;15;10;9;5;4;16;20;26;11;3;19;21;7;2;8;1;17;22;13;25;23;24;2;5846818
2;5846818;14;18;6;12;15;10;9;5;4;16;20;26;11;3;19;21;7;2;8;1;17;22;13;25;23;24
13;18;6;12;15;10;9;5;4;16;20;26;11;3;19;21;7;2;8;1;17;22;14;25;23;24;2;5838922
2;5838922;13;18;6;12;15;10;9;5;4;16;20;26;11;3;19;21;7;2;8;1;17;22;14;25;23;24
13;18;6;12;15;10;9;5;19;16;20;26;11;3;4;21;7;2;8;1;17;22;14;25;23;24;2;5833639
2;5833639;13;18;6;12;15;10;9;5;19;16;20;26;11;3;4;21;7;2;8;1;17;22;14;25;23;24
13;18;6;12;15;16;9;5;19;10;20;26;11;3;4;21;7;2;8;1;17;22;14;25;23;24;2;5833751
2;5833751;13;18;6;12;15;16;9;5;19;10;20;26;11;3;4;21;7;2;8;1;17;22;14;25;23;24
13;18;6;12;15;16;9;5;19;10;20;26;11;3;4;21;7;2;8;1;14;22;17;25;23;24;2;5824208
2;5824208;13;18;6;12;15;16;9;5;19;10;20;26;11;3;4;21;7;2;8;1;14;22;17;25;23;24
22;18;6;12;15;16;9;5;19;10;20;26;11;3;4;21;7;2;8;1;14;13;17;25;23;24;2;5817449
2;5817449;22;18;6;12;15;16;9;5;19;10;20;26;11;3;4;21;7;2;8;1;14;13;17;25;23;24
22;18;6;12;15;16;9;5;19;10;20;21;11;3;4;26;7;2;8;1;14;13;17;25;23;24;2;5860578
2;5860578;22;18;6;12;15;16;9;5;19;10;20;21;11;3;4;26;7;2;8;1;14;13;17;25;23;24
22;18;6;12;15;16;9;5;19;2;20;21;11;3;4;26;7;10;8;1;14;13;17;25;23;24;2;5860246
2;5860246;22;18;6;12;15;16;9;5;19;2;20;21;11;3;4;26;7;10;8;1;14;13;17;25;23;24
22;18;6;12;15;16;9;5;19;2;20;21;17;3;4;26;7;10;8;1;14;13;11;25;23;24;2;5884203
2;5884203;22;18;6;12;15;16;9;5;19;2;20;21;17;3;4;26;7;10;8;1;14;13;11;25;23;24
22;18;6;19;15;16;9;5;12;2;20;21;17;3;4;26;7;10;8;1;14;13;11;25;23;24;2;5894575
2;5894575;22;18;6;19;15;16;9;5;12;2;20;21;17;3;4;26;7;10;8;1;14;13;11;25;23;24
22;18;6;19;15;16;9;5;12;2;17;21;20;3;4;26;7;10;8;1;14;13;11;25;23;24;2;5894182
2;5894182;22;18;6;19;15;16;9;5;12;2;17;21;20;3;4;26;7;10;8;1;14;13;11;25;23;24
22;18;6;26;15;16;9;5;12;2;17;21;20;3;4;19;7;10;8;1;14;13;11;25;23;24;2;5893104
2;5893104;22;18;6;26;15;16;9;5;12;2;17;21;20;3;4;19;7;10;8;1;14;13;11;25;23;24
22;18;6;26;15;16;9;5;12;2;17;21;20;3;8;19;7;10;4;1;14;13;11;25;23;24;2;5958639
2;5958639;22;18;6;26;15;16;9;5;12;2;17;21;20;3;8;19;7;10;4;1;14;13;11;25;23;24
22;18;6;26;15;16;9;5;12;2;17;21;20;3;8;19;7;11;4;1;14;13;10;25;23;24;2;5938591
2;5938591;22;18;6;26;15;16;9;5;12;2;17;21;20;3;8;19;7;11;4;1;14;13;10;25;23;24
22;18;6;26;15;16;4;5;12;2;17;21;20;3;8;19;7;11;9;1;14;13;10;25;23;24;2;5856458
2;5856458;22;18;6;26;15;16;4;5;12;2;17;21;20;3;8;19;7;11;9;1;14;13;10;25;23;24
22;8;6;26;15;16;4;5;12;2;17;21;20;3;18;19;7;11;9;1;14;13;10;25;23;24;2;5857155
2;5857155;22;8;6;26;15;16;4;5;12;2;17;21;20;3;18;19;7;11;9;1;14;13;10;25;23;24
22;8;6;26;15;16;4;5;12;2;23;21;20;3;18;19;7;11;9;1;14;13;10;25;17;24;2;5854007
2;5854007;22;8;6;26;15;16;4;5;12;2;23;21;20;3;18;19;7;11;9;1;14;13;10;25;17;24
22;8;6;26;15;16;4;5;12;2;23;21;20;3;18;19;7;11;9;1;17;13;10;25;14;24;2;5974190
2;5974190;22;8;6;26;15;16;4;5;12;2;23;21;20;3;18;19;7;11;9;1;17;13;10;25;14;24
22;8;9;26;15;16;4;5;12;2;23;21;20;3;18;19;7;11;6;1;17;13;10;25;14;24;2;5939875
2;5939875;22;8;9;26;15;16;4;5;12;2;23;21;20;3;18;19;7;11;6;1;17;13;10;25;14;24
22;8;9;18;15;16;4;5;12;2;23;21;20;3;26;19;7;11;6;1;17;13;10;25;14;24;2;5937981
3;5937981;22;8;9;18;15;16;4;5;12;2;23;21;20;3;26;19;7;11;6;1;17;13;10;25;14;24
22;8;9;18;15;1;4;5;12;2;23;21;20;3;26;19;7;11;6;16;17;13;10;25;14;24;3;5978286
3;5978286;22;8;9;18;15;1;4;5;12;2;23;21;20;3;26;19;7;11;6;16;17;13;10;25;14;24
22;1;9;18;15;8;4;5;12;2;23;21;20;3;26;19;7;11;6;16;17;13;10;25;14;24;3;5908153
3;5908153;22;1;9;18;15;8;4;5;12;2;23;21;20;3;26;19;7;11;6;16;17;13;10;25;14;24
22;1;9;18;15;8;4;5;12;26;23;21;20;3;2;19;7;11;6;16;17;13;10;25;14;24;3;5899517
3;5899517;22;1;9;18;15;8;4;5;12;26;23;21;20;3;2;19;7;11;6;16;17;13;10;25;14;24
22;1;9;18;15;8;4;5;12;2;23;21;20;3;26;19;7;11;6;16;17;13;10;25;14;24;3;5908153
3;5908153;22;1;9;18;15;8;4;5;12;2;23;21;20;3;26;19;7;11;6;16;17;13;10;25;14;24
22;1;9;18;7;8;4;5;12;2;23;21;20;3;26;19;15;11;6;16;17;13;10;25;14;24;3;5885027
3;5885027;22;1;9;18;7;8;4;5;12;2;23;21;20;3;26;19;15;11;6;16;17;13;10;25;14;24
22;1;9;18;7;8;26;5;12;2;23;21;20;3;4;19;15;11;6;16;17;13;10;25;14;24;3;5835248
3;5835248;22;1;9;18;7;8;26;5;12;2;23;21;20;3;4;19;15;11;6;16;17;13;10;25;14;24
22;1;9;18;7;8;26;5;12;2;23;21;24;3;4;19;15;11;6;16;17;13;10;25;14;20;3;5933376
3;5933376;22;1;9;18;7;8;26;5;12;2;23;21;24;3;4;19;15;11;6;16;17;13;10;25;14;20
22;1;26;18;7;8;9;5;12;2;23;21;24;3;4;19;15;11;6;16;17;13;10;25;14;20;3;6086017
3;6086017;22;1;26;18;7;8;9;5;12;2;23;21;24;3;4;19;15;11;6;16;17;13;10;25;14;20
22;1;26;18;7;8;9;23;12;2;5;21;24;3;4;19;15;11;6;16;17;13;10;25;14;20;3;5876422
3;5876422;22;1;26;18;7;8;9;23;12;2;5;21;24;3;4;19;15;11;6;16;17;13;10;25;14;20
22;1;26;18;7;8;9;23;12;2;5;10;24;3;4;19;15;11;6;16;17;13;21;25;14;20;3;5925671
3;5925671;22;1;26;18;7;8;9;23;12;2;5;10;24;3;4;19;15;11;6;16;17;13;21;25;14;20
22;1;26;18;23;8;9;7;12;2;5;10;24;3;4;19;15;11;6;16;17;13;21;25;14;20;3;5935867
3;5935867;22;1;26;18;23;8;9;7;12;2;5;10;24;3;4;19;15;11;6;16;17;13;21;25;14;20
22;15;26;18;23;8;9;7;12;2;5;10;24;3;4;19;1;11;6;16;17;13;21;25;14;20;3;5950463
3;5950463;22;15;26;18;23;8;9;7;12;2;5;10;24;3;4;19;1;11;6;16;17;13;21;25;14;20
8;15;26;18;23;22;9;7;12;2;5;10;24;3;4;19;1;11;6;16;17;13;21;25;14;20;3;5968025
3;5968025;8;15;26;18;23;22;9;7;12;2;5;10;24;3;4;19;1;11;6;16;17;13;21;25;14;20
13;15;26;18;23;22;9;7;12;2;5;10;24;3;4;19;1;11;6;16;17;8;21;25;14;20;3;5973194
3;5973194;13;15;26;18;23;22;9;7;12;2;5;10;24;3;4;19;1;11;6;16;17;8;21;25;14;20
13;24;26;18;23;22;9;7;12;2;5;10;15;3;4;19;1;11;6;16;17;8;21;25;14;20;3;5961529
3;5961529;13;24;26;18;23;22;9;7;12;2;5;10;15;3;4;19;1;11;6;16;17;8;21;25;14;20
13;24;26;18;23;22;9;7;1;2;5;10;15;3;4;19;12;11;6;16;17;8;21;25;14;20;3;5968131
3;5968131;13;24;26;18;23;22;9;7;1;2;5;10;15;3;4;19;12;11;6;16;17;8;21;25;14;20
13;24;26;18;23;22;9;7;1;2;12;10;15;3;4;19;5;11;6;16;17;8;21;25;14;20;3;6106777
3;6106777;13;24;26;18;23;22;9;7;1;2;12;10;15;3;4;19;5;11;6;16;17;8;21;25;14;20
13;24;26;18;5;22;9;7;1;2;12;10;15;3;4;19;23;11;6;16;17;8;21;25;14;20;3;6033143
3;6033143;13;24;26;18;5;22;9;7;1;2;12;10;15;3;4;19;23;11;6;16;17;8;21;25;14;20
13;24;26;18;5;22;23;7;1;2;12;10;15;3;4;19;9;11;6;16;17;8;21;25;14;20;3;5967586
3;5967586;13;24;26;18;5;22;23;7;1;2;12;10;15;3;4;19;9;11;6;16;17;8;21;25;14;20
13;24;26;18;5;22;17;7;1;2;12;10;15;3;4;19;9;11;6;16;23;8;21;25;14;20;3;5966259
4;5966259;13;24;26;18;5;22;17;7;1;2;12;10;15;3;4;19;9;11;6;16;23;8;21;25;14;20
13;24;26;18;5;22;17;7;1;2;15;10;12;3;4;19;9;11;6;16;23;8;21;25;14;20;4;5969936
4;5969936;13;24;26;18;5;22;17;7;1;2;15;10;12;3;4;19;9;11;6;16;23;8;21;25;14;20
13;24;26;6;5;22;17;7;1;2;15;10;12;3;4;19;9;11;18;16;23;8;21;25;14;20;4;5890330
4;5890330;13;24;26;6;5;22;17;7;1;2;15;10;12;3;4;19;9;11;18;16;23;8;21;25;14;20
13;24;26;6;5;22;17;7;9;2;15;10;12;3;4;19;1;11;18;16;23;8;21;25;14;20;4;5876684
4;5876684;13;24;26;6;5;22;17;7;9;2;15;10;12;3;4;19;1;11;18;16;23;8;21;25;14;20
13;24;21;6;5;22;17;7;9;2;15;10;12;3;4;19;1;11;18;16;23;8;26;25;14;20;4;5861564
4;5861564;13;24;21;6;5;22;17;7;9;2;15;10;12;3;4;19;1;11;18;16;23;8;26;25;14;20
20;24;21;6;5;22;17;7;9;2;15;10;12;3;4;19;1;11;18;16;23;8;26;25;14;13;4;5828523
4;5828523;20;24;21;6;5;22;17;7;9;2;15;10;12;3;4;19;1;11;18;16;23;8;26;25;14;13
20;24;21;6;5;22;17;7;9;2;15;10;12;3;4;19;1;11;18;23;16;8;26;25;14;13;4;5828918
4;5828918;20;24;21;6;5;22;17;7;9;2;15;10;12;3;4;19;1;11;18;23;16;8;26;25;14;13
20;24;21;6;5;22;17;7;13;2;15;10;12;3;4;19;1;11;18;23;16;8;26;25;14;9;4;5818405
4;5818405;20;24;21;6;5;22;17;7;13;2;15;10;12;3;4;19;1;11;18;23;16;8;26;25;14;9
20;24;21;6;11;22;17;7;13;2;15;10;12;3;4;19;1;5;18;23;16;8;26;25;14;9;4;5885497
4;5885497;20;24;21;6;11;22;17;7;13;2;15;10;12;3;4;19;1;5;18;23;16;8;26;25;14;9
20;24;21;6;5;22;17;7;13;2;15;10;12;3;4;19;1;11;18;23;16;8;26;25;14;9;4;5818405
4;5818405;20;24;21;6;5;22;17;7;13;2;15;10;12;3;4;19;1;11;18;23;16;8;26;25;14;9
20;24;21;6;5;4;17;7;13;2;15;10;12;3;22;19;1;11;18;23;16;8;26;25;14;9;4;5881529
4;5881529;20;24;21;6;5;4;17;7;13;2;15;10;12;3;22;19;1;11;18;23;16;8;26;25;14;9
10;24;21;6;5;4;17;7;13;2;15;20;12;3;22;19;1;11;18;23;16;8;26;25;14;9;4;5850269
4;5850269;10;24;21;6;5;4;17;7;13;2;15;20;12;3;22;19;1;11;18;23;16;8;26;25;14;9
10;24;21;6;5;4;17;7;13;2;15;20;12;3;22;19;1;11;18;14;16;8;26;25;23;9;4;5882700
4;5882700;10;24;21;6;5;4;17;7;13;2;15;20;12;3;22;19;1;11;18;14;16;8;26;25;23;9
15;24;21;6;5;4;17;7;13;2;10;20;12;3;22;19;1;11;18;14;16;8;26;25;23;9;4;5911264
4;5911264;15;24;21;6;5;4;17;7;13;2;10;20;12;3;22;19;1;11;18;14;16;8;26;25;23;9
15;24;21;6;5;4;17;7;13;2;11;20;12;3;22;19;1;10;18;14;16;8;26;25;23;9;4;5918631
4;5918631;15;24;21;6;5;4;17;7;13;2;11;20;12;3;22;19;1;10;18;14;16;8;26;25;23;9
15;24;21;6;5;4;17;7;13;2;11;12;20;3;22;19;1;10;18;14;16;8;26;25;23;9;4;5928118
4;5928118;15;24;21;6;5;4;17;7;13;2;11;12;20;3;22;19;1;10;18;14;16;8;26;25;23;9
15;24;21;4;5;6;17;7;13;2;11;12;20;3;22;19;1;10;18;14;16;8;26;25;23;9;4;5927077
4;5927077;15;24;21;4;5;6;17;7;13;2;11;12;20;3;22;19;1;10;18;14;16;8;26;25;23;9
15;24;21;19;5;6;17;7;13;2;11;12;20;3;22;4;1;10;18;14;16;8;26;25;23;9;4;5944039
4;5944039;15;24;21;19;5;6;17;7;13;2;11;12;20;3;22;4;1;10;18;14;16;8;26;25;23;9
15;24;21;19;5;6;17;7;13;8;11;12;20;3;22;4;1;10;18;14;16;2;26;25;23;9;4;5872224
4;5872224;15;24;21;19;5;6;17;7;13;8;11;12;20;3;22;4;1;10;18;14;16;2;26;25;23;9
15;22;21;19;5;6;17;7;13;8;11;12;20;3;24;4;1;10;18;14;16;2;26;25;23;9;4;5871920
4;5871920;15;22;21;19;5;6;17;7;13;8;11;12;20;3;24;4;1;10;18;14;16;2;26;25;23;9
15;22;21;19;5;6;17;8;13;7;11;12;20;3;24;4;1;10;18;14;16;2;26;25;23;9;4;5871900
5;5871900;15;22;21;19;5;6;17;8;13;7;11;12;20;3;24;4;1;10;18;14;16;2;26;25;23;9
15;22;21;19;5;6;17;8;13;14;11;12;20;3;24;4;1;10;18;7;16;2;26;25;23;9;5;5792202
5;5792202;15;22;21;19;5;6;17;8;13;14;11;12;20;3;24;4;1;10;18;7;16;2;26;25;23;9
15;22;21;19;5;6;17;8;13;14;11;12;7;3;24;4;1;10;18;20;16;2;26;25;23;9;5;5839500
5;5839500;15;22;21;19;5;6;17;8;13;14;11;12;7;3;24;4;1;10;18;20;16;2;26;25;23;9
15;22;21;19;5;6;17;8;13;14;11;12;7;3;24;4;1;10;2;20;16;18;26;25;23;9;5;5972069
5;5972069;15;22;21;19;5;6;17;8;13;14;11;12;7;3;24;4;1;10;2;20;16;18;26;25;23;9
15;17;21;19;5;6;22;8;13;14;11;12;7;3;24;4;1;10;2;20;16;18;26;25;23;9;5;5963311
5;5963311;15;17;21;19;5;6;22;8;13;14;11;12;7;3;24;4;1;10;2;20;16;18;26;25;23;9
15;17;21;19;5;18;22;8;13;14;11;12;7;3;24;4;1;10;2;20;16;6;26;25;23;9;5;5866022
5;5866022;15;17;21;19;5;18;22;8;13;14;11;12;7;3;24;4;1;10;2;20;16;6;26;25;23;9
15;26;21;19;5;18;22;8;13;14;11;12;7;3;24;4;1;10;2;20;16;6;17;25;23;9;5;5854202
5;5854202;15;26;21;19;5;18;22;8;13;14;11;12;7;3;24;4;1;10;2;20;16;6;17;25;23;9
15;26;21;19;5;18;22;8;13;14;25;12;7;3;24;4;1;10;2;20;16;6;17;11;23;9;5;5871661
5;5871661;15;26;21;19;5;18;22;8;13;14;25;12;7;3;24;4;1;10;2;20;16;6;17;11;23;9
15;26;21;19;5;18;22;8;13;14;25;12;7;3;23;4;1;10;2;20;16;6;17;11;24;9;5;5872168
5;5872168;15;26;21;19;5;18;22;8;13;14;25;12;7;3;23;4;1;10;2;20;16;6;17;11;24;9
15;26;21;19;5;18;22;8;13;14;25;12;7;3;23;17;1;10;2;20;16;6;4;11;24;9;5;5915210
5;5915210;15;26;21;19;5;18;22;8;13;14;25;12;7;3;23;17;1;10;2;20;16;6;4;11;24;9
15;26;21;19;9;18;22;8;13;14;25;12;7;3;23;17;1;10;2;20;16;6;4;11;24;5;5;6067422
5;6067422;15;26;21;19;9;18;22;8;13;14;25;12;7;3;23;17;1;10;2;20;16;6;4;11;24;5
15;26;21;19;9;18;22;8;13;14;25;12;7;3;23;24;1;10;2;20;16;6;4;11;17;5;5;6067389
5;6067389;15;26;21;19;9;18;22;8;13;14;25;12;7;3;23;24;1;10;2;20;16;6;4;11;17;5
15;26;21;19;9;23;22;8;13;14;25;12;7;3;18;24;1;10;2;20;16;6;4;11;17;5;5;5951628
5;5951628;15;26;21;19;9;23;22;8;13;14;25;12;7;3;18;24;1;10;2;20;16;6;4;11;17;5
15;26;21;19;9;23;22;8;13;14;25;12;7;3;18;24;2;10;1;20;16;6;4;11;17;5;5;5954660
5;5954660;15;26;21;19;9;23;22;8;13;14;25;12;7;3;18;24;2;10;1;20;16;6;4;11;17;5
15;26;22;19;9;23;21;8;13;14;25;12;7;3;18;24;2;10;1;20;16;6;4;11;17;5;5;5950645
5;5950645;15;26;22;19;9;23;21;8;13;14;25;12;7;3;18;24;2;10;1;20;16;6;4;11;17;5
15;26;22;19;9;23;21;8;13;14;25;12;7;1;18;24;2;10;3;20;16;6;4;11;17;5;5;5976135
5;5976135;15;26;22;19;9;23;21;8;13;14;25;12;7;1;18;24;2;10;3;20;16;6;4;11;17;5
15;26;22;1;9;23;21;8;13;14;25;12;7;19;18;24;2;10;3;20;16;6;4;11;17;5;5;5990831
5;5990831;15;26;22;1;9;23;21;8;13;14;25;12;7;19;18;24;2;10;3;20;16;6;4;11;17;5
15;26;22;1;9;23;21;8;13;14;25;5;7;19;18;24;2;10;3;20;16;6;4;11;17;12;5;5898287
5;5898287;15;26;22;1;9;23;21;8;13;14;25;5;7;19;18;24;2;10;3;20;16;6;4;11;17;12
15;26;22;1;9;23;16;8;13;14;25;5;7;19;18;24;2;10;3;20;21;6;4;11;17;12;5;5921743
5;5921743;15;26;22;1;9;23;16;8;13;14;25;5;7;19;18;24;2;10;3;20;21;6;4;11;17;12
15;26;22;1;9;23;16;8;13;14;25;7;5;19;18;24;2;10;3;20;21;6;4;11;17;12;5;5927419
5;5927419;15;26;22;1;9;23;16;8;13;14;25;7;5;19;18;24;2;10;3;20;21;6;4;11;17;12
15;26;22;18;9;23;16;8;13;14;25;7;5;19;1;24;2;10;3;20;21;6;4;11;17;12;5;5918945
6;5918945;15;26;22;18;9;23;16;8;13;14;25;7;5;19;1;24;2;10;3;20;21;6;4;11;17;12
15;26;22;18;9;23;16;8;13;14;25;7;5;19;1;24;2;12;3;20;21;6;4;11;17;10;6;5912193
6;5912193;15;26;22;18;9;23;16;8;13;14;25;7;5;19;1;24;2;12;3;20;21;6;4;11;17;10
15;26;22;18;9;23;16;8;13;14;25;19;5;7;1;24;2;12;3;20;21;6;4;11;17;10;6;5910483
6;5910483;15;26;22;18;9;23;16;8;13;14;25;19;5;7;1;24;2;12;3;20;21;6;4;11;17;10
15;26;22;18;9;23;16;8;13;14;25;19;5;7;3;24;2;12;1;20;21;6;4;11;17;10;6;5861156
6;5861156;15;26;22;18;9;23;16;8;13;14;25;19;5;7;3;24;2;12;1;20;21;6;4;11;17;10
15;26;22;18;9;23;16;8;13;14;25;19;5;7;3;24;2;12;1;11;21;6;4;20;17;10;6;5891083
6;5891083;15;26;22;18;9;23;16;8;13;14;25;19;5;7;3;24;2;12;1;11;21;6;4;20;17;10
3;26;22;18;9;23;16;8;13;14;25;19;5;7;15;24;2;12;1;11;21;6;4;20;17;10;6;5885350
6;5885350;3;26;22;18;9;23;16;8;13;14;25;19;5;7;15;24;2;12;1;11;21;6;4;20;17;10
3;26;24;18;9;23;16;8;13;14;25;19;5;7;15;22;2;12;1;11;21;6;4;20;17;10;6;5866207
6;5866207;3;26;24;18;9;23;16;8;13;14;25;19;5;7;15;22;2;12;1;11;21;6;4;20;17;10
3;26;24;18;9;23;16;8;13;14;25;19;5;7;15;22;11;12;1;2;21;6;4;20;17;10;6;5857936
6;5857936;3;26;24;18;9;23;16;8;13;14;25;19;5;7;15;22;11;12;1;2;21;6;4;20;17;10
3;26;21;18;9;23;16;8;13;14;25;19;5;7;15;22;11;12;1;2;24;6;4;20;17;10;6;5840244
6;5840244;3;26;21;18;9;23;16;8;13;14;25;19;5;7;15;22;11;12;1;2;24;6;4;20;17;10
3;7;21;18;9;23;16;8;13;14;25;19;5;26;15;22;11;12;1;2;24;6;4;20;17;10;6;5855454
6;5855454;3;7;21;18;9;23;16;8;13;14;25;19;5;26;15;22;11;12;1;2;24;6;4;20;17;10
3;7;21;18;9;23;16;8;13;14;25;19;5;26;15;22;11;20;1;2;24;6;4;12;17;10;6;5800476
6;5800476;3;7;21;18;9;23;16;8;13;14;25;19;5;26;15;22;11;20;1;2;24;6;4;12;17;10
3;7;21;18;9;5;16;8;13;14;25;19;23;26;15;22;11;20;1;2;24;6;4;12;17;10;6;5830101
6;5830101;3;7;21;18;9;5;16;8;13;14;25;19;23;26;15;22;11;20;1;2;24;6;4;12;17;10
3;7;21;18;9;5;16;2;13;14;25;19;23;26;15;22;11;20;1;8;24;6;4;12;17;10;6;5921030
6;5921030;3;7;21;18;9;5;16;2;13;14;25;19;23;26;15;22;11;20;1;8;24;6;4;12;17;10
3;7;21;18;9;5;8;2;13;14;25;19;23;26;15;22;11;20;1;16;24;6;4;12;17;10;6;5842991
6;5842991;3;7;21;18;9;5;8;2;13;14;25;19;23;26;15;22;11;20;1;16;24;6;4;12;17;10
3;7;4;18;9;5;8;2;13;14;25;19;23;26;15;22;11;20;1;16;24;6;21;12;17;10;6;5823377
6;5823377;3;7;4;18;9;5;8;2;13;14;25;19;23;26;15;22;11;20;1;16;24;6;21;12;17;10
3;7;4;18;13;5;8;2;9;14;25;19;23;26;15;22;11;20;1;16;24;6;21;12;17;10;6;5816726
6;5816726;3;7;4;18;13;5;8;2;9;14;25;19;23;26;15;22;11;20;1;16;24;6;21;12;17;10
3;7;4;18;13;5;8;2;9;14;25;19;23;26;15;16;11;20;1;22;24;6;21;12;17;10;6;5799079
6;5799079;3;7;4;18;13;5;8;2;9;14;25;19;23;26;15;16;11;20;1;22;24;6;21;12;17;10
3;7;5;18;13;4;8;2;9;14;25;19;23;26;15;16;11;20;1;22;24;6;21;12;17;10;6;5807347
6;5807347;3;7;5;18;13;4;8;2;9;14;25;19;23;26;15;16;11;20;1;22;24;6;21;12;17;10
3;7;5;18;13;8;4;2;9;14;25;19;23;26;15;16;11;20;1;22;24;6;21;12;17;10;6;5807347
6;5807347;3;7;5;18;13;8;4;2;9;14;25;19;23;26;15;16;11;20;1;22;24;6;21;12;17;10
