"X1";"X5997475";"X9";"X3";"X20";"X14";"X17";"X2";"X11";"X1.1";"X8";"X22";"X21";"X7";"X18";"X6";"X26";"X19";"X10";"X23";"X15";"X5";"X16";"X25";"X24";"X13";"X12";"X4"
1;5921349;5;3;22;11;17;2;7;1;20;9;12;13;18;6;26;19;25;23;15;8;16;14;4;10;24;21
6;3;22;11;17;2;7;1;20;9;12;13;18;5;26;19;25;23;15;8;16;14;4;10;24;21;1;5810332
1;5810332;6;3;22;11;17;2;7;1;20;9;12;13;18;5;26;19;25;23;15;8;16;14;4;10;24;21
6;3;22;11;17;2;7;1;20;9;12;13;18;5;26;19;14;23;15;8;16;25;4;10;24;21;1;5734916
1;5734916;6;3;22;11;17;2;7;1;20;9;12;13;18;5;26;19;14;23;15;8;16;25;4;10;24;21
6;3;22;11;17;2;7;1;20;9;12;13;18;5;26;19;14;23;15;24;16;25;4;10;8;21;1;5698772
1;5698772;6;3;22;11;17;2;7;1;20;9;12;13;18;5;26;19;14;23;15;24;16;25;4;10;8;21
6;3;22;11;17;2;7;1;20;9;12;13;18;4;26;19;14;23;15;24;16;25;5;10;8;21;1;5785795
1;5785795;6;3;22;11;17;2;7;1;20;9;12;13;18;4;26;19;14;23;15;24;16;25;5;10;8;21
6;3;22;11;17;2;9;1;20;7;12;13;18;4;26;19;14;23;15;24;16;25;5;10;8;21;1;5836050
1;5836050;6;3;22;11;17;2;9;1;20;7;12;13;18;4;26;19;14;23;15;24;16;25;5;10;8;21
6;3;22;11;17;2;9;1;20;7;15;13;18;4;26;19;14;23;12;24;16;25;5;10;8;21;1;5847233
1;5847233;6;3;22;11;17;2;9;1;20;7;15;13;18;4;26;19;14;23;12;24;16;25;5;10;8;21
6;3;22;11;17;10;9;1;20;7;15;13;18;4;26;19;14;23;12;24;16;25;5;2;8;21;1;5851994
1;5851994;6;3;22;11;17;10;9;1;20;7;15;13;18;4;26;19;14;23;12;24;16;25;5;2;8;21
6;3;22;11;17;10;9;1;20;26;15;13;18;4;7;19;14;23;12;24;16;25;5;2;8;21;1;5870893
2;5870893;6;3;22;11;17;10;9;1;20;26;15;13;18;4;7;19;14;23;12;24;16;25;5;2;8;21
6;3;22;11;17;10;9;1;20;4;15;13;18;26;7;19;14;23;12;24;16;25;5;2;8;21;2;5851541
2;5851541;6;3;22;11;17;10;9;1;20;4;15;13;18;26;7;19;14;23;12;24;16;25;5;2;8;21
6;3;22;11;17;10;9;1;20;4;15;13;18;26;7;14;19;23;12;24;16;25;5;2;8;21;2;5853166
2;5853166;6;3;22;11;17;10;9;1;20;4;15;13;18;26;7;14;19;23;12;24;16;25;5;2;8;21
6;3;22;11;17;10;9;1;20;4;15;13;18;26;7;14;19;23;12;25;16;24;5;2;8;21;2;5853152
2;5853152;6;3;22;11;17;10;9;1;20;4;15;13;18;26;7;14;19;23;12;25;16;24;5;2;8;21
6;3;22;11;17;10;16;1;20;4;15;13;18;26;7;14;19;23;12;25;9;24;5;2;8;21;2;5882725
2;5882725;6;3;22;11;17;10;16;1;20;4;15;13;18;26;7;14;19;23;12;25;9;24;5;2;8;21
6;3;22;11;17;10;16;1;20;4;12;13;18;26;7;14;19;23;15;25;9;24;5;2;8;21;2;5912057
2;5912057;6;3;22;11;17;10;16;1;20;4;12;13;18;26;7;14;19;23;15;25;9;24;5;2;8;21
6;3;22;11;17;10;16;1;20;4;12;13;18;26;7;14;19;23;15;25;8;24;5;2;9;21;2;5957471
2;5957471;6;3;22;11;17;10;16;1;20;4;12;13;18;26;7;14;19;23;15;25;8;24;5;2;9;21
6;3;22;11;17;10;16;1;20;4;12;25;18;26;7;14;19;23;15;13;8;24;5;2;9;21;2;5971320
2;5971320;6;3;22;11;17;10;16;1;20;4;12;25;18;26;7;14;19;23;15;13;8;24;5;2;9;21
6;3;22;11;17;10;16;1;20;4;12;25;18;26;7;14;19;23;24;13;8;15;5;2;9;21;2;6016107
2;6016107;6;3;22;11;17;10;16;1;20;4;12;25;18;26;7;14;19;23;24;13;8;15;5;2;9;21
6;3;22;11;17;10;16;1;20;4;12;25;18;26;7;14;19;9;24;13;8;15;5;2;23;21;2;5933260
2;5933260;6;3;22;11;17;10;16;1;20;4;12;25;18;26;7;14;19;9;24;13;8;15;5;2;23;21
6;3;22;11;17;10;16;1;20;4;12;25;18;26;7;14;21;9;24;13;8;15;5;2;23;19;2;5952693
2;5952693;6;3;22;11;17;10;16;1;20;4;12;25;18;26;7;14;21;9;24;13;8;15;5;2;23;19
9;3;22;11;17;10;16;1;20;4;12;25;18;26;7;14;21;6;24;13;8;15;5;2;23;19;2;6048870
2;6048870;9;3;22;11;17;10;16;1;20;4;12;25;18;26;7;14;21;6;24;13;8;15;5;2;23;19
9;3;22;11;17;10;16;1;20;4;12;25;18;15;7;14;21;6;24;13;8;26;5;2;23;19;2;6009724
2;6009724;9;3;22;11;17;10;16;1;20;4;12;25;18;15;7;14;21;6;24;13;8;26;5;2;23;19
9;3;22;11;17;10;16;1;20;4;12;25;13;15;7;14;21;6;24;18;8;26;5;2;23;19;2;6113450
2;6113450;9;3;22;11;17;10;16;1;20;4;12;25;13;15;7;14;21;6;24;18;8;26;5;2;23;19
9;3;22;11;7;10;16;1;20;4;12;25;13;15;17;14;21;6;24;18;8;26;5;2;23;19;2;6143731
2;6143731;9;3;22;11;7;10;16;1;20;4;12;25;13;15;17;14;21;6;24;18;8;26;5;2;23;19
9;3;22;11;7;10;16;1;20;4;12;25;13;15;17;14;24;6;21;18;8;26;5;2;23;19;2;6141655
2;6141655;9;3;22;11;7;10;16;1;20;4;12;25;13;15;17;14;24;6;21;18;8;26;5;2;23;19
9;3;22;11;7;10;16;1;20;4;12;25;13;15;17;14;24;6;21;18;2;26;5;8;23;19;2;6104269
2;6104269;9;3;22;11;7;10;16;1;20;4;12;25;13;15;17;14;24;6;21;18;2;26;5;8;23;19
9;3;22;11;7;10;16;1;20;4;12;25;13;15;17;14;24;6;21;18;23;26;5;8;2;19;2;6091682
2;6091682;9;3;22;11;7;10;16;1;20;4;12;25;13;15;17;14;24;6;21;18;23;26;5;8;2;19
9;3;22;11;7;10;16;1;20;4;12;25;13;15;17;14;24;6;21;18;5;26;23;8;2;19;2;6071406
2;6071406;9;3;22;11;7;10;16;1;20;4;12;25;13;15;17;14;24;6;21;18;5;26;23;8;2;19
9;11;22;3;7;10;16;1;20;4;12;25;13;15;17;14;24;6;21;18;5;26;23;8;2;19;2;6105496
2;6105496;9;11;22;3;7;10;16;1;20;4;12;25;13;15;17;14;24;6;21;18;5;26;23;8;2;19
9;11;22;3;7;10;16;1;20;4;12;25;26;15;17;14;24;6;21;18;5;13;23;8;2;19;2;6123601
3;6123601;9;11;22;3;7;10;16;1;20;4;12;25;26;15;17;14;24;6;21;18;5;13;23;8;2;19
9;11;22;7;3;10;16;1;20;4;12;25;26;15;17;14;24;6;21;18;5;13;23;8;2;19;3;6123941
3;6123941;9;11;22;7;3;10;16;1;20;4;12;25;26;15;17;14;24;6;21;18;5;13;23;8;2;19
9;11;22;7;3;10;16;1;20;4;18;25;26;15;17;14;24;6;21;12;5;13;23;8;2;19;3;6043269
3;6043269;9;11;22;7;3;10;16;1;20;4;18;25;26;15;17;14;24;6;21;12;5;13;23;8;2;19
9;11;22;7;19;10;16;1;20;4;18;25;26;15;17;14;24;6;21;12;5;13;23;8;2;3;3;5945356
3;5945356;9;11;22;7;19;10;16;1;20;4;18;25;26;15;17;14;24;6;21;12;5;13;23;8;2;3
9;11;22;7;19;10;16;1;20;4;18;25;26;15;17;14;24;6;21;12;5;3;23;8;2;13;3;6028861
3;6028861;9;11;22;7;19;10;16;1;20;4;18;25;26;15;17;14;24;6;21;12;5;3;23;8;2;13
9;11;22;7;19;10;16;1;20;4;18;23;26;15;17;14;24;6;21;12;5;3;25;8;2;13;3;6020878
3;6020878;9;11;22;7;19;10;16;1;20;4;18;23;26;15;17;14;24;6;21;12;5;3;25;8;2;13
9;11;22;7;19;10;16;1;20;4;18;24;26;15;17;14;23;6;21;12;5;3;25;8;2;13;3;6006635
3;6006635;9;11;22;7;19;10;16;1;20;4;18;24;26;15;17;14;23;6;21;12;5;3;25;8;2;13
9;11;22;7;19;10;16;1;20;4;18;12;26;15;17;14;23;6;21;24;5;3;25;8;2;13;3;5956110
3;5956110;9;11;22;7;19;10;16;1;20;4;18;12;26;15;17;14;23;6;21;24;5;3;25;8;2;13
9;17;22;7;19;10;16;1;20;4;18;12;26;15;11;14;23;6;21;24;5;3;25;8;2;13;3;5951545
3;5951545;9;17;22;7;19;10;16;1;20;4;18;12;26;15;11;14;23;6;21;24;5;3;25;8;2;13
9;17;22;7;19;10;16;1;20;4;18;12;26;15;11;14;23;6;21;24;5;3;8;25;2;13;3;5951545
3;5951545;9;17;22;7;19;10;16;1;20;4;18;12;26;15;11;14;23;6;21;24;5;3;8;25;2;13
9;17;22;7;19;24;16;1;20;4;18;12;26;15;11;14;23;6;21;10;5;3;8;25;2;13;3;5950831
3;5950831;9;17;22;7;19;24;16;1;20;4;18;12;26;15;11;14;23;6;21;10;5;3;8;25;2;13
9;17;22;7;19;24;16;1;10;4;18;12;26;15;11;14;23;6;21;20;5;3;8;25;2;13;3;6101974
3;6101974;9;17;22;7;19;24;16;1;10;4;18;12;26;15;11;14;23;6;21;20;5;3;8;25;2;13
9;17;22;7;2;24;16;1;10;4;18;12;26;15;11;14;23;6;21;20;5;3;8;25;19;13;3;6035530
3;6035530;9;17;22;7;2;24;16;1;10;4;18;12;26;15;11;14;23;6;21;20;5;3;8;25;19;13
9;17;22;7;2;24;16;1;10;4;18;12;26;15;11;14;6;23;21;20;5;3;8;25;19;13;3;6033917
3;6033917;9;17;22;7;2;24;16;1;10;4;18;12;26;15;11;14;6;23;21;20;5;3;8;25;19;13
9;17;22;7;2;24;16;1;10;4;18;12;26;15;11;14;6;23;13;20;5;3;8;25;19;21;3;6053471
3;6053471;9;17;22;7;2;24;16;1;10;4;18;12;26;15;11;14;6;23;13;20;5;3;8;25;19;21
9;17;22;7;2;24;16;1;10;4;18;12;26;15;3;14;6;23;13;20;5;11;8;25;19;21;3;6045893
3;6045893;9;17;22;7;2;24;16;1;10;4;18;12;26;15;3;14;6;23;13;20;5;11;8;25;19;21
9;17;22;7;2;24;16;1;10;6;18;12;26;15;3;14;4;23;13;20;5;11;8;25;19;21;3;6047096
3;6047096;9;17;22;7;2;24;16;1;10;6;18;12;26;15;3;14;4;23;13;20;5;11;8;25;19;21
9;17;22;7;2;24;16;1;10;6;18;12;26;15;3;14;4;23;13;5;20;11;8;25;19;21;3;6139656
3;6139656;9;17;22;7;2;24;16;1;10;6;18;12;26;15;3;14;4;23;13;5;20;11;8;25;19;21
15;17;22;7;2;24;16;1;10;6;18;12;26;9;3;14;4;23;13;5;20;11;8;25;19;21;3;6039550
3;6039550;15;17;22;7;2;24;16;1;10;6;18;12;26;9;3;14;4;23;13;5;20;11;8;25;19;21
15;17;9;7;2;24;16;1;10;6;18;12;26;22;3;14;4;23;13;5;20;11;8;25;19;21;3;6102311
3;6102311;15;17;9;7;2;24;16;1;10;6;18;12;26;22;3;14;4;23;13;5;20;11;8;25;19;21
12;17;9;7;2;24;16;1;10;6;18;15;26;22;3;14;4;23;13;5;20;11;8;25;19;21;3;6119483
4;6119483;12;17;9;7;2;24;16;1;10;6;18;15;26;22;3;14;4;23;13;5;20;11;8;25;19;21
12;17;9;7;2;24;16;1;10;6;18;15;26;22;13;14;4;23;3;5;20;11;8;25;19;21;4;6063343
4;6063343;12;17;9;7;2;24;16;1;10;6;18;15;26;22;13;14;4;23;3;5;20;11;8;25;19;21
12;17;9;4;2;24;16;1;10;6;18;15;26;22;13;14;7;23;3;5;20;11;8;25;19;21;4;6080645
4;6080645;12;17;9;4;2;24;16;1;10;6;18;15;26;22;13;14;7;23;3;5;20;11;8;25;19;21
12;17;9;4;23;24;16;1;10;6;18;15;26;22;13;14;7;2;3;5;20;11;8;25;19;21;4;6074104
4;6074104;12;17;9;4;23;24;16;1;10;6;18;15;26;22;13;14;7;2;3;5;20;11;8;25;19;21
12;17;7;4;23;24;16;1;10;6;18;15;26;22;13;14;9;2;3;5;20;11;8;25;19;21;4;5999390
4;5999390;12;17;7;4;23;24;16;1;10;6;18;15;26;22;13;14;9;2;3;5;20;11;8;25;19;21
12;17;7;4;23;24;16;18;10;6;1;15;26;22;13;14;9;2;3;5;20;11;8;25;19;21;4;5900639
4;5900639;12;17;7;4;23;24;16;18;10;6;1;15;26;22;13;14;9;2;3;5;20;11;8;25;19;21
12;23;7;4;17;24;16;18;10;6;1;15;26;22;13;14;9;2;3;5;20;11;8;25;19;21;4;5904220
4;5904220;12;23;7;4;17;24;16;18;10;6;1;15;26;22;13;14;9;2;3;5;20;11;8;25;19;21
22;23;7;4;17;24;16;18;10;6;1;15;26;12;13;14;9;2;3;5;20;11;8;25;19;21;4;5850957
4;5850957;22;23;7;4;17;24;16;18;10;6;1;15;26;12;13;14;9;2;3;5;20;11;8;25;19;21
22;23;7;4;17;24;16;18;13;6;1;15;26;12;10;14;9;2;3;5;20;11;8;25;19;21;4;5836484
4;5836484;22;23;7;4;17;24;16;18;13;6;1;15;26;12;10;14;9;2;3;5;20;11;8;25;19;21
22;23;7;4;17;24;16;18;13;6;3;15;26;12;10;14;9;2;1;5;20;11;8;25;19;21;4;5947310
4;5947310;22;23;7;4;17;24;16;18;13;6;3;15;26;12;10;14;9;2;1;5;20;11;8;25;19;21
22;26;7;4;17;24;16;18;13;6;3;15;23;12;10;14;9;2;1;5;20;11;8;25;19;21;4;5948674
4;5948674;22;26;7;4;17;24;16;18;13;6;3;15;23;12;10;14;9;2;1;5;20;11;8;25;19;21
22;26;7;4;17;24;16;1;13;6;3;15;23;12;10;14;9;2;18;5;20;11;8;25;19;21;4;5946379
4;5946379;22;26;7;4;17;24;16;1;13;6;3;15;23;12;10;14;9;2;18;5;20;11;8;25;19;21
22;26;7;25;17;24;16;1;13;6;3;15;23;12;10;14;9;2;18;5;20;11;8;4;19;21;4;5948911
4;5948911;22;26;7;25;17;24;16;1;13;6;3;15;23;12;10;14;9;2;18;5;20;11;8;4;19;21
22;26;7;25;17;24;16;1;13;6;12;15;23;3;10;14;9;2;18;5;20;11;8;4;19;21;4;5952987
4;5952987;22;26;7;25;17;24;16;1;13;6;12;15;23;3;10;14;9;2;18;5;20;11;8;4;19;21
22;26;7;25;17;24;16;1;13;6;12;15;23;3;10;14;9;2;18;5;8;11;20;4;19;21;4;5947418
4;5947418;22;26;7;25;17;24;16;1;13;6;12;15;23;3;10;14;9;2;18;5;8;11;20;4;19;21
22;26;7;25;17;14;16;1;13;6;12;15;23;3;10;24;9;2;18;5;8;11;20;4;19;21;4;5990246
4;5990246;22;26;7;25;17;14;16;1;13;6;12;15;23;3;10;24;9;2;18;5;8;11;20;4;19;21
22;26;7;25;17;14;16;8;13;6;12;15;23;3;10;24;9;2;18;5;1;11;20;4;19;21;4;5873297
4;5873297;22;26;7;25;17;14;16;8;13;6;12;15;23;3;10;24;9;2;18;5;1;11;20;4;19;21
22;26;7;25;17;14;16;8;13;11;12;15;23;3;10;24;9;2;18;5;1;6;20;4;19;21;4;5871652
4;5871652;22;26;7;25;17;14;16;8;13;11;12;15;23;3;10;24;9;2;18;5;1;6;20;4;19;21
22;26;7;25;17;14;16;1;13;11;12;15;23;3;10;24;9;2;18;5;8;6;20;4;19;21;4;5988007
4;5988007;22;26;7;25;17;14;16;1;13;11;12;15;23;3;10;24;9;2;18;5;8;6;20;4;19;21
22;26;7;25;17;14;16;1;23;11;12;15;13;3;10;24;9;2;18;5;8;6;20;4;19;21;4;5973268
4;5973268;22;26;7;25;17;14;16;1;23;11;12;15;13;3;10;24;9;2;18;5;8;6;20;4;19;21
22;26;7;25;17;14;16;1;23;11;12;15;13;3;10;24;9;18;2;5;8;6;20;4;19;21;4;5980068
5;5980068;22;26;7;25;17;14;16;1;23;11;12;15;13;3;10;24;9;18;2;5;8;6;20;4;19;21
21;26;7;25;17;14;16;1;23;11;12;15;13;3;10;24;9;18;2;5;8;6;20;4;19;22;5;5916181
5;5916181;21;26;7;25;17;14;16;1;23;11;12;15;13;3;10;24;9;18;2;5;8;6;20;4;19;22
21;26;7;25;17;14;16;1;23;11;12;15;13;22;10;24;9;18;2;5;8;6;20;4;19;3;5;5906125
5;5906125;21;26;7;25;17;14;16;1;23;11;12;15;13;22;10;24;9;18;2;5;8;6;20;4;19;3
16;26;7;25;17;14;21;1;23;11;12;15;13;22;10;24;9;18;2;5;8;6;20;4;19;3;5;5920968
5;5920968;16;26;7;25;17;14;21;1;23;11;12;15;13;22;10;24;9;18;2;5;8;6;20;4;19;3
16;26;7;25;17;14;21;1;23;11;12;15;13;8;10;24;9;18;2;5;22;6;20;4;19;3;5;5915306
5;5915306;16;26;7;25;17;14;21;1;23;11;12;15;13;8;10;24;9;18;2;5;22;6;20;4;19;3
16;10;7;25;17;14;21;1;23;11;12;15;13;8;26;24;9;18;2;5;22;6;20;4;19;3;5;5915144
5;5915144;16;10;7;25;17;14;21;1;23;11;12;15;13;8;26;24;9;18;2;5;22;6;20;4;19;3
16;10;7;25;17;14;21;1;23;11;19;15;13;8;26;24;9;18;2;5;22;6;20;4;12;3;5;5903838
5;5903838;16;10;7;25;17;14;21;1;23;11;19;15;13;8;26;24;9;18;2;5;22;6;20;4;12;3
16;1;7;25;17;14;21;10;23;11;19;15;13;8;26;24;9;18;2;5;22;6;20;4;12;3;5;5869009
5;5869009;16;1;7;25;17;14;21;10;23;11;19;15;13;8;26;24;9;18;2;5;22;6;20;4;12;3
16;1;7;25;17;14;21;10;23;11;19;15;13;24;26;8;9;18;2;5;22;6;20;4;12;3;5;5881531
5;5881531;16;1;7;25;17;14;21;10;23;11;19;15;13;24;26;8;9;18;2;5;22;6;20;4;12;3
16;23;7;25;17;14;21;10;1;11;19;15;13;24;26;8;9;18;2;5;22;6;20;4;12;3;5;5942426
5;5942426;16;23;7;25;17;14;21;10;1;11;19;15;13;24;26;8;9;18;2;5;22;6;20;4;12;3
16;23;7;25;17;14;21;10;1;12;19;15;13;24;26;8;9;18;2;5;22;6;20;4;11;3;5;5924260
5;5924260;16;23;7;25;17;14;21;10;1;12;19;15;13;24;26;8;9;18;2;5;22;6;20;4;11;3
16;23;7;25;17;14;21;10;1;12;19;20;13;24;26;8;9;18;2;5;22;6;15;4;11;3;5;5893688
5;5893688;16;23;7;25;17;14;21;10;1;12;19;20;13;24;26;8;9;18;2;5;22;6;15;4;11;3
16;23;7;25;17;14;24;10;1;12;19;20;13;21;26;8;9;18;2;5;22;6;15;4;11;3;5;5856400
5;5856400;16;23;7;25;17;14;24;10;1;12;19;20;13;21;26;8;9;18;2;5;22;6;15;4;11;3
16;23;7;25;17;14;24;10;1;12;19;20;13;8;26;21;9;18;2;5;22;6;15;4;11;3;5;5851701
5;5851701;16;23;7;25;17;14;24;10;1;12;19;20;13;8;26;21;9;18;2;5;22;6;15;4;11;3
16;23;7;25;17;14;24;10;26;12;19;20;13;8;1;21;9;18;2;5;22;6;15;4;11;3;5;5823204
5;5823204;16;23;7;25;17;14;24;10;26;12;19;20;13;8;1;21;9;18;2;5;22;6;15;4;11;3
16;23;7;25;17;14;24;10;4;12;19;20;13;8;1;21;9;18;2;5;22;6;15;26;11;3;5;5789793
5;5789793;16;23;7;25;17;14;24;10;4;12;19;20;13;8;1;21;9;18;2;5;22;6;15;26;11;3
16;23;7;25;17;14;24;10;4;12;26;20;13;8;1;21;9;18;2;5;22;6;15;19;11;3;5;5816453
5;5816453;16;23;7;25;17;14;24;10;4;12;26;20;13;8;1;21;9;18;2;5;22;6;15;19;11;3
16;23;7;25;17;14;24;8;4;12;26;20;13;10;1;21;9;18;2;5;22;6;15;19;11;3;5;5841027
5;5841027;16;23;7;25;17;14;24;8;4;12;26;20;13;10;1;21;9;18;2;5;22;6;15;19;11;3
16;23;7;25;17;14;24;8;4;12;26;20;13;10;1;21;9;18;15;5;22;6;2;19;11;3;5;5870282
5;5870282;16;23;7;25;17;14;24;8;4;12;26;20;13;10;1;21;9;18;15;5;22;6;2;19;11;3
16;23;7;25;17;14;24;8;13;12;26;20;4;10;1;21;9;18;15;5;22;6;2;19;11;3;5;5897589
5;5897589;16;23;7;25;17;14;24;8;13;12;26;20;4;10;1;21;9;18;15;5;22;6;2;19;11;3
16;23;7;25;17;14;1;8;13;12;26;20;4;10;24;21;9;18;15;5;22;6;2;19;11;3;5;5948328
6;5948328;16;23;7;25;17;14;1;8;13;12;26;20;4;10;24;21;9;18;15;5;22;6;2;19;11;3
16;23;7;25;17;14;1;8;13;2;26;20;4;10;24;21;9;18;15;5;22;6;12;19;11;3;6;5937391
6;5937391;16;23;7;25;17;14;1;8;13;2;26;20;4;10;24;21;9;18;15;5;22;6;12;19;11;3
16;23;7;25;17;14;1;8;13;2;26;19;4;10;24;21;9;18;15;5;22;6;12;20;11;3;6;5947098
6;5947098;16;23;7;25;17;14;1;8;13;2;26;19;4;10;24;21;9;18;15;5;22;6;12;20;11;3
16;23;7;25;17;14;1;3;13;2;26;19;4;10;24;21;9;18;15;5;22;6;12;20;11;8;6;5969320
6;5969320;16;23;7;25;17;14;1;3;13;2;26;19;4;10;24;21;9;18;15;5;22;6;12;20;11;8
16;23;7;25;17;14;1;6;13;2;26;19;4;10;24;21;9;18;15;5;22;3;12;20;11;8;6;5903883
6;5903883;16;23;7;25;17;14;1;6;13;2;26;19;4;10;24;21;9;18;15;5;22;3;12;20;11;8
16;23;7;25;17;14;1;6;13;2;26;19;8;10;24;21;9;18;15;5;22;3;12;20;11;4;6;5976774
6;5976774;16;23;7;25;17;14;1;6;13;2;26;19;8;10;24;21;9;18;15;5;22;3;12;20;11;4
16;23;7;25;17;14;1;6;13;4;26;19;8;10;24;21;9;18;15;5;22;3;12;20;11;2;6;5932026
6;5932026;16;23;7;25;17;14;1;6;13;4;26;19;8;10;24;21;9;18;15;5;22;3;12;20;11;2
16;23;7;15;17;14;1;6;13;4;26;19;8;10;24;21;9;18;25;5;22;3;12;20;11;2;6;5960175
6;5960175;16;23;7;15;17;14;1;6;13;4;26;19;8;10;24;21;9;18;25;5;22;3;12;20;11;2
16;23;7;15;20;14;1;6;13;4;26;19;8;10;24;21;9;18;25;5;22;3;12;17;11;2;6;5944951
6;5944951;16;23;7;15;20;14;1;6;13;4;26;19;8;10;24;21;9;18;25;5;22;3;12;17;11;2
16;23;7;15;20;14;1;6;13;4;26;19;8;10;24;21;9;18;25;2;22;3;12;17;11;5;6;6097263
6;6097263;16;23;7;15;20;14;1;6;13;4;26;19;8;10;24;21;9;18;25;2;22;3;12;17;11;5
16;23;7;15;20;14;6;1;13;4;26;19;8;10;24;21;9;18;25;2;22;3;12;17;11;5;6;6101402
6;6101402;16;23;7;15;20;14;6;1;13;4;26;19;8;10;24;21;9;18;25;2;22;3;12;17;11;5
16;23;7;15;20;14;6;1;13;4;17;19;8;10;24;21;9;18;25;2;22;3;12;26;11;5;6;6116111
6;6116111;16;23;7;15;20;14;6;1;13;4;17;19;8;10;24;21;9;18;25;2;22;3;12;26;11;5
16;23;7;15;12;14;6;1;13;4;17;19;8;10;24;21;9;18;25;2;22;3;20;26;11;5;6;6118363
6;6118363;16;23;7;15;12;14;6;1;13;4;17;19;8;10;24;21;9;18;25;2;22;3;20;26;11;5
16;23;7;15;12;14;1;6;13;4;17;19;8;10;24;21;9;18;25;2;22;3;20;26;11;5;6;6114224
6;6114224;16;23;7;15;12;14;1;6;13;4;17;19;8;10;24;21;9;18;25;2;22;3;20;26;11;5
16;23;7;12;15;14;1;6;13;4;17;19;8;10;24;21;9;18;25;2;22;3;20;26;11;5;6;6114124
6;6114124;16;23;7;12;15;14;1;6;13;4;17;19;8;10;24;21;9;18;25;2;22;3;20;26;11;5
16;23;7;12;15;14;1;4;13;6;17;19;8;10;24;21;9;18;25;2;22;3;20;26;11;5;6;6112904
6;6112904;16;23;7;12;15;14;1;4;13;6;17;19;8;10;24;21;9;18;25;2;22;3;20;26;11;5
16;23;7;12;15;14;1;6;13;4;17;19;8;10;24;21;9;18;25;2;22;3;20;26;11;5;6;6114124
6;6114124;16;23;7;12;15;14;1;6;13;4;17;19;8;10;24;21;9;18;25;2;22;3;20;26;11;5
16;23;7;12;15;14;1;6;13;4;17;19;8;10;24;21;9;18;5;2;22;3;20;26;11;25;6;5822018
6;5822018;16;23;7;12;15;14;1;6;13;4;17;19;8;10;24;21;9;18;5;2;22;3;20;26;11;25
16;23;7;12;15;14;1;6;13;4;17;19;8;10;24;21;9;18;5;20;22;3;2;26;11;25;6;5819144
6;5819144;16;23;7;12;15;14;1;6;13;4;17;19;8;10;24;21;9;18;5;20;22;3;2;26;11;25
