"X1";"X5874763";"X13";"X19";"X8";"X21";"X25";"X3";"X24";"X23";"X5";"X2";"X20";"X11";"X16";"X4";"X1.1";"X18";"X7";"X9";"X22";"X6";"X15";"X10";"X14";"X17";"X26";"X12"
3;5866706;6;16;11;5;17;15;10;3;13;7;8;23;9;19;1;4;26;20;14;18;25;12;21;22;2;24
6;16;11;5;17;15;18;3;13;7;8;23;9;19;1;4;26;20;14;10;25;12;21;22;2;24;3;5729624
3;5729624;6;16;11;5;17;15;18;3;13;7;8;23;9;19;1;4;26;20;14;10;25;12;21;22;2;24
6;16;11;5;17;15;18;3;13;7;8;23;9;14;1;4;26;20;19;10;25;12;21;22;2;24;3;5815250
3;5815250;6;16;11;5;17;15;18;3;13;7;8;23;9;14;1;4;26;20;19;10;25;12;21;22;2;24
6;16;11;12;17;15;18;3;13;7;8;23;9;14;1;4;26;20;19;10;25;5;21;22;2;24;3;5769345
3;5769345;6;16;11;12;17;15;18;3;13;7;8;23;9;14;1;4;26;20;19;10;25;5;21;22;2;24
6;16;11;15;17;12;18;3;13;7;8;23;9;14;1;4;26;20;19;10;25;5;21;22;2;24;3;5734010
3;5734010;6;16;11;15;17;12;18;3;13;7;8;23;9;14;1;4;26;20;19;10;25;5;21;22;2;24
6;16;11;15;17;12;18;3;13;7;8;23;9;2;1;4;26;20;19;10;25;5;21;22;14;24;3;5711003
3;5711003;6;16;11;15;17;12;18;3;13;7;8;23;9;2;1;4;26;20;19;10;25;5;21;22;14;24
6;16;11;15;17;12;18;3;13;7;8;23;9;2;1;4;26;20;19;10;25;5;14;22;21;24;3;5905060
3;5905060;6;16;11;15;17;12;18;3;13;7;8;23;9;2;1;4;26;20;19;10;25;5;14;22;21;24
6;16;11;15;17;12;18;3;13;7;8;23;9;2;1;10;26;20;19;4;25;5;14;22;21;24;3;5988987
3;5988987;6;16;11;15;17;12;18;3;13;7;8;23;9;2;1;10;26;20;19;4;25;5;14;22;21;24
6;16;11;15;17;12;21;3;13;7;8;23;9;2;1;10;26;20;19;4;25;5;14;22;18;24;3;5984140
3;5984140;6;16;11;15;17;12;21;3;13;7;8;23;9;2;1;10;26;20;19;4;25;5;14;22;18;24
6;16;11;15;17;12;21;3;13;23;8;7;9;2;1;10;26;20;19;4;25;5;14;22;18;24;3;6000599
3;6000599;6;16;11;15;17;12;21;3;13;23;8;7;9;2;1;10;26;20;19;4;25;5;14;22;18;24
6;16;11;5;17;12;21;3;13;23;8;7;9;2;1;10;26;20;19;4;25;15;14;22;18;24;3;5970048
3;5970048;6;16;11;5;17;12;21;3;13;23;8;7;9;2;1;10;26;20;19;4;25;15;14;22;18;24
6;16;11;5;17;12;21;3;13;23;24;7;9;2;1;10;26;20;19;4;25;15;14;22;18;8;3;6027425
3;6027425;6;16;11;5;17;12;21;3;13;23;24;7;9;2;1;10;26;20;19;4;25;15;14;22;18;8
6;16;11;5;17;12;21;3;13;23;24;7;10;2;1;9;26;20;19;4;25;15;14;22;18;8;3;6036898
4;6036898;6;16;11;5;17;12;21;3;13;23;24;7;10;2;1;9;26;20;19;4;25;15;14;22;18;8
6;16;11;5;17;12;21;3;13;23;24;7;10;2;1;9;19;20;26;4;25;15;14;22;18;8;4;6068196
4;6068196;6;16;11;5;17;12;21;3;13;23;24;7;10;2;1;9;19;20;26;4;25;15;14;22;18;8
6;16;11;5;17;12;21;3;13;23;24;7;22;2;1;9;19;20;26;4;25;15;14;10;18;8;4;6059005
4;6059005;6;16;11;5;17;12;21;3;13;23;24;7;22;2;1;9;19;20;26;4;25;15;14;10;18;8
6;16;11;25;17;12;21;3;13;23;24;7;22;2;1;9;19;20;26;4;5;15;14;10;18;8;4;6038136
4;6038136;6;16;11;25;17;12;21;3;13;23;24;7;22;2;1;9;19;20;26;4;5;15;14;10;18;8
6;16;11;25;17;12;21;3;20;23;24;7;22;2;1;9;19;13;26;4;5;15;14;10;18;8;4;6088674
4;6088674;6;16;11;25;17;12;21;3;20;23;24;7;22;2;1;9;19;13;26;4;5;15;14;10;18;8
6;16;11;25;17;12;21;3;20;23;24;7;22;2;1;9;19;13;26;4;15;5;14;10;18;8;4;6087717
4;6087717;6;16;11;25;17;12;21;3;20;23;24;7;22;2;1;9;19;13;26;4;15;5;14;10;18;8
6;16;11;25;17;22;21;3;20;23;24;7;12;2;1;9;19;13;26;4;15;5;14;10;18;8;4;6061251
4;6061251;6;16;11;25;17;22;21;3;20;23;24;7;12;2;1;9;19;13;26;4;15;5;14;10;18;8
6;16;10;25;17;22;21;3;20;23;24;7;12;2;1;9;19;13;26;4;15;5;14;11;18;8;4;6056593
4;6056593;6;16;10;25;17;22;21;3;20;23;24;7;12;2;1;9;19;13;26;4;15;5;14;11;18;8
6;16;10;25;17;22;21;3;20;23;24;7;11;2;1;9;19;13;26;4;15;5;14;12;18;8;4;6088691
4;6088691;6;16;10;25;17;22;21;3;20;23;24;7;11;2;1;9;19;13;26;4;15;5;14;12;18;8
6;16;10;25;22;17;21;3;20;23;24;7;11;2;1;9;19;13;26;4;15;5;14;12;18;8;4;6108100
4;6108100;6;16;10;25;22;17;21;3;20;23;24;7;11;2;1;9;19;13;26;4;15;5;14;12;18;8
6;16;10;25;22;17;21;24;20;23;3;7;11;2;1;9;19;13;26;4;15;5;14;12;18;8;4;6015270
4;6015270;6;16;10;25;22;17;21;24;20;23;3;7;11;2;1;9;19;13;26;4;15;5;14;12;18;8
6;16;10;25;22;17;21;26;20;23;3;7;11;2;1;9;19;13;24;4;15;5;14;12;18;8;4;6015791
4;6015791;6;16;10;25;22;17;21;26;20;23;3;7;11;2;1;9;19;13;24;4;15;5;14;12;18;8
6;16;10;25;22;17;21;13;20;23;3;7;11;2;1;9;19;26;24;4;15;5;14;12;18;8;4;6021672
4;6021672;6;16;10;25;22;17;21;13;20;23;3;7;11;2;1;9;19;26;24;4;15;5;14;12;18;8
6;16;10;25;22;17;21;13;20;23;3;7;11;2;1;8;19;26;24;4;15;5;14;12;18;9;4;6039320
4;6039320;6;16;10;25;22;17;21;13;20;23;3;7;11;2;1;8;19;26;24;4;15;5;14;12;18;9
6;16;10;25;22;17;21;13;19;23;3;7;11;2;1;8;20;26;24;4;15;5;14;12;18;9;4;6023390
4;6023390;6;16;10;25;22;17;21;13;19;23;3;7;11;2;1;8;20;26;24;4;15;5;14;12;18;9
6;16;10;25;22;17;21;18;19;23;3;7;11;2;1;8;20;26;24;4;15;5;14;12;13;9;4;6006834
4;6006834;6;16;10;25;22;17;21;18;19;23;3;7;11;2;1;8;20;26;24;4;15;5;14;12;13;9
6;16;10;25;22;17;21;18;19;23;3;7;11;2;15;8;20;26;24;4;1;5;14;12;13;9;4;6018785
4;6018785;6;16;10;25;22;17;21;18;19;23;3;7;11;2;15;8;20;26;24;4;1;5;14;12;13;9
6;16;10;25;12;17;21;18;19;23;3;7;11;2;15;8;20;26;24;4;1;5;14;22;13;9;4;6000032
4;6000032;6;16;10;25;12;17;21;18;19;23;3;7;11;2;15;8;20;26;24;4;1;5;14;22;13;9
6;16;3;25;12;17;21;18;19;23;10;7;11;2;15;8;20;26;24;4;1;5;14;22;13;9;4;6015081
4;6015081;6;16;3;25;12;17;21;18;19;23;10;7;11;2;15;8;20;26;24;4;1;5;14;22;13;9
6;16;3;25;12;17;21;18;19;20;10;7;11;2;15;8;23;26;24;4;1;5;14;22;13;9;4;6036504
4;6036504;6;16;3;25;12;17;21;18;19;20;10;7;11;2;15;8;23;26;24;4;1;5;14;22;13;9
6;16;3;25;12;17;21;18;19;13;10;7;11;2;15;8;23;26;24;4;1;5;14;22;20;9;4;6057057
5;6057057;6;16;3;25;12;17;21;18;19;13;10;7;11;2;15;8;23;26;24;4;1;5;14;22;20;9
16;6;3;25;12;17;21;18;19;13;10;7;11;2;15;8;23;26;24;4;1;5;14;22;20;9;5;6059748
5;6059748;16;6;3;25;12;17;21;18;19;13;10;7;11;2;15;8;23;26;24;4;1;5;14;22;20;9
16;6;3;25;12;17;21;18;19;13;10;7;11;9;15;8;23;26;24;4;1;5;14;22;20;2;5;6065483
5;6065483;16;6;3;25;12;17;21;18;19;13;10;7;11;9;15;8;23;26;24;4;1;5;14;22;20;2
22;6;3;25;12;17;21;18;19;13;10;7;11;9;15;8;23;26;24;4;1;5;14;16;20;2;5;6067488
5;6067488;22;6;3;25;12;17;21;18;19;13;10;7;11;9;15;8;23;26;24;4;1;5;14;16;20;2
22;6;3;25;12;2;21;18;19;13;10;7;11;9;15;8;23;26;24;4;1;5;14;16;20;17;5;6063453
5;6063453;22;6;3;25;12;2;21;18;19;13;10;7;11;9;15;8;23;26;24;4;1;5;14;16;20;17
22;6;3;25;12;2;21;18;19;13;10;7;11;9;15;8;20;26;24;4;1;5;14;16;23;17;5;6014029
5;6014029;22;6;3;25;12;2;21;18;19;13;10;7;11;9;15;8;20;26;24;4;1;5;14;16;23;17
22;6;3;25;12;2;21;18;5;13;10;7;11;9;15;8;20;26;24;4;1;19;14;16;23;17;5;5954521
5;5954521;22;6;3;25;12;2;21;18;5;13;10;7;11;9;15;8;20;26;24;4;1;19;14;16;23;17
22;3;6;25;12;2;21;18;5;13;10;7;11;9;15;8;20;26;24;4;1;19;14;16;23;17;5;5930016
5;5930016;22;3;6;25;12;2;21;18;5;13;10;7;11;9;15;8;20;26;24;4;1;19;14;16;23;17
22;3;6;25;12;2;21;18;5;13;10;15;11;9;7;8;20;26;24;4;1;19;14;16;23;17;5;5927349
5;5927349;22;3;6;25;12;2;21;18;5;13;10;15;11;9;7;8;20;26;24;4;1;19;14;16;23;17
22;3;6;21;12;2;25;18;5;13;10;15;11;9;7;8;20;26;24;4;1;19;14;16;23;17;5;5988697
5;5988697;22;3;6;21;12;2;25;18;5;13;10;15;11;9;7;8;20;26;24;4;1;19;14;16;23;17
22;3;21;6;12;2;25;18;5;13;10;15;11;9;7;8;20;26;24;4;1;19;14;16;23;17;5;5975161
5;5975161;22;3;21;6;12;2;25;18;5;13;10;15;11;9;7;8;20;26;24;4;1;19;14;16;23;17
22;3;21;6;12;2;25;18;5;13;10;15;11;9;7;8;20;26;24;4;14;19;1;16;23;17;5;5984728
5;5984728;22;3;21;6;12;2;25;18;5;13;10;15;11;9;7;8;20;26;24;4;14;19;1;16;23;17
22;3;18;6;12;2;25;21;5;13;10;15;11;9;7;8;20;26;24;4;14;19;1;16;23;17;5;5911337
5;5911337;22;3;18;6;12;2;25;21;5;13;10;15;11;9;7;8;20;26;24;4;14;19;1;16;23;17
22;3;18;6;12;2;25;21;14;13;10;15;11;9;7;8;20;26;24;4;5;19;1;16;23;17;5;6016625
5;6016625;22;3;18;6;12;2;25;21;14;13;10;15;11;9;7;8;20;26;24;4;5;19;1;16;23;17
22;3;14;6;12;2;25;21;18;13;10;15;11;9;7;8;20;26;24;4;5;19;1;16;23;17;5;6065540
5;6065540;22;3;14;6;12;2;25;21;18;13;10;15;11;9;7;8;20;26;24;4;5;19;1;16;23;17
22;3;14;6;12;16;25;21;18;13;10;15;11;9;7;8;20;26;24;4;5;19;1;2;23;17;5;6099327
5;6099327;22;3;14;6;12;16;25;21;18;13;10;15;11;9;7;8;20;26;24;4;5;19;1;2;23;17
22;13;14;6;12;16;25;21;18;3;10;15;11;9;7;8;20;26;24;4;5;19;1;2;23;17;5;6150049
5;6150049;22;13;14;6;12;16;25;21;18;3;10;15;11;9;7;8;20;26;24;4;5;19;1;2;23;17
22;13;14;6;12;16;5;21;18;3;10;15;11;9;7;8;20;26;24;4;25;19;1;2;23;17;5;5934108
5;5934108;22;13;14;6;12;16;5;21;18;3;10;15;11;9;7;8;20;26;24;4;25;19;1;2;23;17
22;13;14;6;12;16;2;21;18;3;10;15;11;9;7;8;20;26;24;4;25;19;1;5;23;17;5;6150534
5;6150534;22;13;14;6;12;16;2;21;18;3;10;15;11;9;7;8;20;26;24;4;25;19;1;5;23;17
22;13;14;6;12;16;2;21;18;3;10;15;5;9;7;8;20;26;24;4;25;19;1;11;23;17;5;5908241
5;5908241;22;13;14;6;12;16;2;21;18;3;10;15;5;9;7;8;20;26;24;4;25;19;1;11;23;17
22;13;14;6;12;16;2;21;18;3;10;15;24;9;7;8;20;26;5;4;25;19;1;11;23;17;5;5853765
6;5853765;22;13;14;6;12;16;2;21;18;3;10;15;24;9;7;8;20;26;5;4;25;19;1;11;23;17
22;13;17;6;12;16;2;21;18;3;10;15;24;9;7;8;20;26;5;4;25;19;1;11;23;14;6;5878504
6;5878504;22;13;17;6;12;16;2;21;18;3;10;15;24;9;7;8;20;26;5;4;25;19;1;11;23;14
22;19;17;6;12;16;2;21;18;3;10;15;24;9;7;8;20;26;5;4;25;13;1;11;23;14;6;5875394
6;5875394;22;19;17;6;12;16;2;21;18;3;10;15;24;9;7;8;20;26;5;4;25;13;1;11;23;14
22;19;17;6;12;16;2;21;18;3;10;15;24;9;4;8;20;26;5;7;25;13;1;11;23;14;6;5893315
6;5893315;22;19;17;6;12;16;2;21;18;3;10;15;24;9;4;8;20;26;5;7;25;13;1;11;23;14
22;19;17;6;12;16;2;21;18;3;1;15;24;9;4;8;20;26;5;7;25;13;10;11;23;14;6;5820309
6;5820309;22;19;17;6;12;16;2;21;18;3;1;15;24;9;4;8;20;26;5;7;25;13;10;11;23;14
22;19;17;6;12;16;2;21;23;3;1;15;24;9;4;8;20;26;5;7;25;13;10;11;18;14;6;5865121
6;5865121;22;19;17;6;12;16;2;21;23;3;1;15;24;9;4;8;20;26;5;7;25;13;10;11;18;14
22;19;17;6;12;16;2;21;23;3;1;15;24;9;4;8;10;26;5;7;25;13;20;11;18;14;6;5936151
6;5936151;22;19;17;6;12;16;2;21;23;3;1;15;24;9;4;8;10;26;5;7;25;13;20;11;18;14
22;19;17;6;12;14;2;21;23;3;1;15;24;9;4;8;10;26;5;7;25;13;20;11;18;16;6;5886486
6;5886486;22;19;17;6;12;14;2;21;23;3;1;15;24;9;4;8;10;26;5;7;25;13;20;11;18;16
22;19;17;6;12;14;2;24;23;3;1;15;21;9;4;8;10;26;5;7;25;13;20;11;18;16;6;5857135
6;5857135;22;19;17;6;12;14;2;24;23;3;1;15;21;9;4;8;10;26;5;7;25;13;20;11;18;16
22;19;17;6;12;14;26;24;23;3;1;15;21;9;4;8;10;2;5;7;25;13;20;11;18;16;6;5851356
6;5851356;22;19;17;6;12;14;26;24;23;3;1;15;21;9;4;8;10;2;5;7;25;13;20;11;18;16
22;19;17;6;12;14;26;24;23;3;1;15;21;9;4;8;10;18;5;7;25;13;20;11;2;16;6;5745927
6;5745927;22;19;17;6;12;14;26;24;23;3;1;15;21;9;4;8;10;18;5;7;25;13;20;11;2;16
22;19;17;6;12;14;26;24;23;3;5;15;21;9;4;8;10;18;1;7;25;13;20;11;2;16;6;5743604
6;5743604;22;19;17;6;12;14;26;24;23;3;5;15;21;9;4;8;10;18;1;7;25;13;20;11;2;16
22;19;2;6;12;14;26;24;23;3;5;15;21;9;4;8;10;18;1;7;25;13;20;11;17;16;6;5747223
6;5747223;22;19;2;6;12;14;26;24;23;3;5;15;21;9;4;8;10;18;1;7;25;13;20;11;17;16
22;19;2;6;12;14;26;24;23;3;5;15;21;9;13;8;10;18;1;7;25;4;20;11;17;16;6;5733890
6;5733890;22;19;2;6;12;14;26;24;23;3;5;15;21;9;13;8;10;18;1;7;25;4;20;11;17;16
22;19;26;6;12;14;2;24;23;3;5;15;21;9;13;8;10;18;1;7;25;4;20;11;17;16;6;5740181
6;5740181;22;19;26;6;12;14;2;24;23;3;5;15;21;9;13;8;10;18;1;7;25;4;20;11;17;16
22;19;26;6;12;14;2;24;23;3;1;15;21;9;13;8;10;18;5;7;25;4;20;11;17;16;6;5741365
6;5741365;22;19;26;6;12;14;2;24;23;3;1;15;21;9;13;8;10;18;5;7;25;4;20;11;17;16
22;19;26;6;12;14;2;24;23;3;1;15;21;9;7;8;10;18;5;13;25;4;20;11;17;16;6;5739220
6;5739220;22;19;26;6;12;14;2;24;23;3;1;15;21;9;7;8;10;18;5;13;25;4;20;11;17;16
22;19;26;6;12;14;2;24;1;3;23;15;21;9;7;8;10;18;5;13;25;4;20;11;17;16;6;5732913
6;5732913;22;19;26;6;12;14;2;24;1;3;23;15;21;9;7;8;10;18;5;13;25;4;20;11;17;16
22;19;26;6;25;14;2;24;1;3;23;15;21;9;7;8;10;18;5;13;12;4;20;11;17;16;6;5738489
6;5738489;22;19;26;6;25;14;2;24;1;3;23;15;21;9;7;8;10;18;5;13;12;4;20;11;17;16
