"X1";"X38854";"X12";"X7";"X9";"X6";"X11";"X2";"X8";"X4";"X10";"X5";"X1.1";"X3"
11;12;1;6;2;10;9;8;5;7;4;3;4;56940
4;56940;11;12;1;6;2;10;9;8;5;7;4;3
11;12;1;6;2;10;4;8;5;7;9;3;4;53198
4;53198;11;12;1;6;2;10;4;8;5;7;9;3
11;12;1;6;8;10;4;2;5;7;9;3;4;37582
4;37582;11;12;1;6;8;10;4;2;5;7;9;3
11;12;6;1;8;10;4;2;5;7;9;3;4;38754
4;38754;11;12;6;1;8;10;4;2;5;7;9;3
8;12;6;1;11;10;4;2;5;7;9;3;4;50462
4;50462;8;12;6;1;11;10;4;2;5;7;9;3
8;12;6;1;11;10;3;2;5;7;9;4;4;53994
4;53994;8;12;6;1;11;10;3;2;5;7;9;4
8;12;6;1;11;10;5;2;3;7;9;4;4;51962
4;51962;8;12;6;1;11;10;5;2;3;7;9;4
7;12;6;1;11;10;5;2;3;8;9;4;4;56190
4;56190;7;12;6;1;11;10;5;2;3;8;9;4
7;12;6;1;2;10;5;11;3;8;9;4;4;40002
4;40002;7;12;6;1;2;10;5;11;3;8;9;4
7;10;6;1;2;12;5;11;3;8;9;4;4;35326
4;35326;7;10;6;1;2;12;5;11;3;8;9;4
7;10;6;1;2;11;5;12;3;8;9;4;4;46060
4;46060;7;10;6;1;2;11;5;12;3;8;9;4
7;10;6;1;2;11;5;8;3;12;9;4;4;50062
4;50062;7;10;6;1;2;11;5;8;3;12;9;4
2;10;6;1;7;11;5;8;3;12;9;4;4;56484
5;50062;7;10;6;1;2;11;5;8;3;12;9;4
7;10;8;1;2;11;5;6;3;12;9;4;5;39150
5;39150;7;10;8;1;2;11;5;6;3;12;9;4
11;10;8;1;2;7;5;6;3;12;9;4;5;43950
5;43950;11;10;8;1;2;7;5;6;3;12;9;4
11;10;8;4;2;7;5;6;3;12;9;1;5;45702
5;45702;11;10;8;4;2;7;5;6;3;12;9;1
11;10;3;4;2;7;5;6;8;12;9;1;5;45438
5;45438;11;10;3;4;2;7;5;6;8;12;9;1
11;10;1;4;2;7;5;6;8;12;9;3;5;44658
5;44658;11;10;1;4;2;7;5;6;8;12;9;3
9;10;1;4;2;7;5;6;8;12;11;3;5;37346
5;37346;9;10;1;4;2;7;5;6;8;12;11;3
9;10;12;4;2;7;5;6;8;1;11;3;5;42724
5;42724;9;10;12;4;2;7;5;6;8;1;11;3
9;10;12;4;2;7;5;6;1;8;11;3;5;41998
5;41998;9;10;12;4;2;7;5;6;1;8;11;3
9;4;12;10;2;7;5;6;1;8;11;3;5;44540
5;44540;9;4;12;10;2;7;5;6;1;8;11;3
9;4;12;10;2;11;5;6;1;8;7;3;5;46340
5;46340;9;4;12;10;2;11;5;6;1;8;7;3
9;4;6;10;2;11;5;12;1;8;7;3;5;50616
5;50616;9;4;6;10;2;11;5;12;1;8;7;3
9;7;6;10;2;11;5;12;1;8;4;3;5;49130
5;49130;9;7;6;10;2;11;5;12;1;8;4;3
8;7;6;10;2;11;5;12;1;9;4;3;5;50614
5;50614;8;7;6;10;2;11;5;12;1;9;4;3
8;7;6;10;1;11;5;12;2;9;4;3;5;47418
5;47418;8;7;6;10;1;11;5;12;2;9;4;3
8;7;6;10;1;11;5;4;2;9;12;3;5;47540
5;47540;8;7;6;10;1;11;5;4;2;9;12;3
8;7;6;12;1;11;5;4;2;9;10;3;5;51132
5;51132;8;7;6;12;1;11;5;4;2;9;10;3
8;7;6;12;1;11;5;4;2;9;3;10;5;52444
5;52444;8;7;6;12;1;11;5;4;2;9;3;10
8;7;6;12;10;11;5;4;2;9;3;1;5;51662
5;51662;8;7;6;12;10;11;5;4;2;9;3;1
8;7;6;12;3;11;5;4;2;9;10;1;5;54624
5;51662;8;7;6;12;10;11;5;4;2;9;3;1
8;7;3;12;10;11;5;4;2;9;6;1;5;48492
6;48492;8;7;3;12;10;11;5;4;2;9;6;1
5;7;3;12;10;11;8;4;2;9;6;1;6;36404
6;36404;5;7;3;12;10;11;8;4;2;9;6;1
5;7;3;12;6;11;8;4;2;9;10;1;6;39720
6;39720;5;7;3;12;6;11;8;4;2;9;10;1
5;7;3;12;6;11;8;4;2;1;10;9;6;37608
6;37608;5;7;3;12;6;11;8;4;2;1;10;9
5;7;3;12;6;11;10;4;2;1;8;9;6;39320
6;39320;5;7;3;12;6;11;10;4;2;1;8;9
5;1;3;12;6;11;10;4;2;7;8;9;6;47864
6;47864;5;1;3;12;6;11;10;4;2;7;8;9
5;1;3;12;6;2;10;4;11;7;8;9;6;42450
6;42450;5;1;3;12;6;2;10;4;11;7;8;9
5;1;3;12;6;8;10;4;11;7;2;9;6;45682
6;45682;5;1;3;12;6;8;10;4;11;7;2;9
5;1;3;12;6;8;7;4;11;10;2;9;6;48056
6;48056;5;1;3;12;6;8;7;4;11;10;2;9
5;1;3;12;6;10;7;4;11;8;2;9;6;42158
6;42158;5;1;3;12;6;10;7;4;11;8;2;9
5;2;3;12;6;10;7;4;11;8;1;9;6;50576
6;50576;5;2;3;12;6;10;7;4;11;8;1;9
2;5;3;12;6;10;7;4;11;8;1;9;6;44552
6;44552;2;5;3;12;6;10;7;4;11;8;1;9
2;5;8;12;6;10;7;4;11;3;1;9;6;44762
6;44762;2;5;8;12;6;10;7;4;11;3;1;9
2;5;8;12;6;10;7;4;11;3;9;1;6;43246
6;43246;2;5;8;12;6;10;7;4;11;3;9;1
2;5;8;9;6;10;7;4;11;3;12;1;6;41982
6;41982;2;5;8;9;6;10;7;4;11;3;12;1
2;5;8;9;6;10;7;12;11;3;4;1;6;54226
6;54226;2;5;8;9;6;10;7;12;11;3;4;1
2;10;8;9;6;5;7;12;11;3;4;1;6;45816
6;45816;2;10;8;9;6;5;7;12;11;3;4;1
2;10;9;8;6;5;7;12;11;3;4;1;6;42934
6;42934;2;10;9;8;6;5;7;12;11;3;4;1
2;10;9;8;1;5;7;12;11;3;4;6;6;44224
6;44224;2;10;9;8;1;5;7;12;11;3;4;6
7;10;9;8;1;5;2;12;11;3;4;6;6;36192
6;36192;7;10;9;8;1;5;2;12;11;3;4;6
7;9;10;8;1;5;2;12;11;3;4;6;6;52756
7;52756;7;9;10;8;1;5;2;12;11;3;4;6
7;9;8;10;1;5;2;12;11;3;4;6;7;52460
7;52460;7;9;8;10;1;5;2;12;11;3;4;6
7;12;8;10;1;5;2;9;11;3;4;6;7;52820
7;52820;7;12;8;10;1;5;2;9;11;3;4;6
7;12;2;10;1;5;8;9;11;3;4;6;7;51472
7;51472;7;12;2;10;1;5;8;9;11;3;4;6
7;12;2;10;8;5;1;9;11;3;4;6;7;55652
7;55652;7;12;2;10;8;5;1;9;11;3;4;6
5;12;2;10;8;7;1;9;11;3;4;6;7;52696
7;52696;5;12;2;10;8;7;1;9;11;3;4;6
5;12;2;10;8;7;11;9;1;3;4;6;7;52402
7;52402;5;12;2;10;8;7;11;9;1;3;4;6
5;11;2;10;8;7;12;9;1;3;4;6;7;40730
7;40730;5;11;2;10;8;7;12;9;1;3;4;6
5;11;2;10;8;7;12;9;3;1;4;6;7;40608
7;40608;5;11;2;10;8;7;12;9;3;1;4;6
5;11;6;10;8;7;12;9;3;1;4;2;7;37416
7;37416;5;11;6;10;8;7;12;9;3;1;4;2
5;7;6;10;8;11;12;9;3;1;4;2;7;37408
7;37408;5;7;6;10;8;11;12;9;3;1;4;2
5;7;6;10;8;11;12;9;3;2;4;1;7;28960
7;28960;5;7;6;10;8;11;12;9;3;2;4;1
5;7;6;10;8;11;3;9;12;2;4;1;7;35876
7;28960;5;7;6;10;8;11;12;9;3;2;4;1
5;7;6;10;9;11;12;8;3;2;4;1;7;41802
7;41802;5;7;6;10;9;11;12;8;3;2;4;1
5;7;1;10;9;11;12;8;3;2;4;6;7;45830
7;45830;5;7;1;10;9;11;12;8;3;2;4;6
11;7;1;10;9;5;12;8;3;2;4;6;7;44988
7;44988;11;7;1;10;9;5;12;8;3;2;4;6
11;7;1;10;9;5;12;2;3;8;4;6;7;44830
7;44830;11;7;1;10;9;5;12;2;3;8;4;6
11;7;1;10;9;5;12;2;3;4;8;6;7;36002
7;36002;11;7;1;10;9;5;12;2;3;4;8;6
11;7;6;10;9;5;12;2;3;4;8;1;7;33650
7;33650;11;7;6;10;9;5;12;2;3;4;8;1
11;8;6;10;9;5;12;2;3;4;7;1;7;30030
7;30030;11;8;6;10;9;5;12;2;3;4;7;1
11;9;6;10;8;5;12;2;3;4;7;1;7;40558
8;40558;11;9;6;10;8;5;12;2;3;4;7;1
12;9;6;10;8;5;11;2;3;4;7;1;8;44716
8;40558;11;9;6;10;8;5;12;2;3;4;7;1
11;9;6;4;8;5;12;2;3;10;7;1;8;41528
8;41528;11;9;6;4;8;5;12;2;3;10;7;1
11;9;6;4;8;5;1;2;3;10;7;12;8;48610
8;41528;11;9;6;4;8;5;12;2;3;10;7;1
11;9;6;5;8;4;12;2;3;10;7;1;8;31788
8;31788;11;9;6;5;8;4;12;2;3;10;7;1
1;9;6;5;8;4;12;2;3;10;7;11;8;48468
8;48468;1;9;6;5;8;4;12;2;3;10;7;11
1;9;11;5;8;4;12;2;3;10;7;6;8;46604
8;46604;1;9;11;5;8;4;12;2;3;10;7;6
1;9;2;5;8;4;12;11;3;10;7;6;8;52332
8;46604;1;9;11;5;8;4;12;2;3;10;7;6
1;9;11;5;8;4;12;2;6;10;7;3;8;49308
8;49308;1;9;11;5;8;4;12;2;6;10;7;3
6;9;11;5;8;4;12;2;1;10;7;3;8;38026
8;38026;6;9;11;5;8;4;12;2;1;10;7;3
6;9;11;5;8;4;12;1;2;10;7;3;8;33022
8;33022;6;9;11;5;8;4;12;1;2;10;7;3
6;9;11;5;8;4;12;3;2;10;7;1;8;38470
8;38470;6;9;11;5;8;4;12;3;2;10;7;1
6;9;11;5;8;4;2;3;12;10;7;1;8;42148
8;38470;6;9;11;5;8;4;12;3;2;10;7;1
6;9;11;5;8;4;12;3;2;10;1;7;8;38374
8;38374;6;9;11;5;8;4;12;3;2;10;1;7
1;9;11;5;8;4;12;3;2;10;6;7;8;45914
8;45914;1;9;11;5;8;4;12;3;2;10;6;7
9;1;11;5;8;4;12;3;2;10;6;7;8;45480
8;45480;9;1;11;5;8;4;12;3;2;10;6;7
9;1;11;4;8;5;12;3;2;10;6;7;8;49604
8;49604;9;1;11;4;8;5;12;3;2;10;6;7
9;1;11;2;8;5;12;3;4;10;6;7;8;46850
8;46850;9;1;11;2;8;5;12;3;4;10;6;7
9;1;5;2;8;11;12;3;4;10;6;7;8;46860
8;46860;9;1;5;2;8;11;12;3;4;10;6;7
9;1;5;2;8;11;7;3;4;10;6;12;8;48718
8;48718;9;1;5;2;8;11;7;3;4;10;6;12
9;1;5;2;8;11;3;7;4;10;6;12;8;39218
9;39218;9;1;5;2;8;11;3;7;4;10;6;12
10;1;5;2;8;11;3;7;4;9;6;12;9;25206
9;25206;10;1;5;2;8;11;3;7;4;9;6;12
10;1;5;11;8;2;3;7;4;9;6;12;9;24576
9;24576;10;1;5;11;8;2;3;7;4;9;6;12
10;1;5;6;8;2;3;7;4;9;11;12;9;27088
9;27088;10;1;5;6;8;2;3;7;4;9;11;12
10;1;5;7;8;2;3;6;4;9;11;12;9;27574
9;27574;10;1;5;7;8;2;3;6;4;9;11;12
10;1;5;7;8;2;3;6;4;11;9;12;9;17370
9;17370;10;1;5;7;8;2;3;6;4;11;9;12
10;1;12;7;8;2;3;6;4;11;9;5;9;19604
9;19604;10;1;12;7;8;2;3;6;4;11;9;5
10;1;12;9;8;2;3;6;4;11;7;5;9;22564
9;22564;10;1;12;9;8;2;3;6;4;11;7;5
10;7;12;9;8;2;3;6;4;11;1;5;9;19268
9;19268;10;7;12;9;8;2;3;6;4;11;1;5
10;7;12;3;8;2;9;6;4;11;1;5;9;17570
9;17570;10;7;12;3;8;2;9;6;4;11;1;5
10;7;5;3;8;2;9;6;4;11;1;12;9;20328
9;20328;10;7;5;3;8;2;9;6;4;11;1;12
7;10;5;3;8;2;9;6;4;11;1;12;9;28540
9;28540;7;10;5;3;8;2;9;6;4;11;1;12
6;10;5;3;8;2;9;7;4;11;1;12;9;45710
9;28540;7;10;5;3;8;2;9;6;4;11;1;12
7;10;11;3;8;2;9;6;4;5;1;12;9;42168
9;28540;7;10;5;3;8;2;9;6;4;11;1;12
7;1;5;3;8;2;9;6;4;11;10;12;9;28048
9;28048;7;1;5;3;8;2;9;6;4;11;10;12
7;1;5;8;3;2;9;6;4;11;10;12;9;27048
9;27048;7;1;5;8;3;2;9;6;4;11;10;12
7;1;3;8;5;2;9;6;4;11;10;12;9;24242
9;24242;7;1;3;8;5;2;9;6;4;11;10;12
7;1;3;11;5;2;9;6;4;8;10;12;9;38148
9;24242;7;1;3;8;5;2;9;6;4;11;10;12
7;1;4;8;5;2;9;6;3;11;10;12;9;20448
9;20448;7;1;4;8;5;2;9;6;3;11;10;12
7;8;4;1;5;2;9;6;3;11;10;12;9;37756
9;20448;7;1;4;8;5;2;9;6;3;11;10;12
7;1;4;8;5;2;9;6;3;12;10;11;9;26976
10;26976;7;1;4;8;5;2;9;6;3;12;10;11
7;1;4;5;8;2;9;6;3;12;10;11;10;30096
10;30096;7;1;4;5;8;2;9;6;3;12;10;11
4;1;7;5;8;2;9;6;3;12;10;11;10;36090
10;36090;4;1;7;5;8;2;9;6;3;12;10;11
4;1;7;5;8;2;9;11;3;12;10;6;10;32922
10;32922;4;1;7;5;8;2;9;11;3;12;10;6
4;1;12;5;8;2;9;11;3;7;10;6;10;44266
10;32922;4;1;7;5;8;2;9;11;3;12;10;6
4;11;7;5;8;2;9;1;3;12;10;6;10;61330
10;32922;4;1;7;5;8;2;9;11;3;12;10;6
4;1;12;5;8;2;9;11;3;7;10;6;10;44266
10;44266;4;1;12;5;8;2;9;11;3;7;10;6
4;10;12;5;8;2;9;11;3;7;1;6;10;49228
10;49228;4;10;12;5;8;2;9;11;3;7;1;6
12;10;4;5;8;2;9;11;3;7;1;6;10;60534
10;60534;12;10;4;5;8;2;9;11;3;7;1;6
12;10;4;5;7;2;9;11;3;8;1;6;10;45930
10;45930;12;10;4;5;7;2;9;11;3;8;1;6
12;10;4;8;7;2;9;11;3;5;1;6;10;44860
10;44860;12;10;4;8;7;2;9;11;3;5;1;6
12;10;4;5;7;2;9;11;3;8;1;6;10;45930
10;45930;12;10;4;5;7;2;9;11;3;8;1;6
12;10;4;5;6;2;9;11;3;8;1;7;10;47744
10;47744;12;10;4;5;6;2;9;11;3;8;1;7
12;6;4;5;10;2;9;11;3;8;1;7;10;45320
10;45320;12;6;4;5;10;2;9;11;3;8;1;7
12;2;4;5;10;6;9;11;3;8;1;7;10;45728
10;45728;12;2;4;5;10;6;9;11;3;8;1;7
12;7;4;5;10;6;9;11;3;8;1;2;10;52226
10;45728;12;2;4;5;10;6;9;11;3;8;1;7
12;3;4;5;10;6;9;11;2;8;1;7;10;56330
10;56330;12;3;4;5;10;6;9;11;2;8;1;7
12;3;4;1;10;6;9;11;2;8;5;7;10;60336
10;56330;12;3;4;5;10;6;9;11;2;8;1;7
12;3;4;8;10;6;9;11;2;5;1;7;10;48822
10;48822;12;3;4;8;10;6;9;11;2;5;1;7
12;3;4;8;10;9;6;11;2;5;1;7;10;42548
10;42548;12;3;4;8;10;9;6;11;2;5;1;7
12;3;4;8;10;9;2;11;6;5;1;7;10;45838
11;45838;12;3;4;8;10;9;2;11;6;5;1;7
12;3;4;1;10;9;2;11;6;5;8;7;11;45542
11;45542;12;3;4;1;10;9;2;11;6;5;8;7
12;6;4;1;10;9;2;11;3;5;8;7;11;35566
11;35566;12;6;4;1;10;9;2;11;3;5;8;7
3;6;4;1;10;9;2;11;12;5;8;7;11;42330
11;35566;12;6;4;1;10;9;2;11;3;5;8;7
12;6;4;1;10;9;2;11;7;5;8;3;11;36854
11;36854;12;6;4;1;10;9;2;11;7;5;8;3
12;6;4;1;10;2;9;11;7;5;8;3;11;40468
11;40468;12;6;4;1;10;2;9;11;7;5;8;3
12;8;4;1;10;2;9;11;7;5;6;3;11;53022
11;53022;12;8;4;1;10;2;9;11;7;5;6;3
12;8;4;11;10;2;9;1;7;5;6;3;11;58504
11;58504;12;8;4;11;10;2;9;1;7;5;6;3
12;8;4;11;10;2;9;7;1;5;6;3;11;47396
11;47396;12;8;4;11;10;2;9;7;1;5;6;3
12;10;4;11;8;2;9;7;1;5;6;3;11;41976
11;41976;12;10;4;11;8;2;9;7;1;5;6;3
12;10;4;11;8;2;9;7;5;1;6;3;11;45644
11;45644;12;10;4;11;8;2;9;7;5;1;6;3
12;11;4;10;8;2;9;7;5;1;6;3;11;42692
11;42692;12;11;4;10;8;2;9;7;5;1;6;3
12;11;4;10;6;2;9;7;5;1;8;3;11;36706
11;36706;12;11;4;10;6;2;9;7;5;1;8;3
12;11;4;10;6;2;9;7;5;3;8;1;11;46114
11;46114;12;11;4;10;6;2;9;7;5;3;8;1
12;9;4;10;6;2;11;7;5;3;8;1;11;42682
11;42682;12;9;4;10;6;2;11;7;5;3;8;1
12;9;4;10;6;5;11;7;2;3;8;1;11;52740
11;52740;12;9;4;10;6;5;11;7;2;3;8;1
12;9;3;10;6;5;11;7;2;4;8;1;11;47580
11;47580;12;9;3;10;6;5;11;7;2;4;8;1
12;9;5;10;6;3;11;7;2;4;8;1;11;42330
11;42330;12;9;5;10;6;3;11;7;2;4;8;1
12;9;5;10;6;8;11;7;2;4;3;1;11;37650
11;37650;12;9;5;10;6;8;11;7;2;4;3;1
12;9;5;7;6;8;11;10;2;4;3;1;11;36132
11;36132;12;9;5;7;6;8;11;10;2;4;3;1
12;3;5;7;6;8;11;10;2;4;9;1;11;43200
12;43200;12;3;5;7;6;8;11;10;2;4;9;1
12;3;4;7;6;8;11;10;2;5;9;1;12;43978
12;43978;12;3;4;7;6;8;11;10;2;5;9;1
5;3;4;7;6;8;11;10;2;12;9;1;12;51810
12;51810;5;3;4;7;6;8;11;10;2;12;9;1
5;3;4;9;6;8;11;10;2;12;7;1;12;54786
12;54786;5;3;4;9;6;8;11;10;2;12;7;1
5;3;4;9;1;8;11;10;2;12;7;6;12;49842
12;49842;5;3;4;9;1;8;11;10;2;12;7;6
5;7;4;9;1;8;11;10;2;12;3;6;12;54428
12;54428;5;7;4;9;1;8;11;10;2;12;3;6
5;7;9;4;1;8;11;10;2;12;3;6;12;53874
12;53874;5;7;9;4;1;8;11;10;2;12;3;6
5;7;3;4;1;8;11;10;2;12;9;6;12;51034
12;51034;5;7;3;4;1;8;11;10;2;12;9;6
5;7;3;4;2;8;11;10;1;12;9;6;12;56164
12;51034;5;7;3;4;1;8;11;10;2;12;9;6
5;8;3;4;1;7;11;10;2;12;9;6;12;55258
12;55258;5;8;3;4;1;7;11;10;2;12;9;6
5;12;3;4;1;7;11;10;2;8;9;6;12;42968
12;42968;5;12;3;4;1;7;11;10;2;8;9;6
5;12;3;4;1;8;11;10;2;7;9;6;12;53474
12;53474;5;12;3;4;1;8;11;10;2;7;9;6
5;12;4;3;1;8;11;10;2;7;9;6;12;51628
12;51628;5;12;4;3;1;8;11;10;2;7;9;6
5;7;4;3;1;8;11;10;2;12;9;6;12;49188
12;49188;5;7;4;3;1;8;11;10;2;12;9;6
9;7;4;3;1;8;11;10;2;12;5;6;12;61092
12;61092;9;7;4;3;1;8;11;10;2;12;5;6
9;7;4;3;12;8;11;10;2;1;5;6;12;46700
12;46700;9;7;4;3;12;8;11;10;2;1;5;6
9;6;4;3;12;8;11;10;2;1;5;7;12;37650
12;37650;9;6;4;3;12;8;11;10;2;1;5;7
9;6;12;3;4;8;11;10;2;1;5;7;12;36530
12;36530;9;6;12;3;4;8;11;10;2;1;5;7
9;6;12;3;4;8;7;10;2;1;5;11;12;40256
12;40256;9;6;12;3;4;8;7;10;2;1;5;11
9;11;12;3;4;8;7;10;2;1;5;6;12;35320
