"X1";"X52368";"X8";"X3";"X7";"X9";"X12";"X2";"X1.1";"X10";"X11";"X4";"X6";"X5"
2;48448;7;9;2;11;4;10;1;6;12;8;5;3
4;9;2;11;7;10;1;6;12;8;5;3;2;49460
2;49460;4;9;2;11;7;10;1;6;12;8;5;3
3;9;2;11;7;10;1;6;12;8;5;4;2;54444
2;54444;3;9;2;11;7;10;1;6;12;8;5;4
3;9;11;2;7;10;1;6;12;8;5;4;2;53602
2;53602;3;9;11;2;7;10;1;6;12;8;5;4
3;9;11;2;7;10;1;6;12;8;4;5;2;53310
2;53310;3;9;11;2;7;10;1;6;12;8;4;5
3;6;11;2;7;10;1;9;12;8;4;5;2;55726
2;55726;3;6;11;2;7;10;1;9;12;8;4;5
9;6;11;2;7;10;1;3;12;8;4;5;2;45784
2;45784;9;6;11;2;7;10;1;3;12;8;4;5
7;6;11;2;9;10;1;3;12;8;4;5;2;56334
3;56334;7;6;11;2;9;10;1;3;12;8;4;5
10;6;11;2;9;7;1;3;12;8;4;5;3;59486
3;59486;10;6;11;2;9;7;1;3;12;8;4;5
10;4;11;2;9;7;1;3;12;8;6;5;3;46648
3;46648;10;4;11;2;9;7;1;3;12;8;6;5
1;4;11;2;9;7;10;3;12;8;6;5;3;44378
3;44378;1;4;11;2;9;7;10;3;12;8;6;5
11;4;1;2;9;7;10;3;12;8;6;5;3;47720
3;47720;11;4;1;2;9;7;10;3;12;8;6;5
4;11;1;2;9;7;10;3;12;8;6;5;3;46884
3;46884;4;11;1;2;9;7;10;3;12;8;6;5
7;11;1;2;9;4;10;3;12;8;6;5;3;46190
3;46190;7;11;1;2;9;4;10;3;12;8;6;5
7;11;1;4;9;2;10;3;12;8;6;5;3;48764
3;48764;7;11;1;4;9;2;10;3;12;8;6;5
7;11;1;4;9;2;8;3;12;10;6;5;3;47726
3;47726;7;11;1;4;9;2;8;3;12;10;6;5
7;11;10;4;9;2;8;3;12;1;6;5;3;48684
3;48684;7;11;10;4;9;2;8;3;12;1;6;5
7;11;10;4;9;8;2;3;12;1;6;5;3;39172
3;39172;7;11;10;4;9;8;2;3;12;1;6;5
7;11;10;4;9;8;2;6;12;1;3;5;3;44086
3;44086;7;11;10;4;9;8;2;6;12;1;3;5
7;2;10;4;9;8;11;6;12;1;3;5;3;51846
3;51846;7;2;10;4;9;8;11;6;12;1;3;5
7;2;10;4;9;5;11;6;12;1;3;8;3;52100
3;52100;7;2;10;4;9;5;11;6;12;1;3;8
7;2;10;4;9;5;11;6;12;3;1;8;3;61124
3;61124;7;2;10;4;9;5;11;6;12;3;1;8
7;2;10;4;9;5;11;6;12;1;3;8;3;52100
3;52100;7;2;10;4;9;5;11;6;12;1;3;8
7;2;10;4;5;9;11;6;12;1;3;8;3;39754
3;39754;7;2;10;4;5;9;11;6;12;1;3;8
7;2;10;4;11;9;5;6;12;1;3;8;3;41332
3;41332;7;2;10;4;11;9;5;6;12;1;3;8
7;2;10;11;4;9;5;6;12;1;3;8;3;40932
3;40932;7;2;10;11;4;9;5;6;12;1;3;8
7;8;10;11;4;9;5;6;12;1;3;2;3;52204
3;52204;7;8;10;11;4;9;5;6;12;1;3;2
7;8;10;11;12;9;5;6;4;1;3;2;3;49002
4;49002;7;8;10;11;12;9;5;6;4;1;3;2
7;4;10;11;12;9;5;6;8;1;3;2;4;43734
4;43734;7;4;10;11;12;9;5;6;8;1;3;2
7;4;10;11;12;9;5;3;8;1;6;2;4;39864
4;39864;7;4;10;11;12;9;5;3;8;1;6;2
5;4;10;11;12;9;7;3;8;1;6;2;4;49172
4;49172;5;4;10;11;12;9;7;3;8;1;6;2
4;5;10;11;12;9;7;3;8;1;6;2;4;60348
4;49172;5;4;10;11;12;9;7;3;8;1;6;2
5;4;10;11;2;9;7;3;8;1;6;12;4;54742
4;54742;5;4;10;11;2;9;7;3;8;1;6;12
5;11;10;4;2;9;7;3;8;1;6;12;4;43302
4;43302;5;11;10;4;2;9;7;3;8;1;6;12
5;2;10;4;11;9;7;3;8;1;6;12;4;50588
4;50588;5;2;10;4;11;9;7;3;8;1;6;12
7;2;10;4;11;9;5;3;8;1;6;12;4;42172
4;42172;7;2;10;4;11;9;5;3;8;1;6;12
11;2;10;4;7;9;5;3;8;1;6;12;4;53184
4;42172;7;2;10;4;11;9;5;3;8;1;6;12
7;2;10;4;11;9;5;3;8;1;12;6;4;41920
4;41920;7;2;10;4;11;9;5;3;8;1;12;6
4;2;10;7;11;9;5;3;8;1;12;6;4;44592
4;44592;4;2;10;7;11;9;5;3;8;1;12;6
4;2;10;7;5;9;11;3;8;1;12;6;4;49550
4;49550;4;2;10;7;5;9;11;3;8;1;12;6
8;2;10;7;5;9;11;3;4;1;12;6;4;53044
4;53044;8;2;10;7;5;9;11;3;4;1;12;6
8;2;3;7;5;9;11;10;4;1;12;6;4;46188
4;46188;8;2;3;7;5;9;11;10;4;1;12;6
8;2;3;11;5;9;7;10;4;1;12;6;4;43268
4;43268;8;2;3;11;5;9;7;10;4;1;12;6
8;3;2;11;5;9;7;10;4;1;12;6;4;45332
4;45332;8;3;2;11;5;9;7;10;4;1;12;6
8;3;2;11;7;9;5;10;4;1;12;6;4;53096
4;53096;8;3;2;11;7;9;5;10;4;1;12;6
8;3;5;11;7;9;2;10;4;1;12;6;4;51220
4;51220;8;3;5;11;7;9;2;10;4;1;12;6
8;4;5;11;7;9;2;10;3;1;12;6;4;39696
4;39696;8;4;5;11;7;9;2;10;3;1;12;6
8;4;11;5;7;9;2;10;3;1;12;6;4;41216
5;41216;8;4;11;5;7;9;2;10;3;1;12;6
8;4;11;5;7;9;10;2;3;1;12;6;5;44684
5;44684;8;4;11;5;7;9;10;2;3;1;12;6
8;4;11;9;7;5;10;2;3;1;12;6;5;55112
5;55112;8;4;11;9;7;5;10;2;3;1;12;6
8;4;11;9;7;5;10;1;3;2;12;6;5;53020
5;53020;8;4;11;9;7;5;10;1;3;2;12;6
6;4;11;9;7;5;10;1;3;2;12;8;5;50002
5;50002;6;4;11;9;7;5;10;1;3;2;12;8
6;4;11;9;7;5;3;1;10;2;12;8;5;50516
5;50516;6;4;11;9;7;5;3;1;10;2;12;8
6;8;11;9;7;5;3;1;10;2;12;4;5;43810
5;43810;6;8;11;9;7;5;3;1;10;2;12;4
6;8;5;9;7;11;3;1;10;2;12;4;5;40862
5;40862;6;8;5;9;7;11;3;1;10;2;12;4
6;8;5;9;2;11;3;1;10;7;12;4;5;33224
5;33224;6;8;5;9;2;11;3;1;10;7;12;4
6;3;5;9;2;11;8;1;10;7;12;4;5;48636
5;48636;6;3;5;9;2;11;8;1;10;7;12;4
6;3;5;9;10;11;8;1;2;7;12;4;5;45410
5;45410;6;3;5;9;10;11;8;1;2;7;12;4
6;3;5;9;10;11;8;1;4;7;12;2;5;47046
5;45410;6;3;5;9;10;11;8;1;2;7;12;4
5;3;6;9;10;11;8;1;2;7;12;4;5;29998
5;29998;5;3;6;9;10;11;8;1;2;7;12;4
5;3;6;9;10;11;8;7;2;1;12;4;5;29286
5;29286;5;3;6;9;10;11;8;7;2;1;12;4
5;3;6;9;10;4;8;7;2;1;12;11;5;24870
5;24870;5;3;6;9;10;4;8;7;2;1;12;11
5;3;6;9;11;4;8;7;2;1;12;10;5;21778
5;21778;5;3;6;9;11;4;8;7;2;1;12;10
5;3;6;9;11;4;8;7;2;1;10;12;5;28014
5;28014;5;3;6;9;11;4;8;7;2;1;10;12
5;12;6;9;11;4;8;7;2;1;10;3;5;48124
5;48124;5;12;6;9;11;4;8;7;2;1;10;3
5;12;6;9;11;4;8;7;2;10;1;3;5;48562
5;48562;5;12;6;9;11;4;8;7;2;10;1;3
5;12;6;9;10;4;8;7;2;11;1;3;5;57630
5;48562;5;12;6;9;11;4;8;7;2;10;1;3
5;12;6;9;1;4;8;7;2;10;11;3;5;55700
6;55700;5;12;6;9;1;4;8;7;2;10;11;3
5;11;6;9;1;4;8;7;2;10;12;3;6;37434
6;37434;5;11;6;9;1;4;8;7;2;10;12;3
11;5;6;9;1;4;8;7;2;10;12;3;6;37734
6;37734;11;5;6;9;1;4;8;7;2;10;12;3
11;5;6;10;1;4;8;7;2;9;12;3;6;44360
6;44360;11;5;6;10;1;4;8;7;2;9;12;3
11;5;6;10;1;4;8;2;7;9;12;3;6;43224
6;43224;11;5;6;10;1;4;8;2;7;9;12;3
11;5;12;10;1;4;8;2;7;9;6;3;6;47602
6;47602;11;5;12;10;1;4;8;2;7;9;6;3
11;5;7;10;1;4;8;2;12;9;6;3;6;44808
6;44808;11;5;7;10;1;4;8;2;12;9;6;3
11;5;7;10;1;4;3;2;12;9;6;8;6;41658
6;41658;11;5;7;10;1;4;3;2;12;9;6;8
11;5;7;2;1;4;3;10;12;9;6;8;6;47032
6;47032;11;5;7;2;1;4;3;10;12;9;6;8
11;5;7;2;1;6;3;10;12;9;4;8;6;44784
6;44784;11;5;7;2;1;6;3;10;12;9;4;8
5;11;7;2;1;6;3;10;12;9;4;8;6;34124
6;34124;5;11;7;2;1;6;3;10;12;9;4;8
5;11;7;3;1;6;2;10;12;9;4;8;6;28988
6;28988;5;11;7;3;1;6;2;10;12;9;4;8
5;11;7;3;8;6;2;10;12;9;4;1;6;28998
6;28998;5;11;7;3;8;6;2;10;12;9;4;1
5;11;7;3;6;8;2;10;12;9;4;1;6;34740
6;34740;5;11;7;3;6;8;2;10;12;9;4;1
5;1;7;3;6;8;2;10;12;9;4;11;6;44844
6;44844;5;1;7;3;6;8;2;10;12;9;4;11
5;1;7;3;6;8;10;2;12;9;4;11;6;38896
6;38896;5;1;7;3;6;8;10;2;12;9;4;11
5;1;7;3;9;8;10;2;12;6;4;11;6;41458
6;38896;5;1;7;3;6;8;10;2;12;9;4;11
5;7;1;3;6;8;10;2;12;9;4;11;6;39384
6;39384;5;7;1;3;6;8;10;2;12;9;4;11
5;7;1;3;6;12;10;2;8;9;4;11;6;28678
6;28678;5;7;1;3;6;12;10;2;8;9;4;11
5;7;1;3;6;12;10;2;8;11;4;9;6;37126
6;37126;5;7;1;3;6;12;10;2;8;11;4;9
5;7;1;3;6;12;10;9;8;11;4;2;6;33782
7;33782;5;7;1;3;6;12;10;9;8;11;4;2
5;4;1;3;6;12;10;9;8;11;7;2;7;60564
7;33782;5;7;1;3;6;12;10;9;8;11;4;2
11;7;1;3;6;12;10;9;8;5;4;2;7;47140
7;47140;11;7;1;3;6;12;10;9;8;5;4;2
11;7;1;3;6;10;12;9;8;5;4;2;7;46484
7;46484;11;7;1;3;6;10;12;9;8;5;4;2
11;7;1;3;6;12;10;9;8;5;4;2;7;47140
7;47140;11;7;1;3;6;12;10;9;8;5;4;2
11;7;1;3;6;12;8;9;10;5;4;2;7;48500
7;48500;11;7;1;3;6;12;8;9;10;5;4;2
11;7;1;6;3;12;8;9;10;5;4;2;7;50660
7;48500;11;7;1;3;6;12;8;9;10;5;4;2
11;7;1;3;6;12;2;9;10;5;4;8;7;44090
7;44090;11;7;1;3;6;12;2;9;10;5;4;8
11;7;1;3;5;12;2;9;10;6;4;8;7;39148
7;39148;11;7;1;3;5;12;2;9;10;6;4;8
11;7;1;3;6;12;2;9;10;5;4;8;7;44090
7;39148;11;7;1;3;5;12;2;9;10;6;4;8
11;7;1;3;5;6;2;9;10;12;4;8;7;50358
7;39148;11;7;1;3;5;12;2;9;10;6;4;8
11;7;1;3;8;12;2;9;10;6;4;5;7;40674
7;40674;11;7;1;3;8;12;2;9;10;6;4;5
11;7;1;3;8;12;2;9;10;4;6;5;7;42976
7;40674;11;7;1;3;8;12;2;9;10;6;4;5
11;7;5;3;8;12;2;9;10;6;4;1;7;43158
7;43158;11;7;5;3;8;12;2;9;10;6;4;1
11;7;5;3;8;12;1;9;10;6;4;2;7;40510
7;40510;11;7;5;3;8;12;1;9;10;6;4;2
11;7;5;10;8;12;1;9;3;6;4;2;7;39634
7;39634;11;7;5;10;8;12;1;9;3;6;4;2
10;7;5;11;8;12;1;9;3;6;4;2;7;31496
7;31496;10;7;5;11;8;12;1;9;3;6;4;2
10;7;5;11;8;12;1;2;3;6;4;9;7;34304
7;34304;10;7;5;11;8;12;1;2;3;6;4;9
10;7;5;11;8;9;1;2;3;6;4;12;7;33668
7;33668;10;7;5;11;8;9;1;2;3;6;4;12
10;7;5;4;8;9;1;2;3;6;11;12;7;34570
7;34570;10;7;5;4;8;9;1;2;3;6;11;12
10;7;5;4;8;3;1;2;9;6;11;12;7;37748
8;37748;10;7;5;4;8;3;1;2;9;6;11;12
10;1;5;4;8;3;7;2;9;6;11;12;8;35316
8;35316;10;1;5;4;8;3;7;2;9;6;11;12
10;1;7;4;8;3;5;2;9;6;11;12;8;33296
8;33296;10;1;7;4;8;3;5;2;9;6;11;12
10;1;7;8;4;3;5;2;9;6;11;12;8;34736
8;34736;10;1;7;8;4;3;5;2;9;6;11;12
10;1;7;8;4;3;12;2;9;6;11;5;8;38620
8;38620;10;1;7;8;4;3;12;2;9;6;11;5
10;1;7;8;4;5;12;2;9;6;11;3;8;41956
8;41956;10;1;7;8;4;5;12;2;9;6;11;3
10;1;7;8;4;5;3;2;9;6;11;12;8;38386
8;38386;10;1;7;8;4;5;3;2;9;6;11;12
10;1;7;8;11;5;3;2;9;6;4;12;8;40162
8;40162;10;1;7;8;11;5;3;2;9;6;4;12
10;1;7;8;11;5;3;2;9;6;12;4;8;38302
8;38302;10;1;7;8;11;5;3;2;9;6;12;4
8;1;7;10;11;5;3;2;9;6;12;4;8;38072
8;38072;8;1;7;10;11;5;3;2;9;6;12;4
8;1;2;10;11;5;3;7;9;6;12;4;8;46048
8;46048;8;1;2;10;11;5;3;7;9;6;12;4
3;1;2;10;11;5;8;7;9;6;12;4;8;55416
8;55416;3;1;2;10;11;5;8;7;9;6;12;4
3;1;2;10;11;5;8;7;9;4;12;6;8;45816
8;45816;3;1;2;10;11;5;8;7;9;4;12;6
3;1;2;10;11;4;8;7;9;5;12;6;8;35906
8;35906;3;1;2;10;11;4;8;7;9;5;12;6
6;1;2;10;11;4;8;7;9;5;12;3;8;29884
8;29884;6;1;2;10;11;4;8;7;9;5;12;3
9;1;2;10;11;4;8;7;6;5;12;3;8;34506
8;29884;6;1;2;10;11;4;8;7;9;5;12;3
6;12;2;10;11;4;8;7;9;5;1;3;8;36096
8;36096;6;12;2;10;11;4;8;7;9;5;1;3
6;12;5;10;11;4;8;7;9;2;1;3;8;42330
8;42330;6;12;5;10;11;4;8;7;9;2;1;3
6;1;5;10;11;4;8;7;9;2;12;3;8;36118
8;36118;6;1;5;10;11;4;8;7;9;2;12;3
6;1;5;10;11;4;8;12;9;2;7;3;8;39658
8;39658;6;1;5;10;11;4;8;12;9;2;7;3
6;1;5;10;11;8;4;12;9;2;7;3;8;44408
9;44408;6;1;5;10;11;8;4;12;9;2;7;3
6;1;11;10;5;8;4;12;9;2;7;3;9;45476
9;45476;6;1;11;10;5;8;4;12;9;2;7;3
6;1;11;10;5;8;4;12;9;2;3;7;9;44266
9;44266;6;1;11;10;5;8;4;12;9;2;3;7
6;1;11;10;5;8;3;12;9;2;4;7;9;41682
9;41682;6;1;11;10;5;8;3;12;9;2;4;7
6;7;11;10;5;8;3;12;9;2;4;1;9;55070
9;41682;6;1;11;10;5;8;3;12;9;2;4;7
11;1;6;10;5;8;3;12;9;2;4;7;9;35412
9;35412;11;1;6;10;5;8;3;12;9;2;4;7
11;1;6;10;7;8;3;12;9;2;4;5;9;44238
9;44238;11;1;6;10;7;8;3;12;9;2;4;5
11;1;6;10;7;8;3;12;9;5;4;2;9;51918
9;44238;11;1;6;10;7;8;3;12;9;2;4;5
11;1;6;10;7;8;9;12;3;2;4;5;9;40286
9;40286;11;1;6;10;7;8;9;12;3;2;4;5
11;1;6;8;7;10;9;12;3;2;4;5;9;34754
9;34754;11;1;6;8;7;10;9;12;3;2;4;5
11;1;6;5;7;10;9;12;3;2;4;8;9;33406
9;33406;11;1;6;5;7;10;9;12;3;2;4;8
11;1;2;5;7;10;9;12;3;6;4;8;9;32808
9;32808;11;1;2;5;7;10;9;12;3;6;4;8
11;1;2;5;12;10;9;7;3;6;4;8;9;41252
9;41252;11;1;2;5;12;10;9;7;3;6;4;8
11;2;1;5;12;10;9;7;3;6;4;8;9;52900
9;52900;11;2;1;5;12;10;9;7;3;6;4;8
11;2;4;5;12;10;9;7;3;6;1;8;9;54254
9;54254;11;2;4;5;12;10;9;7;3;6;1;8
11;2;4;8;12;10;9;7;3;6;1;5;9;55380
9;55380;11;2;4;8;12;10;9;7;3;6;1;5
11;6;4;8;12;10;9;7;3;2;1;5;9;32172
9;32172;11;6;4;8;12;10;9;7;3;2;1;5
11;6;4;8;9;10;12;7;3;2;1;5;9;36474
9;36474;11;6;4;8;9;10;12;7;3;2;1;5
11;6;4;8;9;10;12;3;7;2;1;5;9;41220
9;41220;11;6;4;8;9;10;12;3;7;2;1;5
11;6;4;8;1;10;12;3;7;2;9;5;9;43330
9;43330;11;6;4;8;1;10;12;3;7;2;9;5
11;6;5;8;1;10;12;3;7;2;9;4;9;37180
10;37180;11;6;5;8;1;10;12;3;7;2;9;4
11;6;5;8;7;10;12;3;1;2;9;4;10;40604
10;40604;11;6;5;8;7;10;12;3;1;2;9;4
1;6;5;8;7;10;12;3;11;2;9;4;10;49262
10;40604;11;6;5;8;7;10;12;3;1;2;9;4
11;6;2;8;7;10;12;3;1;5;9;4;10;34216
10;34216;11;6;2;8;7;10;12;3;1;5;9;4
11;12;2;8;7;10;6;3;1;5;9;4;10;44232
10;44232;11;12;2;8;7;10;6;3;1;5;9;4
11;12;2;8;7;10;6;5;1;3;9;4;10;39448
10;39448;11;12;2;8;7;10;6;5;1;3;9;4
11;12;2;8;7;4;6;5;1;3;9;10;10;42250
10;42250;11;12;2;8;7;4;6;5;1;3;9;10
11;10;2;8;7;4;6;5;1;3;9;12;10;45246
10;45246;11;10;2;8;7;4;6;5;1;3;9;12
11;10;2;8;7;1;6;5;4;3;9;12;10;37354
10;37354;11;10;2;8;7;1;6;5;4;3;9;12
11;10;2;8;7;1;6;4;5;3;9;12;10;40034
10;40034;11;10;2;8;7;1;6;4;5;3;9;12
6;10;2;8;7;1;11;4;5;3;9;12;10;43106
10;43106;6;10;2;8;7;1;11;4;5;3;9;12
6;1;2;8;7;10;11;4;5;3;9;12;10;46260
10;46260;6;1;2;8;7;10;11;4;5;3;9;12
6;1;2;7;8;10;11;4;5;3;9;12;10;44620
10;44620;6;1;2;7;8;10;11;4;5;3;9;12
6;1;11;7;8;10;2;4;5;3;9;12;10;44516
10;44516;6;1;11;7;8;10;2;4;5;3;9;12
6;1;12;7;8;10;2;4;5;3;9;11;10;42838
10;42838;6;1;12;7;8;10;2;4;5;3;9;11
6;1;7;12;8;10;2;4;5;3;9;11;10;39666
10;39666;6;1;7;12;8;10;2;4;5;3;9;11
6;11;7;12;8;10;2;4;5;3;9;1;10;36034
10;36034;6;11;7;12;8;10;2;4;5;3;9;1
6;11;7;12;8;10;1;4;5;3;9;2;10;36348
10;36348;6;11;7;12;8;10;1;4;5;3;9;2
6;11;7;12;8;10;1;4;5;9;3;2;10;32780
10;32780;6;11;7;12;8;10;1;4;5;9;3;2
11;6;7;12;8;10;1;4;5;9;3;2;10;24988
10;24988;11;6;7;12;8;10;1;4;5;9;3;2
11;6;7;3;8;10;1;4;5;9;12;2;10;30472
11;30472;11;6;7;3;8;10;1;4;5;9;12;2
6;11;7;3;8;10;1;4;5;9;12;2;11;39506
11;39506;6;11;7;3;8;10;1;4;5;9;12;2
6;2;7;3;8;10;1;4;5;9;12;11;11;45666
11;45666;6;2;7;3;8;10;1;4;5;9;12;11
6;2;7;3;8;1;10;4;5;9;12;11;11;44448
11;44448;6;2;7;3;8;1;10;4;5;9;12;11
6;2;1;3;8;7;10;4;5;9;12;11;11;42476
11;42476;6;2;1;3;8;7;10;4;5;9;12;11
6;2;1;3;8;7;4;10;5;9;12;11;11;47840
11;47840;6;2;1;3;8;7;4;10;5;9;12;11
6;2;1;3;8;7;5;10;4;9;12;11;11;50160
11;50160;6;2;1;3;8;7;5;10;4;9;12;11
12;2;1;3;8;7;5;10;4;9;6;11;11;43012
11;43012;12;2;1;3;8;7;5;10;4;9;6;11
12;2;1;3;8;5;7;10;4;9;6;11;11;51066
11;51066;12;2;1;3;8;5;7;10;4;9;6;11
12;3;1;2;8;5;7;10;4;9;6;11;11;40604
11;40604;12;3;1;2;8;5;7;10;4;9;6;11
12;11;1;2;8;5;7;10;4;9;6;3;11;33844
11;33844;12;11;1;2;8;5;7;10;4;9;6;3
12;11;1;2;8;5;7;10;6;9;4;3;11;33786
11;33786;12;11;1;2;8;5;7;10;6;9;4;3
4;11;1;2;8;5;7;10;6;9;12;3;11;39196
11;39196;4;11;1;2;8;5;7;10;6;9;12;3
4;11;1;9;8;5;7;10;6;2;12;3;11;35744
11;35744;4;11;1;9;8;5;7;10;6;2;12;3
1;11;4;9;8;5;7;10;6;2;12;3;11;36116
11;36116;1;11;4;9;8;5;7;10;6;2;12;3
1;11;4;9;6;5;7;10;8;2;12;3;11;41982
11;41982;1;11;4;9;6;5;7;10;8;2;12;3
1;11;4;9;8;5;7;10;6;2;12;3;11;36116
11;36116;1;11;4;9;8;5;7;10;6;2;12;3
1;11;4;3;8;5;7;10;6;2;12;9;11;32154
11;32154;1;11;4;3;8;5;7;10;6;2;12;9
1;11;4;3;8;5;12;10;6;2;7;9;11;37778
11;37778;1;11;4;3;8;5;12;10;6;2;7;9
1;11;6;3;8;5;12;10;4;2;7;9;11;33396
11;33396;1;11;6;3;8;5;12;10;4;2;7;9
1;11;6;3;8;5;12;10;9;2;7;4;11;32724
12;32724;1;11;6;3;8;5;12;10;9;2;7;4
1;2;6;3;8;5;12;10;9;11;7;4;12;53318
12;32724;1;11;6;3;8;5;12;10;9;2;7;4
5;11;6;3;8;1;12;10;9;2;7;4;12;29952
12;29952;5;11;6;3;8;1;12;10;9;2;7;4
5;6;11;3;8;1;12;10;9;2;7;4;12;43648
12;43648;5;6;11;3;8;1;12;10;9;2;7;4
5;6;11;3;9;1;12;10;8;2;7;4;12;50384
12;43648;5;6;11;3;8;1;12;10;9;2;7;4
5;6;11;3;8;4;12;10;9;2;7;1;12;33078
12;33078;5;6;11;3;8;4;12;10;9;2;7;1
10;6;11;3;8;4;12;5;9;2;7;1;12;40214
12;40214;10;6;11;3;8;4;12;5;9;2;7;1
10;6;11;8;3;4;12;5;9;2;7;1;12;42174
12;42174;10;6;11;8;3;4;12;5;9;2;7;1
10;6;3;8;11;4;12;5;9;2;7;1;12;45268
12;45268;10;6;3;8;11;4;12;5;9;2;7;1
11;6;3;8;10;4;12;5;9;2;7;1;12;35546
12;35546;11;6;3;8;10;4;12;5;9;2;7;1
11;6;3;2;10;4;12;5;9;8;7;1;12;26630
12;26630;11;6;3;2;10;4;12;5;9;8;7;1
11;4;3;2;10;6;12;5;9;8;7;1;12;38872
12;26630;11;6;3;2;10;4;12;5;9;8;7;1
8;6;3;2;10;4;12;5;9;11;7;1;12;28016
12;28016;8;6;3;2;10;4;12;5;9;11;7;1
8;6;3;2;10;4;12;11;9;5;7;1;12;30386
12;30386;8;6;3;2;10;4;12;11;9;5;7;1
8;6;3;2;10;4;12;5;9;11;7;1;12;28016
12;28016;8;6;3;2;10;4;12;5;9;11;7;1
8;6;3;2;10;4;12;5;11;9;7;1;12;45370
12;45370;8;6;3;2;10;4;12;5;11;9;7;1
8;6;9;2;10;4;12;5;11;3;7;1;12;30960
12;30960;8;6;9;2;10;4;12;5;11;3;7;1
3;6;9;2;10;4;12;5;11;8;7;1;12;45172
12;45172;3;6;9;2;10;4;12;5;11;8;7;1
3;6;1;2;10;4;12;5;11;8;7;9;12;48292
12;48292;3;6;1;2;10;4;12;5;11;8;7;9
3;6;1;2;9;4;12;5;11;8;7;10;12;46612
