"X1";"X5779881";"X21";"X7";"X18";"X4";"X26";"X24";"X5";"X23";"X6";"X22";"X20";"X13";"X1.1";"X14";"X16";"X2";"X3";"X9";"X11";"X10";"X17";"X15";"X12";"X8";"X25";"X19"
3;5879511;15;11;22;20;1;2;5;3;6;13;9;12;26;14;16;7;17;8;23;21;4;18;10;25;24;19
15;11;22;20;1;2;5;8;6;13;9;12;26;14;16;7;17;3;23;21;4;18;10;25;24;19;3;5847159
3;5847159;15;11;22;20;1;2;5;8;6;13;9;12;26;14;16;7;17;3;23;21;4;18;10;25;24;19
15;11;22;20;1;2;5;8;6;13;9;12;26;14;16;7;17;3;23;21;4;19;10;25;24;18;3;5985452
3;5985452;15;11;22;20;1;2;5;8;6;13;9;12;26;14;16;7;17;3;23;21;4;19;10;25;24;18
15;11;22;4;1;2;5;8;6;13;9;12;26;14;16;7;17;3;23;21;20;19;10;25;24;18;3;6009452
3;6009452;15;11;22;4;1;2;5;8;6;13;9;12;26;14;16;7;17;3;23;21;20;19;10;25;24;18
15;11;22;4;1;2;5;8;6;13;16;12;26;14;9;7;17;3;23;21;20;19;10;25;24;18;3;6094691
3;6094691;15;11;22;4;1;2;5;8;6;13;16;12;26;14;9;7;17;3;23;21;20;19;10;25;24;18
15;11;22;4;1;2;5;8;6;13;16;12;26;14;21;7;17;3;23;9;20;19;10;25;24;18;3;6103100
3;6103100;15;11;22;4;1;2;5;8;6;13;16;12;26;14;21;7;17;3;23;9;20;19;10;25;24;18
15;11;22;4;1;2;5;8;3;13;16;12;26;14;21;7;17;6;23;9;20;19;10;25;24;18;3;6102572
3;6102572;15;11;22;4;1;2;5;8;3;13;16;12;26;14;21;7;17;6;23;9;20;19;10;25;24;18
15;11;22;4;1;2;5;8;6;13;16;12;26;14;21;7;17;3;23;9;20;19;10;25;24;18;3;6103100
3;6103100;15;11;22;4;1;2;5;8;6;13;16;12;26;14;21;7;17;3;23;9;20;19;10;25;24;18
15;11;22;4;1;2;5;8;6;13;16;12;26;14;21;7;17;3;24;9;20;19;10;25;23;18;3;6119334
3;6119334;15;11;22;4;1;2;5;8;6;13;16;12;26;14;21;7;17;3;24;9;20;19;10;25;23;18
15;11;22;4;1;2;5;8;6;13;14;12;26;16;21;7;17;3;24;9;20;19;10;25;23;18;3;6139556
3;6139556;15;11;22;4;1;2;5;8;6;13;14;12;26;16;21;7;17;3;24;9;20;19;10;25;23;18
15;2;22;4;1;11;5;8;6;13;14;12;26;16;21;7;17;3;24;9;20;19;10;25;23;18;3;6124175
3;6124175;15;2;22;4;1;11;5;8;6;13;14;12;26;16;21;7;17;3;24;9;20;19;10;25;23;18
15;2;22;4;1;11;5;24;6;13;14;12;26;16;21;7;17;3;8;9;20;19;10;25;23;18;3;6077389
3;6077389;15;2;22;4;1;11;5;24;6;13;14;12;26;16;21;7;17;3;8;9;20;19;10;25;23;18
15;2;22;4;1;11;5;24;6;13;14;12;26;16;21;7;17;3;19;9;20;8;10;25;23;18;3;5985664
3;5985664;15;2;22;4;1;11;5;24;6;13;14;12;26;16;21;7;17;3;19;9;20;8;10;25;23;18
15;2;22;17;1;11;5;24;6;13;14;12;26;16;21;7;4;3;19;9;20;8;10;25;23;18;3;5972813
3;5972813;15;2;22;17;1;11;5;24;6;13;14;12;26;16;21;7;4;3;19;9;20;8;10;25;23;18
15;2;22;17;1;11;5;24;6;13;14;12;26;16;21;9;4;3;19;7;20;8;10;25;23;18;3;5993018
3;5993018;15;2;22;17;1;11;5;24;6;13;14;12;26;16;21;9;4;3;19;7;20;8;10;25;23;18
15;2;22;17;1;11;5;24;6;13;14;12;26;16;7;9;4;3;19;21;20;8;10;25;23;18;3;6013229
3;6013229;15;2;22;17;1;11;5;24;6;13;14;12;26;16;7;9;4;3;19;21;20;8;10;25;23;18
15;2;22;17;1;11;5;24;6;9;14;12;26;16;7;13;4;3;19;21;20;8;10;25;23;18;3;5998004
3;5998004;15;2;22;17;1;11;5;24;6;9;14;12;26;16;7;13;4;3;19;21;20;8;10;25;23;18
15;2;22;17;1;11;5;24;6;14;9;12;26;16;7;13;4;3;19;21;20;8;10;25;23;18;3;5926529
3;5926529;15;2;22;17;1;11;5;24;6;14;9;12;26;16;7;13;4;3;19;21;20;8;10;25;23;18
15;2;9;17;1;11;5;24;6;14;22;12;26;16;7;13;4;3;19;21;20;8;10;25;23;18;3;5961644
3;5961644;15;2;9;17;1;11;5;24;6;14;22;12;26;16;7;13;4;3;19;21;20;8;10;25;23;18
15;2;9;17;1;11;5;24;6;14;22;12;26;18;7;13;4;3;19;21;20;8;10;25;23;16;3;5801232
3;5801232;15;2;9;17;1;11;5;24;6;14;22;12;26;18;7;13;4;3;19;21;20;8;10;25;23;16
15;2;9;17;1;11;5;24;6;14;22;12;26;18;7;13;4;3;19;21;20;23;10;25;8;16;3;5879188
4;5879188;15;2;9;17;1;11;5;24;6;14;22;12;26;18;7;13;4;3;19;21;20;23;10;25;8;16
15;2;10;17;1;11;5;24;6;14;22;12;26;18;7;13;4;3;19;21;20;23;9;25;8;16;4;5892966
4;5892966;15;2;10;17;1;11;5;24;6;14;22;12;26;18;7;13;4;3;19;21;20;23;9;25;8;16
22;2;10;17;1;11;5;24;6;14;15;12;26;18;7;13;4;3;19;21;20;23;9;25;8;16;4;5883149
4;5883149;22;2;10;17;1;11;5;24;6;14;15;12;26;18;7;13;4;3;19;21;20;23;9;25;8;16
15;2;10;17;1;11;5;24;6;14;22;12;26;18;7;13;4;3;19;21;20;23;9;25;8;16;4;5892966
4;5892966;15;2;10;17;1;11;5;24;6;14;22;12;26;18;7;13;4;3;19;21;20;23;9;25;8;16
15;2;7;17;1;11;5;24;6;14;22;12;26;18;10;13;4;3;19;21;20;23;9;25;8;16;4;5887993
4;5887993;15;2;7;17;1;11;5;24;6;14;22;12;26;18;10;13;4;3;19;21;20;23;9;25;8;16
15;2;7;17;1;11;5;24;6;14;3;12;26;18;10;13;4;22;19;21;20;23;9;25;8;16;4;5827582
4;5827582;15;2;7;17;1;11;5;24;6;14;3;12;26;18;10;13;4;22;19;21;20;23;9;25;8;16
15;2;7;17;1;11;5;24;6;14;3;12;25;18;10;13;4;22;19;21;20;23;9;26;8;16;4;5837029
4;5837029;15;2;7;17;1;11;5;24;6;14;3;12;25;18;10;13;4;22;19;21;20;23;9;26;8;16
15;2;7;17;1;11;5;25;6;14;3;12;24;18;10;13;4;22;19;21;20;23;9;26;8;16;4;5837855
4;5837855;15;2;7;17;1;11;5;25;6;14;3;12;24;18;10;13;4;22;19;21;20;23;9;26;8;16
15;2;7;17;14;11;5;25;6;1;3;12;24;18;10;13;4;22;19;21;20;23;9;26;8;16;4;5886618
4;5886618;15;2;7;17;14;11;5;25;6;1;3;12;24;18;10;13;4;22;19;21;20;23;9;26;8;16
15;2;7;17;14;11;5;25;6;1;20;12;24;18;10;13;4;22;19;21;3;23;9;26;8;16;4;5847546
4;5847546;15;2;7;17;14;11;5;25;6;1;20;12;24;18;10;13;4;22;19;21;3;23;9;26;8;16
15;2;7;17;14;11;5;25;6;3;20;12;24;18;10;13;4;22;19;21;1;23;9;26;8;16;4;5966858
4;5966858;15;2;7;17;14;11;5;25;6;3;20;12;24;18;10;13;4;22;19;21;1;23;9;26;8;16
15;2;7;17;18;11;5;25;6;3;20;12;24;14;10;13;4;22;19;21;1;23;9;26;8;16;4;5911321
4;5911321;15;2;7;17;18;11;5;25;6;3;20;12;24;14;10;13;4;22;19;21;1;23;9;26;8;16
15;12;7;17;18;11;5;25;6;3;20;2;24;14;10;13;4;22;19;21;1;23;9;26;8;16;4;5933218
4;5933218;15;12;7;17;18;11;5;25;6;3;20;2;24;14;10;13;4;22;19;21;1;23;9;26;8;16
15;12;7;17;18;11;5;25;6;3;20;2;24;14;10;13;4;22;19;21;1;23;9;8;26;16;4;5862911
4;5862911;15;12;7;17;18;11;5;25;6;3;20;2;24;14;10;13;4;22;19;21;1;23;9;8;26;16
15;12;7;17;18;11;5;25;6;3;24;2;20;14;10;13;4;22;19;21;1;23;9;8;26;16;4;5860031
4;5860031;15;12;7;17;18;11;5;25;6;3;24;2;20;14;10;13;4;22;19;21;1;23;9;8;26;16
10;12;7;17;18;11;5;25;6;3;24;2;20;14;15;13;4;22;19;21;1;23;9;8;26;16;4;5872120
4;5872120;10;12;7;17;18;11;5;25;6;3;24;2;20;14;15;13;4;22;19;21;1;23;9;8;26;16
10;12;7;17;18;11;5;25;6;3;24;2;20;14;15;13;4;22;19;16;1;23;9;8;26;21;4;5867066
4;5867066;10;12;7;17;18;11;5;25;6;3;24;2;20;14;15;13;4;22;19;16;1;23;9;8;26;21
10;12;7;17;18;11;9;25;6;3;24;2;20;14;15;13;4;22;19;16;1;23;5;8;26;21;4;6133057
4;6133057;10;12;7;17;18;11;9;25;6;3;24;2;20;14;15;13;4;22;19;16;1;23;5;8;26;21
10;12;23;17;18;11;9;25;6;3;24;2;20;14;15;13;4;22;19;16;1;7;5;8;26;21;4;6144138
4;6144138;10;12;23;17;18;11;9;25;6;3;24;2;20;14;15;13;4;22;19;16;1;7;5;8;26;21
10;12;23;17;18;11;9;25;6;3;24;8;20;14;15;13;4;22;19;16;1;7;5;2;26;21;4;6129963
4;6129963;10;12;23;17;18;11;9;25;6;3;24;8;20;14;15;13;4;22;19;16;1;7;5;2;26;21
10;12;23;17;18;15;9;25;6;3;24;8;20;14;11;13;4;22;19;16;1;7;5;2;26;21;4;6129661
5;6129661;10;12;23;17;18;15;9;25;6;3;24;8;20;14;11;13;4;22;19;16;1;7;5;2;26;21
10;12;23;17;18;15;9;25;6;3;24;26;20;14;11;13;4;22;19;16;1;7;5;2;8;21;5;6154469
5;6154469;10;12;23;17;18;15;9;25;6;3;24;26;20;14;11;13;4;22;19;16;1;7;5;2;8;21
10;12;23;19;18;15;9;25;6;3;24;26;20;14;11;13;4;22;17;16;1;7;5;2;8;21;5;6244940
5;6244940;10;12;23;19;18;15;9;25;6;3;24;26;20;14;11;13;4;22;17;16;1;7;5;2;8;21
10;12;11;19;18;15;9;25;6;3;24;26;20;14;23;13;4;22;17;16;1;7;5;2;8;21;5;6248859
5;6248859;10;12;11;19;18;15;9;25;6;3;24;26;20;14;23;13;4;22;17;16;1;7;5;2;8;21
6;12;11;19;18;15;9;25;10;3;24;26;20;14;23;13;4;22;17;16;1;7;5;2;8;21;5;6257698
5;6257698;6;12;11;19;18;15;9;25;10;3;24;26;20;14;23;13;4;22;17;16;1;7;5;2;8;21
6;12;11;19;25;15;9;18;10;3;24;26;20;14;23;13;4;22;17;16;1;7;5;2;8;21;5;6058714
5;6058714;6;12;11;19;25;15;9;18;10;3;24;26;20;14;23;13;4;22;17;16;1;7;5;2;8;21
6;12;11;19;25;15;9;18;10;3;24;26;20;14;23;13;4;22;17;16;7;1;5;2;8;21;5;6051468
5;6051468;6;12;11;19;25;15;9;18;10;3;24;26;20;14;23;13;4;22;17;16;7;1;5;2;8;21
6;12;11;19;25;15;9;18;10;3;24;26;20;14;23;13;4;22;17;16;7;2;5;1;8;21;5;6075003
5;6075003;6;12;11;19;25;15;9;18;10;3;24;26;20;14;23;13;4;22;17;16;7;2;5;1;8;21
6;12;11;19;25;15;9;23;10;3;24;26;20;14;18;13;4;22;17;16;7;2;5;1;8;21;5;6159838
5;6159838;6;12;11;19;25;15;9;23;10;3;24;26;20;14;18;13;4;22;17;16;7;2;5;1;8;21
6;12;11;19;25;7;9;23;10;3;24;26;20;14;18;13;4;22;17;16;15;2;5;1;8;21;5;6109070
5;6109070;6;12;11;19;25;7;9;23;10;3;24;26;20;14;18;13;4;22;17;16;15;2;5;1;8;21
6;12;5;19;25;7;9;23;10;3;24;26;20;14;18;13;4;22;17;16;15;2;11;1;8;21;5;5988014
5;5988014;6;12;5;19;25;7;9;23;10;3;24;26;20;14;18;13;4;22;17;16;15;2;11;1;8;21
6;12;5;19;25;7;9;23;22;3;24;26;20;14;18;13;4;10;17;16;15;2;11;1;8;21;5;5989126
5;5989126;6;12;5;19;25;7;9;23;22;3;24;26;20;14;18;13;4;10;17;16;15;2;11;1;8;21
6;12;5;19;26;7;9;23;22;3;24;25;20;14;18;13;4;10;17;16;15;2;11;1;8;21;5;5997347
5;5997347;6;12;5;19;26;7;9;23;22;3;24;25;20;14;18;13;4;10;17;16;15;2;11;1;8;21
6;12;5;19;26;7;9;23;22;3;24;25;20;14;18;13;4;10;17;1;15;2;11;16;8;21;5;5981319
5;5981319;6;12;5;19;26;7;9;23;22;3;24;25;20;14;18;13;4;10;17;1;15;2;11;16;8;21
6;12;5;19;26;7;9;23;22;3;24;25;20;14;18;15;4;10;17;1;13;2;11;16;8;21;5;5962959
5;5962959;6;12;5;19;26;7;9;23;22;3;24;25;20;14;18;15;4;10;17;1;13;2;11;16;8;21
6;12;5;19;26;7;9;23;22;3;24;25;20;14;18;15;4;10;17;2;13;1;11;16;8;21;5;5936309
5;5936309;6;12;5;19;26;7;9;23;22;3;24;25;20;14;18;15;4;10;17;2;13;1;11;16;8;21
7;12;5;19;26;6;9;23;22;3;24;25;20;14;18;15;4;10;17;2;13;1;11;16;8;21;5;5983719
5;5983719;7;12;5;19;26;6;9;23;22;3;24;25;20;14;18;15;4;10;17;2;13;1;11;16;8;21
7;12;5;19;26;13;9;23;22;3;24;25;20;14;18;15;4;10;17;2;6;1;11;16;8;21;5;5983932
5;5983932;7;12;5;19;26;13;9;23;22;3;24;25;20;14;18;15;4;10;17;2;6;1;11;16;8;21
7;12;5;19;26;13;9;23;22;3;24;25;20;14;18;2;4;10;17;15;6;1;11;16;8;21;5;5973466
5;5973466;7;12;5;19;26;13;9;23;22;3;24;25;20;14;18;2;4;10;17;15;6;1;11;16;8;21
7;12;5;19;26;13;9;23;22;3;24;21;20;14;18;2;4;10;17;15;6;1;11;16;8;25;5;5976179
5;5976179;7;12;5;19;26;13;9;23;22;3;24;21;20;14;18;2;4;10;17;15;6;1;11;16;8;25
7;12;5;19;26;13;9;23;22;3;24;21;20;14;18;2;4;10;17;15;6;16;11;1;8;25;5;5992929
6;5992929;7;12;5;19;26;13;9;23;22;3;24;21;20;14;18;2;4;10;17;15;6;16;11;1;8;25
7;12;5;19;26;18;9;23;22;3;24;21;20;14;13;2;4;10;17;15;6;16;11;1;8;25;6;5911233
6;5911233;7;12;5;19;26;18;9;23;22;3;24;21;20;14;13;2;4;10;17;15;6;16;11;1;8;25
7;12;5;3;26;18;9;23;22;19;24;21;20;14;13;2;4;10;17;15;6;16;11;1;8;25;6;5797912
6;5797912;7;12;5;3;26;18;9;23;22;19;24;21;20;14;13;2;4;10;17;15;6;16;11;1;8;25
19;12;5;3;26;18;9;23;22;7;24;21;20;14;13;2;4;10;17;15;6;16;11;1;8;25;6;5820138
6;5820138;19;12;5;3;26;18;9;23;22;7;24;21;20;14;13;2;4;10;17;15;6;16;11;1;8;25
19;12;5;26;3;18;9;23;22;7;24;21;20;14;13;2;4;10;17;15;6;16;11;1;8;25;6;5820278
6;5820278;19;12;5;26;3;18;9;23;22;7;24;21;20;14;13;2;4;10;17;15;6;16;11;1;8;25
19;12;5;26;3;18;9;23;22;8;24;21;20;14;13;2;4;10;17;15;6;16;11;1;7;25;6;5819105
6;5819105;19;12;5;26;3;18;9;23;22;8;24;21;20;14;13;2;4;10;17;15;6;16;11;1;7;25
19;12;5;26;3;18;9;23;22;8;24;21;20;14;13;2;4;10;17;6;15;16;11;1;7;25;6;5818510
6;5818510;19;12;5;26;3;18;9;23;22;8;24;21;20;14;13;2;4;10;17;6;15;16;11;1;7;25
19;12;16;26;3;18;9;23;22;8;24;21;20;14;13;2;4;10;17;6;15;5;11;1;7;25;6;5858746
6;5858746;19;12;16;26;3;18;9;23;22;8;24;21;20;14;13;2;4;10;17;6;15;5;11;1;7;25
19;12;16;21;3;18;9;23;22;8;24;26;20;14;13;2;4;10;17;6;15;5;11;1;7;25;6;5939618
6;5939618;19;12;16;21;3;18;9;23;22;8;24;26;20;14;13;2;4;10;17;6;15;5;11;1;7;25
19;12;16;21;3;18;9;23;22;8;24;26;20;14;13;2;1;10;17;6;15;5;11;4;7;25;6;5923105
6;5923105;19;12;16;21;3;18;9;23;22;8;24;26;20;14;13;2;1;10;17;6;15;5;11;4;7;25
19;12;16;21;3;18;9;23;6;8;24;26;20;14;13;2;1;10;17;22;15;5;11;4;7;25;6;5923788
6;5923788;19;12;16;21;3;18;9;23;6;8;24;26;20;14;13;2;1;10;17;22;15;5;11;4;7;25
14;12;16;21;3;18;9;23;6;8;24;26;20;19;13;2;1;10;17;22;15;5;11;4;7;25;6;5954022
6;5954022;14;12;16;21;3;18;9;23;6;8;24;26;20;19;13;2;1;10;17;22;15;5;11;4;7;25
14;12;16;21;3;18;9;23;6;4;24;26;20;19;13;2;1;10;17;22;15;5;11;8;7;25;6;6011090
6;6011090;14;12;16;21;3;18;9;23;6;4;24;26;20;19;13;2;1;10;17;22;15;5;11;8;7;25
14;12;16;21;3;18;9;23;6;4;24;26;20;19;13;2;1;15;17;22;10;5;11;8;7;25;6;5955236
6;5955236;14;12;16;21;3;18;9;23;6;4;24;26;20;19;13;2;1;15;17;22;10;5;11;8;7;25
14;12;16;21;1;18;9;23;6;4;24;26;20;19;13;2;3;15;17;22;10;5;11;8;7;25;6;5928270
6;5928270;14;12;16;21;1;18;9;23;6;4;24;26;20;19;13;2;3;15;17;22;10;5;11;8;7;25
14;12;16;21;1;18;9;23;6;4;24;26;20;15;13;2;3;19;17;22;10;5;11;8;7;25;6;5911070
6;5911070;14;12;16;21;1;18;9;23;6;4;24;26;20;15;13;2;3;19;17;22;10;5;11;8;7;25
14;12;16;21;1;18;9;23;6;4;24;26;20;15;13;17;3;19;2;22;10;5;11;8;7;25;6;5905231
6;5905231;14;12;16;21;1;18;9;23;6;4;24;26;20;15;13;17;3;19;2;22;10;5;11;8;7;25
14;12;16;21;1;18;9;23;6;4;24;26;20;15;13;17;3;19;7;22;10;5;11;8;2;25;6;5890178
6;5890178;14;12;16;21;1;18;9;23;6;4;24;26;20;15;13;17;3;19;7;22;10;5;11;8;2;25
14;12;16;21;1;26;9;23;6;4;24;18;20;15;13;17;3;19;7;22;10;5;11;8;2;25;6;5892742
6;5892742;14;12;16;21;1;26;9;23;6;4;24;18;20;15;13;17;3;19;7;22;10;5;11;8;2;25
