"X1";"X5859631";"X17";"X21";"X10";"X4";"X26";"X2";"X22";"X12";"X7";"X20";"X19";"X16";"X8";"X14";"X13";"X25";"X1.1";"X11";"X18";"X24";"X23";"X9";"X15";"X3";"X6";"X5"
12;11;10;14;25;2;22;13;17;4;19;16;8;23;9;6;1;21;15;24;3;7;18;20;26;5;1;5874845
1;5874845;12;11;10;14;25;2;22;13;17;4;19;16;8;23;9;6;1;21;15;24;3;7;18;20;26;5
12;11;10;14;4;2;22;13;17;25;19;16;8;23;9;6;1;21;15;24;3;7;18;20;26;5;1;5878370
1;5878370;12;11;10;14;4;2;22;13;17;25;19;16;8;23;9;6;1;21;15;24;3;7;18;20;26;5
12;11;5;14;4;2;22;13;17;25;19;16;8;23;9;6;1;21;15;24;3;7;18;20;26;10;1;6242436
2;6242436;12;11;5;14;4;2;22;13;17;25;19;16;8;23;9;6;1;21;15;24;3;7;18;20;26;10
12;11;5;14;4;2;22;8;17;25;19;16;13;23;9;6;1;21;15;24;3;7;18;20;26;10;2;6207757
2;6207757;12;11;5;14;4;2;22;8;17;25;19;16;13;23;9;6;1;21;15;24;3;7;18;20;26;10
12;11;5;14;18;2;22;8;17;25;19;16;13;23;9;6;1;21;15;24;3;7;4;20;26;10;2;6207440
2;6207440;12;11;5;14;18;2;22;8;17;25;19;16;13;23;9;6;1;21;15;24;3;7;4;20;26;10
12;11;5;14;18;2;22;8;17;25;19;24;13;23;9;6;1;21;15;16;3;7;4;20;26;10;2;6218606
2;6218606;12;11;5;14;18;2;22;8;17;25;19;24;13;23;9;6;1;21;15;16;3;7;4;20;26;10
12;11;5;14;15;2;22;8;17;25;19;24;13;23;9;6;1;21;18;16;3;7;4;20;26;10;2;6118556
2;6118556;12;11;5;14;15;2;22;8;17;25;19;24;13;23;9;6;1;21;18;16;3;7;4;20;26;10
12;11;5;14;15;2;22;8;17;25;19;24;13;23;3;6;1;21;18;16;9;7;4;20;26;10;2;6150129
2;6150129;12;11;5;14;15;2;22;8;17;25;19;24;13;23;3;6;1;21;18;16;9;7;4;20;26;10
12;11;5;14;15;2;22;8;17;25;19;24;10;23;3;6;1;21;18;16;9;7;4;20;26;13;2;6140175
2;6140175;12;11;5;14;15;2;22;8;17;25;19;24;10;23;3;6;1;21;18;16;9;7;4;20;26;13
12;11;5;14;15;2;22;8;17;25;19;24;10;23;3;6;1;21;18;16;9;4;7;20;26;13;2;6146571
2;6146571;12;11;5;14;15;2;22;8;17;25;19;24;10;23;3;6;1;21;18;16;9;4;7;20;26;13
12;20;5;14;15;2;22;8;17;25;19;24;10;23;3;6;1;21;18;16;9;4;7;11;26;13;2;6138089
2;6138089;12;20;5;14;15;2;22;8;17;25;19;24;10;23;3;6;1;21;18;16;9;4;7;11;26;13
12;20;5;14;1;2;22;8;17;25;19;24;10;23;3;6;15;21;18;16;9;4;7;11;26;13;2;6184558
2;6184558;12;20;5;14;1;2;22;8;17;25;19;24;10;23;3;6;15;21;18;16;9;4;7;11;26;13
12;20;5;14;1;2;22;8;17;25;19;24;10;23;3;9;15;21;18;16;6;4;7;11;26;13;2;5975815
2;5975815;12;20;5;14;1;2;22;8;17;25;19;24;10;23;3;9;15;21;18;16;6;4;7;11;26;13
12;20;5;14;1;2;22;8;16;25;19;24;10;23;3;9;15;21;18;17;6;4;7;11;26;13;2;5971763
2;5971763;12;20;5;14;1;2;22;8;16;25;19;24;10;23;3;9;15;21;18;17;6;4;7;11;26;13
2;20;5;14;1;12;22;8;16;25;19;24;10;23;3;9;15;21;18;17;6;4;7;11;26;13;2;5972227
2;5972227;2;20;5;14;1;12;22;8;16;25;19;24;10;23;3;9;15;21;18;17;6;4;7;11;26;13
2;20;5;14;1;12;22;8;10;25;19;24;16;23;3;9;15;21;18;17;6;4;7;11;26;13;2;5960834
2;5960834;2;20;5;14;1;12;22;8;10;25;19;24;16;23;3;9;15;21;18;17;6;4;7;11;26;13
2;20;5;14;1;12;22;8;10;25;19;24;16;23;3;9;15;21;11;17;6;4;7;18;26;13;2;6118342
2;6118342;2;20;5;14;1;12;22;8;10;25;19;24;16;23;3;9;15;21;11;17;6;4;7;18;26;13
2;20;5;1;14;12;22;8;10;25;19;24;16;23;3;9;15;21;11;17;6;4;7;18;26;13;2;6117742
2;6117742;2;20;5;1;14;12;22;8;10;25;19;24;16;23;3;9;15;21;11;17;6;4;7;18;26;13
2;20;5;1;14;22;12;8;10;25;19;24;16;23;3;9;15;21;11;17;6;4;7;18;26;13;2;6117742
2;6117742;2;20;5;1;14;22;12;8;10;25;19;24;16;23;3;9;15;21;11;17;6;4;7;18;26;13
2;20;5;1;14;22;12;8;15;25;19;24;16;23;3;9;10;21;11;17;6;4;7;18;26;13;2;6118904
2;6118904;2;20;5;1;14;22;12;8;15;25;19;24;16;23;3;9;10;21;11;17;6;4;7;18;26;13
2;20;5;1;14;22;12;8;15;25;19;24;16;7;3;9;10;21;11;17;6;4;23;18;26;13;2;6079357
2;6079357;2;20;5;1;14;22;12;8;15;25;19;24;16;7;3;9;10;21;11;17;6;4;23;18;26;13
2;20;5;1;24;22;12;8;15;25;19;14;16;7;3;9;10;21;11;17;6;4;23;18;26;13;2;5993900
2;5993900;2;20;5;1;24;22;12;8;15;25;19;14;16;7;3;9;10;21;11;17;6;4;23;18;26;13
2;20;5;1;24;22;12;8;15;25;19;23;16;7;3;9;10;21;11;17;6;4;14;18;26;13;2;6140713
3;6140713;2;20;5;1;24;22;12;8;15;25;19;23;16;7;3;9;10;21;11;17;6;4;14;18;26;13
2;20;5;1;24;26;12;8;15;25;19;23;16;7;3;9;10;21;11;17;6;4;14;18;22;13;3;6140251
3;6140251;2;20;5;1;24;26;12;8;15;25;19;23;16;7;3;9;10;21;11;17;6;4;14;18;22;13
2;20;5;1;21;26;12;8;15;25;19;23;16;7;3;9;10;24;11;17;6;4;14;18;22;13;3;6259852
3;6259852;2;20;5;1;21;26;12;8;15;25;19;23;16;7;3;9;10;24;11;17;6;4;14;18;22;13
2;20;8;1;21;26;12;5;15;25;19;23;16;7;3;9;10;24;11;17;6;4;14;18;22;13;3;6013976
3;6013976;2;20;8;1;21;26;12;5;15;25;19;23;16;7;3;9;10;24;11;17;6;4;14;18;22;13
2;20;8;1;21;4;12;5;15;25;19;23;16;7;3;9;10;24;11;17;6;26;14;18;22;13;3;6038314
3;6038314;2;20;8;1;21;4;12;5;15;25;19;23;16;7;3;9;10;24;11;17;6;26;14;18;22;13
2;20;8;1;21;9;12;5;15;25;19;23;16;7;3;4;10;24;11;17;6;26;14;18;22;13;3;6042786
3;6042786;2;20;8;1;21;9;12;5;15;25;19;23;16;7;3;4;10;24;11;17;6;26;14;18;22;13
2;20;8;1;21;9;12;5;15;25;19;23;17;7;3;4;10;24;11;16;6;26;14;18;22;13;3;6052317
3;6052317;2;20;8;1;21;9;12;5;15;25;19;23;17;7;3;4;10;24;11;16;6;26;14;18;22;13
3;20;8;1;21;9;12;5;15;25;19;23;17;7;2;4;10;24;11;16;6;26;14;18;22;13;3;6050327
3;6050327;3;20;8;1;21;9;12;5;15;25;19;23;17;7;2;4;10;24;11;16;6;26;14;18;22;13
3;20;8;1;21;9;12;5;15;25;19;23;17;7;2;11;10;24;4;16;6;26;14;18;22;13;3;6048175
3;6048175;3;20;8;1;21;9;12;5;15;25;19;23;17;7;2;11;10;24;4;16;6;26;14;18;22;13
3;20;23;1;21;9;12;5;15;25;19;8;17;7;2;11;10;24;4;16;6;26;14;18;22;13;3;6005966
3;6005966;3;20;23;1;21;9;12;5;15;25;19;8;17;7;2;11;10;24;4;16;6;26;14;18;22;13
3;20;23;1;21;13;12;5;15;25;19;8;17;7;2;11;10;24;4;16;6;26;14;18;22;9;3;6042779
3;6042779;3;20;23;1;21;13;12;5;15;25;19;8;17;7;2;11;10;24;4;16;6;26;14;18;22;9
3;20;23;1;21;13;17;5;15;25;19;8;12;7;2;11;10;24;4;16;6;26;14;18;22;9;3;5992262
3;5992262;3;20;23;1;21;13;17;5;15;25;19;8;12;7;2;11;10;24;4;16;6;26;14;18;22;9
3;20;23;1;25;13;17;5;15;21;19;8;12;7;2;11;10;24;4;16;6;26;14;18;22;9;3;5878349
3;5878349;3;20;23;1;25;13;17;5;15;21;19;8;12;7;2;11;10;24;4;16;6;26;14;18;22;9
3;10;23;1;25;13;17;5;15;21;19;8;12;7;2;11;20;24;4;16;6;26;14;18;22;9;3;5854270
3;5854270;3;10;23;1;25;13;17;5;15;21;19;8;12;7;2;11;20;24;4;16;6;26;14;18;22;9
3;10;23;1;6;13;17;5;15;21;19;8;12;7;2;11;20;24;4;16;25;26;14;18;22;9;3;5856855
3;5856855;3;10;23;1;6;13;17;5;15;21;19;8;12;7;2;11;20;24;4;16;25;26;14;18;22;9
3;10;1;23;6;13;17;5;15;21;19;8;12;7;2;11;20;24;4;16;25;26;14;18;22;9;3;5823043
3;5823043;3;10;1;23;6;13;17;5;15;21;19;8;12;7;2;11;20;24;4;16;25;26;14;18;22;9
3;10;1;23;25;13;17;5;15;21;19;8;12;7;2;11;20;24;4;16;6;26;14;18;22;9;3;5820458
3;5820458;3;10;1;23;25;13;17;5;15;21;19;8;12;7;2;11;20;24;4;16;6;26;14;18;22;9
3;10;1;23;25;13;17;5;15;21;19;8;9;7;2;11;20;24;4;16;6;26;14;18;22;12;3;5754565
3;5754565;3;10;1;23;25;13;17;5;15;21;19;8;9;7;2;11;20;24;4;16;6;26;14;18;22;12
13;10;1;23;25;3;17;5;15;21;19;8;9;7;2;11;20;24;4;16;6;26;14;18;22;12;3;5730295
3;5730295;13;10;1;23;25;3;17;5;15;21;19;8;9;7;2;11;20;24;4;16;6;26;14;18;22;12
13;10;1;23;25;3;17;5;21;15;19;8;9;7;2;11;20;24;4;16;6;26;14;18;22;12;3;5728775
3;5728775;13;10;1;23;25;3;17;5;21;15;19;8;9;7;2;11;20;24;4;16;6;26;14;18;22;12
4;10;1;23;25;3;17;5;21;15;19;8;9;7;2;11;20;24;13;16;6;26;14;18;22;12;3;5720867
4;5720867;4;10;1;23;25;3;17;5;21;15;19;8;9;7;2;11;20;24;13;16;6;26;14;18;22;12
4;10;1;23;25;3;17;5;21;15;19;8;9;7;2;11;20;13;24;16;6;26;14;18;22;12;4;5724267
4;5724267;4;10;1;23;25;3;17;5;21;15;19;8;9;7;2;11;20;13;24;16;6;26;14;18;22;12
4;10;1;6;25;3;17;5;21;15;19;8;9;7;2;11;20;13;24;16;23;26;14;18;22;12;4;5727767
4;5727767;4;10;1;6;25;3;17;5;21;15;19;8;9;7;2;11;20;13;24;16;23;26;14;18;22;12
4;10;1;6;25;3;17;5;21;15;19;8;9;7;2;11;20;13;24;16;23;12;14;18;22;26;4;5766488
4;5766488;4;10;1;6;25;3;17;5;21;15;19;8;9;7;2;11;20;13;24;16;23;12;14;18;22;26
4;10;1;6;25;3;17;5;21;15;19;8;9;13;2;11;20;7;24;16;23;12;14;18;22;26;4;5764340
4;5764340;4;10;1;6;25;3;17;5;21;15;19;8;9;13;2;11;20;7;24;16;23;12;14;18;22;26
4;10;1;6;25;3;17;5;21;15;19;8;9;13;2;11;20;7;12;16;23;24;14;18;22;26;4;5704976
4;5704976;4;10;1;6;25;3;17;5;21;15;19;8;9;13;2;11;20;7;12;16;23;24;14;18;22;26
4;10;1;6;8;3;17;5;21;15;19;25;9;13;2;11;20;7;12;16;23;24;14;18;22;26;4;5727614
4;5727614;4;10;1;6;8;3;17;5;21;15;19;25;9;13;2;11;20;7;12;16;23;24;14;18;22;26
20;10;1;6;8;3;17;5;21;15;19;25;9;13;2;11;4;7;12;16;23;24;14;18;22;26;4;5778762
4;5778762;20;10;1;6;8;3;17;5;21;15;19;25;9;13;2;11;4;7;12;16;23;24;14;18;22;26
20;10;1;15;8;3;17;5;21;6;19;25;9;13;2;11;4;7;12;16;23;24;14;18;22;26;4;5836853
4;5836853;20;10;1;15;8;3;17;5;21;6;19;25;9;13;2;11;4;7;12;16;23;24;14;18;22;26
20;10;1;15;8;3;17;5;21;6;19;4;9;13;2;11;25;7;12;16;23;24;14;18;22;26;4;5811090
4;5811090;20;10;1;15;8;3;17;5;21;6;19;4;9;13;2;11;25;7;12;16;23;24;14;18;22;26
20;10;1;5;8;3;17;15;21;6;19;4;9;13;2;11;25;7;12;16;23;24;14;18;22;26;4;6224512
4;6224512;20;10;1;5;8;3;17;15;21;6;19;4;9;13;2;11;25;7;12;16;23;24;14;18;22;26
20;10;1;5;8;3;17;15;21;6;19;4;9;13;2;11;25;7;12;16;23;18;14;24;22;26;4;6163138
4;6163138;20;10;1;5;8;3;17;15;21;6;19;4;9;13;2;11;25;7;12;16;23;18;14;24;22;26
20;10;1;5;21;3;17;15;8;6;19;4;9;13;2;11;25;7;12;16;23;18;14;24;22;26;4;6227421
4;6227421;20;10;1;5;21;3;17;15;8;6;19;4;9;13;2;11;25;7;12;16;23;18;14;24;22;26
20;16;1;5;21;3;17;15;8;6;19;4;9;13;2;11;25;7;12;10;23;18;14;24;22;26;4;6222267
4;6222267;20;16;1;5;21;3;17;15;8;6;19;4;9;13;2;11;25;7;12;10;23;18;14;24;22;26
20;16;1;5;22;3;17;15;8;6;19;4;9;13;2;11;25;7;12;10;23;18;14;24;21;26;4;6149769
4;6149769;20;16;1;5;22;3;17;15;8;6;19;4;9;13;2;11;25;7;12;10;23;18;14;24;21;26
20;16;12;5;22;3;17;15;8;6;19;4;9;13;2;11;25;7;1;10;23;18;14;24;21;26;4;6126688
4;6126688;20;16;12;5;22;3;17;15;8;6;19;4;9;13;2;11;25;7;1;10;23;18;14;24;21;26
20;16;12;5;22;3;17;15;8;23;19;4;9;13;2;11;25;7;1;10;6;18;14;24;21;26;4;6130949
4;6130949;20;16;12;5;22;3;17;15;8;23;19;4;9;13;2;11;25;7;1;10;6;18;14;24;21;26
20;16;12;5;22;3;17;15;8;23;19;4;25;13;2;11;9;7;1;10;6;18;14;24;21;26;4;6039173
4;6039173;20;16;12;5;22;3;17;15;8;23;19;4;25;13;2;11;9;7;1;10;6;18;14;24;21;26
20;16;23;5;22;3;17;15;8;12;19;4;25;13;2;11;9;7;1;10;6;18;14;24;21;26;4;6037764
4;6037764;20;16;23;5;22;3;17;15;8;12;19;4;25;13;2;11;9;7;1;10;6;18;14;24;21;26
4;16;23;5;22;3;17;15;8;12;19;20;25;13;2;11;9;7;1;10;6;18;14;24;21;26;4;6013882
4;6013882;4;16;23;5;22;3;17;15;8;12;19;20;25;13;2;11;9;7;1;10;6;18;14;24;21;26
4;16;9;5;22;3;17;15;8;12;19;20;25;13;2;11;23;7;1;10;6;18;14;24;21;26;4;6156564
5;6156564;4;16;9;5;22;3;17;15;8;12;19;20;25;13;2;11;23;7;1;10;6;18;14;24;21;26
4;16;9;5;22;3;17;15;8;12;19;20;25;13;2;11;23;7;1;21;6;18;14;24;10;26;5;6201669
5;6201669;4;16;9;5;22;3;17;15;8;12;19;20;25;13;2;11;23;7;1;21;6;18;14;24;10;26
4;16;9;5;22;3;17;15;8;12;19;20;26;13;2;11;23;7;1;21;6;18;14;24;10;25;5;6217341
5;6217341;4;16;9;5;22;3;17;15;8;12;19;20;26;13;2;11;23;7;1;21;6;18;14;24;10;25
12;16;9;5;22;3;17;15;8;4;19;20;26;13;2;11;23;7;1;21;6;18;14;24;10;25;5;6168112
5;6168112;12;16;9;5;22;3;17;15;8;4;19;20;26;13;2;11;23;7;1;21;6;18;14;24;10;25
12;13;9;5;22;3;17;15;8;4;19;20;26;16;2;11;23;7;1;21;6;18;14;24;10;25;5;6169291
5;6169291;12;13;9;5;22;3;17;15;8;4;19;20;26;16;2;11;23;7;1;21;6;18;14;24;10;25
12;13;9;5;22;3;17;14;8;4;19;20;26;16;2;11;23;7;1;21;6;18;15;24;10;25;5;6002090
5;6002090;12;13;9;5;22;3;17;14;8;4;19;20;26;16;2;11;23;7;1;21;6;18;15;24;10;25
12;13;9;5;22;8;17;14;3;4;19;20;26;16;2;11;23;7;1;21;6;18;15;24;10;25;5;5990029
5;5990029;12;13;9;5;22;8;17;14;3;4;19;20;26;16;2;11;23;7;1;21;6;18;15;24;10;25
12;13;9;5;22;8;11;14;3;4;19;20;26;16;2;17;23;7;1;21;6;18;15;24;10;25;5;5989963
5;5989963;12;13;9;5;22;8;11;14;3;4;19;20;26;16;2;17;23;7;1;21;6;18;15;24;10;25
12;13;9;5;22;8;11;14;3;4;19;20;7;16;2;17;23;26;1;21;6;18;15;24;10;25;5;5997622
5;5997622;12;13;9;5;22;8;11;14;3;4;19;20;7;16;2;17;23;26;1;21;6;18;15;24;10;25
12;13;9;5;22;8;11;14;24;4;19;20;7;16;2;17;23;26;1;21;6;18;15;3;10;25;5;6005729
5;6005729;12;13;9;5;22;8;11;14;24;4;19;20;7;16;2;17;23;26;1;21;6;18;15;3;10;25
12;13;9;5;23;8;11;14;24;4;19;20;7;16;2;17;22;26;1;21;6;18;15;3;10;25;5;6002622
5;6002622;12;13;9;5;23;8;11;14;24;4;19;20;7;16;2;17;22;26;1;21;6;18;15;3;10;25
12;13;9;5;23;8;11;14;24;4;19;20;7;16;2;17;22;15;1;21;6;18;26;3;10;25;5;5990742
5;5990742;12;13;9;5;23;8;11;14;24;4;19;20;7;16;2;17;22;15;1;21;6;18;26;3;10;25
12;13;9;5;23;8;11;14;24;4;19;20;6;16;2;17;22;15;1;21;7;18;26;3;10;25;5;5990449
5;5990449;12;13;9;5;23;8;11;14;24;4;19;20;6;16;2;17;22;15;1;21;7;18;26;3;10;25
12;13;9;26;23;8;11;14;24;4;19;20;6;16;2;17;22;15;1;21;7;18;5;3;10;25;5;6073858
5;6073858;12;13;9;26;23;8;11;14;24;4;19;20;6;16;2;17;22;15;1;21;7;18;5;3;10;25
12;13;9;26;23;8;11;14;24;4;19;20;6;16;10;17;22;15;1;21;7;18;5;3;2;25;5;6040908
5;6040908;12;13;9;26;23;8;11;14;24;4;19;20;6;16;10;17;22;15;1;21;7;18;5;3;2;25
12;13;9;26;23;8;11;14;24;4;19;21;6;16;10;17;22;15;1;20;7;18;5;3;2;25;5;6098213
5;6098213;12;13;9;26;23;8;11;14;24;4;19;21;6;16;10;17;22;15;1;20;7;18;5;3;2;25
12;13;9;26;23;3;11;14;24;4;19;21;6;16;10;17;22;15;1;20;7;18;5;8;2;25;5;6110153
5;6110153;12;13;9;26;23;3;11;14;24;4;19;21;6;16;10;17;22;15;1;20;7;18;5;8;2;25
12;13;9;26;23;3;11;5;24;4;19;21;6;16;10;17;22;15;1;20;7;18;14;8;2;25;5;5850393
5;5850393;12;13;9;26;23;3;11;5;24;4;19;21;6;16;10;17;22;15;1;20;7;18;14;8;2;25
12;13;9;15;23;3;11;5;24;4;19;21;6;16;10;17;22;26;1;20;7;18;14;8;2;25;5;5919005
5;5919005;12;13;9;15;23;3;11;5;24;4;19;21;6;16;10;17;22;26;1;20;7;18;14;8;2;25
12;13;9;15;23;26;11;5;24;4;19;21;6;16;10;17;22;3;1;20;7;18;14;8;2;25;5;5916143
5;5916143;12;13;9;15;23;26;11;5;24;4;19;21;6;16;10;17;22;3;1;20;7;18;14;8;2;25
12;13;9;15;23;26;11;5;20;4;19;21;6;16;10;17;22;3;1;24;7;18;14;8;2;25;5;5827471
6;5827471;12;13;9;15;23;26;11;5;20;4;19;21;6;16;10;17;22;3;1;24;7;18;14;8;2;25
12;24;9;15;23;26;11;5;20;4;19;21;6;16;10;17;22;3;1;13;7;18;14;8;2;25;6;5834562
6;5834562;12;24;9;15;23;26;11;5;20;4;19;21;6;16;10;17;22;3;1;13;7;18;14;8;2;25
12;8;9;15;23;26;11;5;20;4;19;21;6;16;10;17;22;3;1;13;7;18;14;24;2;25;6;5829551
6;5829551;12;8;9;15;23;26;11;5;20;4;19;21;6;16;10;17;22;3;1;13;7;18;14;24;2;25
12;8;9;15;4;26;11;5;20;23;19;21;6;16;10;17;22;3;1;13;7;18;14;24;2;25;6;5867165
6;5867165;12;8;9;15;4;26;11;5;20;23;19;21;6;16;10;17;22;3;1;13;7;18;14;24;2;25
12;8;9;15;4;26;11;5;20;23;19;21;6;16;10;17;22;3;1;13;7;18;25;24;2;14;6;5829891
6;5829891;12;8;9;15;4;26;11;5;20;23;19;21;6;16;10;17;22;3;1;13;7;18;25;24;2;14
12;8;9;15;4;26;11;10;20;23;19;21;6;16;5;17;22;3;1;13;7;18;25;24;2;14;6;5965046
6;5965046;12;8;9;15;4;26;11;10;20;23;19;21;6;16;5;17;22;3;1;13;7;18;25;24;2;14
12;8;9;25;4;26;11;10;20;23;19;21;6;16;5;17;22;3;1;13;7;18;15;24;2;14;6;5979558
6;5979558;12;8;9;25;4;26;11;10;20;23;19;21;6;16;5;17;22;3;1;13;7;18;15;24;2;14
12;8;9;25;4;14;11;10;20;23;19;21;6;16;5;17;22;3;1;13;7;18;15;24;2;26;6;5970914
6;5970914;12;8;9;25;4;14;11;10;20;23;19;21;6;16;5;17;22;3;1;13;7;18;15;24;2;26
12;8;9;25;4;14;11;10;20;23;19;21;6;16;7;17;22;3;1;13;5;18;15;24;2;26;6;6050905
6;6050905;12;8;9;25;4;14;11;10;20;23;19;21;6;16;7;17;22;3;1;13;5;18;15;24;2;26
12;8;9;25;4;14;11;10;20;18;19;21;6;16;7;17;22;3;1;13;5;23;15;24;2;26;6;5904261
6;5904261;12;8;9;25;4;14;11;10;20;18;19;21;6;16;7;17;22;3;1;13;5;23;15;24;2;26
12;8;11;25;4;14;9;10;20;18;19;21;6;16;7;17;22;3;1;13;5;23;15;24;2;26;6;5828772
6;5828772;12;8;11;25;4;14;9;10;20;18;19;21;6;16;7;17;22;3;1;13;5;23;15;24;2;26
12;8;11;25;4;14;9;10;20;18;2;21;6;16;7;17;22;3;1;13;5;23;15;24;19;26;6;5917141
6;5917141;12;8;11;25;4;14;9;10;20;18;2;21;6;16;7;17;22;3;1;13;5;23;15;24;19;26
12;8;11;25;4;5;9;10;20;18;2;21;6;16;7;17;22;3;1;13;14;23;15;24;19;26;6;5934932
6;5934932;12;8;11;25;4;5;9;10;20;18;2;21;6;16;7;17;22;3;1;13;14;23;15;24;19;26
8;12;11;25;4;5;9;10;20;18;2;21;6;16;7;17;22;3;1;13;14;23;15;24;19;26;6;5934061
6;5934061;8;12;11;25;4;5;9;10;20;18;2;21;6;16;7;17;22;3;1;13;14;23;15;24;19;26
8;21;11;25;4;5;9;10;20;18;2;12;6;16;7;17;22;3;1;13;14;23;15;24;19;26;6;5951669
6;5951669;8;21;11;25;4;5;9;10;20;18;2;12;6;16;7;17;22;3;1;13;14;23;15;24;19;26
8;21;11;25;4;5;1;10;20;18;2;12;6;16;7;17;22;3;9;13;14;23;15;24;19;26;6;5900712
6;5900712;8;21;11;25;4;5;1;10;20;18;2;12;6;16;7;17;22;3;9;13;14;23;15;24;19;26
8;21;13;25;4;5;1;10;20;18;2;12;6;16;7;17;22;3;9;11;14;23;15;24;19;26;6;5896249
6;5896249;8;21;13;25;4;5;1;10;20;18;2;12;6;16;7;17;22;3;9;11;14;23;15;24;19;26
8;21;13;25;4;5;1;10;20;18;2;12;6;11;7;17;22;3;9;16;14;23;15;24;19;26;6;5894285
6;5894285;8;21;13;25;4;5;1;10;20;18;2;12;6;11;7;17;22;3;9;16;14;23;15;24;19;26
8;21;13;25;4;5;1;18;20;10;2;12;6;11;7;17;22;3;9;16;14;23;15;24;19;26;6;5895785
6;5895785;8;21;13;25;4;5;1;18;20;10;2;12;6;11;7;17;22;3;9;16;14;23;15;24;19;26
