"X1";"X5827148";"X4";"X8";"X22";"X24";"X10";"X14";"X26";"X11";"X20";"X25";"X6";"X19";"X5";"X17";"X18";"X2";"X13";"X9";"X21";"X1.1";"X23";"X12";"X3";"X7";"X16";"X15"
16;26;22;12;2;21;8;11;14;25;6;19;1;20;18;10;13;9;17;5;23;24;3;7;4;15;1;5902336
1;5902336;16;26;22;12;2;21;8;11;14;25;6;19;1;20;18;10;13;9;17;5;23;24;3;7;4;15
16;26;22;12;2;21;8;11;14;25;6;10;1;20;18;19;13;9;17;5;23;24;3;7;4;15;1;5899849
1;5899849;16;26;22;12;2;21;8;11;14;25;6;10;1;20;18;19;13;9;17;5;23;24;3;7;4;15
16;26;22;12;2;21;8;5;14;25;6;10;1;20;18;19;13;9;17;11;23;24;3;7;4;15;1;5875105
1;5875105;16;26;22;12;2;21;8;5;14;25;6;10;1;20;18;19;13;9;17;11;23;24;3;7;4;15
19;26;22;12;2;21;8;5;14;25;6;10;1;20;18;16;13;9;17;11;23;24;3;7;4;15;1;5858008
1;5858008;19;26;22;12;2;21;8;5;14;25;6;10;1;20;18;16;13;9;17;11;23;24;3;7;4;15
19;26;22;12;2;21;8;10;14;25;6;5;1;20;18;16;13;9;17;11;23;24;3;7;4;15;1;5752439
1;5752439;19;26;22;12;2;21;8;10;14;25;6;5;1;20;18;16;13;9;17;11;23;24;3;7;4;15
19;26;22;12;2;21;6;10;14;25;8;5;1;20;18;16;13;9;17;11;23;24;3;7;4;15;1;5758603
1;5758603;19;26;22;12;2;21;6;10;14;25;8;5;1;20;18;16;13;9;17;11;23;24;3;7;4;15
19;26;22;12;21;2;6;10;14;25;8;5;1;20;18;16;13;9;17;11;23;24;3;7;4;15;1;5767661
1;5767661;19;26;22;12;21;2;6;10;14;25;8;5;1;20;18;16;13;9;17;11;23;24;3;7;4;15
23;26;22;12;21;2;6;10;14;25;8;5;1;20;18;16;13;9;17;11;19;24;3;7;4;15;1;5790990
1;5790990;23;26;22;12;21;2;6;10;14;25;8;5;1;20;18;16;13;9;17;11;19;24;3;7;4;15
23;26;22;12;21;2;6;10;14;25;8;24;1;20;18;16;13;9;17;11;19;5;3;7;4;15;1;5982210
1;5790990;23;26;22;12;21;2;6;10;14;25;8;5;1;20;18;16;13;9;17;11;19;24;3;7;4;15
26;23;22;12;21;2;6;10;14;25;8;5;1;20;18;16;13;9;17;11;19;24;3;7;4;15;1;5795448
1;5795448;26;23;22;12;21;2;6;10;14;25;8;5;1;20;18;16;13;9;17;11;19;24;3;7;4;15
26;23;22;12;21;6;2;10;14;25;8;5;1;20;18;16;13;9;17;11;19;24;3;7;4;15;1;5795448
1;5795448;26;23;22;12;21;6;2;10;14;25;8;5;1;20;18;16;13;9;17;11;19;24;3;7;4;15
26;16;22;12;21;6;2;10;14;25;8;5;1;20;18;23;13;9;17;11;19;24;3;7;4;15;1;5795045
1;5795045;26;16;22;12;21;6;2;10;14;25;8;5;1;20;18;23;13;9;17;11;19;24;3;7;4;15
26;16;22;17;21;6;2;10;14;25;8;5;1;20;18;23;13;9;12;11;19;24;3;7;4;15;1;5750636
2;5750636;26;16;22;17;21;6;2;10;14;25;8;5;1;20;18;23;13;9;12;11;19;24;3;7;4;15
26;16;22;17;21;6;2;10;14;25;8;5;1;20;18;23;13;9;12;11;19;24;3;15;4;7;2;5765955
2;5765955;26;16;22;17;21;6;2;10;14;25;8;5;1;20;18;23;13;9;12;11;19;24;3;15;4;7
26;16;22;17;21;6;2;10;14;25;8;5;1;20;18;23;13;9;12;11;19;24;3;4;15;7;2;5735521
2;5735521;26;16;22;17;21;6;2;10;14;25;8;5;1;20;18;23;13;9;12;11;19;24;3;4;15;7
26;21;22;17;16;6;2;10;14;25;8;5;1;20;18;23;13;9;12;11;19;24;3;4;15;7;2;5732559
2;5732559;26;21;22;17;16;6;2;10;14;25;8;5;1;20;18;23;13;9;12;11;19;24;3;4;15;7
26;21;22;17;16;6;2;10;14;19;8;5;1;20;18;23;13;9;12;11;25;24;3;4;15;7;2;5658369
2;5658369;26;21;22;17;16;6;2;10;14;19;8;5;1;20;18;23;13;9;12;11;25;24;3;4;15;7
26;21;22;17;3;6;2;10;14;19;8;5;1;20;18;23;13;9;12;11;25;24;16;4;15;7;2;5652468
2;5652468;26;21;22;17;3;6;2;10;14;19;8;5;1;20;18;23;13;9;12;11;25;24;16;4;15;7
26;21;22;10;3;6;2;17;14;19;8;5;1;20;18;23;13;9;12;11;25;24;16;4;15;7;2;5652020
2;5652020;26;21;22;10;3;6;2;17;14;19;8;5;1;20;18;23;13;9;12;11;25;24;16;4;15;7
26;21;22;10;3;6;19;17;14;2;8;5;1;20;18;23;13;9;12;11;25;24;16;4;15;7;2;5662457
2;5662457;26;21;22;10;3;6;19;17;14;2;8;5;1;20;18;23;13;9;12;11;25;24;16;4;15;7
26;21;22;10;3;6;19;17;14;2;8;5;1;20;18;23;13;9;12;11;25;24;15;4;16;7;2;5661413
2;5661413;26;21;22;10;3;6;19;17;14;2;8;5;1;20;18;23;13;9;12;11;25;24;15;4;16;7
26;21;22;10;3;6;19;17;14;16;8;5;1;20;18;23;13;9;12;11;25;24;15;4;2;7;2;5658904
2;5658904;26;21;22;10;3;6;19;17;14;16;8;5;1;20;18;23;13;9;12;11;25;24;15;4;2;7
26;21;22;10;3;6;19;17;14;16;8;5;1;20;18;23;13;9;15;11;25;24;12;4;2;7;2;5675112
2;5675112;26;21;22;10;3;6;19;17;14;16;8;5;1;20;18;23;13;9;15;11;25;24;12;4;2;7
26;21;22;3;10;6;19;17;14;16;8;5;1;20;18;23;13;9;15;11;25;24;12;4;2;7;2;5675152
2;5675152;26;21;22;3;10;6;19;17;14;16;8;5;1;20;18;23;13;9;15;11;25;24;12;4;2;7
15;21;22;3;10;6;19;17;14;16;8;5;1;20;18;23;13;9;26;11;25;24;12;4;2;7;2;5696097
2;5696097;15;21;22;3;10;6;19;17;14;16;8;5;1;20;18;23;13;9;26;11;25;24;12;4;2;7
15;21;22;23;10;6;19;17;14;16;8;5;1;20;18;3;13;9;26;11;25;24;12;4;2;7;2;5719868
2;5719868;15;21;22;23;10;6;19;17;14;16;8;5;1;20;18;3;13;9;26;11;25;24;12;4;2;7
15;21;22;23;2;6;19;17;14;16;8;5;1;20;18;3;13;9;26;11;25;24;12;4;10;7;2;5735128
2;5735128;15;21;22;23;2;6;19;17;14;16;8;5;1;20;18;3;13;9;26;11;25;24;12;4;10;7
15;21;22;23;2;6;19;17;14;16;8;5;1;20;18;3;13;11;26;9;25;24;12;4;10;7;2;5800167
2;5800167;15;21;22;23;2;6;19;17;14;16;8;5;1;20;18;3;13;11;26;9;25;24;12;4;10;7
15;21;22;23;2;3;19;17;14;16;8;5;1;20;18;6;13;11;26;9;25;24;12;4;10;7;2;5792029
2;5792029;15;21;22;23;2;3;19;17;14;16;8;5;1;20;18;6;13;11;26;9;25;24;12;4;10;7
15;21;22;23;2;3;19;17;12;16;8;5;1;20;18;6;13;11;26;9;25;24;14;4;10;7;2;5946615
2;5946615;15;21;22;23;2;3;19;17;12;16;8;5;1;20;18;6;13;11;26;9;25;24;14;4;10;7
15;21;20;23;2;3;19;17;12;16;8;5;1;22;18;6;13;11;26;9;25;24;14;4;10;7;2;5991771
2;5991771;15;21;20;23;2;3;19;17;12;16;8;5;1;22;18;6;13;11;26;9;25;24;14;4;10;7
15;21;20;23;2;3;13;17;12;16;8;5;1;22;18;6;19;11;26;9;25;24;14;4;10;7;2;5983477
2;5983477;15;21;20;23;2;3;13;17;12;16;8;5;1;22;18;6;19;11;26;9;25;24;14;4;10;7
15;21;20;23;2;3;13;17;12;16;22;5;1;8;18;6;19;11;26;9;25;24;14;4;10;7;2;5982335
3;5982335;15;21;20;23;2;3;13;17;12;16;22;5;1;8;18;6;19;11;26;9;25;24;14;4;10;7
17;21;20;23;2;3;13;15;12;16;22;5;1;8;18;6;19;11;26;9;25;24;14;4;10;7;3;5952438
3;5952438;17;21;20;23;2;3;13;15;12;16;22;5;1;8;18;6;19;11;26;9;25;24;14;4;10;7
17;7;20;23;2;3;13;15;12;16;22;5;1;8;18;6;19;11;26;9;25;24;14;4;10;21;3;5994475
3;5994475;17;7;20;23;2;3;13;15;12;16;22;5;1;8;18;6;19;11;26;9;25;24;14;4;10;21
17;7;20;23;2;3;13;15;12;16;22;24;1;8;18;6;19;11;26;9;25;5;14;4;10;21;3;6290452
3;6290452;17;7;20;23;2;3;13;15;12;16;22;24;1;8;18;6;19;11;26;9;25;5;14;4;10;21
17;7;20;23;2;4;13;15;12;16;22;24;1;8;18;6;19;11;26;9;25;5;14;3;10;21;3;6232745
3;6232745;17;7;20;23;2;4;13;15;12;16;22;24;1;8;18;6;19;11;26;9;25;5;14;3;10;21
17;7;20;23;2;4;13;15;12;16;22;24;1;5;18;6;19;11;26;9;25;8;14;3;10;21;3;6058328
3;6058328;17;7;20;23;2;4;13;15;12;16;22;24;1;5;18;6;19;11;26;9;25;8;14;3;10;21
17;7;20;23;2;4;13;15;12;16;22;10;1;5;18;6;19;11;26;9;25;8;14;3;24;21;3;6057363
3;6057363;17;7;20;23;2;4;13;15;12;16;22;10;1;5;18;6;19;11;26;9;25;8;14;3;24;21
17;7;20;23;2;4;13;15;12;16;22;10;1;5;18;14;19;11;26;9;25;8;6;3;24;21;3;5910184
3;5910184;17;7;20;23;2;4;13;15;12;16;22;10;1;5;18;14;19;11;26;9;25;8;6;3;24;21
3;7;20;23;2;4;13;15;12;16;22;10;1;5;18;14;19;11;26;9;25;8;6;17;24;21;3;5918444
3;5918444;3;7;20;23;2;4;13;15;12;16;22;10;1;5;18;14;19;11;26;9;25;8;6;17;24;21
3;7;20;23;2;4;21;15;12;16;22;10;1;5;18;14;19;11;26;9;25;8;6;17;24;13;3;5924079
3;5924079;3;7;20;23;2;4;21;15;12;16;22;10;1;5;18;14;19;11;26;9;25;8;6;17;24;13
3;7;20;23;2;15;21;4;12;16;22;10;1;5;18;14;19;11;26;9;25;8;6;17;24;13;3;5934771
3;5934771;3;7;20;23;2;15;21;4;12;16;22;10;1;5;18;14;19;11;26;9;25;8;6;17;24;13
3;7;20;23;2;15;21;4;12;16;22;10;1;5;18;14;19;11;26;9;25;24;6;17;8;13;3;5834938
3;5834938;3;7;20;23;2;15;21;4;12;16;22;10;1;5;18;14;19;11;26;9;25;24;6;17;8;13
3;7;20;23;2;15;21;4;12;26;22;10;1;5;18;14;19;11;16;9;25;24;6;17;8;13;3;5832333
3;5832333;3;7;20;23;2;15;21;4;12;26;22;10;1;5;18;14;19;11;16;9;25;24;6;17;8;13
3;7;20;23;2;15;21;4;12;26;22;10;1;18;5;14;19;11;16;9;25;24;6;17;8;13;3;5924974
3;5924974;3;7;20;23;2;15;21;4;12;26;22;10;1;18;5;14;19;11;16;9;25;24;6;17;8;13
3;7;20;23;2;15;21;4;22;26;12;10;1;18;5;14;19;11;16;9;25;24;6;17;8;13;3;5942302
3;5942302;3;7;20;23;2;15;21;4;22;26;12;10;1;18;5;14;19;11;16;9;25;24;6;17;8;13
3;26;20;23;2;15;21;4;22;7;12;10;1;18;5;14;19;11;16;9;25;24;6;17;8;13;3;5917785
3;5917785;3;26;20;23;2;15;21;4;22;7;12;10;1;18;5;14;19;11;16;9;25;24;6;17;8;13
3;26;20;23;2;15;21;4;22;7;12;10;1;18;5;14;19;11;16;9;25;24;6;13;8;17;3;5939925
3;5939925;3;26;20;23;2;15;21;4;22;7;12;10;1;18;5;14;19;11;16;9;25;24;6;13;8;17
3;26;20;23;8;15;21;4;22;7;12;10;1;18;5;14;19;11;16;9;25;24;6;13;2;17;3;5988621
3;5988621;3;26;20;23;8;15;21;4;22;7;12;10;1;18;5;14;19;11;16;9;25;24;6;13;2;17
3;26;20;23;8;15;21;4;22;7;16;10;1;18;5;14;19;11;12;9;25;24;6;13;2;17;3;5961825
3;5961825;3;26;20;23;8;15;21;4;22;7;16;10;1;18;5;14;19;11;12;9;25;24;6;13;2;17
3;26;11;23;8;15;21;4;22;7;16;10;1;18;5;14;19;20;12;9;25;24;6;13;2;17;3;5882745
3;5882745;3;26;11;23;8;15;21;4;22;7;16;10;1;18;5;14;19;20;12;9;25;24;6;13;2;17
3;26;11;23;8;15;21;4;22;7;16;18;1;10;5;14;19;20;12;9;25;24;6;13;2;17;3;5822497
4;5822497;3;26;11;23;8;15;21;4;22;7;16;18;1;10;5;14;19;20;12;9;25;24;6;13;2;17
3;26;11;23;8;15;21;4;22;7;16;18;1;10;5;14;20;19;12;9;25;24;6;13;2;17;4;5820372
4;5820372;3;26;11;23;8;15;21;4;22;7;16;18;1;10;5;14;20;19;12;9;25;24;6;13;2;17
3;26;11;23;8;15;21;4;22;7;16;13;1;10;5;14;20;19;12;9;25;24;6;18;2;17;4;5934027
4;5934027;3;26;11;23;8;15;21;4;22;7;16;13;1;10;5;14;20;19;12;9;25;24;6;18;2;17
3;26;11;23;8;15;21;4;22;9;16;13;1;10;5;14;20;19;12;7;25;24;6;18;2;17;4;5886312
4;5886312;3;26;11;23;8;15;21;4;22;9;16;13;1;10;5;14;20;19;12;7;25;24;6;18;2;17
3;26;11;23;8;15;21;4;22;9;16;13;1;10;5;25;20;19;12;7;14;24;6;18;2;17;4;5945452
4;5945452;3;26;11;23;8;15;21;4;22;9;16;13;1;10;5;25;20;19;12;7;14;24;6;18;2;17
3;16;11;23;8;15;21;4;22;9;26;13;1;10;5;25;20;19;12;7;14;24;6;18;2;17;4;5941508
4;5941508;3;16;11;23;8;15;21;4;22;9;26;13;1;10;5;25;20;19;12;7;14;24;6;18;2;17
3;16;11;23;8;15;21;4;22;9;26;13;1;12;5;25;20;19;10;7;14;24;6;18;2;17;4;5950143
4;5950143;3;16;11;23;8;15;21;4;22;9;26;13;1;12;5;25;20;19;10;7;14;24;6;18;2;17
3;16;8;23;11;15;21;4;22;9;26;13;1;12;5;25;20;19;10;7;14;24;6;18;2;17;4;5946129
4;5946129;3;16;8;23;11;15;21;4;22;9;26;13;1;12;5;25;20;19;10;7;14;24;6;18;2;17
3;16;8;23;11;15;21;14;22;9;26;13;1;12;5;25;20;19;10;7;4;24;6;18;2;17;4;5887919
4;5887919;3;16;8;23;11;15;21;14;22;9;26;13;1;12;5;25;20;19;10;7;4;24;6;18;2;17
3;10;8;23;11;15;21;14;22;9;26;13;1;12;5;25;20;19;16;7;4;24;6;18;2;17;4;5878760
4;5878760;3;10;8;23;11;15;21;14;22;9;26;13;1;12;5;25;20;19;16;7;4;24;6;18;2;17
3;26;8;23;11;15;21;14;22;9;10;13;1;12;5;25;20;19;16;7;4;24;6;18;2;17;4;5881352
4;5881352;3;26;8;23;11;15;21;14;22;9;10;13;1;12;5;25;20;19;16;7;4;24;6;18;2;17
3;26;8;23;11;15;21;14;22;9;10;13;1;12;5;25;6;19;16;7;4;24;20;18;2;17;4;5957193
4;5957193;3;26;8;23;11;15;21;14;22;9;10;13;1;12;5;25;6;19;16;7;4;24;20;18;2;17
3;26;8;23;11;15;21;6;22;9;10;13;1;12;5;25;14;19;16;7;4;24;20;18;2;17;4;5937166
4;5937166;3;26;8;23;11;15;21;6;22;9;10;13;1;12;5;25;14;19;16;7;4;24;20;18;2;17
3;26;24;23;11;15;21;6;22;9;10;13;1;12;5;25;14;19;16;7;4;8;20;18;2;17;4;5960854
4;5960854;3;26;24;23;11;15;21;6;22;9;10;13;1;12;5;25;14;19;16;7;4;8;20;18;2;17
3;26;24;23;11;2;21;6;22;9;10;13;1;12;5;25;14;19;16;7;4;8;20;18;15;17;4;5961476
4;5961476;3;26;24;23;11;2;21;6;22;9;10;13;1;12;5;25;14;19;16;7;4;8;20;18;15;17
3;26;24;23;11;2;21;6;22;9;10;13;1;12;5;7;14;19;16;25;4;8;20;18;15;17;4;5937678
4;5937678;3;26;24;23;11;2;21;6;22;9;10;13;1;12;5;7;14;19;16;25;4;8;20;18;15;17
3;26;24;23;11;2;21;6;22;9;14;13;1;12;5;7;10;19;16;25;4;8;20;18;15;17;4;5930243
4;5930243;3;26;24;23;11;2;21;6;22;9;14;13;1;12;5;7;10;19;16;25;4;8;20;18;15;17
3;26;24;23;11;2;21;6;7;9;14;13;1;12;5;22;10;19;16;25;4;8;20;18;15;17;4;5929344
4;5929344;3;26;24;23;11;2;21;6;7;9;14;13;1;12;5;22;10;19;16;25;4;8;20;18;15;17
3;26;24;23;11;2;18;6;7;9;14;13;1;12;5;22;10;19;16;25;4;8;20;21;15;17;4;5871961
4;5871961;3;26;24;23;11;2;18;6;7;9;14;13;1;12;5;22;10;19;16;25;4;8;20;21;15;17
3;26;24;23;11;2;18;6;7;9;14;4;1;12;5;22;10;19;16;25;13;8;20;21;15;17;4;5861122
4;5861122;3;26;24;23;11;2;18;6;7;9;14;4;1;12;5;22;10;19;16;25;13;8;20;21;15;17
3;26;24;23;11;17;18;6;7;9;14;4;1;12;5;22;10;19;16;25;13;8;20;21;15;2;4;5865409
5;5865409;3;26;24;23;11;17;18;6;7;9;14;4;1;12;5;22;10;19;16;25;13;8;20;21;15;2
3;26;24;23;11;17;4;6;7;9;14;18;1;12;5;22;10;19;16;25;13;8;20;21;15;2;5;5828579
5;5828579;3;26;24;23;11;17;4;6;7;9;14;18;1;12;5;22;10;19;16;25;13;8;20;21;15;2
3;26;24;23;11;17;4;6;7;9;14;22;1;12;5;18;10;19;16;25;13;8;20;21;15;2;5;5829950
5;5829950;3;26;24;23;11;17;4;6;7;9;14;22;1;12;5;18;10;19;16;25;13;8;20;21;15;2
5;26;24;23;11;17;4;6;7;9;14;22;1;12;3;18;10;19;16;25;13;8;20;21;15;2;5;5909525
5;5909525;5;26;24;23;11;17;4;6;7;9;14;22;1;12;3;18;10;19;16;25;13;8;20;21;15;2
5;26;24;23;10;17;4;6;7;9;14;22;1;12;3;18;11;19;16;25;13;8;20;21;15;2;5;5897503
5;5897503;5;26;24;23;10;17;4;6;7;9;14;22;1;12;3;18;11;19;16;25;13;8;20;21;15;2
5;26;24;23;10;17;4;19;7;9;14;22;1;12;3;18;11;6;16;25;13;8;20;21;15;2;5;5919520
5;5919520;5;26;24;23;10;17;4;19;7;9;14;22;1;12;3;18;11;6;16;25;13;8;20;21;15;2
5;26;24;23;10;17;4;19;7;9;14;22;1;12;3;18;11;6;16;13;25;8;20;21;15;2;5;5935703
5;5935703;5;26;24;23;10;17;4;19;7;9;14;22;1;12;3;18;11;6;16;13;25;8;20;21;15;2
5;26;24;23;10;17;4;19;7;9;14;22;1;12;11;18;3;6;16;13;25;8;20;21;15;2;5;5875590
5;5875590;5;26;24;23;10;17;4;19;7;9;14;22;1;12;11;18;3;6;16;13;25;8;20;21;15;2
5;26;24;23;10;17;4;19;7;9;14;22;1;12;18;11;3;6;16;13;25;8;20;21;15;2;5;5940500
5;5940500;5;26;24;23;10;17;4;19;7;9;14;22;1;12;18;11;3;6;16;13;25;8;20;21;15;2
5;26;24;23;10;17;4;19;7;9;14;22;1;12;13;11;3;6;16;18;25;8;20;21;15;2;5;6037843
5;6037843;5;26;24;23;10;17;4;19;7;9;14;22;1;12;13;11;3;6;16;18;25;8;20;21;15;2
17;26;24;23;10;5;4;19;7;9;14;22;1;12;13;11;3;6;16;18;25;8;20;21;15;2;5;5845797
5;5845797;17;26;24;23;10;5;4;19;7;9;14;22;1;12;13;11;3;6;16;18;25;8;20;21;15;2
17;26;24;23;10;5;4;19;7;9;14;22;1;12;13;11;3;15;16;18;25;8;20;21;6;2;5;5835186
5;5835186;17;26;24;23;10;5;4;19;7;9;14;22;1;12;13;11;3;15;16;18;25;8;20;21;6;2
17;26;24;23;10;5;4;19;7;9;14;22;1;12;16;11;3;15;13;18;25;8;20;21;6;2;5;5844460
5;5844460;17;26;24;23;10;5;4;19;7;9;14;22;1;12;16;11;3;15;13;18;25;8;20;21;6;2
17;26;24;23;10;5;4;19;1;9;14;22;7;12;16;11;3;15;13;18;25;8;20;21;6;2;5;5803566
5;5803566;17;26;24;23;10;5;4;19;1;9;14;22;7;12;16;11;3;15;13;18;25;8;20;21;6;2
17;26;24;23;10;5;4;19;1;9;14;22;7;12;16;11;3;15;25;18;13;8;20;21;6;2;5;5791634
5;5791634;17;26;24;23;10;5;4;19;1;9;14;22;7;12;16;11;3;15;25;18;13;8;20;21;6;2
15;26;24;23;10;5;4;19;1;9;14;22;7;12;16;11;3;17;25;18;13;8;20;21;6;2;5;5855935
5;5855935;15;26;24;23;10;5;4;19;1;9;14;22;7;12;16;11;3;17;25;18;13;8;20;21;6;2
15;26;24;23;10;5;4;19;1;9;14;22;3;12;16;11;7;17;25;18;13;8;20;21;6;2;5;5943212
5;5943212;15;26;24;23;10;5;4;19;1;9;14;22;3;12;16;11;7;17;25;18;13;8;20;21;6;2
15;26;24;23;10;5;4;19;1;9;14;22;3;11;16;12;7;17;25;18;13;8;20;21;6;2;5;5991876
5;5991876;15;26;24;23;10;5;4;19;1;9;14;22;3;11;16;12;7;17;25;18;13;8;20;21;6;2
15;26;24;23;10;5;4;19;1;9;14;22;3;11;16;13;7;17;25;18;12;8;20;21;6;2;5;5981061
5;5981061;15;26;24;23;10;5;4;19;1;9;14;22;3;11;16;13;7;17;25;18;12;8;20;21;6;2
15;26;24;23;10;5;4;19;1;9;14;22;3;11;16;13;7;17;20;18;12;8;25;21;6;2;5;5959793
5;5959793;15;26;24;23;10;5;4;19;1;9;14;22;3;11;16;13;7;17;20;18;12;8;25;21;6;2
15;26;24;23;10;5;4;19;1;13;14;22;3;11;16;9;7;17;20;18;12;8;25;21;6;2;5;5986781
6;5986781;15;26;24;23;10;5;4;19;1;13;14;22;3;11;16;9;7;17;20;18;12;8;25;21;6;2
15;26;24;23;10;5;4;19;1;13;14;22;3;11;16;9;7;25;20;18;12;8;17;21;6;2;6;5986823
6;5986823;15;26;24;23;10;5;4;19;1;13;14;22;3;11;16;9;7;25;20;18;12;8;17;21;6;2
15;26;24;23;8;5;4;19;1;13;14;22;3;11;16;9;7;25;20;18;12;10;17;21;6;2;6;5964113
6;5964113;15;26;24;23;8;5;4;19;1;13;14;22;3;11;16;9;7;25;20;18;12;10;17;21;6;2
15;26;16;23;8;5;4;19;1;13;14;22;3;11;24;9;7;25;20;18;12;10;17;21;6;2;6;5964073
6;5964073;15;26;16;23;8;5;4;19;1;13;14;22;3;11;24;9;7;25;20;18;12;10;17;21;6;2
15;26;16;23;8;5;4;19;1;13;2;22;3;11;24;9;7;25;20;18;12;10;17;21;6;14;6;6217987
6;6217987;15;26;16;23;8;5;4;19;1;13;2;22;3;11;24;9;7;25;20;18;12;10;17;21;6;14
15;26;16;3;8;5;4;19;1;13;2;22;23;11;24;9;7;25;20;18;12;10;17;21;6;14;6;6227683
6;6227683;15;26;16;3;8;5;4;19;1;13;2;22;23;11;24;9;7;25;20;18;12;10;17;21;6;14
15;26;20;3;8;5;4;19;1;13;2;22;23;11;24;9;7;25;16;18;12;10;17;21;6;14;6;6213913
6;6213913;15;26;20;3;8;5;4;19;1;13;2;22;23;11;24;9;7;25;16;18;12;10;17;21;6;14
15;26;20;3;8;5;4;19;1;13;2;24;23;11;22;9;7;25;16;18;12;10;17;21;6;14;6;6214648
6;6214648;15;26;20;3;8;5;4;19;1;13;2;24;23;11;22;9;7;25;16;18;12;10;17;21;6;14
15;14;20;3;8;5;4;19;1;13;2;24;23;11;22;9;7;25;16;18;12;10;17;21;6;26;6;5935686
6;5935686;15;14;20;3;8;5;4;19;1;13;2;24;23;11;22;9;7;25;16;18;12;10;17;21;6;26
15;14;20;3;8;5;4;19;1;13;2;24;23;11;22;9;7;25;6;18;12;10;17;21;16;26;6;5933182
6;5933182;15;14;20;3;8;5;4;19;1;13;2;24;23;11;22;9;7;25;6;18;12;10;17;21;16;26
15;14;20;3;8;5;4;19;1;10;2;24;23;11;22;9;7;25;6;18;12;13;17;21;16;26;6;5920259
6;5920259;15;14;20;3;8;5;4;19;1;10;2;24;23;11;22;9;7;25;6;18;12;13;17;21;16;26
15;14;20;3;8;5;4;19;1;10;2;24;23;11;22;9;7;25;12;18;6;13;17;21;16;26;6;5940882
6;5940882;15;14;20;3;8;5;4;19;1;10;2;24;23;11;22;9;7;25;12;18;6;13;17;21;16;26
15;14;20;3;8;5;4;19;1;10;6;24;23;11;22;9;7;25;12;18;2;13;17;21;16;26;6;5933386
6;5933386;15;14;20;3;8;5;4;19;1;10;6;24;23;11;22;9;7;25;12;18;2;13;17;21;16;26
15;14;20;3;8;5;4;19;1;10;6;24;23;11;22;9;7;25;12;18;2;13;17;21;26;16;6;5933386
6;5933386;15;14;20;3;8;5;4;19;1;10;6;24;23;11;22;9;7;25;12;18;2;13;17;21;26;16
15;2;20;3;8;5;4;19;1;10;6;24;23;11;22;9;7;25;12;18;14;13;17;21;26;16;6;5950024
6;5950024;15;2;20;3;8;5;4;19;1;10;6;24;23;11;22;9;7;25;12;18;14;13;17;21;26;16
15;2;20;3;8;13;4;19;1;10;6;24;23;11;22;9;7;25;12;18;14;5;17;21;26;16;6;6177557
6;6177557;15;2;20;3;8;13;4;19;1;10;6;24;23;11;22;9;7;25;12;18;14;5;17;21;26;16
15;2;20;19;8;13;4;3;1;10;6;24;23;11;22;9;7;25;12;18;14;5;17;21;26;16;6;6197543
6;6197543;15;2;20;19;8;13;4;3;1;10;6;24;23;11;22;9;7;25;12;18;14;5;17;21;26;16
1;2;20;19;8;13;4;3;15;10;6;24;23;11;22;9;7;25;12;18;14;5;17;21;26;16;6;6234467
6;6234467;1;2;20;19;8;13;4;3;15;10;6;24;23;11;22;9;7;25;12;18;14;5;17;21;26;16
1;2;20;19;8;23;4;3;15;10;6;24;13;11;22;9;7;25;12;18;14;5;17;21;26;16;6;6233449
6;6233449;1;2;20;19;8;23;4;3;15;10;6;24;13;11;22;9;7;25;12;18;14;5;17;21;26;16
