"X1";"X6106686";"X3";"X9";"X23";"X1.1";"X6";"X22";"X5";"X4";"X2";"X13";"X19";"X10";"X15";"X26";"X11";"X17";"X18";"X21";"X16";"X12";"X20";"X14";"X24";"X8";"X25";"X7"
3;5750287;9;2;24;18;16;25;19;1;7;8;10;20;14;4;11;5;3;13;21;17;15;12;6;23;22;26
7;2;24;18;16;25;19;1;9;8;10;20;14;4;11;5;3;13;21;17;15;12;6;23;22;26;3;5753595
3;5753595;7;2;24;18;16;25;19;1;9;8;10;20;14;4;11;5;3;13;21;17;15;12;6;23;22;26
7;6;24;18;16;25;19;1;9;8;10;20;14;4;11;5;3;13;21;17;15;12;2;23;22;26;3;5757381
3;5757381;7;6;24;18;16;25;19;1;9;8;10;20;14;4;11;5;3;13;21;17;15;12;2;23;22;26
7;6;24;18;16;25;19;1;9;14;10;20;8;4;11;5;3;13;21;17;15;12;2;23;22;26;3;5831636
4;5831636;7;6;24;18;16;25;19;1;9;14;10;20;8;4;11;5;3;13;21;17;15;12;2;23;22;26
7;6;24;18;16;25;19;1;9;14;10;20;8;4;11;5;22;13;21;17;15;12;2;23;3;26;4;5874879
4;5874879;7;6;24;18;16;25;19;1;9;14;10;20;8;4;11;5;22;13;21;17;15;12;2;23;3;26
7;6;24;18;16;25;19;1;9;14;10;20;8;4;11;5;23;13;21;17;15;12;2;22;3;26;4;5888736
4;5888736;7;6;24;18;16;25;19;1;9;14;10;20;8;4;11;5;23;13;21;17;15;12;2;22;3;26
7;6;24;18;16;25;19;1;9;14;10;20;8;3;11;5;23;13;21;17;15;12;2;22;4;26;4;5908213
4;5908213;7;6;24;18;16;25;19;1;9;14;10;20;8;3;11;5;23;13;21;17;15;12;2;22;4;26
7;6;24;18;16;25;19;1;9;14;20;10;8;3;11;5;23;13;21;17;15;12;2;22;4;26;4;5904642
4;5904642;7;6;24;18;16;25;19;1;9;14;20;10;8;3;11;5;23;13;21;17;15;12;2;22;4;26
7;6;24;18;16;25;19;10;9;14;20;1;8;3;11;5;23;13;21;17;15;12;2;22;4;26;4;5891815
4;5891815;7;6;24;18;16;25;19;10;9;14;20;1;8;3;11;5;23;13;21;17;15;12;2;22;4;26
7;6;24;18;16;25;19;10;9;14;2;1;8;3;11;5;23;13;21;17;15;12;20;22;4;26;4;5940410
4;5940410;7;6;24;18;16;25;19;10;9;14;2;1;8;3;11;5;23;13;21;17;15;12;20;22;4;26
7;6;24;18;16;15;19;10;9;14;2;1;8;3;11;5;23;13;21;17;25;12;20;22;4;26;4;5917886
4;5917886;7;6;24;18;16;15;19;10;9;14;2;1;8;3;11;5;23;13;21;17;25;12;20;22;4;26
7;6;24;18;16;1;19;10;9;14;2;15;8;3;11;5;23;13;21;17;25;12;20;22;4;26;4;5921017
4;5921017;7;6;24;18;16;1;19;10;9;14;2;15;8;3;11;5;23;13;21;17;25;12;20;22;4;26
1;6;24;18;16;7;19;10;9;14;2;15;8;3;11;5;23;13;21;17;25;12;20;22;4;26;4;5994576
4;5994576;1;6;24;18;16;7;19;10;9;14;2;15;8;3;11;5;23;13;21;17;25;12;20;22;4;26
1;6;24;18;16;14;19;10;9;7;2;15;8;3;11;5;23;13;21;17;25;12;20;22;4;26;4;6009863
4;6009863;1;6;24;18;16;14;19;10;9;7;2;15;8;3;11;5;23;13;21;17;25;12;20;22;4;26
1;6;24;18;16;14;11;10;9;7;2;15;8;3;19;5;23;13;21;17;25;12;20;22;4;26;4;6006460
4;6006460;1;6;24;18;16;14;11;10;9;7;2;15;8;3;19;5;23;13;21;17;25;12;20;22;4;26
1;6;24;18;16;14;11;20;9;7;2;15;8;3;19;5;23;13;21;17;25;12;10;22;4;26;4;5979100
4;5979100;1;6;24;18;16;14;11;20;9;7;2;15;8;3;19;5;23;13;21;17;25;12;10;22;4;26
1;6;24;18;16;14;11;20;9;7;2;15;8;3;19;5;23;13;21;4;25;12;10;22;17;26;4;5908713
4;5908713;1;6;24;18;16;14;11;20;9;7;2;15;8;3;19;5;23;13;21;4;25;12;10;22;17;26
1;22;24;18;16;14;11;20;9;7;2;15;8;3;19;5;23;13;21;4;25;12;10;6;17;26;4;5924566
4;5924566;1;22;24;18;16;14;11;20;9;7;2;15;8;3;19;5;23;13;21;4;25;12;10;6;17;26
1;22;24;18;16;14;11;20;12;7;2;15;8;3;19;5;23;13;21;4;25;9;10;6;17;26;4;5860311
4;5860311;1;22;24;18;16;14;11;20;12;7;2;15;8;3;19;5;23;13;21;4;25;9;10;6;17;26
1;22;24;18;13;14;11;20;12;7;2;15;8;3;19;5;23;16;21;4;25;9;10;6;17;26;4;5869549
4;5869549;1;22;24;18;13;14;11;20;12;7;2;15;8;3;19;5;23;16;21;4;25;9;10;6;17;26
1;22;24;18;13;14;11;15;12;7;2;20;8;3;19;5;23;16;21;4;25;9;10;6;17;26;4;5835611
4;5835611;1;22;24;18;13;14;11;15;12;7;2;20;8;3;19;5;23;16;21;4;25;9;10;6;17;26
1;22;2;18;13;14;11;15;12;7;24;20;8;3;19;5;23;16;21;4;25;9;10;6;17;26;4;5841681
4;5841681;1;22;2;18;13;14;11;15;12;7;24;20;8;3;19;5;23;16;21;4;25;9;10;6;17;26
1;22;2;18;13;14;11;15;12;7;24;20;8;3;5;19;23;16;21;4;25;9;10;6;17;26;4;5936733
4;5936733;1;22;2;18;13;14;11;15;12;7;24;20;8;3;5;19;23;16;21;4;25;9;10;6;17;26
1;22;2;18;6;14;11;15;12;7;24;20;8;3;5;19;23;16;21;4;25;9;10;13;17;26;4;5938493
5;5938493;1;22;2;18;6;14;11;15;12;7;24;20;8;3;5;19;23;16;21;4;25;9;10;13;17;26
1;22;2;18;6;14;11;15;12;7;24;20;16;3;5;19;23;8;21;4;25;9;10;13;17;26;5;5916318
5;5916318;1;22;2;18;6;14;11;15;12;7;24;20;16;3;5;19;23;8;21;4;25;9;10;13;17;26
1;22;2;18;8;14;11;15;12;7;24;20;16;3;5;19;23;6;21;4;25;9;10;13;17;26;5;5992603
5;5992603;1;22;2;18;8;14;11;15;12;7;24;20;16;3;5;19;23;6;21;4;25;9;10;13;17;26
1;18;2;22;8;14;11;15;12;7;24;20;16;3;5;19;23;6;21;4;25;9;10;13;17;26;5;5997102
5;5997102;1;18;2;22;8;14;11;15;12;7;24;20;16;3;5;19;23;6;21;4;25;9;10;13;17;26
1;18;2;22;8;14;11;15;12;3;24;20;16;7;5;19;23;6;21;4;25;9;10;13;17;26;5;5991857
5;5991857;1;18;2;22;8;14;11;15;12;3;24;20;16;7;5;19;23;6;21;4;25;9;10;13;17;26
1;18;2;22;8;7;11;15;12;3;24;20;16;14;5;19;23;6;21;4;25;9;10;13;17;26;5;6037327
5;6037327;1;18;2;22;8;7;11;15;12;3;24;20;16;14;5;19;23;6;21;4;25;9;10;13;17;26
1;18;2;22;8;7;11;15;12;3;24;20;16;14;5;19;23;6;21;4;25;9;26;13;17;10;5;6049885
5;6049885;1;18;2;22;8;7;11;15;12;3;24;20;16;14;5;19;23;6;21;4;25;9;26;13;17;10
1;18;2;22;8;7;11;15;12;3;24;20;16;14;5;19;23;6;21;26;25;9;4;13;17;10;5;6038892
5;6038892;1;18;2;22;8;7;11;15;12;3;24;20;16;14;5;19;23;6;21;26;25;9;4;13;17;10
1;18;2;22;8;7;11;15;12;9;24;20;16;14;5;19;23;6;21;26;25;3;4;13;17;10;5;5946922
5;5946922;1;18;2;22;8;7;11;15;12;9;24;20;16;14;5;19;23;6;21;26;25;3;4;13;17;10
1;18;23;22;8;7;11;15;12;9;24;20;16;14;5;19;2;6;21;26;25;3;4;13;17;10;5;5929868
5;5929868;1;18;23;22;8;7;11;15;12;9;24;20;16;14;5;19;2;6;21;26;25;3;4;13;17;10
1;18;23;22;11;7;8;15;12;9;24;20;16;14;5;19;2;6;21;26;25;3;4;13;17;10;5;5856475
5;5856475;1;18;23;22;11;7;8;15;12;9;24;20;16;14;5;19;2;6;21;26;25;3;4;13;17;10
1;18;23;22;11;7;8;6;12;9;24;20;16;14;5;19;2;15;21;26;25;3;4;13;17;10;5;5851336
5;5851336;1;18;23;22;11;7;8;6;12;9;24;20;16;14;5;19;2;15;21;26;25;3;4;13;17;10
1;21;23;22;11;7;8;6;12;9;24;20;16;14;5;19;2;15;18;26;25;3;4;13;17;10;5;5777309
5;5777309;1;21;23;22;11;7;8;6;12;9;24;20;16;14;5;19;2;15;18;26;25;3;4;13;17;10
1;21;23;22;11;7;19;6;12;9;24;20;16;14;5;8;2;15;18;26;25;3;4;13;17;10;5;5776103
5;5776103;1;21;23;22;11;7;19;6;12;9;24;20;16;14;5;8;2;15;18;26;25;3;4;13;17;10
1;21;23;22;11;7;19;6;17;9;24;20;16;14;5;8;2;15;18;26;25;3;4;13;12;10;5;5795169
5;5795169;1;21;23;22;11;7;19;6;17;9;24;20;16;14;5;8;2;15;18;26;25;3;4;13;12;10
14;21;23;22;11;7;19;6;17;9;24;20;16;1;5;8;2;15;18;26;25;3;4;13;12;10;5;5810906
5;5810906;14;21;23;22;11;7;19;6;17;9;24;20;16;1;5;8;2;15;18;26;25;3;4;13;12;10
14;9;23;22;11;7;19;6;17;21;24;20;16;1;5;8;2;15;18;26;25;3;4;13;12;10;5;5887565
5;5887565;14;9;23;22;11;7;19;6;17;21;24;20;16;1;5;8;2;15;18;26;25;3;4;13;12;10
14;9;19;22;11;7;23;6;17;21;24;20;16;1;5;8;2;15;18;26;25;3;4;13;12;10;5;5954779
5;5954779;14;9;19;22;11;7;23;6;17;21;24;20;16;1;5;8;2;15;18;26;25;3;4;13;12;10
14;9;19;22;11;7;23;6;17;21;24;20;16;1;5;8;2;13;18;26;25;3;4;15;12;10;5;5967367
5;5967367;14;9;19;22;11;7;23;6;17;21;24;20;16;1;5;8;2;13;18;26;25;3;4;15;12;10
14;9;19;22;11;7;23;6;17;21;24;20;16;1;5;8;2;13;18;26;25;4;3;15;12;10;5;5951401
5;5951401;14;9;19;22;11;7;23;6;17;21;24;20;16;1;5;8;2;13;18;26;25;4;3;15;12;10
14;9;19;22;11;7;23;6;17;21;24;20;16;1;13;8;2;5;18;26;25;4;3;15;12;10;5;5753626
6;5753626;14;9;19;22;11;7;23;6;17;21;24;20;16;1;13;8;2;5;18;26;25;4;3;15;12;10
14;9;19;22;11;26;23;6;17;21;24;20;16;1;13;8;2;5;18;7;25;4;3;15;12;10;6;5791579
6;5791579;14;9;19;22;11;26;23;6;17;21;24;20;16;1;13;8;2;5;18;7;25;4;3;15;12;10
14;9;19;22;11;26;23;6;17;21;24;20;13;1;16;8;2;5;18;7;25;4;3;15;12;10;6;5778636
6;5778636;14;9;19;22;11;26;23;6;17;21;24;20;13;1;16;8;2;5;18;7;25;4;3;15;12;10
14;9;22;19;11;26;23;6;17;21;24;20;13;1;16;8;2;5;18;7;25;4;3;15;12;10;6;5798171
6;5798171;14;9;22;19;11;26;23;6;17;21;24;20;13;1;16;8;2;5;18;7;25;4;3;15;12;10
14;9;22;19;11;26;23;6;24;21;17;20;13;1;16;8;2;5;18;7;25;4;3;15;12;10;6;5798077
6;5798077;14;9;22;19;11;26;23;6;24;21;17;20;13;1;16;8;2;5;18;7;25;4;3;15;12;10
14;25;22;19;11;26;23;6;24;21;17;20;13;1;16;8;2;5;18;7;9;4;3;15;12;10;6;5818114
6;5818114;14;25;22;19;11;26;23;6;24;21;17;20;13;1;16;8;2;5;18;7;9;4;3;15;12;10
14;25;22;19;11;26;23;6;24;21;3;20;13;1;16;8;2;5;18;7;9;4;17;15;12;10;6;5748076
6;5748076;14;25;22;19;11;26;23;6;24;21;3;20;13;1;16;8;2;5;18;7;9;4;17;15;12;10
14;25;11;19;22;26;23;6;24;21;3;20;13;1;16;8;2;5;18;7;9;4;17;15;12;10;6;5751095
6;5751095;14;25;11;19;22;26;23;6;24;21;3;20;13;1;16;8;2;5;18;7;9;4;17;15;12;10
14;25;7;19;22;26;23;6;24;21;3;20;13;1;16;8;2;5;18;11;9;4;17;15;12;10;6;5731490
6;5731490;14;25;7;19;22;26;23;6;24;21;3;20;13;1;16;8;2;5;18;11;9;4;17;15;12;10
3;25;7;19;22;26;23;6;24;21;14;20;13;1;16;8;2;5;18;11;9;4;17;15;12;10;6;5712649
6;5712649;3;25;7;19;22;26;23;6;24;21;14;20;13;1;16;8;2;5;18;11;9;4;17;15;12;10
3;25;7;19;22;26;23;6;24;21;14;9;13;1;16;8;2;5;18;11;20;4;17;15;12;10;6;5713352
6;5713352;3;25;7;19;22;26;23;6;24;21;14;9;13;1;16;8;2;5;18;11;20;4;17;15;12;10
4;25;7;19;22;26;23;6;24;21;14;9;13;1;16;8;2;5;18;11;20;3;17;15;12;10;6;5716861
6;5716861;4;25;7;19;22;26;23;6;24;21;14;9;13;1;16;8;2;5;18;11;20;3;17;15;12;10
4;9;7;19;22;26;23;6;24;21;14;25;13;1;16;8;2;5;18;11;20;3;17;15;12;10;6;5784928
6;5784928;4;9;7;19;22;26;23;6;24;21;14;25;13;1;16;8;2;5;18;11;20;3;17;15;12;10
4;9;7;19;22;26;23;6;24;21;14;25;13;1;16;8;17;5;18;11;20;3;2;15;12;10;6;5803934
6;5803934;4;9;7;19;22;26;23;6;24;21;14;25;13;1;16;8;17;5;18;11;20;3;2;15;12;10
4;9;7;19;22;26;23;6;24;3;14;25;13;1;16;8;17;5;18;11;20;21;2;15;12;10;6;5827036
6;5827036;4;9;7;19;22;26;23;6;24;3;14;25;13;1;16;8;17;5;18;11;20;21;2;15;12;10
4;9;7;19;22;26;23;6;24;15;14;25;13;1;16;8;17;5;18;11;20;21;2;3;12;10;6;5813130
6;5813130;4;9;7;19;22;26;23;6;24;15;14;25;13;1;16;8;17;5;18;11;20;21;2;3;12;10
4;9;18;19;22;26;23;6;24;15;14;25;13;1;16;8;17;5;7;11;20;21;2;3;12;10;6;5854957
6;5854957;4;9;18;19;22;26;23;6;24;15;14;25;13;1;16;8;17;5;7;11;20;21;2;3;12;10
4;9;18;19;22;26;23;6;24;13;14;25;15;1;16;8;17;5;7;11;20;21;2;3;12;10;6;5853080
6;5853080;4;9;18;19;22;26;23;6;24;13;14;25;15;1;16;8;17;5;7;11;20;21;2;3;12;10
4;9;18;19;22;26;23;15;24;13;14;25;6;1;16;8;17;5;7;11;20;21;2;3;12;10;6;5852386
6;5852386;4;9;18;19;22;26;23;15;24;13;14;25;6;1;16;8;17;5;7;11;20;21;2;3;12;10
