"X1";"X5986393";"X6";"X2";"X19";"X16";"X24";"X5";"X18";"X23";"X7";"X25";"X1.1";"X15";"X22";"X17";"X13";"X14";"X11";"X9";"X21";"X26";"X20";"X10";"X3";"X4";"X12";"X8"
1;6166122;6;2;19;23;9;5;11;16;7;25;12;10;22;17;13;1;3;24;21;26;18;15;20;4;14;8
6;2;19;23;9;5;11;16;7;25;12;10;22;17;13;1;3;24;21;20;18;15;26;4;14;8;1;6152105
1;6152105;6;2;19;23;9;5;11;16;7;25;12;10;22;17;13;1;3;24;21;20;18;15;26;4;14;8
6;2;19;23;9;5;3;16;7;25;12;10;22;17;13;1;11;24;21;20;18;15;26;4;14;8;1;6187229
1;6187229;6;2;19;23;9;5;3;16;7;25;12;10;22;17;13;1;11;24;21;20;18;15;26;4;14;8
6;2;16;23;9;5;3;19;7;25;12;10;22;17;13;1;11;24;21;20;18;15;26;4;14;8;1;6182349
1;6182349;6;2;16;23;9;5;3;19;7;25;12;10;22;17;13;1;11;24;21;20;18;15;26;4;14;8
6;2;16;23;9;5;15;19;7;25;12;10;22;17;13;1;11;24;21;20;18;3;26;4;14;8;1;6058276
1;6058276;6;2;16;23;9;5;15;19;7;25;12;10;22;17;13;1;11;24;21;20;18;3;26;4;14;8
20;2;16;23;9;5;15;19;7;25;12;10;22;17;13;1;11;24;21;6;18;3;26;4;14;8;1;6045317
1;6045317;20;2;16;23;9;5;15;19;7;25;12;10;22;17;13;1;11;24;21;6;18;3;26;4;14;8
20;8;16;23;9;5;15;19;7;25;12;10;22;17;13;1;11;24;21;6;18;3;26;4;14;2;1;6097118
1;6097118;20;8;16;23;9;5;15;19;7;25;12;10;22;17;13;1;11;24;21;6;18;3;26;4;14;2
20;8;16;23;9;5;26;19;7;25;12;10;22;17;13;1;11;24;21;6;18;3;15;4;14;2;1;6116263
1;6116263;20;8;16;23;9;5;26;19;7;25;12;10;22;17;13;1;11;24;21;6;18;3;15;4;14;2
20;8;16;23;9;5;10;19;7;25;12;26;22;17;13;1;11;24;21;6;18;3;15;4;14;2;1;6114804
1;6114804;20;8;16;23;9;5;10;19;7;25;12;26;22;17;13;1;11;24;21;6;18;3;15;4;14;2
20;8;16;23;9;5;10;19;17;25;12;26;22;7;13;1;11;24;21;6;18;3;15;4;14;2;1;6066301
1;6066301;20;8;16;23;9;5;10;19;17;25;12;26;22;7;13;1;11;24;21;6;18;3;15;4;14;2
20;8;16;23;9;5;10;19;17;25;12;26;22;4;13;1;11;24;21;6;18;3;15;7;14;2;1;6052885
1;6052885;20;8;16;23;9;5;10;19;17;25;12;26;22;4;13;1;11;24;21;6;18;3;15;7;14;2
20;8;16;23;9;5;10;19;22;25;12;26;17;4;13;1;11;24;21;6;18;3;15;7;14;2;1;6049684
1;6049684;20;8;16;23;9;5;10;19;22;25;12;26;17;4;13;1;11;24;21;6;18;3;15;7;14;2
20;8;16;23;9;5;10;19;22;25;12;26;17;4;13;1;11;3;21;6;18;24;15;7;14;2;1;6005801
2;6005801;20;8;16;23;9;5;10;19;22;25;12;26;17;4;13;1;11;3;21;6;18;24;15;7;14;2
20;8;16;23;9;5;10;19;22;25;12;26;17;4;13;1;11;3;21;6;18;2;15;7;14;24;2;5961193
2;5961193;20;8;16;23;9;5;10;19;22;25;12;26;17;4;13;1;11;3;21;6;18;2;15;7;14;24
10;8;16;23;9;5;20;19;22;25;12;26;17;4;13;1;11;3;21;6;18;2;15;7;14;24;2;5986731
2;5986731;10;8;16;23;9;5;20;19;22;25;12;26;17;4;13;1;11;3;21;6;18;2;15;7;14;24
10;8;16;23;9;5;20;19;22;25;24;26;17;4;13;1;11;3;21;6;18;2;15;7;14;12;2;6062354
2;6062354;10;8;16;23;9;5;20;19;22;25;24;26;17;4;13;1;11;3;21;6;18;2;15;7;14;12
10;8;16;23;9;5;20;19;22;25;24;13;17;4;26;1;11;3;21;6;18;2;15;7;14;12;2;6056903
2;6056903;10;8;16;23;9;5;20;19;22;25;24;13;17;4;26;1;11;3;21;6;18;2;15;7;14;12
10;8;16;23;9;5;20;19;22;7;24;13;17;4;26;1;11;3;21;6;18;2;15;25;14;12;2;6086328
2;6086328;10;8;16;23;9;5;20;19;22;7;24;13;17;4;26;1;11;3;21;6;18;2;15;25;14;12
10;8;16;23;9;5;20;19;22;3;24;13;17;4;26;1;11;7;21;6;18;2;15;25;14;12;2;6063031
2;6063031;10;8;16;23;9;5;20;19;22;3;24;13;17;4;26;1;11;7;21;6;18;2;15;25;14;12
10;8;16;23;9;3;20;19;22;5;24;13;17;4;26;1;11;7;21;6;18;2;15;25;14;12;2;5961959
2;5961959;10;8;16;23;9;3;20;19;22;5;24;13;17;4;26;1;11;7;21;6;18;2;15;25;14;12
10;8;16;24;9;3;20;19;22;5;23;13;17;4;26;1;11;7;21;6;18;2;15;25;14;12;2;5955144
2;5955144;10;8;16;24;9;3;20;19;22;5;23;13;17;4;26;1;11;7;21;6;18;2;15;25;14;12
10;8;16;12;9;3;20;19;22;5;23;13;17;4;26;1;11;7;21;6;18;2;15;25;14;24;2;5927684
2;5927684;10;8;16;12;9;3;20;19;22;5;23;13;17;4;26;1;11;7;21;6;18;2;15;25;14;24
10;12;16;8;9;3;20;19;22;5;23;13;17;4;26;1;11;7;21;6;18;2;15;25;14;24;2;5913424
2;5913424;10;12;16;8;9;3;20;19;22;5;23;13;17;4;26;1;11;7;21;6;18;2;15;25;14;24
10;12;25;8;9;3;20;19;22;5;23;13;17;4;26;1;11;7;21;6;18;2;15;16;14;24;2;5916130
2;5916130;10;12;25;8;9;3;20;19;22;5;23;13;17;4;26;1;11;7;21;6;18;2;15;16;14;24
10;12;25;8;9;3;20;19;22;14;23;13;17;4;26;1;11;7;21;6;18;2;15;16;5;24;2;5936674
2;5936674;10;12;25;8;9;3;20;19;22;14;23;13;17;4;26;1;11;7;21;6;18;2;15;16;5;24
10;12;25;8;9;3;20;19;18;14;23;13;17;4;26;1;11;7;21;6;22;2;15;16;5;24;2;5998686
2;5998686;10;12;25;8;9;3;20;19;18;14;23;13;17;4;26;1;11;7;21;6;22;2;15;16;5;24
10;12;25;8;9;3;20;19;18;14;23;13;17;4;24;1;11;7;21;6;22;2;15;16;5;26;2;6015000
2;6015000;10;12;25;8;9;3;20;19;18;14;23;13;17;4;24;1;11;7;21;6;22;2;15;16;5;26
10;12;25;8;9;15;20;19;18;14;23;13;17;4;24;1;11;7;21;6;22;2;3;16;5;26;2;6108841
2;6108841;10;12;25;8;9;15;20;19;18;14;23;13;17;4;24;1;11;7;21;6;22;2;3;16;5;26
10;12;25;8;9;15;20;19;18;14;23;13;17;16;24;1;11;7;21;6;22;2;3;4;5;26;2;6133306
2;6133306;10;12;25;8;9;15;20;19;18;14;23;13;17;16;24;1;11;7;21;6;22;2;3;4;5;26
10;12;25;8;9;15;20;21;18;14;23;13;17;16;24;1;11;7;19;6;22;2;3;4;5;26;2;6122056
2;6122056;10;12;25;8;9;15;20;21;18;14;23;13;17;16;24;1;11;7;19;6;22;2;3;4;5;26
10;12;25;8;9;15;20;21;18;14;23;13;17;16;24;1;11;5;19;6;22;2;3;4;7;26;2;5973281
2;5973281;10;12;25;8;9;15;20;21;18;14;23;13;17;16;24;1;11;5;19;6;22;2;3;4;7;26
10;12;25;8;9;15;20;21;18;14;23;5;17;16;24;1;11;13;19;6;22;2;3;4;7;26;2;5919164
2;5919164;10;12;25;8;9;15;20;21;18;14;23;5;17;16;24;1;11;13;19;6;22;2;3;4;7;26
10;12;25;8;9;15;20;21;18;14;17;5;23;16;24;1;11;13;19;6;22;2;3;4;7;26;2;5919353
3;5919353;10;12;25;8;9;15;20;21;18;14;17;5;23;16;24;1;11;13;19;6;22;2;3;4;7;26
10;12;25;8;9;15;20;21;18;14;17;5;23;16;24;1;11;13;19;3;22;2;6;4;7;26;3;5850588
3;5850588;10;12;25;8;9;15;20;21;18;14;17;5;23;16;24;1;11;13;19;3;22;2;6;4;7;26
10;12;25;18;9;15;20;21;8;14;17;5;23;16;24;1;11;13;19;3;22;2;6;4;7;26;3;5866579
3;5866579;10;12;25;18;9;15;20;21;8;14;17;5;23;16;24;1;11;13;19;3;22;2;6;4;7;26
10;12;25;18;9;15;14;21;8;20;17;5;23;16;24;1;11;13;19;3;22;2;6;4;7;26;3;5877415
3;5877415;10;12;25;18;9;15;14;21;8;20;17;5;23;16;24;1;11;13;19;3;22;2;6;4;7;26
10;12;25;18;9;15;5;21;8;20;17;14;23;16;24;1;11;13;19;3;22;2;6;4;7;26;3;5843070
3;5843070;10;12;25;18;9;15;5;21;8;20;17;14;23;16;24;1;11;13;19;3;22;2;6;4;7;26
10;12;25;18;9;15;5;21;8;20;17;1;23;16;24;14;11;13;19;3;22;2;6;4;7;26;3;5978353
3;5978353;10;12;25;18;9;15;5;21;8;20;17;1;23;16;24;14;11;13;19;3;22;2;6;4;7;26
10;12;4;18;9;15;5;21;8;20;17;1;23;16;24;14;11;13;19;3;22;2;6;25;7;26;3;5942473
3;5942473;10;12;4;18;9;15;5;21;8;20;17;1;23;16;24;14;11;13;19;3;22;2;6;25;7;26
10;12;4;11;9;15;5;21;8;20;17;1;23;16;24;14;18;13;19;3;22;2;6;25;7;26;3;6030594
3;6030594;10;12;4;11;9;15;5;21;8;20;17;1;23;16;24;14;18;13;19;3;22;2;6;25;7;26
10;12;4;2;9;15;5;21;8;20;17;1;23;16;24;14;18;13;19;3;22;11;6;25;7;26;3;6030176
3;6030176;10;12;4;2;9;15;5;21;8;20;17;1;23;16;24;14;18;13;19;3;22;11;6;25;7;26
10;12;4;13;9;15;5;21;8;20;17;1;23;16;24;14;18;2;19;3;22;11;6;25;7;26;3;6046363
3;6046363;10;12;4;13;9;15;5;21;8;20;17;1;23;16;24;14;18;2;19;3;22;11;6;25;7;26
10;12;4;15;9;13;5;21;8;20;17;1;23;16;24;14;18;2;19;3;22;11;6;25;7;26;3;6034135
3;6034135;10;12;4;15;9;13;5;21;8;20;17;1;23;16;24;14;18;2;19;3;22;11;6;25;7;26
10;12;4;15;9;13;8;21;5;20;17;1;23;16;24;14;18;2;19;3;22;11;6;25;7;26;3;5899426
3;5899426;10;12;4;15;9;13;8;21;5;20;17;1;23;16;24;14;18;2;19;3;22;11;6;25;7;26
10;12;13;15;9;4;8;21;5;20;17;1;23;16;24;14;18;2;19;3;22;11;6;25;7;26;3;5941671
3;5941671;10;12;13;15;9;4;8;21;5;20;17;1;23;16;24;14;18;2;19;3;22;11;6;25;7;26
10;12;13;15;9;4;8;21;5;20;17;1;23;16;24;14;18;2;19;3;22;26;6;25;7;11;3;5932343
3;5932343;10;12;13;15;9;4;8;21;5;20;17;1;23;16;24;14;18;2;19;3;22;26;6;25;7;11
2;12;13;15;9;4;8;21;5;20;17;1;23;16;24;14;18;10;19;3;22;26;6;25;7;11;3;5924891
3;5924891;2;12;13;15;9;4;8;21;5;20;17;1;23;16;24;14;18;10;19;3;22;26;6;25;7;11
2;12;13;15;9;4;8;21;5;20;17;1;25;16;24;14;18;10;19;3;22;26;6;23;7;11;3;5938601
3;5938601;2;12;13;15;9;4;8;21;5;20;17;1;25;16;24;14;18;10;19;3;22;26;6;23;7;11
2;12;13;15;9;4;8;21;5;20;17;1;6;16;24;14;18;10;19;3;22;26;25;23;7;11;3;5926657
3;5926657;2;12;13;15;9;4;8;21;5;20;17;1;6;16;24;14;18;10;19;3;22;26;25;23;7;11
2;12;13;15;9;4;8;21;5;18;17;1;6;16;24;14;20;10;19;3;22;26;25;23;7;11;3;5958174
3;5958174;2;12;13;15;9;4;8;21;5;18;17;1;6;16;24;14;20;10;19;3;22;26;25;23;7;11
2;12;13;23;9;4;8;21;5;18;17;1;6;16;24;14;20;10;19;3;22;26;25;15;7;11;3;5959640
3;5959640;2;12;13;23;9;4;8;21;5;18;17;1;6;16;24;14;20;10;19;3;22;26;25;15;7;11
5;12;13;23;9;4;8;21;2;18;17;1;6;16;24;14;20;10;19;3;22;26;25;15;7;11;3;5761385
3;5761385;5;12;13;23;9;4;8;21;2;18;17;1;6;16;24;14;20;10;19;3;22;26;25;15;7;11
5;12;15;23;9;4;8;21;2;18;17;1;6;16;24;14;20;10;19;3;22;26;25;13;7;11;3;5772845
4;5772845;5;12;15;23;9;4;8;21;2;18;17;1;6;16;24;14;20;10;19;3;22;26;25;13;7;11
5;17;15;23;9;4;8;21;2;18;12;1;6;16;24;14;20;10;19;3;22;26;25;13;7;11;4;5746736
4;5746736;5;17;15;23;9;4;8;21;2;18;12;1;6;16;24;14;20;10;19;3;22;26;25;13;7;11
5;17;15;23;9;4;1;21;2;18;12;8;6;16;24;14;20;10;19;3;22;26;25;13;7;11;4;5845508
4;5845508;5;17;15;23;9;4;1;21;2;18;12;8;6;16;24;14;20;10;19;3;22;26;25;13;7;11
5;18;15;23;9;4;1;21;2;17;12;8;6;16;24;14;20;10;19;3;22;26;25;13;7;11;4;5915847
4;5915847;5;18;15;23;9;4;1;21;2;17;12;8;6;16;24;14;20;10;19;3;22;26;25;13;7;11
5;18;15;23;9;4;1;21;2;17;12;25;6;16;24;14;20;10;19;3;22;26;8;13;7;11;4;5997679
4;5997679;5;18;15;23;9;4;1;21;2;17;12;25;6;16;24;14;20;10;19;3;22;26;8;13;7;11
26;18;15;23;9;4;1;21;2;17;12;25;6;16;24;14;20;10;19;3;22;5;8;13;7;11;4;6029571
4;6029571;26;18;15;23;9;4;1;21;2;17;12;25;6;16;24;14;20;10;19;3;22;5;8;13;7;11
26;18;15;23;9;19;1;21;2;17;12;25;6;16;24;14;20;10;4;3;22;5;8;13;7;11;4;6069023
4;6069023;26;18;15;23;9;19;1;21;2;17;12;25;6;16;24;14;20;10;4;3;22;5;8;13;7;11
26;18;15;11;9;19;1;21;2;17;12;25;6;16;24;14;20;10;4;3;22;5;8;13;7;23;4;6055665
4;6055665;26;18;15;11;9;19;1;21;2;17;12;25;6;16;24;14;20;10;4;3;22;5;8;13;7;23
26;18;15;11;9;19;1;2;21;17;12;25;6;16;24;14;20;10;4;3;22;5;8;13;7;23;4;6056385
4;6056385;26;18;15;11;9;19;1;2;21;17;12;25;6;16;24;14;20;10;4;3;22;5;8;13;7;23
26;18;15;11;9;19;1;2;21;17;12;25;6;16;24;22;20;10;4;3;14;5;8;13;7;23;4;6152260
4;6152260;26;18;15;11;9;19;1;2;21;17;12;25;6;16;24;22;20;10;4;3;14;5;8;13;7;23
26;18;15;11;9;19;1;2;21;17;5;25;6;16;24;22;20;10;4;3;14;12;8;13;7;23;4;6044752
4;6044752;26;18;15;11;9;19;1;2;21;17;5;25;6;16;24;22;20;10;4;3;14;12;8;13;7;23
26;18;15;11;9;19;1;2;21;17;5;25;6;16;24;22;20;10;4;14;3;12;8;13;7;23;4;6060753
4;6060753;26;18;15;11;9;19;1;2;21;17;5;25;6;16;24;22;20;10;4;14;3;12;8;13;7;23
26;18;15;11;9;19;1;2;21;17;5;25;6;16;10;22;20;24;4;14;3;12;8;13;7;23;4;6057707
4;6057707;26;18;15;11;9;19;1;2;21;17;5;25;6;16;10;22;20;24;4;14;3;12;8;13;7;23
26;18;15;11;9;19;1;2;20;17;5;25;6;16;10;22;21;24;4;14;3;12;8;13;7;23;4;6049138
4;6049138;26;18;15;11;9;19;1;2;20;17;5;25;6;16;10;22;21;24;4;14;3;12;8;13;7;23
26;3;15;11;9;19;1;2;20;17;5;25;6;16;10;22;21;24;4;14;18;12;8;13;7;23;4;6085377
4;6085377;26;3;15;11;9;19;1;2;20;17;5;25;6;16;10;22;21;24;4;14;18;12;8;13;7;23
26;3;15;11;9;19;1;2;20;17;16;25;6;5;10;22;21;24;4;14;18;12;8;13;7;23;4;6092197
4;6092197;26;3;15;11;9;19;1;2;20;17;16;25;6;5;10;22;21;24;4;14;18;12;8;13;7;23
26;3;15;11;9;19;1;2;20;17;16;25;6;5;10;22;21;13;4;14;18;12;8;24;7;23;4;6043747
4;6043747;26;3;15;11;9;19;1;2;20;17;16;25;6;5;10;22;21;13;4;14;18;12;8;24;7;23
26;3;15;11;9;19;1;2;20;21;16;25;6;5;10;22;17;13;4;14;18;12;8;24;7;23;4;6044351
4;6044351;26;3;15;11;9;19;1;2;20;21;16;25;6;5;10;22;17;13;4;14;18;12;8;24;7;23
26;3;15;11;9;19;1;22;20;21;16;25;6;5;10;2;17;13;4;14;18;12;8;24;7;23;4;6046775
4;6046775;26;3;15;11;9;19;1;22;20;21;16;25;6;5;10;2;17;13;4;14;18;12;8;24;7;23
26;3;7;11;9;19;1;22;20;21;16;25;6;5;10;2;17;13;4;14;18;12;8;24;15;23;4;6028089
4;6028089;26;3;7;11;9;19;1;22;20;21;16;25;6;5;10;2;17;13;4;14;18;12;8;24;15;23
26;3;7;11;9;19;1;22;20;21;16;25;6;15;10;2;17;13;4;14;18;12;8;24;5;23;4;6008510
5;6008510;26;3;7;11;9;19;1;22;20;21;16;25;6;15;10;2;17;13;4;14;18;12;8;24;5;23
26;3;7;11;9;6;1;22;20;21;16;25;19;15;10;2;17;13;4;14;18;12;8;24;5;23;5;5947563
5;5947563;26;3;7;11;9;6;1;22;20;21;16;25;19;15;10;2;17;13;4;14;18;12;8;24;5;23
26;3;7;11;9;6;1;22;20;21;16;25;19;15;10;2;17;13;4;14;18;5;8;24;12;23;5;6237177
5;6237177;26;3;7;11;9;6;1;22;20;21;16;25;19;15;10;2;17;13;4;14;18;5;8;24;12;23
26;3;7;11;9;6;1;22;20;21;15;25;19;16;10;2;17;13;4;14;18;5;8;24;12;23;5;6233097
5;6233097;26;3;7;11;9;6;1;22;20;21;15;25;19;16;10;2;17;13;4;14;18;5;8;24;12;23
26;3;7;11;9;6;1;22;20;18;15;25;19;16;10;2;17;13;4;14;21;5;8;24;12;23;5;6132893
5;6132893;26;3;7;11;9;6;1;22;20;18;15;25;19;16;10;2;17;13;4;14;21;5;8;24;12;23
26;3;7;11;9;6;1;22;20;18;4;25;19;16;10;2;17;13;15;14;21;5;8;24;12;23;5;6210310
5;6210310;26;3;7;11;9;6;1;22;20;18;4;25;19;16;10;2;17;13;15;14;21;5;8;24;12;23
26;3;7;11;10;6;1;22;20;18;4;25;19;16;9;2;17;13;15;14;21;5;8;24;12;23;5;6204789
5;6204789;26;3;7;11;10;6;1;22;20;18;4;25;19;16;9;2;17;13;15;14;21;5;8;24;12;23
26;19;7;11;10;6;1;22;20;18;4;25;3;16;9;2;17;13;15;14;21;5;8;24;12;23;5;6206894
5;6206894;26;19;7;11;10;6;1;22;20;18;4;25;3;16;9;2;17;13;15;14;21;5;8;24;12;23
26;19;7;12;10;6;1;22;20;18;4;25;3;16;9;2;17;13;15;14;21;5;8;24;11;23;5;6211926
5;6211926;26;19;7;12;10;6;1;22;20;18;4;25;3;16;9;2;17;13;15;14;21;5;8;24;11;23
26;3;7;12;10;6;1;22;20;18;4;25;19;16;9;2;17;13;15;14;21;5;8;24;11;23;5;6207403
5;6207403;26;3;7;12;10;6;1;22;20;18;4;25;19;16;9;2;17;13;15;14;21;5;8;24;11;23
26;3;15;12;10;6;1;22;20;18;4;25;19;16;9;2;17;13;7;14;21;5;8;24;11;23;5;6142736
5;6142736;26;3;15;12;10;6;1;22;20;18;4;25;19;16;9;2;17;13;7;14;21;5;8;24;11;23
26;21;15;12;10;6;1;22;20;18;4;25;19;16;9;2;17;13;7;14;3;5;8;24;11;23;5;6149368
5;6149368;26;21;15;12;10;6;1;22;20;18;4;25;19;16;9;2;17;13;7;14;3;5;8;24;11;23
26;21;15;12;10;6;1;22;20;18;14;25;19;16;9;2;17;13;7;4;3;5;8;24;11;23;5;5979650
5;5979650;26;21;15;12;10;6;1;22;20;18;14;25;19;16;9;2;17;13;7;4;3;5;8;24;11;23
26;21;15;23;10;6;1;22;20;18;14;25;19;16;9;2;17;13;7;4;3;5;8;24;11;12;5;5989269
5;5989269;26;21;15;23;10;6;1;22;20;18;14;25;19;16;9;2;17;13;7;4;3;5;8;24;11;12
26;21;15;5;10;6;1;22;20;18;14;25;19;16;9;2;17;13;7;4;3;23;8;24;11;12;5;5952770
5;5952770;26;21;15;5;10;6;1;22;20;18;14;25;19;16;9;2;17;13;7;4;3;23;8;24;11;12
26;21;15;5;10;6;1;22;20;18;14;25;19;16;9;2;17;13;12;4;3;23;8;24;11;7;5;5929339
5;5929339;26;21;15;5;10;6;1;22;20;18;14;25;19;16;9;2;17;13;12;4;3;23;8;24;11;7
26;21;15;5;10;6;1;3;20;18;14;25;19;16;9;2;17;13;12;4;22;23;8;24;11;7;5;5836197
5;5836197;26;21;15;5;10;6;1;3;20;18;14;25;19;16;9;2;17;13;12;4;22;23;8;24;11;7
26;21;15;5;10;6;1;3;20;4;14;25;19;16;9;2;17;13;12;18;22;23;8;24;11;7;5;5881990
5;5881990;26;21;15;5;10;6;1;3;20;4;14;25;19;16;9;2;17;13;12;18;22;23;8;24;11;7
26;21;15;5;10;6;12;3;20;4;14;25;19;16;9;2;17;13;1;18;22;23;8;24;11;7;5;5859539
5;5859539;26;21;15;5;10;6;12;3;20;4;14;25;19;16;9;2;17;13;1;18;22;23;8;24;11;7
26;21;15;5;18;6;12;3;20;4;14;25;19;16;9;2;17;13;1;10;22;23;8;24;11;7;5;5824023
5;5824023;26;21;15;5;18;6;12;3;20;4;14;25;19;16;9;2;17;13;1;10;22;23;8;24;11;7
26;21;15;5;18;6;12;3;20;4;19;25;14;16;9;2;17;13;1;10;22;23;8;24;11;7;5;5836243
6;5836243;26;21;15;5;18;6;12;3;20;4;19;25;14;16;9;2;17;13;1;10;22;23;8;24;11;7
26;21;15;5;18;6;12;3;20;4;19;9;14;16;25;2;17;13;1;10;22;23;8;24;11;7;6;5750821
6;5750821;26;21;15;5;18;6;12;3;20;4;19;9;14;16;25;2;17;13;1;10;22;23;8;24;11;7
26;21;15;5;6;18;12;3;20;4;19;9;14;16;25;2;17;13;1;10;22;23;8;24;11;7;6;5685826
6;5685826;26;21;15;5;6;18;12;3;20;4;19;9;14;16;25;2;17;13;1;10;22;23;8;24;11;7
26;21;15;5;6;18;12;3;20;4;19;9;14;16;25;1;17;13;2;10;22;23;8;24;11;7;6;5714194
6;5714194;26;21;15;5;6;18;12;3;20;4;19;9;14;16;25;1;17;13;2;10;22;23;8;24;11;7
26;21;15;5;6;18;3;12;20;4;19;9;14;16;25;1;17;13;2;10;22;23;8;24;11;7;6;5708254
6;5708254;26;21;15;5;6;18;3;12;20;4;19;9;14;16;25;1;17;13;2;10;22;23;8;24;11;7
26;21;15;5;6;18;3;12;20;4;19;9;14;16;25;1;17;13;2;10;11;23;8;24;22;7;6;5687732
6;5687732;26;21;15;5;6;18;3;12;20;4;19;9;14;16;25;1;17;13;2;10;11;23;8;24;22;7
26;21;12;5;6;18;3;15;20;4;19;9;14;16;25;1;17;13;2;10;11;23;8;24;22;7;6;5684632
6;5684632;26;21;12;5;6;18;3;15;20;4;19;9;14;16;25;1;17;13;2;10;11;23;8;24;22;7
26;17;12;5;6;18;3;15;20;4;19;9;14;16;25;1;21;13;2;10;11;23;8;24;22;7;6;5684379
6;5684379;26;17;12;5;6;18;3;15;20;4;19;9;14;16;25;1;21;13;2;10;11;23;8;24;22;7
5;17;12;26;6;18;3;15;20;4;19;9;14;16;25;1;21;13;2;10;11;23;8;24;22;7;6;5683395
6;5683395;5;17;12;26;6;18;3;15;20;4;19;9;14;16;25;1;21;13;2;10;11;23;8;24;22;7
5;17;12;26;6;18;3;15;20;4;19;9;2;16;25;1;21;13;14;10;11;23;8;24;22;7;6;5728758
6;5728758;5;17;12;26;6;18;3;15;20;4;19;9;2;16;25;1;21;13;14;10;11;23;8;24;22;7
5;17;12;11;6;18;3;15;20;4;19;9;2;16;25;1;21;13;14;10;26;23;8;24;22;7;6;5728976
6;5728976;5;17;12;11;6;18;3;15;20;4;19;9;2;16;25;1;21;13;14;10;26;23;8;24;22;7
5;17;12;11;6;24;3;15;20;4;19;9;2;16;25;1;21;13;14;10;26;23;8;18;22;7;6;5809717
6;5809717;5;17;12;11;6;24;3;15;20;4;19;9;2;16;25;1;21;13;14;10;26;23;8;18;22;7
5;21;12;11;6;24;3;15;20;4;19;9;2;16;25;1;17;13;14;10;26;23;8;18;22;7;6;5840675
6;5840675;5;21;12;11;6;24;3;15;20;4;19;9;2;16;25;1;17;13;14;10;26;23;8;18;22;7
5;23;12;11;6;24;3;15;20;4;19;9;2;16;25;1;17;13;14;10;26;21;8;18;22;7;6;5856940
6;5856940;5;23;12;11;6;24;3;15;20;4;19;9;2;16;25;1;17;13;14;10;26;21;8;18;22;7
5;23;12;11;6;24;3;15;1;4;19;9;2;16;25;20;17;13;14;10;26;21;8;18;22;7;6;5879435
6;5879435;5;23;12;11;6;24;3;15;1;4;19;9;2;16;25;20;17;13;14;10;26;21;8;18;22;7
5;23;12;11;10;24;3;15;1;4;19;9;2;16;25;20;17;13;14;6;26;21;8;18;22;7;6;5886580
6;5886580;5;23;12;11;10;24;3;15;1;4;19;9;2;16;25;20;17;13;14;6;26;21;8;18;22;7
5;23;12;11;10;15;3;24;1;4;19;9;2;16;25;20;17;13;14;6;26;21;8;18;22;7;6;5895061
6;5895061;5;23;12;11;10;15;3;24;1;4;19;9;2;16;25;20;17;13;14;6;26;21;8;18;22;7
5;23;12;11;4;15;3;24;1;10;19;9;2;16;25;20;17;13;14;6;26;21;8;18;22;7;6;5927931
6;5927931;5;23;12;11;4;15;3;24;1;10;19;9;2;16;25;20;17;13;14;6;26;21;8;18;22;7
5;7;12;11;4;15;3;24;1;10;19;9;2;16;25;20;17;13;14;6;26;21;8;18;22;23;6;5933942
6;5933942;5;7;12;11;4;15;3;24;1;10;19;9;2;16;25;20;17;13;14;6;26;21;8;18;22;23
