"X1";"X36734";"X11";"X12";"X4";"X2";"X6";"X5";"X10";"X8";"X9";"X1.1";"X3";"X7"
2;29612;9;1;8;2;10;7;5;11;4;6;3;12
9;7;8;2;10;1;5;11;4;6;3;12;2;21652
2;21652;9;7;8;2;10;1;5;11;4;6;3;12
3;7;8;2;10;1;5;11;4;6;9;12;2;28650
2;28650;3;7;8;2;10;1;5;11;4;6;9;12
3;7;8;2;12;1;5;11;4;6;9;10;2;30302
2;30302;3;7;8;2;12;1;5;11;4;6;9;10
3;7;1;2;12;8;5;11;4;6;9;10;2;45666
3;45666;3;7;1;2;12;8;5;11;4;6;9;10
3;7;1;2;10;8;5;11;4;6;9;12;3;44014
3;44014;3;7;1;2;10;8;5;11;4;6;9;12
1;7;3;2;10;8;5;11;4;6;9;12;3;27416
3;27416;1;7;3;2;10;8;5;11;4;6;9;12
1;7;3;2;9;8;5;11;4;6;10;12;3;33386
3;33386;1;7;3;2;9;8;5;11;4;6;10;12
1;7;3;2;4;8;5;11;9;6;10;12;3;29764
3;29764;1;7;3;2;4;8;5;11;9;6;10;12
1;7;3;2;4;12;5;11;9;6;10;8;3;23200
3;23200;1;7;3;2;4;12;5;11;9;6;10;8
1;7;3;2;4;12;5;11;9;8;10;6;3;26080
3;26080;1;7;3;2;4;12;5;11;9;8;10;6
1;6;3;2;4;12;5;11;9;8;10;7;3;38964
3;38964;1;6;3;2;4;12;5;11;9;8;10;7
1;6;3;2;4;12;5;11;9;8;7;10;3;32028
3;32028;1;6;3;2;4;12;5;11;9;8;7;10
9;6;3;2;4;12;5;11;1;8;7;10;3;25724
3;25724;9;6;3;2;4;12;5;11;1;8;7;10
9;6;3;7;4;12;5;11;1;8;2;10;3;27290
3;27290;9;6;3;7;4;12;5;11;1;8;2;10
9;6;3;12;4;7;5;11;1;8;2;10;3;37938
3;37938;9;6;3;12;4;7;5;11;1;8;2;10
9;6;3;12;4;5;7;11;1;8;2;10;3;34902
3;34902;9;6;3;12;4;5;7;11;1;8;2;10
8;6;3;12;4;5;7;11;1;9;2;10;3;48778
3;34902;9;6;3;12;4;5;7;11;1;8;2;10
9;6;8;12;4;5;7;11;1;3;2;10;3;45568
3;45568;9;6;8;12;4;5;7;11;1;3;2;10
9;6;8;12;4;5;7;11;10;3;2;1;3;45428
3;45428;9;6;8;12;4;5;7;11;10;3;2;1
9;2;8;12;4;5;7;11;10;3;6;1;3;50044
3;50044;9;2;8;12;4;5;7;11;10;3;6;1
1;2;8;12;4;5;7;11;10;3;6;9;3;53040
3;53040;1;2;8;12;4;5;7;11;10;3;6;9
1;6;8;12;4;5;7;11;10;3;2;9;3;54364
3;54364;1;6;8;12;4;5;7;11;10;3;2;9
1;6;8;9;4;5;7;11;10;3;2;12;3;53184
3;53184;1;6;8;9;4;5;7;11;10;3;2;12
4;6;8;9;1;5;7;11;10;3;2;12;3;40572
4;40572;4;6;8;9;1;5;7;11;10;3;2;12
4;7;8;9;1;5;6;11;10;3;2;12;4;34852
4;34852;4;7;8;9;1;5;6;11;10;3;2;12
4;7;8;9;6;5;1;11;10;3;2;12;4;32556
4;32556;4;7;8;9;6;5;1;11;10;3;2;12
4;7;8;9;6;5;1;10;11;3;2;12;4;35812
4;35812;4;7;8;9;6;5;1;10;11;3;2;12
4;7;9;8;6;5;1;10;11;3;2;12;4;39894
4;35812;4;7;8;9;6;5;1;10;11;3;2;12
4;7;5;9;6;8;1;10;11;3;2;12;4;52048
4;52048;4;7;5;9;6;8;1;10;11;3;2;12
4;7;5;9;6;8;1;10;11;12;2;3;4;56848
4;56848;4;7;5;9;6;8;1;10;11;12;2;3
4;7;5;9;6;12;1;10;11;8;2;3;4;34772
4;34772;4;7;5;9;6;12;1;10;11;8;2;3
4;7;5;9;8;12;1;10;11;6;2;3;4;47538
4;47538;4;7;5;9;8;12;1;10;11;6;2;3
4;7;5;9;8;12;6;10;11;1;2;3;4;37512
4;37512;4;7;5;9;8;12;6;10;11;1;2;3
9;7;5;4;8;12;6;10;11;1;2;3;4;35536
4;35536;9;7;5;4;8;12;6;10;11;1;2;3
9;7;5;4;6;12;8;10;11;1;2;3;4;33200
4;33200;9;7;5;4;6;12;8;10;11;1;2;3
9;7;5;4;6;10;8;12;11;1;2;3;4;45624
4;33200;9;7;5;4;6;12;8;10;11;1;2;3
9;7;2;4;6;12;8;10;11;1;5;3;4;31532
4;31532;9;7;2;4;6;12;8;10;11;1;5;3
9;7;2;1;6;12;8;10;11;4;5;3;4;36974
4;36974;9;7;2;1;6;12;8;10;11;4;5;3
9;8;2;1;6;12;7;10;11;4;5;3;4;43666
4;43666;9;8;2;1;6;12;7;10;11;4;5;3
9;8;6;1;2;12;7;10;11;4;5;3;4;47220
4;47220;9;8;6;1;2;12;7;10;11;4;5;3
1;8;6;9;2;12;7;10;11;4;5;3;4;46186
4;46186;1;8;6;9;2;12;7;10;11;4;5;3
1;8;6;9;5;12;7;10;11;4;2;3;4;52456
4;52456;1;8;6;9;5;12;7;10;11;4;2;3
1;8;6;9;12;5;7;10;11;4;2;3;4;46550
4;46550;1;8;6;9;12;5;7;10;11;4;2;3
1;9;6;8;12;5;7;10;11;4;2;3;4;60852
5;60852;1;9;6;8;12;5;7;10;11;4;2;3
1;9;7;8;12;5;6;10;11;4;2;3;5;58216
5;58216;1;9;7;8;12;5;6;10;11;4;2;3
1;9;7;8;12;5;6;3;11;4;2;10;5;56534
5;56534;1;9;7;8;12;5;6;3;11;4;2;10
1;9;7;8;12;11;6;3;5;4;2;10;5;50660
5;50660;1;9;7;8;12;11;6;3;5;4;2;10
1;9;6;8;12;11;7;3;5;4;2;10;5;53168
5;53168;1;9;6;8;12;11;7;3;5;4;2;10
1;12;6;8;9;11;7;3;5;4;2;10;5;50976
5;50976;1;12;6;8;9;11;7;3;5;4;2;10
1;11;6;8;9;12;7;3;5;4;2;10;5;42298
5;42298;1;11;6;8;9;12;7;3;5;4;2;10
1;11;2;8;9;12;7;3;5;4;6;10;5;35870
5;35870;1;11;2;8;9;12;7;3;5;4;6;10
1;2;11;8;9;12;7;3;5;4;6;10;5;38182
5;38182;1;2;11;8;9;12;7;3;5;4;6;10
1;2;8;11;9;12;7;3;5;4;6;10;5;40282
5;40282;1;2;8;11;9;12;7;3;5;4;6;10
1;2;8;11;9;10;7;3;5;4;6;12;5;44308
5;44308;1;2;8;11;9;10;7;3;5;4;6;12
1;2;8;11;12;10;7;3;5;4;6;9;5;42132
5;42132;1;2;8;11;12;10;7;3;5;4;6;9
7;2;8;11;12;10;1;3;5;4;6;9;5;34956
5;34956;7;2;8;11;12;10;1;3;5;4;6;9
7;2;8;11;12;10;1;3;4;5;6;9;5;32778
5;32778;7;2;8;11;12;10;1;3;4;5;6;9
7;2;10;11;12;8;1;3;4;5;6;9;5;36262
5;36262;7;2;10;11;12;8;1;3;4;5;6;9
7;2;10;11;12;8;9;3;4;5;6;1;5;37448
5;37448;7;2;10;11;12;8;9;3;4;5;6;1
7;2;10;11;12;8;9;1;4;5;6;3;5;41822
5;37448;7;2;10;11;12;8;9;3;4;5;6;1
12;2;10;11;7;8;9;3;4;5;6;1;5;38280
5;38280;12;2;10;11;7;8;9;3;4;5;6;1
12;2;10;11;7;1;9;3;4;5;6;8;5;28640
5;28640;12;2;10;11;7;1;9;3;4;5;6;8
12;2;10;11;7;1;9;3;5;4;6;8;5;34648
5;34648;12;2;10;11;7;1;9;3;5;4;6;8
12;2;10;11;7;4;9;3;5;1;6;8;5;40432
6;34648;12;2;10;11;7;1;9;3;5;4;6;8
12;2;5;11;7;1;9;3;10;4;6;8;6;32776
6;32776;12;2;5;11;7;1;9;3;10;4;6;8
12;7;5;11;2;1;9;3;10;4;6;8;6;28118
6;28118;12;7;5;11;2;1;9;3;10;4;6;8
12;7;5;11;2;1;9;8;10;4;6;3;6;30968
6;30968;12;7;5;11;2;1;9;8;10;4;6;3
12;7;5;11;2;1;9;8;6;4;10;3;6;31078
6;31078;12;7;5;11;2;1;9;8;6;4;10;3
12;7;5;11;2;9;1;8;6;4;10;3;6;34702
6;31078;12;7;5;11;2;1;9;8;6;4;10;3
5;7;12;11;2;1;9;8;6;4;10;3;6;28760
6;28760;5;7;12;11;2;1;9;8;6;4;10;3
5;8;12;11;2;1;9;7;6;4;10;3;6;37256
6;37256;5;8;12;11;2;1;9;7;6;4;10;3
5;6;12;11;2;1;9;7;8;4;10;3;6;47732
6;47732;5;6;12;11;2;1;9;7;8;4;10;3
5;12;6;11;2;1;9;7;8;4;10;3;6;55848
6;55848;5;12;6;11;2;1;9;7;8;4;10;3
5;12;6;3;2;1;9;7;8;4;10;11;6;59556
6;59556;5;12;6;3;2;1;9;7;8;4;10;11
5;9;6;3;2;1;12;7;8;4;10;11;6;56532
6;56532;5;9;6;3;2;1;12;7;8;4;10;11
9;5;6;3;2;1;12;7;8;4;10;11;6;50476
6;50476;9;5;6;3;2;1;12;7;8;4;10;11
9;5;6;3;12;1;2;7;8;4;10;11;6;51552
6;51552;9;5;6;3;12;1;2;7;8;4;10;11
9;2;6;3;12;1;5;7;8;4;10;11;6;40436
6;40436;9;2;6;3;12;1;5;7;8;4;10;11
9;2;6;3;12;1;5;7;4;8;10;11;6;45690
6;45690;9;2;6;3;12;1;5;7;4;8;10;11
9;2;8;3;12;1;5;7;4;6;10;11;6;44960
6;44960;9;2;8;3;12;1;5;7;4;6;10;11
6;2;8;3;12;1;5;7;4;9;10;11;6;41868
6;41868;6;2;8;3;12;1;5;7;4;9;10;11
6;9;8;3;12;1;5;7;4;2;10;11;6;47836
6;47836;6;9;8;3;12;1;5;7;4;2;10;11
6;9;8;1;12;3;5;7;4;2;10;11;6;44916
6;44916;6;9;8;1;12;3;5;7;4;2;10;11
6;9;8;1;10;3;5;7;4;2;12;11;6;48782
7;48782;6;9;8;1;10;3;5;7;4;2;12;11
6;9;8;1;10;4;5;7;3;2;12;11;7;41874
7;41874;6;9;8;1;10;4;5;7;3;2;12;11
4;9;8;1;10;6;5;7;3;2;12;11;7;39090
7;39090;4;9;8;1;10;6;5;7;3;2;12;11
4;9;8;1;10;6;2;7;3;5;12;11;7;31362
7;31362;4;9;8;1;10;6;2;7;3;5;12;11
12;9;8;1;10;6;2;7;3;5;4;11;7;35448
7;35448;12;9;8;1;10;6;2;7;3;5;4;11
3;9;8;1;10;6;2;7;12;5;4;11;7;41198
7;41198;3;9;8;1;10;6;2;7;12;5;4;11
3;9;8;1;10;7;2;6;12;5;4;11;7;51108
7;51108;3;9;8;1;10;7;2;6;12;5;4;11
3;9;6;1;10;7;2;8;12;5;4;11;7;43968
7;43968;3;9;6;1;10;7;2;8;12;5;4;11
3;9;6;12;10;7;2;8;1;5;4;11;7;40904
7;40904;3;9;6;12;10;7;2;8;1;5;4;11
3;9;6;12;10;7;2;1;8;5;4;11;7;48168
7;40904;3;9;6;12;10;7;2;8;1;5;4;11
3;1;6;12;10;7;2;8;9;5;4;11;7;34318
7;34318;3;1;6;12;10;7;2;8;9;5;4;11
7;1;6;12;10;3;2;8;9;5;4;11;7;28690
7;28690;7;1;6;12;10;3;2;8;9;5;4;11
11;1;6;12;10;3;2;8;9;5;4;7;7;37630
7;37630;11;1;6;12;10;3;2;8;9;5;4;7
7;1;6;12;10;3;2;8;9;5;4;11;7;28690
7;28690;7;1;6;12;10;3;2;8;9;5;4;11
7;1;6;12;10;3;5;8;9;2;4;11;7;43886
7;43886;7;1;6;12;10;3;5;8;9;2;4;11
7;10;6;12;1;3;5;8;9;2;4;11;7;45306
7;45306;7;10;6;12;1;3;5;8;9;2;4;11
7;10;6;4;1;3;5;8;9;2;12;11;7;45488
7;45488;7;10;6;4;1;3;5;8;9;2;12;11
7;10;8;4;1;3;5;6;9;2;12;11;7;39568
7;39568;7;10;8;4;1;3;5;6;9;2;12;11
7;6;8;4;1;3;5;10;9;2;12;11;7;57140
7;39568;7;10;8;4;1;3;5;6;9;2;12;11
7;10;8;4;11;3;5;6;9;2;12;1;7;40428
7;40428;7;10;8;4;11;3;5;6;9;2;12;1
7;10;11;4;8;3;5;6;9;2;12;1;7;39202
8;39202;7;10;11;4;8;3;5;6;9;2;12;1
7;8;11;4;10;3;5;6;9;2;12;1;8;46850
8;46850;7;8;11;4;10;3;5;6;9;2;12;1
7;8;11;4;12;3;5;6;9;2;10;1;8;50884
8;46850;7;8;11;4;10;3;5;6;9;2;12;1
7;8;11;4;10;3;5;12;9;2;6;1;8;43492
8;43492;7;8;11;4;10;3;5;12;9;2;6;1
7;8;1;4;10;3;5;12;9;2;6;11;8;51006
8;51006;7;8;1;4;10;3;5;12;9;2;6;11
7;8;2;4;10;3;5;12;9;1;6;11;8;60036
8;60036;7;8;2;4;10;3;5;12;9;1;6;11
7;10;2;4;8;3;5;12;9;1;6;11;8;52388
8;52388;7;10;2;4;8;3;5;12;9;1;6;11
10;7;2;4;8;3;5;12;9;1;6;11;8;46126
8;46126;10;7;2;4;8;3;5;12;9;1;6;11
10;8;2;4;7;3;5;12;9;1;6;11;8;47628
8;47628;10;8;2;4;7;3;5;12;9;1;6;11
10;8;2;4;7;3;6;12;9;1;5;11;8;48168
8;47628;10;8;2;4;7;3;5;12;9;1;6;11
10;8;2;4;7;3;5;12;9;1;11;6;8;49610
8;49610;10;8;2;4;7;3;5;12;9;1;11;6
1;8;2;4;7;3;5;12;9;10;11;6;8;49166
8;49166;1;8;2;4;7;3;5;12;9;10;11;6
1;8;2;12;7;3;5;4;9;10;11;6;8;45012
8;45012;1;8;2;12;7;3;5;4;9;10;11;6
1;8;2;12;7;3;5;10;9;4;11;6;8;42192
8;42192;1;8;2;12;7;3;5;10;9;4;11;6
1;8;2;12;7;10;5;3;9;4;11;6;8;28422
8;28422;1;8;2;12;7;10;5;3;9;4;11;6
1;8;2;12;7;6;5;3;9;4;11;10;8;38602
8;38602;1;8;2;12;7;6;5;3;9;4;11;10
1;8;2;12;7;6;3;5;9;4;11;10;8;52086
8;52086;1;8;2;12;7;6;3;5;9;4;11;10
5;8;2;12;7;6;3;1;9;4;11;10;8;36456
8;36456;5;8;2;12;7;6;3;1;9;4;11;10
5;8;2;10;7;6;3;1;9;4;11;12;8;36434
8;36434;5;8;2;10;7;6;3;1;9;4;11;12
5;8;2;10;7;6;3;1;9;11;4;12;8;35200
8;35200;5;8;2;10;7;6;3;1;9;11;4;12
5;1;2;10;7;6;3;8;9;11;4;12;8;38984
9;38984;5;1;2;10;7;6;3;8;9;11;4;12
5;1;2;10;7;6;3;8;11;9;4;12;9;47384
9;47384;5;1;2;10;7;6;3;8;11;9;4;12
5;1;2;10;6;7;3;8;11;9;4;12;9;41482
9;41482;5;1;2;10;6;7;3;8;11;9;4;12
5;1;2;10;6;7;9;8;11;3;4;12;9;45950
9;45950;5;1;2;10;6;7;9;8;11;3;4;12
4;1;2;10;6;7;9;8;11;3;5;12;9;32256
9;32256;4;1;2;10;6;7;9;8;11;3;5;12
4;1;2;10;9;7;6;8;11;3;5;12;9;35602
9;35602;4;1;2;10;9;7;6;8;11;3;5;12
4;1;2;10;8;7;6;9;11;3;5;12;9;35060
9;35060;4;1;2;10;8;7;6;9;11;3;5;12
4;7;2;10;8;1;6;9;11;3;5;12;9;38640
9;35060;4;1;2;10;8;7;6;9;11;3;5;12
7;1;2;10;8;4;6;9;11;3;5;12;9;36912
9;36912;7;1;2;10;8;4;6;9;11;3;5;12
7;1;2;10;5;4;6;9;11;3;8;12;9;30784
9;30784;7;1;2;10;5;4;6;9;11;3;8;12
7;1;2;10;5;6;4;9;11;3;8;12;9;37548
9;37548;7;1;2;10;5;6;4;9;11;3;8;12
12;1;2;10;5;6;4;9;11;3;8;7;9;62334
9;37548;7;1;2;10;5;6;4;9;11;3;8;12
7;1;12;10;5;6;4;9;11;3;8;2;9;40964
9;37548;7;1;2;10;5;6;4;9;11;3;8;12
7;1;2;10;5;4;6;9;11;3;8;12;9;30784
9;30784;7;1;2;10;5;4;6;9;11;3;8;12
7;1;2;8;5;4;6;9;11;3;10;12;9;37286
9;37286;7;1;2;8;5;4;6;9;11;3;10;12
7;1;2;8;5;4;6;9;12;3;10;11;9;37582
9;37582;7;1;2;8;5;4;6;9;12;3;10;11
7;1;2;8;5;4;3;9;12;6;10;11;9;28414
9;28414;7;1;2;8;5;4;3;9;12;6;10;11
7;1;2;8;5;4;3;9;12;6;11;10;9;28466
9;28466;7;1;2;8;5;4;3;9;12;6;11;10
7;1;2;8;5;4;3;10;12;6;11;9;9;30642
9;30642;7;1;2;8;5;4;3;10;12;6;11;9
7;1;2;8;10;4;3;5;12;6;11;9;9;34550
9;34550;7;1;2;8;10;4;3;5;12;6;11;9
7;1;6;8;10;4;3;5;12;2;11;9;9;41056
10;34550;7;1;2;8;10;4;3;5;12;6;11;9
7;1;2;10;8;4;3;5;12;6;11;9;10;37430
10;37430;7;1;2;10;8;4;3;5;12;6;11;9
7;1;2;3;8;4;10;5;12;6;11;9;10;38084
10;38084;7;1;2;3;8;4;10;5;12;6;11;9
7;1;2;3;8;4;10;6;12;5;11;9;10;39872
10;39872;7;1;2;3;8;4;10;6;12;5;11;9
7;1;2;3;8;4;12;6;10;5;11;9;10;42398
10;42398;7;1;2;3;8;4;12;6;10;5;11;9
7;1;2;3;8;4;12;10;6;5;11;9;10;28602
10;28602;7;1;2;3;8;4;12;10;6;5;11;9
7;1;2;3;5;4;12;10;6;8;11;9;10;18758
10;18758;7;1;2;3;5;4;12;10;6;8;11;9
7;1;2;3;5;4;6;10;12;8;11;9;10;21092
10;21092;7;1;2;3;5;4;6;10;12;8;11;9
7;1;2;3;10;4;6;5;12;8;11;9;10;26344
10;26344;7;1;2;3;10;4;6;5;12;8;11;9
7;1;2;3;10;4;6;5;9;8;11;12;10;30130
10;30130;7;1;2;3;10;4;6;5;9;8;11;12
7;1;2;3;10;4;6;5;8;9;11;12;10;34290
10;34290;7;1;2;3;10;4;6;5;8;9;11;12
7;1;2;12;10;4;6;5;8;9;11;3;10;35988
10;35988;7;1;2;12;10;4;6;5;8;9;11;3
7;1;2;12;10;9;6;5;8;4;11;3;10;45036
10;45036;7;1;2;12;10;9;6;5;8;4;11;3
7;1;2;12;10;11;6;5;8;4;9;3;10;40852
10;40852;7;1;2;12;10;11;6;5;8;4;9;3
7;1;2;12;10;11;3;5;8;4;9;6;10;40966
10;40966;7;1;2;12;10;11;3;5;8;4;9;6
7;1;8;12;10;11;3;5;2;4;9;6;10;39316
10;39316;7;1;8;12;10;11;3;5;2;4;9;6
7;1;8;12;10;11;3;5;9;4;2;6;10;39236
10;39236;7;1;8;12;10;11;3;5;9;4;2;6
7;1;8;12;10;11;3;5;9;2;4;6;10;42180
10;39236;7;1;8;12;10;11;3;5;9;4;2;6
7;2;8;12;10;11;3;5;9;4;1;6;10;51376
10;51376;7;2;8;12;10;11;3;5;9;4;1;6
7;2;8;12;10;11;3;5;9;4;6;1;10;50034
10;50034;7;2;8;12;10;11;3;5;9;4;6;1
7;2;3;12;10;11;8;5;9;4;6;1;10;48926
11;48926;7;2;3;12;10;11;8;5;9;4;6;1
7;4;3;12;10;11;8;5;9;2;6;1;11;50034
11;50034;7;4;3;12;10;11;8;5;9;2;6;1
7;4;3;12;10;11;5;8;9;2;6;1;11;46610
11;46610;7;4;3;12;10;11;5;8;9;2;6;1
7;6;3;12;10;11;5;8;9;2;4;1;11;43584
11;43584;7;6;3;12;10;11;5;8;9;2;4;1
7;9;3;12;10;11;5;8;6;2;4;1;11;37940
11;37940;7;9;3;12;10;11;5;8;6;2;4;1
7;9;3;12;10;11;5;8;2;6;4;1;11;37680
11;37680;7;9;3;12;10;11;5;8;2;6;4;1
7;9;3;12;6;11;5;8;2;10;4;1;11;32664
11;32664;7;9;3;12;6;11;5;8;2;10;4;1
7;9;3;12;6;11;2;8;5;10;4;1;11;39156
11;39156;7;9;3;12;6;11;2;8;5;10;4;1
7;4;3;12;6;11;2;8;5;10;9;1;11;45254
11;45254;7;4;3;12;6;11;2;8;5;10;9;1
7;4;3;12;10;11;2;8;5;6;9;1;11;50270
11;50270;7;4;3;12;10;11;2;8;5;6;9;1
7;12;3;4;10;11;2;8;5;6;9;1;11;40264
11;40264;7;12;3;4;10;11;2;8;5;6;9;1
7;12;3;4;10;2;11;8;5;6;9;1;11;42614
11;42614;7;12;3;4;10;2;11;8;5;6;9;1
7;12;2;4;10;3;11;8;5;6;9;1;11;48330
11;42614;7;12;3;4;10;2;11;8;5;6;9;1
7;10;3;4;12;2;11;8;5;6;9;1;11;41578
11;41578;7;10;3;4;12;2;11;8;5;6;9;1
7;10;3;4;12;2;8;11;5;6;9;1;11;31258
11;31258;7;10;3;4;12;2;8;11;5;6;9;1
7;10;4;3;12;2;8;11;5;6;9;1;11;30666
11;30666;7;10;4;3;12;2;8;11;5;6;9;1
7;10;4;2;12;3;8;11;5;6;9;1;11;32210
11;32210;7;10;4;2;12;3;8;11;5;6;9;1
7;10;4;2;9;3;8;11;5;6;12;1;11;32038
11;32038;7;10;4;2;9;3;8;11;5;6;12;1
7;10;4;2;8;3;9;11;5;6;12;1;11;36010
11;36010;7;10;4;2;8;3;9;11;5;6;12;1
9;10;4;2;8;3;7;11;5;6;12;1;11;42714
11;42714;9;10;4;2;8;3;7;11;5;6;12;1
7;10;4;2;8;3;9;11;5;6;12;1;11;36010
12;36010;7;10;4;2;8;3;9;11;5;6;12;1
7;10;4;11;8;3;9;2;5;6;12;1;12;47286
12;47286;7;10;4;11;8;3;9;2;5;6;12;1
7;10;4;12;8;3;9;2;5;6;11;1;12;42294
12;42294;7;10;4;12;8;3;9;2;5;6;11;1
7;10;4;9;8;3;12;2;5;6;11;1;12;44698
12;44698;7;10;4;9;8;3;12;2;5;6;11;1
7;10;8;9;4;3;12;2;5;6;11;1;12;43372
12;43372;7;10;8;9;4;3;12;2;5;6;11;1
7;10;8;9;4;3;2;12;5;6;11;1;12;38724
12;38724;7;10;8;9;4;3;2;12;5;6;11;1
7;10;8;9;4;3;2;1;5;6;11;12;12;41736
12;41736;7;10;8;9;4;3;2;1;5;6;11;12
7;10;8;9;4;3;2;6;5;1;11;12;12;46922
12;46922;7;10;8;9;4;3;2;6;5;1;11;12
7;10;8;9;4;3;5;6;2;1;11;12;12;48792
12;48792;7;10;8;9;4;3;5;6;2;1;11;12
7;10;4;9;8;3;5;6;2;1;11;12;12;53186
12;53186;7;10;4;9;8;3;5;6;2;1;11;12
7;10;4;9;8;3;5;6;2;11;1;12;12;31170
12;31170;7;10;4;9;8;3;5;6;2;11;1;12
9;10;4;7;8;3;5;6;2;11;1;12;12;37176
12;37176;9;10;4;7;8;3;5;6;2;11;1;12
1;10;4;7;8;3;5;6;2;11;9;12;12;26382
12;26382;1;10;4;7;8;3;5;6;2;11;9;12
1;8;4;7;10;3;5;6;2;11;9;12;12;28860
12;28860;1;8;4;7;10;3;5;6;2;11;9;12
1;8;4;7;10;3;12;6;2;11;9;5;12;27482
12;27482;1;8;4;7;10;3;12;6;2;11;9;5
6;8;4;7;10;3;12;1;2;11;9;5;12;47446
12;47446;6;8;4;7;10;3;12;1;2;11;9;5
8;6;4;7;10;3;12;1;2;11;9;5;12;49252
12;47446;6;8;4;7;10;3;12;1;2;11;9;5
6;8;3;7;10;4;12;1;2;11;9;5;12;44246
12;44246;6;8;3;7;10;4;12;1;2;11;9;5
10;8;3;7;6;4;12;1;2;11;9;5;12;31876
12;31876;10;8;3;7;6;4;12;1;2;11;9;5
10;8;3;7;6;11;12;1;2;4;9;5;12;30236
