"X1";"X6037305";"X12";"X9";"X2";"X16";"X8";"X15";"X20";"X3";"X13";"X23";"X4";"X26";"X11";"X18";"X17";"X22";"X1.1";"X7";"X10";"X19";"X5";"X24";"X21";"X6";"X25";"X14"
1;6019763;12;9;2;18;8;25;22;13;4;19;3;26;11;16;21;20;1;7;10;17;5;24;23;6;15;14
12;9;18;2;8;25;22;13;4;19;3;26;11;16;21;20;1;7;10;17;5;24;23;6;15;14;1;6016912
1;6016912;12;9;18;2;8;25;22;13;4;19;3;26;11;16;21;20;1;7;10;17;5;24;23;6;15;14
12;9;18;2;8;5;22;13;4;19;3;26;11;16;21;20;1;7;10;17;25;24;23;6;15;14;1;6003598
1;6003598;12;9;18;2;8;5;22;13;4;19;3;26;11;16;21;20;1;7;10;17;25;24;23;6;15;14
12;9;18;2;8;5;22;13;20;19;3;26;11;16;21;4;1;7;10;17;25;24;23;6;15;14;1;6004332
1;6004332;12;9;18;2;8;5;22;13;20;19;3;26;11;16;21;4;1;7;10;17;25;24;23;6;15;14
12;9;18;2;8;5;22;13;20;6;3;26;11;16;21;4;1;7;10;17;25;24;23;19;15;14;1;5993567
1;5993567;12;9;18;2;8;5;22;13;20;6;3;26;11;16;21;4;1;7;10;17;25;24;23;19;15;14
12;9;18;26;8;5;22;13;20;6;3;2;11;16;21;4;1;7;10;17;25;24;23;19;15;14;1;5991980
1;5991980;12;9;18;26;8;5;22;13;20;6;3;2;11;16;21;4;1;7;10;17;25;24;23;19;15;14
12;9;18;26;2;5;22;13;20;6;3;8;11;16;21;4;1;7;10;17;25;24;23;19;15;14;1;5954304
1;5954304;12;9;18;26;2;5;22;13;20;6;3;8;11;16;21;4;1;7;10;17;25;24;23;19;15;14
12;9;18;26;2;5;22;13;20;6;3;8;11;16;25;4;1;7;10;17;21;24;23;19;15;14;1;5960894
1;5960894;12;9;18;26;2;5;22;13;20;6;3;8;11;16;25;4;1;7;10;17;21;24;23;19;15;14
12;9;18;26;2;5;22;13;7;6;3;8;11;16;25;4;1;20;10;17;21;24;23;19;15;14;1;5956677
1;5956677;12;9;18;26;2;5;22;13;7;6;3;8;11;16;25;4;1;20;10;17;21;24;23;19;15;14
12;16;18;26;2;5;22;13;7;6;3;8;11;9;25;4;1;20;10;17;21;24;23;19;15;14;1;5932576
1;5932576;12;16;18;26;2;5;22;13;7;6;3;8;11;9;25;4;1;20;10;17;21;24;23;19;15;14
12;16;26;18;2;5;22;13;7;6;3;8;11;9;25;4;1;20;10;17;21;24;23;19;15;14;1;5941645
1;5941645;12;16;26;18;2;5;22;13;7;6;3;8;11;9;25;4;1;20;10;17;21;24;23;19;15;14
12;16;26;18;2;5;22;13;7;6;3;8;11;9;25;4;1;20;10;17;21;24;23;15;19;14;1;5992586
1;5992586;12;16;26;18;2;5;22;13;7;6;3;8;11;9;25;4;1;20;10;17;21;24;23;15;19;14
12;16;26;18;3;5;22;13;7;6;2;8;11;9;25;4;1;20;10;17;21;24;23;15;19;14;1;6009348
2;6009348;12;16;26;18;3;5;22;13;7;6;2;8;11;9;25;4;1;20;10;17;21;24;23;15;19;14
12;16;26;18;3;5;22;13;7;6;14;8;11;9;25;4;1;20;10;17;21;24;23;15;19;2;2;5814167
2;5814167;12;16;26;18;3;5;22;13;7;6;14;8;11;9;25;4;1;20;10;17;21;24;23;15;19;2
12;10;26;18;3;5;22;13;7;6;14;8;11;9;25;4;1;20;16;17;21;24;23;15;19;2;2;5801496
2;5801496;12;10;26;18;3;5;22;13;7;6;14;8;11;9;25;4;1;20;16;17;21;24;23;15;19;2
12;10;26;18;3;5;22;13;16;6;14;8;11;9;25;4;1;20;7;17;21;24;23;15;19;2;2;5795919
2;5795919;12;10;26;18;3;5;22;13;16;6;14;8;11;9;25;4;1;20;7;17;21;24;23;15;19;2
8;10;26;18;3;5;22;13;16;6;14;12;11;9;25;4;1;20;7;17;21;24;23;15;19;2;2;5828558
2;5828558;8;10;26;18;3;5;22;13;16;6;14;12;11;9;25;4;1;20;7;17;21;24;23;15;19;2
8;10;26;18;3;5;22;7;16;6;14;12;11;9;25;4;1;20;13;17;21;24;23;15;19;2;2;5829273
2;5829273;8;10;26;18;3;5;22;7;16;6;14;12;11;9;25;4;1;20;13;17;21;24;23;15;19;2
8;10;26;18;3;5;22;7;16;6;14;12;11;24;25;4;1;20;13;17;21;9;23;15;19;2;2;5873054
2;5873054;8;10;26;18;3;5;22;7;16;6;14;12;11;24;25;4;1;20;13;17;21;9;23;15;19;2
8;10;26;18;15;5;22;7;16;6;14;12;11;24;25;4;1;20;13;17;21;9;23;3;19;2;2;5862704
2;5862704;8;10;26;18;15;5;22;7;16;6;14;12;11;24;25;4;1;20;13;17;21;9;23;3;19;2
8;10;26;18;15;5;22;7;16;6;14;12;11;1;25;4;24;20;13;17;21;9;23;3;19;2;2;5878516
2;5878516;8;10;26;18;15;5;22;7;16;6;14;12;11;1;25;4;24;20;13;17;21;9;23;3;19;2
8;10;26;9;15;5;22;7;16;6;14;12;11;1;25;4;24;20;13;17;21;18;23;3;19;2;2;5888186
2;5888186;8;10;26;9;15;5;22;7;16;6;14;12;11;1;25;4;24;20;13;17;21;18;23;3;19;2
8;10;26;9;15;5;22;7;16;6;14;12;11;1;25;4;24;20;17;13;21;18;23;3;19;2;2;5920038
2;5920038;8;10;26;9;15;5;22;7;16;6;14;12;11;1;25;4;24;20;17;13;21;18;23;3;19;2
8;10;26;9;15;5;22;7;16;6;14;12;11;1;25;4;23;20;17;13;21;18;24;3;19;2;2;5897731
2;5897731;8;10;26;9;15;5;22;7;16;6;14;12;11;1;25;4;23;20;17;13;21;18;24;3;19;2
8;10;26;9;15;5;22;7;16;6;14;12;11;1;25;4;23;20;17;13;24;18;21;3;19;2;2;5895883
2;5895883;8;10;26;9;15;5;22;7;16;6;14;12;11;1;25;4;23;20;17;13;24;18;21;3;19;2
1;10;26;9;15;5;22;7;16;6;14;12;11;8;25;4;23;20;17;13;24;18;21;3;19;2;2;5954910
2;5954910;1;10;26;9;15;5;22;7;16;6;14;12;11;8;25;4;23;20;17;13;24;18;21;3;19;2
1;10;26;24;15;5;22;7;16;6;14;12;11;8;25;4;23;20;17;13;9;18;21;3;19;2;2;5964399
2;5964399;1;10;26;24;15;5;22;7;16;6;14;12;11;8;25;4;23;20;17;13;9;18;21;3;19;2
1;10;26;24;15;5;22;7;3;6;14;12;11;8;25;4;23;20;17;13;9;18;21;16;19;2;2;5921101
2;5921101;1;10;26;24;15;5;22;7;3;6;14;12;11;8;25;4;23;20;17;13;9;18;21;16;19;2
1;10;26;24;15;5;22;7;6;3;14;12;11;8;25;4;23;20;17;13;9;18;21;16;19;2;2;5921121
2;5921121;1;10;26;24;15;5;22;7;6;3;14;12;11;8;25;4;23;20;17;13;9;18;21;16;19;2
21;10;26;24;15;5;22;7;6;3;14;12;11;8;25;4;23;20;17;13;9;18;1;16;19;2;2;5931112
2;5931112;21;10;26;24;15;5;22;7;6;3;14;12;11;8;25;4;23;20;17;13;9;18;1;16;19;2
21;10;26;24;15;5;22;14;6;3;7;12;11;8;25;4;23;20;17;13;9;18;1;16;19;2;2;5970397
2;5970397;21;10;26;24;15;5;22;14;6;3;7;12;11;8;25;4;23;20;17;13;9;18;1;16;19;2
21;19;26;24;15;5;22;14;6;3;7;12;11;8;25;4;23;20;17;13;9;18;1;16;10;2;2;5962828
2;5962828;21;19;26;24;15;5;22;14;6;3;7;12;11;8;25;4;23;20;17;13;9;18;1;16;10;2
21;19;5;24;15;26;22;14;6;3;7;12;11;8;25;4;23;20;17;13;9;18;1;16;10;2;2;6100259
3;6100259;21;19;5;24;15;26;22;14;6;3;7;12;11;8;25;4;23;20;17;13;9;18;1;16;10;2
21;19;5;24;15;26;4;14;6;3;7;12;11;8;25;22;23;20;17;13;9;18;1;16;10;2;3;6100496
3;6100496;21;19;5;24;15;26;4;14;6;3;7;12;11;8;25;22;23;20;17;13;9;18;1;16;10;2
21;19;5;24;15;26;4;14;6;3;7;12;11;10;25;22;23;20;17;13;9;18;1;16;8;2;3;6119458
3;6119458;21;19;5;24;15;26;4;14;6;3;7;12;11;10;25;22;23;20;17;13;9;18;1;16;8;2
21;19;5;24;15;26;4;14;6;3;7;12;11;10;25;9;23;20;17;13;22;18;1;16;8;2;3;6044303
3;6044303;21;19;5;24;15;26;4;14;6;3;7;12;11;10;25;9;23;20;17;13;22;18;1;16;8;2
21;19;5;24;15;26;4;14;6;1;7;12;11;10;25;9;23;20;17;13;22;18;3;16;8;2;3;5982869
3;5982869;21;19;5;24;15;26;4;14;6;1;7;12;11;10;25;9;23;20;17;13;22;18;3;16;8;2
21;19;5;24;15;26;4;14;6;1;7;12;11;10;3;9;23;20;17;13;22;18;25;16;8;2;3;5969332
3;5969332;21;19;5;24;15;26;4;14;6;1;7;12;11;10;3;9;23;20;17;13;22;18;25;16;8;2
21;19;5;24;15;26;4;14;6;1;7;12;11;10;3;9;23;2;17;13;22;18;25;16;8;20;3;6013106
3;6013106;21;19;5;24;15;26;4;14;6;1;7;12;11;10;3;9;23;2;17;13;22;18;25;16;8;20
21;19;5;24;15;26;4;14;6;1;7;12;11;10;3;9;23;2;17;25;22;18;13;16;8;20;3;6011447
3;6011447;21;19;5;24;15;26;4;14;6;1;7;12;11;10;3;9;23;2;17;25;22;18;13;16;8;20
21;18;5;24;15;26;4;14;6;1;7;12;11;10;3;9;23;2;17;25;22;19;13;16;8;20;3;5944354
3;5944354;21;18;5;24;15;26;4;14;6;1;7;12;11;10;3;9;23;2;17;25;22;19;13;16;8;20
21;18;5;24;15;26;11;14;6;1;7;12;4;10;3;9;23;2;17;25;22;19;13;16;8;20;3;5940946
3;5940946;21;18;5;24;15;26;11;14;6;1;7;12;4;10;3;9;23;2;17;25;22;19;13;16;8;20
21;18;5;24;15;26;11;14;6;1;7;12;4;10;3;9;23;2;22;25;17;19;13;16;8;20;3;5926257
3;5926257;21;18;5;24;15;26;11;14;6;1;7;12;4;10;3;9;23;2;22;25;17;19;13;16;8;20
21;18;5;24;25;26;11;14;6;1;7;12;4;10;3;9;23;2;22;15;17;19;13;16;8;20;3;5927474
3;5927474;21;18;5;24;25;26;11;14;6;1;7;12;4;10;3;9;23;2;22;15;17;19;13;16;8;20
21;18;5;24;25;26;11;14;6;1;7;12;17;10;3;9;23;2;22;15;4;19;13;16;8;20;3;5949115
3;5949115;21;18;5;24;25;26;11;14;6;1;7;12;17;10;3;9;23;2;22;15;4;19;13;16;8;20
21;18;5;24;25;26;11;14;6;1;7;2;17;10;3;9;23;12;22;15;4;19;13;16;8;20;3;5967739
3;5967739;21;18;5;24;25;26;11;14;6;1;7;2;17;10;3;9;23;12;22;15;4;19;13;16;8;20
21;18;5;24;25;26;11;14;6;1;7;2;17;20;3;9;23;12;22;15;4;19;13;16;8;10;3;5919092
3;5919092;21;18;5;24;25;26;11;14;6;1;7;2;17;20;3;9;23;12;22;15;4;19;13;16;8;10
21;18;5;24;25;20;11;14;6;1;7;2;17;26;3;9;23;12;22;15;4;19;13;16;8;10;3;5954526
3;5954526;21;18;5;24;25;20;11;14;6;1;7;2;17;26;3;9;23;12;22;15;4;19;13;16;8;10
21;18;5;24;25;20;11;14;23;1;7;2;17;26;3;9;6;12;22;15;4;19;13;16;8;10;3;5950230
3;5950230;21;18;5;24;25;20;11;14;23;1;7;2;17;26;3;9;6;12;22;15;4;19;13;16;8;10
21;18;5;24;25;20;11;14;23;1;7;2;17;26;3;4;6;12;22;15;9;19;13;16;8;10;3;6005993
3;6005993;21;18;5;24;25;20;11;14;23;1;7;2;17;26;3;4;6;12;22;15;9;19;13;16;8;10
21;18;5;24;25;20;11;14;17;1;7;2;23;26;3;4;6;12;22;15;9;19;13;16;8;10;3;6022582
3;6022582;21;18;5;24;25;20;11;14;17;1;7;2;23;26;3;4;6;12;22;15;9;19;13;16;8;10
21;18;5;24;25;20;12;14;17;1;7;2;23;26;3;4;6;11;22;15;9;19;13;16;8;10;3;6044079
3;6044079;21;18;5;24;25;20;12;14;17;1;7;2;23;26;3;4;6;11;22;15;9;19;13;16;8;10
21;18;5;24;3;20;12;14;17;1;7;2;23;26;25;4;6;11;22;15;9;19;13;16;8;10;3;6043697
4;6043697;21;18;5;24;3;20;12;14;17;1;7;2;23;26;25;4;6;11;22;15;9;19;13;16;8;10
21;18;5;24;2;20;12;14;17;1;7;3;23;26;25;4;6;11;22;15;9;19;13;16;8;10;4;6028326
4;6028326;21;18;5;24;2;20;12;14;17;1;7;3;23;26;25;4;6;11;22;15;9;19;13;16;8;10
21;18;5;24;2;20;12;14;17;1;7;3;23;26;25;4;6;11;22;15;19;9;13;16;8;10;4;6057871
4;6057871;21;18;5;24;2;20;12;14;17;1;7;3;23;26;25;4;6;11;22;15;19;9;13;16;8;10
21;18;5;24;2;17;12;14;20;1;7;3;23;26;25;4;6;11;22;15;19;9;13;16;8;10;4;6045010
4;6045010;21;18;5;24;2;17;12;14;20;1;7;3;23;26;25;4;6;11;22;15;19;9;13;16;8;10
21;18;5;24;2;17;7;14;20;1;12;3;23;26;25;4;6;11;22;15;19;9;13;16;8;10;4;6037602
4;6037602;21;18;5;24;2;17;7;14;20;1;12;3;23;26;25;4;6;11;22;15;19;9;13;16;8;10
21;18;26;24;2;17;7;14;20;1;12;3;23;5;25;4;6;11;22;15;19;9;13;16;8;10;4;5880500
4;5880500;21;18;26;24;2;17;7;14;20;1;12;3;23;5;25;4;6;11;22;15;19;9;13;16;8;10
21;18;26;24;2;17;7;13;20;1;12;3;23;5;25;4;6;11;22;15;19;9;14;16;8;10;4;6005723
4;6005723;21;18;26;24;2;17;7;13;20;1;12;3;23;5;25;4;6;11;22;15;19;9;14;16;8;10
21;18;26;24;2;17;7;13;20;16;12;3;23;5;25;4;6;11;22;15;19;9;14;1;8;10;4;6030777
4;6030777;21;18;26;24;2;17;7;13;20;16;12;3;23;5;25;4;6;11;22;15;19;9;14;1;8;10
21;18;26;24;2;17;22;13;20;16;12;3;23;5;25;4;6;11;7;15;19;9;14;1;8;10;4;6030050
4;6030050;21;18;26;24;2;17;22;13;20;16;12;3;23;5;25;4;6;11;7;15;19;9;14;1;8;10
3;18;26;24;2;17;22;13;20;16;12;21;23;5;25;4;6;11;7;15;19;9;14;1;8;10;4;6027236
4;6027236;3;18;26;24;2;17;22;13;20;16;12;21;23;5;25;4;6;11;7;15;19;9;14;1;8;10
3;18;26;24;2;17;22;19;20;16;12;21;23;5;25;4;6;11;7;15;13;9;14;1;8;10;4;5975492
4;5975492;3;18;26;24;2;17;22;19;20;16;12;21;23;5;25;4;6;11;7;15;13;9;14;1;8;10
3;18;26;24;2;17;22;19;20;16;12;1;23;5;25;4;6;11;7;15;13;9;14;21;8;10;4;5984683
4;5984683;3;18;26;24;2;17;22;19;20;16;12;1;23;5;25;4;6;11;7;15;13;9;14;21;8;10
3;18;26;24;2;17;16;19;20;22;12;1;23;5;25;4;6;11;7;15;13;9;14;21;8;10;4;5985795
4;5985795;3;18;26;24;2;17;16;19;20;22;12;1;23;5;25;4;6;11;7;15;13;9;14;21;8;10
3;18;26;11;2;17;16;19;20;22;12;1;23;5;25;4;6;24;7;15;13;9;14;21;8;10;4;6015285
4;6015285;3;18;26;11;2;17;16;19;20;22;12;1;23;5;25;4;6;24;7;15;13;9;14;21;8;10
3;18;26;11;2;17;5;19;20;22;12;1;23;16;25;4;6;24;7;15;13;9;14;21;8;10;4;5971952
4;5971952;3;18;26;11;2;17;5;19;20;22;12;1;23;16;25;4;6;24;7;15;13;9;14;21;8;10
3;20;26;11;2;17;5;19;18;22;12;1;23;16;25;4;6;24;7;15;13;9;14;21;8;10;4;5996955
4;5996955;3;20;26;11;2;17;5;19;18;22;12;1;23;16;25;4;6;24;7;15;13;9;14;21;8;10
3;20;26;11;2;17;5;19;18;22;12;1;23;15;25;4;6;24;7;16;13;9;14;21;8;10;4;5973640
4;5973640;3;20;26;11;2;17;5;19;18;22;12;1;23;15;25;4;6;24;7;16;13;9;14;21;8;10
3;20;26;11;2;17;5;19;18;22;12;1;23;15;13;4;6;24;7;16;25;9;14;21;8;10;4;5959759
4;5959759;3;20;26;11;2;17;5;19;18;22;12;1;23;15;13;4;6;24;7;16;25;9;14;21;8;10
3;20;26;11;2;17;5;19;18;22;12;1;23;15;10;4;6;24;7;16;25;9;14;21;8;13;4;5962017
4;5962017;3;20;26;11;2;17;5;19;18;22;12;1;23;15;10;4;6;24;7;16;25;9;14;21;8;13
3;20;26;11;17;2;5;19;18;22;12;1;23;15;10;4;6;24;7;16;25;9;14;21;8;13;4;5971104
4;5971104;3;20;26;11;17;2;5;19;18;22;12;1;23;15;10;4;6;24;7;16;25;9;14;21;8;13
3;20;26;11;17;2;5;19;18;22;9;1;23;15;10;4;6;24;7;16;25;12;14;21;8;13;4;5951804
5;5951804;3;20;26;11;17;2;5;19;18;22;9;1;23;15;10;4;6;24;7;16;25;12;14;21;8;13
3;20;26;11;12;2;5;19;18;22;9;1;23;15;10;4;6;24;7;16;25;17;14;21;8;13;5;5942627
5;5942627;3;20;26;11;12;2;5;19;18;22;9;1;23;15;10;4;6;24;7;16;25;17;14;21;8;13
3;6;26;11;12;2;5;19;18;22;9;1;23;15;10;4;20;24;7;16;25;17;14;21;8;13;5;5950359
5;5950359;3;6;26;11;12;2;5;19;18;22;9;1;23;15;10;4;20;24;7;16;25;17;14;21;8;13
3;6;26;11;12;2;8;19;18;22;9;1;23;15;10;4;20;24;7;16;25;17;14;21;5;13;5;6025587
5;6025587;3;6;26;11;12;2;8;19;18;22;9;1;23;15;10;4;20;24;7;16;25;17;14;21;5;13
3;15;26;11;12;2;8;19;18;22;9;1;23;6;10;4;20;24;7;16;25;17;14;21;5;13;5;6025910
5;6025910;3;15;26;11;12;2;8;19;18;22;9;1;23;6;10;4;20;24;7;16;25;17;14;21;5;13
3;15;26;11;12;2;8;19;18;22;9;1;23;6;10;4;20;24;7;16;14;17;25;21;5;13;5;6050460
5;6050460;3;15;26;11;12;2;8;19;18;22;9;1;23;6;10;4;20;24;7;16;14;17;25;21;5;13
3;15;26;11;12;2;8;19;18;22;9;1;23;6;10;4;20;24;7;16;14;13;25;21;5;17;5;6054832
5;6054832;3;15;26;11;12;2;8;19;18;22;9;1;23;6;10;4;20;24;7;16;14;13;25;21;5;17
3;15;23;11;12;2;8;19;18;22;9;1;26;6;10;4;20;24;7;16;14;13;25;21;5;17;5;6050575
5;6050575;3;15;23;11;12;2;8;19;18;22;9;1;26;6;10;4;20;24;7;16;14;13;25;21;5;17
3;15;23;11;12;2;8;19;22;18;9;1;26;6;10;4;20;24;7;16;14;13;25;21;5;17;5;6046355
5;6046355;3;15;23;11;12;2;8;19;22;18;9;1;26;6;10;4;20;24;7;16;14;13;25;21;5;17
3;15;23;11;12;2;8;19;22;18;9;13;26;6;10;4;20;24;7;16;14;1;25;21;5;17;5;6076244
5;6076244;3;15;23;11;12;2;8;19;22;18;9;13;26;6;10;4;20;24;7;16;14;1;25;21;5;17
13;15;23;11;12;2;8;19;22;18;9;3;26;6;10;4;20;24;7;16;14;1;25;21;5;17;5;6081232
5;6081232;13;15;23;11;12;2;8;19;22;18;9;3;26;6;10;4;20;24;7;16;14;1;25;21;5;17
13;15;23;11;12;2;8;19;22;18;9;3;26;5;10;4;20;24;7;16;14;1;25;21;6;17;5;5834654
5;5834654;13;15;23;11;12;2;8;19;22;18;9;3;26;5;10;4;20;24;7;16;14;1;25;21;6;17
13;15;23;11;12;2;8;22;19;18;9;3;26;5;10;4;20;24;7;16;14;1;25;21;6;17;5;5836194
5;5836194;13;15;23;11;12;2;8;22;19;18;9;3;26;5;10;4;20;24;7;16;14;1;25;21;6;17
13;15;23;11;12;2;8;22;19;18;9;3;26;5;10;4;20;6;7;16;14;1;25;21;24;17;5;5827830
5;5827830;13;15;23;11;12;2;8;22;19;18;9;3;26;5;10;4;20;6;7;16;14;1;25;21;24;17
13;15;23;11;12;2;8;22;19;18;9;3;26;5;10;4;20;6;7;16;14;25;1;21;24;17;5;5840766
5;5840766;13;15;23;11;12;2;8;22;19;18;9;3;26;5;10;4;20;6;7;16;14;25;1;21;24;17
13;15;23;11;12;2;8;22;19;18;9;3;26;5;10;4;20;6;7;1;14;25;16;21;24;17;5;5835371
5;5835371;13;15;23;11;12;2;8;22;19;18;9;3;26;5;10;4;20;6;7;1;14;25;16;21;24;17
13;25;23;11;12;2;8;22;19;18;9;3;26;5;10;4;20;6;7;1;14;15;16;21;24;17;5;5831678
5;5831678;13;25;23;11;12;2;8;22;19;18;9;3;26;5;10;4;20;6;7;1;14;15;16;21;24;17
13;25;23;4;12;2;8;22;19;18;9;3;26;5;10;11;20;6;7;1;14;15;16;21;24;17;5;5903505
5;5903505;13;25;23;4;12;2;8;22;19;18;9;3;26;5;10;11;20;6;7;1;14;15;16;21;24;17
13;25;23;4;12;2;8;19;22;18;9;3;26;5;10;11;20;6;7;1;14;15;16;21;24;17;5;5902885
5;5902885;13;25;23;4;12;2;8;19;22;18;9;3;26;5;10;11;20;6;7;1;14;15;16;21;24;17
13;6;23;4;12;2;8;19;22;18;9;3;26;5;10;11;20;25;7;1;14;15;16;21;24;17;5;5922560
5;5922560;13;6;23;4;12;2;8;19;22;18;9;3;26;5;10;11;20;25;7;1;14;15;16;21;24;17
18;6;23;4;12;2;8;19;22;13;9;3;26;5;10;11;20;25;7;1;14;15;16;21;24;17;5;5999906
6;5999906;18;6;23;4;12;2;8;19;22;13;9;3;26;5;10;11;20;25;7;1;14;15;16;21;24;17
18;6;23;4;12;2;1;19;22;13;9;3;26;5;10;11;20;25;7;8;14;15;16;21;24;17;6;6001059
6;6001059;18;6;23;4;12;2;1;19;22;13;9;3;26;5;10;11;20;25;7;8;14;15;16;21;24;17
22;6;23;4;12;2;1;19;18;13;9;3;26;5;10;11;20;25;7;8;14;15;16;21;24;17;6;5909865
6;5909865;22;6;23;4;12;2;1;19;18;13;9;3;26;5;10;11;20;25;7;8;14;15;16;21;24;17
22;6;23;25;12;2;1;19;18;13;9;3;26;5;10;11;20;4;7;8;14;15;16;21;24;17;6;5828332
6;5828332;22;6;23;25;12;2;1;19;18;13;9;3;26;5;10;11;20;4;7;8;14;15;16;21;24;17
22;6;23;25;12;2;1;19;18;13;9;3;26;5;10;16;20;4;7;8;14;15;11;21;24;17;6;5846705
6;5846705;22;6;23;25;12;2;1;19;18;13;9;3;26;5;10;16;20;4;7;8;14;15;11;21;24;17
22;6;23;25;12;1;2;19;18;13;9;3;26;5;10;16;20;4;7;8;14;15;11;21;24;17;6;5846705
6;5846705;22;6;23;25;12;1;2;19;18;13;9;3;26;5;10;16;20;4;7;8;14;15;11;21;24;17
22;6;15;25;12;1;2;19;18;13;9;3;26;5;10;16;20;4;7;8;14;23;11;21;24;17;6;5838543
6;5838543;22;6;15;25;12;1;2;19;18;13;9;3;26;5;10;16;20;4;7;8;14;23;11;21;24;17
22;6;15;25;12;1;2;19;18;13;9;3;26;5;10;16;24;4;7;8;14;23;11;21;20;17;6;5899343
6;5899343;22;6;15;25;12;1;2;19;18;13;9;3;26;5;10;16;24;4;7;8;14;23;11;21;20;17
22;6;15;25;12;1;2;19;18;9;13;3;26;5;10;16;24;4;7;8;14;23;11;21;20;17;6;5910105
6;5910105;22;6;15;25;12;1;2;19;18;9;13;3;26;5;10;16;24;4;7;8;14;23;11;21;20;17
22;6;15;25;12;7;2;19;18;9;13;3;26;5;10;16;24;4;1;8;14;23;11;21;20;17;6;5889036
6;5889036;22;6;15;25;12;7;2;19;18;9;13;3;26;5;10;16;24;4;1;8;14;23;11;21;20;17
1;6;15;25;12;7;2;19;18;9;13;3;26;5;10;16;24;4;22;8;14;23;11;21;20;17;6;5961056
6;5961056;1;6;15;25;12;7;2;19;18;9;13;3;26;5;10;16;24;4;22;8;14;23;11;21;20;17
1;6;15;25;12;7;2;23;18;9;13;3;26;5;10;16;24;4;22;8;14;19;11;21;20;17;6;5968428
6;5968428;1;6;15;25;12;7;2;23;18;9;13;3;26;5;10;16;24;4;22;8;14;19;11;21;20;17
1;6;15;25;12;7;2;10;18;9;13;3;26;5;23;16;24;4;22;8;14;19;11;21;20;17;6;5975472
6;5975472;1;6;15;25;12;7;2;10;18;9;13;3;26;5;23;16;24;4;22;8;14;19;11;21;20;17
1;6;3;25;12;7;2;10;18;9;13;15;26;5;23;16;24;4;22;8;14;19;11;21;20;17;6;5997260
6;5997260;1;6;3;25;12;7;2;10;18;9;13;15;26;5;23;16;24;4;22;8;14;19;11;21;20;17
1;6;3;25;12;7;2;10;18;5;13;15;26;9;23;16;24;4;22;8;14;19;11;21;20;17;6;6067530
6;6067530;1;6;3;25;12;7;2;10;18;5;13;15;26;9;23;16;24;4;22;8;14;19;11;21;20;17
1;6;14;25;12;7;2;10;18;5;13;15;26;9;23;16;24;4;22;8;3;19;11;21;20;17;6;6029875
6;6029875;1;6;14;25;12;7;2;10;18;5;13;15;26;9;23;16;24;4;22;8;3;19;11;21;20;17
1;6;14;23;12;7;2;10;18;5;13;15;26;9;25;16;24;4;22;8;3;19;11;21;20;17;6;6034394
6;6034394;1;6;14;23;12;7;2;10;18;5;13;15;26;9;25;16;24;4;22;8;3;19;11;21;20;17
1;6;14;23;12;7;2;10;18;5;13;15;26;3;25;16;24;4;22;8;9;19;11;21;20;17;6;6044943
6;6044943;1;6;14;23;12;7;2;10;18;5;13;15;26;3;25;16;24;4;22;8;9;19;11;21;20;17
1;6;14;23;12;7;2;10;18;5;13;15;21;3;25;16;24;4;22;8;9;19;11;26;20;17;6;6002062
6;6002062;1;6;14;23;12;7;2;10;18;5;13;15;21;3;25;16;24;4;22;8;9;19;11;26;20;17
