"X1";"X5933195";"X14";"X21";"X18";"X11";"X22";"X4";"X5";"X7";"X24";"X9";"X19";"X10";"X8";"X13";"X17";"X15";"X12";"X6";"X2";"X3";"X1.1";"X25";"X26";"X20";"X23";"X16"
1;5868176;18;21;13;11;22;4;5;26;3;19;9;15;8;12;17;23;20;6;2;1;7;25;24;14;10;16
18;21;13;11;22;4;5;26;3;19;9;15;8;12;17;23;20;6;2;1;7;24;25;14;10;16;1;5867578
1;5867578;18;21;13;11;22;4;5;26;3;19;9;15;8;12;17;23;20;6;2;1;7;24;25;14;10;16
18;21;13;11;22;4;5;26;3;19;9;15;14;12;17;23;20;6;2;1;7;24;25;8;10;16;1;5759693
1;5759693;18;21;13;11;22;4;5;26;3;19;9;15;14;12;17;23;20;6;2;1;7;24;25;8;10;16
18;21;13;11;12;4;5;26;3;19;9;15;14;22;17;23;20;6;2;1;7;24;25;8;10;16;1;5785702
1;5785702;18;21;13;11;12;4;5;26;3;19;9;15;14;22;17;23;20;6;2;1;7;24;25;8;10;16
18;21;13;11;25;4;5;26;3;19;9;15;14;22;17;23;20;6;2;1;7;24;12;8;10;16;1;5797130
1;5797130;18;21;13;11;25;4;5;26;3;19;9;15;14;22;17;23;20;6;2;1;7;24;12;8;10;16
18;21;13;11;25;4;5;10;3;19;9;15;14;22;17;23;20;6;2;1;7;24;12;8;26;16;1;5806259
1;5806259;18;21;13;11;25;4;5;10;3;19;9;15;14;22;17;23;20;6;2;1;7;24;12;8;26;16
18;21;19;11;25;4;5;10;3;13;9;15;14;22;17;23;20;6;2;1;7;24;12;8;26;16;1;5794387
1;5794387;18;21;19;11;25;4;5;10;3;13;9;15;14;22;17;23;20;6;2;1;7;24;12;8;26;16
18;21;19;11;25;4;5;10;3;13;9;15;14;22;8;23;20;6;2;1;7;24;12;17;26;16;1;5789318
2;5789318;18;21;19;11;25;4;5;10;3;13;9;15;14;22;8;23;20;6;2;1;7;24;12;17;26;16
18;21;19;11;25;4;5;10;3;13;9;15;14;22;8;23;20;6;2;1;7;24;16;17;26;12;2;5804771
2;5804771;18;21;19;11;25;4;5;10;3;13;9;15;14;22;8;23;20;6;2;1;7;24;16;17;26;12
18;21;19;11;25;4;5;10;3;13;9;8;14;22;15;23;20;6;2;1;7;24;16;17;26;12;2;5824190
2;5824190;18;21;19;11;25;4;5;10;3;13;9;8;14;22;15;23;20;6;2;1;7;24;16;17;26;12
18;21;19;11;25;4;5;10;3;13;9;8;14;12;15;23;20;6;2;1;7;24;16;17;26;22;2;5794347
2;5794347;18;21;19;11;25;4;5;10;3;13;9;8;14;12;15;23;20;6;2;1;7;24;16;17;26;22
18;21;19;11;25;4;5;10;3;13;6;8;14;12;15;23;20;9;2;1;7;24;16;17;26;22;2;5806300
2;5806300;18;21;19;11;25;4;5;10;3;13;6;8;14;12;15;23;20;9;2;1;7;24;16;17;26;22
18;21;19;23;25;4;5;10;3;13;6;8;14;12;15;11;20;9;2;1;7;24;16;17;26;22;2;5795284
2;5795284;18;21;19;23;25;4;5;10;3;13;6;8;14;12;15;11;20;9;2;1;7;24;16;17;26;22
18;21;19;23;25;24;5;10;3;13;6;8;14;12;15;11;20;9;2;1;7;4;16;17;26;22;2;5816405
2;5816405;18;21;19;23;25;24;5;10;3;13;6;8;14;12;15;11;20;9;2;1;7;4;16;17;26;22
15;21;19;23;25;24;5;10;3;13;6;8;14;12;18;11;20;9;2;1;7;4;16;17;26;22;2;5792668
2;5792668;15;21;19;23;25;24;5;10;3;13;6;8;14;12;18;11;20;9;2;1;7;4;16;17;26;22
15;21;19;4;25;24;5;10;3;13;6;8;14;12;18;11;20;9;2;1;7;23;16;17;26;22;2;5780353
2;5780353;15;21;19;4;25;24;5;10;3;13;6;8;14;12;18;11;20;9;2;1;7;23;16;17;26;22
15;21;19;4;25;24;5;10;3;13;11;8;14;12;18;6;20;9;2;1;7;23;16;17;26;22;2;5779696
2;5779696;15;21;19;4;25;24;5;10;3;13;11;8;14;12;18;6;20;9;2;1;7;23;16;17;26;22
20;21;19;4;25;24;5;10;3;13;11;8;14;12;18;6;15;9;2;1;7;23;16;17;26;22;2;5809041
2;5809041;20;21;19;4;25;24;5;10;3;13;11;8;14;12;18;6;15;9;2;1;7;23;16;17;26;22
20;21;19;4;25;24;5;10;3;13;18;8;14;12;11;6;15;9;2;1;7;23;16;17;26;22;2;5792149
2;5792149;20;21;19;4;25;24;5;10;3;13;18;8;14;12;11;6;15;9;2;1;7;23;16;17;26;22
20;21;19;4;25;24;5;16;3;13;18;8;14;12;11;6;15;9;2;1;7;23;10;17;26;22;2;5786146
2;5786146;20;21;19;4;25;24;5;16;3;13;18;8;14;12;11;6;15;9;2;1;7;23;10;17;26;22
20;21;19;4;25;24;5;16;3;13;18;8;14;12;11;6;15;9;2;1;7;26;10;17;23;22;2;5799039
2;5799039;20;21;19;4;25;24;5;16;3;13;18;8;14;12;11;6;15;9;2;1;7;26;10;17;23;22
20;21;3;4;25;24;5;16;19;13;18;8;14;12;11;6;15;9;2;1;7;26;10;17;23;22;2;5781361
2;5781361;20;21;3;4;25;24;5;16;19;13;18;8;14;12;11;6;15;9;2;1;7;26;10;17;23;22
20;11;3;4;25;24;5;16;19;13;18;8;14;12;21;6;15;9;2;1;7;26;10;17;23;22;2;5778895
2;5778895;20;11;3;4;25;24;5;16;19;13;18;8;14;12;21;6;15;9;2;1;7;26;10;17;23;22
20;11;3;4;25;5;24;16;19;13;18;8;14;12;21;6;15;9;2;1;7;26;10;17;23;22;2;5778895
2;5778895;20;11;3;4;25;5;24;16;19;13;18;8;14;12;21;6;15;9;2;1;7;26;10;17;23;22
20;2;3;4;25;5;24;16;19;13;18;8;14;12;21;6;15;9;11;1;7;26;10;17;23;22;2;5761157
2;5761157;20;2;3;4;25;5;24;16;19;13;18;8;14;12;21;6;15;9;11;1;7;26;10;17;23;22
20;2;3;4;25;5;24;16;19;13;18;8;14;12;21;6;15;9;11;1;10;26;7;17;23;22;2;5762538
2;5762538;20;2;3;4;25;5;24;16;19;13;18;8;14;12;21;6;15;9;11;1;10;26;7;17;23;22
6;2;3;4;25;5;24;16;19;13;18;8;14;12;21;20;15;9;11;1;10;26;7;17;23;22;2;5782509
2;5782509;6;2;3;4;25;5;24;16;19;13;18;8;14;12;21;20;15;9;11;1;10;26;7;17;23;22
6;2;3;4;25;5;14;16;19;13;18;8;24;12;21;20;15;9;11;1;10;26;7;17;23;22;2;5867049
3;5867049;6;2;3;4;25;5;14;16;19;13;18;8;24;12;21;20;15;9;11;1;10;26;7;17;23;22
6;2;3;4;25;5;14;16;19;13;18;8;24;9;21;20;15;12;11;1;10;26;7;17;23;22;3;5833905
3;5833905;6;2;3;4;25;5;14;16;19;13;18;8;24;9;21;20;15;12;11;1;10;26;7;17;23;22
6;2;3;4;25;5;14;16;19;13;18;8;24;9;21;20;15;12;11;1;26;10;7;17;23;22;3;5834003
3;5834003;6;2;3;4;25;5;14;16;19;13;18;8;24;9;21;20;15;12;11;1;26;10;7;17;23;22
6;2;3;4;25;5;14;16;19;13;18;8;24;15;21;20;9;12;11;1;26;10;7;17;23;22;3;5916903
3;5916903;6;2;3;4;25;5;14;16;19;13;18;8;24;15;21;20;9;12;11;1;26;10;7;17;23;22
6;2;3;4;25;5;14;16;19;13;18;8;24;15;21;22;9;12;11;1;26;10;7;17;23;20;3;5982666
3;5982666;6;2;3;4;25;5;14;16;19;13;18;8;24;15;21;22;9;12;11;1;26;10;7;17;23;20
17;2;3;4;25;5;14;16;19;13;18;8;24;15;21;22;9;12;11;1;26;10;7;6;23;20;3;5980663
3;5980663;17;2;3;4;25;5;14;16;19;13;18;8;24;15;21;22;9;12;11;1;26;10;7;6;23;20
17;2;3;4;25;5;14;16;19;13;18;8;24;15;21;22;9;12;11;23;26;10;7;6;1;20;3;5972825
3;5972825;17;2;3;4;25;5;14;16;19;13;18;8;24;15;21;22;9;12;11;23;26;10;7;6;1;20
17;2;3;4;25;19;14;16;5;13;18;8;24;15;21;22;9;12;11;23;26;10;7;6;1;20;3;5929408
3;5929408;17;2;3;4;25;19;14;16;5;13;18;8;24;15;21;22;9;12;11;23;26;10;7;6;1;20
17;25;3;4;2;19;14;16;5;13;18;8;24;15;21;22;9;12;11;23;26;10;7;6;1;20;3;5930653
3;5930653;17;25;3;4;2;19;14;16;5;13;18;8;24;15;21;22;9;12;11;23;26;10;7;6;1;20
17;25;3;2;4;19;14;16;5;13;18;8;24;15;21;22;9;12;11;23;26;10;7;6;1;20;3;5930273
3;5930273;17;25;3;2;4;19;14;16;5;13;18;8;24;15;21;22;9;12;11;23;26;10;7;6;1;20
17;25;3;2;4;19;14;16;26;13;18;8;24;15;21;22;9;12;11;23;5;10;7;6;1;20;3;5935843
3;5935843;17;25;3;2;4;19;14;16;26;13;18;8;24;15;21;22;9;12;11;23;5;10;7;6;1;20
17;25;3;2;20;19;14;16;26;13;18;8;24;15;21;22;9;12;11;23;5;10;7;6;1;4;3;5897112
3;5897112;17;25;3;2;20;19;14;16;26;13;18;8;24;15;21;22;9;12;11;23;5;10;7;6;1;4
17;25;26;2;20;19;14;16;3;13;18;8;24;15;21;22;9;12;11;23;5;10;7;6;1;4;3;5947477
3;5947477;17;25;26;2;20;19;14;16;3;13;18;8;24;15;21;22;9;12;11;23;5;10;7;6;1;4
9;25;26;2;20;19;14;16;3;13;18;8;24;15;21;22;17;12;11;23;5;10;7;6;1;4;3;5984694
3;5984694;9;25;26;2;20;19;14;16;3;13;18;8;24;15;21;22;17;12;11;23;5;10;7;6;1;4
9;25;26;2;20;19;14;16;3;5;18;8;24;15;21;22;17;12;11;23;13;10;7;6;1;4;3;5881061
3;5881061;9;25;26;2;20;19;14;16;3;5;18;8;24;15;21;22;17;12;11;23;13;10;7;6;1;4
9;25;26;2;20;19;12;16;3;5;18;8;24;15;21;22;17;14;11;23;13;10;7;6;1;4;3;5801577
3;5801577;9;25;26;2;20;19;12;16;3;5;18;8;24;15;21;22;17;14;11;23;13;10;7;6;1;4
9;25;26;2;20;23;12;16;3;5;18;8;24;15;21;22;17;14;11;19;13;10;7;6;1;4;3;5832783
3;5832783;9;25;26;2;20;23;12;16;3;5;18;8;24;15;21;22;17;14;11;19;13;10;7;6;1;4
9;25;26;2;20;23;12;16;3;5;18;8;24;17;21;22;15;14;11;19;13;10;7;6;1;4;3;5840754
3;5840754;9;25;26;2;20;23;12;16;3;5;18;8;24;17;21;22;15;14;11;19;13;10;7;6;1;4
9;25;26;2;20;23;12;19;3;5;18;8;24;17;21;22;15;14;11;16;13;10;7;6;1;4;3;5800128
3;5800128;9;25;26;2;20;23;12;19;3;5;18;8;24;17;21;22;15;14;11;16;13;10;7;6;1;4
9;25;26;2;20;23;12;19;3;5;18;8;24;17;21;22;15;14;13;16;11;10;7;6;1;4;3;5785816
3;5785816;9;25;26;2;20;23;12;19;3;5;18;8;24;17;21;22;15;14;13;16;11;10;7;6;1;4
9;25;26;2;20;23;12;19;3;5;18;15;24;17;21;22;8;14;13;16;11;10;7;6;1;4;3;5797073
4;5797073;9;25;26;2;20;23;12;19;3;5;18;15;24;17;21;22;8;14;13;16;11;10;7;6;1;4
9;7;26;2;20;23;12;19;3;5;18;15;24;17;21;22;8;14;13;16;11;10;25;6;1;4;4;5788800
4;5788800;9;7;26;2;20;23;12;19;3;5;18;15;24;17;21;22;8;14;13;16;11;10;25;6;1;4
9;7;26;2;20;23;12;19;14;5;18;15;24;17;21;22;8;3;13;16;11;10;25;6;1;4;4;5871100
4;5871100;9;7;26;2;20;23;12;19;14;5;18;15;24;17;21;22;8;3;13;16;11;10;25;6;1;4
9;7;26;2;20;23;25;19;14;5;18;15;24;17;21;22;8;3;13;16;11;10;12;6;1;4;4;5863417
4;5863417;9;7;26;2;20;23;25;19;14;5;18;15;24;17;21;22;8;3;13;16;11;10;12;6;1;4
9;7;26;2;20;23;12;19;14;5;18;15;24;17;21;22;8;3;13;16;11;10;25;6;1;4;4;5871100
4;5871100;9;7;26;2;20;23;12;19;14;5;18;15;24;17;21;22;8;3;13;16;11;10;25;6;1;4
9;7;26;2;20;23;12;19;14;5;18;15;24;17;21;22;8;3;6;16;11;10;25;13;1;4;4;5873566
4;5873566;9;7;26;2;20;23;12;19;14;5;18;15;24;17;21;22;8;3;6;16;11;10;25;13;1;4
5;7;26;2;20;23;12;19;14;9;18;15;24;17;21;22;8;3;6;16;11;10;25;13;1;4;4;5938713
4;5938713;5;7;26;2;20;23;12;19;14;9;18;15;24;17;21;22;8;3;6;16;11;10;25;13;1;4
5;7;26;2;20;23;12;19;14;9;18;1;24;17;21;22;8;3;6;16;11;10;25;13;15;4;4;5924710
4;5924710;5;7;26;2;20;23;12;19;14;9;18;1;24;17;21;22;8;3;6;16;11;10;25;13;15;4
5;23;26;2;20;7;12;19;14;9;18;1;24;17;21;22;8;3;6;16;11;10;25;13;15;4;4;5913433
4;5913433;5;23;26;2;20;7;12;19;14;9;18;1;24;17;21;22;8;3;6;16;11;10;25;13;15;4
5;18;26;2;20;7;12;19;14;9;23;1;24;17;21;22;8;3;6;16;11;10;25;13;15;4;4;5914325
4;5914325;5;18;26;2;20;7;12;19;14;9;23;1;24;17;21;22;8;3;6;16;11;10;25;13;15;4
5;18;26;2;20;7;12;19;14;9;23;1;24;17;22;21;8;3;6;16;11;10;25;13;15;4;4;5893931
4;5893931;5;18;26;2;20;7;12;19;14;9;23;1;24;17;22;21;8;3;6;16;11;10;25;13;15;4
5;18;26;14;20;7;12;19;2;9;23;1;24;17;22;21;8;3;6;16;11;10;25;13;15;4;4;5861492
4;5861492;5;18;26;14;20;7;12;19;2;9;23;1;24;17;22;21;8;3;6;16;11;10;25;13;15;4
5;18;26;14;20;7;12;19;2;9;23;1;24;25;22;21;8;3;6;16;11;10;17;13;15;4;4;5860947
4;5860947;5;18;26;14;20;7;12;19;2;9;23;1;24;25;22;21;8;3;6;16;11;10;17;13;15;4
16;18;26;14;20;7;12;19;2;9;23;1;24;25;22;21;8;3;6;5;11;10;17;13;15;4;4;5904171
4;5904171;16;18;26;14;20;7;12;19;2;9;23;1;24;25;22;21;8;3;6;5;11;10;17;13;15;4
8;18;26;14;20;7;12;19;2;9;23;1;24;25;22;21;16;3;6;5;11;10;17;13;15;4;4;5967559
4;5967559;8;18;26;14;20;7;12;19;2;9;23;1;24;25;22;21;16;3;6;5;11;10;17;13;15;4
8;18;26;14;20;7;12;10;2;9;23;1;24;25;22;21;16;3;6;5;11;19;17;13;15;4;4;6001560
4;6001560;8;18;26;14;20;7;12;10;2;9;23;1;24;25;22;21;16;3;6;5;11;19;17;13;15;4
8;18;26;14;20;5;12;10;2;9;23;1;24;25;22;21;16;3;6;7;11;19;17;13;15;4;4;5860317
4;5860317;8;18;26;14;20;5;12;10;2;9;23;1;24;25;22;21;16;3;6;7;11;19;17;13;15;4
8;18;26;14;20;5;12;10;2;9;23;1;24;25;22;16;21;3;6;7;11;19;17;13;15;4;4;5857405
4;5857405;8;18;26;14;20;5;12;10;2;9;23;1;24;25;22;16;21;3;6;7;11;19;17;13;15;4
8;18;26;14;20;5;12;10;2;9;23;1;24;25;22;16;21;3;6;7;11;19;13;17;15;4;4;5857405
4;5857405;8;18;26;14;20;5;12;10;2;9;23;1;24;25;22;16;21;3;6;7;11;19;13;17;15;4
8;10;26;14;20;5;12;18;2;9;23;1;24;25;22;16;21;3;6;7;11;19;13;17;15;4;4;5915362
4;5915362;8;10;26;14;20;5;12;18;2;9;23;1;24;25;22;16;21;3;6;7;11;19;13;17;15;4
8;12;26;14;20;5;10;18;2;9;23;1;24;25;22;16;21;3;6;7;11;19;13;17;15;4;4;5892255
5;5892255;8;12;26;14;20;5;10;18;2;9;23;1;24;25;22;16;21;3;6;7;11;19;13;17;15;4
8;12;26;14;20;5;10;19;2;9;23;1;24;25;22;16;21;3;6;7;11;18;13;17;15;4;5;5862511
5;5862511;8;12;26;14;20;5;10;19;2;9;23;1;24;25;22;16;21;3;6;7;11;18;13;17;15;4
8;12;26;14;20;5;10;19;2;9;23;1;24;25;17;16;21;3;6;7;11;18;13;22;15;4;5;5863488
5;5863488;8;12;26;14;20;5;10;19;2;9;23;1;24;25;17;16;21;3;6;7;11;18;13;22;15;4
8;12;26;14;20;5;10;19;2;6;23;1;24;25;17;16;21;3;9;7;11;18;13;22;15;4;5;5817144
5;5817144;8;12;26;14;20;5;10;19;2;6;23;1;24;25;17;16;21;3;9;7;11;18;13;22;15;4
19;12;26;14;20;5;10;8;2;6;23;1;24;25;17;16;21;3;9;7;11;18;13;22;15;4;5;5820646
5;5820646;19;12;26;14;20;5;10;8;2;6;23;1;24;25;17;16;21;3;9;7;11;18;13;22;15;4
19;12;26;14;20;5;10;8;2;6;23;1;24;17;25;16;21;3;9;7;11;18;13;22;15;4;5;5821618
5;5821618;19;12;26;14;20;5;10;8;2;6;23;1;24;17;25;16;21;3;9;7;11;18;13;22;15;4
19;12;26;14;20;5;10;8;2;6;23;1;15;17;25;16;21;3;9;7;11;18;13;22;24;4;5;5842760
5;5842760;19;12;26;14;20;5;10;8;2;6;23;1;15;17;25;16;21;3;9;7;11;18;13;22;24;4
19;12;26;14;20;5;10;8;2;6;23;1;15;17;25;16;24;3;9;7;11;18;13;22;21;4;5;5855629
5;5855629;19;12;26;14;20;5;10;8;2;6;23;1;15;17;25;16;24;3;9;7;11;18;13;22;21;4
19;25;26;14;20;5;10;8;2;6;23;1;15;17;12;16;24;3;9;7;11;18;13;22;21;4;5;5845012
5;5845012;19;25;26;14;20;5;10;8;2;6;23;1;15;17;12;16;24;3;9;7;11;18;13;22;21;4
19;25;26;14;20;5;10;8;2;6;23;1;9;17;12;16;24;3;15;7;11;18;13;22;21;4;5;5867968
5;5867968;19;25;26;14;20;5;10;8;2;6;23;1;9;17;12;16;24;3;15;7;11;18;13;22;21;4
19;25;26;14;15;5;10;8;2;6;23;1;9;17;12;16;24;3;20;7;11;18;13;22;21;4;5;5889433
5;5889433;19;25;26;14;15;5;10;8;2;6;23;1;9;17;12;16;24;3;20;7;11;18;13;22;21;4
19;25;26;14;15;5;10;8;2;9;23;1;6;17;12;16;24;3;20;7;11;18;13;22;21;4;5;5893989
5;5893989;19;25;26;14;15;5;10;8;2;9;23;1;6;17;12;16;24;3;20;7;11;18;13;22;21;4
21;25;26;14;15;5;10;8;2;9;23;1;6;17;12;16;24;3;20;7;11;18;13;22;19;4;5;6015201
5;6015201;21;25;26;14;15;5;10;8;2;9;23;1;6;17;12;16;24;3;20;7;11;18;13;22;19;4
21;25;26;14;15;5;10;8;6;9;23;1;2;17;12;16;24;3;20;7;11;18;13;22;19;4;5;6004400
5;6004400;21;25;26;14;15;5;10;8;6;9;23;1;2;17;12;16;24;3;20;7;11;18;13;22;19;4
21;25;26;1;15;5;10;8;6;9;23;14;2;17;12;16;24;3;20;7;11;18;13;22;19;4;5;6003345
5;6003345;21;25;26;1;15;5;10;8;6;9;23;14;2;17;12;16;24;3;20;7;11;18;13;22;19;4
21;25;26;1;3;5;10;8;6;9;23;14;2;17;12;16;24;15;20;7;11;18;13;22;19;4;5;5922211
5;5922211;21;25;26;1;3;5;10;8;6;9;23;14;2;17;12;16;24;15;20;7;11;18;13;22;19;4
21;25;26;1;3;5;10;8;6;9;23;14;2;17;12;16;24;15;20;7;11;18;13;19;22;4;5;5923672
5;5923672;21;25;26;1;3;5;10;8;6;9;23;14;2;17;12;16;24;15;20;7;11;18;13;19;22;4
21;25;26;1;3;5;10;8;6;9;23;14;16;17;12;2;24;15;20;7;11;18;13;19;22;4;5;5943827
5;5943827;21;25;26;1;3;5;10;8;6;9;23;14;16;17;12;2;24;15;20;7;11;18;13;19;22;4
21;10;26;1;3;5;25;8;6;9;23;14;16;17;12;2;24;15;20;7;11;18;13;19;22;4;5;5943763
5;5943763;21;10;26;1;3;5;25;8;6;9;23;14;16;17;12;2;24;15;20;7;11;18;13;19;22;4
21;10;26;1;3;5;25;8;6;9;23;14;16;17;12;2;24;20;15;7;11;18;13;19;22;4;5;5949983
5;5949983;21;10;26;1;3;5;25;8;6;9;23;14;16;17;12;2;24;20;15;7;11;18;13;19;22;4
21;10;26;1;3;5;25;8;6;23;9;14;16;17;12;2;24;20;15;7;11;18;13;19;22;4;5;5927868
6;5927868;21;10;26;1;3;5;25;8;6;23;9;14;16;17;12;2;24;20;15;7;11;18;13;19;22;4
21;10;26;1;3;5;25;8;6;23;9;14;16;17;20;2;24;12;15;7;11;18;13;19;22;4;6;5955440
6;5955440;21;10;26;1;3;5;25;8;6;23;9;14;16;17;20;2;24;12;15;7;11;18;13;19;22;4
21;10;26;5;3;1;25;8;6;23;9;14;16;17;20;2;24;12;15;7;11;18;13;19;22;4;6;6054513
6;6054513;21;10;26;5;3;1;25;8;6;23;9;14;16;17;20;2;24;12;15;7;11;18;13;19;22;4
21;10;26;5;3;1;25;8;6;23;9;22;16;17;20;2;24;12;15;7;11;18;13;19;14;4;6;6087184
6;6087184;21;10;26;5;3;1;25;8;6;23;9;22;16;17;20;2;24;12;15;7;11;18;13;19;14;4
21;10;26;5;3;1;25;8;23;6;9;22;16;17;20;2;24;12;15;7;11;18;13;19;14;4;6;6088164
6;6088164;21;10;26;5;3;1;25;8;23;6;9;22;16;17;20;2;24;12;15;7;11;18;13;19;14;4
21;10;26;5;3;1;25;8;23;6;9;4;16;17;20;2;24;12;15;7;11;18;13;19;14;22;6;6080995
6;6080995;21;10;26;5;3;1;25;8;23;6;9;4;16;17;20;2;24;12;15;7;11;18;13;19;14;22
1;10;26;5;3;21;25;8;23;6;9;4;16;17;20;2;24;12;15;7;11;18;13;19;14;22;6;6100261
6;6100261;1;10;26;5;3;21;25;8;23;6;9;4;16;17;20;2;24;12;15;7;11;18;13;19;14;22
1;10;26;5;3;21;25;4;23;6;9;8;16;17;20;2;24;12;15;7;11;18;13;19;14;22;6;6114208
6;6114208;1;10;26;5;3;21;25;4;23;6;9;8;16;17;20;2;24;12;15;7;11;18;13;19;14;22
1;10;26;5;3;21;25;18;23;6;9;8;16;17;20;2;24;12;15;7;11;4;13;19;14;22;6;5981553
6;5981553;1;10;26;5;3;21;25;18;23;6;9;8;16;17;20;2;24;12;15;7;11;4;13;19;14;22
5;10;26;1;3;21;25;18;23;6;9;8;16;17;20;2;24;12;15;7;11;4;13;19;14;22;6;6032119
6;6032119;5;10;26;1;3;21;25;18;23;6;9;8;16;17;20;2;24;12;15;7;11;4;13;19;14;22
5;10;26;1;3;21;25;18;23;6;9;2;16;17;20;8;24;12;15;7;11;4;13;19;14;22;6;6025812
6;6025812;5;10;26;1;3;21;25;18;23;6;9;2;16;17;20;8;24;12;15;7;11;4;13;19;14;22
5;10;26;1;3;21;25;18;19;6;9;2;16;17;20;8;24;12;15;7;11;4;13;23;14;22;6;5923245
6;5923245;5;10;26;1;3;21;25;18;19;6;9;2;16;17;20;8;24;12;15;7;11;4;13;23;14;22
5;10;26;1;8;21;25;18;19;6;9;2;16;17;20;3;24;12;15;7;11;4;13;23;14;22;6;5957664
6;5957664;5;10;26;1;8;21;25;18;19;6;9;2;16;17;20;3;24;12;15;7;11;4;13;23;14;22
5;10;26;1;8;24;25;18;19;6;9;2;16;17;20;3;21;12;15;7;11;4;13;23;14;22;6;5924282
6;5924282;5;10;26;1;8;24;25;18;19;6;9;2;16;17;20;3;21;12;15;7;11;4;13;23;14;22
10;5;26;1;8;24;25;18;19;6;9;2;16;17;20;3;21;12;15;7;11;4;13;23;14;22;6;5849824
6;5849824;10;5;26;1;8;24;25;18;19;6;9;2;16;17;20;3;21;12;15;7;11;4;13;23;14;22
10;5;26;1;8;24;25;18;19;6;9;2;16;17;20;3;21;12;15;14;11;4;13;23;7;22;6;5983620
6;5849824;10;5;26;1;8;24;25;18;19;6;9;2;16;17;20;3;21;12;15;7;11;4;13;23;14;22
10;5;26;1;8;24;25;18;19;6;9;2;16;17;7;3;21;12;15;20;11;4;13;23;14;22;6;5864185
6;5864185;10;5;26;1;8;24;25;18;19;6;9;2;16;17;7;3;21;12;15;20;11;4;13;23;14;22
10;5;26;1;8;24;25;18;21;6;9;2;16;17;7;3;19;12;15;20;11;4;13;23;14;22;6;5848138
6;5848138;10;5;26;1;8;24;25;18;21;6;9;2;16;17;7;3;19;12;15;20;11;4;13;23;14;22
10;5;26;1;8;24;25;18;21;6;9;2;16;17;7;3;23;12;15;20;11;4;13;19;14;22;6;5933369
6;5933369;10;5;26;1;8;24;25;18;21;6;9;2;16;17;7;3;23;12;15;20;11;4;13;19;14;22
