"X1";"X5878714";"X26";"X15";"X21";"X4";"X5";"X22";"X11";"X2";"X8";"X9";"X1.1";"X10";"X14";"X23";"X12";"X18";"X6";"X25";"X13";"X20";"X16";"X24";"X7";"X3";"X17";"X19"
2;5909896;25;24;21;18;17;5;11;10;1;23;8;12;14;15;2;6;4;22;13;9;16;3;7;26;20;19
25;24;21;18;17;5;11;6;1;23;8;12;14;15;2;10;4;22;13;9;16;3;7;26;20;19;2;5908763
2;5908763;25;24;21;18;17;5;11;6;1;23;8;12;14;15;2;10;4;22;13;9;16;3;7;26;20;19
25;24;21;18;17;5;11;6;1;23;8;12;14;15;2;10;4;22;13;9;16;19;7;26;20;3;2;5875204
2;5875204;25;24;21;18;17;5;11;6;1;23;8;12;14;15;2;10;4;22;13;9;16;19;7;26;20;3
25;24;21;18;17;5;19;6;1;23;8;12;14;15;2;10;4;22;13;9;16;11;7;26;20;3;2;5912067
2;5912067;25;24;21;18;17;5;19;6;1;23;8;12;14;15;2;10;4;22;13;9;16;11;7;26;20;3
25;24;21;16;17;5;19;6;1;23;8;12;14;15;2;10;4;22;13;9;18;11;7;26;20;3;2;5917946
2;5917946;25;24;21;16;17;5;19;6;1;23;8;12;14;15;2;10;4;22;13;9;18;11;7;26;20;3
25;24;16;21;17;5;19;6;1;23;8;12;14;15;2;10;4;22;13;9;18;11;7;26;20;3;2;5893583
2;5893583;25;24;16;21;17;5;19;6;1;23;8;12;14;15;2;10;4;22;13;9;18;11;7;26;20;3
25;22;16;21;17;5;19;6;1;23;8;12;14;15;2;10;4;24;13;9;18;11;7;26;20;3;2;5890397
2;5890397;25;22;16;21;17;5;19;6;1;23;8;12;14;15;2;10;4;24;13;9;18;11;7;26;20;3
25;22;8;21;17;5;19;6;1;23;16;12;14;15;2;10;4;24;13;9;18;11;7;26;20;3;2;5897510
2;5897510;25;22;8;21;17;5;19;6;1;23;16;12;14;15;2;10;4;24;13;9;18;11;7;26;20;3
25;22;8;21;17;5;19;9;1;23;16;12;14;15;2;10;4;24;13;6;18;11;7;26;20;3;2;5981199
2;5981199;25;22;8;21;17;5;19;9;1;23;16;12;14;15;2;10;4;24;13;6;18;11;7;26;20;3
25;22;8;21;17;5;19;9;1;6;16;12;14;15;2;10;4;24;13;23;18;11;7;26;20;3;2;5965574
2;5965574;25;22;8;21;17;5;19;9;1;6;16;12;14;15;2;10;4;24;13;23;18;11;7;26;20;3
25;22;8;21;17;5;20;9;1;6;16;12;14;15;2;10;4;24;13;23;18;11;7;26;19;3;2;5933865
2;5933865;25;22;8;21;17;5;20;9;1;6;16;12;14;15;2;10;4;24;13;23;18;11;7;26;19;3
25;22;8;21;17;5;20;9;10;6;16;12;14;15;2;1;4;24;13;23;18;11;7;26;19;3;2;5930497
2;5930497;25;22;8;21;17;5;20;9;10;6;16;12;14;15;2;1;4;24;13;23;18;11;7;26;19;3
25;22;8;21;17;5;20;9;10;6;16;12;14;15;2;18;4;24;13;23;1;11;7;26;19;3;2;6049136
2;6049136;25;22;8;21;17;5;20;9;10;6;16;12;14;15;2;18;4;24;13;23;1;11;7;26;19;3
25;22;8;15;17;5;20;9;10;6;16;12;14;21;2;18;4;24;13;23;1;11;7;26;19;3;2;6036975
2;6036975;25;22;8;15;17;5;20;9;10;6;16;12;14;21;2;18;4;24;13;23;1;11;7;26;19;3
25;22;8;15;17;5;10;9;20;6;16;12;14;21;2;18;4;24;13;23;1;11;7;26;19;3;2;6003017
2;6003017;25;22;8;15;17;5;10;9;20;6;16;12;14;21;2;18;4;24;13;23;1;11;7;26;19;3
25;22;8;15;17;5;16;9;20;6;10;12;14;21;2;18;4;24;13;23;1;11;7;26;19;3;2;6022379
2;6022379;25;22;8;15;17;5;16;9;20;6;10;12;14;21;2;18;4;24;13;23;1;11;7;26;19;3
25;22;8;15;17;5;16;9;20;6;10;12;14;4;2;18;21;24;13;23;1;11;7;26;19;3;2;6001152
2;6001152;25;22;8;15;17;5;16;9;20;6;10;12;14;4;2;18;21;24;13;23;1;11;7;26;19;3
25;22;8;15;17;5;16;9;20;6;10;12;14;4;7;18;21;24;13;23;1;11;2;26;19;3;2;5995151
2;5995151;25;22;8;15;17;5;16;9;20;6;10;12;14;4;7;18;21;24;13;23;1;11;2;26;19;3
25;22;8;15;17;5;16;9;20;12;10;6;14;4;7;18;21;24;13;23;1;11;2;26;19;3;2;6009246
2;6009246;25;22;8;15;17;5;16;9;20;12;10;6;14;4;7;18;21;24;13;23;1;11;2;26;19;3
25;22;8;15;17;21;16;9;20;12;10;6;14;4;7;18;5;24;13;23;1;11;2;26;19;3;2;5887832
3;5887832;25;22;8;15;17;21;16;9;20;12;10;6;14;4;7;18;5;24;13;23;1;11;2;26;19;3
25;22;8;15;17;21;16;9;20;12;10;6;14;4;7;13;5;24;18;23;1;11;2;26;19;3;3;5819905
3;5819905;25;22;8;15;17;21;16;9;20;12;10;6;14;4;7;13;5;24;18;23;1;11;2;26;19;3
25;22;8;15;17;21;16;9;20;12;10;6;14;13;7;4;5;24;18;23;1;11;2;26;19;3;3;5848158
3;5848158;25;22;8;15;17;21;16;9;20;12;10;6;14;13;7;4;5;24;18;23;1;11;2;26;19;3
25;22;8;15;17;2;16;9;20;12;10;6;14;13;7;4;5;24;18;23;1;11;21;26;19;3;3;5873091
3;5873091;25;22;8;15;17;2;16;9;20;12;10;6;14;13;7;4;5;24;18;23;1;11;21;26;19;3
25;22;8;15;20;2;16;9;17;12;10;6;14;13;7;4;5;24;18;23;1;11;21;26;19;3;3;5869280
3;5869280;25;22;8;15;20;2;16;9;17;12;10;6;14;13;7;4;5;24;18;23;1;11;21;26;19;3
25;22;8;15;20;2;16;11;17;12;10;6;14;13;7;4;5;24;18;23;1;9;21;26;19;3;3;5852247
3;5852247;25;22;8;15;20;2;16;11;17;12;10;6;14;13;7;4;5;24;18;23;1;9;21;26;19;3
25;22;8;15;20;2;16;11;17;23;10;6;14;13;7;4;5;24;18;12;1;9;21;26;19;3;3;5884574
3;5884574;25;22;8;15;20;2;16;11;17;23;10;6;14;13;7;4;5;24;18;12;1;9;21;26;19;3
25;22;8;15;10;2;16;11;17;23;20;6;14;13;7;4;5;24;18;12;1;9;21;26;19;3;3;5823721
3;5823721;25;22;8;15;10;2;16;11;17;23;20;6;14;13;7;4;5;24;18;12;1;9;21;26;19;3
25;22;8;15;10;2;16;11;17;23;20;6;14;13;7;3;5;24;18;12;1;9;21;26;19;4;3;5827049
3;5827049;25;22;8;15;10;2;16;11;17;23;20;6;14;13;7;3;5;24;18;12;1;9;21;26;19;4
25;22;8;15;10;2;16;11;17;23;20;14;6;13;7;3;5;24;18;12;1;9;21;26;19;4;3;5809234
3;5809234;25;22;8;15;10;2;16;11;17;23;20;14;6;13;7;3;5;24;18;12;1;9;21;26;19;4
25;22;8;18;10;2;16;11;17;23;20;14;6;13;7;3;5;24;15;12;1;9;21;26;19;4;3;5844762
3;5844762;25;22;8;18;10;2;16;11;17;23;20;14;6;13;7;3;5;24;15;12;1;9;21;26;19;4
25;22;8;18;10;2;16;11;17;23;24;14;6;13;7;3;5;20;15;12;1;9;21;26;19;4;3;5818344
3;5818344;25;22;8;18;10;2;16;11;17;23;24;14;6;13;7;3;5;20;15;12;1;9;21;26;19;4
25;22;8;11;10;2;16;18;17;23;24;14;6;13;7;3;5;20;15;12;1;9;21;26;19;4;3;5855784
3;5855784;25;22;8;11;10;2;16;18;17;23;24;14;6;13;7;3;5;20;15;12;1;9;21;26;19;4
25;22;8;11;10;2;16;18;17;23;24;15;6;13;7;3;5;20;14;12;1;9;21;26;19;4;3;5843711
3;5843711;25;22;8;11;10;2;16;18;17;23;24;15;6;13;7;3;5;20;14;12;1;9;21;26;19;4
25;9;8;11;10;2;16;18;17;23;24;15;6;13;7;3;5;20;14;12;1;22;21;26;19;4;3;5818199
3;5818199;25;9;8;11;10;2;16;18;17;23;24;15;6;13;7;3;5;20;14;12;1;22;21;26;19;4
25;9;8;11;10;2;16;18;17;23;24;15;6;13;7;21;5;20;14;12;1;22;3;26;19;4;3;5867475
3;5867475;25;9;8;11;10;2;16;18;17;23;24;15;6;13;7;21;5;20;14;12;1;22;3;26;19;4
25;9;8;11;10;2;16;18;17;23;24;3;6;13;7;21;5;20;14;12;1;22;15;26;19;4;3;5888734
3;5888734;25;9;8;11;10;2;16;18;17;23;24;3;6;13;7;21;5;20;14;12;1;22;15;26;19;4
25;9;8;11;10;2;16;18;17;23;24;3;6;13;1;21;5;20;14;12;7;22;15;26;19;4;3;5888085
3;5888085;25;9;8;11;10;2;16;18;17;23;24;3;6;13;1;21;5;20;14;12;7;22;15;26;19;4
25;9;8;11;10;2;16;18;17;23;24;14;6;13;1;21;5;20;3;12;7;22;15;26;19;4;3;5868108
3;5868108;25;9;8;11;10;2;16;18;17;23;24;14;6;13;1;21;5;20;3;12;7;22;15;26;19;4
25;9;8;11;10;2;16;18;17;23;22;14;6;13;1;21;5;20;3;12;7;24;15;26;19;4;3;5865124
3;5865124;25;9;8;11;10;2;16;18;17;23;22;14;6;13;1;21;5;20;3;12;7;24;15;26;19;4
25;9;8;11;10;2;16;6;17;23;22;14;18;13;1;21;5;20;3;12;7;24;15;26;19;4;3;5805296
4;5805296;25;9;8;11;10;2;16;6;17;23;22;14;18;13;1;21;5;20;3;12;7;24;15;26;19;4
25;9;8;3;10;2;16;6;17;23;22;14;18;13;1;21;5;20;11;12;7;24;15;26;19;4;4;5847022
4;5847022;25;9;8;3;10;2;16;6;17;23;22;14;18;13;1;21;5;20;11;12;7;24;15;26;19;4
25;9;8;3;10;2;16;6;1;23;22;14;18;13;17;21;5;20;11;12;7;24;15;26;19;4;4;5835774
4;5835774;25;9;8;3;10;2;16;6;1;23;22;14;18;13;17;21;5;20;11;12;7;24;15;26;19;4
25;9;8;1;10;2;16;6;3;23;22;14;18;13;17;21;5;20;11;12;7;24;15;26;19;4;4;5806312
4;5806312;25;9;8;1;10;2;16;6;3;23;22;14;18;13;17;21;5;20;11;12;7;24;15;26;19;4
25;9;8;1;10;2;16;6;3;17;22;14;18;13;23;21;5;20;11;12;7;24;15;26;19;4;4;5819695
4;5819695;25;9;8;1;10;2;16;6;3;17;22;14;18;13;23;21;5;20;11;12;7;24;15;26;19;4
25;9;8;1;20;2;16;6;3;17;22;14;18;13;23;21;5;10;11;12;7;24;15;26;19;4;4;5889651
4;5889651;25;9;8;1;20;2;16;6;3;17;22;14;18;13;23;21;5;10;11;12;7;24;15;26;19;4
25;9;8;1;20;2;16;6;3;12;22;14;18;13;23;21;5;10;11;17;7;24;15;26;19;4;4;5846690
4;5846690;25;9;8;1;20;2;16;6;3;12;22;14;18;13;23;21;5;10;11;17;7;24;15;26;19;4
25;9;8;1;20;2;16;6;3;12;22;14;18;13;23;17;5;10;11;21;7;24;15;26;19;4;4;5868329
4;5868329;25;9;8;1;20;2;16;6;3;12;22;14;18;13;23;17;5;10;11;21;7;24;15;26;19;4
25;26;8;1;20;2;16;6;3;12;22;14;18;13;23;17;5;10;11;21;7;24;15;9;19;4;4;5864053
4;5864053;25;26;8;1;20;2;16;6;3;12;22;14;18;13;23;17;5;10;11;21;7;24;15;9;19;4
17;26;8;1;20;2;16;6;3;12;22;14;18;13;23;25;5;10;11;21;7;24;15;9;19;4;4;5865220
4;5865220;17;26;8;1;20;2;16;6;3;12;22;14;18;13;23;25;5;10;11;21;7;24;15;9;19;4
26;17;8;1;20;2;16;6;3;12;22;14;18;13;23;25;5;10;11;21;7;24;15;9;19;4;4;5871214
4;5871214;26;17;8;1;20;2;16;6;3;12;22;14;18;13;23;25;5;10;11;21;7;24;15;9;19;4
26;17;8;1;20;2;16;6;3;12;22;14;18;13;23;25;5;21;11;10;7;24;15;9;19;4;4;5829012
4;5829012;26;17;8;1;20;2;16;6;3;12;22;14;18;13;23;25;5;21;11;10;7;24;15;9;19;4
26;17;8;1;20;10;16;6;3;12;22;14;18;13;23;25;5;21;11;2;7;24;15;9;19;4;4;5815517
4;5815517;26;17;8;1;20;10;16;6;3;12;22;14;18;13;23;25;5;21;11;2;7;24;15;9;19;4
26;14;8;1;20;10;16;6;3;12;22;17;18;13;23;25;5;21;11;2;7;24;15;9;19;4;4;5887318
4;5887318;26;14;8;1;20;10;16;6;3;12;22;17;18;13;23;25;5;21;11;2;7;24;15;9;19;4
26;14;8;1;20;10;16;6;3;12;22;17;18;13;5;25;23;21;11;2;7;24;15;9;19;4;4;6088303
4;6088303;26;14;8;1;20;10;16;6;3;12;22;17;18;13;5;25;23;21;11;2;7;24;15;9;19;4
26;14;8;1;20;2;16;6;3;12;22;17;18;13;5;25;23;21;11;10;7;24;15;9;19;4;4;6054332
4;6054332;26;14;8;1;20;2;16;6;3;12;22;17;18;13;5;25;23;21;11;10;7;24;15;9;19;4
25;14;8;1;20;2;16;6;3;12;22;17;18;13;5;26;23;21;11;10;7;24;15;9;19;4;4;6036091
4;6036091;25;14;8;1;20;2;16;6;3;12;22;17;18;13;5;26;23;21;11;10;7;24;15;9;19;4
25;14;8;1;20;2;16;6;3;12;22;17;11;13;5;26;23;21;18;10;7;24;15;9;19;4;4;6002929
4;6002929;25;14;8;1;20;2;16;6;3;12;22;17;11;13;5;26;23;21;18;10;7;24;15;9;19;4
25;14;12;1;20;2;16;6;3;8;22;17;11;13;5;26;23;21;18;10;7;24;15;9;19;4;4;6051863
4;6051863;25;14;12;1;20;2;16;6;3;8;22;17;11;13;5;26;23;21;18;10;7;24;15;9;19;4
25;14;12;1;20;2;16;6;3;8;21;17;11;13;5;26;23;22;18;10;7;24;15;9;19;4;4;6042198
4;6042198;25;14;12;1;20;2;16;6;3;8;21;17;11;13;5;26;23;22;18;10;7;24;15;9;19;4
21;14;12;1;20;2;16;6;3;8;25;17;11;13;5;26;23;22;18;10;7;24;15;9;19;4;4;6072919
5;6072919;21;14;12;1;20;2;16;6;3;8;25;17;11;13;5;26;23;22;18;10;7;24;15;9;19;4
21;14;12;15;20;2;16;6;3;8;25;17;11;13;5;26;23;22;18;10;7;24;1;9;19;4;5;6094096
5;6094096;21;14;12;15;20;2;16;6;3;8;25;17;11;13;5;26;23;22;18;10;7;24;1;9;19;4
21;14;16;15;20;2;12;6;3;8;25;17;11;13;5;26;23;22;18;10;7;24;1;9;19;4;5;6041090
5;6041090;21;14;16;15;20;2;12;6;3;8;25;17;11;13;5;26;23;22;18;10;7;24;1;9;19;4
21;14;16;15;20;2;12;6;3;13;25;17;11;8;5;26;23;22;18;10;7;24;1;9;19;4;5;6007064
5;6007064;21;14;16;15;20;2;12;6;3;13;25;17;11;8;5;26;23;22;18;10;7;24;1;9;19;4
21;14;16;15;20;2;12;1;3;13;25;17;11;8;5;26;23;22;18;10;7;24;6;9;19;4;5;5997957
5;5997957;21;14;16;15;20;2;12;1;3;13;25;17;11;8;5;26;23;22;18;10;7;24;6;9;19;4
21;14;16;15;20;2;12;1;3;13;25;17;11;8;5;26;23;22;24;10;7;18;6;9;19;4;5;6176439
5;6176439;21;14;16;15;20;2;12;1;3;13;25;17;11;8;5;26;23;22;24;10;7;18;6;9;19;4
21;14;16;15;20;2;12;1;3;13;25;8;11;17;5;26;23;22;24;10;7;18;6;9;19;4;5;6168289
5;6168289;21;14;16;15;20;2;12;1;3;13;25;8;11;17;5;26;23;22;24;10;7;18;6;9;19;4
21;14;16;15;20;2;12;1;3;13;25;8;11;17;5;26;23;22;6;10;7;18;24;9;19;4;5;6132867
5;6132867;21;14;16;15;20;2;12;1;3;13;25;8;11;17;5;26;23;22;6;10;7;18;24;9;19;4
21;14;16;15;10;2;12;1;3;13;25;8;11;17;5;26;23;22;6;20;7;18;24;9;19;4;5;6128297
5;6128297;21;14;16;15;10;2;12;1;3;13;25;8;11;17;5;26;23;22;6;20;7;18;24;9;19;4
21;14;16;15;10;2;12;1;3;13;25;8;11;17;5;26;23;22;6;4;7;18;24;9;19;20;5;6157561
5;6157561;21;14;16;15;10;2;12;1;3;13;25;8;11;17;5;26;23;22;6;4;7;18;24;9;19;20
21;14;16;13;10;2;12;1;3;15;25;8;11;17;5;26;23;22;6;4;7;18;24;9;19;20;5;6184400
5;6184400;21;14;16;13;10;2;12;1;3;15;25;8;11;17;5;26;23;22;6;4;7;18;24;9;19;20
21;14;16;13;10;2;12;1;3;15;6;8;11;17;5;26;23;22;25;4;7;18;24;9;19;20;5;6191737
5;6191737;21;14;16;13;10;2;12;1;3;15;6;8;11;17;5;26;23;22;25;4;7;18;24;9;19;20
21;14;16;13;10;2;12;1;3;15;6;8;11;17;5;26;23;22;25;4;7;24;18;9;19;20;5;6180894
5;6180894;21;14;16;13;10;2;12;1;3;15;6;8;11;17;5;26;23;22;25;4;7;24;18;9;19;20
21;14;16;13;10;2;12;1;3;15;6;8;11;17;5;26;23;22;25;4;7;24;20;9;19;18;5;6107680
5;6107680;21;14;16;13;10;2;12;1;3;15;6;8;11;17;5;26;23;22;25;4;7;24;20;9;19;18
21;14;16;8;10;2;12;1;3;15;6;13;11;17;5;26;23;22;25;4;7;24;20;9;19;18;5;6105709
5;6105709;21;14;16;8;10;2;12;1;3;15;6;13;11;17;5;26;23;22;25;4;7;24;20;9;19;18
21;14;11;8;10;2;12;1;3;15;6;13;16;17;5;26;23;22;25;4;7;24;20;9;19;18;5;6109935
5;6109935;21;14;11;8;10;2;12;1;3;15;6;13;16;17;5;26;23;22;25;4;7;24;20;9;19;18
21;14;11;8;10;2;12;1;20;15;6;13;16;17;5;26;23;22;25;4;7;24;3;9;19;18;5;6157882
5;6157882;21;14;11;8;10;2;12;1;20;15;6;13;16;17;5;26;23;22;25;4;7;24;3;9;19;18
21;14;11;8;10;9;12;1;20;15;6;13;16;17;5;26;23;22;25;4;7;24;3;2;19;18;5;6095443
5;6095443;21;14;11;8;10;9;12;1;20;15;6;13;16;17;5;26;23;22;25;4;7;24;3;2;19;18
21;14;11;8;10;9;12;1;20;15;24;13;16;17;5;26;23;22;25;4;7;6;3;2;19;18;5;6101686
5;6101686;21;14;11;8;10;9;12;1;20;15;24;13;16;17;5;26;23;22;25;4;7;6;3;2;19;18
21;14;3;8;10;9;12;1;20;15;24;13;16;17;5;26;23;22;25;4;7;6;11;2;19;18;5;6044251
5;6044251;21;14;3;8;10;9;12;1;20;15;24;13;16;17;5;26;23;22;25;4;7;6;11;2;19;18
21;14;3;8;10;9;6;1;20;15;24;13;16;17;5;26;23;22;25;4;7;12;11;2;19;18;5;6040744
6;6040744;21;14;3;8;10;9;6;1;20;15;24;13;16;17;5;26;23;22;25;4;7;12;11;2;19;18
14;21;3;8;10;9;6;1;20;15;24;13;16;17;5;26;23;22;25;4;7;12;11;2;19;18;6;6047829
6;6047829;14;21;3;8;10;9;6;1;20;15;24;13;16;17;5;26;23;22;25;4;7;12;11;2;19;18
14;21;3;8;10;9;6;1;20;15;24;16;13;17;5;26;23;22;25;4;7;12;11;2;19;18;6;6043726
6;6043726;14;21;3;8;10;9;6;1;20;15;24;16;13;17;5;26;23;22;25;4;7;12;11;2;19;18
14;21;3;8;10;9;6;1;20;15;24;16;13;17;5;25;23;22;26;4;7;12;11;2;19;18;6;6040210
6;6040210;14;21;3;8;10;9;6;1;20;15;24;16;13;17;5;25;23;22;26;4;7;12;11;2;19;18
14;21;3;5;10;9;6;1;20;15;24;16;13;17;8;25;23;22;26;4;7;12;11;2;19;18;6;6067706
6;6067706;14;21;3;5;10;9;6;1;20;15;24;16;13;17;8;25;23;22;26;4;7;12;11;2;19;18
14;21;3;5;10;9;6;2;20;15;24;16;13;17;8;25;23;22;26;4;7;12;11;1;19;18;6;6093177
6;6093177;14;21;3;5;10;9;6;2;20;15;24;16;13;17;8;25;23;22;26;4;7;12;11;1;19;18
14;21;3;5;10;9;6;2;20;15;24;25;13;17;8;16;23;22;26;4;7;12;11;1;19;18;6;6102017
6;6102017;14;21;3;5;10;9;6;2;20;15;24;25;13;17;8;16;23;22;26;4;7;12;11;1;19;18
14;21;3;5;10;9;6;2;20;15;24;25;13;4;8;16;23;22;26;17;7;12;11;1;19;18;6;6051218
6;6051218;14;21;3;5;10;9;6;2;20;15;24;25;13;4;8;16;23;22;26;17;7;12;11;1;19;18
14;21;3;5;10;9;6;2;20;15;24;25;13;4;8;16;23;19;26;17;7;12;11;1;22;18;6;5991341
6;5991341;14;21;3;5;10;9;6;2;20;15;24;25;13;4;8;16;23;19;26;17;7;12;11;1;22;18
14;21;3;5;10;7;6;2;20;15;24;25;13;4;8;16;23;19;26;17;9;12;11;1;22;18;6;6054233
6;6054233;14;21;3;5;10;7;6;2;20;15;24;25;13;4;8;16;23;19;26;17;9;12;11;1;22;18
14;19;3;5;10;7;6;2;20;15;24;25;13;4;8;16;23;21;26;17;9;12;11;1;22;18;6;6111427
6;6111427;14;19;3;5;10;7;6;2;20;15;24;25;13;4;8;16;23;21;26;17;9;12;11;1;22;18
14;19;3;5;10;7;6;2;20;15;24;25;13;4;8;16;23;21;12;17;9;26;11;1;22;18;6;6044656
6;6044656;14;19;3;5;10;7;6;2;20;15;24;25;13;4;8;16;23;21;12;17;9;26;11;1;22;18
14;19;17;5;10;7;6;2;20;15;24;25;13;4;8;16;23;21;12;3;9;26;11;1;22;18;6;6063844
6;6063844;14;19;17;5;10;7;6;2;20;15;24;25;13;4;8;16;23;21;12;3;9;26;11;1;22;18
14;19;17;5;10;7;6;25;20;15;24;2;13;4;8;16;23;21;12;3;9;26;11;1;22;18;6;6077821
6;6077821;14;19;17;5;10;7;6;25;20;15;24;2;13;4;8;16;23;21;12;3;9;26;11;1;22;18
14;19;17;5;10;25;6;7;20;15;24;2;13;4;8;16;23;21;12;3;9;26;11;1;22;18;6;6073568
6;6073568;14;19;17;5;10;25;6;7;20;15;24;2;13;4;8;16;23;21;12;3;9;26;11;1;22;18
14;19;17;5;10;15;6;7;20;25;24;2;13;4;8;16;23;21;12;3;9;26;11;1;22;18;6;6099095
6;6099095;14;19;17;5;10;15;6;7;20;25;24;2;13;4;8;16;23;21;12;3;9;26;11;1;22;18
14;19;17;5;10;15;6;7;20;25;24;22;13;4;8;16;23;21;12;3;9;26;11;1;2;18;6;6078133
6;6078133;14;19;17;5;10;15;6;7;20;25;24;22;13;4;8;16;23;21;12;3;9;26;11;1;2;18
14;19;17;5;10;15;6;7;20;25;24;22;13;4;8;16;23;21;2;3;9;26;11;1;12;18;6;6096043
6;6096043;14;19;17;5;10;15;6;7;20;25;24;22;13;4;8;16;23;21;2;3;9;26;11;1;12;18
14;19;17;5;10;24;6;7;20;25;15;22;13;4;8;16;23;21;2;3;9;26;11;1;12;18;6;6061376
6;6061376;14;19;17;5;10;24;6;7;20;25;15;22;13;4;8;16;23;21;2;3;9;26;11;1;12;18
