"X1";"X6015423";"X10";"X16";"X26";"X23";"X18";"X7";"X21";"X14";"X8";"X25";"X2";"X4";"X17";"X24";"X1.1";"X15";"X19";"X9";"X6";"X11";"X20";"X3";"X22";"X5";"X13";"X12"
10;4;26;23;17;7;13;8;22;25;6;11;16;24;1;15;18;9;2;19;20;3;14;5;21;12;1;5948437
1;5948437;10;4;26;23;17;7;13;8;22;25;6;11;16;24;1;15;18;9;2;19;20;3;14;5;21;12
10;4;26;23;12;7;13;8;22;25;6;11;16;24;1;15;18;9;2;19;20;3;14;5;21;17;1;6002673
1;6002673;10;4;26;23;12;7;13;8;22;25;6;11;16;24;1;15;18;9;2;19;20;3;14;5;21;17
10;16;26;23;12;7;13;8;22;25;6;11;4;24;1;15;18;9;2;19;20;3;14;5;21;17;1;5983741
1;5983741;10;16;26;23;12;7;13;8;22;25;6;11;4;24;1;15;18;9;2;19;20;3;14;5;21;17
10;16;26;23;12;7;13;8;22;25;6;11;4;24;1;15;20;9;2;19;18;3;14;5;21;17;1;6001467
1;6001467;10;16;26;23;12;7;13;8;22;25;6;11;4;24;1;15;20;9;2;19;18;3;14;5;21;17
10;16;26;23;14;7;13;8;22;25;6;11;4;24;1;15;20;9;2;19;18;3;12;5;21;17;1;6082321
1;6082321;10;16;26;23;14;7;13;8;22;25;6;11;4;24;1;15;20;9;2;19;18;3;12;5;21;17
10;16;26;23;14;7;13;8;22;25;6;11;9;24;1;15;20;4;2;19;18;3;12;5;21;17;1;6128888
1;6128888;10;16;26;23;14;7;13;8;22;25;6;11;9;24;1;15;20;4;2;19;18;3;12;5;21;17
10;16;26;23;14;7;13;8;22;25;6;11;9;24;1;15;12;4;2;19;18;3;20;5;21;17;1;6225826
1;6225826;10;16;26;23;14;7;13;8;22;25;6;11;9;24;1;15;12;4;2;19;18;3;20;5;21;17
10;16;26;23;14;7;13;8;22;25;6;11;9;24;1;15;12;17;2;19;18;3;20;5;21;4;1;6231493
1;6231493;10;16;26;23;14;7;13;8;22;25;6;11;9;24;1;15;12;17;2;19;18;3;20;5;21;4
14;16;26;23;10;7;13;8;22;25;6;11;9;24;1;15;12;17;2;19;18;3;20;5;21;4;1;6126366
1;6126366;14;16;26;23;10;7;13;8;22;25;6;11;9;24;1;15;12;17;2;19;18;3;20;5;21;4
14;16;26;23;10;7;13;8;22;25;6;11;9;24;1;12;15;17;2;19;18;3;20;5;21;4;1;6121010
1;6121010;14;16;26;23;10;7;13;8;22;25;6;11;9;24;1;12;15;17;2;19;18;3;20;5;21;4
14;16;26;23;10;7;5;8;22;25;6;11;9;24;1;12;15;17;2;19;18;3;20;13;21;4;1;5960871
1;5960871;14;16;26;23;10;7;5;8;22;25;6;11;9;24;1;12;15;17;2;19;18;3;20;13;21;4
14;16;26;23;10;7;5;8;22;25;6;1;9;24;11;12;15;17;2;19;18;3;20;13;21;4;1;5934996
2;5934996;14;16;26;23;10;7;5;8;22;25;6;1;9;24;11;12;15;17;2;19;18;3;20;13;21;4
14;16;26;23;10;7;5;8;22;25;6;1;9;24;18;12;15;17;2;19;11;3;20;13;21;4;2;5918942
2;5918942;14;16;26;23;10;7;5;8;22;25;6;1;9;24;18;12;15;17;2;19;11;3;20;13;21;4
14;16;26;23;10;7;5;8;22;25;6;1;9;24;18;12;3;17;2;19;11;15;20;13;21;4;2;5970373
2;5970373;14;16;26;23;10;7;5;8;22;25;6;1;9;24;18;12;3;17;2;19;11;15;20;13;21;4
14;16;26;8;10;7;5;23;22;25;6;1;9;24;18;12;3;17;2;19;11;15;20;13;21;4;2;5960272
2;5960272;14;16;26;8;10;7;5;23;22;25;6;1;9;24;18;12;3;17;2;19;11;15;20;13;21;4
14;16;26;8;10;7;5;23;22;25;6;1;9;24;18;12;3;17;2;11;19;15;20;13;21;4;2;5961111
2;5961111;14;16;26;8;10;7;5;23;22;25;6;1;9;24;18;12;3;17;2;11;19;15;20;13;21;4
14;16;26;8;10;7;5;13;22;25;6;1;9;24;18;12;3;17;2;11;19;15;20;23;21;4;2;5953153
2;5953153;14;16;26;8;10;7;5;13;22;25;6;1;9;24;18;12;3;17;2;11;19;15;20;23;21;4
14;16;26;8;10;7;5;13;22;25;6;2;9;24;18;12;3;17;1;11;19;15;20;23;21;4;2;5923115
2;5923115;14;16;26;8;10;7;5;13;22;25;6;2;9;24;18;12;3;17;1;11;19;15;20;23;21;4
14;16;26;8;10;7;5;13;22;25;6;2;9;24;18;12;3;20;1;11;19;15;17;23;21;4;2;5827256
2;5827256;14;16;26;8;10;7;5;13;22;25;6;2;9;24;18;12;3;20;1;11;19;15;17;23;21;4
14;16;26;8;10;7;20;13;22;25;6;2;9;24;18;12;3;5;1;11;19;15;17;23;21;4;2;5686390
2;5686390;14;16;26;8;10;7;20;13;22;25;6;2;9;24;18;12;3;5;1;11;19;15;17;23;21;4
14;16;26;8;10;7;20;13;22;25;6;12;9;24;18;2;3;5;1;11;19;15;17;23;21;4;2;5666593
2;5666593;14;16;26;8;10;7;20;13;22;25;6;12;9;24;18;2;3;5;1;11;19;15;17;23;21;4
14;16;26;8;10;7;20;13;22;25;6;12;9;24;18;2;3;5;19;11;1;15;17;23;21;4;2;5686588
2;5686588;14;16;26;8;10;7;20;13;22;25;6;12;9;24;18;2;3;5;19;11;1;15;17;23;21;4
14;16;26;8;10;7;20;13;22;15;6;12;9;24;18;2;3;5;19;11;1;25;17;23;21;4;2;5653152
2;5653152;14;16;26;8;10;7;20;13;22;15;6;12;9;24;18;2;3;5;19;11;1;25;17;23;21;4
14;16;26;8;10;7;20;13;22;15;6;12;9;24;18;2;3;19;5;11;1;25;17;23;21;4;2;5653152
2;5653152;14;16;26;8;10;7;20;13;22;15;6;12;9;24;18;2;3;19;5;11;1;25;17;23;21;4
14;16;26;8;10;7;20;13;22;15;2;12;9;24;18;6;3;19;5;11;1;25;17;23;21;4;2;5653988
2;5653988;14;16;26;8;10;7;20;13;22;15;2;12;9;24;18;6;3;19;5;11;1;25;17;23;21;4
14;16;26;8;10;7;20;13;22;15;2;12;9;24;18;3;6;19;5;11;1;25;17;23;21;4;2;5670095
2;5670095;14;16;26;8;10;7;20;13;22;15;2;12;9;24;18;3;6;19;5;11;1;25;17;23;21;4
14;16;5;8;10;7;20;13;22;15;2;12;9;24;18;3;6;19;26;11;1;25;17;23;21;4;2;5924024
2;5924024;14;16;5;8;10;7;20;13;22;15;2;12;9;24;18;3;6;19;26;11;1;25;17;23;21;4
14;16;5;8;10;7;20;13;22;15;2;12;9;24;18;3;6;19;26;11;1;4;17;23;21;25;2;6083058
2;6083058;14;16;5;8;10;7;20;13;22;15;2;12;9;24;18;3;6;19;26;11;1;4;17;23;21;25
14;16;5;8;10;7;20;13;22;15;2;12;6;24;18;3;9;19;26;11;1;4;17;23;21;25;2;6010308
2;6010308;14;16;5;8;10;7;20;13;22;15;2;12;6;24;18;3;9;19;26;11;1;4;17;23;21;25
7;16;5;8;10;14;20;13;22;15;2;12;6;24;18;3;9;19;26;11;1;4;17;23;21;25;2;6011809
2;6011809;7;16;5;8;10;14;20;13;22;15;2;12;6;24;18;3;9;19;26;11;1;4;17;23;21;25
7;15;5;8;10;14;20;13;22;16;2;12;6;24;18;3;9;19;26;11;1;4;17;23;21;25;2;6002586
2;6002586;7;15;5;8;10;14;20;13;22;16;2;12;6;24;18;3;9;19;26;11;1;4;17;23;21;25
7;15;5;8;10;20;14;13;22;16;2;12;6;24;18;3;9;19;26;11;1;4;17;23;21;25;2;6002586
3;6002586;7;15;5;8;10;20;14;13;22;16;2;12;6;24;18;3;9;19;26;11;1;4;17;23;21;25
5;15;7;8;10;20;14;13;22;16;2;12;6;24;18;3;9;19;26;11;1;4;17;23;21;25;3;5957082
3;5957082;5;15;7;8;10;20;14;13;22;16;2;12;6;24;18;3;9;19;26;11;1;4;17;23;21;25
5;15;7;8;10;20;17;13;22;16;2;12;6;24;18;3;9;19;26;11;1;4;14;23;21;25;3;6072209
3;6072209;5;15;7;8;10;20;17;13;22;16;2;12;6;24;18;3;9;19;26;11;1;4;14;23;21;25
5;10;7;8;15;20;17;13;22;16;2;12;6;24;18;3;9;19;26;11;1;4;14;23;21;25;3;6086973
3;6086973;5;10;7;8;15;20;17;13;22;16;2;12;6;24;18;3;9;19;26;11;1;4;14;23;21;25
5;10;7;8;9;20;17;13;22;16;2;12;6;24;18;3;15;19;26;11;1;4;14;23;21;25;3;6204105
3;6204105;5;10;7;8;9;20;17;13;22;16;2;12;6;24;18;3;15;19;26;11;1;4;14;23;21;25
5;10;7;8;9;20;3;13;22;16;2;12;6;24;18;17;15;19;26;11;1;4;14;23;21;25;3;6208117
3;6208117;5;10;7;8;9;20;3;13;22;16;2;12;6;24;18;17;15;19;26;11;1;4;14;23;21;25
5;10;7;8;9;20;13;3;22;16;2;12;6;24;18;17;15;19;26;11;1;4;14;23;21;25;3;6211691
3;6211691;5;10;7;8;9;20;13;3;22;16;2;12;6;24;18;17;15;19;26;11;1;4;14;23;21;25
5;10;7;8;9;20;13;3;22;16;2;19;6;24;18;17;15;12;26;11;1;4;14;23;21;25;3;6174372
3;6174372;5;10;7;8;9;20;13;3;22;16;2;19;6;24;18;17;15;12;26;11;1;4;14;23;21;25
5;10;7;8;9;20;13;16;22;3;2;19;6;24;18;17;15;12;26;11;1;4;14;23;21;25;3;6175692
3;6175692;5;10;7;8;9;20;13;16;22;3;2;19;6;24;18;17;15;12;26;11;1;4;14;23;21;25
5;10;7;1;9;20;13;16;22;3;2;19;6;24;18;17;15;12;26;11;8;4;14;23;21;25;3;6173779
3;6173779;5;10;7;1;9;20;13;16;22;3;2;19;6;24;18;17;15;12;26;11;8;4;14;23;21;25
5;10;7;1;9;20;13;22;16;3;2;19;6;24;18;17;15;12;26;11;8;4;14;23;21;25;3;6172279
3;6172279;5;10;7;1;9;20;13;22;16;3;2;19;6;24;18;17;15;12;26;11;8;4;14;23;21;25
5;10;7;14;9;20;13;22;16;3;2;19;6;24;18;17;15;12;26;11;8;4;1;23;21;25;3;6099683
3;6099683;5;10;7;14;9;20;13;22;16;3;2;19;6;24;18;17;15;12;26;11;8;4;1;23;21;25
5;10;7;14;9;20;13;22;16;3;2;19;6;24;18;17;15;12;26;21;8;4;1;23;11;25;3;6123292
3;6123292;5;10;7;14;9;20;13;22;16;3;2;19;6;24;18;17;15;12;26;21;8;4;1;23;11;25
5;10;21;14;9;20;13;22;16;3;2;19;6;24;18;17;15;12;26;7;8;4;1;23;11;25;3;6168145
3;6168145;5;10;21;14;9;20;13;22;16;3;2;19;6;24;18;17;15;12;26;7;8;4;1;23;11;25
9;10;21;14;5;20;13;22;16;3;2;19;6;24;18;17;15;12;26;7;8;4;1;23;11;25;3;6163659
3;6163659;9;10;21;14;5;20;13;22;16;3;2;19;6;24;18;17;15;12;26;7;8;4;1;23;11;25
9;10;21;14;5;20;13;3;16;22;2;19;6;24;18;17;15;12;26;7;8;4;1;23;11;25;3;6163839
3;6163839;9;10;21;14;5;20;13;3;16;22;2;19;6;24;18;17;15;12;26;7;8;4;1;23;11;25
9;10;21;14;5;20;13;23;16;22;2;19;6;24;18;17;15;12;26;7;8;4;1;3;11;25;3;6242862
3;6242862;9;10;21;14;5;20;13;23;16;22;2;19;6;24;18;17;15;12;26;7;8;4;1;3;11;25
9;10;21;14;5;20;13;23;25;22;2;19;6;24;18;17;15;12;26;7;8;4;1;3;11;16;3;6246893
3;6246893;9;10;21;14;5;20;13;23;25;22;2;19;6;24;18;17;15;12;26;7;8;4;1;3;11;16
9;10;14;21;5;20;13;23;25;22;2;19;6;24;18;17;15;12;26;7;8;4;1;3;11;16;3;6253192
3;6253192;9;10;14;21;5;20;13;23;25;22;2;19;6;24;18;17;15;12;26;7;8;4;1;3;11;16
9;10;14;21;5;20;13;23;25;22;2;19;6;24;18;17;15;11;26;7;8;4;1;3;12;16;3;6268235
3;6268235;9;10;14;21;5;20;13;23;25;22;2;19;6;24;18;17;15;11;26;7;8;4;1;3;12;16
9;10;14;21;5;20;13;23;25;22;2;19;6;11;18;17;15;24;26;7;8;4;1;3;12;16;3;6283767
4;6283767;9;10;14;21;5;20;13;23;25;22;2;19;6;11;18;17;15;24;26;7;8;4;1;3;12;16
9;10;14;21;5;20;13;23;25;22;2;19;6;11;18;17;15;16;26;7;8;4;1;3;12;24;4;6276874
4;6276874;9;10;14;21;5;20;13;23;25;22;2;19;6;11;18;17;15;16;26;7;8;4;1;3;12;24
9;10;14;21;5;20;13;23;25;22;2;19;6;11;18;17;15;16;26;7;3;4;1;8;12;24;4;6294579
4;6294579;9;10;14;21;5;20;13;23;25;22;2;19;6;11;18;17;15;16;26;7;3;4;1;8;12;24
9;10;14;21;17;20;13;23;25;22;2;19;6;11;18;5;15;16;26;7;3;4;1;8;12;24;4;5996124
4;5996124;9;10;14;21;17;20;13;23;25;22;2;19;6;11;18;5;15;16;26;7;3;4;1;8;12;24
4;10;14;21;17;20;13;23;25;22;2;19;6;11;18;5;15;16;26;7;3;9;1;8;12;24;4;6026265
4;6026265;4;10;14;21;17;20;13;23;25;22;2;19;6;11;18;5;15;16;26;7;3;9;1;8;12;24
4;10;14;21;17;20;13;23;25;22;2;19;8;11;18;5;15;16;26;7;3;9;1;6;12;24;4;5975027
4;5975027;4;10;14;21;17;20;13;23;25;22;2;19;8;11;18;5;15;16;26;7;3;9;1;6;12;24
4;10;14;21;17;20;13;23;25;22;2;19;8;11;18;5;15;16;26;24;3;9;1;6;12;7;4;5959559
4;5959559;4;10;14;21;17;20;13;23;25;22;2;19;8;11;18;5;15;16;26;24;3;9;1;6;12;7
2;10;14;21;17;20;13;23;25;22;4;19;8;11;18;5;15;16;26;24;3;9;1;6;12;7;4;5941531
4;5941531;2;10;14;21;17;20;13;23;25;22;4;19;8;11;18;5;15;16;26;24;3;9;1;6;12;7
2;10;14;21;17;20;23;13;25;22;4;19;8;11;18;5;15;16;26;24;3;9;1;6;12;7;4;5943407
4;5943407;2;10;14;21;17;20;23;13;25;22;4;19;8;11;18;5;15;16;26;24;3;9;1;6;12;7
2;10;14;21;17;20;23;26;25;22;4;19;8;11;18;5;15;16;13;24;3;9;1;6;12;7;4;5938705
4;5938705;2;10;14;21;17;20;23;26;25;22;4;19;8;11;18;5;15;16;13;24;3;9;1;6;12;7
2;10;14;21;17;9;23;26;25;22;4;19;8;11;18;5;15;16;13;24;3;20;1;6;12;7;4;5953385
4;5953385;2;10;14;21;17;9;23;26;25;22;4;19;8;11;18;5;15;16;13;24;3;20;1;6;12;7
2;10;14;21;1;9;23;26;25;22;4;19;8;11;18;5;15;16;13;24;3;20;17;6;12;7;4;5921054
4;5921054;2;10;14;21;1;9;23;26;25;22;4;19;8;11;18;5;15;16;13;24;3;20;17;6;12;7
2;10;14;21;1;9;23;26;25;22;4;20;8;11;18;5;15;16;13;24;3;19;17;6;12;7;4;5875000
4;5875000;2;10;14;21;1;9;23;26;25;22;4;20;8;11;18;5;15;16;13;24;3;19;17;6;12;7
2;10;14;21;1;9;23;26;25;22;11;20;8;4;18;5;15;16;13;24;3;19;17;6;12;7;4;5877806
4;5877806;2;10;14;21;1;9;23;26;25;22;11;20;8;4;18;5;15;16;13;24;3;19;17;6;12;7
2;10;14;21;1;9;23;26;25;22;11;20;8;4;18;5;15;19;13;24;3;16;17;6;12;7;4;5824131
4;5824131;2;10;14;21;1;9;23;26;25;22;11;20;8;4;18;5;15;19;13;24;3;16;17;6;12;7
2;10;14;21;1;9;23;26;25;22;11;13;8;4;18;5;15;19;20;24;3;16;17;6;12;7;4;5848030
4;5848030;2;10;14;21;1;9;23;26;25;22;11;13;8;4;18;5;15;19;20;24;3;16;17;6;12;7
15;10;14;21;1;9;23;26;25;22;11;13;8;4;18;5;2;19;20;24;3;16;17;6;12;7;4;5883735
4;5883735;15;10;14;21;1;9;23;26;25;22;11;13;8;4;18;5;2;19;20;24;3;16;17;6;12;7
15;10;14;21;1;9;23;26;25;6;11;13;8;4;18;5;2;19;20;24;3;16;17;22;12;7;4;5859141
4;5859141;15;10;14;21;1;9;23;26;25;6;11;13;8;4;18;5;2;19;20;24;3;16;17;22;12;7
15;10;14;21;1;16;23;26;25;6;11;13;8;4;18;5;2;19;20;24;3;9;17;22;12;7;4;5863632
4;5863632;15;10;14;21;1;16;23;26;25;6;11;13;8;4;18;5;2;19;20;24;3;9;17;22;12;7
15;10;14;21;1;16;23;26;25;11;6;13;8;4;18;5;2;19;20;24;3;9;17;22;12;7;4;5861303
4;5861303;15;10;14;21;1;16;23;26;25;11;6;13;8;4;18;5;2;19;20;24;3;9;17;22;12;7
15;10;14;21;1;8;23;26;25;11;6;13;16;4;18;5;2;19;20;24;3;9;17;22;12;7;4;5876577
5;5876577;15;10;14;21;1;8;23;26;25;11;6;13;16;4;18;5;2;19;20;24;3;9;17;22;12;7
9;10;14;21;1;8;23;26;25;11;6;13;16;4;18;5;2;19;20;24;3;15;17;22;12;7;5;5837977
5;5837977;9;10;14;21;1;8;23;26;25;11;6;13;16;4;18;5;2;19;20;24;3;15;17;22;12;7
10;9;14;21;1;8;23;26;25;11;6;13;16;4;18;5;2;19;20;24;3;15;17;22;12;7;5;5854808
5;5854808;10;9;14;21;1;8;23;26;25;11;6;13;16;4;18;5;2;19;20;24;3;15;17;22;12;7
10;9;14;2;1;8;23;26;25;11;6;13;16;4;18;5;21;19;20;24;3;15;17;22;12;7;5;5805529
5;5805529;10;9;14;2;1;8;23;26;25;11;6;13;16;4;18;5;21;19;20;24;3;15;17;22;12;7
10;9;14;2;1;8;23;3;25;11;6;13;16;4;18;5;21;19;20;24;26;15;17;22;12;7;5;5826730
5;5826730;10;9;14;2;1;8;23;3;25;11;6;13;16;4;18;5;21;19;20;24;26;15;17;22;12;7
10;16;14;2;1;8;23;3;25;11;6;13;9;4;18;5;21;19;20;24;26;15;17;22;12;7;5;5784775
5;5784775;10;16;14;2;1;8;23;3;25;11;6;13;9;4;18;5;21;19;20;24;26;15;17;22;12;7
10;16;14;8;1;2;23;3;25;11;6;13;9;4;18;5;21;19;20;24;26;15;17;22;12;7;5;5762662
5;5762662;10;16;14;8;1;2;23;3;25;11;6;13;9;4;18;5;21;19;20;24;26;15;17;22;12;7
10;16;14;8;1;2;23;3;5;11;6;13;9;4;18;25;21;19;20;24;26;15;17;22;12;7;5;5755414
5;5755414;10;16;14;8;1;2;23;3;5;11;6;13;9;4;18;25;21;19;20;24;26;15;17;22;12;7
10;16;14;8;1;2;23;3;5;11;6;13;9;4;18;25;24;19;20;21;26;15;17;22;12;7;5;5823032
5;5823032;10;16;14;8;1;2;23;3;5;11;6;13;9;4;18;25;24;19;20;21;26;15;17;22;12;7
10;16;14;8;1;2;23;3;22;11;6;13;9;4;18;25;24;19;20;21;26;15;17;5;12;7;5;6027479
5;6027479;10;16;14;8;1;2;23;3;22;11;6;13;9;4;18;25;24;19;20;21;26;15;17;5;12;7
10;16;14;8;1;2;23;3;22;11;6;13;15;4;18;25;24;19;20;21;26;9;17;5;12;7;5;6140417
5;6140417;10;16;14;8;1;2;23;3;22;11;6;13;15;4;18;25;24;19;20;21;26;9;17;5;12;7
10;16;14;8;1;2;23;22;3;11;6;13;15;4;18;25;24;19;20;21;26;9;17;5;12;7;5;6140397
5;6140397;10;16;14;8;1;2;23;22;3;11;6;13;15;4;18;25;24;19;20;21;26;9;17;5;12;7
10;16;14;8;1;2;23;22;3;11;6;13;26;4;18;25;24;19;20;21;15;9;17;5;12;7;5;6160818
5;6160818;10;16;14;8;1;2;23;22;3;11;6;13;26;4;18;25;24;19;20;21;15;9;17;5;12;7
10;16;14;8;1;2;23;5;3;11;6;13;26;4;18;25;24;19;20;21;15;9;17;22;12;7;5;5929111
5;5929111;10;16;14;8;1;2;23;5;3;11;6;13;26;4;18;25;24;19;20;21;15;9;17;22;12;7
10;16;14;8;1;2;23;4;3;11;6;13;26;5;18;25;24;19;20;21;15;9;17;22;12;7;5;5956317
5;5956317;10;16;14;8;1;2;23;4;3;11;6;13;26;5;18;25;24;19;20;21;15;9;17;22;12;7
10;16;14;18;1;2;23;4;3;11;6;13;26;5;8;25;24;19;20;21;15;9;17;22;12;7;5;5950753
5;5950753;10;16;14;18;1;2;23;4;3;11;6;13;26;5;8;25;24;19;20;21;15;9;17;22;12;7
10;16;14;18;17;2;23;4;3;11;6;13;26;5;8;25;24;19;20;21;15;9;1;22;12;7;5;5986296
5;5986296;10;16;14;18;17;2;23;4;3;11;6;13;26;5;8;25;24;19;20;21;15;9;1;22;12;7
10;16;14;18;17;2;23;4;3;11;6;13;20;5;8;25;24;19;26;21;15;9;1;22;12;7;5;6021674
5;6021674;10;16;14;18;17;2;23;4;3;11;6;13;20;5;8;25;24;19;26;21;15;9;1;22;12;7
10;16;14;18;22;2;23;4;3;11;6;13;20;5;8;25;24;19;26;21;15;9;1;17;12;7;5;6014584
5;6014584;10;16;14;18;22;2;23;4;3;11;6;13;20;5;8;25;24;19;26;21;15;9;1;17;12;7
10;16;14;5;22;2;23;4;3;11;6;13;20;18;8;25;24;19;26;21;15;9;1;17;12;7;5;6086217
5;6086217;10;16;14;5;22;2;23;4;3;11;6;13;20;18;8;25;24;19;26;21;15;9;1;17;12;7
10;16;14;5;21;2;23;4;3;11;6;13;20;18;8;25;24;19;26;22;15;9;1;17;12;7;5;6084022
6;6084022;10;16;14;5;21;2;23;4;3;11;6;13;20;18;8;25;24;19;26;22;15;9;1;17;12;7
10;16;14;5;21;2;23;4;3;11;6;13;20;24;8;25;18;19;26;22;15;9;1;17;12;7;6;5950192
6;5950192;10;16;14;5;21;2;23;4;3;11;6;13;20;24;8;25;18;19;26;22;15;9;1;17;12;7
10;16;14;5;21;2;23;4;3;13;6;11;20;24;8;25;18;19;26;22;15;9;1;17;12;7;6;5929273
6;5929273;10;16;14;5;21;2;23;4;3;13;6;11;20;24;8;25;18;19;26;22;15;9;1;17;12;7
10;16;14;5;21;2;23;4;3;13;11;6;20;24;8;25;18;19;26;22;15;9;1;17;12;7;6;5930418
6;5930418;10;16;14;5;21;2;23;4;3;13;11;6;20;24;8;25;18;19;26;22;15;9;1;17;12;7
10;16;14;8;21;2;23;4;3;13;11;6;20;24;5;25;18;19;26;22;15;9;1;17;12;7;6;5949209
6;5949209;10;16;14;8;21;2;23;4;3;13;11;6;20;24;5;25;18;19;26;22;15;9;1;17;12;7
10;16;14;8;21;2;23;4;3;13;11;6;20;24;12;25;18;19;26;22;15;9;1;17;5;7;6;6047137
6;6047137;10;16;14;8;21;2;23;4;3;13;11;6;20;24;12;25;18;19;26;22;15;9;1;17;5;7
10;16;14;5;21;2;23;4;3;13;11;6;20;24;12;25;18;19;26;22;15;9;1;17;8;7;6;6016205
6;6016205;10;16;14;5;21;2;23;4;3;13;11;6;20;24;12;25;18;19;26;22;15;9;1;17;8;7
10;16;14;5;21;2;23;4;3;13;11;6;1;24;12;25;18;19;26;22;15;9;20;17;8;7;6;6065913
6;6065913;10;16;14;5;21;2;23;4;3;13;11;6;1;24;12;25;18;19;26;22;15;9;20;17;8;7
10;16;14;5;21;2;23;4;3;13;11;6;1;24;12;25;18;19;8;22;15;9;20;17;26;7;6;6057035
6;6057035;10;16;14;5;21;2;23;4;3;13;11;6;1;24;12;25;18;19;8;22;15;9;20;17;26;7
10;16;14;5;21;2;23;4;3;13;11;6;1;24;12;25;18;19;17;22;15;9;20;8;26;7;6;6083057
6;6083057;10;16;14;5;21;2;23;4;3;13;11;6;1;24;12;25;18;19;17;22;15;9;20;8;26;7
10;16;14;5;1;2;23;4;3;13;11;6;21;24;12;25;18;19;17;22;15;9;20;8;26;7;6;6110694
6;6110694;10;16;14;5;1;2;23;4;3;13;11;6;21;24;12;25;18;19;17;22;15;9;20;8;26;7
10;16;14;5;1;2;23;4;3;13;11;6;21;7;12;25;18;19;17;22;15;9;20;8;26;24;6;6143459
6;6143459;10;16;14;5;1;2;23;4;3;13;11;6;21;7;12;25;18;19;17;22;15;9;20;8;26;24
10;16;14;5;1;2;23;4;3;15;11;6;21;7;12;25;18;19;17;22;13;9;20;8;26;24;6;6160800
6;6160800;10;16;14;5;1;2;23;4;3;15;11;6;21;7;12;25;18;19;17;22;13;9;20;8;26;24
10;16;14;5;1;2;23;4;3;15;11;6;21;7;12;25;18;19;20;22;13;9;17;8;26;24;6;5970045
6;5970045;10;16;14;5;1;2;23;4;3;15;11;6;21;7;12;25;18;19;20;22;13;9;17;8;26;24
10;16;14;5;1;2;23;4;3;15;11;6;21;7;12;25;9;19;20;22;13;18;17;8;26;24;6;5954634
6;5954634;10;16;14;5;1;2;23;4;3;15;11;6;21;7;12;25;9;19;20;22;13;18;17;8;26;24
10;16;14;5;1;2;23;4;3;15;11;6;21;7;12;25;9;19;20;22;13;8;17;18;26;24;6;6007195
6;6007195;10;16;14;5;1;2;23;4;3;15;11;6;21;7;12;25;9;19;20;22;13;8;17;18;26;24
10;16;9;5;1;2;23;4;3;15;11;6;21;7;12;25;14;19;20;22;13;8;17;18;26;24;6;5979458
6;5979458;10;16;9;5;1;2;23;4;3;15;11;6;21;7;12;25;14;19;20;22;13;8;17;18;26;24
10;16;9;5;1;2;23;4;3;15;11;6;21;7;12;25;14;19;20;22;24;8;17;18;26;13;6;5935530
6;5935530;10;16;9;5;1;2;23;4;3;15;11;6;21;7;12;25;14;19;20;22;24;8;17;18;26;13
10;16;9;5;1;2;23;4;26;15;11;6;21;7;12;25;14;19;20;22;24;8;17;18;3;13;6;5940626
6;5940626;10;16;9;5;1;2;23;4;26;15;11;6;21;7;12;25;14;19;20;22;24;8;17;18;3;13
