"X1";"X282";"X12";"X49";"X4";"X3";"X16";"X50";"X29";"X2";"X36";"X9";"X26";"X27";"X19";"X53";"X57";"X63";"X45";"X46";"X31";"X34";"X56";"X6";"X42";"X41";"X10";"X35";"X15";"X23";"X47";"X28";"X5";"X62";"X32";"X30";"X37";"X18";"X61";"X44";"X25";"X59";"X54";"X64";"X48";"X43";"X33";"X40";"X11";"X21";"X51";"X17";"X22";"X20";"X8";"X52";"X1.1";"X14";"X7";"X55";"X58";"X39";"X24";"X60";"X38";"X13"
56;45;17;47;10;32;4;29;54;6;23;50;57;24;2;52;12;22;5;16;46;30;11;38;15;59;51;42;36;58;28;14;40;60;20;13;63;1;37;31;33;7;26;27;43;41;64;39;49;18;55;9;35;34;21;53;62;25;8;19;3;44;48;61;9;268
9;268;56;45;17;47;10;32;4;29;54;6;23;50;57;24;2;52;12;22;5;16;46;30;11;38;15;59;51;42;36;58;28;14;40;60;20;13;63;1;37;31;33;7;26;27;43;41;64;39;49;18;55;9;35;34;21;53;62;25;8;19;3;44;48;61
56;45;17;47;10;32;4;29;62;6;23;50;57;24;2;52;12;22;5;16;46;30;11;38;15;59;51;42;36;58;28;14;40;60;20;13;63;1;37;31;33;7;26;27;43;41;64;39;49;18;55;9;35;34;21;53;54;25;8;19;3;44;48;61;9;268
9;268;56;45;17;47;10;32;4;29;62;6;23;50;57;24;2;52;12;22;5;16;46;30;11;38;15;59;51;42;36;58;28;14;40;60;20;13;63;1;37;31;33;7;26;27;43;41;64;39;49;18;55;9;35;34;21;53;54;25;8;19;3;44;48;61
56;45;17;47;10;32;4;29;62;6;23;50;57;24;2;52;12;22;5;16;46;30;11;38;15;59;51;42;36;58;28;14;40;60;20;53;63;1;37;31;33;7;26;27;43;41;64;39;49;18;55;9;35;34;21;13;54;25;8;19;3;44;48;61;9;268
10;268;56;45;17;47;10;32;4;29;62;6;23;50;57;24;2;52;12;22;5;16;46;30;11;38;15;59;51;42;36;58;28;14;40;60;20;53;63;1;37;31;33;7;26;27;43;41;64;39;49;18;55;9;35;34;21;13;54;25;8;19;3;44;48;61
56;45;17;47;10;32;4;29;62;6;23;50;57;24;2;52;12;22;5;16;46;30;11;38;15;59;51;42;36;58;21;14;40;60;20;53;63;1;37;31;33;7;26;27;43;41;64;39;49;18;55;9;35;34;28;13;54;25;8;19;3;44;48;61;10;268
10;268;56;45;17;47;10;32;4;29;62;6;23;50;57;24;2;52;12;22;5;16;46;30;11;38;15;59;51;42;36;58;21;14;40;60;20;53;63;1;37;31;33;7;26;27;43;41;64;39;49;18;55;9;35;34;28;13;54;25;8;19;3;44;48;61
56;45;17;47;10;32;40;29;62;6;23;50;57;24;2;52;12;22;5;16;46;30;11;38;15;59;51;42;36;58;21;14;4;60;20;53;63;1;37;31;33;7;26;27;43;41;64;39;49;18;55;9;35;34;28;13;54;25;8;19;3;44;48;61;10;264
10;264;56;45;17;47;10;32;40;29;62;6;23;50;57;24;2;52;12;22;5;16;46;30;11;38;15;59;51;42;36;58;21;14;4;60;20;53;63;1;37;31;33;7;26;27;43;41;64;39;49;18;55;9;35;34;28;13;54;25;8;19;3;44;48;61
56;45;17;47;10;32;40;29;62;6;54;50;57;24;2;52;12;22;5;16;46;30;11;38;15;59;51;42;36;58;21;14;4;60;20;53;63;1;37;31;33;7;26;27;43;41;64;39;49;18;55;9;35;34;28;13;23;25;8;19;3;44;48;61;10;276
10;276;56;45;17;47;10;32;40;29;62;6;54;50;57;24;2;52;12;22;5;16;46;30;11;38;15;59;51;42;36;58;21;14;4;60;20;53;63;1;37;31;33;7;26;27;43;41;64;39;49;18;55;9;35;34;28;13;23;25;8;19;3;44;48;61
56;5;17;47;10;32;40;29;62;6;54;50;57;24;2;52;12;22;45;16;46;30;11;38;15;59;51;42;36;58;21;14;4;60;20;53;63;1;37;31;33;7;26;27;43;41;64;39;49;18;55;9;35;34;28;13;23;25;8;19;3;44;48;61;10;280
10;280;56;5;17;47;10;32;40;29;62;6;54;50;57;24;2;52;12;22;45;16;46;30;11;38;15;59;51;42;36;58;21;14;4;60;20;53;63;1;37;31;33;7;26;27;43;41;64;39;49;18;55;9;35;34;28;13;23;25;8;19;3;44;48;61
56;5;17;47;10;32;40;29;62;6;54;50;57;24;2;52;12;22;45;16;46;30;11;38;15;59;27;42;36;58;21;14;4;60;20;53;63;1;37;31;33;7;26;51;43;41;64;39;49;18;55;9;35;34;28;13;23;25;8;19;3;44;48;61;10;296
10;280;56;5;17;47;10;32;40;29;62;6;54;50;57;24;2;52;12;22;45;16;46;30;11;38;15;59;51;42;36;58;21;14;4;60;20;53;63;1;37;31;33;7;26;27;43;41;64;39;49;18;55;9;35;34;28;13;23;25;8;19;3;44;48;61
56;5;17;47;10;32;40;29;62;6;54;50;57;24;2;52;12;22;45;63;46;30;11;38;15;59;51;42;36;58;21;14;4;60;20;53;16;1;37;31;33;7;26;27;43;41;64;39;49;18;55;9;35;34;28;13;23;25;8;19;3;44;48;61;10;266
10;266;56;5;17;47;10;32;40;29;62;6;54;50;57;24;2;52;12;22;45;63;46;30;11;38;15;59;51;42;36;58;21;14;4;60;20;53;16;1;37;31;33;7;26;27;43;41;64;39;49;18;55;9;35;34;28;13;23;25;8;19;3;44;48;61
56;5;17;47;10;32;40;29;62;6;54;50;57;26;2;52;12;22;45;63;46;30;11;38;15;59;51;42;36;58;21;14;4;60;20;53;16;1;37;31;33;7;24;27;43;41;64;39;49;18;55;9;35;34;28;13;23;25;8;19;3;44;48;61;10;254
10;254;56;5;17;47;10;32;40;29;62;6;54;50;57;26;2;52;12;22;45;63;46;30;11;38;15;59;51;42;36;58;21;14;4;60;20;53;16;1;37;31;33;7;24;27;43;41;64;39;49;18;55;9;35;34;28;13;23;25;8;19;3;44;48;61
56;5;17;47;10;57;40;29;62;6;54;50;32;26;2;52;12;22;45;63;46;30;11;38;15;59;51;42;36;58;21;14;4;60;20;53;16;1;37;31;33;7;24;27;43;41;64;39;49;18;55;9;35;34;28;13;23;25;8;19;3;44;48;61;10;258
10;258;56;5;17;47;10;57;40;29;62;6;54;50;32;26;2;52;12;22;45;63;46;30;11;38;15;59;51;42;36;58;21;14;4;60;20;53;16;1;37;31;33;7;24;27;43;41;64;39;49;18;55;9;35;34;28;13;23;25;8;19;3;44;48;61
56;5;17;47;10;57;40;29;62;6;54;50;32;26;2;52;12;22;23;63;46;30;11;38;15;59;51;42;36;58;21;14;4;60;20;53;16;1;37;31;33;7;24;27;43;41;64;39;49;18;55;9;35;34;28;13;45;25;8;19;3;44;48;61;10;266
10;266;56;5;17;47;10;57;40;29;62;6;54;50;32;26;2;52;12;22;23;63;46;30;11;38;15;59;51;42;36;58;21;14;4;60;20;53;16;1;37;31;33;7;24;27;43;41;64;39;49;18;55;9;35;34;28;13;45;25;8;19;3;44;48;61
28;5;17;47;10;57;40;29;62;6;54;50;32;26;2;52;12;22;23;63;46;30;11;38;15;59;51;42;36;58;21;14;4;60;20;53;16;1;37;31;33;7;24;27;43;41;64;39;49;18;55;9;35;34;56;13;45;25;8;19;3;44;48;61;10;266
10;266;28;5;17;47;10;57;40;29;62;6;54;50;32;26;2;52;12;22;23;63;46;30;11;38;15;59;51;42;36;58;21;14;4;60;20;53;16;1;37;31;33;7;24;27;43;41;64;39;49;18;55;9;35;34;56;13;45;25;8;19;3;44;48;61
28;5;17;47;10;57;40;29;62;6;54;50;32;26;2;52;12;22;23;63;46;30;11;38;15;48;51;42;36;58;21;14;4;60;20;53;16;1;37;31;33;7;24;27;43;41;64;39;49;18;55;9;35;34;56;13;45;25;8;19;3;44;59;61;10;266
10;266;28;5;17;47;10;57;40;29;62;6;54;50;32;26;2;52;12;22;23;63;46;30;11;38;15;48;51;42;36;58;21;14;4;60;20;53;16;1;37;31;33;7;24;27;43;41;64;39;49;18;55;9;35;34;56;13;45;25;8;19;3;44;59;61
28;5;17;47;10;57;40;29;62;6;54;50;32;26;2;52;12;22;23;63;46;30;11;38;15;48;51;42;36;58;21;14;4;60;20;53;16;1;37;31;33;7;24;27;43;41;64;39;49;18;55;9;35;34;19;13;45;25;8;56;3;44;59;61;10;266
10;266;28;5;17;47;10;57;40;29;62;6;54;50;32;26;2;52;12;22;23;63;46;30;11;38;15;48;51;42;36;58;21;14;4;60;20;53;16;1;37;31;33;7;24;27;43;41;64;39;49;18;55;9;35;34;19;13;45;25;8;56;3;44;59;61
28;5;17;47;10;57;40;29;62;6;54;50;32;26;2;52;12;22;31;63;46;30;11;38;15;48;51;42;36;58;21;14;4;60;20;53;16;1;37;23;33;7;24;27;43;41;64;39;49;18;55;9;35;34;19;13;45;25;8;56;3;44;59;61;10;258
10;258;28;5;17;47;10;57;40;29;62;6;54;50;32;26;2;52;12;22;31;63;46;30;11;38;15;48;51;42;36;58;21;14;4;60;20;53;16;1;37;23;33;7;24;27;43;41;64;39;49;18;55;9;35;34;19;13;45;25;8;56;3;44;59;61
28;5;17;47;10;57;40;29;62;6;54;50;32;26;2;52;12;22;31;63;7;30;11;38;15;48;51;42;36;58;21;14;4;60;20;53;16;1;37;23;33;46;24;27;43;41;64;39;49;18;55;9;35;34;19;13;45;25;8;56;3;44;59;61;10;258
10;258;28;5;17;47;10;57;40;29;62;6;54;50;32;26;2;52;12;22;31;63;7;30;11;38;15;48;51;42;36;58;21;14;4;60;20;53;16;1;37;23;33;46;24;27;43;41;64;39;49;18;55;9;35;34;19;13;45;25;8;56;3;44;59;61
28;5;17;47;10;57;40;29;62;6;54;50;32;26;49;52;12;22;31;63;7;30;11;38;15;48;51;42;36;58;21;14;4;60;20;53;16;1;37;23;33;46;24;27;43;41;64;39;2;18;55;9;35;34;19;13;45;25;8;56;3;44;59;61;10;264
10;258;28;5;17;47;10;57;40;29;62;6;54;50;32;26;2;52;12;22;31;63;7;30;11;38;15;48;51;42;36;58;21;14;4;60;20;53;16;1;37;23;33;46;24;27;43;41;64;39;49;18;55;9;35;34;19;13;45;25;8;56;3;44;59;61
28;5;17;47;10;57;40;29;62;6;54;50;32;26;2;52;12;22;31;39;7;30;11;38;15;48;51;42;36;58;21;14;4;60;20;53;16;1;37;23;33;46;24;27;43;41;64;63;49;18;55;9;35;34;19;13;45;25;8;56;3;44;59;61;10;254
10;254;28;5;17;47;10;57;40;29;62;6;54;50;32;26;2;52;12;22;31;39;7;30;11;38;15;48;51;42;36;58;21;14;4;60;20;53;16;1;37;23;33;46;24;27;43;41;64;63;49;18;55;9;35;34;19;13;45;25;8;56;3;44;59;61
28;5;17;47;10;57;40;29;62;6;54;50;32;26;2;52;12;22;31;39;7;30;11;38;15;48;51;42;36;58;21;14;4;60;20;53;16;1;37;23;33;46;61;27;43;41;64;63;49;18;55;9;35;34;19;13;45;25;8;56;3;44;59;24;10;254
10;254;28;5;17;47;10;57;40;29;62;6;54;50;32;26;2;52;12;22;31;39;7;30;11;38;15;48;51;42;36;58;21;14;4;60;20;53;16;1;37;23;33;46;61;27;43;41;64;63;49;18;55;9;35;34;19;13;45;25;8;56;3;44;59;24
28;5;17;47;55;57;40;29;62;6;54;50;32;26;2;52;12;22;31;39;7;30;11;38;15;48;51;42;36;58;21;14;4;60;20;53;16;1;37;23;33;46;61;27;43;41;64;63;49;18;10;9;35;34;19;13;45;25;8;56;3;44;59;24;10;254
10;254;28;5;17;47;55;57;40;29;62;6;54;50;32;26;2;52;12;22;31;39;7;30;11;38;15;48;51;42;36;58;21;14;4;60;20;53;16;1;37;23;33;46;61;27;43;41;64;63;49;18;10;9;35;34;19;13;45;25;8;56;3;44;59;24
28;5;20;47;55;57;40;29;62;6;54;50;32;26;2;52;12;22;31;39;7;30;11;38;15;48;51;42;36;58;21;14;4;60;17;53;16;1;37;23;33;46;61;27;43;41;64;63;49;18;10;9;35;34;19;13;45;25;8;56;3;44;59;24;10;258
10;258;28;5;20;47;55;57;40;29;62;6;54;50;32;26;2;52;12;22;31;39;7;30;11;38;15;48;51;42;36;58;21;14;4;60;17;53;16;1;37;23;33;46;61;27;43;41;64;63;49;18;10;9;35;34;19;13;45;25;8;56;3;44;59;24
28;5;20;47;55;57;40;10;62;6;54;50;32;26;2;52;12;22;31;39;7;30;11;38;15;48;51;42;36;58;21;14;4;60;17;53;16;1;37;23;33;46;61;27;43;41;64;63;49;18;29;9;35;34;19;13;45;25;8;56;3;44;59;24;10;250
11;250;28;5;20;47;55;57;40;10;62;6;54;50;32;26;2;52;12;22;31;39;7;30;11;38;15;48;51;42;36;58;21;14;4;60;17;53;16;1;37;23;33;46;61;27;43;41;64;63;49;18;29;9;35;34;19;13;45;25;8;56;3;44;59;24
28;5;20;47;55;57;40;10;62;6;54;50;32;26;2;52;12;22;31;39;7;30;11;38;15;48;51;42;36;58;21;14;4;60;17;53;16;1;37;23;33;46;61;27;43;41;64;63;49;18;29;24;35;34;19;13;45;25;8;56;3;44;59;9;11;250
11;250;28;5;20;47;55;57;40;10;62;6;54;50;32;26;2;52;12;22;31;39;7;30;11;38;15;48;51;42;36;58;21;14;4;60;17;53;16;1;37;23;33;46;61;27;43;41;64;63;49;18;29;24;35;34;19;13;45;25;8;56;3;44;59;9
28;5;20;47;55;57;40;10;62;6;54;50;32;30;2;52;12;22;31;39;7;26;11;38;15;48;51;42;36;58;21;14;4;60;17;53;16;1;37;23;33;46;61;27;43;41;64;63;49;18;29;24;35;34;19;13;45;25;8;56;3;44;59;9;11;256
11;256;28;5;20;47;55;57;40;10;62;6;54;50;32;30;2;52;12;22;31;39;7;26;11;38;15;48;51;42;36;58;21;14;4;60;17;53;16;1;37;23;33;46;61;27;43;41;64;63;49;18;29;24;35;34;19;13;45;25;8;56;3;44;59;9
28;5;20;47;55;57;40;10;62;6;54;50;32;30;2;52;12;22;31;39;7;26;44;38;15;48;51;42;36;58;21;14;4;60;17;53;16;1;37;23;33;46;61;27;43;41;64;63;49;18;29;24;35;34;19;13;45;25;8;56;3;11;59;9;11;256
11;256;28;5;20;47;55;57;40;10;62;6;54;50;32;30;2;52;12;22;31;39;7;26;44;38;15;48;51;42;36;58;21;14;4;60;17;53;16;1;37;23;33;46;61;27;43;41;64;63;49;18;29;24;35;34;19;13;45;25;8;56;3;11;59;9
28;5;20;47;55;57;40;10;62;6;54;50;32;30;2;12;52;22;31;39;7;26;44;38;15;48;51;42;36;58;21;14;4;60;17;53;16;1;37;23;33;46;61;27;43;41;64;63;49;18;29;24;35;34;19;13;45;25;8;56;3;11;59;9;11;272
11;272;28;5;20;47;55;57;40;10;62;6;54;50;32;30;2;12;52;22;31;39;7;26;44;38;15;48;51;42;36;58;21;14;4;60;17;53;16;1;37;23;33;46;61;27;43;41;64;63;49;18;29;24;35;34;19;13;45;25;8;56;3;11;59;9
28;5;20;47;55;57;40;10;62;6;54;50;32;3;2;12;52;22;31;39;7;26;44;38;15;48;51;42;36;58;21;14;4;60;17;53;16;1;37;23;33;46;61;27;43;41;64;63;49;18;29;24;35;34;19;13;45;25;8;56;30;11;59;9;11;284
11;284;28;5;20;47;55;57;40;10;62;6;54;50;32;3;2;12;52;22;31;39;7;26;44;38;15;48;51;42;36;58;21;14;4;60;17;53;16;1;37;23;33;46;61;27;43;41;64;63;49;18;29;24;35;34;19;13;45;25;8;56;30;11;59;9
28;5;20;47;55;57;40;10;62;6;54;50;32;3;2;12;52;22;31;39;7;26;44;38;15;48;51;42;36;58;21;14;4;25;17;53;16;1;37;23;33;46;61;27;43;41;64;63;49;18;29;24;35;34;19;13;45;60;8;56;30;11;59;9;11;284
11;284;28;5;20;47;55;57;40;10;62;6;54;50;32;3;2;12;52;22;31;39;7;26;44;38;15;48;51;42;36;58;21;14;4;25;17;53;16;1;37;23;33;46;61;27;43;41;64;63;49;18;29;24;35;34;19;13;45;60;8;56;30;11;59;9
28;5;20;47;55;57;40;10;62;6;54;50;32;3;2;12;14;22;31;39;7;26;44;38;15;48;51;42;36;58;21;52;4;25;17;53;16;1;37;23;33;46;61;27;43;41;64;63;49;18;29;24;35;34;19;13;45;60;8;56;30;11;59;9;11;270
11;270;28;5;20;47;55;57;40;10;62;6;54;50;32;3;2;12;14;22;31;39;7;26;44;38;15;48;51;42;36;58;21;52;4;25;17;53;16;1;37;23;33;46;61;27;43;41;64;63;49;18;29;24;35;34;19;13;45;60;8;56;30;11;59;9
28;5;20;47;55;57;40;10;62;6;54;50;32;3;2;12;14;22;31;39;30;26;44;38;15;48;51;42;36;58;21;52;4;25;17;53;16;1;37;23;33;46;61;27;43;41;64;63;49;18;29;24;35;34;19;13;45;60;8;56;7;11;59;9;11;270
11;270;28;5;20;47;55;57;40;10;62;6;54;50;32;3;2;12;14;22;31;39;30;26;44;38;15;48;51;42;36;58;21;52;4;25;17;53;16;1;37;23;33;46;61;27;43;41;64;63;49;18;29;24;35;34;19;13;45;60;8;56;7;11;59;9
28;5;20;47;55;57;40;10;62;6;54;50;32;3;2;12;14;22;31;39;7;26;44;38;15;48;51;42;36;58;21;52;4;25;17;53;16;1;37;23;33;46;61;27;43;41;64;63;49;18;29;24;35;34;19;13;45;60;8;56;30;11;59;9;11;270
11;270;28;5;20;47;55;57;40;10;62;6;54;50;32;3;2;12;14;22;31;39;7;26;44;38;15;48;51;42;36;58;21;52;4;25;17;53;16;1;37;23;33;46;61;27;43;41;64;63;49;18;29;24;35;34;19;13;45;60;8;56;30;11;59;9
28;5;1;47;55;57;40;10;62;6;54;50;32;3;2;12;14;22;31;39;7;26;44;38;15;48;51;42;36;58;21;52;4;25;17;53;16;20;37;23;33;46;61;27;43;41;64;63;49;18;29;24;35;34;19;13;45;60;8;56;30;11;59;9;11;272
11;272;28;5;1;47;55;57;40;10;62;6;54;50;32;3;2;12;14;22;31;39;7;26;44;38;15;48;51;42;36;58;21;52;4;25;17;53;16;20;37;23;33;46;61;27;43;41;64;63;49;18;29;24;35;34;19;13;45;60;8;56;30;11;59;9
28;5;34;47;55;57;40;10;62;6;54;50;32;3;2;12;14;22;31;39;7;26;44;38;15;48;51;42;36;58;21;52;4;25;17;53;16;20;37;23;33;46;61;27;43;41;64;63;49;18;29;24;35;1;19;13;45;60;8;56;30;11;59;9;11;268
11;268;28;5;34;47;55;57;40;10;62;6;54;50;32;3;2;12;14;22;31;39;7;26;44;38;15;48;51;42;36;58;21;52;4;25;17;53;16;20;37;23;33;46;61;27;43;41;64;63;49;18;29;24;35;1;19;13;45;60;8;56;30;11;59;9
28;5;34;47;55;57;40;10;62;6;54;50;32;3;2;12;14;22;24;39;7;26;44;38;15;48;51;42;36;58;21;52;4;25;17;53;16;20;37;23;33;46;61;27;43;41;64;63;49;18;29;31;35;1;19;13;45;60;8;56;30;11;59;9;11;268
11;268;28;5;34;47;55;57;40;10;62;6;54;50;32;3;2;12;14;22;24;39;7;26;44;38;15;48;51;42;36;58;21;52;4;25;17;53;16;20;37;23;33;46;61;27;43;41;64;63;49;18;29;31;35;1;19;13;45;60;8;56;30;11;59;9
28;5;34;47;55;57;40;10;62;6;54;50;32;3;2;12;14;22;24;39;7;26;44;38;8;48;51;42;36;58;21;52;4;25;17;53;16;20;37;23;33;46;61;27;43;41;64;63;49;18;29;31;35;1;19;13;45;60;15;56;30;11;59;9;11;268
11;268;28;5;34;47;55;57;40;10;62;6;54;50;32;3;2;12;14;22;24;39;7;26;44;38;8;48;51;42;36;58;21;52;4;25;17;53;16;20;37;23;33;46;61;27;43;41;64;63;49;18;29;31;35;1;19;13;45;60;15;56;30;11;59;9
28;5;34;47;55;57;40;10;62;6;54;50;32;3;2;12;14;22;24;39;7;26;44;38;8;48;51;42;36;58;30;52;4;25;17;53;16;20;37;23;33;46;61;27;43;41;64;63;49;18;29;31;35;1;19;13;45;60;15;56;21;11;59;9;11;268
11;268;28;5;34;47;55;57;40;10;62;6;54;50;32;3;2;12;14;22;24;39;7;26;44;38;8;48;51;42;36;58;30;52;4;25;17;53;16;20;37;23;33;46;61;27;43;41;64;63;49;18;29;31;35;1;19;13;45;60;15;56;21;11;59;9
28;32;34;47;55;57;40;10;62;6;54;50;5;3;2;12;14;22;24;39;7;26;44;38;8;48;51;42;36;58;30;52;4;25;17;53;16;20;37;23;33;46;61;27;43;41;64;63;49;18;29;31;35;1;19;13;45;60;15;56;21;11;59;9;11;268
11;268;28;32;34;47;55;57;40;10;62;6;54;50;5;3;2;12;14;22;24;39;7;26;44;38;8;48;51;42;36;58;30;52;4;25;17;53;16;20;37;23;33;46;61;27;43;41;64;63;49;18;29;31;35;1;19;13;45;60;15;56;21;11;59;9
28;32;34;47;55;57;40;10;62;6;54;50;5;3;2;12;14;22;24;39;53;26;44;38;8;48;51;42;36;58;30;52;4;25;17;7;16;20;37;23;33;46;61;27;43;41;64;63;49;18;29;31;35;1;19;13;45;60;15;56;21;11;59;9;11;268
11;268;28;32;34;47;55;57;40;10;62;6;54;50;5;3;2;12;14;22;24;39;53;26;44;38;8;48;51;42;36;58;30;52;4;25;17;7;16;20;37;23;33;46;61;27;43;41;64;63;49;18;29;31;35;1;19;13;45;60;15;56;21;11;59;9
28;32;34;47;55;57;40;10;62;6;54;50;5;3;2;12;14;22;24;39;53;26;44;38;8;48;51;42;36;58;30;52;35;25;17;7;16;20;37;23;33;46;61;27;43;41;64;63;49;18;29;31;4;1;19;13;45;60;15;56;21;11;59;9;11;268
11;268;28;32;34;47;55;57;40;10;62;6;54;50;5;3;2;12;14;22;24;39;53;26;44;38;8;48;51;42;36;58;30;52;35;25;17;7;16;20;37;23;33;46;61;27;43;41;64;63;49;18;29;31;4;1;19;13;45;60;15;56;21;11;59;9
28;32;34;47;45;57;40;10;62;6;54;50;5;3;2;12;14;22;24;39;53;26;44;38;8;48;51;42;36;58;30;52;35;25;17;7;16;20;37;23;33;46;61;27;43;41;64;63;49;18;29;31;4;1;19;13;55;60;15;56;21;11;59;9;11;268
11;268;28;32;34;47;45;57;40;10;62;6;54;50;5;3;2;12;14;22;24;39;53;26;44;38;8;48;51;42;36;58;30;52;35;25;17;7;16;20;37;23;33;46;61;27;43;41;64;63;49;18;29;31;4;1;19;13;55;60;15;56;21;11;59;9
28;32;34;47;45;57;40;10;62;6;54;50;5;3;2;12;14;22;24;39;53;26;44;38;8;48;51;42;36;58;30;19;35;25;17;7;16;20;37;23;33;46;61;27;43;41;64;63;49;18;29;31;4;1;52;13;55;60;15;56;21;11;59;9;11;272
11;272;28;32;34;47;45;57;40;10;62;6;54;50;5;3;2;12;14;22;24;39;53;26;44;38;8;48;51;42;36;58;30;19;35;25;17;7;16;20;37;23;33;46;61;27;43;41;64;63;49;18;29;31;4;1;52;13;55;60;15;56;21;11;59;9
28;32;34;47;45;57;40;10;31;6;54;50;5;3;2;12;14;22;24;39;53;26;44;38;8;48;51;42;36;58;30;19;35;25;17;7;16;20;37;23;33;46;61;27;43;41;64;63;49;18;29;62;4;1;52;13;55;60;15;56;21;11;59;9;11;272
12;272;28;32;34;47;45;57;40;10;31;6;54;50;5;3;2;12;14;22;24;39;53;26;44;38;8;48;51;42;36;58;30;19;35;25;17;7;16;20;37;23;33;46;61;27;43;41;64;63;49;18;29;62;4;1;52;13;55;60;15;56;21;11;59;9
28;32;34;47;45;57;40;10;31;6;54;50;5;3;2;12;14;22;24;39;53;26;44;38;35;48;51;42;36;58;30;19;8;25;17;7;16;20;37;23;33;46;61;27;43;41;64;63;49;18;29;62;4;1;52;13;55;60;15;56;21;11;59;9;12;274
12;274;28;32;34;47;45;57;40;10;31;6;54;50;5;3;2;12;14;22;24;39;53;26;44;38;35;48;51;42;36;58;30;19;8;25;17;7;16;20;37;23;33;46;61;27;43;41;64;63;49;18;29;62;4;1;52;13;55;60;15;56;21;11;59;9
28;32;34;47;45;57;40;10;31;6;54;50;5;3;2;12;14;22;24;39;53;26;44;38;35;48;51;42;36;58;30;19;8;25;17;7;16;20;37;23;33;46;61;27;43;41;64;63;49;18;15;62;4;1;52;13;55;60;29;56;21;11;59;9;12;274
12;274;28;32;34;47;45;57;40;10;31;6;54;50;5;3;2;12;14;22;24;39;53;26;44;38;35;48;51;42;36;58;30;19;8;25;17;7;16;20;37;23;33;46;61;27;43;41;64;63;49;18;15;62;4;1;52;13;55;60;29;56;21;11;59;9
28;32;34;47;45;57;40;10;31;6;54;50;5;3;2;12;14;22;24;39;53;26;44;38;35;48;51;42;36;58;30;19;60;25;17;7;16;20;37;23;33;46;61;27;43;41;64;63;49;18;15;62;4;1;52;13;55;8;29;56;21;11;59;9;12;274
12;274;28;32;34;47;45;57;40;10;31;6;54;50;5;3;2;12;14;22;24;39;53;26;44;38;35;48;51;42;36;58;30;19;60;25;17;7;16;20;37;23;33;46;61;27;43;41;64;63;49;18;15;62;4;1;52;13;55;8;29;56;21;11;59;9
28;32;34;47;45;57;40;10;31;6;54;50;5;3;2;12;14;22;24;39;53;26;44;38;35;48;51;42;36;58;30;19;60;25;17;7;16;20;37;23;33;46;61;27;43;49;64;63;41;18;15;62;4;1;52;13;55;8;29;56;21;11;59;9;12;278
12;278;28;32;34;47;45;57;40;10;31;6;54;50;5;3;2;12;14;22;24;39;53;26;44;38;35;48;51;42;36;58;30;19;60;25;17;7;16;20;37;23;33;46;61;27;43;49;64;63;41;18;15;62;4;1;52;13;55;8;29;56;21;11;59;9
28;32;34;47;45;57;40;10;31;6;54;50;5;3;2;12;14;22;24;39;53;26;44;38;35;48;51;42;36;58;30;19;60;25;17;7;13;20;37;23;33;46;61;27;43;49;64;63;41;18;15;62;4;1;52;16;55;8;29;56;21;11;59;9;12;274
12;274;28;32;34;47;45;57;40;10;31;6;54;50;5;3;2;12;14;22;24;39;53;26;44;38;35;48;51;42;36;58;30;19;60;25;17;7;13;20;37;23;33;46;61;27;43;49;64;63;41;18;15;62;4;1;52;16;55;8;29;56;21;11;59;9
28;2;34;47;45;57;40;10;31;6;54;50;5;3;32;12;14;22;24;39;53;26;44;38;35;48;51;42;36;58;30;19;60;25;17;7;13;20;37;23;33;46;61;27;43;49;64;63;41;18;15;62;4;1;52;16;55;8;29;56;21;11;59;9;12;286
12;286;28;2;34;47;45;57;40;10;31;6;54;50;5;3;32;12;14;22;24;39;53;26;44;38;35;48;51;42;36;58;30;19;60;25;17;7;13;20;37;23;33;46;61;27;43;49;64;63;41;18;15;62;4;1;52;16;55;8;29;56;21;11;59;9
28;2;34;47;45;57;40;10;31;6;54;50;5;3;32;12;14;22;24;37;53;26;44;38;35;48;51;42;36;58;30;19;60;25;17;7;13;20;39;23;33;46;61;27;43;49;64;63;41;18;15;62;4;1;52;16;55;8;29;56;21;11;59;9;12;282
12;282;28;2;34;47;45;57;40;10;31;6;54;50;5;3;32;12;14;22;24;37;53;26;44;38;35;48;51;42;36;58;30;19;60;25;17;7;13;20;39;23;33;46;61;27;43;49;64;63;41;18;15;62;4;1;52;16;55;8;29;56;21;11;59;9
28;2;34;47;45;57;40;10;31;6;54;50;5;3;32;12;14;22;24;37;53;26;44;38;35;48;51;42;30;58;36;19;60;25;17;7;13;20;39;23;33;46;61;27;43;49;64;63;41;18;15;62;4;1;52;16;55;8;29;56;21;11;59;9;12;282
12;282;28;2;34;47;45;57;40;10;31;6;54;50;5;3;32;12;14;22;24;37;53;26;44;38;35;48;51;42;30;58;36;19;60;25;17;7;13;20;39;23;33;46;61;27;43;49;64;63;41;18;15;62;4;1;52;16;55;8;29;56;21;11;59;9
28;2;34;47;45;57;40;10;31;6;54;50;5;3;32;12;14;22;24;37;53;26;44;38;35;48;51;42;30;58;36;19;60;1;17;7;13;20;39;23;33;46;61;27;43;49;64;63;41;18;15;62;4;25;52;16;55;8;29;56;21;11;59;9;12;282
12;282;28;2;34;47;45;57;40;10;31;6;54;50;5;3;32;12;14;22;24;37;53;26;44;38;35;48;51;42;30;58;36;19;60;1;17;7;13;20;39;23;33;46;61;27;43;49;64;63;41;18;15;62;4;25;52;16;55;8;29;56;21;11;59;9
