"X1";"X6097610";"X20";"X9";"X16";"X19";"X26";"X23";"X12";"X14";"X17";"X2";"X25";"X21";"X15";"X11";"X13";"X24";"X1.1";"X22";"X4";"X10";"X18";"X6";"X3";"X5";"X8";"X7"
1;6143405;4;19;21;14;26;25;16;9;17;12;23;11;15;8;18;2;22;24;20;10;13;6;3;5;1;7
4;19;21;22;26;25;16;9;17;12;23;11;15;8;18;2;14;24;20;10;13;6;3;5;1;7;1;5949503
1;5949503;4;19;21;22;26;25;16;9;17;12;23;11;15;8;18;2;14;24;20;10;13;6;3;5;1;7
4;19;21;25;26;22;16;9;17;12;23;11;15;8;18;2;14;24;20;10;13;6;3;5;1;7;1;5935873
1;5935873;4;19;21;25;26;22;16;9;17;12;23;11;15;8;18;2;14;24;20;10;13;6;3;5;1;7
4;19;21;25;26;18;16;9;17;12;23;11;15;8;22;2;14;24;20;10;13;6;3;5;1;7;1;5893130
1;5893130;4;19;21;25;26;18;16;9;17;12;23;11;15;8;22;2;14;24;20;10;13;6;3;5;1;7
4;19;24;25;26;18;16;9;17;12;23;11;15;8;22;2;14;21;20;10;13;6;3;5;1;7;1;5851131
1;5851131;4;19;24;25;26;18;16;9;17;12;23;11;15;8;22;2;14;21;20;10;13;6;3;5;1;7
4;19;24;25;26;18;16;9;17;12;6;11;15;8;22;2;14;21;20;10;13;23;3;5;1;7;1;5853868
1;5853868;4;19;24;25;26;18;16;9;17;12;6;11;15;8;22;2;14;21;20;10;13;23;3;5;1;7
4;19;24;26;25;18;16;9;17;12;6;11;15;8;22;2;14;21;20;10;13;23;3;5;1;7;1;5853888
1;5853888;4;19;24;26;25;18;16;9;17;12;6;11;15;8;22;2;14;21;20;10;13;23;3;5;1;7
4;19;24;26;25;18;16;13;17;12;6;11;15;8;22;2;14;21;20;10;9;23;3;5;1;7;1;6000052
2;6000052;4;19;24;26;25;18;16;13;17;12;6;11;15;8;22;2;14;21;20;10;9;23;3;5;1;7
4;19;24;26;25;18;10;13;17;12;6;11;15;8;22;2;14;21;20;16;9;23;3;5;1;7;2;6000535
2;6000535;4;19;24;26;25;18;10;13;17;12;6;11;15;8;22;2;14;21;20;16;9;23;3;5;1;7
4;19;24;26;25;8;10;13;17;12;6;11;15;18;22;2;14;21;20;16;9;23;3;5;1;7;2;5999647
2;5999647;4;19;24;26;25;8;10;13;17;12;6;11;15;18;22;2;14;21;20;16;9;23;3;5;1;7
4;19;24;26;25;8;10;13;17;12;6;11;15;18;22;2;14;21;9;16;20;23;3;5;1;7;2;5931906
2;5931906;4;19;24;26;25;8;10;13;17;12;6;11;15;18;22;2;14;21;9;16;20;23;3;5;1;7
4;19;24;26;25;8;10;13;17;12;6;15;11;18;22;2;14;21;9;16;20;23;3;5;1;7;2;5937444
2;5937444;4;19;24;26;25;8;10;13;17;12;6;15;11;18;22;2;14;21;9;16;20;23;3;5;1;7
4;19;24;5;25;8;10;13;17;12;6;15;11;18;22;2;14;21;9;16;20;23;3;26;1;7;2;5913196
2;5913196;4;19;24;5;25;8;10;13;17;12;6;15;11;18;22;2;14;21;9;16;20;23;3;26;1;7
4;19;24;5;25;8;10;13;17;12;6;15;11;18;22;16;14;21;9;2;20;23;3;26;1;7;2;5926684
2;5926684;4;19;24;5;25;8;10;13;17;12;6;15;11;18;22;16;14;21;9;2;20;23;3;26;1;7
4;19;24;1;25;8;10;13;17;12;6;15;11;18;22;16;14;21;9;2;20;23;3;26;5;7;2;5889638
2;5889638;4;19;24;1;25;8;10;13;17;12;6;15;11;18;22;16;14;21;9;2;20;23;3;26;5;7
4;19;24;1;25;8;10;13;17;12;6;15;5;18;22;16;14;21;9;2;20;23;3;26;11;7;2;5682710
2;5682710;4;19;24;1;25;8;10;13;17;12;6;15;5;18;22;16;14;21;9;2;20;23;3;26;11;7
4;19;24;1;25;8;10;13;17;12;6;15;5;18;22;16;14;3;9;2;20;23;21;26;11;7;2;5761050
2;5761050;4;19;24;1;25;8;10;13;17;12;6;15;5;18;22;16;14;3;9;2;20;23;21;26;11;7
4;19;24;1;25;8;10;13;17;12;6;15;5;18;22;16;14;26;9;2;20;23;21;3;11;7;2;5738290
2;5738290;4;19;24;1;25;8;10;13;17;12;6;15;5;18;22;16;14;26;9;2;20;23;21;3;11;7
4;14;24;1;25;8;10;13;17;12;6;15;5;18;22;16;19;26;9;2;20;23;21;3;11;7;2;5753277
2;5753277;4;14;24;1;25;8;10;13;17;12;6;15;5;18;22;16;19;26;9;2;20;23;21;3;11;7
4;14;24;1;25;8;10;13;17;11;6;15;5;18;22;16;19;26;9;2;20;23;21;3;12;7;2;5762299
2;5762299;4;14;24;1;25;8;10;13;17;11;6;15;5;18;22;16;19;26;9;2;20;23;21;3;12;7
4;14;24;1;25;8;10;23;17;11;6;15;5;18;22;16;19;26;9;2;20;13;21;3;12;7;2;5784533
2;5784533;4;14;24;1;25;8;10;23;17;11;6;15;5;18;22;16;19;26;9;2;20;13;21;3;12;7
4;14;24;1;25;8;23;10;17;11;6;15;5;18;22;16;19;26;9;2;20;13;21;3;12;7;2;5784568
2;5784568;4;14;24;1;25;8;23;10;17;11;6;15;5;18;22;16;19;26;9;2;20;13;21;3;12;7
4;14;24;13;25;8;23;10;17;11;6;15;5;18;22;16;19;26;9;2;20;1;21;3;12;7;2;5761938
2;5761938;4;14;24;13;25;8;23;10;17;11;6;15;5;18;22;16;19;26;9;2;20;1;21;3;12;7
4;18;24;13;25;8;23;10;17;11;6;15;5;14;22;16;19;26;9;2;20;1;21;3;12;7;2;5763650
2;5763650;4;18;24;13;25;8;23;10;17;11;6;15;5;14;22;16;19;26;9;2;20;1;21;3;12;7
4;18;24;13;25;8;23;10;17;11;7;15;5;14;22;16;19;26;9;2;20;1;21;3;12;6;2;5752142
2;5752142;4;18;24;13;25;8;23;10;17;11;7;15;5;14;22;16;19;26;9;2;20;1;21;3;12;6
4;18;24;13;25;8;23;15;17;11;7;10;5;14;22;16;19;26;9;2;20;1;21;3;12;6;2;5760314
2;5760314;4;18;24;13;25;8;23;15;17;11;7;10;5;14;22;16;19;26;9;2;20;1;21;3;12;6
4;18;24;13;25;8;23;15;17;11;7;5;10;14;22;16;19;26;9;2;20;1;21;3;12;6;2;5812872
2;5812872;4;18;24;13;25;8;23;15;17;11;7;5;10;14;22;16;19;26;9;2;20;1;21;3;12;6
1;18;24;13;25;8;23;15;17;11;7;5;10;14;22;16;19;26;9;2;20;4;21;3;12;6;2;5822311
3;5822311;1;18;24;13;25;8;23;15;17;11;7;5;10;14;22;16;19;26;9;2;20;4;21;3;12;6
1;18;24;13;25;9;23;15;17;11;7;5;10;14;22;16;19;26;8;2;20;4;21;3;12;6;3;5887970
3;5887970;1;18;24;13;25;9;23;15;17;11;7;5;10;14;22;16;19;26;8;2;20;4;21;3;12;6
13;18;24;1;25;9;23;15;17;11;7;5;10;14;22;16;19;26;8;2;20;4;21;3;12;6;3;5906982
3;5906982;13;18;24;1;25;9;23;15;17;11;7;5;10;14;22;16;19;26;8;2;20;4;21;3;12;6
24;18;13;1;25;9;23;15;17;11;7;5;10;14;22;16;19;26;8;2;20;4;21;3;12;6;3;5907249
3;5907249;24;18;13;1;25;9;23;15;17;11;7;5;10;14;22;16;19;26;8;2;20;4;21;3;12;6
24;18;13;1;25;9;23;15;17;11;7;5;10;14;12;16;19;26;8;2;20;4;21;3;22;6;3;5913833
3;5913833;24;18;13;1;25;9;23;15;17;11;7;5;10;14;12;16;19;26;8;2;20;4;21;3;22;6
24;18;13;1;25;9;23;15;17;11;22;5;10;14;12;16;19;26;8;2;20;4;21;3;7;6;3;5914973
3;5914973;24;18;13;1;25;9;23;15;17;11;22;5;10;14;12;16;19;26;8;2;20;4;21;3;7;6
24;18;13;1;25;9;5;15;17;11;22;23;10;14;12;16;19;26;8;2;20;4;21;3;7;6;3;5964890
3;5964890;24;18;13;1;25;9;5;15;17;11;22;23;10;14;12;16;19;26;8;2;20;4;21;3;7;6
24;18;13;1;25;9;5;15;3;11;22;23;10;14;12;16;19;26;8;2;20;4;21;17;7;6;3;6046174
3;6046174;24;18;13;1;25;9;5;15;3;11;22;23;10;14;12;16;19;26;8;2;20;4;21;17;7;6
24;18;13;1;25;9;5;15;3;11;22;23;10;14;12;16;4;26;8;2;20;19;21;17;7;6;3;6044880
3;6044880;24;18;13;1;25;9;5;15;3;11;22;23;10;14;12;16;4;26;8;2;20;19;21;17;7;6
24;18;13;1;25;9;5;15;3;11;22;2;10;14;12;16;4;26;8;23;20;19;21;17;7;6;3;6034208
3;6034208;24;18;13;1;25;9;5;15;3;11;22;2;10;14;12;16;4;26;8;23;20;19;21;17;7;6
24;18;13;1;25;9;5;15;26;11;22;2;10;14;12;16;4;3;8;23;20;19;21;17;7;6;3;5959077
3;5959077;24;18;13;1;25;9;5;15;26;11;22;2;10;14;12;16;4;3;8;23;20;19;21;17;7;6
24;18;13;1;25;9;5;15;21;11;22;2;10;14;12;16;4;3;8;23;20;19;26;17;7;6;3;5884492
3;5884492;24;18;13;1;25;9;5;15;21;11;22;2;10;14;12;16;4;3;8;23;20;19;26;17;7;6
24;18;13;1;25;9;5;3;21;11;22;2;10;14;12;16;4;15;8;23;20;19;26;17;7;6;3;5888383
3;5888383;24;18;13;1;25;9;5;3;21;11;22;2;10;14;12;16;4;15;8;23;20;19;26;17;7;6
24;18;13;1;25;9;5;4;21;11;22;2;10;14;12;16;3;15;8;23;20;19;26;17;7;6;3;5892208
3;5892208;24;18;13;1;25;9;5;4;21;11;22;2;10;14;12;16;3;15;8;23;20;19;26;17;7;6
24;18;13;1;25;9;5;4;21;11;19;2;10;14;12;16;3;15;8;23;20;22;26;17;7;6;3;5850032
3;5850032;24;18;13;1;25;9;5;4;21;11;19;2;10;14;12;16;3;15;8;23;20;22;26;17;7;6
24;18;13;1;25;9;5;4;21;11;19;2;10;14;12;16;3;15;8;22;20;23;26;17;7;6;3;5850253
3;5850253;24;18;13;1;25;9;5;4;21;11;19;2;10;14;12;16;3;15;8;22;20;23;26;17;7;6
7;18;13;1;25;9;5;4;21;11;19;2;10;14;12;16;3;15;8;22;20;23;26;17;24;6;3;5792124
3;5792124;7;18;13;1;25;9;5;4;21;11;19;2;10;14;12;16;3;15;8;22;20;23;26;17;24;6
7;18;13;1;25;9;5;4;21;11;19;2;16;14;12;10;3;15;8;22;20;23;26;17;24;6;3;5795076
3;5795076;7;18;13;1;25;9;5;4;21;11;19;2;16;14;12;10;3;15;8;22;20;23;26;17;24;6
7;18;13;1;25;9;5;4;21;11;23;2;16;14;12;10;3;15;8;22;20;19;26;17;24;6;3;5836229
3;5836229;7;18;13;1;25;9;5;4;21;11;23;2;16;14;12;10;3;15;8;22;20;19;26;17;24;6
7;18;13;1;25;9;11;4;21;5;23;2;16;14;12;10;3;15;8;22;20;19;26;17;24;6;3;5824868
3;5824868;7;18;13;1;25;9;11;4;21;5;23;2;16;14;12;10;3;15;8;22;20;19;26;17;24;6
7;18;13;1;25;9;11;4;21;5;23;2;16;14;12;10;3;6;8;22;20;19;26;17;24;15;3;5833389
4;5833389;7;18;13;1;25;9;11;4;21;5;23;2;16;14;12;10;3;6;8;22;20;19;26;17;24;15
7;3;13;1;25;9;11;4;21;5;23;2;16;14;12;10;18;6;8;22;20;19;26;17;24;15;4;5807806
4;5807806;7;3;13;1;25;9;11;4;21;5;23;2;16;14;12;10;18;6;8;22;20;19;26;17;24;15
7;3;13;1;25;9;11;4;21;5;23;2;16;14;19;10;18;6;8;22;20;12;26;17;24;15;4;5796974
4;5796974;7;3;13;1;25;9;11;4;21;5;23;2;16;14;19;10;18;6;8;22;20;12;26;17;24;15
7;3;13;1;25;9;11;4;21;5;23;2;16;14;19;10;18;6;8;17;20;12;26;22;24;15;4;5797744
4;5797744;7;3;13;1;25;9;11;4;21;5;23;2;16;14;19;10;18;6;8;17;20;12;26;22;24;15
7;3;13;1;25;9;11;4;21;15;23;2;16;14;19;10;18;6;8;17;20;12;26;22;24;5;4;5965654
4;5965654;7;3;13;1;25;9;11;4;21;15;23;2;16;14;19;10;18;6;8;17;20;12;26;22;24;5
7;3;13;1;25;9;11;4;21;15;23;24;16;14;19;10;18;6;8;17;20;12;26;22;2;5;4;5996437
4;5965654;7;3;13;1;25;9;11;4;21;15;23;2;16;14;19;10;18;6;8;17;20;12;26;22;24;5
7;3;13;1;25;5;11;4;21;15;23;2;16;14;19;10;18;6;8;17;20;12;26;22;24;9;4;5965463
4;5965463;7;3;13;1;25;5;11;4;21;15;23;2;16;14;19;10;18;6;8;17;20;12;26;22;24;9
7;3;13;1;25;5;11;8;21;15;23;2;16;14;19;10;18;6;4;17;20;12;26;22;24;9;4;5963876
4;5963876;7;3;13;1;25;5;11;8;21;15;23;2;16;14;19;10;18;6;4;17;20;12;26;22;24;9
7;3;13;1;25;19;11;8;21;15;23;2;16;14;5;10;18;6;4;17;20;12;26;22;24;9;4;5868803
4;5868803;7;3;13;1;25;19;11;8;21;15;23;2;16;14;5;10;18;6;4;17;20;12;26;22;24;9
7;3;25;1;13;19;11;8;21;15;23;2;16;14;5;10;18;6;4;17;20;12;26;22;24;9;4;5871063
4;5871063;7;3;25;1;13;19;11;8;21;15;23;2;16;14;5;10;18;6;4;17;20;12;26;22;24;9
7;3;25;19;13;1;11;8;21;15;23;2;16;14;5;10;18;6;4;17;20;12;26;22;24;9;4;5865371
4;5865371;7;3;25;19;13;1;11;8;21;15;23;2;16;14;5;10;18;6;4;17;20;12;26;22;24;9
7;3;25;19;13;20;11;8;21;15;23;2;16;14;5;10;18;6;4;17;1;12;26;22;24;9;4;5872016
4;5872016;7;3;25;19;13;20;11;8;21;15;23;2;16;14;5;10;18;6;4;17;1;12;26;22;24;9
7;3;19;25;13;20;11;8;21;15;23;2;16;14;5;10;18;6;4;17;1;12;26;22;24;9;4;5874598
4;5874598;7;3;19;25;13;20;11;8;21;15;23;2;16;14;5;10;18;6;4;17;1;12;26;22;24;9
7;3;1;25;13;20;11;8;21;15;23;2;16;14;5;10;18;6;4;17;19;12;26;22;24;9;4;5897100
4;5897100;7;3;1;25;13;20;11;8;21;15;23;2;16;14;5;10;18;6;4;17;19;12;26;22;24;9
7;9;1;25;13;20;11;8;21;15;23;2;16;14;5;10;18;6;4;17;19;12;26;22;24;3;4;5977284
4;5977284;7;9;1;25;13;20;11;8;21;15;23;2;16;14;5;10;18;6;4;17;19;12;26;22;24;3
7;9;1;25;13;20;12;8;21;15;23;2;16;14;5;10;18;6;4;17;19;11;26;22;24;3;4;5912263
4;5912263;7;9;1;25;13;20;12;8;21;15;23;2;16;14;5;10;18;6;4;17;19;11;26;22;24;3
7;9;1;25;13;20;12;8;18;15;23;2;16;14;5;10;21;6;4;17;19;11;26;22;24;3;4;5936512
4;5936512;7;9;1;25;13;20;12;8;18;15;23;2;16;14;5;10;21;6;4;17;19;11;26;22;24;3
7;9;1;25;13;20;12;8;18;15;23;2;19;14;5;10;21;6;4;17;16;11;26;22;24;3;4;5857341
4;5857341;7;9;1;25;13;20;12;8;18;15;23;2;19;14;5;10;21;6;4;17;16;11;26;22;24;3
7;9;1;25;13;20;12;8;18;15;23;2;19;14;5;26;21;6;4;17;16;11;10;22;24;3;4;5863254
4;5863254;7;9;1;25;13;20;12;8;18;15;23;2;19;14;5;26;21;6;4;17;16;11;10;22;24;3
7;9;1;25;13;20;12;8;18;15;23;10;19;14;5;26;21;6;4;17;16;11;2;22;24;3;4;5879032
4;5879032;7;9;1;25;13;20;12;8;18;15;23;10;19;14;5;26;21;6;4;17;16;11;2;22;24;3
7;9;1;25;13;20;12;8;18;17;23;10;19;14;5;26;21;6;4;15;16;11;2;22;24;3;4;5897207
5;5897207;7;9;1;25;13;20;12;8;18;17;23;10;19;14;5;26;21;6;4;15;16;11;2;22;24;3
7;9;23;25;13;20;12;8;18;17;1;10;19;14;5;26;21;6;4;15;16;11;2;22;24;3;5;5855880
5;5855880;7;9;23;25;13;20;12;8;18;17;1;10;19;14;5;26;21;6;4;15;16;11;2;22;24;3
7;9;19;25;13;20;12;8;18;17;1;10;23;14;5;26;21;6;4;15;16;11;2;22;24;3;5;5903837
5;5903837;7;9;19;25;13;20;12;8;18;17;1;10;23;14;5;26;21;6;4;15;16;11;2;22;24;3
7;9;19;25;13;20;6;8;18;17;1;10;23;14;5;26;21;12;4;15;16;11;2;22;24;3;5;5902568
5;5902568;7;9;19;25;13;20;6;8;18;17;1;10;23;14;5;26;21;12;4;15;16;11;2;22;24;3
7;9;19;25;13;20;6;8;18;17;1;10;23;14;5;12;21;26;4;15;16;11;2;22;24;3;5;5898558
5;5898558;7;9;19;25;13;20;6;8;18;17;1;10;23;14;5;12;21;26;4;15;16;11;2;22;24;3
7;9;19;25;13;20;6;4;18;17;1;10;23;14;5;12;21;26;8;15;16;11;2;22;24;3;5;5856349
5;5856349;7;9;19;25;13;20;6;4;18;17;1;10;23;14;5;12;21;26;8;15;16;11;2;22;24;3
7;9;19;25;13;17;6;4;18;20;1;10;23;14;5;12;21;26;8;15;16;11;2;22;24;3;5;5851359
5;5851359;7;9;19;25;13;17;6;4;18;20;1;10;23;14;5;12;21;26;8;15;16;11;2;22;24;3
7;9;19;25;13;17;4;6;18;20;1;10;23;14;5;12;21;26;8;15;16;11;2;22;24;3;5;5853994
5;5853994;7;9;19;25;13;17;4;6;18;20;1;10;23;14;5;12;21;26;8;15;16;11;2;22;24;3
7;9;19;25;13;17;4;6;18;20;1;10;23;14;5;12;21;26;11;15;16;8;2;22;24;3;5;5868910
5;5868910;7;9;19;25;13;17;4;6;18;20;1;10;23;14;5;12;21;26;11;15;16;8;2;22;24;3
7;9;19;25;13;17;4;6;18;24;1;10;23;14;5;12;21;26;11;15;16;8;2;22;20;3;5;5884580
5;5884580;7;9;19;25;13;17;4;6;18;24;1;10;23;14;5;12;21;26;11;15;16;8;2;22;20;3
10;9;19;25;13;17;4;6;18;24;1;7;23;14;5;12;21;26;11;15;16;8;2;22;20;3;5;5861437
5;5861437;10;9;19;25;13;17;4;6;18;24;1;7;23;14;5;12;21;26;11;15;16;8;2;22;20;3
10;9;19;25;13;17;4;6;18;24;1;7;23;14;5;12;21;26;11;15;16;8;2;3;20;22;5;5953147
5;5953147;10;9;19;25;13;17;4;6;18;24;1;7;23;14;5;12;21;26;11;15;16;8;2;3;20;22
10;9;19;25;13;17;4;6;20;24;1;7;23;14;5;12;21;26;11;15;16;8;2;3;18;22;5;5954675
5;5954675;10;9;19;25;13;17;4;6;20;24;1;7;23;14;5;12;21;26;11;15;16;8;2;3;18;22
10;9;19;11;13;17;4;6;20;24;1;7;23;14;5;12;21;26;25;15;16;8;2;3;18;22;5;5974436
5;5974436;10;9;19;11;13;17;4;6;20;24;1;7;23;14;5;12;21;26;25;15;16;8;2;3;18;22
10;9;19;11;13;17;4;6;20;24;1;7;23;14;12;5;21;26;25;15;16;8;2;3;18;22;5;5956000
5;5956000;10;9;19;11;13;17;4;6;20;24;1;7;23;14;12;5;21;26;25;15;16;8;2;3;18;22
10;9;19;11;13;17;4;6;8;24;1;7;23;14;12;5;21;26;25;15;16;20;2;3;18;22;5;5979369
5;5979369;10;9;19;11;13;17;4;6;8;24;1;7;23;14;12;5;21;26;25;15;16;20;2;3;18;22
10;9;19;11;13;17;4;3;8;24;1;7;23;14;12;5;21;26;25;15;16;20;2;6;18;22;5;5969753
5;5969753;10;9;19;11;13;17;4;3;8;24;1;7;23;14;12;5;21;26;25;15;16;20;2;6;18;22
10;2;19;11;13;17;4;3;8;24;1;7;23;14;12;5;21;26;25;15;16;20;9;6;18;22;5;6024946
5;6024946;10;2;19;11;13;17;4;3;8;24;1;7;23;14;12;5;21;26;25;15;16;20;9;6;18;22
10;2;19;11;13;17;4;3;8;24;1;7;23;14;12;5;21;26;25;15;16;20;9;22;18;6;5;6029917
5;6029917;10;2;19;11;13;17;4;3;8;24;1;7;23;14;12;5;21;26;25;15;16;20;9;22;18;6
10;2;19;11;13;17;4;3;8;24;1;7;23;14;12;5;21;26;25;15;22;20;9;16;18;6;5;6031304
5;6031304;10;2;19;11;13;17;4;3;8;24;1;7;23;14;12;5;21;26;25;15;22;20;9;16;18;6
10;2;19;26;13;17;4;3;8;24;1;7;23;14;12;5;21;11;25;15;22;20;9;16;18;6;5;6029196
6;6029196;10;2;19;26;13;17;4;3;8;24;1;7;23;14;12;5;21;11;25;15;22;20;9;16;18;6
10;2;19;26;13;17;4;23;8;24;1;7;3;14;12;5;21;11;25;15;22;20;9;16;18;6;6;5998078
6;5998078;10;2;19;26;13;17;4;23;8;24;1;7;3;14;12;5;21;11;25;15;22;20;9;16;18;6
10;2;19;26;13;17;4;23;11;24;1;7;3;14;12;5;21;8;25;15;22;20;9;16;18;6;6;5996069
6;5996069;10;2;19;26;13;17;4;23;11;24;1;7;3;14;12;5;21;8;25;15;22;20;9;16;18;6
10;2;19;4;13;17;26;23;11;24;1;7;3;14;12;5;21;8;25;15;22;20;9;16;18;6;6;5995971
6;5995971;10;2;19;4;13;17;26;23;11;24;1;7;3;14;12;5;21;8;25;15;22;20;9;16;18;6
10;2;19;4;13;17;26;23;11;24;1;7;3;14;12;5;15;8;25;21;22;20;9;16;18;6;6;5986936
6;5986936;10;2;19;4;13;17;26;23;11;24;1;7;3;14;12;5;15;8;25;21;22;20;9;16;18;6
6;2;19;4;13;17;26;23;11;24;1;7;3;14;12;5;15;8;25;21;22;20;9;16;18;10;6;6003652
6;6003652;6;2;19;4;13;17;26;23;11;24;1;7;3;14;12;5;15;8;25;21;22;20;9;16;18;10
6;7;19;4;13;17;26;23;11;24;1;2;3;14;12;5;15;8;25;21;22;20;9;16;18;10;6;6021642
6;6021642;6;7;19;4;13;17;26;23;11;24;1;2;3;14;12;5;15;8;25;21;22;20;9;16;18;10
6;7;19;4;13;17;26;23;11;24;9;2;3;14;12;5;15;8;25;21;22;20;1;16;18;10;6;5964280
6;5964280;6;7;19;4;13;17;26;23;11;24;9;2;3;14;12;5;15;8;25;21;22;20;1;16;18;10
6;7;19;4;13;17;26;12;11;24;9;2;3;14;23;5;15;8;25;21;22;20;1;16;18;10;6;5942731
6;5942731;6;7;19;4;13;17;26;12;11;24;9;2;3;14;23;5;15;8;25;21;22;20;1;16;18;10
6;7;19;4;13;17;26;12;15;24;9;2;3;14;23;5;11;8;25;21;22;20;1;16;18;10;6;5948096
6;5948096;6;7;19;4;13;17;26;12;15;24;9;2;3;14;23;5;11;8;25;21;22;20;1;16;18;10
6;7;19;4;1;17;26;12;15;24;9;2;3;14;23;5;11;8;25;21;22;20;13;16;18;10;6;5915387
6;5915387;6;7;19;4;1;17;26;12;15;24;9;2;3;14;23;5;11;8;25;21;22;20;13;16;18;10
20;7;19;4;1;17;26;12;15;24;9;2;3;14;23;5;11;8;25;21;22;6;13;16;18;10;6;5875589
6;5875589;20;7;19;4;1;17;26;12;15;24;9;2;3;14;23;5;11;8;25;21;22;6;13;16;18;10
20;7;19;10;1;17;26;12;15;24;9;2;3;14;23;5;11;8;25;21;22;6;13;16;18;4;6;5892730
6;5892730;20;7;19;10;1;17;26;12;15;24;9;2;3;14;23;5;11;8;25;21;22;6;13;16;18;4
20;7;17;10;1;19;26;12;15;24;9;2;3;14;23;5;11;8;25;21;22;6;13;16;18;4;6;5861506
6;5861506;20;7;17;10;1;19;26;12;15;24;9;2;3;14;23;5;11;8;25;21;22;6;13;16;18;4
20;7;17;10;1;19;26;12;15;24;9;2;3;14;23;5;11;8;25;13;22;6;21;16;18;4;6;5885123
6;5885123;20;7;17;10;1;19;26;12;15;24;9;2;3;14;23;5;11;8;25;13;22;6;21;16;18;4
20;7;17;10;1;19;8;12;15;24;9;2;3;14;23;5;11;26;25;13;22;6;21;16;18;4;6;5904481
6;5904481;20;7;17;10;1;19;8;12;15;24;9;2;3;14;23;5;11;26;25;13;22;6;21;16;18;4
20;18;17;10;1;19;8;12;15;24;9;2;3;14;23;5;11;26;25;13;22;6;21;16;7;4;6;5804525
6;5804525;20;18;17;10;1;19;8;12;15;24;9;2;3;14;23;5;11;26;25;13;22;6;21;16;7;4
20;18;17;10;1;19;8;12;15;24;9;2;3;14;23;5;11;26;25;13;16;6;21;22;7;4;6;5809213
6;5809213;20;18;17;10;1;19;8;12;15;24;9;2;3;14;23;5;11;26;25;13;16;6;21;22;7;4
20;9;17;10;1;19;8;12;15;24;18;2;3;14;23;5;11;26;25;13;16;6;21;22;7;4;6;5799105
6;5799105;20;9;17;10;1;19;8;12;15;24;18;2;3;14;23;5;11;26;25;13;16;6;21;22;7;4
