"X1";"X6122729";"X12";"X4";"X14";"X25";"X19";"X24";"X6";"X26";"X13";"X1.1";"X16";"X10";"X3";"X8";"X5";"X22";"X7";"X21";"X17";"X11";"X20";"X23";"X2";"X9";"X18";"X15"
3;6267096;19;1;13;9;5;10;11;20;7;26;8;12;23;14;2;21;17;22;6;25;16;3;4;18;24;15
19;1;13;9;5;10;11;20;7;26;8;6;23;14;2;21;17;22;12;25;16;3;4;18;24;15;3;6239545
3;6239545;19;1;13;9;5;10;11;20;7;26;8;6;23;14;2;21;17;22;12;25;16;3;4;18;24;15
19;1;13;9;5;10;11;20;7;26;23;6;8;14;2;21;17;22;12;25;16;3;4;18;24;15;3;6279699
4;6279699;19;1;13;9;5;10;11;20;7;26;23;6;8;14;2;21;17;22;12;25;16;3;4;18;24;15
19;1;9;13;5;10;11;20;7;26;23;6;8;14;2;21;17;22;12;25;16;3;4;18;24;15;4;6218562
4;6218562;19;1;9;13;5;10;11;20;7;26;23;6;8;14;2;21;17;22;12;25;16;3;4;18;24;15
19;1;9;16;5;10;11;20;7;26;23;6;8;14;2;21;17;22;12;25;13;3;4;18;24;15;4;6234447
4;6234447;19;1;9;16;5;10;11;20;7;26;23;6;8;14;2;21;17;22;12;25;13;3;4;18;24;15
19;1;9;16;5;10;11;20;7;26;23;6;8;17;2;21;14;22;12;25;13;3;4;18;24;15;4;6229064
4;6229064;19;1;9;16;5;10;11;20;7;26;23;6;8;17;2;21;14;22;12;25;13;3;4;18;24;15
19;1;9;16;5;10;11;20;7;26;23;13;8;17;2;21;14;22;12;25;6;3;4;18;24;15;4;6209009
4;6209009;19;1;9;16;5;10;11;20;7;26;23;13;8;17;2;21;14;22;12;25;6;3;4;18;24;15
19;1;9;16;5;10;11;14;7;26;23;13;8;17;2;21;20;22;12;25;6;3;4;18;24;15;4;6195880
4;6195880;19;1;9;16;5;10;11;14;7;26;23;13;8;17;2;21;20;22;12;25;6;3;4;18;24;15
19;1;8;16;5;10;11;14;7;26;23;13;9;17;2;21;20;22;12;25;6;3;4;18;24;15;4;6174420
4;6174420;19;1;8;16;5;10;11;14;7;26;23;13;9;17;2;21;20;22;12;25;6;3;4;18;24;15
19;1;8;16;5;10;23;14;7;26;11;13;9;17;2;21;20;22;12;25;6;3;4;18;24;15;4;6165323
4;6165323;19;1;8;16;5;10;23;14;7;26;11;13;9;17;2;21;20;22;12;25;6;3;4;18;24;15
19;1;8;17;5;10;23;14;7;26;11;13;9;16;2;21;20;22;12;25;6;3;4;18;24;15;4;6152965
4;6152965;19;1;8;17;5;10;23;14;7;26;11;13;9;16;2;21;20;22;12;25;6;3;4;18;24;15
19;1;8;17;5;10;23;20;7;26;11;13;9;16;2;21;14;22;12;25;6;3;4;18;24;15;4;6167578
4;6167578;19;1;8;17;5;10;23;20;7;26;11;13;9;16;2;21;14;22;12;25;6;3;4;18;24;15
19;1;8;17;5;10;14;20;7;26;11;13;9;16;2;21;23;22;12;25;6;3;4;18;24;15;4;6181603
4;6181603;19;1;8;17;5;10;14;20;7;26;11;13;9;16;2;21;23;22;12;25;6;3;4;18;24;15
19;1;8;17;5;10;14;20;7;26;11;13;9;16;2;25;23;22;12;21;6;3;4;18;24;15;4;6225946
4;6225946;19;1;8;17;5;10;14;20;7;26;11;13;9;16;2;25;23;22;12;21;6;3;4;18;24;15
19;1;8;17;5;10;14;20;7;26;11;13;9;16;2;25;23;22;12;21;6;3;15;18;24;4;4;6154380
4;6154380;19;1;8;17;5;10;14;20;7;26;11;13;9;16;2;25;23;22;12;21;6;3;15;18;24;4
19;12;8;17;5;10;14;20;7;26;11;13;9;16;2;25;23;22;1;21;6;3;15;18;24;4;4;6122961
4;6122961;19;12;8;17;5;10;14;20;7;26;11;13;9;16;2;25;23;22;1;21;6;3;15;18;24;4
19;12;8;17;5;26;14;20;7;10;11;13;9;16;2;25;23;22;1;21;6;3;15;18;24;4;4;6125050
4;6125050;19;12;8;17;5;26;14;20;7;10;11;13;9;16;2;25;23;22;1;21;6;3;15;18;24;4
19;12;8;17;5;26;14;20;7;10;15;13;9;16;2;25;23;22;1;21;6;3;11;18;24;4;4;6120165
4;6120165;19;12;8;17;5;26;14;20;7;10;15;13;9;16;2;25;23;22;1;21;6;3;11;18;24;4
2;12;8;17;5;26;14;20;7;10;15;13;9;16;19;25;23;22;1;21;6;3;11;18;24;4;4;6118487
4;6118487;2;12;8;17;5;26;14;20;7;10;15;13;9;16;19;25;23;22;1;21;6;3;11;18;24;4
17;12;8;2;5;26;14;20;7;10;15;13;9;16;19;25;23;22;1;21;6;3;11;18;24;4;4;6119813
4;6119813;17;12;8;2;5;26;14;20;7;10;15;13;9;16;19;25;23;22;1;21;6;3;11;18;24;4
17;12;8;2;22;26;14;20;7;10;15;13;9;16;19;25;23;5;1;21;6;3;11;18;24;4;4;5893464
4;5893464;17;12;8;2;22;26;14;20;7;10;15;13;9;16;19;25;23;5;1;21;6;3;11;18;24;4
17;12;8;2;22;26;14;20;7;10;15;13;9;16;19;25;23;5;21;1;6;3;11;18;24;4;4;5951895
4;5951895;17;12;8;2;22;26;14;20;7;10;15;13;9;16;19;25;23;5;21;1;6;3;11;18;24;4
17;12;8;2;22;26;14;20;7;10;15;13;9;23;19;25;16;5;21;1;6;3;11;18;24;4;4;5940014
5;5940014;17;12;8;2;22;26;14;20;7;10;15;13;9;23;19;25;16;5;21;1;6;3;11;18;24;4
17;12;11;2;22;26;14;20;7;10;15;13;9;23;19;25;16;5;21;1;6;3;8;18;24;4;5;5901968
5;5901968;17;12;11;2;22;26;14;20;7;10;15;13;9;23;19;25;16;5;21;1;6;3;8;18;24;4
17;12;11;2;22;24;14;20;7;10;15;13;9;23;19;25;16;5;21;1;6;3;8;18;26;4;5;5907151
5;5907151;17;12;11;2;22;24;14;20;7;10;15;13;9;23;19;25;16;5;21;1;6;3;8;18;26;4
17;12;23;2;22;24;14;20;7;10;15;13;9;11;19;25;16;5;21;1;6;3;8;18;26;4;5;5905866
5;5905866;17;12;23;2;22;24;14;20;7;10;15;13;9;11;19;25;16;5;21;1;6;3;8;18;26;4
17;12;23;2;22;24;14;20;7;10;15;13;9;11;19;26;16;5;21;1;6;3;8;18;25;4;5;5901811
5;5901811;17;12;23;2;22;24;14;20;7;10;15;13;9;11;19;26;16;5;21;1;6;3;8;18;25;4
17;12;23;2;22;24;14;20;7;10;15;6;9;11;19;26;16;5;21;1;13;3;8;18;25;4;5;5913731
5;5913731;17;12;23;2;22;24;14;20;7;10;15;6;9;11;19;26;16;5;21;1;13;3;8;18;25;4
17;12;13;2;22;24;14;20;7;10;15;6;9;11;19;26;16;5;21;1;23;3;8;18;25;4;5;5908603
5;5908603;17;12;13;2;22;24;14;20;7;10;15;6;9;11;19;26;16;5;21;1;23;3;8;18;25;4
17;12;13;2;22;24;14;20;7;10;15;6;9;26;19;11;16;5;21;1;23;3;8;18;25;4;5;5899988
5;5899988;17;12;13;2;22;24;14;20;7;10;15;6;9;26;19;11;16;5;21;1;23;3;8;18;25;4
17;12;13;15;22;24;14;20;7;10;2;6;9;26;19;11;16;5;21;1;23;3;8;18;25;4;5;5937228
5;5937228;17;12;13;15;22;24;14;20;7;10;2;6;9;26;19;11;16;5;21;1;23;3;8;18;25;4
17;12;3;15;22;24;14;20;7;10;2;6;9;26;19;11;16;5;21;1;23;13;8;18;25;4;5;5922045
5;5922045;17;12;3;15;22;24;14;20;7;10;2;6;9;26;19;11;16;5;21;1;23;13;8;18;25;4
17;12;3;15;22;24;14;20;7;10;2;6;11;26;19;9;16;5;21;1;23;13;8;18;25;4;5;5988382
5;5988382;17;12;3;15;22;24;14;20;7;10;2;6;11;26;19;9;16;5;21;1;23;13;8;18;25;4
17;12;3;15;22;24;14;20;7;5;2;6;11;26;19;9;16;10;21;1;23;13;8;18;25;4;5;6080391
5;6080391;17;12;3;15;22;24;14;20;7;5;2;6;11;26;19;9;16;10;21;1;23;13;8;18;25;4
17;12;3;15;22;24;14;20;7;5;2;6;11;26;19;9;16;10;21;1;23;13;4;18;25;8;5;5944541
5;5944541;17;12;3;15;22;24;14;20;7;5;2;6;11;26;19;9;16;10;21;1;23;13;4;18;25;8
17;12;3;15;22;24;14;20;7;5;2;6;11;26;19;10;16;9;21;1;23;13;4;18;25;8;5;5901511
5;5901511;17;12;3;15;22;24;14;20;7;5;2;6;11;26;19;10;16;9;21;1;23;13;4;18;25;8
17;12;3;26;22;24;14;20;7;5;2;6;11;15;19;10;16;9;21;1;23;13;4;18;25;8;5;5867300
5;5867300;17;12;3;26;22;24;14;20;7;5;2;6;11;15;19;10;16;9;21;1;23;13;4;18;25;8
17;12;3;26;22;24;14;20;7;5;11;6;2;15;19;10;16;9;21;1;23;13;4;18;25;8;5;5860156
5;5860156;17;12;3;26;22;24;14;20;7;5;11;6;2;15;19;10;16;9;21;1;23;13;4;18;25;8
17;5;3;26;22;24;14;20;7;12;11;6;2;15;19;10;16;9;21;1;23;13;4;18;25;8;5;5903682
5;5903682;17;5;3;26;22;24;14;20;7;12;11;6;2;15;19;10;16;9;21;1;23;13;4;18;25;8
17;5;3;26;16;24;14;20;7;12;11;6;2;15;19;10;22;9;21;1;23;13;4;18;25;8;5;5918969
5;5918969;17;5;3;26;16;24;14;20;7;12;11;6;2;15;19;10;22;9;21;1;23;13;4;18;25;8
17;5;3;26;16;24;14;20;7;12;11;6;2;15;19;18;22;9;21;1;23;13;4;10;25;8;5;5775625
5;5775625;17;5;3;26;16;24;14;20;7;12;11;6;2;15;19;18;22;9;21;1;23;13;4;10;25;8
17;5;3;26;16;24;14;20;7;12;11;6;2;15;19;18;22;9;21;23;1;13;4;10;25;8;5;5765244
5;5765244;17;5;3;26;16;24;14;20;7;12;11;6;2;15;19;18;22;9;21;23;1;13;4;10;25;8
17;5;3;26;16;24;14;20;7;12;11;6;2;15;19;18;22;9;21;23;1;25;4;10;13;8;5;5744764
6;5744764;17;5;3;26;16;24;14;20;7;12;11;6;2;15;19;18;22;9;21;23;1;25;4;10;13;8
17;5;3;26;16;24;14;20;7;12;11;1;2;15;19;18;22;9;21;23;6;25;4;10;13;8;6;5714472
6;5714472;17;5;3;26;16;24;14;20;7;12;11;1;2;15;19;18;22;9;21;23;6;25;4;10;13;8
17;5;3;26;16;2;14;20;7;12;11;1;24;15;19;18;22;9;21;23;6;25;4;10;13;8;6;5709834
6;5709834;17;5;3;26;16;2;14;20;7;12;11;1;24;15;19;18;22;9;21;23;6;25;4;10;13;8
17;5;3;26;16;2;14;20;7;12;11;13;24;15;19;18;22;9;21;23;6;25;4;10;1;8;6;5830884
6;5830884;17;5;3;26;16;2;14;20;7;12;11;13;24;15;19;18;22;9;21;23;6;25;4;10;1;8
17;5;3;26;4;2;14;20;7;12;11;13;24;15;19;18;22;9;21;23;6;25;16;10;1;8;6;5832445
6;5832445;17;5;3;26;4;2;14;20;7;12;11;13;24;15;19;18;22;9;21;23;6;25;16;10;1;8
17;5;3;26;4;22;14;20;7;12;11;13;24;15;19;18;2;9;21;23;6;25;16;10;1;8;6;5821795
6;5821795;17;5;3;26;4;22;14;20;7;12;11;13;24;15;19;18;2;9;21;23;6;25;16;10;1;8
17;5;3;26;4;22;14;20;7;12;11;13;24;15;19;18;10;9;21;23;6;25;16;2;1;8;6;5836210
6;5836210;17;5;3;26;4;22;14;20;7;12;11;13;24;15;19;18;10;9;21;23;6;25;16;2;1;8
17;5;3;26;4;22;14;20;7;12;11;13;24;15;19;18;16;9;21;23;6;25;10;2;1;8;6;5832286
6;5832286;17;5;3;26;4;22;14;20;7;12;11;13;24;15;19;18;16;9;21;23;6;25;10;2;1;8
17;5;3;26;4;22;14;19;7;12;11;13;24;15;20;18;16;9;21;23;6;25;10;2;1;8;6;5812989
6;5812989;17;5;3;26;4;22;14;19;7;12;11;13;24;15;20;18;16;9;21;23;6;25;10;2;1;8
17;5;3;26;4;22;14;19;7;12;11;13;24;15;18;20;16;9;21;23;6;25;10;2;1;8;6;5894069
6;5894069;17;5;3;26;4;22;14;19;7;12;11;13;24;15;18;20;16;9;21;23;6;25;10;2;1;8
17;5;3;26;4;22;14;19;7;12;11;6;24;15;18;20;16;9;21;23;13;25;10;2;1;8;6;5906550
6;5906550;17;5;3;26;4;22;14;19;7;12;11;6;24;15;18;20;16;9;21;23;13;25;10;2;1;8
15;5;3;26;4;22;14;19;7;12;11;6;24;17;18;20;16;9;21;23;13;25;10;2;1;8;6;5920492
6;5920492;15;5;3;26;4;22;14;19;7;12;11;6;24;17;18;20;16;9;21;23;13;25;10;2;1;8
15;5;3;26;4;22;14;19;7;12;11;6;24;1;18;20;16;9;21;23;13;25;10;2;17;8;6;5838193
6;5838193;15;5;3;26;4;22;14;19;7;12;11;6;24;1;18;20;16;9;21;23;13;25;10;2;17;8
15;5;3;26;4;20;14;19;7;12;11;6;24;1;18;22;16;9;21;23;13;25;10;2;17;8;6;5845785
6;5845785;15;5;3;26;4;20;14;19;7;12;11;6;24;1;18;22;16;9;21;23;13;25;10;2;17;8
15;5;3;26;4;14;20;19;7;12;11;6;24;1;18;22;16;9;21;23;13;25;10;2;17;8;6;5845785
6;5845785;15;5;3;26;4;14;20;19;7;12;11;6;24;1;18;22;16;9;21;23;13;25;10;2;17;8
15;5;3;26;4;14;20;19;7;12;11;6;24;1;16;22;18;9;21;23;13;25;10;2;17;8;6;5765781
6;5765781;15;5;3;26;4;14;20;19;7;12;11;6;24;1;16;22;18;9;21;23;13;25;10;2;17;8
15;5;3;26;4;14;20;19;7;12;11;6;24;17;16;22;18;9;21;23;13;25;10;2;1;8;6;5888860
6;5888860;15;5;3;26;4;14;20;19;7;12;11;6;24;17;16;22;18;9;21;23;13;25;10;2;1;8
15;5;3;26;4;14;20;19;7;12;11;6;17;24;16;22;18;9;21;23;13;25;10;2;1;8;6;5888847
6;5888847;15;5;3;26;4;14;20;19;7;12;11;6;17;24;16;22;18;9;21;23;13;25;10;2;1;8
15;10;3;26;4;14;20;19;7;12;11;6;17;24;16;22;18;9;21;23;13;25;5;2;1;8;6;5947723
6;5947723;15;10;3;26;4;14;20;19;7;12;11;6;17;24;16;22;18;9;21;23;13;25;5;2;1;8
