"X1";"X45820";"X10";"X9";"X5";"X3";"X6";"X7";"X8";"X2";"X11";"X12";"X1.1";"X4"
3;5;4;11;8;6;9;12;10;1;2;7;2;47854
2;47854;3;5;4;11;8;6;9;12;10;1;2;7
10;5;4;11;8;6;9;12;3;1;2;7;2;47334
2;47334;10;5;4;11;8;6;9;12;3;1;2;7
10;5;4;11;3;6;9;12;8;1;2;7;2;51754
2;51754;10;5;4;11;3;6;9;12;8;1;2;7
11;5;4;10;3;6;9;12;8;1;2;7;2;49572
2;49572;11;5;4;10;3;6;9;12;8;1;2;7
11;5;10;4;3;6;9;12;8;1;2;7;2;50956
2;50956;11;5;10;4;3;6;9;12;8;1;2;7
11;5;10;8;3;6;9;12;4;1;2;7;2;45938
2;45938;11;5;10;8;3;6;9;12;4;1;2;7
11;5;8;10;3;6;9;12;4;1;2;7;2;46136
3;46136;11;5;8;10;3;6;9;12;4;1;2;7
11;5;8;10;2;6;9;12;4;1;3;7;3;47474
3;47474;11;5;8;10;2;6;9;12;4;1;3;7
11;5;8;10;2;6;9;12;1;4;3;7;3;50326
3;50326;11;5;8;10;2;6;9;12;1;4;3;7
11;5;7;10;2;6;9;12;1;4;3;8;3;48858
3;48858;11;5;7;10;2;6;9;12;1;4;3;8
11;5;4;10;2;6;9;12;1;7;3;8;3;44704
3;44704;11;5;4;10;2;6;9;12;1;7;3;8
1;5;4;10;2;6;9;12;11;7;3;8;3;47304
3;47304;1;5;4;10;2;6;9;12;11;7;3;8
1;6;4;10;2;5;9;12;11;7;3;8;3;49654
3;49654;1;6;4;10;2;5;9;12;11;7;3;8
1;8;4;10;2;5;9;12;11;7;3;6;3;37616
3;37616;1;8;4;10;2;5;9;12;11;7;3;6
1;8;4;10;2;5;6;12;11;7;3;9;3;31802
3;31802;1;8;4;10;2;5;6;12;11;7;3;9
1;5;4;10;2;8;6;12;11;7;3;9;3;36322
3;36322;1;5;4;10;2;8;6;12;11;7;3;9
1;5;4;10;2;7;6;12;11;8;3;9;3;41102
3;41102;1;5;4;10;2;7;6;12;11;8;3;9
1;9;4;10;2;7;6;12;11;8;3;5;3;48872
3;48872;1;9;4;10;2;7;6;12;11;8;3;5
1;9;4;10;2;7;6;5;11;8;3;12;3;43110
3;43110;1;9;4;10;2;7;6;5;11;8;3;12
1;9;4;8;2;7;6;5;11;10;3;12;3;41840
3;41840;1;9;4;8;2;7;6;5;11;10;3;12
1;3;4;8;2;7;6;5;11;10;9;12;3;40518
3;40518;1;3;4;8;2;7;6;5;11;10;9;12
1;3;4;5;2;7;6;8;11;10;9;12;3;39204
3;39204;1;3;4;5;2;7;6;8;11;10;9;12
1;3;4;5;2;10;6;8;11;7;9;12;3;49766
3;39204;1;3;4;5;2;7;6;8;11;10;9;12
1;3;4;5;2;7;6;8;10;11;9;12;3;36108
3;36108;1;3;4;5;2;7;6;8;10;11;9;12
1;3;7;5;2;4;6;8;10;11;9;12;3;35074
3;35074;1;3;7;5;2;4;6;8;10;11;9;12
1;6;7;5;2;4;3;8;10;11;9;12;3;34754
3;34754;1;6;7;5;2;4;3;8;10;11;9;12
1;6;7;5;2;3;4;8;10;11;9;12;3;49116
4;34754;1;6;7;5;2;4;3;8;10;11;9;12
1;6;7;5;2;4;3;8;10;9;11;12;4;41780
4;34754;1;6;7;5;2;4;3;8;10;11;9;12
1;6;7;11;2;4;3;8;10;5;9;12;4;41136
4;41136;1;6;7;11;2;4;3;8;10;5;9;12
1;8;7;11;2;4;3;6;10;5;9;12;4;46360
4;41136;1;6;7;11;2;4;3;8;10;5;9;12
1;6;10;11;2;4;3;8;7;5;9;12;4;37494
4;37494;1;6;10;11;2;4;3;8;7;5;9;12
1;6;10;11;2;4;9;8;7;5;3;12;4;38984
4;37494;1;6;10;11;2;4;3;8;7;5;9;12
1;6;10;11;5;4;3;8;7;2;9;12;4;45920
4;45920;1;6;10;11;5;4;3;8;7;2;9;12
1;6;10;11;5;7;3;8;4;2;9;12;4;60820
4;60820;1;6;10;11;5;7;3;8;4;2;9;12
1;6;10;11;5;3;7;8;4;2;9;12;4;58346
4;58346;1;6;10;11;5;3;7;8;4;2;9;12
1;6;10;11;5;9;7;8;4;2;3;12;4;47066
4;47066;1;6;10;11;5;9;7;8;4;2;3;12
1;6;10;11;8;9;7;5;4;2;3;12;4;47348
4;47348;1;6;10;11;8;9;7;5;4;2;3;12
1;6;10;11;8;9;7;5;12;2;3;4;4;49702
4;49702;1;6;10;11;8;9;7;5;12;2;3;4
1;6;2;11;8;9;7;5;12;10;3;4;4;40192
4;40192;1;6;2;11;8;9;7;5;12;10;3;4
1;6;2;12;8;9;7;5;11;10;3;4;4;41936
4;41936;1;6;2;12;8;9;7;5;11;10;3;4
1;6;2;12;9;8;7;5;11;10;3;4;4;48750
4;48750;1;6;2;12;9;8;7;5;11;10;3;4
1;6;2;12;11;8;7;5;9;10;3;4;4;46840
4;46840;1;6;2;12;11;8;7;5;9;10;3;4
1;6;2;12;11;5;7;8;9;10;3;4;4;47336
4;47336;1;6;2;12;11;5;7;8;9;10;3;4
1;6;2;4;11;5;7;8;9;10;3;12;4;46974
4;46974;1;6;2;4;11;5;7;8;9;10;3;12
1;6;2;4;11;3;7;8;9;10;5;12;4;53174
4;53174;1;6;2;4;11;3;7;8;9;10;5;12
1;6;2;4;11;3;7;12;9;10;5;8;4;60562
4;60562;1;6;2;4;11;3;7;12;9;10;5;8
1;6;4;2;11;3;7;12;9;10;5;8;4;63222
5;63222;1;6;4;2;11;3;7;12;9;10;5;8
6;1;4;2;11;3;7;12;9;10;5;8;5;52430
5;52430;6;1;4;2;11;3;7;12;9;10;5;8
6;1;4;2;11;7;3;12;9;10;5;8;5;43142
5;43142;6;1;4;2;11;7;3;12;9;10;5;8
6;1;4;2;11;7;3;8;9;10;5;12;5;32970
5;32970;6;1;4;2;11;7;3;8;9;10;5;12
6;4;1;2;11;7;3;8;9;10;5;12;5;31406
5;31406;6;4;1;2;11;7;3;8;9;10;5;12
6;7;1;2;11;4;3;8;9;10;5;12;5;46530
5;31406;6;4;1;2;11;7;3;8;9;10;5;12
6;4;1;2;11;7;3;8;12;10;5;9;5;29782
5;29782;6;4;1;2;11;7;3;8;12;10;5;9
6;1;4;2;11;7;3;8;12;10;5;9;5;31346
5;31346;6;1;4;2;11;7;3;8;12;10;5;9
6;12;4;2;11;7;3;8;1;10;5;9;5;28392
5;28392;6;12;4;2;11;7;3;8;1;10;5;9
6;12;8;2;11;7;3;4;1;10;5;9;5;38504
5;38504;6;12;8;2;11;7;3;4;1;10;5;9
6;12;8;11;2;7;3;4;1;10;5;9;5;40824
5;40824;6;12;8;11;2;7;3;4;1;10;5;9
6;12;8;11;2;7;1;4;3;10;5;9;5;36416
5;36416;6;12;8;11;2;7;1;4;3;10;5;9
6;12;8;11;5;7;1;4;3;10;2;9;5;40586
5;40586;6;12;8;11;5;7;1;4;3;10;2;9
6;12;8;11;10;7;1;4;3;5;2;9;5;49254
5;49254;6;12;8;11;10;7;1;4;3;5;2;9
6;12;8;11;10;7;4;1;3;5;2;9;5;42846
5;42846;6;12;8;11;10;7;4;1;3;5;2;9
6;12;8;11;10;7;4;3;1;5;2;9;5;32218
5;32218;6;12;8;11;10;7;4;3;1;5;2;9
6;12;8;11;5;7;4;3;1;10;2;9;5;41982
5;32218;6;12;8;11;10;7;4;3;1;5;2;9
6;12;8;11;10;7;4;3;5;1;2;9;5;44012
5;44012;6;12;8;11;10;7;4;3;5;1;2;9
6;12;8;11;10;7;4;3;5;9;2;1;5;46892
5;46892;6;12;8;11;10;7;4;3;5;9;2;1
5;12;8;11;10;7;4;3;6;9;2;1;5;49220
5;49220;5;12;8;11;10;7;4;3;6;9;2;1
5;12;8;11;10;7;6;3;4;9;2;1;5;48566
6;48566;5;12;8;11;10;7;6;3;4;9;2;1
5;12;3;11;10;7;6;8;4;9;2;1;6;45570
6;45570;5;12;3;11;10;7;6;8;4;9;2;1
5;12;6;11;10;7;3;8;4;9;2;1;6;46298
6;46298;5;12;6;11;10;7;3;8;4;9;2;1
5;12;6;11;10;7;1;8;4;9;2;3;6;44258
6;44258;5;12;6;11;10;7;1;8;4;9;2;3
5;12;6;11;10;7;1;8;2;9;4;3;6;44226
6;44226;5;12;6;11;10;7;1;8;2;9;4;3
8;12;6;11;10;7;1;5;2;9;4;3;6;51314
6;51314;8;12;6;11;10;7;1;5;2;9;4;3
8;12;7;11;10;6;1;5;2;9;4;3;6;46238
6;46238;8;12;7;11;10;6;1;5;2;9;4;3
1;12;7;11;10;6;8;5;2;9;4;3;6;53162
6;53162;1;12;7;11;10;6;8;5;2;9;4;3
1;8;7;11;10;6;12;5;2;9;4;3;6;43486
6;43486;1;8;7;11;10;6;12;5;2;9;4;3
1;2;7;11;10;6;12;5;8;9;4;3;6;44658
6;44658;1;2;7;11;10;6;12;5;8;9;4;3
7;2;1;11;10;6;12;5;8;9;4;3;6;48266
6;44658;1;2;7;11;10;6;12;5;8;9;4;3
1;2;7;11;4;6;12;5;8;9;10;3;6;43808
6;43808;1;2;7;11;4;6;12;5;8;9;10;3
12;2;7;11;4;6;1;5;8;9;10;3;6;46698
6;43808;1;2;7;11;4;6;12;5;8;9;10;3
1;2;7;11;12;6;4;5;8;9;10;3;6;50210
6;43808;1;2;7;11;4;6;12;5;8;9;10;3
1;2;6;11;4;7;12;5;8;9;10;3;6;41928
6;41928;1;2;6;11;4;7;12;5;8;9;10;3
1;10;6;11;4;7;12;5;8;9;2;3;6;38992
6;38992;1;10;6;11;4;7;12;5;8;9;2;3
7;10;6;11;4;1;12;5;8;9;2;3;6;41530
6;41530;7;10;6;11;4;1;12;5;8;9;2;3
8;10;6;11;4;1;12;5;7;9;2;3;6;35654
6;35654;8;10;6;11;4;1;12;5;7;9;2;3
8;10;6;11;4;1;2;5;7;9;12;3;6;37308
6;37308;8;10;6;11;4;1;2;5;7;9;12;3
8;10;6;12;4;1;2;5;7;9;11;3;6;41400
6;41400;8;10;6;12;4;1;2;5;7;9;11;3
8;10;6;4;12;1;2;5;7;9;11;3;6;43000
7;43000;8;10;6;4;12;1;2;5;7;9;11;3
3;10;6;4;12;1;2;5;7;9;11;8;7;48474
7;48474;3;10;6;4;12;1;2;5;7;9;11;8
10;3;6;4;12;1;2;5;7;9;11;8;7;57346
7;48474;3;10;6;4;12;1;2;5;7;9;11;8
3;10;6;4;8;1;2;5;7;9;11;12;7;47918
7;47918;3;10;6;4;8;1;2;5;7;9;11;12
3;10;12;4;8;1;2;5;7;9;11;6;7;46848
7;46848;3;10;12;4;8;1;2;5;7;9;11;6
12;10;3;4;8;1;2;5;7;9;11;6;7;55308
7;55308;12;10;3;4;8;1;2;5;7;9;11;6
12;1;3;4;8;10;2;5;7;9;11;6;7;56932
7;56932;12;1;3;4;8;10;2;5;7;9;11;6
12;1;3;4;8;10;2;5;7;6;11;9;7;54628
7;54628;12;1;3;4;8;10;2;5;7;6;11;9
12;1;3;2;8;10;4;5;7;6;11;9;7;49670
7;49670;12;1;3;2;8;10;4;5;7;6;11;9
12;1;3;2;7;10;4;5;8;6;11;9;7;43596
7;43596;12;1;3;2;7;10;4;5;8;6;11;9
12;1;8;2;7;10;4;5;3;6;11;9;7;47892
7;43596;12;1;3;2;7;10;4;5;8;6;11;9
12;1;3;2;7;10;5;4;8;6;11;9;7;33392
7;33392;12;1;3;2;7;10;5;4;8;6;11;9
12;1;3;2;7;10;5;4;8;9;11;6;7;38192
7;33392;12;1;3;2;7;10;5;4;8;6;11;9
12;1;3;2;5;10;7;4;8;6;11;9;7;39242
7;39242;12;1;3;2;5;10;7;4;8;6;11;9
12;1;3;2;10;5;7;4;8;6;11;9;7;47528
7;39242;12;1;3;2;5;10;7;4;8;6;11;9
12;3;1;2;5;10;7;4;8;6;11;9;7;39478
7;39478;12;3;1;2;5;10;7;4;8;6;11;9
12;3;1;2;5;6;7;4;8;10;11;9;7;54736
7;54736;12;3;1;2;5;6;7;4;8;10;11;9
12;3;8;2;5;6;7;4;1;10;11;9;7;60564
7;60564;12;3;8;2;5;6;7;4;1;10;11;9
12;3;8;2;5;4;7;6;1;10;11;9;7;48728
7;48728;12;3;8;2;5;4;7;6;1;10;11;9
12;3;8;10;5;4;7;6;1;2;11;9;7;49650
7;49650;12;3;8;10;5;4;7;6;1;2;11;9
5;3;8;10;12;4;7;6;1;2;11;9;7;35870
8;35870;5;3;8;10;12;4;7;6;1;2;11;9
5;3;8;9;12;4;7;6;1;2;11;10;8;39296
8;39296;5;3;8;9;12;4;7;6;1;2;11;10
5;3;8;9;12;4;7;1;6;2;11;10;8;31704
8;31704;5;3;8;9;12;4;7;1;6;2;11;10
5;10;8;9;12;4;7;1;6;2;11;3;8;39682
8;39682;5;10;8;9;12;4;7;1;6;2;11;3
5;10;8;9;12;4;7;1;2;6;11;3;8;52998
8;52998;5;10;8;9;12;4;7;1;2;6;11;3
5;11;8;9;12;4;7;1;2;6;10;3;8;52508
8;52508;5;11;8;9;12;4;7;1;2;6;10;3
5;11;8;9;12;4;7;1;3;6;10;2;8;50580
8;50580;5;11;8;9;12;4;7;1;3;6;10;2
5;11;4;9;12;8;7;1;3;6;10;2;8;40442
8;40442;5;11;4;9;12;8;7;1;3;6;10;2
5;11;4;9;12;3;7;1;8;6;10;2;8;44464
8;44464;5;11;4;9;12;3;7;1;8;6;10;2
5;11;4;9;8;3;7;1;12;6;10;2;8;44708
8;44708;5;11;4;9;8;3;7;1;12;6;10;2
5;11;4;9;8;3;7;6;12;1;10;2;8;42632
8;42632;5;11;4;9;8;3;7;6;12;1;10;2
5;11;4;9;8;12;7;6;3;1;10;2;8;34846
8;34846;5;11;4;9;8;12;7;6;3;1;10;2
5;11;2;9;8;12;7;6;3;1;10;4;8;34686
8;34686;5;11;2;9;8;12;7;6;3;1;10;4
5;11;2;9;8;3;7;6;12;1;10;4;8;42472
8;42472;5;11;2;9;8;3;7;6;12;1;10;4
5;11;2;9;8;3;7;6;12;1;4;10;8;41748
8;41748;5;11;2;9;8;3;7;6;12;1;4;10
5;11;2;9;8;3;7;6;10;1;4;12;8;45370
8;41748;5;11;2;9;8;3;7;6;12;1;4;10
5;11;9;2;8;3;7;6;12;1;4;10;8;41732
8;41732;5;11;9;2;8;3;7;6;12;1;4;10
5;11;9;2;8;3;7;12;6;1;4;10;8;41822
8;41822;5;11;9;2;8;3;7;12;6;1;4;10
5;11;9;6;8;3;7;12;2;1;4;10;8;41912
8;41912;5;11;9;6;8;3;7;12;2;1;4;10
2;11;9;6;8;3;7;12;5;1;4;10;8;61588
8;41912;5;11;9;6;8;3;7;12;2;1;4;10
5;11;4;6;8;3;7;12;2;1;9;10;8;44488
9;41912;5;11;9;6;8;3;7;12;2;1;4;10
4;11;9;6;8;3;7;12;2;1;5;10;9;54216
9;54216;4;11;9;6;8;3;7;12;2;1;5;10
4;11;9;6;8;1;7;12;2;3;5;10;9;49846
9;49846;4;11;9;6;8;1;7;12;2;3;5;10
3;11;9;6;8;1;7;12;2;4;5;10;9;57374
9;57374;3;11;9;6;8;1;7;12;2;4;5;10
3;4;9;6;8;1;7;12;2;11;5;10;9;36678
9;36678;3;4;9;6;8;1;7;12;2;11;5;10
7;4;9;6;8;1;3;12;2;11;5;10;9;43682
9;36678;3;4;9;6;8;1;7;12;2;11;5;10
3;4;9;6;8;10;7;12;2;11;5;1;9;38790
9;38790;3;4;9;6;8;10;7;12;2;11;5;1
3;4;9;6;8;10;7;11;2;12;5;1;9;42608
9;42608;3;4;9;6;8;10;7;11;2;12;5;1
3;4;9;6;8;10;5;11;2;12;7;1;9;41260
9;41260;3;4;9;6;8;10;5;11;2;12;7;1
3;4;9;6;8;10;1;11;2;12;7;5;9;40010
9;40010;3;4;9;6;8;10;1;11;2;12;7;5
3;4;9;6;1;10;8;11;2;12;7;5;9;37158
9;37158;3;4;9;6;1;10;8;11;2;12;7;5
11;4;9;6;1;10;8;3;2;12;7;5;9;49468
9;49468;11;4;9;6;1;10;8;3;2;12;7;5
11;4;7;6;1;10;8;3;2;12;9;5;9;51774
9;51774;11;4;7;6;1;10;8;3;2;12;9;5
11;4;7;6;1;12;8;3;2;10;9;5;9;53446
9;53446;11;4;7;6;1;12;8;3;2;10;9;5
11;1;7;6;4;12;8;3;2;10;9;5;9;53138
9;53138;11;1;7;6;4;12;8;3;2;10;9;5
11;10;7;6;4;12;8;3;2;1;9;5;9;57712
9;57712;11;10;7;6;4;12;8;3;2;1;9;5
5;10;7;6;4;12;8;3;2;1;9;11;9;51104
9;51104;5;10;7;6;4;12;8;3;2;1;9;11
5;10;7;6;4;12;8;3;11;1;9;2;9;50560
9;50560;5;10;7;6;4;12;8;3;11;1;9;2
5;11;7;6;4;12;8;3;10;1;9;2;9;38198
9;38198;5;11;7;6;4;12;8;3;10;1;9;2
12;11;7;6;4;5;8;3;10;1;9;2;9;36682
9;36682;12;11;7;6;4;5;8;3;10;1;9;2
12;1;7;6;4;5;8;3;10;11;9;2;9;63228
10;36682;12;11;7;6;4;5;8;3;10;1;9;2
11;12;7;6;4;5;8;3;10;1;9;2;10;46532
10;46532;11;12;7;6;4;5;8;3;10;1;9;2
11;7;12;6;4;5;8;3;10;1;9;2;10;40120
10;40120;11;7;12;6;4;5;8;3;10;1;9;2
11;7;12;6;4;10;8;3;5;1;9;2;10;41872
10;41872;11;7;12;6;4;10;8;3;5;1;9;2
11;7;6;12;4;10;8;3;5;1;9;2;10;42128
10;42128;11;7;6;12;4;10;8;3;5;1;9;2
11;9;6;12;4;10;8;3;5;1;7;2;10;44278
10;44278;11;9;6;12;4;10;8;3;5;1;7;2
11;9;6;12;4;10;8;2;5;1;7;3;10;40906
10;40906;11;9;6;12;4;10;8;2;5;1;7;3
11;1;6;12;4;10;8;2;5;9;7;3;10;34812
10;34812;11;1;6;12;4;10;8;2;5;9;7;3
11;9;6;12;4;10;8;2;5;1;7;3;10;40906
10;40906;11;9;6;12;4;10;8;2;5;1;7;3
11;9;1;12;4;10;8;2;5;6;7;3;10;47436
10;47436;11;9;1;12;4;10;8;2;5;6;7;3
11;9;1;12;4;6;8;2;5;10;7;3;10;37604
10;37604;11;9;1;12;4;6;8;2;5;10;7;3
11;9;1;12;10;6;8;2;5;4;7;3;10;33088
10;33088;11;9;1;12;10;6;8;2;5;4;7;3
11;7;1;12;10;6;8;2;5;4;9;3;10;50474
10;50474;11;7;1;12;10;6;8;2;5;4;9;3
12;7;1;11;10;6;8;2;5;4;9;3;10;49410
10;49410;12;7;1;11;10;6;8;2;5;4;9;3
12;7;1;5;10;6;8;2;11;4;9;3;10;49804
10;49804;12;7;1;5;10;6;8;2;11;4;9;3
12;5;1;7;10;6;8;2;11;4;9;3;10;49398
10;49398;12;5;1;7;10;6;8;2;11;4;9;3
7;5;1;12;10;6;8;2;11;4;9;3;10;28448
10;28448;7;5;1;12;10;6;8;2;11;4;9;3
7;5;1;6;10;12;8;2;11;4;9;3;10;33310
10;33310;7;5;1;6;10;12;8;2;11;4;9;3
7;5;1;6;10;3;8;2;11;4;9;12;10;26502
10;26502;7;5;1;6;10;3;8;2;11;4;9;12
6;5;1;7;10;3;8;2;11;4;9;12;10;42080
10;26502;7;5;1;6;10;3;8;2;11;4;9;12
7;12;1;6;10;3;8;2;11;4;9;5;10;42182
11;26502;7;5;1;6;10;3;8;2;11;4;9;12
7;4;1;6;10;3;8;2;11;5;9;12;11;45712
11;45712;7;4;1;6;10;3;8;2;11;5;9;12
7;4;1;6;8;3;10;2;11;5;9;12;11;51020
11;45712;7;4;1;6;10;3;8;2;11;5;9;12
7;5;1;6;10;3;8;2;11;4;9;12;11;26502
11;26502;7;5;1;6;10;3;8;2;11;4;9;12
7;5;1;6;12;3;8;2;11;4;9;10;11;26000
11;26000;7;5;1;6;12;3;8;2;11;4;9;10
7;5;1;6;9;3;8;2;11;4;12;10;11;24610
11;24610;7;5;1;6;9;3;8;2;11;4;12;10
7;5;1;9;6;3;8;2;11;4;12;10;11;27050
11;27050;7;5;1;9;6;3;8;2;11;4;12;10
7;5;1;9;8;3;6;2;11;4;12;10;11;27908
11;27908;7;5;1;9;8;3;6;2;11;4;12;10
7;5;1;9;8;10;6;2;11;4;12;3;11;26998
11;26998;7;5;1;9;8;10;6;2;11;4;12;3
7;5;1;9;8;10;3;2;11;4;12;6;11;25396
11;25396;7;5;1;9;8;10;3;2;11;4;12;6
7;8;1;9;5;10;3;2;11;4;12;6;11;32024
11;32024;7;8;1;9;5;10;3;2;11;4;12;6
7;4;1;9;5;10;3;2;11;8;12;6;11;43138
11;43138;7;4;1;9;5;10;3;2;11;8;12;6
7;10;1;9;5;4;3;2;11;8;12;6;11;36834
11;36834;7;10;1;9;5;4;3;2;11;8;12;6
10;7;1;9;5;4;3;2;11;8;12;6;11;38922
11;38922;10;7;1;9;5;4;3;2;11;8;12;6
10;7;1;9;5;4;6;2;11;8;12;3;11;40672
11;40672;10;7;1;9;5;4;6;2;11;8;12;3
10;7;1;9;5;4;6;2;11;3;12;8;11;39712
11;39712;10;7;1;9;5;4;6;2;11;3;12;8
10;7;1;9;5;4;6;12;11;3;2;8;11;43218
11;43218;10;7;1;9;5;4;6;12;11;3;2;8
10;7;1;9;6;4;5;12;11;3;2;8;11;45810
11;45810;10;7;1;9;6;4;5;12;11;3;2;8
10;7;1;12;6;4;5;9;11;3;2;8;11;47462
11;47462;10;7;1;12;6;4;5;9;11;3;2;8
10;11;1;12;6;4;5;9;7;3;2;8;11;59068
11;47462;10;7;1;12;6;4;5;9;11;3;2;8
10;7;1;12;6;4;3;9;11;5;2;8;11;45808
12;45808;10;7;1;12;6;4;3;9;11;5;2;8
1;7;10;12;6;4;3;9;11;5;2;8;12;47294
12;45808;10;7;1;12;6;4;3;9;11;5;2;8
10;7;1;12;6;4;3;8;11;5;2;9;12;38822
12;38822;10;7;1;12;6;4;3;8;11;5;2;9
10;7;1;12;6;11;3;8;4;5;2;9;12;38030
12;38030;10;7;1;12;6;11;3;8;4;5;2;9
10;7;1;12;6;11;3;8;4;2;5;9;12;47768
12;47768;10;7;1;12;6;11;3;8;4;2;5;9
10;7;3;12;6;11;1;8;4;2;5;9;12;49672
12;47768;10;7;1;12;6;11;3;8;4;2;5;9
10;7;3;12;6;11;1;8;4;2;5;9;12;49672
12;49672;10;7;3;12;6;11;1;8;4;2;5;9
10;7;3;12;6;11;1;8;2;4;5;9;12;42372
12;42372;10;7;3;12;6;11;1;8;2;4;5;9
10;7;3;12;9;11;1;8;2;4;5;6;12;41382
12;41382;10;7;3;12;9;11;1;8;2;4;5;6
10;5;3;12;9;11;1;8;2;4;7;6;12;29826
12;29826;10;5;3;12;9;11;1;8;2;4;7;6
10;5;3;12;1;11;9;8;2;4;7;6;12;26564
12;26564;10;5;3;12;1;11;9;8;2;4;7;6
10;5;3;12;1;6;9;8;2;4;7;11;12;41050
12;41050;10;5;3;12;1;6;9;8;2;4;7;11
10;5;3;12;1;11;9;8;2;4;7;6;12;26564
12;26564;10;5;3;12;1;11;9;8;2;4;7;6
10;1;3;12;5;11;9;8;2;4;7;6;12;33874
12;33874;10;1;3;12;5;11;9;8;2;4;7;6
10;5;3;12;1;11;9;8;2;4;7;6;12;26564
12;26564;10;5;3;12;1;11;9;8;2;4;7;6
10;1;3;12;5;11;9;8;2;4;7;6;12;33874
12;33874;10;1;3;12;5;11;9;8;2;4;7;6
8;1;3;12;5;11;9;10;2;4;7;6;12;39252
12;39252;8;1;3;12;5;11;9;10;2;4;7;6
8;1;3;12;5;11;9;10;6;4;7;2;12;44624
12;44624;8;1;3;12;5;11;9;10;6;4;7;2
8;1;3;11;5;12;9;10;6;4;7;2;12;50326
12;50326;8;1;3;11;5;12;9;10;6;4;7;2
8;1;3;11;12;5;9;10;6;4;7;2;12;48436
