"X1";"X38858";"X6";"X12";"X11";"X9";"X8";"X10";"X4";"X5";"X2";"X7";"X1.1";"X3"
10;5;7;9;11;8;3;1;2;6;4;12;1;38998
1;38998;10;5;7;9;11;8;3;1;2;6;4;12
5;10;7;9;11;8;3;1;2;6;4;12;1;30848
1;30848;5;10;7;9;11;8;3;1;2;6;4;12
5;10;7;9;4;8;3;1;2;6;11;12;1;40968
1;40968;5;10;7;9;4;8;3;1;2;6;11;12
5;10;7;2;4;8;3;1;9;6;11;12;1;39224
2;39224;5;10;7;2;4;8;3;1;9;6;11;12
5;10;7;2;4;8;6;1;9;3;11;12;2;39890
2;39890;5;10;7;2;4;8;6;1;9;3;11;12
5;10;7;2;3;8;6;1;9;4;11;12;2;29004
2;29004;5;10;7;2;3;8;6;1;9;4;11;12
5;10;7;2;3;8;1;6;9;4;11;12;2;24576
2;24576;5;10;7;2;3;8;1;6;9;4;11;12
5;9;7;2;3;8;1;6;10;4;11;12;2;42742
2;24576;5;10;7;2;3;8;1;6;9;4;11;12
5;10;7;2;3;6;1;8;9;4;11;12;2;36916
2;24576;5;10;7;2;3;8;1;6;9;4;11;12
5;10;7;2;3;4;1;6;9;8;11;12;2;38784
2;38784;5;10;7;2;3;4;1;6;9;8;11;12
5;10;7;2;3;1;4;6;9;8;11;12;2;35336
2;35336;5;10;7;2;3;1;4;6;9;8;11;12
10;5;7;2;3;1;4;6;9;8;11;12;2;45118
2;45118;10;5;7;2;3;1;4;6;9;8;11;12
10;5;7;9;3;1;4;6;2;8;11;12;2;48272
2;48272;10;5;7;9;3;1;4;6;2;8;11;12
10;5;7;2;3;1;4;6;9;8;11;12;2;45118
2;45118;10;5;7;2;3;1;4;6;9;8;11;12
10;5;7;2;3;1;4;6;9;12;11;8;2;41086
2;41086;10;5;7;2;3;1;4;6;9;12;11;8
10;7;5;2;3;1;4;6;9;12;11;8;2;32906
2;32906;10;7;5;2;3;1;4;6;9;12;11;8
10;7;5;2;3;1;11;6;9;12;4;8;2;28214
2;28214;10;7;5;2;3;1;11;6;9;12;4;8
9;7;5;2;3;1;11;6;10;12;4;8;2;34522
2;34522;9;7;5;2;3;1;11;6;10;12;4;8
9;7;5;2;3;1;6;11;10;12;4;8;2;32630
2;32630;9;7;5;2;3;1;6;11;10;12;4;8
11;7;5;2;3;1;6;9;10;12;4;8;2;40876
2;32630;9;7;5;2;3;1;6;11;10;12;4;8
9;7;5;2;12;1;6;11;10;3;4;8;2;35410
2;35410;9;7;5;2;12;1;6;11;10;3;4;8
9;7;5;3;12;1;6;11;10;2;4;8;2;42662
2;42662;9;7;5;3;12;1;6;11;10;2;4;8
9;7;5;3;12;1;11;6;10;2;4;8;2;37450
2;37450;9;7;5;3;12;1;11;6;10;2;4;8
5;7;9;3;12;1;11;6;10;2;4;8;2;33970
3;33970;5;7;9;3;12;1;11;6;10;2;4;8
5;7;12;3;9;1;11;6;10;2;4;8;3;32750
3;32750;5;7;12;3;9;1;11;6;10;2;4;8
5;7;8;3;9;1;11;6;10;2;4;12;3;29218
3;29218;5;7;8;3;9;1;11;6;10;2;4;12
5;7;8;3;9;1;11;12;10;2;4;6;3;27422
3;27422;5;7;8;3;9;1;11;12;10;2;4;6
5;11;8;3;9;1;7;12;10;2;4;6;3;37470
3;37470;5;11;8;3;9;1;7;12;10;2;4;6
5;11;8;3;9;6;7;12;10;2;4;1;3;27820
3;27820;5;11;8;3;9;6;7;12;10;2;4;1
5;11;8;3;9;6;12;7;10;2;4;1;3;26608
3;26608;5;11;8;3;9;6;12;7;10;2;4;1
5;11;8;9;3;6;12;7;10;2;4;1;3;23968
3;23968;5;11;8;9;3;6;12;7;10;2;4;1
5;11;9;8;3;6;12;7;10;2;4;1;3;18766
3;18766;5;11;9;8;3;6;12;7;10;2;4;1
5;11;9;7;3;6;12;8;10;2;4;1;3;27166
3;18766;5;11;9;8;3;6;12;7;10;2;4;1
12;11;9;8;3;6;5;7;10;2;4;1;3;29386
3;29386;12;11;9;8;3;6;5;7;10;2;4;1
9;11;12;8;3;6;5;7;10;2;4;1;3;32090
3;32090;9;11;12;8;3;6;5;7;10;2;4;1
9;8;12;11;3;6;5;7;10;2;4;1;3;42440
3;32090;9;11;12;8;3;6;5;7;10;2;4;1
9;11;12;7;3;6;5;8;10;2;4;1;3;42268
3;42268;9;11;12;7;3;6;5;8;10;2;4;1
9;11;3;7;12;6;5;8;10;2;4;1;3;36012
3;36012;9;11;3;7;12;6;5;8;10;2;4;1
9;11;3;6;12;7;5;8;10;2;4;1;3;45920
3;45920;9;11;3;6;12;7;5;8;10;2;4;1
3;11;9;6;12;7;5;8;10;2;4;1;3;56642
3;56642;3;11;9;6;12;7;5;8;10;2;4;1
3;11;9;6;12;7;4;8;10;2;5;1;3;52758
3;52758;3;11;9;6;12;7;4;8;10;2;5;1
3;11;6;9;12;7;4;8;10;2;5;1;3;51082
3;51082;3;11;6;9;12;7;4;8;10;2;5;1
3;11;6;9;8;7;4;12;10;2;5;1;3;42604
3;42604;3;11;6;9;8;7;4;12;10;2;5;1
2;11;6;9;8;7;4;12;10;3;5;1;3;52308
4;52308;2;11;6;9;8;7;4;12;10;3;5;1
9;11;6;2;8;7;4;12;10;3;5;1;4;41784
4;41784;9;11;6;2;8;7;4;12;10;3;5;1
9;2;6;11;8;7;4;12;10;3;5;1;4;36672
4;36672;9;2;6;11;8;7;4;12;10;3;5;1
9;2;6;11;8;7;4;5;10;3;12;1;4;31516
4;31516;9;2;6;11;8;7;4;5;10;3;12;1
12;2;6;11;8;7;4;5;10;3;9;1;4;32470
4;32470;12;2;6;11;8;7;4;5;10;3;9;1
12;2;6;8;11;7;4;5;10;3;9;1;4;29990
4;29990;12;2;6;8;11;7;4;5;10;3;9;1
7;2;6;8;11;12;4;5;10;3;9;1;4;34762
4;29990;12;2;6;8;11;7;4;5;10;3;9;1
12;2;6;8;11;7;10;5;4;3;9;1;4;30678
4;30678;12;2;6;8;11;7;10;5;4;3;9;1
12;4;6;8;11;7;10;5;2;3;9;1;4;42166
4;42166;12;4;6;8;11;7;10;5;2;3;9;1
12;4;6;8;5;7;10;11;2;3;9;1;4;53554
4;53554;12;4;6;8;5;7;10;11;2;3;9;1
12;4;6;8;5;7;2;11;10;3;9;1;4;55406
4;55406;12;4;6;8;5;7;2;11;10;3;9;1
12;4;6;8;5;7;9;11;10;3;2;1;4;53206
4;53206;12;4;6;8;5;7;9;11;10;3;2;1
12;4;6;8;5;10;9;11;7;3;2;1;4;52746
4;52746;12;4;6;8;5;10;9;11;7;3;2;1
12;4;6;8;5;11;9;10;7;3;2;1;4;59428
4;59428;12;4;6;8;5;11;9;10;7;3;2;1
12;1;6;8;5;11;9;10;7;3;2;4;4;54914
4;54914;12;1;6;8;5;11;9;10;7;3;2;4
12;1;6;8;11;5;9;10;7;3;2;4;4;52112
4;52112;12;1;6;8;11;5;9;10;7;3;2;4
2;1;6;8;11;5;9;10;7;3;12;4;4;47532
4;47532;2;1;6;8;11;5;9;10;7;3;12;4
2;1;6;8;11;4;9;10;7;3;12;5;4;40992
4;40992;2;1;6;8;11;4;9;10;7;3;12;5
2;11;6;8;1;4;9;10;7;3;12;5;4;52426
4;52426;2;11;6;8;1;4;9;10;7;3;12;5
2;11;6;12;1;4;9;10;7;3;8;5;4;53162
4;53162;2;11;6;12;1;4;9;10;7;3;8;5
2;11;6;10;1;4;9;12;7;3;8;5;4;53274
5;53274;2;11;6;10;1;4;9;12;7;3;8;5
1;11;6;10;2;4;9;12;7;3;8;5;5;46372
5;46372;1;11;6;10;2;4;9;12;7;3;8;5
1;11;6;10;8;4;9;12;7;3;2;5;5;43126
5;43126;1;11;6;10;8;4;9;12;7;3;2;5
5;11;6;10;8;4;9;12;7;3;2;1;5;38366
5;38366;5;11;6;10;8;4;9;12;7;3;2;1
9;11;6;10;8;4;5;12;7;3;2;1;5;48816
5;48816;9;11;6;10;8;4;5;12;7;3;2;1
9;11;6;10;8;4;5;3;7;12;2;1;5;53866
5;53866;9;11;6;10;8;4;5;3;7;12;2;1
9;11;6;10;8;4;2;3;7;12;5;1;5;52104
5;52104;9;11;6;10;8;4;2;3;7;12;5;1
9;11;6;10;8;4;2;3;12;7;5;1;5;48976
5;48976;9;11;6;10;8;4;2;3;12;7;5;1
9;11;6;10;5;4;2;3;12;7;8;1;5;51960
5;51960;9;11;6;10;5;4;2;3;12;7;8;1
9;11;6;10;5;4;12;3;2;7;8;1;5;50496
5;50496;9;11;6;10;5;4;12;3;2;7;8;1
9;11;6;10;5;4;12;3;7;2;8;1;5;55686
5;55686;9;11;6;10;5;4;12;3;7;2;8;1
9;2;6;10;5;4;12;3;7;11;8;1;5;46250
5;46250;9;2;6;10;5;4;12;3;7;11;8;1
9;2;6;10;5;4;12;1;7;11;8;3;5;44506
5;44506;9;2;6;10;5;4;12;1;7;11;8;3
9;2;6;10;5;4;3;1;7;11;8;12;5;45118
5;45118;9;2;6;10;5;4;3;1;7;11;8;12
9;2;6;10;5;3;4;1;7;11;8;12;5;47410
5;47410;9;2;6;10;5;3;4;1;7;11;8;12
9;2;6;10;5;3;11;1;7;4;8;12;5;47904
5;47904;9;2;6;10;5;3;11;1;7;4;8;12
9;2;4;10;5;3;11;1;7;6;8;12;5;55006
5;55006;9;2;4;10;5;3;11;1;7;6;8;12
2;9;4;10;5;3;11;1;7;6;8;12;5;54546
5;54546;2;9;4;10;5;3;11;1;7;6;8;12
8;9;4;10;5;3;11;1;7;6;2;12;5;46474
5;46474;8;9;4;10;5;3;11;1;7;6;2;12
8;9;4;10;5;1;11;3;7;6;2;12;5;52776
5;52776;8;9;4;10;5;1;11;3;7;6;2;12
12;9;4;10;5;1;11;3;7;6;2;8;5;60696
6;60696;12;9;4;10;5;1;11;3;7;6;2;8
12;11;4;10;5;1;9;3;7;6;2;8;6;50576
6;50576;12;11;4;10;5;1;9;3;7;6;2;8
12;2;4;10;5;1;9;3;7;6;11;8;6;53564
6;53564;12;2;4;10;5;1;9;3;7;6;11;8
12;2;4;10;5;7;9;3;1;6;11;8;6;51928
6;51928;12;2;4;10;5;7;9;3;1;6;11;8
12;2;4;10;7;5;9;3;1;6;11;8;6;59234
6;59234;12;2;4;10;7;5;9;3;1;6;11;8
12;5;4;10;7;2;9;3;1;6;11;8;6;66388
6;59234;12;2;4;10;7;5;9;3;1;6;11;8
12;2;8;10;7;5;9;3;1;6;11;4;6;57756
6;57756;12;2;8;10;7;5;9;3;1;6;11;4
12;2;8;10;7;5;9;3;1;4;11;6;6;43164
6;43164;12;2;8;10;7;5;9;3;1;4;11;6
12;2;8;5;7;10;9;3;1;4;11;6;6;34524
6;34524;12;2;8;5;7;10;9;3;1;4;11;6
2;12;8;5;7;10;9;3;1;4;11;6;6;41918
6;41918;2;12;8;5;7;10;9;3;1;4;11;6
2;12;8;5;7;10;6;3;1;4;11;9;6;44340
6;44340;2;12;8;5;7;10;6;3;1;4;11;9
2;12;8;5;7;10;6;3;1;9;11;4;6;53556
6;53556;2;12;8;5;7;10;6;3;1;9;11;4
2;12;8;5;7;10;6;9;1;3;11;4;6;51668
6;51668;2;12;8;5;7;10;6;9;1;3;11;4
2;12;4;5;7;10;6;9;1;3;11;8;6;51678
6;51678;2;12;4;5;7;10;6;9;1;3;11;8
2;12;4;5;7;1;6;9;10;3;11;8;6;54654
6;54654;2;12;4;5;7;1;6;9;10;3;11;8
2;12;4;5;7;3;6;9;10;1;11;8;6;48662
6;48662;2;12;4;5;7;3;6;9;10;1;11;8
2;12;4;5;3;7;6;9;10;1;11;8;6;47684
6;47684;2;12;4;5;3;7;6;9;10;1;11;8
2;12;4;5;3;7;8;9;10;1;11;6;6;51952
6;51952;2;12;4;5;3;7;8;9;10;1;11;6
2;12;4;6;3;7;8;9;10;1;11;5;6;49518
6;49518;2;12;4;6;3;7;8;9;10;1;11;5
2;12;4;7;3;6;8;9;10;1;11;5;6;47788
6;47788;2;12;4;7;3;6;8;9;10;1;11;5
2;1;4;7;3;6;8;9;10;12;11;5;6;46902
7;46902;2;1;4;7;3;6;8;9;10;12;11;5
2;1;4;7;3;10;8;9;6;12;11;5;7;33162
7;33162;2;1;4;7;3;10;8;9;6;12;11;5
2;1;4;7;3;10;11;9;6;12;8;5;7;37808
7;37808;2;1;4;7;3;10;11;9;6;12;8;5
2;1;4;7;3;10;11;12;6;9;8;5;7;39344
7;39344;2;1;4;7;3;10;11;12;6;9;8;5
2;1;4;7;3;10;11;6;12;9;8;5;7;39482
7;39482;2;1;4;7;3;10;11;6;12;9;8;5
2;1;4;7;3;8;11;6;12;9;10;5;7;42810
7;39482;2;1;4;7;3;10;11;6;12;9;8;5
2;11;4;7;3;10;1;6;12;9;8;5;7;54366
7;54366;2;11;4;7;3;10;1;6;12;9;8;5
12;11;4;7;3;10;1;6;2;9;8;5;7;43648
7;43648;12;11;4;7;3;10;1;6;2;9;8;5
12;11;4;7;5;10;1;6;2;9;8;3;7;44248
7;44248;12;11;4;7;5;10;1;6;2;9;8;3
12;11;4;7;10;5;1;6;2;9;8;3;7;33760
7;33760;12;11;4;7;10;5;1;6;2;9;8;3
12;11;4;7;10;5;9;6;2;1;8;3;7;39750
7;39750;12;11;4;7;10;5;9;6;2;1;8;3
12;11;7;4;10;5;9;6;2;1;8;3;7;43582
7;43582;12;11;7;4;10;5;9;6;2;1;8;3
12;10;7;4;11;5;9;6;2;1;8;3;7;51910
7;51910;12;10;7;4;11;5;9;6;2;1;8;3
4;10;7;12;11;5;9;6;2;1;8;3;7;49550
7;49550;4;10;7;12;11;5;9;6;2;1;8;3
4;10;7;9;11;5;12;6;2;1;8;3;7;47446
7;47446;4;10;7;9;11;5;12;6;2;1;8;3
4;10;7;9;11;3;12;6;2;1;8;5;7;55702
7;47446;4;10;7;9;11;5;12;6;2;1;8;3
4;10;7;9;11;5;12;8;2;1;6;3;7;38574
7;38574;4;10;7;9;11;5;12;8;2;1;6;3
4;10;7;9;3;5;12;8;2;1;6;11;7;33940
7;33940;4;10;7;9;3;5;12;8;2;1;6;11
4;2;7;9;3;5;12;8;10;1;6;11;7;44244
7;33940;4;10;7;9;3;5;12;8;2;1;6;11
4;10;7;9;1;5;12;8;2;3;6;11;7;41106
7;41106;4;10;7;9;1;5;12;8;2;3;6;11
4;10;7;9;1;5;12;8;2;11;6;3;7;31314
8;31314;4;10;7;9;1;5;12;8;2;11;6;3
12;10;7;9;1;5;4;8;2;11;6;3;8;44192
8;31314;4;10;7;9;1;5;12;8;2;11;6;3
2;10;7;9;1;5;12;8;4;11;6;3;8;28380
8;28380;2;10;7;9;1;5;12;8;4;11;6;3
2;1;7;9;10;5;12;8;4;11;6;3;8;35196
8;35196;2;1;7;9;10;5;12;8;4;11;6;3
2;1;7;9;10;5;12;6;4;11;8;3;8;34356
8;34356;2;1;7;9;10;5;12;6;4;11;8;3
2;1;7;9;10;5;12;11;4;6;8;3;8;36258
8;36258;2;1;7;9;10;5;12;11;4;6;8;3
8;1;7;9;10;5;12;11;4;6;2;3;8;34330
8;34330;8;1;7;9;10;5;12;11;4;6;2;3
8;1;7;9;10;5;12;2;4;6;11;3;8;46548
8;34330;8;1;7;9;10;5;12;11;4;6;2;3
8;5;7;9;10;1;12;11;4;6;2;3;8;33296
8;33296;8;5;7;9;10;1;12;11;4;6;2;3
8;9;7;5;10;1;12;11;4;6;2;3;8;38826
8;38826;8;9;7;5;10;1;12;11;4;6;2;3
8;9;7;3;10;1;12;11;4;6;2;5;8;38086
8;38086;8;9;7;3;10;1;12;11;4;6;2;5
8;9;5;3;10;1;12;11;4;6;2;7;8;39770
8;39770;8;9;5;3;10;1;12;11;4;6;2;7
8;9;5;3;4;1;12;11;10;6;2;7;8;42682
8;42682;8;9;5;3;4;1;12;11;10;6;2;7
8;9;5;3;4;6;12;11;10;1;2;7;8;37934
8;37934;8;9;5;3;4;6;12;11;10;1;2;7
8;9;5;7;4;6;12;11;10;1;2;3;8;42046
8;42046;8;9;5;7;4;6;12;11;10;1;2;3
8;9;5;7;6;4;12;11;10;1;2;3;8;43148
8;43148;8;9;5;7;6;4;12;11;10;1;2;3
8;9;5;7;6;4;12;11;10;3;2;1;8;44684
8;44684;8;9;5;7;6;4;12;11;10;3;2;1
8;1;5;7;6;4;12;11;10;3;2;9;8;42058
8;42058;8;1;5;7;6;4;12;11;10;3;2;9
8;1;5;7;9;4;12;11;10;3;2;6;8;43184
8;43184;8;1;5;7;9;4;12;11;10;3;2;6
8;1;10;7;9;4;12;11;5;3;2;6;8;48202
8;48202;8;1;10;7;9;4;12;11;5;3;2;6
8;1;10;7;9;4;12;3;5;11;2;6;8;40736
9;40736;8;1;10;7;9;4;12;3;5;11;2;6
8;1;2;7;9;4;12;3;5;11;10;6;9;35548
9;35548;8;1;2;7;9;4;12;3;5;11;10;6
8;1;2;7;9;6;12;3;5;11;10;4;9;48618
9;35548;8;1;2;7;9;4;12;3;5;11;10;6
8;1;2;7;9;12;4;3;5;11;10;6;9;47606
9;35548;8;1;2;7;9;4;12;3;5;11;10;6
3;1;2;7;9;4;12;8;5;11;10;6;9;32720
9;32720;3;1;2;7;9;4;12;8;5;11;10;6
3;1;2;7;9;4;12;6;5;11;10;8;9;30310
9;30310;3;1;2;7;9;4;12;6;5;11;10;8
3;5;2;7;9;4;12;6;1;11;10;8;9;34106
9;34106;3;5;2;7;9;4;12;6;1;11;10;8
3;5;2;7;9;4;12;10;1;11;6;8;9;50288
9;50288;3;5;2;7;9;4;12;10;1;11;6;8
10;5;2;7;9;4;12;3;1;11;6;8;9;46052
9;46052;10;5;2;7;9;4;12;3;1;11;6;8
10;5;2;7;9;4;12;6;1;11;3;8;9;34160
9;34160;10;5;2;7;9;4;12;6;1;11;3;8
6;5;2;7;9;4;12;10;1;11;3;8;9;57746
9;34160;10;5;2;7;9;4;12;6;1;11;3;8
10;5;2;7;9;4;12;11;1;6;3;8;9;37792
9;37792;10;5;2;7;9;4;12;11;1;6;3;8
10;5;2;7;9;4;3;11;1;6;12;8;9;42094
9;42094;10;5;2;7;9;4;3;11;1;6;12;8
7;5;2;10;9;4;3;11;1;6;12;8;9;37340
9;37340;7;5;2;10;9;4;3;11;1;6;12;8
7;5;2;10;1;4;3;11;9;6;12;8;9;31530
9;31530;7;5;2;10;1;4;3;11;9;6;12;8
7;1;2;10;5;4;3;11;9;6;12;8;9;20114
9;20114;7;1;2;10;5;4;3;11;9;6;12;8
7;1;2;10;5;4;8;11;9;6;12;3;9;23482
9;20114;7;1;2;10;5;4;3;11;9;6;12;8
7;6;2;10;5;4;3;11;9;1;12;8;9;40588
9;40588;7;6;2;10;5;4;3;11;9;1;12;8
7;6;2;3;5;4;10;11;9;1;12;8;9;41242
9;41242;7;6;2;3;5;4;10;11;9;1;12;8
7;6;2;3;5;4;10;11;9;12;1;8;9;41938
9;41938;7;6;2;3;5;4;10;11;9;12;1;8
7;8;2;3;5;4;10;11;9;12;1;6;9;41122
10;41122;7;8;2;3;5;4;10;11;9;12;1;6
7;8;2;3;10;4;5;11;9;12;1;6;10;44030
10;44030;7;8;2;3;10;4;5;11;9;12;1;6
5;8;2;3;10;4;7;11;9;12;1;6;10;30612
10;30612;5;8;2;3;10;4;7;11;9;12;1;6
5;8;2;4;10;3;7;11;9;12;1;6;10;39070
10;30612;5;8;2;3;10;4;7;11;9;12;1;6
5;8;2;3;1;4;7;11;9;12;10;6;10;33440
10;33440;5;8;2;3;1;4;7;11;9;12;10;6
5;3;2;8;1;4;7;11;9;12;10;6;10;27550
10;27550;5;3;2;8;1;4;7;11;9;12;10;6
5;3;2;8;1;4;6;11;9;12;10;7;10;29228
10;29228;5;3;2;8;1;4;6;11;9;12;10;7
11;3;2;8;1;4;6;5;9;12;10;7;10;46654
10;46654;11;3;2;8;1;4;6;5;9;12;10;7
11;4;2;8;1;3;6;5;9;12;10;7;10;49238
10;46654;11;3;2;8;1;4;6;5;9;12;10;7
11;3;2;8;1;4;6;12;9;5;10;7;10;42558
10;42558;11;3;2;8;1;4;6;12;9;5;10;7
11;3;2;1;8;4;6;12;9;5;10;7;10;41318
10;41318;11;3;2;1;8;4;6;12;9;5;10;7
11;3;2;1;8;4;6;9;12;5;10;7;10;42658
10;42658;11;3;2;1;8;4;6;9;12;5;10;7
11;3;2;5;8;4;6;9;12;1;10;7;10;41644
10;41644;11;3;2;5;8;4;6;9;12;1;10;7
11;3;12;5;8;4;6;9;2;1;10;7;10;36576
10;36576;11;3;12;5;8;4;6;9;2;1;10;7
11;7;12;5;8;4;6;9;2;1;10;3;10;44666
10;36576;11;3;12;5;8;4;6;9;2;1;10;7
11;3;12;5;8;7;6;9;2;1;10;4;10;44336
10;36576;11;3;12;5;8;4;6;9;2;1;10;7
11;5;12;3;8;4;6;9;2;1;10;7;10;42682
10;42682;11;5;12;3;8;4;6;9;2;1;10;7
11;7;12;3;8;4;6;9;2;1;10;5;10;47290
10;47290;11;7;12;3;8;4;6;9;2;1;10;5
11;7;12;3;5;4;6;9;2;1;10;8;10;44580
10;44580;11;7;12;3;5;4;6;9;2;1;10;8
11;7;12;3;5;4;6;9;2;8;10;1;10;37860
10;37860;11;7;12;3;5;4;6;9;2;8;10;1
11;7;9;3;5;4;6;12;2;8;10;1;10;45400
11;37860;11;7;12;3;5;4;6;9;2;8;10;1
11;4;12;3;5;7;6;9;2;8;10;1;11;40010
11;40010;11;4;12;3;5;7;6;9;2;8;10;1
11;6;12;3;5;7;4;9;2;8;10;1;11;39222
11;39222;11;6;12;3;5;7;4;9;2;8;10;1
11;6;12;3;5;7;8;9;2;4;10;1;11;37026
11;37026;11;6;12;3;5;7;8;9;2;4;10;1
11;6;12;3;5;7;8;9;2;1;10;4;11;45090
11;37026;11;6;12;3;5;7;8;9;2;4;10;1
11;6;12;3;5;7;8;9;4;2;10;1;11;37646
11;37646;11;6;12;3;5;7;8;9;4;2;10;1
11;6;12;4;5;7;8;9;3;2;10;1;11;39068
11;39068;11;6;12;4;5;7;8;9;3;2;10;1
9;6;12;4;5;7;8;11;3;2;10;1;11;58856
11;39068;11;6;12;4;5;7;8;9;3;2;10;1
11;6;12;4;5;9;8;7;3;2;10;1;11;28050
11;28050;11;6;12;4;5;9;8;7;3;2;10;1
11;6;12;4;5;9;10;7;3;2;8;1;11;28652
11;28652;11;6;12;4;5;9;10;7;3;2;8;1
4;6;12;11;5;9;10;7;3;2;8;1;11;39720
11;28652;11;6;12;4;5;9;10;7;3;2;8;1
11;10;12;4;5;9;6;7;3;2;8;1;11;43124
11;43124;11;10;12;4;5;9;6;7;3;2;8;1
11;10;4;12;5;9;6;7;3;2;8;1;11;40968
11;40968;11;10;4;12;5;9;6;7;3;2;8;1
11;10;4;12;9;5;6;7;3;2;8;1;11;35326
11;35326;11;10;4;12;9;5;6;7;3;2;8;1
11;10;4;12;1;5;6;7;3;2;8;9;11;35854
11;35854;11;10;4;12;1;5;6;7;3;2;8;9
7;10;4;12;1;5;6;11;3;2;8;9;11;32598
11;32598;7;10;4;12;1;5;6;11;3;2;8;9
1;10;4;12;7;5;6;11;3;2;8;9;11;35946
11;35946;1;10;4;12;7;5;6;11;3;2;8;9
1;10;4;12;7;2;6;11;3;5;8;9;11;29826
11;29826;1;10;4;12;7;2;6;11;3;5;8;9
3;10;4;12;7;2;6;11;1;5;8;9;11;38458
11;38458;3;10;4;12;7;2;6;11;1;5;8;9
3;10;6;12;7;2;4;11;1;5;8;9;11;37802
11;37802;3;10;6;12;7;2;4;11;1;5;8;9
3;4;6;12;7;2;10;11;1;5;8;9;11;31202
12;31202;3;4;6;12;7;2;10;11;1;5;8;9
3;4;6;12;10;2;7;11;1;5;8;9;12;33644
12;31202;3;4;6;12;7;2;10;11;1;5;8;9
3;4;6;8;7;2;10;11;1;5;12;9;12;34878
12;34878;3;4;6;8;7;2;10;11;1;5;12;9
3;4;6;8;7;2;12;11;1;5;10;9;12;29314
12;29314;3;4;6;8;7;2;12;11;1;5;10;9
3;4;6;12;7;2;8;11;1;5;10;9;12;30268
12;30268;3;4;6;12;7;2;8;11;1;5;10;9
8;4;6;12;7;2;3;11;1;5;10;9;12;37964
12;30268;3;4;6;12;7;2;8;11;1;5;10;9
3;12;6;4;7;2;8;11;1;5;10;9;12;36072
12;30268;3;4;6;12;7;2;8;11;1;5;10;9
3;4;6;12;8;2;7;11;1;5;10;9;12;33088
12;33088;3;4;6;12;8;2;7;11;1;5;10;9
3;4;6;12;5;2;7;11;1;8;10;9;12;27824
12;27824;3;4;6;12;5;2;7;11;1;8;10;9
3;4;6;2;5;12;7;11;1;8;10;9;12;37202
12;27824;3;4;6;12;5;2;7;11;1;8;10;9
3;4;6;12;5;2;7;11;9;8;10;1;12;29808
12;29808;3;4;6;12;5;2;7;11;9;8;10;1
4;3;6;12;5;2;7;11;9;8;10;1;12;42946
12;42946;4;3;6;12;5;2;7;11;9;8;10;1
4;1;6;12;5;2;7;11;9;8;10;3;12;39702
12;39702;4;1;6;12;5;2;7;11;9;8;10;3
4;1;6;12;5;2;7;11;8;9;10;3;12;41602
12;41602;4;1;6;12;5;2;7;11;8;9;10;3
4;11;6;12;5;2;7;1;8;9;10;3;12;66714
12;66714;4;11;6;12;5;2;7;1;8;9;10;3
4;11;6;12;1;2;7;5;8;9;10;3;12;60120
12;60120;4;11;6;12;1;2;7;5;8;9;10;3
4;11;6;12;1;2;7;10;8;9;5;3;12;58482
12;58482;4;11;6;12;1;2;7;10;8;9;5;3
4;11;6;12;1;3;7;10;8;9;5;2;12;51542
12;51542;4;11;6;12;1;3;7;10;8;9;5;2
1;11;6;12;4;3;7;10;8;9;5;2;12;49242
12;49242;1;11;6;12;4;3;7;10;8;9;5;2
1;11;3;12;4;6;7;10;8;9;5;2;12;37604
