"X1";"X41592";"X9";"X12";"X3";"X2";"X11";"X5";"X8";"X4";"X7";"X1.1";"X6";"X10"
6;5;7;4;9;12;2;1;8;11;3;10;2;50484
2;50484;6;5;7;4;9;12;2;1;8;11;3;10
9;5;7;4;6;12;2;1;8;11;3;10;2;52574
2;52574;9;5;7;4;6;12;2;1;8;11;3;10
1;5;7;4;6;12;2;9;8;11;3;10;2;50900
2;50900;1;5;7;4;6;12;2;9;8;11;3;10
1;5;7;4;6;12;2;9;3;11;8;10;2;50866
2;50866;1;5;7;4;6;12;2;9;3;11;8;10
12;5;7;4;6;1;2;9;3;11;8;10;2;50922
2;50922;12;5;7;4;6;1;2;9;3;11;8;10
12;5;7;4;6;8;2;9;3;11;1;10;2;44970
2;44970;12;5;7;4;6;8;2;9;3;11;1;10
12;5;3;4;6;8;2;9;7;11;1;10;2;46238
2;46238;12;5;3;4;6;8;2;9;7;11;1;10
12;5;3;1;6;8;2;9;7;11;4;10;2;48844
2;48844;12;5;3;1;6;8;2;9;7;11;4;10
12;5;3;8;6;1;2;9;7;11;4;10;2;53286
2;53286;12;5;3;8;6;1;2;9;7;11;4;10
7;5;3;8;6;1;2;9;12;11;4;10;2;48310
3;48310;7;5;3;8;6;1;2;9;12;11;4;10
7;5;3;4;6;1;2;9;12;11;8;10;3;46318
3;46318;7;5;3;4;6;1;2;9;12;11;8;10
7;5;3;4;6;1;2;9;12;11;10;8;3;42596
3;42596;7;5;3;4;6;1;2;9;12;11;10;8
7;5;3;4;10;1;2;9;12;11;6;8;3;32270
3;32270;7;5;3;4;10;1;2;9;12;11;6;8
7;3;5;4;10;1;2;9;12;11;6;8;3;40978
3;40978;7;3;5;4;10;1;2;9;12;11;6;8
7;3;10;4;5;1;2;9;12;11;6;8;3;37806
3;37806;7;3;10;4;5;1;2;9;12;11;6;8
7;3;1;4;5;10;2;9;12;11;6;8;3;39044
3;37806;7;3;10;4;5;1;2;9;12;11;6;8
7;3;6;4;5;1;2;9;12;11;10;8;3;42418
3;42418;7;3;6;4;5;1;2;9;12;11;10;8
7;3;5;4;6;1;2;9;12;11;10;8;3;51304
3;51304;7;3;5;4;6;1;2;9;12;11;10;8
9;3;5;4;6;1;2;7;12;11;10;8;3;50294
3;50294;9;3;5;4;6;1;2;7;12;11;10;8
9;3;5;11;6;1;2;7;12;4;10;8;3;50316
3;50316;9;3;5;11;6;1;2;7;12;4;10;8
9;3;5;6;11;1;2;7;12;4;10;8;3;50356
3;50356;9;3;5;6;11;1;2;7;12;4;10;8
9;3;5;2;11;1;6;7;12;4;10;8;3;48866
3;48866;9;3;5;2;11;1;6;7;12;4;10;8
9;3;5;4;11;1;6;7;12;2;10;8;3;48698
3;48698;9;3;5;4;11;1;6;7;12;2;10;8
9;3;5;4;11;1;6;7;10;2;12;8;3;48542
3;48542;9;3;5;4;11;1;6;7;10;2;12;8
9;3;5;4;11;1;6;2;10;7;12;8;3;51632
3;51632;9;3;5;4;11;1;6;2;10;7;12;8
9;3;5;4;11;1;10;2;6;7;12;8;3;46230
3;46230;9;3;5;4;11;1;10;2;6;7;12;8
9;3;5;4;11;1;10;7;6;2;12;8;3;43140
3;43140;9;3;5;4;11;1;10;7;6;2;12;8
3;9;5;4;11;1;10;7;6;2;12;8;3;46774
3;46774;3;9;5;4;11;1;10;7;6;2;12;8
3;9;5;4;11;12;10;7;6;2;1;8;3;40806
3;40806;3;9;5;4;11;12;10;7;6;2;1;8
10;9;5;4;11;12;3;7;6;2;1;8;3;42332
4;42332;10;9;5;4;11;12;3;7;6;2;1;8
10;9;5;4;11;12;7;3;6;2;1;8;4;50488
4;42332;10;9;5;4;11;12;3;7;6;2;1;8
10;6;5;4;11;12;3;7;9;2;1;8;4;41112
4;41112;10;6;5;4;11;12;3;7;9;2;1;8
10;1;5;4;11;12;3;7;9;2;6;8;4;42810
4;42810;10;1;5;4;11;12;3;7;9;2;6;8
10;2;5;4;11;12;3;7;9;1;6;8;4;29998
4;29998;10;2;5;4;11;12;3;7;9;1;6;8
10;2;5;3;11;12;4;7;9;1;6;8;4;34912
4;34912;10;2;5;3;11;12;4;7;9;1;6;8
11;2;5;3;10;12;4;7;9;1;6;8;4;40670
4;40670;11;2;5;3;10;12;4;7;9;1;6;8
11;2;5;3;9;12;4;7;10;1;6;8;4;39038
4;39038;11;2;5;3;9;12;4;7;10;1;6;8
11;2;10;3;9;12;4;7;5;1;6;8;4;38750
4;38750;11;2;10;3;9;12;4;7;5;1;6;8
11;2;10;3;9;5;4;7;12;1;6;8;4;46514
4;46514;11;2;10;3;9;5;4;7;12;1;6;8
11;1;10;3;9;5;4;7;12;2;6;8;4;42406
4;42406;11;1;10;3;9;5;4;7;12;2;6;8
11;1;10;3;9;5;2;7;12;4;6;8;4;42458
4;42458;11;1;10;3;9;5;2;7;12;4;6;8
11;5;10;3;9;1;2;7;12;4;6;8;4;35116
4;35116;11;5;10;3;9;1;2;7;12;4;6;8
11;2;10;3;9;1;5;7;12;4;6;8;4;42932
4;42932;11;2;10;3;9;1;5;7;12;4;6;8
11;2;10;3;9;8;5;7;12;4;6;1;4;49258
4;42932;11;2;10;3;9;1;5;7;12;4;6;8
11;3;10;2;9;1;5;7;12;4;6;8;4;42750
4;42750;11;3;10;2;9;1;5;7;12;4;6;8
11;3;10;8;9;1;5;7;12;4;6;2;4;39436
4;39436;11;3;10;8;9;1;5;7;12;4;6;2
11;3;10;8;9;1;7;5;12;4;6;2;4;48360
4;48360;11;3;10;8;9;1;7;5;12;4;6;2
6;3;10;8;9;1;7;5;12;4;11;2;4;56606
4;48360;11;3;10;8;9;1;7;5;12;4;6;2
11;3;10;8;9;12;7;5;1;4;6;2;4;52148
4;52148;11;3;10;8;9;12;7;5;1;4;6;2
11;3;10;8;9;12;7;5;6;4;1;2;4;52026
5;52026;11;3;10;8;9;12;7;5;6;4;1;2
11;3;7;8;9;12;10;5;6;4;1;2;5;51394
5;51394;11;3;7;8;9;12;10;5;6;4;1;2
11;3;7;8;9;12;5;10;6;4;1;2;5;42634
5;42634;11;3;7;8;9;12;5;10;6;4;1;2
2;3;7;8;9;12;5;10;6;4;1;11;5;50530
5;50530;2;3;7;8;9;12;5;10;6;4;1;11
2;4;7;8;9;12;5;10;6;3;1;11;5;49022
5;49022;2;4;7;8;9;12;5;10;6;3;1;11
2;4;10;8;9;12;5;7;6;3;1;11;5;49298
5;49298;2;4;10;8;9;12;5;7;6;3;1;11
2;4;10;8;9;5;12;7;6;3;1;11;5;54406
5;54406;2;4;10;8;9;5;12;7;6;3;1;11
2;4;10;7;9;5;12;8;6;3;1;11;5;53766
5;53766;2;4;10;7;9;5;12;8;6;3;1;11
2;4;12;7;9;5;10;8;6;3;1;11;5;55782
5;53766;2;4;10;7;9;5;12;8;6;3;1;11
2;4;10;6;9;5;12;8;7;3;1;11;5;51282
5;51282;2;4;10;6;9;5;12;8;7;3;1;11
2;4;1;6;9;5;12;8;7;3;10;11;5;52410
5;52410;2;4;1;6;9;5;12;8;7;3;10;11
2;4;1;6;10;5;12;8;7;3;9;11;5;54576
5;54576;2;4;1;6;10;5;12;8;7;3;9;11
2;6;1;4;10;5;12;8;7;3;9;11;5;52554
5;52554;2;6;1;4;10;5;12;8;7;3;9;11
2;9;1;4;10;5;12;8;7;3;6;11;5;54064
5;54064;2;9;1;4;10;5;12;8;7;3;6;11
5;9;1;4;10;2;12;8;7;3;6;11;5;54998
5;54998;5;9;1;4;10;2;12;8;7;3;6;11
5;9;1;12;10;2;4;8;7;3;6;11;5;50628
5;50628;5;9;1;12;10;2;4;8;7;3;6;11
5;3;1;12;10;2;4;8;7;9;6;11;5;40102
5;40102;5;3;1;12;10;2;4;8;7;9;6;11
5;3;1;12;10;2;8;4;7;9;6;11;5;38918
5;38918;5;3;1;12;10;2;8;4;7;9;6;11
5;3;1;12;8;2;10;4;7;9;6;11;5;39152
5;39152;5;3;1;12;8;2;10;4;7;9;6;11
10;3;1;12;8;2;5;4;7;9;6;11;5;48674
5;48674;10;3;1;12;8;2;5;4;7;9;6;11
10;3;1;12;8;2;5;4;6;9;7;11;5;48730
6;48730;10;3;1;12;8;2;5;4;6;9;7;11
10;3;12;1;8;2;5;4;6;9;7;11;6;49708
6;49708;10;3;12;1;8;2;5;4;6;9;7;11
10;3;12;1;8;11;5;4;6;9;7;2;6;45952
6;45952;10;3;12;1;8;11;5;4;6;9;7;2
10;3;12;9;8;11;5;4;6;1;7;2;6;46076
6;46076;10;3;12;9;8;11;5;4;6;1;7;2
10;3;12;8;9;11;5;4;6;1;7;2;6;48156
6;48156;10;3;12;8;9;11;5;4;6;1;7;2
10;5;12;8;9;11;3;4;6;1;7;2;6;30756
6;30756;10;5;12;8;9;11;3;4;6;1;7;2
10;5;12;8;9;11;3;4;1;6;7;2;6;24742
6;24742;10;5;12;8;9;11;3;4;1;6;7;2
10;5;3;8;9;11;12;4;1;6;7;2;6;22194
6;22194;10;5;3;8;9;11;12;4;1;6;7;2
2;5;3;8;9;11;12;4;1;6;7;10;6;36000
6;22194;10;5;3;8;9;11;12;4;1;6;7;2
10;5;3;8;9;1;12;4;11;6;7;2;6;34424
6;22194;10;5;3;8;9;11;12;4;1;6;7;2
10;5;3;8;9;11;12;2;1;6;7;4;6;29286
6;22194;10;5;3;8;9;11;12;4;1;6;7;2
10;5;3;2;9;11;12;4;1;6;7;8;6;23444
6;23444;10;5;3;2;9;11;12;4;1;6;7;8
10;5;9;2;3;11;12;4;1;6;7;8;6;22198
6;22198;10;5;9;2;3;11;12;4;1;6;7;8
10;5;1;2;3;11;12;4;9;6;7;8;6;25624
6;25624;10;5;1;2;3;11;12;4;9;6;7;8
10;5;9;2;3;11;12;4;1;6;7;8;6;22198
6;22198;10;5;9;2;3;11;12;4;1;6;7;8
10;5;9;11;3;2;12;4;1;6;7;8;6;38334
6;22198;10;5;9;2;3;11;12;4;1;6;7;8
10;5;9;2;12;11;3;4;1;6;7;8;6;26220
6;22198;10;5;9;2;3;11;12;4;1;6;7;8
10;5;9;3;2;11;12;4;1;6;7;8;6;21518
6;21518;10;5;9;3;2;11;12;4;1;6;7;8
10;5;9;4;2;11;12;3;1;6;7;8;6;38264
6;38264;10;5;9;4;2;11;12;3;1;6;7;8
10;5;9;4;2;11;12;3;6;1;7;8;6;33408
6;33408;10;5;9;4;2;11;12;3;6;1;7;8
10;5;9;4;6;11;12;3;2;1;7;8;6;30598
7;30598;10;5;9;4;6;11;12;3;2;1;7;8
10;1;9;4;6;11;12;3;2;5;7;8;7;29176
7;29176;10;1;9;4;6;11;12;3;2;5;7;8
10;1;9;4;6;7;12;3;2;5;11;8;7;25408
7;25408;10;1;9;4;6;7;12;3;2;5;11;8
10;1;9;4;6;7;12;2;3;5;11;8;7;38286
7;25408;10;1;9;4;6;7;12;3;2;5;11;8
10;1;6;4;9;7;12;3;2;5;11;8;7;27016
7;27016;10;1;6;4;9;7;12;3;2;5;11;8
10;1;6;4;8;7;12;3;2;5;11;9;7;26022
7;26022;10;1;6;4;8;7;12;3;2;5;11;9
10;4;6;1;8;7;12;3;2;5;11;9;7;36688
7;26022;10;1;6;4;8;7;12;3;2;5;11;9
6;1;10;4;8;7;12;3;2;5;11;9;7;39516
7;39516;6;1;10;4;8;7;12;3;2;5;11;9
6;1;10;9;8;7;12;3;2;5;11;4;7;41970
7;41970;6;1;10;9;8;7;12;3;2;5;11;4
6;9;10;1;8;7;12;3;2;5;11;4;7;41990
7;41990;6;9;10;1;8;7;12;3;2;5;11;4
6;9;10;1;8;7;4;3;2;5;11;12;7;38756
7;38756;6;9;10;1;8;7;4;3;2;5;11;12
6;9;7;1;8;10;4;3;2;5;11;12;7;44528
7;44528;6;9;7;1;8;10;4;3;2;5;11;12
6;9;7;1;8;3;4;10;2;5;11;12;7;45114
7;45114;6;9;7;1;8;3;4;10;2;5;11;12
6;9;7;2;8;3;4;10;1;5;11;12;7;42518
7;42518;6;9;7;2;8;3;4;10;1;5;11;12
6;9;7;2;8;3;11;10;1;5;4;12;7;41878
7;41878;6;9;7;2;8;3;11;10;1;5;4;12
12;9;7;2;8;3;11;10;1;5;4;6;7;40048
7;40048;12;9;7;2;8;3;11;10;1;5;4;6
12;9;10;2;8;3;11;7;1;5;4;6;7;39644
7;39644;12;9;10;2;8;3;11;7;1;5;4;6
12;9;11;2;8;3;10;7;1;5;4;6;7;39724
7;39724;12;9;11;2;8;3;10;7;1;5;4;6
12;4;11;2;8;3;10;7;1;5;9;6;7;43710
7;43710;12;4;11;2;8;3;10;7;1;5;9;6
12;4;11;6;8;3;10;7;1;5;9;2;7;45542
7;45542;12;4;11;6;8;3;10;7;1;5;9;2
12;2;11;6;8;3;10;7;1;5;9;4;7;46096
8;46096;12;2;11;6;8;3;10;7;1;5;9;4
12;2;11;6;8;5;10;7;1;3;9;4;8;53946
8;53946;12;2;11;6;8;5;10;7;1;3;9;4
12;1;11;6;8;5;10;7;2;3;9;4;8;56620
8;56620;12;1;11;6;8;5;10;7;2;3;9;4
12;2;11;6;8;5;10;7;1;3;9;4;8;53946
8;53946;12;2;11;6;8;5;10;7;1;3;9;4
12;2;7;6;8;5;10;11;1;3;9;4;8;50490
8;50490;12;2;7;6;8;5;10;11;1;3;9;4
12;3;7;6;8;5;10;11;1;2;9;4;8;47106
8;47106;12;3;7;6;8;5;10;11;1;2;9;4
12;3;7;6;1;5;10;11;8;2;9;4;8;46306
8;46306;12;3;7;6;1;5;10;11;8;2;9;4
12;3;7;6;1;9;10;11;8;2;5;4;8;55850
8;55850;12;3;7;6;1;9;10;11;8;2;5;4
12;3;6;7;1;9;10;11;8;2;5;4;8;56372
8;56372;12;3;6;7;1;9;10;11;8;2;5;4
12;3;10;7;1;9;6;11;8;2;5;4;8;59652
8;59652;12;3;10;7;1;9;6;11;8;2;5;4
12;3;11;7;1;9;6;10;8;2;5;4;8;48764
8;48764;12;3;11;7;1;9;6;10;8;2;5;4
12;3;11;2;1;9;6;10;8;7;5;4;8;43196
8;43196;12;3;11;2;1;9;6;10;8;7;5;4
12;3;8;2;1;9;6;10;11;7;5;4;8;44038
8;44038;12;3;8;2;1;9;6;10;11;7;5;4
12;3;8;2;1;9;6;10;4;7;5;11;8;49878
8;44038;12;3;8;2;1;9;6;10;11;7;5;4
7;3;8;2;1;9;6;10;11;12;5;4;8;52812
8;52812;7;3;8;2;1;9;6;10;11;12;5;4
7;3;5;2;1;9;6;10;11;12;8;4;8;52428
8;52428;7;3;5;2;1;9;6;10;11;12;8;4
7;3;5;2;1;8;6;10;11;12;9;4;8;53244
8;53244;7;3;5;2;1;8;6;10;11;12;9;4
7;3;5;2;1;8;6;9;11;12;10;4;8;46786
8;46786;7;3;5;2;1;8;6;9;11;12;10;4
1;3;5;2;7;8;6;9;11;12;10;4;8;47422
8;47422;1;3;5;2;7;8;6;9;11;12;10;4
1;3;5;2;7;8;12;9;11;6;10;4;8;43604
8;43604;1;3;5;2;7;8;12;9;11;6;10;4
1;3;5;11;7;8;12;9;2;6;10;4;8;42682
9;42682;1;3;5;11;7;8;12;9;2;6;10;4
1;3;5;11;7;8;12;2;9;6;10;4;9;48062
9;48062;1;3;5;11;7;8;12;2;9;6;10;4
1;3;5;11;6;8;12;2;9;7;10;4;9;50620
9;50620;1;3;5;11;6;8;12;2;9;7;10;4
1;3;5;11;7;8;12;2;9;6;10;4;9;48062
9;48062;1;3;5;11;7;8;12;2;9;6;10;4
1;3;5;11;7;4;12;2;9;6;10;8;9;43310
9;43310;1;3;5;11;7;4;12;2;9;6;10;8
1;3;5;11;7;4;10;2;9;6;12;8;9;38392
9;38392;1;3;5;11;7;4;10;2;9;6;12;8
1;3;5;11;7;4;10;12;9;6;2;8;9;33452
9;33452;1;3;5;11;7;4;10;12;9;6;2;8
1;3;5;11;7;9;10;12;4;6;2;8;9;41900
9;41900;1;3;5;11;7;9;10;12;4;6;2;8
1;3;5;9;7;11;10;12;4;6;2;8;9;40840
9;40840;1;3;5;9;7;11;10;12;4;6;2;8
1;3;5;7;9;11;10;12;4;6;2;8;9;43640
9;43640;1;3;5;7;9;11;10;12;4;6;2;8
1;3;5;7;9;6;10;12;4;11;2;8;9;45064
9;45064;1;3;5;7;9;6;10;12;4;11;2;8
1;3;12;7;9;6;10;5;4;11;2;8;9;46928
9;46928;1;3;12;7;9;6;10;5;4;11;2;8
1;3;12;9;7;6;10;5;4;11;2;8;9;44128
9;44128;1;3;12;9;7;6;10;5;4;11;2;8
1;3;12;9;7;6;10;5;11;4;2;8;9;65402
9;44128;1;3;12;9;7;6;10;5;4;11;2;8
10;3;12;9;7;6;1;5;4;11;2;8;9;45158
9;45158;10;3;12;9;7;6;1;5;4;11;2;8
10;3;12;8;7;6;1;5;4;11;2;9;9;44542
9;44542;10;3;12;8;7;6;1;5;4;11;2;9
11;3;12;8;7;6;1;5;4;10;2;9;9;49892
9;49892;11;3;12;8;7;6;1;5;4;10;2;9
10;3;12;8;7;6;1;5;4;11;2;9;9;44542
9;44542;10;3;12;8;7;6;1;5;4;11;2;9
10;3;12;8;7;6;2;5;4;11;1;9;9;40952
9;40952;10;3;12;8;7;6;2;5;4;11;1;9
10;3;12;2;7;6;8;5;4;11;1;9;9;44712
9;44712;10;3;12;2;7;6;8;5;4;11;1;9
9;3;12;2;7;6;8;5;4;11;1;10;9;49036
10;49036;9;3;12;2;7;6;8;5;4;11;1;10
9;11;12;2;7;6;8;5;4;3;1;10;10;26858
10;26858;9;11;12;2;7;6;8;5;4;3;1;10
9;11;12;8;7;6;2;5;4;3;1;10;10;24984
10;24984;9;11;12;8;7;6;2;5;4;3;1;10
12;11;9;8;7;6;2;5;4;3;1;10;10;22980
10;22980;12;11;9;8;7;6;2;5;4;3;1;10
12;9;11;8;7;6;2;5;4;3;1;10;10;32084
10;22980;12;11;9;8;7;6;2;5;4;3;1;10
12;11;9;8;7;4;2;5;6;3;1;10;10;37616
10;22980;12;11;9;8;7;6;2;5;4;3;1;10
12;11;9;10;7;6;2;5;4;3;1;8;10;23626
10;23626;12;11;9;10;7;6;2;5;4;3;1;8
10;11;9;12;7;6;2;5;4;3;1;8;10;31370
10;31370;10;11;9;12;7;6;2;5;4;3;1;8
10;11;1;12;7;6;2;5;4;3;9;8;10;30576
10;30576;10;11;1;12;7;6;2;5;4;3;9;8
10;11;1;12;7;6;2;5;4;3;8;9;10;30972
10;30972;10;11;1;12;7;6;2;5;4;3;8;9
3;11;1;12;7;6;2;5;4;10;8;9;10;32598
10;32598;3;11;1;12;7;6;2;5;4;10;8;9
3;11;1;12;4;6;2;5;7;10;8;9;10;32078
10;32078;3;11;1;12;4;6;2;5;7;10;8;9
3;11;1;12;4;2;6;5;7;10;8;9;10;47722
10;32078;3;11;1;12;4;6;2;5;7;10;8;9
12;11;1;3;4;6;2;5;7;10;8;9;10;31922
10;31922;12;11;1;3;4;6;2;5;7;10;8;9
12;11;4;3;1;6;2;5;7;10;8;9;10;33618
10;33618;12;11;4;3;1;6;2;5;7;10;8;9
12;11;4;3;1;6;5;2;7;10;8;9;10;40154
10;33618;12;11;4;3;1;6;2;5;7;10;8;9
11;12;4;3;1;6;2;5;7;10;8;9;10;34634
10;34634;11;12;4;3;1;6;2;5;7;10;8;9
11;6;4;3;1;12;2;5;7;10;8;9;10;31276
10;31276;11;6;4;3;1;12;2;5;7;10;8;9
3;6;4;11;1;12;2;5;7;10;8;9;10;48484
10;48484;3;6;4;11;1;12;2;5;7;10;8;9
3;11;4;6;1;12;2;5;7;10;8;9;10;39906
10;39906;3;11;4;6;1;12;2;5;7;10;8;9
3;7;4;6;1;12;2;5;11;10;8;9;10;39988
11;39988;3;7;4;6;1;12;2;5;11;10;8;9
3;7;4;1;6;12;2;5;11;10;8;9;11;41708
11;41708;3;7;4;1;6;12;2;5;11;10;8;9
3;7;4;1;6;12;5;2;11;10;8;9;11;48244
11;48244;3;7;4;1;6;12;5;2;11;10;8;9
3;7;4;12;6;1;5;2;11;10;8;9;11;43786
11;43786;3;7;4;12;6;1;5;2;11;10;8;9
3;7;4;12;6;1;5;10;11;2;8;9;11;42056
11;42056;3;7;4;12;6;1;5;10;11;2;8;9
8;7;4;12;6;1;5;10;11;2;3;9;11;46368
11;46368;8;7;4;12;6;1;5;10;11;2;3;9
8;7;4;12;6;1;5;10;9;2;3;11;11;50560
11;46368;8;7;4;12;6;1;5;10;11;2;3;9
8;4;7;12;6;1;5;10;11;2;3;9;11;36720
11;36720;8;4;7;12;6;1;5;10;11;2;3;9
8;4;7;12;6;1;5;11;10;2;3;9;11;45228
11;36720;8;4;7;12;6;1;5;10;11;2;3;9
8;4;7;12;10;1;5;6;11;2;3;9;11;38430
11;38430;8;4;7;12;10;1;5;6;11;2;3;9
8;4;7;12;10;1;2;6;11;5;3;9;11;43916
11;43916;8;4;7;12;10;1;2;6;11;5;3;9
8;4;7;12;10;1;2;9;11;5;3;6;11;43380
11;43380;8;4;7;12;10;1;2;9;11;5;3;6
8;4;7;12;10;1;2;9;11;5;6;3;11;36252
11;36252;8;4;7;12;10;1;2;9;11;5;6;3
8;9;7;12;10;1;2;4;11;5;6;3;11;49916
11;36252;8;4;7;12;10;1;2;9;11;5;6;3
8;4;6;12;10;1;2;9;11;5;7;3;11;40492
11;40492;8;4;6;12;10;1;2;9;11;5;7;3
8;4;6;12;10;1;2;11;9;5;7;3;11;24492
11;24492;8;4;6;12;10;1;2;11;9;5;7;3
8;4;6;12;7;1;2;11;9;5;10;3;11;32280
11;32280;8;4;6;12;7;1;2;11;9;5;10;3
8;4;3;12;7;1;2;11;9;5;10;6;11;39004
11;39004;8;4;3;12;7;1;2;11;9;5;10;6
11;4;3;12;7;1;2;8;9;5;10;6;11;43622
11;43622;11;4;3;12;7;1;2;8;9;5;10;6
11;4;3;8;7;1;2;12;9;5;10;6;11;52412
11;52412;11;4;3;8;7;1;2;12;9;5;10;6
11;4;3;8;7;1;2;6;9;5;10;12;11;52084
12;52084;11;4;3;8;7;1;2;6;9;5;10;12
11;4;9;8;7;1;2;6;3;5;10;12;12;47696
12;47696;11;4;9;8;7;1;2;6;3;5;10;12
11;4;9;10;7;1;2;6;3;5;8;12;12;50516
12;47696;11;4;9;8;7;1;2;6;3;5;10;12
11;6;9;8;7;1;2;4;3;5;10;12;12;49088
12;49088;11;6;9;8;7;1;2;4;3;5;10;12
11;6;9;8;7;5;2;4;3;1;10;12;12;36134
12;36134;11;6;9;8;7;5;2;4;3;1;10;12
11;6;10;8;7;5;2;4;3;1;9;12;12;38038
12;38038;11;6;10;8;7;5;2;4;3;1;9;12
11;6;7;8;10;5;2;4;3;1;9;12;12;38170
12;38170;11;6;7;8;10;5;2;4;3;1;9;12
11;6;10;8;7;5;2;4;3;1;9;12;12;38038
12;38038;11;6;10;8;7;5;2;4;3;1;9;12
11;6;10;8;7;5;2;4;1;3;9;12;12;35388
12;35388;11;6;10;8;7;5;2;4;1;3;9;12
11;8;10;6;7;5;2;4;1;3;9;12;12;31238
12;31238;11;8;10;6;7;5;2;4;1;3;9;12
11;8;10;1;7;5;2;4;6;3;9;12;12;30986
12;30986;11;8;10;1;7;5;2;4;6;3;9;12
3;8;10;1;7;5;2;4;6;11;9;12;12;46220
12;30986;11;8;10;1;7;5;2;4;6;3;9;12
11;8;10;2;7;5;1;4;6;3;9;12;12;31100
12;31100;11;8;10;2;7;5;1;4;6;3;9;12
11;8;10;2;1;5;7;4;6;3;9;12;12;29928
12;29928;11;8;10;2;1;5;7;4;6;3;9;12
4;8;10;2;1;5;7;11;6;3;9;12;12;37284
12;37284;4;8;10;2;1;5;7;11;6;3;9;12
11;8;10;2;1;5;7;4;6;3;9;12;12;29928
12;29928;11;8;10;2;1;5;7;4;6;3;9;12
11;8;3;2;1;5;7;4;6;10;9;12;12;38074
12;38074;11;8;3;2;1;5;7;4;6;10;9;12
11;8;3;2;12;5;7;4;6;10;9;1;12;30560
12;30560;11;8;3;2;12;5;7;4;6;10;9;1
11;6;3;2;12;5;7;4;8;10;9;1;12;34298
12;34298;11;6;3;2;12;5;7;4;8;10;9;1
11;6;7;2;12;5;3;4;8;10;9;1;12;35138
