"X1";"X43100";"X4";"X6";"X7";"X2";"X12";"X5";"X11";"X8";"X10";"X1.1";"X9";"X3"
1;7;8;9;5;11;10;6;12;4;2;3;4;29230
4;29230;1;7;8;9;5;11;10;6;12;4;2;3
1;7;8;9;5;11;10;2;12;4;6;3;4;34266
4;34266;1;7;8;9;5;11;10;2;12;4;6;3
1;12;8;9;5;11;10;2;7;4;6;3;4;46730
4;46730;1;12;8;9;5;11;10;2;7;4;6;3
1;5;8;9;12;11;10;2;7;4;6;3;4;41058
4;41058;1;5;8;9;12;11;10;2;7;4;6;3
1;5;8;9;4;11;10;2;7;12;6;3;4;38424
5;38424;1;5;8;9;4;11;10;2;7;12;6;3
1;5;8;9;11;4;10;2;7;12;6;3;5;55612
5;55612;1;5;8;9;11;4;10;2;7;12;6;3
1;5;12;9;11;4;10;2;7;8;6;3;5;67622
5;55612;1;5;8;9;11;4;10;2;7;12;6;3
1;5;3;9;11;4;10;2;7;12;6;8;5;59658
5;59658;1;5;3;9;11;4;10;2;7;12;6;8
1;12;3;9;11;4;10;2;7;5;6;8;5;71324
5;71324;1;12;3;9;11;4;10;2;7;5;6;8
1;12;10;9;11;4;3;2;7;5;6;8;5;69656
5;69656;1;12;10;9;11;4;3;2;7;5;6;8
1;12;10;9;11;4;8;2;7;5;6;3;5;65702
5;65702;1;12;10;9;11;4;8;2;7;5;6;3
1;12;2;9;11;4;8;10;7;5;6;3;5;55306
5;55306;1;12;2;9;11;4;8;10;7;5;6;3
1;12;2;9;11;4;8;10;7;5;3;6;5;57098
5;57098;1;12;2;9;11;4;8;10;7;5;3;6
1;9;2;12;11;4;8;10;7;5;3;6;5;46506
5;46506;1;9;2;12;11;4;8;10;7;5;3;6
1;2;9;12;11;4;8;10;7;5;3;6;5;38146
5;38146;1;2;9;12;11;4;8;10;7;5;3;6
1;3;9;12;11;4;8;10;7;5;2;6;5;37298
5;37298;1;3;9;12;11;4;8;10;7;5;2;6
1;3;6;12;11;4;8;10;7;5;2;9;5;38298
5;38298;1;3;6;12;11;4;8;10;7;5;2;9
1;3;10;12;11;4;8;6;7;5;2;9;5;44178
5;44178;1;3;10;12;11;4;8;6;7;5;2;9
1;3;10;5;11;4;8;6;7;12;2;9;5;33580
5;33580;1;3;10;5;11;4;8;6;7;12;2;9
1;2;10;5;11;4;8;6;7;12;3;9;5;34428
5;34428;1;2;10;5;11;4;8;6;7;12;3;9
1;2;10;5;11;4;8;6;7;9;3;12;5;35196
5;35196;1;2;10;5;11;4;8;6;7;9;3;12
1;2;10;5;6;4;8;11;7;9;3;12;5;38136
5;38136;1;2;10;5;6;4;8;11;7;9;3;12
3;2;10;5;6;4;8;11;7;9;1;12;5;42730
5;42730;3;2;10;5;6;4;8;11;7;9;1;12
3;2;10;5;9;4;8;11;7;6;1;12;5;32908
5;32908;3;2;10;5;9;4;8;11;7;6;1;12
3;2;10;11;9;4;8;5;7;6;1;12;5;45492
6;32908;3;2;10;5;9;4;8;11;7;6;1;12
3;2;10;4;9;5;8;11;7;6;1;12;6;43012
6;32908;3;2;10;5;9;4;8;11;7;6;1;12
3;2;10;4;9;5;8;11;7;6;1;12;6;43012
6;43012;3;2;10;4;9;5;8;11;7;6;1;12
2;3;10;4;9;5;8;11;7;6;1;12;6;26312
6;26312;2;3;10;4;9;5;8;11;7;6;1;12
2;3;10;8;9;5;4;11;7;6;1;12;6;30162
6;30162;2;3;10;8;9;5;4;11;7;6;1;12
2;3;1;8;9;5;4;11;7;6;10;12;6;28206
6;28206;2;3;1;8;9;5;4;11;7;6;10;12
2;3;1;6;9;5;4;11;7;8;10;12;6;33570
6;33570;2;3;1;6;9;5;4;11;7;8;10;12
11;3;1;6;9;5;4;2;7;8;10;12;6;39802
6;39802;11;3;1;6;9;5;4;2;7;8;10;12
1;3;11;6;9;5;4;2;7;8;10;12;6;50114
6;50114;1;3;11;6;9;5;4;2;7;8;10;12
1;3;11;6;12;5;4;2;7;8;10;9;6;48826
6;48826;1;3;11;6;12;5;4;2;7;8;10;9
1;3;6;11;12;5;4;2;7;8;10;9;6;44566
6;44566;1;3;6;11;12;5;4;2;7;8;10;9
12;3;6;11;1;5;4;2;7;8;10;9;6;44138
6;44138;12;3;6;11;1;5;4;2;7;8;10;9
12;3;6;11;1;2;4;5;7;8;10;9;6;46060
6;46060;12;3;6;11;1;2;4;5;7;8;10;9
6;3;12;11;1;2;4;5;7;8;10;9;6;53554
6;53554;6;3;12;11;1;2;4;5;7;8;10;9
6;3;12;11;1;2;7;5;4;8;10;9;6;53214
6;53214;6;3;12;11;1;2;7;5;4;8;10;9
6;3;12;5;1;2;7;11;4;8;10;9;6;51614
6;51614;6;3;12;5;1;2;7;11;4;8;10;9
6;10;12;5;1;2;7;11;4;8;3;9;6;37204
6;37204;6;10;12;5;1;2;7;11;4;8;3;9
6;10;12;5;7;2;1;11;4;8;3;9;6;42284
6;42284;6;10;12;5;7;2;1;11;4;8;3;9
6;10;12;5;7;2;1;11;3;8;4;9;6;42360
6;42360;6;10;12;5;7;2;1;11;3;8;4;9
6;10;5;12;7;2;1;11;3;8;4;9;6;39292
6;39292;6;10;5;12;7;2;1;11;3;8;4;9
6;10;12;5;7;2;1;11;3;8;4;9;6;42360
7;42360;6;10;12;5;7;2;1;11;3;8;4;9
6;10;12;5;7;9;1;11;3;8;4;2;7;48388
7;48388;6;10;12;5;7;9;1;11;3;8;4;2
9;10;12;5;7;6;1;11;3;8;4;2;7;43770
7;43770;9;10;12;5;7;6;1;11;3;8;4;2
9;12;10;5;7;6;1;11;3;8;4;2;7;32898
7;32898;9;12;10;5;7;6;1;11;3;8;4;2
9;12;10;4;7;6;1;11;3;8;5;2;7;30466
7;30466;9;12;10;4;7;6;1;11;3;8;5;2
9;12;1;4;7;6;10;11;3;8;5;2;7;29998
7;29998;9;12;1;4;7;6;10;11;3;8;5;2
9;12;10;4;7;6;1;11;3;8;5;2;7;30466
7;30466;9;12;10;4;7;6;1;11;3;8;5;2
9;8;10;4;7;6;1;11;3;12;5;2;7;33610
7;33610;9;8;10;4;7;6;1;11;3;12;5;2
3;8;10;4;7;6;1;11;9;12;5;2;7;42462
7;42462;3;8;10;4;7;6;1;11;9;12;5;2
3;4;10;8;7;6;1;11;9;12;5;2;7;28864
7;28864;3;4;10;8;7;6;1;11;9;12;5;2
3;4;10;8;7;5;1;11;9;12;6;2;7;40992
7;40992;3;4;10;8;7;5;1;11;9;12;6;2
3;4;10;8;7;5;9;11;1;12;6;2;7;45374
7;45374;3;4;10;8;7;5;9;11;1;12;6;2
3;4;10;8;7;2;9;11;1;12;6;5;7;38080
7;38080;3;4;10;8;7;2;9;11;1;12;6;5
3;12;10;8;7;2;9;11;1;4;6;5;7;56674
7;56674;3;12;10;8;7;2;9;11;1;4;6;5
3;12;10;6;7;2;9;11;1;4;8;5;7;55896
7;55896;3;12;10;6;7;2;9;11;1;4;8;5
6;12;10;3;7;2;9;11;1;4;8;5;7;53804
7;53804;6;12;10;3;7;2;9;11;1;4;8;5
6;12;1;3;7;2;9;11;10;4;8;5;7;52916
7;52916;6;12;1;3;7;2;9;11;10;4;8;5
6;12;1;3;7;10;9;11;2;4;8;5;7;65544
7;65544;6;12;1;3;7;10;9;11;2;4;8;5
6;12;7;3;1;10;9;11;2;4;8;5;7;61992
7;61992;6;12;7;3;1;10;9;11;2;4;8;5
6;12;7;1;3;10;9;11;2;4;8;5;7;62992
7;62992;6;12;7;1;3;10;9;11;2;4;8;5
6;12;7;1;3;10;9;11;8;4;2;5;7;62928
8;62928;6;12;7;1;3;10;9;11;8;4;2;5
6;12;7;1;3;10;9;2;8;4;11;5;8;52106
8;52106;6;12;7;1;3;10;9;2;8;4;11;5
6;12;2;1;3;10;9;7;8;4;11;5;8;53458
8;53458;6;12;2;1;3;10;9;7;8;4;11;5
6;12;2;1;3;10;9;7;8;11;4;5;8;50316
8;50316;6;12;2;1;3;10;9;7;8;11;4;5
6;12;9;1;3;10;2;7;8;11;4;5;8;50076
8;50076;6;12;9;1;3;10;2;7;8;11;4;5
6;12;9;4;3;10;2;7;8;11;1;5;8;46968
8;46968;6;12;9;4;3;10;2;7;8;11;1;5
6;7;9;4;3;10;2;12;8;11;1;5;8;37568
8;37568;6;7;9;4;3;10;2;12;8;11;1;5
6;7;8;4;3;10;2;12;9;11;1;5;8;44362
8;44362;6;7;8;4;3;10;2;12;9;11;1;5
6;7;8;4;3;10;2;12;9;5;1;11;8;55498
8;44362;6;7;8;4;3;10;2;12;9;11;1;5
6;7;8;4;3;10;11;12;9;2;1;5;8;50832
8;50832;6;7;8;4;3;10;11;12;9;2;1;5
6;7;8;11;3;10;4;12;9;2;1;5;8;51580
8;51580;6;7;8;11;3;10;4;12;9;2;1;5
6;7;8;11;3;10;12;4;9;2;1;5;8;52188
8;52188;6;7;8;11;3;10;12;4;9;2;1;5
6;7;8;11;1;10;12;4;9;2;3;5;8;49458
8;49458;6;7;8;11;1;10;12;4;9;2;3;5
6;7;8;11;1;10;12;4;9;5;3;2;8;60594
8;60594;6;7;8;11;1;10;12;4;9;5;3;2
6;7;8;11;3;10;12;4;9;5;1;2;8;63324
8;63324;6;7;8;11;3;10;12;4;9;5;1;2
6;11;8;7;3;10;12;4;9;5;1;2;8;60844
8;60844;6;11;8;7;3;10;12;4;9;5;1;2
6;11;8;7;3;12;10;4;9;5;1;2;8;48094
8;48094;6;11;8;7;3;12;10;4;9;5;1;2
6;11;8;7;9;12;10;4;3;5;1;2;8;41630
8;41630;6;11;8;7;9;12;10;4;3;5;1;2
6;7;8;11;9;12;10;4;3;5;1;2;8;57838
8;41630;6;11;8;7;9;12;10;4;3;5;1;2
6;11;8;7;9;12;5;4;3;10;1;2;8;30470
8;30470;6;11;8;7;9;12;5;4;3;10;1;2
6;11;8;7;10;12;5;4;3;9;1;2;8;29068
9;29068;6;11;8;7;10;12;5;4;3;9;1;2
6;11;8;7;2;12;5;4;3;9;1;10;9;31558
9;31558;6;11;8;7;2;12;5;4;3;9;1;10
6;11;8;7;4;12;5;2;3;9;1;10;9;28434
9;28434;6;11;8;7;4;12;5;2;3;9;1;10
6;10;8;7;4;12;5;2;3;9;1;11;9;48272
9;48272;6;10;8;7;4;12;5;2;3;9;1;11
6;10;4;7;8;12;5;2;3;9;1;11;9;53062
9;53062;6;10;4;7;8;12;5;2;3;9;1;11
6;10;4;7;12;8;5;2;3;9;1;11;9;38238
9;38238;6;10;4;7;12;8;5;2;3;9;1;11
6;10;12;7;4;8;5;2;3;9;1;11;9;35934
9;35934;6;10;12;7;4;8;5;2;3;9;1;11
6;1;12;7;4;8;5;2;3;9;10;11;9;43452
9;43452;6;1;12;7;4;8;5;2;3;9;10;11
6;1;12;7;4;8;5;2;3;9;11;10;9;44896
9;44896;6;1;12;7;4;8;5;2;3;9;11;10
6;1;3;7;4;8;5;2;12;9;11;10;9;41848
9;41848;6;1;3;7;4;8;5;2;12;9;11;10
6;12;3;7;4;8;5;2;1;9;11;10;9;44636
9;44636;6;12;3;7;4;8;5;2;1;9;11;10
6;12;2;7;4;8;5;3;1;9;11;10;9;54544
9;54544;6;12;2;7;4;8;5;3;1;9;11;10
6;12;4;7;2;8;5;3;1;9;11;10;9;56072
9;56072;6;12;4;7;2;8;5;3;1;9;11;10
6;12;4;7;2;8;3;5;1;9;11;10;9;55976
9;55976;6;12;4;7;2;8;3;5;1;9;11;10
6;4;12;7;2;8;3;5;1;9;11;10;9;47056
9;47056;6;4;12;7;2;8;3;5;1;9;11;10
6;7;12;4;2;8;3;5;1;9;11;10;9;65880
9;47056;6;4;12;7;2;8;3;5;1;9;11;10
6;4;12;7;2;8;3;11;1;9;5;10;9;38850
9;38850;6;4;12;7;2;8;3;11;1;9;5;10
6;4;12;7;1;8;3;11;2;9;5;10;9;41940
9;41940;6;4;12;7;1;8;3;11;2;9;5;10
6;4;12;5;1;8;3;11;2;9;7;10;9;36988
9;36988;6;4;12;5;1;8;3;11;2;9;7;10
6;4;7;5;1;8;3;11;2;9;12;10;9;39532
9;36988;6;4;12;5;1;8;3;11;2;9;7;10
6;4;12;5;1;3;8;11;2;9;7;10;9;34518
10;34518;6;4;12;5;1;3;8;11;2;9;7;10
6;4;12;5;3;1;8;11;2;9;7;10;10;37474
10;37474;6;4;12;5;3;1;8;11;2;9;7;10
6;4;12;1;3;5;8;11;2;9;7;10;10;49742
10;49742;6;4;12;1;3;5;8;11;2;9;7;10
4;6;12;1;3;5;8;11;2;9;7;10;10;37006
10;37006;4;6;12;1;3;5;8;11;2;9;7;10
4;6;5;1;3;12;8;11;2;9;7;10;10;28710
10;28710;4;6;5;1;3;12;8;11;2;9;7;10
4;12;5;1;3;6;8;11;2;9;7;10;10;41894
10;41894;4;12;5;1;3;6;8;11;2;9;7;10
4;12;9;1;3;6;8;11;2;5;7;10;10;32562
10;32562;4;12;9;1;3;6;8;11;2;5;7;10
4;12;9;1;3;11;8;6;2;5;7;10;10;41084
10;32562;4;12;9;1;3;6;8;11;2;5;7;10
4;12;9;1;5;6;8;11;2;3;7;10;10;51492
10;51492;4;12;9;1;5;6;8;11;2;3;7;10
4;12;7;1;5;6;8;11;2;3;9;10;10;54534
10;51492;4;12;9;1;5;6;8;11;2;3;7;10
4;12;6;1;5;9;8;11;2;3;7;10;10;50094
10;50094;4;12;6;1;5;9;8;11;2;3;7;10
4;9;6;1;5;12;8;11;2;3;7;10;10;41456
10;41456;4;9;6;1;5;12;8;11;2;3;7;10
6;9;4;1;5;12;8;11;2;3;7;10;10;42654
10;42654;6;9;4;1;5;12;8;11;2;3;7;10
6;8;4;1;5;12;9;11;2;3;7;10;10;53830
10;53830;6;8;4;1;5;12;9;11;2;3;7;10
6;8;4;1;12;5;9;11;2;3;7;10;10;42382
10;42382;6;8;4;1;12;5;9;11;2;3;7;10
6;8;10;1;12;5;9;11;2;3;7;4;10;41730
10;41730;6;8;10;1;12;5;9;11;2;3;7;4
6;8;10;1;12;5;9;3;2;11;7;4;10;44920
10;41730;6;8;10;1;12;5;9;11;2;3;7;4
6;8;10;1;12;5;9;3;2;11;7;4;10;44920
10;41730;6;8;10;1;12;5;9;11;2;3;7;4
6;8;3;1;12;5;9;11;2;10;7;4;10;47408
10;47408;6;8;3;1;12;5;9;11;2;10;7;4
6;11;3;1;12;5;9;8;2;10;7;4;10;22532
10;22532;6;11;3;1;12;5;9;8;2;10;7;4
6;11;9;1;12;5;3;8;2;10;7;4;10;20648
11;20648;6;11;9;1;12;5;3;8;2;10;7;4
4;11;9;1;12;5;3;8;2;10;7;6;11;35582
11;35582;4;11;9;1;12;5;3;8;2;10;7;6
4;10;9;1;12;5;3;8;2;11;7;6;11;30498
11;30498;4;10;9;1;12;5;3;8;2;11;7;6
4;10;9;1;12;5;3;8;11;2;7;6;11;48224
11;48224;4;10;9;1;12;5;3;8;11;2;7;6
2;10;9;1;12;5;3;8;11;4;7;6;11;33010
11;33010;2;10;9;1;12;5;3;8;11;4;7;6
2;10;9;1;12;5;4;8;11;3;7;6;11;42628
11;33010;2;10;9;1;12;5;3;8;11;4;7;6
2;10;9;1;6;5;3;8;11;4;7;12;11;40304
11;33010;2;10;9;1;12;5;3;8;11;4;7;6
2;10;9;1;12;5;3;7;11;4;8;6;11;31496
11;31496;2;10;9;1;12;5;3;7;11;4;8;6
2;10;9;1;12;6;3;7;11;4;8;5;11;44168
11;44168;2;10;9;1;12;6;3;7;11;4;8;5
9;10;2;1;12;6;3;7;11;4;8;5;11;49536
11;49536;9;10;2;1;12;6;3;7;11;4;8;5
9;10;2;1;8;6;3;7;11;4;12;5;11;50656
11;50656;9;10;2;1;8;6;3;7;11;4;12;5
9;10;2;1;8;6;3;7;12;4;11;5;11;50724
11;50724;9;10;2;1;8;6;3;7;12;4;11;5
9;10;2;1;12;6;3;7;8;4;11;5;11;49646
11;49646;9;10;2;1;12;6;3;7;8;4;11;5
9;10;2;1;12;6;3;4;8;7;11;5;11;43294
11;43294;9;10;2;1;12;6;3;4;8;7;11;5
9;1;2;10;12;6;3;4;8;7;11;5;11;48472
11;48472;9;1;2;10;12;6;3;4;8;7;11;5
9;1;2;10;12;8;3;4;6;7;11;5;11;40914
11;40914;9;1;2;10;12;8;3;4;6;7;11;5
9;1;2;10;3;8;12;4;6;7;11;5;11;42086
11;42086;9;1;2;10;3;8;12;4;6;7;11;5
9;1;2;6;3;8;12;4;10;7;11;5;11;44864
11;42086;9;1;2;10;3;8;12;4;6;7;11;5
9;12;2;10;3;8;1;4;6;7;11;5;11;41902
11;41902;9;12;2;10;3;8;1;4;6;7;11;5
9;12;2;10;1;8;3;4;6;7;11;5;11;44686
11;41902;9;12;2;10;3;8;1;4;6;7;11;5
9;12;2;10;3;8;1;4;11;7;6;5;11;41822
12;41822;9;12;2;10;3;8;1;4;11;7;6;5
6;12;2;10;3;8;1;4;11;7;9;5;12;46672
12;46672;6;12;2;10;3;8;1;4;11;7;9;5
6;12;2;10;7;8;1;4;11;3;9;5;12;42156
12;42156;6;12;2;10;7;8;1;4;11;3;9;5
4;12;2;10;7;8;1;6;11;3;9;5;12;61628
12;42156;6;12;2;10;7;8;1;4;11;3;9;5
6;12;2;10;7;8;1;4;11;5;9;3;12;55980
12;55980;6;12;2;10;7;8;1;4;11;5;9;3
6;12;5;10;7;8;1;4;11;2;9;3;12;52678
12;52678;6;12;5;10;7;8;1;4;11;2;9;3
6;12;5;10;4;8;1;7;11;2;9;3;12;41678
12;41678;6;12;5;10;4;8;1;7;11;2;9;3
6;12;5;10;4;9;1;7;11;2;8;3;12;32062
12;32062;6;12;5;10;4;9;1;7;11;2;8;3
6;12;5;10;4;9;1;8;11;2;7;3;12;44424
12;32062;6;12;5;10;4;9;1;7;11;2;8;3
6;12;5;10;7;9;1;4;11;2;8;3;12;43062
12;43062;6;12;5;10;7;9;1;4;11;2;8;3
6;12;5;10;9;7;1;4;11;2;8;3;12;38812
12;38812;6;12;5;10;9;7;1;4;11;2;8;3
6;12;5;10;1;7;9;4;11;2;8;3;12;42620
12;42620;6;12;5;10;1;7;9;4;11;2;8;3
6;12;5;10;1;8;9;4;11;2;7;3;12;52484
12;52484;6;12;5;10;1;8;9;4;11;2;7;3
6;12;5;8;1;10;9;4;11;2;7;3;12;53696
12;53696;6;12;5;8;1;10;9;4;11;2;7;3
6;12;1;8;5;10;9;4;11;2;7;3;12;51180
12;51180;6;12;1;8;5;10;9;4;11;2;7;3
3;12;1;8;5;10;9;4;11;2;7;6;12;50792
12;50792;3;12;1;8;5;10;9;4;11;2;7;6
3;12;1;8;5;10;9;4;11;7;2;6;12;57050
12;57050;3;12;1;8;5;10;9;4;11;7;2;6
3;12;6;8;5;10;9;4;11;7;2;1;12;48892
12;48892;3;12;6;8;5;10;9;4;11;7;2;1
8;12;6;3;5;10;9;4;11;7;2;1;12;52746
12;52746;8;12;6;3;5;10;9;4;11;7;2;1
8;12;7;3;5;10;9;4;11;6;2;1;12;52372
