"X1";"X6193533";"X2";"X25";"X14";"X21";"X26";"X19";"X23";"X10";"X13";"X7";"X5";"X4";"X24";"X12";"X22";"X11";"X3";"X17";"X16";"X9";"X18";"X1.1";"X6";"X20";"X8";"X15"
1;6126525;23;25;14;1;26;19;11;17;13;12;5;4;24;7;9;2;3;10;16;8;18;21;6;20;22;15
23;25;14;1;26;19;11;17;13;6;5;4;24;7;9;2;3;10;16;8;18;21;12;20;22;15;1;6173621
1;6173621;23;25;14;1;26;19;11;17;13;6;5;4;24;7;9;2;3;10;16;8;18;21;12;20;22;15
23;25;14;1;26;19;11;17;13;6;5;4;24;7;9;2;3;10;16;21;18;8;12;20;22;15;1;6130623
1;6130623;23;25;14;1;26;19;11;17;13;6;5;4;24;7;9;2;3;10;16;21;18;8;12;20;22;15
23;25;14;1;26;19;11;17;13;6;5;4;24;7;9;2;3;10;16;21;18;8;22;20;12;15;1;6058549
1;6058549;23;25;14;1;26;19;11;17;13;6;5;4;24;7;9;2;3;10;16;21;18;8;22;20;12;15
23;25;14;1;26;19;11;17;13;6;5;4;24;7;9;2;3;20;16;21;18;8;22;10;12;15;1;5939803
1;5939803;23;25;14;1;26;19;11;17;13;6;5;4;24;7;9;2;3;20;16;21;18;8;22;10;12;15
23;25;14;1;26;19;11;17;15;6;5;4;24;7;9;2;3;20;16;21;18;8;22;10;12;13;1;5923281
1;5923281;23;25;14;1;26;19;11;17;15;6;5;4;24;7;9;2;3;20;16;21;18;8;22;10;12;13
23;25;14;3;26;19;11;17;15;6;5;4;24;7;9;2;1;20;16;21;18;8;22;10;12;13;1;5931859
1;5931859;23;25;14;3;26;19;11;17;15;6;5;4;24;7;9;2;1;20;16;21;18;8;22;10;12;13
23;25;16;3;26;19;11;17;15;6;5;4;24;7;9;2;1;20;14;21;18;8;22;10;12;13;1;5832629
1;5832629;23;25;16;3;26;19;11;17;15;6;5;4;24;7;9;2;1;20;14;21;18;8;22;10;12;13
23;25;16;3;26;19;11;17;15;6;5;4;24;7;9;2;1;21;14;20;18;8;22;10;12;13;1;5900829
1;5900829;23;25;16;3;26;19;11;17;15;6;5;4;24;7;9;2;1;21;14;20;18;8;22;10;12;13
23;25;10;3;26;19;11;17;15;6;5;4;24;7;9;2;1;21;14;20;18;8;22;16;12;13;1;5901394
1;5901394;23;25;10;3;26;19;11;17;15;6;5;4;24;7;9;2;1;21;14;20;18;8;22;16;12;13
23;25;10;3;26;19;11;17;5;6;15;4;24;7;9;2;1;21;14;20;18;8;22;16;12;13;1;5914699
1;5914699;23;25;10;3;26;19;11;17;5;6;15;4;24;7;9;2;1;21;14;20;18;8;22;16;12;13
23;25;10;3;26;19;11;17;5;6;15;4;2;7;9;24;1;21;14;20;18;8;22;16;12;13;1;5886891
2;5886891;23;25;10;3;26;19;11;17;5;6;15;4;2;7;9;24;1;21;14;20;18;8;22;16;12;13
23;25;10;3;26;19;11;17;5;6;15;4;2;7;9;24;1;21;14;20;18;8;22;13;12;16;2;5879095
2;5879095;23;25;10;3;26;19;11;17;5;6;15;4;2;7;9;24;1;21;14;20;18;8;22;13;12;16
23;25;10;3;26;19;11;17;5;6;15;4;2;7;9;24;1;21;14;20;8;18;22;13;12;16;2;5876004
2;5876004;23;25;10;3;26;19;11;17;5;6;15;4;2;7;9;24;1;21;14;20;8;18;22;13;12;16
23;25;10;3;26;19;11;17;5;6;15;4;2;7;9;24;22;21;14;20;8;18;1;13;12;16;2;5953765
2;5953765;23;25;10;3;26;19;11;17;5;6;15;4;2;7;9;24;22;21;14;20;8;18;1;13;12;16
23;19;10;3;26;25;11;17;5;6;15;4;2;7;9;24;22;21;14;20;8;18;1;13;12;16;2;5994059
2;5994059;23;19;10;3;26;25;11;17;5;6;15;4;2;7;9;24;22;21;14;20;8;18;1;13;12;16
23;19;10;3;26;25;22;17;5;6;15;4;2;7;9;24;11;21;14;20;8;18;1;13;12;16;2;5988564
2;5988564;23;19;10;3;26;25;22;17;5;6;15;4;2;7;9;24;11;21;14;20;8;18;1;13;12;16
24;19;10;3;26;25;22;17;5;6;15;4;2;7;9;23;11;21;14;20;8;18;1;13;12;16;2;5974591
2;5974591;24;19;10;3;26;25;22;17;5;6;15;4;2;7;9;23;11;21;14;20;8;18;1;13;12;16
24;19;10;13;26;25;22;17;5;6;15;4;2;7;9;23;11;21;14;20;8;18;1;3;12;16;2;5997533
2;5997533;24;19;10;13;26;25;22;17;5;6;15;4;2;7;9;23;11;21;14;20;8;18;1;3;12;16
26;19;10;13;24;25;22;17;5;6;15;4;2;7;9;23;11;21;14;20;8;18;1;3;12;16;2;6001793
2;6001793;26;19;10;13;24;25;22;17;5;6;15;4;2;7;9;23;11;21;14;20;8;18;1;3;12;16
26;21;10;13;24;25;22;17;5;6;15;4;2;7;9;23;11;19;14;20;8;18;1;3;12;16;2;5964642
2;5964642;26;21;10;13;24;25;22;17;5;6;15;4;2;7;9;23;11;19;14;20;8;18;1;3;12;16
26;6;10;13;24;25;22;17;5;21;15;4;2;7;9;23;11;19;14;20;8;18;1;3;12;16;2;5930021
2;5930021;26;6;10;13;24;25;22;17;5;21;15;4;2;7;9;23;11;19;14;20;8;18;1;3;12;16
26;6;10;13;24;18;22;17;5;21;15;4;2;7;9;23;11;19;14;20;8;25;1;3;12;16;2;5940666
2;5940666;26;6;10;13;24;18;22;17;5;21;15;4;2;7;9;23;11;19;14;20;8;25;1;3;12;16
26;6;10;13;24;18;22;17;5;21;15;4;2;7;9;23;11;1;14;20;8;25;19;3;12;16;2;5955319
2;5955319;26;6;10;13;24;18;22;17;5;21;15;4;2;7;9;23;11;1;14;20;8;25;19;3;12;16
26;6;12;13;24;18;22;17;5;21;15;4;2;7;9;23;11;1;14;20;8;25;19;3;10;16;2;5948913
2;5948913;26;6;12;13;24;18;22;17;5;21;15;4;2;7;9;23;11;1;14;20;8;25;19;3;10;16
26;6;12;13;24;18;22;17;5;21;15;4;2;7;9;23;3;1;14;20;8;25;19;11;10;16;2;5851986
2;5851986;26;6;12;13;24;18;22;17;5;21;15;4;2;7;9;23;3;1;14;20;8;25;19;11;10;16
26;6;13;12;24;18;22;17;5;21;15;4;2;7;9;23;3;1;14;20;8;25;19;11;10;16;2;5858904
2;5858904;26;6;13;12;24;18;22;17;5;21;15;4;2;7;9;23;3;1;14;20;8;25;19;11;10;16
26;6;13;12;24;18;22;17;5;21;15;4;2;7;9;23;3;1;14;20;8;25;11;19;10;16;2;5858904
2;5858904;26;6;13;12;24;18;22;17;5;21;15;4;2;7;9;23;3;1;14;20;8;25;11;19;10;16
26;6;13;12;24;18;22;5;17;21;15;4;2;7;9;23;3;1;14;20;8;25;11;19;10;16;2;5764944
2;5764944;26;6;13;12;24;18;22;5;17;21;15;4;2;7;9;23;3;1;14;20;8;25;11;19;10;16
26;6;13;12;24;18;5;22;17;21;15;4;2;7;9;23;3;1;14;20;8;25;11;19;10;16;2;5773445
2;5773445;26;6;13;12;24;18;5;22;17;21;15;4;2;7;9;23;3;1;14;20;8;25;11;19;10;16
26;6;13;12;24;18;5;17;22;21;15;4;2;7;9;23;3;1;14;20;8;25;11;19;10;16;2;5773005
2;5773005;26;6;13;12;24;18;5;17;22;21;15;4;2;7;9;23;3;1;14;20;8;25;11;19;10;16
26;6;13;12;24;18;5;17;22;25;15;4;2;7;9;23;3;1;14;20;8;21;11;19;10;16;2;5806053
3;5806053;26;6;13;12;24;18;5;17;22;25;15;4;2;7;9;23;3;1;14;20;8;21;11;19;10;16
14;6;13;12;24;18;5;17;22;25;15;4;2;7;9;23;3;1;26;20;8;21;11;19;10;16;3;5886815
3;5886815;14;6;13;12;24;18;5;17;22;25;15;4;2;7;9;23;3;1;26;20;8;21;11;19;10;16
14;6;13;12;24;18;5;17;22;25;15;4;2;7;9;23;8;1;26;20;3;21;11;19;10;16;3;5936454
3;5936454;14;6;13;12;24;18;5;17;22;25;15;4;2;7;9;23;8;1;26;20;3;21;11;19;10;16
14;25;13;12;24;18;5;17;22;6;15;4;2;7;9;23;8;1;26;20;3;21;11;19;10;16;3;5931074
3;5931074;14;25;13;12;24;18;5;17;22;6;15;4;2;7;9;23;8;1;26;20;3;21;11;19;10;16
14;25;9;12;24;18;5;17;22;6;15;4;2;7;13;23;8;1;26;20;3;21;11;19;10;16;3;5913919
3;5913919;14;25;9;12;24;18;5;17;22;6;15;4;2;7;13;23;8;1;26;20;3;21;11;19;10;16
14;25;9;12;24;18;5;17;22;6;15;4;2;7;13;23;8;1;26;20;3;16;11;19;10;21;3;5914128
3;5914128;14;25;9;12;24;18;5;17;22;6;15;4;2;7;13;23;8;1;26;20;3;16;11;19;10;21
14;25;9;12;24;18;5;17;20;6;15;4;2;7;13;23;8;1;26;22;3;16;11;19;10;21;3;5883267
3;5883267;14;25;9;12;24;18;5;17;20;6;15;4;2;7;13;23;8;1;26;22;3;16;11;19;10;21
14;25;9;12;24;18;7;17;20;6;15;4;2;5;13;23;8;1;26;22;3;16;11;19;10;21;3;5899175
3;5899175;14;25;9;12;24;18;7;17;20;6;15;4;2;5;13;23;8;1;26;22;3;16;11;19;10;21
14;25;9;12;24;18;7;17;20;6;15;4;2;5;13;23;8;1;26;22;3;16;11;21;10;19;3;5824365
3;5824365;14;25;9;12;24;18;7;17;20;6;15;4;2;5;13;23;8;1;26;22;3;16;11;21;10;19
14;25;9;12;24;18;7;17;20;6;15;4;2;5;13;23;8;1;26;22;3;16;19;21;10;11;3;5881541
3;5881541;14;25;9;12;24;18;7;17;20;6;15;4;2;5;13;23;8;1;26;22;3;16;19;21;10;11
14;25;9;12;24;18;7;17;20;6;15;4;2;5;13;23;8;1;22;26;3;16;19;21;10;11;3;5886609
3;5886609;14;25;9;12;24;18;7;17;20;6;15;4;2;5;13;23;8;1;22;26;3;16;19;21;10;11
14;25;9;12;24;18;7;17;20;6;15;8;2;5;13;23;4;1;22;26;3;16;19;21;10;11;3;5911191
3;5911191;14;25;9;12;24;18;7;17;20;6;15;8;2;5;13;23;4;1;22;26;3;16;19;21;10;11
14;5;9;12;24;18;7;17;20;6;15;8;2;25;13;23;4;1;22;26;3;16;19;21;10;11;3;5998915
3;5998915;14;5;9;12;24;18;7;17;20;6;15;8;2;25;13;23;4;1;22;26;3;16;19;21;10;11
23;5;9;12;24;18;7;17;20;6;15;8;2;25;13;14;4;1;22;26;3;16;19;21;10;11;3;5917521
3;5917521;23;5;9;12;24;18;7;17;20;6;15;8;2;25;13;14;4;1;22;26;3;16;19;21;10;11
23;5;9;12;24;18;7;17;20;6;15;8;2;25;13;14;4;1;19;26;3;16;22;21;10;11;3;5836551
3;5836551;23;5;9;12;24;18;7;17;20;6;15;8;2;25;13;14;4;1;19;26;3;16;22;21;10;11
23;5;9;12;24;18;7;17;19;6;15;8;2;25;13;14;4;1;20;26;3;16;22;21;10;11;3;5833242
3;5833242;23;5;9;12;24;18;7;17;19;6;15;8;2;25;13;14;4;1;20;26;3;16;22;21;10;11
23;5;9;12;24;18;7;17;19;6;15;8;2;25;13;21;4;1;20;26;3;16;22;14;10;11;3;5957264
3;5957264;23;5;9;12;24;18;7;17;19;6;15;8;2;25;13;21;4;1;20;26;3;16;22;14;10;11
23;5;9;16;24;18;7;17;19;6;15;8;2;25;13;21;4;1;20;26;3;12;22;14;10;11;3;5985096
3;5985096;23;5;9;16;24;18;7;17;19;6;15;8;2;25;13;21;4;1;20;26;3;12;22;14;10;11
23;5;9;16;24;26;7;17;19;6;15;8;2;25;13;21;4;1;20;18;3;12;22;14;10;11;3;6092607
3;6092607;23;5;9;16;24;26;7;17;19;6;15;8;2;25;13;21;4;1;20;18;3;12;22;14;10;11
23;5;9;16;24;11;7;17;19;6;15;8;2;25;13;21;4;1;20;18;3;12;22;14;10;26;3;6089812
3;6089812;23;5;9;16;24;11;7;17;19;6;15;8;2;25;13;21;4;1;20;18;3;12;22;14;10;26
23;5;9;16;13;11;7;17;19;6;15;8;2;25;24;21;4;1;20;18;3;12;22;14;10;26;3;6090923
4;6090923;23;5;9;16;13;11;7;17;19;6;15;8;2;25;24;21;4;1;20;18;3;12;22;14;10;26
22;5;9;16;13;11;7;17;19;6;15;8;2;25;24;21;4;1;20;18;3;12;23;14;10;26;4;6098556
4;6098556;22;5;9;16;13;11;7;17;19;6;15;8;2;25;24;21;4;1;20;18;3;12;23;14;10;26
22;5;9;16;13;11;7;17;19;26;15;8;2;25;24;21;4;1;20;18;3;12;23;14;10;6;4;6101583
4;6101583;22;5;9;16;13;11;7;17;19;26;15;8;2;25;24;21;4;1;20;18;3;12;23;14;10;6
22;5;9;16;24;11;7;17;19;26;15;8;2;25;13;21;4;1;20;18;3;12;23;14;10;6;4;6100381
4;6100381;22;5;9;16;24;11;7;17;19;26;15;8;2;25;13;21;4;1;20;18;3;12;23;14;10;6
22;5;9;16;24;11;7;17;19;26;15;8;2;25;3;21;4;1;20;18;13;12;23;14;10;6;4;6073059
4;6073059;22;5;9;16;24;11;7;17;19;26;15;8;2;25;3;21;4;1;20;18;13;12;23;14;10;6
22;5;14;16;24;11;7;17;19;26;15;8;2;25;3;21;4;1;20;18;13;12;23;9;10;6;4;6038041
4;6038041;22;5;14;16;24;11;7;17;19;26;15;8;2;25;3;21;4;1;20;18;13;12;23;9;10;6
22;5;14;16;24;12;7;17;19;26;15;8;2;25;3;21;4;1;20;18;13;11;23;9;10;6;4;6015753
4;6015753;22;5;14;16;24;12;7;17;19;26;15;8;2;25;3;21;4;1;20;18;13;11;23;9;10;6
22;5;14;16;24;12;17;7;19;26;15;8;2;25;3;21;4;1;20;18;13;11;23;9;10;6;4;6018111
4;6018111;22;5;14;16;24;12;17;7;19;26;15;8;2;25;3;21;4;1;20;18;13;11;23;9;10;6
22;5;14;16;24;12;17;7;19;9;15;8;2;25;3;21;4;1;20;18;13;11;23;26;10;6;4;5910206
4;5910206;22;5;14;16;24;12;17;7;19;9;15;8;2;25;3;21;4;1;20;18;13;11;23;26;10;6
22;5;14;16;17;12;24;7;19;9;15;8;2;25;3;21;4;1;20;18;13;11;23;26;10;6;4;5909387
4;5909387;22;5;14;16;17;12;24;7;19;9;15;8;2;25;3;21;4;1;20;18;13;11;23;26;10;6
22;5;14;16;17;12;24;7;2;9;15;8;19;25;3;21;4;1;20;18;13;11;23;26;10;6;4;5871175
4;5871175;22;5;14;16;17;12;24;7;2;9;15;8;19;25;3;21;4;1;20;18;13;11;23;26;10;6
22;5;19;16;17;12;24;7;2;9;15;8;14;25;3;21;4;1;20;18;13;11;23;26;10;6;4;5816589
4;5816589;22;5;19;16;17;12;24;7;2;9;15;8;14;25;3;21;4;1;20;18;13;11;23;26;10;6
22;5;19;16;17;12;24;7;2;9;15;8;14;21;3;25;4;1;20;18;13;11;23;26;10;6;4;5814837
4;5814837;22;5;19;16;17;12;24;7;2;9;15;8;14;21;3;25;4;1;20;18;13;11;23;26;10;6
22;5;19;16;17;12;24;7;2;9;15;4;14;21;3;25;8;1;20;18;13;11;23;26;10;6;4;5805084
4;5805084;22;5;19;16;17;12;24;7;2;9;15;4;14;21;3;25;8;1;20;18;13;11;23;26;10;6
22;5;19;16;17;12;24;7;4;9;15;2;14;21;3;25;8;1;20;18;13;11;23;26;10;6;4;5796972
4;5796972;22;5;19;16;17;12;24;7;4;9;15;2;14;21;3;25;8;1;20;18;13;11;23;26;10;6
22;5;19;16;12;17;24;7;4;9;15;2;14;21;3;25;8;1;20;18;13;11;23;26;10;6;4;5798270
4;5798270;22;5;19;16;12;17;24;7;4;9;15;2;14;21;3;25;8;1;20;18;13;11;23;26;10;6
22;5;19;16;12;17;24;7;4;9;15;2;14;21;23;25;8;1;20;18;13;11;3;26;10;6;4;5808948
4;5808948;22;5;19;16;12;17;24;7;4;9;15;2;14;21;23;25;8;1;20;18;13;11;3;26;10;6
22;5;19;17;12;16;24;7;4;9;15;2;14;21;23;25;8;1;20;18;13;11;3;26;10;6;4;5794975
4;5794975;22;5;19;17;12;16;24;7;4;9;15;2;14;21;23;25;8;1;20;18;13;11;3;26;10;6
22;5;19;17;12;16;24;1;4;9;15;2;14;21;23;25;8;7;20;18;13;11;3;26;10;6;4;5817963
4;5817963;22;5;19;17;12;16;24;1;4;9;15;2;14;21;23;25;8;7;20;18;13;11;3;26;10;6
22;5;19;17;12;16;24;1;21;9;15;2;14;4;23;25;8;7;20;18;13;11;3;26;10;6;4;5829139
4;5829139;22;5;19;17;12;16;24;1;21;9;15;2;14;4;23;25;8;7;20;18;13;11;3;26;10;6
22;5;19;21;12;16;24;1;17;9;15;2;14;4;23;25;8;7;20;18;13;11;3;26;10;6;4;5865611
5;5865611;22;5;19;21;12;16;24;1;17;9;15;2;14;4;23;25;8;7;20;18;13;11;3;26;10;6
22;5;19;21;12;16;24;1;17;14;15;2;9;4;23;25;8;7;20;18;13;11;3;26;10;6;5;5934732
5;5934732;22;5;19;21;12;16;24;1;17;14;15;2;9;4;23;25;8;7;20;18;13;11;3;26;10;6
22;5;19;21;12;16;24;1;17;14;15;2;9;4;23;25;8;7;20;11;13;18;3;26;10;6;5;5946923
5;5946923;22;5;19;21;12;16;24;1;17;14;15;2;9;4;23;25;8;7;20;11;13;18;3;26;10;6
22;5;19;21;12;16;24;1;17;14;15;2;23;4;9;25;8;7;20;11;13;18;3;26;10;6;5;6022544
5;6022544;22;5;19;21;12;16;24;1;17;14;15;2;23;4;9;25;8;7;20;11;13;18;3;26;10;6
22;5;10;21;12;16;24;1;17;14;15;2;23;4;9;25;8;7;20;11;13;18;3;26;19;6;5;5960893
5;5960893;22;5;10;21;12;16;24;1;17;14;15;2;23;4;9;25;8;7;20;11;13;18;3;26;19;6
22;5;10;21;18;16;24;1;17;14;15;2;23;4;9;25;8;7;20;11;13;12;3;26;19;6;5;5930348
5;5930348;22;5;10;21;18;16;24;1;17;14;15;2;23;4;9;25;8;7;20;11;13;12;3;26;19;6
22;5;10;21;18;16;24;23;17;14;15;2;1;4;9;25;8;7;20;11;13;12;3;26;19;6;5;5916511
5;5916511;22;5;10;21;18;16;24;23;17;14;15;2;1;4;9;25;8;7;20;11;13;12;3;26;19;6
23;5;10;21;18;16;24;22;17;14;15;2;1;4;9;25;8;7;20;11;13;12;3;26;19;6;5;5916332
5;5916332;23;5;10;21;18;16;24;22;17;14;15;2;1;4;9;25;8;7;20;11;13;12;3;26;19;6
23;5;10;21;18;16;24;25;17;14;15;2;1;4;9;22;8;7;20;11;13;12;3;26;19;6;5;5916332
5;5916332;23;5;10;21;18;16;24;25;17;14;15;2;1;4;9;22;8;7;20;11;13;12;3;26;19;6
19;5;10;21;18;16;24;25;17;14;15;2;1;4;9;22;8;7;20;11;13;12;3;26;23;6;5;5975025
5;5975025;19;5;10;21;18;16;24;25;17;14;15;2;1;4;9;22;8;7;20;11;13;12;3;26;23;6
19;5;10;21;18;16;24;25;17;14;15;2;1;4;9;20;8;7;22;11;13;12;3;26;23;6;5;5998755
5;5998755;19;5;10;21;18;16;24;25;17;14;15;2;1;4;9;20;8;7;22;11;13;12;3;26;23;6
19;5;10;21;18;16;24;25;17;14;15;2;1;12;9;20;8;7;22;11;13;4;3;26;23;6;5;5971405
5;5971405;19;5;10;21;18;16;24;25;17;14;15;2;1;12;9;20;8;7;22;11;13;4;3;26;23;6
19;5;10;7;18;16;24;25;17;14;15;2;1;12;9;20;8;21;22;11;13;4;3;26;23;6;5;5982161
5;5982161;19;5;10;7;18;16;24;25;17;14;15;2;1;12;9;20;8;21;22;11;13;4;3;26;23;6
19;5;10;25;18;16;24;7;17;14;15;2;1;12;9;20;8;21;22;11;13;4;3;26;23;6;5;5945813
5;5945813;19;5;10;25;18;16;24;7;17;14;15;2;1;12;9;20;8;21;22;11;13;4;3;26;23;6
19;5;10;25;18;16;24;7;17;14;15;2;1;12;11;20;8;21;22;9;13;4;3;26;23;6;5;6005308
5;6005308;19;5;10;25;18;16;24;7;17;14;15;2;1;12;11;20;8;21;22;9;13;4;3;26;23;6
19;5;10;25;18;16;24;7;17;14;15;2;1;12;11;20;8;21;22;9;13;4;3;6;23;26;5;6010192
5;6010192;19;5;10;25;18;16;24;7;17;14;15;2;1;12;11;20;8;21;22;9;13;4;3;6;23;26
19;25;10;5;18;16;24;7;17;14;15;2;1;12;11;20;8;21;22;9;13;4;3;6;23;26;5;6013493
5;6013493;19;25;10;5;18;16;24;7;17;14;15;2;1;12;11;20;8;21;22;9;13;4;3;6;23;26
19;25;10;5;18;16;24;7;17;14;15;2;3;12;11;20;8;21;22;9;13;4;1;6;23;26;5;6032668
5;6032668;19;25;10;5;18;16;24;7;17;14;15;2;3;12;11;20;8;21;22;9;13;4;1;6;23;26
19;25;10;5;18;16;24;7;17;14;15;6;3;12;11;20;8;21;22;9;13;4;1;2;23;26;5;6061060
5;6061060;19;25;10;5;18;16;24;7;17;14;15;6;3;12;11;20;8;21;22;9;13;4;1;2;23;26
18;25;10;5;19;16;24;7;17;14;15;6;3;12;11;20;8;21;22;9;13;4;1;2;23;26;5;6033145
5;6033145;18;25;10;5;19;16;24;7;17;14;15;6;3;12;11;20;8;21;22;9;13;4;1;2;23;26
18;13;10;5;19;16;24;7;17;14;15;6;3;12;11;20;8;21;22;9;25;4;1;2;23;26;5;6022771
6;6022771;18;13;10;5;19;16;24;7;17;14;15;6;3;12;11;20;8;21;22;9;25;4;1;2;23;26
18;13;10;5;19;16;24;6;17;14;15;7;3;12;11;20;8;21;22;9;25;4;1;2;23;26;6;6039537
6;6039537;18;13;10;5;19;16;24;6;17;14;15;7;3;12;11;20;8;21;22;9;25;4;1;2;23;26
18;13;10;5;19;16;17;6;24;14;15;7;3;12;11;20;8;21;22;9;25;4;1;2;23;26;6;6039495
6;6039495;18;13;10;5;19;16;17;6;24;14;15;7;3;12;11;20;8;21;22;9;25;4;1;2;23;26
18;13;10;5;19;16;17;6;24;14;15;7;3;12;11;20;22;21;8;9;25;4;1;2;23;26;6;6037994
6;6037994;18;13;10;5;19;16;17;6;24;14;15;7;3;12;11;20;22;21;8;9;25;4;1;2;23;26
18;13;10;5;19;26;17;6;24;14;15;7;3;12;11;20;22;21;8;9;25;4;1;2;23;16;6;6037722
6;6037722;18;13;10;5;19;26;17;6;24;14;15;7;3;12;11;20;22;21;8;9;25;4;1;2;23;16
18;13;10;5;19;26;17;6;24;14;15;7;3;12;11;20;21;22;8;9;25;4;1;2;23;16;6;6051582
6;6051582;18;13;10;5;19;26;17;6;24;14;15;7;3;12;11;20;21;22;8;9;25;4;1;2;23;16
18;13;10;1;19;26;17;6;24;14;15;7;3;12;11;20;21;22;8;9;25;4;5;2;23;16;6;6109657
6;6109657;18;13;10;1;19;26;17;6;24;14;15;7;3;12;11;20;21;22;8;9;25;4;5;2;23;16
18;24;10;1;19;26;17;6;13;14;15;7;3;12;11;20;21;22;8;9;25;4;5;2;23;16;6;6068689
6;6068689;18;24;10;1;19;26;17;6;13;14;15;7;3;12;11;20;21;22;8;9;25;4;5;2;23;16
6;24;10;1;19;26;17;18;13;14;15;7;3;12;11;20;21;22;8;9;25;4;5;2;23;16;6;5949634
6;5949634;6;24;10;1;19;26;17;18;13;14;15;7;3;12;11;20;21;22;8;9;25;4;5;2;23;16
6;24;10;1;19;26;17;18;13;14;15;7;3;12;11;20;21;8;22;9;25;4;5;2;23;16;6;5951714
6;5951714;6;24;10;1;19;26;17;18;13;14;15;7;3;12;11;20;21;8;22;9;25;4;5;2;23;16
6;24;10;1;19;26;21;18;13;14;15;7;3;12;11;20;17;8;22;9;25;4;5;2;23;16;6;5962078
6;5962078;6;24;10;1;19;26;21;18;13;14;15;7;3;12;11;20;17;8;22;9;25;4;5;2;23;16
6;24;10;1;19;21;26;18;13;14;15;7;3;12;11;20;17;8;22;9;25;4;5;2;23;16;6;5962078
6;5962078;6;24;10;1;19;21;26;18;13;14;15;7;3;12;11;20;17;8;22;9;25;4;5;2;23;16
6;24;10;1;19;21;26;23;13;14;15;7;3;12;11;20;17;8;22;9;25;4;5;2;18;16;6;5976178
6;5976178;6;24;10;1;19;21;26;23;13;14;15;7;3;12;11;20;17;8;22;9;25;4;5;2;18;16
6;24;10;1;19;21;14;23;13;26;15;7;3;12;11;20;17;8;22;9;25;4;5;2;18;16;6;5983447
6;5983447;6;24;10;1;19;21;14;23;13;26;15;7;3;12;11;20;17;8;22;9;25;4;5;2;18;16
6;24;10;1;19;21;14;23;13;26;15;7;3;12;11;20;16;8;22;9;25;4;5;2;18;17;6;5983030
6;5983030;6;24;10;1;19;21;14;23;13;26;15;7;3;12;11;20;16;8;22;9;25;4;5;2;18;17
6;24;10;1;19;21;14;23;9;26;15;7;3;12;11;20;16;8;22;13;25;4;5;2;18;17;6;5921894
6;5921894;6;24;10;1;19;21;14;23;9;26;15;7;3;12;11;20;16;8;22;13;25;4;5;2;18;17
6;24;10;1;22;21;14;23;9;26;15;7;3;12;11;20;16;8;19;13;25;4;5;2;18;17;6;5889271
6;5889271;6;24;10;1;22;21;14;23;9;26;15;7;3;12;11;20;16;8;19;13;25;4;5;2;18;17
12;24;10;1;22;21;14;23;9;26;15;7;3;6;11;20;16;8;19;13;25;4;5;2;18;17;6;5892903
6;5892903;12;24;10;1;22;21;14;23;9;26;15;7;3;6;11;20;16;8;19;13;25;4;5;2;18;17
12;24;10;1;22;13;14;23;9;26;15;7;3;6;11;20;16;8;19;21;25;4;5;2;18;17;6;5856063
6;5856063;12;24;10;1;22;13;14;23;9;26;15;7;3;6;11;20;16;8;19;21;25;4;5;2;18;17
