"X1";"X6243274";"X21";"X18";"X12";"X26";"X20";"X17";"X11";"X6";"X4";"X23";"X2";"X5";"X24";"X22";"X16";"X25";"X3";"X15";"X7";"X19";"X1.1";"X13";"X14";"X9";"X10";"X8"
2;5896638;23;17;4;24;14;18;11;6;2;22;19;12;5;9;15;21;3;1;16;26;13;10;20;7;25;8
23;17;4;24;14;18;11;6;2;22;19;12;5;9;15;21;8;1;16;26;13;10;20;7;25;3;2;5867017
2;5867017;23;17;4;24;14;18;11;6;2;22;19;12;5;9;15;21;8;1;16;26;13;10;20;7;25;3
23;17;4;24;14;18;11;6;2;22;19;12;5;9;15;21;8;1;16;26;13;20;10;7;25;3;2;5878696
2;5878696;23;17;4;24;14;18;11;6;2;22;19;12;5;9;15;21;8;1;16;26;13;20;10;7;25;3
23;17;4;24;13;18;11;6;2;22;19;12;5;9;15;21;8;1;16;26;14;20;10;7;25;3;2;5911614
2;5911614;23;17;4;24;13;18;11;6;2;22;19;12;5;9;15;21;8;1;16;26;14;20;10;7;25;3
23;17;4;24;13;18;11;6;2;22;19;25;5;9;15;21;8;1;16;26;14;20;10;7;12;3;2;5939629
2;5939629;23;17;4;24;13;18;11;6;2;22;19;25;5;9;15;21;8;1;16;26;14;20;10;7;12;3
23;2;4;24;13;18;11;6;17;22;19;25;5;9;15;21;8;1;16;26;14;20;10;7;12;3;2;5937575
2;5937575;23;2;4;24;13;18;11;6;17;22;19;25;5;9;15;21;8;1;16;26;14;20;10;7;12;3
23;2;4;24;13;18;11;6;17;22;19;25;5;9;15;21;8;1;12;26;14;20;10;7;16;3;2;5915788
2;5915788;23;2;4;24;13;18;11;6;17;22;19;25;5;9;15;21;8;1;12;26;14;20;10;7;16;3
2;23;4;24;13;18;11;6;17;22;19;25;5;9;15;21;8;1;12;26;14;20;10;7;16;3;2;5915208
2;5915208;2;23;4;24;13;18;11;6;17;22;19;25;5;9;15;21;8;1;12;26;14;20;10;7;16;3
17;23;4;24;13;18;11;6;2;22;19;25;5;9;15;21;8;1;12;26;14;20;10;7;16;3;2;5916586
2;5916586;17;23;4;24;13;18;11;6;2;22;19;25;5;9;15;21;8;1;12;26;14;20;10;7;16;3
17;20;4;24;13;18;11;6;2;22;19;25;5;9;15;21;8;1;12;26;14;23;10;7;16;3;2;5883290
2;5883290;17;20;4;24;13;18;11;6;2;22;19;25;5;9;15;21;8;1;12;26;14;23;10;7;16;3
17;20;4;24;13;18;25;6;2;22;19;11;5;9;15;21;8;1;12;26;14;23;10;7;16;3;2;5876381
3;5876381;17;20;4;24;13;18;25;6;2;22;19;11;5;9;15;21;8;1;12;26;14;23;10;7;16;3
17;20;4;21;13;18;25;6;2;22;19;11;5;9;15;24;8;1;12;26;14;23;10;7;16;3;3;5904548
3;5904548;17;20;4;21;13;18;25;6;2;22;19;11;5;9;15;24;8;1;12;26;14;23;10;7;16;3
17;20;4;21;13;18;25;6;2;22;19;11;7;9;15;24;8;1;12;26;14;23;10;5;16;3;3;6108312
3;6108312;17;20;4;21;13;18;25;6;2;22;19;11;7;9;15;24;8;1;12;26;14;23;10;5;16;3
17;20;4;21;13;18;25;6;2;8;19;11;7;9;15;24;22;1;12;26;14;23;10;5;16;3;3;6111247
3;6111247;17;20;4;21;13;18;25;6;2;8;19;11;7;9;15;24;22;1;12;26;14;23;10;5;16;3
17;20;4;21;13;18;25;6;2;5;19;11;7;9;15;24;22;1;12;26;14;23;10;8;16;3;3;5783210
3;5783210;17;20;4;21;13;18;25;6;2;5;19;11;7;9;15;24;22;1;12;26;14;23;10;8;16;3
17;20;4;21;13;18;25;6;2;5;19;11;7;9;15;24;22;16;12;26;14;23;10;8;1;3;3;5818564
3;5818564;17;20;4;21;13;18;25;6;2;5;19;11;7;9;15;24;22;16;12;26;14;23;10;8;1;3
22;20;4;21;13;18;25;6;2;5;19;11;7;9;15;24;17;16;12;26;14;23;10;8;1;3;3;5819572
3;5819572;22;20;4;21;13;18;25;6;2;5;19;11;7;9;15;24;17;16;12;26;14;23;10;8;1;3
22;20;4;18;13;21;25;6;2;5;19;11;7;9;15;24;17;16;12;26;14;23;10;8;1;3;3;5766083
3;5766083;22;20;4;18;13;21;25;6;2;5;19;11;7;9;15;24;17;16;12;26;14;23;10;8;1;3
22;20;4;18;13;21;25;6;2;5;19;11;7;9;15;10;17;16;12;26;14;23;24;8;1;3;3;5769710
3;5769710;22;20;4;18;13;21;25;6;2;5;19;11;7;9;15;10;17;16;12;26;14;23;24;8;1;3
22;20;4;18;13;21;25;6;2;5;19;11;7;9;15;12;17;16;10;26;14;23;24;8;1;3;3;5791175
3;5791175;22;20;4;18;13;21;25;6;2;5;19;11;7;9;15;12;17;16;10;26;14;23;24;8;1;3
22;20;4;18;13;21;25;6;2;5;19;11;7;23;15;12;17;16;10;26;14;9;24;8;1;3;3;5898832
3;5898832;22;20;4;18;13;21;25;6;2;5;19;11;7;23;15;12;17;16;10;26;14;9;24;8;1;3
22;20;4;18;13;21;25;6;2;5;19;11;14;23;15;12;17;16;10;26;7;9;24;8;1;3;3;5878435
3;5878435;22;20;4;18;13;21;25;6;2;5;19;11;14;23;15;12;17;16;10;26;7;9;24;8;1;3
22;20;4;13;18;21;25;6;2;5;19;11;14;23;15;12;17;16;10;26;7;9;24;8;1;3;3;5877015
3;5877015;22;20;4;13;18;21;25;6;2;5;19;11;14;23;15;12;17;16;10;26;7;9;24;8;1;3
22;20;4;13;18;21;25;6;2;5;19;14;11;23;15;12;17;16;10;26;7;9;24;8;1;3;3;5851342
3;5851342;22;20;4;13;18;21;25;6;2;5;19;14;11;23;15;12;17;16;10;26;7;9;24;8;1;3
22;20;4;13;18;21;25;6;10;5;19;14;11;23;15;12;17;16;2;26;7;9;24;8;1;3;3;5841576
3;5841576;22;20;4;13;18;21;25;6;10;5;19;14;11;23;15;12;17;16;2;26;7;9;24;8;1;3
22;20;4;13;18;21;12;6;10;5;19;14;11;23;15;25;17;16;2;26;7;9;24;8;1;3;3;5860882
3;5860882;22;20;4;13;18;21;12;6;10;5;19;14;11;23;15;25;17;16;2;26;7;9;24;8;1;3
22;20;4;13;18;21;12;6;10;5;19;17;11;23;15;25;14;16;2;26;7;9;24;8;1;3;3;5869257
3;5869257;22;20;4;13;18;21;12;6;10;5;19;17;11;23;15;25;14;16;2;26;7;9;24;8;1;3
22;16;4;13;18;21;12;6;10;5;19;17;11;23;15;25;14;20;2;26;7;9;24;8;1;3;3;5839445
3;5839445;22;16;4;13;18;21;12;6;10;5;19;17;11;23;15;25;14;20;2;26;7;9;24;8;1;3
22;16;4;13;18;21;15;6;10;5;19;17;11;23;12;25;14;20;2;26;7;9;24;8;1;3;3;5784665
3;5784665;22;16;4;13;18;21;15;6;10;5;19;17;11;23;12;25;14;20;2;26;7;9;24;8;1;3
22;16;4;13;18;21;15;7;10;5;19;17;11;23;12;25;14;20;2;26;6;9;24;8;1;3;3;5805604
3;5805604;22;16;4;13;18;21;15;7;10;5;19;17;11;23;12;25;14;20;2;26;6;9;24;8;1;3
22;16;4;12;18;21;15;7;10;5;19;17;11;23;13;25;14;20;2;26;6;9;24;8;1;3;3;5807212
4;5807212;22;16;4;12;18;21;15;7;10;5;19;17;11;23;13;25;14;20;2;26;6;9;24;8;1;3
22;16;4;12;18;21;15;7;10;5;20;17;11;23;13;25;14;19;2;26;6;9;24;8;1;3;4;5819744
4;5819744;22;16;4;12;18;21;15;7;10;5;20;17;11;23;13;25;14;19;2;26;6;9;24;8;1;3
22;25;4;12;18;21;15;7;10;5;20;17;11;23;13;16;14;19;2;26;6;9;24;8;1;3;4;5822736
4;5822736;22;25;4;12;18;21;15;7;10;5;20;17;11;23;13;16;14;19;2;26;6;9;24;8;1;3
22;25;4;12;18;21;15;7;10;5;20;17;11;23;13;19;14;16;2;26;6;9;24;8;1;3;4;5856292
4;5856292;22;25;4;12;18;21;15;7;10;5;20;17;11;23;13;19;14;16;2;26;6;9;24;8;1;3
22;25;4;12;18;21;23;7;10;5;20;17;11;15;13;19;14;16;2;26;6;9;24;8;1;3;4;5856584
4;5856584;22;25;4;12;18;21;23;7;10;5;20;17;11;15;13;19;14;16;2;26;6;9;24;8;1;3
22;25;4;12;18;21;23;7;10;5;20;17;3;15;13;19;14;16;2;26;6;9;24;8;1;11;4;5910448
4;5910448;22;25;4;12;18;21;23;7;10;5;20;17;3;15;13;19;14;16;2;26;6;9;24;8;1;11
22;25;4;2;18;21;23;7;10;5;20;17;3;15;13;19;14;16;12;26;6;9;24;8;1;11;4;5881071
4;5881071;22;25;4;2;18;21;23;7;10;5;20;17;3;15;13;19;14;16;12;26;6;9;24;8;1;11
22;25;4;2;18;14;23;7;10;5;20;17;3;15;13;19;21;16;12;26;6;9;24;8;1;11;4;5933201
4;5933201;22;25;4;2;18;14;23;7;10;5;20;17;3;15;13;19;21;16;12;26;6;9;24;8;1;11
9;25;4;2;18;14;23;7;10;5;20;17;3;15;13;19;21;16;12;26;6;22;24;8;1;11;4;5901753
4;5901753;9;25;4;2;18;14;23;7;10;5;20;17;3;15;13;19;21;16;12;26;6;22;24;8;1;11
9;25;4;22;18;14;23;7;10;5;20;17;3;15;13;19;21;16;12;26;6;2;24;8;1;11;4;5912321
4;5912321;9;25;4;22;18;14;23;7;10;5;20;17;3;15;13;19;21;16;12;26;6;2;24;8;1;11
9;25;4;22;18;14;23;7;10;5;12;17;3;15;13;19;21;16;20;26;6;2;24;8;1;11;4;5912905
4;5912905;9;25;4;22;18;14;23;7;10;5;12;17;3;15;13;19;21;16;20;26;6;2;24;8;1;11
9;25;4;22;18;14;23;20;10;5;12;17;3;15;13;19;21;16;7;26;6;2;24;8;1;11;4;5937035
4;5937035;9;25;4;22;18;14;23;20;10;5;12;17;3;15;13;19;21;16;7;26;6;2;24;8;1;11
9;25;4;22;18;14;23;20;10;5;12;17;3;15;13;19;21;16;7;26;6;2;24;1;8;11;4;5870725
4;5870725;9;25;4;22;18;14;23;20;10;5;12;17;3;15;13;19;21;16;7;26;6;2;24;1;8;11
9;25;4;22;18;14;23;20;10;5;2;17;3;15;13;19;21;16;7;26;6;12;24;1;8;11;4;5888863
4;5888863;9;25;4;22;18;14;23;20;10;5;2;17;3;15;13;19;21;16;7;26;6;12;24;1;8;11
9;25;4;22;18;14;23;20;12;5;2;17;3;15;13;19;21;16;7;26;6;10;24;1;8;11;4;5868518
4;5868518;9;25;4;22;18;14;23;20;12;5;2;17;3;15;13;19;21;16;7;26;6;10;24;1;8;11
9;25;4;22;18;14;23;20;2;5;12;17;3;15;13;19;21;16;7;26;6;10;24;1;8;11;4;5875279
4;5875279;9;25;4;22;18;14;23;20;2;5;12;17;3;15;13;19;21;16;7;26;6;10;24;1;8;11
9;25;4;22;18;14;23;20;2;5;12;17;3;15;13;21;19;16;7;26;6;10;24;1;8;11;4;5859536
4;5859536;9;25;4;22;18;14;23;20;2;5;12;17;3;15;13;21;19;16;7;26;6;10;24;1;8;11
9;25;4;22;18;14;23;20;2;5;12;6;3;15;13;21;19;16;7;26;17;10;24;1;8;11;4;5849844
4;5849844;9;25;4;22;18;14;23;20;2;5;12;6;3;15;13;21;19;16;7;26;17;10;24;1;8;11
9;25;4;2;18;14;23;20;22;5;12;6;3;15;13;21;19;16;7;26;17;10;24;1;8;11;4;5843969
4;5843969;9;25;4;2;18;14;23;20;22;5;12;6;3;15;13;21;19;16;7;26;17;10;24;1;8;11
9;25;4;2;18;7;23;20;22;5;12;6;3;15;13;21;19;16;14;26;17;10;24;1;8;11;4;5766038
4;5766038;9;25;4;2;18;7;23;20;22;5;12;6;3;15;13;21;19;16;14;26;17;10;24;1;8;11
9;25;4;2;18;7;23;20;22;5;12;6;3;15;24;21;19;16;14;26;17;10;13;1;8;11;4;5769805
5;5769805;9;25;4;2;18;7;23;20;22;5;12;6;3;15;24;21;19;16;14;26;17;10;13;1;8;11
9;25;4;2;18;7;23;20;26;5;12;6;3;15;24;21;19;16;14;22;17;10;13;1;8;11;5;5776881
5;5776881;9;25;4;2;18;7;23;20;26;5;12;6;3;15;24;21;19;16;14;22;17;10;13;1;8;11
9;25;4;2;18;14;23;20;26;5;12;6;3;15;24;21;19;16;7;22;17;10;13;1;8;11;5;5854826
5;5854826;9;25;4;2;18;14;23;20;26;5;12;6;3;15;24;21;19;16;7;22;17;10;13;1;8;11
9;25;4;2;18;14;23;20;26;5;12;6;3;15;13;21;19;16;7;22;17;10;24;1;8;11;5;5851080
5;5851080;9;25;4;2;18;14;23;20;26;5;12;6;3;15;13;21;19;16;7;22;17;10;24;1;8;11
3;25;4;2;18;14;23;20;26;5;12;6;9;15;13;21;19;16;7;22;17;10;24;1;8;11;5;5840352
5;5840352;3;25;4;2;18;14;23;20;26;5;12;6;9;15;13;21;19;16;7;22;17;10;24;1;8;11
3;25;4;20;18;14;23;2;26;5;12;6;9;15;13;21;19;16;7;22;17;10;24;1;8;11;5;5818301
5;5818301;3;25;4;20;18;14;23;2;26;5;12;6;9;15;13;21;19;16;7;22;17;10;24;1;8;11
3;25;4;20;18;14;23;24;26;5;12;6;9;15;13;21;19;16;7;22;17;10;2;1;8;11;5;5819305
5;5819305;3;25;4;20;18;14;23;24;26;5;12;6;9;15;13;21;19;16;7;22;17;10;2;1;8;11
3;15;4;20;18;14;23;24;26;5;12;6;9;25;13;21;19;16;7;22;17;10;2;1;8;11;5;5838330
5;5838330;3;15;4;20;18;14;23;24;26;5;12;6;9;25;13;21;19;16;7;22;17;10;2;1;8;11
3;15;4;20;18;14;23;24;26;5;12;6;9;25;22;21;19;16;7;13;17;10;2;1;8;11;5;5844490
5;5844490;3;15;4;20;18;14;23;24;26;5;12;6;9;25;22;21;19;16;7;13;17;10;2;1;8;11
3;15;4;20;18;14;23;24;26;5;12;6;9;25;22;21;19;8;7;13;17;10;2;1;16;11;5;5834093
5;5834093;3;15;4;20;18;14;23;24;26;5;12;6;9;25;22;21;19;8;7;13;17;10;2;1;16;11
3;15;4;20;18;14;23;17;26;5;12;6;9;25;22;21;19;8;7;13;24;10;2;1;16;11;5;5833863
5;5833863;3;15;4;20;18;14;23;17;26;5;12;6;9;25;22;21;19;8;7;13;24;10;2;1;16;11
3;15;4;20;18;14;23;17;26;5;12;6;9;25;22;24;19;8;7;13;21;10;2;1;16;11;5;5850028
5;5850028;3;15;4;20;18;14;23;17;26;5;12;6;9;25;22;24;19;8;7;13;21;10;2;1;16;11
3;15;4;7;18;14;23;17;26;5;12;6;9;25;22;24;19;8;20;13;21;10;2;1;16;11;5;5817610
5;5817610;3;15;4;7;18;14;23;17;26;5;12;6;9;25;22;24;19;8;20;13;21;10;2;1;16;11
3;15;4;7;18;21;23;17;26;5;12;6;9;25;22;24;19;8;20;13;14;10;2;1;16;11;5;5839186
5;5839186;3;15;4;7;18;21;23;17;26;5;12;6;9;25;22;24;19;8;20;13;14;10;2;1;16;11
3;15;4;7;18;21;23;17;26;5;13;6;9;25;22;24;19;8;20;12;14;10;2;1;16;11;5;5857830
5;5857830;3;15;4;7;18;21;23;17;26;5;13;6;9;25;22;24;19;8;20;12;14;10;2;1;16;11
3;15;4;7;18;21;23;12;26;5;13;6;9;25;22;24;19;8;20;17;14;10;2;1;16;11;5;5832417
5;5832417;3;15;4;7;18;21;23;12;26;5;13;6;9;25;22;24;19;8;20;17;14;10;2;1;16;11
3;15;4;7;18;21;23;12;9;5;13;6;26;25;22;24;19;8;20;17;14;10;2;1;16;11;5;5839997
5;5839997;3;15;4;7;18;21;23;12;9;5;13;6;26;25;22;24;19;8;20;17;14;10;2;1;16;11
3;15;4;7;18;21;23;12;9;5;13;6;26;25;22;24;2;8;20;17;14;10;19;1;16;11;5;5870789
5;5870789;3;15;4;7;18;21;23;12;9;5;13;6;26;25;22;24;2;8;20;17;14;10;19;1;16;11
3;15;4;9;18;21;23;12;7;5;13;6;26;25;22;24;2;8;20;17;14;10;19;1;16;11;5;5910915
5;5910915;3;15;4;9;18;21;23;12;7;5;13;6;26;25;22;24;2;8;20;17;14;10;19;1;16;11
3;15;4;9;18;21;23;17;7;5;13;6;26;25;22;24;2;8;20;12;14;10;19;1;16;11;5;5942870
5;5942870;3;15;4;9;18;21;23;17;7;5;13;6;26;25;22;24;2;8;20;12;14;10;19;1;16;11
3;15;4;9;17;21;23;18;7;5;13;6;26;25;22;24;2;8;20;12;14;10;19;1;16;11;5;5963487
6;5963487;3;15;4;9;17;21;23;18;7;5;13;6;26;25;22;24;2;8;20;12;14;10;19;1;16;11
3;15;4;9;17;21;23;18;7;5;13;6;26;10;22;24;2;8;20;12;14;25;19;1;16;11;6;5964112
6;5964112;3;15;4;9;17;21;23;18;7;5;13;6;26;10;22;24;2;8;20;12;14;25;19;1;16;11
3;15;4;9;17;21;23;18;7;5;13;6;20;10;22;24;2;8;26;12;14;25;19;1;16;11;6;5964592
6;5964592;3;15;4;9;17;21;23;18;7;5;13;6;20;10;22;24;2;8;26;12;14;25;19;1;16;11
3;15;4;9;17;21;23;18;19;5;13;6;20;10;22;24;2;8;26;12;14;25;7;1;16;11;6;5920745
6;5920745;3;15;4;9;17;21;23;18;19;5;13;6;20;10;22;24;2;8;26;12;14;25;7;1;16;11
3;15;4;9;17;25;23;18;19;5;13;6;20;10;22;24;2;8;26;12;14;21;7;1;16;11;6;5963962
6;5963962;3;15;4;9;17;25;23;18;19;5;13;6;20;10;22;24;2;8;26;12;14;21;7;1;16;11
3;15;4;9;17;25;23;18;19;5;14;6;20;10;22;24;2;8;26;12;13;21;7;1;16;11;6;5863882
6;5863882;3;15;4;9;17;25;23;18;19;5;14;6;20;10;22;24;2;8;26;12;13;21;7;1;16;11
3;15;4;9;17;25;23;1;19;5;14;6;20;10;22;24;2;8;26;12;13;21;7;18;16;11;6;5774079
6;5774079;3;15;4;9;17;25;23;1;19;5;14;6;20;10;22;24;2;8;26;12;13;21;7;18;16;11
3;15;4;9;17;25;23;10;19;5;14;6;20;1;22;24;2;8;26;12;13;21;7;18;16;11;6;5814244
6;5814244;3;15;4;9;17;25;23;10;19;5;14;6;20;1;22;24;2;8;26;12;13;21;7;18;16;11
3;15;4;9;17;25;23;10;22;5;14;6;20;1;19;24;2;8;26;12;13;21;7;18;16;11;6;5866775
6;5866775;3;15;4;9;17;25;23;10;22;5;14;6;20;1;19;24;2;8;26;12;13;21;7;18;16;11
3;15;2;9;17;25;23;10;22;5;14;6;20;1;19;24;4;8;26;12;13;21;7;18;16;11;6;5857201
6;5857201;3;15;2;9;17;25;23;10;22;5;14;6;20;1;19;24;4;8;26;12;13;21;7;18;16;11
22;15;2;9;17;25;23;10;3;5;14;6;20;1;19;24;4;8;26;12;13;21;7;18;16;11;6;5827940
6;5827940;22;15;2;9;17;25;23;10;3;5;14;6;20;1;19;24;4;8;26;12;13;21;7;18;16;11
22;15;2;9;17;25;23;10;3;5;14;12;20;1;19;24;4;8;26;6;13;21;7;18;16;11;6;5809101
6;5809101;22;15;2;9;17;25;23;10;3;5;14;12;20;1;19;24;4;8;26;6;13;21;7;18;16;11
22;15;2;9;17;25;23;10;3;5;13;12;20;1;19;24;4;8;26;6;14;21;7;18;16;11;6;5910056
6;5910056;22;15;2;9;17;25;23;10;3;5;13;12;20;1;19;24;4;8;26;6;14;21;7;18;16;11
22;15;2;9;17;25;23;10;3;5;13;12;1;20;19;24;4;8;26;6;14;21;7;18;16;11;6;5942651
6;5942651;22;15;2;9;17;25;23;10;3;5;13;12;1;20;19;24;4;8;26;6;14;21;7;18;16;11
22;15;2;9;17;25;23;10;3;5;13;16;1;20;19;24;4;8;26;6;14;21;7;18;12;11;6;5958886
6;5958886;22;15;2;9;17;25;23;10;3;5;13;16;1;20;19;24;4;8;26;6;14;21;7;18;12;11
22;15;2;12;17;25;23;10;3;5;13;16;1;20;19;24;4;8;26;6;14;21;7;18;9;11;6;5943874
6;5943874;22;15;2;12;17;25;23;10;3;5;13;16;1;20;19;24;4;8;26;6;14;21;7;18;9;11
22;15;2;12;17;25;23;10;3;5;13;16;1;20;24;19;4;8;26;6;14;21;7;18;9;11;6;5947114
6;5947114;22;15;2;12;17;25;23;10;3;5;13;16;1;20;24;19;4;8;26;6;14;21;7;18;9;11
22;15;2;4;17;25;23;10;3;5;13;16;1;20;24;19;12;8;26;6;14;21;7;18;9;11;6;5919682
6;5919682;22;15;2;4;17;25;23;10;3;5;13;16;1;20;24;19;12;8;26;6;14;21;7;18;9;11
22;15;2;21;17;25;23;10;3;5;13;16;1;20;24;19;12;8;26;6;14;4;7;18;9;11;6;5932252
6;5932252;22;15;2;21;17;25;23;10;3;5;13;16;1;20;24;19;12;8;26;6;14;4;7;18;9;11
