"X1";"X5932184";"X22";"X23";"X19";"X5";"X21";"X12";"X17";"X9";"X3";"X1.1";"X14";"X26";"X8";"X20";"X18";"X25";"X11";"X7";"X6";"X4";"X24";"X2";"X15";"X16";"X10";"X13"
1;5810690;16;23;8;26;3;12;6;4;18;20;25;9;17;1;19;7;11;21;14;5;24;2;15;22;10;13
16;23;8;26;3;12;6;4;18;20;25;9;17;11;19;7;1;21;14;5;24;2;15;22;10;13;1;5851228
1;5851228;16;23;8;26;3;12;6;4;18;20;25;9;17;11;19;7;1;21;14;5;24;2;15;22;10;13
16;23;8;26;18;12;6;4;3;20;25;9;17;11;19;7;1;21;14;5;24;2;15;22;10;13;1;5881448
2;5881448;16;23;8;26;18;12;6;4;3;20;25;9;17;11;19;7;1;21;14;5;24;2;15;22;10;13
16;23;8;26;18;12;6;4;3;20;25;9;17;11;19;7;1;2;14;5;24;21;15;22;10;13;2;5868127
2;5868127;16;23;8;26;18;12;6;4;3;20;25;9;17;11;19;7;1;2;14;5;24;21;15;22;10;13
15;23;8;26;18;12;6;4;3;20;25;9;17;11;19;7;1;2;14;5;24;21;16;22;10;13;2;5848216
2;5848216;15;23;8;26;18;12;6;4;3;20;25;9;17;11;19;7;1;2;14;5;24;21;16;22;10;13
15;23;8;26;18;12;6;4;3;2;25;9;17;11;19;7;1;20;14;5;24;21;16;22;10;13;2;5828624
2;5828624;15;23;8;26;18;12;6;4;3;2;25;9;17;11;19;7;1;20;14;5;24;21;16;22;10;13
15;23;8;26;18;12;6;4;3;2;25;20;17;11;19;7;1;9;14;5;24;21;16;22;10;13;2;5869730
2;5869730;15;23;8;26;18;12;6;4;3;2;25;20;17;11;19;7;1;9;14;5;24;21;16;22;10;13
15;23;8;26;18;12;6;4;3;2;25;20;17;11;19;7;1;24;14;5;9;21;16;22;10;13;2;6001026
2;6001026;15;23;8;26;18;12;6;4;3;2;25;20;17;11;19;7;1;24;14;5;9;21;16;22;10;13
15;23;8;26;18;12;6;4;3;2;25;20;17;11;19;7;24;1;14;5;9;21;16;22;10;13;2;5989698
2;5989698;15;23;8;26;18;12;6;4;3;2;25;20;17;11;19;7;24;1;14;5;9;21;16;22;10;13
15;23;8;26;18;12;6;4;14;2;25;20;17;11;19;7;24;1;3;5;9;21;16;22;10;13;2;6002254
2;6002254;15;23;8;26;18;12;6;4;14;2;25;20;17;11;19;7;24;1;3;5;9;21;16;22;10;13
15;23;8;26;18;12;6;4;14;2;25;20;17;11;19;22;24;1;3;5;9;21;16;7;10;13;2;6039280
2;6039280;15;23;8;26;18;12;6;4;14;2;25;20;17;11;19;22;24;1;3;5;9;21;16;7;10;13
15;23;8;26;18;12;6;4;9;2;25;20;17;11;19;22;24;1;3;5;14;21;16;7;10;13;2;6098456
2;6098456;15;23;8;26;18;12;6;4;9;2;25;20;17;11;19;22;24;1;3;5;14;21;16;7;10;13
15;23;8;26;2;12;6;4;9;18;25;20;17;11;19;22;24;1;3;5;14;21;16;7;10;13;2;5998142
2;5998142;15;23;8;26;2;12;6;4;9;18;25;20;17;11;19;22;24;1;3;5;14;21;16;7;10;13
15;23;8;26;2;12;6;4;9;18;25;20;17;11;19;22;24;1;3;5;13;21;16;7;10;14;2;5898070
2;5898070;15;23;8;26;2;12;6;4;9;18;25;20;17;11;19;22;24;1;3;5;13;21;16;7;10;14
15;23;8;26;2;12;6;4;9;18;25;20;17;11;19;22;24;1;3;5;13;14;16;7;10;21;2;5973421
2;5973421;15;23;8;26;2;12;6;4;9;18;25;20;17;11;19;22;24;1;3;5;13;14;16;7;10;21
15;23;8;26;2;12;6;4;9;18;25;20;17;11;19;22;24;1;3;5;13;14;21;7;10;16;2;6013368
2;6013368;15;23;8;26;2;12;6;4;9;18;25;20;17;11;19;22;24;1;3;5;13;14;21;7;10;16
17;23;8;26;2;12;6;4;9;18;25;20;15;11;19;22;24;1;3;5;13;14;21;7;10;16;2;5998088
2;5998088;17;23;8;26;2;12;6;4;9;18;25;20;15;11;19;22;24;1;3;5;13;14;21;7;10;16
17;23;8;26;2;12;6;4;9;18;25;20;15;13;19;22;24;1;3;5;11;14;21;7;10;16;2;5988206
2;5988206;17;23;8;26;2;12;6;4;9;18;25;20;15;13;19;22;24;1;3;5;11;14;21;7;10;16
17;23;8;26;2;12;6;5;9;18;25;20;15;13;19;22;24;1;3;4;11;14;21;7;10;16;2;5803179
2;5803179;17;23;8;26;2;12;6;5;9;18;25;20;15;13;19;22;24;1;3;4;11;14;21;7;10;16
17;21;8;26;2;12;6;5;9;18;25;20;15;13;19;22;24;1;3;4;11;14;23;7;10;16;2;5791269
2;5791269;17;21;8;26;2;12;6;5;9;18;25;20;15;13;19;22;24;1;3;4;11;14;23;7;10;16
12;21;8;26;2;17;6;5;9;18;25;20;15;13;19;22;24;1;3;4;11;14;23;7;10;16;2;5771299
2;5771299;12;21;8;26;2;17;6;5;9;18;25;20;15;13;19;22;24;1;3;4;11;14;23;7;10;16
12;21;8;26;9;17;6;5;2;18;25;20;15;13;19;22;24;1;3;4;11;14;23;7;10;16;2;5866566
2;5866566;12;21;8;26;9;17;6;5;2;18;25;20;15;13;19;22;24;1;3;4;11;14;23;7;10;16
12;7;8;26;9;17;6;5;2;18;25;20;15;13;19;22;24;1;3;4;11;14;23;21;10;16;2;5863180
3;5863180;12;7;8;26;9;17;6;5;2;18;25;20;15;13;19;22;24;1;3;4;11;14;23;21;10;16
12;7;8;10;9;17;6;5;2;18;25;20;15;13;19;22;24;1;3;4;11;14;23;21;26;16;3;5840737
3;5840737;12;7;8;10;9;17;6;5;2;18;25;20;15;13;19;22;24;1;3;4;11;14;23;21;26;16
21;7;8;10;9;17;6;5;2;18;25;20;15;13;19;22;24;1;3;4;11;14;23;12;26;16;3;5858835
3;5858835;21;7;8;10;9;17;6;5;2;18;25;20;15;13;19;22;24;1;3;4;11;14;23;12;26;16
21;2;8;10;9;17;6;5;7;18;25;20;15;13;19;22;24;1;3;4;11;14;23;12;26;16;3;5847580
3;5847580;21;2;8;10;9;17;6;5;7;18;25;20;15;13;19;22;24;1;3;4;11;14;23;12;26;16
21;2;8;10;9;17;6;5;7;18;25;20;15;4;19;22;24;1;3;13;11;14;23;12;26;16;3;5834260
3;5834260;21;2;8;10;9;17;6;5;7;18;25;20;15;4;19;22;24;1;3;13;11;14;23;12;26;16
21;2;8;10;9;17;6;5;7;18;26;20;15;4;19;22;24;1;3;13;11;14;23;12;25;16;3;5836240
3;5836240;21;2;8;10;9;17;6;5;7;18;26;20;15;4;19;22;24;1;3;13;11;14;23;12;25;16
21;2;8;10;9;17;6;5;7;14;26;20;15;4;19;22;24;1;3;13;11;18;23;12;25;16;3;5818400
3;5818400;21;2;8;10;9;17;6;5;7;14;26;20;15;4;19;22;24;1;3;13;11;18;23;12;25;16
21;2;8;10;9;17;6;5;7;14;26;20;15;4;19;22;24;1;3;13;11;23;18;12;25;16;3;5815233
3;5815233;21;2;8;10;9;17;6;5;7;14;26;20;15;4;19;22;24;1;3;13;11;23;18;12;25;16
21;2;8;10;9;17;6;5;7;14;26;20;18;4;19;22;24;1;3;13;11;23;15;12;25;16;3;5795422
3;5795422;21;2;8;10;9;17;6;5;7;14;26;20;18;4;19;22;24;1;3;13;11;23;15;12;25;16
21;2;8;5;9;17;6;10;7;14;26;20;18;4;19;22;24;1;3;13;11;23;15;12;25;16;3;5990692
3;5990692;21;2;8;5;9;17;6;10;7;14;26;20;18;4;19;22;24;1;3;13;11;23;15;12;25;16
21;2;8;5;15;17;6;10;7;14;26;20;18;4;19;22;24;1;3;13;11;23;9;12;25;16;3;6075530
3;6075530;21;2;8;5;15;17;6;10;7;14;26;20;18;4;19;22;24;1;3;13;11;23;9;12;25;16
21;2;8;5;15;17;6;10;7;14;26;20;18;4;19;22;9;1;3;13;11;23;24;12;25;16;3;5832987
3;5832987;21;2;8;5;15;17;6;10;7;14;26;20;18;4;19;22;9;1;3;13;11;23;24;12;25;16
21;2;8;5;13;17;6;10;7;14;26;20;18;4;19;22;9;1;3;15;11;23;24;12;25;16;3;5827088
3;5827088;21;2;8;5;13;17;6;10;7;14;26;20;18;4;19;22;9;1;3;15;11;23;24;12;25;16
21;2;13;5;8;17;6;10;7;14;26;20;18;4;19;22;9;1;3;15;11;23;24;12;25;16;3;5817138
3;5817138;21;2;13;5;8;17;6;10;7;14;26;20;18;4;19;22;9;1;3;15;11;23;24;12;25;16
21;2;13;5;8;17;6;10;7;24;26;20;18;4;19;22;9;1;3;15;11;23;14;12;25;16;3;6048192
3;6048192;21;2;13;5;8;17;6;10;7;24;26;20;18;4;19;22;9;1;3;15;11;23;14;12;25;16
21;2;13;5;8;18;6;10;7;24;26;20;17;4;19;22;9;1;3;15;11;23;14;12;25;16;3;6041934
3;6041934;21;2;13;5;8;18;6;10;7;24;26;20;17;4;19;22;9;1;3;15;11;23;14;12;25;16
21;2;13;5;8;18;6;10;7;24;26;20;17;12;19;22;9;1;3;15;11;23;14;4;25;16;3;6052203
3;6052203;21;2;13;5;8;18;6;10;7;24;26;20;17;12;19;22;9;1;3;15;11;23;14;4;25;16
6;2;13;5;8;18;21;10;7;24;26;20;17;12;19;22;9;1;3;15;11;23;14;4;25;16;3;6010292
3;6010292;6;2;13;5;8;18;21;10;7;24;26;20;17;12;19;22;9;1;3;15;11;23;14;4;25;16
6;2;12;5;8;18;21;10;7;24;26;20;17;13;19;22;9;1;3;15;11;23;14;4;25;16;3;6017378
3;6017378;6;2;12;5;8;18;21;10;7;24;26;20;17;13;19;22;9;1;3;15;11;23;14;4;25;16
6;2;12;5;8;18;21;10;7;24;26;20;17;13;19;3;9;1;22;15;11;23;14;4;25;16;3;6037442
3;6037442;6;2;12;5;8;18;21;10;7;24;26;20;17;13;19;3;9;1;22;15;11;23;14;4;25;16
6;2;12;5;8;18;21;10;7;24;26;20;17;13;14;3;9;1;22;15;11;23;19;4;25;16;3;6004619
4;6004619;6;2;12;5;8;18;21;10;7;24;26;20;17;13;14;3;9;1;22;15;11;23;19;4;25;16
6;2;12;5;8;18;21;10;7;24;26;20;17;13;14;3;25;1;22;15;11;23;19;4;9;16;4;6021852
4;6021852;6;2;12;5;8;18;21;10;7;24;26;20;17;13;14;3;25;1;22;15;11;23;19;4;9;16
6;2;12;5;8;18;21;10;7;11;26;20;17;13;14;3;25;1;22;15;24;23;19;4;9;16;4;6011353
4;6011353;6;2;12;5;8;18;21;10;7;11;26;20;17;13;14;3;25;1;22;15;24;23;19;4;9;16
6;2;12;5;8;18;21;10;7;11;26;16;17;13;14;3;25;1;22;15;24;23;19;4;9;20;4;6034657
4;6034657;6;2;12;5;8;18;21;10;7;11;26;16;17;13;14;3;25;1;22;15;24;23;19;4;9;20
6;2;12;5;8;18;21;10;7;24;26;16;17;13;14;3;25;1;22;15;11;23;19;4;9;20;4;6037269
4;6037269;6;2;12;5;8;18;21;10;7;24;26;16;17;13;14;3;25;1;22;15;11;23;19;4;9;20
6;2;12;5;8;10;21;18;7;24;26;16;17;13;14;3;25;1;22;15;11;23;19;4;9;20;4;6019875
4;6019875;6;2;12;5;8;10;21;18;7;24;26;16;17;13;14;3;25;1;22;15;11;23;19;4;9;20
6;2;12;5;8;10;21;18;7;13;26;16;17;24;14;3;25;1;22;15;11;23;19;4;9;20;4;6026207
4;6026207;6;2;12;5;8;10;21;18;7;13;26;16;17;24;14;3;25;1;22;15;11;23;19;4;9;20
6;2;12;5;8;26;21;18;7;13;10;16;17;24;14;3;25;1;22;15;11;23;19;4;9;20;4;6043440
4;6043440;6;2;12;5;8;26;21;18;7;13;10;16;17;24;14;3;25;1;22;15;11;23;19;4;9;20
6;2;12;5;18;26;21;8;7;13;10;16;17;24;14;3;25;1;22;15;11;23;19;4;9;20;4;6163093
4;6163093;6;2;12;5;18;26;21;8;7;13;10;16;17;24;14;3;25;1;22;15;11;23;19;4;9;20
6;2;12;5;18;26;21;8;7;14;10;16;17;24;13;3;25;1;22;15;11;23;19;4;9;20;4;6096139
4;6096139;6;2;12;5;18;26;21;8;7;14;10;16;17;24;13;3;25;1;22;15;11;23;19;4;9;20
6;13;12;5;18;26;21;8;7;14;10;16;17;24;2;3;25;1;22;15;11;23;19;4;9;20;4;6096613
4;6096613;6;13;12;5;18;26;21;8;7;14;10;16;17;24;2;3;25;1;22;15;11;23;19;4;9;20
14;13;12;5;18;26;21;8;7;6;10;16;17;24;2;3;25;1;22;15;11;23;19;4;9;20;4;6141079
4;6141079;14;13;12;5;18;26;21;8;7;6;10;16;17;24;2;3;25;1;22;15;11;23;19;4;9;20
14;13;12;5;11;26;21;8;7;6;10;16;17;24;2;3;25;1;22;15;18;23;19;4;9;20;4;6167760
4;6167760;14;13;12;5;11;26;21;8;7;6;10;16;17;24;2;3;25;1;22;15;18;23;19;4;9;20
14;13;12;5;11;26;21;8;7;6;10;16;17;18;2;3;25;1;22;15;24;23;19;4;9;20;4;6140481
4;6140481;14;13;12;5;11;26;21;8;7;6;10;16;17;18;2;3;25;1;22;15;24;23;19;4;9;20
14;13;12;5;11;26;21;8;7;6;10;16;17;18;2;3;25;1;9;15;24;23;19;4;22;20;4;6126718
4;6126718;14;13;12;5;11;26;21;8;7;6;10;16;17;18;2;3;25;1;9;15;24;23;19;4;22;20
14;13;12;5;11;26;21;8;7;6;10;16;17;24;2;3;25;1;9;15;18;23;19;4;22;20;4;6153997
4;6153997;14;13;12;5;11;26;21;8;7;6;10;16;17;24;2;3;25;1;9;15;18;23;19;4;22;20
14;13;12;5;11;26;3;8;7;6;10;16;17;24;2;21;25;1;9;15;18;23;19;4;22;20;4;6149014
4;6149014;14;13;12;5;11;26;3;8;7;6;10;16;17;24;2;21;25;1;9;15;18;23;19;4;22;20
14;13;12;16;11;26;3;8;7;6;10;5;17;24;2;21;25;1;9;15;18;23;19;4;22;20;4;5967775
4;5967775;14;13;12;16;11;26;3;8;7;6;10;5;17;24;2;21;25;1;9;15;18;23;19;4;22;20
14;13;12;16;11;9;3;8;7;6;10;5;17;24;2;21;25;1;26;15;18;23;19;4;22;20;4;5994982
4;5994982;14;13;12;16;11;9;3;8;7;6;10;5;17;24;2;21;25;1;26;15;18;23;19;4;22;20
14;13;12;16;11;9;3;8;7;6;10;15;17;24;2;21;25;1;26;5;18;23;19;4;22;20;4;6221230
4;6221230;14;13;12;16;11;9;3;8;7;6;10;15;17;24;2;21;25;1;26;5;18;23;19;4;22;20
14;13;12;16;11;9;3;8;7;6;10;15;17;4;2;21;25;1;26;5;18;23;19;24;22;20;4;6175454
5;6175454;14;13;12;16;11;9;3;8;7;6;10;15;17;4;2;21;25;1;26;5;18;23;19;24;22;20
14;13;12;16;11;9;3;8;7;6;10;15;17;4;2;18;25;1;26;5;21;23;19;24;22;20;5;6093417
5;6093417;14;13;12;16;11;9;3;8;7;6;10;15;17;4;2;18;25;1;26;5;21;23;19;24;22;20
14;13;26;16;11;9;3;8;7;6;10;15;17;4;2;18;25;1;12;5;21;23;19;24;22;20;5;6089836
5;6089836;14;13;26;16;11;9;3;8;7;6;10;15;17;4;2;18;25;1;12;5;21;23;19;24;22;20
14;13;26;16;11;9;3;8;7;6;10;15;17;4;18;2;25;1;12;5;21;23;19;24;22;20;5;6146113
5;6146113;14;13;26;16;11;9;3;8;7;6;10;15;17;4;18;2;25;1;12;5;21;23;19;24;22;20
14;13;26;16;11;9;3;8;7;6;10;15;17;4;18;12;25;1;2;5;21;23;19;24;22;20;5;6162630
5;6162630;14;13;26;16;11;9;3;8;7;6;10;15;17;4;18;12;25;1;2;5;21;23;19;24;22;20
14;5;26;16;11;9;3;8;7;6;10;15;17;4;18;12;25;1;2;13;21;23;19;24;22;20;5;6009098
5;6009098;14;5;26;16;11;9;3;8;7;6;10;15;17;4;18;12;25;1;2;13;21;23;19;24;22;20
14;4;26;16;11;9;3;8;7;6;10;15;17;5;18;12;25;1;2;13;21;23;19;24;22;20;5;5953165
5;5953165;14;4;26;16;11;9;3;8;7;6;10;15;17;5;18;12;25;1;2;13;21;23;19;24;22;20
14;12;26;16;11;9;3;8;7;6;10;15;17;5;18;4;25;1;2;13;21;23;19;24;22;20;5;5924272
5;5924272;14;12;26;16;11;9;3;8;7;6;10;15;17;5;18;4;25;1;2;13;21;23;19;24;22;20
14;12;26;16;11;9;3;8;7;6;10;15;24;5;18;4;25;1;2;13;21;23;19;17;22;20;5;5922929
5;5922929;14;12;26;16;11;9;3;8;7;6;10;15;24;5;18;4;25;1;2;13;21;23;19;17;22;20
14;12;8;16;11;9;3;26;7;6;10;15;24;5;18;4;25;1;2;13;21;23;19;17;22;20;5;5869748
5;5869748;14;12;8;16;11;9;3;26;7;6;10;15;24;5;18;4;25;1;2;13;21;23;19;17;22;20
14;12;8;16;11;9;3;26;7;6;10;15;24;5;23;4;25;1;2;13;21;18;19;17;22;20;5;5910597
5;5910597;14;12;8;16;11;9;3;26;7;6;10;15;24;5;23;4;25;1;2;13;21;18;19;17;22;20
14;12;8;16;11;9;3;26;7;6;10;24;15;5;23;4;25;1;2;13;21;18;19;17;22;20;5;5915501
5;5915501;14;12;8;16;11;9;3;26;7;6;10;24;15;5;23;4;25;1;2;13;21;18;19;17;22;20
14;12;8;16;11;9;3;26;7;6;24;10;15;5;23;4;25;1;2;13;21;18;19;17;22;20;5;5915342
5;5915342;14;12;8;16;11;9;3;26;7;6;24;10;15;5;23;4;25;1;2;13;21;18;19;17;22;20
14;12;8;16;11;9;3;26;7;6;24;10;15;5;23;4;25;1;2;13;21;18;20;17;22;19;5;5968111
5;5968111;14;12;8;16;11;9;3;26;7;6;24;10;15;5;23;4;25;1;2;13;21;18;20;17;22;19
15;12;8;16;11;9;3;26;7;6;24;10;14;5;23;4;25;1;2;13;21;18;20;17;22;19;5;5893206
5;5893206;15;12;8;16;11;9;3;26;7;6;24;10;14;5;23;4;25;1;2;13;21;18;20;17;22;19
15;12;8;16;11;9;3;13;7;6;24;10;14;5;23;4;25;1;2;26;21;18;20;17;22;19;5;5908750
5;5908750;15;12;8;16;11;9;3;13;7;6;24;10;14;5;23;4;25;1;2;26;21;18;20;17;22;19
15;12;8;16;11;9;3;13;7;6;24;10;14;21;23;4;25;1;2;26;5;18;20;17;22;19;5;6018686
5;6018686;15;12;8;16;11;9;3;13;7;6;24;10;14;21;23;4;25;1;2;26;5;18;20;17;22;19
15;12;8;16;11;9;3;13;7;6;25;10;14;21;23;4;24;1;2;26;5;18;20;17;22;19;5;6018079
5;6018079;15;12;8;16;11;9;3;13;7;6;25;10;14;21;23;4;24;1;2;26;5;18;20;17;22;19
15;12;8;16;11;9;3;13;7;6;25;10;14;21;23;4;24;1;2;26;5;17;20;18;22;19;5;6013914
5;6013914;15;12;8;16;11;9;3;13;7;6;25;10;14;21;23;4;24;1;2;26;5;17;20;18;22;19
15;12;8;16;11;14;3;13;7;6;25;10;9;21;23;4;24;1;2;26;5;17;20;18;22;19;5;6008177
5;6008177;15;12;8;16;11;14;3;13;7;6;25;10;9;21;23;4;24;1;2;26;5;17;20;18;22;19
15;12;8;16;11;14;3;6;7;13;25;10;9;21;23;4;24;1;2;26;5;17;20;18;22;19;5;6004417
6;6004417;15;12;8;16;11;14;3;6;7;13;25;10;9;21;23;4;24;1;2;26;5;17;20;18;22;19
15;12;8;16;11;22;3;6;7;13;25;10;9;21;23;4;24;1;2;26;5;17;20;18;14;19;6;5994552
6;5994552;15;12;8;16;11;22;3;6;7;13;25;10;9;21;23;4;24;1;2;26;5;17;20;18;14;19
15;12;8;16;11;22;3;6;7;13;25;10;9;21;19;4;24;1;2;26;5;17;20;18;14;23;6;6027884
6;6027884;15;12;8;16;11;22;3;6;7;13;25;10;9;21;19;4;24;1;2;26;5;17;20;18;14;23
15;12;8;16;5;22;3;6;7;13;25;10;9;21;19;4;24;1;2;26;11;17;20;18;14;23;6;6070448
6;6070448;15;12;8;16;5;22;3;6;7;13;25;10;9;21;19;4;24;1;2;26;11;17;20;18;14;23
3;12;8;16;5;22;15;6;7;13;25;10;9;21;19;4;24;1;2;26;11;17;20;18;14;23;6;6147894
6;6147894;3;12;8;16;5;22;15;6;7;13;25;10;9;21;19;4;24;1;2;26;11;17;20;18;14;23
3;12;8;7;5;22;15;6;16;13;25;10;9;21;19;4;24;1;2;26;11;17;20;18;14;23;6;6174246
6;6174246;3;12;8;7;5;22;15;6;16;13;25;10;9;21;19;4;24;1;2;26;11;17;20;18;14;23
20;12;8;7;5;22;15;6;16;13;25;10;9;21;19;4;24;1;2;26;11;17;3;18;14;23;6;6116825
6;6116825;20;12;8;7;5;22;15;6;16;13;25;10;9;21;19;4;24;1;2;26;11;17;3;18;14;23
20;12;8;7;5;22;15;25;16;13;6;10;9;21;19;4;24;1;2;26;11;17;3;18;14;23;6;6119489
6;6119489;20;12;8;7;5;22;15;25;16;13;6;10;9;21;19;4;24;1;2;26;11;17;3;18;14;23
20;12;8;7;5;22;15;25;16;13;6;10;1;21;19;4;24;9;2;26;11;17;3;18;14;23;6;6105242
6;6105242;20;12;8;7;5;22;15;25;16;13;6;10;1;21;19;4;24;9;2;26;11;17;3;18;14;23
20;12;8;7;19;22;15;25;16;13;6;10;1;21;5;4;24;9;2;26;11;17;3;18;14;23;6;6060318
6;6060318;20;12;8;7;19;22;15;25;16;13;6;10;1;21;5;4;24;9;2;26;11;17;3;18;14;23
20;8;12;7;19;22;15;25;16;13;6;10;1;21;5;4;24;9;2;26;11;17;3;18;14;23;6;6054990
6;6054990;20;8;12;7;19;22;15;25;16;13;6;10;1;21;5;4;24;9;2;26;11;17;3;18;14;23
20;8;12;7;19;22;15;25;16;13;6;10;1;21;4;5;24;9;2;26;11;17;3;18;14;23;6;5946141
6;5946141;20;8;12;7;19;22;15;25;16;13;6;10;1;21;4;5;24;9;2;26;11;17;3;18;14;23
20;4;12;7;19;22;15;25;16;13;6;10;1;21;8;5;24;9;2;26;11;17;3;18;14;23;6;5945153
6;5945153;20;4;12;7;19;22;15;25;16;13;6;10;1;21;8;5;24;9;2;26;11;17;3;18;14;23
20;4;22;7;19;12;15;25;16;13;6;10;1;21;8;5;24;9;2;26;11;17;3;18;14;23;6;5927040
6;5927040;20;4;22;7;19;12;15;25;16;13;6;10;1;21;8;5;24;9;2;26;11;17;3;18;14;23
20;4;22;7;19;8;15;25;16;13;6;10;1;21;12;5;24;9;2;26;11;17;3;18;14;23;6;5895077
6;5895077;20;4;22;7;19;8;15;25;16;13;6;10;1;21;12;5;24;9;2;26;11;17;3;18;14;23
20;4;22;7;19;8;15;25;16;13;6;10;1;21;12;5;24;9;2;26;23;17;3;18;14;11;6;5883926
6;5883926;20;4;22;7;19;8;15;25;16;13;6;10;1;21;12;5;24;9;2;26;23;17;3;18;14;11
20;4;22;7;19;8;9;25;16;13;6;10;1;21;12;5;24;15;2;26;23;17;3;18;14;11;6;5955999
6;5955999;20;4;22;7;19;8;9;25;16;13;6;10;1;21;12;5;24;15;2;26;23;17;3;18;14;11
20;4;22;23;19;8;9;25;16;13;6;10;1;21;12;5;24;15;2;26;7;17;3;18;14;11;6;5953025
6;5953025;20;4;22;23;19;8;9;25;16;13;6;10;1;21;12;5;24;15;2;26;7;17;3;18;14;11
20;21;22;23;19;8;9;25;16;13;6;10;1;4;12;5;24;15;2;26;7;17;3;18;14;11;6;5981515
6;5981515;20;21;22;23;19;8;9;25;16;13;6;10;1;4;12;5;24;15;2;26;7;17;3;18;14;11
