"X1";"X6075031";"X8";"X9";"X7";"X16";"X14";"X11";"X10";"X1.1";"X26";"X12";"X24";"X13";"X15";"X2";"X5";"X19";"X18";"X23";"X17";"X6";"X25";"X3";"X4";"X21";"X22";"X20"
14;10;20;16;9;19;15;25;26;8;24;21;1;5;4;17;18;11;7;6;13;23;2;3;22;12;2;5888172
2;5888172;14;10;20;16;9;19;15;25;26;8;24;21;1;5;4;17;18;11;7;6;13;23;2;3;22;12
14;10;20;16;9;19;15;25;26;8;21;24;1;5;4;17;18;11;7;6;13;23;2;3;22;12;2;5890744
2;5890744;14;10;20;16;9;19;15;25;26;8;21;24;1;5;4;17;18;11;7;6;13;23;2;3;22;12
14;10;24;16;9;19;15;25;26;8;21;20;1;5;4;17;18;11;7;6;13;23;2;3;22;12;2;5838518
2;5838518;14;10;24;16;9;19;15;25;26;8;21;20;1;5;4;17;18;11;7;6;13;23;2;3;22;12
14;16;24;10;9;19;15;25;26;8;21;20;1;5;4;17;18;11;7;6;13;23;2;3;22;12;2;5841264
2;5841264;14;16;24;10;9;19;15;25;26;8;21;20;1;5;4;17;18;11;7;6;13;23;2;3;22;12
14;16;24;10;9;19;15;25;26;8;21;20;1;5;4;17;18;11;7;6;13;3;2;23;22;12;2;5842064
2;5842064;14;16;24;10;9;19;15;25;26;8;21;20;1;5;4;17;18;11;7;6;13;3;2;23;22;12
14;16;24;20;9;19;15;25;26;8;21;10;1;5;4;17;18;11;7;6;13;3;2;23;22;12;2;5927925
2;5927925;14;16;24;20;9;19;15;25;26;8;21;10;1;5;4;17;18;11;7;6;13;3;2;23;22;12
14;16;24;20;9;19;15;25;26;8;21;10;4;5;1;17;18;11;7;6;13;3;2;23;22;12;2;5907484
2;5907484;14;16;24;20;9;19;15;25;26;8;21;10;4;5;1;17;18;11;7;6;13;3;2;23;22;12
14;16;24;20;10;19;15;25;26;8;21;9;4;5;1;17;18;11;7;6;13;3;2;23;22;12;2;5825432
2;5825432;14;16;24;20;10;19;15;25;26;8;21;9;4;5;1;17;18;11;7;6;13;3;2;23;22;12
14;16;24;20;10;19;15;25;26;8;21;9;5;4;1;17;18;11;7;6;13;3;2;23;22;12;2;5758839
2;5758839;14;16;24;20;10;19;15;25;26;8;21;9;5;4;1;17;18;11;7;6;13;3;2;23;22;12
14;16;24;20;10;19;4;25;26;8;21;9;5;15;1;17;18;11;7;6;13;3;2;23;22;12;2;5726163
2;5726163;14;16;24;20;10;19;4;25;26;8;21;9;5;15;1;17;18;11;7;6;13;3;2;23;22;12
14;16;24;22;10;19;4;25;26;8;21;9;5;15;1;17;18;11;7;6;13;3;2;23;20;12;2;5781918
2;5781918;14;16;24;22;10;19;4;25;26;8;21;9;5;15;1;17;18;11;7;6;13;3;2;23;20;12
14;16;24;22;10;19;4;25;26;8;21;9;5;15;1;23;18;11;7;6;13;3;2;17;20;12;2;5776767
2;5776767;14;16;24;22;10;19;4;25;26;8;21;9;5;15;1;23;18;11;7;6;13;3;2;17;20;12
14;22;24;16;10;19;4;25;26;8;21;9;5;15;1;23;18;11;7;6;13;3;2;17;20;12;2;5768566
2;5768566;14;22;24;16;10;19;4;25;26;8;21;9;5;15;1;23;18;11;7;6;13;3;2;17;20;12
14;26;24;16;10;19;4;25;22;8;21;9;5;15;1;23;18;11;7;6;13;3;2;17;20;12;2;5766762
2;5766762;14;26;24;16;10;19;4;25;22;8;21;9;5;15;1;23;18;11;7;6;13;3;2;17;20;12
14;4;24;16;10;19;26;25;22;8;21;9;5;15;1;23;18;11;7;6;13;3;2;17;20;12;2;5819638
2;5819638;14;4;24;16;10;19;26;25;22;8;21;9;5;15;1;23;18;11;7;6;13;3;2;17;20;12
14;4;24;16;10;19;5;25;22;8;21;9;26;15;1;23;18;11;7;6;13;3;2;17;20;12;2;6054019
2;6054019;14;4;24;16;10;19;5;25;22;8;21;9;26;15;1;23;18;11;7;6;13;3;2;17;20;12
14;4;24;16;12;19;5;25;22;8;21;9;26;15;1;23;18;11;7;6;13;3;2;17;20;10;2;6018529
2;6018529;14;4;24;16;12;19;5;25;22;8;21;9;26;15;1;23;18;11;7;6;13;3;2;17;20;10
14;4;13;16;12;19;5;25;22;8;21;9;26;15;1;23;18;11;7;6;24;3;2;17;20;10;2;6001934
2;6001934;14;4;13;16;12;19;5;25;22;8;21;9;26;15;1;23;18;11;7;6;24;3;2;17;20;10
4;14;13;16;12;19;5;25;22;8;21;9;26;15;1;23;18;11;7;6;24;3;2;17;20;10;2;5985460
3;5985460;4;14;13;16;12;19;5;25;22;8;21;9;26;15;1;23;18;11;7;6;24;3;2;17;20;10
4;14;13;16;12;23;5;25;22;8;21;9;26;15;1;19;18;11;7;6;24;3;2;17;20;10;3;5969897
3;5969897;4;14;13;16;12;23;5;25;22;8;21;9;26;15;1;19;18;11;7;6;24;3;2;17;20;10
4;14;20;16;12;23;5;25;22;8;21;9;26;15;1;19;18;11;7;6;24;3;2;17;13;10;3;5886191
3;5886191;4;14;20;16;12;23;5;25;22;8;21;9;26;15;1;19;18;11;7;6;24;3;2;17;13;10
5;14;20;16;12;23;4;25;22;8;21;9;26;15;1;19;18;11;7;6;24;3;2;17;13;10;3;5831167
3;5831167;5;14;20;16;12;23;4;25;22;8;21;9;26;15;1;19;18;11;7;6;24;3;2;17;13;10
5;14;20;16;12;23;4;25;22;15;21;9;26;8;1;19;18;11;7;6;24;3;2;17;13;10;3;5871871
3;5871871;5;14;20;16;12;23;4;25;22;15;21;9;26;8;1;19;18;11;7;6;24;3;2;17;13;10
5;14;20;16;12;23;4;25;2;15;21;9;26;8;1;19;18;11;7;6;24;3;22;17;13;10;3;5840703
3;5840703;5;14;20;16;12;23;4;25;2;15;21;9;26;8;1;19;18;11;7;6;24;3;22;17;13;10
5;14;20;16;12;23;4;25;2;15;21;13;26;8;1;19;18;11;7;6;24;3;22;17;9;10;3;5847225
3;5847225;5;14;20;16;12;23;4;25;2;15;21;13;26;8;1;19;18;11;7;6;24;3;22;17;9;10
5;14;20;16;12;23;4;2;25;15;21;13;26;8;1;19;18;11;7;6;24;3;22;17;9;10;3;5846405
3;5846405;5;14;20;16;12;23;4;2;25;15;21;13;26;8;1;19;18;11;7;6;24;3;22;17;9;10
5;14;20;16;12;23;4;2;25;15;21;13;11;8;1;19;18;26;7;6;24;3;22;17;9;10;3;5850311
3;5850311;5;14;20;16;12;23;4;2;25;15;21;13;11;8;1;19;18;26;7;6;24;3;22;17;9;10
19;14;20;16;12;23;4;2;25;15;21;13;11;8;1;5;18;26;7;6;24;3;22;17;9;10;3;5956678
3;5956678;19;14;20;16;12;23;4;2;25;15;21;13;11;8;1;5;18;26;7;6;24;3;22;17;9;10
19;14;20;16;12;23;4;2;25;15;6;13;11;8;1;5;18;26;7;21;24;3;22;17;9;10;3;5992970
3;5992970;19;14;20;16;12;23;4;2;25;15;6;13;11;8;1;5;18;26;7;21;24;3;22;17;9;10
19;14;20;16;12;23;4;2;25;15;6;13;11;8;1;18;5;26;7;21;24;3;22;17;9;10;3;5958351
3;5958351;19;14;20;16;12;23;4;2;25;15;6;13;11;8;1;18;5;26;7;21;24;3;22;17;9;10
19;14;20;16;12;23;4;2;1;15;6;13;11;8;25;18;5;26;7;21;24;3;22;17;9;10;3;5894114
3;5894114;19;14;20;16;12;23;4;2;1;15;6;13;11;8;25;18;5;26;7;21;24;3;22;17;9;10
19;14;15;16;12;23;4;2;1;20;6;13;11;8;25;18;5;26;7;21;24;3;22;17;9;10;3;5917635
3;5917635;19;14;15;16;12;23;4;2;1;20;6;13;11;8;25;18;5;26;7;21;24;3;22;17;9;10
5;14;15;16;12;23;4;2;1;20;6;13;11;8;25;18;19;26;7;21;24;3;22;17;9;10;3;5843580
3;5843580;5;14;15;16;12;23;4;2;1;20;6;13;11;8;25;18;19;26;7;21;24;3;22;17;9;10
5;14;15;16;12;23;25;2;1;20;6;13;11;8;4;18;19;26;7;21;24;3;22;17;9;10;3;5850462
3;5850462;5;14;15;16;12;23;25;2;1;20;6;13;11;8;4;18;19;26;7;21;24;3;22;17;9;10
6;14;15;16;12;23;25;2;1;20;5;13;11;8;4;18;19;26;7;21;24;3;22;17;9;10;3;5755119
3;5755119;6;14;15;16;12;23;25;2;1;20;5;13;11;8;4;18;19;26;7;21;24;3;22;17;9;10
6;14;15;16;12;23;22;2;1;20;5;13;11;8;4;18;19;26;7;21;24;3;25;17;9;10;3;5754137
3;5754137;6;14;15;16;12;23;22;2;1;20;5;13;11;8;4;18;19;26;7;21;24;3;25;17;9;10
6;14;22;16;12;23;15;2;1;20;5;13;11;8;4;18;19;26;7;21;24;3;25;17;9;10;3;5748159
3;5748159;6;14;22;16;12;23;15;2;1;20;5;13;11;8;4;18;19;26;7;21;24;3;25;17;9;10
6;14;1;16;12;23;15;2;22;20;5;13;11;8;4;18;19;26;7;21;24;3;25;17;9;10;3;5804399
3;5804399;6;14;1;16;12;23;15;2;22;20;5;13;11;8;4;18;19;26;7;21;24;3;25;17;9;10
6;14;1;16;12;23;15;2;18;20;5;13;11;8;4;22;19;26;7;21;24;3;25;17;9;10;3;5798849
4;5798849;6;14;1;16;12;23;15;2;18;20;5;13;11;8;4;22;19;26;7;21;24;3;25;17;9;10
6;14;1;16;12;23;15;2;5;20;18;13;11;8;4;22;19;26;7;21;24;3;25;17;9;10;4;5883591
4;5883591;6;14;1;16;12;23;15;2;5;20;18;13;11;8;4;22;19;26;7;21;24;3;25;17;9;10
6;14;11;16;12;23;15;2;5;20;18;13;1;8;4;22;19;26;7;21;24;3;25;17;9;10;4;5846926
4;5846926;6;14;11;16;12;23;15;2;5;20;18;13;1;8;4;22;19;26;7;21;24;3;25;17;9;10
6;14;11;16;12;23;15;2;5;20;18;13;1;8;4;22;19;26;21;7;24;3;25;17;9;10;4;5771464
4;5771464;6;14;11;16;12;23;15;2;5;20;18;13;1;8;4;22;19;26;21;7;24;3;25;17;9;10
6;14;11;16;12;23;15;2;5;20;18;13;1;8;4;22;7;26;21;19;24;3;25;17;9;10;4;5769094
4;5769094;6;14;11;16;12;23;15;2;5;20;18;13;1;8;4;22;7;26;21;19;24;3;25;17;9;10
6;14;11;16;12;23;21;2;5;20;18;13;1;8;4;22;7;26;15;19;24;3;25;17;9;10;4;5763408
4;5763408;6;14;11;16;12;23;21;2;5;20;18;13;1;8;4;22;7;26;15;19;24;3;25;17;9;10
6;14;11;16;8;23;21;2;5;20;18;13;1;12;4;22;7;26;15;19;24;3;25;17;9;10;4;5791704
4;5791704;6;14;11;16;8;23;21;2;5;20;18;13;1;12;4;22;7;26;15;19;24;3;25;17;9;10
6;14;11;16;8;13;21;2;5;20;18;23;1;12;4;22;7;26;15;19;24;3;25;17;9;10;4;5810785
4;5810785;6;14;11;16;8;13;21;2;5;20;18;23;1;12;4;22;7;26;15;19;24;3;25;17;9;10
6;14;11;16;8;13;21;2;23;20;18;5;1;12;4;22;7;26;15;19;24;3;25;17;9;10;4;5768429
4;5768429;6;14;11;16;8;13;21;2;23;20;18;5;1;12;4;22;7;26;15;19;24;3;25;17;9;10
6;14;11;16;8;13;21;2;23;20;18;5;1;12;3;22;7;26;15;19;24;4;25;17;9;10;4;5775354
4;5775354;6;14;11;16;8;13;21;2;23;20;18;5;1;12;3;22;7;26;15;19;24;4;25;17;9;10
6;14;11;16;8;13;21;2;23;20;18;5;26;12;3;22;7;1;15;19;24;4;25;17;9;10;4;5745199
4;5745199;6;14;11;16;8;13;21;2;23;20;18;5;26;12;3;22;7;1;15;19;24;4;25;17;9;10
6;14;11;16;8;13;21;2;23;20;18;5;26;12;17;22;7;1;15;19;24;4;25;3;9;10;4;5814187
4;5814187;6;14;11;16;8;13;21;2;23;20;18;5;26;12;17;22;7;1;15;19;24;4;25;3;9;10
6;14;11;16;8;1;21;2;23;20;18;5;26;12;17;22;7;13;15;19;24;4;25;3;9;10;4;5818892
4;5818892;6;14;11;16;8;1;21;2;23;20;18;5;26;12;17;22;7;13;15;19;24;4;25;3;9;10
6;14;11;16;8;1;21;2;23;20;22;5;26;12;17;18;7;13;15;19;24;4;25;3;9;10;4;5860232
4;5860232;6;14;11;16;8;1;21;2;23;20;22;5;26;12;17;18;7;13;15;19;24;4;25;3;9;10
6;14;1;16;8;11;21;2;23;20;22;5;26;12;17;18;7;13;15;19;24;4;25;3;9;10;4;5876201
4;5876201;6;14;1;16;8;11;21;2;23;20;22;5;26;12;17;18;7;13;15;19;24;4;25;3;9;10
6;14;1;16;8;3;21;2;23;20;22;5;26;12;17;18;7;13;15;19;24;4;25;11;9;10;4;5781944
4;5781944;6;14;1;16;8;3;21;2;23;20;22;5;26;12;17;18;7;13;15;19;24;4;25;11;9;10
6;14;1;16;8;3;21;2;4;20;22;5;26;12;17;18;7;13;15;19;24;23;25;11;9;10;4;5762303
4;5762303;6;14;1;16;8;3;21;2;4;20;22;5;26;12;17;18;7;13;15;19;24;23;25;11;9;10
6;14;1;16;8;3;4;2;21;20;22;5;26;12;17;18;7;13;15;19;24;23;25;11;9;10;4;5772239
4;5772239;6;14;1;16;8;3;4;2;21;20;22;5;26;12;17;18;7;13;15;19;24;23;25;11;9;10
6;14;1;16;8;3;4;2;21;20;22;5;26;12;17;23;7;13;15;19;24;18;25;11;9;10;4;5884181
4;5884181;6;14;1;16;8;3;4;2;21;20;22;5;26;12;17;23;7;13;15;19;24;18;25;11;9;10
6;14;1;16;8;9;4;2;21;20;22;5;26;12;17;23;7;13;15;19;24;18;25;11;3;10;4;5851352
4;5851352;6;14;1;16;8;9;4;2;21;20;22;5;26;12;17;23;7;13;15;19;24;18;25;11;3;10
6;14;1;16;8;9;4;2;21;20;10;5;26;12;17;23;7;13;15;19;24;18;25;11;3;22;4;5857943
5;5857943;6;14;1;16;8;9;4;2;21;20;10;5;26;12;17;23;7;13;15;19;24;18;25;11;3;22
6;8;1;16;14;9;4;2;21;20;10;5;26;12;17;23;7;13;15;19;24;18;25;11;3;22;5;5861000
5;5861000;6;8;1;16;14;9;4;2;21;20;10;5;26;12;17;23;7;13;15;19;24;18;25;11;3;22
24;8;1;16;14;9;4;2;21;20;10;5;26;12;17;23;7;13;15;19;6;18;25;11;3;22;5;5868595
5;5868595;24;8;1;16;14;9;4;2;21;20;10;5;26;12;17;23;7;13;15;19;6;18;25;11;3;22
24;8;1;16;14;22;4;2;21;20;10;5;26;12;17;23;7;13;15;19;6;18;25;11;3;9;5;5884676
5;5884676;24;8;1;16;14;22;4;2;21;20;10;5;26;12;17;23;7;13;15;19;6;18;25;11;3;9
24;8;1;16;14;22;13;2;21;20;10;5;26;12;17;23;7;4;15;19;6;18;25;11;3;9;5;5886548
5;5886548;24;8;1;16;14;22;13;2;21;20;10;5;26;12;17;23;7;4;15;19;6;18;25;11;3;9
24;8;1;2;14;22;13;16;21;20;10;5;26;12;17;23;7;4;15;19;6;18;25;11;3;9;5;5886043
5;5886043;24;8;1;2;14;22;13;16;21;20;10;5;26;12;17;23;7;4;15;19;6;18;25;11;3;9
18;8;1;2;14;22;13;16;21;20;10;5;26;12;17;23;7;4;15;19;6;24;25;11;3;9;5;5829639
5;5829639;18;8;1;2;14;22;13;16;21;20;10;5;26;12;17;23;7;4;15;19;6;24;25;11;3;9
18;8;1;2;14;22;13;16;21;20;10;9;26;12;17;23;7;4;15;19;6;24;25;11;3;5;5;5810639
5;5810639;18;8;1;2;14;22;13;16;21;20;10;9;26;12;17;23;7;4;15;19;6;24;25;11;3;5
18;8;1;2;14;22;13;16;21;20;10;9;26;12;17;5;7;4;15;19;6;24;25;11;3;23;5;5737829
5;5737829;18;8;1;2;14;22;13;16;21;20;10;9;26;12;17;5;7;4;15;19;6;24;25;11;3;23
18;8;1;2;14;22;13;16;21;6;10;9;26;12;17;5;7;4;15;19;20;24;25;11;3;23;5;5830067
5;5830067;18;8;1;2;14;22;13;16;21;6;10;9;26;12;17;5;7;4;15;19;20;24;25;11;3;23
18;8;1;2;14;22;13;16;21;6;10;9;26;12;17;5;7;4;15;11;20;24;25;19;3;23;5;5833376
5;5833376;18;8;1;2;14;22;13;16;21;6;10;9;26;12;17;5;7;4;15;11;20;24;25;19;3;23
18;8;1;2;14;10;13;16;21;6;22;9;26;12;17;5;7;4;15;11;20;24;25;19;3;23;5;5823790
5;5823790;18;8;1;2;14;10;13;16;21;6;22;9;26;12;17;5;7;4;15;11;20;24;25;19;3;23
18;8;1;2;14;10;13;16;21;6;22;9;26;20;17;5;7;4;15;11;12;24;25;19;3;23;5;5766944
5;5766944;18;8;1;2;14;10;13;16;21;6;22;9;26;20;17;5;7;4;15;11;12;24;25;19;3;23
18;8;1;2;14;10;20;16;21;6;22;9;26;13;17;5;7;4;15;11;12;24;25;19;3;23;5;5773565
5;5773565;18;8;1;2;14;10;20;16;21;6;22;9;26;13;17;5;7;4;15;11;12;24;25;19;3;23
18;15;1;2;14;10;20;16;21;6;22;9;26;13;17;5;7;4;8;11;12;24;25;19;3;23;5;5814956
5;5814956;18;15;1;2;14;10;20;16;21;6;22;9;26;13;17;5;7;4;8;11;12;24;25;19;3;23
18;24;1;2;14;10;20;16;21;6;22;9;26;13;17;5;7;4;8;11;12;15;25;19;3;23;5;5825665
5;5825665;18;24;1;2;14;10;20;16;21;6;22;9;26;13;17;5;7;4;8;11;12;15;25;19;3;23
18;24;1;2;14;10;20;16;21;6;22;9;26;13;17;5;7;15;8;11;12;4;25;19;3;23;5;5789326
5;5789326;18;24;1;2;14;10;20;16;21;6;22;9;26;13;17;5;7;15;8;11;12;4;25;19;3;23
18;24;1;2;14;10;20;16;21;6;8;9;26;13;17;5;7;15;22;11;12;4;25;19;3;23;5;5797414
5;5797414;18;24;1;2;14;10;20;16;21;6;8;9;26;13;17;5;7;15;22;11;12;4;25;19;3;23
18;24;1;2;14;10;20;16;21;23;8;9;26;13;17;5;7;15;22;11;12;4;25;19;3;6;5;5804423
5;5804423;18;24;1;2;14;10;20;16;21;23;8;9;26;13;17;5;7;15;22;11;12;4;25;19;3;6
18;24;1;2;14;10;20;16;21;23;8;9;26;13;17;5;7;15;22;11;3;4;25;19;12;6;5;5843259
5;5843259;18;24;1;2;14;10;20;16;21;23;8;9;26;13;17;5;7;15;22;11;3;4;25;19;12;6
18;24;1;2;14;5;20;16;21;23;8;9;26;13;17;10;7;15;22;11;3;4;25;19;12;6;5;5861841
6;5861841;18;24;1;2;14;5;20;16;21;23;8;9;26;13;17;10;7;15;22;11;3;4;25;19;12;6
18;24;1;2;14;5;20;16;21;23;8;9;26;13;3;10;7;15;22;11;17;4;25;19;12;6;6;5843874
6;5843874;18;24;1;2;14;5;20;16;21;23;8;9;26;13;3;10;7;15;22;11;17;4;25;19;12;6
18;24;1;2;14;5;20;16;21;23;8;7;26;13;3;10;9;15;22;11;17;4;25;19;12;6;6;5859749
6;5859749;18;24;1;2;14;5;20;16;21;23;8;7;26;13;3;10;9;15;22;11;17;4;25;19;12;6
18;24;1;2;14;5;3;16;21;23;8;7;26;13;20;10;9;15;22;11;17;4;25;19;12;6;6;5844409
6;5844409;18;24;1;2;14;5;3;16;21;23;8;7;26;13;20;10;9;15;22;11;17;4;25;19;12;6
18;24;1;22;14;5;3;16;21;23;8;7;26;13;20;10;9;15;2;11;17;4;25;19;12;6;6;5842933
6;5842933;18;24;1;22;14;5;3;16;21;23;8;7;26;13;20;10;9;15;2;11;17;4;25;19;12;6
18;24;1;22;14;5;3;16;21;23;8;11;26;13;20;10;9;15;2;7;17;4;25;19;12;6;6;5866811
6;5866811;18;24;1;22;14;5;3;16;21;23;8;11;26;13;20;10;9;15;2;7;17;4;25;19;12;6
18;24;1;12;14;5;3;16;21;23;8;11;26;13;20;10;9;15;2;7;17;4;25;19;22;6;6;5849693
6;5849693;18;24;1;12;14;5;3;16;21;23;8;11;26;13;20;10;9;15;2;7;17;4;25;19;22;6
18;24;1;12;14;5;3;16;21;23;8;11;26;17;20;10;9;15;2;7;13;4;25;19;22;6;6;5865018
6;5865018;18;24;1;12;14;5;3;16;21;23;8;11;26;17;20;10;9;15;2;7;13;4;25;19;22;6
18;24;1;12;14;5;3;16;21;23;8;11;26;17;20;10;9;15;2;7;13;4;25;22;19;6;6;5919846
6;5919846;18;24;1;12;14;5;3;16;21;23;8;11;26;17;20;10;9;15;2;7;13;4;25;22;19;6
18;24;1;12;14;19;3;16;21;23;8;11;26;17;20;10;9;15;2;7;13;4;25;22;5;6;6;5900944
6;5900944;18;24;1;12;14;19;3;16;21;23;8;11;26;17;20;10;9;15;2;7;13;4;25;22;5;6
18;24;1;12;14;19;3;22;21;23;8;11;26;17;20;10;9;15;2;7;13;4;25;16;5;6;6;5924239
6;5924239;18;24;1;12;14;19;3;22;21;23;8;11;26;17;20;10;9;15;2;7;13;4;25;16;5;6
18;8;1;12;14;19;3;22;21;23;24;11;26;17;20;10;9;15;2;7;13;4;25;16;5;6;6;5932228
6;5932228;18;8;1;12;14;19;3;22;21;23;24;11;26;17;20;10;9;15;2;7;13;4;25;16;5;6
18;8;1;12;14;19;3;22;21;23;24;11;15;17;20;10;9;26;2;7;13;4;25;16;5;6;6;5964093
6;5964093;18;8;1;12;14;19;3;22;21;23;24;11;15;17;20;10;9;26;2;7;13;4;25;16;5;6
18;8;1;12;26;19;3;22;21;23;24;11;15;17;20;10;9;14;2;7;13;4;25;16;5;6;6;5887443
6;5887443;18;8;1;12;26;19;3;22;21;23;24;11;15;17;20;10;9;14;2;7;13;4;25;16;5;6
18;8;1;12;26;19;3;22;21;23;24;11;15;17;20;10;9;14;2;7;13;25;4;16;5;6;6;5876160
6;5876160;18;8;1;12;26;19;3;22;21;23;24;11;15;17;20;10;9;14;2;7;13;25;4;16;5;6
18;8;1;12;26;19;6;22;21;23;24;11;15;17;20;10;9;14;2;7;13;25;4;16;5;3;6;5907172
6;5907172;18;8;1;12;26;19;6;22;21;23;24;11;15;17;20;10;9;14;2;7;13;25;4;16;5;3
18;8;1;12;26;19;6;22;21;17;24;11;15;23;20;10;9;14;2;7;13;25;4;16;5;3;6;5897057
6;5897057;18;8;1;12;26;19;6;22;21;17;24;11;15;23;20;10;9;14;2;7;13;25;4;16;5;3
18;8;1;22;26;19;6;12;21;17;24;11;15;23;20;10;9;14;2;7;13;25;4;16;5;3;6;5880611
6;5880611;18;8;1;22;26;19;6;12;21;17;24;11;15;23;20;10;9;14;2;7;13;25;4;16;5;3
18;8;1;2;26;19;6;12;21;17;24;11;15;23;20;10;9;14;22;7;13;25;4;16;5;3;6;5874037
6;5874037;18;8;1;2;26;19;6;12;21;17;24;11;15;23;20;10;9;14;22;7;13;25;4;16;5;3
