"X1";"X6040150";"X17";"X22";"X13";"X15";"X2";"X6";"X8";"X4";"X3";"X12";"X1.1";"X26";"X20";"X11";"X24";"X19";"X16";"X9";"X10";"X7";"X5";"X14";"X21";"X23";"X18";"X25"
2;6083981;25;11;1;20;24;23;6;9;8;3;17;4;7;12;14;19;15;22;10;26;16;2;21;5;18;13
25;11;1;20;24;23;6;9;8;3;17;14;7;12;4;19;15;22;10;26;16;2;21;5;18;13;2;6008922
2;6008922;25;11;1;20;24;23;6;9;8;3;17;14;7;12;4;19;15;22;10;26;16;2;21;5;18;13
25;11;1;20;7;23;6;9;8;3;17;14;24;12;4;19;15;22;10;26;16;2;21;5;18;13;2;6059743
2;6059743;25;11;1;20;7;23;6;9;8;3;17;14;24;12;4;19;15;22;10;26;16;2;21;5;18;13
25;11;1;20;6;23;7;9;8;3;17;14;24;12;4;19;15;22;10;26;16;2;21;5;18;13;2;6008285
2;6008285;25;11;1;20;6;23;7;9;8;3;17;14;24;12;4;19;15;22;10;26;16;2;21;5;18;13
25;11;1;20;6;23;7;9;8;5;17;14;24;12;4;19;15;22;10;26;16;2;21;3;18;13;2;5961959
2;5961959;25;11;1;20;6;23;7;9;8;5;17;14;24;12;4;19;15;22;10;26;16;2;21;3;18;13
25;11;1;13;6;23;7;9;8;5;17;14;24;12;4;19;15;22;10;26;16;2;21;3;18;20;2;6026021
2;6026021;25;11;1;13;6;23;7;9;8;5;17;14;24;12;4;19;15;22;10;26;16;2;21;3;18;20
25;11;1;13;6;23;7;9;8;22;17;14;24;12;4;19;15;5;10;26;16;2;21;3;18;20;2;5928287
2;5928287;25;11;1;13;6;23;7;9;8;22;17;14;24;12;4;19;15;5;10;26;16;2;21;3;18;20
25;11;1;13;6;23;7;15;8;22;17;14;24;12;4;19;9;5;10;26;16;2;21;3;18;20;2;5867702
2;5867702;25;11;1;13;6;23;7;15;8;22;17;14;24;12;4;19;9;5;10;26;16;2;21;3;18;20
25;11;1;13;6;23;7;18;8;22;17;14;24;12;4;19;9;5;10;26;16;2;21;3;15;20;2;5854988
2;5854988;25;11;1;13;6;23;7;18;8;22;17;14;24;12;4;19;9;5;10;26;16;2;21;3;15;20
25;11;4;13;6;23;7;18;8;22;17;14;24;12;1;19;9;5;10;26;16;2;21;3;15;20;2;5860073
2;5860073;25;11;4;13;6;23;7;18;8;22;17;14;24;12;1;19;9;5;10;26;16;2;21;3;15;20
25;11;4;13;6;12;7;18;8;22;17;14;24;23;1;19;9;5;10;26;16;2;21;3;15;20;2;5890902
2;5890902;25;11;4;13;6;12;7;18;8;22;17;14;24;23;1;19;9;5;10;26;16;2;21;3;15;20
25;11;4;1;6;12;7;18;8;22;17;14;24;23;13;19;9;5;10;26;16;2;21;3;15;20;2;5899592
3;5899592;25;11;4;1;6;12;7;18;8;22;17;14;24;23;13;19;9;5;10;26;16;2;21;3;15;20
25;20;4;1;6;12;7;18;8;22;17;14;24;23;13;19;9;5;10;26;16;2;21;3;15;11;3;5827718
3;5827718;25;20;4;1;6;12;7;18;8;22;17;14;24;23;13;19;9;5;10;26;16;2;21;3;15;11
25;20;19;1;6;12;7;18;8;22;17;14;24;23;13;4;9;5;10;26;16;2;21;3;15;11;3;5842530
3;5842530;25;20;19;1;6;12;7;18;8;22;17;14;24;23;13;4;9;5;10;26;16;2;21;3;15;11
25;20;19;1;6;12;7;18;8;22;17;4;24;23;13;14;9;5;10;26;16;2;21;3;15;11;3;5925245
3;5925245;25;20;19;1;6;12;7;18;8;22;17;4;24;23;13;14;9;5;10;26;16;2;21;3;15;11
25;20;19;1;6;12;7;18;8;17;22;4;24;23;13;14;9;5;10;26;16;2;21;3;15;11;3;5912691
3;5912691;25;20;19;1;6;12;7;18;8;17;22;4;24;23;13;14;9;5;10;26;16;2;21;3;15;11
25;20;19;1;6;12;7;18;8;17;22;4;24;23;13;14;9;5;3;26;16;2;21;10;15;11;3;5927683
3;5927683;25;20;19;1;6;12;7;18;8;17;22;4;24;23;13;14;9;5;3;26;16;2;21;10;15;11
10;20;19;1;6;12;7;18;8;17;22;4;24;23;13;14;9;5;3;26;16;2;21;25;15;11;3;5924693
3;5924693;10;20;19;1;6;12;7;18;8;17;22;4;24;23;13;14;9;5;3;26;16;2;21;25;15;11
10;20;19;1;6;12;9;18;8;17;22;4;24;23;13;14;7;5;3;26;16;2;21;25;15;11;3;5972020
3;5972020;10;20;19;1;6;12;9;18;8;17;22;4;24;23;13;14;7;5;3;26;16;2;21;25;15;11
10;20;19;1;6;12;9;18;8;17;22;4;2;23;13;14;7;5;3;26;16;24;21;25;15;11;3;5959556
3;5959556;10;20;19;1;6;12;9;18;8;17;22;4;2;23;13;14;7;5;3;26;16;24;21;25;15;11
10;20;19;1;6;12;9;18;8;17;22;4;2;13;23;14;7;5;3;26;16;24;21;25;15;11;3;5961512
3;5961512;10;20;19;1;6;12;9;18;8;17;22;4;2;13;23;14;7;5;3;26;16;24;21;25;15;11
10;20;7;1;6;12;9;18;8;17;22;4;2;13;23;14;19;5;3;26;16;24;21;25;15;11;3;5943437
3;5943437;10;20;7;1;6;12;9;18;8;17;22;4;2;13;23;14;19;5;3;26;16;24;21;25;15;11
10;20;7;1;6;12;9;18;8;17;22;4;2;21;23;14;19;5;3;26;16;24;13;25;15;11;3;5912260
3;5912260;10;20;7;1;6;12;9;18;8;17;22;4;2;21;23;14;19;5;3;26;16;24;13;25;15;11
10;20;7;1;6;12;9;18;8;17;22;4;2;21;23;14;19;13;3;26;16;24;5;25;15;11;3;5932366
3;5932366;10;20;7;1;6;12;9;18;8;17;22;4;2;21;23;14;19;13;3;26;16;24;5;25;15;11
10;20;7;1;6;12;9;18;8;17;22;4;2;21;23;14;19;13;3;5;16;24;26;25;15;11;3;5930480
3;5930480;10;20;7;1;6;12;9;18;8;17;22;4;2;21;23;14;19;13;3;5;16;24;26;25;15;11
10;20;7;1;6;12;9;18;8;17;24;4;2;21;23;14;19;13;3;5;16;22;26;25;15;11;3;5931558
3;5931558;10;20;7;1;6;12;9;18;8;17;24;4;2;21;23;14;19;13;3;5;16;22;26;25;15;11
10;20;7;1;6;19;9;18;8;17;24;4;2;21;23;14;12;13;3;5;16;22;26;25;15;11;3;5925483
3;5925483;10;20;7;1;6;19;9;18;8;17;24;4;2;21;23;14;12;13;3;5;16;22;26;25;15;11
10;20;7;1;6;19;9;18;8;17;24;4;2;21;23;14;5;13;3;12;16;22;26;25;15;11;3;5962370
3;5962370;10;20;7;1;6;19;9;18;8;17;24;4;2;21;23;14;5;13;3;12;16;22;26;25;15;11
10;20;7;1;6;11;9;18;8;17;24;4;2;21;23;14;5;13;3;12;16;22;26;25;15;19;3;5993223
3;5993223;10;20;7;1;6;11;9;18;8;17;24;4;2;21;23;14;5;13;3;12;16;22;26;25;15;19
10;20;7;1;6;11;9;18;8;17;24;4;2;21;23;14;5;12;3;13;16;22;26;25;15;19;3;5984621
3;5984621;10;20;7;1;6;11;9;18;8;17;24;4;2;21;23;14;5;12;3;13;16;22;26;25;15;19
10;20;7;1;24;11;9;18;8;17;6;4;2;21;23;14;5;12;3;13;16;22;26;25;15;19;3;5975720
3;5975720;10;20;7;1;24;11;9;18;8;17;6;4;2;21;23;14;5;12;3;13;16;22;26;25;15;19
10;19;7;1;24;11;9;18;8;17;6;4;2;21;23;14;5;12;3;13;16;22;26;25;15;20;3;5997171
4;5997171;10;19;7;1;24;11;9;18;8;17;6;4;2;21;23;14;5;12;3;13;16;22;26;25;15;20
10;19;7;1;6;11;9;18;8;17;24;4;2;21;23;14;5;12;3;13;16;22;26;25;15;20;4;6006293
4;6006293;10;19;7;1;6;11;9;18;8;17;24;4;2;21;23;14;5;12;3;13;16;22;26;25;15;20
10;19;7;1;6;11;9;18;8;17;24;4;2;21;23;12;5;14;3;13;16;22;26;25;15;20;4;5914046
4;5914046;10;19;7;1;6;11;9;18;8;17;24;4;2;21;23;12;5;14;3;13;16;22;26;25;15;20
10;19;7;1;6;11;9;18;8;17;24;4;2;21;5;12;23;14;3;13;16;22;26;25;15;20;4;5877382
4;5877382;10;19;7;1;6;11;9;18;8;17;24;4;2;21;5;12;23;14;3;13;16;22;26;25;15;20
10;19;7;1;6;11;9;18;8;17;2;4;24;21;5;12;23;14;3;13;16;22;26;25;15;20;4;5877782
4;5877782;10;19;7;1;6;11;9;18;8;17;2;4;24;21;5;12;23;14;3;13;16;22;26;25;15;20
10;19;7;1;6;11;9;18;8;22;2;4;24;21;5;12;23;14;3;13;16;17;26;25;15;20;4;5881838
4;5881838;10;19;7;1;6;11;9;18;8;22;2;4;24;21;5;12;23;14;3;13;16;17;26;25;15;20
10;19;7;1;6;11;9;18;8;22;2;4;24;21;5;15;23;14;3;13;16;17;26;25;12;20;4;5890614
4;5890614;10;19;7;1;6;11;9;18;8;22;2;4;24;21;5;15;23;14;3;13;16;17;26;25;12;20
10;19;7;1;6;11;9;18;8;22;2;4;25;21;5;15;23;14;3;13;16;17;26;24;12;20;4;5891088
4;5891088;10;19;7;1;6;11;9;18;8;22;2;4;25;21;5;15;23;14;3;13;16;17;26;24;12;20
10;19;25;1;6;11;9;18;8;22;2;4;7;21;5;15;23;14;3;13;16;17;26;24;12;20;4;5878606
4;5878606;10;19;25;1;6;11;9;18;8;22;2;4;7;21;5;15;23;14;3;13;16;17;26;24;12;20
10;19;25;1;6;11;9;18;8;22;2;4;7;21;5;15;23;14;3;13;16;17;26;12;24;20;4;5894832
4;5894832;10;19;25;1;6;11;9;18;8;22;2;4;7;21;5;15;23;14;3;13;16;17;26;12;24;20
10;19;25;1;6;11;9;18;8;3;2;4;7;21;5;15;23;14;22;13;16;17;26;12;24;20;4;5910563
4;5910563;10;19;25;1;6;11;9;18;8;3;2;4;7;21;5;15;23;14;22;13;16;17;26;12;24;20
10;19;25;1;12;11;9;18;8;3;2;4;7;21;5;15;23;14;22;13;16;17;26;6;24;20;4;5892904
4;5892904;10;19;25;1;12;11;9;18;8;3;2;4;7;21;5;15;23;14;22;13;16;17;26;6;24;20
10;19;6;1;12;11;9;18;8;3;2;4;7;21;5;15;23;14;22;13;16;17;26;25;24;20;4;5879930
4;5879930;10;19;6;1;12;11;9;18;8;3;2;4;7;21;5;15;23;14;22;13;16;17;26;25;24;20
10;19;6;1;12;11;9;18;8;3;2;4;7;17;5;15;23;14;22;13;16;21;26;25;24;20;4;5913358
4;5913358;10;19;6;1;12;11;9;18;8;3;2;4;7;17;5;15;23;14;22;13;16;21;26;25;24;20
10;19;21;1;12;11;9;18;8;3;2;4;7;17;5;15;23;14;22;13;16;6;26;25;24;20;4;5898413
4;5898413;10;19;21;1;12;11;9;18;8;3;2;4;7;17;5;15;23;14;22;13;16;6;26;25;24;20
10;19;21;1;12;11;9;18;8;3;2;4;7;17;5;15;23;14;25;13;16;6;26;22;24;20;4;5898519
4;5898519;10;19;21;1;12;11;9;18;8;3;2;4;7;17;5;15;23;14;25;13;16;6;26;22;24;20
10;19;21;1;12;11;9;18;8;3;5;4;7;17;2;15;23;14;25;13;16;6;26;22;24;20;4;5788714
4;5788714;10;19;21;1;12;11;9;18;8;3;5;4;7;17;2;15;23;14;25;13;16;6;26;22;24;20
10;19;21;1;12;11;9;18;8;3;5;4;7;17;2;15;23;14;25;13;16;6;22;26;24;20;4;5788714
4;5788714;10;19;21;1;12;11;9;18;8;3;5;4;7;17;2;15;23;14;25;13;16;6;22;26;24;20
10;19;21;22;12;11;9;18;8;3;5;4;7;17;2;15;23;14;25;13;16;6;1;26;24;20;4;5822664
4;5822664;10;19;21;22;12;11;9;18;8;3;5;4;7;17;2;15;23;14;25;13;16;6;1;26;24;20
10;19;21;22;12;11;9;18;8;3;5;4;26;17;2;15;23;14;25;13;16;6;1;7;24;20;4;5837885
4;5837885;10;19;21;22;12;11;9;18;8;3;5;4;26;17;2;15;23;14;25;13;16;6;1;7;24;20
10;19;21;22;12;11;9;18;8;3;5;4;26;17;2;15;14;23;25;13;16;6;1;7;24;20;4;5885356
5;5885356;10;19;21;22;12;11;9;18;8;3;5;4;26;17;2;15;14;23;25;13;16;6;1;7;24;20
8;19;21;22;12;11;9;18;10;3;5;4;26;17;2;15;14;23;25;13;16;6;1;7;24;20;5;5866180
5;5866180;8;19;21;22;12;11;9;18;10;3;5;4;26;17;2;15;14;23;25;13;16;6;1;7;24;20
8;19;21;22;12;11;9;18;10;3;5;4;6;17;2;15;14;23;25;13;16;26;1;7;24;20;5;5863818
5;5863818;8;19;21;22;12;11;9;18;10;3;5;4;6;17;2;15;14;23;25;13;16;26;1;7;24;20
8;19;21;22;12;11;9;18;10;3;5;4;17;6;2;15;14;23;25;13;16;26;1;7;24;20;5;5858646
5;5858646;8;19;21;22;12;11;9;18;10;3;5;4;17;6;2;15;14;23;25;13;16;26;1;7;24;20
8;19;21;22;10;11;9;18;12;3;5;4;17;6;2;15;14;23;25;13;16;26;1;7;24;20;5;5829170
5;5829170;8;19;21;22;10;11;9;18;12;3;5;4;17;6;2;15;14;23;25;13;16;26;1;7;24;20
8;19;21;22;18;11;9;10;12;3;5;4;17;6;2;15;14;23;25;13;16;26;1;7;24;20;5;5930955
5;5930955;8;19;21;22;18;11;9;10;12;3;5;4;17;6;2;15;14;23;25;13;16;26;1;7;24;20
4;19;21;22;18;11;9;10;12;3;5;8;17;6;2;15;14;23;25;13;16;26;1;7;24;20;5;5958913
5;5958913;4;19;21;22;18;11;9;10;12;3;5;8;17;6;2;15;14;23;25;13;16;26;1;7;24;20
4;19;21;22;18;11;24;10;12;3;5;8;17;6;2;15;14;23;25;13;16;26;1;7;9;20;5;5928869
5;5928869;4;19;21;22;18;11;24;10;12;3;5;8;17;6;2;15;14;23;25;13;16;26;1;7;9;20
4;5;21;22;18;11;24;10;12;3;19;8;17;6;2;15;14;23;25;13;16;26;1;7;9;20;5;5984075
5;5984075;4;5;21;22;18;11;24;10;12;3;19;8;17;6;2;15;14;23;25;13;16;26;1;7;9;20
4;5;21;22;12;11;24;10;18;3;19;8;17;6;2;15;14;23;25;13;16;26;1;7;9;20;5;5902671
5;5902671;4;5;21;22;12;11;24;10;18;3;19;8;17;6;2;15;14;23;25;13;16;26;1;7;9;20
4;5;21;22;12;11;24;10;18;3;19;8;2;6;17;15;14;23;25;13;16;26;1;7;9;20;5;5891411
5;5891411;4;5;21;22;12;11;24;10;18;3;19;8;2;6;17;15;14;23;25;13;16;26;1;7;9;20
4;5;21;22;12;11;24;10;18;3;19;8;2;6;17;15;14;23;25;13;16;1;26;7;9;20;5;5886317
5;5886317;4;5;21;22;12;11;24;10;18;3;19;8;2;6;17;15;14;23;25;13;16;1;26;7;9;20
4;5;21;22;12;11;24;10;18;3;19;8;2;6;17;7;14;23;25;13;16;1;26;15;9;20;5;5884349
5;5884349;4;5;21;22;12;11;24;10;18;3;19;8;2;6;17;7;14;23;25;13;16;1;26;15;9;20
4;5;21;22;12;11;24;19;18;3;10;8;2;6;17;7;14;23;25;13;16;1;26;15;9;20;5;5948191
5;5948191;4;5;21;22;12;11;24;19;18;3;10;8;2;6;17;7;14;23;25;13;16;1;26;15;9;20
4;5;21;22;12;11;24;19;18;3;10;8;2;14;17;7;6;23;25;13;16;1;26;15;9;20;5;5934765
5;5934765;4;5;21;22;12;11;24;19;18;3;10;8;2;14;17;7;6;23;25;13;16;1;26;15;9;20
4;5;21;22;12;11;24;19;18;3;10;8;2;14;17;20;6;23;25;13;16;1;26;15;9;7;5;5921079
5;5921079;4;5;21;22;12;11;24;19;18;3;10;8;2;14;17;20;6;23;25;13;16;1;26;15;9;7
4;5;21;22;12;11;19;24;18;3;10;8;2;14;17;20;6;23;25;13;16;1;26;15;9;7;5;5963193
5;5963193;4;5;21;22;12;11;19;24;18;3;10;8;2;14;17;20;6;23;25;13;16;1;26;15;9;7
4;5;21;22;12;11;19;24;6;3;10;8;2;14;17;20;18;23;25;13;16;1;26;15;9;7;5;5963316
5;5963316;4;5;21;22;12;11;19;24;6;3;10;8;2;14;17;20;18;23;25;13;16;1;26;15;9;7
26;5;21;22;12;11;19;24;6;3;10;8;2;14;17;20;18;23;25;13;16;1;4;15;9;7;5;5973133
5;5973133;26;5;21;22;12;11;19;24;6;3;10;8;2;14;17;20;18;23;25;13;16;1;4;15;9;7
26;5;21;22;12;11;19;2;6;3;10;8;24;14;17;20;18;23;25;13;16;1;4;15;9;7;5;5953410
5;5953410;26;5;21;22;12;11;19;2;6;3;10;8;24;14;17;20;18;23;25;13;16;1;4;15;9;7
26;5;21;22;12;11;19;9;6;3;10;8;24;14;17;20;18;23;25;13;16;1;4;15;2;7;5;5910601
6;5910601;26;5;21;22;12;11;19;9;6;3;10;8;24;14;17;20;18;23;25;13;16;1;4;15;2;7
26;5;21;22;12;11;19;25;6;3;10;8;24;14;17;20;18;23;9;13;16;1;4;15;2;7;6;5877047
6;5877047;26;5;21;22;12;11;19;25;6;3;10;8;24;14;17;20;18;23;9;13;16;1;4;15;2;7
26;5;21;24;12;11;19;25;6;3;10;8;22;14;17;20;18;23;9;13;16;1;4;15;2;7;6;5869959
6;5869959;26;5;21;24;12;11;19;25;6;3;10;8;22;14;17;20;18;23;9;13;16;1;4;15;2;7
26;5;21;24;12;11;19;25;6;3;10;8;22;14;17;20;18;23;9;15;16;1;4;13;2;7;6;5856409
6;5856409;26;5;21;24;12;11;19;25;6;3;10;8;22;14;17;20;18;23;9;15;16;1;4;13;2;7
26;5;21;24;12;11;19;25;6;3;10;8;17;14;22;20;18;23;9;15;16;1;4;13;2;7;6;5857533
6;5857533;26;5;21;24;12;11;19;25;6;3;10;8;17;14;22;20;18;23;9;15;16;1;4;13;2;7
26;5;21;1;12;11;19;25;6;3;10;8;17;14;22;20;18;23;9;15;16;24;4;13;2;7;6;5864908
6;5864908;26;5;21;1;12;11;19;25;6;3;10;8;17;14;22;20;18;23;9;15;16;24;4;13;2;7
26;5;6;1;12;11;19;25;21;3;10;8;17;14;22;20;18;23;9;15;16;24;4;13;2;7;6;5857494
6;5857494;26;5;6;1;12;11;19;25;21;3;10;8;17;14;22;20;18;23;9;15;16;24;4;13;2;7
26;5;6;1;12;11;18;25;21;3;10;8;17;14;22;20;19;23;9;15;16;24;4;13;2;7;6;5846891
6;5846891;26;5;6;1;12;11;18;25;21;3;10;8;17;14;22;20;19;23;9;15;16;24;4;13;2;7
13;5;6;1;12;11;18;25;21;3;10;8;17;14;22;20;19;23;9;15;16;24;4;26;2;7;6;5832609
6;5832609;13;5;6;1;12;11;18;25;21;3;10;8;17;14;22;20;19;23;9;15;16;24;4;26;2;7
13;5;2;1;12;11;18;25;21;3;10;8;17;14;22;20;19;23;9;15;16;24;4;26;6;7;6;5852939
6;5852939;13;5;2;1;12;11;18;25;21;3;10;8;17;14;22;20;19;23;9;15;16;24;4;26;6;7
13;5;2;1;8;11;18;25;21;3;10;12;17;14;22;20;19;23;9;15;16;24;4;26;6;7;6;5840130
6;5840130;13;5;2;1;8;11;18;25;21;3;10;12;17;14;22;20;19;23;9;15;16;24;4;26;6;7
13;5;2;1;8;11;18;25;21;4;10;12;17;14;22;20;19;23;9;15;16;24;3;26;6;7;6;5838667
6;5838667;13;5;2;1;8;11;18;25;21;4;10;12;17;14;22;20;19;23;9;15;16;24;3;26;6;7
13;5;2;1;8;11;18;25;21;4;10;12;23;14;22;20;19;17;9;15;16;24;3;26;6;7;6;5852900
6;5852900;13;5;2;1;8;11;18;25;21;4;10;12;23;14;22;20;19;17;9;15;16;24;3;26;6;7
13;5;2;1;8;11;18;25;21;7;10;12;23;14;22;20;19;17;9;15;16;24;3;26;6;4;6;5848898
6;5848898;13;5;2;1;8;11;18;25;21;7;10;12;23;14;22;20;19;17;9;15;16;24;3;26;6;4
13;5;2;1;23;11;18;25;21;7;10;12;8;14;22;20;19;17;9;15;16;24;3;26;6;4;6;5744157
6;5744157;13;5;2;1;23;11;18;25;21;7;10;12;8;14;22;20;19;17;9;15;16;24;3;26;6;4
6;5;2;1;23;11;18;25;21;7;10;12;8;14;22;20;19;17;9;15;16;24;3;26;13;4;6;5721943
6;5721943;6;5;2;1;23;11;18;25;21;7;10;12;8;14;22;20;19;17;9;15;16;24;3;26;13;4
6;5;2;11;23;1;18;25;21;7;10;12;8;14;22;20;19;17;9;15;16;24;3;26;13;4;6;5758294
6;5758294;6;5;2;11;23;1;18;25;21;7;10;12;8;14;22;20;19;17;9;15;16;24;3;26;13;4
6;5;2;11;23;1;18;25;21;7;10;12;8;14;22;20;17;19;9;15;16;24;3;26;13;4;6;5734580
6;5734580;6;5;2;11;23;1;18;25;21;7;10;12;8;14;22;20;17;19;9;15;16;24;3;26;13;4
6;5;2;11;23;1;18;19;21;7;10;12;8;14;22;20;17;25;9;15;16;24;3;26;13;4;6;5774246
6;5774246;6;5;2;11;23;1;18;19;21;7;10;12;8;14;22;20;17;25;9;15;16;24;3;26;13;4
