"X1";"X52832";"X6";"X1.1";"X10";"X8";"X4";"X12";"X5";"X9";"X11";"X7";"X2";"X3"
7;51512;5;1;9;12;3;4;11;6;2;7;10;8
12;1;9;5;3;4;11;6;2;7;10;8;7;61690
7;61690;12;1;9;5;3;4;11;6;2;7;10;8
12;9;1;5;3;4;11;6;2;7;10;8;7;55158
7;55158;12;9;1;5;3;4;11;6;2;7;10;8
12;9;1;5;3;4;11;6;2;7;8;10;7;51802
7;51802;12;9;1;5;3;4;11;6;2;7;8;10
12;9;10;5;3;4;11;6;2;7;8;1;7;52146
7;52146;12;9;10;5;3;4;11;6;2;7;8;1
12;9;11;5;3;4;10;6;2;7;8;1;7;49058
7;49058;12;9;11;5;3;4;10;6;2;7;8;1
12;10;11;5;3;4;9;6;2;7;8;1;7;58922
7;49058;12;9;11;5;3;4;10;6;2;7;8;1
12;9;3;5;11;4;10;6;2;7;8;1;7;48724
7;48724;12;9;3;5;11;4;10;6;2;7;8;1
12;9;3;1;11;4;10;6;2;7;8;5;7;49302
7;49302;12;9;3;1;11;4;10;6;2;7;8;5
12;9;3;1;5;4;10;6;2;7;8;11;7;58064
7;58064;12;9;3;1;5;4;10;6;2;7;8;11
12;9;3;1;5;4;10;6;7;2;8;11;7;52782
8;52782;12;9;3;1;5;4;10;6;7;2;8;11
12;9;11;1;5;4;10;6;7;2;8;3;8;48802
8;48802;12;9;11;1;5;4;10;6;7;2;8;3
12;9;11;1;6;4;10;5;7;2;8;3;8;51494
8;51494;12;9;11;1;6;4;10;5;7;2;8;3
12;9;11;1;6;2;10;5;7;4;8;3;8;47838
8;47838;12;9;11;1;6;2;10;5;7;4;8;3
12;9;11;1;6;2;10;5;7;4;3;8;8;47794
8;47794;12;9;11;1;6;2;10;5;7;4;3;8
12;9;11;2;6;1;10;5;7;4;3;8;8;52782
8;52782;12;9;11;2;6;1;10;5;7;4;3;8
12;9;11;2;1;6;10;5;7;4;3;8;8;50986
8;50986;12;9;11;2;1;6;10;5;7;4;3;8
12;9;6;2;1;11;10;5;7;4;3;8;8;52458
8;52458;12;9;6;2;1;11;10;5;7;4;3;8
8;9;6;2;1;11;10;5;7;4;3;12;8;54874
8;54874;8;9;6;2;1;11;10;5;7;4;3;12
8;9;6;2;1;11;10;5;4;7;3;12;8;32304
8;32304;8;9;6;2;1;11;10;5;4;7;3;12
8;9;6;5;1;11;10;2;4;7;3;12;8;34658
8;34658;8;9;6;5;1;11;10;2;4;7;3;12
8;2;6;5;1;11;10;9;4;7;3;12;8;48138
8;34658;8;9;6;5;1;11;10;2;4;7;3;12
8;9;6;5;1;11;10;2;4;7;12;3;8;39924
8;39924;8;9;6;5;1;11;10;2;4;7;12;3
8;9;6;5;1;11;10;2;7;4;12;3;8;35338
8;35338;8;9;6;5;1;11;10;2;7;4;12;3
8;9;6;5;1;11;10;2;12;4;7;3;8;35262
8;35262;8;9;6;5;1;11;10;2;12;4;7;3
8;9;11;5;1;6;10;2;12;4;7;3;8;35822
8;35822;8;9;11;5;1;6;10;2;12;4;7;3
1;9;11;5;8;6;10;2;12;4;7;3;8;44122
8;44122;1;9;11;5;8;6;10;2;12;4;7;3
1;9;11;5;8;6;12;2;10;4;7;3;8;39950
8;39950;1;9;11;5;8;6;12;2;10;4;7;3
3;9;11;5;8;6;12;2;10;4;7;1;8;39178
8;39178;3;9;11;5;8;6;12;2;10;4;7;1
3;9;11;5;8;6;4;2;10;12;7;1;8;47076
8;47076;3;9;11;5;8;6;4;2;10;12;7;1
3;9;11;5;8;4;6;2;10;12;7;1;8;43352
9;43352;3;9;11;5;8;4;6;2;10;12;7;1
3;9;11;5;8;4;12;2;10;6;7;1;9;46810
9;43352;3;9;11;5;8;4;6;2;10;12;7;1
3;9;11;5;8;7;6;2;10;12;4;1;9;45072
9;45072;3;9;11;5;8;7;6;2;10;12;4;1
3;9;11;2;8;7;6;5;10;12;4;1;9;53282
9;53282;3;9;11;2;8;7;6;5;10;12;4;1
6;9;11;2;8;7;3;5;10;12;4;1;9;47794
9;47794;6;9;11;2;8;7;3;5;10;12;4;1
6;9;11;2;8;7;3;5;10;4;12;1;9;48156
9;48156;6;9;11;2;8;7;3;5;10;4;12;1
6;9;11;2;8;7;3;4;10;5;12;1;9;52614
9;52614;6;9;11;2;8;7;3;4;10;5;12;1
6;9;11;2;8;3;7;4;10;5;12;1;9;58802
9;58802;6;9;11;2;8;3;7;4;10;5;12;1
6;9;8;2;11;3;7;4;10;5;12;1;9;55680
9;55680;6;9;8;2;11;3;7;4;10;5;12;1
6;9;8;10;11;3;7;4;2;5;12;1;9;52620
9;52620;6;9;8;10;11;3;7;4;2;5;12;1
7;9;8;10;11;3;6;4;2;5;12;1;9;54022
9;54022;7;9;8;10;11;3;6;4;2;5;12;1
7;9;8;10;11;3;6;12;2;5;4;1;9;51980
9;51980;7;9;8;10;11;3;6;12;2;5;4;1
7;9;8;10;11;3;1;12;2;5;4;6;9;51258
9;51258;7;9;8;10;11;3;1;12;2;5;4;6
2;9;8;10;11;3;1;12;7;5;4;6;9;55262
9;55262;2;9;8;10;11;3;1;12;7;5;4;6
2;9;11;10;8;3;1;12;7;5;4;6;9;53836
9;53836;2;9;11;10;8;3;1;12;7;5;4;6
2;9;11;12;8;3;1;10;7;5;4;6;9;43612
9;43612;2;9;11;12;8;3;1;10;7;5;4;6
2;9;11;12;8;1;3;10;7;5;4;6;9;45690
9;45690;2;9;11;12;8;1;3;10;7;5;4;6
2;9;11;1;8;12;3;10;7;5;4;6;9;37650
9;37650;2;9;11;1;8;12;3;10;7;5;4;6
2;9;11;1;8;12;4;10;7;5;3;6;9;39074
9;39074;2;9;11;1;8;12;4;10;7;5;3;6
2;9;11;1;8;12;6;10;7;5;3;4;9;37684
9;37684;2;9;11;1;8;12;6;10;7;5;3;4
2;9;11;1;5;12;6;10;7;8;3;4;9;34026
10;34026;2;9;11;1;5;12;6;10;7;8;3;4
2;9;11;1;5;12;8;10;7;6;3;4;10;40798
10;40798;2;9;11;1;5;12;8;10;7;6;3;4
10;9;11;1;5;12;8;2;7;6;3;4;10;39656
10;39656;10;9;11;1;5;12;8;2;7;6;3;4
10;9;1;11;5;12;8;2;7;6;3;4;10;40646
10;40646;10;9;1;11;5;12;8;2;7;6;3;4
10;2;1;11;5;12;8;9;7;6;3;4;10;35110
10;35110;10;2;1;11;5;12;8;9;7;6;3;4
10;2;1;11;5;6;8;9;7;12;3;4;10;43542
10;43542;10;2;1;11;5;6;8;9;7;12;3;4
10;2;1;12;5;6;8;9;7;11;3;4;10;44172
10;44172;10;2;1;12;5;6;8;9;7;11;3;4
10;2;1;12;5;6;8;11;7;9;3;4;10;40822
10;40822;10;2;1;12;5;6;8;11;7;9;3;4
10;9;1;12;5;6;8;11;7;2;3;4;10;48434
10;40822;10;2;1;12;5;6;8;11;7;9;3;4
10;2;6;12;5;1;8;11;7;9;3;4;10;37136
10;37136;10;2;6;12;5;1;8;11;7;9;3;4
1;2;6;12;5;10;8;11;7;9;3;4;10;41580
10;41580;1;2;6;12;5;10;8;11;7;9;3;4
1;2;6;12;11;10;8;5;7;9;3;4;10;49614
10;41580;1;2;6;12;5;10;8;11;7;9;3;4
1;2;6;10;5;12;8;11;7;9;3;4;10;36636
10;36636;1;2;6;10;5;12;8;11;7;9;3;4
1;2;5;10;6;12;8;11;7;9;3;4;10;36302
10;36302;1;2;5;10;6;12;8;11;7;9;3;4
10;2;5;1;6;12;8;11;7;9;3;4;10;35334
10;35334;10;2;5;1;6;12;8;11;7;9;3;4
10;2;5;7;6;12;8;11;1;9;3;4;10;34942
10;34942;10;2;5;7;6;12;8;11;1;9;3;4
10;2;5;7;6;1;8;11;12;9;3;4;10;35464
10;35464;10;2;5;7;6;1;8;11;12;9;3;4
10;2;5;7;6;11;8;1;12;9;3;4;10;52286
10;52286;10;2;5;7;6;11;8;1;12;9;3;4
10;12;5;7;6;11;8;1;2;9;3;4;10;49812
10;49812;10;12;5;7;6;11;8;1;2;9;3;4
10;12;5;7;2;11;8;1;6;9;3;4;10;50186
10;50186;10;12;5;7;2;11;8;1;6;9;3;4
10;12;5;7;2;11;8;4;6;9;3;1;10;46318
11;46318;10;12;5;7;2;11;8;4;6;9;3;1
10;12;5;9;2;11;8;4;6;7;3;1;11;45304
11;45304;10;12;5;9;2;11;8;4;6;7;3;1
10;12;5;9;2;11;8;6;4;7;3;1;11;49704
11;49704;10;12;5;9;2;11;8;6;4;7;3;1
10;12;5;9;2;6;8;11;4;7;3;1;11;42840
11;42840;10;12;5;9;2;6;8;11;4;7;3;1
10;12;5;9;2;11;8;6;4;7;3;1;11;49704
11;49704;10;12;5;9;2;11;8;6;4;7;3;1
10;12;5;9;2;11;8;6;4;1;3;7;11;45096
11;45096;10;12;5;9;2;11;8;6;4;1;3;7
10;12;9;5;2;11;8;6;4;1;3;7;11;43796
11;43796;10;12;9;5;2;11;8;6;4;1;3;7
9;12;10;5;2;11;8;6;4;1;3;7;11;35090
11;35090;9;12;10;5;2;11;8;6;4;1;3;7
9;12;10;5;2;11;8;6;3;1;4;7;11;35062
11;35062;9;12;10;5;2;11;8;6;3;1;4;7
9;12;10;5;2;11;4;6;3;1;8;7;11;39544
11;39544;9;12;10;5;2;11;4;6;3;1;8;7
9;12;10;1;2;11;4;6;3;5;8;7;11;37850
11;37850;9;12;10;1;2;11;4;6;3;5;8;7
5;12;10;1;2;11;4;6;3;9;8;7;11;45668
11;45668;5;12;10;1;2;11;4;6;3;9;8;7
5;12;3;1;2;11;4;6;10;9;8;7;11;42420
11;42420;5;12;3;1;2;11;4;6;10;9;8;7
5;12;11;1;2;3;4;6;10;9;8;7;11;49562
11;49562;5;12;11;1;2;3;4;6;10;9;8;7
5;12;6;1;2;3;4;11;10;9;8;7;11;48022
11;48022;5;12;6;1;2;3;4;11;10;9;8;7
5;12;6;1;2;3;11;4;10;9;8;7;11;47398
11;47398;5;12;6;1;2;3;11;4;10;9;8;7
5;12;6;1;2;3;9;4;10;11;8;7;11;56880
11;56880;5;12;6;1;2;3;9;4;10;11;8;7
5;12;6;1;2;11;9;4;10;3;8;7;11;40102
11;40102;5;12;6;1;2;11;9;4;10;3;8;7
5;12;6;1;7;11;9;4;10;3;8;2;11;33902
11;33902;5;12;6;1;7;11;9;4;10;3;8;2
10;12;6;1;7;11;9;4;5;3;8;2;11;34942
11;34942;10;12;6;1;7;11;9;4;5;3;8;2
10;12;6;1;7;11;9;4;5;8;3;2;11;37858
12;37858;10;12;6;1;7;11;9;4;5;8;3;2
10;12;6;7;1;11;9;4;5;8;3;2;12;38098
12;38098;10;12;6;7;1;11;9;4;5;8;3;2
5;12;6;7;1;11;9;4;10;8;3;2;12;42922
12;42922;5;12;6;7;1;11;9;4;10;8;3;2
5;12;8;7;1;11;9;4;10;6;3;2;12;36574
12;36574;5;12;8;7;1;11;9;4;10;6;3;2
5;6;8;7;1;11;9;4;10;12;3;2;12;43634
12;43634;5;6;8;7;1;11;9;4;10;12;3;2
5;4;8;7;1;11;9;6;10;12;3;2;12;51510
12;51510;5;4;8;7;1;11;9;6;10;12;3;2
6;4;8;7;1;11;9;5;10;12;3;2;12;49986
12;49986;6;4;8;7;1;11;9;5;10;12;3;2
6;4;8;3;1;11;9;5;10;12;7;2;12;47132
12;47132;6;4;8;3;1;11;9;5;10;12;7;2
3;4;8;6;1;11;9;5;10;12;7;2;12;47424
12;47424;3;4;8;6;1;11;9;5;10;12;7;2
4;3;8;6;1;11;9;5;10;12;7;2;12;38122
12;38122;4;3;8;6;1;11;9;5;10;12;7;2
7;3;8;6;1;11;9;5;10;12;4;2;12;50190
12;50190;7;3;8;6;1;11;9;5;10;12;4;2
7;3;8;6;1;11;9;5;2;12;4;10;12;53154
12;53154;7;3;8;6;1;11;9;5;2;12;4;10
8;3;7;6;1;11;9;5;2;12;4;10;12;53622
12;53622;8;3;7;6;1;11;9;5;2;12;4;10
8;3;1;6;7;11;9;5;2;12;4;10;12;60872
12;60872;8;3;1;6;7;11;9;5;2;12;4;10
8;6;1;3;7;11;9;5;2;12;4;10;12;49894
12;49894;8;6;1;3;7;11;9;5;2;12;4;10
1;6;8;3;7;11;9;5;2;12;4;10;12;43258
12;43258;1;6;8;3;7;11;9;5;2;12;4;10
1;6;8;11;7;3;9;5;2;12;4;10;12;59950
12;59950;1;6;8;11;7;3;9;5;2;12;4;10
10;6;8;11;7;3;9;5;2;12;4;1;12;58212
12;58212;10;6;8;11;7;3;9;5;2;12;4;1
10;6;8;11;9;3;7;5;2;12;4;1;12;64798
12;64798;10;6;8;11;9;3;7;5;2;12;4;1
9;6;8;11;10;3;7;5;2;12;4;1;12;61132
