"X1";"X53932";"X5";"X1.1";"X10";"X4";"X12";"X6";"X9";"X3";"X11";"X7";"X8";"X2"
5;10;9;7;2;12;6;4;1;3;11;8;3;42440
3;42440;5;10;9;7;2;12;6;4;1;3;11;8
5;10;7;9;2;12;6;4;1;3;11;8;3;47590
3;47590;5;10;7;9;2;12;6;4;1;3;11;8
5;10;7;9;2;12;6;11;1;3;4;8;3;53086
3;53086;5;10;7;9;2;12;6;11;1;3;4;8
5;10;7;9;2;12;6;8;1;3;4;11;3;55366
3;55366;5;10;7;9;2;12;6;8;1;3;4;11
5;10;7;9;2;12;6;8;4;3;1;11;3;55346
3;55346;5;10;7;9;2;12;6;8;4;3;1;11
5;10;7;3;2;12;6;8;4;9;1;11;3;46976
3;46976;5;10;7;3;2;12;6;8;4;9;1;11
5;10;7;3;2;12;8;6;4;9;1;11;3;45564
3;45564;5;10;7;3;2;12;8;6;4;9;1;11
5;10;12;3;2;7;8;6;4;9;1;11;3;31566
3;31566;5;10;12;3;2;7;8;6;4;9;1;11
5;10;12;3;11;7;8;6;4;9;1;2;3;23960
3;23960;5;10;12;3;11;7;8;6;4;9;1;2
5;10;12;2;11;7;8;6;4;9;1;3;3;30156
4;30156;5;10;12;2;11;7;8;6;4;9;1;3
5;10;4;2;11;7;8;6;12;9;1;3;4;31696
4;31696;5;10;4;2;11;7;8;6;12;9;1;3
5;10;8;2;11;7;4;6;12;9;1;3;4;31792
4;31792;5;10;8;2;11;7;4;6;12;9;1;3
5;10;8;2;4;7;11;6;12;9;1;3;4;38060
4;38060;5;10;8;2;4;7;11;6;12;9;1;3
5;8;10;2;4;7;11;6;12;9;1;3;4;55640
4;55640;5;8;10;2;4;7;11;6;12;9;1;3
5;8;10;2;4;7;12;6;11;9;1;3;4;53668
4;53668;5;8;10;2;4;7;12;6;11;9;1;3
5;8;10;1;4;7;12;6;11;9;2;3;4;54156
4;54156;5;8;10;1;4;7;12;6;11;9;2;3
5;8;10;1;6;7;12;4;11;9;2;3;4;51278
4;51278;5;8;10;1;6;7;12;4;11;9;2;3
5;8;10;1;6;7;12;4;2;9;11;3;4;51226
4;51226;5;8;10;1;6;7;12;4;2;9;11;3
5;12;10;1;6;7;8;4;2;9;11;3;4;47742
4;47742;5;12;10;1;6;7;8;4;2;9;11;3
5;12;10;1;6;7;4;8;2;9;11;3;4;49806
4;49806;5;12;10;1;6;7;4;8;2;9;11;3
5;12;10;1;6;7;8;4;2;9;11;3;4;47742
4;47742;5;12;10;1;6;7;8;4;2;9;11;3
5;12;1;10;6;7;8;4;2;9;11;3;4;47064
4;47064;5;12;1;10;6;7;8;4;2;9;11;3
5;12;1;10;4;7;8;6;2;9;11;3;4;51222
4;51222;5;12;1;10;4;7;8;6;2;9;11;3
5;2;1;10;4;7;8;6;12;9;11;3;4;48986
4;48986;5;2;1;10;4;7;8;6;12;9;11;3
5;2;1;10;4;7;11;6;12;9;8;3;4;53206
4;53206;5;2;1;10;4;7;11;6;12;9;8;3
5;2;12;10;4;7;11;6;1;9;8;3;4;48150
4;48150;5;2;12;10;4;7;11;6;1;9;8;3
5;9;12;10;4;7;11;6;1;2;8;3;4;50646
4;50646;5;9;12;10;4;7;11;6;1;2;8;3
5;9;12;10;4;11;7;6;1;2;8;3;4;52412
4;52412;5;9;12;10;4;11;7;6;1;2;8;3
6;9;12;10;4;11;7;5;1;2;8;3;4;47002
4;47002;6;9;12;10;4;11;7;5;1;2;8;3
6;9;12;10;4;11;8;5;1;2;7;3;4;47788
5;47788;6;9;12;10;4;11;8;5;1;2;7;3
6;9;2;10;4;11;8;5;1;12;7;3;5;45184
5;45184;6;9;2;10;4;11;8;5;1;12;7;3
12;9;2;10;4;11;8;5;1;6;7;3;5;51806
5;51806;12;9;2;10;4;11;8;5;1;6;7;3
12;9;2;1;4;11;8;5;10;6;7;3;5;52384
5;52384;12;9;2;1;4;11;8;5;10;6;7;3
12;9;2;1;4;11;8;5;10;7;6;3;5;40664
5;40664;12;9;2;1;4;11;8;5;10;7;6;3
12;9;2;1;10;11;8;5;4;7;6;3;5;38310
5;38310;12;9;2;1;10;11;8;5;4;7;6;3
12;9;2;1;10;8;11;5;4;7;6;3;5;39186
5;39186;12;9;2;1;10;8;11;5;4;7;6;3
4;9;2;1;10;8;11;5;12;7;6;3;5;34800
5;34800;4;9;2;1;10;8;11;5;12;7;6;3
3;9;2;1;10;8;11;5;12;7;6;4;5;42838
5;42838;3;9;2;1;10;8;11;5;12;7;6;4
3;9;2;7;10;8;11;5;12;1;6;4;5;51910
5;51910;3;9;2;7;10;8;11;5;12;1;6;4
3;1;2;7;10;8;11;5;12;9;6;4;5;51528
5;51528;3;1;2;7;10;8;11;5;12;9;6;4
3;5;2;7;10;8;11;1;12;9;6;4;5;41576
5;41576;3;5;2;7;10;8;11;1;12;9;6;4
3;5;2;6;10;8;11;1;12;9;7;4;5;43544
5;43544;3;5;2;6;10;8;11;1;12;9;7;4
3;5;6;2;10;8;11;1;12;9;7;4;5;39964
5;39964;3;5;6;2;10;8;11;1;12;9;7;4
6;5;3;2;10;8;11;1;12;9;7;4;5;50624
5;50624;6;5;3;2;10;8;11;1;12;9;7;4
6;5;11;2;10;8;3;1;12;9;7;4;5;48428
5;48428;6;5;11;2;10;8;3;1;12;9;7;4
6;4;11;2;10;8;3;1;12;9;7;5;5;43890
5;43890;6;4;11;2;10;8;3;1;12;9;7;5
6;4;11;2;10;8;3;1;12;7;9;5;5;24964
5;24964;6;4;11;2;10;8;3;1;12;7;9;5
6;10;11;2;4;8;3;1;12;7;9;5;5;23984
5;23984;6;10;11;2;4;8;3;1;12;7;9;5
6;10;11;9;4;8;3;1;12;7;2;5;5;23238
5;23238;6;10;11;9;4;8;3;1;12;7;2;5
4;10;11;9;6;8;3;1;12;7;2;5;5;23472
6;23472;4;10;11;9;6;8;3;1;12;7;2;5
8;10;11;9;6;4;3;1;12;7;2;5;6;26298
6;26298;8;10;11;9;6;4;3;1;12;7;2;5
8;10;11;9;6;4;5;1;12;7;2;3;6;27672
6;27672;8;10;11;9;6;4;5;1;12;7;2;3
8;10;11;9;6;4;5;2;12;7;1;3;6;36182
6;36182;8;10;11;9;6;4;5;2;12;7;1;3
8;10;11;9;7;4;5;2;12;6;1;3;6;46852
6;46852;8;10;11;9;7;4;5;2;12;6;1;3
8;10;11;9;6;4;5;2;12;7;1;3;6;36182
6;36182;8;10;11;9;6;4;5;2;12;7;1;3
12;10;11;9;6;4;5;2;8;7;1;3;6;43622
6;43622;12;10;11;9;6;4;5;2;8;7;1;3
12;10;11;5;6;4;9;2;8;7;1;3;6;47368
6;47368;12;10;11;5;6;4;9;2;8;7;1;3
12;10;11;5;6;4;8;2;9;7;1;3;6;48724
6;48724;12;10;11;5;6;4;8;2;9;7;1;3
12;10;11;5;7;4;8;2;9;6;1;3;6;57244
6;48724;12;10;11;5;6;4;8;2;9;7;1;3
12;10;11;8;6;4;5;2;9;7;1;3;6;48388
6;48388;12;10;11;8;6;4;5;2;9;7;1;3
12;9;11;8;6;4;5;2;10;7;1;3;6;33338
6;33338;12;9;11;8;6;4;5;2;10;7;1;3
12;9;11;8;6;4;5;3;10;7;1;2;6;35842
6;35842;12;9;11;8;6;4;5;3;10;7;1;2
12;9;11;8;6;10;5;3;4;7;1;2;6;41116
6;35842;12;9;11;8;6;4;5;3;10;7;1;2
12;9;11;8;7;4;5;3;10;6;1;2;6;45660
6;35842;12;9;11;8;6;4;5;3;10;7;1;2
12;9;11;5;6;4;8;3;10;7;1;2;6;36178
6;36178;12;9;11;5;6;4;8;3;10;7;1;2
12;10;11;5;6;4;8;3;9;7;1;2;6;51228
6;51228;12;10;11;5;6;4;8;3;9;7;1;2
12;10;4;5;6;11;8;3;9;7;1;2;6;56688
6;56688;12;10;4;5;6;11;8;3;9;7;1;2
12;10;4;5;6;3;8;11;9;7;1;2;6;56284
6;56284;12;10;4;5;6;3;8;11;9;7;1;2
12;10;4;5;6;3;11;8;9;7;1;2;6;62028
6;62028;12;10;4;5;6;3;11;8;9;7;1;2
12;10;4;3;6;5;11;8;9;7;1;2;6;53524
7;53524;12;10;4;3;6;5;11;8;9;7;1;2
12;10;11;3;6;5;4;8;9;7;1;2;7;51384
7;51384;12;10;11;3;6;5;4;8;9;7;1;2
9;10;11;3;6;5;4;8;12;7;1;2;7;49392
7;49392;9;10;11;3;6;5;4;8;12;7;1;2
9;11;10;3;6;5;4;8;12;7;1;2;7;42320
7;42320;9;11;10;3;6;5;4;8;12;7;1;2
9;11;10;3;6;5;4;8;12;7;2;1;7;37344
7;37344;9;11;10;3;6;5;4;8;12;7;2;1
9;4;10;3;6;5;11;8;12;7;2;1;7;53616
7;53616;9;4;10;3;6;5;11;8;12;7;2;1
9;4;10;3;6;2;11;8;12;7;5;1;7;45648
7;45648;9;4;10;3;6;2;11;8;12;7;5;1
9;5;10;3;6;2;11;8;12;7;4;1;7;62870
7;62870;9;5;10;3;6;2;11;8;12;7;4;1
9;1;10;3;6;2;11;8;12;7;4;5;7;53610
7;53610;9;1;10;3;6;2;11;8;12;7;4;5
9;1;10;3;6;12;11;8;2;7;4;5;7;61094
7;61094;9;1;10;3;6;12;11;8;2;7;4;5
9;1;10;3;6;12;7;8;2;11;4;5;7;44970
7;44970;9;1;10;3;6;12;7;8;2;11;4;5
9;1;10;2;6;12;7;8;3;11;4;5;7;42648
7;42648;9;1;10;2;6;12;7;8;3;11;4;5
9;1;10;5;6;12;7;8;3;11;4;2;7;50010
7;42648;9;1;10;2;6;12;7;8;3;11;4;5
12;1;10;2;6;9;7;8;3;11;4;5;7;42866
7;42866;12;1;10;2;6;9;7;8;3;11;4;5
12;1;10;2;9;6;7;8;3;11;4;5;7;41604
7;41604;12;1;10;2;9;6;7;8;3;11;4;5
12;1;10;2;9;6;3;8;7;11;4;5;7;45652
7;45652;12;1;10;2;9;6;3;8;7;11;4;5
12;1;10;2;9;11;3;8;7;6;4;5;7;53042
7;53042;12;1;10;2;9;11;3;8;7;6;4;5
12;1;10;2;9;11;3;8;4;6;7;5;7;53066
7;53066;12;1;10;2;9;11;3;8;4;6;7;5
1;12;10;2;9;11;3;8;4;6;7;5;7;50714
7;50714;1;12;10;2;9;11;3;8;4;6;7;5
1;12;10;2;9;11;3;8;7;6;4;5;7;50690
7;50690;1;12;10;2;9;11;3;8;7;6;4;5
1;12;2;10;9;11;3;8;7;6;4;5;7;52932
8;52932;1;12;2;10;9;11;3;8;7;6;4;5
1;12;2;10;9;11;3;8;4;6;7;5;8;52956
8;52956;1;12;2;10;9;11;3;8;4;6;7;5
1;12;2;10;9;11;3;8;4;7;6;5;8;51994
8;51994;1;12;2;10;9;11;3;8;4;7;6;5
1;12;2;10;4;11;3;8;9;7;6;5;8;48886
8;48886;1;12;2;10;4;11;3;8;9;7;6;5
1;12;10;2;4;11;3;8;9;7;6;5;8;46644
8;46644;1;12;10;2;4;11;3;8;9;7;6;5
1;12;4;2;10;11;3;8;9;7;6;5;8;44866
8;44866;1;12;4;2;10;11;3;8;9;7;6;5
1;12;4;2;10;11;3;5;9;7;6;8;8;37358
8;37358;1;12;4;2;10;11;3;5;9;7;6;8
1;2;4;12;10;11;3;5;9;7;6;8;8;40188
8;37358;1;12;4;2;10;11;3;5;9;7;6;8
1;12;4;2;10;11;3;5;8;7;6;9;8;34744
8;34744;1;12;4;2;10;11;3;5;8;7;6;9
12;1;4;2;10;11;3;5;8;7;6;9;8;46786
8;46786;12;1;4;2;10;11;3;5;8;7;6;9
6;1;4;2;10;11;3;5;8;7;12;9;8;40896
8;40896;6;1;4;2;10;11;3;5;8;7;12;9
6;1;2;4;10;11;3;5;8;7;12;9;8;42308
8;42308;6;1;2;4;10;11;3;5;8;7;12;9
6;9;2;4;10;11;3;5;8;7;12;1;8;33032
8;33032;6;9;2;4;10;11;3;5;8;7;12;1
6;9;2;3;10;11;4;5;8;7;12;1;8;34966
8;34966;6;9;2;3;10;11;4;5;8;7;12;1
6;8;2;3;10;11;4;5;9;7;12;1;8;31124
8;31124;6;8;2;3;10;11;4;5;9;7;12;1
6;8;5;3;10;11;4;2;9;7;12;1;8;39060
8;31124;6;8;2;3;10;11;4;5;9;7;12;1
6;8;2;3;10;11;4;5;12;7;9;1;8;31082
8;31082;6;8;2;3;10;11;4;5;12;7;9;1
6;8;2;3;9;11;4;5;12;7;10;1;8;32780
8;32780;6;8;2;3;9;11;4;5;12;7;10;1
11;8;2;3;9;6;4;5;12;7;10;1;8;31180
8;31180;11;8;2;3;9;6;4;5;12;7;10;1
11;8;2;7;9;6;4;5;12;3;10;1;8;35562
8;35562;11;8;2;7;9;6;4;5;12;3;10;1
8;11;2;7;9;6;4;5;12;3;10;1;8;27534
9;27534;8;11;2;7;9;6;4;5;12;3;10;1
8;10;2;7;9;6;4;5;12;3;11;1;9;32554
9;27534;8;11;2;7;9;6;4;5;12;3;10;1
8;11;2;12;9;6;4;5;7;3;10;1;9;23170
9;23170;8;11;2;12;9;6;4;5;7;3;10;1
8;12;2;11;9;6;4;5;7;3;10;1;9;37864
9;23170;8;11;2;12;9;6;4;5;7;3;10;1
8;11;2;6;9;12;4;5;7;3;10;1;9;25070
9;25070;8;11;2;6;9;12;4;5;7;3;10;1
8;11;5;6;9;12;4;2;7;3;10;1;9;39202
9;39202;8;11;5;6;9;12;4;2;7;3;10;1
8;9;5;6;11;12;4;2;7;3;10;1;9;44568
9;44568;8;9;5;6;11;12;4;2;7;3;10;1
4;9;5;6;11;12;8;2;7;3;10;1;9;43840
9;43840;4;9;5;6;11;12;8;2;7;3;10;1
4;9;1;6;11;12;8;2;7;3;10;5;9;37776
9;37776;4;9;1;6;11;12;8;2;7;3;10;5
4;9;1;6;11;5;8;2;7;3;10;12;9;49202
9;49202;4;9;1;6;11;5;8;2;7;3;10;12
4;9;1;6;11;5;8;2;7;3;12;10;9;50562
9;50562;4;9;1;6;11;5;8;2;7;3;12;10
4;9;1;6;11;5;8;2;7;10;12;3;9;44994
9;44994;4;9;1;6;11;5;8;2;7;10;12;3
4;9;3;6;11;5;8;2;7;10;12;1;9;44486
9;44486;4;9;3;6;11;5;8;2;7;10;12;1
4;9;3;6;10;5;8;2;7;11;12;1;9;51632
9;51632;4;9;3;6;10;5;8;2;7;11;12;1
4;11;3;6;10;5;8;2;7;9;12;1;9;38710
9;38710;4;11;3;6;10;5;8;2;7;9;12;1
4;11;3;6;10;5;8;9;7;2;12;1;9;35400
9;35400;4;11;3;6;10;5;8;9;7;2;12;1
4;11;3;6;10;5;2;9;7;8;12;1;9;37344
9;37344;4;11;3;6;10;5;2;9;7;8;12;1
6;11;3;4;10;5;2;9;7;8;12;1;9;27140
9;27140;6;11;3;4;10;5;2;9;7;8;12;1
6;11;3;4;10;12;2;9;7;8;5;1;9;27636
9;27636;6;11;3;4;10;12;2;9;7;8;5;1
6;11;3;4;1;12;2;9;7;8;5;10;9;27556
9;27556;6;11;3;4;1;12;2;9;7;8;5;10
6;11;3;4;1;7;2;9;12;8;5;10;9;38362
10;38362;6;11;3;4;1;7;2;9;12;8;5;10
6;11;3;4;1;5;2;9;12;8;7;10;10;27202
10;27202;6;11;3;4;1;5;2;9;12;8;7;10
12;11;3;4;1;5;2;9;6;8;7;10;10;38496
10;27202;6;11;3;4;1;5;2;9;12;8;7;10
6;11;3;4;1;8;2;9;12;5;7;10;10;35410
10;35410;6;11;3;4;1;8;2;9;12;5;7;10
6;11;3;4;8;1;2;9;12;5;7;10;10;39434
10;39434;6;11;3;4;8;1;2;9;12;5;7;10
6;11;7;4;8;1;2;9;12;5;3;10;10;37598
10;37598;6;11;7;4;8;1;2;9;12;5;3;10
6;8;7;4;11;1;2;9;12;5;3;10;10;40656
10;40656;6;8;7;4;11;1;2;9;12;5;3;10
6;8;7;4;11;1;12;9;2;5;3;10;10;41482
10;41482;6;8;7;4;11;1;12;9;2;5;3;10
6;8;7;9;11;1;12;4;2;5;3;10;10;46294
10;41482;6;8;7;4;11;1;12;9;2;5;3;10
6;8;7;4;11;1;2;9;12;5;3;10;10;40656
10;40656;6;8;7;4;11;1;2;9;12;5;3;10
6;8;9;4;11;1;2;7;12;5;3;10;10;26124
10;26124;6;8;9;4;11;1;2;7;12;5;3;10
11;8;9;4;6;1;2;7;12;5;3;10;10;21520
10;21520;11;8;9;4;6;1;2;7;12;5;3;10
11;8;2;4;6;1;9;7;12;5;3;10;10;22160
10;22160;11;8;2;4;6;1;9;7;12;5;3;10
8;11;2;4;6;1;9;7;12;5;3;10;10;27694
10;27694;8;11;2;4;6;1;9;7;12;5;3;10
8;4;2;11;6;1;9;7;12;5;3;10;10;27524
10;27524;8;4;2;11;6;1;9;7;12;5;3;10
8;11;2;4;6;1;9;7;12;5;3;10;10;27694
10;27694;8;11;2;4;6;1;9;7;12;5;3;10
1;11;2;4;6;8;9;7;12;5;3;10;10;27766
10;27766;1;11;2;4;6;8;9;7;12;5;3;10
1;10;2;4;6;8;9;7;12;5;3;11;10;21204
10;21204;1;10;2;4;6;8;9;7;12;5;3;11
4;10;2;1;6;8;9;7;12;5;3;11;10;21604
10;21604;4;10;2;1;6;8;9;7;12;5;3;11
4;10;8;1;6;2;9;7;12;5;3;11;10;29412
10;29412;4;10;8;1;6;2;9;7;12;5;3;11
4;10;8;1;3;2;9;7;12;5;6;11;10;28504
11;28504;4;10;8;1;3;2;9;7;12;5;6;11
4;10;8;1;3;2;9;7;12;6;5;11;11;48042
11;48042;4;10;8;1;3;2;9;7;12;6;5;11
4;10;8;1;3;2;9;7;5;6;12;11;11;48150
11;48150;4;10;8;1;3;2;9;7;5;6;12;11
1;10;8;4;3;2;9;7;5;6;12;11;11;45288
11;45288;1;10;8;4;3;2;9;7;5;6;12;11
1;10;8;11;3;2;9;7;5;6;12;4;11;47096
11;47096;1;10;8;11;3;2;9;7;5;6;12;4
1;10;2;11;3;8;9;7;5;6;12;4;11;39218
11;39218;1;10;2;11;3;8;9;7;5;6;12;4
1;10;5;11;3;8;9;7;2;6;12;4;11;38788
11;38788;1;10;5;11;3;8;9;7;2;6;12;4
1;3;5;11;10;8;9;7;2;6;12;4;11;51770
11;38788;1;10;5;11;3;8;9;7;2;6;12;4
1;10;5;11;3;2;9;7;8;6;12;4;11;46972
11;46972;1;10;5;11;3;2;9;7;8;6;12;4
1;10;5;11;9;2;3;7;8;6;12;4;11;45690
11;45690;1;10;5;11;9;2;3;7;8;6;12;4
1;10;5;11;9;2;12;7;8;6;3;4;11;48310
11;48310;1;10;5;11;9;2;12;7;8;6;3;4
1;10;5;2;9;11;12;7;8;6;3;4;11;52300
11;52300;1;10;5;2;9;11;12;7;8;6;3;4
1;10;5;2;11;9;12;7;8;6;3;4;11;48464
11;48464;1;10;5;2;11;9;12;7;8;6;3;4
1;10;5;4;11;9;12;7;8;6;3;2;11;51408
11;51408;1;10;5;4;11;9;12;7;8;6;3;2
1;10;5;4;11;9;12;2;8;6;3;7;11;49644
11;49644;1;10;5;4;11;9;12;2;8;6;3;7
3;10;5;4;11;9;12;2;8;6;1;7;11;55186
11;55186;3;10;5;4;11;9;12;2;8;6;1;7
3;10;8;4;11;9;12;2;5;6;1;7;11;57644
11;57644;3;10;8;4;11;9;12;2;5;6;1;7
12;10;8;4;11;9;3;2;5;6;1;7;11;61544
11;61544;12;10;8;4;11;9;3;2;5;6;1;7
12;10;3;4;11;9;8;2;5;6;1;7;11;61044
11;61044;12;10;3;4;11;9;8;2;5;6;1;7
12;10;3;4;11;9;2;8;5;6;1;7;11;60608
11;60608;12;10;3;4;11;9;2;8;5;6;1;7
8;10;3;4;11;9;2;12;5;6;1;7;11;40892
12;40892;8;10;3;4;11;9;2;12;5;6;1;7
8;10;3;1;11;9;2;12;5;6;4;7;12;42588
12;42588;8;10;3;1;11;9;2;12;5;6;4;7
8;10;3;1;11;9;2;7;5;6;4;12;12;49744
12;49744;8;10;3;1;11;9;2;7;5;6;4;12
8;10;3;1;9;11;2;7;5;6;4;12;12;53152
12;53152;8;10;3;1;9;11;2;7;5;6;4;12
8;10;3;5;9;11;2;7;1;6;4;12;12;49118
12;49118;8;10;3;5;9;11;2;7;1;6;4;12
8;10;3;5;9;11;2;4;1;6;7;12;12;30820
12;30820;8;10;3;5;9;11;2;4;1;6;7;12
8;11;3;5;9;10;2;4;1;6;7;12;12;31302
12;31302;8;11;3;5;9;10;2;4;1;6;7;12
8;9;3;5;11;10;2;4;1;6;7;12;12;32972
12;31302;8;11;3;5;9;10;2;4;1;6;7;12
8;11;3;5;9;10;2;4;6;1;7;12;12;43624
12;43624;8;11;3;5;9;10;2;4;6;1;7;12
8;11;3;5;9;10;2;4;6;7;1;12;12;41780
12;41780;8;11;3;5;9;10;2;4;6;7;1;12
12;11;3;5;9;10;2;4;6;7;1;8;12;46880
12;46880;12;11;3;5;9;10;2;4;6;7;1;8
12;11;8;5;9;10;2;4;6;7;1;3;12;46238
12;46238;12;11;8;5;9;10;2;4;6;7;1;3
12;11;8;7;9;10;2;4;6;5;1;3;12;49916
12;49916;12;11;8;7;9;10;2;4;6;5;1;3
12;11;8;7;9;10;2;4;3;5;1;6;12;52882
12;52882;12;11;8;7;9;10;2;4;3;5;1;6
12;11;8;7;4;10;2;9;3;5;1;6;12;54218
12;54218;12;11;8;7;4;10;2;9;3;5;1;6
12;11;8;2;4;10;7;9;3;5;1;6;12;54432
12;54432;12;11;8;2;4;10;7;9;3;5;1;6
12;11;8;2;4;10;9;7;3;5;1;6;12;40020
12;40020;12;11;8;2;4;10;9;7;3;5;1;6
2;11;8;12;4;10;9;7;3;5;1;6;12;46660
12;46660;2;11;8;12;4;10;9;7;3;5;1;6
2;11;8;12;4;10;9;7;3;6;1;5;12;64132
12;46660;2;11;8;12;4;10;9;7;3;5;1;6
2;11;8;12;4;10;9;1;3;5;7;6;12;55692
