"X1";"X6210270";"X25";"X13";"X19";"X7";"X1.1";"X18";"X15";"X17";"X16";"X6";"X10";"X9";"X26";"X12";"X11";"X23";"X8";"X24";"X22";"X4";"X2";"X3";"X14";"X5";"X20";"X21"
25;11;19;20;10;18;23;14;8;7;1;24;26;15;13;12;4;9;2;17;21;3;16;22;5;6;1;6158659
1;6158659;25;11;19;20;10;18;23;14;8;7;1;24;26;15;13;12;4;9;2;17;21;3;16;22;5;6
25;11;19;20;10;4;23;14;8;7;1;24;26;15;13;12;18;9;2;17;21;3;16;22;5;6;1;6093388
1;6093388;25;11;19;20;10;4;23;14;8;7;1;24;26;15;13;12;18;9;2;17;21;3;16;22;5;6
25;11;19;20;10;4;23;14;8;7;1;24;26;18;13;12;15;9;2;17;21;3;16;22;5;6;1;6027983
1;6027983;25;11;19;20;10;4;23;14;8;7;1;24;26;18;13;12;15;9;2;17;21;3;16;22;5;6
20;11;19;25;10;4;23;14;8;7;1;24;26;18;13;12;15;9;2;17;21;3;16;22;5;6;1;6028830
1;6028830;20;11;19;25;10;4;23;14;8;7;1;24;26;18;13;12;15;9;2;17;21;3;16;22;5;6
20;11;19;25;10;4;23;14;8;7;1;24;26;18;13;12;15;9;2;21;17;3;16;22;5;6;1;6034867
1;6034867;20;11;19;25;10;4;23;14;8;7;1;24;26;18;13;12;15;9;2;21;17;3;16;22;5;6
20;11;19;25;10;4;23;14;8;7;1;24;26;18;13;12;15;9;2;21;3;17;16;22;5;6;1;6025240
2;6025240;20;11;19;25;10;4;23;14;8;7;1;24;26;18;13;12;15;9;2;21;3;17;16;22;5;6
3;11;19;25;10;4;23;14;8;7;1;24;26;18;13;12;15;9;2;21;20;17;16;22;5;6;2;6024080
2;6024080;3;11;19;25;10;4;23;14;8;7;1;24;26;18;13;12;15;9;2;21;20;17;16;22;5;6
3;11;19;20;10;4;23;14;8;7;1;24;26;18;13;12;15;9;2;21;25;17;16;22;5;6;2;6005432
2;6005432;3;11;19;20;10;4;23;14;8;7;1;24;26;18;13;12;15;9;2;21;25;17;16;22;5;6
3;11;19;20;21;4;23;14;8;7;1;24;26;18;13;12;15;9;2;10;25;17;16;22;5;6;2;5990024
2;5990024;3;11;19;20;21;4;23;14;8;7;1;24;26;18;13;12;15;9;2;10;25;17;16;22;5;6
3;11;19;20;21;4;23;14;8;7;1;24;26;18;13;12;2;9;15;10;25;17;16;22;5;6;2;5988662
2;5988662;3;11;19;20;21;4;23;14;8;7;1;24;26;18;13;12;2;9;15;10;25;17;16;22;5;6
3;11;19;20;21;4;23;26;8;7;1;24;14;18;13;12;2;9;15;10;25;17;16;22;5;6;2;5845259
2;5845259;3;11;19;20;21;4;23;26;8;7;1;24;14;18;13;12;2;9;15;10;25;17;16;22;5;6
3;11;19;20;21;4;23;16;8;7;1;24;14;18;13;12;2;9;15;10;25;17;26;22;5;6;2;5850401
2;5850401;3;11;19;20;21;4;23;16;8;7;1;24;14;18;13;12;2;9;15;10;25;17;26;22;5;6
3;11;19;20;21;4;23;16;8;7;1;24;14;18;13;12;2;6;15;10;25;17;26;22;5;9;2;5947177
2;5947177;3;11;19;20;21;4;23;16;8;7;1;24;14;18;13;12;2;6;15;10;25;17;26;22;5;9
3;11;19;20;21;4;23;16;8;7;1;24;14;18;13;12;22;6;15;10;25;17;26;2;5;9;2;5947719
2;5947719;3;11;19;20;21;4;23;16;8;7;1;24;14;18;13;12;22;6;15;10;25;17;26;2;5;9
3;11;19;20;21;4;23;16;8;7;1;24;14;18;9;12;22;6;15;10;25;17;26;2;5;13;2;5883948
2;5883948;3;11;19;20;21;4;23;16;8;7;1;24;14;18;9;12;22;6;15;10;25;17;26;2;5;13
3;11;19;20;21;12;23;16;8;7;1;24;14;18;9;4;22;6;15;10;25;17;26;2;5;13;2;5870884
2;5870884;3;11;19;20;21;12;23;16;8;7;1;24;14;18;9;4;22;6;15;10;25;17;26;2;5;13
3;11;19;20;21;12;23;16;8;4;1;24;14;18;9;7;22;6;15;10;25;17;26;2;5;13;2;5870632
2;5870632;3;11;19;20;21;12;23;16;8;4;1;24;14;18;9;7;22;6;15;10;25;17;26;2;5;13
3;11;19;26;21;12;23;16;8;4;1;24;14;18;9;7;22;6;15;10;25;17;20;2;5;13;2;5892006
2;5892006;3;11;19;26;21;12;23;16;8;4;1;24;14;18;9;7;22;6;15;10;25;17;20;2;5;13
3;11;19;26;21;12;23;16;8;4;1;22;14;18;9;7;24;6;15;10;25;17;20;2;5;13;2;5882633
2;5882633;3;11;19;26;21;12;23;16;8;4;1;22;14;18;9;7;24;6;15;10;25;17;20;2;5;13
3;11;19;26;21;12;23;16;8;4;1;22;14;18;9;7;24;6;15;10;20;17;25;2;5;13;2;5869587
2;5869587;3;11;19;26;21;12;23;16;8;4;1;22;14;18;9;7;24;6;15;10;20;17;25;2;5;13
3;11;19;26;21;12;23;16;8;4;1;6;14;18;9;7;24;22;15;10;20;17;25;2;5;13;2;5878138
2;5878138;3;11;19;26;21;12;23;16;8;4;1;6;14;18;9;7;24;22;15;10;20;17;25;2;5;13
18;11;19;26;21;12;23;16;8;4;1;6;14;3;9;7;24;22;15;10;20;17;25;2;5;13;2;5888673
2;5888673;18;11;19;26;21;12;23;16;8;4;1;6;14;3;9;7;24;22;15;10;20;17;25;2;5;13
18;11;19;26;21;12;23;16;8;4;1;6;14;3;9;7;24;13;15;10;20;17;25;2;5;22;2;5875205
2;5875205;18;11;19;26;21;12;23;16;8;4;1;6;14;3;9;7;24;13;15;10;20;17;25;2;5;22
18;11;19;26;21;12;23;16;8;4;15;6;14;3;9;7;24;13;1;10;20;17;25;2;5;22;2;5859848
2;5859848;18;11;19;26;21;12;23;16;8;4;15;6;14;3;9;7;24;13;1;10;20;17;25;2;5;22
18;11;19;26;21;12;23;16;8;4;15;6;9;3;14;7;24;13;1;10;20;17;25;2;5;22;2;5895387
2;5895387;18;11;19;26;21;12;23;16;8;4;15;6;9;3;14;7;24;13;1;10;20;17;25;2;5;22
18;11;19;26;21;12;10;16;8;4;15;6;9;3;14;7;24;13;1;23;20;17;25;2;5;22;2;5886690
3;5886690;18;11;19;26;21;12;10;16;8;4;15;6;9;3;14;7;24;13;1;23;20;17;25;2;5;22
18;9;19;26;21;12;10;16;8;4;15;6;11;3;14;7;24;13;1;23;20;17;25;2;5;22;3;5927930
3;5927930;18;9;19;26;21;12;10;16;8;4;15;6;11;3;14;7;24;13;1;23;20;17;25;2;5;22
18;9;19;2;21;12;10;16;8;4;15;6;11;3;14;7;24;13;1;23;20;17;25;26;5;22;3;5935726
3;5935726;18;9;19;2;21;12;10;16;8;4;15;6;11;3;14;7;24;13;1;23;20;17;25;26;5;22
18;9;19;2;21;12;17;16;8;4;15;6;11;3;14;7;24;13;1;23;20;10;25;26;5;22;3;5933132
3;5933132;18;9;19;2;21;12;17;16;8;4;15;6;11;3;14;7;24;13;1;23;20;10;25;26;5;22
18;9;2;19;21;12;17;16;8;4;15;6;11;3;14;7;24;13;1;23;20;10;25;26;5;22;3;5955000
3;5955000;18;9;2;19;21;12;17;16;8;4;15;6;11;3;14;7;24;13;1;23;20;10;25;26;5;22
18;9;2;19;21;12;16;17;8;4;15;6;11;3;14;7;24;13;1;23;20;10;25;26;5;22;3;5957211
3;5957211;18;9;2;19;21;12;16;17;8;4;15;6;11;3;14;7;24;13;1;23;20;10;25;26;5;22
18;9;2;19;21;12;16;17;8;13;15;6;11;3;14;7;24;4;1;23;20;10;25;26;5;22;3;5965193
3;5965193;18;9;2;19;21;12;16;17;8;13;15;6;11;3;14;7;24;4;1;23;20;10;25;26;5;22
18;9;2;19;21;12;16;17;8;13;15;23;11;3;14;7;24;4;1;6;20;10;25;26;5;22;3;5975954
3;5975954;18;9;2;19;21;12;16;17;8;13;15;23;11;3;14;7;24;4;1;6;20;10;25;26;5;22
18;9;2;19;16;12;21;17;8;13;15;23;11;3;14;7;24;4;1;6;20;10;25;26;5;22;3;5932998
3;5932998;18;9;2;19;16;12;21;17;8;13;15;23;11;3;14;7;24;4;1;6;20;10;25;26;5;22
18;19;2;9;16;12;21;17;8;13;15;23;11;3;14;7;24;4;1;6;20;10;25;26;5;22;3;5951156
3;5951156;18;19;2;9;16;12;21;17;8;13;15;23;11;3;14;7;24;4;1;6;20;10;25;26;5;22
18;8;2;9;16;12;21;17;19;13;15;23;11;3;14;7;24;4;1;6;20;10;25;26;5;22;3;5939402
3;5939402;18;8;2;9;16;12;21;17;19;13;15;23;11;3;14;7;24;4;1;6;20;10;25;26;5;22
18;8;2;9;16;12;21;17;22;13;15;23;11;3;14;7;24;4;1;6;20;10;25;26;5;19;3;5951350
3;5951350;18;8;2;9;16;12;21;17;22;13;15;23;11;3;14;7;24;4;1;6;20;10;25;26;5;19
18;8;2;9;16;12;21;17;22;13;15;23;11;3;14;1;24;4;7;6;20;10;25;26;5;19;3;5966776
3;5966776;18;8;2;9;16;12;21;17;22;13;15;23;11;3;14;1;24;4;7;6;20;10;25;26;5;19
18;8;2;9;16;12;21;5;22;13;15;23;11;3;14;1;24;4;7;6;20;10;25;26;17;19;3;5902249
3;5902249;18;8;2;9;16;12;21;5;22;13;15;23;11;3;14;1;24;4;7;6;20;10;25;26;17;19
18;8;2;9;16;12;21;5;22;13;15;23;11;3;14;1;17;4;7;6;20;10;25;26;24;19;3;5902906
3;5902906;18;8;2;9;16;12;21;5;22;13;15;23;11;3;14;1;17;4;7;6;20;10;25;26;24;19
18;8;2;9;16;12;21;5;22;13;15;6;11;3;14;1;17;4;7;23;20;10;25;26;24;19;3;5897805
3;5897805;18;8;2;9;16;12;21;5;22;13;15;6;11;3;14;1;17;4;7;23;20;10;25;26;24;19
18;8;2;9;16;12;21;1;22;13;15;6;11;3;14;5;17;4;7;23;20;10;25;26;24;19;3;5897410
3;5897410;18;8;2;9;16;12;21;1;22;13;15;6;11;3;14;5;17;4;7;23;20;10;25;26;24;19
18;8;2;9;16;12;21;24;22;13;15;6;11;3;14;5;17;4;7;23;20;10;25;26;1;19;3;5942720
3;5942720;18;8;2;9;16;12;21;24;22;13;15;6;11;3;14;5;17;4;7;23;20;10;25;26;1;19
18;8;2;9;16;12;21;24;22;13;15;6;1;3;14;5;17;4;7;23;20;10;25;26;11;19;3;5895024
3;5895024;18;8;2;9;16;12;21;24;22;13;15;6;1;3;14;5;17;4;7;23;20;10;25;26;11;19
18;8;2;9;16;12;21;24;22;13;15;6;1;3;14;5;17;4;7;20;23;10;25;26;11;19;3;5898566
3;5898566;18;8;2;9;16;12;21;24;22;13;15;6;1;3;14;5;17;4;7;20;23;10;25;26;11;19
18;8;2;9;16;12;21;24;1;13;15;6;22;3;14;5;17;4;7;20;23;10;25;26;11;19;3;5915157
4;5915157;18;8;2;9;16;12;21;24;1;13;15;6;22;3;14;5;17;4;7;20;23;10;25;26;11;19
18;8;2;9;16;12;21;24;1;13;15;6;23;3;14;5;17;4;7;20;22;10;25;26;11;19;4;5908535
4;5908535;18;8;2;9;16;12;21;24;1;13;15;6;23;3;14;5;17;4;7;20;22;10;25;26;11;19
18;8;2;9;16;12;21;24;1;19;15;6;23;3;14;5;17;4;7;20;22;10;25;26;11;13;4;5893513
4;5893513;18;8;2;9;16;12;21;24;1;19;15;6;23;3;14;5;17;4;7;20;22;10;25;26;11;13
18;3;2;9;16;12;21;24;1;19;15;6;23;8;14;5;17;4;7;20;22;10;25;26;11;13;4;5845416
4;5845416;18;3;2;9;16;12;21;24;1;19;15;6;23;8;14;5;17;4;7;20;22;10;25;26;11;13
18;3;2;9;16;12;21;24;1;19;15;6;23;8;14;5;17;4;7;20;22;10;25;13;11;26;4;5848239
4;5848239;18;3;2;9;16;12;21;24;1;19;15;6;23;8;14;5;17;4;7;20;22;10;25;13;11;26
18;3;2;9;16;12;23;24;1;19;15;6;21;8;14;5;17;4;7;20;22;10;25;13;11;26;4;5852014
4;5852014;18;3;2;9;16;12;23;24;1;19;15;6;21;8;14;5;17;4;7;20;22;10;25;13;11;26
18;3;2;9;16;12;23;24;1;19;15;6;21;8;14;5;11;4;7;20;22;10;25;13;17;26;4;5844550
4;5844550;18;3;2;9;16;12;23;24;1;19;15;6;21;8;14;5;11;4;7;20;22;10;25;13;17;26
18;3;2;9;16;12;23;24;1;19;15;6;21;8;14;5;11;17;7;20;22;10;25;13;4;26;4;5855807
4;5855807;18;3;2;9;16;12;23;24;1;19;15;6;21;8;14;5;11;17;7;20;22;10;25;13;4;26
18;3;2;9;16;12;23;24;8;19;15;6;21;1;14;5;11;17;7;20;22;10;25;13;4;26;4;5864287
4;5864287;18;3;2;9;16;12;23;24;8;19;15;6;21;1;14;5;11;17;7;20;22;10;25;13;4;26
18;3;2;9;26;12;23;24;8;19;15;6;21;1;14;5;11;17;7;20;22;10;25;13;4;16;4;5863835
4;5863835;18;3;2;9;26;12;23;24;8;19;15;6;21;1;14;5;11;17;7;20;22;10;25;13;4;16
18;3;2;9;26;12;23;24;8;19;15;6;21;1;14;5;11;17;7;20;10;22;25;13;4;16;4;5863467
4;5863467;18;3;2;9;26;12;23;24;8;19;15;6;21;1;14;5;11;17;7;20;10;22;25;13;4;16
18;3;2;9;26;12;23;24;8;19;15;6;21;7;14;5;11;17;1;20;10;22;25;13;4;16;4;5836664
4;5836664;18;3;2;9;26;12;23;24;8;19;15;6;21;7;14;5;11;17;1;20;10;22;25;13;4;16
18;3;2;9;26;12;4;24;8;19;15;6;21;7;14;5;11;17;1;20;10;22;25;13;23;16;4;5848423
4;5848423;18;3;2;9;26;12;4;24;8;19;15;6;21;7;14;5;11;17;1;20;10;22;25;13;23;16
18;3;2;9;26;12;4;24;8;19;15;6;20;7;14;5;11;17;1;21;10;22;25;13;23;16;4;5811074
4;5811074;18;3;2;9;26;12;4;24;8;19;15;6;20;7;14;5;11;17;1;21;10;22;25;13;23;16
18;25;2;9;26;12;4;24;8;19;15;6;20;7;14;5;11;17;1;21;10;22;3;13;23;16;4;5834240
4;5834240;18;25;2;9;26;12;4;24;8;19;15;6;20;7;14;5;11;17;1;21;10;22;3;13;23;16
18;25;2;9;14;12;4;24;8;19;15;6;20;7;26;5;11;17;1;21;10;22;3;13;23;16;4;5808599
4;5808599;18;25;2;9;14;12;4;24;8;19;15;6;20;7;26;5;11;17;1;21;10;22;3;13;23;16
18;25;2;9;14;12;4;24;8;19;15;6;20;7;26;11;5;17;1;21;10;22;3;13;23;16;4;5782482
4;5782482;18;25;2;9;14;12;4;24;8;19;15;6;20;7;26;11;5;17;1;21;10;22;3;13;23;16
18;25;2;9;14;12;4;24;8;22;15;6;20;7;26;11;5;17;1;21;10;19;3;13;23;16;4;5867835
4;5867835;18;25;2;9;14;12;4;24;8;22;15;6;20;7;26;11;5;17;1;21;10;19;3;13;23;16
18;25;2;9;14;22;4;24;8;12;15;6;20;7;26;11;5;17;1;21;10;19;3;13;23;16;4;5860496
4;5860496;18;25;2;9;14;22;4;24;8;12;15;6;20;7;26;11;5;17;1;21;10;19;3;13;23;16
18;25;2;9;14;22;4;23;8;12;15;6;20;7;26;11;5;17;1;21;10;19;3;13;24;16;4;5851486
4;5851486;18;25;2;9;14;22;4;23;8;12;15;6;20;7;26;11;5;17;1;21;10;19;3;13;24;16
18;25;2;9;14;22;4;23;8;12;15;6;20;7;19;11;5;17;1;21;10;26;3;13;24;16;4;5822992
5;5822992;18;25;2;9;14;22;4;23;8;12;15;6;20;7;19;11;5;17;1;21;10;26;3;13;24;16
18;25;2;5;14;22;4;23;8;12;15;6;20;7;19;11;9;17;1;21;10;26;3;13;24;16;5;5938267
5;5938267;18;25;2;5;14;22;4;23;8;12;15;6;20;7;19;11;9;17;1;21;10;26;3;13;24;16
18;25;2;5;14;24;4;23;8;12;15;6;20;7;19;11;9;17;1;21;10;26;3;13;22;16;5;5938767
5;5938767;18;25;2;5;14;24;4;23;8;12;15;6;20;7;19;11;9;17;1;21;10;26;3;13;22;16
18;25;2;5;14;24;4;23;8;12;15;6;20;7;19;11;9;17;1;21;10;26;16;13;22;3;5;5986889
5;5986889;18;25;2;5;14;24;4;23;8;12;15;6;20;7;19;11;9;17;1;21;10;26;16;13;22;3
18;25;2;5;14;24;4;23;8;12;15;6;20;7;19;11;9;17;1;21;10;26;13;16;22;3;5;5986889
5;5986889;18;25;2;5;14;24;4;23;8;12;15;6;20;7;19;11;9;17;1;21;10;26;13;16;22;3
18;25;9;5;14;24;4;23;8;12;15;6;20;7;19;11;2;17;1;21;10;26;13;16;22;3;5;6072902
5;6072902;18;25;9;5;14;24;4;23;8;12;15;6;20;7;19;11;2;17;1;21;10;26;13;16;22;3
18;5;9;25;14;24;4;23;8;12;15;6;20;7;19;11;2;17;1;21;10;26;13;16;22;3;5;6043753
5;6043753;18;5;9;25;14;24;4;23;8;12;15;6;20;7;19;11;2;17;1;21;10;26;13;16;22;3
18;5;9;25;14;24;4;23;8;12;17;6;20;7;19;11;2;15;1;21;10;26;13;16;22;3;5;6024238
5;6024238;18;5;9;25;14;24;4;23;8;12;17;6;20;7;19;11;2;15;1;21;10;26;13;16;22;3
18;5;9;25;14;24;4;8;23;12;17;6;20;7;19;11;2;15;1;21;10;26;13;16;22;3;5;6017258
5;6017258;18;5;9;25;14;24;4;8;23;12;17;6;20;7;19;11;2;15;1;21;10;26;13;16;22;3
18;5;20;25;14;24;4;8;23;12;17;6;9;7;19;11;2;15;1;21;10;26;13;16;22;3;5;6002777
5;6002777;18;5;20;25;14;24;4;8;23;12;17;6;9;7;19;11;2;15;1;21;10;26;13;16;22;3
18;5;20;25;14;24;4;21;23;12;17;6;9;7;19;11;2;15;1;8;10;26;13;16;22;3;5;5950416
5;5950416;18;5;20;25;14;24;4;21;23;12;17;6;9;7;19;11;2;15;1;8;10;26;13;16;22;3
18;5;20;25;14;24;4;21;23;12;6;17;9;7;19;11;2;15;1;8;10;26;13;16;22;3;5;5950172
5;5950172;18;5;20;25;14;24;4;21;23;12;6;17;9;7;19;11;2;15;1;8;10;26;13;16;22;3
18;5;20;25;14;24;4;21;23;12;16;17;9;7;19;11;2;15;1;8;10;26;13;6;22;3;5;5952213
5;5952213;18;5;20;25;14;24;4;21;23;12;16;17;9;7;19;11;2;15;1;8;10;26;13;6;22;3
18;5;20;25;14;24;17;21;23;12;16;4;9;7;19;11;2;15;1;8;10;26;13;6;22;3;5;5988808
5;5988808;18;5;20;25;14;24;17;21;23;12;16;4;9;7;19;11;2;15;1;8;10;26;13;6;22;3
18;5;20;25;14;24;17;8;23;12;16;4;9;7;19;11;2;15;1;21;10;26;13;6;22;3;5;6053208
5;6053208;18;5;20;25;14;24;17;8;23;12;16;4;9;7;19;11;2;15;1;21;10;26;13;6;22;3
18;5;20;25;14;24;17;8;16;12;23;4;9;7;19;11;2;15;1;21;10;26;13;6;22;3;5;6053187
5;6053187;18;5;20;25;14;24;17;8;16;12;23;4;9;7;19;11;2;15;1;21;10;26;13;6;22;3
18;5;20;25;14;24;17;8;16;12;23;4;9;3;19;11;2;15;1;21;10;26;13;6;22;7;5;5990597
5;5990597;18;5;20;25;14;24;17;8;16;12;23;4;9;3;19;11;2;15;1;21;10;26;13;6;22;7
18;5;20;25;14;24;17;8;16;12;23;4;9;3;19;11;2;13;1;21;10;26;15;6;22;7;5;6021843
5;6021843;18;5;20;25;14;24;17;8;16;12;23;4;9;3;19;11;2;13;1;21;10;26;15;6;22;7
18;5;20;25;14;24;17;8;16;12;23;4;9;1;19;11;2;13;3;21;10;26;15;6;22;7;5;6086457
5;6086457;18;5;20;25;14;24;17;8;16;12;23;4;9;1;19;11;2;13;3;21;10;26;15;6;22;7
18;5;20;25;14;24;17;2;16;12;23;4;9;1;19;11;8;13;3;21;10;26;15;6;22;7;5;6044620
5;6044620;18;5;20;25;14;24;17;2;16;12;23;4;9;1;19;11;8;13;3;21;10;26;15;6;22;7
18;5;20;25;14;24;16;2;17;12;23;4;9;1;19;11;8;13;3;21;10;26;15;6;22;7;5;6045153
6;6045153;18;5;20;25;14;24;16;2;17;12;23;4;9;1;19;11;8;13;3;21;10;26;15;6;22;7
18;5;20;25;14;24;16;2;17;12;23;4;9;21;19;11;8;13;3;1;10;26;15;6;22;7;6;6050798
6;6050798;18;5;20;25;14;24;16;2;17;12;23;4;9;21;19;11;8;13;3;1;10;26;15;6;22;7
18;5;20;25;14;24;16;2;17;12;7;4;9;21;19;11;8;13;3;1;10;26;15;6;22;23;6;6075107
6;6050798;18;5;20;25;14;24;16;2;17;12;23;4;9;21;19;11;8;13;3;1;10;26;15;6;22;7
18;5;20;4;14;24;16;2;17;12;23;25;9;21;19;11;8;13;3;1;10;26;15;6;22;7;6;6085019
6;6085019;18;5;20;4;14;24;16;2;17;12;23;25;9;21;19;11;8;13;3;1;10;26;15;6;22;7
18;5;20;4;14;24;16;2;17;25;23;12;9;21;19;11;8;13;3;1;10;26;15;6;22;7;6;6120890
6;6120890;18;5;20;4;14;24;16;2;17;25;23;12;9;21;19;11;8;13;3;1;10;26;15;6;22;7
18;5;20;4;14;24;16;2;17;25;23;12;9;21;19;11;10;13;3;1;8;26;15;6;22;7;6;6220344
6;6220344;18;5;20;4;14;24;16;2;17;25;23;12;9;21;19;11;10;13;3;1;8;26;15;6;22;7
18;5;20;4;14;24;16;2;17;25;23;12;9;21;19;15;10;13;3;1;8;26;11;6;22;7;6;6183294
6;6183294;18;5;20;4;14;24;16;2;17;25;23;12;9;21;19;15;10;13;3;1;8;26;11;6;22;7
18;5;20;4;14;24;16;2;17;25;23;12;9;21;19;15;10;13;3;1;8;22;11;6;26;7;6;6164907
6;6164907;18;5;20;4;14;24;16;2;17;25;23;12;9;21;19;15;10;13;3;1;8;22;11;6;26;7
18;5;20;4;14;24;16;2;17;25;23;12;9;21;7;15;10;13;3;1;8;22;11;6;26;19;6;6149747
6;6149747;18;5;20;4;14;24;16;2;17;25;23;12;9;21;7;15;10;13;3;1;8;22;11;6;26;19
18;5;20;4;14;24;16;2;17;10;23;12;9;21;7;15;25;13;3;1;8;22;11;6;26;19;6;6149832
6;6149832;18;5;20;4;14;24;16;2;17;10;23;12;9;21;7;15;25;13;3;1;8;22;11;6;26;19
18;5;20;4;14;24;16;2;17;10;23;12;9;21;7;15;25;13;3;6;8;22;11;1;26;19;6;6177508
6;6177508;18;5;20;4;14;24;16;2;17;10;23;12;9;21;7;15;25;13;3;6;8;22;11;1;26;19
18;5;20;4;3;24;16;2;17;10;23;12;9;21;7;15;25;13;14;6;8;22;11;1;26;19;6;6050996
6;6050996;18;5;20;4;3;24;16;2;17;10;23;12;9;21;7;15;25;13;14;6;8;22;11;1;26;19
18;5;20;4;3;24;16;11;17;10;23;12;9;21;7;15;25;13;14;6;8;22;2;1;26;19;6;6061406
6;6061406;18;5;20;4;3;24;16;11;17;10;23;12;9;21;7;15;25;13;14;6;8;22;2;1;26;19
18;5;20;4;3;24;16;11;17;6;23;12;9;21;7;15;25;13;14;10;8;22;2;1;26;19;6;6034661
6;6034661;18;5;20;4;3;24;16;11;17;6;23;12;9;21;7;15;25;13;14;10;8;22;2;1;26;19
9;5;20;4;3;24;16;11;17;6;23;12;18;21;7;15;25;13;14;10;8;22;2;1;26;19;6;6018585
6;6018585;9;5;20;4;3;24;16;11;17;6;23;12;18;21;7;15;25;13;14;10;8;22;2;1;26;19
13;5;20;4;3;24;16;11;17;6;23;12;18;21;7;15;25;9;14;10;8;22;2;1;26;19;6;5923606
6;5923606;13;5;20;4;3;24;16;11;17;6;23;12;18;21;7;15;25;9;14;10;8;22;2;1;26;19
13;5;17;4;3;24;16;11;20;6;23;12;18;21;7;15;25;9;14;10;8;22;2;1;26;19;6;5903631
6;5903631;13;5;17;4;3;24;16;11;20;6;23;12;18;21;7;15;25;9;14;10;8;22;2;1;26;19
13;23;17;4;3;24;16;11;20;6;5;12;18;21;7;15;25;9;14;10;8;22;2;1;26;19;6;5732837
6;5732837;13;23;17;4;3;24;16;11;20;6;5;12;18;21;7;15;25;9;14;10;8;22;2;1;26;19
13;23;17;4;3;24;16;11;20;6;7;12;18;21;5;15;25;9;14;10;8;22;2;1;26;19;6;5872254
6;5872254;13;23;17;4;3;24;16;11;20;6;7;12;18;21;5;15;25;9;14;10;8;22;2;1;26;19
