"X1";"X5934838";"X15";"X25";"X19";"X24";"X13";"X7";"X5";"X26";"X4";"X22";"X8";"X11";"X17";"X21";"X2";"X16";"X3";"X12";"X20";"X10";"X18";"X6";"X23";"X14";"X9";"X1.1"
1;5880196;15;21;19;7;13;2;16;26;3;14;17;11;6;25;4;5;24;12;20;8;18;10;23;22;9;1
15;21;19;7;13;2;16;26;3;14;17;23;6;25;4;5;24;12;20;8;18;10;11;22;9;1;1;5881594
1;5881594;15;21;19;7;13;2;16;26;3;14;17;23;6;25;4;5;24;12;20;8;18;10;11;22;9;1
15;21;24;7;13;2;16;26;3;14;17;23;6;25;4;5;19;12;20;8;18;10;11;22;9;1;1;5935588
1;5935588;15;21;24;7;13;2;16;26;3;14;17;23;6;25;4;5;19;12;20;8;18;10;11;22;9;1
15;12;24;7;13;2;16;26;3;14;17;23;6;25;4;5;19;21;20;8;18;10;11;22;9;1;1;5920187
1;5920187;15;12;24;7;13;2;16;26;3;14;17;23;6;25;4;5;19;21;20;8;18;10;11;22;9;1
15;12;24;7;4;2;16;26;3;14;17;23;6;25;13;5;19;21;20;8;18;10;11;22;9;1;1;5920489
1;5920489;15;12;24;7;4;2;16;26;3;14;17;23;6;25;13;5;19;21;20;8;18;10;11;22;9;1
15;12;16;7;4;2;24;26;3;14;17;23;6;25;13;5;19;21;20;8;18;10;11;22;9;1;1;5917313
1;5917313;15;12;16;7;4;2;24;26;3;14;17;23;6;25;13;5;19;21;20;8;18;10;11;22;9;1
15;12;16;7;4;2;24;26;25;14;17;23;6;3;13;5;19;21;20;8;18;10;11;22;9;1;1;5945953
1;5945953;15;12;16;7;4;2;24;26;25;14;17;23;6;3;13;5;19;21;20;8;18;10;11;22;9;1
15;12;16;7;4;2;13;26;25;14;17;23;6;3;24;5;19;21;20;8;18;10;11;22;9;1;1;6010639
1;6010639;15;12;16;7;4;2;13;26;25;14;17;23;6;3;24;5;19;21;20;8;18;10;11;22;9;1
15;12;16;7;4;2;13;26;25;14;17;23;6;3;24;11;19;21;20;8;18;10;5;22;9;1;1;6117708
1;6117708;15;12;16;7;4;2;13;26;25;14;17;23;6;3;24;11;19;21;20;8;18;10;5;22;9;1
15;12;16;7;4;26;13;2;25;14;17;23;6;3;24;11;19;21;20;8;18;10;5;22;9;1;1;6100355
1;6100355;15;12;16;7;4;26;13;2;25;14;17;23;6;3;24;11;19;21;20;8;18;10;5;22;9;1
15;12;16;7;4;26;13;2;25;11;17;23;6;3;24;14;19;21;20;8;18;10;5;22;9;1;1;6106401
2;6106401;15;12;16;7;4;26;13;2;25;11;17;23;6;3;24;14;19;21;20;8;18;10;5;22;9;1
15;12;16;7;4;26;13;2;25;11;17;23;6;3;24;14;19;21;20;8;18;10;9;22;5;1;2;6002120
2;6002120;15;12;16;7;4;26;13;2;25;11;17;23;6;3;24;14;19;21;20;8;18;10;9;22;5;1
15;12;16;7;4;26;13;2;25;11;21;23;6;3;24;14;19;17;20;8;18;10;9;22;5;1;2;5984183
2;5984183;15;12;16;7;4;26;13;2;25;11;21;23;6;3;24;14;19;17;20;8;18;10;9;22;5;1
15;3;16;7;4;26;13;2;25;11;21;23;6;12;24;14;19;17;20;8;18;10;9;22;5;1;2;5975932
2;5975932;15;3;16;7;4;26;13;2;25;11;21;23;6;12;24;14;19;17;20;8;18;10;9;22;5;1
22;3;16;7;4;26;13;2;25;11;21;23;6;12;24;14;19;17;20;8;18;10;9;15;5;1;2;5992920
2;5992920;22;3;16;7;4;26;13;2;25;11;21;23;6;12;24;14;19;17;20;8;18;10;9;15;5;1
22;3;16;7;4;26;13;2;25;11;21;23;10;12;24;14;19;17;20;8;18;6;9;15;5;1;2;6006597
2;6006597;22;3;16;7;4;26;13;2;25;11;21;23;10;12;24;14;19;17;20;8;18;6;9;15;5;1
22;3;16;7;4;26;13;2;25;11;21;23;10;12;24;14;19;6;20;8;18;17;9;15;5;1;2;5994189
2;5994189;22;3;16;7;4;26;13;2;25;11;21;23;10;12;24;14;19;6;20;8;18;17;9;15;5;1
22;3;16;7;4;26;13;25;2;11;21;23;10;12;24;14;19;6;20;8;18;17;9;15;5;1;2;5995009
2;5995009;22;3;16;7;4;26;13;25;2;11;21;23;10;12;24;14;19;6;20;8;18;17;9;15;5;1
22;3;16;7;4;26;13;25;2;11;21;23;10;12;24;14;19;6;20;8;18;17;5;15;9;1;2;6098719
2;6098719;22;3;16;7;4;26;13;25;2;11;21;23;10;12;24;14;19;6;20;8;18;17;5;15;9;1
22;3;16;7;4;26;13;25;2;11;21;6;10;12;24;14;19;23;20;8;18;17;5;15;9;1;2;6106114
2;6106114;22;3;16;7;4;26;13;25;2;11;21;6;10;12;24;14;19;23;20;8;18;17;5;15;9;1
22;3;16;7;4;26;13;25;2;11;21;6;10;8;24;14;19;23;20;12;18;17;5;15;9;1;2;6059032
2;6059032;22;3;16;7;4;26;13;25;2;11;21;6;10;8;24;14;19;23;20;12;18;17;5;15;9;1
22;1;16;7;4;26;13;25;2;11;21;6;10;8;24;14;19;23;20;12;18;17;5;15;9;3;2;6094993
2;6094993;22;1;16;7;4;26;13;25;2;11;21;6;10;8;24;14;19;23;20;12;18;17;5;15;9;3
22;1;16;7;4;26;13;25;14;11;21;6;10;8;24;2;19;23;20;12;18;17;5;15;9;3;2;6102787
2;6102787;22;1;16;7;4;26;13;25;14;11;21;6;10;8;24;2;19;23;20;12;18;17;5;15;9;3
22;1;14;7;4;26;13;25;16;11;21;6;10;8;24;2;19;23;20;12;18;17;5;15;9;3;2;6212517
2;6212517;22;1;14;7;4;26;13;25;16;11;21;6;10;8;24;2;19;23;20;12;18;17;5;15;9;3
22;1;14;7;4;26;13;25;16;11;21;6;10;8;24;2;19;23;20;17;18;12;5;15;9;3;2;6211630
2;6211630;22;1;14;7;4;26;13;25;16;11;21;6;10;8;24;2;19;23;20;17;18;12;5;15;9;3
22;1;14;7;4;26;13;25;16;11;21;6;10;5;24;2;19;23;20;17;18;12;8;15;9;3;2;6007360
2;6007360;22;1;14;7;4;26;13;25;16;11;21;6;10;5;24;2;19;23;20;17;18;12;8;15;9;3
22;1;14;7;4;26;13;25;16;11;21;6;10;5;24;2;20;23;19;17;18;12;8;15;9;3;2;6008273
2;6008273;22;1;14;7;4;26;13;25;16;11;21;6;10;5;24;2;20;23;19;17;18;12;8;15;9;3
22;1;14;7;4;26;13;25;16;11;21;6;10;2;24;5;20;23;19;17;18;12;8;15;9;3;2;5938322
2;5938322;22;1;14;7;4;26;13;25;16;11;21;6;10;2;24;5;20;23;19;17;18;12;8;15;9;3
22;1;14;7;4;26;13;25;18;11;21;6;10;2;24;5;20;23;19;17;16;12;8;15;9;3;2;5946193
2;5946193;22;1;14;7;4;26;13;25;18;11;21;6;10;2;24;5;20;23;19;17;16;12;8;15;9;3
22;1;14;21;4;26;13;25;18;11;7;6;10;2;24;5;20;23;19;17;16;12;8;15;9;3;2;5952890
2;5952890;22;1;14;21;4;26;13;25;18;11;7;6;10;2;24;5;20;23;19;17;16;12;8;15;9;3
22;1;14;21;4;26;13;25;18;11;7;6;10;19;24;5;20;23;2;17;16;12;8;15;9;3;2;5941939
3;5941939;22;1;14;21;4;26;13;25;18;11;7;6;10;19;24;5;20;23;2;17;16;12;8;15;9;3
22;17;14;21;4;26;13;25;18;11;7;6;10;19;24;5;20;23;2;1;16;12;8;15;9;3;3;5961415
3;5961415;22;17;14;21;4;26;13;25;18;11;7;6;10;19;24;5;20;23;2;1;16;12;8;15;9;3
22;17;14;21;4;26;12;25;18;11;7;6;10;19;24;5;20;23;2;1;16;13;8;15;9;3;3;5972582
3;5972582;22;17;14;21;4;26;12;25;18;11;7;6;10;19;24;5;20;23;2;1;16;13;8;15;9;3
22;17;14;21;4;26;12;9;18;11;7;6;10;19;24;5;20;23;2;1;16;13;8;15;25;3;3;5911924
3;5911924;22;17;14;21;4;26;12;9;18;11;7;6;10;19;24;5;20;23;2;1;16;13;8;15;25;3
22;17;14;21;4;26;12;9;18;11;7;6;10;19;24;5;20;23;15;1;16;13;8;2;25;3;3;5875704
3;5875704;22;17;14;21;4;26;12;9;18;11;7;6;10;19;24;5;20;23;15;1;16;13;8;2;25;3
22;17;14;21;4;26;12;9;18;11;1;6;10;19;24;5;20;23;15;7;16;13;8;2;25;3;3;5841533
3;5841533;22;17;14;21;4;26;12;9;18;11;1;6;10;19;24;5;20;23;15;7;16;13;8;2;25;3
22;17;14;21;4;26;12;9;18;11;1;25;10;19;24;5;20;23;15;7;16;13;8;2;6;3;3;5862142
3;5862142;22;17;14;21;4;26;12;9;18;11;1;25;10;19;24;5;20;23;15;7;16;13;8;2;6;3
22;17;14;13;4;26;12;9;18;11;1;25;10;19;24;5;20;23;15;7;16;21;8;2;6;3;3;5890302
3;5890302;22;17;14;13;4;26;12;9;18;11;1;25;10;19;24;5;20;23;15;7;16;21;8;2;6;3
22;17;14;3;4;26;12;9;18;11;1;25;10;19;24;5;20;23;15;7;16;21;8;2;6;13;3;5997609
3;5997609;22;17;14;3;4;26;12;9;18;11;1;25;10;19;24;5;20;23;15;7;16;21;8;2;6;13
22;17;11;3;4;26;12;9;18;14;1;25;10;19;24;5;20;23;15;7;16;21;8;2;6;13;3;6004665
3;6004665;22;17;11;3;4;26;12;9;18;14;1;25;10;19;24;5;20;23;15;7;16;21;8;2;6;13
22;17;11;3;4;26;12;9;18;14;1;25;10;19;24;5;20;23;15;21;16;7;8;2;6;13;3;6001605
3;6001605;22;17;11;3;4;26;12;9;18;14;1;25;10;19;24;5;20;23;15;21;16;7;8;2;6;13
22;1;11;3;4;26;12;9;18;14;17;25;10;19;24;5;20;23;15;21;16;7;8;2;6;13;3;6038589
3;6038589;22;1;11;3;4;26;12;9;18;14;17;25;10;19;24;5;20;23;15;21;16;7;8;2;6;13
22;1;11;3;4;26;12;9;18;14;17;25;10;19;24;5;20;23;15;21;16;7;6;2;8;13;3;5976656
3;5976656;22;1;11;3;4;26;12;9;18;14;17;25;10;19;24;5;20;23;15;21;16;7;6;2;8;13
22;1;17;3;4;26;12;9;18;14;11;25;10;19;24;5;20;23;15;21;16;7;6;2;8;13;3;5970491
3;5970491;22;1;17;3;4;26;12;9;18;14;11;25;10;19;24;5;20;23;15;21;16;7;6;2;8;13
22;1;17;3;16;26;12;9;18;14;11;25;10;19;24;5;20;23;15;21;4;7;6;2;8;13;3;5976015
3;5976015;22;1;17;3;16;26;12;9;18;14;11;25;10;19;24;5;20;23;15;21;4;7;6;2;8;13
22;1;17;3;16;26;15;9;18;14;11;25;10;19;24;5;20;23;12;21;4;7;6;2;8;13;3;5956769
3;5956769;22;1;17;3;16;26;15;9;18;14;11;25;10;19;24;5;20;23;12;21;4;7;6;2;8;13
22;1;17;3;16;26;15;9;18;14;19;25;10;11;24;5;20;23;12;21;4;7;6;2;8;13;3;5965043
3;5965043;22;1;17;3;16;26;15;9;18;14;19;25;10;11;24;5;20;23;12;21;4;7;6;2;8;13
22;1;17;11;16;26;15;9;18;14;19;25;10;3;24;5;20;23;12;21;4;7;6;2;8;13;3;5945298
3;5945298;22;1;17;11;16;26;15;9;18;14;19;25;10;3;24;5;20;23;12;21;4;7;6;2;8;13
22;1;17;11;9;26;15;16;18;14;19;25;10;3;24;5;20;23;12;21;4;7;6;2;8;13;3;5854046
3;5854046;22;1;17;11;9;26;15;16;18;14;19;25;10;3;24;5;20;23;12;21;4;7;6;2;8;13
22;1;5;11;9;26;15;16;18;14;19;25;10;3;24;17;20;23;12;21;4;7;6;2;8;13;3;5833100
3;5833100;22;1;5;11;9;26;15;16;18;14;19;25;10;3;24;17;20;23;12;21;4;7;6;2;8;13
22;1;5;11;9;26;15;20;18;14;19;25;10;3;24;17;16;23;12;21;4;7;6;2;8;13;3;5855147
4;5855147;22;1;5;11;9;26;15;20;18;14;19;25;10;3;24;17;16;23;12;21;4;7;6;2;8;13
22;1;5;11;9;26;15;20;18;14;19;25;10;7;24;17;16;23;12;21;4;3;6;2;8;13;4;5845809
4;5845809;22;1;5;11;9;26;15;20;18;14;19;25;10;7;24;17;16;23;12;21;4;3;6;2;8;13
22;1;5;11;9;26;4;20;18;14;19;25;10;7;24;17;16;23;12;21;15;3;6;2;8;13;4;5778543
4;5778543;22;1;5;11;9;26;4;20;18;14;19;25;10;7;24;17;16;23;12;21;15;3;6;2;8;13
22;1;3;11;9;26;4;20;18;14;19;25;10;7;24;17;16;23;12;21;15;5;6;2;8;13;4;5811723
4;5811723;22;1;3;11;9;26;4;20;18;14;19;25;10;7;24;17;16;23;12;21;15;5;6;2;8;13
22;1;3;11;9;26;4;20;18;14;19;25;12;7;24;17;16;23;10;21;15;5;6;2;8;13;4;5847257
4;5847257;22;1;3;11;9;26;4;20;18;14;19;25;12;7;24;17;16;23;10;21;15;5;6;2;8;13
22;1;3;11;9;26;4;20;18;14;19;25;12;21;24;17;16;23;10;7;15;5;6;2;8;13;4;5837956
4;5837956;22;1;3;11;9;26;4;20;18;14;19;25;12;21;24;17;16;23;10;7;15;5;6;2;8;13
22;1;3;11;9;26;4;20;18;14;6;25;12;21;24;17;16;23;10;7;15;5;19;2;8;13;4;5920316
4;5920316;22;1;3;11;9;26;4;20;18;14;6;25;12;21;24;17;16;23;10;7;15;5;19;2;8;13
22;1;3;11;9;26;4;20;18;14;6;25;12;21;23;17;16;24;10;7;15;5;19;2;8;13;4;5946221
4;5946221;22;1;3;11;9;26;4;20;18;14;6;25;12;21;23;17;16;24;10;7;15;5;19;2;8;13
22;1;3;11;9;26;4;20;18;14;6;25;12;19;23;17;16;24;10;7;15;5;21;2;8;13;4;5885265
4;5885265;22;1;3;11;9;26;4;20;18;14;6;25;12;19;23;17;16;24;10;7;15;5;21;2;8;13
22;1;3;11;9;26;4;20;18;14;6;25;12;19;23;10;16;24;17;7;15;5;21;2;8;13;4;5885370
4;5885370;22;1;3;11;9;26;4;20;18;14;6;25;12;19;23;10;16;24;17;7;15;5;21;2;8;13
22;1;3;11;9;26;4;20;24;14;6;25;12;19;23;10;16;18;17;7;15;5;21;2;8;13;4;5873054
4;5873054;22;1;3;11;9;26;4;20;24;14;6;25;12;19;23;10;16;18;17;7;15;5;21;2;8;13
22;1;3;11;9;26;4;20;17;14;6;25;12;19;23;10;16;18;24;7;15;5;21;2;8;13;4;5873028
4;5873028;22;1;3;11;9;26;4;20;17;14;6;25;12;19;23;10;16;18;24;7;15;5;21;2;8;13
22;1;3;11;9;26;4;12;17;14;6;25;20;19;23;10;16;18;24;7;15;5;21;2;8;13;4;5864888
4;5864888;22;1;3;11;9;26;4;12;17;14;6;25;20;19;23;10;16;18;24;7;15;5;21;2;8;13
22;6;3;11;9;26;4;12;17;14;1;25;20;19;23;10;16;18;24;7;15;5;21;2;8;13;4;5855005
4;5855005;22;6;3;11;9;26;4;12;17;14;1;25;20;19;23;10;16;18;24;7;15;5;21;2;8;13
22;6;3;11;9;26;4;12;17;14;1;25;20;19;23;8;16;18;24;7;15;5;21;2;10;13;4;5853996
4;5853996;22;6;3;11;9;26;4;12;17;14;1;25;20;19;23;8;16;18;24;7;15;5;21;2;10;13
22;6;3;11;9;24;4;12;17;14;1;25;20;19;23;8;16;18;26;7;15;5;21;2;10;13;4;5850389
4;5850389;22;6;3;11;9;24;4;12;17;14;1;25;20;19;23;8;16;18;26;7;15;5;21;2;10;13
4;6;3;11;9;24;22;12;17;14;1;25;20;19;23;8;16;18;26;7;15;5;21;2;10;13;4;5893359
4;5893359;4;6;3;11;9;24;22;12;17;14;1;25;20;19;23;8;16;18;26;7;15;5;21;2;10;13
6;4;3;11;9;24;22;12;17;14;1;25;20;19;23;8;16;18;26;7;15;5;21;2;10;13;4;5887003
4;5887003;6;4;3;11;9;24;22;12;17;14;1;25;20;19;23;8;16;18;26;7;15;5;21;2;10;13
6;4;3;11;9;24;22;12;17;14;1;25;20;19;23;8;16;18;26;7;13;5;21;2;10;15;4;5944174
4;5944174;6;4;3;11;9;24;22;12;17;14;1;25;20;19;23;8;16;18;26;7;13;5;21;2;10;15
6;4;3;11;9;24;22;12;17;14;1;25;20;13;23;8;16;18;26;7;19;5;21;2;10;15;4;5991091
4;5991091;6;4;3;11;9;24;22;12;17;14;1;25;20;13;23;8;16;18;26;7;19;5;21;2;10;15
1;4;3;11;9;24;22;12;17;14;6;25;20;13;23;8;16;18;26;7;19;5;21;2;10;15;4;6022650
5;6022650;1;4;3;11;9;24;22;12;17;14;6;25;20;13;23;8;16;18;26;7;19;5;21;2;10;15
1;4;3;11;9;24;16;12;17;14;6;25;20;13;23;8;22;18;26;7;19;5;21;2;10;15;5;6019379
5;6019379;1;4;3;11;9;24;16;12;17;14;6;25;20;13;23;8;22;18;26;7;19;5;21;2;10;15
1;4;3;11;9;24;19;12;17;14;6;25;20;13;23;8;22;18;26;7;16;5;21;2;10;15;5;5924222
5;5924222;1;4;3;11;9;24;19;12;17;14;6;25;20;13;23;8;22;18;26;7;16;5;21;2;10;15
1;4;3;11;9;24;19;12;17;14;6;25;21;13;23;8;22;18;26;7;16;5;20;2;10;15;5;5960174
5;5960174;1;4;3;11;9;24;19;12;17;14;6;25;21;13;23;8;22;18;26;7;16;5;20;2;10;15
1;4;3;11;9;24;19;12;17;14;6;25;21;22;23;8;13;18;26;7;16;5;20;2;10;15;5;5940405
5;5940405;1;4;3;11;9;24;19;12;17;14;6;25;21;22;23;8;13;18;26;7;16;5;20;2;10;15
1;4;3;11;9;24;19;12;17;14;6;20;21;22;23;8;13;18;26;7;16;5;25;2;10;15;5;5855013
5;5855013;1;4;3;11;9;24;19;12;17;14;6;20;21;22;23;8;13;18;26;7;16;5;25;2;10;15
1;4;3;11;9;24;19;12;17;14;2;20;21;22;23;8;13;18;26;7;16;5;25;6;10;15;5;5858433
5;5858433;1;4;3;11;9;24;19;12;17;14;2;20;21;22;23;8;13;18;26;7;16;5;25;6;10;15
1;4;3;11;9;24;19;12;17;14;2;6;21;22;23;8;13;18;26;7;16;5;25;20;10;15;5;5925731
5;5925731;1;4;3;11;9;24;19;12;17;14;2;6;21;22;23;8;13;18;26;7;16;5;25;20;10;15
1;4;3;11;9;24;19;12;17;14;2;6;21;22;23;25;13;18;26;7;16;5;8;20;10;15;5;6042696
5;6042696;1;4;3;11;9;24;19;12;17;14;2;6;21;22;23;25;13;18;26;7;16;5;8;20;10;15
1;4;3;11;9;24;17;12;19;14;2;6;21;22;23;25;13;18;26;7;16;5;8;20;10;15;5;6034356
5;6034356;1;4;3;11;9;24;17;12;19;14;2;6;21;22;23;25;13;18;26;7;16;5;8;20;10;15
1;4;3;11;9;24;17;12;19;14;2;6;21;22;18;25;13;23;26;7;16;5;8;20;10;15;5;6165836
5;6165836;1;4;3;11;9;24;17;12;19;14;2;6;21;22;18;25;13;23;26;7;16;5;8;20;10;15
1;4;3;11;9;24;17;12;19;14;2;6;21;22;18;25;13;15;26;7;16;5;8;20;10;23;5;6151153
5;6151153;1;4;3;11;9;24;17;12;19;14;2;6;21;22;18;25;13;15;26;7;16;5;8;20;10;23
1;12;3;11;9;24;17;4;19;14;2;6;21;22;18;25;13;15;26;7;16;5;8;20;10;23;5;6152450
5;6152450;1;12;3;11;9;24;17;4;19;14;2;6;21;22;18;25;13;15;26;7;16;5;8;20;10;23
1;12;3;11;9;24;17;4;19;14;2;6;21;22;18;25;13;15;26;7;16;5;8;10;20;23;5;6036099
5;6036099;1;12;3;11;9;24;17;4;19;14;2;6;21;22;18;25;13;15;26;7;16;5;8;10;20;23
1;12;3;11;9;24;8;4;19;14;2;6;21;22;18;25;13;15;26;7;16;5;17;10;20;23;5;5933349
5;5933349;1;12;3;11;9;24;8;4;19;14;2;6;21;22;18;25;13;15;26;7;16;5;17;10;20;23
1;12;3;16;9;24;8;4;19;14;2;6;21;22;18;25;13;15;26;7;11;5;17;10;20;23;5;5940434
5;5940434;1;12;3;16;9;24;8;4;19;14;2;6;21;22;18;25;13;15;26;7;11;5;17;10;20;23
1;16;3;12;9;24;8;4;19;14;2;6;21;22;18;25;13;15;26;7;11;5;17;10;20;23;5;5934723
5;5934723;1;16;3;12;9;24;8;4;19;14;2;6;21;22;18;25;13;15;26;7;11;5;17;10;20;23
1;8;3;12;9;24;16;4;19;14;2;6;21;22;18;25;13;15;26;7;11;5;17;10;20;23;5;5994232
5;5994232;1;8;3;12;9;24;16;4;19;14;2;6;21;22;18;25;13;15;26;7;11;5;17;10;20;23
1;8;3;12;9;24;23;4;19;14;2;6;21;22;18;25;13;15;26;7;11;5;17;10;20;16;5;5996986
5;5996986;1;8;3;12;9;24;23;4;19;14;2;6;21;22;18;25;13;15;26;7;11;5;17;10;20;16
1;8;3;12;9;24;5;4;19;14;2;6;21;22;18;25;13;15;26;7;11;23;17;10;20;16;5;5940307
5;5940307;1;8;3;12;9;24;5;4;19;14;2;6;21;22;18;25;13;15;26;7;11;23;17;10;20;16
1;8;3;12;9;24;5;21;19;14;2;6;4;22;18;25;13;15;26;7;11;23;17;10;20;16;5;5944387
6;5944387;1;8;3;12;9;24;5;21;19;14;2;6;4;22;18;25;13;15;26;7;11;23;17;10;20;16
1;8;3;12;20;24;5;21;19;14;2;6;4;22;18;25;13;15;26;7;11;23;17;10;9;16;6;5987344
6;5987344;1;8;3;12;20;24;5;21;19;14;2;6;4;22;18;25;13;15;26;7;11;23;17;10;9;16
1;8;14;12;20;24;5;21;19;3;2;6;4;22;18;25;13;15;26;7;11;23;17;10;9;16;6;5910739
6;5910739;1;8;14;12;20;24;5;21;19;3;2;6;4;22;18;25;13;15;26;7;11;23;17;10;9;16
1;8;14;12;20;24;11;21;19;3;2;6;4;22;18;25;13;15;26;7;5;23;17;10;9;16;6;6154086
6;6154086;1;8;14;12;20;24;11;21;19;3;2;6;4;22;18;25;13;15;26;7;5;23;17;10;9;16
1;8;14;12;20;24;6;21;19;3;2;11;4;22;18;25;13;15;26;7;5;23;17;10;9;16;6;6154430
6;6154430;1;8;14;12;20;24;6;21;19;3;2;11;4;22;18;25;13;15;26;7;5;23;17;10;9;16
1;8;14;12;20;24;22;21;19;3;2;11;4;6;18;25;13;15;26;7;5;23;17;10;9;16;6;6154177
6;6154177;1;8;14;12;20;24;22;21;19;3;2;11;4;6;18;25;13;15;26;7;5;23;17;10;9;16
1;8;14;12;20;24;26;21;19;3;2;11;4;6;18;25;13;15;22;7;5;23;17;10;9;16;6;6156009
6;6156009;1;8;14;12;20;24;26;21;19;3;2;11;4;6;18;25;13;15;22;7;5;23;17;10;9;16
1;8;14;20;12;24;26;21;19;3;2;11;4;6;18;25;13;15;22;7;5;23;17;10;9;16;6;6155609
6;6155609;1;8;14;20;12;24;26;21;19;3;2;11;4;6;18;25;13;15;22;7;5;23;17;10;9;16
1;8;14;20;2;24;26;21;19;3;12;11;4;6;18;25;13;15;22;7;5;23;17;10;9;16;6;6145101
6;6145101;1;8;14;20;2;24;26;21;19;3;12;11;4;6;18;25;13;15;22;7;5;23;17;10;9;16
1;8;14;20;23;24;26;21;19;3;12;11;4;6;18;25;13;15;22;7;5;2;17;10;9;16;6;6148473
6;6148473;1;8;14;20;23;24;26;21;19;3;12;11;4;6;18;25;13;15;22;7;5;2;17;10;9;16
1;8;14;20;23;24;19;21;26;3;12;11;4;6;18;25;13;15;22;7;5;2;17;10;9;16;6;6177058
6;6177058;1;8;14;20;23;24;19;21;26;3;12;11;4;6;18;25;13;15;22;7;5;2;17;10;9;16
1;8;14;20;23;24;19;21;25;3;12;11;4;6;18;26;13;15;22;7;5;2;17;10;9;16;6;6176620
6;6176620;1;8;14;20;23;24;19;21;25;3;12;11;4;6;18;26;13;15;22;7;5;2;17;10;9;16
1;23;14;20;8;24;19;21;25;3;12;11;4;6;18;26;13;15;22;7;5;2;17;10;9;16;6;6166668
6;6166668;1;23;14;20;8;24;19;21;25;3;12;11;4;6;18;26;13;15;22;7;5;2;17;10;9;16
1;23;14;20;8;24;19;18;25;3;12;11;4;6;21;26;13;15;22;7;5;2;17;10;9;16;6;6112944
6;6112944;1;23;14;20;8;24;19;18;25;3;12;11;4;6;21;26;13;15;22;7;5;2;17;10;9;16
1;23;14;20;8;24;19;18;25;3;12;11;4;6;22;26;13;15;21;7;5;2;17;10;9;16;6;6065781
6;6065781;1;23;14;20;8;24;19;18;25;3;12;11;4;6;22;26;13;15;21;7;5;2;17;10;9;16
1;23;14;20;8;24;19;18;25;3;12;11;4;6;22;26;13;15;21;10;5;2;17;7;9;16;6;6063242
6;6063242;1;23;14;20;8;24;19;18;25;3;12;11;4;6;22;26;13;15;21;10;5;2;17;7;9;16
1;23;14;20;8;11;19;18;25;3;12;24;4;6;22;26;13;15;21;10;5;2;17;7;9;16;6;6064262
6;6064262;1;23;14;20;8;11;19;18;25;3;12;24;4;6;22;26;13;15;21;10;5;2;17;7;9;16
1;23;14;20;8;11;19;2;25;3;12;24;4;6;22;26;13;15;21;10;5;18;17;7;9;16;6;6165496
6;6165496;1;23;14;20;8;11;19;2;25;3;12;24;4;6;22;26;13;15;21;10;5;18;17;7;9;16
1;23;14;20;8;11;19;2;25;3;12;24;4;22;6;26;13;15;21;10;5;18;17;7;9;16;6;6172019
6;6172019;1;23;14;20;8;11;19;2;25;3;12;24;4;22;6;26;13;15;21;10;5;18;17;7;9;16
