"X1";"X5904425";"X25";"X15";"X8";"X7";"X1.1";"X13";"X18";"X17";"X6";"X9";"X20";"X24";"X5";"X14";"X12";"X4";"X10";"X16";"X2";"X19";"X22";"X3";"X23";"X21";"X26";"X11"
2;5843509;19;2;8;14;24;12;16;22;5;13;4;15;18;7;6;21;17;9;10;25;20;3;26;23;1;11
19;2;8;14;24;12;16;22;5;13;4;10;18;7;6;21;17;9;15;25;20;3;26;23;1;11;2;5819924
2;5819924;19;2;8;14;24;12;16;22;5;13;4;10;18;7;6;21;17;9;15;25;20;3;26;23;1;11
16;2;8;14;24;12;19;22;5;13;4;10;18;7;6;21;17;9;15;25;20;3;26;23;1;11;2;5811408
2;5811408;16;2;8;14;24;12;19;22;5;13;4;10;18;7;6;21;17;9;15;25;20;3;26;23;1;11
16;2;8;14;24;12;19;22;5;13;4;10;18;7;6;21;3;9;15;25;20;17;26;23;1;11;2;5744233
2;5744233;16;2;8;14;24;12;19;22;5;13;4;10;18;7;6;21;3;9;15;25;20;17;26;23;1;11
16;2;8;14;24;12;19;22;5;13;4;15;18;7;6;21;3;9;10;25;20;17;26;23;1;11;2;5761714
2;5761714;16;2;8;14;24;12;19;22;5;13;4;15;18;7;6;21;3;9;10;25;20;17;26;23;1;11
16;2;8;14;24;19;12;22;5;13;4;15;18;7;6;21;3;9;10;25;20;17;26;23;1;11;2;5761714
2;5761714;16;2;8;14;24;19;12;22;5;13;4;15;18;7;6;21;3;9;10;25;20;17;26;23;1;11
17;2;8;14;24;19;12;22;5;13;4;15;18;7;6;21;3;9;10;25;20;16;26;23;1;11;2;5768225
2;5768225;17;2;8;14;24;19;12;22;5;13;4;15;18;7;6;21;3;9;10;25;20;16;26;23;1;11
17;2;8;14;15;19;12;22;5;13;4;24;18;7;6;21;3;9;10;25;20;16;26;23;1;11;2;5789538
2;5789538;17;2;8;14;15;19;12;22;5;13;4;24;18;7;6;21;3;9;10;25;20;16;26;23;1;11
9;2;8;14;15;19;12;22;5;13;4;24;18;7;6;21;3;17;10;25;20;16;26;23;1;11;2;5845965
2;5845965;9;2;8;14;15;19;12;22;5;13;4;24;18;7;6;21;3;17;10;25;20;16;26;23;1;11
9;2;8;14;15;19;12;22;6;13;4;24;18;7;5;21;3;17;10;25;20;16;26;23;1;11;2;6082220
2;6082220;9;2;8;14;15;19;12;22;6;13;4;24;18;7;5;21;3;17;10;25;20;16;26;23;1;11
9;20;8;14;15;19;12;22;6;13;4;24;18;7;5;21;3;17;10;25;2;16;26;23;1;11;2;6060820
2;6060820;9;20;8;14;15;19;12;22;6;13;4;24;18;7;5;21;3;17;10;25;2;16;26;23;1;11
9;20;8;14;15;19;21;22;6;13;4;24;18;7;5;12;3;17;10;25;2;16;26;23;1;11;2;6060692
2;6060692;9;20;8;14;15;19;21;22;6;13;4;24;18;7;5;12;3;17;10;25;2;16;26;23;1;11
9;20;8;14;15;19;21;22;6;13;4;24;18;7;16;12;3;17;10;25;2;5;26;23;1;11;2;6226014
2;6226014;9;20;8;14;15;19;21;22;6;13;4;24;18;7;16;12;3;17;10;25;2;5;26;23;1;11
9;20;8;14;15;19;21;22;6;13;4;24;17;7;16;12;3;18;10;25;2;5;26;23;1;11;2;6129181
3;6129181;9;20;8;14;15;19;21;22;6;13;4;24;17;7;16;12;3;18;10;25;2;5;26;23;1;11
9;20;8;14;15;11;21;22;6;13;4;24;17;7;16;12;3;18;10;25;2;5;26;23;1;19;3;6125113
3;6125113;9;20;8;14;15;11;21;22;6;13;4;24;17;7;16;12;3;18;10;25;2;5;26;23;1;19
9;20;17;14;15;11;21;22;6;13;4;24;8;7;16;12;3;18;10;25;2;5;26;23;1;19;3;6096583
3;6096583;9;20;17;14;15;11;21;22;6;13;4;24;8;7;16;12;3;18;10;25;2;5;26;23;1;19
9;20;17;14;15;11;21;22;6;13;4;24;8;16;7;12;3;18;10;25;2;5;26;23;1;19;3;6107267
3;6107267;9;20;17;14;15;11;21;22;6;13;4;24;8;16;7;12;3;18;10;25;2;5;26;23;1;19
9;20;17;14;1;11;21;22;6;13;4;24;8;16;7;12;3;18;10;25;2;5;26;23;15;19;3;6092914
3;6092914;9;20;17;14;1;11;21;22;6;13;4;24;8;16;7;12;3;18;10;25;2;5;26;23;15;19
16;20;17;14;1;11;21;22;6;13;4;24;8;9;7;12;3;18;10;25;2;5;26;23;15;19;3;6034653
3;6034653;16;20;17;14;1;11;21;22;6;13;4;24;8;9;7;12;3;18;10;25;2;5;26;23;15;19
4;20;17;14;1;11;21;22;6;13;16;24;8;9;7;12;3;18;10;25;2;5;26;23;15;19;3;6057639
3;6057639;4;20;17;14;1;11;21;22;6;13;16;24;8;9;7;12;3;18;10;25;2;5;26;23;15;19
4;20;17;14;11;1;21;22;6;13;16;24;8;9;7;12;3;18;10;25;2;5;26;23;15;19;3;6056165
3;6056165;4;20;17;14;11;1;21;22;6;13;16;24;8;9;7;12;3;18;10;25;2;5;26;23;15;19
4;21;17;14;11;1;20;22;6;13;16;24;8;9;7;12;3;18;10;25;2;5;26;23;15;19;3;6058747
3;6058747;4;21;17;14;11;1;20;22;6;13;16;24;8;9;7;12;3;18;10;25;2;5;26;23;15;19
4;21;13;14;11;1;20;22;6;17;16;24;8;9;7;12;3;18;10;25;2;5;26;23;15;19;3;6085733
3;6085733;4;21;13;14;11;1;20;22;6;17;16;24;8;9;7;12;3;18;10;25;2;5;26;23;15;19
20;21;13;14;11;1;4;22;6;17;16;24;8;9;7;12;3;18;10;25;2;5;26;23;15;19;3;6032921
3;6032921;20;21;13;14;11;1;4;22;6;17;16;24;8;9;7;12;3;18;10;25;2;5;26;23;15;19
12;21;13;14;11;1;4;22;6;17;16;24;8;9;7;20;3;18;10;25;2;5;26;23;15;19;3;5997290
3;5997290;12;21;13;14;11;1;4;22;6;17;16;24;8;9;7;20;3;18;10;25;2;5;26;23;15;19
12;21;13;14;11;1;4;22;6;17;16;24;8;9;7;20;3;15;10;25;2;5;26;23;18;19;3;6035655
3;6035655;12;21;13;14;11;1;4;22;6;17;16;24;8;9;7;20;3;15;10;25;2;5;26;23;18;19
12;21;13;2;11;1;4;22;6;17;16;24;8;9;7;20;3;15;10;25;14;5;26;23;18;19;3;6096563
3;6096563;12;21;13;2;11;1;4;22;6;17;16;24;8;9;7;20;3;15;10;25;14;5;26;23;18;19
12;21;13;2;15;1;4;22;6;17;16;24;8;9;7;20;3;11;10;25;14;5;26;23;18;19;3;6108696
3;6108696;12;21;13;2;15;1;4;22;6;17;16;24;8;9;7;20;3;11;10;25;14;5;26;23;18;19
12;21;13;2;15;1;4;22;6;17;23;24;8;9;7;20;3;11;10;25;14;5;26;16;18;19;3;6102920
3;6102920;12;21;13;2;15;1;4;22;6;17;23;24;8;9;7;20;3;11;10;25;14;5;26;16;18;19
12;4;13;2;15;1;21;22;6;17;23;24;8;9;7;20;3;11;10;25;14;5;26;16;18;19;3;6172508
3;6172508;12;4;13;2;15;1;21;22;6;17;23;24;8;9;7;20;3;11;10;25;14;5;26;16;18;19
12;4;13;2;15;1;21;22;6;17;23;24;19;9;7;20;3;11;10;25;14;5;26;16;18;8;3;6207757
3;6207757;12;4;13;2;15;1;21;22;6;17;23;24;19;9;7;20;3;11;10;25;14;5;26;16;18;8
20;4;13;2;15;1;21;22;6;17;23;24;19;9;7;12;3;11;10;25;14;5;26;16;18;8;3;6247779
3;6247779;20;4;13;2;15;1;21;22;6;17;23;24;19;9;7;12;3;11;10;25;14;5;26;16;18;8
20;4;13;2;15;1;21;22;6;19;23;24;17;9;7;12;3;11;10;25;14;5;26;16;18;8;3;6209494
3;6209494;20;4;13;2;15;1;21;22;6;19;23;24;17;9;7;12;3;11;10;25;14;5;26;16;18;8
20;4;13;2;15;1;21;22;6;19;23;24;17;9;7;12;3;11;10;14;25;5;26;16;18;8;3;6195453
4;6195453;20;4;13;2;15;1;21;22;6;19;23;24;17;9;7;12;3;11;10;14;25;5;26;16;18;8
20;4;13;2;19;1;21;22;6;15;23;24;17;9;7;12;3;11;10;14;25;5;26;16;18;8;4;6254780
4;6254780;20;4;13;2;19;1;21;22;6;15;23;24;17;9;7;12;3;11;10;14;25;5;26;16;18;8
20;4;13;2;19;1;21;22;6;14;23;24;17;9;7;12;3;11;10;15;25;5;26;16;18;8;4;6084777
4;6084777;20;4;13;2;19;1;21;22;6;14;23;24;17;9;7;12;3;11;10;15;25;5;26;16;18;8
20;4;13;2;19;1;21;22;6;14;23;24;17;9;26;12;3;11;10;15;25;5;7;16;18;8;4;6093060
4;6093060;20;4;13;2;19;1;21;22;6;14;23;24;17;9;26;12;3;11;10;15;25;5;7;16;18;8
20;4;13;22;19;1;21;2;6;14;23;24;17;9;26;12;3;11;10;15;25;5;7;16;18;8;4;6093106
4;6093106;20;4;13;22;19;1;21;2;6;14;23;24;17;9;26;12;3;11;10;15;25;5;7;16;18;8
20;4;13;22;19;1;21;2;6;14;23;24;17;9;26;12;3;11;10;18;25;5;7;16;15;8;4;6171326
4;6171326;20;4;13;22;19;1;21;2;6;14;23;24;17;9;26;12;3;11;10;18;25;5;7;16;15;8
20;4;13;22;19;1;23;2;6;14;21;24;17;9;26;12;3;11;10;18;25;5;7;16;15;8;4;6146275
4;6146275;20;4;13;22;19;1;23;2;6;14;21;24;17;9;26;12;3;11;10;18;25;5;7;16;15;8
7;4;13;22;19;1;23;2;6;14;21;24;17;9;26;12;3;11;10;18;25;5;20;16;15;8;4;6182361
4;6182361;7;4;13;22;19;1;23;2;6;14;21;24;17;9;26;12;3;11;10;18;25;5;20;16;15;8
7;4;13;22;2;1;23;19;6;14;21;24;17;9;26;12;3;11;10;18;25;5;20;16;15;8;4;6106573
4;6106573;7;4;13;22;2;1;23;19;6;14;21;24;17;9;26;12;3;11;10;18;25;5;20;16;15;8
7;4;13;22;2;1;23;19;6;14;21;24;17;9;26;12;3;11;25;18;10;5;20;16;15;8;4;6106054
4;6106054;7;4;13;22;2;1;23;19;6;14;21;24;17;9;26;12;3;11;25;18;10;5;20;16;15;8
7;4;13;22;2;1;23;19;6;14;21;11;17;9;26;12;3;24;25;18;10;5;20;16;15;8;4;6106086
4;6106086;7;4;13;22;2;1;23;19;6;14;21;11;17;9;26;12;3;24;25;18;10;5;20;16;15;8
7;4;13;22;2;1;23;19;6;14;21;18;17;9;26;12;3;24;25;11;10;5;20;16;15;8;4;5983090
4;5983090;7;4;13;22;2;1;23;19;6;14;21;18;17;9;26;12;3;24;25;11;10;5;20;16;15;8
7;24;13;22;2;1;23;19;6;14;21;18;17;9;26;12;3;4;25;11;10;5;20;16;15;8;4;5926076
4;5926076;7;24;13;22;2;1;23;19;6;14;21;18;17;9;26;12;3;4;25;11;10;5;20;16;15;8
7;24;13;22;2;1;23;19;6;14;21;18;11;9;26;12;3;4;25;17;10;5;20;16;15;8;4;5914010
4;5914010;7;24;13;22;2;1;23;19;6;14;21;18;11;9;26;12;3;4;25;17;10;5;20;16;15;8
7;24;13;22;2;1;23;19;21;14;6;18;11;9;26;12;3;4;25;17;10;5;20;16;15;8;4;5948797
4;5948797;7;24;13;22;2;1;23;19;21;14;6;18;11;9;26;12;3;4;25;17;10;5;20;16;15;8
9;24;13;22;2;1;23;19;21;14;6;18;11;7;26;12;3;4;25;17;10;5;20;16;15;8;4;5985113
4;5985113;9;24;13;22;2;1;23;19;21;14;6;18;11;7;26;12;3;4;25;17;10;5;20;16;15;8
9;24;13;22;2;1;23;19;21;14;4;18;11;7;26;12;3;6;25;17;10;5;20;16;15;8;4;6039631
4;6039631;9;24;13;22;2;1;23;19;21;14;4;18;11;7;26;12;3;6;25;17;10;5;20;16;15;8
9;24;13;22;2;1;23;19;21;17;4;18;11;7;26;12;3;6;25;14;10;5;20;16;15;8;4;6216580
4;6216580;9;24;13;22;2;1;23;19;21;17;4;18;11;7;26;12;3;6;25;14;10;5;20;16;15;8
9;24;13;22;2;1;23;19;21;5;4;18;11;7;26;12;3;6;25;14;10;17;20;16;15;8;4;5853257
4;5853257;9;24;13;22;2;1;23;19;21;5;4;18;11;7;26;12;3;6;25;14;10;17;20;16;15;8
9;24;13;22;2;1;23;19;21;5;4;18;11;3;26;12;7;6;25;14;10;17;20;16;15;8;4;5816410
4;5816410;9;24;13;22;2;1;23;19;21;5;4;18;11;3;26;12;7;6;25;14;10;17;20;16;15;8
9;24;13;22;2;1;23;19;21;5;4;18;11;3;26;12;7;6;8;14;10;17;20;16;15;25;4;5784809
5;5784809;9;24;13;22;2;1;23;19;21;5;4;18;11;3;26;12;7;6;8;14;10;17;20;16;15;25
4;24;13;22;2;1;23;19;21;5;9;18;11;3;26;12;7;6;8;14;10;17;20;16;15;25;5;5760028
5;5760028;4;24;13;22;2;1;23;19;21;5;9;18;11;3;26;12;7;6;8;14;10;17;20;16;15;25
4;24;13;22;2;1;23;19;21;5;9;18;11;3;26;12;7;6;14;8;10;17;20;16;15;25;5;5759930
5;5759930;4;24;13;22;2;1;23;19;21;5;9;18;11;3;26;12;7;6;14;8;10;17;20;16;15;25
4;24;11;22;2;1;23;19;21;5;9;18;13;3;26;12;7;6;14;8;10;17;20;16;15;25;5;5760123
5;5760123;4;24;11;22;2;1;23;19;21;5;9;18;13;3;26;12;7;6;14;8;10;17;20;16;15;25
4;24;11;22;2;1;23;19;21;5;9;18;13;3;26;12;7;20;14;8;10;17;6;16;15;25;5;5768764
5;5768764;4;24;11;22;2;1;23;19;21;5;9;18;13;3;26;12;7;20;14;8;10;17;6;16;15;25
4;24;11;22;2;1;23;19;16;5;9;18;13;3;26;12;7;20;14;8;10;17;6;21;15;25;5;5754044
5;5754044;4;24;11;22;2;1;23;19;16;5;9;18;13;3;26;12;7;20;14;8;10;17;6;21;15;25
4;24;11;22;2;1;23;19;16;8;9;18;13;3;26;12;7;20;14;5;10;17;6;21;15;25;5;5855647
5;5855647;4;24;11;22;2;1;23;19;16;8;9;18;13;3;26;12;7;20;14;5;10;17;6;21;15;25
4;24;11;22;2;1;23;19;16;8;9;18;13;3;26;14;7;20;12;5;10;17;6;21;15;25;5;5879494
5;5879494;4;24;11;22;2;1;23;19;16;8;9;18;13;3;26;14;7;20;12;5;10;17;6;21;15;25
4;24;11;22;13;1;23;19;16;8;9;18;2;3;26;14;7;20;12;5;10;17;6;21;15;25;5;5890585
5;5890585;4;24;11;22;13;1;23;19;16;8;9;18;2;3;26;14;7;20;12;5;10;17;6;21;15;25
4;24;11;22;14;1;23;19;16;8;9;18;2;3;26;13;7;20;12;5;10;17;6;21;15;25;5;6012037
5;6012037;4;24;11;22;14;1;23;19;16;8;9;18;2;3;26;13;7;20;12;5;10;17;6;21;15;25
4;24;11;22;14;1;23;3;16;8;9;18;2;19;26;13;7;20;12;5;10;17;6;21;15;25;5;6017948
5;6017948;4;24;11;22;14;1;23;3;16;8;9;18;2;19;26;13;7;20;12;5;10;17;6;21;15;25
4;24;11;22;21;1;23;3;16;8;9;18;2;19;26;13;7;20;12;5;10;17;6;14;15;25;5;6061039
5;6061039;4;24;11;22;21;1;23;3;16;8;9;18;2;19;26;13;7;20;12;5;10;17;6;14;15;25
4;5;11;22;21;1;23;3;16;8;9;18;2;19;26;13;7;20;12;24;10;17;6;14;15;25;5;6010117
5;6010117;4;5;11;22;21;1;23;3;16;8;9;18;2;19;26;13;7;20;12;24;10;17;6;14;15;25
4;5;11;22;21;1;12;3;16;8;9;18;2;19;26;13;7;20;23;24;10;17;6;14;15;25;5;6034572
5;6034572;4;5;11;22;21;1;12;3;16;8;9;18;2;19;26;13;7;20;23;24;10;17;6;14;15;25
4;5;11;22;21;1;12;3;17;8;9;18;2;19;26;13;7;20;23;24;10;16;6;14;15;25;5;6037329
5;6037329;4;5;11;22;21;1;12;3;17;8;9;18;2;19;26;13;7;20;23;24;10;16;6;14;15;25
4;5;11;22;24;1;12;3;17;8;9;18;2;19;26;13;7;20;23;21;10;16;6;14;15;25;5;6024927
5;6024927;4;5;11;22;24;1;12;3;17;8;9;18;2;19;26;13;7;20;23;21;10;16;6;14;15;25
4;25;11;22;24;1;12;3;17;8;9;18;2;19;26;13;7;20;23;21;10;16;6;14;15;5;5;5868338
5;5868338;4;25;11;22;24;1;12;3;17;8;9;18;2;19;26;13;7;20;23;21;10;16;6;14;15;5
4;25;11;22;24;1;12;3;17;8;9;18;6;19;26;13;7;20;23;21;10;16;2;14;15;5;5;5863326
5;5863326;4;25;11;22;24;1;12;3;17;8;9;18;6;19;26;13;7;20;23;21;10;16;2;14;15;5
4;25;11;22;24;1;12;3;17;8;9;18;6;19;7;13;26;20;23;21;10;16;2;14;15;5;5;5835274
5;5835274;4;25;11;22;24;1;12;3;17;8;9;18;6;19;7;13;26;20;23;21;10;16;2;14;15;5
4;25;11;22;24;1;12;3;17;8;9;18;6;19;10;13;26;20;23;21;7;16;2;14;15;5;5;5849011
5;5849011;4;25;11;22;24;1;12;3;17;8;9;18;6;19;10;13;26;20;23;21;7;16;2;14;15;5
4;25;11;22;24;1;12;3;17;8;9;18;6;19;10;13;26;20;16;21;7;23;2;14;15;5;5;5834329
6;5834329;4;25;11;22;24;1;12;3;17;8;9;18;6;19;10;13;26;20;16;21;7;23;2;14;15;5
4;25;11;22;24;1;12;3;17;8;9;18;6;19;10;13;26;20;16;5;7;23;2;14;15;21;6;6128220
6;6128220;4;25;11;22;24;1;12;3;17;8;9;18;6;19;10;13;26;20;16;5;7;23;2;14;15;21
4;25;11;22;24;1;12;3;17;23;9;18;6;19;10;13;26;20;16;5;7;8;2;14;15;21;6;6103369
6;6103369;4;25;11;22;24;1;12;3;17;23;9;18;6;19;10;13;26;20;16;5;7;8;2;14;15;21
4;25;11;22;24;1;12;3;21;23;9;18;6;19;10;13;26;20;16;5;7;8;2;14;15;17;6;6073767
6;6073767;4;25;11;22;24;1;12;3;21;23;9;18;6;19;10;13;26;20;16;5;7;8;2;14;15;17
4;25;11;22;24;1;12;3;21;23;9;18;6;19;10;17;26;20;16;5;7;8;2;14;15;13;6;6087493
6;6087493;4;25;11;22;24;1;12;3;21;23;9;18;6;19;10;17;26;20;16;5;7;8;2;14;15;13
4;16;11;22;24;1;12;3;21;23;9;18;6;19;10;17;26;20;25;5;7;8;2;14;15;13;6;6095133
6;6095133;4;16;11;22;24;1;12;3;21;23;9;18;6;19;10;17;26;20;25;5;7;8;2;14;15;13
4;16;11;22;24;2;12;3;21;23;9;18;6;19;10;17;26;20;25;5;7;8;1;14;15;13;6;6106965
6;6106965;4;16;11;22;24;2;12;3;21;23;9;18;6;19;10;17;26;20;25;5;7;8;1;14;15;13
4;16;11;23;24;2;12;3;21;22;9;18;6;19;10;17;26;20;25;5;7;8;1;14;15;13;6;6122755
6;6122755;4;16;11;23;24;2;12;3;21;22;9;18;6;19;10;17;26;20;25;5;7;8;1;14;15;13
1;16;11;23;24;2;12;3;21;22;9;18;6;19;10;17;26;20;25;5;7;8;4;14;15;13;6;6044700
6;6044700;1;16;11;23;24;2;12;3;21;22;9;18;6;19;10;17;26;20;25;5;7;8;4;14;15;13
1;16;11;23;24;2;12;3;21;22;9;18;6;19;4;17;26;20;25;5;7;8;10;14;15;13;6;6038479
6;6038479;1;16;11;23;24;2;12;3;21;22;9;18;6;19;4;17;26;20;25;5;7;8;10;14;15;13
1;16;11;23;24;2;12;10;21;22;9;18;6;19;4;17;26;20;25;5;7;8;3;14;15;13;6;6147350
6;6147350;1;16;11;23;24;2;12;10;21;22;9;18;6;19;4;17;26;20;25;5;7;8;3;14;15;13
1;16;11;23;24;2;12;10;22;21;9;18;6;19;4;17;26;20;25;5;7;8;3;14;15;13;6;6147350
6;6147350;1;16;11;23;24;2;12;10;22;21;9;18;6;19;4;17;26;20;25;5;7;8;3;14;15;13
9;16;11;23;24;2;12;10;22;21;1;18;6;19;4;17;26;20;25;5;7;8;3;14;15;13;6;6221290
6;6221290;9;16;11;23;24;2;12;10;22;21;1;18;6;19;4;17;26;20;25;5;7;8;3;14;15;13
9;16;11;23;24;2;12;15;22;21;1;18;6;19;4;17;26;20;25;5;7;8;3;14;10;13;6;6206840
6;6206840;9;16;11;23;24;2;12;15;22;21;1;18;6;19;4;17;26;20;25;5;7;8;3;14;10;13
9;16;11;23;24;22;12;15;2;21;1;18;6;19;4;17;26;20;25;5;7;8;3;14;10;13;6;6205765
6;6205765;9;16;11;23;24;22;12;15;2;21;1;18;6;19;4;17;26;20;25;5;7;8;3;14;10;13
9;16;11;23;24;22;12;15;2;21;1;18;6;19;4;17;26;20;25;5;7;8;3;10;14;13;6;6016555
6;6016555;9;16;11;23;24;22;12;15;2;21;1;18;6;19;4;17;26;20;25;5;7;8;3;10;14;13
9;16;11;23;24;22;12;20;2;21;1;18;6;19;4;17;26;15;25;5;7;8;3;10;14;13;6;6023165
6;6023165;9;16;11;23;24;22;12;20;2;21;1;18;6;19;4;17;26;15;25;5;7;8;3;10;14;13
13;16;11;23;24;22;12;20;2;21;1;18;6;19;4;17;26;15;25;5;7;8;3;10;14;9;6;5943948
6;5943948;13;16;11;23;24;22;12;20;2;21;1;18;6;19;4;17;26;15;25;5;7;8;3;10;14;9
13;16;11;23;24;22;12;20;2;21;1;18;6;7;4;17;26;15;25;5;19;8;3;10;14;9;6;5978727
6;5978727;13;16;11;23;24;22;12;20;2;21;1;18;6;7;4;17;26;15;25;5;19;8;3;10;14;9
