"X1";"X50656";"X5";"X1.1";"X6";"X8";"X4";"X12";"X2";"X10";"X3";"X7";"X11";"X9"
3;8;11;2;9;10;7;12;5;6;4;1;5;45134
5;45134;3;8;11;2;9;10;7;12;5;6;4;1
3;5;11;2;9;10;7;12;8;6;4;1;5;32676
5;32676;3;5;11;2;9;10;7;12;8;6;4;1
3;5;10;2;9;11;7;12;8;6;4;1;5;30722
5;30722;3;5;10;2;9;11;7;12;8;6;4;1
3;5;10;2;4;11;7;12;8;6;9;1;5;26826
5;26826;3;5;10;2;4;11;7;12;8;6;9;1
3;5;11;2;4;10;7;12;8;6;9;1;5;28780
5;28780;3;5;11;2;4;10;7;12;8;6;9;1
3;5;11;2;4;10;7;8;12;6;9;1;5;32226
5;32226;3;5;11;2;4;10;7;8;12;6;9;1
3;2;11;5;4;10;7;8;12;6;9;1;5;45596
5;45596;3;2;11;5;4;10;7;8;12;6;9;1
3;6;11;5;4;10;7;8;12;2;9;1;5;53428
5;53428;3;6;11;5;4;10;7;8;12;2;9;1
3;6;11;5;4;10;7;8;1;2;9;12;5;55958
5;55958;3;6;11;5;4;10;7;8;1;2;9;12
3;6;7;5;4;10;11;8;1;2;9;12;5;58214
6;58214;3;6;7;5;4;10;11;8;1;2;9;12
3;6;9;5;4;10;11;8;1;2;7;12;6;52242
6;52242;3;6;9;5;4;10;11;8;1;2;7;12
3;6;9;5;4;10;11;12;1;2;7;8;6;46934
6;46934;3;6;9;5;4;10;11;12;1;2;7;8
6;3;9;5;4;10;11;12;1;2;7;8;6;49256
6;49256;6;3;9;5;4;10;11;12;1;2;7;8
6;3;2;5;4;10;11;12;1;9;7;8;6;48740
6;48740;6;3;2;5;4;10;11;12;1;9;7;8
6;3;12;5;4;10;11;2;1;9;7;8;6;45472
6;45472;6;3;12;5;4;10;11;2;1;9;7;8
6;3;12;5;4;10;11;8;1;9;7;2;6;47942
6;47942;6;3;12;5;4;10;11;8;1;9;7;2
6;11;12;5;4;10;3;8;1;9;7;2;6;34406
6;34406;6;11;12;5;4;10;3;8;1;9;7;2
10;11;12;5;4;6;3;8;1;9;7;2;6;36724
6;36724;10;11;12;5;4;6;3;8;1;9;7;2
10;11;12;5;4;9;3;8;1;6;7;2;6;47416
6;47416;10;11;12;5;4;9;3;8;1;6;7;2
10;8;12;5;4;9;3;11;1;6;7;2;6;25312
6;25312;10;8;12;5;4;9;3;11;1;6;7;2
10;8;6;5;4;9;3;11;1;12;7;2;6;27692
6;27692;10;8;6;5;4;9;3;11;1;12;7;2
10;8;6;2;4;9;3;11;1;12;7;5;6;31940
6;27692;10;8;6;5;4;9;3;11;1;12;7;2
4;8;6;5;10;9;3;11;1;12;7;2;6;35434
6;35434;4;8;6;5;10;9;3;11;1;12;7;2
4;6;8;5;10;9;3;11;1;12;7;2;6;28766
6;28766;4;6;8;5;10;9;3;11;1;12;7;2
4;6;9;5;10;8;3;11;1;12;7;2;6;32532
6;32532;4;6;9;5;10;8;3;11;1;12;7;2
4;6;9;5;11;8;3;10;1;12;7;2;6;48108
6;48108;4;6;9;5;11;8;3;10;1;12;7;2
4;6;9;5;11;8;3;12;1;10;7;2;6;47708
6;47708;4;6;9;5;11;8;3;12;1;10;7;2
8;6;9;5;11;4;3;12;1;10;7;2;6;40502
6;40502;8;6;9;5;11;4;3;12;1;10;7;2
8;6;9;5;11;4;7;12;1;10;3;2;6;41344
6;41344;8;6;9;5;11;4;7;12;1;10;3;2
8;6;4;5;11;9;7;12;1;10;3;2;6;48182
7;48182;8;6;4;5;11;9;7;12;1;10;3;2
8;6;12;5;11;9;7;4;1;10;3;2;7;41218
7;41218;8;6;12;5;11;9;7;4;1;10;3;2
11;6;12;5;8;9;7;4;1;10;3;2;7;28974
7;28974;11;6;12;5;8;9;7;4;1;10;3;2
11;6;2;5;8;9;7;4;1;10;3;12;7;31338
7;31338;11;6;2;5;8;9;7;4;1;10;3;12
11;6;2;5;8;1;7;4;9;10;3;12;7;38192
7;31338;11;6;2;5;8;9;7;4;1;10;3;12
11;6;2;5;8;12;7;4;1;10;3;9;7;29038
7;29038;11;6;2;5;8;12;7;4;1;10;3;9
11;6;1;5;8;12;7;4;2;10;3;9;7;27982
7;27982;11;6;1;5;8;12;7;4;2;10;3;9
11;6;10;5;8;12;7;4;2;1;3;9;7;26156
7;26156;11;6;10;5;8;12;7;4;2;1;3;9
11;6;10;5;8;12;7;9;2;1;3;4;7;32922
7;32922;11;6;10;5;8;12;7;9;2;1;3;4
11;6;10;5;8;4;7;9;2;1;3;12;7;34154
7;34154;11;6;10;5;8;4;7;9;2;1;3;12
11;6;10;5;8;7;4;9;2;1;3;12;7;50852
7;50852;11;6;10;5;8;7;4;9;2;1;3;12
11;6;10;5;8;7;3;9;2;1;4;12;7;49324
7;49324;11;6;10;5;8;7;3;9;2;1;4;12
11;9;10;5;8;7;3;6;2;1;4;12;7;43944
7;43944;11;9;10;5;8;7;3;6;2;1;4;12
11;9;6;5;8;7;3;10;2;1;4;12;7;33856
7;33856;11;9;6;5;8;7;3;10;2;1;4;12
11;9;6;5;8;7;3;10;2;12;4;1;7;47104
7;47104;11;9;6;5;8;7;3;10;2;12;4;1
11;9;2;5;8;7;3;10;6;12;4;1;7;45914
7;45914;11;9;2;5;8;7;3;10;6;12;4;1
11;9;2;7;8;5;3;10;6;12;4;1;7;55412
7;45914;11;9;2;5;8;7;3;10;6;12;4;1
11;9;2;5;8;7;3;4;6;12;10;1;7;47870
7;47870;11;9;2;5;8;7;3;4;6;12;10;1
11;9;8;5;2;7;3;4;6;12;10;1;7;51890
7;51890;11;9;8;5;2;7;3;4;6;12;10;1
11;9;8;5;2;1;3;4;6;12;10;7;7;55294
7;55294;11;9;8;5;2;1;3;4;6;12;10;7
11;9;8;5;4;1;3;2;6;12;10;7;7;46156
8;46156;11;9;8;5;4;1;3;2;6;12;10;7
11;9;8;4;5;1;3;2;6;12;10;7;8;43636
8;43636;11;9;8;4;5;1;3;2;6;12;10;7
1;9;8;4;5;11;3;2;6;12;10;7;8;46744
8;46744;1;9;8;4;5;11;3;2;6;12;10;7
1;9;7;4;5;11;3;2;6;12;10;8;8;47474
8;47474;1;9;7;4;5;11;3;2;6;12;10;8
10;9;7;4;5;11;3;2;6;12;1;8;8;43172
8;43172;10;9;7;4;5;11;3;2;6;12;1;8
10;9;3;4;5;11;7;2;6;12;1;8;8;45548
8;45548;10;9;3;4;5;11;7;2;6;12;1;8
10;9;3;4;5;11;7;2;6;12;8;1;8;45672
8;45672;10;9;3;4;5;11;7;2;6;12;8;1
10;9;1;4;5;11;7;2;6;12;8;3;8;38692
8;38692;10;9;1;4;5;11;7;2;6;12;8;3
10;9;1;8;5;11;7;2;6;12;4;3;8;34542
8;34542;10;9;1;8;5;11;7;2;6;12;4;3
10;9;1;8;5;11;7;3;6;12;4;2;8;38304
8;38304;10;9;1;8;5;11;7;3;6;12;4;2
10;9;1;8;12;11;7;3;6;5;4;2;8;38144
8;38144;10;9;1;8;12;11;7;3;6;5;4;2
10;9;1;8;12;11;7;3;6;2;4;5;8;50240
8;38144;10;9;1;8;12;11;7;3;6;5;4;2
10;9;1;12;8;11;7;3;6;5;4;2;8;35184
8;35184;10;9;1;12;8;11;7;3;6;5;4;2
6;9;1;12;8;11;7;3;10;5;4;2;8;35138
8;35138;6;9;1;12;8;11;7;3;10;5;4;2
6;1;9;12;8;11;7;3;10;5;4;2;8;43642
8;35138;6;9;1;12;8;11;7;3;10;5;4;2
6;9;1;7;8;11;12;3;10;5;4;2;8;42462
8;42462;6;9;1;7;8;11;12;3;10;5;4;2
6;9;1;7;8;10;12;3;11;5;4;2;8;48022
8;48022;6;9;1;7;8;10;12;3;11;5;4;2
6;9;10;7;8;1;12;3;11;5;4;2;8;50010
8;50010;6;9;10;7;8;1;12;3;11;5;4;2
6;9;10;7;8;1;12;3;4;5;11;2;8;49970
8;49970;6;9;10;7;8;1;12;3;4;5;11;2
6;1;10;7;8;9;12;3;4;5;11;2;8;56112
8;56112;6;1;10;7;8;9;12;3;4;5;11;2
6;1;10;7;2;9;12;3;4;5;11;8;8;51856
9;51856;6;1;10;7;2;9;12;3;4;5;11;8
6;1;10;7;8;9;12;3;4;5;11;2;9;56112
9;56112;6;1;10;7;8;9;12;3;4;5;11;2
6;1;10;4;8;9;12;3;7;5;11;2;9;51548
9;51548;6;1;10;4;8;9;12;3;7;5;11;2
12;1;10;4;8;9;6;3;7;5;11;2;9;60172
9;60172;12;1;10;4;8;9;6;3;7;5;11;2
12;1;10;5;8;9;6;3;7;4;11;2;9;57800
9;57800;12;1;10;5;8;9;6;3;7;4;11;2
12;1;5;10;8;9;6;3;7;4;11;2;9;56948
9;56948;12;1;5;10;8;9;6;3;7;4;11;2
12;1;5;10;8;4;6;3;7;9;11;2;9;56858
9;56858;12;1;5;10;8;4;6;3;7;9;11;2
12;1;5;10;8;7;6;3;4;9;11;2;9;54562
9;54562;12;1;5;10;8;7;6;3;4;9;11;2
12;1;5;10;8;7;6;11;4;9;3;2;9;45916
9;45916;12;1;5;10;8;7;6;11;4;9;3;2
12;1;5;6;8;7;10;11;4;9;3;2;9;41028
9;41028;12;1;5;6;8;7;10;11;4;9;3;2
7;1;5;6;8;12;10;11;4;9;3;2;9;42452
9;42452;7;1;5;6;8;12;10;11;4;9;3;2
7;1;5;10;8;12;6;11;4;9;3;2;9;41038
9;41038;7;1;5;10;8;12;6;11;4;9;3;2
7;1;5;10;8;12;6;9;4;11;3;2;9;46566
9;46566;7;1;5;10;8;12;6;9;4;11;3;2
7;1;5;10;8;12;6;2;4;11;3;9;9;51734
9;46566;7;1;5;10;8;12;6;9;4;11;3;2
7;1;5;10;8;12;11;9;4;6;3;2;9;41752
9;41752;7;1;5;10;8;12;11;9;4;6;3;2
7;1;5;10;8;3;11;9;4;6;12;2;9;38120
9;38120;7;1;5;10;8;3;11;9;4;6;12;2
3;1;5;10;8;7;11;9;4;6;12;2;9;39288
9;39288;3;1;5;10;8;7;11;9;4;6;12;2
4;1;5;10;8;7;11;9;3;6;12;2;9;31822
9;31822;4;1;5;10;8;7;11;9;3;6;12;2
9;1;5;10;8;7;11;4;3;6;12;2;9;37654
9;37654;9;1;5;10;8;7;11;4;3;6;12;2
9;1;5;11;8;7;10;4;3;6;12;2;9;37076
9;37076;9;1;5;11;8;7;10;4;3;6;12;2
9;1;5;11;8;7;10;4;12;6;3;2;9;37034
10;37034;9;1;5;11;8;7;10;4;12;6;3;2
9;5;1;11;8;7;10;4;12;6;3;2;10;33758
10;33758;9;5;1;11;8;7;10;4;12;6;3;2
9;11;1;5;8;7;10;4;12;6;3;2;10;37776
10;33758;9;5;1;11;8;7;10;4;12;6;3;2
1;5;9;11;8;7;10;4;12;6;3;2;10;32956
10;32956;1;5;9;11;8;7;10;4;12;6;3;2
1;5;9;11;8;7;2;4;12;6;3;10;10;31152
10;31152;1;5;9;11;8;7;2;4;12;6;3;10
1;5;9;11;8;12;2;4;7;6;3;10;10;43358
10;43358;1;5;9;11;8;12;2;4;7;6;3;10
1;5;9;11;8;12;10;4;7;6;3;2;10;45162
10;45162;1;5;9;11;8;12;10;4;7;6;3;2
1;5;9;11;8;12;7;4;10;6;3;2;10;43926
10;43926;1;5;9;11;8;12;7;4;10;6;3;2
1;5;9;11;12;8;7;4;10;6;3;2;10;40752
10;40752;1;5;9;11;12;8;7;4;10;6;3;2
1;5;9;11;8;12;7;4;10;6;3;2;10;43926
10;43926;1;5;9;11;8;12;7;4;10;6;3;2
1;5;2;11;8;12;7;4;10;6;3;9;10;41262
10;41262;1;5;2;11;8;12;7;4;10;6;3;9
1;5;2;6;8;12;7;4;10;11;3;9;10;53284
10;41262;1;5;2;11;8;12;7;4;10;6;3;9
1;9;2;11;8;12;7;4;10;6;3;5;10;39218
10;39218;1;9;2;11;8;12;7;4;10;6;3;5
1;9;2;11;12;8;7;4;10;6;3;5;10;46252
10;39218;1;9;2;11;8;12;7;4;10;6;3;5
1;9;4;11;8;12;7;2;10;6;3;5;10;48682
10;48682;1;9;4;11;8;12;7;2;10;6;3;5
8;9;4;11;1;12;7;2;10;6;3;5;10;41236
10;41236;8;9;4;11;1;12;7;2;10;6;3;5
8;9;4;11;1;12;7;2;3;6;10;5;10;41190
10;41190;8;9;4;11;1;12;7;2;3;6;10;5
8;9;4;11;1;12;5;2;3;6;10;7;10;46002
10;46002;8;9;4;11;1;12;5;2;3;6;10;7
8;9;4;11;1;12;5;10;3;6;2;7;10;46346
10;46346;8;9;4;11;1;12;5;10;3;6;2;7
8;3;4;11;1;12;5;10;9;6;2;7;10;53322
10;53322;8;3;4;11;1;12;5;10;9;6;2;7
8;3;4;11;1;5;12;10;9;6;2;7;10;43664
11;43664;8;3;4;11;1;5;12;10;9;6;2;7
8;4;3;11;1;5;12;10;9;6;2;7;11;53384
11;43664;8;3;4;11;1;5;12;10;9;6;2;7
1;3;4;11;8;5;12;10;9;6;2;7;11;42650
11;42650;1;3;4;11;8;5;12;10;9;6;2;7
1;3;4;11;6;5;12;10;9;8;2;7;11;36892
11;36892;1;3;4;11;6;5;12;10;9;8;2;7
1;3;4;11;5;6;12;10;9;8;2;7;11;51010
11;51010;1;3;4;11;5;6;12;10;9;8;2;7
1;3;4;11;2;6;12;10;9;8;5;7;11;51410
11;51410;1;3;4;11;2;6;12;10;9;8;5;7
1;3;4;11;2;6;8;10;9;12;5;7;11;59874
11;59874;1;3;4;11;2;6;8;10;9;12;5;7
1;3;4;11;2;6;8;9;10;12;5;7;11;45898
11;45898;1;3;4;11;2;6;8;9;10;12;5;7
1;4;3;11;2;6;8;9;10;12;5;7;11;28834
11;28834;1;4;3;11;2;6;8;9;10;12;5;7
1;4;3;6;2;11;8;9;10;12;5;7;11;39918
11;28834;1;4;3;11;2;6;8;9;10;12;5;7
1;4;3;11;2;9;8;6;10;12;5;7;11;34342
11;34342;1;4;3;11;2;9;8;6;10;12;5;7
1;4;3;11;7;9;8;6;10;12;5;2;11;31946
11;31946;1;4;3;11;7;9;8;6;10;12;5;2
6;4;3;11;7;9;8;1;10;12;5;2;11;45988
11;31946;1;4;3;11;7;9;8;6;10;12;5;2
10;4;3;11;7;9;8;6;1;12;5;2;11;39846
11;39846;10;4;3;11;7;9;8;6;1;12;5;2
7;4;3;11;10;9;8;6;1;12;5;2;11;38782
11;38782;7;4;3;11;10;9;8;6;1;12;5;2
7;4;8;11;10;9;3;6;1;12;5;2;11;37938
11;37938;7;4;8;11;10;9;3;6;1;12;5;2
7;4;8;11;10;9;5;6;1;12;3;2;11;35724
11;35724;7;4;8;11;10;9;5;6;1;12;3;2
7;4;8;11;10;9;12;6;1;5;3;2;11;48132
11;35724;7;4;8;11;10;9;5;6;1;12;3;2
7;6;8;11;10;9;5;4;1;12;3;2;11;54212
11;35724;7;4;8;11;10;9;5;6;1;12;3;2
7;4;8;11;10;9;5;3;1;12;6;2;11;42688
11;42688;7;4;8;11;10;9;5;3;1;12;6;2
7;4;10;11;8;9;5;3;1;12;6;2;11;46604
12;46604;7;4;10;11;8;9;5;3;1;12;6;2
7;4;10;12;8;9;5;3;1;11;6;2;12;47184
12;47184;7;4;10;12;8;9;5;3;1;11;6;2
4;7;10;12;8;9;5;3;1;11;6;2;12;46082
12;46082;4;7;10;12;8;9;5;3;1;11;6;2
4;7;10;12;8;6;5;3;1;11;9;2;12;57210
12;57210;4;7;10;12;8;6;5;3;1;11;9;2
3;7;10;12;8;6;5;4;1;11;9;2;12;63126
12;63126;3;7;10;12;8;6;5;4;1;11;9;2
3;7;2;12;8;6;5;4;1;11;9;10;12;66132
12;66132;3;7;2;12;8;6;5;4;1;11;9;10
3;7;2;12;8;10;5;4;1;11;9;6;12;45882
12;45882;3;7;2;12;8;10;5;4;1;11;9;6
3;7;2;12;8;10;5;4;9;11;1;6;12;45976
12;45976;3;7;2;12;8;10;5;4;9;11;1;6
3;7;2;12;8;10;5;4;9;11;6;1;12;47002
12;45976;3;7;2;12;8;10;5;4;9;11;1;6
3;7;2;10;8;12;5;4;9;11;1;6;12;50398
12;50398;3;7;2;10;8;12;5;4;9;11;1;6
3;7;2;10;8;12;11;4;9;5;1;6;12;59362
12;59362;3;7;2;10;8;12;11;4;9;5;1;6
3;12;2;10;8;7;11;4;9;5;1;6;12;60266
12;60266;3;12;2;10;8;7;11;4;9;5;1;6
3;12;2;10;8;7;11;9;4;5;1;6;12;53950
12;53950;3;12;2;10;8;7;11;9;4;5;1;6
3;9;2;10;8;7;11;12;4;5;1;6;12;54710
12;54710;3;9;2;10;8;7;11;12;4;5;1;6
3;9;2;10;8;7;11;12;4;6;1;5;12;46646
12;46646;3;9;2;10;8;7;11;12;4;6;1;5
3;9;2;10;11;7;8;12;4;6;1;5;12;45562
12;45562;3;9;2;10;11;7;8;12;4;6;1;5
3;9;2;10;11;7;1;12;4;6;8;5;12;44190
12;44190;3;9;2;10;11;7;1;12;4;6;8;5
3;9;5;10;11;7;1;12;4;6;8;2;12;44962
12;44962;3;9;5;10;11;7;1;12;4;6;8;2
3;9;5;8;11;7;1;12;4;6;10;2;12;45656
12;45656;3;9;5;8;11;7;1;12;4;6;10;2
6;9;5;8;11;7;1;12;4;3;10;2;12;42684
