"X1";"X5887065";"X18";"X12";"X3";"X21";"X17";"X11";"X9";"X22";"X15";"X19";"X25";"X13";"X20";"X14";"X5";"X23";"X8";"X24";"X7";"X10";"X26";"X16";"X6";"X2";"X1.1";"X4"
1;5847038;21;12;13;25;16;26;6;22;15;3;10;8;20;7;14;23;19;2;5;17;9;18;1;4;24;11
21;12;13;25;16;26;6;22;15;3;24;8;20;7;14;23;19;2;5;17;9;18;1;4;10;11;1;5844023
1;5844023;21;12;13;25;16;26;6;22;15;3;24;8;20;7;14;23;19;2;5;17;9;18;1;4;10;11
21;12;13;25;16;26;6;22;15;3;24;8;20;7;14;23;19;2;18;17;9;5;1;4;10;11;1;6164437
1;6164437;21;12;13;25;16;26;6;22;15;3;24;8;20;7;14;23;19;2;18;17;9;5;1;4;10;11
21;12;13;25;16;22;6;26;15;3;24;8;20;7;14;23;19;2;18;17;9;5;1;4;10;11;1;6163508
2;6163508;21;12;13;25;16;22;6;26;15;3;24;8;20;7;14;23;19;2;18;17;9;5;1;4;10;11
21;12;13;19;16;22;6;26;15;3;24;8;20;7;14;23;25;2;18;17;9;5;1;4;10;11;2;6257920
2;6257920;21;12;13;19;16;22;6;26;15;3;24;8;20;7;14;23;25;2;18;17;9;5;1;4;10;11
21;12;13;19;16;22;6;26;20;3;24;8;15;7;14;23;25;2;18;17;9;5;1;4;10;11;2;6190500
2;6190500;21;12;13;19;16;22;6;26;20;3;24;8;15;7;14;23;25;2;18;17;9;5;1;4;10;11
21;12;13;1;16;22;6;26;20;3;24;8;15;7;14;23;25;2;18;17;9;5;19;4;10;11;2;6224638
2;6224638;21;12;13;1;16;22;6;26;20;3;24;8;15;7;14;23;25;2;18;17;9;5;19;4;10;11
21;12;13;1;10;22;6;26;20;3;24;8;15;7;14;23;25;2;18;17;9;5;19;4;16;11;2;6209824
2;6209824;21;12;13;1;10;22;6;26;20;3;24;8;15;7;14;23;25;2;18;17;9;5;19;4;16;11
21;12;13;1;10;22;14;26;20;3;24;8;15;7;6;23;25;2;18;17;9;5;19;4;16;11;2;6007994
2;6007994;21;12;13;1;10;22;14;26;20;3;24;8;15;7;6;23;25;2;18;17;9;5;19;4;16;11
21;12;13;1;19;22;14;26;20;3;24;8;15;7;6;23;25;2;18;17;9;5;10;4;16;11;2;5973274
2;5973274;21;12;13;1;19;22;14;26;20;3;24;8;15;7;6;23;25;2;18;17;9;5;10;4;16;11
21;12;13;1;19;22;14;26;20;3;7;8;15;24;6;23;25;2;18;17;9;5;10;4;16;11;2;5967941
2;5967941;21;12;13;1;19;22;14;26;20;3;7;8;15;24;6;23;25;2;18;17;9;5;10;4;16;11
21;12;13;1;19;16;14;26;20;3;7;8;15;24;6;23;25;2;18;17;9;5;10;4;22;11;2;5968009
2;5968009;21;12;13;1;19;16;14;26;20;3;7;8;15;24;6;23;25;2;18;17;9;5;10;4;22;11
21;12;13;20;19;16;14;26;1;3;7;8;15;24;6;23;25;2;18;17;9;5;10;4;22;11;2;6032110
2;6032110;21;12;13;20;19;16;14;26;1;3;7;8;15;24;6;23;25;2;18;17;9;5;10;4;22;11
22;12;13;20;19;16;14;26;1;3;7;8;15;24;6;23;25;2;18;17;9;5;10;4;21;11;2;6108586
2;6108586;22;12;13;20;19;16;14;26;1;3;7;8;15;24;6;23;25;2;18;17;9;5;10;4;21;11
22;12;13;20;19;16;14;26;1;3;7;8;15;24;18;23;25;2;6;17;9;5;10;4;21;11;2;6210243
2;6210243;22;12;13;20;19;16;14;26;1;3;7;8;15;24;18;23;25;2;6;17;9;5;10;4;21;11
22;12;13;20;19;16;14;26;1;3;7;23;15;24;18;8;25;2;6;17;9;5;10;4;21;11;2;6232122
2;6232122;22;12;13;20;19;16;14;26;1;3;7;23;15;24;18;8;25;2;6;17;9;5;10;4;21;11
22;1;13;20;19;16;14;26;12;3;7;23;15;24;18;8;25;2;6;17;9;5;10;4;21;11;2;6159572
2;6159572;22;1;13;20;19;16;14;26;12;3;7;23;15;24;18;8;25;2;6;17;9;5;10;4;21;11
22;1;20;13;19;16;14;26;12;3;7;23;15;24;18;8;25;2;6;17;9;5;10;4;21;11;2;6178069
2;6178069;22;1;20;13;19;16;14;26;12;3;7;23;15;24;18;8;25;2;6;17;9;5;10;4;21;11
22;1;20;24;19;16;14;26;12;3;7;23;15;13;18;8;25;2;6;17;9;5;10;4;21;11;2;6159588
2;6159588;22;1;20;24;19;16;14;26;12;3;7;23;15;13;18;8;25;2;6;17;9;5;10;4;21;11
22;1;12;24;19;16;14;26;20;3;7;23;15;13;18;8;25;2;6;17;9;5;10;4;21;11;2;6119433
2;6119433;22;1;12;24;19;16;14;26;20;3;7;23;15;13;18;8;25;2;6;17;9;5;10;4;21;11
22;1;12;24;19;16;14;26;20;10;7;23;15;13;18;8;25;2;6;17;9;5;3;4;21;11;2;6139800
2;6139800;22;1;12;24;19;16;14;26;20;10;7;23;15;13;18;8;25;2;6;17;9;5;3;4;21;11
22;1;2;24;19;16;14;26;20;10;7;23;15;13;18;8;25;12;6;17;9;5;3;4;21;11;2;6112645
2;6112645;22;1;2;24;19;16;14;26;20;10;7;23;15;13;18;8;25;12;6;17;9;5;3;4;21;11
22;1;4;24;19;16;14;26;20;10;7;23;15;13;18;8;25;12;6;17;9;5;3;2;21;11;2;6131141
2;6131141;22;1;4;24;19;16;14;26;20;10;7;23;15;13;18;8;25;12;6;17;9;5;3;2;21;11
22;1;24;4;19;16;14;26;20;10;7;23;15;13;18;8;25;12;6;17;9;5;3;2;21;11;2;6094580
3;6094580;22;1;24;4;19;16;14;26;20;10;7;23;15;13;18;8;25;12;6;17;9;5;3;2;21;11
22;1;24;4;19;16;14;26;20;10;7;23;15;17;18;8;25;12;6;13;9;5;3;2;21;11;3;6123174
3;6123174;22;1;24;4;19;16;14;26;20;10;7;23;15;17;18;8;25;12;6;13;9;5;3;2;21;11
22;1;10;4;19;16;14;26;20;24;7;23;15;17;18;8;25;12;6;13;9;5;3;2;21;11;3;6127903
3;6127903;22;1;10;4;19;16;14;26;20;24;7;23;15;17;18;8;25;12;6;13;9;5;3;2;21;11
22;26;10;4;19;16;14;1;20;24;7;23;15;17;18;8;25;12;6;13;9;5;3;2;21;11;3;6150075
3;6150075;22;26;10;4;19;16;14;1;20;24;7;23;15;17;18;8;25;12;6;13;9;5;3;2;21;11
22;26;13;4;19;16;14;1;20;24;7;23;15;17;18;8;25;12;6;10;9;5;3;2;21;11;3;6158153
3;6158153;22;26;13;4;19;16;14;1;20;24;7;23;15;17;18;8;25;12;6;10;9;5;3;2;21;11
22;26;13;4;19;16;14;18;20;24;7;23;15;17;1;8;25;12;6;10;9;5;3;2;21;11;3;6045334
3;6045334;22;26;13;4;19;16;14;18;20;24;7;23;15;17;1;8;25;12;6;10;9;5;3;2;21;11
22;26;13;4;19;16;14;18;20;24;7;1;15;17;23;8;25;12;6;10;9;5;3;2;21;11;3;6014456
3;6014456;22;26;13;4;19;16;14;18;20;24;7;1;15;17;23;8;25;12;6;10;9;5;3;2;21;11
22;26;6;4;19;16;14;18;20;24;7;1;15;17;23;8;25;12;13;10;9;5;3;2;21;11;3;5974987
3;5974987;22;26;6;4;19;16;14;18;20;24;7;1;15;17;23;8;25;12;13;10;9;5;3;2;21;11
22;25;6;4;19;16;14;18;20;24;7;1;15;17;23;8;26;12;13;10;9;5;3;2;21;11;3;5970245
3;5970245;22;25;6;4;19;16;14;18;20;24;7;1;15;17;23;8;26;12;13;10;9;5;3;2;21;11
22;25;6;4;19;16;14;18;20;8;7;1;15;17;23;24;26;12;13;10;9;5;3;2;21;11;3;5969451
3;5969451;22;25;6;4;19;16;14;18;20;8;7;1;15;17;23;24;26;12;13;10;9;5;3;2;21;11
14;25;6;4;19;16;22;18;20;8;7;1;15;17;23;24;26;12;13;10;9;5;3;2;21;11;3;6071531
3;6071531;14;25;6;4;19;16;22;18;20;8;7;1;15;17;23;24;26;12;13;10;9;5;3;2;21;11
14;25;6;4;19;16;22;18;20;8;15;1;7;17;23;24;26;12;13;10;9;5;3;2;21;11;3;6057674
3;6057674;14;25;6;4;19;16;22;18;20;8;15;1;7;17;23;24;26;12;13;10;9;5;3;2;21;11
14;25;6;4;19;26;22;18;20;8;15;1;7;17;23;24;16;12;13;10;9;5;3;2;21;11;3;6065805
3;6065805;14;25;6;4;19;26;22;18;20;8;15;1;7;17;23;24;16;12;13;10;9;5;3;2;21;11
14;25;6;4;19;26;24;18;20;8;15;1;7;17;23;22;16;12;13;10;9;5;3;2;21;11;3;6065770
3;6065770;14;25;6;4;19;26;24;18;20;8;15;1;7;17;23;22;16;12;13;10;9;5;3;2;21;11
14;25;6;17;19;26;24;18;20;8;15;1;7;4;23;22;16;12;13;10;9;5;3;2;21;11;3;6038361
3;6038361;14;25;6;17;19;26;24;18;20;8;15;1;7;4;23;22;16;12;13;10;9;5;3;2;21;11
14;25;6;9;19;26;24;18;20;8;15;1;7;4;23;22;16;12;13;10;17;5;3;2;21;11;3;6016933
3;6016933;14;25;6;9;19;26;24;18;20;8;15;1;7;4;23;22;16;12;13;10;17;5;3;2;21;11
14;25;3;9;19;26;24;18;20;8;15;1;7;4;23;22;16;12;13;10;17;5;6;2;21;11;3;5974741
3;5974741;14;25;3;9;19;26;24;18;20;8;15;1;7;4;23;22;16;12;13;10;17;5;6;2;21;11
14;25;3;9;4;26;24;18;20;8;15;1;7;19;23;22;16;12;13;10;17;5;6;2;21;11;3;5968147
3;5968147;14;25;3;9;4;26;24;18;20;8;15;1;7;19;23;22;16;12;13;10;17;5;6;2;21;11
14;25;3;9;4;26;24;18;20;8;15;1;7;19;23;5;16;12;13;10;17;22;6;2;21;11;3;5808425
3;5808425;14;25;3;9;4;26;24;18;20;8;15;1;7;19;23;5;16;12;13;10;17;22;6;2;21;11
14;25;3;9;4;26;24;22;20;8;15;1;7;19;23;5;16;12;13;10;17;18;6;2;21;11;3;5759910
3;5759910;14;25;3;9;4;26;24;22;20;8;15;1;7;19;23;5;16;12;13;10;17;18;6;2;21;11
14;25;3;9;4;26;24;22;20;8;15;1;7;19;23;10;16;12;13;5;17;18;6;2;21;11;3;6199551
4;6199551;14;25;3;9;4;26;24;22;20;8;15;1;7;19;23;10;16;12;13;5;17;18;6;2;21;11
14;25;3;7;4;26;24;22;20;8;15;1;9;19;23;10;16;12;13;5;17;18;6;2;21;11;4;6136453
4;6136453;14;25;3;7;4;26;24;22;20;8;15;1;9;19;23;10;16;12;13;5;17;18;6;2;21;11
14;25;3;7;4;26;24;22;20;8;15;1;9;19;10;23;16;12;13;5;17;18;6;2;21;11;4;6128151
4;6128151;14;25;3;7;4;26;24;22;20;8;15;1;9;19;10;23;16;12;13;5;17;18;6;2;21;11
14;25;3;7;4;26;24;20;22;8;15;1;9;19;10;23;16;12;13;5;17;18;6;2;21;11;4;6130931
4;6130931;14;25;3;7;4;26;24;20;22;8;15;1;9;19;10;23;16;12;13;5;17;18;6;2;21;11
14;25;22;7;4;26;24;20;3;8;15;1;9;19;10;23;16;12;13;5;17;18;6;2;21;11;4;6153703
4;6153703;14;25;22;7;4;26;24;20;3;8;15;1;9;19;10;23;16;12;13;5;17;18;6;2;21;11
14;25;22;7;4;26;24;20;1;8;15;3;9;19;10;23;16;12;13;5;17;18;6;2;21;11;4;6135478
4;6135478;14;25;22;7;4;26;24;20;1;8;15;3;9;19;10;23;16;12;13;5;17;18;6;2;21;11
11;25;22;7;4;26;24;20;1;8;15;3;9;19;10;23;16;12;13;5;17;18;6;2;21;14;4;5955530
4;5955530;11;25;22;7;4;26;24;20;1;8;15;3;9;19;10;23;16;12;13;5;17;18;6;2;21;14
11;25;22;7;4;26;24;20;1;8;15;3;9;19;10;23;5;12;13;16;17;18;6;2;21;14;4;5775088
4;5775088;11;25;22;7;4;26;24;20;1;8;15;3;9;19;10;23;5;12;13;16;17;18;6;2;21;14
11;25;22;7;4;26;24;20;1;8;15;3;12;19;10;23;5;9;13;16;17;18;6;2;21;14;4;5809054
4;5809054;11;25;22;7;4;26;24;20;1;8;15;3;12;19;10;23;5;9;13;16;17;18;6;2;21;14
11;25;22;7;4;26;24;3;1;8;15;20;12;19;10;23;5;9;13;16;17;18;6;2;21;14;4;5802294
4;5802294;11;25;22;7;4;26;24;3;1;8;15;20;12;19;10;23;5;9;13;16;17;18;6;2;21;14
11;25;22;7;14;26;24;3;1;8;15;20;12;19;10;23;5;9;13;16;17;18;6;2;21;4;4;5667734
4;5667734;11;25;22;7;14;26;24;3;1;8;15;20;12;19;10;23;5;9;13;16;17;18;6;2;21;4
11;25;22;7;14;26;21;3;1;8;15;20;12;19;10;23;5;9;13;16;17;18;6;2;24;4;4;5651379
4;5651379;11;25;22;7;14;26;21;3;1;8;15;20;12;19;10;23;5;9;13;16;17;18;6;2;24;4
11;25;22;7;4;26;21;3;1;8;15;20;12;19;10;23;5;9;13;16;17;18;6;2;24;14;4;5816757
4;5816757;11;25;22;7;4;26;21;3;1;8;15;20;12;19;10;23;5;9;13;16;17;18;6;2;24;14
11;25;17;7;4;26;21;3;1;8;15;20;12;19;10;23;5;9;13;16;22;18;6;2;24;14;4;5817145
4;5817145;11;25;17;7;4;26;21;3;1;8;15;20;12;19;10;23;5;9;13;16;22;18;6;2;24;14
11;25;17;7;4;26;21;3;1;8;15;6;12;19;10;23;5;9;13;16;22;18;20;2;24;14;4;5880636
4;5880636;11;25;17;7;4;26;21;3;1;8;15;6;12;19;10;23;5;9;13;16;22;18;20;2;24;14
11;25;17;7;4;26;21;3;1;8;15;6;12;19;10;23;5;9;13;16;14;18;20;2;24;22;4;5714582
4;5714582;11;25;17;7;4;26;21;3;1;8;15;6;12;19;10;23;5;9;13;16;14;18;20;2;24;22
11;1;17;7;4;26;21;3;25;8;15;6;12;19;10;23;5;9;13;16;14;18;20;2;24;22;4;5801171
4;5801171;11;1;17;7;4;26;21;3;25;8;15;6;12;19;10;23;5;9;13;16;14;18;20;2;24;22
11;1;17;7;4;26;21;3;25;8;15;6;12;18;10;23;5;9;13;16;14;19;20;2;24;22;4;5794437
4;5794437;11;1;17;7;4;26;21;3;25;8;15;6;12;18;10;23;5;9;13;16;14;19;20;2;24;22
11;1;17;7;4;26;21;3;25;8;15;6;12;18;10;5;23;9;13;16;14;19;20;2;24;22;4;5843967
4;5843967;11;1;17;7;4;26;21;3;25;8;15;6;12;18;10;5;23;9;13;16;14;19;20;2;24;22
11;1;17;7;4;26;21;3;25;8;15;6;12;18;10;23;5;9;13;16;14;19;20;2;24;22;4;5794437
4;5794437;11;1;17;7;4;26;21;3;25;8;15;6;12;18;10;23;5;9;13;16;14;19;20;2;24;22
11;1;17;7;4;26;21;3;25;14;15;6;12;18;10;23;5;9;13;16;8;19;20;2;24;22;4;5779462
5;5779462;11;1;17;7;4;26;21;3;25;14;15;6;12;18;10;23;5;9;13;16;8;19;20;2;24;22
11;1;17;7;4;15;21;3;25;14;26;6;12;18;10;23;5;9;13;16;8;19;20;2;24;22;5;5781760
5;5781760;11;1;17;7;4;15;21;3;25;14;26;6;12;18;10;23;5;9;13;16;8;19;20;2;24;22
16;1;17;7;4;15;21;3;25;14;26;6;12;18;10;23;5;9;13;11;8;19;20;2;24;22;5;5782103
5;5782103;16;1;17;7;4;15;21;3;25;14;26;6;12;18;10;23;5;9;13;11;8;19;20;2;24;22
16;1;17;24;4;15;21;3;25;14;26;6;12;18;10;23;5;9;13;11;8;19;20;2;7;22;5;5825440
5;5825440;16;1;17;24;4;15;21;3;25;14;26;6;12;18;10;23;5;9;13;11;8;19;20;2;7;22
16;1;17;24;4;15;21;3;7;14;26;6;12;18;10;23;5;9;13;11;8;19;20;2;25;22;5;5781980
5;5781980;16;1;17;24;4;15;21;3;7;14;26;6;12;18;10;23;5;9;13;11;8;19;20;2;25;22
16;1;21;24;4;15;17;3;7;14;26;6;12;18;10;23;5;9;13;11;8;19;20;2;25;22;5;5808540
5;5808540;16;1;21;24;4;15;17;3;7;14;26;6;12;18;10;23;5;9;13;11;8;19;20;2;25;22
16;1;21;24;4;15;23;3;7;14;26;6;12;18;10;17;5;9;13;11;8;19;20;2;25;22;5;5812436
5;5812436;16;1;21;24;4;15;23;3;7;14;26;6;12;18;10;17;5;9;13;11;8;19;20;2;25;22
16;1;21;24;7;15;23;3;4;14;26;6;12;18;10;17;5;9;13;11;8;19;20;2;25;22;5;5820065
5;5820065;16;1;21;24;7;15;23;3;4;14;26;6;12;18;10;17;5;9;13;11;8;19;20;2;25;22
16;1;21;24;7;15;23;3;4;14;17;6;12;18;10;26;5;9;13;11;8;19;20;2;25;22;5;5823637
5;5823637;16;1;21;24;7;15;23;3;4;14;17;6;12;18;10;26;5;9;13;11;8;19;20;2;25;22
16;1;21;24;7;2;23;3;4;14;17;6;12;18;10;26;5;9;13;11;8;19;20;15;25;22;5;5835927
5;5835927;16;1;21;24;7;2;23;3;4;14;17;6;12;18;10;26;5;9;13;11;8;19;20;15;25;22
16;1;23;24;7;2;21;3;4;14;17;6;12;18;10;26;5;9;13;11;8;19;20;15;25;22;5;5824403
5;5824403;16;1;23;24;7;2;21;3;4;14;17;6;12;18;10;26;5;9;13;11;8;19;20;15;25;22
16;1;2;24;7;23;21;3;4;14;17;6;12;18;10;26;5;9;13;11;8;19;20;15;25;22;5;5816542
5;5816542;16;1;2;24;7;23;21;3;4;14;17;6;12;18;10;26;5;9;13;11;8;19;20;15;25;22
16;1;2;24;7;23;21;3;4;14;11;6;12;18;10;26;5;9;13;17;8;19;20;15;25;22;5;5806042
5;5806042;16;1;2;24;7;23;21;3;4;14;11;6;12;18;10;26;5;9;13;17;8;19;20;15;25;22
16;1;2;24;7;23;21;3;12;14;11;6;4;18;10;26;5;9;13;17;8;19;20;15;25;22;5;5785839
5;5785839;16;1;2;24;7;23;21;3;12;14;11;6;4;18;10;26;5;9;13;17;8;19;20;15;25;22
16;1;2;24;7;23;21;3;12;14;11;6;4;18;10;22;5;9;13;17;8;19;20;15;25;26;5;5798808
5;5798808;16;1;2;24;7;23;21;3;12;14;11;6;4;18;10;22;5;9;13;17;8;19;20;15;25;26
16;1;2;24;7;23;21;3;12;14;11;6;4;18;10;22;5;20;13;17;8;19;9;15;25;26;5;5772951
5;5772951;16;1;2;24;7;23;21;3;12;14;11;6;4;18;10;22;5;20;13;17;8;19;9;15;25;26
16;1;2;24;7;23;21;3;12;14;11;6;4;18;10;8;5;20;13;17;22;19;9;15;25;26;5;5805176
5;5805176;16;1;2;24;7;23;21;3;12;14;11;6;4;18;10;8;5;20;13;17;22;19;9;15;25;26
16;1;2;24;7;23;21;3;12;14;11;6;4;18;10;8;5;20;15;17;22;19;9;13;25;26;5;5799596
5;5799596;16;1;2;24;7;23;21;3;12;14;11;6;4;18;10;8;5;20;15;17;22;19;9;13;25;26
16;1;2;24;7;23;21;3;12;14;11;6;4;8;10;18;5;20;15;17;22;19;9;13;25;26;5;5815120
5;5815120;16;1;2;24;7;23;21;3;12;14;11;6;4;8;10;18;5;20;15;17;22;19;9;13;25;26
16;1;2;24;7;23;21;3;12;11;14;6;4;8;10;18;5;20;15;17;22;19;9;13;25;26;5;5760282
5;5760282;16;1;2;24;7;23;21;3;12;11;14;6;4;8;10;18;5;20;15;17;22;19;9;13;25;26
16;14;2;24;7;23;21;3;12;11;1;6;4;8;10;18;5;20;15;17;22;19;9;13;25;26;5;5765288
6;5765288;16;14;2;24;7;23;21;3;12;11;1;6;4;8;10;18;5;20;15;17;22;19;9;13;25;26
16;14;2;24;7;23;21;3;12;11;1;6;4;8;10;18;26;20;15;17;22;19;9;13;25;5;6;5838305
6;5838305;16;14;2;24;7;23;21;3;12;11;1;6;4;8;10;18;26;20;15;17;22;19;9;13;25;5
16;14;2;24;7;23;21;3;12;11;1;6;4;8;20;18;26;10;15;17;22;19;9;13;25;5;6;5874919
6;5874919;16;14;2;24;7;23;21;3;12;11;1;6;4;8;20;18;26;10;15;17;22;19;9;13;25;5
16;14;2;24;18;23;21;3;12;11;1;6;4;8;20;7;26;10;15;17;22;19;9;13;25;5;6;5851906
6;5851906;16;14;2;24;18;23;21;3;12;11;1;6;4;8;20;7;26;10;15;17;22;19;9;13;25;5
16;14;2;24;18;23;21;12;3;11;1;6;4;8;20;7;26;10;15;17;22;19;9;13;25;5;6;5849846
6;5849846;16;14;2;24;18;23;21;12;3;11;1;6;4;8;20;7;26;10;15;17;22;19;9;13;25;5
16;14;2;24;18;23;21;15;3;11;1;6;4;8;20;7;26;10;12;17;22;19;9;13;25;5;6;5839702
6;5839702;16;14;2;24;18;23;21;15;3;11;1;6;4;8;20;7;26;10;12;17;22;19;9;13;25;5
16;14;2;24;18;23;21;15;3;11;1;6;4;8;20;7;26;10;13;17;22;19;9;12;25;5;6;5862029
6;5862029;16;14;2;24;18;23;21;15;3;11;1;6;4;8;20;7;26;10;13;17;22;19;9;12;25;5
16;14;2;24;18;23;21;15;3;11;1;26;4;8;20;7;6;10;13;17;22;19;9;12;25;5;6;5858915
6;5858915;16;14;2;24;18;23;21;15;3;11;1;26;4;8;20;7;6;10;13;17;22;19;9;12;25;5
16;14;2;24;18;23;21;15;3;11;1;26;4;8;20;7;6;10;13;17;22;12;9;19;25;5;6;5860830
6;5860830;16;14;2;24;18;23;21;15;3;11;1;26;4;8;20;7;6;10;13;17;22;12;9;19;25;5
10;14;2;24;18;23;21;15;3;11;1;26;4;8;20;7;6;16;13;17;22;12;9;19;25;5;6;5848530
6;5848530;10;14;2;24;18;23;21;15;3;11;1;26;4;8;20;7;6;16;13;17;22;12;9;19;25;5
10;14;2;24;18;23;21;15;3;11;1;26;4;12;20;7;6;16;13;17;22;8;9;19;25;5;6;5826761
6;5826761;10;14;2;24;18;23;21;15;3;11;1;26;4;12;20;7;6;16;13;17;22;8;9;19;25;5
10;14;2;24;18;20;21;15;3;11;1;26;4;12;23;7;6;16;13;17;22;8;9;19;25;5;6;5819725
6;5819725;10;14;2;24;18;20;21;15;3;11;1;26;4;12;23;7;6;16;13;17;22;8;9;19;25;5
10;14;23;24;18;20;21;15;3;11;1;26;4;12;2;7;6;16;13;17;22;8;9;19;25;5;6;5822571
6;5822571;10;14;23;24;18;20;21;15;3;11;1;26;4;12;2;7;6;16;13;17;22;8;9;19;25;5
10;14;23;24;18;20;21;15;3;11;13;26;4;12;2;7;6;16;1;17;22;8;9;19;25;5;6;5801880
6;5801880;10;14;23;24;18;20;21;15;3;11;13;26;4;12;2;7;6;16;1;17;22;8;9;19;25;5
10;14;23;24;18;20;21;15;3;11;13;26;4;12;2;25;6;16;1;17;22;8;9;19;7;5;6;5797860
6;5797860;10;14;23;24;18;20;21;15;3;11;13;26;4;12;2;25;6;16;1;17;22;8;9;19;7;5
10;14;21;24;18;20;23;15;3;11;13;26;4;12;2;25;6;16;1;17;22;8;9;19;7;5;6;5819733
6;5819733;10;14;21;24;18;20;23;15;3;11;13;26;4;12;2;25;6;16;1;17;22;8;9;19;7;5
10;14;21;24;1;20;23;15;3;11;13;26;4;12;2;25;6;16;18;17;22;8;9;19;7;5;6;5880987
6;5880987;10;14;21;24;1;20;23;15;3;11;13;26;4;12;2;25;6;16;18;17;22;8;9;19;7;5
10;14;21;24;1;20;23;15;9;11;13;26;4;12;2;25;6;16;18;17;22;8;3;19;7;5;6;5955258
6;5880987;10;14;21;24;1;20;23;15;3;11;13;26;4;12;2;25;6;16;18;17;22;8;9;19;7;5
10;12;21;24;1;20;23;15;3;11;13;26;4;14;2;25;6;16;18;17;22;8;9;19;7;5;6;5853174
6;5853174;10;12;21;24;1;20;23;15;3;11;13;26;4;14;2;25;6;16;18;17;22;8;9;19;7;5
