"X1";"X5886471";"X13";"X1.1";"X23";"X3";"X17";"X4";"X11";"X16";"X6";"X2";"X8";"X25";"X19";"X20";"X24";"X12";"X15";"X22";"X14";"X7";"X21";"X5";"X26";"X10";"X9";"X18"
14;18;10;20;17;19;11;15;13;3;21;4;2;8;6;9;23;24;25;26;7;5;22;12;1;16;2;6134488
2;6134488;14;18;10;20;17;19;11;15;13;3;21;4;2;8;6;9;23;24;25;26;7;5;22;12;1;16
14;18;10;20;17;19;11;15;13;3;7;4;2;8;6;9;23;24;25;26;21;5;22;12;1;16;2;6158952
3;6158952;14;18;10;20;17;19;11;15;13;3;7;4;2;8;6;9;23;24;25;26;21;5;22;12;1;16
14;18;10;20;17;23;11;15;13;3;7;4;2;8;6;9;19;24;25;26;21;5;22;12;1;16;3;6144134
3;6144134;14;18;10;20;17;23;11;15;13;3;7;4;2;8;6;9;19;24;25;26;21;5;22;12;1;16
14;18;10;20;17;23;11;15;13;3;7;4;2;8;21;9;19;24;25;26;6;5;22;12;1;16;3;6127791
3;6127791;14;18;10;20;17;23;11;15;13;3;7;4;2;8;21;9;19;24;25;26;6;5;22;12;1;16
14;18;10;20;17;23;11;15;13;3;7;26;2;8;21;9;19;24;25;4;6;5;22;12;1;16;3;6170175
3;6170175;14;18;10;20;17;23;11;15;13;3;7;26;2;8;21;9;19;24;25;4;6;5;22;12;1;16
14;18;10;20;17;23;11;7;13;3;15;26;2;8;21;9;19;24;25;4;6;5;22;12;1;16;3;6130748
3;6130748;14;18;10;20;17;23;11;7;13;3;15;26;2;8;21;9;19;24;25;4;6;5;22;12;1;16
14;18;10;20;17;23;11;7;13;3;15;26;24;8;21;9;19;2;25;4;6;5;22;12;1;16;3;6101132
3;6101132;14;18;10;20;17;23;11;7;13;3;15;26;24;8;21;9;19;2;25;4;6;5;22;12;1;16
14;18;10;20;17;23;11;7;13;3;5;26;24;8;21;9;19;2;25;4;6;15;22;12;1;16;3;5970891
3;5970891;14;18;10;20;17;23;11;7;13;3;5;26;24;8;21;9;19;2;25;4;6;15;22;12;1;16
14;18;10;20;17;23;11;7;13;3;5;26;24;8;21;9;19;2;25;1;6;15;22;12;4;16;3;5964158
3;5964158;14;18;10;20;17;23;11;7;13;3;5;26;24;8;21;9;19;2;25;1;6;15;22;12;4;16
14;18;10;20;17;23;11;7;19;3;5;26;24;8;21;9;13;2;25;1;6;15;22;12;4;16;3;5967550
3;5967550;14;18;10;20;17;23;11;7;19;3;5;26;24;8;21;9;13;2;25;1;6;15;22;12;4;16
14;18;10;20;17;23;11;7;3;19;5;26;24;8;21;9;13;2;25;1;6;15;22;12;4;16;3;5967170
3;5967170;14;18;10;20;17;23;11;7;3;19;5;26;24;8;21;9;13;2;25;1;6;15;22;12;4;16
14;18;10;8;17;23;11;7;3;19;5;26;24;20;21;9;13;2;25;1;6;15;22;12;4;16;3;5942098
3;5942098;14;18;10;8;17;23;11;7;3;19;5;26;24;20;21;9;13;2;25;1;6;15;22;12;4;16
14;18;5;8;17;23;11;7;3;19;10;26;24;20;21;9;13;2;25;1;6;15;22;12;4;16;3;6025061
3;6025061;14;18;5;8;17;23;11;7;3;19;10;26;24;20;21;9;13;2;25;1;6;15;22;12;4;16
14;18;5;8;17;23;11;7;15;19;10;26;24;20;21;9;13;2;25;1;6;3;22;12;4;16;3;6018822
3;6018822;14;18;5;8;17;23;11;7;15;19;10;26;24;20;21;9;13;2;25;1;6;3;22;12;4;16
14;18;5;8;7;23;11;17;15;19;10;26;24;20;21;9;13;2;25;1;6;3;22;12;4;16;3;6072057
3;6072057;14;18;5;8;7;23;11;17;15;19;10;26;24;20;21;9;13;2;25;1;6;3;22;12;4;16
14;18;5;8;7;23;11;17;15;19;24;26;10;20;21;9;13;2;25;1;6;3;22;12;4;16;3;6071195
3;6071195;14;18;5;8;7;23;11;17;15;19;24;26;10;20;21;9;13;2;25;1;6;3;22;12;4;16
14;18;5;8;7;15;11;17;23;19;24;26;10;20;21;9;13;2;25;1;6;3;22;12;4;16;3;6078245
3;6078245;14;18;5;8;7;15;11;17;23;19;24;26;10;20;21;9;13;2;25;1;6;3;22;12;4;16
14;18;5;8;7;15;10;17;23;19;24;26;11;20;21;9;13;2;25;1;6;3;22;12;4;16;3;6085762
3;6085762;14;18;5;8;7;15;10;17;23;19;24;26;11;20;21;9;13;2;25;1;6;3;22;12;4;16
14;18;5;8;7;15;10;26;23;19;24;17;11;20;21;9;13;2;25;1;6;3;22;12;4;16;3;6076926
3;6076926;14;18;5;8;7;15;10;26;23;19;24;17;11;20;21;9;13;2;25;1;6;3;22;12;4;16
14;18;5;8;22;15;10;26;23;19;24;17;11;20;21;9;13;2;25;1;6;3;7;12;4;16;3;6089010
3;6089010;14;18;5;8;22;15;10;26;23;19;24;17;11;20;21;9;13;2;25;1;6;3;7;12;4;16
14;18;5;8;22;15;10;26;23;19;24;17;11;20;21;9;13;2;25;1;6;3;12;7;4;16;3;6089010
3;6089010;14;18;5;8;22;15;10;26;23;19;24;17;11;20;21;9;13;2;25;1;6;3;12;7;4;16
14;18;5;8;22;15;10;26;23;19;24;25;11;20;21;9;13;2;17;1;6;3;12;7;4;16;3;6088728
4;6088728;14;18;5;8;22;15;10;26;23;19;24;25;11;20;21;9;13;2;17;1;6;3;12;7;4;16
14;18;5;8;22;15;10;26;23;19;24;25;11;7;21;9;13;2;17;1;6;3;12;20;4;16;4;6114964
4;6114964;14;18;5;8;22;15;10;26;23;19;24;25;11;7;21;9;13;2;17;1;6;3;12;20;4;16
14;18;5;8;21;15;10;26;23;19;24;25;11;7;22;9;13;2;17;1;6;3;12;20;4;16;4;6124137
4;6124137;14;18;5;8;21;15;10;26;23;19;24;25;11;7;22;9;13;2;17;1;6;3;12;20;4;16
14;1;5;8;21;15;10;26;23;19;24;25;11;7;22;9;13;2;17;18;6;3;12;20;4;16;4;6130180
4;6130180;14;1;5;8;21;15;10;26;23;19;24;25;11;7;22;9;13;2;17;18;6;3;12;20;4;16
14;1;5;8;21;15;10;26;2;19;24;25;11;7;22;9;13;23;17;18;6;3;12;20;4;16;4;6132485
4;6132485;14;1;5;8;21;15;10;26;2;19;24;25;11;7;22;9;13;23;17;18;6;3;12;20;4;16
14;2;5;8;21;15;10;26;1;19;24;25;11;7;22;9;13;23;17;18;6;3;12;20;4;16;4;6066453
4;6066453;14;2;5;8;21;15;10;26;1;19;24;25;11;7;22;9;13;23;17;18;6;3;12;20;4;16
14;2;5;8;21;15;10;26;1;13;24;25;11;7;22;9;19;23;17;18;6;3;12;20;4;16;4;6065343
4;6065343;14;2;5;8;21;15;10;26;1;13;24;25;11;7;22;9;19;23;17;18;6;3;12;20;4;16
14;2;5;8;21;19;10;26;1;13;24;25;11;7;22;9;15;23;17;18;6;3;12;20;4;16;4;6071766
4;6071766;14;2;5;8;21;19;10;26;1;13;24;25;11;7;22;9;15;23;17;18;6;3;12;20;4;16
14;2;5;23;21;19;10;26;1;13;24;25;11;7;22;9;15;8;17;18;6;3;12;20;4;16;4;5977837
4;5977837;14;2;5;23;21;19;10;26;1;13;24;25;11;7;22;9;15;8;17;18;6;3;12;20;4;16
14;2;5;23;15;19;10;26;1;13;24;25;11;7;22;9;21;8;17;18;6;3;12;20;4;16;4;5961103
4;5961103;14;2;5;23;15;19;10;26;1;13;24;25;11;7;22;9;21;8;17;18;6;3;12;20;4;16
14;2;5;23;15;19;10;26;4;13;24;25;11;7;22;9;21;8;17;18;6;3;12;20;1;16;4;5997371
4;5997371;14;2;5;23;15;19;10;26;4;13;24;25;11;7;22;9;21;8;17;18;6;3;12;20;1;16
14;2;5;23;15;19;10;26;4;13;24;25;11;7;22;9;21;8;3;18;6;17;12;20;1;16;4;5982487
4;5982487;14;2;5;23;15;19;10;26;4;13;24;25;11;7;22;9;21;8;3;18;6;17;12;20;1;16
14;2;5;23;24;19;10;26;4;13;15;25;11;7;22;9;21;8;3;18;6;17;12;20;1;16;4;5954911
4;5954911;14;2;5;23;24;19;10;26;4;13;15;25;11;7;22;9;21;8;3;18;6;17;12;20;1;16
14;2;5;23;17;19;10;26;4;13;15;25;11;7;22;9;21;8;3;18;6;24;12;20;1;16;4;5955742
4;5955742;14;2;5;23;17;19;10;26;4;13;15;25;11;7;22;9;21;8;3;18;6;24;12;20;1;16
14;2;5;23;17;19;10;26;4;13;15;25;9;7;22;11;21;8;3;18;6;24;12;20;1;16;4;6024157
4;6024157;14;2;5;23;17;19;10;26;4;13;15;25;9;7;22;11;21;8;3;18;6;24;12;20;1;16
14;2;5;23;17;19;8;26;4;13;15;25;9;7;22;11;21;10;3;18;6;24;12;20;1;16;4;6083329
4;6083329;14;2;5;23;17;19;8;26;4;13;15;25;9;7;22;11;21;10;3;18;6;24;12;20;1;16
14;2;5;23;17;19;8;26;4;13;15;25;9;18;22;11;21;10;3;7;6;24;12;20;1;16;4;6013711
4;6013711;14;2;5;23;17;19;8;26;4;13;15;25;9;18;22;11;21;10;3;7;6;24;12;20;1;16
14;2;5;23;11;19;8;26;4;13;15;25;9;18;22;17;21;10;3;7;6;24;12;20;1;16;4;6026173
4;6026173;14;2;5;23;11;19;8;26;4;13;15;25;9;18;22;17;21;10;3;7;6;24;12;20;1;16
14;2;5;23;11;19;8;26;4;13;15;25;9;18;22;17;21;10;3;7;6;24;1;20;12;16;4;5993666
4;5993666;14;2;5;23;11;19;8;26;4;13;15;25;9;18;22;17;21;10;3;7;6;24;1;20;12;16
14;2;5;23;11;19;8;13;4;26;15;25;9;18;22;17;21;10;3;7;6;24;1;20;12;16;4;5993646
4;5993646;14;2;5;23;11;19;8;13;4;26;15;25;9;18;22;17;21;10;3;7;6;24;1;20;12;16
14;2;5;23;11;15;8;13;4;26;19;25;9;18;22;17;21;10;3;7;6;24;1;20;12;16;4;6040782
5;6040782;14;2;5;23;11;15;8;13;4;26;19;25;9;18;22;17;21;10;3;7;6;24;1;20;12;16
14;2;5;23;11;15;8;9;4;26;19;25;13;18;22;17;21;10;3;7;6;24;1;20;12;16;5;5966085
5;5966085;14;2;5;23;11;15;8;9;4;26;19;25;13;18;22;17;21;10;3;7;6;24;1;20;12;16
14;2;4;23;11;15;8;9;5;26;19;25;13;18;22;17;21;10;3;7;6;24;1;20;12;16;5;5857394
5;5857394;14;2;4;23;11;15;8;9;5;26;19;25;13;18;22;17;21;10;3;7;6;24;1;20;12;16
14;2;4;8;11;15;23;9;5;26;19;25;13;18;22;17;21;10;3;7;6;24;1;20;12;16;5;5852998
5;5852998;14;2;4;8;11;15;23;9;5;26;19;25;13;18;22;17;21;10;3;7;6;24;1;20;12;16
14;1;4;8;11;15;23;9;5;26;19;25;13;18;22;17;21;10;3;7;6;24;2;20;12;16;5;5816989
5;5816989;14;1;4;8;11;15;23;9;5;26;19;25;13;18;22;17;21;10;3;7;6;24;2;20;12;16
14;1;4;8;11;15;23;9;5;26;17;25;13;18;22;19;21;10;3;7;6;24;2;20;12;16;5;5842749
5;5842749;14;1;4;8;11;15;23;9;5;26;17;25;13;18;22;19;21;10;3;7;6;24;2;20;12;16
14;1;4;8;11;15;23;9;5;2;17;25;13;18;22;19;21;10;3;7;6;24;26;20;12;16;5;5852288
5;5852288;14;1;4;8;11;15;23;9;5;2;17;25;13;18;22;19;21;10;3;7;6;24;26;20;12;16
14;1;4;8;11;26;23;9;5;2;17;25;13;18;22;19;21;10;3;7;6;24;15;20;12;16;5;5895215
5;5895215;14;1;4;8;11;26;23;9;5;2;17;25;13;18;22;19;21;10;3;7;6;24;15;20;12;16
14;1;4;8;11;26;23;9;5;2;17;25;13;18;20;19;21;10;3;7;6;24;15;22;12;16;5;5865079
5;5865079;14;1;4;8;11;26;23;9;5;2;17;25;13;18;20;19;21;10;3;7;6;24;15;22;12;16
14;1;4;8;11;26;23;9;2;5;17;25;13;18;20;19;21;10;3;7;6;24;15;22;12;16;5;5861779
5;5861779;14;1;4;8;11;26;23;9;2;5;17;25;13;18;20;19;21;10;3;7;6;24;15;22;12;16
14;1;4;8;11;26;23;9;2;5;17;25;13;18;20;6;21;10;3;7;19;24;15;22;12;16;5;5873252
5;5873252;14;1;4;8;11;26;23;9;2;5;17;25;13;18;20;6;21;10;3;7;19;24;15;22;12;16
14;1;4;8;11;26;23;9;20;5;17;25;13;18;2;6;21;10;3;7;19;24;15;22;12;16;5;5855478
5;5855478;14;1;4;8;11;26;23;9;20;5;17;25;13;18;2;6;21;10;3;7;19;24;15;22;12;16
14;1;4;8;11;26;23;9;20;5;17;18;13;25;2;6;21;10;3;7;19;24;15;22;12;16;5;5848268
5;5848268;14;1;4;8;11;26;23;9;20;5;17;18;13;25;2;6;21;10;3;7;19;24;15;22;12;16
14;1;4;8;11;26;23;9;20;5;17;18;13;2;25;6;21;10;3;7;19;24;15;22;12;16;5;5839342
5;5839342;14;1;4;8;11;26;23;9;20;5;17;18;13;2;25;6;21;10;3;7;19;24;15;22;12;16
14;1;4;8;11;26;23;9;20;5;17;18;13;25;2;6;21;10;3;7;19;24;15;22;12;16;5;5848268
5;5848268;14;1;4;8;11;26;23;9;20;5;17;18;13;25;2;6;21;10;3;7;19;24;15;22;12;16
14;1;4;8;11;26;23;9;20;5;17;18;13;25;2;24;21;10;3;7;19;6;15;22;12;16;5;5847178
5;5847178;14;1;4;8;11;26;23;9;20;5;17;18;13;25;2;24;21;10;3;7;19;6;15;22;12;16
14;1;4;8;11;26;23;9;20;5;17;18;13;21;2;24;25;10;3;7;19;6;15;22;12;16;5;5871118
5;5871118;14;1;4;8;11;26;23;9;20;5;17;18;13;21;2;24;25;10;3;7;19;6;15;22;12;16
14;1;4;8;11;26;23;9;20;10;17;18;13;21;2;24;25;5;3;7;19;6;15;22;12;16;5;5831103
5;5831103;14;1;4;8;11;26;23;9;20;10;17;18;13;21;2;24;25;5;3;7;19;6;15;22;12;16
14;1;4;8;11;26;23;9;20;10;17;18;13;21;2;24;25;19;3;7;5;6;15;22;12;16;5;6086789
5;6086789;14;1;4;8;11;26;23;9;20;10;17;18;13;21;2;24;25;19;3;7;5;6;15;22;12;16
14;1;4;8;11;26;23;9;20;10;17;18;13;21;25;24;2;19;3;7;5;6;15;22;12;16;5;6046566
5;6046566;14;1;4;8;11;26;23;9;20;10;17;18;13;21;25;24;2;19;3;7;5;6;15;22;12;16
14;1;4;8;11;26;23;22;20;10;17;18;13;21;25;24;2;19;3;7;5;6;15;9;12;16;5;6158541
6;6158541;14;1;4;8;11;26;23;22;20;10;17;18;13;21;25;24;2;19;3;7;5;6;15;9;12;16
14;1;4;8;11;26;23;22;20;10;13;18;17;21;25;24;2;19;3;7;5;6;15;9;12;16;6;6158839
6;6158839;14;1;4;8;11;26;23;22;20;10;13;18;17;21;25;24;2;19;3;7;5;6;15;9;12;16
14;1;4;8;11;26;23;22;20;10;13;18;21;17;25;24;2;19;3;7;5;6;15;9;12;16;6;6159847
6;6159847;14;1;4;8;11;26;23;22;20;10;13;18;21;17;25;24;2;19;3;7;5;6;15;9;12;16
14;1;4;8;11;26;24;22;20;10;13;18;21;17;25;23;2;19;3;7;5;6;15;9;12;16;6;6160684
6;6160684;14;1;4;8;11;26;24;22;20;10;13;18;21;17;25;23;2;19;3;7;5;6;15;9;12;16
14;1;4;8;11;26;24;22;20;16;13;18;21;17;25;23;2;19;3;7;5;6;15;9;12;10;6;6159098
6;6159098;14;1;4;8;11;26;24;22;20;16;13;18;21;17;25;23;2;19;3;7;5;6;15;9;12;10
14;1;4;8;11;26;24;22;20;16;13;18;21;17;25;23;2;19;3;12;5;6;15;9;7;10;6;6144112
6;6144112;14;1;4;8;11;26;24;22;20;16;13;18;21;17;25;23;2;19;3;12;5;6;15;9;7;10
14;8;4;1;11;26;24;22;20;16;13;18;21;17;25;23;2;19;3;12;5;6;15;9;7;10;6;6156642
6;6156642;14;8;4;1;11;26;24;22;20;16;13;18;21;17;25;23;2;19;3;12;5;6;15;9;7;10
14;8;4;1;11;26;24;22;25;16;13;18;21;17;20;23;2;19;3;12;5;6;15;9;7;10;6;6268895
6;6268895;14;8;4;1;11;26;24;22;25;16;13;18;21;17;20;23;2;19;3;12;5;6;15;9;7;10
14;8;4;1;11;26;24;25;22;16;13;18;21;17;20;23;2;19;3;12;5;6;15;9;7;10;6;6269135
6;6269135;14;8;4;1;11;26;24;25;22;16;13;18;21;17;20;23;2;19;3;12;5;6;15;9;7;10
14;24;4;1;11;26;8;25;22;16;13;18;21;17;20;23;2;19;3;12;5;6;15;9;7;10;6;6208212
6;6208212;14;24;4;1;11;26;8;25;22;16;13;18;21;17;20;23;2;19;3;12;5;6;15;9;7;10
14;24;4;1;11;26;8;25;22;16;13;18;21;17;20;23;2;19;7;12;5;6;15;9;3;10;6;6286728
6;6286728;14;24;4;1;11;26;8;25;22;16;13;18;21;17;20;23;2;19;7;12;5;6;15;9;3;10
14;24;4;1;11;26;8;25;22;16;13;18;21;17;3;23;2;19;7;12;5;6;15;9;20;10;6;6132760
6;6132760;14;24;4;1;11;26;8;25;22;16;13;18;21;17;3;23;2;19;7;12;5;6;15;9;20;10
14;24;4;1;22;26;8;25;11;16;13;18;21;17;3;23;2;19;7;12;5;6;15;9;20;10;6;6134347
6;6134347;14;24;4;1;22;26;8;25;11;16;13;18;21;17;3;23;2;19;7;12;5;6;15;9;20;10
14;24;4;1;22;26;2;25;11;16;13;18;21;17;3;23;8;19;7;12;5;6;15;9;20;10;6;6126755
6;6126755;14;24;4;1;22;26;2;25;11;16;13;18;21;17;3;23;8;19;7;12;5;6;15;9;20;10
14;24;4;1;22;26;12;25;11;16;13;18;21;17;3;23;8;19;7;2;5;6;15;9;20;10;6;6104846
6;6104846;14;24;4;1;22;26;12;25;11;16;13;18;21;17;3;23;8;19;7;2;5;6;15;9;20;10
14;24;4;1;22;26;12;25;11;16;13;18;21;17;3;23;8;9;7;2;5;6;15;19;20;10;6;6014337
6;6014337;14;24;4;1;22;26;12;25;11;16;13;18;21;17;3;23;8;9;7;2;5;6;15;19;20;10
15;24;4;1;22;26;12;25;11;16;13;18;21;17;3;23;8;9;7;2;5;6;14;19;20;10;6;6080692
6;6080692;15;24;4;1;22;26;12;25;11;16;13;18;21;17;3;23;8;9;7;2;5;6;14;19;20;10
15;24;4;1;22;26;12;25;11;16;6;18;21;17;3;23;8;9;7;2;5;13;14;19;20;10;6;6089450
6;6089450;15;24;4;1;22;26;12;25;11;16;6;18;21;17;3;23;8;9;7;2;5;13;14;19;20;10
15;24;4;1;22;26;12;25;11;16;6;18;21;17;3;23;8;9;7;13;5;2;14;19;20;10;6;6091451
6;6091451;15;24;4;1;22;26;12;25;11;16;6;18;21;17;3;23;8;9;7;13;5;2;14;19;20;10
