"X1";"X5876293";"X18";"X1.1";"X24";"X9";"X14";"X13";"X19";"X11";"X3";"X16";"X2";"X22";"X17";"X20";"X4";"X21";"X6";"X5";"X25";"X10";"X8";"X23";"X12";"X7";"X15";"X26"
1;5908213;10;15;14;23;20;1;19;26;21;16;5;22;3;2;9;12;24;13;25;6;11;4;17;7;18;8
10;15;14;26;20;1;19;23;21;16;5;22;3;2;9;12;24;13;25;6;11;4;17;7;18;8;1;5904040
1;5904040;10;15;14;26;20;1;19;23;21;16;5;22;3;2;9;12;24;13;25;6;11;4;17;7;18;8
10;15;14;26;20;1;19;23;21;16;5;22;3;2;9;12;24;8;25;6;11;4;17;7;18;13;1;5911595
1;5911595;10;15;14;26;20;1;19;23;21;16;5;22;3;2;9;12;24;8;25;6;11;4;17;7;18;13
10;15;14;26;20;19;1;23;21;16;5;22;3;2;9;12;24;8;25;6;11;4;17;7;18;13;1;5911595
2;5911595;10;15;14;26;20;19;1;23;21;16;5;22;3;2;9;12;24;8;25;6;11;4;17;7;18;13
10;11;14;26;20;19;1;23;21;16;5;22;3;2;9;12;24;8;25;6;15;4;17;7;18;13;2;5916735
2;5916735;10;11;14;26;20;19;1;23;21;16;5;22;3;2;9;12;24;8;25;6;15;4;17;7;18;13
18;11;14;26;20;19;1;23;21;16;5;22;3;2;9;12;24;8;25;6;15;4;17;7;10;13;2;5983736
2;5983736;18;11;14;26;20;19;1;23;21;16;5;22;3;2;9;12;24;8;25;6;15;4;17;7;10;13
18;21;14;26;20;19;1;23;11;16;5;22;3;2;9;12;24;8;25;6;15;4;17;7;10;13;2;6000040
2;6000040;18;21;14;26;20;19;1;23;11;16;5;22;3;2;9;12;24;8;25;6;15;4;17;7;10;13
18;21;14;26;20;19;1;23;11;16;5;22;3;2;9;12;24;8;4;6;15;25;17;7;10;13;2;5920607
2;5920607;18;21;14;26;20;19;1;23;11;16;5;22;3;2;9;12;24;8;4;6;15;25;17;7;10;13
18;21;14;3;20;19;1;23;11;16;5;22;26;2;9;12;24;8;4;6;15;25;17;7;10;13;2;5933725
2;5933725;18;21;14;3;20;19;1;23;11;16;5;22;26;2;9;12;24;8;4;6;15;25;17;7;10;13
18;21;14;3;20;19;1;23;11;16;5;22;17;2;9;12;24;8;4;6;15;25;26;7;10;13;2;5950363
2;5950363;18;21;14;3;20;19;1;23;11;16;5;22;17;2;9;12;24;8;4;6;15;25;26;7;10;13
18;21;14;3;20;19;1;23;11;16;5;22;17;2;9;12;24;8;4;6;15;13;26;7;10;25;2;5961130
2;5961130;18;21;14;3;20;19;1;23;11;16;5;22;17;2;9;12;24;8;4;6;15;13;26;7;10;25
18;21;14;3;20;19;1;23;11;16;5;22;17;2;9;12;6;8;4;24;15;13;26;7;10;25;2;5933689
2;5933689;18;21;14;3;20;19;1;23;11;16;5;22;17;2;9;12;6;8;4;24;15;13;26;7;10;25
18;21;14;22;20;19;1;23;11;16;5;3;17;2;9;12;6;8;4;24;15;13;26;7;10;25;2;5920718
2;5920718;18;21;14;22;20;19;1;23;11;16;5;3;17;2;9;12;6;8;4;24;15;13;26;7;10;25
18;21;14;22;20;19;1;23;11;16;5;3;17;2;9;12;13;8;4;24;15;6;26;7;10;25;2;5916359
2;5916359;18;21;14;22;20;19;1;23;11;16;5;3;17;2;9;12;13;8;4;24;15;6;26;7;10;25
18;21;14;22;20;19;1;23;11;16;5;3;6;2;9;12;13;8;4;24;15;17;26;7;10;25;2;5898538
2;5898538;18;21;14;22;20;19;1;23;11;16;5;3;6;2;9;12;13;8;4;24;15;17;26;7;10;25
18;21;14;22;20;19;1;6;11;16;5;3;23;2;9;12;13;8;4;24;15;17;26;7;10;25;2;5899413
2;5899413;18;21;14;22;20;19;1;6;11;16;5;3;23;2;9;12;13;8;4;24;15;17;26;7;10;25
18;21;14;22;20;19;1;3;11;16;5;6;23;2;9;12;13;8;4;24;15;17;26;7;10;25;2;5986638
2;5986638;18;21;14;22;20;19;1;3;11;16;5;6;23;2;9;12;13;8;4;24;15;17;26;7;10;25
18;21;14;22;20;19;1;3;11;16;5;6;23;2;9;12;13;8;4;24;15;17;26;10;7;25;2;5952209
2;5952209;18;21;14;22;20;19;1;3;11;16;5;6;23;2;9;12;13;8;4;24;15;17;26;10;7;25
18;21;14;22;20;19;1;3;11;16;5;8;23;2;9;12;13;6;4;24;15;17;26;10;7;25;2;5890494
2;5890494;18;21;14;22;20;19;1;3;11;16;5;8;23;2;9;12;13;6;4;24;15;17;26;10;7;25
18;21;14;22;20;19;1;3;11;16;5;8;23;2;9;12;13;6;15;24;4;17;26;10;7;25;2;5906348
2;5906348;18;21;14;22;20;19;1;3;11;16;5;8;23;2;9;12;13;6;15;24;4;17;26;10;7;25
18;21;14;22;20;19;1;3;11;9;5;8;23;2;16;12;13;6;15;24;4;17;26;10;7;25;2;5842898
2;5842898;18;21;14;22;20;19;1;3;11;9;5;8;23;2;16;12;13;6;15;24;4;17;26;10;7;25
18;21;14;22;20;19;1;3;11;9;5;8;23;2;16;12;13;6;15;26;4;17;24;10;7;25;2;5844736
2;5844736;18;21;14;22;20;19;1;3;11;9;5;8;23;2;16;12;13;6;15;26;4;17;24;10;7;25
18;21;11;22;20;19;1;3;14;9;5;8;23;2;16;12;13;6;15;26;4;17;24;10;7;25;2;5800019
2;5800019;18;21;11;22;20;19;1;3;14;9;5;8;23;2;16;12;13;6;15;26;4;17;24;10;7;25
18;21;11;22;20;19;1;9;14;3;5;8;23;2;16;12;13;6;15;26;4;17;24;10;7;25;2;5801079
3;5801079;18;21;11;22;20;19;1;9;14;3;5;8;23;2;16;12;13;6;15;26;4;17;24;10;7;25
9;21;11;22;20;19;1;18;14;3;5;8;23;2;16;12;13;6;15;26;4;17;24;10;7;25;3;5739949
3;5739949;9;21;11;22;20;19;1;18;14;3;5;8;23;2;16;12;13;6;15;26;4;17;24;10;7;25
12;21;11;22;20;19;1;18;14;3;5;8;23;2;16;9;13;6;15;26;4;17;24;10;7;25;3;5722812
3;5722812;12;21;11;22;20;19;1;18;14;3;5;8;23;2;16;9;13;6;15;26;4;17;24;10;7;25
12;21;11;22;20;19;1;18;14;3;5;8;23;2;16;9;13;6;15;26;17;4;24;10;7;25;3;5719836
3;5719836;12;21;11;22;20;19;1;18;14;3;5;8;23;2;16;9;13;6;15;26;17;4;24;10;7;25
3;21;11;22;20;19;1;18;14;12;5;8;23;2;16;9;13;6;15;26;17;4;24;10;7;25;3;5691980
3;5691980;3;21;11;22;20;19;1;18;14;12;5;8;23;2;16;9;13;6;15;26;17;4;24;10;7;25
3;21;11;22;20;19;1;18;14;12;5;8;23;2;16;9;13;6;7;26;17;4;24;10;15;25;3;5691591
3;5691591;3;21;11;22;20;19;1;18;14;12;5;8;23;2;16;9;13;6;7;26;17;4;24;10;15;25
16;21;11;22;20;19;1;18;14;12;5;8;23;2;3;9;13;6;7;26;17;4;24;10;15;25;3;5693702
3;5693702;16;21;11;22;20;19;1;18;14;12;5;8;23;2;3;9;13;6;7;26;17;4;24;10;15;25
16;21;11;22;20;5;1;18;14;12;19;8;23;2;3;9;13;6;7;26;17;4;24;10;15;25;3;5922449
3;5922449;16;21;11;22;20;5;1;18;14;12;19;8;23;2;3;9;13;6;7;26;17;4;24;10;15;25
16;21;11;22;20;5;1;18;14;12;19;8;23;2;3;9;13;6;7;26;17;4;15;10;24;25;3;5935683
3;5935683;16;21;11;22;20;5;1;18;14;12;19;8;23;2;3;9;13;6;7;26;17;4;15;10;24;25
16;21;11;22;20;5;1;18;14;12;19;8;23;10;3;9;13;6;7;26;17;4;15;2;24;25;3;5940183
3;5940183;16;21;11;22;20;5;1;18;14;12;19;8;23;10;3;9;13;6;7;26;17;4;15;2;24;25
16;21;11;22;20;5;1;18;14;12;19;8;23;10;3;2;13;6;7;26;17;4;15;9;24;25;3;5956172
3;5956172;16;21;11;22;20;5;1;18;14;12;19;8;23;10;3;2;13;6;7;26;17;4;15;9;24;25
21;16;11;22;20;5;1;18;14;12;19;8;23;10;3;2;13;6;7;26;17;4;15;9;24;25;3;5974941
3;5974941;21;16;11;22;20;5;1;18;14;12;19;8;23;10;3;2;13;6;7;26;17;4;15;9;24;25
21;11;16;22;20;5;1;18;14;12;19;8;23;10;3;2;13;6;7;26;17;4;15;9;24;25;3;5974676
3;5974676;21;11;16;22;20;5;1;18;14;12;19;8;23;10;3;2;13;6;7;26;17;4;15;9;24;25
21;11;16;22;20;5;1;18;14;24;19;8;23;10;3;2;13;6;7;26;17;4;15;9;12;25;3;6029655
3;6029655;21;11;16;22;20;5;1;18;14;24;19;8;23;10;3;2;13;6;7;26;17;4;15;9;12;25
21;11;16;22;20;5;1;18;14;24;19;8;23;10;3;25;13;6;7;26;17;4;15;9;12;2;3;6065873
3;6065873;21;11;16;22;20;5;1;18;14;24;19;8;23;10;3;25;13;6;7;26;17;4;15;9;12;2
21;11;16;22;20;5;1;18;14;24;3;8;23;10;19;25;13;6;7;26;17;4;15;9;12;2;3;6059884
3;6059884;21;11;16;22;20;5;1;18;14;24;3;8;23;10;19;25;13;6;7;26;17;4;15;9;12;2
21;11;16;22;20;5;1;18;14;24;3;8;23;10;7;25;13;6;19;26;17;4;15;9;12;2;3;5973451
3;5973451;21;11;16;22;20;5;1;18;14;24;3;8;23;10;7;25;13;6;19;26;17;4;15;9;12;2
21;11;16;22;20;5;1;18;14;24;3;8;23;10;7;25;13;2;19;26;17;4;15;9;12;6;3;5945362
3;5945362;21;11;16;22;20;5;1;18;14;24;3;8;23;10;7;25;13;2;19;26;17;4;15;9;12;6
21;11;16;22;20;5;1;18;14;24;3;8;23;10;7;25;13;2;19;17;26;4;15;9;12;6;3;5935615
3;5935615;21;11;16;22;20;5;1;18;14;24;3;8;23;10;7;25;13;2;19;17;26;4;15;9;12;6
21;11;16;22;20;12;1;18;14;24;3;8;23;10;7;25;13;2;19;17;26;4;15;9;5;6;3;5938884
3;5938884;21;11;16;22;20;12;1;18;14;24;3;8;23;10;7;25;13;2;19;17;26;4;15;9;5;6
21;11;16;22;20;25;1;18;14;24;3;8;23;10;7;12;13;2;19;17;26;4;15;9;5;6;3;5918062
4;5918062;21;11;16;22;20;25;1;18;14;24;3;8;23;10;7;12;13;2;19;17;26;4;15;9;5;6
21;11;16;22;19;25;1;18;14;24;3;8;23;10;7;12;13;2;20;17;26;4;15;9;5;6;4;5956928
4;5956928;21;11;16;22;19;25;1;18;14;24;3;8;23;10;7;12;13;2;20;17;26;4;15;9;5;6
21;25;16;22;19;11;1;18;14;24;3;8;23;10;7;12;13;2;20;17;26;4;15;9;5;6;4;5968665
4;5968665;21;25;16;22;19;11;1;18;14;24;3;8;23;10;7;12;13;2;20;17;26;4;15;9;5;6
21;25;16;8;19;11;1;18;14;24;3;22;23;10;7;12;13;2;20;17;26;4;15;9;5;6;4;6012469
4;6012469;21;25;16;8;19;11;1;18;14;24;3;22;23;10;7;12;13;2;20;17;26;4;15;9;5;6
21;25;16;8;19;11;1;18;14;24;3;22;12;10;7;23;13;2;20;17;26;4;15;9;5;6;4;5989967
4;5989967;21;25;16;8;19;11;1;18;14;24;3;22;12;10;7;23;13;2;20;17;26;4;15;9;5;6
21;25;16;8;19;11;1;18;14;24;3;22;12;10;7;23;13;26;20;17;2;4;15;9;5;6;4;5968346
4;5968346;21;25;16;8;19;11;1;18;14;24;3;22;12;10;7;23;13;26;20;17;2;4;15;9;5;6
21;25;16;8;19;11;1;18;14;24;3;23;12;10;7;22;13;26;20;17;2;4;15;9;5;6;4;5960741
4;5960741;21;25;16;8;19;11;1;18;14;24;3;23;12;10;7;22;13;26;20;17;2;4;15;9;5;6
21;25;16;8;19;11;1;18;14;24;3;23;12;10;7;22;13;26;4;17;2;20;15;9;5;6;4;6056179
4;6056179;21;25;16;8;19;11;1;18;14;24;3;23;12;10;7;22;13;26;4;17;2;20;15;9;5;6
21;24;16;8;19;11;1;18;14;25;3;23;12;10;7;22;13;26;4;17;2;20;15;9;5;6;4;6055454
4;6055454;21;24;16;8;19;11;1;18;14;25;3;23;12;10;7;22;13;26;4;17;2;20;15;9;5;6
21;24;16;8;19;11;10;18;14;25;3;23;12;1;7;22;13;26;4;17;2;20;15;9;5;6;4;6044921
4;6044921;21;24;16;8;19;11;10;18;14;25;3;23;12;1;7;22;13;26;4;17;2;20;15;9;5;6
21;24;16;8;19;11;20;18;14;25;3;23;12;1;7;22;13;26;4;17;2;10;15;9;5;6;4;6045870
4;6045870;21;24;16;8;19;11;20;18;14;25;3;23;12;1;7;22;13;26;4;17;2;10;15;9;5;6
21;24;16;8;19;11;18;20;14;25;3;23;12;1;7;22;13;26;4;17;2;10;15;9;5;6;4;6115255
4;6115255;21;24;16;8;19;11;18;20;14;25;3;23;12;1;7;22;13;26;4;17;2;10;15;9;5;6
21;24;16;2;19;11;18;20;14;25;3;23;12;1;7;22;13;26;4;17;8;10;15;9;5;6;4;6125093
4;6125093;21;24;16;2;19;11;18;20;14;25;3;23;12;1;7;22;13;26;4;17;8;10;15;9;5;6
12;24;16;2;19;11;18;20;14;25;3;23;21;1;7;22;13;26;4;17;8;10;15;9;5;6;4;6124135
4;6124135;12;24;16;2;19;11;18;20;14;25;3;23;21;1;7;22;13;26;4;17;8;10;15;9;5;6
14;24;16;2;19;11;18;20;12;25;3;23;21;1;7;22;13;26;4;17;8;10;15;9;5;6;4;6096717
4;6096717;14;24;16;2;19;11;18;20;12;25;3;23;21;1;7;22;13;26;4;17;8;10;15;9;5;6
14;24;16;2;19;11;18;20;12;25;3;23;21;1;5;22;13;26;4;17;8;10;15;9;7;6;4;5965517
4;5965517;14;24;16;2;19;11;18;20;12;25;3;23;21;1;5;22;13;26;4;17;8;10;15;9;7;6
14;24;16;2;19;11;12;20;18;25;3;23;21;1;5;22;13;26;4;17;8;10;15;9;7;6;4;5964476
4;5964476;14;24;16;2;19;11;12;20;18;25;3;23;21;1;5;22;13;26;4;17;8;10;15;9;7;6
14;24;16;2;19;11;12;20;18;17;3;23;21;1;5;22;13;26;4;25;8;10;15;9;7;6;4;5965459
4;5965459;14;24;16;2;19;11;12;20;18;17;3;23;21;1;5;22;13;26;4;25;8;10;15;9;7;6
14;24;16;2;11;19;12;20;18;17;3;23;21;1;5;22;13;26;4;25;8;10;15;9;7;6;4;5898487
4;5898487;14;24;16;2;11;19;12;20;18;17;3;23;21;1;5;22;13;26;4;25;8;10;15;9;7;6
14;24;16;2;11;19;12;20;3;17;18;23;21;1;5;22;13;26;4;25;8;10;15;9;7;6;4;5852119
4;5852119;14;24;16;2;11;19;12;20;3;17;18;23;21;1;5;22;13;26;4;25;8;10;15;9;7;6
14;24;16;2;11;19;12;20;3;17;18;1;21;23;5;22;13;26;4;25;8;10;15;9;7;6;4;5856012
5;5856012;14;24;16;2;11;19;12;20;3;17;18;1;21;23;5;22;13;26;4;25;8;10;15;9;7;6
14;24;16;2;11;19;12;20;3;17;18;1;21;25;5;22;13;26;4;23;8;10;15;9;7;6;5;5860904
5;5860904;14;24;16;2;11;19;12;20;3;17;18;1;21;25;5;22;13;26;4;23;8;10;15;9;7;6
14;24;16;6;11;19;12;20;3;17;18;1;21;25;5;22;13;26;4;23;8;10;15;9;7;2;5;5842177
5;5842177;14;24;16;6;11;19;12;20;3;17;18;1;21;25;5;22;13;26;4;23;8;10;15;9;7;2
14;24;16;6;11;19;12;20;3;17;18;1;21;8;5;22;13;26;4;23;25;10;15;9;7;2;5;5818503
5;5818503;14;24;16;6;11;19;12;20;3;17;18;1;21;8;5;22;13;26;4;23;25;10;15;9;7;2
14;24;16;6;11;19;12;20;3;17;18;1;4;8;5;22;13;26;21;23;25;10;15;9;7;2;5;5864405
5;5864405;14;24;16;6;11;19;12;20;3;17;18;1;4;8;5;22;13;26;21;23;25;10;15;9;7;2
14;24;16;6;11;19;12;20;3;17;18;1;4;8;5;25;13;26;21;23;22;10;15;9;7;2;5;5886973
5;5886973;14;24;16;6;11;19;12;20;3;17;18;1;4;8;5;25;13;26;21;23;22;10;15;9;7;2
14;24;16;6;11;19;5;20;3;17;18;1;4;8;12;25;13;26;21;23;22;10;15;9;7;2;5;5864794
5;5864794;14;24;16;6;11;19;5;20;3;17;18;1;4;8;12;25;13;26;21;23;22;10;15;9;7;2
14;24;16;6;11;20;5;19;3;17;18;1;4;8;12;25;13;26;21;23;22;10;15;9;7;2;5;5856973
5;5856973;14;24;16;6;11;20;5;19;3;17;18;1;4;8;12;25;13;26;21;23;22;10;15;9;7;2
14;22;16;6;11;20;5;19;3;17;18;1;4;8;12;25;13;26;21;23;24;10;15;9;7;2;5;5855939
5;5855939;14;22;16;6;11;20;5;19;3;17;18;1;4;8;12;25;13;26;21;23;24;10;15;9;7;2
14;8;16;6;11;20;5;19;3;17;18;1;4;22;12;25;13;26;21;23;24;10;15;9;7;2;5;5873991
5;5873991;14;8;16;6;11;20;5;19;3;17;18;1;4;22;12;25;13;26;21;23;24;10;15;9;7;2
14;8;16;6;11;20;10;19;3;17;18;1;4;22;12;25;13;26;21;23;24;5;15;9;7;2;5;6018605
5;6018605;14;8;16;6;11;20;10;19;3;17;18;1;4;22;12;25;13;26;21;23;24;5;15;9;7;2
14;8;16;6;11;20;10;19;3;17;18;1;4;22;12;13;25;26;21;23;24;5;15;9;7;2;5;6022583
5;6022583;14;8;16;6;11;20;10;19;3;17;18;1;4;22;12;13;25;26;21;23;24;5;15;9;7;2
14;18;16;6;11;20;10;19;3;17;8;1;4;22;12;13;25;26;21;23;24;5;15;9;7;2;5;6102223
5;6102223;14;18;16;6;11;20;10;19;3;17;8;1;4;22;12;13;25;26;21;23;24;5;15;9;7;2
25;18;16;6;11;20;10;19;3;17;8;1;4;22;12;13;14;26;21;23;24;5;15;9;7;2;5;5976268
5;5976268;25;18;16;6;11;20;10;19;3;17;8;1;4;22;12;13;14;26;21;23;24;5;15;9;7;2
25;18;16;6;11;20;10;19;3;2;8;1;4;22;12;13;14;26;21;23;24;5;15;9;7;17;5;5972937
5;5972937;25;18;16;6;11;20;10;19;3;2;8;1;4;22;12;13;14;26;21;23;24;5;15;9;7;17
25;18;16;8;11;20;10;19;3;2;6;1;4;22;12;13;14;26;21;23;24;5;15;9;7;17;5;5985224
5;5985224;25;18;16;8;11;20;10;19;3;2;6;1;4;22;12;13;14;26;21;23;24;5;15;9;7;17
25;18;16;8;11;4;10;19;3;2;6;1;20;22;12;13;14;26;21;23;24;5;15;9;7;17;5;5949074
5;5949074;25;18;16;8;11;4;10;19;3;2;6;1;20;22;12;13;14;26;21;23;24;5;15;9;7;17
25;18;16;8;11;4;10;19;3;2;6;1;20;22;12;13;21;26;14;23;24;5;15;9;7;17;5;5954450
5;5954450;25;18;16;8;11;4;10;19;3;2;6;1;20;22;12;13;21;26;14;23;24;5;15;9;7;17
25;18;16;8;11;4;10;19;3;2;6;1;20;22;12;9;21;26;14;23;24;5;15;13;7;17;5;5899657
5;5899657;25;18;16;8;11;4;10;19;3;2;6;1;20;22;12;9;21;26;14;23;24;5;15;13;7;17
25;18;16;8;11;4;2;19;3;10;6;1;20;22;12;9;21;26;14;23;24;5;15;13;7;17;5;5903887
5;5903887;25;18;16;8;11;4;2;19;3;10;6;1;20;22;12;9;21;26;14;23;24;5;15;13;7;17
25;18;16;8;11;4;5;19;3;10;6;1;20;22;12;9;21;26;14;23;24;2;15;13;7;17;5;5904515
6;5904515;25;18;16;8;11;4;5;19;3;10;6;1;20;22;12;9;21;26;14;23;24;2;15;13;7;17
25;18;16;8;11;4;5;19;3;10;6;1;20;9;12;22;21;26;14;23;24;2;15;13;7;17;6;5791927
6;5791927;25;18;16;8;11;4;5;19;3;10;6;1;20;9;12;22;21;26;14;23;24;2;15;13;7;17
25;18;16;8;11;4;5;19;3;10;6;23;20;9;12;22;21;26;14;1;24;2;15;13;7;17;6;5851856
6;5851856;25;18;16;8;11;4;5;19;3;10;6;23;20;9;12;22;21;26;14;1;24;2;15;13;7;17
25;18;16;8;11;4;5;19;3;10;6;23;20;22;12;9;21;26;14;1;24;2;15;13;7;17;6;5962704
6;5962704;25;18;16;8;11;4;5;19;3;10;6;23;20;22;12;9;21;26;14;1;24;2;15;13;7;17
25;18;16;8;11;4;5;19;3;13;6;23;20;22;12;9;21;26;14;1;24;2;15;10;7;17;6;5967213
6;5967213;25;18;16;8;11;4;5;19;3;13;6;23;20;22;12;9;21;26;14;1;24;2;15;10;7;17
25;18;16;8;11;4;5;19;3;13;6;26;20;22;12;9;21;23;14;1;24;2;15;10;7;17;6;5966468
6;5966468;25;18;16;8;11;4;5;19;3;13;6;26;20;22;12;9;21;23;14;1;24;2;15;10;7;17
25;18;16;8;11;4;5;19;3;24;6;26;20;22;12;9;21;23;14;1;13;2;15;10;7;17;6;5966704
6;5966704;25;18;16;8;11;4;5;19;3;24;6;26;20;22;12;9;21;23;14;1;13;2;15;10;7;17
25;18;16;8;11;4;5;19;3;7;6;26;20;22;12;9;21;23;14;1;13;2;15;10;24;17;6;5911035
6;5911035;25;18;16;8;11;4;5;19;3;7;6;26;20;22;12;9;21;23;14;1;13;2;15;10;24;17
25;18;16;8;11;4;5;19;3;7;6;26;20;22;12;9;21;1;14;23;13;2;15;10;24;17;6;5818287
6;5818287;25;18;16;8;11;4;5;19;3;7;6;26;20;22;12;9;21;1;14;23;13;2;15;10;24;17
25;18;16;8;11;4;5;19;3;7;6;26;20;22;12;9;15;1;14;23;13;2;21;10;24;17;6;5792099
6;5792099;25;18;16;8;11;4;5;19;3;7;6;26;20;22;12;9;15;1;14;23;13;2;21;10;24;17
25;18;16;8;11;20;5;19;3;7;6;26;4;22;12;9;15;1;14;23;13;2;21;10;24;17;6;5800609
6;5800609;25;18;16;8;11;20;5;19;3;7;6;26;4;22;12;9;15;1;14;23;13;2;21;10;24;17
25;18;16;8;11;20;5;19;3;7;6;26;4;22;12;9;15;1;13;23;14;2;21;10;24;17;6;5806206
6;5806206;25;18;16;8;11;20;5;19;3;7;6;26;4;22;12;9;15;1;13;23;14;2;21;10;24;17
25;5;16;8;11;20;18;19;3;7;6;26;4;22;12;9;15;1;13;23;14;2;21;10;24;17;6;5969455
6;5969455;25;5;16;8;11;20;18;19;3;7;6;26;4;22;12;9;15;1;13;23;14;2;21;10;24;17
25;5;16;8;11;20;18;3;19;7;6;26;4;22;12;9;15;1;13;23;14;2;21;10;24;17;6;5965335
6;5965335;25;5;16;8;11;20;18;3;19;7;6;26;4;22;12;9;15;1;13;23;14;2;21;10;24;17
21;5;16;8;11;20;18;3;19;7;6;26;4;22;12;9;15;1;13;23;14;2;25;10;24;17;6;5957548
6;5957548;21;5;16;8;11;20;18;3;19;7;6;26;4;22;12;9;15;1;13;23;14;2;25;10;24;17
21;5;16;8;11;20;18;3;19;7;25;26;4;22;12;9;15;1;13;23;14;2;6;10;24;17;6;5964754
6;5964754;21;5;16;8;11;20;18;3;19;7;25;26;4;22;12;9;15;1;13;23;14;2;6;10;24;17
21;5;16;8;11;20;18;3;19;7;25;26;4;22;12;9;15;13;1;23;14;2;6;10;24;17;6;5968874
6;5968874;21;5;16;8;11;20;18;3;19;7;25;26;4;22;12;9;15;13;1;23;14;2;6;10;24;17
21;5;14;8;11;20;18;3;19;7;25;26;4;22;12;9;15;13;1;23;16;2;6;10;24;17;6;5874193
6;5874193;21;5;14;8;11;20;18;3;19;7;25;26;4;22;12;9;15;13;1;23;16;2;6;10;24;17
21;5;14;8;11;13;18;3;19;7;25;26;4;22;12;9;15;20;1;23;16;2;6;10;24;17;6;5836114
6;5836114;21;5;14;8;11;13;18;3;19;7;25;26;4;22;12;9;15;20;1;23;16;2;6;10;24;17
