"X1";"X5733282";"X7";"X2";"X11";"X25";"X8";"X16";"X22";"X19";"X24";"X10";"X9";"X21";"X6";"X23";"X18";"X26";"X3";"X5";"X14";"X15";"X20";"X4";"X13";"X1.1";"X17";"X12"
1;5827627;10;16;15;7;9;22;8;25;21;20;3;18;6;23;14;26;13;5;24;19;11;4;2;1;17;12
10;16;15;7;23;22;8;25;21;20;3;18;6;9;14;26;13;5;24;19;11;4;2;1;17;12;1;5773559
2;5773559;10;16;15;7;23;22;8;25;21;20;3;18;6;9;14;26;13;5;24;19;11;4;2;1;17;12
10;16;15;2;23;22;8;25;21;20;3;18;6;9;14;26;13;5;24;19;11;4;7;1;17;12;2;5783571
2;5783571;10;16;15;2;23;22;8;25;21;20;3;18;6;9;14;26;13;5;24;19;11;4;7;1;17;12
10;16;15;2;23;22;18;25;21;20;3;8;6;9;14;26;13;5;24;19;11;4;7;1;17;12;2;5811872
2;5811872;10;16;15;2;23;22;18;25;21;20;3;8;6;9;14;26;13;5;24;19;11;4;7;1;17;12
10;16;15;2;23;22;18;25;21;20;3;8;11;9;14;26;13;5;24;19;6;4;7;1;17;12;2;5806886
2;5806886;10;16;15;2;23;22;18;25;21;20;3;8;11;9;14;26;13;5;24;19;6;4;7;1;17;12
10;16;5;2;23;22;18;25;21;20;3;8;11;9;14;26;13;15;24;19;6;4;7;1;17;12;2;6025247
2;6025247;10;16;5;2;23;22;18;25;21;20;3;8;11;9;14;26;13;15;24;19;6;4;7;1;17;12
10;13;5;2;23;22;18;25;21;20;3;8;11;9;14;26;16;15;24;19;6;4;7;1;17;12;2;6050508
2;6050508;10;13;5;2;23;22;18;25;21;20;3;8;11;9;14;26;16;15;24;19;6;4;7;1;17;12
10;13;5;2;23;22;18;25;21;20;3;8;6;9;14;26;16;15;24;19;11;4;7;1;17;12;2;6056678
2;6056678;10;13;5;2;23;22;18;25;21;20;3;8;6;9;14;26;16;15;24;19;11;4;7;1;17;12
12;13;5;2;23;22;18;25;21;20;3;8;6;9;14;26;16;15;24;19;11;4;7;1;17;10;2;6093824
2;6093824;12;13;5;2;23;22;18;25;21;20;3;8;6;9;14;26;16;15;24;19;11;4;7;1;17;10
12;13;5;2;23;22;18;25;21;20;3;8;6;9;14;26;16;15;24;19;17;4;7;1;11;10;2;6079750
2;6079750;12;13;5;2;23;22;18;25;21;20;3;8;6;9;14;26;16;15;24;19;17;4;7;1;11;10
12;13;5;2;23;22;18;25;21;20;3;8;6;9;14;26;16;15;24;11;17;4;7;1;19;10;2;6035454
2;6035454;12;13;5;2;23;22;18;25;21;20;3;8;6;9;14;26;16;15;24;11;17;4;7;1;19;10
12;13;5;2;23;22;18;25;21;20;3;8;6;9;14;26;16;15;10;11;17;4;7;1;19;24;2;6035046
2;6035046;12;13;5;2;23;22;18;25;21;20;3;8;6;9;14;26;16;15;10;11;17;4;7;1;19;24
12;13;5;2;23;22;18;25;21;20;3;8;6;14;9;26;16;15;10;11;17;4;7;1;19;24;2;6046808
2;6046808;12;13;5;2;23;22;18;25;21;20;3;8;6;14;9;26;16;15;10;11;17;4;7;1;19;24
12;13;5;2;23;22;18;25;21;20;3;7;6;14;9;26;16;15;10;11;17;4;8;1;19;24;2;6080654
2;6080654;12;13;5;2;23;22;18;25;21;20;3;7;6;14;9;26;16;15;10;11;17;4;8;1;19;24
12;13;5;2;23;22;18;25;1;20;3;7;6;14;9;26;16;15;10;11;17;4;8;21;19;24;2;6032305
2;6032305;12;13;5;2;23;22;18;25;1;20;3;7;6;14;9;26;16;15;10;11;17;4;8;21;19;24
12;13;5;2;23;11;18;25;1;20;3;7;6;14;9;26;16;15;10;22;17;4;8;21;19;24;2;6029609
2;6029609;12;13;5;2;23;11;18;25;1;20;3;7;6;14;9;26;16;15;10;22;17;4;8;21;19;24
12;13;5;2;23;11;18;25;1;20;3;7;6;14;8;26;16;15;10;22;17;4;9;21;19;24;2;6052798
2;6052798;12;13;5;2;23;11;18;25;1;20;3;7;6;14;8;26;16;15;10;22;17;4;9;21;19;24
12;13;5;2;23;11;18;25;1;20;3;7;6;8;14;26;16;15;10;22;17;4;9;21;19;24;2;6070551
2;6070551;12;13;5;2;23;11;18;25;1;20;3;7;6;8;14;26;16;15;10;22;17;4;9;21;19;24
12;13;5;2;23;11;18;25;1;24;3;7;6;8;14;26;16;15;10;22;17;4;9;21;19;20;2;6094289
2;6094289;12;13;5;2;23;11;18;25;1;24;3;7;6;8;14;26;16;15;10;22;17;4;9;21;19;20
12;13;5;2;23;11;18;25;1;14;3;7;6;8;24;26;16;15;10;22;17;4;9;21;19;20;2;5979642
2;5979642;12;13;5;2;23;11;18;25;1;14;3;7;6;8;24;26;16;15;10;22;17;4;9;21;19;20
12;13;5;2;23;10;18;25;1;14;3;7;6;8;24;26;16;15;11;22;17;4;9;21;19;20;2;5969392
2;5969392;12;13;5;2;23;10;18;25;1;14;3;7;6;8;24;26;16;15;11;22;17;4;9;21;19;20
12;13;5;2;23;10;18;25;1;14;3;7;6;8;24;26;16;11;15;22;17;4;9;21;19;20;2;5967872
3;5967872;12;13;5;2;23;10;18;25;1;14;3;7;6;8;24;26;16;11;15;22;17;4;9;21;19;20
12;13;1;2;23;10;18;25;5;14;3;7;6;8;24;26;16;11;15;22;17;4;9;21;19;20;3;5938240
3;5938240;12;13;1;2;23;10;18;25;5;14;3;7;6;8;24;26;16;11;15;22;17;4;9;21;19;20
12;13;1;2;23;21;18;25;5;14;3;7;6;8;24;26;16;11;15;22;17;4;9;10;19;20;3;5972353
3;5972353;12;13;1;2;23;21;18;25;5;14;3;7;6;8;24;26;16;11;15;22;17;4;9;10;19;20
12;13;1;2;23;21;18;25;5;14;3;7;6;8;26;24;16;11;15;22;17;4;9;10;19;20;3;5956377
3;5956377;12;13;1;2;23;21;18;25;5;14;3;7;6;8;26;24;16;11;15;22;17;4;9;10;19;20
12;13;1;2;23;24;18;25;5;14;3;7;6;8;26;21;16;11;15;22;17;4;9;10;19;20;3;5943889
3;5943889;12;13;1;2;23;24;18;25;5;14;3;7;6;8;26;21;16;11;15;22;17;4;9;10;19;20
12;13;1;2;23;24;18;25;14;5;3;7;6;8;26;21;16;11;15;22;17;4;9;10;19;20;3;5946929
3;5946929;12;13;1;2;23;24;18;25;14;5;3;7;6;8;26;21;16;11;15;22;17;4;9;10;19;20
12;13;1;2;23;24;18;25;26;5;3;7;6;8;14;21;16;11;15;22;17;4;9;10;19;20;3;5914965
3;5914965;12;13;1;2;23;24;18;25;26;5;3;7;6;8;14;21;16;11;15;22;17;4;9;10;19;20
12;13;1;2;23;24;18;25;26;5;3;7;6;19;14;21;16;11;15;22;17;4;9;10;8;20;3;5897348
3;5897348;12;13;1;2;23;24;18;25;26;5;3;7;6;19;14;21;16;11;15;22;17;4;9;10;8;20
12;13;1;2;23;24;19;25;26;5;3;7;6;18;14;21;16;11;15;22;17;4;9;10;8;20;3;5853937
3;5853937;12;13;1;2;23;24;19;25;26;5;3;7;6;18;14;21;16;11;15;22;17;4;9;10;8;20
12;13;11;2;23;24;19;25;26;5;3;7;6;18;14;21;16;1;15;22;17;4;9;10;8;20;3;5794449
3;5794449;12;13;11;2;23;24;19;25;26;5;3;7;6;18;14;21;16;1;15;22;17;4;9;10;8;20
12;13;11;2;23;24;19;25;4;5;3;7;6;18;14;21;16;1;15;22;17;26;9;10;8;20;3;5764825
3;5764825;12;13;11;2;23;24;19;25;4;5;3;7;6;18;14;21;16;1;15;22;17;26;9;10;8;20
12;13;11;2;23;24;19;25;4;5;10;7;6;18;14;21;16;1;15;22;17;26;9;3;8;20;3;5779385
3;5779385;12;13;11;2;23;24;19;25;4;5;10;7;6;18;14;21;16;1;15;22;17;26;9;3;8;20
12;13;11;2;23;24;19;25;15;5;10;7;6;18;14;21;16;1;4;22;17;26;9;3;8;20;3;5785161
3;5785161;12;13;11;2;23;24;19;25;15;5;10;7;6;18;14;21;16;1;4;22;17;26;9;3;8;20
12;13;11;2;23;4;19;25;15;5;10;7;6;18;14;21;16;1;24;22;17;26;9;3;8;20;3;5790443
3;5790443;12;13;11;2;23;4;19;25;15;5;10;7;6;18;14;21;16;1;24;22;17;26;9;3;8;20
12;13;11;2;23;4;22;25;15;5;10;7;6;18;14;21;16;1;24;19;17;26;9;3;8;20;3;5776639
3;5776639;12;13;11;2;23;4;22;25;15;5;10;7;6;18;14;21;16;1;24;19;17;26;9;3;8;20
12;13;19;2;23;4;22;25;15;5;10;7;6;18;14;21;16;1;24;11;17;26;9;3;8;20;3;5764257
3;5764257;12;13;19;2;23;4;22;25;15;5;10;7;6;18;14;21;16;1;24;11;17;26;9;3;8;20
12;13;19;2;23;4;22;25;15;5;10;7;6;9;14;21;16;1;24;11;17;26;18;3;8;20;3;5714537
3;5714537;12;13;19;2;23;4;22;25;15;5;10;7;6;9;14;21;16;1;24;11;17;26;18;3;8;20
12;13;19;2;8;4;22;25;15;5;10;7;6;9;14;21;16;1;24;11;17;26;18;3;23;20;3;5816694
3;5816694;12;13;19;2;8;4;22;25;15;5;10;7;6;9;14;21;16;1;24;11;17;26;18;3;23;20
12;13;19;2;8;4;22;10;15;5;25;7;6;9;14;21;16;1;24;11;17;26;18;3;23;20;3;5823413
3;5823413;12;13;19;2;8;4;22;10;15;5;25;7;6;9;14;21;16;1;24;11;17;26;18;3;23;20
12;13;19;2;8;4;22;10;15;5;25;7;6;18;14;21;16;1;24;11;17;26;9;3;23;20;3;5847242
3;5847242;12;13;19;2;8;4;22;10;15;5;25;7;6;18;14;21;16;1;24;11;17;26;9;3;23;20
12;13;19;2;8;22;4;10;15;5;25;7;6;18;14;21;16;1;24;11;17;26;9;3;23;20;3;5847242
4;5847242;12;13;19;2;8;22;4;10;15;5;25;7;6;18;14;21;16;1;24;11;17;26;9;3;23;20
12;13;19;2;8;22;4;10;15;5;25;7;6;18;14;21;1;16;24;11;17;26;9;3;23;20;4;5864011
4;5864011;12;13;19;2;8;22;4;10;15;5;25;7;6;18;14;21;1;16;24;11;17;26;9;3;23;20
12;13;19;2;8;20;4;10;15;5;25;7;6;18;14;21;1;16;24;11;17;26;9;3;23;22;4;5859368
4;5859368;12;13;19;2;8;20;4;10;15;5;25;7;6;18;14;21;1;16;24;11;17;26;9;3;23;22
12;13;19;26;8;20;4;10;15;5;25;7;6;18;14;21;1;16;24;11;17;2;9;3;23;22;4;5859433
4;5859433;12;13;19;26;8;20;4;10;15;5;25;7;6;18;14;21;1;16;24;11;17;2;9;3;23;22
12;13;19;26;8;20;4;10;15;5;25;7;6;18;14;21;1;16;24;9;17;2;11;3;23;22;4;5869395
4;5869395;12;13;19;26;8;20;4;10;15;5;25;7;6;18;14;21;1;16;24;9;17;2;11;3;23;22
12;15;19;26;8;20;4;10;13;5;25;7;6;18;14;21;1;16;24;9;17;2;11;3;23;22;4;5904277
4;5904277;12;15;19;26;8;20;4;10;13;5;25;7;6;18;14;21;1;16;24;9;17;2;11;3;23;22
12;22;19;26;8;20;4;10;13;5;25;7;6;18;14;21;1;16;24;9;17;2;11;3;23;15;4;5874315
4;5874315;12;22;19;26;8;20;4;10;13;5;25;7;6;18;14;21;1;16;24;9;17;2;11;3;23;15
12;22;19;26;8;20;4;10;13;5;25;7;6;18;14;21;1;16;24;9;17;2;15;3;23;11;4;5928999
4;5928999;12;22;19;26;8;20;4;10;13;5;25;7;6;18;14;21;1;16;24;9;17;2;15;3;23;11
12;22;19;10;8;20;4;26;13;5;25;7;6;18;14;21;1;16;24;9;17;2;15;3;23;11;4;5934249
4;5934249;12;22;19;10;8;20;4;26;13;5;25;7;6;18;14;21;1;16;24;9;17;2;15;3;23;11
12;1;19;10;8;20;4;26;13;5;25;7;6;18;14;21;22;16;24;9;17;2;15;3;23;11;4;5968952
4;5968952;12;1;19;10;8;20;4;26;13;5;25;7;6;18;14;21;22;16;24;9;17;2;15;3;23;11
12;1;19;10;8;20;4;26;13;5;25;7;6;18;14;16;22;21;24;9;17;2;15;3;23;11;4;5959748
4;5959748;12;1;19;10;8;20;4;26;13;5;25;7;6;18;14;16;22;21;24;9;17;2;15;3;23;11
24;1;19;10;8;20;4;26;13;5;25;7;6;18;14;16;22;21;12;9;17;2;15;3;23;11;4;5900945
4;5900945;24;1;19;10;8;20;4;26;13;5;25;7;6;18;14;16;22;21;12;9;17;2;15;3;23;11
24;1;19;22;8;20;4;26;13;5;25;7;6;18;14;16;10;21;12;9;17;2;15;3;23;11;4;5914371
4;5914371;24;1;19;22;8;20;4;26;13;5;25;7;6;18;14;16;10;21;12;9;17;2;15;3;23;11
24;1;19;22;8;20;4;26;13;17;25;7;6;18;14;16;10;21;12;9;5;2;15;3;23;11;4;6151293
4;6151293;24;1;19;22;8;20;4;26;13;17;25;7;6;18;14;16;10;21;12;9;5;2;15;3;23;11
24;1;10;22;8;20;4;26;13;17;25;7;6;18;14;16;19;21;12;9;5;2;15;3;23;11;4;6063856
4;6063856;24;1;10;22;8;20;4;26;13;17;25;7;6;18;14;16;19;21;12;9;5;2;15;3;23;11
24;1;10;22;8;20;4;23;13;17;25;7;6;18;14;16;19;21;12;9;5;2;15;3;26;11;4;6057940
4;6057940;24;1;10;22;8;20;4;23;13;17;25;7;6;18;14;16;19;21;12;9;5;2;15;3;26;11
24;1;10;22;8;20;4;6;13;17;25;7;23;18;14;16;19;21;12;9;5;2;15;3;26;11;4;6081104
4;6081104;24;1;10;22;8;20;4;6;13;17;25;7;23;18;14;16;19;21;12;9;5;2;15;3;26;11
24;1;8;22;10;20;4;6;13;17;25;7;23;18;14;16;19;21;12;9;5;2;15;3;26;11;4;6018898
4;6018898;24;1;8;22;10;20;4;6;13;17;25;7;23;18;14;16;19;21;12;9;5;2;15;3;26;11
24;1;8;22;10;20;4;6;13;17;25;7;23;18;14;16;19;21;12;5;9;2;15;3;26;11;4;6021894
4;6021894;24;1;8;22;10;20;4;6;13;17;25;7;23;18;14;16;19;21;12;5;9;2;15;3;26;11
24;1;8;22;10;20;4;6;26;17;25;7;23;18;14;16;19;21;12;5;9;2;15;3;13;11;4;6020918
4;6020918;24;1;8;22;10;20;4;6;26;17;25;7;23;18;14;16;19;21;12;5;9;2;15;3;13;11
24;8;1;22;10;20;4;6;26;17;25;7;23;18;14;16;19;21;12;5;9;2;15;3;13;11;4;6023074
5;6023074;24;8;1;22;10;20;4;6;26;17;25;7;23;18;14;16;19;21;12;5;9;2;15;3;13;11
24;8;1;22;10;15;4;6;26;17;25;7;23;18;14;16;19;21;12;5;9;2;20;3;13;11;5;6089080
5;6089080;24;8;1;22;10;15;4;6;26;17;25;7;23;18;14;16;19;21;12;5;9;2;20;3;13;11
24;8;1;22;10;15;2;6;26;17;25;7;23;18;14;16;19;21;12;5;9;4;20;3;13;11;5;6176435
5;6176435;24;8;1;22;10;15;2;6;26;17;25;7;23;18;14;16;19;21;12;5;9;4;20;3;13;11
24;8;1;22;10;15;2;6;26;21;25;7;23;18;14;16;19;17;12;5;9;4;20;3;13;11;5;6192481
5;6192481;24;8;1;22;10;15;2;6;26;21;25;7;23;18;14;16;19;17;12;5;9;4;20;3;13;11
24;8;1;22;10;15;2;6;26;21;25;7;19;18;14;16;23;17;12;5;9;4;20;3;13;11;5;6248688
5;6248688;24;8;1;22;10;15;2;6;26;21;25;7;19;18;14;16;23;17;12;5;9;4;20;3;13;11
24;8;1;22;10;15;2;6;26;19;25;7;21;18;14;16;23;17;12;5;9;4;20;3;13;11;5;6199510
5;6199510;24;8;1;22;10;15;2;6;26;19;25;7;21;18;14;16;23;17;12;5;9;4;20;3;13;11
24;8;1;22;15;10;2;6;26;19;25;7;21;18;14;16;23;17;12;5;9;4;20;3;13;11;5;6211341
5;6211341;24;8;1;22;15;10;2;6;26;19;25;7;21;18;14;16;23;17;12;5;9;4;20;3;13;11
24;8;1;22;15;10;2;6;4;19;25;7;21;18;14;16;23;17;12;5;9;26;20;3;13;11;5;6098938
5;6098938;24;8;1;22;15;10;2;6;4;19;25;7;21;18;14;16;23;17;12;5;9;26;20;3;13;11
24;25;1;22;15;10;2;6;4;19;8;7;21;18;14;16;23;17;12;5;9;26;20;3;13;11;5;6041930
5;6041930;24;25;1;22;15;10;2;6;4;19;8;7;21;18;14;16;23;17;12;5;9;26;20;3;13;11
24;25;2;22;15;10;1;6;4;19;8;7;21;18;14;16;23;17;12;5;9;26;20;3;13;11;5;6070106
5;6070106;24;25;2;22;15;10;1;6;4;19;8;7;21;18;14;16;23;17;12;5;9;26;20;3;13;11
24;25;2;19;15;10;1;6;4;22;8;7;21;18;14;16;23;17;12;5;9;26;20;3;13;11;5;6219686
5;6070106;24;25;2;22;15;10;1;6;4;19;8;7;21;18;14;16;23;17;12;5;9;26;20;3;13;11
9;25;2;22;15;10;1;6;4;19;8;7;21;18;14;16;23;17;12;5;24;26;20;3;13;11;5;6101805
5;6101805;9;25;2;22;15;10;1;6;4;19;8;7;21;18;14;16;23;17;12;5;24;26;20;3;13;11
9;25;2;22;15;10;1;6;4;19;8;7;21;18;14;16;23;3;12;5;24;26;20;17;13;11;5;6068690
5;6068690;9;25;2;22;15;10;1;6;4;19;8;7;21;18;14;16;23;3;12;5;24;26;20;17;13;11
9;25;2;22;15;10;1;6;4;19;3;7;21;18;14;16;23;8;12;5;24;26;20;17;13;11;5;6047944
5;6047944;9;25;2;22;15;10;1;6;4;19;3;7;21;18;14;16;23;8;12;5;24;26;20;17;13;11
9;25;2;22;15;10;1;6;4;24;3;7;21;18;14;16;23;8;12;5;19;26;20;17;13;11;5;6181247
5;6181247;9;25;2;22;15;10;1;6;4;24;3;7;21;18;14;16;23;8;12;5;19;26;20;17;13;11
9;25;20;22;15;10;1;6;4;24;3;7;21;18;14;16;23;8;12;5;19;26;2;17;13;11;5;6153953
5;6153953;9;25;20;22;15;10;1;6;4;24;3;7;21;18;14;16;23;8;12;5;19;26;2;17;13;11
9;25;20;22;26;10;1;6;4;24;3;7;21;18;14;16;23;8;12;5;19;15;2;17;13;11;5;6147833
5;6147833;9;25;20;22;26;10;1;6;4;24;3;7;21;18;14;16;23;8;12;5;19;15;2;17;13;11
9;25;20;22;26;10;1;6;4;24;3;7;2;18;14;16;23;8;12;5;19;15;21;17;13;11;5;6178339
5;6178339;9;25;20;22;26;10;1;6;4;24;3;7;2;18;14;16;23;8;12;5;19;15;21;17;13;11
9;25;20;22;26;8;1;6;4;24;3;7;2;18;14;16;23;10;12;5;19;15;21;17;13;11;5;6186210
5;6186210;9;25;20;22;26;8;1;6;4;24;3;7;2;18;14;16;23;10;12;5;19;15;21;17;13;11
9;25;20;22;26;8;1;13;4;24;3;7;2;18;14;16;23;10;12;5;19;15;21;17;6;11;5;6177078
5;6177078;9;25;20;22;26;8;1;13;4;24;3;7;2;18;14;16;23;10;12;5;19;15;21;17;6;11
9;25;20;22;26;8;1;13;4;24;3;7;2;18;14;12;23;10;16;5;19;15;21;17;6;11;5;6196599
6;6196599;9;25;20;22;26;8;1;13;4;24;3;7;2;18;14;12;23;10;16;5;19;15;21;17;6;11
24;25;20;22;26;8;1;13;4;9;3;7;2;18;14;12;23;10;16;5;19;15;21;17;6;11;6;5995057
6;5995057;24;25;20;22;26;8;1;13;4;9;3;7;2;18;14;12;23;10;16;5;19;15;21;17;6;11
24;25;20;22;26;8;1;13;4;9;3;7;2;18;16;12;23;10;14;5;19;15;21;17;6;11;6;5897402
6;5897402;24;25;20;22;26;8;1;13;4;9;3;7;2;18;16;12;23;10;14;5;19;15;21;17;6;11
24;25;20;22;14;8;1;13;4;9;3;7;2;18;16;12;23;10;26;5;19;15;21;17;6;11;6;6007409
6;6007409;24;25;20;22;14;8;1;13;4;9;3;7;2;18;16;12;23;10;26;5;19;15;21;17;6;11
25;24;20;22;14;8;1;13;4;9;3;7;2;18;16;12;23;10;26;5;19;15;21;17;6;11;6;6006217
6;6006217;25;24;20;22;14;8;1;13;4;9;3;7;2;18;16;12;23;10;26;5;19;15;21;17;6;11
25;24;20;22;14;7;1;13;4;9;3;8;2;18;16;12;23;10;26;5;19;15;21;17;6;11;6;5995873
6;5995873;25;24;20;22;14;7;1;13;4;9;3;8;2;18;16;12;23;10;26;5;19;15;21;17;6;11
25;24;20;22;14;7;1;13;4;9;3;8;2;6;16;12;23;10;26;5;19;15;21;17;18;11;6;6008471
6;6008471;25;24;20;22;14;7;1;13;4;9;3;8;2;6;16;12;23;10;26;5;19;15;21;17;18;11
25;24;20;22;14;9;1;13;4;7;3;8;2;6;16;12;23;10;26;5;19;15;21;17;18;11;6;6019402
6;6019402;25;24;20;22;14;9;1;13;4;7;3;8;2;6;16;12;23;10;26;5;19;15;21;17;18;11
25;24;20;22;14;9;1;13;4;7;3;8;5;6;16;12;23;10;26;2;19;15;21;17;18;11;6;5911808
6;5911808;25;24;20;22;14;9;1;13;4;7;3;8;5;6;16;12;23;10;26;2;19;15;21;17;18;11
25;24;20;22;14;9;12;13;4;7;3;8;5;6;16;1;23;10;26;2;19;15;21;17;18;11;6;5889674
6;5889674;25;24;20;22;14;9;12;13;4;7;3;8;5;6;16;1;23;10;26;2;19;15;21;17;18;11
25;24;20;22;13;9;12;14;4;7;3;8;5;6;16;1;23;10;26;2;19;15;21;17;18;11;6;5834204
6;5834204;25;24;20;22;13;9;12;14;4;7;3;8;5;6;16;1;23;10;26;2;19;15;21;17;18;11
25;1;20;22;13;9;12;14;4;7;3;8;5;6;16;24;23;10;26;2;19;15;21;17;18;11;6;5839104
6;5839104;25;1;20;22;13;9;12;14;4;7;3;8;5;6;16;24;23;10;26;2;19;15;21;17;18;11
25;1;20;22;13;23;12;14;4;7;3;8;5;6;16;24;9;10;26;2;19;15;21;17;18;11;6;5808753
6;5808753;25;1;20;22;13;23;12;14;4;7;3;8;5;6;16;24;9;10;26;2;19;15;21;17;18;11
25;1;20;22;13;11;12;14;4;7;3;8;5;6;16;24;9;10;26;2;19;15;21;17;18;23;6;5806168
6;5806168;25;1;20;22;13;11;12;14;4;7;3;8;5;6;16;24;9;10;26;2;19;15;21;17;18;23
25;1;20;22;13;11;12;14;4;7;3;8;5;6;10;24;9;16;26;2;19;15;21;17;18;23;6;5802285
6;5802285;25;1;20;22;13;11;12;14;4;7;3;8;5;6;10;24;9;16;26;2;19;15;21;17;18;23
25;1;20;22;13;11;12;10;4;7;3;8;5;6;14;24;9;16;26;2;19;15;21;17;18;23;6;5877213
6;5877213;25;1;20;22;13;11;12;10;4;7;3;8;5;6;14;24;9;16;26;2;19;15;21;17;18;23
3;1;20;22;13;11;12;10;4;7;25;8;5;6;14;24;9;16;26;2;19;15;21;17;18;23;6;5903350
6;5903350;3;1;20;22;13;11;12;10;4;7;25;8;5;6;14;24;9;16;26;2;19;15;21;17;18;23
3;1;20;22;13;11;12;10;4;7;25;8;5;6;14;24;9;16;26;2;23;15;21;17;18;19;6;5839020
6;5839020;3;1;20;22;13;11;12;10;4;7;25;8;5;6;14;24;9;16;26;2;23;15;21;17;18;19
3;1;20;22;13;11;12;10;4;7;25;8;5;26;14;24;9;16;6;2;23;15;21;17;18;19;6;5845358
6;5845358;3;1;20;22;13;11;12;10;4;7;25;8;5;26;14;24;9;16;6;2;23;15;21;17;18;19
