"X1";"X5978333";"X23";"X19";"X9";"X2";"X1.1";"X16";"X21";"X15";"X24";"X20";"X14";"X17";"X11";"X10";"X22";"X8";"X6";"X4";"X18";"X13";"X12";"X26";"X7";"X5";"X3";"X25"
6;5830650;21;5;1;13;11;18;10;17;12;4;2;9;19;3;22;23;24;6;20;25;15;8;16;7;14;26
21;5;13;1;11;18;10;17;12;4;2;9;19;3;22;23;24;6;20;25;15;8;16;7;14;26;6;5827091
6;5827091;21;5;13;1;11;18;10;17;12;4;2;9;19;3;22;23;24;6;20;25;15;8;16;7;14;26
21;5;4;1;11;18;10;17;12;13;2;9;19;3;22;23;24;6;20;25;15;8;16;7;14;26;6;5814656
6;5814656;21;5;4;1;11;18;10;17;12;13;2;9;19;3;22;23;24;6;20;25;15;8;16;7;14;26
21;5;4;1;11;18;10;17;12;20;2;9;19;3;22;23;24;6;13;25;15;8;16;7;14;26;6;5832346
6;5832346;21;5;4;1;11;18;10;17;12;20;2;9;19;3;22;23;24;6;13;25;15;8;16;7;14;26
21;5;8;1;11;18;10;17;12;20;2;9;19;3;22;23;24;6;13;25;15;4;16;7;14;26;6;5808021
6;5808021;21;5;8;1;11;18;10;17;12;20;2;9;19;3;22;23;24;6;13;25;15;4;16;7;14;26
21;5;8;1;11;18;10;17;12;13;2;9;19;3;22;23;24;6;20;25;15;4;16;7;14;26;6;5790331
6;5790331;21;5;8;1;11;18;10;17;12;13;2;9;19;3;22;23;24;6;20;25;15;4;16;7;14;26
21;5;8;1;11;18;14;17;12;13;2;9;19;3;22;23;24;6;20;25;15;4;16;7;10;26;6;5788725
6;5788725;21;5;8;1;11;18;14;17;12;13;2;9;19;3;22;23;24;6;20;25;15;4;16;7;10;26
21;5;15;1;11;18;14;17;12;13;2;9;19;3;22;23;24;6;20;25;8;4;16;7;10;26;6;5839008
6;5839008;21;5;15;1;11;18;14;17;12;13;2;9;19;3;22;23;24;6;20;25;8;4;16;7;10;26
21;5;15;1;11;18;14;17;12;13;2;9;19;3;22;23;24;6;20;4;8;25;16;7;10;26;6;5839138
6;5839138;21;5;15;1;11;18;14;17;12;13;2;9;19;3;22;23;24;6;20;4;8;25;16;7;10;26
21;5;15;1;11;18;14;17;12;13;2;9;19;3;22;23;24;6;4;20;8;25;16;7;10;26;6;5907279
6;5907279;21;5;15;1;11;18;14;17;12;13;2;9;19;3;22;23;24;6;4;20;8;25;16;7;10;26
