"X1";"X5853533";"X6";"X4";"X1.1";"X15";"X3";"X17";"X8";"X2";"X5";"X23";"X7";"X9";"X16";"X24";"X20";"X19";"X14";"X22";"X26";"X21";"X10";"X18";"X12";"X11";"X25";"X13"
1;5850012;6;4;7;18;25;17;13;2;5;23;20;12;3;21;24;19;14;26;22;9;8;1;15;11;16;10
6;4;7;18;25;17;13;2;5;23;20;12;3;26;24;19;14;21;22;9;8;1;15;11;16;10;1;5845374
1;5845374;6;4;7;18;25;17;13;2;5;23;20;12;3;26;24;19;14;21;22;9;8;1;15;11;16;10
6;4;7;5;25;17;13;2;18;23;20;12;3;26;24;19;14;21;22;9;8;1;15;11;16;10;1;5897197
1;5897197;6;4;7;5;25;17;13;2;18;23;20;12;3;26;24;19;14;21;22;9;8;1;15;11;16;10
6;4;7;5;25;17;13;2;18;23;20;12;10;26;24;19;14;21;22;9;8;1;15;11;16;3;1;5859503
1;5859503;6;4;7;5;25;17;13;2;18;23;20;12;10;26;24;19;14;21;22;9;8;1;15;11;16;3
6;4;7;5;25;17;13;2;18;19;20;12;10;26;24;23;14;21;22;9;8;1;15;11;16;3;1;5859185
1;5859185;6;4;7;5;25;17;13;2;18;19;20;12;10;26;24;23;14;21;22;9;8;1;15;11;16;3
6;4;7;5;25;17;13;2;18;19;16;12;10;26;24;23;14;21;22;9;8;1;15;11;20;3;1;5859993
1;5859993;6;4;7;5;25;17;13;2;18;19;16;12;10;26;24;23;14;21;22;9;8;1;15;11;20;3
6;4;7;5;25;17;13;15;18;19;16;12;10;26;24;23;14;21;22;9;8;1;2;11;20;3;1;5928494
1;5928494;6;4;7;5;25;17;13;15;18;19;16;12;10;26;24;23;14;21;22;9;8;1;2;11;20;3
6;4;7;5;25;17;23;15;18;19;16;12;10;26;24;13;14;21;22;9;8;1;2;11;20;3;1;5928842
2;5928842;6;4;7;5;25;17;23;15;18;19;16;12;10;26;24;13;14;21;22;9;8;1;2;11;20;3
6;4;7;5;25;17;23;15;18;19;16;12;10;26;24;13;14;21;20;9;8;1;2;11;22;3;2;5876421
2;5876421;6;4;7;5;25;17;23;15;18;19;16;12;10;26;24;13;14;21;20;9;8;1;2;11;22;3
6;4;7;5;25;21;23;15;18;19;16;12;10;26;24;13;14;17;20;9;8;1;2;11;22;3;2;5926112
2;5926112;6;4;7;5;25;21;23;15;18;19;16;12;10;26;24;13;14;17;20;9;8;1;2;11;22;3
6;4;7;5;25;21;23;15;18;19;16;12;10;26;17;13;14;24;20;9;8;1;2;11;22;3;2;5924601
2;5924601;6;4;7;5;25;21;23;15;18;19;16;12;10;26;17;13;14;24;20;9;8;1;2;11;22;3
6;4;7;5;25;21;23;15;18;19;16;3;10;26;17;13;14;24;20;9;8;1;2;11;22;12;2;5940530
2;5940530;6;4;7;5;25;21;23;15;18;19;16;3;10;26;17;13;14;24;20;9;8;1;2;11;22;12
6;4;7;5;25;21;23;15;18;16;19;3;10;26;17;13;14;24;20;9;8;1;2;11;22;12;2;5956546
2;5956546;6;4;7;5;25;21;23;15;18;16;19;3;10;26;17;13;14;24;20;9;8;1;2;11;22;12
6;4;7;5;25;21;23;15;18;16;19;3;10;26;13;17;14;24;20;9;8;1;2;11;22;12;2;5991133
2;5991133;6;4;7;5;25;21;23;15;18;16;19;3;10;26;13;17;14;24;20;9;8;1;2;11;22;12
6;4;7;5;25;21;23;15;18;16;10;3;19;26;13;17;14;24;20;9;8;1;2;11;22;12;2;5986602
2;5986602;6;4;7;5;25;21;23;15;18;16;10;3;19;26;13;17;14;24;20;9;8;1;2;11;22;12
6;2;7;5;25;21;23;15;18;16;10;3;19;26;13;17;14;24;20;9;8;1;4;11;22;12;2;6011581
2;6011581;6;2;7;5;25;21;23;15;18;16;10;3;19;26;13;17;14;24;20;9;8;1;4;11;22;12
6;2;7;5;25;21;23;15;18;16;10;3;19;12;13;17;14;24;20;9;8;1;4;11;22;26;2;6065728
2;6065728;6;2;7;5;25;21;23;15;18;16;10;3;19;12;13;17;14;24;20;9;8;1;4;11;22;26
6;2;7;5;25;21;23;15;18;16;10;3;19;12;13;17;14;24;20;22;8;1;4;11;9;26;2;5979305
2;5979305;6;2;7;5;25;21;23;15;18;16;10;3;19;12;13;17;14;24;20;22;8;1;4;11;9;26
6;2;7;5;25;21;23;15;18;16;10;3;19;12;13;17;14;24;20;8;22;1;4;11;9;26;2;5979162
2;5979162;6;2;7;5;25;21;23;15;18;16;10;3;19;12;13;17;14;24;20;8;22;1;4;11;9;26
6;2;7;5;25;21;23;10;18;16;15;3;19;12;13;17;14;24;20;8;22;1;4;11;9;26;2;5961563
2;5961563;6;2;7;5;25;21;23;10;18;16;15;3;19;12;13;17;14;24;20;8;22;1;4;11;9;26
6;2;7;5;25;21;23;10;18;16;15;3;19;12;13;17;14;24;20;22;8;1;4;11;9;26;2;5966841
2;5966841;6;2;7;5;25;21;23;10;18;16;15;3;19;12;13;17;14;24;20;22;8;1;4;11;9;26
6;2;7;5;25;21;23;10;18;16;15;11;19;12;13;17;14;24;20;22;8;1;4;3;9;26;2;5984699
2;5984699;6;2;7;5;25;21;23;10;18;16;15;11;19;12;13;17;14;24;20;22;8;1;4;3;9;26
6;2;7;5;25;21;23;10;18;16;8;11;19;12;13;17;14;24;20;22;15;1;4;3;9;26;2;5935146
2;5935146;6;2;7;5;25;21;23;10;18;16;8;11;19;12;13;17;14;24;20;22;15;1;4;3;9;26
6;2;17;5;25;21;23;10;18;16;8;11;19;12;13;7;14;24;20;22;15;1;4;3;9;26;2;5911669
2;5911669;6;2;17;5;25;21;23;10;18;16;8;11;19;12;13;7;14;24;20;22;15;1;4;3;9;26
6;2;17;5;25;3;23;10;18;16;8;11;19;12;13;7;14;24;20;22;15;1;4;21;9;26;2;5899505
2;5899505;6;2;17;5;25;3;23;10;18;16;8;11;19;12;13;7;14;24;20;22;15;1;4;21;9;26
6;2;17;5;25;3;23;10;18;16;8;11;19;12;13;7;14;24;20;22;15;1;26;21;9;4;2;5849441
2;5849441;6;2;17;5;25;3;23;10;18;16;8;11;19;12;13;7;14;24;20;22;15;1;26;21;9;4
6;2;17;5;25;3;23;10;18;16;8;11;26;12;13;7;14;24;20;22;15;1;19;21;9;4;2;5922571
2;5922571;6;2;17;5;25;3;23;10;18;16;8;11;26;12;13;7;14;24;20;22;15;1;19;21;9;4
6;2;17;5;25;3;23;10;18;16;8;11;26;12;13;7;14;24;20;9;15;1;19;21;22;4;2;5927817
3;5927817;6;2;17;5;25;3;23;10;18;16;8;11;26;12;13;7;14;24;20;9;15;1;19;21;22;4
6;2;17;5;25;3;23;10;19;16;8;11;26;12;13;7;14;24;20;9;15;1;18;21;22;4;3;6082503
3;6082503;6;2;17;5;25;3;23;10;19;16;8;11;26;12;13;7;14;24;20;9;15;1;18;21;22;4
6;2;7;5;25;3;23;10;19;16;8;11;26;12;13;17;14;24;20;9;15;1;18;21;22;4;3;6133087
3;6133087;6;2;7;5;25;3;23;10;19;16;8;11;26;12;13;17;14;24;20;9;15;1;18;21;22;4
6;2;7;5;25;3;23;10;19;16;17;11;26;12;13;8;14;24;20;9;15;1;18;21;22;4;3;6150306
3;6150306;6;2;7;5;25;3;23;10;19;16;17;11;26;12;13;8;14;24;20;9;15;1;18;21;22;4
6;2;7;5;25;16;23;10;19;3;17;11;26;12;13;8;14;24;20;9;15;1;18;21;22;4;3;6128866
3;6128866;6;2;7;5;25;16;23;10;19;3;17;11;26;12;13;8;14;24;20;9;15;1;18;21;22;4
6;2;7;5;25;16;23;10;19;3;17;11;26;12;13;8;14;24;20;18;15;1;9;21;22;4;3;6127579
3;6127579;6;2;7;5;25;16;23;10;19;3;17;11;26;12;13;8;14;24;20;18;15;1;9;21;22;4
6;2;1;5;25;16;23;10;19;3;17;11;26;12;13;8;14;24;20;18;15;7;9;21;22;4;3;6121286
3;6121286;6;2;1;5;25;16;23;10;19;3;17;11;26;12;13;8;14;24;20;18;15;7;9;21;22;4
6;2;1;5;25;20;23;10;19;3;17;11;26;12;13;8;14;24;16;18;15;7;9;21;22;4;3;6132085
3;6132085;6;2;1;5;25;20;23;10;19;3;17;11;26;12;13;8;14;24;16;18;15;7;9;21;22;4
6;2;1;5;25;24;23;10;19;3;17;11;26;12;13;8;14;20;16;18;15;7;9;21;22;4;3;6093557
3;6093557;6;2;1;5;25;24;23;10;19;3;17;11;26;12;13;8;14;20;16;18;15;7;9;21;22;4
23;2;1;5;25;24;6;10;19;3;17;11;26;12;13;8;14;20;16;18;15;7;9;21;22;4;3;6092993
3;6092993;23;2;1;5;25;24;6;10;19;3;17;11;26;12;13;8;14;20;16;18;15;7;9;21;22;4
23;2;1;5;25;24;6;10;19;15;17;11;26;12;13;8;14;20;16;18;3;7;9;21;22;4;3;6057729
3;6057729;23;2;1;5;25;24;6;10;19;15;17;11;26;12;13;8;14;20;16;18;3;7;9;21;22;4
23;2;1;5;25;24;6;10;19;15;17;11;26;12;13;8;14;20;16;21;3;7;9;18;22;4;3;6124790
3;6124790;23;2;1;5;25;24;6;10;19;15;17;11;26;12;13;8;14;20;16;21;3;7;9;18;22;4
23;2;1;5;25;24;6;10;12;15;17;11;26;19;13;8;14;20;16;21;3;7;9;18;22;4;3;6155876
3;6155876;23;2;1;5;25;24;6;10;12;15;17;11;26;19;13;8;14;20;16;21;3;7;9;18;22;4
23;2;1;5;25;24;6;10;12;15;17;13;26;19;11;8;14;20;16;21;3;7;9;18;22;4;3;6141584
3;6141584;23;2;1;5;25;24;6;10;12;15;17;13;26;19;11;8;14;20;16;21;3;7;9;18;22;4
23;2;1;5;25;24;14;10;12;15;17;13;26;19;11;8;6;20;16;21;3;7;9;18;22;4;3;6169272
3;6169272;23;2;1;5;25;24;14;10;12;15;17;13;26;19;11;8;6;20;16;21;3;7;9;18;22;4
23;2;1;5;25;22;14;10;12;15;17;13;26;19;11;8;6;20;16;21;3;7;9;18;24;4;3;6168605
3;6168605;23;2;1;5;25;22;14;10;12;15;17;13;26;19;11;8;6;20;16;21;3;7;9;18;24;4
23;2;1;25;5;22;14;10;12;15;17;13;26;19;11;8;6;20;16;21;3;7;9;18;24;4;3;6142645
3;6142645;23;2;1;25;5;22;14;10;12;15;17;13;26;19;11;8;6;20;16;21;3;7;9;18;24;4
23;2;1;25;5;22;14;10;12;15;17;6;26;19;11;8;13;20;16;21;3;7;9;18;24;4;3;6129022
3;6129022;23;2;1;25;5;22;14;10;12;15;17;6;26;19;11;8;13;20;16;21;3;7;9;18;24;4
23;2;1;25;5;22;14;10;12;15;17;4;26;19;11;8;13;20;16;21;3;7;9;18;24;6;3;6144084
3;6144084;23;2;1;25;5;22;14;10;12;15;17;4;26;19;11;8;13;20;16;21;3;7;9;18;24;6
23;2;1;19;5;22;14;10;12;15;17;4;26;25;11;8;13;20;16;21;3;7;9;18;24;6;3;6214043
3;6214043;23;2;1;19;5;22;14;10;12;15;17;4;26;25;11;8;13;20;16;21;3;7;9;18;24;6
23;2;1;9;5;22;14;10;12;15;17;4;26;25;11;8;13;20;16;21;3;7;19;18;24;6;3;6172336
4;6172336;23;2;1;9;5;22;14;10;12;15;17;4;26;25;11;8;13;20;16;21;3;7;19;18;24;6
23;2;1;15;5;22;14;10;12;9;17;4;26;25;11;8;13;20;16;21;3;7;19;18;24;6;4;6073752
4;6073752;23;2;1;15;5;22;14;10;12;9;17;4;26;25;11;8;13;20;16;21;3;7;19;18;24;6
23;2;1;15;5;22;14;10;12;9;8;4;26;25;11;17;13;20;16;21;3;7;19;18;24;6;4;6102098
4;6102098;23;2;1;15;5;22;14;10;12;9;8;4;26;25;11;17;13;20;16;21;3;7;19;18;24;6
23;2;1;15;5;22;14;10;12;16;8;4;26;25;11;17;13;20;9;21;3;7;19;18;24;6;4;6083038
4;6083038;23;2;1;15;5;22;14;10;12;16;8;4;26;25;11;17;13;20;9;21;3;7;19;18;24;6
23;2;1;15;5;22;14;10;12;16;13;4;26;25;11;17;8;20;9;21;3;7;19;18;24;6;4;6064523
4;6064523;23;2;1;15;5;22;14;10;12;16;13;4;26;25;11;17;8;20;9;21;3;7;19;18;24;6
23;6;1;15;5;22;14;10;12;16;13;4;26;25;11;17;8;20;9;21;3;7;19;18;24;2;4;6046074
4;6046074;23;6;1;15;5;22;14;10;12;16;13;4;26;25;11;17;8;20;9;21;3;7;19;18;24;2
23;6;1;15;5;22;14;10;12;16;13;4;26;25;11;17;8;20;2;21;3;7;19;18;24;9;4;6127280
4;6127280;23;6;1;15;5;22;14;10;12;16;13;4;26;25;11;17;8;20;2;21;3;7;19;18;24;9
23;6;1;15;5;22;14;10;12;16;13;4;26;25;11;17;8;18;2;21;3;7;19;20;24;9;4;6012287
4;6012287;23;6;1;15;5;22;14;10;12;16;13;4;26;25;11;17;8;18;2;21;3;7;19;20;24;9
23;6;1;15;5;22;14;10;12;9;13;4;26;25;11;17;8;18;2;21;3;7;19;20;24;16;4;5945433
4;5945433;23;6;1;15;5;22;14;10;12;9;13;4;26;25;11;17;8;18;2;21;3;7;19;20;24;16
23;6;1;15;4;22;14;10;12;9;13;5;26;25;11;17;8;18;2;21;3;7;19;20;24;16;4;5747077
4;5747077;23;6;1;15;4;22;14;10;12;9;13;5;26;25;11;17;8;18;2;21;3;7;19;20;24;16
23;6;1;15;10;22;14;4;12;9;13;5;26;25;11;17;8;18;2;21;3;7;19;20;24;16;4;5774918
4;5774918;23;6;1;15;10;22;14;4;12;9;13;5;26;25;11;17;8;18;2;21;3;7;19;20;24;16
23;6;1;15;10;22;14;4;12;9;13;5;26;25;11;17;8;18;2;21;3;7;24;20;19;16;4;5722432
4;5722432;23;6;1;15;10;22;14;4;12;9;13;5;26;25;11;17;8;18;2;21;3;7;24;20;19;16
23;6;1;15;10;12;14;4;22;9;13;5;26;25;11;17;8;18;2;21;3;7;24;20;19;16;4;5725620
4;5725620;23;6;1;15;10;12;14;4;22;9;13;5;26;25;11;17;8;18;2;21;3;7;24;20;19;16
2;6;1;15;10;12;14;4;22;9;13;5;26;25;11;17;8;18;23;21;3;7;24;20;19;16;4;5735551
4;5735551;2;6;1;15;10;12;14;4;22;9;13;5;26;25;11;17;8;18;23;21;3;7;24;20;19;16
2;6;1;15;10;12;14;4;22;9;13;5;26;25;11;17;8;18;23;3;21;7;24;20;19;16;4;5738678
4;5738678;2;6;1;15;10;12;14;4;22;9;13;5;26;25;11;17;8;18;23;3;21;7;24;20;19;16
2;6;9;15;10;12;14;4;22;1;13;5;26;25;11;17;8;18;23;3;21;7;24;20;19;16;4;5739049
4;5739049;2;6;9;15;10;12;14;4;22;1;13;5;26;25;11;17;8;18;23;3;21;7;24;20;19;16
13;6;9;15;10;12;14;4;22;1;2;5;26;25;11;17;8;18;23;3;21;7;24;20;19;16;4;5749812
4;5749812;13;6;9;15;10;12;14;4;22;1;2;5;26;25;11;17;8;18;23;3;21;7;24;20;19;16
13;1;9;15;10;12;14;4;22;6;2;5;26;25;11;17;8;18;23;3;21;7;24;20;19;16;4;5730623
4;5730623;13;1;9;15;10;12;14;4;22;6;2;5;26;25;11;17;8;18;23;3;21;7;24;20;19;16
13;1;9;15;10;12;14;4;22;6;2;5;26;25;11;20;8;18;23;3;21;7;24;17;19;16;4;5718325
4;5718325;13;1;9;15;10;12;14;4;22;6;2;5;26;25;11;20;8;18;23;3;21;7;24;17;19;16
8;1;9;15;10;12;14;4;22;6;2;5;26;25;11;20;13;18;23;3;21;7;24;17;19;16;4;5795428
4;5795428;8;1;9;15;10;12;14;4;22;6;2;5;26;25;11;20;13;18;23;3;21;7;24;17;19;16
8;1;9;15;10;16;14;4;22;6;2;5;26;25;11;20;13;18;23;3;21;7;24;17;19;12;4;5797475
5;5797475;8;1;9;15;10;16;14;4;22;6;2;5;26;25;11;20;13;18;23;3;21;7;24;17;19;12
8;1;9;15;5;16;14;4;22;6;2;10;26;25;11;20;13;18;23;3;21;7;24;17;19;12;5;5894168
5;5894168;8;1;9;15;5;16;14;4;22;6;2;10;26;25;11;20;13;18;23;3;21;7;24;17;19;12
8;1;9;15;5;16;14;4;22;21;2;10;26;25;11;20;13;18;23;3;6;7;24;17;19;12;5;5892574
5;5892574;8;1;9;15;5;16;14;4;22;21;2;10;26;25;11;20;13;18;23;3;6;7;24;17;19;12
8;1;10;15;5;16;14;4;22;21;2;9;26;25;11;20;13;18;23;3;6;7;24;17;19;12;5;5843610
5;5843610;8;1;10;15;5;16;14;4;22;21;2;9;26;25;11;20;13;18;23;3;6;7;24;17;19;12
8;1;10;15;5;16;14;4;22;21;2;9;26;25;11;12;13;18;23;3;6;7;24;17;19;20;5;5855168
5;5855168;8;1;10;15;5;16;14;4;22;21;2;9;26;25;11;12;13;18;23;3;6;7;24;17;19;20
8;1;10;15;5;16;14;4;22;21;13;9;26;25;11;12;2;18;23;3;6;7;24;17;19;20;5;5851992
5;5851992;8;1;10;15;5;16;14;4;22;21;13;9;26;25;11;12;2;18;23;3;6;7;24;17;19;20
8;1;10;15;5;16;14;4;22;21;13;9;26;25;11;12;17;18;23;3;6;7;24;2;19;20;5;5910049
5;5910049;8;1;10;15;5;16;14;4;22;21;13;9;26;25;11;12;17;18;23;3;6;7;24;2;19;20
8;1;10;15;5;16;14;4;22;21;13;9;24;25;11;12;17;18;23;3;6;7;26;2;19;20;5;5924192
5;5924192;8;1;10;15;5;16;14;4;22;21;13;9;24;25;11;12;17;18;23;3;6;7;26;2;19;20
8;1;10;15;5;16;14;21;22;4;13;9;24;25;11;12;17;18;23;3;6;7;26;2;19;20;5;5930672
5;5930672;8;1;10;15;5;16;14;21;22;4;13;9;24;25;11;12;17;18;23;3;6;7;26;2;19;20
8;24;10;15;5;16;14;21;22;4;13;9;1;25;11;12;17;18;23;3;6;7;26;2;19;20;5;5901193
5;5901193;8;24;10;15;5;16;14;21;22;4;13;9;1;25;11;12;17;18;23;3;6;7;26;2;19;20
19;24;10;15;5;16;14;21;22;4;13;9;1;25;11;12;17;18;23;3;6;7;26;2;8;20;5;5821279
5;5821279;19;24;10;15;5;16;14;21;22;4;13;9;1;25;11;12;17;18;23;3;6;7;26;2;8;20
19;24;10;15;5;16;14;21;22;4;13;9;1;2;11;12;17;18;23;3;6;7;26;25;8;20;5;5776286
5;5776286;19;24;10;15;5;16;14;21;22;4;13;9;1;2;11;12;17;18;23;3;6;7;26;25;8;20
19;24;10;15;5;16;14;21;22;4;13;9;1;18;11;12;17;2;23;3;6;7;26;25;8;20;5;5774598
5;5774598;19;24;10;15;5;16;14;21;22;4;13;9;1;18;11;12;17;2;23;3;6;7;26;25;8;20
19;24;10;15;5;16;14;21;22;4;13;9;1;18;11;12;17;2;20;3;6;7;26;25;8;23;5;5733842
5;5733842;19;24;10;15;5;16;14;21;22;4;13;9;1;18;11;12;17;2;20;3;6;7;26;25;8;23
19;24;10;15;5;16;6;21;22;4;13;9;1;18;11;12;17;2;20;3;14;7;26;25;8;23;5;5907310
5;5907310;19;24;10;15;5;16;6;21;22;4;13;9;1;18;11;12;17;2;20;3;14;7;26;25;8;23
19;24;10;15;5;16;6;21;22;4;26;9;1;18;11;12;17;2;20;3;14;7;13;25;8;23;5;5938383
5;5938383;19;24;10;15;5;16;6;21;22;4;26;9;1;18;11;12;17;2;20;3;14;7;13;25;8;23
19;24;10;15;5;16;6;21;22;8;26;9;1;18;11;12;17;2;20;3;14;7;13;25;4;23;5;5938654
5;5938654;19;24;10;15;5;16;6;21;22;8;26;9;1;18;11;12;17;2;20;3;14;7;13;25;4;23
19;24;10;15;5;16;6;21;22;8;26;20;1;18;11;12;17;2;9;3;14;7;13;25;4;23;5;5860578
5;5860578;19;24;10;15;5;16;6;21;22;8;26;20;1;18;11;12;17;2;9;3;14;7;13;25;4;23
19;24;10;15;5;16;6;21;13;8;26;20;1;18;11;12;17;2;9;3;14;7;22;25;4;23;5;5862709
5;5862709;19;24;10;15;5;16;6;21;13;8;26;20;1;18;11;12;17;2;9;3;14;7;22;25;4;23
19;24;10;15;5;16;6;21;13;8;26;20;1;18;11;12;17;2;9;3;25;7;22;14;4;23;5;5945400
5;5945400;19;24;10;15;5;16;6;21;13;8;26;20;1;18;11;12;17;2;9;3;25;7;22;14;4;23
19;24;10;15;5;16;6;21;13;8;26;20;1;18;11;12;3;2;9;17;25;7;22;14;4;23;5;5930845
6;5930845;19;24;10;15;5;16;6;21;13;8;26;20;1;18;11;12;3;2;9;17;25;7;22;14;4;23
19;24;10;15;5;16;6;21;13;8;26;4;1;18;11;12;3;2;9;17;25;7;22;14;20;23;6;5986189
6;5986189;19;24;10;15;5;16;6;21;13;8;26;4;1;18;11;12;3;2;9;17;25;7;22;14;20;23
19;24;10;15;5;16;6;21;13;8;20;4;1;18;11;12;3;2;9;17;25;7;22;14;26;23;6;5991625
6;5991625;19;24;10;15;5;16;6;21;13;8;20;4;1;18;11;12;3;2;9;17;25;7;22;14;26;23
19;24;10;15;5;16;6;8;13;21;20;4;1;18;11;12;3;2;9;17;25;7;22;14;26;23;6;5990565
6;5990565;19;24;10;15;5;16;6;8;13;21;20;4;1;18;11;12;3;2;9;17;25;7;22;14;26;23
19;24;10;15;5;16;6;8;13;4;20;21;1;18;11;12;3;2;9;17;25;7;22;14;26;23;6;5973928
6;5973928;19;24;10;15;5;16;6;8;13;4;20;21;1;18;11;12;3;2;9;17;25;7;22;14;26;23
19;24;10;15;5;16;6;8;13;4;20;21;1;18;11;12;3;2;9;25;17;7;22;14;26;23;6;5974593
6;5974593;19;24;10;15;5;16;6;8;13;4;20;21;1;18;11;12;3;2;9;25;17;7;22;14;26;23
19;24;10;15;5;16;6;8;13;4;7;21;1;18;11;12;3;2;9;25;17;20;22;14;26;23;6;5995327
6;5995327;19;24;10;15;5;16;6;8;13;4;7;21;1;18;11;12;3;2;9;25;17;20;22;14;26;23
19;24;10;15;5;16;6;8;13;4;26;21;1;18;11;12;3;2;9;25;17;20;22;14;7;23;6;5980303
6;5980303;19;24;10;15;5;16;6;8;13;4;26;21;1;18;11;12;3;2;9;25;17;20;22;14;7;23
19;24;10;15;5;16;6;8;13;4;26;21;1;18;11;25;3;2;9;12;17;20;22;14;7;23;6;6037714
6;6037714;19;24;10;15;5;16;6;8;13;4;26;21;1;18;11;25;3;2;9;12;17;20;22;14;7;23
26;24;10;15;5;16;6;8;13;4;19;21;1;18;11;25;3;2;9;12;17;20;22;14;7;23;6;5993708
6;5993708;26;24;10;15;5;16;6;8;13;4;19;21;1;18;11;25;3;2;9;12;17;20;22;14;7;23
26;24;10;9;5;16;6;8;13;4;19;21;1;18;11;25;3;2;15;12;17;20;22;14;7;23;6;6107220
6;6107220;26;24;10;9;5;16;6;8;13;4;19;21;1;18;11;25;3;2;15;12;17;20;22;14;7;23
26;24;6;9;5;16;10;8;13;4;19;21;1;18;11;25;3;2;15;12;17;20;22;14;7;23;6;6133420
6;6133420;26;24;6;9;5;16;10;8;13;4;19;21;1;18;11;25;3;2;15;12;17;20;22;14;7;23
26;24;6;9;19;16;10;8;13;4;5;21;1;18;11;25;3;2;15;12;17;20;22;14;7;23;6;6001221
6;6001221;26;24;6;9;19;16;10;8;13;4;5;21;1;18;11;25;3;2;15;12;17;20;22;14;7;23
18;24;6;9;19;16;10;8;13;4;5;21;1;26;11;25;3;2;15;12;17;20;22;14;7;23;6;6092226
6;6092226;18;24;6;9;19;16;10;8;13;4;5;21;1;26;11;25;3;2;15;12;17;20;22;14;7;23
18;24;6;9;19;16;10;8;13;21;5;4;1;26;11;25;3;2;15;12;17;20;22;14;7;23;6;6066259
6;6066259;18;24;6;9;19;16;10;8;13;21;5;4;1;26;11;25;3;2;15;12;17;20;22;14;7;23
18;24;6;9;19;16;10;8;13;21;1;4;5;26;11;25;3;2;15;12;17;20;22;14;7;23;6;6073303
6;6073303;18;24;6;9;19;16;10;8;13;21;1;4;5;26;11;25;3;2;15;12;17;20;22;14;7;23
18;24;6;9;19;16;25;8;13;21;1;4;5;26;11;10;3;2;15;12;17;20;22;14;7;23;6;6073106
6;6073106;18;24;6;9;19;16;25;8;13;21;1;4;5;26;11;10;3;2;15;12;17;20;22;14;7;23
18;24;6;9;19;13;25;8;16;21;1;4;5;26;11;10;3;2;15;12;17;20;22;14;7;23;6;6074350
6;6074350;18;24;6;9;19;13;25;8;16;21;1;4;5;26;11;10;3;2;15;12;17;20;22;14;7;23
18;24;6;9;19;13;25;8;16;4;1;21;5;26;11;10;3;2;15;12;17;20;22;14;7;23;6;6100317
6;6100317;18;24;6;9;19;13;25;8;16;4;1;21;5;26;11;10;3;2;15;12;17;20;22;14;7;23
