"X1";"X6031130";"X9";"X2";"X5";"X18";"X6";"X10";"X4";"X1.1";"X17";"X26";"X20";"X7";"X23";"X19";"X25";"X13";"X22";"X21";"X8";"X16";"X14";"X24";"X3";"X11";"X12";"X15"
2;5995338;9;2;12;20;23;10;16;22;3;4;25;7;5;15;18;24;19;1;26;14;6;13;8;11;21;17
9;2;12;25;23;10;16;22;3;4;20;7;5;15;18;24;19;1;26;14;6;13;8;11;21;17;2;5943882
2;5943882;9;2;12;25;23;10;16;22;3;4;20;7;5;15;18;24;19;1;26;14;6;13;8;11;21;17
9;2;12;25;23;10;16;22;3;4;20;7;5;15;18;24;19;1;26;14;13;6;8;11;21;17;2;5942115
2;5942115;9;2;12;25;23;10;16;22;3;4;20;7;5;15;18;24;19;1;26;14;13;6;8;11;21;17
9;2;12;25;23;10;16;22;7;4;20;3;5;15;18;24;19;1;26;14;13;6;8;11;21;17;2;5987121
2;5987121;9;2;12;25;23;10;16;22;7;4;20;3;5;15;18;24;19;1;26;14;13;6;8;11;21;17
9;2;12;25;23;10;16;22;7;4;20;3;21;15;18;24;19;1;26;14;13;6;8;11;5;17;2;5920224
2;5920224;9;2;12;25;23;10;16;22;7;4;20;3;21;15;18;24;19;1;26;14;13;6;8;11;5;17
9;2;12;10;23;25;16;22;7;4;20;3;21;15;18;24;19;1;26;14;13;6;8;11;5;17;2;5916454
2;5916454;9;2;12;10;23;25;16;22;7;4;20;3;21;15;18;24;19;1;26;14;13;6;8;11;5;17
9;17;12;10;23;25;16;22;7;4;20;3;21;15;18;24;19;1;26;14;13;6;8;11;5;2;2;5932291
2;5932291;9;17;12;10;23;25;16;22;7;4;20;3;21;15;18;24;19;1;26;14;13;6;8;11;5;2
9;20;12;10;23;25;16;22;7;4;17;3;21;15;18;24;19;1;26;14;13;6;8;11;5;2;2;5960604
2;5960604;9;20;12;10;23;25;16;22;7;4;17;3;21;15;18;24;19;1;26;14;13;6;8;11;5;2
9;20;12;23;10;25;16;22;7;4;17;3;21;15;18;24;19;1;26;14;13;6;8;11;5;2;2;5963424
2;5963424;9;20;12;23;10;25;16;22;7;4;17;3;21;15;18;24;19;1;26;14;13;6;8;11;5;2
9;20;12;23;10;25;16;22;7;4;17;3;21;15;24;18;19;1;26;14;13;6;8;11;5;2;2;6016669
2;6016669;9;20;12;23;10;25;16;22;7;4;17;3;21;15;24;18;19;1;26;14;13;6;8;11;5;2
9;20;12;23;10;25;16;22;7;4;17;18;21;15;24;3;19;1;26;14;13;6;8;11;5;2;2;5886864
2;5886864;9;20;12;23;10;25;16;22;7;4;17;18;21;15;24;3;19;1;26;14;13;6;8;11;5;2
9;20;12;1;10;25;16;22;7;4;17;18;21;15;24;3;19;23;26;14;13;6;8;11;5;2;2;5992193
2;5992193;9;20;12;1;10;25;16;22;7;4;17;18;21;15;24;3;19;23;26;14;13;6;8;11;5;2
9;20;12;1;10;25;16;22;7;4;17;18;21;15;24;3;2;23;26;14;13;6;8;11;5;19;2;6005184
2;6005184;9;20;12;1;10;25;16;22;7;4;17;18;21;15;24;3;2;23;26;14;13;6;8;11;5;19
9;20;12;1;10;25;16;22;7;4;17;5;21;15;24;3;2;23;26;14;13;6;8;11;18;19;2;6018386
2;6018386;9;20;12;1;10;25;16;22;7;4;17;5;21;15;24;3;2;23;26;14;13;6;8;11;18;19
9;20;12;1;10;25;16;22;17;4;7;5;21;15;24;3;2;23;26;14;13;6;8;11;18;19;2;6038197
2;6038197;9;20;12;1;10;25;16;22;17;4;7;5;21;15;24;3;2;23;26;14;13;6;8;11;18;19
9;20;10;1;12;25;16;22;17;4;7;5;21;15;24;3;2;23;26;14;13;6;8;11;18;19;2;6040169
2;6040169;9;20;10;1;12;25;16;22;17;4;7;5;21;15;24;3;2;23;26;14;13;6;8;11;18;19
9;20;10;1;12;25;16;22;17;4;7;5;21;15;24;19;2;23;26;14;13;6;8;11;18;3;2;6041667
2;6041667;9;20;10;1;12;25;16;22;17;4;7;5;21;15;24;19;2;23;26;14;13;6;8;11;18;3
9;20;10;1;12;16;25;22;17;4;7;5;21;15;24;19;2;23;26;14;13;6;8;11;18;3;2;6041667
3;6041667;9;20;10;1;12;16;25;22;17;4;7;5;21;15;24;19;2;23;26;14;13;6;8;11;18;3
9;20;10;1;12;16;25;22;17;4;7;2;21;15;24;19;5;23;26;14;13;6;8;11;18;3;3;5972061
3;5972061;9;20;10;1;12;16;25;22;17;4;7;2;21;15;24;19;5;23;26;14;13;6;8;11;18;3
18;20;10;1;12;16;25;22;17;4;7;2;21;15;24;19;5;23;26;14;13;6;8;11;9;3;3;5916835
3;5916835;18;20;10;1;12;16;25;22;17;4;7;2;21;15;24;19;5;23;26;14;13;6;8;11;9;3
16;20;10;1;12;18;25;22;17;4;7;2;21;15;24;19;5;23;26;14;13;6;8;11;9;3;3;5960233
3;5960233;16;20;10;1;12;18;25;22;17;4;7;2;21;15;24;19;5;23;26;14;13;6;8;11;9;3
1;20;10;16;12;18;25;22;17;4;7;2;21;15;24;19;5;23;26;14;13;6;8;11;9;3;3;5969867
3;5969867;1;20;10;16;12;18;25;22;17;4;7;2;21;15;24;19;5;23;26;14;13;6;8;11;9;3
1;20;10;16;7;18;25;22;17;4;12;2;21;15;24;19;5;23;26;14;13;6;8;11;9;3;3;5953500
3;5953500;1;20;10;16;7;18;25;22;17;4;12;2;21;15;24;19;5;23;26;14;13;6;8;11;9;3
1;20;10;16;7;18;25;22;17;4;12;2;21;15;24;3;5;23;26;14;13;6;8;11;9;19;3;5955295
3;5955295;1;20;10;16;7;18;25;22;17;4;12;2;21;15;24;3;5;23;26;14;13;6;8;11;9;19
1;20;22;16;7;18;25;10;17;4;12;2;21;15;24;3;5;23;26;14;13;6;8;11;9;19;3;5950401
3;5950401;1;20;22;16;7;18;25;10;17;4;12;2;21;15;24;3;5;23;26;14;13;6;8;11;9;19
1;20;22;16;7;12;25;10;17;4;18;2;21;15;24;3;5;23;26;14;13;6;8;11;9;19;3;5910181
3;5910181;1;20;22;16;7;12;25;10;17;4;18;2;21;15;24;3;5;23;26;14;13;6;8;11;9;19
1;20;22;16;7;12;25;10;17;19;18;2;21;15;24;3;5;23;26;14;13;6;8;11;9;4;3;5919050
3;5919050;1;20;22;16;7;12;25;10;17;19;18;2;21;15;24;3;5;23;26;14;13;6;8;11;9;4
1;20;22;16;7;12;25;10;17;19;18;2;21;15;24;14;5;23;26;3;13;6;8;11;9;4;3;5987897
3;5987897;1;20;22;16;7;12;25;10;17;19;18;2;21;15;24;14;5;23;26;3;13;6;8;11;9;4
1;18;22;16;7;12;25;10;17;19;20;2;21;15;24;14;5;23;26;3;13;6;8;11;9;4;3;5996067
3;5996067;1;18;22;16;7;12;25;10;17;19;20;2;21;15;24;14;5;23;26;3;13;6;8;11;9;4
1;18;22;16;7;12;25;10;17;8;20;2;21;15;24;14;5;23;26;3;13;6;19;11;9;4;3;5956242
3;5956242;1;18;22;16;7;12;25;10;17;8;20;2;21;15;24;14;5;23;26;3;13;6;19;11;9;4
1;18;22;16;7;12;25;10;17;8;20;2;21;15;24;14;5;23;6;3;13;26;19;11;9;4;3;5949832
3;5949832;1;18;22;16;7;12;25;10;17;8;20;2;21;15;24;14;5;23;6;3;13;26;19;11;9;4
1;18;22;16;7;4;25;10;17;8;20;2;21;15;24;14;5;23;6;3;13;26;19;11;9;12;3;5962779
3;5962779;1;18;22;16;7;4;25;10;17;8;20;2;21;15;24;14;5;23;6;3;13;26;19;11;9;12
1;18;22;5;7;4;25;10;17;8;20;2;21;15;24;14;16;23;6;3;13;26;19;11;9;12;3;5977677
3;5977677;1;18;22;5;7;4;25;10;17;8;20;2;21;15;24;14;16;23;6;3;13;26;19;11;9;12
1;18;22;5;7;4;25;10;17;3;20;2;21;15;24;14;16;23;6;8;13;26;19;11;9;12;3;6009948
3;6009948;1;18;22;5;7;4;25;10;17;3;20;2;21;15;24;14;16;23;6;8;13;26;19;11;9;12
1;18;22;5;7;4;25;10;17;3;20;2;21;15;24;14;16;23;6;8;13;26;12;11;9;19;3;6004334
3;6004334;1;18;22;5;7;4;25;10;17;3;20;2;21;15;24;14;16;23;6;8;13;26;12;11;9;19
1;18;22;5;7;4;24;10;17;3;20;2;21;15;25;14;16;23;6;8;13;26;12;11;9;19;3;6004327
3;6004327;1;18;22;5;7;4;24;10;17;3;20;2;21;15;25;14;16;23;6;8;13;26;12;11;9;19
1;18;22;5;7;4;24;10;17;3;20;2;21;15;9;14;16;23;6;8;13;26;12;11;25;19;3;6026230
3;6026230;1;18;22;5;7;4;24;10;17;3;20;2;21;15;9;14;16;23;6;8;13;26;12;11;25;19
1;18;22;5;7;4;24;10;17;3;20;2;21;15;9;8;16;23;6;14;13;26;12;11;25;19;3;6244638
4;6244638;1;18;22;5;7;4;24;10;17;3;20;2;21;15;9;8;16;23;6;14;13;26;12;11;25;19
1;18;22;5;7;4;24;10;13;3;20;2;21;15;9;8;16;23;6;14;17;26;12;11;25;19;4;6189962
4;6189962;1;18;22;5;7;4;24;10;13;3;20;2;21;15;9;8;16;23;6;14;17;26;12;11;25;19
1;18;22;5;7;4;24;10;13;21;20;2;3;15;9;8;16;23;6;14;17;26;12;11;25;19;4;6110504
4;6110504;1;18;22;5;7;4;24;10;13;21;20;2;3;15;9;8;16;23;6;14;17;26;12;11;25;19
1;18;22;5;7;4;24;10;13;21;20;2;3;17;9;8;16;23;6;14;15;26;12;11;25;19;4;6158813
4;6158813;1;18;22;5;7;4;24;10;13;21;20;2;3;17;9;8;16;23;6;14;15;26;12;11;25;19
1;18;22;10;7;4;24;5;13;21;20;2;3;17;9;8;16;23;6;14;15;26;12;11;25;19;4;5883584
4;5883584;1;18;22;10;7;4;24;5;13;21;20;2;3;17;9;8;16;23;6;14;15;26;12;11;25;19
1;6;22;10;7;4;24;5;13;21;20;2;3;17;9;8;16;23;18;14;15;26;12;11;25;19;4;5844575
4;5844575;1;6;22;10;7;4;24;5;13;21;20;2;3;17;9;8;16;23;18;14;15;26;12;11;25;19
1;6;22;10;3;4;24;5;13;21;20;2;7;17;9;8;16;23;18;14;15;26;12;11;25;19;4;5836967
4;5836967;1;6;22;10;3;4;24;5;13;21;20;2;7;17;9;8;16;23;18;14;15;26;12;11;25;19
1;6;22;10;3;4;24;11;13;21;20;2;7;17;9;8;16;23;18;14;15;26;12;5;25;19;4;6026029
4;6026029;1;6;22;10;3;4;24;11;13;21;20;2;7;17;9;8;16;23;18;14;15;26;12;5;25;19
1;12;22;10;3;4;24;11;13;21;20;2;7;17;9;8;16;23;18;14;15;26;6;5;25;19;4;6026405
4;6026405;1;12;22;10;3;4;24;11;13;21;20;2;7;17;9;8;16;23;18;14;15;26;6;5;25;19
1;12;22;10;13;4;24;11;3;21;20;2;7;17;9;8;16;23;18;14;15;26;6;5;25;19;4;6115423
4;6115423;1;12;22;10;13;4;24;11;3;21;20;2;7;17;9;8;16;23;18;14;15;26;6;5;25;19
1;12;22;10;13;4;23;11;3;21;20;2;7;17;9;8;16;24;18;14;15;26;6;5;25;19;4;6118756
4;6118756;1;12;22;10;13;4;23;11;3;21;20;2;7;17;9;8;16;24;18;14;15;26;6;5;25;19
3;12;22;10;13;4;23;11;1;21;20;2;7;17;9;8;16;24;18;14;15;26;6;5;25;19;4;6046906
4;6046906;3;12;22;10;13;4;23;11;1;21;20;2;7;17;9;8;16;24;18;14;15;26;6;5;25;19
3;12;22;10;13;4;23;11;1;21;20;2;7;17;9;26;16;24;18;14;15;8;6;5;25;19;4;6130522
4;6130522;3;12;22;10;13;4;23;11;1;21;20;2;7;17;9;26;16;24;18;14;15;8;6;5;25;19
3;12;22;10;13;4;23;11;1;21;20;2;14;17;9;26;16;24;18;7;15;8;6;5;25;19;4;6008929
4;6008929;3;12;22;10;13;4;23;11;1;21;20;2;14;17;9;26;16;24;18;7;15;8;6;5;25;19
3;12;22;10;13;4;23;11;1;21;20;2;14;19;9;26;16;24;18;7;15;8;6;5;25;17;4;6053950
4;6053950;3;12;22;10;13;4;23;11;1;21;20;2;14;19;9;26;16;24;18;7;15;8;6;5;25;17
3;12;22;10;13;4;23;11;1;21;15;2;14;19;9;26;16;24;18;7;20;8;6;5;25;17;4;6114560
4;6114560;3;12;22;10;13;4;23;11;1;21;15;2;14;19;9;26;16;24;18;7;20;8;6;5;25;17
3;12;22;10;13;4;23;5;1;21;15;2;14;19;9;26;16;24;18;7;20;8;6;11;25;17;4;5836261
4;5836261;3;12;22;10;13;4;23;5;1;21;15;2;14;19;9;26;16;24;18;7;20;8;6;11;25;17
3;12;22;10;13;1;23;5;4;21;15;2;14;19;9;26;16;24;18;7;20;8;6;11;25;17;4;5825869
4;5825869;3;12;22;10;13;1;23;5;4;21;15;2;14;19;9;26;16;24;18;7;20;8;6;11;25;17
3;12;22;10;13;1;23;5;17;21;15;2;14;19;9;26;16;24;18;7;20;8;6;11;25;4;4;5841566
4;5841566;3;12;22;10;13;1;23;5;17;21;15;2;14;19;9;26;16;24;18;7;20;8;6;11;25;4
3;12;15;10;13;1;23;5;17;21;22;2;14;19;9;26;16;24;18;7;20;8;6;11;25;4;4;5887517
4;5887517;3;12;15;10;13;1;23;5;17;21;22;2;14;19;9;26;16;24;18;7;20;8;6;11;25;4
3;12;15;10;13;1;25;5;17;21;22;2;14;19;9;26;16;24;18;7;20;8;6;11;23;4;4;5895042
5;5895042;3;12;15;10;13;1;25;5;17;21;22;2;14;19;9;26;16;24;18;7;20;8;6;11;23;4
3;12;18;10;13;1;25;5;17;21;22;2;14;19;9;26;16;24;15;7;20;8;6;11;23;4;5;5874645
5;5874645;3;12;18;10;13;1;25;5;17;21;22;2;14;19;9;26;16;24;15;7;20;8;6;11;23;4
3;12;18;10;25;1;13;5;17;21;22;2;14;19;9;26;16;24;15;7;20;8;6;11;23;4;5;5885557
5;5885557;3;12;18;10;25;1;13;5;17;21;22;2;14;19;9;26;16;24;15;7;20;8;6;11;23;4
3;12;18;10;25;1;13;5;17;21;22;2;14;19;9;26;16;24;15;7;23;8;6;11;20;4;5;5828118
5;5828118;3;12;18;10;25;1;13;5;17;21;22;2;14;19;9;26;16;24;15;7;23;8;6;11;20;4
3;12;18;10;25;1;13;5;17;8;22;2;14;19;9;26;16;24;15;7;23;21;6;11;20;4;5;5811916
5;5811916;3;12;18;10;25;1;13;5;17;8;22;2;14;19;9;26;16;24;15;7;23;21;6;11;20;4
3;12;18;10;25;1;13;5;17;8;22;24;14;19;9;26;16;2;15;7;23;21;6;11;20;4;5;5825400
5;5825400;3;12;18;10;25;1;13;5;17;8;22;24;14;19;9;26;16;2;15;7;23;21;6;11;20;4
3;12;18;10;25;1;13;5;17;14;22;24;8;19;9;26;16;2;15;7;23;21;6;11;20;4;5;5884511
5;5884511;3;12;18;10;25;1;13;5;17;14;22;24;8;19;9;26;16;2;15;7;23;21;6;11;20;4
3;12;18;10;25;1;13;5;17;14;20;24;8;19;9;26;16;2;15;7;23;21;6;11;22;4;5;5822880
5;5822880;3;12;18;10;25;1;13;5;17;14;20;24;8;19;9;26;16;2;15;7;23;21;6;11;22;4
3;5;18;10;25;1;13;12;17;14;20;24;8;19;9;26;16;2;15;7;23;21;6;11;22;4;5;5916979
5;5916979;3;5;18;10;25;1;13;12;17;14;20;24;8;19;9;26;16;2;15;7;23;21;6;11;22;4
3;5;18;10;25;1;13;12;17;14;20;23;8;19;9;26;16;2;15;7;24;21;6;11;22;4;5;5899108
5;5899108;3;5;18;10;25;1;13;12;17;14;20;23;8;19;9;26;16;2;15;7;24;21;6;11;22;4
3;5;18;10;25;1;13;12;17;21;20;23;8;19;9;26;16;2;15;7;24;14;6;11;22;4;5;6009167
5;6009167;3;5;18;10;25;1;13;12;17;21;20;23;8;19;9;26;16;2;15;7;24;14;6;11;22;4
3;5;18;10;25;19;13;12;17;21;20;23;8;1;9;26;16;2;15;7;24;14;6;11;22;4;5;5970560
5;5970560;3;5;18;10;25;19;13;12;17;21;20;23;8;1;9;26;16;2;15;7;24;14;6;11;22;4
3;5;18;10;25;19;13;12;17;21;20;23;8;1;9;26;16;2;15;7;24;6;14;11;22;4;5;5973055
5;5973055;3;5;18;10;25;19;13;12;17;21;20;23;8;1;9;26;16;2;15;7;24;6;14;11;22;4
3;5;18;10;25;19;12;13;17;21;20;23;8;1;9;26;16;2;15;7;24;6;14;11;22;4;5;5972388
5;5972388;3;5;18;10;25;19;12;13;17;21;20;23;8;1;9;26;16;2;15;7;24;6;14;11;22;4
3;5;18;10;25;19;12;13;17;21;11;23;8;1;9;26;16;2;15;7;24;6;14;20;22;4;5;6042900
5;6042900;3;5;18;10;25;19;12;13;17;21;11;23;8;1;9;26;16;2;15;7;24;6;14;20;22;4
3;5;18;10;25;19;12;13;17;21;11;23;8;1;9;26;16;24;15;7;2;6;14;20;22;4;5;6106121
5;6106121;3;5;18;10;25;19;12;13;17;21;11;23;8;1;9;26;16;24;15;7;2;6;14;20;22;4
3;5;18;10;25;19;12;13;17;21;11;23;8;1;9;26;16;24;15;7;2;6;14;22;20;4;5;6074677
5;6074677;3;5;18;10;25;19;12;13;17;21;11;23;8;1;9;26;16;24;15;7;2;6;14;22;20;4
3;5;18;10;25;19;24;13;17;21;11;23;8;1;9;26;16;12;15;7;2;6;14;22;20;4;5;6056046
5;6056046;3;5;18;10;25;19;24;13;17;21;11;23;8;1;9;26;16;12;15;7;2;6;14;22;20;4
3;5;18;10;25;19;24;13;17;21;11;23;8;1;9;6;16;12;15;7;2;26;14;22;20;4;5;6048105
5;6048105;3;5;18;10;25;19;24;13;17;21;11;23;8;1;9;6;16;12;15;7;2;26;14;22;20;4
3;5;18;6;25;19;24;13;17;21;11;23;8;1;9;10;16;12;15;7;2;26;14;22;20;4;5;6051978
5;6051978;3;5;18;6;25;19;24;13;17;21;11;23;8;1;9;10;16;12;15;7;2;26;14;22;20;4
3;5;18;6;25;19;24;13;17;21;11;23;22;1;9;10;16;12;15;7;2;26;14;8;20;4;5;6136453
6;6136453;3;5;18;6;25;19;24;13;17;21;11;23;22;1;9;10;16;12;15;7;2;26;14;8;20;4
3;5;18;6;25;19;24;21;17;13;11;23;22;1;9;10;16;12;15;7;2;26;14;8;20;4;6;6137233
6;6137233;3;5;18;6;25;19;24;21;17;13;11;23;22;1;9;10;16;12;15;7;2;26;14;8;20;4
3;5;18;6;25;19;24;21;17;13;11;23;22;1;2;10;16;12;15;7;9;26;14;8;20;4;6;6204342
6;6204342;3;5;18;6;25;19;24;21;17;13;11;23;22;1;2;10;16;12;15;7;9;26;14;8;20;4
3;5;17;6;25;19;24;21;18;13;11;23;22;1;2;10;16;12;15;7;9;26;14;8;20;4;6;6134331
6;6134331;3;5;17;6;25;19;24;21;18;13;11;23;22;1;2;10;16;12;15;7;9;26;14;8;20;4
3;5;17;6;25;19;24;21;18;13;11;23;22;1;2;10;16;12;15;7;14;26;9;8;20;4;6;6142007
6;6142007;3;5;17;6;25;19;24;21;18;13;11;23;22;1;2;10;16;12;15;7;14;26;9;8;20;4
3;5;1;6;25;19;24;21;18;13;11;23;22;17;2;10;16;12;15;7;14;26;9;8;20;4;6;6159331
6;6159331;3;5;1;6;25;19;24;21;18;13;11;23;22;17;2;10;16;12;15;7;14;26;9;8;20;4
3;5;1;6;25;19;24;21;18;13;11;14;22;17;2;10;16;12;15;7;23;26;9;8;20;4;6;6025777
6;6025777;3;5;1;6;25;19;24;21;18;13;11;14;22;17;2;10;16;12;15;7;23;26;9;8;20;4
3;5;1;6;17;19;24;21;18;13;11;14;22;25;2;10;16;12;15;7;23;26;9;8;20;4;6;6025454
6;6025454;3;5;1;6;17;19;24;21;18;13;11;14;22;25;2;10;16;12;15;7;23;26;9;8;20;4
3;5;1;13;17;19;24;21;18;6;11;14;22;25;2;10;16;12;15;7;23;26;9;8;20;4;6;6069348
6;6069348;3;5;1;13;17;19;24;21;18;6;11;14;22;25;2;10;16;12;15;7;23;26;9;8;20;4
3;5;1;17;13;19;24;21;18;6;11;14;22;25;2;10;16;12;15;7;23;26;9;8;20;4;6;6069348
6;6069348;3;5;1;17;13;19;24;21;18;6;11;14;22;25;2;10;16;12;15;7;23;26;9;8;20;4
3;5;1;17;13;24;19;21;18;6;11;14;22;25;2;10;16;12;15;7;23;26;9;8;20;4;6;6069348
6;6069348;3;5;1;17;13;24;19;21;18;6;11;14;22;25;2;10;16;12;15;7;23;26;9;8;20;4
3;5;1;17;13;24;19;21;18;6;11;14;9;25;2;10;16;12;15;7;23;26;22;8;20;4;6;5968453
6;5968453;3;5;1;17;13;24;19;21;18;6;11;14;9;25;2;10;16;12;15;7;23;26;22;8;20;4
3;5;1;17;13;24;19;21;18;6;11;14;9;25;2;16;10;12;15;7;23;26;22;8;20;4;6;5970559
6;5970559;3;5;1;17;13;24;19;21;18;6;11;14;9;25;2;16;10;12;15;7;23;26;22;8;20;4
3;10;1;17;13;24;19;21;18;6;11;14;9;25;2;16;5;12;15;7;23;26;22;8;20;4;6;5883857
6;5883857;3;10;1;17;13;24;19;21;18;6;11;14;9;25;2;16;5;12;15;7;23;26;22;8;20;4
3;10;1;17;13;24;19;21;18;6;11;14;9;25;5;16;2;12;15;7;23;26;22;8;20;4;6;5848133
6;5848133;3;10;1;17;13;24;19;21;18;6;11;14;9;25;5;16;2;12;15;7;23;26;22;8;20;4
12;10;1;17;13;24;19;21;18;6;11;14;9;25;5;16;2;3;15;7;23;26;22;8;20;4;6;5803741
6;5803741;12;10;1;17;13;24;19;21;18;6;11;14;9;25;5;16;2;3;15;7;23;26;22;8;20;4
12;18;1;17;13;24;19;21;10;6;11;14;9;25;5;16;2;3;15;7;23;26;22;8;20;4;6;5858227
6;5858227;12;18;1;17;13;24;19;21;10;6;11;14;9;25;5;16;2;3;15;7;23;26;22;8;20;4
12;18;1;17;13;24;19;26;10;6;11;14;9;25;5;16;2;3;15;7;23;21;22;8;20;4;6;5891530
6;5891530;12;18;1;17;13;24;19;26;10;6;11;14;9;25;5;16;2;3;15;7;23;21;22;8;20;4
12;18;1;17;13;24;19;26;10;6;11;14;9;25;5;16;2;23;15;7;3;21;22;8;20;4;6;5974000
6;5974000;12;18;1;17;13;24;19;26;10;6;11;14;9;25;5;16;2;23;15;7;3;21;22;8;20;4
